Orthogroup	Syao	Prac
OG0000604	Syao.g_00918	Prac.g_00721
OG0000606	Syao.g_00924	Prac.g_00717
OG0000607	Syao.g_00927	Prac.g_00714
OG0000608	Syao.g_00928	Prac.g_00713
OG0000609	Syao.g_00930	Prac.g_00712
OG0000610	Syao.g_00940	Prac.g_00707
OG0000611	Syao.g_00943	Prac.g_00704
OG0000612	Syao.g_00944	Prac.g_00703
OG0000613	Syao.g_01979	Prac.g_00698
OG0000614	Syao.g_00375	Prac.g_00679
OG0000615	Syao.g_00978	Prac.g_00671
OG0000616	Syao.g_02342	Prac.g_00667
OG0000617	Syao.g_00486	Prac.g_01554
OG0000618	Syao.g_00485	Prac.g_01553
OG0000619	Syao.g_00484	Prac.g_01552
OG0000620	Syao.g_00479	Prac.g_01549
OG0000621	Syao.g_00478	Prac.g_01548
OG0000622	Syao.g_00476	Prac.g_01547
OG0000623	Syao.g_00475	Prac.g_01546
OG0000624	Syao.g_00473	Prac.g_01545
OG0000625	Syao.g_00472	Prac.g_01544
OG0000626	Syao.g_00471	Prac.g_01543
OG0000627	Syao.g_00567	Prac.g_01542
OG0000628	Syao.g_00566	Prac.g_01541
OG0000629	Syao.g_00590	Prac.g_01540
OG0000630	Syao.g_00585	Prac.g_01537
OG0000631	Syao.g_00644	Prac.g_01484
OG0000632	Syao.g_00643	Prac.g_01483
OG0000633	Syao.g_00642	Prac.g_01482
OG0000634	Syao.g_00752	Prac.g_01479
OG0000635	Syao.g_00753	Prac.g_01478
OG0000636	Syao.g_00755	Prac.g_01476
OG0000637	Syao.g_00757	Prac.g_01474
OG0000638	Syao.g_00758	Prac.g_01473
OG0000639	Syao.g_00759	Prac.g_01472
OG0000640	Syao.g_00760	Prac.g_01471
OG0000641	Syao.g_00764	Prac.g_01467
OG0000642	Syao.g_00765	Prac.g_01466
OG0000643	Syao.g_00767	Prac.g_01465
OG0000644	Syao.g_00768	Prac.g_01464
OG0000645	Syao.g_00770	Prac.g_01463
OG0000646	Syao.g_00773	Prac.g_01461
OG0000647	Syao.g_00775	Prac.g_01460
OG0000648	Syao.g_00777	Prac.g_01458
OG0000649	Syao.g_00778	Prac.g_01457
OG0000650	Syao.g_00779	Prac.g_01456
OG0000651	Syao.g_00780	Prac.g_01455
OG0000652	Syao.g_00781	Prac.g_01454
OG0000653	Syao.g_00783	Prac.g_01452
OG0000654	Syao.g_00784	Prac.g_01451
OG0000655	Syao.g_00785	Prac.g_01450
OG0000656	Syao.g_00789	Prac.g_01447
OG0000657	Syao.g_00435	Prac.g_01440
OG0000658	Syao.g_00560	Prac.g_01439
OG0000659	Syao.g_00559	Prac.g_01438
OG0000660	Syao.g_00555	Prac.g_01434
OG0000661	Syao.g_00553	Prac.g_01432
OG0000662	Syao.g_00535	Prac.g_01430
OG0000663	Syao.g_00532	Prac.g_01428
OG0000664	Syao.g_00530	Prac.g_01427
OG0000665	Syao.g_01436	Prac.g_01423
OG0000666	Syao.g_02120	Prac.g_01422
OG0000667	Syao.g_01375	Prac.g_01418
OG0000668	Syao.g_02678	Prac.g_01401
OG0000669	Syao.g_00955	Prac.g_01393
OG0000670	Syao.g_00958	Prac.g_01391
OG0000671	Syao.g_00960	Prac.g_01389
OG0000672	Syao.g_00963	Prac.g_01386
OG0000673	Syao.g_00966	Prac.g_01383
OG0000674	Syao.g_00968	Prac.g_01381
OG0000675	Syao.g_00969	Prac.g_01380
OG0000676	Syao.g_00971	Prac.g_01378
OG0000677	Syao.g_00972	Prac.g_01377
OG0000678	Syao.g_00974	Prac.g_01375
OG0000679	Syao.g_00981	Prac.g_01371
OG0000680	Syao.g_00982	Prac.g_01370
OG0000681	Syao.g_00985	Prac.g_01368
OG0000682	Syao.g_00986	Prac.g_01367
OG0000683	Syao.g_00987	Prac.g_01366
OG0000684	Syao.g_00990	Prac.g_01365
OG0000685	Syao.g_00733	Prac.g_01363
OG0000686	Syao.g_00734	Prac.g_01362
OG0000687	Syao.g_00735	Prac.g_01361
OG0000688	Syao.g_00741	Prac.g_01358
OG0000689	Syao.g_00743	Prac.g_01357
OG0000690	Syao.g_00744	Prac.g_01356
OG0000691	Syao.g_00745	Prac.g_01355
OG0000692	Syao.g_00747	Prac.g_01353
OG0000693	Syao.g_00748	Prac.g_01352
OG0000694	Syao.g_00749	Prac.g_01351
OG0000695	Syao.g_00639	Prac.g_01349
OG0000696	Syao.g_00638	Prac.g_01348
OG0000697	Syao.g_00636	Prac.g_01347
OG0000698	Syao.g_00633	Prac.g_01344
OG0000699	Syao.g_00631	Prac.g_01343
OG0000700	Syao.g_00630	Prac.g_01342
OG0000701	Syao.g_00629	Prac.g_01341
OG0000702	Syao.g_00705	Prac.g_01339
OG0000703	Syao.g_00693	Prac.g_01338
OG0000704	Syao.g_00689	Prac.g_01337
OG0000705	Syao.g_00682	Prac.g_01333
OG0000706	Syao.g_00681	Prac.g_01332
OG0000707	Syao.g_00680	Prac.g_01331
OG0000708	Syao.g_00677	Prac.g_01330
OG0000709	Syao.g_00670	Prac.g_01326
OG0000710	Syao.g_00666	Prac.g_01323
OG0000711	Syao.g_00815	Prac.g_01307
OG0000712	Syao.g_00813	Prac.g_01305
OG0000713	Syao.g_00812	Prac.g_01304
OG0000714	Syao.g_00810	Prac.g_01303
OG0000715	Syao.g_00808	Prac.g_01301
OG0000716	Syao.g_00804	Prac.g_01299
OG0000717	Syao.g_00803	Prac.g_01298
OG0000718	Syao.g_00794	Prac.g_01287
OG0000719	Syao.g_00444	Prac.g_01285
OG0000720	Syao.g_00457	Prac.g_01276
OG0000721	Syao.g_00459	Prac.g_01274
OG0000722	Syao.g_00460	Prac.g_01273
OG0000723	Syao.g_00469	Prac.g_01270
OG0000724	Syao.g_00513	Prac.g_01261
OG0000725	Syao.g_00385	Prac.g_01255
OG0000726	Syao.g_00384	Prac.g_01254
OG0000727	Syao.g_00383	Prac.g_01253
OG0000728	Syao.g_00381	Prac.g_01251
OG0000729	Syao.g_02190	Prac.g_01205
OG0000730	Syao.g_01880	Prac.g_01046
OG0000731	Syao.g_01868	Prac.g_01042
OG0000732	Syao.g_02218	Prac.g_01036
OG0000733	Syao.g_01427	Prac.g_01017
OG0000734	Syao.g_02592	Prac.g_01000
OG0000735	Syao.g_00140	Prac.g_00998
OG0000736	Syao.g_00139	Prac.g_00997
OG0000737	Syao.g_00138	Prac.g_00996
OG0000738	Syao.g_00132	Prac.g_00992
OG0000739	Syao.g_00131	Prac.g_00991
OG0000740	Syao.g_00130	Prac.g_00990
OG0000741	Syao.g_00127	Prac.g_00989
OG0000742	Syao.g_00124	Prac.g_00986
OG0000743	Syao.g_00217	Prac.g_00984
OG0000744	Syao.g_00216	Prac.g_00983
OG0000745	Syao.g_00213	Prac.g_00982
OG0000746	Syao.g_00210	Prac.g_00980
OG0000747	Syao.g_00208	Prac.g_00979
OG0000748	Syao.g_00193	Prac.g_00976
OG0000749	Syao.g_00192	Prac.g_00975
OG0000750	Syao.g_00191	Prac.g_00974
OG0000751	Syao.g_00185	Prac.g_00972
OG0000752	Syao.g_00183	Prac.g_00970
OG0000753	Syao.g_00180	Prac.g_00967
OG0000754	Syao.g_00175	Prac.g_00964
OG0000755	Syao.g_00021	Prac.g_00961
OG0000756	Syao.g_00229	Prac.g_00960
OG0000757	Syao.g_00252	Prac.g_00954
OG0000758	Syao.g_00251	Prac.g_00953
OG0000759	Syao.g_00250	Prac.g_00952
OG0000760	Syao.g_00249	Prac.g_00951
OG0000761	Syao.g_00248	Prac.g_00950
OG0000762	Syao.g_00246	Prac.g_00949
OG0000763	Syao.g_00242	Prac.g_00947
OG0000764	Syao.g_00241	Prac.g_00946
OG0000765	Syao.g_00267	Prac.g_00937
OG0000766	Syao.g_00266	Prac.g_00936
OG0000767	Syao.g_00264	Prac.g_00934
OG0000768	Syao.g_00263	Prac.g_00933
OG0000769	Syao.g_00261	Prac.g_00931
OG0000770	Syao.g_00257	Prac.g_00929
OG0000771	Syao.g_00506	Prac.g_00448
OG0000772	Syao.g_01523	Prac.g_00154
OG0000773	Syao.g_01447	Prac.g_00166
OG0000774	Syao.g_01442	Prac.g_00168
OG0000775	Syao.g_01440	Prac.g_00170
OG0000776	Syao.g_01439	Prac.g_00171
OG0000777	Syao.g_01438	Prac.g_00172
OG0000778	Syao.g_01437	Prac.g_00173
OG0000779	Syao.g_01469	Prac.g_00177
OG0000780	Syao.g_01456	Prac.g_00178
OG0000781	Syao.g_01452	Prac.g_00181
OG0000782	Syao.g_01451	Prac.g_00182
OG0000783	Syao.g_01450	Prac.g_00183
OG0000784	Syao.g_01449	Prac.g_00184
OG0000785	Syao.g_01481	Prac.g_00186
OG0000786	Syao.g_01473	Prac.g_00188
OG0000787	Syao.g_01472	Prac.g_00189
OG0000788	Syao.g_00870	Prac.g_00204
OG0000789	Syao.g_00623	Prac.g_00207
OG0000790	Syao.g_00041, Syao.g_00315	Prac.g_00222
OG0000791	Syao.g_00043	Prac.g_00224
OG0000792	Syao.g_00044	Prac.g_00225
OG0000793	Syao.g_02700	Prac.g_00228
OG0000794	Syao.g_02703	Prac.g_00229
OG0000795	Syao.g_02704	Prac.g_00230
OG0000796	Syao.g_02708	Prac.g_00234
OG0000797	Syao.g_02709	Prac.g_00235
OG0000798	Syao.g_02066	Prac.g_00262
OG0000799	Syao.g_01525	Prac.g_00429
OG0000800	Syao.g_01526	Prac.g_00428
OG0000801	Syao.g_01527	Prac.g_00427
OG0000802	Syao.g_01531	Prac.g_00425
OG0000803	Syao.g_01534	Prac.g_00423
OG0000804	Syao.g_01537	Prac.g_00422
OG0000805	Syao.g_01502	Prac.g_00420
OG0000806	Syao.g_01504	Prac.g_00418
OG0000807	Syao.g_01506	Prac.g_00417
OG0000808	Syao.g_01507	Prac.g_00416
OG0000809	Syao.g_01511	Prac.g_00413
OG0000810	Syao.g_01482	Prac.g_00412
OG0000811	Syao.g_01490	Prac.g_00408
OG0000812	Syao.g_01492	Prac.g_00406
OG0000813	Syao.g_01493	Prac.g_00405
OG0000814	Syao.g_01495	Prac.g_00403
OG0000815	Syao.g_01499	Prac.g_00402
OG0000816	Syao.g_01471	Prac.g_00400
OG0000817	Syao.g_01519	Prac.g_00399
OG0000818	Syao.g_00062	Prac.g_00394
OG0000819	Syao.g_00063	Prac.g_00393
OG0000820	Syao.g_00064	Prac.g_00392
OG0000821	Syao.g_00070	Prac.g_00388
OG0000822	Syao.g_00072	Prac.g_00387
OG0000823	Syao.g_00073	Prac.g_00386
OG0000824	Syao.g_00079	Prac.g_00383
OG0000825	Syao.g_00080	Prac.g_00382
OG0000826	Syao.g_00081	Prac.g_00381
OG0000827	Syao.g_00082	Prac.g_00380
OG0000828	Syao.g_00085	Prac.g_00377
OG0000829	Syao.g_00086	Prac.g_00376
OG0000830	Syao.g_00087	Prac.g_00375
OG0000831	Syao.g_00089	Prac.g_00373
OG0000832	Syao.g_01696	Prac.g_00367
OG0000833	Syao.g_01612	Prac.g_00359
OG0000834	Syao.g_01610	Prac.g_00358
OG0000835	Syao.g_01609	Prac.g_00357
OG0000836	Syao.g_01606	Prac.g_00356
OG0000837	Syao.g_01605	Prac.g_00355
OG0000838	Syao.g_01601	Prac.g_00353
OG0000839	Syao.g_01600	Prac.g_00352
OG0000840	Syao.g_01599	Prac.g_00351
OG0000841	Syao.g_01598	Prac.g_00350
OG0000842	Syao.g_01597	Prac.g_00349
OG0000843	Syao.g_01596	Prac.g_00348
OG0000844	Syao.g_01594	Prac.g_00347
OG0000845	Syao.g_01593	Prac.g_00346
OG0000846	Syao.g_01592	Prac.g_00345
OG0000847	Syao.g_01591	Prac.g_00344
OG0000848	Syao.g_01589	Prac.g_00343
OG0000849	Syao.g_01588	Prac.g_00342
OG0000850	Syao.g_01585	Prac.g_00340
OG0000851	Syao.g_01582	Prac.g_00339
OG0000852	Syao.g_01581	Prac.g_00338
OG0000853	Syao.g_01577	Prac.g_00334
OG0000854	Syao.g_01575	Prac.g_00332
OG0000855	Syao.g_01574	Prac.g_00331
OG0000856	Syao.g_01327	Prac.g_00317
OG0000857	Syao.g_00774	Prac.g_00288
OG0000858	Syao.g_01567	Prac.g_00631
OG0000859	Syao.g_01566	Prac.g_00630
OG0000860	Syao.g_01552	Prac.g_00623
OG0000861	Syao.g_01551	Prac.g_00622
OG0000862	Syao.g_01542	Prac.g_00621
OG0000863	Syao.g_01540	Prac.g_00619
OG0000864	Syao.g_01017	Prac.g_00618
OG0000866	Syao.g_01686	Prac.g_00616
OG0000867	Syao.g_01685	Prac.g_00615
OG0000868	Syao.g_01682	Prac.g_00614
OG0000869	Syao.g_01677	Prac.g_00610
OG0000870	Syao.g_01672	Prac.g_00605
OG0000871	Syao.g_01671	Prac.g_00604
OG0000872	Syao.g_01665	Prac.g_00603
OG0000873	Syao.g_01662	Prac.g_00600
OG0000874	Syao.g_01660	Prac.g_00597
OG0000875	Syao.g_01658	Prac.g_00596
OG0000876	Syao.g_00536	Prac.g_00595
OG0000877	Syao.g_01654	Prac.g_00593
OG0000878	Syao.g_01653	Prac.g_00592
OG0000879	Syao.g_01652	Prac.g_00591
OG0000880	Syao.g_01651	Prac.g_00590
OG0000881	Syao.g_01647	Prac.g_00586
OG0000882	Syao.g_01642	Prac.g_00581
OG0000883	Syao.g_01638	Prac.g_00580
OG0000884	Syao.g_01636	Prac.g_00578
OG0000885	Syao.g_01635	Prac.g_00577
OG0000886	Syao.g_01634	Prac.g_00576
OG0000887	Syao.g_01633	Prac.g_00575
OG0000888	Syao.g_01631	Prac.g_00573
OG0000889	Syao.g_01629	Prac.g_00571
OG0000890	Syao.g_01626	Prac.g_00570
OG0000891	Syao.g_01625	Prac.g_00569
OG0000892	Syao.g_01695	Prac.g_00471
OG0000893	Syao.g_01934	Prac.g_00476
OG0000894	Syao.g_01937	Prac.g_00478
OG0000895	Syao.g_01916	Prac.g_00481
OG0000896	Syao.g_01917	Prac.g_00482
OG0000897	Syao.g_01919	Prac.g_00484
OG0000898	Syao.g_01920	Prac.g_00485
OG0000899	Syao.g_01921	Prac.g_00486
OG0000900	Syao.g_01922	Prac.g_00487
OG0000901	Syao.g_01927	Prac.g_00490
OG0000902	Syao.g_01929	Prac.g_00492
OG0000903	Syao.g_01798	Prac.g_00495
OG0000904	Syao.g_01804	Prac.g_00497
OG0000905	Syao.g_01862	Prac.g_00502
OG0000906	Syao.g_01931	Prac.g_00503
OG0000907	Syao.g_01796	Prac.g_00506
OG0000908	Syao.g_01793	Prac.g_00509
OG0000909	Syao.g_01792	Prac.g_00510
OG0000910	Syao.g_01791	Prac.g_00511
OG0000911	Syao.g_01789	Prac.g_00513
OG0000912	Syao.g_01788	Prac.g_00514
OG0000913	Syao.g_01787	Prac.g_00515
OG0000914	Syao.g_01786	Prac.g_00516
OG0000915	Syao.g_01784	Prac.g_00517
OG0000916	Syao.g_01783	Prac.g_00518
OG0000917	Syao.g_01782	Prac.g_00519
OG0000918	Syao.g_01781	Prac.g_00520
OG0000919	Syao.g_01780	Prac.g_00521
OG0000920	Syao.g_01779	Prac.g_00522
OG0000921	Syao.g_01778	Prac.g_00523
OG0000922	Syao.g_01777	Prac.g_00524
OG0000923	Syao.g_01772	Prac.g_00528
OG0000924	Syao.g_01771	Prac.g_00529
OG0000925	Syao.g_01770	Prac.g_00530
OG0000926	Syao.g_01769	Prac.g_00531
OG0000927	Syao.g_01767	Prac.g_00533
OG0000928	Syao.g_01766	Prac.g_00534
OG0000929	Syao.g_01765	Prac.g_00535
OG0000930	Syao.g_01764	Prac.g_00536
OG0000931	Syao.g_01763	Prac.g_00537
OG0000932	Syao.g_01762	Prac.g_00538
OG0000933	Syao.g_01811	Prac.g_00542
OG0000934	Syao.g_01809	Prac.g_00544
OG0000935	Syao.g_01808	Prac.g_00545
OG0000936	Syao.g_01843	Prac.g_00546
OG0000937	Syao.g_01842	Prac.g_00547
OG0000938	Syao.g_01839	Prac.g_00549
OG0000939	Syao.g_01838	Prac.g_00550
OG0000940	Syao.g_01830	Prac.g_00556
OG0000941	Syao.g_01828	Prac.g_00558
OG0000942	Syao.g_01826	Prac.g_00560
OG0000943	Syao.g_01824	Prac.g_00561
OG0000944	Syao.g_01822	Prac.g_00562
OG0000945	Syao.g_01821	Prac.g_00563
OG0000946	Syao.g_01852	Prac.g_00005
OG0000947	Syao.g_01849	Prac.g_00007
OG0000948	Syao.g_01848	Prac.g_00008
OG0000949	Syao.g_01970	Prac.g_00011
OG0000950	Syao.g_01957	Prac.g_00016
OG0000951	Syao.g_02262	Prac.g_00020
OG0000952	Syao.g_02266	Prac.g_00024
OG0000953	Syao.g_02130	Prac.g_00027
OG0000954	Syao.g_02135	Prac.g_00031
OG0000955	Syao.g_02136	Prac.g_00032
OG0000956	Syao.g_02138	Prac.g_00034
OG0000957	Syao.g_01951	Prac.g_00039
OG0000958	Syao.g_01950	Prac.g_00040
OG0000959	Syao.g_01947	Prac.g_00044
OG0000960	Syao.g_01946	Prac.g_00045
OG0000961	Syao.g_02496	Prac.g_00047
OG0000962	Syao.g_02191	Prac.g_00049
OG0000963	Syao.g_02186	Prac.g_00052
OG0000964	Syao.g_02185	Prac.g_00053
OG0000965	Syao.g_02184	Prac.g_00054
OG0000966	Syao.g_02172	Prac.g_00061
OG0000967	Syao.g_02167	Prac.g_00065
OG0000968	Syao.g_02199	Prac.g_00067
OG0000969	Syao.g_02200	Prac.g_00068
OG0000970	Syao.g_02201	Prac.g_00069
OG0000971	Syao.g_02203	Prac.g_00070
OG0000972	Syao.g_02204	Prac.g_00071
OG0000973	Syao.g_02205	Prac.g_00072
OG0000974	Syao.g_02206	Prac.g_00073
OG0000975	Syao.g_02207	Prac.g_00074
OG0000976	Syao.g_02208	Prac.g_00075
OG0000977	Syao.g_02210	Prac.g_00076
OG0000978	Syao.g_02211	Prac.g_00077
OG0000979	Syao.g_02214	Prac.g_00080
OG0000980	Syao.g_02217	Prac.g_00082
OG0000981	Syao.g_02220	Prac.g_00084
OG0000982	Syao.g_02437	Prac.g_00086
OG0000983	Syao.g_02438	Prac.g_00087
OG0000984	Syao.g_02439	Prac.g_00088
OG0000985	Syao.g_02443	Prac.g_00091
OG0000986	Syao.g_02445	Prac.g_00093
OG0000987	Syao.g_02447	Prac.g_00094
OG0000988	Syao.g_02452	Prac.g_00097
OG0000989	Syao.g_02368	Prac.g_00100
OG0000990	Syao.g_02362	Prac.g_00103
OG0000991	Syao.g_02354	Prac.g_00104
OG0000992	Syao.g_02279	Prac.g_00106
OG0000993	Syao.g_02280	Prac.g_00107
OG0000994	Syao.g_02283	Prac.g_00108
OG0000995	Syao.g_02287	Prac.g_00112
OG0000996	Syao.g_02305	Prac.g_00113
OG0000997	Syao.g_02326	Prac.g_00114
OG0000998	Syao.g_02328	Prac.g_00116
OG0000999	Syao.g_02329	Prac.g_00117
OG0001000	Syao.g_02333	Prac.g_00120
OG0001001	Syao.g_02338	Prac.g_00122
OG0001002	Syao.g_02345	Prac.g_00126
OG0001003	Syao.g_02347	Prac.g_00127
OG0001004	Syao.g_02348	Prac.g_00128
OG0001005	Syao.g_02194	Prac.g_00129
OG0001006	Syao.g_02159	Prac.g_01949
OG0001007	Syao.g_02161	Prac.g_01947
OG0001008	Syao.g_01737	Prac.g_01110
OG0001009	Syao.g_02239	Prac.g_01920
OG0001010	Syao.g_02238	Prac.g_01919
OG0001011	Syao.g_02236	Prac.g_01918
OG0001012	Syao.g_00322	Prac.g_01889
OG0001013	Syao.g_02413	Prac.g_01883
OG0001014	Syao.g_02407	Prac.g_01880
OG0001015	Syao.g_02406	Prac.g_01879
OG0001016	Syao.g_02622	Prac.g_01858
OG0001017	Syao.g_02628	Prac.g_01854
OG0001018	Syao.g_02630	Prac.g_01851
OG0001019	Syao.g_02654	Prac.g_01842
OG0001020	Syao.g_02663	Prac.g_01841
OG0001021	Syao.g_02666	Prac.g_01840
OG0001022	Syao.g_02670	Prac.g_01837
OG0001023	Syao.g_02671	Prac.g_01836
OG0001024	Syao.g_01018	Prac.g_01833
OG0001025	Syao.g_02597	Prac.g_01827
OG0001026	Syao.g_02594	Prac.g_01820
OG0001027	Syao.g_02564	Prac.g_01819
OG0001028	Syao.g_02568	Prac.g_01817
OG0001029	Syao.g_02570	Prac.g_01816
OG0001030	Syao.g_02545	Prac.g_01801
OG0001031	Syao.g_02528	Prac.g_01744
OG0001032	Syao.g_02530	Prac.g_01743
OG0001033	Syao.g_01016	Prac.g_01722
OG0001034	Syao.g_01704	Prac.g_01694
OG0001035	Syao.g_02101	Prac.g_01677
OG0001036	Syao.g_02096	Prac.g_01672
OG0001037	Syao.g_02094	Prac.g_01671
OG0001038	Syao.g_02065	Prac.g_01653
OG0001039	Syao.g_02062	Prac.g_01650
OG0001040	Syao.g_02059	Prac.g_01648
OG0001041	Syao.g_02055	Prac.g_01644
OG0001042	Syao.g_02032	Prac.g_01627
OG0001043	Syao.g_02028	Prac.g_01626
OG0001044	Syao.g_01878	Prac.g_01201
OG0001045	Syao.g_01865	Prac.g_01192
OG0001046	Syao.g_00827	Prac.g_01154
OG0001047	Syao.g_01739	Prac.g_01108
OG0001048	Syao.g_01740	Prac.g_01107
OG0001049	Syao.g_01616	Prac.g_01105
OG0001050	Syao.g_01618	Prac.g_01104
OG0001051	Syao.g_01619	Prac.g_01103
OG0001052	Syao.g_02686	Prac.g_01073
OG0001053	Syao.g_00025	Prac.g_01061
OG0001054	Syao.g_00104	Prac.g_00873
OG0001055	Syao.g_00156	Prac.g_00855
OG0001056	Syao.g_01417	Prac.g_00836
OG0001057	Syao.g_00879	Prac.g_00831
OG0001058	Syao.g_00862	Prac.g_00823
OG0001059	Syao.g_00858	Prac.g_00819
OG0001060	Syao.g_00852	Prac.g_00812
OG0001062	Syao.g_01050	Prac.g_00797
OG0001063	Syao.g_01042	Prac.g_00795
OG0001064	Syao.g_01041	Prac.g_00794
OG0001065	Syao.g_01040	Prac.g_00793
OG0001066	Syao.g_01039	Prac.g_00792
OG0001067	Syao.g_01038	Prac.g_00791
OG0001068	Syao.g_01037	Prac.g_00790
OG0001069	Syao.g_01036	Prac.g_00789
OG0001070	Syao.g_01032	Prac.g_00786
OG0001071	Syao.g_01031	Prac.g_00785
OG0001072	Syao.g_01027	Prac.g_00783
OG0001073	Syao.g_00991	Prac.g_00767
OG0001074	Syao.g_00392	Prac.g_00756
OG0001075	Syao.g_00391	Prac.g_00755
OG0001076	Syao.g_01339	Prac.g_00747
OG0001077	Syao.g_01323	Prac.g_00743
OG0001078	Syao.g_00895	Prac.g_00735
OG0001079	Syao.g_00911	Prac.g_00724
OG0001081	Syao.g_00925	Prac.g_00716
OG0001082	Syao.g_00926	Prac.g_00715
OG0001083	Syao.g_00934	Prac.g_00710
OG0001084	Syao.g_00935	Prac.g_00709
OG0001085	Syao.g_00947	Prac.g_00701
OG0001086	Syao.g_00949	Prac.g_00700
OG0001087	Syao.g_01419	Prac.g_00683
OG0001088	Syao.g_00211	Prac.g_00682
OG0001089	Syao.g_00376	Prac.g_00674
OG0001090	Syao.g_00494	Prac.g_01559
OG0001091	Syao.g_00491	Prac.g_01557
OG0001092	Syao.g_00489	Prac.g_01556
OG0001093	Syao.g_00482	Prac.g_01551
OG0001094	Syao.g_00750	Prac.g_01481
OG0001095	Syao.g_00771	Prac.g_01462
OG0001096	Syao.g_00786	Prac.g_01449
OG0001097	Syao.g_00552	Prac.g_01431
OG0001098	Syao.g_00731	Prac.g_01416
OG0001099	Syao.g_02569	Prac.g_01396
OG0001100	Syao.g_00957	Prac.g_01392
OG0001101	Syao.g_00959	Prac.g_01390
OG0001102	Syao.g_00962	Prac.g_01387
OG0001103	Syao.g_00964	Prac.g_01385
OG0001105	Syao.g_00736	Prac.g_01360
OG0001106	Syao.g_00688	Prac.g_01336
OG0001107	Syao.g_00676	Prac.g_01329
OG0001108	Syao.g_00669	Prac.g_01325
OG0001109	Syao.g_00667	Prac.g_01324
OG0001110	Syao.g_00665	Prac.g_01322
OG0001111	Syao.g_00663	Prac.g_01321
OG0001112	Syao.g_00661	Prac.g_01320
OG0001113	Syao.g_00660	Prac.g_01319
OG0001114	Syao.g_00659	Prac.g_01318
OG0001115	Syao.g_00832	Prac.g_01316
OG0001116	Syao.g_00830	Prac.g_01315
OG0001117	Syao.g_00829	Prac.g_01314
OG0001118	Syao.g_00828	Prac.g_01313
OG0001119	Syao.g_00826	Prac.g_01312
OG0001120	Syao.g_00822	Prac.g_01310
OG0001121	Syao.g_01294	Prac.g_01020
OG0001122	Syao.g_00445	Prac.g_01284
OG0001123	Syao.g_00451	Prac.g_01280
OG0001124	Syao.g_00453	Prac.g_01278
OG0001125	Syao.g_00456	Prac.g_01277
OG0001126	Syao.g_00504	Prac.g_01267
OG0001127	Syao.g_00505	Prac.g_01266
OG0001128	Syao.g_00508	Prac.g_01264
OG0001129	Syao.g_00510	Prac.g_01263
OG0001130	Syao.g_00511	Prac.g_01262
OG0001131	Syao.g_01387	Prac.g_01225
OG0001132	Syao.g_01221	Prac.g_01216
OG0001133	Syao.g_01333	Prac.g_01031
OG0001134	Syao.g_01428	Prac.g_01018
OG0001135	Syao.g_01424	Prac.g_01959, Prac.g_01015
OG0001136	Syao.g_00126	Prac.g_00988
OG0001137	Syao.g_00194	Prac.g_00977
OG0001138	Syao.g_00227	Prac.g_00959
OG0001139	Syao.g_00225	Prac.g_00958
OG0001140	Syao.g_00224	Prac.g_00957
OG0001141	Syao.g_00254	Prac.g_00956
OG0001142	Syao.g_00253	Prac.g_00955
OG0001143	Syao.g_00243	Prac.g_00948
OG0001144	Syao.g_00276	Prac.g_00943
OG0001145	Syao.g_01446	Prac.g_00167
OG0001146	Syao.g_01455	Prac.g_00179
OG0001147	Syao.g_00095	Prac.g_00203
OG0001148	Syao.g_00038	Prac.g_00219
OG0001149	Syao.g_00039	Prac.g_00220
OG0001150	Syao.g_00040	Prac.g_00221
OG0001151	Syao.g_02706	Prac.g_00232
OG0001152	Syao.g_02707	Prac.g_00233
OG0001153	Syao.g_00083	Prac.g_00379
OG0001154	Syao.g_00084	Prac.g_00378
OG0001155	Syao.g_01747	Prac.g_00366
OG0001156	Syao.g_01744	Prac.g_00363
OG0001157	Syao.g_01743	Prac.g_00362
OG0001158	Syao.g_01742	Prac.g_00361
OG0001159	Syao.g_01741	Prac.g_00360
OG0001160	Syao.g_01579	Prac.g_00336
OG0001161	Syao.g_02373	Prac.g_00324
OG0001162	Syao.g_02650	Prac.g_00313
OG0001163	Syao.g_01571	Prac.g_00633
OG0001164	Syao.g_01564	Prac.g_00629
OG0001165	Syao.g_01559	Prac.g_00626
OG0001166	Syao.g_01673	Prac.g_00606
OG0001167	Syao.g_01006	Prac.g_00589
OG0001168	Syao.g_01648	Prac.g_00587
OG0001169	Syao.g_01646	Prac.g_00585
OG0001170	Syao.g_01644	Prac.g_00583
OG0001171	Syao.g_01632	Prac.g_00574
OG0001172	Syao.g_01914	Prac.g_00479
OG0001173	Syao.g_01915	Prac.g_00480
OG0001174	Syao.g_01923	Prac.g_00488
OG0001175	Syao.g_01924	Prac.g_00489
OG0001176	Syao.g_01799	Prac.g_00496
OG0001177	Syao.g_01802	Prac.g_00499
OG0001178	Syao.g_01541	Prac.g_00504
OG0001179	Syao.g_01768	Prac.g_00532
OG0001180	Syao.g_01833	Prac.g_00553
OG0001181	Syao.g_01829	Prac.g_00557
OG0001182	Syao.g_01820	Prac.g_00564
OG0001183	Syao.g_01851	Prac.g_00006
OG0001184	Syao.g_02264	Prac.g_00022
OG0001185	Syao.g_02147	Prac.g_00036
OG0001186	Syao.g_02173	Prac.g_00058
OG0001187	Syao.g_02171	Prac.g_00062
OG0001188	Syao.g_02169	Prac.g_00064
OG0001189	Syao.g_02215	Prac.g_00081
