Orthogroup	Syao	Prbi
OG0000574	Syao.g_01021	Prbi.g_00595
OG0000575	Syao.g_01000	Prbi.g_00599
OG0000576	Syao.g_00996	Prbi.g_00601
OG0000577	Syao.g_00995	Prbi.g_00602
OG0000578	Syao.g_00994	Prbi.g_00603
OG0000579	Syao.g_00993	Prbi.g_00604
OG0000580	Syao.g_00992	Prbi.g_00605
OG0000581	Syao.g_01059	Prbi.g_00607
OG0000582	Syao.g_01204	Prbi.g_00610
OG0000583	Syao.g_01205	Prbi.g_00611
OG0000584	Syao.g_01206	Prbi.g_00612
OG0000585	Syao.g_01054	Prbi.g_00614
OG0000586	Syao.g_01055	Prbi.g_00615
OG0000587	Syao.g_01057	Prbi.g_00616
OG0000588	Syao.g_00406	Prbi.g_00620
OG0000589	Syao.g_01342	Prbi.g_00623
OG0000590	Syao.g_01341	Prbi.g_00624
OG0000591	Syao.g_01330	Prbi.g_00627
OG0000592	Syao.g_01329	Prbi.g_00628
OG0000593	Syao.g_00890	Prbi.g_00635
OG0000594	Syao.g_00891	Prbi.g_00636
OG0000595	Syao.g_00892	Prbi.g_00637
OG0000596	Syao.g_00897	Prbi.g_00641
OG0000597	Syao.g_00900	Prbi.g_00643
OG0000598	Syao.g_00901	Prbi.g_00644
OG0000599	Syao.g_00908	Prbi.g_00647
OG0000600	Syao.g_00909	Prbi.g_00648
OG0000601	Syao.g_00910	Prbi.g_00649
OG0000602	Syao.g_00914	Prbi.g_00651
OG0000603	Syao.g_00915	Prbi.g_00652
OG0000604	Syao.g_00918	Prbi.g_00653
OG0000606	Syao.g_00924	Prbi.g_00657
OG0000607	Syao.g_00927	Prbi.g_00660
OG0000608	Syao.g_00928	Prbi.g_00661
OG0000609	Syao.g_00930	Prbi.g_00662
OG0000610	Syao.g_00940	Prbi.g_00667
OG0000611	Syao.g_00943	Prbi.g_00670
OG0000612	Syao.g_00944	Prbi.g_00671
OG0000613	Syao.g_01979	Prbi.g_00676
OG0000614	Syao.g_00375	Prbi.g_00695
OG0000615	Syao.g_00978	Prbi.g_00704
OG0000616	Syao.g_02342	Prbi.g_00708
OG0000617	Syao.g_00486	Prbi.g_00751
OG0000618	Syao.g_00485	Prbi.g_00752
OG0000619	Syao.g_00484	Prbi.g_00753
OG0000620	Syao.g_00479	Prbi.g_00756
OG0000621	Syao.g_00478	Prbi.g_00757
OG0000622	Syao.g_00476	Prbi.g_00758
OG0000623	Syao.g_00475	Prbi.g_00759
OG0000624	Syao.g_00473	Prbi.g_00760
OG0000625	Syao.g_00472	Prbi.g_00761
OG0000626	Syao.g_00471	Prbi.g_00762
OG0000627	Syao.g_00567	Prbi.g_00763
OG0000628	Syao.g_00566	Prbi.g_00764
OG0000629	Syao.g_00590	Prbi.g_00765
OG0000630	Syao.g_00585	Prbi.g_00768
OG0000631	Syao.g_00644	Prbi.g_00838
OG0000632	Syao.g_00643	Prbi.g_00839
OG0000633	Syao.g_00642	Prbi.g_00840
OG0000634	Syao.g_00752	Prbi.g_00843
OG0000635	Syao.g_00753	Prbi.g_00844
OG0000636	Syao.g_00755	Prbi.g_00846
OG0000637	Syao.g_00757	Prbi.g_00848
OG0000638	Syao.g_00758	Prbi.g_00849
OG0000639	Syao.g_00759	Prbi.g_00850
OG0000640	Syao.g_00760	Prbi.g_00851
OG0000641	Syao.g_00764	Prbi.g_00855
OG0000642	Syao.g_00765	Prbi.g_00856
OG0000643	Syao.g_00767	Prbi.g_00857
OG0000644	Syao.g_00768	Prbi.g_00858
OG0000645	Syao.g_00770	Prbi.g_00859
OG0000646	Syao.g_00773	Prbi.g_00861
OG0000647	Syao.g_00775	Prbi.g_00862
OG0000648	Syao.g_00777	Prbi.g_00864
OG0000649	Syao.g_00778	Prbi.g_00865
OG0000650	Syao.g_00779	Prbi.g_00866
OG0000651	Syao.g_00780	Prbi.g_00867
OG0000652	Syao.g_00781	Prbi.g_00868
OG0000653	Syao.g_00783	Prbi.g_00870
OG0000654	Syao.g_00784	Prbi.g_00871
OG0000655	Syao.g_00785	Prbi.g_00872
OG0000656	Syao.g_00789	Prbi.g_00875
OG0000657	Syao.g_00435	Prbi.g_00883
OG0000658	Syao.g_00560	Prbi.g_00884
OG0000659	Syao.g_00559	Prbi.g_00885
OG0000660	Syao.g_00555	Prbi.g_00889
OG0000661	Syao.g_00553	Prbi.g_00891
OG0000662	Syao.g_00535	Prbi.g_00893
OG0000663	Syao.g_00532	Prbi.g_00895
OG0000664	Syao.g_00530	Prbi.g_00896
OG0000665	Syao.g_01436	Prbi.g_00900
OG0000666	Syao.g_02120	Prbi.g_00901
OG0000667	Syao.g_01375	Prbi.g_00905
OG0000668	Syao.g_02678	Prbi.g_00934
OG0000669	Syao.g_00955	Prbi.g_00942
OG0000670	Syao.g_00958	Prbi.g_00944
OG0000671	Syao.g_00960	Prbi.g_00946
OG0000672	Syao.g_00963	Prbi.g_00949
OG0000673	Syao.g_00966	Prbi.g_00952
OG0000674	Syao.g_00968	Prbi.g_00954
OG0000675	Syao.g_00969	Prbi.g_00955
OG0000676	Syao.g_00971	Prbi.g_00957
OG0000677	Syao.g_00972	Prbi.g_00958
OG0000678	Syao.g_00974	Prbi.g_00960
OG0000679	Syao.g_00981	Prbi.g_00964
OG0000680	Syao.g_00982	Prbi.g_00965
OG0000681	Syao.g_00985	Prbi.g_00968
OG0000682	Syao.g_00986	Prbi.g_00969
OG0000683	Syao.g_00987	Prbi.g_00970
OG0000684	Syao.g_00990	Prbi.g_00971
OG0000685	Syao.g_00733	Prbi.g_00973
OG0000686	Syao.g_00734	Prbi.g_00974
OG0000687	Syao.g_00735	Prbi.g_00975
OG0000688	Syao.g_00741	Prbi.g_00978
OG0000689	Syao.g_00743	Prbi.g_00979
OG0000690	Syao.g_00744	Prbi.g_00980
OG0000691	Syao.g_00745	Prbi.g_00981
OG0000692	Syao.g_00747	Prbi.g_00983
OG0000693	Syao.g_00748	Prbi.g_00984
OG0000694	Syao.g_00749	Prbi.g_00985
OG0000695	Syao.g_00639	Prbi.g_00987
OG0000696	Syao.g_00638	Prbi.g_00988
OG0000697	Syao.g_00636	Prbi.g_00989
OG0000698	Syao.g_00633	Prbi.g_00992
OG0000699	Syao.g_00631	Prbi.g_00993
OG0000700	Syao.g_00630	Prbi.g_00994
OG0000701	Syao.g_00629	Prbi.g_00995
OG0000702	Syao.g_00705	Prbi.g_00997
OG0000703	Syao.g_00693	Prbi.g_00998
OG0000704	Syao.g_00689	Prbi.g_00999
OG0000705	Syao.g_00682	Prbi.g_01003
OG0000706	Syao.g_00681	Prbi.g_01004
OG0000707	Syao.g_00680	Prbi.g_01005
OG0000708	Syao.g_00677	Prbi.g_01006
OG0000709	Syao.g_00670	Prbi.g_01010
OG0000710	Syao.g_00666	Prbi.g_01013
OG0000711	Syao.g_00815	Prbi.g_01030
OG0000712	Syao.g_00813	Prbi.g_01032
OG0000713	Syao.g_00812	Prbi.g_01033
OG0000714	Syao.g_00810	Prbi.g_01034
OG0000715	Syao.g_00808	Prbi.g_01036
OG0000716	Syao.g_00804	Prbi.g_01038
OG0000717	Syao.g_00803	Prbi.g_01039
OG0000718	Syao.g_00794	Prbi.g_01055
OG0000719	Syao.g_00444	Prbi.g_01057
OG0000720	Syao.g_00457	Prbi.g_01066
OG0000721	Syao.g_00459	Prbi.g_01068
OG0000722	Syao.g_00460	Prbi.g_01069
OG0000723	Syao.g_00469	Prbi.g_01072
OG0000724	Syao.g_00513	Prbi.g_01081
OG0000725	Syao.g_00385	Prbi.g_01087
OG0000726	Syao.g_00384	Prbi.g_01088
OG0000727	Syao.g_00383	Prbi.g_01089
OG0000728	Syao.g_00381	Prbi.g_01091
OG0000729	Syao.g_02190	Prbi.g_01138
OG0000730	Syao.g_01880	Prbi.g_01142
OG0000731	Syao.g_01868	Prbi.g_01146
OG0000732	Syao.g_02218	Prbi.g_01155
OG0000733	Syao.g_01427	Prbi.g_01175
OG0000734	Syao.g_02592	Prbi.g_01192
OG0000735	Syao.g_00140	Prbi.g_01194
OG0000736	Syao.g_00139	Prbi.g_01195
OG0000737	Syao.g_00138	Prbi.g_01196
OG0000738	Syao.g_00132	Prbi.g_01200
OG0000739	Syao.g_00131	Prbi.g_01201
OG0000740	Syao.g_00130	Prbi.g_01202
OG0000741	Syao.g_00127	Prbi.g_01203
OG0000742	Syao.g_00124	Prbi.g_01206
OG0000743	Syao.g_00217	Prbi.g_01208
OG0000744	Syao.g_00216	Prbi.g_01209
OG0000745	Syao.g_00213	Prbi.g_01210
OG0000746	Syao.g_00210	Prbi.g_01212
OG0000747	Syao.g_00208	Prbi.g_01213
OG0000748	Syao.g_00193	Prbi.g_01216
OG0000749	Syao.g_00192	Prbi.g_01217
OG0000750	Syao.g_00191	Prbi.g_01218
OG0000751	Syao.g_00185	Prbi.g_01220
OG0000752	Syao.g_00183	Prbi.g_01222
OG0000753	Syao.g_00180	Prbi.g_01225
OG0000754	Syao.g_00175	Prbi.g_01228
OG0000755	Syao.g_00021	Prbi.g_01231
OG0000756	Syao.g_00229	Prbi.g_01232
OG0000757	Syao.g_00252	Prbi.g_01238
OG0000758	Syao.g_00251	Prbi.g_01239
OG0000759	Syao.g_00250	Prbi.g_01240
OG0000760	Syao.g_00249	Prbi.g_01241
OG0000761	Syao.g_00248	Prbi.g_01242
OG0000762	Syao.g_00246	Prbi.g_01243
OG0000763	Syao.g_00242	Prbi.g_01245
OG0000764	Syao.g_00241	Prbi.g_01246
OG0000765	Syao.g_00267	Prbi.g_01255
OG0000766	Syao.g_00266	Prbi.g_01256
OG0000767	Syao.g_00264	Prbi.g_01258
OG0000768	Syao.g_00263	Prbi.g_01259
OG0000769	Syao.g_00261	Prbi.g_01261
OG0000770	Syao.g_00257	Prbi.g_01263
OG0000771	Syao.g_00506	Prbi.g_01277
OG0000772	Syao.g_01523	Prbi.g_01363
OG0000773	Syao.g_01447	Prbi.g_01382
OG0000774	Syao.g_01442	Prbi.g_01384
OG0000775	Syao.g_01440	Prbi.g_01386
OG0000776	Syao.g_01439	Prbi.g_01387
OG0000777	Syao.g_01438	Prbi.g_01388
OG0000778	Syao.g_01437	Prbi.g_01389
OG0000779	Syao.g_01469	Prbi.g_01393
OG0000780	Syao.g_01456	Prbi.g_01394
OG0000781	Syao.g_01452	Prbi.g_01397
OG0000782	Syao.g_01451	Prbi.g_01398
OG0000783	Syao.g_01450	Prbi.g_01399
OG0000784	Syao.g_01449	Prbi.g_01400
OG0000785	Syao.g_01481	Prbi.g_01402
OG0000786	Syao.g_01473	Prbi.g_01404
OG0000787	Syao.g_01472	Prbi.g_01405
OG0000788	Syao.g_00870	Prbi.g_01426
OG0000789	Syao.g_00623	Prbi.g_01429
OG0000790	Syao.g_00041, Syao.g_00315	Prbi.g_01444
OG0000791	Syao.g_00043	Prbi.g_01446
OG0000792	Syao.g_00044	Prbi.g_01447
OG0000793	Syao.g_02700	Prbi.g_01450
OG0000794	Syao.g_02703	Prbi.g_01451
OG0000795	Syao.g_02704	Prbi.g_01452
OG0000796	Syao.g_02708	Prbi.g_01456
OG0000797	Syao.g_02709	Prbi.g_01457
OG0000799	Syao.g_01525	Prbi.g_01571
OG0000800	Syao.g_01526	Prbi.g_01572
OG0000801	Syao.g_01527	Prbi.g_01573
OG0000802	Syao.g_01531	Prbi.g_01575
OG0000803	Syao.g_01534	Prbi.g_01577
OG0000804	Syao.g_01537	Prbi.g_01578
OG0000805	Syao.g_01502	Prbi.g_01580
OG0000806	Syao.g_01504	Prbi.g_01582
OG0000807	Syao.g_01506	Prbi.g_01583
OG0000808	Syao.g_01507	Prbi.g_01584
OG0000809	Syao.g_01511	Prbi.g_01587
OG0000810	Syao.g_01482	Prbi.g_01588
OG0000811	Syao.g_01490	Prbi.g_01594
OG0000812	Syao.g_01492	Prbi.g_01596
OG0000813	Syao.g_01493	Prbi.g_01597
OG0000814	Syao.g_01495	Prbi.g_01599
OG0000815	Syao.g_01499	Prbi.g_01600
OG0000816	Syao.g_01471	Prbi.g_01602
OG0000817	Syao.g_01519	Prbi.g_01603
OG0000818	Syao.g_00062	Prbi.g_01608
OG0000819	Syao.g_00063	Prbi.g_01609
OG0000820	Syao.g_00064	Prbi.g_01610
OG0000821	Syao.g_00070	Prbi.g_01613
OG0000822	Syao.g_00072	Prbi.g_01614
OG0000823	Syao.g_00073	Prbi.g_01615
OG0000824	Syao.g_00079	Prbi.g_01618
OG0000825	Syao.g_00080	Prbi.g_01619
OG0000826	Syao.g_00081	Prbi.g_01620
OG0000827	Syao.g_00082	Prbi.g_01621
OG0000828	Syao.g_00085	Prbi.g_01624
OG0000829	Syao.g_00086	Prbi.g_01625
OG0000830	Syao.g_00087	Prbi.g_01626
OG0000831	Syao.g_00089	Prbi.g_01628
OG0000832	Syao.g_01696	Prbi.g_01634
OG0000833	Syao.g_01612	Prbi.g_01642
OG0000834	Syao.g_01610	Prbi.g_01643
OG0000835	Syao.g_01609	Prbi.g_01644
OG0000836	Syao.g_01606	Prbi.g_01645
OG0000837	Syao.g_01605	Prbi.g_01646
OG0000838	Syao.g_01601	Prbi.g_01648
OG0000839	Syao.g_01600	Prbi.g_01649
OG0000840	Syao.g_01599	Prbi.g_01650
OG0000841	Syao.g_01598	Prbi.g_01651
OG0000842	Syao.g_01597	Prbi.g_01652
OG0000843	Syao.g_01596	Prbi.g_01653
OG0000844	Syao.g_01594	Prbi.g_01654
OG0000845	Syao.g_01593	Prbi.g_01655
OG0000846	Syao.g_01592	Prbi.g_01656
OG0000847	Syao.g_01591	Prbi.g_01657
OG0000848	Syao.g_01589	Prbi.g_01658
OG0000849	Syao.g_01588	Prbi.g_01659
OG0000850	Syao.g_01585	Prbi.g_01661
OG0000851	Syao.g_01582	Prbi.g_01662
OG0000852	Syao.g_01581	Prbi.g_01663
OG0000853	Syao.g_01577	Prbi.g_01667
OG0000854	Syao.g_01575	Prbi.g_01669
OG0000855	Syao.g_01574	Prbi.g_01670
OG0000856	Syao.g_01327	Prbi.g_01685
OG0000857	Syao.g_00774	Prbi.g_01711
OG0000858	Syao.g_01567	Prbi.g_01781
OG0000859	Syao.g_01566	Prbi.g_01782
OG0000860	Syao.g_01552	Prbi.g_01789
OG0000861	Syao.g_01551	Prbi.g_01790
OG0000862	Syao.g_01542	Prbi.g_01791
OG0000863	Syao.g_01540	Prbi.g_01793
OG0000864	Syao.g_01017	Prbi.g_01794
OG0000866	Syao.g_01686	Prbi.g_01796
OG0000867	Syao.g_01685	Prbi.g_01797
OG0000868	Syao.g_01682	Prbi.g_01798
OG0000869	Syao.g_01677	Prbi.g_01802
OG0000870	Syao.g_01672	Prbi.g_01807
OG0000871	Syao.g_01671	Prbi.g_01808
OG0000872	Syao.g_01665	Prbi.g_01809
OG0000873	Syao.g_01662	Prbi.g_01812
OG0000874	Syao.g_01660	Prbi.g_01815
OG0000875	Syao.g_01658	Prbi.g_01816
OG0000876	Syao.g_00536	Prbi.g_01817
OG0000877	Syao.g_01654	Prbi.g_01819
OG0000878	Syao.g_01653	Prbi.g_01820
OG0000879	Syao.g_01652	Prbi.g_01821
OG0000880	Syao.g_01651	Prbi.g_01822
OG0000881	Syao.g_01647	Prbi.g_01826
OG0000882	Syao.g_01642	Prbi.g_01831
OG0000883	Syao.g_01638	Prbi.g_01832
OG0000884	Syao.g_01636	Prbi.g_01834
OG0000885	Syao.g_01635	Prbi.g_01835
OG0000886	Syao.g_01634	Prbi.g_01836
OG0000887	Syao.g_01633	Prbi.g_01837
OG0000888	Syao.g_01631	Prbi.g_01839
OG0000889	Syao.g_01629	Prbi.g_01841
OG0000890	Syao.g_01626	Prbi.g_01842
OG0000891	Syao.g_01625	Prbi.g_01843
OG0000892	Syao.g_01695	Prbi.g_01845
OG0000893	Syao.g_01934	Prbi.g_01848
OG0000894	Syao.g_01937	Prbi.g_01850
OG0000895	Syao.g_01916	Prbi.g_01853
OG0000896	Syao.g_01917	Prbi.g_01854
OG0000897	Syao.g_01919	Prbi.g_01856
OG0000898	Syao.g_01920	Prbi.g_01857
OG0000899	Syao.g_01921	Prbi.g_01858
OG0000900	Syao.g_01922	Prbi.g_01859
OG0000901	Syao.g_01927	Prbi.g_01863
OG0000902	Syao.g_01929	Prbi.g_01865
OG0000903	Syao.g_01798	Prbi.g_01868
OG0000904	Syao.g_01804	Prbi.g_01870
OG0000905	Syao.g_01862	Prbi.g_01875
OG0000906	Syao.g_01931	Prbi.g_01876
OG0000907	Syao.g_01796	Prbi.g_01896
OG0000908	Syao.g_01793	Prbi.g_01899
OG0000909	Syao.g_01792	Prbi.g_01900
OG0000910	Syao.g_01791	Prbi.g_01901
OG0000911	Syao.g_01789	Prbi.g_01903
OG0000912	Syao.g_01788	Prbi.g_01904
OG0000913	Syao.g_01787	Prbi.g_01905
OG0000914	Syao.g_01786	Prbi.g_01906
OG0000915	Syao.g_01784	Prbi.g_01907
OG0000916	Syao.g_01783	Prbi.g_01908
OG0000917	Syao.g_01782	Prbi.g_01909
OG0000918	Syao.g_01781	Prbi.g_01910
OG0000919	Syao.g_01780	Prbi.g_01911
OG0000920	Syao.g_01779	Prbi.g_01912
OG0000921	Syao.g_01778	Prbi.g_01913
OG0000922	Syao.g_01777	Prbi.g_01914
OG0000923	Syao.g_01772	Prbi.g_01918
OG0000924	Syao.g_01771	Prbi.g_01919
OG0000925	Syao.g_01770	Prbi.g_01920
OG0000926	Syao.g_01769	Prbi.g_01921
OG0000927	Syao.g_01767	Prbi.g_01923
OG0000928	Syao.g_01766	Prbi.g_01924
OG0000929	Syao.g_01765	Prbi.g_01925
OG0000930	Syao.g_01764	Prbi.g_01926
OG0000931	Syao.g_01763	Prbi.g_01927
OG0000932	Syao.g_01762	Prbi.g_01928
OG0000933	Syao.g_01811	Prbi.g_01932
OG0000934	Syao.g_01809	Prbi.g_01934
OG0000935	Syao.g_01808	Prbi.g_01935
OG0000936	Syao.g_01843	Prbi.g_01936
OG0000937	Syao.g_01842	Prbi.g_01937
OG0000938	Syao.g_01839	Prbi.g_01939
OG0000939	Syao.g_01838	Prbi.g_01940
OG0000940	Syao.g_01830	Prbi.g_01947
OG0000941	Syao.g_01828	Prbi.g_01949
OG0000942	Syao.g_01826	Prbi.g_01951
OG0000943	Syao.g_01824	Prbi.g_01952
OG0000944	Syao.g_01822	Prbi.g_01953
OG0000945	Syao.g_01821	Prbi.g_01954
OG0000946	Syao.g_01852	Prbi.g_01958
OG0000947	Syao.g_01849	Prbi.g_01960
OG0000948	Syao.g_01848	Prbi.g_01961
OG0000949	Syao.g_01970	Prbi.g_01964
OG0000950	Syao.g_01957	Prbi.g_01969
OG0000951	Syao.g_02262	Prbi.g_01973
OG0000952	Syao.g_02266	Prbi.g_01977
OG0000953	Syao.g_02130	Prbi.g_01980
OG0000954	Syao.g_02135	Prbi.g_01984
OG0000955	Syao.g_02136	Prbi.g_01985
OG0000956	Syao.g_02138	Prbi.g_01987
OG0000957	Syao.g_01951	Prbi.g_01992
OG0000958	Syao.g_01950	Prbi.g_01993
OG0000959	Syao.g_01947	Prbi.g_01997
OG0000960	Syao.g_01946	Prbi.g_01998
OG0000961	Syao.g_02496	Prbi.g_02000
OG0000962	Syao.g_02191	Prbi.g_02002
OG0000963	Syao.g_02186	Prbi.g_02006
OG0000964	Syao.g_02185	Prbi.g_02007
OG0000965	Syao.g_02184	Prbi.g_02008
OG0000966	Syao.g_02172	Prbi.g_02027
OG0000967	Syao.g_02167	Prbi.g_02032
OG0000968	Syao.g_02199	Prbi.g_02034
OG0000969	Syao.g_02200	Prbi.g_02035
OG0000970	Syao.g_02201	Prbi.g_02036
OG0000971	Syao.g_02203	Prbi.g_02037
OG0000972	Syao.g_02204	Prbi.g_02038
OG0000973	Syao.g_02205	Prbi.g_02039
OG0000974	Syao.g_02206	Prbi.g_02040
OG0000975	Syao.g_02207	Prbi.g_02041
OG0000976	Syao.g_02208	Prbi.g_02042
OG0000977	Syao.g_02210	Prbi.g_02043
OG0000978	Syao.g_02211	Prbi.g_02044
OG0000979	Syao.g_02214	Prbi.g_02047
OG0000980	Syao.g_02217	Prbi.g_02049
OG0000981	Syao.g_02220	Prbi.g_02051
OG0000982	Syao.g_02437	Prbi.g_02053
OG0000983	Syao.g_02438	Prbi.g_02054
OG0000984	Syao.g_02439	Prbi.g_02055
OG0000985	Syao.g_02443	Prbi.g_02058
OG0000986	Syao.g_02445	Prbi.g_02060
OG0000987	Syao.g_02447	Prbi.g_02061
OG0000988	Syao.g_02452	Prbi.g_02064
OG0000989	Syao.g_02368	Prbi.g_02068
OG0000990	Syao.g_02362	Prbi.g_02071
OG0000991	Syao.g_02354	Prbi.g_02072
OG0000992	Syao.g_02279	Prbi.g_02074
OG0000993	Syao.g_02280	Prbi.g_02075
OG0000994	Syao.g_02283	Prbi.g_02076
OG0000995	Syao.g_02287	Prbi.g_02080
OG0000996	Syao.g_02305	Prbi.g_02081
OG0000997	Syao.g_02326	Prbi.g_02082
OG0000998	Syao.g_02328	Prbi.g_02084
OG0000999	Syao.g_02329	Prbi.g_02085
OG0001000	Syao.g_02333	Prbi.g_02088
OG0001001	Syao.g_02338	Prbi.g_02090
OG0001002	Syao.g_02345	Prbi.g_02094
OG0001003	Syao.g_02347	Prbi.g_02095
OG0001004	Syao.g_02348	Prbi.g_02096
OG0001005	Syao.g_02194	Prbi.g_02097
OG0001006	Syao.g_02159	Prbi.g_02101
OG0001007	Syao.g_02161	Prbi.g_02103
OG0001008	Syao.g_01737	Prbi.g_00438
OG0001009	Syao.g_02239	Prbi.g_00027
OG0001010	Syao.g_02238	Prbi.g_00028
OG0001011	Syao.g_02236	Prbi.g_00029
OG0001012	Syao.g_00322	Prbi.g_00052
OG0001013	Syao.g_02413	Prbi.g_00059
OG0001014	Syao.g_02407	Prbi.g_00062
OG0001015	Syao.g_02406	Prbi.g_00063
OG0001016	Syao.g_02622	Prbi.g_00080
OG0001017	Syao.g_02628	Prbi.g_00084
OG0001018	Syao.g_02630	Prbi.g_00087
OG0001019	Syao.g_02654	Prbi.g_00096
OG0001020	Syao.g_02663	Prbi.g_00097
OG0001021	Syao.g_02666	Prbi.g_00098
OG0001022	Syao.g_02670	Prbi.g_00101
OG0001023	Syao.g_02671	Prbi.g_00102
OG0001024	Syao.g_01018	Prbi.g_00105
OG0001025	Syao.g_02597	Prbi.g_00111
OG0001026	Syao.g_02594	Prbi.g_00118
OG0001027	Syao.g_02564	Prbi.g_00119
OG0001028	Syao.g_02568	Prbi.g_00121
OG0001029	Syao.g_02570	Prbi.g_00123
OG0001030	Syao.g_02545	Prbi.g_00138
OG0001031	Syao.g_02528	Prbi.g_00210
OG0001032	Syao.g_02530	Prbi.g_00211
OG0001033	Syao.g_01016	Prbi.g_00232
OG0001034	Syao.g_01704	Prbi.g_00260
OG0001035	Syao.g_02101	Prbi.g_00278
OG0001036	Syao.g_02096	Prbi.g_00283
OG0001037	Syao.g_02094	Prbi.g_00284
OG0001038	Syao.g_02065	Prbi.g_00302
OG0001039	Syao.g_02062	Prbi.g_00305
OG0001040	Syao.g_02059	Prbi.g_00307
OG0001041	Syao.g_02055	Prbi.g_00311
OG0001042	Syao.g_02032	Prbi.g_00328
OG0001043	Syao.g_02028	Prbi.g_00329
OG0001044	Syao.g_01878	Prbi.g_00357
OG0001045	Syao.g_01865	Prbi.g_00366
OG0001046	Syao.g_00827	Prbi.g_00403
OG0001047	Syao.g_01739	Prbi.g_00440
OG0001048	Syao.g_01740	Prbi.g_00441
OG0001049	Syao.g_01616	Prbi.g_00443
OG0001050	Syao.g_01618	Prbi.g_00444
OG0001051	Syao.g_01619	Prbi.g_00445
OG0001052	Syao.g_02686	Prbi.g_00474
OG0001053	Syao.g_00025	Prbi.g_00486
OG0001054	Syao.g_00104	Prbi.g_00501
OG0001055	Syao.g_00156	Prbi.g_00520
OG0001056	Syao.g_01417	Prbi.g_00539
OG0001057	Syao.g_00879	Prbi.g_00544
OG0001058	Syao.g_00862	Prbi.g_00552
OG0001059	Syao.g_00858	Prbi.g_00556
OG0001060	Syao.g_00852	Prbi.g_00563
OG0001062	Syao.g_01050	Prbi.g_00578
OG0001063	Syao.g_01042	Prbi.g_00580
OG0001064	Syao.g_01041	Prbi.g_00581
OG0001065	Syao.g_01040	Prbi.g_00582
OG0001066	Syao.g_01039	Prbi.g_00583
OG0001067	Syao.g_01038	Prbi.g_00584
OG0001068	Syao.g_01037	Prbi.g_00585
OG0001069	Syao.g_01036	Prbi.g_00586
OG0001070	Syao.g_01032	Prbi.g_00589
OG0001071	Syao.g_01031	Prbi.g_00590
OG0001072	Syao.g_01027	Prbi.g_00592
OG0001073	Syao.g_00991	Prbi.g_00606
OG0001074	Syao.g_00392	Prbi.g_00617
OG0001075	Syao.g_00391	Prbi.g_00618
OG0001076	Syao.g_01339	Prbi.g_00626
OG0001077	Syao.g_01323	Prbi.g_00630
OG0001078	Syao.g_00895	Prbi.g_00639
OG0001079	Syao.g_00911	Prbi.g_00650
OG0001081	Syao.g_00925	Prbi.g_00658
OG0001082	Syao.g_00926	Prbi.g_00659
OG0001083	Syao.g_00934	Prbi.g_00664
OG0001084	Syao.g_00935	Prbi.g_00665
OG0001085	Syao.g_00947	Prbi.g_00673
OG0001086	Syao.g_00949	Prbi.g_00674
OG0001087	Syao.g_01419	Prbi.g_00691
OG0001088	Syao.g_00211	Prbi.g_00692
OG0001089	Syao.g_00376	Prbi.g_00700
OG0001090	Syao.g_00494	Prbi.g_00746
OG0001091	Syao.g_00491	Prbi.g_00748
OG0001092	Syao.g_00489	Prbi.g_00749
OG0001093	Syao.g_00482	Prbi.g_00754
OG0001094	Syao.g_00750	Prbi.g_00841
OG0001095	Syao.g_00771	Prbi.g_00860
OG0001096	Syao.g_00786	Prbi.g_00873
OG0001097	Syao.g_00552	Prbi.g_00892
OG0001098	Syao.g_00731	Prbi.g_00907
OG0001099	Syao.g_02569	Prbi.g_00939
OG0001100	Syao.g_00957	Prbi.g_00943
OG0001101	Syao.g_00959	Prbi.g_00945
OG0001102	Syao.g_00962	Prbi.g_00948
OG0001103	Syao.g_00964	Prbi.g_00950
OG0001105	Syao.g_00736	Prbi.g_00976
OG0001106	Syao.g_00688	Prbi.g_01000
OG0001107	Syao.g_00676	Prbi.g_01007
OG0001108	Syao.g_00669	Prbi.g_01011
OG0001109	Syao.g_00667	Prbi.g_01012
OG0001110	Syao.g_00665	Prbi.g_01014
OG0001111	Syao.g_00663	Prbi.g_01015
OG0001112	Syao.g_00661	Prbi.g_01016
OG0001113	Syao.g_00660	Prbi.g_01017
OG0001114	Syao.g_00659	Prbi.g_01018
OG0001115	Syao.g_00832	Prbi.g_01020
OG0001116	Syao.g_00830	Prbi.g_01021
OG0001117	Syao.g_00829	Prbi.g_01022
OG0001118	Syao.g_00828	Prbi.g_01023
OG0001119	Syao.g_00826	Prbi.g_01024
OG0001120	Syao.g_00822	Prbi.g_01026
OG0001121	Syao.g_01294	Prbi.g_01172, Prbi.g_01029
OG0001122	Syao.g_00445	Prbi.g_01058
OG0001123	Syao.g_00451	Prbi.g_01062
OG0001124	Syao.g_00453	Prbi.g_01064
OG0001125	Syao.g_00456	Prbi.g_01065
OG0001126	Syao.g_00504	Prbi.g_01075
OG0001127	Syao.g_00505	Prbi.g_01076
OG0001128	Syao.g_00508	Prbi.g_01078
OG0001129	Syao.g_00510	Prbi.g_01079
OG0001130	Syao.g_00511	Prbi.g_01080
OG0001131	Syao.g_01387	Prbi.g_01117
OG0001132	Syao.g_01221	Prbi.g_01127
OG0001133	Syao.g_01333	Prbi.g_01161
OG0001134	Syao.g_01428	Prbi.g_01174
OG0001135	Syao.g_01424	Prbi.g_01177
OG0001136	Syao.g_00126	Prbi.g_01204
OG0001137	Syao.g_00194	Prbi.g_01215
