Orthogroup	Syao	Syab
OG0000581	Syao.g_01059	Syab.g_01934
OG0000582	Syao.g_01204	Syab.g_01929
OG0000583	Syao.g_01205	Syab.g_01928
OG0000584	Syao.g_01206	Syab.g_01927
OG0000585	Syao.g_01054	Syab.g_01924
OG0000586	Syao.g_01055	Syab.g_01923
OG0000587	Syao.g_01057	Syab.g_01921
OG0000588	Syao.g_00406	Syab.g_01910
OG0000589	Syao.g_01342	Syab.g_01899
OG0000590	Syao.g_01341	Syab.g_01898
OG0000591	Syao.g_01330	Syab.g_01892
OG0000592	Syao.g_01329	Syab.g_01891
OG0000593	Syao.g_00890	Syab.g_01877
OG0000594	Syao.g_00891	Syab.g_01876
OG0000595	Syao.g_00892	Syab.g_01875
OG0000596	Syao.g_00897	Syab.g_01871
OG0000597	Syao.g_00900	Syab.g_01868
OG0000598	Syao.g_00901	Syab.g_01867
OG0000599	Syao.g_00908	Syab.g_01860
OG0000600	Syao.g_00909	Syab.g_01859
OG0000601	Syao.g_00910	Syab.g_01858
OG0000602	Syao.g_00914	Syab.g_01853
OG0000603	Syao.g_00915	Syab.g_01852
OG0000604	Syao.g_00918	Syab.g_01850
OG0000606	Syao.g_00924	Syab.g_01529
OG0000607	Syao.g_00927	Syab.g_01533
OG0000608	Syao.g_00928	Syab.g_01534
OG0000609	Syao.g_00930	Syab.g_01536
OG0000610	Syao.g_00940	Syab.g_01555
OG0000611	Syao.g_00943	Syab.g_01558
OG0000612	Syao.g_00944	Syab.g_01559
OG0000613	Syao.g_01979	Syab.g_00228
OG0000614	Syao.g_00375	Syab.g_01179
OG0000615	Syao.g_00978	Syab.g_01605
OG0000616	Syao.g_02342	Syab.g_02897
OG0000617	Syao.g_00486	Syab.g_01274
OG0000618	Syao.g_00485	Syab.g_01275
OG0000619	Syao.g_00484	Syab.g_01662
OG0000620	Syao.g_00479	Syab.g_01668
OG0000621	Syao.g_00478	Syab.g_01669
OG0000622	Syao.g_00476	Syab.g_01670
OG0000623	Syao.g_00475	Syab.g_01671
OG0000624	Syao.g_00473	Syab.g_01673
OG0000625	Syao.g_00472	Syab.g_01674
OG0000626	Syao.g_00471	Syab.g_01675
OG0000627	Syao.g_00567	Syab.g_01438
OG0000628	Syao.g_00566	Syab.g_01437
OG0000629	Syao.g_00590	Syab.g_01434
OG0000630	Syao.g_00585	Syab.g_01430
OG0000631	Syao.g_00644	Syab.g_01421
OG0000632	Syao.g_00643	Syab.g_01420
OG0000633	Syao.g_00642	Syab.g_01419
OG0000634	Syao.g_00752	Syab.g_01651
OG0000635	Syao.g_00753	Syab.g_01656
OG0000636	Syao.g_00755	Syab.g_01658
OG0000637	Syao.g_00757	Syab.g_01660
OG0000638	Syao.g_00758	Syab.g_01661
OG0000639	Syao.g_00759	Syab.g_01276
OG0000640	Syao.g_00760	Syab.g_01277
OG0000641	Syao.g_00764	Syab.g_01281
OG0000642	Syao.g_00765	Syab.g_01282
OG0000643	Syao.g_00767	Syab.g_01283
OG0000644	Syao.g_00768	Syab.g_01284
OG0000645	Syao.g_00770	Syab.g_01286
OG0000646	Syao.g_00773	Syab.g_01289
OG0000647	Syao.g_00775	Syab.g_01291
OG0000648	Syao.g_00777	Syab.g_01684
OG0000649	Syao.g_00778	Syab.g_01685
OG0000650	Syao.g_00779	Syab.g_01686
OG0000651	Syao.g_00780	Syab.g_01687
OG0000652	Syao.g_00781	Syab.g_01688
OG0000653	Syao.g_00783	Syab.g_01690
OG0000654	Syao.g_00784	Syab.g_01691
OG0000655	Syao.g_00785	Syab.g_01692
OG0000656	Syao.g_00789	Syab.g_01695
OG0000657	Syao.g_00435	Syab.g_01706
OG0000658	Syao.g_00560	Syab.g_01710
OG0000659	Syao.g_00559	Syab.g_01711
OG0000660	Syao.g_00555	Syab.g_01715
OG0000661	Syao.g_00553	Syab.g_01717
OG0000662	Syao.g_00535	Syab.g_01719
OG0000663	Syao.g_00532	Syab.g_01722
OG0000664	Syao.g_00530	Syab.g_01723
OG0000665	Syao.g_01436	Syab.g_01829
OG0000666	Syao.g_02120	Syab.g_01842
OG0000667	Syao.g_01375	Syab.g_01548
OG0000668	Syao.g_02678	Syab.g_01319
OG0000669	Syao.g_00955	Syab.g_01642
OG0000670	Syao.g_00958	Syab.g_02156
OG0000671	Syao.g_00960	Syab.g_01638
OG0000672	Syao.g_00963	Syab.g_01635
OG0000673	Syao.g_00966	Syab.g_01632
OG0000674	Syao.g_00968	Syab.g_01630
OG0000675	Syao.g_00969	Syab.g_01629
OG0000676	Syao.g_00971	Syab.g_01620
OG0000677	Syao.g_00972	Syab.g_01619
OG0000678	Syao.g_00974	Syab.g_01613
OG0000679	Syao.g_00981	Syab.g_01601
OG0000680	Syao.g_00982	Syab.g_01600
OG0000681	Syao.g_00985	Syab.g_01597
OG0000682	Syao.g_00986	Syab.g_01596
OG0000683	Syao.g_00987	Syab.g_01595
OG0000684	Syao.g_00990	Syab.g_01591
OG0000685	Syao.g_00733	Syab.g_01589
OG0000686	Syao.g_00734	Syab.g_01588
OG0000687	Syao.g_00735	Syab.g_01586
OG0000688	Syao.g_00741	Syab.g_01576
OG0000689	Syao.g_00743	Syab.g_01574
OG0000690	Syao.g_00744	Syab.g_01573
OG0000691	Syao.g_00745	Syab.g_01572
OG0000692	Syao.g_00747	Syab.g_01571
OG0000693	Syao.g_00748	Syab.g_01569
OG0000694	Syao.g_00749	Syab.g_01568
OG0000695	Syao.g_00639	Syab.g_01417
OG0000696	Syao.g_00638	Syab.g_01416
OG0000697	Syao.g_00636	Syab.g_01415
OG0000698	Syao.g_00633	Syab.g_01412
OG0000699	Syao.g_00631	Syab.g_01411
OG0000700	Syao.g_00630	Syab.g_01410
OG0000701	Syao.g_00629	Syab.g_01409
OG0000702	Syao.g_00705	Syab.g_01401
OG0000703	Syao.g_00693	Syab.g_01400
OG0000704	Syao.g_00689	Syab.g_01398
OG0000705	Syao.g_00682	Syab.g_01391
OG0000706	Syao.g_00681	Syab.g_01390
OG0000707	Syao.g_00680	Syab.g_01389
OG0000708	Syao.g_00677	Syab.g_01386
OG0000709	Syao.g_00670	Syab.g_01378
OG0000710	Syao.g_00666	Syab.g_01367
OG0000711	Syao.g_00815	Syab.g_01340
OG0000712	Syao.g_00813	Syab.g_01338
OG0000713	Syao.g_00812	Syab.g_01337
OG0000714	Syao.g_00810	Syab.g_01334
OG0000715	Syao.g_00808	Syab.g_01332
OG0000716	Syao.g_00804	Syab.g_01328
OG0000717	Syao.g_00803	Syab.g_01327
OG0000718	Syao.g_00794	Syab.g_01323
OG0000719	Syao.g_00444	Syab.g_01321
OG0000720	Syao.g_00457	Syab.g_01307
OG0000721	Syao.g_00459	Syab.g_01305
OG0000722	Syao.g_00460	Syab.g_01304
OG0000723	Syao.g_00469	Syab.g_01678
OG0000724	Syao.g_00513	Syab.g_01223
OG0000725	Syao.g_00385	Syab.g_01207
OG0000726	Syao.g_00384	Syab.g_01206
OG0000727	Syao.g_00383	Syab.g_01205
OG0000728	Syao.g_00381	Syab.g_01203
OG0000729	Syao.g_02190	Syab.g_00097
OG0000730	Syao.g_01880	Syab.g_00521
OG0000731	Syao.g_01868	Syab.g_00531
OG0000732	Syao.g_02218	Syab.g_00055
OG0000733	Syao.g_01427	Syab.g_02798
OG0000734	Syao.g_02592	Syab.g_02508
OG0000735	Syao.g_00140	Syab.g_00942
OG0000736	Syao.g_00139	Syab.g_00943
OG0000737	Syao.g_00138	Syab.g_00944
OG0000738	Syao.g_00132	Syab.g_00949
OG0000739	Syao.g_00131	Syab.g_00961
OG0000740	Syao.g_00130	Syab.g_00962
OG0000741	Syao.g_00127	Syab.g_00965
OG0000742	Syao.g_00124	Syab.g_00968
OG0000743	Syao.g_00217	Syab.g_00970
OG0000744	Syao.g_00216	Syab.g_00971
OG0000745	Syao.g_00213	Syab.g_00973
OG0000746	Syao.g_00210	Syab.g_00975
OG0000747	Syao.g_00208	Syab.g_00976
OG0000748	Syao.g_00193	Syab.g_00991
OG0000749	Syao.g_00192	Syab.g_00992
OG0000750	Syao.g_00191	Syab.g_00993
OG0000751	Syao.g_00185	Syab.g_01002
OG0000752	Syao.g_00183	Syab.g_01004
OG0000753	Syao.g_00180	Syab.g_01007
OG0000754	Syao.g_00175	Syab.g_01012
OG0000755	Syao.g_00021	Syab.g_01021
OG0000756	Syao.g_00229	Syab.g_01022
OG0000757	Syao.g_00252	Syab.g_01029
OG0000758	Syao.g_00251	Syab.g_01030
OG0000759	Syao.g_00250	Syab.g_01031
OG0000760	Syao.g_00249	Syab.g_01032
OG0000761	Syao.g_00248	Syab.g_01034
OG0000762	Syao.g_00246	Syab.g_01036
OG0000763	Syao.g_00242	Syab.g_01038
OG0000764	Syao.g_00241	Syab.g_01039
OG0000765	Syao.g_00267	Syab.g_01154
OG0000766	Syao.g_00266	Syab.g_01153
OG0000767	Syao.g_00264	Syab.g_01151
OG0000768	Syao.g_00263	Syab.g_01150
OG0000769	Syao.g_00261	Syab.g_01148
OG0000770	Syao.g_00257	Syab.g_01145
OG0000771	Syao.g_00506	Syab.g_01229
OG0000772	Syao.g_01523	Syab.g_00957
OG0000773	Syao.g_01447	Syab.g_00931
OG0000774	Syao.g_01442	Syab.g_00924
OG0000775	Syao.g_01440	Syab.g_00922
OG0000776	Syao.g_01439	Syab.g_00921
OG0000777	Syao.g_01438	Syab.g_00920
OG0000778	Syao.g_01437	Syab.g_00919
OG0000779	Syao.g_01469	Syab.g_00913
OG0000780	Syao.g_01456	Syab.g_00908
OG0000781	Syao.g_01452	Syab.g_00904
OG0000782	Syao.g_01451	Syab.g_00903
OG0000783	Syao.g_01450	Syab.g_00902
OG0000784	Syao.g_01449	Syab.g_00901
OG0000785	Syao.g_01481	Syab.g_00899
OG0000786	Syao.g_01473	Syab.g_00895
OG0000787	Syao.g_01472	Syab.g_00894
OG0000788	Syao.g_00870	Syab.g_01857
OG0000789	Syao.g_00623	Syab.g_01835
OG0000790	Syao.g_00041, Syao.g_00315	Syab.g_02082
OG0000791	Syao.g_00043	Syab.g_02080
OG0000792	Syao.g_00044	Syab.g_02079
OG0000793	Syao.g_02700	Syab.g_02074
OG0000794	Syao.g_02703	Syab.g_02073
OG0000795	Syao.g_02704	Syab.g_02072
OG0000796	Syao.g_02708	Syab.g_02068
OG0000797	Syao.g_02709	Syab.g_02067
OG0000798	Syao.g_02066	Syab.g_00298
OG0000799	Syao.g_01525	Syab.g_00826
OG0000800	Syao.g_01526	Syab.g_00821
OG0000801	Syao.g_01527	Syab.g_00820
OG0000802	Syao.g_01531	Syab.g_00816
OG0000803	Syao.g_01534	Syab.g_00806
OG0000804	Syao.g_01537	Syab.g_00802
OG0000805	Syao.g_01502	Syab.g_00792
OG0000806	Syao.g_01504	Syab.g_00790
OG0000807	Syao.g_01506	Syab.g_00788
OG0000808	Syao.g_01507	Syab.g_00783
OG0000809	Syao.g_01511	Syab.g_00780
OG0000810	Syao.g_01482	Syab.g_00779
OG0000811	Syao.g_01490	Syab.g_00770
OG0000812	Syao.g_01492	Syab.g_00768
OG0000813	Syao.g_01493	Syab.g_00767
OG0000814	Syao.g_01495	Syab.g_00765
OG0000815	Syao.g_01499	Syab.g_00760
OG0000816	Syao.g_01471	Syab.g_00758
OG0000817	Syao.g_01519	Syab.g_00757
OG0000818	Syao.g_00062	Syab.g_00751
OG0000819	Syao.g_00063	Syab.g_00750
OG0000820	Syao.g_00064	Syab.g_00749
OG0000821	Syao.g_00070	Syab.g_00743
OG0000822	Syao.g_00072	Syab.g_00741
OG0000823	Syao.g_00073	Syab.g_00740
OG0000824	Syao.g_00079	Syab.g_00735
OG0000825	Syao.g_00080	Syab.g_00734
OG0000826	Syao.g_00081	Syab.g_00733
OG0000827	Syao.g_00082	Syab.g_00732
OG0000828	Syao.g_00085	Syab.g_00729
OG0000829	Syao.g_00086	Syab.g_00728
OG0000830	Syao.g_00087	Syab.g_00727
OG0000831	Syao.g_00089	Syab.g_00725
OG0000832	Syao.g_01696	Syab.g_02169
OG0000833	Syao.g_01612	Syab.g_02178
OG0000834	Syao.g_01610	Syab.g_02181
OG0000835	Syao.g_01609	Syab.g_02182
OG0000836	Syao.g_01606	Syab.g_02185
OG0000837	Syao.g_01605	Syab.g_02186
OG0000838	Syao.g_01601	Syab.g_02190
OG0000839	Syao.g_01600	Syab.g_02191
OG0000840	Syao.g_01599	Syab.g_02192
OG0000841	Syao.g_01598	Syab.g_02193
OG0000842	Syao.g_01597	Syab.g_02194
OG0000843	Syao.g_01596	Syab.g_02195
OG0000844	Syao.g_01594	Syab.g_02197
OG0000845	Syao.g_01593	Syab.g_02198
OG0000846	Syao.g_01592	Syab.g_02199
OG0000847	Syao.g_01591	Syab.g_02200
OG0000848	Syao.g_01589	Syab.g_02202
OG0000849	Syao.g_01588	Syab.g_02203
OG0000850	Syao.g_01585	Syab.g_02212
OG0000851	Syao.g_01582	Syab.g_02226
OG0000852	Syao.g_01581	Syab.g_02227
OG0000853	Syao.g_01577	Syab.g_02233
OG0000854	Syao.g_01575	Syab.g_02235
OG0000855	Syao.g_01574	Syab.g_02236
OG0000856	Syao.g_01327	Syab.g_01889
OG0000857	Syao.g_00774	Syab.g_01290
OG0000858	Syao.g_01567	Syab.g_02244
OG0000859	Syao.g_01566	Syab.g_02245
OG0000860	Syao.g_01552	Syab.g_02258
OG0000861	Syao.g_01551	Syab.g_02259
OG0000862	Syao.g_01542	Syab.g_02261
OG0000863	Syao.g_01540	Syab.g_02265
OG0000864	Syao.g_01017	Syab.g_02266
OG0000866	Syao.g_01686	Syab.g_02268
OG0000867	Syao.g_01685	Syab.g_02269
OG0000868	Syao.g_01682	Syab.g_02287
OG0000869	Syao.g_01677	Syab.g_02292
OG0000870	Syao.g_01672	Syab.g_02297
OG0000871	Syao.g_01671	Syab.g_02298
OG0000872	Syao.g_01665	Syab.g_02305
OG0000873	Syao.g_01662	Syab.g_02308
OG0000874	Syao.g_01660	Syab.g_02311
OG0000875	Syao.g_01658	Syab.g_02313
OG0000876	Syao.g_00536	Syab.g_02315
OG0000877	Syao.g_01654	Syab.g_02317
OG0000878	Syao.g_01653	Syab.g_02318
OG0000879	Syao.g_01652	Syab.g_02319
OG0000880	Syao.g_01651	Syab.g_02320
OG0000881	Syao.g_01647	Syab.g_02325
OG0000882	Syao.g_01642	Syab.g_02330
OG0000883	Syao.g_01638	Syab.g_02332
OG0000884	Syao.g_01636	Syab.g_02334
OG0000885	Syao.g_01635	Syab.g_02335
OG0000886	Syao.g_01634	Syab.g_02336
OG0000887	Syao.g_01633	Syab.g_02338
OG0000888	Syao.g_01631	Syab.g_02340
OG0000889	Syao.g_01629	Syab.g_02342
OG0000890	Syao.g_01626	Syab.g_02348
OG0000891	Syao.g_01625	Syab.g_02349
OG0000892	Syao.g_01695	Syab.g_02353
OG0000893	Syao.g_01934	Syab.g_00366
OG0000894	Syao.g_01937	Syab.g_00369
OG0000895	Syao.g_01916	Syab.g_00373
OG0000896	Syao.g_01917	Syab.g_00374
OG0000897	Syao.g_01919	Syab.g_00376
OG0000898	Syao.g_01920	Syab.g_00377
OG0000899	Syao.g_01921	Syab.g_00378
OG0000900	Syao.g_01922	Syab.g_00379
OG0000901	Syao.g_01927	Syab.g_00384
OG0000902	Syao.g_01929	Syab.g_00386
OG0000903	Syao.g_01798	Syab.g_00399
OG0000904	Syao.g_01804	Syab.g_00395
OG0000905	Syao.g_01862	Syab.g_00390
OG0000906	Syao.g_01931	Syab.g_00388
OG0000907	Syao.g_01796	Syab.g_00401
OG0000908	Syao.g_01793	Syab.g_00404
OG0000909	Syao.g_01792	Syab.g_00405
OG0000910	Syao.g_01791	Syab.g_00406
OG0000911	Syao.g_01789	Syab.g_00408
OG0000912	Syao.g_01788	Syab.g_00409
OG0000913	Syao.g_01787	Syab.g_00410
OG0000914	Syao.g_01786	Syab.g_00411
OG0000915	Syao.g_01784	Syab.g_00412
OG0000916	Syao.g_01783	Syab.g_00413
OG0000917	Syao.g_01782	Syab.g_00414
OG0000918	Syao.g_01781	Syab.g_00415
OG0000919	Syao.g_01780	Syab.g_00416
OG0000920	Syao.g_01779	Syab.g_00417
OG0000921	Syao.g_01778	Syab.g_00418
OG0000922	Syao.g_01777	Syab.g_00419
OG0000923	Syao.g_01772	Syab.g_00423
OG0000924	Syao.g_01771	Syab.g_00424
OG0000925	Syao.g_01770	Syab.g_00425
OG0000926	Syao.g_01769	Syab.g_00426
OG0000927	Syao.g_01767	Syab.g_00428
OG0000928	Syao.g_01766	Syab.g_00429
OG0000929	Syao.g_01765	Syab.g_00430
OG0000930	Syao.g_01764	Syab.g_00431
OG0000931	Syao.g_01763	Syab.g_00432
OG0000932	Syao.g_01762	Syab.g_00433
OG0000933	Syao.g_01811	Syab.g_00439
OG0000934	Syao.g_01809	Syab.g_00441
OG0000935	Syao.g_01808	Syab.g_00442
OG0000936	Syao.g_01843	Syab.g_00443
OG0000937	Syao.g_01842	Syab.g_00444
OG0000938	Syao.g_01839	Syab.g_00447
OG0000939	Syao.g_01838	Syab.g_00448
OG0000940	Syao.g_01830	Syab.g_00456
OG0000941	Syao.g_01828	Syab.g_00458
OG0000942	Syao.g_01826	Syab.g_00460
OG0000943	Syao.g_01824	Syab.g_00461
OG0000944	Syao.g_01822	Syab.g_00463
OG0000945	Syao.g_01821	Syab.g_00466
OG0000946	Syao.g_01852	Syab.g_00473
OG0000947	Syao.g_01849	Syab.g_00476
OG0000948	Syao.g_01848	Syab.g_00477
OG0000949	Syao.g_01970	Syab.g_00212
OG0000950	Syao.g_01957	Syab.g_00204
OG0000951	Syao.g_02262	Syab.g_00199
OG0000952	Syao.g_02266	Syab.g_00191
OG0000953	Syao.g_02130	Syab.g_00134
OG0000954	Syao.g_02135	Syab.g_00129
OG0000955	Syao.g_02136	Syab.g_00128
OG0000956	Syao.g_02138	Syab.g_00126
OG0000957	Syao.g_01951	Syab.g_00115
OG0000958	Syao.g_01950	Syab.g_00114
OG0000959	Syao.g_01947	Syab.g_00110
OG0000960	Syao.g_01946	Syab.g_00109
OG0000961	Syao.g_02496	Syab.g_00100
OG0000962	Syao.g_02191	Syab.g_00098
OG0000963	Syao.g_02186	Syab.g_00093
OG0000964	Syao.g_02185	Syab.g_00092
OG0000965	Syao.g_02184	Syab.g_00091
OG0000966	Syao.g_02172	Syab.g_00082
OG0000967	Syao.g_02167	Syab.g_00078
OG0000968	Syao.g_02199	Syab.g_00075
OG0000969	Syao.g_02200	Syab.g_00073
OG0000970	Syao.g_02201	Syab.g_00072
OG0000971	Syao.g_02203	Syab.g_00070
OG0000972	Syao.g_02204	Syab.g_00069
OG0000973	Syao.g_02205	Syab.g_00068
OG0000974	Syao.g_02206	Syab.g_00067
OG0000975	Syao.g_02207	Syab.g_00066
OG0000976	Syao.g_02208	Syab.g_00065
OG0000977	Syao.g_02210	Syab.g_00063
OG0000978	Syao.g_02211	Syab.g_00062
OG0000979	Syao.g_02214	Syab.g_00059
OG0000980	Syao.g_02217	Syab.g_00056
OG0000981	Syao.g_02220	Syab.g_00053
OG0000982	Syao.g_02437	Syab.g_02756
OG0000983	Syao.g_02438	Syab.g_02757
OG0000984	Syao.g_02439	Syab.g_02758
OG0000985	Syao.g_02443	Syab.g_02762
OG0000986	Syao.g_02445	Syab.g_02764
OG0000987	Syao.g_02447	Syab.g_02768
OG0000988	Syao.g_02452	Syab.g_02774
OG0000989	Syao.g_02368	Syab.g_02792
OG0000990	Syao.g_02362	Syab.g_02811
OG0000991	Syao.g_02354	Syab.g_02818
OG0000992	Syao.g_02279	Syab.g_02821
OG0000993	Syao.g_02280	Syab.g_02822
OG0000994	Syao.g_02283	Syab.g_02826
OG0000995	Syao.g_02287	Syab.g_02835
OG0000996	Syao.g_02305	Syab.g_02866
OG0000997	Syao.g_02326	Syab.g_02875
OG0000998	Syao.g_02328	Syab.g_02877
OG0000999	Syao.g_02329	Syab.g_02878
OG0001000	Syao.g_02333	Syab.g_02881
OG0001001	Syao.g_02338	Syab.g_02888
OG0001002	Syao.g_02345	Syab.g_02900
OG0001003	Syao.g_02347	Syab.g_02902
OG0001004	Syao.g_02348	Syab.g_02903
OG0001005	Syao.g_02194	Syab.g_02905
OG0001006	Syao.g_02159	Syab.g_02912
OG0001007	Syao.g_02161	Syab.g_02914
OG0001008	Syao.g_01737	Syab.g_00584
OG0001009	Syao.g_02239	Syab.g_00033
OG0001010	Syao.g_02238	Syab.g_00034
OG0001011	Syao.g_02236	Syab.g_00035
OG0001012	Syao.g_00322	Syab.g_02752
OG0001013	Syao.g_02413	Syab.g_02716
OG0001014	Syao.g_02407	Syab.g_02712
OG0001015	Syao.g_02406	Syab.g_02711
OG0001016	Syao.g_02622	Syab.g_02439
OG0001017	Syao.g_02628	Syab.g_02445
OG0001018	Syao.g_02630	Syab.g_02447
OG0001019	Syao.g_02654	Syab.g_02469
OG0001020	Syao.g_02663	Syab.g_02477
OG0001021	Syao.g_02666	Syab.g_02481
OG0001022	Syao.g_02670	Syab.g_02485
OG0001023	Syao.g_02671	Syab.g_02486
OG0001024	Syao.g_01018	Syab.g_02490
OG0001025	Syao.g_02597	Syab.g_02497
OG0001026	Syao.g_02594	Syab.g_02510
OG0001027	Syao.g_02564	Syab.g_02515
OG0001028	Syao.g_02568	Syab.g_02517
OG0001029	Syao.g_02570	Syab.g_02519
OG0001030	Syao.g_02545	Syab.g_02540
OG0001031	Syao.g_02528	Syab.g_02615
OG0001032	Syao.g_02530	Syab.g_02617
OG0001033	Syao.g_01016	Syab.g_02675
OG0001034	Syao.g_01704	Syab.g_02370
OG0001035	Syao.g_02101	Syab.g_00335
OG0001036	Syao.g_02096	Syab.g_00327
OG0001037	Syao.g_02094	Syab.g_00325
OG0001038	Syao.g_02065	Syab.g_00297
OG0001039	Syao.g_02062	Syab.g_00294
OG0001040	Syao.g_02059	Syab.g_00291
OG0001041	Syao.g_02055	Syab.g_00286
OG0001042	Syao.g_02032	Syab.g_00254
OG0001043	Syao.g_02028	Syab.g_00250
OG0001044	Syao.g_01878	Syab.g_00522
OG0001045	Syao.g_01865	Syab.g_00534
OG0001046	Syao.g_00827	Syab.g_01352
OG0001047	Syao.g_01739	Syab.g_00586
OG0001048	Syao.g_01740	Syab.g_00587
OG0001049	Syao.g_01616	Syab.g_00590
OG0001050	Syao.g_01618	Syab.g_00591
OG0001051	Syao.g_01619	Syab.g_00592
OG0001052	Syao.g_02686	Syab.g_00693
OG0001053	Syao.g_00025	Syab.g_02099
OG0001054	Syao.g_00104	Syab.g_02118
OG0001055	Syao.g_00156	Syab.g_02139
OG0001056	Syao.g_01417	Syab.g_02036
OG0001057	Syao.g_00879	Syab.g_00882
OG0001058	Syao.g_00862	Syab.g_02014
OG0001059	Syao.g_00858	Syab.g_02010
OG0001060	Syao.g_00852	Syab.g_02003
OG0001062	Syao.g_01050	Syab.g_01983
OG0001063	Syao.g_01042	Syab.g_01979
OG0001064	Syao.g_01041	Syab.g_01978
OG0001065	Syao.g_01040	Syab.g_01976
OG0001066	Syao.g_01039	Syab.g_01975
OG0001067	Syao.g_01038	Syab.g_01974
OG0001068	Syao.g_01037	Syab.g_01973
OG0001069	Syao.g_01036	Syab.g_01972
OG0001070	Syao.g_01032	Syab.g_01968
OG0001071	Syao.g_01031	Syab.g_01967
OG0001072	Syao.g_01027	Syab.g_01962
OG0001073	Syao.g_00991	Syab.g_01947
OG0001074	Syao.g_00392	Syab.g_01815
OG0001075	Syao.g_00391	Syab.g_01919
OG0001076	Syao.g_01339	Syab.g_01897
OG0001077	Syao.g_01323	Syab.g_01887
OG0001079	Syao.g_00911	Syab.g_01856
OG0001081	Syao.g_00925	Syab.g_01530
OG0001082	Syao.g_00926	Syab.g_01531
OG0001083	Syao.g_00934	Syab.g_01540
OG0001084	Syao.g_00935	Syab.g_01543
OG0001085	Syao.g_00947	Syab.g_01563
OG0001086	Syao.g_00949	Syab.g_01565
OG0001087	Syao.g_01419	Syab.g_01167
OG0001088	Syao.g_00211	Syab.g_01170
OG0001089	Syao.g_00376	Syab.g_01198
OG0001090	Syao.g_00494	Syab.g_01267
OG0001091	Syao.g_00491	Syab.g_01270
OG0001092	Syao.g_00489	Syab.g_01272
OG0001093	Syao.g_00482	Syab.g_01664
OG0001094	Syao.g_00750	Syab.g_01567
OG0001095	Syao.g_00771	Syab.g_01287
OG0001096	Syao.g_00786	Syab.g_01693
OG0001097	Syao.g_00552	Syab.g_01718
OG0001098	Syao.g_00731	Syab.g_01497
OG0001099	Syao.g_02569	Syab.g_02518
OG0001100	Syao.g_00957	Syab.g_01640
OG0001101	Syao.g_00959	Syab.g_01639
OG0001102	Syao.g_00962	Syab.g_01636
OG0001103	Syao.g_00964	Syab.g_01634
OG0001105	Syao.g_00736	Syab.g_01585
OG0001106	Syao.g_00688	Syab.g_01397
OG0001107	Syao.g_00676	Syab.g_01385
OG0001108	Syao.g_00669	Syab.g_01377
OG0001109	Syao.g_00667	Syab.g_01368
OG0001110	Syao.g_00665	Syab.g_01366
OG0001111	Syao.g_00663	Syab.g_01364
OG0001112	Syao.g_00661	Syab.g_01362
OG0001113	Syao.g_00660	Syab.g_01593
OG0001114	Syao.g_00659	Syab.g_01361
OG0001115	Syao.g_00832	Syab.g_01357
OG0001116	Syao.g_00830	Syab.g_01355
OG0001117	Syao.g_00829	Syab.g_01354
OG0001118	Syao.g_00828	Syab.g_01353
OG0001119	Syao.g_00826	Syab.g_01351
OG0001120	Syao.g_00822	Syab.g_01347
OG0001121	Syao.g_01294	Syab.g_02159
OG0001122	Syao.g_00445	Syab.g_01320
OG0001123	Syao.g_00451	Syab.g_01312
OG0001124	Syao.g_00453	Syab.g_01310
OG0001125	Syao.g_00456	Syab.g_01308
OG0001126	Syao.g_00504	Syab.g_01231
OG0001127	Syao.g_00505	Syab.g_01230
OG0001128	Syao.g_00508	Syab.g_01227
OG0001129	Syao.g_00510	Syab.g_01225
OG0001130	Syao.g_00511	Syab.g_01224
OG0001131	Syao.g_01387	Syab.g_01609
OG0001132	Syao.g_01221	Syab.g_01790
OG0001133	Syao.g_01333	Syab.g_01895
OG0001134	Syao.g_01428	Syab.g_01748
OG0001135	Syao.g_01424	Syab.g_01747
OG0001136	Syao.g_00126	Syab.g_00966
OG0001137	Syao.g_00194	Syab.g_00990
OG0001138	Syao.g_00227	Syab.g_01023
OG0001139	Syao.g_00225	Syab.g_01025
OG0001140	Syao.g_00224	Syab.g_00642, Syab.g_01026
OG0001141	Syao.g_00254	Syab.g_01027
OG0001142	Syao.g_00253	Syab.g_01028
OG0001143	Syao.g_00243	Syab.g_01037
OG0001144	Syao.g_00276	Syab.g_01052
OG0001145	Syao.g_01446	Syab.g_00928
OG0001146	Syao.g_01455	Syab.g_00907
OG0001147	Syao.g_00095	Syab.g_00716
OG0001148	Syao.g_00038	Syab.g_02085
OG0001149	Syao.g_00039	Syab.g_02084
OG0001150	Syao.g_00040	Syab.g_02083
OG0001151	Syao.g_02706	Syab.g_02070
OG0001152	Syao.g_02707	Syab.g_02069
OG0001153	Syao.g_00083	Syab.g_00731
OG0001154	Syao.g_00084	Syab.g_00730
OG0001155	Syao.g_01747	Syab.g_02171
OG0001156	Syao.g_01744	Syab.g_02174
OG0001157	Syao.g_01743	Syab.g_02175
OG0001158	Syao.g_01742	Syab.g_02176
OG0001159	Syao.g_01741	Syab.g_02177
OG0001160	Syao.g_01579	Syab.g_02231
OG0001161	Syao.g_02373	Syab.g_02797
OG0001162	Syao.g_02650	Syab.g_00893
OG0001163	Syao.g_01571	Syab.g_02241
OG0001164	Syao.g_01564	Syab.g_02247
OG0001165	Syao.g_01559	Syab.g_02252
OG0001166	Syao.g_01673	Syab.g_02296
OG0001167	Syao.g_01006	Syab.g_02322
