Orthogroup	Prbd	Prbl
OG0000561	Prbd.g_00633	Prbl.g_01747
OG0000562	Prbd.g_00632	Prbl.g_01746
OG0000563	Prbd.g_00631	Prbl.g_01744
OG0000564	Prbd.g_00630	Prbl.g_01742
OG0000565	Prbd.g_00629	Prbl.g_01610
OG0000566	Prbd.g_00628	Prbl.g_01611
OG0000567	Prbd.g_00627	Prbl.g_01612
OG0000568	Prbd.g_00626	Prbl.g_01613
OG0000569	Prbd.g_00623	Prbl.g_01616
OG0000570	Prbd.g_00622	Prbl.g_01617
OG0000571	Prbd.g_00620	Prbl.g_01619
OG0000572	Prbd.g_00619	Prbl.g_01624
OG0000573	Prbd.g_00618	Prbl.g_01625
OG0000574	Prbd.g_00617	Prbl.g_01626
OG0000575	Prbd.g_00616	Prbl.g_01629
OG0000576	Prbd.g_00615	Prbl.g_01631
OG0000577	Prbd.g_00614	Prbl.g_01632
OG0000578	Prbd.g_00613	Prbl.g_01634
OG0000579	Prbd.g_00612	Prbl.g_01635
OG0000580	Prbd.g_00611	Prbl.g_01636
OG0000581	Prbd.g_00610	Prbl.g_01637
OG0000582	Prbd.g_00609	Prbl.g_01639
OG0000583	Prbd.g_00608	Prbl.g_01640
OG0000584	Prbd.g_00606	Prbl.g_01642
OG0000585	Prbd.g_00605	Prbl.g_01643
OG0000586	Prbd.g_00604	Prbl.g_01645
OG0000587	Prbd.g_00603	Prbl.g_01646
OG0000588	Prbd.g_00602	Prbl.g_01647
OG0000589	Prbd.g_00601	Prbl.g_01655
OG0000590	Prbd.g_00600	Prbl.g_01656
OG0000591	Prbd.g_00599	Prbl.g_01657
OG0000592	Prbd.g_00598	Prbl.g_01658
OG0000593	Prbd.g_00597	Prbl.g_01659
OG0000594	Prbd.g_00596	Prbl.g_01662
OG0000595	Prbd.g_00595	Prbl.g_01663
OG0000596	Prbd.g_00594	Prbl.g_01664
OG0000597	Prbd.g_00590	Prbl.g_01032
OG0000598	Prbd.g_00589	Prbl.g_01031
OG0000599	Prbd.g_00588	Prbl.g_01030
OG0000600	Prbd.g_00587	Prbl.g_01412
OG0000601	Prbd.g_00586	Prbl.g_01411
OG0000602	Prbd.g_00585	Prbl.g_01409
OG0000603	Prbd.g_00584	Prbl.g_01406
OG0000604	Prbd.g_00583	Prbl.g_01405
OG0000605	Prbd.g_00582	Prbl.g_01404
OG0000606	Prbd.g_00581	Prbl.g_01403
OG0000607	Prbd.g_00580	Prbl.g_01401
OG0000608	Prbd.g_00579	Prbl.g_01400
OG0000609	Prbd.g_00577	Prbl.g_01398
OG0000610	Prbd.g_00576	Prbl.g_01397
OG0000611	Prbd.g_00574	Prbl.g_01394
OG0000612	Prbd.g_00573	Prbl.g_01392
OG0000613	Prbd.g_00571	Prbl.g_00891
OG0000614	Prbd.g_00565	Prbl.g_01915
OG0000615	Prbd.g_00564	Prbl.g_00027
OG0000616	Prbd.g_00563	Prbl.g_01242
OG0000617	Prbd.g_00561	Prbl.g_02295
OG0000618	Prbd.g_00560	Prbl.g_01046
OG0000619	Prbd.g_00559	Prbl.g_01869
OG0000620	Prbd.g_00557	Prbl.g_01847
OG0000621	Prbd.g_00556	Prbl.g_01853
OG0000622	Prbd.g_00555	Prbl.g_01857
OG0000623	Prbd.g_00554	Prbl.g_01858
OG0000624	Prbd.g_00552	Prbl.g_01872
OG0000625	Prbd.g_00551	Prbl.g_01873
OG0000626	Prbd.g_00550	Prbl.g_01874
OG0000627	Prbd.g_00549	Prbl.g_00021
OG0000628	Prbd.g_00548	Prbl.g_00022
OG0000629	Prbd.g_00547	Prbl.g_00024
OG0000630	Prbd.g_00545	Prbl.g_00026
OG0000631	Prbd.g_00544	Prbl.g_02373
OG0000632	Prbd.g_00540	Prbl.g_02137
OG0000633	Prbd.g_00539	Prbl.g_00120
OG0000634	Prbd.g_00008	Prbl.g_02565
OG0000635	Prbd.g_00010	Prbl.g_02563
OG0000636	Prbd.g_00011	Prbl.g_02562
OG0000637	Prbd.g_00013	Prbl.g_02561
OG0000638	Prbd.g_00014	Prbl.g_02560
OG0000639	Prbd.g_00015	Prbl.g_02559
OG0000640	Prbd.g_00016	Prbl.g_02558
OG0000641	Prbd.g_00017	Prbl.g_02556
OG0000642	Prbd.g_00018	Prbl.g_02555
OG0000643	Prbd.g_00019	Prbl.g_02554
OG0000644	Prbd.g_00021	Prbl.g_02552
OG0000645	Prbd.g_00022	Prbl.g_02551
OG0000646	Prbd.g_00023	Prbl.g_02550
OG0000647	Prbd.g_00024	Prbl.g_02549
OG0000648	Prbd.g_00025	Prbl.g_02426
OG0000649	Prbd.g_00026	Prbl.g_02427
OG0000650	Prbd.g_00027	Prbl.g_02430
OG0000651	Prbd.g_00028	Prbl.g_02431
OG0000652	Prbd.g_00030	Prbl.g_02434
OG0000653	Prbd.g_00047	Prbl.g_02285
OG0000654	Prbd.g_00049	Prbl.g_01904
OG0000656	Prbd.g_00062	Prbl.g_00534
OG0000657	Prbd.g_00066	Prbl.g_02470
OG0000658	Prbd.g_00067	Prbl.g_02469
OG0000659	Prbd.g_00068	Prbl.g_02468
OG0000660	Prbd.g_00080	Prbl.g_01195
OG0000661	Prbd.g_00089	Prbl.g_01930
OG0000662	Prbd.g_00091	Prbl.g_02435
OG0000663	Prbd.g_00093	Prbl.g_02440
OG0000664	Prbd.g_00094	Prbl.g_02441
OG0000665	Prbd.g_00095	Prbl.g_02442
OG0000666	Prbd.g_00096	Prbl.g_02341
OG0000667	Prbd.g_00097	Prbl.g_02340
OG0000668	Prbd.g_00098	Prbl.g_02339
OG0000669	Prbd.g_00099	Prbl.g_02338
OG0000670	Prbd.g_00101	Prbl.g_02336
OG0000671	Prbd.g_00102	Prbl.g_02335
OG0000672	Prbd.g_00103	Prbl.g_02334
OG0000673	Prbd.g_00104	Prbl.g_02333
OG0000674	Prbd.g_00105	Prbl.g_02332
OG0000675	Prbd.g_00106	Prbl.g_02331
OG0000676	Prbd.g_00108	Prbl.g_02329
OG0000677	Prbd.g_00110	Prbl.g_02327
OG0000678	Prbd.g_00111	Prbl.g_02326
OG0000679	Prbd.g_00112	Prbl.g_02325
OG0000680	Prbd.g_00113	Prbl.g_02324
OG0000681	Prbd.g_00114	Prbl.g_02323
OG0000682	Prbd.g_00115	Prbl.g_02322
OG0000683	Prbd.g_00116	Prbl.g_02320
OG0000684	Prbd.g_00117	Prbl.g_02317
OG0000685	Prbd.g_00118	Prbl.g_02316
OG0000686	Prbd.g_00119	Prbl.g_02315
OG0000687	Prbd.g_00120	Prbl.g_02314
OG0000688	Prbd.g_00121	Prbl.g_02313
OG0000689	Prbd.g_00122	Prbl.g_02312
OG0000690	Prbd.g_00123	Prbl.g_02311
OG0000691	Prbd.g_00125	Prbl.g_02309
OG0000692	Prbd.g_00126	Prbl.g_02308
OG0000693	Prbd.g_00127	Prbl.g_02307
OG0000694	Prbd.g_00128	Prbl.g_02306
OG0000695	Prbd.g_00129	Prbl.g_02305
OG0000696	Prbd.g_00130	Prbl.g_02304
OG0000697	Prbd.g_00132	Prbl.g_01534
OG0000698	Prbd.g_00133	Prbl.g_01535
OG0000699	Prbd.g_00137	Prbl.g_01539
OG0000700	Prbd.g_00138	Prbl.g_01540
OG0000701	Prbd.g_00139	Prbl.g_01542
OG0000702	Prbd.g_00140	Prbl.g_01543
OG0000703	Prbd.g_00141	Prbl.g_01544
OG0000704	Prbd.g_00142	Prbl.g_01545
OG0000705	Prbd.g_00144	Prbl.g_01547
OG0000706	Prbd.g_00145	Prbl.g_01548
OG0000707	Prbd.g_00146	Prbl.g_01549
OG0000708	Prbd.g_00147	Prbl.g_01550
OG0000709	Prbd.g_00148	Prbl.g_01551
OG0000710	Prbd.g_00149	Prbl.g_01552
OG0000711	Prbd.g_00150	Prbl.g_01554
OG0000712	Prbd.g_00151	Prbl.g_01555
OG0000713	Prbd.g_00152	Prbl.g_01556
OG0000714	Prbd.g_00154	Prbl.g_01567
OG0000715	Prbd.g_00155	Prbl.g_01568
OG0000716	Prbd.g_00156	Prbl.g_01571
OG0000717	Prbd.g_00157	Prbl.g_01576
OG0000718	Prbd.g_00158	Prbl.g_01577
OG0000719	Prbd.g_00160	Prbl.g_01579
OG0000720	Prbd.g_00162	Prbl.g_02423
OG0000721	Prbd.g_00163	Prbl.g_02546
OG0000722	Prbd.g_00190	Prbl.g_02530
OG0000723	Prbd.g_00194	Prbl.g_01329
OG0000724	Prbd.g_00197	Prbl.g_01588
OG0000725	Prbd.g_00198	Prbl.g_02414
OG0000726	Prbd.g_00199	Prbl.g_01078
OG0000727	Prbd.g_00200	Prbl.g_02413
OG0000728	Prbd.g_00201	Prbl.g_02412
OG0000729	Prbd.g_00203	Prbl.g_02410
OG0000730	Prbd.g_00204	Prbl.g_02409
OG0000731	Prbd.g_00206	Prbl.g_02407
OG0000732	Prbd.g_00207	Prbl.g_02406
OG0000733	Prbd.g_00208	Prbl.g_02405
OG0000734	Prbd.g_00209	Prbl.g_02404
OG0000735	Prbd.g_00210	Prbl.g_02403
OG0000736	Prbd.g_00212	Prbl.g_02395
OG0000737	Prbd.g_00213	Prbl.g_02393
OG0000738	Prbd.g_00215	Prbl.g_02388
OG0000739	Prbd.g_00216	Prbl.g_02386
OG0000740	Prbd.g_00217	Prbl.g_02383
OG0000741	Prbd.g_00219	Prbl.g_02368
OG0000742	Prbd.g_00220	Prbl.g_02367
OG0000743	Prbd.g_00223	Prbl.g_02364
OG0000744	Prbd.g_00224	Prbl.g_02363
OG0000745	Prbd.g_00226	Prbl.g_02350
OG0000746	Prbd.g_00227	Prbl.g_02351
OG0000747	Prbd.g_00228	Prbl.g_02352
OG0000748	Prbd.g_00229	Prbl.g_02353
OG0000749	Prbd.g_00230	Prbl.g_02354
OG0000750	Prbd.g_00231	Prbl.g_02356
OG0000751	Prbd.g_00233	Prbl.g_02348
OG0000752	Prbd.g_00234	Prbl.g_02347
OG0000753	Prbd.g_00235	Prbl.g_02346
OG0000754	Prbd.g_00236	Prbl.g_02345
OG0000755	Prbd.g_00238	Prbl.g_02344
OG0000756	Prbd.g_00239	Prbl.g_02343
OG0000757	Prbd.g_00240	Prbl.g_02342
OG0000758	Prbd.g_00241	Prbl.g_02443
OG0000759	Prbd.g_00242	Prbl.g_02444
OG0000760	Prbd.g_00243	Prbl.g_02445
OG0000761	Prbd.g_00244	Prbl.g_02447
OG0000762	Prbd.g_00246	Prbl.g_02449
OG0000763	Prbd.g_00247	Prbl.g_02450
OG0000764	Prbd.g_00248	Prbl.g_02452
OG0000765	Prbd.g_00249	Prbl.g_02453
OG0000766	Prbd.g_00250	Prbl.g_02454
OG0000767	Prbd.g_00251	Prbl.g_01688
OG0000768	Prbd.g_00252	Prbl.g_02462
OG0000769	Prbd.g_00253	Prbl.g_02463
OG0000770	Prbd.g_00254	Prbl.g_02465
OG0000771	Prbd.g_00255	Prbl.g_02466
OG0000772	Prbd.g_00256	Prbl.g_02210
OG0000773	Prbd.g_00258	Prbl.g_02471
OG0000774	Prbd.g_00259	Prbl.g_02472
OG0000775	Prbd.g_00260	Prbl.g_02473
OG0000776	Prbd.g_00261	Prbl.g_02475
OG0000777	Prbd.g_00262	Prbl.g_02476
OG0000778	Prbd.g_00263	Prbl.g_02477
OG0000779	Prbd.g_00265	Prbl.g_02482
OG0000780	Prbd.g_00266	Prbl.g_02483
OG0000781	Prbd.g_00267	Prbl.g_02485
OG0000782	Prbd.g_00269	Prbl.g_02487
OG0000783	Prbd.g_00270	Prbl.g_02489
OG0000784	Prbd.g_00271	Prbl.g_02491
OG0000785	Prbd.g_00272	Prbl.g_02492
OG0000786	Prbd.g_00273	Prbl.g_02493
OG0000787	Prbd.g_00275	Prbl.g_02495
OG0000788	Prbd.g_00276	Prbl.g_02496
OG0000789	Prbd.g_00277	Prbl.g_02497
OG0000790	Prbd.g_00278	Prbl.g_02498
OG0000791	Prbd.g_00279	Prbl.g_02499
OG0000792	Prbd.g_00280	Prbl.g_02608
OG0000793	Prbd.g_00281	Prbl.g_02501
OG0000794	Prbd.g_00282	Prbl.g_02503
OG0000795	Prbd.g_00283	Prbl.g_02505
OG0000796	Prbd.g_00285	Prbl.g_02508
OG0000797	Prbd.g_00287	Prbl.g_02509
OG0000798	Prbd.g_00288	Prbl.g_02510
OG0000799	Prbd.g_00289	Prbl.g_02514
OG0000800	Prbd.g_00290	Prbl.g_02515
OG0000801	Prbd.g_00291	Prbl.g_02516
OG0000802	Prbd.g_00293	Prbl.g_02520
OG0000803	Prbd.g_00294	Prbl.g_02521
OG0000804	Prbd.g_00309	Prbl.g_02526
OG0000805	Prbd.g_00311	Prbl.g_02528
OG0000806	Prbd.g_00312	Prbl.g_02529
OG0000807	Prbd.g_00313	Prbl.g_02531
OG0000808	Prbd.g_00314	Prbl.g_02532
OG0000809	Prbd.g_00318	Prbl.g_02538
OG0000810	Prbd.g_00319	Prbl.g_02540
OG0000811	Prbd.g_00320	Prbl.g_02541
OG0000812	Prbd.g_00321	Prbl.g_02209
OG0000813	Prbd.g_00322	Prbl.g_02542
OG0000814	Prbd.g_00323	Prbl.g_02543
OG0000815	Prbd.g_00324	Prbl.g_02544
OG0000816	Prbd.g_00326	Prbl.g_02547
OG0000817	Prbd.g_00329	Prbl.g_00939
OG0000818	Prbd.g_00330	Prbl.g_00938
OG0000819	Prbd.g_00332	Prbl.g_00935
OG0000820	Prbd.g_00333	Prbl.g_00934
OG0000821	Prbd.g_00334	Prbl.g_00933
OG0000822	Prbd.g_00335	Prbl.g_00932
OG0000823	Prbd.g_00338	Prbl.g_00929
OG0000824	Prbd.g_00339	Prbl.g_00928
OG0000825	Prbd.g_00341	Prbl.g_00925
OG0000826	Prbd.g_00342	Prbl.g_00924
OG0000827	Prbd.g_00343	Prbl.g_00923
OG0000828	Prbd.g_00345	Prbl.g_00922
OG0000829	Prbd.g_00370	Prbl.g_02575
OG0000830	Prbd.g_00380	Prbl.g_01603
OG0000831	Prbd.g_00383	Prbl.g_00472
OG0000832	Prbd.g_00384	Prbl.g_01686
OG0000833	Prbd.g_00391	Prbl.g_02062
OG0000834	Prbd.g_00395	Prbl.g_01199
OG0000835	Prbd.g_00399	Prbl.g_01208
OG0000836	Prbd.g_00401	Prbl.g_00687
OG0000837	Prbd.g_00414	Prbl.g_01621
OG0000838	Prbd.g_00428	Prbl.g_02197
OG0000839	Prbd.g_00429	Prbl.g_02203
OG0000840	Prbd.g_00434	Prbl.g_01931
OG0000841	Prbd.g_00449	Prbl.g_00694
OG0000842	Prbd.g_00453	Prbl.g_00545
OG0000843	Prbd.g_00455	Prbl.g_02066
OG0000844	Prbd.g_00456	Prbl.g_02067
OG0000845	Prbd.g_00457	Prbl.g_02068
OG0000846	Prbd.g_00458	Prbl.g_02069
OG0000847	Prbd.g_00459	Prbl.g_02071
OG0000848	Prbd.g_00460	Prbl.g_02072
OG0000849	Prbd.g_00461	Prbl.g_02075
OG0000850	Prbd.g_00462	Prbl.g_02077
OG0000851	Prbd.g_00464	Prbl.g_02081
OG0000852	Prbd.g_00467	Prbl.g_02083
OG0000853	Prbd.g_00469	Prbl.g_02085
OG0000854	Prbd.g_00470	Prbl.g_02086
OG0000855	Prbd.g_00471	Prbl.g_02088
OG0000856	Prbd.g_00472	Prbl.g_02089
OG0000857	Prbd.g_00473	Prbl.g_02090
OG0000858	Prbd.g_00475	Prbl.g_02100
OG0000859	Prbd.g_00476	Prbl.g_02102
OG0000860	Prbd.g_00477	Prbl.g_02103
OG0000861	Prbd.g_00478	Prbl.g_02104
OG0000862	Prbd.g_00479	Prbl.g_02105
OG0000863	Prbd.g_00480	Prbl.g_00178
OG0000864	Prbd.g_00481	Prbl.g_00179
OG0000865	Prbd.g_00482	Prbl.g_00180
OG0000866	Prbd.g_00483	Prbl.g_00181
OG0000867	Prbd.g_00486	Prbl.g_00184
OG0000868	Prbd.g_00488	Prbl.g_00185
OG0000869	Prbd.g_00489	Prbl.g_01379
OG0000870	Prbd.g_00490	Prbl.g_01382
OG0000871	Prbd.g_00491	Prbl.g_01383
OG0000872	Prbd.g_00492	Prbl.g_01120
OG0000873	Prbd.g_00493	Prbl.g_01119
OG0000874	Prbd.g_00494	Prbl.g_01118
OG0000875	Prbd.g_00495	Prbl.g_01116
OG0000876	Prbd.g_00497	Prbl.g_01114
OG0000877	Prbd.g_00498	Prbl.g_01113
OG0000878	Prbd.g_00499	Prbl.g_01112
OG0000879	Prbd.g_00500	Prbl.g_01111
OG0000880	Prbd.g_00501	Prbl.g_01110
OG0000881	Prbd.g_00502	Prbl.g_01109
OG0000882	Prbd.g_00503	Prbl.g_01108
OG0000883	Prbd.g_00504	Prbl.g_01377
OG0000884	Prbd.g_00505	Prbl.g_01376
OG0000885	Prbd.g_00506	Prbl.g_01375
OG0000886	Prbd.g_00507	Prbl.g_01374
OG0000887	Prbd.g_00508	Prbl.g_01372
OG0000888	Prbd.g_00509	Prbl.g_02579
OG0000889	Prbd.g_00510	Prbl.g_02580
OG0000890	Prbd.g_00511	Prbl.g_02582
OG0000891	Prbd.g_00512	Prbl.g_02583
OG0000892	Prbd.g_00513	Prbl.g_02585
OG0000893	Prbd.g_00514	Prbl.g_02586
OG0000894	Prbd.g_00516	Prbl.g_02590
OG0000895	Prbd.g_00517	Prbl.g_02591
OG0000896	Prbd.g_00519	Prbl.g_02593
OG0000897	Prbd.g_00520	Prbl.g_02594
OG0000898	Prbd.g_00521	Prbl.g_00187
OG0000899	Prbd.g_00522	Prbl.g_00186
OG0000900	Prbd.g_00524	Prbl.g_01103
OG0000901	Prbd.g_01858	Prbl.g_00461
OG0000902	Prbd.g_01812	Prbl.g_00115
OG0000903	Prbd.g_01811	Prbl.g_00114
OG0000904	Prbd.g_01810	Prbl.g_00113
OG0000905	Prbd.g_01809	Prbl.g_01711
OG0000906	Prbd.g_01808	Prbl.g_01713
OG0000907	Prbd.g_01806	Prbl.g_01715
OG0000908	Prbd.g_01805	Prbl.g_01716
OG0000909	Prbd.g_01804	Prbl.g_01717
OG0000910	Prbd.g_01803	Prbl.g_01718
OG0000911	Prbd.g_01802	Prbl.g_01719
OG0000912	Prbd.g_01799	Prbl.g_01723
OG0000913	Prbd.g_01798	Prbl.g_01726
OG0000914	Prbd.g_01797	Prbl.g_01727
OG0000915	Prbd.g_01795	Prbl.g_01730
OG0000916	Prbd.g_01794	Prbl.g_01731
OG0000917	Prbd.g_01793	Prbl.g_01732
OG0000918	Prbd.g_01792	Prbl.g_01733
OG0000919	Prbd.g_01791	Prbl.g_01734
OG0000920	Prbd.g_01790	Prbl.g_01735
OG0000921	Prbd.g_01788	Prbl.g_01738
OG0000922	Prbd.g_01787	Prbl.g_01739
OG0000923	Prbd.g_01782	Prbl.g_00722
OG0000924	Prbd.g_01781	Prbl.g_00723
OG0000925	Prbd.g_01778	Prbl.g_01333
OG0000926	Prbd.g_01777	Prbl.g_00658
OG0000927	Prbd.g_01776	Prbl.g_01572
OG0000928	Prbd.g_01774	Prbl.g_01695
OG0000929	Prbd.g_01772	Prbl.g_00926
OG0000930	Prbd.g_01770	Prbl.g_02577
OG0000931	Prbd.g_01769	Prbl.g_01586
OG0000932	Prbd.g_01766	Prbl.g_00409
OG0000933	Prbd.g_01762	Prbl.g_00501
OG0000934	Prbd.g_01761	Prbl.g_00500
OG0000935	Prbd.g_01760	Prbl.g_00499
OG0000936	Prbd.g_01759	Prbl.g_00498
OG0000937	Prbd.g_01758	Prbl.g_00497
OG0000938	Prbd.g_01757	Prbl.g_00496
OG0000939	Prbd.g_01756	Prbl.g_00495
OG0000940	Prbd.g_01755	Prbl.g_00494
OG0000941	Prbd.g_01754	Prbl.g_00492
OG0000942	Prbd.g_01753	Prbl.g_00491
OG0000943	Prbd.g_01752	Prbl.g_00490
OG0000944	Prbd.g_01751	Prbl.g_00489
OG0000945	Prbd.g_01750	Prbl.g_00488
OG0000946	Prbd.g_01749	Prbl.g_00487
OG0000947	Prbd.g_01748	Prbl.g_00486
OG0000948	Prbd.g_01747	Prbl.g_00485
OG0000949	Prbd.g_01746	Prbl.g_00484
OG0000950	Prbd.g_01736	Prbl.g_00843
OG0000951	Prbd.g_01707	Prbl.g_00152
OG0000952	Prbd.g_01706	Prbl.g_00153
OG0000953	Prbd.g_01705	Prbl.g_00154
OG0000954	Prbd.g_01704	Prbl.g_00160
OG0000955	Prbd.g_01703	Prbl.g_00161
OG0000956	Prbd.g_01701	Prbl.g_00257
OG0000957	Prbd.g_01700	Prbl.g_00255
OG0000958	Prbd.g_01699	Prbl.g_00254
OG0000959	Prbd.g_01698	Prbl.g_00253
OG0000960	Prbd.g_01697	Prbl.g_00252
OG0000961	Prbd.g_01696	Prbl.g_00251
OG0000962	Prbd.g_01695	Prbl.g_00249
OG0000963	Prbd.g_01694	Prbl.g_00248
OG0000964	Prbd.g_01693	Prbl.g_00246
OG0000965	Prbd.g_01691	Prbl.g_00244
OG0000966	Prbd.g_01690	Prbl.g_00243
OG0000967	Prbd.g_01687	Prbl.g_00240
OG0000968	Prbd.g_01686	Prbl.g_00231
OG0000969	Prbd.g_01685	Prbl.g_00230
OG0000970	Prbd.g_01684	Prbl.g_00229
OG0000971	Prbd.g_01683	Prbl.g_00228
OG0000972	Prbd.g_01682	Prbl.g_00227
OG0000973	Prbd.g_01680	Prbl.g_00225
OG0000974	Prbd.g_01679	Prbl.g_00224
OG0000975	Prbd.g_01678	Prbl.g_00223
OG0000976	Prbd.g_01677	Prbl.g_00222
OG0000977	Prbd.g_01676	Prbl.g_00221
OG0000978	Prbd.g_01675	Prbl.g_00220
OG0000979	Prbd.g_01674	Prbl.g_00219
OG0000980	Prbd.g_01673	Prbl.g_00218
OG0000981	Prbd.g_01672	Prbl.g_00684
OG0000982	Prbd.g_01671	Prbl.g_00685
OG0000983	Prbd.g_01670	Prbl.g_00686
OG0000984	Prbd.g_01666	Prbl.g_00693
OG0000985	Prbd.g_01665	Prbl.g_00695
OG0000986	Prbd.g_01664	Prbl.g_00696
OG0000987	Prbd.g_01662	Prbl.g_00699
OG0000988	Prbd.g_01661	Prbl.g_00700
OG0000989	Prbd.g_01660	Prbl.g_00701
OG0000990	Prbd.g_01659	Prbl.g_00702
OG0000991	Prbd.g_01658	Prbl.g_00703
OG0000992	Prbd.g_01657	Prbl.g_00704
OG0000993	Prbd.g_01656	Prbl.g_00705
OG0000994	Prbd.g_01655	Prbl.g_00706
OG0000995	Prbd.g_01654	Prbl.g_00707
OG0000996	Prbd.g_01653	Prbl.g_00708
OG0000997	Prbd.g_01651	Prbl.g_00710
OG0000998	Prbd.g_01648	Prbl.g_01086
OG0000999	Prbd.g_01646	Prbl.g_00466
OG0001000	Prbd.g_01645	Prbl.g_00456
OG0001001	Prbd.g_01644	Prbl.g_00454
OG0001002	Prbd.g_01642	Prbl.g_00452
OG0001003	Prbd.g_01641	Prbl.g_00451
OG0001004	Prbd.g_01640	Prbl.g_01604
OG0001005	Prbd.g_01639	Prbl.g_00450
OG0001006	Prbd.g_01637	Prbl.g_00448
OG0001007	Prbd.g_01636	Prbl.g_00447
OG0001008	Prbd.g_01635	Prbl.g_00446
OG0001009	Prbd.g_01634	Prbl.g_00444
OG0001010	Prbd.g_01633	Prbl.g_00443
OG0001011	Prbd.g_01632	Prbl.g_00441
OG0001012	Prbd.g_01631	Prbl.g_00440
OG0001013	Prbd.g_01630	Prbl.g_00439
OG0001014	Prbd.g_01629	Prbl.g_00438
OG0001015	Prbd.g_01628	Prbl.g_00437
OG0001016	Prbd.g_01627	Prbl.g_00436
OG0001017	Prbd.g_01626	Prbl.g_00435
OG0001018	Prbd.g_01625	Prbl.g_00433
OG0001019	Prbd.g_01624	Prbl.g_00432
OG0001020	Prbd.g_01623	Prbl.g_00431
OG0001021	Prbd.g_01622	Prbl.g_00430
OG0001022	Prbd.g_01621	Prbl.g_00429
OG0001023	Prbd.g_01620	Prbl.g_00428
OG0001024	Prbd.g_01617	Prbl.g_00427
OG0001025	Prbd.g_01616	Prbl.g_00423
OG0001026	Prbd.g_01615	Prbl.g_00422
OG0001027	Prbd.g_01614	Prbl.g_01914
OG0001028	Prbd.g_01613	Prbl.g_00420
OG0001029	Prbd.g_01612	Prbl.g_00419
OG0001030	Prbd.g_01609	Prbl.g_00416
OG0001031	Prbd.g_01608	Prbl.g_00415
OG0001032	Prbd.g_01600	Prbl.g_01601
OG0001033	Prbd.g_01593	Prbl.g_01627
OG0001034	Prbd.g_01566	Prbl.g_02318
OG0001035	Prbd.g_01531	Prbl.g_00404
OG0001036	Prbd.g_01530	Prbl.g_00403
OG0001037	Prbd.g_01524	Prbl.g_00393
OG0001038	Prbd.g_01523	Prbl.g_00392
OG0001039	Prbd.g_01522	Prbl.g_00391
OG0001040	Prbd.g_01521	Prbl.g_00389
OG0001041	Prbd.g_01519	Prbl.g_00385
OG0001042	Prbd.g_01518	Prbl.g_00383
OG0001043	Prbd.g_01517	Prbl.g_00382
OG0001044	Prbd.g_01516	Prbl.g_00381
OG0001045	Prbd.g_01515	Prbl.g_00380
OG0001046	Prbd.g_01514	Prbl.g_00378
OG0001047	Prbd.g_01513	Prbl.g_00377
OG0001048	Prbd.g_01511	Prbl.g_00376
OG0001049	Prbd.g_01510	Prbl.g_00375
OG0001050	Prbd.g_01509	Prbl.g_00374
OG0001051	Prbd.g_01508	Prbl.g_00373
OG0001052	Prbd.g_01507	Prbl.g_00372
OG0001053	Prbd.g_01506	Prbl.g_00371
OG0001054	Prbd.g_01505	Prbl.g_00370
OG0001055	Prbd.g_01504	Prbl.g_00369
OG0001056	Prbd.g_01503	Prbl.g_00367
OG0001057	Prbd.g_01501	Prbl.g_00365
OG0001058	Prbd.g_01500	Prbl.g_00364
OG0001059	Prbd.g_01499	Prbl.g_00362
OG0001060	Prbd.g_01498	Prbl.g_00361
OG0001061	Prbd.g_01497	Prbl.g_00360
OG0001062	Prbd.g_01496	Prbl.g_00359
OG0001063	Prbd.g_01495	Prbl.g_00358
OG0001064	Prbd.g_01494	Prbl.g_00356
OG0001065	Prbd.g_01493	Prbl.g_00355
OG0001066	Prbd.g_01492	Prbl.g_00354
OG0001067	Prbd.g_01491	Prbl.g_00353
OG0001068	Prbd.g_01490	Prbl.g_00352
OG0001069	Prbd.g_01487	Prbl.g_00348
OG0001070	Prbd.g_01485	Prbl.g_00346
OG0001071	Prbd.g_01484	Prbl.g_00345
OG0001072	Prbd.g_01483	Prbl.g_00344
OG0001073	Prbd.g_01482	Prbl.g_00343
OG0001074	Prbd.g_01481	Prbl.g_00342
OG0001075	Prbd.g_01479	Prbl.g_00340
OG0001076	Prbd.g_01477	Prbl.g_00338
OG0001077	Prbd.g_01476	Prbl.g_00337
OG0001078	Prbd.g_01475	Prbl.g_00336
OG0001079	Prbd.g_01474	Prbl.g_00335
OG0001080	Prbd.g_01473	Prbl.g_00334
OG0001081	Prbd.g_01472	Prbl.g_00333
OG0001082	Prbd.g_01471	Prbl.g_00332
OG0001083	Prbd.g_01470	Prbl.g_00331
OG0001084	Prbd.g_01469	Prbl.g_00317
OG0001085	Prbd.g_01468	Prbl.g_00316
OG0001086	Prbd.g_01463	Prbl.g_02680
OG0001087	Prbd.g_01462	Prbl.g_02683
OG0001088	Prbd.g_01461	Prbl.g_02684
OG0001089	Prbd.g_01459	Prbl.g_01062
OG0001090	Prbd.g_01458	Prbl.g_01061
OG0001091	Prbd.g_01457	Prbl.g_01060
OG0001092	Prbd.g_01456	Prbl.g_01059
OG0001093	Prbd.g_01455	Prbl.g_01058
OG0001094	Prbd.g_01454	Prbl.g_01057
OG0001095	Prbd.g_01453	Prbl.g_01056
OG0001096	Prbd.g_01452	Prbl.g_01055
OG0001097	Prbd.g_01451	Prbl.g_01054
OG0001098	Prbd.g_01450	Prbl.g_01053
