Orthogroup	Prbd	Prbn
OG0000549	Prbd.g_00645	Prbn.g_00516
OG0000550	Prbd.g_00644	Prbn.g_00515
OG0000551	Prbd.g_00643	Prbn.g_00514
OG0000552	Prbd.g_00642	Prbn.g_00513
OG0000553	Prbd.g_00641	Prbn.g_00512
OG0000554	Prbd.g_00640	Prbn.g_00511
OG0000555	Prbd.g_00639	Prbn.g_00509
OG0000556	Prbd.g_00638	Prbn.g_00508
OG0000557	Prbd.g_00637	Prbn.g_00507
OG0000558	Prbd.g_00636	Prbn.g_00506
OG0000559	Prbd.g_00635	Prbn.g_00505
OG0000560	Prbd.g_00634	Prbn.g_00504
OG0000561	Prbd.g_00633	Prbn.g_00503
OG0000562	Prbd.g_00632	Prbn.g_00502
OG0000563	Prbd.g_00631	Prbn.g_00501
OG0000564	Prbd.g_00630	Prbn.g_00500
OG0000565	Prbd.g_00629	Prbn.g_00499
OG0000566	Prbd.g_00628	Prbn.g_00498
OG0000567	Prbd.g_00627	Prbn.g_00497
OG0000568	Prbd.g_00626	Prbn.g_00496
OG0000569	Prbd.g_00623	Prbn.g_00494
OG0000570	Prbd.g_00622	Prbn.g_00493
OG0000571	Prbd.g_00620	Prbn.g_00491
OG0000572	Prbd.g_00619	Prbn.g_00489
OG0000573	Prbd.g_00618	Prbn.g_00488
OG0000574	Prbd.g_00617	Prbn.g_00487
OG0000575	Prbd.g_00616	Prbn.g_00485
OG0000576	Prbd.g_00615	Prbn.g_00484
OG0000577	Prbd.g_00614	Prbn.g_00421
OG0000578	Prbd.g_00613	Prbn.g_00422
OG0000579	Prbd.g_00612	Prbn.g_00423
OG0000580	Prbd.g_00611	Prbn.g_00424
OG0000581	Prbd.g_00610	Prbn.g_00425
OG0000582	Prbd.g_00609	Prbn.g_00426
OG0000583	Prbd.g_00608	Prbn.g_00427
OG0000584	Prbd.g_00606	Prbn.g_00429
OG0000585	Prbd.g_00605	Prbn.g_00430
OG0000586	Prbd.g_00604	Prbn.g_00432
OG0000587	Prbd.g_00603	Prbn.g_00433
OG0000588	Prbd.g_00602	Prbn.g_00434
OG0000589	Prbd.g_00601	Prbn.g_00435
OG0000590	Prbd.g_00600	Prbn.g_00436
OG0000591	Prbd.g_00599	Prbn.g_00437
OG0000592	Prbd.g_00598	Prbn.g_00438
OG0000593	Prbd.g_00597	Prbn.g_00439
OG0000594	Prbd.g_00596	Prbn.g_00440
OG0000595	Prbd.g_00595	Prbn.g_00441
OG0000596	Prbd.g_00594	Prbn.g_00442
OG0000597	Prbd.g_00590	Prbn.g_00446
OG0000598	Prbd.g_00589	Prbn.g_00447
OG0000599	Prbd.g_00588	Prbn.g_00448
OG0000600	Prbd.g_00587	Prbn.g_00449
OG0000601	Prbd.g_00586	Prbn.g_00450
OG0000602	Prbd.g_00585	Prbn.g_00834
OG0000603	Prbd.g_00584	Prbn.g_00835
OG0000604	Prbd.g_00583	Prbn.g_00836
OG0000605	Prbd.g_00582	Prbn.g_00837
OG0000606	Prbd.g_00581	Prbn.g_00838
OG0000607	Prbd.g_00580	Prbn.g_00840
OG0000608	Prbd.g_00579	Prbn.g_00841
OG0000609	Prbd.g_00577	Prbn.g_00843
OG0000610	Prbd.g_00576	Prbn.g_00844
OG0000611	Prbd.g_00574	Prbn.g_01594
OG0000612	Prbd.g_00573	Prbn.g_01593
OG0000613	Prbd.g_00571	Prbn.g_01591
OG0000614	Prbd.g_00565	Prbn.g_01585
OG0000615	Prbd.g_00564	Prbn.g_01584
OG0000616	Prbd.g_00563	Prbn.g_01583
OG0000617	Prbd.g_00561	Prbn.g_01580
OG0000618	Prbd.g_00560	Prbn.g_01579
OG0000619	Prbd.g_00559	Prbn.g_01578
OG0000620	Prbd.g_00557	Prbn.g_01576
OG0000621	Prbd.g_00556	Prbn.g_01575
OG0000622	Prbd.g_00555	Prbn.g_01574
OG0000623	Prbd.g_00554	Prbn.g_01573
OG0000624	Prbd.g_00552	Prbn.g_01570
OG0000625	Prbd.g_00551	Prbn.g_01569
OG0000626	Prbd.g_00550	Prbn.g_01568
OG0000627	Prbd.g_00549	Prbn.g_01565
OG0000628	Prbd.g_00548	Prbn.g_01564
OG0000629	Prbd.g_00547	Prbn.g_01563
OG0000630	Prbd.g_00545	Prbn.g_01561
OG0000631	Prbd.g_00544	Prbn.g_01559
OG0000632	Prbd.g_00540	Prbn.g_00905
OG0000633	Prbd.g_00539	Prbn.g_01635
OG0000634	Prbd.g_00008	Prbn.g_01553
OG0000635	Prbd.g_00010	Prbn.g_00857
OG0000636	Prbd.g_00011	Prbn.g_00858
OG0000637	Prbd.g_00013	Prbn.g_00860
OG0000638	Prbd.g_00014	Prbn.g_00861
OG0000639	Prbd.g_00015	Prbn.g_00862
OG0000640	Prbd.g_00016	Prbn.g_00863
OG0000641	Prbd.g_00017	Prbn.g_00864
OG0000642	Prbd.g_00018	Prbn.g_01947
OG0000643	Prbd.g_00019	Prbn.g_01948
OG0000644	Prbd.g_00021	Prbn.g_01950
OG0000645	Prbd.g_00022	Prbn.g_01952
OG0000646	Prbd.g_00023	Prbn.g_01345
OG0000647	Prbd.g_00024	Prbn.g_01346
OG0000648	Prbd.g_00025	Prbn.g_01347
OG0000649	Prbd.g_00026	Prbn.g_01348
OG0000650	Prbd.g_00027	Prbn.g_01349
OG0000651	Prbd.g_00028	Prbn.g_01350
OG0000652	Prbd.g_00030	Prbn.g_01352
OG0000653	Prbd.g_00047	Prbn.g_01134
OG0000654	Prbd.g_00049	Prbn.g_01023
OG0000655	Prbd.g_00058, Prbd.g_01923	Prbn.g_00477
OG0000656	Prbd.g_00062	Prbn.g_01100
OG0000657	Prbd.g_00066	Prbn.g_00468
OG0000658	Prbd.g_00067	Prbn.g_00469
OG0000659	Prbd.g_00068	Prbn.g_00470
OG0000660	Prbd.g_00080	Prbn.g_00102
OG0000661	Prbd.g_00089	Prbn.g_01451
OG0000662	Prbd.g_00091	Prbn.g_01447
OG0000663	Prbd.g_00093	Prbn.g_01445
OG0000664	Prbd.g_00094	Prbn.g_01444
OG0000665	Prbd.g_00095	Prbn.g_01443
OG0000666	Prbd.g_00096	Prbn.g_00856
OG0000667	Prbd.g_00097	Prbn.g_01551
OG0000668	Prbd.g_00098	Prbn.g_01550
OG0000669	Prbd.g_00099	Prbn.g_01549
OG0000670	Prbd.g_00101	Prbn.g_01547
OG0000671	Prbd.g_00102	Prbn.g_01546
OG0000672	Prbd.g_00103	Prbn.g_01545
OG0000673	Prbd.g_00104	Prbn.g_01544
OG0000674	Prbd.g_00105	Prbn.g_01543
OG0000675	Prbd.g_00106	Prbn.g_01542
OG0000676	Prbd.g_00108	Prbn.g_01540
OG0000677	Prbd.g_00110	Prbn.g_01538
OG0000678	Prbd.g_00111	Prbn.g_01537
OG0000679	Prbd.g_00112	Prbn.g_01536
OG0000680	Prbd.g_00113	Prbn.g_01535
OG0000681	Prbd.g_00114	Prbn.g_01534
OG0000682	Prbd.g_00115	Prbn.g_01533
OG0000683	Prbd.g_00116	Prbn.g_01532
OG0000684	Prbd.g_00117	Prbn.g_01530
OG0000685	Prbd.g_00118	Prbn.g_01529
OG0000686	Prbd.g_00119	Prbn.g_01528
OG0000687	Prbd.g_00120	Prbn.g_01527
OG0000688	Prbd.g_00121	Prbn.g_01526
OG0000689	Prbd.g_00122	Prbn.g_01525
OG0000690	Prbd.g_00123	Prbn.g_01524
OG0000691	Prbd.g_00125	Prbn.g_01522
OG0000692	Prbd.g_00126	Prbn.g_01521
OG0000693	Prbd.g_00127	Prbn.g_01520
OG0000694	Prbd.g_00128	Prbn.g_01519
OG0000695	Prbd.g_00129	Prbn.g_01518
OG0000696	Prbd.g_00130	Prbn.g_01517
OG0000697	Prbd.g_00132	Prbn.g_01515
OG0000698	Prbd.g_00133	Prbn.g_01514
OG0000699	Prbd.g_00137	Prbn.g_01510
OG0000700	Prbd.g_00138	Prbn.g_01509
OG0000701	Prbd.g_00139	Prbn.g_01507
OG0000702	Prbd.g_00140	Prbn.g_01506
OG0000703	Prbd.g_00141	Prbn.g_01505
OG0000704	Prbd.g_00142	Prbn.g_01504
OG0000705	Prbd.g_00144	Prbn.g_01502
OG0000706	Prbd.g_00145	Prbn.g_01501
OG0000707	Prbd.g_00146	Prbn.g_01500
OG0000708	Prbd.g_00147	Prbn.g_01499
OG0000709	Prbd.g_00148	Prbn.g_01498
OG0000710	Prbd.g_00149	Prbn.g_01497
OG0000711	Prbd.g_00150	Prbn.g_01496
OG0000712	Prbd.g_00151	Prbn.g_01495
OG0000713	Prbd.g_00152	Prbn.g_01494
OG0000714	Prbd.g_00154	Prbn.g_01490
OG0000715	Prbd.g_00155	Prbn.g_01489
OG0000716	Prbd.g_00156	Prbn.g_01488
OG0000717	Prbd.g_00157	Prbn.g_01487
OG0000718	Prbd.g_00158	Prbn.g_01486
OG0000719	Prbd.g_00160	Prbn.g_01484
OG0000720	Prbd.g_00162	Prbn.g_01480
OG0000721	Prbd.g_00163	Prbn.g_01479
OG0000722	Prbd.g_00190	Prbn.g_01930
OG0000723	Prbd.g_00194	Prbn.g_01925
OG0000724	Prbd.g_00197	Prbn.g_01632
OG0000725	Prbd.g_00198	Prbn.g_01630
OG0000726	Prbd.g_00199	Prbn.g_01629
OG0000727	Prbd.g_00200	Prbn.g_01627
OG0000728	Prbd.g_00201	Prbn.g_01626
OG0000729	Prbd.g_00203	Prbn.g_01624
OG0000730	Prbd.g_00204	Prbn.g_01623
OG0000731	Prbd.g_00206	Prbn.g_01621
OG0000732	Prbd.g_00207	Prbn.g_01620
OG0000733	Prbd.g_00208	Prbn.g_01619
OG0000734	Prbd.g_00209	Prbn.g_01618
OG0000735	Prbd.g_00210	Prbn.g_01617
OG0000736	Prbd.g_00212	Prbn.g_01615
OG0000737	Prbd.g_00213	Prbn.g_01614
OG0000738	Prbd.g_00215	Prbn.g_01612
OG0000739	Prbd.g_00216	Prbn.g_01611
OG0000740	Prbd.g_00217	Prbn.g_01610
OG0000741	Prbd.g_00219	Prbn.g_01608
OG0000742	Prbd.g_00220	Prbn.g_01607
OG0000743	Prbd.g_00223	Prbn.g_01603
OG0000744	Prbd.g_00224	Prbn.g_01602
OG0000745	Prbd.g_00226	Prbn.g_01600
OG0000746	Prbd.g_00227	Prbn.g_01599
OG0000747	Prbd.g_00228	Prbn.g_01598
OG0000748	Prbd.g_00229	Prbn.g_01597
OG0000749	Prbd.g_00230	Prbn.g_01596
OG0000750	Prbd.g_00231	Prbn.g_01595
OG0000751	Prbd.g_00233	Prbn.g_00848
OG0000752	Prbd.g_00234	Prbn.g_00849
OG0000753	Prbd.g_00235	Prbn.g_00850
OG0000754	Prbd.g_00236	Prbn.g_00851
OG0000755	Prbd.g_00238	Prbn.g_00853
OG0000756	Prbd.g_00239	Prbn.g_00854
OG0000757	Prbd.g_00240	Prbn.g_00855
OG0000758	Prbd.g_00241	Prbn.g_01442
OG0000759	Prbd.g_00242	Prbn.g_01441
OG0000760	Prbd.g_00243	Prbn.g_01440
OG0000761	Prbd.g_00244	Prbn.g_01439
OG0000762	Prbd.g_00246	Prbn.g_01437
OG0000763	Prbd.g_00247	Prbn.g_01436
OG0000764	Prbd.g_00248	Prbn.g_01435
OG0000765	Prbd.g_00249	Prbn.g_01434
OG0000766	Prbd.g_00250	Prbn.g_01433
OG0000767	Prbd.g_00251	Prbn.g_01432
OG0000768	Prbd.g_00252	Prbn.g_01431
OG0000769	Prbd.g_00253	Prbn.g_01430
OG0000770	Prbd.g_00254	Prbn.g_01428
OG0000771	Prbd.g_00255	Prbn.g_01427
OG0000772	Prbd.g_00256	Prbn.g_01368
OG0000773	Prbd.g_00258	Prbn.g_01425
OG0000774	Prbd.g_00259	Prbn.g_01424
OG0000775	Prbd.g_00260	Prbn.g_01423
OG0000776	Prbd.g_00261	Prbn.g_01421
OG0000777	Prbd.g_00262	Prbn.g_01420
OG0000778	Prbd.g_00263	Prbn.g_01419
OG0000779	Prbd.g_00265	Prbn.g_01417
OG0000780	Prbd.g_00266	Prbn.g_01416
OG0000781	Prbd.g_00267	Prbn.g_01415
OG0000782	Prbd.g_00269	Prbn.g_01413
OG0000783	Prbd.g_00270	Prbn.g_01412
OG0000784	Prbd.g_00271	Prbn.g_01411
OG0000785	Prbd.g_00272	Prbn.g_01410
OG0000786	Prbd.g_00273	Prbn.g_01409
OG0000787	Prbd.g_00275	Prbn.g_01407
OG0000788	Prbd.g_00276	Prbn.g_01406
OG0000789	Prbd.g_00277	Prbn.g_01405
OG0000790	Prbd.g_00278	Prbn.g_01404
OG0000791	Prbd.g_00279	Prbn.g_01403
OG0000792	Prbd.g_00280	Prbn.g_01123
OG0000793	Prbd.g_00281	Prbn.g_01401
OG0000794	Prbd.g_00282	Prbn.g_01400
OG0000795	Prbd.g_00283	Prbn.g_01399
OG0000796	Prbd.g_00285	Prbn.g_01396
OG0000797	Prbd.g_00287	Prbn.g_01395
OG0000798	Prbd.g_00288	Prbn.g_01394
OG0000799	Prbd.g_00289	Prbn.g_01393
OG0000800	Prbd.g_00290	Prbn.g_01392
OG0000801	Prbd.g_00291	Prbn.g_01391
OG0000802	Prbd.g_00293	Prbn.g_01389
OG0000803	Prbd.g_00294	Prbn.g_01388
OG0000804	Prbd.g_00309	Prbn.g_01384
OG0000805	Prbd.g_00311	Prbn.g_01382
OG0000806	Prbd.g_00312	Prbn.g_01381
OG0000807	Prbd.g_00313	Prbn.g_01380
OG0000808	Prbd.g_00314	Prbn.g_01379
OG0000809	Prbd.g_00318	Prbn.g_01373
OG0000810	Prbd.g_00319	Prbn.g_01371
OG0000811	Prbd.g_00320	Prbn.g_01370
OG0000812	Prbd.g_00321	Prbn.g_01369
OG0000813	Prbd.g_00322	Prbn.g_01366
OG0000814	Prbd.g_00323	Prbn.g_01365
OG0000815	Prbd.g_00324	Prbn.g_01364
OG0000816	Prbd.g_00326	Prbn.g_01361
OG0000817	Prbd.g_00329	Prbn.g_01460
OG0000818	Prbd.g_00330	Prbn.g_01461
OG0000819	Prbd.g_00332	Prbn.g_01463
OG0000820	Prbd.g_00333	Prbn.g_01464
OG0000821	Prbd.g_00334	Prbn.g_01465
OG0000822	Prbd.g_00335	Prbn.g_01466
OG0000823	Prbd.g_00338	Prbn.g_01469
OG0000824	Prbd.g_00339	Prbn.g_01470
OG0000825	Prbd.g_00341	Prbn.g_01472
OG0000826	Prbd.g_00342	Prbn.g_01473
OG0000827	Prbd.g_00343	Prbn.g_01474
OG0000828	Prbd.g_00345	Prbn.g_01476
OG0000829	Prbd.g_00370	Prbn.g_00692
OG0000830	Prbd.g_00380	Prbn.g_01039
OG0000831	Prbd.g_00383	Prbn.g_01141
OG0000832	Prbd.g_00384	Prbn.g_00473
OG0000833	Prbd.g_00391	Prbn.g_01106
OG0000834	Prbd.g_00395	Prbn.g_01147
OG0000835	Prbd.g_00399	Prbn.g_00111
OG0000836	Prbd.g_00401	Prbn.g_01120
OG0000837	Prbd.g_00414	Prbn.g_01239
OG0000838	Prbd.g_00428	Prbn.g_01651
OG0000839	Prbd.g_00429	Prbn.g_01652
OG0000840	Prbd.g_00434	Prbn.g_01028
OG0000841	Prbd.g_00449	Prbn.g_01167
OG0000842	Prbd.g_00453	Prbn.g_01173
OG0000843	Prbd.g_00455	Prbn.g_01175
OG0000844	Prbd.g_00456	Prbn.g_01176
OG0000845	Prbd.g_00457	Prbn.g_01177
OG0000846	Prbd.g_00458	Prbn.g_01178
OG0000847	Prbd.g_00459	Prbn.g_01179
OG0000848	Prbd.g_00460	Prbn.g_01180
OG0000849	Prbd.g_00461	Prbn.g_01181
OG0000850	Prbd.g_00462	Prbn.g_01182
OG0000851	Prbd.g_00464	Prbn.g_01185
OG0000852	Prbd.g_00467	Prbn.g_01188
OG0000853	Prbd.g_00469	Prbn.g_01190
OG0000854	Prbd.g_00470	Prbn.g_01191
OG0000855	Prbd.g_00471	Prbn.g_01192
OG0000856	Prbd.g_00472	Prbn.g_01193
OG0000857	Prbd.g_00473	Prbn.g_01194
OG0000858	Prbd.g_00475	Prbn.g_01197
OG0000859	Prbd.g_00476	Prbn.g_01198
OG0000860	Prbd.g_00477	Prbn.g_01199
OG0000861	Prbd.g_00478	Prbn.g_01200
OG0000862	Prbd.g_00479	Prbn.g_01201
OG0000863	Prbd.g_00480	Prbn.g_01203
OG0000864	Prbd.g_00481	Prbn.g_01204
OG0000865	Prbd.g_00482	Prbn.g_01205
OG0000866	Prbd.g_00483	Prbn.g_01206
OG0000867	Prbd.g_00486	Prbn.g_01208
OG0000868	Prbd.g_00488	Prbn.g_01210
OG0000869	Prbd.g_00489	Prbn.g_01211
OG0000870	Prbd.g_00490	Prbn.g_00387
OG0000871	Prbd.g_00491	Prbn.g_00388
OG0000872	Prbd.g_00492	Prbn.g_00390
OG0000873	Prbd.g_00493	Prbn.g_00391
OG0000874	Prbd.g_00494	Prbn.g_00392
OG0000875	Prbd.g_00495	Prbn.g_00394
OG0000876	Prbd.g_00497	Prbn.g_00396
OG0000877	Prbd.g_00498	Prbn.g_00397
OG0000878	Prbd.g_00499	Prbn.g_00398
OG0000879	Prbd.g_00500	Prbn.g_00399
OG0000880	Prbd.g_00501	Prbn.g_00400
OG0000881	Prbd.g_00502	Prbn.g_00401
OG0000882	Prbd.g_00503	Prbn.g_00402
OG0000883	Prbd.g_00504	Prbn.g_00403
OG0000884	Prbd.g_00505	Prbn.g_00404
OG0000885	Prbd.g_00506	Prbn.g_00405
OG0000886	Prbd.g_00507	Prbn.g_00406
OG0000887	Prbd.g_00508	Prbn.g_00407
OG0000888	Prbd.g_00509	Prbn.g_00408
OG0000889	Prbd.g_00510	Prbn.g_00409
OG0000890	Prbd.g_00511	Prbn.g_00410
OG0000891	Prbd.g_00512	Prbn.g_00411
OG0000892	Prbd.g_00513	Prbn.g_00412
OG0000893	Prbd.g_00514	Prbn.g_00413
OG0000894	Prbd.g_00516	Prbn.g_00414
OG0000895	Prbd.g_00517	Prbn.g_00415
OG0000896	Prbd.g_00519	Prbn.g_00417
OG0000897	Prbd.g_00520	Prbn.g_00418
OG0000898	Prbd.g_00521	Prbn.g_00419
OG0000899	Prbd.g_00522	Prbn.g_00420
OG0000900	Prbd.g_00524	Prbn.g_00483
OG0000901	Prbd.g_01858	Prbn.g_01671
OG0000902	Prbd.g_01812	Prbn.g_01095
OG0000903	Prbd.g_01811	Prbn.g_01094
OG0000904	Prbd.g_01810	Prbn.g_01093
OG0000905	Prbd.g_01809	Prbn.g_01092
OG0000906	Prbd.g_01808	Prbn.g_01091
OG0000907	Prbd.g_01806	Prbn.g_01089
OG0000908	Prbd.g_01805	Prbn.g_01088
OG0000909	Prbd.g_01804	Prbn.g_01087
OG0000910	Prbd.g_01803	Prbn.g_01086
OG0000911	Prbd.g_01802	Prbn.g_01085
OG0000912	Prbd.g_01799	Prbn.g_01082
OG0000913	Prbd.g_01798	Prbn.g_01081
OG0000914	Prbd.g_01797	Prbn.g_01080
OG0000915	Prbd.g_01795	Prbn.g_01077
OG0000916	Prbd.g_01794	Prbn.g_01076
OG0000917	Prbd.g_01793	Prbn.g_01075
OG0000918	Prbd.g_01792	Prbn.g_01074
OG0000919	Prbd.g_01791	Prbn.g_01073
OG0000920	Prbd.g_01790	Prbn.g_01072
OG0000921	Prbd.g_01788	Prbn.g_01069
OG0000922	Prbd.g_01787	Prbn.g_01068
OG0000923	Prbd.g_01782	Prbn.g_01216
OG0000924	Prbd.g_01781	Prbn.g_01215
OG0000925	Prbd.g_01778	Prbn.g_01060
OG0000926	Prbd.g_01777	Prbn.g_00615
OG0000927	Prbd.g_01776	Prbn.g_01124
OG0000928	Prbd.g_01774	Prbn.g_00883
OG0000929	Prbd.g_01772	Prbn.g_01146
OG0000930	Prbd.g_01770	Prbn.g_01164
OG0000931	Prbd.g_01769	Prbn.g_01482
OG0000932	Prbd.g_01766	Prbn.g_01127
OG0000933	Prbd.g_01762	Prbn.g_01242
OG0000934	Prbd.g_01761	Prbn.g_00153
OG0000935	Prbd.g_01760	Prbn.g_00154
OG0000936	Prbd.g_01759	Prbn.g_00155
OG0000937	Prbd.g_01758	Prbn.g_00156
OG0000938	Prbd.g_01757	Prbn.g_00157
OG0000939	Prbd.g_01756	Prbn.g_00158
OG0000940	Prbd.g_01755	Prbn.g_00159
OG0000941	Prbd.g_01754	Prbn.g_00160
OG0000942	Prbd.g_01753	Prbn.g_00161
OG0000943	Prbd.g_01752	Prbn.g_00162
OG0000944	Prbd.g_01751	Prbn.g_00163
OG0000945	Prbd.g_01750	Prbn.g_00164
OG0000946	Prbd.g_01749	Prbn.g_00165
OG0000947	Prbd.g_01748	Prbn.g_00166
OG0000948	Prbd.g_01747	Prbn.g_00167
OG0000949	Prbd.g_01746	Prbn.g_00168
OG0000950	Prbd.g_01736	Prbn.g_01014
OG0000951	Prbd.g_01707	Prbn.g_00195
OG0000952	Prbd.g_01706	Prbn.g_00196
OG0000953	Prbd.g_01705	Prbn.g_00197
OG0000954	Prbd.g_01704	Prbn.g_00198
OG0000955	Prbd.g_01703	Prbn.g_00199
OG0000956	Prbd.g_01701	Prbn.g_00201
OG0000957	Prbd.g_01700	Prbn.g_00202
OG0000958	Prbd.g_01699	Prbn.g_00203
OG0000959	Prbd.g_01698	Prbn.g_00204
OG0000960	Prbd.g_01697	Prbn.g_00205
OG0000961	Prbd.g_01696	Prbn.g_00206
OG0000962	Prbd.g_01695	Prbn.g_00207
OG0000963	Prbd.g_01694	Prbn.g_00208
OG0000964	Prbd.g_01693	Prbn.g_00209
OG0000965	Prbd.g_01691	Prbn.g_00210
OG0000966	Prbd.g_01690	Prbn.g_00211
OG0000967	Prbd.g_01687	Prbn.g_00214
OG0000968	Prbd.g_01686	Prbn.g_00215
OG0000969	Prbd.g_01685	Prbn.g_00216
OG0000970	Prbd.g_01684	Prbn.g_00217
OG0000971	Prbd.g_01683	Prbn.g_00218
OG0000972	Prbd.g_01682	Prbn.g_00219
OG0000973	Prbd.g_01680	Prbn.g_00221
OG0000974	Prbd.g_01679	Prbn.g_00222
OG0000975	Prbd.g_01678	Prbn.g_00223
OG0000976	Prbd.g_01677	Prbn.g_00224
OG0000977	Prbd.g_01676	Prbn.g_00225
OG0000978	Prbd.g_01675	Prbn.g_00226
OG0000979	Prbd.g_01674	Prbn.g_00227
OG0000980	Prbd.g_01673	Prbn.g_00228
OG0000981	Prbd.g_01672	Prbn.g_00229
OG0000982	Prbd.g_01671	Prbn.g_00230
OG0000983	Prbd.g_01670	Prbn.g_00231
OG0000984	Prbd.g_01666	Prbn.g_00235
OG0000985	Prbd.g_01665	Prbn.g_00236
OG0000986	Prbd.g_01664	Prbn.g_00237
OG0000987	Prbd.g_01662	Prbn.g_00239
OG0000988	Prbd.g_01661	Prbn.g_00240
OG0000989	Prbd.g_01660	Prbn.g_00241
OG0000990	Prbd.g_01659	Prbn.g_00242
OG0000991	Prbd.g_01658	Prbn.g_00243
OG0000992	Prbd.g_01657	Prbn.g_00244
OG0000993	Prbd.g_01656	Prbn.g_00245
OG0000994	Prbd.g_01655	Prbn.g_00246
OG0000995	Prbd.g_01654	Prbn.g_00247
OG0000996	Prbd.g_01653	Prbn.g_00248
OG0000997	Prbd.g_01651	Prbn.g_00250
OG0000998	Prbd.g_01648	Prbn.g_00256
OG0000999	Prbd.g_01646	Prbn.g_00258
OG0001000	Prbd.g_01645	Prbn.g_00260
OG0001001	Prbd.g_01644	Prbn.g_00262
OG0001002	Prbd.g_01642	Prbn.g_00264
OG0001003	Prbd.g_01641	Prbn.g_00265
OG0001004	Prbd.g_01640	Prbn.g_00266
OG0001005	Prbd.g_01639	Prbn.g_00267
OG0001006	Prbd.g_01637	Prbn.g_00269
OG0001007	Prbd.g_01636	Prbn.g_00270
OG0001008	Prbd.g_01635	Prbn.g_00271
OG0001009	Prbd.g_01634	Prbn.g_00272
OG0001010	Prbd.g_01633	Prbn.g_00273
OG0001011	Prbd.g_01632	Prbn.g_00274
OG0001012	Prbd.g_01631	Prbn.g_00275
OG0001013	Prbd.g_01630	Prbn.g_00276
OG0001014	Prbd.g_01629	Prbn.g_00277
OG0001015	Prbd.g_01628	Prbn.g_00278
OG0001016	Prbd.g_01627	Prbn.g_00279
OG0001017	Prbd.g_01626	Prbn.g_00280
OG0001018	Prbd.g_01625	Prbn.g_00281
OG0001019	Prbd.g_01624	Prbn.g_00282
OG0001020	Prbd.g_01623	Prbn.g_00283
OG0001021	Prbd.g_01622	Prbn.g_00284
OG0001022	Prbd.g_01621	Prbn.g_00285
OG0001023	Prbd.g_01620	Prbn.g_00286
OG0001024	Prbd.g_01617	Prbn.g_00288
OG0001025	Prbd.g_01616	Prbn.g_00289
OG0001026	Prbd.g_01615	Prbn.g_00904
OG0001027	Prbd.g_01614	Prbn.g_00903
OG0001028	Prbd.g_01613	Prbn.g_00900
OG0001029	Prbd.g_01612	Prbn.g_00899
OG0001030	Prbd.g_01609	Prbn.g_00896
OG0001031	Prbd.g_01608	Prbn.g_00895
OG0001032	Prbd.g_01600	Prbn.g_01688
OG0001033	Prbd.g_01593	Prbn.g_00486
OG0001034	Prbd.g_01566	Prbn.g_01531
OG0001035	Prbd.g_01531	Prbn.g_01738
OG0001036	Prbd.g_01530	Prbn.g_01739
OG0001037	Prbd.g_01524	Prbn.g_01746
OG0001038	Prbd.g_01523	Prbn.g_01747
OG0001039	Prbd.g_01522	Prbn.g_01748
OG0001040	Prbd.g_01521	Prbn.g_01749
OG0001041	Prbd.g_01519	Prbn.g_01751
OG0001042	Prbd.g_01518	Prbn.g_01752
OG0001043	Prbd.g_01517	Prbn.g_01753
OG0001044	Prbd.g_01516	Prbn.g_01754
OG0001045	Prbd.g_01515	Prbn.g_01755
OG0001046	Prbd.g_01514	Prbn.g_01757
OG0001047	Prbd.g_01513	Prbn.g_01758
OG0001048	Prbd.g_01511	Prbn.g_01759
OG0001049	Prbd.g_01510	Prbn.g_01760
OG0001050	Prbd.g_01509	Prbn.g_01761
OG0001051	Prbd.g_01508	Prbn.g_01762
OG0001052	Prbd.g_01507	Prbn.g_01763
OG0001053	Prbd.g_01506	Prbn.g_01764
OG0001054	Prbd.g_01505	Prbn.g_01765
OG0001055	Prbd.g_01504	Prbn.g_01766
OG0001056	Prbd.g_01503	Prbn.g_01767
OG0001057	Prbd.g_01501	Prbn.g_01770
OG0001058	Prbd.g_01500	Prbn.g_01771
OG0001059	Prbd.g_01499	Prbn.g_01772
OG0001060	Prbd.g_01498	Prbn.g_01773
OG0001061	Prbd.g_01497	Prbn.g_01774
OG0001062	Prbd.g_01496	Prbn.g_01775
OG0001063	Prbd.g_01495	Prbn.g_01776
OG0001064	Prbd.g_01494	Prbn.g_01777
OG0001065	Prbd.g_01493	Prbn.g_01778
OG0001066	Prbd.g_01492	Prbn.g_01779
OG0001067	Prbd.g_01491	Prbn.g_01780
OG0001068	Prbd.g_01490	Prbn.g_01781
OG0001069	Prbd.g_01487	Prbn.g_01784
OG0001070	Prbd.g_01485	Prbn.g_01786
OG0001071	Prbd.g_01484	Prbn.g_01787
OG0001072	Prbd.g_01483	Prbn.g_01788
OG0001073	Prbd.g_01482	Prbn.g_01789
OG0001074	Prbd.g_01481	Prbn.g_01790
OG0001075	Prbd.g_01479	Prbn.g_01792
OG0001076	Prbd.g_01477	Prbn.g_01794
OG0001077	Prbd.g_01476	Prbn.g_01795
OG0001078	Prbd.g_01475	Prbn.g_01796
OG0001079	Prbd.g_01474	Prbn.g_01797
OG0001080	Prbd.g_01473	Prbn.g_01798
OG0001081	Prbd.g_01472	Prbn.g_01799
OG0001082	Prbd.g_01471	Prbn.g_01800
OG0001083	Prbd.g_01470	Prbn.g_01801
OG0001084	Prbd.g_01469	Prbn.g_01802
OG0001085	Prbd.g_01468	Prbn.g_01803
