Orthogroup	Prbj	Syaf
OG0000547	Prbj.g_02101	Syaf.g_02682
OG0000548	Prbj.g_02102	Syaf.g_02681
OG0000549	Prbj.g_02108	Syaf.g_02676
OG0000550	Prbj.g_02113	Syaf.g_02671
OG0000551	Prbj.g_02117	Syaf.g_02666
OG0000552	Prbj.g_02118	Syaf.g_02665
OG0000553	Prbj.g_02123	Syaf.g_02663
OG0000554	Prbj.g_02128	Syaf.g_02653
OG0000555	Prbj.g_02146	Syaf.g_02635
OG0000556	Prbj.g_02666	Syaf.g_02630
OG0000557	Prbj.g_01858	Syaf.g_02628
OG0000558	Prbj.g_01861	Syaf.g_02626
OG0000559	Prbj.g_01865	Syaf.g_02622
OG0000560	Prbj.g_01868	Syaf.g_02619
OG0000561	Prbj.g_01869	Syaf.g_02618
OG0000562	Prbj.g_01870	Syaf.g_02617
OG0000563	Prbj.g_01871	Syaf.g_02616
OG0000564	Prbj.g_01872	Syaf.g_02615
OG0000565	Prbj.g_01875	Syaf.g_02612
OG0000566	Prbj.g_01879	Syaf.g_02608
OG0000567	Prbj.g_01883	Syaf.g_02604
OG0000568	Prbj.g_01885	Syaf.g_02599
OG0000569	Prbj.g_01807	Syaf.g_02596
OG0000570	Prbj.g_01806	Syaf.g_02595
OG0000571	Prbj.g_01803	Syaf.g_02591
OG0000572	Prbj.g_01787	Syaf.g_02575
OG0000573	Prbj.g_01780	Syaf.g_02567
OG0000574	Prbj.g_01779	Syaf.g_02566
OG0000575	Prbj.g_01770	Syaf.g_02562
OG0000576	Prbj.g_01768	Syaf.g_02560
OG0000577	Prbj.g_01767	Syaf.g_02559
OG0000578	Prbj.g_01766	Syaf.g_02558
OG0000579	Prbj.g_01765	Syaf.g_02557
OG0000580	Prbj.g_01764	Syaf.g_02556
OG0000581	Prbj.g_01760	Syaf.g_02550
OG0000582	Prbj.g_01756	Syaf.g_02374
OG0000583	Prbj.g_01755	Syaf.g_02373
OG0000584	Prbj.g_01754	Syaf.g_02372
OG0000585	Prbj.g_01752	Syaf.g_02370
OG0000586	Prbj.g_01750	Syaf.g_02369
OG0000587	Prbj.g_01748	Syaf.g_02367
OG0000588	Prbj.g_02547	Syaf.g_02350
OG0000589	Prbj.g_02550	Syaf.g_02340
OG0000590	Prbj.g_02551	Syaf.g_02339
OG0000591	Prbj.g_02558	Syaf.g_02331
OG0000592	Prbj.g_02559	Syaf.g_02330
OG0000593	Prbj.g_02569	Syaf.g_02314
OG0000594	Prbj.g_02570	Syaf.g_02313
OG0000595	Prbj.g_02571	Syaf.g_02312
OG0000596	Prbj.g_02576	Syaf.g_02307
OG0000597	Prbj.g_02579	Syaf.g_02304
OG0000598	Prbj.g_02580	Syaf.g_02303
OG0000599	Prbj.g_02590	Syaf.g_02300
OG0000600	Prbj.g_02591	Syaf.g_02299
OG0000601	Prbj.g_02592	Syaf.g_02298
OG0000602	Prbj.g_02596	Syaf.g_02293
OG0000603	Prbj.g_02597	Syaf.g_02292
OG0000604	Prbj.g_02598	Syaf.g_02289
OG0000605	Prbj.g_00792	Syaf.g_01734
OG0000606	Prbj.g_00803	Syaf.g_02145
OG0000607	Prbj.g_00806	Syaf.g_02142
OG0000608	Prbj.g_00807	Syaf.g_02141
OG0000609	Prbj.g_00809	Syaf.g_02139
OG0000610	Prbj.g_00818	Syaf.g_02132
OG0000611	Prbj.g_00821	Syaf.g_02129
OG0000612	Prbj.g_00822	Syaf.g_02128
OG0000613	Prbj.g_01466	Syaf.g_00315
OG0000614	Prbj.g_00946	Syaf.g_01469
OG0000615	Prbj.g_02373	Syaf.g_02085
OG0000616	Prbj.g_02057	Syaf.g_00518
OG0000617	Prbj.g_02184	Syaf.g_01975
OG0000618	Prbj.g_02185	Syaf.g_01974
OG0000619	Prbj.g_02186	Syaf.g_01973
OG0000620	Prbj.g_02190	Syaf.g_01966
OG0000621	Prbj.g_02191	Syaf.g_01965
OG0000622	Prbj.g_02192	Syaf.g_01964
OG0000623	Prbj.g_02193	Syaf.g_01963
OG0000624	Prbj.g_02194	Syaf.g_01961
OG0000625	Prbj.g_02195	Syaf.g_01960
OG0000626	Prbj.g_02196	Syaf.g_01959
OG0000627	Prbj.g_02320	Syaf.g_01782
OG0000628	Prbj.g_02319	Syaf.g_01783
OG0000629	Prbj.g_02316	Syaf.g_01786
OG0000630	Prbj.g_02312	Syaf.g_01790
OG0000631	Prbj.g_02306	Syaf.g_01801
OG0000632	Prbj.g_02305	Syaf.g_01802
OG0000633	Prbj.g_02304	Syaf.g_01803
OG0000634	Prbj.g_02408	Syaf.g_02053
OG0000635	Prbj.g_02409	Syaf.g_02052
OG0000636	Prbj.g_02411	Syaf.g_02050
OG0000637	Prbj.g_02413	Syaf.g_02048
OG0000638	Prbj.g_02414	Syaf.g_02047
OG0000639	Prbj.g_02415	Syaf.g_02046
OG0000640	Prbj.g_02416	Syaf.g_02045
OG0000641	Prbj.g_02420	Syaf.g_02041
OG0000642	Prbj.g_02421	Syaf.g_02040
OG0000643	Prbj.g_02422	Syaf.g_02038
OG0000644	Prbj.g_02423	Syaf.g_02037
OG0000645	Prbj.g_02424	Syaf.g_02035
OG0000646	Prbj.g_02427	Syaf.g_02032
OG0000647	Prbj.g_02430	Syaf.g_02030
OG0000648	Prbj.g_02432	Syaf.g_02027
OG0000649	Prbj.g_02433	Syaf.g_02026
OG0000650	Prbj.g_02434	Syaf.g_02025
OG0000651	Prbj.g_02435	Syaf.g_02024
OG0000652	Prbj.g_02436	Syaf.g_02023
OG0000653	Prbj.g_02438	Syaf.g_02021
OG0000654	Prbj.g_02439	Syaf.g_02020
OG0000655	Prbj.g_02440	Syaf.g_02019
OG0000656	Prbj.g_02443	Syaf.g_02016
OG0000657	Prbj.g_02476	Syaf.g_01384
OG0000658	Prbj.g_02478	Syaf.g_01381
OG0000659	Prbj.g_02479	Syaf.g_01380
OG0000660	Prbj.g_02483	Syaf.g_01376
OG0000661	Prbj.g_02485	Syaf.g_01374
OG0000662	Prbj.g_02487	Syaf.g_01372
OG0000663	Prbj.g_02490	Syaf.g_01369
OG0000664	Prbj.g_02491	Syaf.g_01368
OG0000665	Prbj.g_02504	Syaf.g_00980
OG0000666	Prbj.g_02507	Syaf.g_01733
OG0000667	Prbj.g_02514	Syaf.g_01635
OG0000668	Prbj.g_02215	Syaf.g_01928
OG0000669	Prbj.g_02523	Syaf.g_02112
OG0000670	Prbj.g_00044	Syaf.g_02769
OG0000671	Prbj.g_02335	Syaf.g_02108
OG0000672	Prbj.g_02338	Syaf.g_02105
OG0000673	Prbj.g_02341	Syaf.g_02102
OG0000674	Prbj.g_02343	Syaf.g_02100
OG0000675	Prbj.g_02344	Syaf.g_02099
OG0000676	Prbj.g_02352	Syaf.g_02097
OG0000677	Prbj.g_02354	Syaf.g_02096
OG0000678	Prbj.g_02359	Syaf.g_02092
OG0000679	Prbj.g_02379	Syaf.g_02083
OG0000680	Prbj.g_02380	Syaf.g_02082
OG0000681	Prbj.g_02382	Syaf.g_02079
OG0000682	Prbj.g_02383	Syaf.g_02078
OG0000683	Prbj.g_02384	Syaf.g_02077
OG0000684	Prbj.g_02397	Syaf.g_02072
OG0000685	Prbj.g_02395	Syaf.g_02070
OG0000686	Prbj.g_02394	Syaf.g_02069
OG0000687	Prbj.g_02393	Syaf.g_02068
OG0000688	Prbj.g_02399	Syaf.g_02063
OG0000689	Prbj.g_02400	Syaf.g_02061
OG0000690	Prbj.g_02401	Syaf.g_02060
OG0000691	Prbj.g_02402	Syaf.g_02059
OG0000692	Prbj.g_02403	Syaf.g_02058
OG0000693	Prbj.g_02404	Syaf.g_02057
OG0000694	Prbj.g_02405	Syaf.g_02056
OG0000695	Prbj.g_02302	Syaf.g_01805
OG0000696	Prbj.g_02301	Syaf.g_01806
OG0000697	Prbj.g_02299	Syaf.g_01808
OG0000698	Prbj.g_02296	Syaf.g_01811
OG0000699	Prbj.g_02294	Syaf.g_01813
OG0000700	Prbj.g_02293	Syaf.g_01814
OG0000701	Prbj.g_02292	Syaf.g_01815
OG0000702	Prbj.g_02284	Syaf.g_01843
OG0000703	Prbj.g_02283	Syaf.g_01844
OG0000704	Prbj.g_02281	Syaf.g_01846
OG0000705	Prbj.g_02275	Syaf.g_01853
OG0000706	Prbj.g_02274	Syaf.g_01854
OG0000707	Prbj.g_02273	Syaf.g_01855
OG0000708	Prbj.g_02271	Syaf.g_01858
OG0000709	Prbj.g_02264	Syaf.g_01867
OG0000710	Prbj.g_02260	Syaf.g_01878
OG0000711	Prbj.g_02237	Syaf.g_01908
OG0000712	Prbj.g_02236	Syaf.g_01910
OG0000713	Prbj.g_02235	Syaf.g_01911
OG0000714	Prbj.g_02231	Syaf.g_01913
OG0000715	Prbj.g_02229	Syaf.g_01915
OG0000716	Prbj.g_02225	Syaf.g_01919
OG0000717	Prbj.g_02224	Syaf.g_01920
OG0000718	Prbj.g_02219	Syaf.g_01924
OG0000719	Prbj.g_02217	Syaf.g_01926
OG0000720	Prbj.g_02204	Syaf.g_01939
OG0000721	Prbj.g_02203	Syaf.g_01941
OG0000722	Prbj.g_02202	Syaf.g_01942
OG0000723	Prbj.g_02198	Syaf.g_01957
OG0000724	Prbj.g_01843	Syaf.g_01418
OG0000725	Prbj.g_01836	Syaf.g_01445
OG0000726	Prbj.g_01835	Syaf.g_01446
OG0000727	Prbj.g_01834	Syaf.g_01447
OG0000728	Prbj.g_01833	Syaf.g_01449
OG0000729	Prbj.g_01289	Syaf.g_00405
OG0000730	Prbj.g_00343	Syaf.g_00026
OG0000731	Prbj.g_00333	Syaf.g_00014
OG0000732	Prbj.g_01220	Syaf.g_00444
OG0000733	Prbj.g_01997	Syaf.g_00615
OG0000734	Prbj.g_00627	Syaf.g_00895
OG0000735	Prbj.g_00953	Syaf.g_01273
OG0000736	Prbj.g_00954	Syaf.g_01274
OG0000737	Prbj.g_00955	Syaf.g_01275
OG0000738	Prbj.g_00962	Syaf.g_01280
OG0000739	Prbj.g_00964	Syaf.g_01281
OG0000740	Prbj.g_00965	Syaf.g_01282
OG0000741	Prbj.g_00968	Syaf.g_01285
OG0000742	Prbj.g_00970	Syaf.g_01287
OG0000743	Prbj.g_00972	Syaf.g_01289
OG0000744	Prbj.g_00973	Syaf.g_01290
OG0000745	Prbj.g_00846	Syaf.g_01293
OG0000746	Prbj.g_00844	Syaf.g_01295
OG0000747	Prbj.g_00843	Syaf.g_01296
OG0000748	Prbj.g_00831	Syaf.g_01307
OG0000749	Prbj.g_00830	Syaf.g_01309
OG0000750	Prbj.g_00829	Syaf.g_01310
OG0000751	Prbj.g_00305	Syaf.g_01317
OG0000752	Prbj.g_00308	Syaf.g_01319
OG0000753	Prbj.g_00311	Syaf.g_01322
OG0000754	Prbj.g_01910	Syaf.g_01611
OG0000755	Prbj.g_00002	Syaf.g_01599
OG0000756	Prbj.g_00003	Syaf.g_01598
OG0000757	Prbj.g_00010	Syaf.g_01590
OG0000758	Prbj.g_00011	Syaf.g_01589
OG0000759	Prbj.g_00012	Syaf.g_01588
OG0000760	Prbj.g_00013	Syaf.g_01587
OG0000761	Prbj.g_00014	Syaf.g_01586
OG0000762	Prbj.g_01908	Syaf.g_01584
OG0000763	Prbj.g_01906	Syaf.g_01582
OG0000764	Prbj.g_01905	Syaf.g_01581
OG0000765	Prbj.g_02163	Syaf.g_01564
OG0000766	Prbj.g_02164	Syaf.g_01563
OG0000767	Prbj.g_02166	Syaf.g_01561
OG0000768	Prbj.g_02167	Syaf.g_01560
OG0000769	Prbj.g_00313	Syaf.g_01558
OG0000770	Prbj.g_00019	Syaf.g_01553
OG0000771	Prbj.g_01848	Syaf.g_01411
OG0000772	Prbj.g_01679	Syaf.g_01705
OG0000773	Prbj.g_00161	Syaf.g_01268
OG0000774	Prbj.g_01719	Syaf.g_01263
OG0000775	Prbj.g_01721	Syaf.g_01261
OG0000776	Prbj.g_01722	Syaf.g_01260
OG0000777	Prbj.g_01723	Syaf.g_01259
OG0000778	Prbj.g_01724	Syaf.g_01258
OG0000779	Prbj.g_01729	Syaf.g_01252
OG0000780	Prbj.g_01732	Syaf.g_01249
OG0000781	Prbj.g_01736	Syaf.g_01245
OG0000782	Prbj.g_01737	Syaf.g_01244
OG0000783	Prbj.g_01738	Syaf.g_01243
OG0000784	Prbj.g_01739	Syaf.g_01242
OG0000785	Prbj.g_01741	Syaf.g_01240
OG0000786	Prbj.g_01744	Syaf.g_02546
OG0000787	Prbj.g_01745	Syaf.g_02547
OG0000788	Prbj.g_00094	Syaf.g_02297
OG0000789	Prbj.g_00687	Syaf.g_01750
OG0000790	Prbj.g_01643	Syaf.g_02738
OG0000791	Prbj.g_01645	Syaf.g_02740
OG0000792	Prbj.g_01646	Syaf.g_02741
OG0000793	Prbj.g_01650	Syaf.g_02746
OG0000794	Prbj.g_01651	Syaf.g_02747
OG0000795	Prbj.g_01652	Syaf.g_02748
OG0000796	Prbj.g_01656	Syaf.g_02752
OG0000797	Prbj.g_01657	Syaf.g_02753
OG0000798	Prbj.g_01402	Syaf.g_00240
OG0000799	Prbj.g_01304	Syaf.g_02380
OG0000800	Prbj.g_01303	Syaf.g_02383
OG0000801	Prbj.g_01302	Syaf.g_02384
OG0000802	Prbj.g_01293	Syaf.g_02388
OG0000803	Prbj.g_01041	Syaf.g_02393
OG0000804	Prbj.g_01043	Syaf.g_02396
OG0000805	Prbj.g_01045	Syaf.g_02398
OG0000806	Prbj.g_01047	Syaf.g_02405
OG0000807	Prbj.g_01049	Syaf.g_02406
OG0000808	Prbj.g_01050	Syaf.g_02407
OG0000809	Prbj.g_01054	Syaf.g_02410
OG0000810	Prbj.g_01055	Syaf.g_02411
OG0000811	Prbj.g_01067	Syaf.g_02420
OG0000812	Prbj.g_01069	Syaf.g_02422
OG0000813	Prbj.g_01070	Syaf.g_02423
OG0000814	Prbj.g_01072	Syaf.g_02425
OG0000815	Prbj.g_01073	Syaf.g_02426
OG0000816	Prbj.g_01075	Syaf.g_02428
OG0000817	Prbj.g_01076	Syaf.g_02429
OG0000818	Prbj.g_00631	Syaf.g_02442
OG0000819	Prbj.g_00632	Syaf.g_02443
OG0000820	Prbj.g_00633	Syaf.g_02444
OG0000821	Prbj.g_00640	Syaf.g_02450
OG0000822	Prbj.g_00642	Syaf.g_02452
OG0000823	Prbj.g_00643	Syaf.g_02453
OG0000824	Prbj.g_00647	Syaf.g_02459
OG0000825	Prbj.g_00648	Syaf.g_02460
OG0000826	Prbj.g_00649	Syaf.g_02461
OG0000827	Prbj.g_00650	Syaf.g_02462
OG0000828	Prbj.g_00653	Syaf.g_02465
OG0000829	Prbj.g_00654	Syaf.g_02466
OG0000830	Prbj.g_00655	Syaf.g_02467
OG0000831	Prbj.g_00657	Syaf.g_02470
OG0000832	Prbj.g_01684	Syaf.g_01109
OG0000833	Prbj.g_01692	Syaf.g_01100
OG0000834	Prbj.g_01693	Syaf.g_01098
OG0000835	Prbj.g_01694	Syaf.g_01097
OG0000836	Prbj.g_01696	Syaf.g_01093
OG0000837	Prbj.g_01697	Syaf.g_01091
OG0000838	Prbj.g_01700	Syaf.g_01087
OG0000839	Prbj.g_01701	Syaf.g_01086
OG0000840	Prbj.g_01702	Syaf.g_01085
OG0000841	Prbj.g_01703	Syaf.g_01084
OG0000842	Prbj.g_01704	Syaf.g_01083
OG0000843	Prbj.g_01705	Syaf.g_01082
OG0000844	Prbj.g_01707	Syaf.g_01080
OG0000845	Prbj.g_01708	Syaf.g_01079
OG0000846	Prbj.g_01709	Syaf.g_01078
OG0000847	Prbj.g_01710	Syaf.g_01077
OG0000848	Prbj.g_01711	Syaf.g_01075
OG0000849	Prbj.g_01712	Syaf.g_01074
OG0000850	Prbj.g_01713	Syaf.g_01072
OG0000851	Prbj.g_00888	Syaf.g_01061
OG0000852	Prbj.g_00887	Syaf.g_01060
OG0000853	Prbj.g_00882	Syaf.g_01056
OG0000854	Prbj.g_00880	Syaf.g_01054
OG0000855	Prbj.g_00879	Syaf.g_01053
OG0000856	Prbj.g_02561	Syaf.g_02328
OG0000857	Prbj.g_02429	Syaf.g_02031
OG0000858	Prbj.g_00868	Syaf.g_01047
OG0000859	Prbj.g_00867	Syaf.g_01046
OG0000860	Prbj.g_00855	Syaf.g_01031
OG0000861	Prbj.g_00854	Syaf.g_01030
OG0000862	Prbj.g_00852	Syaf.g_01029
OG0000863	Prbj.g_00495	Syaf.g_01026
OG0000864	Prbj.g_00494	Syaf.g_01025
OG0000865	Prbj.g_00493	Syaf.g_01024
OG0000866	Prbj.g_00492	Syaf.g_01023
OG0000867	Prbj.g_00491	Syaf.g_01022
OG0000868	Prbj.g_00489	Syaf.g_01019
OG0000869	Prbj.g_00486	Syaf.g_01014
OG0000870	Prbj.g_00481	Syaf.g_01009
OG0000871	Prbj.g_00480	Syaf.g_01008
OG0000872	Prbj.g_00478	Syaf.g_01001
OG0000873	Prbj.g_00475	Syaf.g_00998
OG0000874	Prbj.g_00471	Syaf.g_01002
OG0000875	Prbj.g_00470	Syaf.g_00996
OG0000876	Prbj.g_00469	Syaf.g_01198
OG0000877	Prbj.g_00466	Syaf.g_01188
OG0000878	Prbj.g_00465	Syaf.g_01187
OG0000879	Prbj.g_00464	Syaf.g_01186
OG0000880	Prbj.g_00463	Syaf.g_01185
OG0000881	Prbj.g_00458	Syaf.g_01179
OG0000882	Prbj.g_00453	Syaf.g_01174
OG0000883	Prbj.g_00451	Syaf.g_01172
OG0000884	Prbj.g_00449	Syaf.g_01170
OG0000885	Prbj.g_00448	Syaf.g_01169
OG0000886	Prbj.g_00447	Syaf.g_01168
OG0000887	Prbj.g_00446	Syaf.g_01167
OG0000888	Prbj.g_00444	Syaf.g_01165
OG0000889	Prbj.g_00442	Syaf.g_01163
OG0000890	Prbj.g_00428	Syaf.g_01157
OG0000891	Prbj.g_00427	Syaf.g_01156
OG0000892	Prbj.g_00425	Syaf.g_01154
OG0000893	Prbj.g_02660	Syaf.g_00178
OG0000894	Prbj.g_02656	Syaf.g_00175
OG0000895	Prbj.g_02651	Syaf.g_00171
OG0000896	Prbj.g_02650	Syaf.g_00170
OG0000897	Prbj.g_02648	Syaf.g_00168
OG0000898	Prbj.g_02647	Syaf.g_00167
OG0000899	Prbj.g_02646	Syaf.g_00166
OG0000900	Prbj.g_02645	Syaf.g_00165
OG0000901	Prbj.g_02641	Syaf.g_00160
OG0000902	Prbj.g_02639	Syaf.g_00158
OG0000903	Prbj.g_01027	Syaf.g_00141
OG0000904	Prbj.g_01032	Syaf.g_00146
OG0000905	Prbj.g_01034	Syaf.g_00151
OG0000906	Prbj.g_02635	Syaf.g_00154
OG0000907	Prbj.g_01025	Syaf.g_00139
OG0000908	Prbj.g_01022	Syaf.g_00136
OG0000909	Prbj.g_01021	Syaf.g_00135
OG0000910	Prbj.g_01020	Syaf.g_00134
OG0000911	Prbj.g_01018	Syaf.g_00132
OG0000912	Prbj.g_01017	Syaf.g_00131
OG0000913	Prbj.g_01016	Syaf.g_00130
OG0000914	Prbj.g_01015	Syaf.g_00129
OG0000915	Prbj.g_01014	Syaf.g_00127
OG0000916	Prbj.g_01013	Syaf.g_00126
OG0000917	Prbj.g_01012	Syaf.g_00125
OG0000918	Prbj.g_01011	Syaf.g_00124
OG0000919	Prbj.g_01010	Syaf.g_00123
OG0000920	Prbj.g_01009	Syaf.g_00122
OG0000921	Prbj.g_01008	Syaf.g_00121
OG0000922	Prbj.g_01007	Syaf.g_00120
OG0000923	Prbj.g_01003	Syaf.g_00116
OG0000924	Prbj.g_01002	Syaf.g_00115
OG0000925	Prbj.g_01001	Syaf.g_00114
OG0000926	Prbj.g_01000	Syaf.g_00113
OG0000927	Prbj.g_00998	Syaf.g_00111
OG0000928	Prbj.g_00997	Syaf.g_00110
OG0000929	Prbj.g_00996	Syaf.g_00109
OG0000930	Prbj.g_00995	Syaf.g_00108
OG0000931	Prbj.g_00994	Syaf.g_00107
OG0000932	Prbj.g_00993	Syaf.g_00106
OG0000933	Prbj.g_00988	Syaf.g_00100
OG0000934	Prbj.g_00986	Syaf.g_00098
OG0000935	Prbj.g_00985	Syaf.g_00097
OG0000936	Prbj.g_00984	Syaf.g_00096
OG0000937	Prbj.g_00983	Syaf.g_00095
OG0000938	Prbj.g_00414	Syaf.g_00092
OG0000939	Prbj.g_00413	Syaf.g_00091
OG0000940	Prbj.g_00404	Syaf.g_00084
OG0000941	Prbj.g_00402	Syaf.g_00082
OG0000942	Prbj.g_00400	Syaf.g_00080
OG0000943	Prbj.g_00399	Syaf.g_00079
OG0000944	Prbj.g_00397	Syaf.g_00077
OG0000945	Prbj.g_00395	Syaf.g_00075
OG0000946	Prbj.g_00368	Syaf.g_00070
OG0000947	Prbj.g_00365	Syaf.g_00067
OG0000948	Prbj.g_00364	Syaf.g_00066
OG0000949	Prbj.g_00361	Syaf.g_00337
OG0000950	Prbj.g_01501	Syaf.g_00351
OG0000951	Prbj.g_01506	Syaf.g_00358
OG0000952	Prbj.g_01513	Syaf.g_00363
OG0000953	Prbj.g_01517	Syaf.g_00367
OG0000954	Prbj.g_01577	Syaf.g_00372
OG0000955	Prbj.g_01578	Syaf.g_00373
OG0000956	Prbj.g_01580	Syaf.g_00375
OG0000957	Prbj.g_01596	Syaf.g_00386
OG0000958	Prbj.g_01597	Syaf.g_00387
OG0000959	Prbj.g_01821	Syaf.g_00391
OG0000960	Prbj.g_01820	Syaf.g_00392
OG0000961	Prbj.g_01809	Syaf.g_00402
OG0000962	Prbj.g_01290	Syaf.g_00404
OG0000963	Prbj.g_01285	Syaf.g_00409
OG0000964	Prbj.g_01284	Syaf.g_00410
OG0000965	Prbj.g_01283	Syaf.g_00411
OG0000966	Prbj.g_01250	Syaf.g_00421
OG0000967	Prbj.g_01244	Syaf.g_00426
OG0000968	Prbj.g_01241	Syaf.g_00417
OG0000969	Prbj.g_01239	Syaf.g_00423
OG0000970	Prbj.g_01238	Syaf.g_00424
OG0000971	Prbj.g_01236	Syaf.g_00429
OG0000972	Prbj.g_01235	Syaf.g_00430
OG0000973	Prbj.g_01234	Syaf.g_00431
OG0000974	Prbj.g_01233	Syaf.g_00432
OG0000975	Prbj.g_01232	Syaf.g_00433
OG0000976	Prbj.g_01231	Syaf.g_00434
OG0000977	Prbj.g_01229	Syaf.g_00436
OG0000978	Prbj.g_01228	Syaf.g_00437
OG0000979	Prbj.g_01225	Syaf.g_00440
OG0000980	Prbj.g_01221	Syaf.g_00443
OG0000981	Prbj.g_01218	Syaf.g_00446
OG0000982	Prbj.g_01956	Syaf.g_00645
OG0000983	Prbj.g_01957	Syaf.g_00644
OG0000984	Prbj.g_01958	Syaf.g_00643
OG0000985	Prbj.g_01962	Syaf.g_00641
OG0000986	Prbj.g_01964	Syaf.g_00639
OG0000987	Prbj.g_01966	Syaf.g_00637
OG0000988	Prbj.g_01970	Syaf.g_00633
OG0000989	Prbj.g_01980	Syaf.g_00624
OG0000990	Prbj.g_02002	Syaf.g_00606
OG0000991	Prbj.g_02005	Syaf.g_00604
OG0000992	Prbj.g_02008	Syaf.g_00601
OG0000993	Prbj.g_02009	Syaf.g_00600
OG0000994	Prbj.g_02012	Syaf.g_00597
OG0000995	Prbj.g_02021	Syaf.g_00592
OG0000996	Prbj.g_02034	Syaf.g_00543
OG0000997	Prbj.g_02043	Syaf.g_00532
OG0000998	Prbj.g_02045	Syaf.g_00530
OG0000999	Prbj.g_02046	Syaf.g_00529
OG0001000	Prbj.g_02049	Syaf.g_00526
OG0001001	Prbj.g_02053	Syaf.g_00521
OG0001002	Prbj.g_02060	Syaf.g_00515
OG0001003	Prbj.g_02062	Syaf.g_00514
OG0001004	Prbj.g_02063	Syaf.g_00513
OG0001005	Prbj.g_02065	Syaf.g_00510
OG0001006	Prbj.g_02071	Syaf.g_00500
OG0001007	Prbj.g_02073	Syaf.g_00498
OG0001008	Prbj.g_00101	Syaf.g_01215
OG0001009	Prbj.g_01199	Syaf.g_00466
OG0001010	Prbj.g_01200	Syaf.g_00465
OG0001011	Prbj.g_01202	Syaf.g_00463
OG0001012	Prbj.g_01953	Syaf.g_00649
OG0001013	Prbj.g_01928	Syaf.g_00669
OG0001014	Prbj.g_01919	Syaf.g_00691
OG0001015	Prbj.g_01918	Syaf.g_00692
OG0001016	Prbj.g_00569	Syaf.g_00958
OG0001017	Prbj.g_00575	Syaf.g_00952
OG0001018	Prbj.g_00577	Syaf.g_00950
OG0001019	Prbj.g_00590	Syaf.g_00931
OG0001020	Prbj.g_00596	Syaf.g_00926
OG0001021	Prbj.g_00600	Syaf.g_00922
OG0001022	Prbj.g_00605	Syaf.g_00918
OG0001023	Prbj.g_00606	Syaf.g_00917
OG0001024	Prbj.g_00610	Syaf.g_00913
OG0001025	Prbj.g_00617	Syaf.g_00906
OG0001026	Prbj.g_00630	Syaf.g_00893
OG0001027	Prbj.g_01550	Syaf.g_00884
OG0001028	Prbj.g_01552	Syaf.g_00882
OG0001029	Prbj.g_01554	Syaf.g_00880
OG0001030	Prbj.g_01535	Syaf.g_00860
OG0001031	Prbj.g_01143	Syaf.g_00784
OG0001032	Prbj.g_01146	Syaf.g_00781
OG0001034	Prbj.g_02608	Syaf.g_02787
OG0001035	Prbj.g_01360	Syaf.g_00207
OG0001036	Prbj.g_01364	Syaf.g_00212
OG0001037	Prbj.g_01366	Syaf.g_00214
OG0001038	Prbj.g_01403	Syaf.g_00242
OG0001039	Prbj.g_01406	Syaf.g_00245
OG0001040	Prbj.g_01409	Syaf.g_00248
OG0001041	Prbj.g_01414	Syaf.g_00253
OG0001042	Prbj.g_01439	Syaf.g_00275
OG0001043	Prbj.g_01441	Syaf.g_00279
OG0001044	Prbj.g_00342	Syaf.g_00024
OG0001045	Prbj.g_00330	Syaf.g_00011
OG0001046	Prbj.g_00874	Syaf.g_01894
OG0001047	Prbj.g_00103	Syaf.g_01217
OG0001048	Prbj.g_00104	Syaf.g_01218
OG0001049	Prbj.g_00107	Syaf.g_01226
OG0001050	Prbj.g_00108	Syaf.g_01227
OG0001051	Prbj.g_00109	Syaf.g_01228
OG0001052	Prbj.g_00132	Syaf.g_02502
OG0001053	Prbj.g_01627	Syaf.g_02718
OG0001054	Prbj.g_01609	Syaf.g_02701
OG0001056	Prbj.g_02132	Syaf.g_02649
OG0001057	Prbj.g_02144	Syaf.g_02638
OG0001058	Prbj.g_01863	Syaf.g_02624
OG0001059	Prbj.g_01867	Syaf.g_02620
OG0001060	Prbj.g_01874	Syaf.g_02614
OG0001061	Prbj.g_01802	Syaf.g_02590
OG0001062	Prbj.g_01800	Syaf.g_02588
OG0001063	Prbj.g_01796	Syaf.g_02583
OG0001064	Prbj.g_01795	Syaf.g_02582
OG0001065	Prbj.g_01794	Syaf.g_02581
OG0001066	Prbj.g_01793	Syaf.g_02580
OG0001067	Prbj.g_01792	Syaf.g_02579
OG0001068	Prbj.g_01791	Syaf.g_02578
OG0001069	Prbj.g_01790	Syaf.g_02577
OG0001070	Prbj.g_01786	Syaf.g_02574
OG0001071	Prbj.g_01785	Syaf.g_02573
OG0001072	Prbj.g_01782	Syaf.g_02569
OG0001073	Prbj.g_01763	Syaf.g_02555
OG0001074	Prbj.g_02544	Syaf.g_02365
OG0001075	Prbj.g_02545	Syaf.g_02363
OG0001076	Prbj.g_02553	Syaf.g_02337
OG0001077	Prbj.g_02563	Syaf.g_02325
OG0001078	Prbj.g_02574	Syaf.g_02309
OG0001079	Prbj.g_02593	Syaf.g_02296
OG0001080	Prbj.g_00794	Syaf.g_01740
OG0001081	Prbj.g_00804	Syaf.g_02144
OG0001082	Prbj.g_00805	Syaf.g_02143
OG0001083	Prbj.g_00813	Syaf.g_02136
OG0001084	Prbj.g_00815	Syaf.g_02135
OG0001085	Prbj.g_00825	Syaf.g_02125
