Orthogroup	Prbj	Syaj
OG0000543	Prbj.g_02095	Syaj.g_00104
OG0000544	Prbj.g_02096	Syaj.g_00105
OG0000545	Prbj.g_02097	Syaj.g_00107
OG0000546	Prbj.g_02099	Syaj.g_00109
OG0000547	Prbj.g_02101	Syaj.g_00111
OG0000548	Prbj.g_02102	Syaj.g_00112
OG0000549	Prbj.g_02108	Syaj.g_00118
OG0000550	Prbj.g_02113	Syaj.g_00123
OG0000551	Prbj.g_02117	Syaj.g_00128
OG0000552	Prbj.g_02118	Syaj.g_00129
OG0000553	Prbj.g_02123	Syaj.g_00133
OG0000554	Prbj.g_02128	Syaj.g_00145
OG0000555	Prbj.g_02146	Syaj.g_00163
OG0000556	Prbj.g_02666	Syaj.g_00167
OG0000557	Prbj.g_01858	Syaj.g_00178
OG0000558	Prbj.g_01861	Syaj.g_00181
OG0000559	Prbj.g_01865	Syaj.g_00185
OG0000560	Prbj.g_01868	Syaj.g_00188
OG0000561	Prbj.g_01869	Syaj.g_00189
OG0000562	Prbj.g_01870	Syaj.g_00190
OG0000563	Prbj.g_01871	Syaj.g_00191
OG0000564	Prbj.g_01872	Syaj.g_00192
OG0000565	Prbj.g_01875	Syaj.g_00195
OG0000566	Prbj.g_01879	Syaj.g_00199
OG0000567	Prbj.g_01883	Syaj.g_00203
OG0000568	Prbj.g_01885	Syaj.g_00207
OG0000569	Prbj.g_01807	Syaj.g_00208
OG0000570	Prbj.g_01806	Syaj.g_00209
OG0000571	Prbj.g_01803	Syaj.g_00213
OG0000572	Prbj.g_01787	Syaj.g_00230
OG0000573	Prbj.g_01780	Syaj.g_00238
OG0000574	Prbj.g_01779	Syaj.g_00242
OG0000575	Prbj.g_01770	Syaj.g_00247
OG0000576	Prbj.g_01768	Syaj.g_00249
OG0000577	Prbj.g_01767	Syaj.g_00250
OG0000578	Prbj.g_01766	Syaj.g_00251
OG0000579	Prbj.g_01765	Syaj.g_00252
OG0000580	Prbj.g_01764	Syaj.g_00253
OG0000581	Prbj.g_01760	Syaj.g_00261
OG0000582	Prbj.g_01756	Syaj.g_01338
OG0000583	Prbj.g_01755	Syaj.g_01337
OG0000584	Prbj.g_01754	Syaj.g_01336
OG0000585	Prbj.g_01752	Syaj.g_01334
OG0000586	Prbj.g_01750	Syaj.g_01333
OG0000587	Prbj.g_01748	Syaj.g_01331
OG0000588	Prbj.g_02547	Syaj.g_01313
OG0000589	Prbj.g_02550	Syaj.g_01308
OG0000590	Prbj.g_02551	Syaj.g_01307
OG0000591	Prbj.g_02558	Syaj.g_01299
OG0000592	Prbj.g_02559	Syaj.g_01298
OG0000593	Prbj.g_02569	Syaj.g_01287
OG0000594	Prbj.g_02570	Syaj.g_01286
OG0000595	Prbj.g_02571	Syaj.g_01285
OG0000596	Prbj.g_02576	Syaj.g_01280
OG0000597	Prbj.g_02579	Syaj.g_01277
OG0000598	Prbj.g_02580	Syaj.g_01276
OG0000599	Prbj.g_02590	Syaj.g_01273
OG0000600	Prbj.g_02591	Syaj.g_01272
OG0000601	Prbj.g_02592	Syaj.g_01271
OG0000602	Prbj.g_02596	Syaj.g_01266
OG0000603	Prbj.g_02597	Syaj.g_01265
OG0000604	Prbj.g_02598	Syaj.g_01262
OG0000605	Prbj.g_00792	Syaj.g_01153
OG0000606	Prbj.g_00803	Syaj.g_00698
OG0000607	Prbj.g_00806	Syaj.g_00702
OG0000608	Prbj.g_00807	Syaj.g_00703
OG0000609	Prbj.g_00809	Syaj.g_00705
OG0000610	Prbj.g_00818	Syaj.g_00714
OG0000611	Prbj.g_00821	Syaj.g_00717
OG0000612	Prbj.g_00822	Syaj.g_00718
OG0000613	Prbj.g_01466	Syaj.g_02500
OG0000614	Prbj.g_00946	Syaj.g_00480
OG0000615	Prbj.g_02373	Syaj.g_01065
OG0000616	Prbj.g_02057	Syaj.g_02245
OG0000617	Prbj.g_02184	Syaj.g_00952
OG0000618	Prbj.g_02185	Syaj.g_00951
OG0000619	Prbj.g_02186	Syaj.g_00950
OG0000620	Prbj.g_02190	Syaj.g_00945
OG0000621	Prbj.g_02191	Syaj.g_00944
OG0000622	Prbj.g_02192	Syaj.g_00943
OG0000623	Prbj.g_02193	Syaj.g_00942
OG0000624	Prbj.g_02194	Syaj.g_00940
OG0000625	Prbj.g_02195	Syaj.g_00939
OG0000626	Prbj.g_02196	Syaj.g_00938
OG0000627	Prbj.g_02320	Syaj.g_00765
OG0000628	Prbj.g_02319	Syaj.g_00766
OG0000629	Prbj.g_02316	Syaj.g_00769
OG0000630	Prbj.g_02312	Syaj.g_00773
OG0000631	Prbj.g_02306	Syaj.g_00786
OG0000632	Prbj.g_02305	Syaj.g_00787
OG0000633	Prbj.g_02304	Syaj.g_00789
OG0000634	Prbj.g_02408	Syaj.g_01030
OG0000635	Prbj.g_02409	Syaj.g_01029
OG0000636	Prbj.g_02411	Syaj.g_01024
OG0000637	Prbj.g_02413	Syaj.g_01022
OG0000638	Prbj.g_02414	Syaj.g_01021
OG0000639	Prbj.g_02415	Syaj.g_01020
OG0000640	Prbj.g_02416	Syaj.g_01019
OG0000641	Prbj.g_02420	Syaj.g_01015
OG0000642	Prbj.g_02421	Syaj.g_01014
OG0000643	Prbj.g_02422	Syaj.g_01012
OG0000644	Prbj.g_02423	Syaj.g_01011
OG0000645	Prbj.g_02424	Syaj.g_01009
OG0000646	Prbj.g_02427	Syaj.g_01006
OG0000647	Prbj.g_02430	Syaj.g_01004
OG0000648	Prbj.g_02432	Syaj.g_01001
OG0000649	Prbj.g_02433	Syaj.g_01000
OG0000650	Prbj.g_02434	Syaj.g_00999
OG0000651	Prbj.g_02435	Syaj.g_00998
OG0000652	Prbj.g_02436	Syaj.g_00997
OG0000653	Prbj.g_02438	Syaj.g_00991
OG0000654	Prbj.g_02439	Syaj.g_00990
OG0000655	Prbj.g_02440	Syaj.g_00989
OG0000656	Prbj.g_02443	Syaj.g_00986
OG0000657	Prbj.g_02476	Syaj.g_00382
OG0000658	Prbj.g_02478	Syaj.g_00379
OG0000659	Prbj.g_02479	Syaj.g_00378
OG0000660	Prbj.g_02483	Syaj.g_00374
OG0000661	Prbj.g_02485	Syaj.g_00372
OG0000662	Prbj.g_02487	Syaj.g_00370
OG0000663	Prbj.g_02490	Syaj.g_00367
OG0000664	Prbj.g_02491	Syaj.g_00358
OG0000665	Prbj.g_02504	Syaj.g_01243
OG0000666	Prbj.g_02507	Syaj.g_01154
OG0000667	Prbj.g_02514	Syaj.g_02661
OG0000668	Prbj.g_02215	Syaj.g_00816
OG0000669	Prbj.g_02523	Syaj.g_00730
OG0000670	Prbj.g_00044	Syaj.g_00733
OG0000671	Prbj.g_02335	Syaj.g_00735
OG0000672	Prbj.g_02338	Syaj.g_00739
OG0000673	Prbj.g_02341	Syaj.g_00742
OG0000674	Prbj.g_02343	Syaj.g_00744
OG0000675	Prbj.g_02344	Syaj.g_00757
OG0000676	Prbj.g_02352	Syaj.g_00759
OG0000677	Prbj.g_02354	Syaj.g_00760
OG0000678	Prbj.g_02359	Syaj.g_01075
OG0000679	Prbj.g_02379	Syaj.g_01061
OG0000680	Prbj.g_02380	Syaj.g_01060
OG0000681	Prbj.g_02382	Syaj.g_01057
OG0000682	Prbj.g_02383	Syaj.g_01056
OG0000683	Prbj.g_02384	Syaj.g_01055
OG0000684	Prbj.g_02397	Syaj.g_01051
OG0000685	Prbj.g_02395	Syaj.g_01049
OG0000686	Prbj.g_02394	Syaj.g_01048
OG0000687	Prbj.g_02393	Syaj.g_01047
OG0000688	Prbj.g_02399	Syaj.g_01041
OG0000689	Prbj.g_02400	Syaj.g_01039
OG0000690	Prbj.g_02401	Syaj.g_01038
OG0000691	Prbj.g_02402	Syaj.g_01037
OG0000692	Prbj.g_02403	Syaj.g_01036
OG0000693	Prbj.g_02404	Syaj.g_01034
OG0000694	Prbj.g_02405	Syaj.g_01033
OG0000695	Prbj.g_02302	Syaj.g_00791
OG0000696	Prbj.g_02301	Syaj.g_00792
OG0000697	Prbj.g_02299	Syaj.g_00932
OG0000698	Prbj.g_02296	Syaj.g_00929
OG0000699	Prbj.g_02294	Syaj.g_00928
OG0000700	Prbj.g_02293	Syaj.g_00927
OG0000701	Prbj.g_02292	Syaj.g_00926
OG0000702	Prbj.g_02284	Syaj.g_00916
OG0000703	Prbj.g_02283	Syaj.g_00915
OG0000704	Prbj.g_02281	Syaj.g_00913
OG0000705	Prbj.g_02275	Syaj.g_00906
OG0000706	Prbj.g_02274	Syaj.g_00905
OG0000707	Prbj.g_02273	Syaj.g_00904
OG0000708	Prbj.g_02271	Syaj.g_00901
OG0000709	Prbj.g_02264	Syaj.g_00872
OG0000710	Prbj.g_02260	Syaj.g_00867
OG0000711	Prbj.g_02237	Syaj.g_00839
OG0000712	Prbj.g_02236	Syaj.g_00837
OG0000713	Prbj.g_02235	Syaj.g_00836
OG0000714	Prbj.g_02231	Syaj.g_00834
OG0000715	Prbj.g_02229	Syaj.g_00832
OG0000716	Prbj.g_02225	Syaj.g_00825
OG0000717	Prbj.g_02224	Syaj.g_00824
OG0000718	Prbj.g_02219	Syaj.g_00820
OG0000719	Prbj.g_02217	Syaj.g_00818
OG0000720	Prbj.g_02204	Syaj.g_00805
OG0000721	Prbj.g_02203	Syaj.g_00803
OG0000722	Prbj.g_02202	Syaj.g_00802
OG0000723	Prbj.g_02198	Syaj.g_00934
OG0000724	Prbj.g_01843	Syaj.g_00421
OG0000725	Prbj.g_01836	Syaj.g_00430
OG0000726	Prbj.g_01835	Syaj.g_00431
OG0000727	Prbj.g_01834	Syaj.g_00432
OG0000728	Prbj.g_01833	Syaj.g_00434
OG0000729	Prbj.g_01289	Syaj.g_02397
OG0000730	Prbj.g_00343	Syaj.g_02802
OG0000731	Prbj.g_00333	Syaj.g_02814
OG0000732	Prbj.g_01220	Syaj.g_02315
OG0000733	Prbj.g_01997	Syaj.g_02151
OG0000734	Prbj.g_00627	Syaj.g_01895
OG0000735	Prbj.g_00953	Syaj.g_00286
OG0000736	Prbj.g_00954	Syaj.g_00287
OG0000737	Prbj.g_00955	Syaj.g_00288
OG0000738	Prbj.g_00962	Syaj.g_00293
OG0000739	Prbj.g_00964	Syaj.g_00295
OG0000740	Prbj.g_00965	Syaj.g_00296
OG0000741	Prbj.g_00968	Syaj.g_00299
OG0000742	Prbj.g_00970	Syaj.g_00301
OG0000743	Prbj.g_00972	Syaj.g_00303
OG0000744	Prbj.g_00973	Syaj.g_00304
OG0000745	Prbj.g_00846	Syaj.g_00306
OG0000746	Prbj.g_00844	Syaj.g_00308
OG0000747	Prbj.g_00843	Syaj.g_00309
OG0000748	Prbj.g_00831	Syaj.g_00319
OG0000749	Prbj.g_00830	Syaj.g_00322
OG0000750	Prbj.g_00829	Syaj.g_00323
OG0000751	Prbj.g_00305	Syaj.g_00331
OG0000752	Prbj.g_00308	Syaj.g_00333
OG0000753	Prbj.g_00311	Syaj.g_00336
OG0000754	Prbj.g_01910	Syaj.g_00643
OG0000755	Prbj.g_00002	Syaj.g_00631
OG0000756	Prbj.g_00003	Syaj.g_00625
OG0000757	Prbj.g_00010	Syaj.g_00614
OG0000758	Prbj.g_00011	Syaj.g_00613
OG0000759	Prbj.g_00012	Syaj.g_00612
OG0000760	Prbj.g_00013	Syaj.g_00611
OG0000761	Prbj.g_00014	Syaj.g_00609
OG0000762	Prbj.g_01908	Syaj.g_00603
OG0000763	Prbj.g_01906	Syaj.g_00597
OG0000764	Prbj.g_01905	Syaj.g_00596
OG0000765	Prbj.g_02163	Syaj.g_00577
OG0000766	Prbj.g_02164	Syaj.g_00576
OG0000767	Prbj.g_02166	Syaj.g_00574
OG0000768	Prbj.g_02167	Syaj.g_00573
OG0000769	Prbj.g_00313	Syaj.g_00571
OG0000770	Prbj.g_00019	Syaj.g_00567
OG0000771	Prbj.g_01848	Syaj.g_00415
OG0000772	Prbj.g_01679	Syaj.g_01208
OG0000773	Prbj.g_00161	Syaj.g_00280
OG0000774	Prbj.g_01719	Syaj.g_01502
OG0000775	Prbj.g_01721	Syaj.g_01504
OG0000776	Prbj.g_01722	Syaj.g_01505
OG0000777	Prbj.g_01723	Syaj.g_01506
OG0000778	Prbj.g_01724	Syaj.g_01507
OG0000779	Prbj.g_01729	Syaj.g_01513
OG0000780	Prbj.g_01732	Syaj.g_01517
OG0000781	Prbj.g_01736	Syaj.g_01521
OG0000782	Prbj.g_01737	Syaj.g_01522
OG0000783	Prbj.g_01738	Syaj.g_01524
OG0000784	Prbj.g_01739	Syaj.g_01525
OG0000785	Prbj.g_01741	Syaj.g_01526
OG0000786	Prbj.g_01744	Syaj.g_00265
OG0000787	Prbj.g_01745	Syaj.g_00264
OG0000788	Prbj.g_00094	Syaj.g_01270
OG0000789	Prbj.g_00687	Syaj.g_01121
OG0000790	Prbj.g_01643	Syaj.g_00054
OG0000791	Prbj.g_01645	Syaj.g_00053
OG0000792	Prbj.g_01646	Syaj.g_00052
OG0000793	Prbj.g_01650	Syaj.g_00047
OG0000794	Prbj.g_01651	Syaj.g_00046
OG0000795	Prbj.g_01652	Syaj.g_00045
OG0000796	Prbj.g_01656	Syaj.g_00039
OG0000797	Prbj.g_01657	Syaj.g_00038
OG0000798	Prbj.g_01402	Syaj.g_02568
OG0000799	Prbj.g_01304	Syaj.g_01352
OG0000800	Prbj.g_01303	Syaj.g_01354
OG0000801	Prbj.g_01302	Syaj.g_01355
OG0000802	Prbj.g_01293	Syaj.g_01359
OG0000803	Prbj.g_01041	Syaj.g_01363
OG0000804	Prbj.g_01043	Syaj.g_01366
OG0000805	Prbj.g_01045	Syaj.g_01369
OG0000806	Prbj.g_01047	Syaj.g_01370
OG0000807	Prbj.g_01049	Syaj.g_01372
OG0000808	Prbj.g_01050	Syaj.g_01373
OG0000809	Prbj.g_01054	Syaj.g_01376
OG0000810	Prbj.g_01055	Syaj.g_01377
OG0000811	Prbj.g_01067	Syaj.g_01385
OG0000812	Prbj.g_01069	Syaj.g_01387
OG0000813	Prbj.g_01070	Syaj.g_01388
OG0000814	Prbj.g_01072	Syaj.g_01390
OG0000815	Prbj.g_01073	Syaj.g_01391
OG0000816	Prbj.g_01075	Syaj.g_01392
OG0000817	Prbj.g_01076	Syaj.g_01393
OG0000818	Prbj.g_00631	Syaj.g_01399
OG0000819	Prbj.g_00632	Syaj.g_01400
OG0000820	Prbj.g_00633	Syaj.g_01401
OG0000821	Prbj.g_00640	Syaj.g_01412
OG0000822	Prbj.g_00642	Syaj.g_01414
OG0000823	Prbj.g_00643	Syaj.g_01415
OG0000824	Prbj.g_00647	Syaj.g_01421
OG0000825	Prbj.g_00648	Syaj.g_01422
OG0000826	Prbj.g_00649	Syaj.g_01423
OG0000827	Prbj.g_00650	Syaj.g_01424
OG0000828	Prbj.g_00653	Syaj.g_01427
OG0000829	Prbj.g_00654	Syaj.g_01428
OG0000830	Prbj.g_00655	Syaj.g_01429
OG0000831	Prbj.g_00657	Syaj.g_01431
OG0000832	Prbj.g_01684	Syaj.g_01635
OG0000833	Prbj.g_01692	Syaj.g_01647
OG0000834	Prbj.g_01693	Syaj.g_01649
OG0000835	Prbj.g_01694	Syaj.g_01650
OG0000836	Prbj.g_01696	Syaj.g_01654
OG0000837	Prbj.g_01697	Syaj.g_01661
OG0000838	Prbj.g_01700	Syaj.g_01665
OG0000839	Prbj.g_01701	Syaj.g_01666
OG0000840	Prbj.g_01702	Syaj.g_01667
OG0000841	Prbj.g_01703	Syaj.g_01668
OG0000842	Prbj.g_01704	Syaj.g_01669
OG0000843	Prbj.g_01705	Syaj.g_01670
OG0000844	Prbj.g_01707	Syaj.g_01680
OG0000845	Prbj.g_01708	Syaj.g_01681
OG0000846	Prbj.g_01709	Syaj.g_01682
OG0000847	Prbj.g_01710	Syaj.g_01683
OG0000848	Prbj.g_01711	Syaj.g_01685
OG0000849	Prbj.g_01712	Syaj.g_01686
OG0000850	Prbj.g_01713	Syaj.g_01689
OG0000851	Prbj.g_00888	Syaj.g_01694
OG0000852	Prbj.g_00887	Syaj.g_01695
OG0000853	Prbj.g_00882	Syaj.g_01699
OG0000854	Prbj.g_00880	Syaj.g_01701
OG0000855	Prbj.g_00879	Syaj.g_01702
OG0000856	Prbj.g_02561	Syaj.g_01296
OG0000857	Prbj.g_02429	Syaj.g_01005
OG0000858	Prbj.g_00868	Syaj.g_01708
OG0000859	Prbj.g_00867	Syaj.g_01709
OG0000860	Prbj.g_00855	Syaj.g_01723
OG0000861	Prbj.g_00854	Syaj.g_01724
OG0000862	Prbj.g_00852	Syaj.g_01725
OG0000863	Prbj.g_00495	Syaj.g_01728
OG0000864	Prbj.g_00494	Syaj.g_01729
OG0000865	Prbj.g_00493	Syaj.g_01730
OG0000866	Prbj.g_00492	Syaj.g_01731
OG0000867	Prbj.g_00491	Syaj.g_01732
OG0000868	Prbj.g_00489	Syaj.g_01734
OG0000869	Prbj.g_00486	Syaj.g_01742
OG0000870	Prbj.g_00481	Syaj.g_01747
OG0000871	Prbj.g_00480	Syaj.g_01748
OG0000872	Prbj.g_00478	Syaj.g_01756
OG0000873	Prbj.g_00475	Syaj.g_01759
OG0000874	Prbj.g_00471	Syaj.g_01754
OG0000875	Prbj.g_00470	Syaj.g_01762
OG0000876	Prbj.g_00469	Syaj.g_02084
OG0000877	Prbj.g_00466	Syaj.g_01586
OG0000878	Prbj.g_00465	Syaj.g_01587
OG0000879	Prbj.g_00464	Syaj.g_01588
OG0000880	Prbj.g_00463	Syaj.g_01589
OG0000881	Prbj.g_00458	Syaj.g_01595
OG0000882	Prbj.g_00453	Syaj.g_01599
OG0000883	Prbj.g_00451	Syaj.g_01601
OG0000884	Prbj.g_00449	Syaj.g_01603
OG0000885	Prbj.g_00448	Syaj.g_01604
OG0000886	Prbj.g_00447	Syaj.g_01605
OG0000887	Prbj.g_00446	Syaj.g_01606
OG0000888	Prbj.g_00444	Syaj.g_01608
OG0000889	Prbj.g_00442	Syaj.g_01610
OG0000890	Prbj.g_00428	Syaj.g_01615
OG0000891	Prbj.g_00427	Syaj.g_01616
OG0000892	Prbj.g_00425	Syaj.g_01620
OG0000893	Prbj.g_02660	Syaj.g_02636
OG0000894	Prbj.g_02656	Syaj.g_02639
OG0000895	Prbj.g_02651	Syaj.g_02643
OG0000896	Prbj.g_02650	Syaj.g_02644
OG0000897	Prbj.g_02648	Syaj.g_02646
OG0000898	Prbj.g_02647	Syaj.g_02647
OG0000899	Prbj.g_02646	Syaj.g_02648
OG0000900	Prbj.g_02645	Syaj.g_02649
OG0000901	Prbj.g_02641	Syaj.g_02654
OG0000902	Prbj.g_02639	Syaj.g_02656
OG0000903	Prbj.g_01027	Syaj.g_02689
OG0000904	Prbj.g_01032	Syaj.g_02684
OG0000905	Prbj.g_01034	Syaj.g_02678
OG0000906	Prbj.g_02635	Syaj.g_02676
OG0000907	Prbj.g_01025	Syaj.g_02692
OG0000908	Prbj.g_01022	Syaj.g_02695
OG0000909	Prbj.g_01021	Syaj.g_02696
OG0000910	Prbj.g_01020	Syaj.g_02697
OG0000911	Prbj.g_01018	Syaj.g_02699
OG0000912	Prbj.g_01017	Syaj.g_02700
OG0000913	Prbj.g_01016	Syaj.g_02701
OG0000914	Prbj.g_01015	Syaj.g_02702
OG0000915	Prbj.g_01014	Syaj.g_02704
OG0000916	Prbj.g_01013	Syaj.g_02705
OG0000917	Prbj.g_01012	Syaj.g_02706
OG0000918	Prbj.g_01011	Syaj.g_02707
OG0000919	Prbj.g_01010	Syaj.g_02708
OG0000920	Prbj.g_01009	Syaj.g_02709
OG0000921	Prbj.g_01008	Syaj.g_02710
OG0000922	Prbj.g_01007	Syaj.g_02711
OG0000923	Prbj.g_01003	Syaj.g_02715
OG0000924	Prbj.g_01002	Syaj.g_02716
OG0000925	Prbj.g_01001	Syaj.g_02717
OG0000926	Prbj.g_01000	Syaj.g_02718
OG0000927	Prbj.g_00998	Syaj.g_02720
OG0000928	Prbj.g_00997	Syaj.g_02721
OG0000929	Prbj.g_00996	Syaj.g_02722
OG0000930	Prbj.g_00995	Syaj.g_02723
OG0000931	Prbj.g_00994	Syaj.g_02724
OG0000932	Prbj.g_00993	Syaj.g_02725
OG0000933	Prbj.g_00988	Syaj.g_02731
OG0000934	Prbj.g_00986	Syaj.g_02733
OG0000935	Prbj.g_00985	Syaj.g_02734
OG0000936	Prbj.g_00984	Syaj.g_02735
OG0000937	Prbj.g_00983	Syaj.g_02736
OG0000938	Prbj.g_00414	Syaj.g_02739
OG0000939	Prbj.g_00413	Syaj.g_02740
OG0000940	Prbj.g_00404	Syaj.g_02747
OG0000941	Prbj.g_00402	Syaj.g_02749
OG0000942	Prbj.g_00400	Syaj.g_02751
OG0000943	Prbj.g_00399	Syaj.g_02752
OG0000944	Prbj.g_00397	Syaj.g_02754
OG0000945	Prbj.g_00395	Syaj.g_02756
OG0000946	Prbj.g_00368	Syaj.g_02761
OG0000947	Prbj.g_00365	Syaj.g_02764
OG0000948	Prbj.g_00364	Syaj.g_02765
OG0000949	Prbj.g_00361	Syaj.g_02474
OG0000950	Prbj.g_01501	Syaj.g_02459
OG0000951	Prbj.g_01506	Syaj.g_02452
OG0000952	Prbj.g_01513	Syaj.g_02446
OG0000953	Prbj.g_01517	Syaj.g_02442
OG0000954	Prbj.g_01577	Syaj.g_02435
OG0000955	Prbj.g_01578	Syaj.g_02434
OG0000956	Prbj.g_01580	Syaj.g_02432
OG0000957	Prbj.g_01596	Syaj.g_02419
OG0000958	Prbj.g_01597	Syaj.g_02418
OG0000959	Prbj.g_01821	Syaj.g_02413
OG0000960	Prbj.g_01820	Syaj.g_02412
OG0000961	Prbj.g_01809	Syaj.g_02402
OG0000962	Prbj.g_01290	Syaj.g_02398
OG0000963	Prbj.g_01285	Syaj.g_02393
OG0000964	Prbj.g_01284	Syaj.g_02392
OG0000965	Prbj.g_01283	Syaj.g_02391
OG0000966	Prbj.g_01250	Syaj.g_02370
OG0000967	Prbj.g_01244	Syaj.g_02334
OG0000968	Prbj.g_01241	Syaj.g_02363
OG0000969	Prbj.g_01239	Syaj.g_02338
OG0000970	Prbj.g_01238	Syaj.g_02337
OG0000971	Prbj.g_01236	Syaj.g_02331
OG0000972	Prbj.g_01235	Syaj.g_02330
OG0000973	Prbj.g_01234	Syaj.g_02329
OG0000974	Prbj.g_01233	Syaj.g_02328
OG0000975	Prbj.g_01232	Syaj.g_02327
OG0000976	Prbj.g_01231	Syaj.g_02326
OG0000977	Prbj.g_01229	Syaj.g_02324
OG0000978	Prbj.g_01228	Syaj.g_02322
OG0000979	Prbj.g_01225	Syaj.g_02319
OG0000980	Prbj.g_01221	Syaj.g_02316
OG0000981	Prbj.g_01218	Syaj.g_02313
OG0000982	Prbj.g_01956	Syaj.g_02112
OG0000983	Prbj.g_01957	Syaj.g_02113
OG0000984	Prbj.g_01958	Syaj.g_02114
OG0000985	Prbj.g_01962	Syaj.g_02116
OG0000986	Prbj.g_01964	Syaj.g_02123
OG0000987	Prbj.g_01966	Syaj.g_02125
OG0000988	Prbj.g_01970	Syaj.g_02131
OG0000989	Prbj.g_01980	Syaj.g_02142
OG0000990	Prbj.g_02002	Syaj.g_02165
OG0000991	Prbj.g_02005	Syaj.g_02168
OG0000992	Prbj.g_02008	Syaj.g_02171
OG0000993	Prbj.g_02009	Syaj.g_02173
OG0000994	Prbj.g_02012	Syaj.g_02177
OG0000995	Prbj.g_02021	Syaj.g_02182
OG0000996	Prbj.g_02034	Syaj.g_02221
OG0000997	Prbj.g_02043	Syaj.g_02228
OG0000998	Prbj.g_02045	Syaj.g_02230
OG0000999	Prbj.g_02046	Syaj.g_02231
OG0001000	Prbj.g_02049	Syaj.g_02236
OG0001001	Prbj.g_02053	Syaj.g_02241
OG0001002	Prbj.g_02060	Syaj.g_02248
OG0001003	Prbj.g_02062	Syaj.g_02250
OG0001004	Prbj.g_02063	Syaj.g_02251
OG0001005	Prbj.g_02065	Syaj.g_02252
OG0001006	Prbj.g_02071	Syaj.g_02260
OG0001007	Prbj.g_02073	Syaj.g_02262
OG0001008	Prbj.g_00101	Syaj.g_01554
OG0001009	Prbj.g_01199	Syaj.g_02294
OG0001010	Prbj.g_01200	Syaj.g_02295
OG0001011	Prbj.g_01202	Syaj.g_02296
OG0001012	Prbj.g_01953	Syaj.g_02108
OG0001014	Prbj.g_01919	Syaj.g_02083
OG0001015	Prbj.g_01918	Syaj.g_02082
OG0001016	Prbj.g_00569	Syaj.g_01824
OG0001017	Prbj.g_00575	Syaj.g_01830
OG0001018	Prbj.g_00577	Syaj.g_01832
OG0001019	Prbj.g_00590	Syaj.g_01849
OG0001020	Prbj.g_00596	Syaj.g_01862
OG0001021	Prbj.g_00600	Syaj.g_01867
OG0001022	Prbj.g_00605	Syaj.g_01872
OG0001023	Prbj.g_00606	Syaj.g_01873
OG0001024	Prbj.g_00610	Syaj.g_01877
OG0001025	Prbj.g_00617	Syaj.g_01884
OG0001026	Prbj.g_00630	Syaj.g_01897
OG0001027	Prbj.g_01550	Syaj.g_01903
OG0001028	Prbj.g_01552	Syaj.g_01905
OG0001029	Prbj.g_01554	Syaj.g_01907
OG0001030	Prbj.g_01535	Syaj.g_01933
OG0001031	Prbj.g_01143	Syaj.g_02012
OG0001032	Prbj.g_01146	Syaj.g_02015
OG0001033	Prbj.g_00287	Syaj.g_02044
OG0001034	Prbj.g_02608	Syaj.g_02875
OG0001035	Prbj.g_01360	Syaj.g_02603
OG0001036	Prbj.g_01364	Syaj.g_02599
OG0001037	Prbj.g_01366	Syaj.g_02597
OG0001038	Prbj.g_01403	Syaj.g_02567
OG0001039	Prbj.g_01406	Syaj.g_02564
OG0001040	Prbj.g_01409	Syaj.g_02561
OG0001041	Prbj.g_01414	Syaj.g_02556
OG0001042	Prbj.g_01439	Syaj.g_02527
OG0001043	Prbj.g_01441	Syaj.g_02523
OG0001044	Prbj.g_00342	Syaj.g_02804
OG0001045	Prbj.g_00330	Syaj.g_02817
OG0001046	Prbj.g_00874	Syaj.g_00851
OG0001047	Prbj.g_00103	Syaj.g_01552
OG0001048	Prbj.g_00104	Syaj.g_01551
OG0001049	Prbj.g_00107	Syaj.g_01548
OG0001050	Prbj.g_00108	Syaj.g_01547
OG0001051	Prbj.g_00109	Syaj.g_01546
OG0001052	Prbj.g_00132	Syaj.g_01448
OG0001053	Prbj.g_01627	Syaj.g_00075
OG0001054	Prbj.g_01609	Syaj.g_00092
OG0001055	Prbj.g_02103	Syaj.g_00113
OG0001056	Prbj.g_02132	Syaj.g_00149
OG0001057	Prbj.g_02144	Syaj.g_00160
OG0001058	Prbj.g_01863	Syaj.g_00183
OG0001059	Prbj.g_01867	Syaj.g_00187
OG0001060	Prbj.g_01874	Syaj.g_00193
OG0001061	Prbj.g_01802	Syaj.g_00214
OG0001062	Prbj.g_01800	Syaj.g_00216
OG0001063	Prbj.g_01796	Syaj.g_00222
OG0001064	Prbj.g_01795	Syaj.g_00223
OG0001065	Prbj.g_01794	Syaj.g_00224
OG0001066	Prbj.g_01793	Syaj.g_00225
OG0001067	Prbj.g_01792	Syaj.g_00226
OG0001068	Prbj.g_01791	Syaj.g_00227
OG0001069	Prbj.g_01790	Syaj.g_00228
OG0001070	Prbj.g_01786	Syaj.g_00231
OG0001071	Prbj.g_01785	Syaj.g_00232
OG0001072	Prbj.g_01782	Syaj.g_00236
OG0001073	Prbj.g_01763	Syaj.g_00254
OG0001074	Prbj.g_02544	Syaj.g_01327
OG0001075	Prbj.g_02545	Syaj.g_01325
OG0001076	Prbj.g_02553	Syaj.g_01305
OG0001077	Prbj.g_02563	Syaj.g_01294
OG0001078	Prbj.g_02574	Syaj.g_01282
OG0001079	Prbj.g_02593	Syaj.g_01269
OG0001080	Prbj.g_00794	Syaj.g_01135
