Orthogroup	Prbj	Prbh
OG0000538	Prbj.g_01605	Prbh.g_00329
OG0000539	Prbj.g_02088	Prbh.g_00328
OG0000540	Prbj.g_02089	Prbh.g_00327
OG0000541	Prbj.g_02090	Prbh.g_00326
OG0000542	Prbj.g_02093	Prbh.g_00325
OG0000543	Prbj.g_02095	Prbh.g_00323
OG0000544	Prbj.g_02096	Prbh.g_00322
OG0000545	Prbj.g_02097	Prbh.g_00320
OG0000546	Prbj.g_02099	Prbh.g_00317
OG0000547	Prbj.g_02101	Prbh.g_00315
OG0000548	Prbj.g_02102	Prbh.g_00314
OG0000549	Prbj.g_02108	Prbh.g_00311
OG0000550	Prbj.g_02113	Prbh.g_00306
OG0000551	Prbj.g_02117	Prbh.g_00303
OG0000552	Prbj.g_02118	Prbh.g_00302
OG0000553	Prbj.g_02123	Prbh.g_00301
OG0000554	Prbj.g_02128	Prbh.g_00295
OG0000555	Prbj.g_02146	Prbh.g_00288
OG0000556	Prbj.g_02666	Prbh.g_00286
OG0000557	Prbj.g_01858	Prbh.g_00285
OG0000558	Prbj.g_01861	Prbh.g_00283
OG0000559	Prbj.g_01865	Prbh.g_00279
OG0000560	Prbj.g_01868	Prbh.g_00276
OG0000561	Prbj.g_01869	Prbh.g_00275
OG0000562	Prbj.g_01870	Prbh.g_00274
OG0000563	Prbj.g_01871	Prbh.g_00273
OG0000564	Prbj.g_01872	Prbh.g_00272
OG0000565	Prbj.g_01875	Prbh.g_00269
OG0000566	Prbj.g_01879	Prbh.g_00265
OG0000567	Prbj.g_01883	Prbh.g_00261
OG0000568	Prbj.g_01885	Prbh.g_00260
OG0000569	Prbj.g_01807	Prbh.g_00259
OG0000570	Prbj.g_01806	Prbh.g_00258
OG0000571	Prbj.g_01803	Prbh.g_00256
OG0000572	Prbj.g_01787	Prbh.g_00244
OG0000573	Prbj.g_01780	Prbh.g_00238
OG0000574	Prbj.g_01779	Prbh.g_00237
OG0000575	Prbj.g_01770	Prbh.g_00233
OG0000576	Prbj.g_01768	Prbh.g_00231
OG0000577	Prbj.g_01767	Prbh.g_00230
OG0000578	Prbj.g_01766	Prbh.g_00229
OG0000579	Prbj.g_01765	Prbh.g_00228
OG0000580	Prbj.g_01764	Prbh.g_00227
OG0000581	Prbj.g_01760	Prbh.g_00224
OG0000582	Prbj.g_01756	Prbh.g_00221
OG0000583	Prbj.g_01755	Prbh.g_00220
OG0000584	Prbj.g_01754	Prbh.g_00219
OG0000585	Prbj.g_01752	Prbh.g_00217
OG0000586	Prbj.g_01750	Prbh.g_00216
OG0000587	Prbj.g_01748	Prbh.g_00215
OG0000588	Prbj.g_02547	Prbh.g_01465
OG0000589	Prbj.g_02550	Prbh.g_01462
OG0000590	Prbj.g_02551	Prbh.g_01461
OG0000591	Prbj.g_02558	Prbh.g_01457
OG0000592	Prbj.g_02559	Prbh.g_01456
OG0000593	Prbj.g_02569	Prbh.g_01221
OG0000594	Prbj.g_02570	Prbh.g_01220
OG0000595	Prbj.g_02571	Prbh.g_01219
OG0000596	Prbj.g_02576	Prbh.g_01216
OG0000597	Prbj.g_02579	Prbh.g_01213
OG0000598	Prbj.g_02580	Prbh.g_01212
OG0000599	Prbj.g_02590	Prbh.g_01209
OG0000600	Prbj.g_02591	Prbh.g_01208
OG0000601	Prbj.g_02592	Prbh.g_01207
OG0000602	Prbj.g_02596	Prbh.g_01205
OG0000603	Prbj.g_02597	Prbh.g_01204
OG0000604	Prbj.g_02598	Prbh.g_01203
OG0000605	Prbj.g_00792	Prbh.g_01202
OG0000606	Prbj.g_00803	Prbh.g_01199
OG0000607	Prbj.g_00806	Prbh.g_01196
OG0000608	Prbj.g_00807	Prbh.g_01195
OG0000609	Prbj.g_00809	Prbh.g_01194
OG0000610	Prbj.g_00818	Prbh.g_01188
OG0000611	Prbj.g_00821	Prbh.g_01185
OG0000612	Prbj.g_00822	Prbh.g_01184
OG0000613	Prbj.g_01466	Prbh.g_00907
OG0000614	Prbj.g_00946	Prbh.g_00928
OG0000615	Prbj.g_02373	Prbh.g_00939
OG0000616	Prbj.g_02057	Prbh.g_01487
OG0000617	Prbj.g_02184	Prbh.g_01167
OG0000618	Prbj.g_02185	Prbh.g_01166
OG0000619	Prbj.g_02186	Prbh.g_01165
OG0000620	Prbj.g_02190	Prbh.g_01162
OG0000621	Prbj.g_02191	Prbh.g_01161
OG0000622	Prbj.g_02192	Prbh.g_01160
OG0000623	Prbj.g_02193	Prbh.g_01159
OG0000624	Prbj.g_02194	Prbh.g_01157
OG0000625	Prbj.g_02195	Prbh.g_01156
OG0000626	Prbj.g_02196	Prbh.g_01155
OG0000627	Prbj.g_02320	Prbh.g_01154
OG0000628	Prbj.g_02319	Prbh.g_01153
OG0000629	Prbj.g_02316	Prbh.g_01151
OG0000630	Prbj.g_02312	Prbh.g_01148
OG0000631	Prbj.g_02306	Prbh.g_01056
OG0000632	Prbj.g_02305	Prbh.g_01057
OG0000633	Prbj.g_02304	Prbh.g_01058
OG0000634	Prbj.g_02408	Prbh.g_00949
OG0000635	Prbj.g_02409	Prbh.g_00950
OG0000636	Prbj.g_02411	Prbh.g_00952
OG0000637	Prbj.g_02413	Prbh.g_00954
OG0000638	Prbj.g_02414	Prbh.g_00955
OG0000639	Prbj.g_02415	Prbh.g_00956
OG0000640	Prbj.g_02416	Prbh.g_00957
OG0000641	Prbj.g_02420	Prbh.g_00961
OG0000642	Prbj.g_02421	Prbh.g_00962
OG0000643	Prbj.g_02422	Prbh.g_00963
OG0000644	Prbj.g_02423	Prbh.g_00964
OG0000645	Prbj.g_02424	Prbh.g_00965
OG0000646	Prbj.g_02427	Prbh.g_00967
OG0000647	Prbj.g_02430	Prbh.g_00969
OG0000648	Prbj.g_02432	Prbh.g_00971
OG0000649	Prbj.g_02433	Prbh.g_00972
OG0000650	Prbj.g_02434	Prbh.g_00973
OG0000651	Prbj.g_02435	Prbh.g_00974
OG0000652	Prbj.g_02436	Prbh.g_00975
OG0000653	Prbj.g_02438	Prbh.g_00977
OG0000654	Prbj.g_02439	Prbh.g_00978
OG0000655	Prbj.g_02440	Prbh.g_00979
OG0000656	Prbj.g_02443	Prbh.g_00982
OG0000657	Prbj.g_02476	Prbh.g_00989
OG0000658	Prbj.g_02478	Prbh.g_00991
OG0000659	Prbj.g_02479	Prbh.g_00992
OG0000660	Prbj.g_02483	Prbh.g_00996
OG0000661	Prbj.g_02485	Prbh.g_00998
OG0000662	Prbj.g_02487	Prbh.g_01001
OG0000663	Prbj.g_02490	Prbh.g_01003
OG0000664	Prbj.g_02491	Prbh.g_01004
OG0000665	Prbj.g_02504	Prbh.g_01010
OG0000666	Prbj.g_02507	Prbh.g_01011
OG0000667	Prbj.g_02514	Prbh.g_01015
OG0000668	Prbj.g_02215	Prbh.g_00857
OG0000669	Prbj.g_02523	Prbh.g_00868
OG0000670	Prbj.g_00044	Prbh.g_00871
OG0000671	Prbj.g_02335	Prbh.g_00873
OG0000672	Prbj.g_02338	Prbh.g_00876
OG0000673	Prbj.g_02341	Prbh.g_00879
OG0000674	Prbj.g_02343	Prbh.g_00881
OG0000675	Prbj.g_02344	Prbh.g_00882
OG0000676	Prbj.g_02352	Prbh.g_00884
OG0000677	Prbj.g_02354	Prbh.g_00885
OG0000678	Prbj.g_02359	Prbh.g_00887
OG0000679	Prbj.g_02379	Prbh.g_00891
OG0000680	Prbj.g_02380	Prbh.g_00892
OG0000681	Prbj.g_02382	Prbh.g_00895
OG0000682	Prbj.g_02383	Prbh.g_00896
OG0000683	Prbj.g_02384	Prbh.g_00897
OG0000684	Prbj.g_02397	Prbh.g_00898
OG0000685	Prbj.g_02395	Prbh.g_00900
OG0000686	Prbj.g_02394	Prbh.g_00901
OG0000687	Prbj.g_02393	Prbh.g_00902
OG0000688	Prbj.g_02399	Prbh.g_01179
OG0000689	Prbj.g_02400	Prbh.g_01178
OG0000690	Prbj.g_02401	Prbh.g_01177
OG0000691	Prbj.g_02402	Prbh.g_01176
OG0000692	Prbj.g_02403	Prbh.g_01174
OG0000693	Prbj.g_02404	Prbh.g_01173
OG0000694	Prbj.g_02405	Prbh.g_01172
OG0000695	Prbj.g_02302	Prbh.g_01060
OG0000696	Prbj.g_02301	Prbh.g_01061
OG0000697	Prbj.g_02299	Prbh.g_01062
OG0000698	Prbj.g_02296	Prbh.g_01065
OG0000699	Prbj.g_02294	Prbh.g_01066
OG0000700	Prbj.g_02293	Prbh.g_01067
OG0000701	Prbj.g_02292	Prbh.g_01068
OG0000702	Prbj.g_02284	Prbh.g_01070
OG0000703	Prbj.g_02283	Prbh.g_01071
OG0000704	Prbj.g_02281	Prbh.g_01073
OG0000705	Prbj.g_02275	Prbh.g_01079
OG0000706	Prbj.g_02274	Prbh.g_01080
OG0000707	Prbj.g_02273	Prbh.g_01081
OG0000708	Prbj.g_02271	Prbh.g_01083
OG0000709	Prbj.g_02264	Prbh.g_01087
OG0000710	Prbj.g_02260	Prbh.g_01090
OG0000711	Prbj.g_02237	Prbh.g_01106
OG0000712	Prbj.g_02236	Prbh.g_01107
OG0000713	Prbj.g_02235	Prbh.g_01108
OG0000714	Prbj.g_02231	Prbh.g_01109
OG0000715	Prbj.g_02229	Prbh.g_01111
OG0000716	Prbj.g_02225	Prbh.g_01113
OG0000717	Prbj.g_02224	Prbh.g_01114
OG0000718	Prbj.g_02219	Prbh.g_01116
OG0000719	Prbj.g_02217	Prbh.g_01118
OG0000720	Prbj.g_02204	Prbh.g_01129
OG0000721	Prbj.g_02203	Prbh.g_01133
OG0000722	Prbj.g_02202	Prbh.g_01134
OG0000723	Prbj.g_02198	Prbh.g_01138
OG0000724	Prbj.g_01843	Prbh.g_01036
OG0000725	Prbj.g_01836	Prbh.g_01030
OG0000726	Prbj.g_01835	Prbh.g_01029
OG0000727	Prbj.g_01834	Prbh.g_01028
OG0000728	Prbj.g_01833	Prbh.g_01026
OG0000729	Prbj.g_01289	Prbh.g_01351
OG0000730	Prbj.g_00343	Prbh.g_01325
OG0000731	Prbj.g_00333	Prbh.g_00432
OG0000733	Prbj.g_01997	Prbh.g_01867
OG0000734	Prbj.g_00627	Prbh.g_01299
OG0000735	Prbj.g_00953	Prbh.g_01297
OG0000736	Prbj.g_00954	Prbh.g_01296
OG0000737	Prbj.g_00955	Prbh.g_01295
OG0000738	Prbj.g_00962	Prbh.g_01291
OG0000739	Prbj.g_00964	Prbh.g_01290
OG0000740	Prbj.g_00965	Prbh.g_01289
OG0000741	Prbj.g_00968	Prbh.g_01287
OG0000742	Prbj.g_00970	Prbh.g_01284
OG0000743	Prbj.g_00972	Prbh.g_01282
OG0000744	Prbj.g_00973	Prbh.g_01280
OG0000745	Prbj.g_00846	Prbh.g_01279
OG0000746	Prbj.g_00844	Prbh.g_01277
OG0000747	Prbj.g_00843	Prbh.g_01276
OG0000748	Prbj.g_00831	Prbh.g_01272
OG0000749	Prbj.g_00830	Prbh.g_01271
OG0000750	Prbj.g_00829	Prbh.g_01270
OG0000751	Prbj.g_00305	Prbh.g_01267
OG0000752	Prbj.g_00308	Prbh.g_01265
OG0000753	Prbj.g_00311	Prbh.g_01262
OG0000754	Prbj.g_01910	Prbh.g_01260
OG0000755	Prbj.g_00002	Prbh.g_01254
OG0000756	Prbj.g_00003	Prbh.g_01253
OG0000757	Prbj.g_00010	Prbh.g_01246
OG0000758	Prbj.g_00011	Prbh.g_01245
OG0000759	Prbj.g_00012	Prbh.g_01244
OG0000760	Prbj.g_00013	Prbh.g_01243
OG0000761	Prbj.g_00014	Prbh.g_01242
OG0000762	Prbj.g_01908	Prbh.g_01241
OG0000763	Prbj.g_01906	Prbh.g_01239
OG0000764	Prbj.g_01905	Prbh.g_01238
OG0000765	Prbj.g_02163	Prbh.g_01230
OG0000766	Prbj.g_02164	Prbh.g_01229
OG0000767	Prbj.g_02166	Prbh.g_01227
OG0000768	Prbj.g_02167	Prbh.g_01226
OG0000769	Prbj.g_00313	Prbh.g_01224
OG0000770	Prbj.g_00019	Prbh.g_01451
OG0000771	Prbj.g_01848	Prbh.g_01397
OG0000772	Prbj.g_01679	Prbh.g_01845
OG0000773	Prbj.g_00161	Prbh.g_01364
OG0000774	Prbj.g_01719	Prbh.g_01366
OG0000775	Prbj.g_01721	Prbh.g_01368
OG0000776	Prbj.g_01722	Prbh.g_01369
OG0000777	Prbj.g_01723	Prbh.g_01370
OG0000778	Prbj.g_01724	Prbh.g_01371
OG0000779	Prbj.g_01729	Prbh.g_01375
OG0000780	Prbj.g_01732	Prbh.g_01376
OG0000781	Prbj.g_01736	Prbh.g_01379
OG0000782	Prbj.g_01737	Prbh.g_01380
OG0000783	Prbj.g_01738	Prbh.g_01381
OG0000784	Prbj.g_01739	Prbh.g_01382
OG0000785	Prbj.g_01741	Prbh.g_01384
OG0000786	Prbj.g_01744	Prbh.g_01387
OG0000787	Prbj.g_01745	Prbh.g_01388
OG0000788	Prbj.g_00094	Prbh.g_00206
OG0000789	Prbj.g_00687	Prbh.g_00196
OG0000790	Prbj.g_01643	Prbh.g_00014
OG0000791	Prbj.g_01645	Prbh.g_00016
OG0000792	Prbj.g_01646	Prbh.g_00017
OG0000793	Prbj.g_01650	Prbh.g_00021
OG0000794	Prbj.g_01651	Prbh.g_00022
OG0000795	Prbj.g_01652	Prbh.g_00023
OG0000796	Prbj.g_01656	Prbh.g_00027
OG0000797	Prbj.g_01657	Prbh.g_00028
OG0000798	Prbj.g_01402	Prbh.g_00033
OG0000799	Prbj.g_01304	Prbh.g_00079
OG0000800	Prbj.g_01303	Prbh.g_00080
OG0000801	Prbj.g_01302	Prbh.g_00081
OG0000802	Prbj.g_01293	Prbh.g_00083
OG0000803	Prbj.g_01041	Prbh.g_00085
OG0000804	Prbj.g_01043	Prbh.g_00086
OG0000805	Prbj.g_01045	Prbh.g_00088
OG0000806	Prbj.g_01047	Prbh.g_00090
OG0000807	Prbj.g_01049	Prbh.g_00091
OG0000808	Prbj.g_01050	Prbh.g_00092
OG0000809	Prbj.g_01054	Prbh.g_00094
OG0000810	Prbj.g_01055	Prbh.g_00095
OG0000811	Prbj.g_01067	Prbh.g_00102
OG0000812	Prbj.g_01069	Prbh.g_00104
OG0000813	Prbj.g_01070	Prbh.g_00105
OG0000814	Prbj.g_01072	Prbh.g_00107
OG0000815	Prbj.g_01073	Prbh.g_00108
OG0000816	Prbj.g_01075	Prbh.g_00110
OG0000817	Prbj.g_01076	Prbh.g_00111
OG0000818	Prbj.g_00631	Prbh.g_00116
OG0000819	Prbj.g_00632	Prbh.g_00117
OG0000820	Prbj.g_00633	Prbh.g_00118
OG0000821	Prbj.g_00640	Prbh.g_00122
OG0000822	Prbj.g_00642	Prbh.g_00123
OG0000823	Prbj.g_00643	Prbh.g_00124
OG0000824	Prbj.g_00647	Prbh.g_00127
OG0000825	Prbj.g_00648	Prbh.g_00128
OG0000826	Prbj.g_00649	Prbh.g_00129
OG0000827	Prbj.g_00650	Prbh.g_00130
OG0000828	Prbj.g_00653	Prbh.g_00133
OG0000829	Prbj.g_00654	Prbh.g_00134
OG0000830	Prbj.g_00655	Prbh.g_00135
OG0000831	Prbj.g_00657	Prbh.g_00137
OG0000832	Prbj.g_01684	Prbh.g_00147
OG0000833	Prbj.g_01692	Prbh.g_00156
OG0000834	Prbj.g_01693	Prbh.g_00157
OG0000835	Prbj.g_01694	Prbh.g_00158
OG0000836	Prbj.g_01696	Prbh.g_00159
OG0000837	Prbj.g_01697	Prbh.g_00160
OG0000838	Prbj.g_01700	Prbh.g_00163
OG0000839	Prbj.g_01701	Prbh.g_00164
OG0000840	Prbj.g_01702	Prbh.g_00165
OG0000841	Prbj.g_01703	Prbh.g_00166
OG0000842	Prbj.g_01704	Prbh.g_00167
OG0000843	Prbj.g_01705	Prbh.g_00168
OG0000844	Prbj.g_01707	Prbh.g_00169
OG0000845	Prbj.g_01708	Prbh.g_00170
OG0000846	Prbj.g_01709	Prbh.g_00171
OG0000847	Prbj.g_01710	Prbh.g_00172
OG0000848	Prbj.g_01711	Prbh.g_00173
OG0000849	Prbj.g_01712	Prbh.g_00174
OG0000850	Prbj.g_01713	Prbh.g_00176
OG0000851	Prbj.g_00888	Prbh.g_00177
OG0000852	Prbj.g_00887	Prbh.g_00178
OG0000853	Prbj.g_00882	Prbh.g_00183
OG0000854	Prbj.g_00880	Prbh.g_00185
OG0000855	Prbj.g_00879	Prbh.g_00186
OG0000856	Prbj.g_02561	Prbh.g_01454
OG0000857	Prbj.g_02429	Prbh.g_00968
OG0000858	Prbj.g_00868	Prbh.g_01789
OG0000859	Prbj.g_00867	Prbh.g_01788
OG0000860	Prbj.g_00855	Prbh.g_01780
OG0000861	Prbj.g_00854	Prbh.g_01779
OG0000862	Prbj.g_00852	Prbh.g_01778
OG0000863	Prbj.g_00495	Prbh.g_01776
OG0000864	Prbj.g_00494	Prbh.g_01775
OG0000865	Prbj.g_00493	Prbh.g_01774
OG0000866	Prbj.g_00492	Prbh.g_01773
OG0000867	Prbj.g_00491	Prbh.g_01772
OG0000868	Prbj.g_00489	Prbh.g_01770
OG0000869	Prbj.g_00486	Prbh.g_01767
OG0000870	Prbj.g_00481	Prbh.g_01762
OG0000871	Prbj.g_00480	Prbh.g_01761
OG0000872	Prbj.g_00478	Prbh.g_01760
OG0000873	Prbj.g_00475	Prbh.g_01757
OG0000874	Prbj.g_00471	Prbh.g_01754
OG0000875	Prbj.g_00470	Prbh.g_01752
OG0000876	Prbj.g_00469	Prbh.g_01751
OG0000877	Prbj.g_00466	Prbh.g_01749
OG0000878	Prbj.g_00465	Prbh.g_01748
OG0000879	Prbj.g_00464	Prbh.g_01747
OG0000880	Prbj.g_00463	Prbh.g_01746
OG0000881	Prbj.g_00458	Prbh.g_01742
OG0000882	Prbj.g_00453	Prbh.g_01737
OG0000883	Prbj.g_00451	Prbh.g_01735
OG0000884	Prbj.g_00449	Prbh.g_01733
OG0000885	Prbj.g_00448	Prbh.g_01732
OG0000886	Prbj.g_00447	Prbh.g_01731
OG0000887	Prbj.g_00446	Prbh.g_01730
OG0000888	Prbj.g_00444	Prbh.g_01728
OG0000889	Prbj.g_00442	Prbh.g_01726
OG0000890	Prbj.g_00428	Prbh.g_01725
OG0000891	Prbj.g_00427	Prbh.g_01724
OG0000892	Prbj.g_00425	Prbh.g_01723
OG0000893	Prbj.g_02660	Prbh.g_01719
OG0000894	Prbj.g_02656	Prbh.g_01716
OG0000895	Prbj.g_02651	Prbh.g_01712
OG0000896	Prbj.g_02650	Prbh.g_01711
OG0000897	Prbj.g_02648	Prbh.g_01709
OG0000898	Prbj.g_02647	Prbh.g_01708
OG0000899	Prbj.g_02646	Prbh.g_01707
OG0000900	Prbj.g_02645	Prbh.g_01706
OG0000901	Prbj.g_02641	Prbh.g_01703
OG0000902	Prbj.g_02639	Prbh.g_01701
OG0000903	Prbj.g_01027	Prbh.g_01697
OG0000904	Prbj.g_01032	Prbh.g_01692
OG0000905	Prbj.g_01034	Prbh.g_01699
OG0000906	Prbj.g_02635	Prbh.g_01700
OG0000907	Prbj.g_01025	Prbh.g_01687
OG0000908	Prbj.g_01022	Prbh.g_01684
OG0000909	Prbj.g_01021	Prbh.g_01683
OG0000910	Prbj.g_01020	Prbh.g_01682
OG0000911	Prbj.g_01018	Prbh.g_01680
OG0000912	Prbj.g_01017	Prbh.g_01679
OG0000913	Prbj.g_01016	Prbh.g_01678
OG0000914	Prbj.g_01015	Prbh.g_01677
OG0000915	Prbj.g_01014	Prbh.g_01676
OG0000916	Prbj.g_01013	Prbh.g_01675
OG0000917	Prbj.g_01012	Prbh.g_01674
OG0000918	Prbj.g_01011	Prbh.g_01673
OG0000919	Prbj.g_01010	Prbh.g_01672
OG0000920	Prbj.g_01009	Prbh.g_01671
OG0000921	Prbj.g_01008	Prbh.g_01670
OG0000922	Prbj.g_01007	Prbh.g_01669
OG0000923	Prbj.g_01003	Prbh.g_01665
OG0000924	Prbj.g_01002	Prbh.g_01664
OG0000925	Prbj.g_01001	Prbh.g_01663
OG0000926	Prbj.g_01000	Prbh.g_01662
OG0000927	Prbj.g_00998	Prbh.g_01660
OG0000928	Prbj.g_00997	Prbh.g_01659
OG0000929	Prbj.g_00996	Prbh.g_01658
OG0000930	Prbj.g_00995	Prbh.g_01657
OG0000931	Prbj.g_00994	Prbh.g_01656
OG0000932	Prbj.g_00993	Prbh.g_01655
OG0000933	Prbj.g_00988	Prbh.g_01651
OG0000934	Prbj.g_00986	Prbh.g_01649
OG0000935	Prbj.g_00985	Prbh.g_01648
OG0000936	Prbj.g_00984	Prbh.g_01647
OG0000937	Prbj.g_00983	Prbh.g_01646
OG0000938	Prbj.g_00414	Prbh.g_01643
OG0000939	Prbj.g_00413	Prbh.g_01642
OG0000940	Prbj.g_00404	Prbh.g_01635
OG0000941	Prbj.g_00402	Prbh.g_01633
OG0000942	Prbj.g_00400	Prbh.g_01631
OG0000943	Prbj.g_00399	Prbh.g_01630
OG0000944	Prbj.g_00397	Prbh.g_01628
OG0000945	Prbj.g_00395	Prbh.g_01627
OG0000946	Prbj.g_00368	Prbh.g_01621
OG0000947	Prbj.g_00365	Prbh.g_01619
OG0000948	Prbj.g_00364	Prbh.g_01618
OG0000949	Prbj.g_00361	Prbh.g_01615
OG0000950	Prbj.g_01501	Prbh.g_01608
OG0000951	Prbj.g_01506	Prbh.g_01604
OG0000952	Prbj.g_01513	Prbh.g_01600
OG0000953	Prbj.g_01517	Prbh.g_01596
OG0000954	Prbj.g_01577	Prbh.g_01592
OG0000955	Prbj.g_01578	Prbh.g_01591
OG0000956	Prbj.g_01580	Prbh.g_01589
OG0000957	Prbj.g_01596	Prbh.g_01583
OG0000958	Prbj.g_01597	Prbh.g_01582
OG0000959	Prbj.g_01821	Prbh.g_01578
OG0000960	Prbj.g_01820	Prbh.g_01577
OG0000961	Prbj.g_01809	Prbh.g_01574
OG0000962	Prbj.g_01290	Prbh.g_01572
OG0000963	Prbj.g_01285	Prbh.g_01568
OG0000964	Prbj.g_01284	Prbh.g_01567
OG0000965	Prbj.g_01283	Prbh.g_01566
OG0000966	Prbj.g_01250	Prbh.g_01560
OG0000967	Prbj.g_01244	Prbh.g_01556
OG0000968	Prbj.g_01241	Prbh.g_01554
OG0000969	Prbj.g_01239	Prbh.g_01553
OG0000970	Prbj.g_01238	Prbh.g_01552
OG0000971	Prbj.g_01236	Prbh.g_01551
OG0000972	Prbj.g_01235	Prbh.g_01550
OG0000973	Prbj.g_01234	Prbh.g_01549
OG0000974	Prbj.g_01233	Prbh.g_01548
OG0000975	Prbj.g_01232	Prbh.g_01547
OG0000976	Prbj.g_01231	Prbh.g_01546
OG0000977	Prbj.g_01229	Prbh.g_01545
OG0000978	Prbj.g_01228	Prbh.g_01544
OG0000979	Prbj.g_01225	Prbh.g_01541
OG0000980	Prbj.g_01221	Prbh.g_01539
OG0000981	Prbj.g_01218	Prbh.g_01536
OG0000982	Prbj.g_01956	Prbh.g_01534
OG0000983	Prbj.g_01957	Prbh.g_01533
OG0000984	Prbj.g_01958	Prbh.g_01532
OG0000985	Prbj.g_01962	Prbh.g_01529
OG0000986	Prbj.g_01964	Prbh.g_01527
OG0000987	Prbj.g_01966	Prbh.g_01526
OG0000988	Prbj.g_01970	Prbh.g_01523
OG0000989	Prbj.g_01980	Prbh.g_01519
OG0000990	Prbj.g_02002	Prbh.g_01514
OG0000991	Prbj.g_02005	Prbh.g_01513
OG0000992	Prbj.g_02008	Prbh.g_01510
OG0000993	Prbj.g_02009	Prbh.g_01509
OG0000994	Prbj.g_02012	Prbh.g_01508
OG0000995	Prbj.g_02021	Prbh.g_01504
OG0000996	Prbj.g_02034	Prbh.g_01503
OG0000997	Prbj.g_02043	Prbh.g_01501
OG0000998	Prbj.g_02045	Prbh.g_01499
OG0000999	Prbj.g_02046	Prbh.g_01498
OG0001000	Prbj.g_02049	Prbh.g_01495
OG0001001	Prbj.g_02053	Prbh.g_01490
OG0001002	Prbj.g_02060	Prbh.g_01485
OG0001003	Prbj.g_02062	Prbh.g_01484
OG0001004	Prbj.g_02063	Prbh.g_01483
OG0001005	Prbj.g_02065	Prbh.g_01482
OG0001006	Prbj.g_02071	Prbh.g_01478
OG0001007	Prbj.g_02073	Prbh.g_01476
OG0001008	Prbj.g_00101	Prbh.g_00395
OG0001009	Prbj.g_01199	Prbh.g_00753
OG0001010	Prbj.g_01200	Prbh.g_00752
OG0001011	Prbj.g_01202	Prbh.g_00751
OG0001012	Prbj.g_01953	Prbh.g_00739
OG0001013	Prbj.g_01928	Prbh.g_00732
OG0001014	Prbj.g_01919	Prbh.g_00729
OG0001015	Prbj.g_01918	Prbh.g_00728
OG0001016	Prbj.g_00569	Prbh.g_00709
OG0001017	Prbj.g_00575	Prbh.g_00705
OG0001018	Prbj.g_00577	Prbh.g_00703
OG0001019	Prbj.g_00590	Prbh.g_00694
OG0001020	Prbj.g_00596	Prbh.g_00693
OG0001021	Prbj.g_00600	Prbh.g_00692
OG0001022	Prbj.g_00605	Prbh.g_00689
OG0001023	Prbj.g_00606	Prbh.g_00688
OG0001024	Prbj.g_00610	Prbh.g_00685
OG0001025	Prbj.g_00617	Prbh.g_00678
OG0001026	Prbj.g_00630	Prbh.g_00670
OG0001027	Prbj.g_01550	Prbh.g_00669
OG0001028	Prbj.g_01552	Prbh.g_00667
OG0001029	Prbj.g_01554	Prbh.g_00666
OG0001030	Prbj.g_01535	Prbh.g_00650
OG0001031	Prbj.g_01143	Prbh.g_00596
OG0001032	Prbj.g_01146	Prbh.g_00595
OG0001033	Prbj.g_00287	Prbh.g_00574
OG0001034	Prbj.g_02608	Prbh.g_00544
OG0001035	Prbj.g_01360	Prbh.g_00524
OG0001036	Prbj.g_01364	Prbh.g_00520
OG0001037	Prbj.g_01366	Prbh.g_00519
OG0001038	Prbj.g_01403	Prbh.g_00501
OG0001039	Prbj.g_01406	Prbh.g_00498
OG0001040	Prbj.g_01409	Prbh.g_00496
OG0001041	Prbj.g_01414	Prbh.g_00491
OG0001042	Prbj.g_01439	Prbh.g_00474
OG0001043	Prbj.g_01441	Prbh.g_00473
OG0001044	Prbj.g_00342	Prbh.g_00440
OG0001045	Prbj.g_00330	Prbh.g_00430
OG0001046	Prbj.g_00874	Prbh.g_01877
OG0001047	Prbj.g_00103	Prbh.g_00393
OG0001048	Prbj.g_00104	Prbh.g_00392
OG0001049	Prbj.g_00107	Prbh.g_00390
OG0001050	Prbj.g_00108	Prbh.g_00389
OG0001051	Prbj.g_00109	Prbh.g_00388
OG0001052	Prbj.g_00132	Prbh.g_00360
OG0001053	Prbj.g_01627	Prbh.g_00348
OG0001054	Prbj.g_01609	Prbh.g_00333
OG0001055	Prbj.g_02103	Prbh.g_00313
OG0001056	Prbj.g_02132	Prbh.g_00293
OG0001057	Prbj.g_02144	Prbh.g_00289
OG0001058	Prbj.g_01863	Prbh.g_00281
OG0001059	Prbj.g_01867	Prbh.g_00277
OG0001060	Prbj.g_01874	Prbh.g_00270
OG0001061	Prbj.g_01802	Prbh.g_00255
OG0001062	Prbj.g_01800	Prbh.g_00253
OG0001063	Prbj.g_01796	Prbh.g_00251
OG0001064	Prbj.g_01795	Prbh.g_00250
OG0001065	Prbj.g_01794	Prbh.g_00249
OG0001066	Prbj.g_01793	Prbh.g_00248
OG0001067	Prbj.g_01792	Prbh.g_00247
OG0001068	Prbj.g_01791	Prbh.g_00246
OG0001069	Prbj.g_01790	Prbh.g_00245
OG0001070	Prbj.g_01786	Prbh.g_00243
OG0001071	Prbj.g_01785	Prbh.g_00242
OG0001072	Prbj.g_01782	Prbh.g_00240
OG0001073	Prbj.g_01763	Prbh.g_00226
OG0001074	Prbj.g_02544	Prbh.g_00214
OG0001075	Prbj.g_02545	Prbh.g_00213
