Orthogroup	Prbj	Syao
OG0000564	Prbj.g_01872	Syao.g_00853
OG0000565	Prbj.g_01875	Syao.g_00849
OG0000566	Prbj.g_01879	Syao.g_00845
OG0000567	Prbj.g_01883	Syao.g_00841
OG0000568	Prbj.g_01885	Syao.g_00839
OG0000569	Prbj.g_01807	Syao.g_00838
OG0000570	Prbj.g_01806	Syao.g_00837
OG0000571	Prbj.g_01803	Syao.g_00834
OG0000572	Prbj.g_01787	Syao.g_01033
OG0000573	Prbj.g_01780	Syao.g_01022
OG0000574	Prbj.g_01779	Syao.g_01021
OG0000575	Prbj.g_01770	Syao.g_01000
OG0000576	Prbj.g_01768	Syao.g_00996
OG0000577	Prbj.g_01767	Syao.g_00995
OG0000578	Prbj.g_01766	Syao.g_00994
OG0000579	Prbj.g_01765	Syao.g_00993
OG0000580	Prbj.g_01764	Syao.g_00992
OG0000581	Prbj.g_01760	Syao.g_01059
OG0000582	Prbj.g_01756	Syao.g_01204
OG0000583	Prbj.g_01755	Syao.g_01205
OG0000584	Prbj.g_01754	Syao.g_01206
OG0000585	Prbj.g_01752	Syao.g_01054
OG0000586	Prbj.g_01750	Syao.g_01055
OG0000587	Prbj.g_01748	Syao.g_01057
OG0000588	Prbj.g_02547	Syao.g_00406
OG0000589	Prbj.g_02550	Syao.g_01342
OG0000590	Prbj.g_02551	Syao.g_01341
OG0000591	Prbj.g_02558	Syao.g_01330
OG0000592	Prbj.g_02559	Syao.g_01329
OG0000593	Prbj.g_02569	Syao.g_00890
OG0000594	Prbj.g_02570	Syao.g_00891
OG0000595	Prbj.g_02571	Syao.g_00892
OG0000596	Prbj.g_02576	Syao.g_00897
OG0000597	Prbj.g_02579	Syao.g_00900
OG0000598	Prbj.g_02580	Syao.g_00901
OG0000599	Prbj.g_02590	Syao.g_00908
OG0000600	Prbj.g_02591	Syao.g_00909
OG0000601	Prbj.g_02592	Syao.g_00910
OG0000602	Prbj.g_02596	Syao.g_00914
OG0000603	Prbj.g_02597	Syao.g_00915
OG0000604	Prbj.g_02598	Syao.g_00918
OG0000606	Prbj.g_00803	Syao.g_00924
OG0000607	Prbj.g_00806	Syao.g_00927
OG0000608	Prbj.g_00807	Syao.g_00928
OG0000609	Prbj.g_00809	Syao.g_00930
OG0000610	Prbj.g_00818	Syao.g_00940
OG0000611	Prbj.g_00821	Syao.g_00943
OG0000612	Prbj.g_00822	Syao.g_00944
OG0000613	Prbj.g_01466	Syao.g_01979
OG0000614	Prbj.g_00946	Syao.g_00375
OG0000615	Prbj.g_02373	Syao.g_00978
OG0000616	Prbj.g_02057	Syao.g_02342
OG0000617	Prbj.g_02184	Syao.g_00486
OG0000618	Prbj.g_02185	Syao.g_00485
OG0000619	Prbj.g_02186	Syao.g_00484
OG0000620	Prbj.g_02190	Syao.g_00479
OG0000621	Prbj.g_02191	Syao.g_00478
OG0000622	Prbj.g_02192	Syao.g_00476
OG0000623	Prbj.g_02193	Syao.g_00475
OG0000624	Prbj.g_02194	Syao.g_00473
OG0000625	Prbj.g_02195	Syao.g_00472
OG0000626	Prbj.g_02196	Syao.g_00471
OG0000627	Prbj.g_02320	Syao.g_00567
OG0000628	Prbj.g_02319	Syao.g_00566
OG0000629	Prbj.g_02316	Syao.g_00590
OG0000630	Prbj.g_02312	Syao.g_00585
OG0000631	Prbj.g_02306	Syao.g_00644
OG0000632	Prbj.g_02305	Syao.g_00643
OG0000633	Prbj.g_02304	Syao.g_00642
OG0000634	Prbj.g_02408	Syao.g_00752
OG0000635	Prbj.g_02409	Syao.g_00753
OG0000636	Prbj.g_02411	Syao.g_00755
OG0000637	Prbj.g_02413	Syao.g_00757
OG0000638	Prbj.g_02414	Syao.g_00758
OG0000639	Prbj.g_02415	Syao.g_00759
OG0000640	Prbj.g_02416	Syao.g_00760
OG0000641	Prbj.g_02420	Syao.g_00764
OG0000642	Prbj.g_02421	Syao.g_00765
OG0000643	Prbj.g_02422	Syao.g_00767
OG0000644	Prbj.g_02423	Syao.g_00768
OG0000645	Prbj.g_02424	Syao.g_00770
OG0000646	Prbj.g_02427	Syao.g_00773
OG0000647	Prbj.g_02430	Syao.g_00775
OG0000648	Prbj.g_02432	Syao.g_00777
OG0000649	Prbj.g_02433	Syao.g_00778
OG0000650	Prbj.g_02434	Syao.g_00779
OG0000651	Prbj.g_02435	Syao.g_00780
OG0000652	Prbj.g_02436	Syao.g_00781
OG0000653	Prbj.g_02438	Syao.g_00783
OG0000654	Prbj.g_02439	Syao.g_00784
OG0000655	Prbj.g_02440	Syao.g_00785
OG0000656	Prbj.g_02443	Syao.g_00789
OG0000657	Prbj.g_02476	Syao.g_00435
OG0000658	Prbj.g_02478	Syao.g_00560
OG0000659	Prbj.g_02479	Syao.g_00559
OG0000660	Prbj.g_02483	Syao.g_00555
OG0000661	Prbj.g_02485	Syao.g_00553
OG0000662	Prbj.g_02487	Syao.g_00535
OG0000663	Prbj.g_02490	Syao.g_00532
OG0000664	Prbj.g_02491	Syao.g_00530
OG0000665	Prbj.g_02504	Syao.g_01436
OG0000666	Prbj.g_02507	Syao.g_02120
OG0000667	Prbj.g_02514	Syao.g_01375
OG0000668	Prbj.g_02215	Syao.g_02678
OG0000669	Prbj.g_02523	Syao.g_00955
OG0000670	Prbj.g_00044	Syao.g_00958
OG0000671	Prbj.g_02335	Syao.g_00960
OG0000672	Prbj.g_02338	Syao.g_00963
OG0000673	Prbj.g_02341	Syao.g_00966
OG0000674	Prbj.g_02343	Syao.g_00968
OG0000675	Prbj.g_02344	Syao.g_00969
OG0000676	Prbj.g_02352	Syao.g_00971
OG0000677	Prbj.g_02354	Syao.g_00972
OG0000678	Prbj.g_02359	Syao.g_00974
OG0000679	Prbj.g_02379	Syao.g_00981
OG0000680	Prbj.g_02380	Syao.g_00982
OG0000681	Prbj.g_02382	Syao.g_00985
OG0000682	Prbj.g_02383	Syao.g_00986
OG0000683	Prbj.g_02384	Syao.g_00987
OG0000684	Prbj.g_02397	Syao.g_00990
OG0000685	Prbj.g_02395	Syao.g_00733
OG0000686	Prbj.g_02394	Syao.g_00734
OG0000687	Prbj.g_02393	Syao.g_00735
OG0000688	Prbj.g_02399	Syao.g_00741
OG0000689	Prbj.g_02400	Syao.g_00743
OG0000690	Prbj.g_02401	Syao.g_00744
OG0000691	Prbj.g_02402	Syao.g_00745
OG0000692	Prbj.g_02403	Syao.g_00747
OG0000693	Prbj.g_02404	Syao.g_00748
OG0000694	Prbj.g_02405	Syao.g_00749
OG0000695	Prbj.g_02302	Syao.g_00639
OG0000696	Prbj.g_02301	Syao.g_00638
OG0000697	Prbj.g_02299	Syao.g_00636
OG0000698	Prbj.g_02296	Syao.g_00633
OG0000699	Prbj.g_02294	Syao.g_00631
OG0000700	Prbj.g_02293	Syao.g_00630
OG0000701	Prbj.g_02292	Syao.g_00629
OG0000702	Prbj.g_02284	Syao.g_00705
OG0000703	Prbj.g_02283	Syao.g_00693
OG0000704	Prbj.g_02281	Syao.g_00689
OG0000705	Prbj.g_02275	Syao.g_00682
OG0000706	Prbj.g_02274	Syao.g_00681
OG0000707	Prbj.g_02273	Syao.g_00680
OG0000708	Prbj.g_02271	Syao.g_00677
OG0000709	Prbj.g_02264	Syao.g_00670
OG0000710	Prbj.g_02260	Syao.g_00666
OG0000711	Prbj.g_02237	Syao.g_00815
OG0000712	Prbj.g_02236	Syao.g_00813
OG0000713	Prbj.g_02235	Syao.g_00812
OG0000714	Prbj.g_02231	Syao.g_00810
OG0000715	Prbj.g_02229	Syao.g_00808
OG0000716	Prbj.g_02225	Syao.g_00804
OG0000717	Prbj.g_02224	Syao.g_00803
OG0000718	Prbj.g_02219	Syao.g_00794
OG0000719	Prbj.g_02217	Syao.g_00444
OG0000720	Prbj.g_02204	Syao.g_00457
OG0000721	Prbj.g_02203	Syao.g_00459
OG0000722	Prbj.g_02202	Syao.g_00460
OG0000723	Prbj.g_02198	Syao.g_00469
OG0000724	Prbj.g_01843	Syao.g_00513
OG0000725	Prbj.g_01836	Syao.g_00385
OG0000726	Prbj.g_01835	Syao.g_00384
OG0000727	Prbj.g_01834	Syao.g_00383
OG0000728	Prbj.g_01833	Syao.g_00381
OG0000729	Prbj.g_01289	Syao.g_02190
OG0000730	Prbj.g_00343	Syao.g_01880
OG0000731	Prbj.g_00333	Syao.g_01868
OG0000732	Prbj.g_01220	Syao.g_02218
OG0000733	Prbj.g_01997	Syao.g_01427
OG0000734	Prbj.g_00627	Syao.g_02592
OG0000735	Prbj.g_00953	Syao.g_00140
OG0000736	Prbj.g_00954	Syao.g_00139
OG0000737	Prbj.g_00955	Syao.g_00138
OG0000738	Prbj.g_00962	Syao.g_00132
OG0000739	Prbj.g_00964	Syao.g_00131
OG0000740	Prbj.g_00965	Syao.g_00130
OG0000741	Prbj.g_00968	Syao.g_00127
OG0000742	Prbj.g_00970	Syao.g_00124
OG0000743	Prbj.g_00972	Syao.g_00217
OG0000744	Prbj.g_00973	Syao.g_00216
OG0000745	Prbj.g_00846	Syao.g_00213
OG0000746	Prbj.g_00844	Syao.g_00210
OG0000747	Prbj.g_00843	Syao.g_00208
OG0000748	Prbj.g_00831	Syao.g_00193
OG0000749	Prbj.g_00830	Syao.g_00192
OG0000750	Prbj.g_00829	Syao.g_00191
OG0000751	Prbj.g_00305	Syao.g_00185
OG0000752	Prbj.g_00308	Syao.g_00183
OG0000753	Prbj.g_00311	Syao.g_00180
OG0000754	Prbj.g_01910	Syao.g_00175
OG0000755	Prbj.g_00002	Syao.g_00021
OG0000756	Prbj.g_00003	Syao.g_00229
OG0000757	Prbj.g_00010	Syao.g_00252
OG0000758	Prbj.g_00011	Syao.g_00251
OG0000759	Prbj.g_00012	Syao.g_00250
OG0000760	Prbj.g_00013	Syao.g_00249
OG0000761	Prbj.g_00014	Syao.g_00248
OG0000762	Prbj.g_01908	Syao.g_00246
OG0000763	Prbj.g_01906	Syao.g_00242
OG0000764	Prbj.g_01905	Syao.g_00241
OG0000765	Prbj.g_02163	Syao.g_00267
OG0000766	Prbj.g_02164	Syao.g_00266
OG0000767	Prbj.g_02166	Syao.g_00264
OG0000768	Prbj.g_02167	Syao.g_00263
OG0000769	Prbj.g_00313	Syao.g_00261
OG0000770	Prbj.g_00019	Syao.g_00257
OG0000771	Prbj.g_01848	Syao.g_00506
OG0000772	Prbj.g_01679	Syao.g_01523
OG0000773	Prbj.g_00161	Syao.g_01447
OG0000774	Prbj.g_01719	Syao.g_01442
OG0000775	Prbj.g_01721	Syao.g_01440
OG0000776	Prbj.g_01722	Syao.g_01439
OG0000777	Prbj.g_01723	Syao.g_01438
OG0000778	Prbj.g_01724	Syao.g_01437
OG0000779	Prbj.g_01729	Syao.g_01469
OG0000780	Prbj.g_01732	Syao.g_01456
OG0000781	Prbj.g_01736	Syao.g_01452
OG0000782	Prbj.g_01737	Syao.g_01451
OG0000783	Prbj.g_01738	Syao.g_01450
OG0000784	Prbj.g_01739	Syao.g_01449
OG0000785	Prbj.g_01741	Syao.g_01481
OG0000786	Prbj.g_01744	Syao.g_01473
OG0000787	Prbj.g_01745	Syao.g_01472
OG0000788	Prbj.g_00094	Syao.g_00870
OG0000789	Prbj.g_00687	Syao.g_00623
OG0000790	Prbj.g_01643	Syao.g_00041, Syao.g_00315
OG0000791	Prbj.g_01645	Syao.g_00043
OG0000792	Prbj.g_01646	Syao.g_00044
OG0000793	Prbj.g_01650	Syao.g_02700
OG0000794	Prbj.g_01651	Syao.g_02703
OG0000795	Prbj.g_01652	Syao.g_02704
OG0000796	Prbj.g_01656	Syao.g_02708
OG0000797	Prbj.g_01657	Syao.g_02709
OG0000798	Prbj.g_01402	Syao.g_02066
OG0000799	Prbj.g_01304	Syao.g_01525
OG0000800	Prbj.g_01303	Syao.g_01526
OG0000801	Prbj.g_01302	Syao.g_01527
OG0000802	Prbj.g_01293	Syao.g_01531
OG0000803	Prbj.g_01041	Syao.g_01534
OG0000804	Prbj.g_01043	Syao.g_01537
OG0000805	Prbj.g_01045	Syao.g_01502
OG0000806	Prbj.g_01047	Syao.g_01504
OG0000807	Prbj.g_01049	Syao.g_01506
OG0000808	Prbj.g_01050	Syao.g_01507
OG0000809	Prbj.g_01054	Syao.g_01511
OG0000810	Prbj.g_01055	Syao.g_01482
OG0000811	Prbj.g_01067	Syao.g_01490
OG0000812	Prbj.g_01069	Syao.g_01492
OG0000813	Prbj.g_01070	Syao.g_01493
OG0000814	Prbj.g_01072	Syao.g_01495
OG0000815	Prbj.g_01073	Syao.g_01499
OG0000816	Prbj.g_01075	Syao.g_01471
OG0000817	Prbj.g_01076	Syao.g_01519
OG0000818	Prbj.g_00631	Syao.g_00062
OG0000819	Prbj.g_00632	Syao.g_00063
OG0000820	Prbj.g_00633	Syao.g_00064
OG0000821	Prbj.g_00640	Syao.g_00070
OG0000822	Prbj.g_00642	Syao.g_00072
OG0000823	Prbj.g_00643	Syao.g_00073
OG0000824	Prbj.g_00647	Syao.g_00079
OG0000825	Prbj.g_00648	Syao.g_00080
OG0000826	Prbj.g_00649	Syao.g_00081
OG0000827	Prbj.g_00650	Syao.g_00082
OG0000828	Prbj.g_00653	Syao.g_00085
OG0000829	Prbj.g_00654	Syao.g_00086
OG0000830	Prbj.g_00655	Syao.g_00087
OG0000831	Prbj.g_00657	Syao.g_00089
OG0000832	Prbj.g_01684	Syao.g_01696
OG0000833	Prbj.g_01692	Syao.g_01612
OG0000834	Prbj.g_01693	Syao.g_01610
OG0000835	Prbj.g_01694	Syao.g_01609
OG0000836	Prbj.g_01696	Syao.g_01606
OG0000837	Prbj.g_01697	Syao.g_01605
OG0000838	Prbj.g_01700	Syao.g_01601
OG0000839	Prbj.g_01701	Syao.g_01600
OG0000840	Prbj.g_01702	Syao.g_01599
OG0000841	Prbj.g_01703	Syao.g_01598
OG0000842	Prbj.g_01704	Syao.g_01597
OG0000843	Prbj.g_01705	Syao.g_01596
OG0000844	Prbj.g_01707	Syao.g_01594
OG0000845	Prbj.g_01708	Syao.g_01593
OG0000846	Prbj.g_01709	Syao.g_01592
OG0000847	Prbj.g_01710	Syao.g_01591
OG0000848	Prbj.g_01711	Syao.g_01589
OG0000849	Prbj.g_01712	Syao.g_01588
OG0000850	Prbj.g_01713	Syao.g_01585
OG0000851	Prbj.g_00888	Syao.g_01582
OG0000852	Prbj.g_00887	Syao.g_01581
OG0000853	Prbj.g_00882	Syao.g_01577
OG0000854	Prbj.g_00880	Syao.g_01575
OG0000855	Prbj.g_00879	Syao.g_01574
OG0000856	Prbj.g_02561	Syao.g_01327
OG0000857	Prbj.g_02429	Syao.g_00774
OG0000858	Prbj.g_00868	Syao.g_01567
OG0000859	Prbj.g_00867	Syao.g_01566
OG0000860	Prbj.g_00855	Syao.g_01552
OG0000861	Prbj.g_00854	Syao.g_01551
OG0000862	Prbj.g_00852	Syao.g_01542
OG0000863	Prbj.g_00495	Syao.g_01540
OG0000864	Prbj.g_00494	Syao.g_01017
OG0000866	Prbj.g_00492	Syao.g_01686
OG0000867	Prbj.g_00491	Syao.g_01685
OG0000868	Prbj.g_00489	Syao.g_01682
OG0000869	Prbj.g_00486	Syao.g_01677
OG0000870	Prbj.g_00481	Syao.g_01672
OG0000871	Prbj.g_00480	Syao.g_01671
OG0000872	Prbj.g_00478	Syao.g_01665
OG0000873	Prbj.g_00475	Syao.g_01662
OG0000874	Prbj.g_00471	Syao.g_01660
OG0000875	Prbj.g_00470	Syao.g_01658
OG0000876	Prbj.g_00469	Syao.g_00536
OG0000877	Prbj.g_00466	Syao.g_01654
OG0000878	Prbj.g_00465	Syao.g_01653
OG0000879	Prbj.g_00464	Syao.g_01652
OG0000880	Prbj.g_00463	Syao.g_01651
OG0000881	Prbj.g_00458	Syao.g_01647
OG0000882	Prbj.g_00453	Syao.g_01642
OG0000883	Prbj.g_00451	Syao.g_01638
OG0000884	Prbj.g_00449	Syao.g_01636
OG0000885	Prbj.g_00448	Syao.g_01635
OG0000886	Prbj.g_00447	Syao.g_01634
OG0000887	Prbj.g_00446	Syao.g_01633
OG0000888	Prbj.g_00444	Syao.g_01631
OG0000889	Prbj.g_00442	Syao.g_01629
OG0000890	Prbj.g_00428	Syao.g_01626
OG0000891	Prbj.g_00427	Syao.g_01625
OG0000892	Prbj.g_00425	Syao.g_01695
OG0000893	Prbj.g_02660	Syao.g_01934
OG0000894	Prbj.g_02656	Syao.g_01937
OG0000895	Prbj.g_02651	Syao.g_01916
OG0000896	Prbj.g_02650	Syao.g_01917
OG0000897	Prbj.g_02648	Syao.g_01919
OG0000898	Prbj.g_02647	Syao.g_01920
OG0000899	Prbj.g_02646	Syao.g_01921
OG0000900	Prbj.g_02645	Syao.g_01922
OG0000901	Prbj.g_02641	Syao.g_01927
OG0000902	Prbj.g_02639	Syao.g_01929
OG0000903	Prbj.g_01027	Syao.g_01798
OG0000904	Prbj.g_01032	Syao.g_01804
OG0000905	Prbj.g_01034	Syao.g_01862
OG0000906	Prbj.g_02635	Syao.g_01931
OG0000907	Prbj.g_01025	Syao.g_01796
OG0000908	Prbj.g_01022	Syao.g_01793
OG0000909	Prbj.g_01021	Syao.g_01792
OG0000910	Prbj.g_01020	Syao.g_01791
OG0000911	Prbj.g_01018	Syao.g_01789
OG0000912	Prbj.g_01017	Syao.g_01788
OG0000913	Prbj.g_01016	Syao.g_01787
OG0000914	Prbj.g_01015	Syao.g_01786
OG0000915	Prbj.g_01014	Syao.g_01784
OG0000916	Prbj.g_01013	Syao.g_01783
OG0000917	Prbj.g_01012	Syao.g_01782
OG0000918	Prbj.g_01011	Syao.g_01781
OG0000919	Prbj.g_01010	Syao.g_01780
OG0000920	Prbj.g_01009	Syao.g_01779
OG0000921	Prbj.g_01008	Syao.g_01778
OG0000922	Prbj.g_01007	Syao.g_01777
OG0000923	Prbj.g_01003	Syao.g_01772
OG0000924	Prbj.g_01002	Syao.g_01771
OG0000925	Prbj.g_01001	Syao.g_01770
OG0000926	Prbj.g_01000	Syao.g_01769
OG0000927	Prbj.g_00998	Syao.g_01767
OG0000928	Prbj.g_00997	Syao.g_01766
OG0000929	Prbj.g_00996	Syao.g_01765
OG0000930	Prbj.g_00995	Syao.g_01764
OG0000931	Prbj.g_00994	Syao.g_01763
OG0000932	Prbj.g_00993	Syao.g_01762
OG0000933	Prbj.g_00988	Syao.g_01811
OG0000934	Prbj.g_00986	Syao.g_01809
OG0000935	Prbj.g_00985	Syao.g_01808
OG0000936	Prbj.g_00984	Syao.g_01843
OG0000937	Prbj.g_00983	Syao.g_01842
OG0000938	Prbj.g_00414	Syao.g_01839
OG0000939	Prbj.g_00413	Syao.g_01838
OG0000940	Prbj.g_00404	Syao.g_01830
OG0000941	Prbj.g_00402	Syao.g_01828
OG0000942	Prbj.g_00400	Syao.g_01826
OG0000943	Prbj.g_00399	Syao.g_01824
OG0000944	Prbj.g_00397	Syao.g_01822
OG0000945	Prbj.g_00395	Syao.g_01821
OG0000946	Prbj.g_00368	Syao.g_01852
OG0000947	Prbj.g_00365	Syao.g_01849
OG0000948	Prbj.g_00364	Syao.g_01848
OG0000949	Prbj.g_00361	Syao.g_01970
OG0000950	Prbj.g_01501	Syao.g_01957
OG0000951	Prbj.g_01506	Syao.g_02262
OG0000952	Prbj.g_01513	Syao.g_02266
OG0000953	Prbj.g_01517	Syao.g_02130
OG0000954	Prbj.g_01577	Syao.g_02135
OG0000955	Prbj.g_01578	Syao.g_02136
OG0000956	Prbj.g_01580	Syao.g_02138
OG0000957	Prbj.g_01596	Syao.g_01951
OG0000958	Prbj.g_01597	Syao.g_01950
OG0000959	Prbj.g_01821	Syao.g_01947
OG0000960	Prbj.g_01820	Syao.g_01946
OG0000961	Prbj.g_01809	Syao.g_02496
OG0000962	Prbj.g_01290	Syao.g_02191
OG0000963	Prbj.g_01285	Syao.g_02186
OG0000964	Prbj.g_01284	Syao.g_02185
OG0000965	Prbj.g_01283	Syao.g_02184
OG0000966	Prbj.g_01250	Syao.g_02172
OG0000967	Prbj.g_01244	Syao.g_02167
OG0000968	Prbj.g_01241	Syao.g_02199
OG0000969	Prbj.g_01239	Syao.g_02200
OG0000970	Prbj.g_01238	Syao.g_02201
OG0000971	Prbj.g_01236	Syao.g_02203
OG0000972	Prbj.g_01235	Syao.g_02204
OG0000973	Prbj.g_01234	Syao.g_02205
OG0000974	Prbj.g_01233	Syao.g_02206
OG0000975	Prbj.g_01232	Syao.g_02207
OG0000976	Prbj.g_01231	Syao.g_02208
OG0000977	Prbj.g_01229	Syao.g_02210
OG0000978	Prbj.g_01228	Syao.g_02211
OG0000979	Prbj.g_01225	Syao.g_02214
OG0000980	Prbj.g_01221	Syao.g_02217
OG0000981	Prbj.g_01218	Syao.g_02220
OG0000982	Prbj.g_01956	Syao.g_02437
OG0000983	Prbj.g_01957	Syao.g_02438
OG0000984	Prbj.g_01958	Syao.g_02439
OG0000985	Prbj.g_01962	Syao.g_02443
OG0000986	Prbj.g_01964	Syao.g_02445
OG0000987	Prbj.g_01966	Syao.g_02447
OG0000988	Prbj.g_01970	Syao.g_02452
OG0000989	Prbj.g_01980	Syao.g_02368
OG0000990	Prbj.g_02002	Syao.g_02362
OG0000991	Prbj.g_02005	Syao.g_02354
OG0000992	Prbj.g_02008	Syao.g_02279
OG0000993	Prbj.g_02009	Syao.g_02280
OG0000994	Prbj.g_02012	Syao.g_02283
OG0000995	Prbj.g_02021	Syao.g_02287
OG0000996	Prbj.g_02034	Syao.g_02305
OG0000997	Prbj.g_02043	Syao.g_02326
OG0000998	Prbj.g_02045	Syao.g_02328
OG0000999	Prbj.g_02046	Syao.g_02329
OG0001000	Prbj.g_02049	Syao.g_02333
OG0001001	Prbj.g_02053	Syao.g_02338
OG0001002	Prbj.g_02060	Syao.g_02345
OG0001003	Prbj.g_02062	Syao.g_02347
OG0001004	Prbj.g_02063	Syao.g_02348
OG0001005	Prbj.g_02065	Syao.g_02194
OG0001006	Prbj.g_02071	Syao.g_02159
OG0001007	Prbj.g_02073	Syao.g_02161
OG0001008	Prbj.g_00101	Syao.g_01737
OG0001009	Prbj.g_01199	Syao.g_02239
OG0001010	Prbj.g_01200	Syao.g_02238
OG0001011	Prbj.g_01202	Syao.g_02236
OG0001012	Prbj.g_01953	Syao.g_00322
OG0001013	Prbj.g_01928	Syao.g_02413
OG0001014	Prbj.g_01919	Syao.g_02407
OG0001015	Prbj.g_01918	Syao.g_02406
OG0001016	Prbj.g_00569	Syao.g_02622
OG0001017	Prbj.g_00575	Syao.g_02628
OG0001018	Prbj.g_00577	Syao.g_02630
OG0001019	Prbj.g_00590	Syao.g_02654
OG0001020	Prbj.g_00596	Syao.g_02663
OG0001021	Prbj.g_00600	Syao.g_02666
OG0001022	Prbj.g_00605	Syao.g_02670
OG0001023	Prbj.g_00606	Syao.g_02671
OG0001024	Prbj.g_00610	Syao.g_01018
OG0001025	Prbj.g_00617	Syao.g_02597
OG0001026	Prbj.g_00630	Syao.g_02594
OG0001027	Prbj.g_01550	Syao.g_02564
OG0001028	Prbj.g_01552	Syao.g_02568
OG0001029	Prbj.g_01554	Syao.g_02570
OG0001030	Prbj.g_01535	Syao.g_02545
OG0001031	Prbj.g_01143	Syao.g_02528
OG0001032	Prbj.g_01146	Syao.g_02530
OG0001033	Prbj.g_00287	Syao.g_01016
OG0001034	Prbj.g_02608	Syao.g_01704
OG0001035	Prbj.g_01360	Syao.g_02101
OG0001036	Prbj.g_01364	Syao.g_02096
OG0001037	Prbj.g_01366	Syao.g_02094
OG0001038	Prbj.g_01403	Syao.g_02065
OG0001039	Prbj.g_01406	Syao.g_02062
OG0001040	Prbj.g_01409	Syao.g_02059
OG0001041	Prbj.g_01414	Syao.g_02055
OG0001042	Prbj.g_01439	Syao.g_02032
OG0001043	Prbj.g_01441	Syao.g_02028
OG0001044	Prbj.g_00342	Syao.g_01878
OG0001045	Prbj.g_00330	Syao.g_01865
OG0001046	Prbj.g_00874	Syao.g_00827
OG0001047	Prbj.g_00103	Syao.g_01739
OG0001048	Prbj.g_00104	Syao.g_01740
OG0001049	Prbj.g_00107	Syao.g_01616
OG0001050	Prbj.g_00108	Syao.g_01618
OG0001051	Prbj.g_00109	Syao.g_01619
OG0001052	Prbj.g_00132	Syao.g_02686
OG0001053	Prbj.g_01627	Syao.g_00025
OG0001054	Prbj.g_01609	Syao.g_00104
OG0001055	Prbj.g_02103	Syao.g_00156
OG0001056	Prbj.g_02132	Syao.g_01417
OG0001057	Prbj.g_02144	Syao.g_00879
OG0001058	Prbj.g_01863	Syao.g_00862
OG0001059	Prbj.g_01867	Syao.g_00858
OG0001060	Prbj.g_01874	Syao.g_00852
OG0001062	Prbj.g_01800	Syao.g_01050
OG0001063	Prbj.g_01796	Syao.g_01042
OG0001064	Prbj.g_01795	Syao.g_01041
OG0001065	Prbj.g_01794	Syao.g_01040
OG0001066	Prbj.g_01793	Syao.g_01039
OG0001067	Prbj.g_01792	Syao.g_01038
OG0001068	Prbj.g_01791	Syao.g_01037
OG0001069	Prbj.g_01790	Syao.g_01036
OG0001070	Prbj.g_01786	Syao.g_01032
OG0001071	Prbj.g_01785	Syao.g_01031
OG0001072	Prbj.g_01782	Syao.g_01027
OG0001073	Prbj.g_01763	Syao.g_00991
OG0001074	Prbj.g_02544	Syao.g_00392
OG0001075	Prbj.g_02545	Syao.g_00391
OG0001076	Prbj.g_02553	Syao.g_01339
OG0001077	Prbj.g_02563	Syao.g_01323
OG0001078	Prbj.g_02574	Syao.g_00895
OG0001079	Prbj.g_02593	Syao.g_00911
OG0001081	Prbj.g_00804	Syao.g_00925
OG0001082	Prbj.g_00805	Syao.g_00926
OG0001083	Prbj.g_00813	Syao.g_00934
OG0001084	Prbj.g_00815	Syao.g_00935
OG0001085	Prbj.g_00825	Syao.g_00947
OG0001086	Prbj.g_02707	Syao.g_00949
OG0001087	Prbj.g_00927	Syao.g_01419
OG0001088	Prbj.g_00931	Syao.g_00211
OG0001089	Prbj.g_00757	Syao.g_00376
OG0001090	Prbj.g_02180	Syao.g_00494
OG0001091	Prbj.g_02182	Syao.g_00491
OG0001092	Prbj.g_02183	Syao.g_00489
OG0001093	Prbj.g_02187	Syao.g_00482
OG0001094	Prbj.g_02406	Syao.g_00750
OG0001095	Prbj.g_02425	Syao.g_00771
OG0001096	Prbj.g_02441	Syao.g_00786
OG0001097	Prbj.g_02486	Syao.g_00552
OG0001098	Prbj.g_02323	Syao.g_00731
OG0001099	Prbj.g_01553	Syao.g_02569
OG0001100	Prbj.g_02333	Syao.g_00957
OG0001101	Prbj.g_02334	Syao.g_00959
OG0001102	Prbj.g_02337	Syao.g_00962
OG0001103	Prbj.g_02339	Syao.g_00964
OG0001105	Prbj.g_02391	Syao.g_00736
OG0001106	Prbj.g_02280	Syao.g_00688
OG0001107	Prbj.g_02270	Syao.g_00676
OG0001108	Prbj.g_02263	Syao.g_00669
OG0001109	Prbj.g_02261	Syao.g_00667
OG0001110	Prbj.g_02259	Syao.g_00665
OG0001111	Prbj.g_02257	Syao.g_00663
OG0001112	Prbj.g_02255	Syao.g_00661
OG0001113	Prbj.g_02254	Syao.g_00660
OG0001114	Prbj.g_02253	Syao.g_00659
OG0001115	Prbj.g_02251	Syao.g_00832
OG0001116	Prbj.g_02250	Syao.g_00830
OG0001117	Prbj.g_02249	Syao.g_00829
OG0001118	Prbj.g_02248	Syao.g_00828
OG0001119	Prbj.g_02247	Syao.g_00826
OG0001120	Prbj.g_02245	Syao.g_00822
OG0001122	Prbj.g_02216	Syao.g_00445
OG0001123	Prbj.g_02209	Syao.g_00451
OG0001124	Prbj.g_02207	Syao.g_00453
OG0001125	Prbj.g_02205	Syao.g_00456
OG0001126	Prbj.g_01850	Syao.g_00504
OG0001127	Prbj.g_01849	Syao.g_00505
OG0001128	Prbj.g_01846	Syao.g_00508
