Orthogroup	Praa	Syad
OG0000583	Praa.g_00609	Syad.g_02205
OG0000584	Praa.g_00610	Syad.g_02204
OG0000585	Praa.g_00612	Syad.g_02202
OG0000586	Praa.g_00613	Syad.g_02201
OG0000587	Praa.g_00614	Syad.g_02199
OG0000588	Praa.g_00618	Syad.g_02183
OG0000589	Praa.g_00621	Syad.g_02178
OG0000590	Praa.g_00622	Syad.g_02177
OG0000591	Praa.g_00625	Syad.g_02169
OG0000592	Praa.g_00626	Syad.g_02168
OG0000593	Praa.g_00632	Syad.g_02156
OG0000594	Praa.g_00633	Syad.g_02155
OG0000595	Praa.g_00634	Syad.g_02154
OG0000596	Praa.g_00638	Syad.g_02149
OG0000597	Praa.g_00640	Syad.g_02146
OG0000598	Praa.g_00641	Syad.g_02145
OG0000599	Praa.g_00644	Syad.g_02142
OG0000600	Praa.g_00645	Syad.g_02141
OG0000601	Praa.g_00646	Syad.g_02140
OG0000602	Praa.g_00648	Syad.g_02135
OG0000603	Praa.g_00649	Syad.g_02134
OG0000604	Praa.g_00650	Syad.g_02131
OG0000605	Praa.g_00651	Syad.g_02026
OG0000606	Praa.g_00654	Syad.g_01567
OG0000607	Praa.g_00657	Syad.g_01571
OG0000608	Praa.g_00658	Syad.g_01572
OG0000609	Praa.g_00659	Syad.g_01574
OG0000610	Praa.g_00664	Syad.g_01589
OG0000611	Praa.g_00667	Syad.g_01592
OG0000612	Praa.g_00668	Syad.g_01593
OG0000613	Praa.g_00673	Syad.g_00457
OG0000614	Praa.g_00692	Syad.g_01340
OG0000615	Praa.g_00700	Syad.g_01948
OG0000616	Praa.g_00704	Syad.g_00145
OG0000617	Praa.g_00717	Syad.g_01810
OG0000618	Praa.g_00718	Syad.g_01809
OG0000619	Praa.g_00719	Syad.g_01808
OG0000620	Praa.g_00722	Syad.g_01803
OG0000621	Praa.g_00723	Syad.g_01802
OG0000622	Praa.g_00724	Syad.g_01801
OG0000623	Praa.g_00725	Syad.g_01800
OG0000624	Praa.g_00726	Syad.g_01798
OG0000625	Praa.g_00727	Syad.g_01797
OG0000626	Praa.g_00728	Syad.g_01796
OG0000627	Praa.g_00729	Syad.g_01640
OG0000628	Praa.g_00730	Syad.g_01641
OG0000629	Praa.g_00731	Syad.g_01644
OG0000630	Praa.g_00734	Syad.g_01648
OG0000631	Praa.g_00794	Syad.g_01658
OG0000632	Praa.g_00795	Syad.g_01659
OG0000633	Praa.g_00796	Syad.g_01660
OG0000634	Praa.g_00799	Syad.g_01893
OG0000635	Praa.g_00800	Syad.g_01892
OG0000636	Praa.g_00802	Syad.g_01890
OG0000637	Praa.g_00804	Syad.g_01888
OG0000638	Praa.g_00805	Syad.g_01887
OG0000639	Praa.g_00806	Syad.g_01886
OG0000640	Praa.g_00807	Syad.g_01885
OG0000641	Praa.g_00812	Syad.g_01881
OG0000642	Praa.g_00813	Syad.g_01880
OG0000643	Praa.g_00814	Syad.g_01878
OG0000644	Praa.g_00815	Syad.g_01877
OG0000645	Praa.g_00816	Syad.g_01875
OG0000646	Praa.g_00818	Syad.g_01872
OG0000647	Praa.g_00819	Syad.g_01870
OG0000648	Praa.g_00821	Syad.g_01860
OG0000649	Praa.g_00822	Syad.g_01859
OG0000650	Praa.g_00823	Syad.g_01858
OG0000651	Praa.g_00824	Syad.g_01857
OG0000652	Praa.g_00825	Syad.g_01856
OG0000653	Praa.g_00827	Syad.g_01850
OG0000654	Praa.g_00828	Syad.g_01849
OG0000655	Praa.g_00829	Syad.g_01848
OG0000656	Praa.g_00832	Syad.g_01845
OG0000657	Praa.g_00840	Syad.g_01240
OG0000658	Praa.g_00841	Syad.g_01231
OG0000659	Praa.g_00842	Syad.g_01230
OG0000660	Praa.g_00846	Syad.g_01226
OG0000661	Praa.g_00848	Syad.g_01224
OG0000662	Praa.g_00850	Syad.g_01222
OG0000663	Praa.g_00852	Syad.g_01219
OG0000664	Praa.g_00853	Syad.g_01209
OG0000665	Praa.g_00857	Syad.g_02115
OG0000666	Praa.g_00858	Syad.g_02027
OG0000667	Praa.g_00862	Syad.g_00612
OG0000668	Praa.g_00892	Syad.g_01688
OG0000669	Praa.g_00899	Syad.g_01606
OG0000670	Praa.g_00901	Syad.g_01609
OG0000671	Praa.g_00903	Syad.g_01611
OG0000672	Praa.g_00905	Syad.g_01615
OG0000673	Praa.g_00908	Syad.g_01618
OG0000674	Praa.g_00910	Syad.g_01620
OG0000675	Praa.g_00911	Syad.g_01633
OG0000676	Praa.g_00913	Syad.g_01635
OG0000677	Praa.g_00914	Syad.g_01636
OG0000678	Praa.g_00916	Syad.g_01957
OG0000679	Praa.g_00920	Syad.g_01922
OG0000680	Praa.g_00921	Syad.g_01921
OG0000681	Praa.g_00923	Syad.g_01919
OG0000682	Praa.g_00924	Syad.g_01918
OG0000683	Praa.g_00925	Syad.g_01917
OG0000684	Praa.g_00926	Syad.g_01912
OG0000685	Praa.g_00928	Syad.g_01910
OG0000686	Praa.g_00929	Syad.g_01909
OG0000687	Praa.g_00930	Syad.g_01908
OG0000688	Praa.g_00933	Syad.g_01904
OG0000689	Praa.g_00934	Syad.g_01902
OG0000690	Praa.g_00935	Syad.g_01901
OG0000691	Praa.g_00936	Syad.g_01900
OG0000692	Praa.g_00938	Syad.g_01899
OG0000693	Praa.g_00939	Syad.g_01897
OG0000694	Praa.g_00940	Syad.g_01896
OG0000695	Praa.g_00942	Syad.g_01662
OG0000696	Praa.g_00943	Syad.g_01663
OG0000697	Praa.g_00944	Syad.g_01789
OG0000698	Praa.g_00947	Syad.g_01786
OG0000699	Praa.g_00948	Syad.g_01785
OG0000700	Praa.g_00949	Syad.g_01784
OG0000701	Praa.g_00950	Syad.g_01783
OG0000702	Praa.g_00952	Syad.g_01775
OG0000703	Praa.g_00953	Syad.g_01774
OG0000704	Praa.g_00954	Syad.g_01772
OG0000705	Praa.g_00958	Syad.g_01765
OG0000706	Praa.g_00959	Syad.g_01764
OG0000707	Praa.g_00960	Syad.g_01763
OG0000708	Praa.g_00961	Syad.g_01760
OG0000709	Praa.g_00965	Syad.g_01745
OG0000710	Praa.g_00968	Syad.g_01738
OG0000711	Praa.g_00985	Syad.g_01710
OG0000712	Praa.g_00987	Syad.g_01708
OG0000713	Praa.g_00988	Syad.g_01707
OG0000714	Praa.g_00989	Syad.g_01705
OG0000715	Praa.g_00991	Syad.g_01703
OG0000716	Praa.g_00993	Syad.g_01697
OG0000717	Praa.g_00994	Syad.g_01696
OG0000718	Praa.g_01008	Syad.g_01692
OG0000719	Praa.g_01010	Syad.g_01690
OG0000720	Praa.g_01019	Syad.g_01677
OG0000721	Praa.g_01021	Syad.g_01675
OG0000722	Praa.g_01022	Syad.g_01674
OG0000723	Praa.g_01025	Syad.g_01791
OG0000724	Praa.g_01034	Syad.g_01284
OG0000725	Praa.g_01040	Syad.g_01293
OG0000726	Praa.g_01041	Syad.g_01294
OG0000727	Praa.g_01042	Syad.g_01295
OG0000728	Praa.g_01044	Syad.g_01297
OG0000729	Praa.g_01091	Syad.g_00331
OG0000730	Praa.g_01095	Syad.g_00758
OG0000731	Praa.g_01099	Syad.g_00770
OG0000732	Praa.g_01109	Syad.g_00214
OG0000733	Praa.g_01128	Syad.g_00028
OG0000734	Praa.g_01145	Syad.g_02809
OG0000735	Praa.g_01147	Syad.g_01120
OG0000736	Praa.g_01148	Syad.g_01121
OG0000737	Praa.g_01149	Syad.g_01122
OG0000738	Praa.g_01153	Syad.g_01127
OG0000739	Praa.g_01154	Syad.g_01145
OG0000740	Praa.g_01155	Syad.g_01146
OG0000741	Praa.g_01156	Syad.g_01149
OG0000742	Praa.g_01158	Syad.g_01151
OG0000743	Praa.g_01160	Syad.g_01153
OG0000744	Praa.g_01161	Syad.g_01154
OG0000745	Praa.g_01162	Syad.g_01156
OG0000746	Praa.g_01164	Syad.g_01158
OG0000747	Praa.g_01165	Syad.g_01159
OG0000748	Praa.g_01168	Syad.g_01170
OG0000749	Praa.g_01169	Syad.g_01173
OG0000750	Praa.g_01170	Syad.g_01174
OG0000751	Praa.g_01172	Syad.g_01182
OG0000752	Praa.g_01174	Syad.g_01184
OG0000753	Praa.g_01177	Syad.g_01187
OG0000754	Praa.g_01180	Syad.g_01516
OG0000755	Praa.g_01183	Syad.g_01504
OG0000756	Praa.g_01184	Syad.g_01498
OG0000757	Praa.g_01190	Syad.g_01487
OG0000758	Praa.g_01191	Syad.g_01486
OG0000759	Praa.g_01192	Syad.g_01485
OG0000760	Praa.g_01193	Syad.g_01484
OG0000761	Praa.g_01194	Syad.g_01480
OG0000762	Praa.g_01195	Syad.g_01474
OG0000763	Praa.g_01197	Syad.g_01468
OG0000764	Praa.g_01198	Syad.g_01467
OG0000765	Praa.g_01207	Syad.g_01447
OG0000766	Praa.g_01208	Syad.g_01446
OG0000767	Praa.g_01210	Syad.g_01444
OG0000768	Praa.g_01211	Syad.g_01443
OG0000769	Praa.g_01213	Syad.g_01441
OG0000770	Praa.g_01215	Syad.g_01437
OG0000771	Praa.g_01224	Syad.g_01278
OG0000772	Praa.g_01290	Syad.g_02078
OG0000773	Praa.g_01309	Syad.g_01114
OG0000774	Praa.g_01311	Syad.g_02396
OG0000775	Praa.g_01313	Syad.g_02398
OG0000776	Praa.g_01314	Syad.g_02399
OG0000777	Praa.g_01315	Syad.g_02400
OG0000778	Praa.g_01316	Syad.g_02401
OG0000779	Praa.g_01320	Syad.g_02407
OG0000780	Praa.g_01321	Syad.g_02411
OG0000781	Praa.g_01324	Syad.g_02415
OG0000782	Praa.g_01325	Syad.g_02416
OG0000783	Praa.g_01326	Syad.g_02418
OG0000784	Praa.g_01327	Syad.g_02419
OG0000785	Praa.g_01329	Syad.g_02421
OG0000786	Praa.g_01331	Syad.g_01101
OG0000787	Praa.g_01332	Syad.g_01100
OG0000788	Praa.g_01353	Syad.g_02139
OG0000789	Praa.g_01356	Syad.g_01982
OG0000790	Praa.g_01371	Syad.g_00886
OG0000791	Praa.g_01373	Syad.g_00885
OG0000792	Praa.g_01374	Syad.g_00884
OG0000793	Praa.g_01377	Syad.g_00879
OG0000794	Praa.g_01378	Syad.g_00878
OG0000795	Praa.g_01379	Syad.g_00877
OG0000796	Praa.g_01383	Syad.g_00871
OG0000797	Praa.g_01384	Syad.g_00870
OG0000798	Praa.g_01393	Syad.g_00525
OG0000799	Praa.g_01458	Syad.g_02243
OG0000800	Praa.g_01459	Syad.g_02245
OG0000801	Praa.g_01460	Syad.g_02246
OG0000802	Praa.g_01462	Syad.g_02251
OG0000803	Praa.g_01464	Syad.g_02255
OG0000804	Praa.g_01465	Syad.g_02260
OG0000805	Praa.g_01467	Syad.g_02266
OG0000806	Praa.g_01469	Syad.g_02267
OG0000807	Praa.g_01470	Syad.g_02269
OG0000808	Praa.g_01471	Syad.g_02270
OG0000809	Praa.g_01474	Syad.g_02273
OG0000810	Praa.g_01475	Syad.g_02274
OG0000811	Praa.g_01479	Syad.g_02283
OG0000812	Praa.g_01481	Syad.g_02285
OG0000813	Praa.g_01482	Syad.g_02286
OG0000814	Praa.g_01484	Syad.g_02288
OG0000815	Praa.g_01485	Syad.g_02289
OG0000816	Praa.g_01487	Syad.g_02290
OG0000817	Praa.g_01488	Syad.g_02291
OG0000818	Praa.g_01493	Syad.g_02297
OG0000819	Praa.g_01494	Syad.g_02298
OG0000820	Praa.g_01495	Syad.g_02299
OG0000821	Praa.g_01499	Syad.g_02305
OG0000822	Praa.g_01500	Syad.g_02307
OG0000823	Praa.g_01501	Syad.g_02308
OG0000824	Praa.g_01504	Syad.g_02314
OG0000825	Praa.g_01505	Syad.g_02315
OG0000826	Praa.g_01506	Syad.g_02316
OG0000827	Praa.g_01507	Syad.g_02317
OG0000828	Praa.g_01510	Syad.g_02320
OG0000829	Praa.g_01511	Syad.g_02321
OG0000830	Praa.g_01512	Syad.g_02322
OG0000831	Praa.g_01514	Syad.g_02325
OG0000832	Praa.g_01520	Syad.g_02538
OG0000833	Praa.g_01528	Syad.g_02550
OG0000834	Praa.g_01529	Syad.g_02552
OG0000835	Praa.g_01530	Syad.g_02553
OG0000836	Praa.g_01531	Syad.g_02557
OG0000837	Praa.g_01532	Syad.g_02561
OG0000838	Praa.g_01534	Syad.g_02565
OG0000839	Praa.g_01535	Syad.g_02566
OG0000840	Praa.g_01536	Syad.g_02567
OG0000841	Praa.g_01537	Syad.g_02568
OG0000842	Praa.g_01538	Syad.g_02569
OG0000843	Praa.g_01539	Syad.g_02570
OG0000844	Praa.g_01541	Syad.g_02577
OG0000845	Praa.g_01542	Syad.g_02578
OG0000846	Praa.g_01543	Syad.g_02579
OG0000847	Praa.g_01544	Syad.g_02580
OG0000848	Praa.g_01545	Syad.g_02582
OG0000849	Praa.g_01546	Syad.g_02583
OG0000850	Praa.g_01548	Syad.g_02586
OG0000851	Praa.g_01549	Syad.g_02592
OG0000852	Praa.g_01550	Syad.g_02593
OG0000853	Praa.g_01554	Syad.g_02597
OG0000854	Praa.g_01556	Syad.g_02606
OG0000855	Praa.g_01557	Syad.g_02607
OG0000856	Praa.g_01572	Syad.g_02166
OG0000857	Praa.g_01600	Syad.g_01871
OG0000858	Praa.g_01629	Syad.g_02613
OG0000859	Praa.g_01630	Syad.g_02614
OG0000860	Praa.g_01637	Syad.g_02625
OG0000861	Praa.g_01638	Syad.g_02626
OG0000862	Praa.g_01639	Syad.g_02628
OG0000863	Praa.g_01641	Syad.g_02631
OG0000864	Praa.g_01642	Syad.g_02632
OG0000865	Praa.g_01643	Syad.g_02633
OG0000866	Praa.g_01644	Syad.g_02634
OG0000867	Praa.g_01645	Syad.g_02635
OG0000868	Praa.g_01646	Syad.g_02637
OG0000869	Praa.g_01650	Syad.g_02643
OG0000870	Praa.g_01655	Syad.g_02648
OG0000871	Praa.g_01656	Syad.g_02649
OG0000872	Praa.g_01657	Syad.g_02657
OG0000873	Praa.g_01660	Syad.g_02660
OG0000874	Praa.g_01663	Syad.g_02655
OG0000875	Praa.g_01665	Syad.g_02662
OG0000876	Praa.g_01666	Syad.g_03003
OG0000877	Praa.g_01668	Syad.g_02480
OG0000878	Praa.g_01669	Syad.g_02481
OG0000879	Praa.g_01670	Syad.g_02482
OG0000880	Praa.g_01671	Syad.g_02483
OG0000881	Praa.g_01675	Syad.g_02489
OG0000882	Praa.g_01680	Syad.g_02494
OG0000883	Praa.g_01682	Syad.g_02497
OG0000884	Praa.g_01684	Syad.g_02499
OG0000885	Praa.g_01685	Syad.g_02500
OG0000886	Praa.g_01686	Syad.g_02501
OG0000887	Praa.g_01687	Syad.g_02502
OG0000888	Praa.g_01689	Syad.g_02504
OG0000889	Praa.g_01691	Syad.g_02506
OG0000890	Praa.g_01692	Syad.g_02512
OG0000891	Praa.g_01693	Syad.g_02513
OG0000892	Praa.g_01695	Syad.g_02517
OG0000893	Praa.g_01699	Syad.g_00589
OG0000894	Praa.g_01701	Syad.g_00592
OG0000895	Praa.g_01704	Syad.g_00596
OG0000896	Praa.g_01705	Syad.g_00597
OG0000897	Praa.g_01707	Syad.g_00599
OG0000898	Praa.g_01708	Syad.g_00600
OG0000899	Praa.g_01709	Syad.g_00601
OG0000900	Praa.g_01710	Syad.g_00602
OG0000901	Praa.g_01713	Syad.g_00607
OG0000902	Praa.g_01715	Syad.g_00609
OG0000903	Praa.g_01718	Syad.g_00645
OG0000904	Praa.g_01720	Syad.g_00640
OG0000905	Praa.g_01725	Syad.g_00632
OG0000906	Praa.g_01726	Syad.g_00630
OG0000907	Praa.g_01733	Syad.g_00648
OG0000908	Praa.g_01736	Syad.g_00651
OG0000909	Praa.g_01737	Syad.g_00652
OG0000910	Praa.g_01738	Syad.g_00653
OG0000911	Praa.g_01740	Syad.g_00655
OG0000912	Praa.g_01741	Syad.g_00656
OG0000913	Praa.g_01742	Syad.g_00657
OG0000914	Praa.g_01743	Syad.g_00658
OG0000915	Praa.g_01744	Syad.g_00660
OG0000916	Praa.g_01745	Syad.g_00661
OG0000917	Praa.g_01746	Syad.g_00662
OG0000918	Praa.g_01747	Syad.g_00663
OG0000919	Praa.g_01748	Syad.g_00664
OG0000920	Praa.g_01749	Syad.g_00665
OG0000921	Praa.g_01750	Syad.g_00666
OG0000922	Praa.g_01751	Syad.g_00667
OG0000923	Praa.g_01755	Syad.g_00671
OG0000924	Praa.g_01756	Syad.g_00672
OG0000925	Praa.g_01757	Syad.g_00673
OG0000926	Praa.g_01758	Syad.g_00674
OG0000927	Praa.g_01760	Syad.g_00676
OG0000928	Praa.g_01761	Syad.g_00677
OG0000929	Praa.g_01762	Syad.g_00678
OG0000930	Praa.g_01763	Syad.g_00679
OG0000931	Praa.g_01764	Syad.g_00680
OG0000932	Praa.g_01765	Syad.g_00681
OG0000933	Praa.g_01769	Syad.g_00687
OG0000934	Praa.g_01771	Syad.g_00689
OG0000935	Praa.g_01772	Syad.g_00690
OG0000936	Praa.g_01773	Syad.g_00691
OG0000937	Praa.g_01774	Syad.g_00692
OG0000938	Praa.g_01776	Syad.g_00695
OG0000939	Praa.g_01777	Syad.g_00696
OG0000940	Praa.g_01784	Syad.g_00703
OG0000941	Praa.g_01786	Syad.g_00705
OG0000942	Praa.g_01788	Syad.g_00707
OG0000943	Praa.g_01789	Syad.g_00708
OG0000944	Praa.g_01790	Syad.g_00710
OG0000945	Praa.g_01791	Syad.g_00711
OG0000946	Praa.g_01796	Syad.g_00716
OG0000947	Praa.g_01798	Syad.g_00719
OG0000948	Praa.g_01799	Syad.g_00720
OG0000949	Praa.g_01802	Syad.g_00432
OG0000950	Praa.g_01807	Syad.g_00418
OG0000951	Praa.g_01811	Syad.g_00411
OG0000952	Praa.g_01815	Syad.g_00375
OG0000953	Praa.g_01818	Syad.g_00369
OG0000954	Praa.g_01822	Syad.g_00364
OG0000955	Praa.g_01823	Syad.g_00363
OG0000956	Praa.g_01825	Syad.g_00361
OG0000957	Praa.g_01830	Syad.g_00350
OG0000958	Praa.g_01831	Syad.g_00349
OG0000959	Praa.g_01835	Syad.g_00345
OG0000960	Praa.g_01836	Syad.g_00344
OG0000961	Praa.g_01838	Syad.g_00335
OG0000962	Praa.g_01840	Syad.g_00332
OG0000963	Praa.g_01844	Syad.g_00325
OG0000964	Praa.g_01845	Syad.g_00324
OG0000965	Praa.g_01846	Syad.g_00323
OG0000966	Praa.g_01853	Syad.g_00246
OG0000967	Praa.g_01858	Syad.g_00234
OG0000968	Praa.g_01860	Syad.g_00243
OG0000969	Praa.g_01861	Syad.g_00240
OG0000970	Praa.g_01862	Syad.g_00239
OG0000971	Praa.g_01863	Syad.g_00229
OG0000972	Praa.g_01864	Syad.g_00228
OG0000973	Praa.g_01865	Syad.g_00227
OG0000974	Praa.g_01866	Syad.g_00226
OG0000975	Praa.g_01867	Syad.g_00225
OG0000976	Praa.g_01868	Syad.g_00224
OG0000977	Praa.g_01869	Syad.g_00222
OG0000978	Praa.g_01870	Syad.g_00221
OG0000979	Praa.g_01873	Syad.g_00218
OG0000980	Praa.g_01875	Syad.g_00215
OG0000981	Praa.g_01877	Syad.g_00212
OG0000982	Praa.g_01879	Syad.g_03035
OG0000983	Praa.g_01880	Syad.g_03036
OG0000984	Praa.g_01881	Syad.g_03037
OG0000985	Praa.g_01884	Syad.g_03039
OG0000986	Praa.g_01886	Syad.g_03049
OG0000987	Praa.g_01887	Syad.g_00002
OG0000988	Praa.g_01890	Syad.g_00008
OG0000989	Praa.g_01893	Syad.g_00020
OG0000990	Praa.g_01896	Syad.g_00061
OG0000991	Praa.g_01897	Syad.g_00064
OG0000992	Praa.g_01899	Syad.g_00067
OG0000993	Praa.g_01900	Syad.g_00069
OG0000994	Praa.g_01901	Syad.g_00071
OG0000995	Praa.g_01905	Syad.g_00077
OG0000996	Praa.g_01906	Syad.g_00121
OG0000997	Praa.g_01907	Syad.g_00128
OG0000998	Praa.g_01909	Syad.g_00130
OG0000999	Praa.g_01910	Syad.g_00131
OG0001000	Praa.g_01913	Syad.g_00136
OG0001001	Praa.g_01915	Syad.g_00141
OG0001002	Praa.g_01919	Syad.g_00148
OG0001003	Praa.g_01920	Syad.g_00150
OG0001004	Praa.g_01921	Syad.g_00151
OG0001005	Praa.g_01922	Syad.g_00152
OG0001006	Praa.g_01926	Syad.g_00160
OG0001007	Praa.g_01928	Syad.g_00162
OG0001009	Praa.g_00027	Syad.g_00194
OG0001010	Praa.g_00028	Syad.g_00195
OG0001011	Praa.g_00029	Syad.g_00196
OG0001012	Praa.g_00043	Syad.g_03030
OG0001013	Praa.g_00048	Syad.g_03011
OG0001014	Praa.g_00051	Syad.g_03002
OG0001015	Praa.g_00052	Syad.g_03001
OG0001016	Praa.g_00073	Syad.g_02734
OG0001017	Praa.g_00077	Syad.g_02740
OG0001018	Praa.g_00080	Syad.g_02742
OG0001019	Praa.g_00089	Syad.g_02771
OG0001020	Praa.g_00090	Syad.g_02777
OG0001021	Praa.g_00091	Syad.g_02781
OG0001022	Praa.g_00094	Syad.g_02786
OG0001023	Praa.g_00095	Syad.g_02787
OG0001024	Praa.g_00098	Syad.g_02791
OG0001025	Praa.g_00104	Syad.g_02798
OG0001026	Praa.g_00111	Syad.g_02811
OG0001027	Praa.g_00112	Syad.g_02817
OG0001028	Praa.g_00114	Syad.g_02819
OG0001029	Praa.g_00115	Syad.g_02821
OG0001030	Praa.g_00130	Syad.g_02848
OG0001031	Praa.g_00186	Syad.g_02925
OG0001032	Praa.g_00187	Syad.g_02928
OG0001033	Praa.g_00208	Syad.g_02956
OG0001034	Praa.g_00236	Syad.g_00819
OG0001035	Praa.g_00254	Syad.g_00559
OG0001036	Praa.g_00259	Syad.g_00554
OG0001037	Praa.g_00260	Syad.g_00552
OG0001039	Praa.g_00281	Syad.g_00522
OG0001040	Praa.g_00283	Syad.g_00519
OG0001041	Praa.g_00287	Syad.g_00514
OG0001042	Praa.g_00304	Syad.g_00485
OG0001043	Praa.g_00305	Syad.g_00481
OG0001044	Praa.g_00333	Syad.g_00760
OG0001045	Praa.g_00341	Syad.g_00773
OG0001046	Praa.g_00378	Syad.g_01722
OG0001047	Praa.g_00438	Syad.g_02447
OG0001048	Praa.g_00439	Syad.g_02446
OG0001049	Praa.g_00441	Syad.g_02443
OG0001050	Praa.g_00442	Syad.g_02442
OG0001051	Praa.g_00443	Syad.g_02441
OG0001052	Praa.g_00471	Syad.g_02357
OG0001054	Praa.g_00498	Syad.g_00925
OG0001055	Praa.g_00517	Syad.g_00946
OG0001056	Praa.g_00536	Syad.g_00982
OG0001057	Praa.g_00541	Syad.g_00996
OG0001058	Praa.g_00550	Syad.g_01015
OG0001059	Praa.g_00554	Syad.g_01018
OG0001060	Praa.g_00561	Syad.g_01025
OG0001061	Praa.g_00574	Syad.g_01047
OG0001062	Praa.g_00576	Syad.g_01049
OG0001063	Praa.g_00578	Syad.g_01056
OG0001064	Praa.g_00579	Syad.g_01057
OG0001065	Praa.g_00580	Syad.g_01058
OG0001066	Praa.g_00581	Syad.g_01059
OG0001067	Praa.g_00582	Syad.g_01060
OG0001068	Praa.g_00583	Syad.g_01061
OG0001069	Praa.g_00584	Syad.g_01062
OG0001070	Praa.g_00587	Syad.g_01065
OG0001071	Praa.g_00588	Syad.g_01066
OG0001072	Praa.g_00590	Syad.g_01070
OG0001073	Praa.g_00604	Syad.g_01090
OG0001074	Praa.g_00615	Syad.g_02197
OG0001075	Praa.g_00616	Syad.g_02196
OG0001076	Praa.g_00624	Syad.g_02175
OG0001077	Praa.g_00628	Syad.g_02164
OG0001078	Praa.g_00636	Syad.g_02151
OG0001079	Praa.g_00647	Syad.g_02138
OG0001080	Praa.g_00653	Syad.g_02008
OG0001081	Praa.g_00655	Syad.g_01568
OG0001082	Praa.g_00656	Syad.g_01569
OG0001083	Praa.g_00661	Syad.g_01578
OG0001084	Praa.g_00662	Syad.g_01586
OG0001085	Praa.g_00670	Syad.g_01596
OG0001086	Praa.g_00671	Syad.g_01598
OG0001087	Praa.g_00688	Syad.g_01372
OG0001088	Praa.g_00689	Syad.g_01368
OG0001089	Praa.g_00697	Syad.g_01302
OG0001090	Praa.g_00712	Syad.g_01817
OG0001091	Praa.g_00714	Syad.g_01815
OG0001092	Praa.g_00715	Syad.g_01812
OG0001093	Praa.g_00720	Syad.g_01806
OG0001094	Praa.g_00797	Syad.g_01895
OG0001095	Praa.g_00817	Syad.g_01874
OG0001096	Praa.g_00830	Syad.g_01847
OG0001097	Praa.g_00849	Syad.g_01223
OG0001098	Praa.g_00864	Syad.g_02005, Syad.g_01995
OG0001099	Praa.g_00896	Syad.g_02820
OG0001100	Praa.g_00900	Syad.g_01608
OG0001101	Praa.g_00902	Syad.g_01610
OG0001102	Praa.g_00904	Syad.g_01613
OG0001103	Praa.g_00906	Syad.g_01616
OG0001104	Praa.g_00927	Syad.g_01911
OG0001105	Praa.g_00931	Syad.g_01907
OG0001106	Praa.g_00955	Syad.g_01771
OG0001107	Praa.g_00962	Syad.g_01759
OG0001108	Praa.g_00966	Syad.g_01744
OG0001109	Praa.g_00967	Syad.g_01739
OG0001110	Praa.g_00969	Syad.g_01737
OG0001111	Praa.g_00970	Syad.g_01735
OG0001112	Praa.g_00971	Syad.g_01733
OG0001113	Praa.g_00972	Syad.g_01732
OG0001114	Praa.g_00973	Syad.g_01731
OG0001115	Praa.g_00975	Syad.g_01727
OG0001116	Praa.g_00976	Syad.g_01725
OG0001117	Praa.g_00977	Syad.g_01724
OG0001118	Praa.g_00978	Syad.g_01723
OG0001119	Praa.g_00979	Syad.g_01721
OG0001120	Praa.g_00981	Syad.g_01717
OG0001121	Praa.g_01125, Praa.g_00984	Syad.g_01503
OG0001122	Praa.g_01011	Syad.g_01689
OG0001123	Praa.g_01015	Syad.g_01682
OG0001124	Praa.g_01017	Syad.g_01680
OG0001125	Praa.g_01018	Syad.g_01678
OG0001126	Praa.g_01028	Syad.g_01276
OG0001127	Praa.g_01029	Syad.g_01277
OG0001128	Praa.g_01031	Syad.g_01280
OG0001129	Praa.g_01032	Syad.g_01282
OG0001130	Praa.g_01033	Syad.g_01283
OG0001131	Praa.g_01070	Syad.g_01953
OG0001132	Praa.g_01080	Syad.g_02038
OG0001133	Praa.g_01115	Syad.g_02172
OG0001134	Praa.g_01127	Syad.g_01527
OG0001135	Praa.g_01130	Syad.g_01529
OG0001136	Praa.g_01157	Syad.g_01150
OG0001137	Praa.g_01167	Syad.g_01169
OG0001138	Praa.g_01185	Syad.g_01493
OG0001139	Praa.g_01186	Syad.g_01491
OG0001140	Praa.g_01187	Syad.g_01490
OG0001141	Praa.g_01188	Syad.g_01489
OG0001142	Praa.g_01189	Syad.g_01488
OG0001143	Praa.g_01196	Syad.g_01473
OG0001144	Praa.g_01201	Syad.g_01457
OG0001145	Praa.g_01310	Syad.g_01112
OG0001146	Praa.g_01322	Syad.g_02412
OG0001147	Praa.g_01352	Syad.g_02349
OG0001148	Praa.g_01368	Syad.g_00889
OG0001149	Praa.g_01369	Syad.g_00888
OG0001150	Praa.g_01370	Syad.g_00887
OG0001151	Praa.g_01381	Syad.g_00875
OG0001152	Praa.g_01382	Syad.g_00872
OG0001153	Praa.g_01508	Syad.g_02318
OG0001154	Praa.g_01509	Syad.g_02319
OG0001155	Praa.g_01521	Syad.g_02540
OG0001156	Praa.g_01524	Syad.g_02543
OG0001157	Praa.g_01525	Syad.g_02544
OG0001158	Praa.g_01526	Syad.g_02546
OG0001159	Praa.g_01527	Syad.g_02547
OG0001160	Praa.g_01552	Syad.g_02595
OG0001161	Praa.g_01565	Syad.g_00026
OG0001162	Praa.g_01576	Syad.g_01844
OG0001163	Praa.g_01627	Syad.g_02610
OG0001164	Praa.g_01631	Syad.g_02616
OG0001165	Praa.g_01634	Syad.g_02621
OG0001166	Praa.g_01654	Syad.g_02647
