Orthogroup	Praa	Syah
OG0000580	Praa.g_00603	Syah.g_01157
OG0000581	Praa.g_00605	Syah.g_01163
OG0000582	Praa.g_00608	Syah.g_01979
OG0000583	Praa.g_00609	Syah.g_01978
OG0000584	Praa.g_00610	Syah.g_01977
OG0000585	Praa.g_00612	Syah.g_01975
OG0000586	Praa.g_00613	Syah.g_01974
OG0000587	Praa.g_00614	Syah.g_01972
OG0000588	Praa.g_00618	Syah.g_01966
OG0000589	Praa.g_00621	Syah.g_01962
OG0000590	Praa.g_00622	Syah.g_01961
OG0000591	Praa.g_00625	Syah.g_01954
OG0000592	Praa.g_00626	Syah.g_01953
OG0000593	Praa.g_00632	Syah.g_01939
OG0000594	Praa.g_00633	Syah.g_01938
OG0000595	Praa.g_00634	Syah.g_01937
OG0000596	Praa.g_00638	Syah.g_01932
OG0000597	Praa.g_00640	Syah.g_01929
OG0000598	Praa.g_00641	Syah.g_01928
OG0000599	Praa.g_00644	Syah.g_01925
OG0000600	Praa.g_00645	Syah.g_01924
OG0000601	Praa.g_00646	Syah.g_01923
OG0000602	Praa.g_00648	Syah.g_01917
OG0000603	Praa.g_00649	Syah.g_01916
OG0000604	Praa.g_00650	Syah.g_01913
OG0000605	Praa.g_00651	Syah.g_01825
OG0000606	Praa.g_00654	Syah.g_01485
OG0000607	Praa.g_00657	Syah.g_01489
OG0000608	Praa.g_00658	Syah.g_01490
OG0000609	Praa.g_00659	Syah.g_01492
OG0000610	Praa.g_00664	Syah.g_01499
OG0000611	Praa.g_00667	Syah.g_01502
OG0000612	Praa.g_00668	Syah.g_01503
OG0000613	Praa.g_00673	Syah.g_00147
OG0000614	Praa.g_00692	Syah.g_02004
OG0000615	Praa.g_00700	Syah.g_01814
OG0000616	Praa.g_00704	Syah.g_00389
OG0000617	Praa.g_00717	Syah.g_01722
OG0000618	Praa.g_00718	Syah.g_01721
OG0000619	Praa.g_00719	Syah.g_01720
OG0000620	Praa.g_00722	Syah.g_01713
OG0000621	Praa.g_00723	Syah.g_01712
OG0000622	Praa.g_00724	Syah.g_01711
OG0000623	Praa.g_00725	Syah.g_01710
OG0000624	Praa.g_00726	Syah.g_01708
OG0000625	Praa.g_00727	Syah.g_01707
OG0000626	Praa.g_00728	Syah.g_01706
OG0000627	Praa.g_00729	Syah.g_01569
OG0000628	Praa.g_00730	Syah.g_01570
OG0000629	Praa.g_00731	Syah.g_01573
OG0000630	Praa.g_00734	Syah.g_01577
OG0000631	Praa.g_00794	Syah.g_01582
OG0000632	Praa.g_00795	Syah.g_01583
OG0000633	Praa.g_00796	Syah.g_01584
OG0000634	Praa.g_00799	Syah.g_01783
OG0000635	Praa.g_00800	Syah.g_01782
OG0000636	Praa.g_00802	Syah.g_01780
OG0000637	Praa.g_00804	Syah.g_01778
OG0000638	Praa.g_00805	Syah.g_01777
OG0000639	Praa.g_00806	Syah.g_01776
OG0000640	Praa.g_00807	Syah.g_01775
OG0000641	Praa.g_00812	Syah.g_01771
OG0000642	Praa.g_00813	Syah.g_01770
OG0000643	Praa.g_00814	Syah.g_01768
OG0000644	Praa.g_00815	Syah.g_01767
OG0000645	Praa.g_00816	Syah.g_01765
OG0000646	Praa.g_00818	Syah.g_01762
OG0000647	Praa.g_00819	Syah.g_01760
OG0000648	Praa.g_00821	Syah.g_01757
OG0000649	Praa.g_00822	Syah.g_01756
OG0000650	Praa.g_00823	Syah.g_01755
OG0000651	Praa.g_00824	Syah.g_01754
OG0000652	Praa.g_00825	Syah.g_01753
OG0000653	Praa.g_00827	Syah.g_01751
OG0000654	Praa.g_00828	Syah.g_01750
OG0000655	Praa.g_00829	Syah.g_01749
OG0000656	Praa.g_00832	Syah.g_01746
OG0000657	Praa.g_00840	Syah.g_02083
OG0000658	Praa.g_00841	Syah.g_02086
OG0000659	Praa.g_00842	Syah.g_02087
OG0000660	Praa.g_00846	Syah.g_02091
OG0000661	Praa.g_00848	Syah.g_02093
OG0000662	Praa.g_00850	Syah.g_02095
OG0000663	Praa.g_00852	Syah.g_02098
OG0000664	Praa.g_00853	Syah.g_02099
OG0000665	Praa.g_00857	Syah.g_01895
OG0000666	Praa.g_00858	Syah.g_01826
OG0000667	Praa.g_00862	Syah.g_00714
OG0000668	Praa.g_00892	Syah.g_01680
OG0000669	Praa.g_00899	Syah.g_01520
OG0000670	Praa.g_00901	Syah.g_02352
OG0000671	Praa.g_00903	Syah.g_01524
OG0000672	Praa.g_00905	Syah.g_01527
OG0000673	Praa.g_00908	Syah.g_01530
OG0000674	Praa.g_00910	Syah.g_01532
OG0000675	Praa.g_00911	Syah.g_01533
OG0000676	Praa.g_00913	Syah.g_01535
OG0000677	Praa.g_00914	Syah.g_01536
OG0000678	Praa.g_00916	Syah.g_01821
OG0000679	Praa.g_00920	Syah.g_01812
OG0000680	Praa.g_00921	Syah.g_01811
OG0000681	Praa.g_00923	Syah.g_01808
OG0000682	Praa.g_00924	Syah.g_01807
OG0000683	Praa.g_00925	Syah.g_01806
OG0000684	Praa.g_00926	Syah.g_01802
OG0000685	Praa.g_00928	Syah.g_01800
OG0000686	Praa.g_00929	Syah.g_01799
OG0000687	Praa.g_00930	Syah.g_01798
OG0000688	Praa.g_00933	Syah.g_01793
OG0000689	Praa.g_00934	Syah.g_01791
OG0000690	Praa.g_00935	Syah.g_01790
OG0000691	Praa.g_00936	Syah.g_01789
OG0000692	Praa.g_00938	Syah.g_01788
OG0000693	Praa.g_00939	Syah.g_01787
OG0000694	Praa.g_00940	Syah.g_01786
OG0000695	Praa.g_00942	Syah.g_01586
OG0000696	Praa.g_00943	Syah.g_01587
OG0000697	Praa.g_00944	Syah.g_01589
OG0000698	Praa.g_00947	Syah.g_01592
OG0000699	Praa.g_00948	Syah.g_01594
OG0000700	Praa.g_00949	Syah.g_01595
OG0000701	Praa.g_00950	Syah.g_01596
OG0000702	Praa.g_00952	Syah.g_01604
OG0000703	Praa.g_00953	Syah.g_01605
OG0000704	Praa.g_00954	Syah.g_01608
OG0000705	Praa.g_00958	Syah.g_01614
OG0000706	Praa.g_00959	Syah.g_01615
OG0000707	Praa.g_00960	Syah.g_01616
OG0000708	Praa.g_00961	Syah.g_01619
OG0000709	Praa.g_00965	Syah.g_01627
OG0000710	Praa.g_00968	Syah.g_01631
OG0000711	Praa.g_00985	Syah.g_01661
OG0000712	Praa.g_00987	Syah.g_01662
OG0000713	Praa.g_00988	Syah.g_01663
OG0000714	Praa.g_00989	Syah.g_01665
OG0000715	Praa.g_00991	Syah.g_01667
OG0000716	Praa.g_00993	Syah.g_01671
OG0000717	Praa.g_00994	Syah.g_01672
OG0000718	Praa.g_01008	Syah.g_01676
OG0000719	Praa.g_01010	Syah.g_01678
OG0000720	Praa.g_01019	Syah.g_01691
OG0000721	Praa.g_01021	Syah.g_01693
OG0000722	Praa.g_01022	Syah.g_01694
OG0000723	Praa.g_01025	Syah.g_01704
OG0000724	Praa.g_01034	Syah.g_02036
OG0000725	Praa.g_01040	Syah.g_02027
OG0000726	Praa.g_01041	Syah.g_02026
OG0000727	Praa.g_01042	Syah.g_02025
OG0000728	Praa.g_01044	Syah.g_02023
OG0000729	Praa.g_01091	Syah.g_00263
OG0000730	Praa.g_01095	Syah.g_00855
OG0000731	Praa.g_01099	Syah.g_00867
OG0000732	Praa.g_01109	Syah.g_00319
OG0000733	Praa.g_01128	Syah.g_00473
OG0000734	Praa.g_01145	Syah.g_02545
OG0000735	Praa.g_01147	Syah.g_02178
OG0000736	Praa.g_01148	Syah.g_02177
OG0000737	Praa.g_01149	Syah.g_02176
OG0000738	Praa.g_01153	Syah.g_02170
OG0000739	Praa.g_01154	Syah.g_02165
OG0000740	Praa.g_01155	Syah.g_02164
OG0000741	Praa.g_01156	Syah.g_02161
OG0000742	Praa.g_01158	Syah.g_02159
OG0000743	Praa.g_01160	Syah.g_02157
OG0000744	Praa.g_01161	Syah.g_02156
OG0000745	Praa.g_01162	Syah.g_02154
OG0000746	Praa.g_01164	Syah.g_02151
OG0000747	Praa.g_01165	Syah.g_02150
OG0000748	Praa.g_01168	Syah.g_02140
OG0000749	Praa.g_01169	Syah.g_02138
OG0000750	Praa.g_01170	Syah.g_02137
OG0000751	Praa.g_01172	Syah.g_02130
OG0000752	Praa.g_01174	Syah.g_02128
OG0000753	Praa.g_01177	Syah.g_02125
OG0000754	Praa.g_01180	Syah.g_01431
OG0000755	Praa.g_01183	Syah.g_01423
OG0000756	Praa.g_01184	Syah.g_01422
OG0000757	Praa.g_01190	Syah.g_01415
OG0000758	Praa.g_01191	Syah.g_01414
OG0000759	Praa.g_01192	Syah.g_01413
OG0000760	Praa.g_01193	Syah.g_01412
OG0000761	Praa.g_01194	Syah.g_01411
OG0000762	Praa.g_01195	Syah.g_01409
OG0000763	Praa.g_01197	Syah.g_01407
OG0000764	Praa.g_01198	Syah.g_01406
OG0000765	Praa.g_01207	Syah.g_01392
OG0000766	Praa.g_01208	Syah.g_01391
OG0000767	Praa.g_01210	Syah.g_01389
OG0000768	Praa.g_01211	Syah.g_01388
OG0000769	Praa.g_01213	Syah.g_01386
OG0000770	Praa.g_01215	Syah.g_01383
OG0000771	Praa.g_01224	Syah.g_02042
OG0000772	Praa.g_01290	Syah.g_01351
OG0000773	Praa.g_01309	Syah.g_02187
OG0000774	Praa.g_01311	Syah.g_02191
OG0000775	Praa.g_01313	Syah.g_02193
OG0000776	Praa.g_01314	Syah.g_02194
OG0000777	Praa.g_01315	Syah.g_02195
OG0000778	Praa.g_01316	Syah.g_02196
OG0000779	Praa.g_01320	Syah.g_02201
OG0000780	Praa.g_01321	Syah.g_02205
OG0000781	Praa.g_01324	Syah.g_02209
OG0000782	Praa.g_01325	Syah.g_02210
OG0000783	Praa.g_01326	Syah.g_02211
OG0000784	Praa.g_01327	Syah.g_02212
OG0000785	Praa.g_01329	Syah.g_02214
OG0000786	Praa.g_01331	Syah.g_01171
OG0000787	Praa.g_01332	Syah.g_01170
OG0000788	Praa.g_01353	Syah.g_01922
OG0000789	Praa.g_01356	Syah.g_01556
OG0000790	Praa.g_01371	Syah.g_00981
OG0000791	Praa.g_01373	Syah.g_00980
OG0000792	Praa.g_01374	Syah.g_00979
OG0000793	Praa.g_01377	Syah.g_00974
OG0000794	Praa.g_01378	Syah.g_00973
OG0000795	Praa.g_01379	Syah.g_00972
OG0000796	Praa.g_01383	Syah.g_00968
OG0000797	Praa.g_01384	Syah.g_00967
OG0000798	Praa.g_01393	Syah.g_00627
OG0000799	Praa.g_01458	Syah.g_01326
OG0000800	Praa.g_01459	Syah.g_01325
OG0000801	Praa.g_01460	Syah.g_01324
OG0000802	Praa.g_01462	Syah.g_01320
OG0000803	Praa.g_01464	Syah.g_01315
OG0000804	Praa.g_01465	Syah.g_01312
OG0000805	Praa.g_01467	Syah.g_01303
OG0000806	Praa.g_01469	Syah.g_01301
OG0000807	Praa.g_01470	Syah.g_01299
OG0000808	Praa.g_01471	Syah.g_01298
OG0000809	Praa.g_01474	Syah.g_01295
OG0000810	Praa.g_01475	Syah.g_01294
OG0000811	Praa.g_01479	Syah.g_01286
OG0000812	Praa.g_01481	Syah.g_01284
OG0000813	Praa.g_01482	Syah.g_01283
OG0000814	Praa.g_01484	Syah.g_01281
OG0000815	Praa.g_01485	Syah.g_01280
OG0000816	Praa.g_01487	Syah.g_01279
OG0000817	Praa.g_01488	Syah.g_01278
OG0000818	Praa.g_01493	Syah.g_01272
OG0000819	Praa.g_01494	Syah.g_01271
OG0000820	Praa.g_01495	Syah.g_01270
OG0000821	Praa.g_01499	Syah.g_01265
OG0000822	Praa.g_01500	Syah.g_01263
OG0000823	Praa.g_01501	Syah.g_01262
OG0000824	Praa.g_01504	Syah.g_01258
OG0000825	Praa.g_01505	Syah.g_01257
OG0000826	Praa.g_01506	Syah.g_01256
OG0000827	Praa.g_01507	Syah.g_01254
OG0000828	Praa.g_01510	Syah.g_01251
OG0000829	Praa.g_01511	Syah.g_01250
OG0000830	Praa.g_01512	Syah.g_01249
OG0000831	Praa.g_01514	Syah.g_01247
OG0000832	Praa.g_01520	Syah.g_02311
OG0000833	Praa.g_01528	Syah.g_02322
OG0000834	Praa.g_01529	Syah.g_02324
OG0000835	Praa.g_01530	Syah.g_02325
OG0000836	Praa.g_01531	Syah.g_02329
OG0000837	Praa.g_01532	Syah.g_02330
OG0000838	Praa.g_01534	Syah.g_02334
OG0000839	Praa.g_01535	Syah.g_02335
OG0000840	Praa.g_01536	Syah.g_02336
OG0000841	Praa.g_01537	Syah.g_02337
OG0000842	Praa.g_01538	Syah.g_02338
OG0000843	Praa.g_01539	Syah.g_02339
OG0000844	Praa.g_01541	Syah.g_02341
OG0000845	Praa.g_01542	Syah.g_02342
OG0000846	Praa.g_01543	Syah.g_02343
OG0000847	Praa.g_01544	Syah.g_02344
OG0000848	Praa.g_01545	Syah.g_02346
OG0000849	Praa.g_01546	Syah.g_02347
OG0000850	Praa.g_01548	Syah.g_02349
OG0000851	Praa.g_01549	Syah.g_02359
OG0000852	Praa.g_01550	Syah.g_02360
OG0000853	Praa.g_01554	Syah.g_02364
OG0000854	Praa.g_01556	Syah.g_02366
OG0000855	Praa.g_01557	Syah.g_02367
OG0000856	Praa.g_01572	Syah.g_01951
OG0000857	Praa.g_01600	Syah.g_01761
OG0000858	Praa.g_01629	Syah.g_02373
OG0000859	Praa.g_01630	Syah.g_02374
OG0000860	Praa.g_01637	Syah.g_02386
OG0000861	Praa.g_01638	Syah.g_02387
OG0000862	Praa.g_01639	Syah.g_02389
OG0000863	Praa.g_01641	Syah.g_02391
OG0000864	Praa.g_01642	Syah.g_02392
OG0000865	Praa.g_01643	Syah.g_02396
OG0000866	Praa.g_01644	Syah.g_02397
OG0000867	Praa.g_01645	Syah.g_02398
OG0000868	Praa.g_01646	Syah.g_02401
OG0000869	Praa.g_01650	Syah.g_02406
OG0000870	Praa.g_01655	Syah.g_02411
OG0000871	Praa.g_01656	Syah.g_02412
OG0000872	Praa.g_01657	Syah.g_02421
OG0000873	Praa.g_01660	Syah.g_02424
OG0000874	Praa.g_01663	Syah.g_02420
OG0000875	Praa.g_01665	Syah.g_02426
OG0000876	Praa.g_01666	Syah.g_02250
OG0000877	Praa.g_01668	Syah.g_02254
OG0000878	Praa.g_01669	Syah.g_02255
OG0000879	Praa.g_01670	Syah.g_02256
OG0000880	Praa.g_01671	Syah.g_02257
OG0000881	Praa.g_01675	Syah.g_02262
OG0000882	Praa.g_01680	Syah.g_02267
OG0000883	Praa.g_01682	Syah.g_02270
OG0000884	Praa.g_01684	Syah.g_02272
OG0000885	Praa.g_01685	Syah.g_02273
OG0000886	Praa.g_01686	Syah.g_02274
OG0000887	Praa.g_01687	Syah.g_02275
OG0000888	Praa.g_01689	Syah.g_02277
OG0000889	Praa.g_01691	Syah.g_02279
OG0000890	Praa.g_01692	Syah.g_02284
OG0000891	Praa.g_01693	Syah.g_02285
OG0000892	Praa.g_01695	Syah.g_02288
OG0000893	Praa.g_01699	Syah.g_00684
OG0000894	Praa.g_01701	Syah.g_00690
OG0000895	Praa.g_01704	Syah.g_00694
OG0000896	Praa.g_01705	Syah.g_00695
OG0000897	Praa.g_01707	Syah.g_00697
OG0000898	Praa.g_01708	Syah.g_00698
OG0000899	Praa.g_01709	Syah.g_00699
OG0000900	Praa.g_01710	Syah.g_00700
OG0000901	Praa.g_01713	Syah.g_00705
OG0000902	Praa.g_01715	Syah.g_00707
OG0000903	Praa.g_01718	Syah.g_00739
OG0000904	Praa.g_01720	Syah.g_00734
OG0000905	Praa.g_01725	Syah.g_00731
OG0000906	Praa.g_01726	Syah.g_00729
OG0000907	Praa.g_01733	Syah.g_00741
OG0000908	Praa.g_01736	Syah.g_00744
OG0000909	Praa.g_01737	Syah.g_00745
OG0000910	Praa.g_01738	Syah.g_00746
OG0000911	Praa.g_01740	Syah.g_00748
OG0000912	Praa.g_01741	Syah.g_00749
OG0000913	Praa.g_01742	Syah.g_00750
OG0000914	Praa.g_01743	Syah.g_00751
OG0000915	Praa.g_01744	Syah.g_00752
OG0000916	Praa.g_01745	Syah.g_00753
OG0000917	Praa.g_01746	Syah.g_00754
OG0000918	Praa.g_01747	Syah.g_00755
OG0000919	Praa.g_01748	Syah.g_00756
OG0000920	Praa.g_01749	Syah.g_00757
OG0000921	Praa.g_01750	Syah.g_00758
OG0000922	Praa.g_01751	Syah.g_00759
OG0000923	Praa.g_01755	Syah.g_00763
OG0000924	Praa.g_01756	Syah.g_00764
OG0000925	Praa.g_01757	Syah.g_00765
OG0000926	Praa.g_01758	Syah.g_00766
OG0000927	Praa.g_01760	Syah.g_00768
OG0000928	Praa.g_01761	Syah.g_00769
OG0000929	Praa.g_01762	Syah.g_00770
OG0000930	Praa.g_01763	Syah.g_00771
OG0000931	Praa.g_01764	Syah.g_00772
OG0000932	Praa.g_01765	Syah.g_00773
OG0000933	Praa.g_01769	Syah.g_00778
OG0000934	Praa.g_01771	Syah.g_00780
OG0000935	Praa.g_01772	Syah.g_00781
OG0000936	Praa.g_01773	Syah.g_00782
OG0000937	Praa.g_01774	Syah.g_00783
OG0000938	Praa.g_01776	Syah.g_00787
OG0000939	Praa.g_01777	Syah.g_00788
OG0000940	Praa.g_01784	Syah.g_00795
OG0000941	Praa.g_01786	Syah.g_00797
OG0000942	Praa.g_01788	Syah.g_00799
OG0000943	Praa.g_01789	Syah.g_00800
OG0000944	Praa.g_01790	Syah.g_00802
OG0000945	Praa.g_01791	Syah.g_00804
OG0000946	Praa.g_01796	Syah.g_00809
OG0000947	Praa.g_01798	Syah.g_00812
OG0000948	Praa.g_01799	Syah.g_00813
OG0000949	Praa.g_01802	Syah.g_00173
OG0000950	Praa.g_01807	Syah.g_00184
OG0000951	Praa.g_01811	Syah.g_00190
OG0000952	Praa.g_01815	Syah.g_00202
OG0000953	Praa.g_01818	Syah.g_00207
OG0000954	Praa.g_01822	Syah.g_00233
OG0000955	Praa.g_01823	Syah.g_00234
OG0000956	Praa.g_01825	Syah.g_00236
OG0000957	Praa.g_01830	Syah.g_00248
OG0000958	Praa.g_01831	Syah.g_00249
OG0000959	Praa.g_01835	Syah.g_00253
OG0000960	Praa.g_01836	Syah.g_00254
OG0000961	Praa.g_01838	Syah.g_00259
OG0000962	Praa.g_01840	Syah.g_00262
OG0000963	Praa.g_01844	Syah.g_00267
OG0000964	Praa.g_01845	Syah.g_00268
OG0000965	Praa.g_01846	Syah.g_00269
OG0000966	Praa.g_01853	Syah.g_00288
OG0000967	Praa.g_01858	Syah.g_00300
OG0000968	Praa.g_01860	Syah.g_00295
OG0000969	Praa.g_01861	Syah.g_00297
OG0000970	Praa.g_01862	Syah.g_00298
OG0000971	Praa.g_01863	Syah.g_00303
OG0000972	Praa.g_01864	Syah.g_00304
OG0000973	Praa.g_01865	Syah.g_00305
OG0000974	Praa.g_01866	Syah.g_00306
OG0000975	Praa.g_01867	Syah.g_00307
OG0000976	Praa.g_01868	Syah.g_00308
OG0000977	Praa.g_01869	Syah.g_00310
OG0000978	Praa.g_01870	Syah.g_00312
OG0000979	Praa.g_01873	Syah.g_00315
OG0000980	Praa.g_01875	Syah.g_00318
OG0000981	Praa.g_01877	Syah.g_00321
OG0000982	Praa.g_01879	Syah.g_00511
OG0000983	Praa.g_01880	Syah.g_00510
OG0000984	Praa.g_01881	Syah.g_00509
OG0000985	Praa.g_01884	Syah.g_00505
OG0000986	Praa.g_01886	Syah.g_00496
OG0000987	Praa.g_01887	Syah.g_00494
OG0000988	Praa.g_01890	Syah.g_00489
OG0000989	Praa.g_01893	Syah.g_00481
OG0000990	Praa.g_01896	Syah.g_00466
OG0000991	Praa.g_01897	Syah.g_00462
OG0000992	Praa.g_01899	Syah.g_00460
OG0000993	Praa.g_01900	Syah.g_00459
OG0000994	Praa.g_01901	Syah.g_00457
OG0000995	Praa.g_01905	Syah.g_00452
OG0000996	Praa.g_01906	Syah.g_00412
OG0000997	Praa.g_01907	Syah.g_00403
OG0000998	Praa.g_01909	Syah.g_00401
OG0000999	Praa.g_01910	Syah.g_00400
OG0001000	Praa.g_01913	Syah.g_00397
OG0001001	Praa.g_01915	Syah.g_00392
OG0001002	Praa.g_01919	Syah.g_00386
OG0001003	Praa.g_01920	Syah.g_00384
OG0001004	Praa.g_01921	Syah.g_00383
OG0001005	Praa.g_01922	Syah.g_00382
OG0001006	Praa.g_01926	Syah.g_00375
OG0001007	Praa.g_01928	Syah.g_00373
OG0001009	Praa.g_00027	Syah.g_00344
OG0001010	Praa.g_00028	Syah.g_00343
OG0001011	Praa.g_00029	Syah.g_00342
OG0001012	Praa.g_00043	Syah.g_00514
OG0001013	Praa.g_00048	Syah.g_00527
OG0001014	Praa.g_00051	Syah.g_00531
OG0001015	Praa.g_00052	Syah.g_00532
OG0001016	Praa.g_00073	Syah.g_02487
OG0001017	Praa.g_00077	Syah.g_02493
OG0001018	Praa.g_00080	Syah.g_02495
OG0001019	Praa.g_00089	Syah.g_02512
OG0001020	Praa.g_00090	Syah.g_02517
OG0001021	Praa.g_00091	Syah.g_02521
OG0001022	Praa.g_00094	Syah.g_02524
OG0001023	Praa.g_00095	Syah.g_02525
OG0001024	Praa.g_00098	Syah.g_02529
OG0001025	Praa.g_00104	Syah.g_02534
OG0001026	Praa.g_00111	Syah.g_02547
OG0001027	Praa.g_00112	Syah.g_00001
OG0001028	Praa.g_00114	Syah.g_00003
OG0001029	Praa.g_00115	Syah.g_00005
OG0001030	Praa.g_00130	Syah.g_00025
OG0001031	Praa.g_00186	Syah.g_00611
OG0001032	Praa.g_00187	Syah.g_00609
OG0001033	Praa.g_00208	Syah.g_00577
OG0001034	Praa.g_00236	Syah.g_00908
OG0001035	Praa.g_00254	Syah.g_00660
OG0001036	Praa.g_00259	Syah.g_00655
OG0001037	Praa.g_00260	Syah.g_00653
OG0001038	Praa.g_00278	Syah.g_00626
OG0001039	Praa.g_00281	Syah.g_00623
OG0001040	Praa.g_00283	Syah.g_00090
OG0001042	Praa.g_00304	Syah.g_00122
OG0001043	Praa.g_00305	Syah.g_00126
OG0001044	Praa.g_00333	Syah.g_00857
OG0001045	Praa.g_00341	Syah.g_00870
OG0001046	Praa.g_00378	Syah.g_01647
OG0001047	Praa.g_00438	Syah.g_02233
OG0001048	Praa.g_00439	Syah.g_02232
OG0001049	Praa.g_00441	Syah.g_02225
OG0001050	Praa.g_00442	Syah.g_02224
OG0001051	Praa.g_00443	Syah.g_02223
OG0001052	Praa.g_00471	Syah.g_01217
OG0001053	Praa.g_00483	Syah.g_01000
OG0001054	Praa.g_00498	Syah.g_01017
OG0001055	Praa.g_00517	Syah.g_01037
OG0001056	Praa.g_00536	Syah.g_01069
OG0001057	Praa.g_00541	Syah.g_01075
OG0001058	Praa.g_00550	Syah.g_01091
OG0001059	Praa.g_00554	Syah.g_01095
OG0001060	Praa.g_00561	Syah.g_01102
OG0001061	Praa.g_00574	Syah.g_01123
OG0001062	Praa.g_00576	Syah.g_01125
OG0001063	Praa.g_00578	Syah.g_01129
OG0001064	Praa.g_00579	Syah.g_01130
OG0001065	Praa.g_00580	Syah.g_01131
OG0001066	Praa.g_00581	Syah.g_01132
OG0001067	Praa.g_00582	Syah.g_01133
OG0001068	Praa.g_00583	Syah.g_01134
OG0001069	Praa.g_00584	Syah.g_01135
OG0001070	Praa.g_00587	Syah.g_01138
OG0001071	Praa.g_00588	Syah.g_01139
OG0001072	Praa.g_00590	Syah.g_01144
OG0001074	Praa.g_00615	Syah.g_01970
OG0001075	Praa.g_00616	Syah.g_01969
OG0001076	Praa.g_00624	Syah.g_01959
OG0001077	Praa.g_00628	Syah.g_01948
OG0001078	Praa.g_00636	Syah.g_01934
OG0001079	Praa.g_00647	Syah.g_01921
OG0001080	Praa.g_00653	Syah.g_01538
OG0001081	Praa.g_00655	Syah.g_01487
OG0001082	Praa.g_00656	Syah.g_01488
OG0001083	Praa.g_00661	Syah.g_01495
OG0001084	Praa.g_00662	Syah.g_01496
OG0001085	Praa.g_00670	Syah.g_01506
OG0001086	Praa.g_00671	Syah.g_01508
OG0001087	Praa.g_00688	Syah.g_01992
OG0001088	Praa.g_00689	Syah.g_01995
OG0001089	Praa.g_00697	Syah.g_02019
OG0001090	Praa.g_00712	Syah.g_01728
OG0001091	Praa.g_00714	Syah.g_01726
OG0001092	Praa.g_00715	Syah.g_01724
OG0001093	Praa.g_00720	Syah.g_01718
OG0001094	Praa.g_00797	Syah.g_01785
OG0001095	Praa.g_00817	Syah.g_01764
OG0001096	Praa.g_00830	Syah.g_01748
OG0001097	Praa.g_00849	Syah.g_02094
OG0001098	Praa.g_00864	Syah.g_01542
OG0001099	Praa.g_00896	Syah.g_00004
OG0001100	Praa.g_00900	Syah.g_01522
OG0001101	Praa.g_00902	Syah.g_01523
OG0001102	Praa.g_00904	Syah.g_01526
OG0001103	Praa.g_00906	Syah.g_01528
OG0001104	Praa.g_00927	Syah.g_01801
OG0001105	Praa.g_00931	Syah.g_01797
OG0001106	Praa.g_00955	Syah.g_01609
OG0001107	Praa.g_00962	Syah.g_01620
OG0001108	Praa.g_00966	Syah.g_01628
OG0001109	Praa.g_00967	Syah.g_01630
OG0001110	Praa.g_00969	Syah.g_01632
OG0001111	Praa.g_00970	Syah.g_01634
OG0001112	Praa.g_00971	Syah.g_01636
OG0001113	Praa.g_00972	Syah.g_01637
OG0001114	Praa.g_00973	Syah.g_01638
OG0001115	Praa.g_00975	Syah.g_01642
OG0001116	Praa.g_00976	Syah.g_01644
OG0001117	Praa.g_00977	Syah.g_01645
OG0001118	Praa.g_00978	Syah.g_01646
OG0001119	Praa.g_00979	Syah.g_01648
OG0001120	Praa.g_00981	Syah.g_01652
OG0001121	Praa.g_01125, Praa.g_00984	Syah.g_00927, Syah.g_02183
OG0001122	Praa.g_01011	Syah.g_01679
OG0001123	Praa.g_01015	Syah.g_01686
OG0001124	Praa.g_01017	Syah.g_01688
OG0001125	Praa.g_01018	Syah.g_01690
OG0001126	Praa.g_01028	Syah.g_02058
OG0001127	Praa.g_01029	Syah.g_02057
OG0001128	Praa.g_01031	Syah.g_02040
OG0001129	Praa.g_01032	Syah.g_02038
OG0001130	Praa.g_01033	Syah.g_02037
OG0001131	Praa.g_01070	Syah.g_01819
OG0001132	Praa.g_01080	Syah.g_01850
OG0001133	Praa.g_01115	Syah.g_01957
OG0001134	Praa.g_01127	Syah.g_01437
OG0001135	Praa.g_01130	Syah.g_01439
OG0001136	Praa.g_01157	Syah.g_02160
OG0001137	Praa.g_01167	Syah.g_02141
OG0001138	Praa.g_01185	Syah.g_01421
OG0001139	Praa.g_01186	Syah.g_01419
OG0001140	Praa.g_01187	Syah.g_01418
OG0001141	Praa.g_01188	Syah.g_01417
OG0001142	Praa.g_01189	Syah.g_01416
OG0001143	Praa.g_01196	Syah.g_01408
OG0001144	Praa.g_01201	Syah.g_01399
OG0001145	Praa.g_01310	Syah.g_02188
OG0001146	Praa.g_01322	Syah.g_02206
OG0001147	Praa.g_01352	Syah.g_01234
OG0001148	Praa.g_01368	Syah.g_00984
OG0001149	Praa.g_01369	Syah.g_00983
OG0001150	Praa.g_01370	Syah.g_00982
OG0001151	Praa.g_01381	Syah.g_00970
OG0001152	Praa.g_01382	Syah.g_00969
OG0001153	Praa.g_01508	Syah.g_01253
OG0001154	Praa.g_01509	Syah.g_01252
OG0001155	Praa.g_01521	Syah.g_02313
OG0001156	Praa.g_01524	Syah.g_02316
OG0001157	Praa.g_01525	Syah.g_02317
OG0001158	Praa.g_01526	Syah.g_02318
OG0001159	Praa.g_01527	Syah.g_02319
OG0001161	Praa.g_01565	Syah.g_00475
OG0001162	Praa.g_01576	Syah.g_01745
OG0001163	Praa.g_01627	Syah.g_02370
OG0001164	Praa.g_01631	Syah.g_02376
