Orthogroup	Praa	Pral
OG0000579	Praa.g_00602	Pral.g_00487
OG0000580	Praa.g_00603	Pral.g_00486
OG0000581	Praa.g_00605	Pral.g_00483
OG0000582	Praa.g_00608	Pral.g_00480
OG0000583	Praa.g_00609	Pral.g_00479
OG0000584	Praa.g_00610	Pral.g_00478
OG0000585	Praa.g_00612	Pral.g_00476
OG0000586	Praa.g_00613	Pral.g_00475
OG0000587	Praa.g_00614	Pral.g_00474
OG0000588	Praa.g_00618	Pral.g_00469
OG0000589	Praa.g_00621	Pral.g_00466
OG0000590	Praa.g_00622	Pral.g_00465
OG0000591	Praa.g_00625	Pral.g_00462
OG0000592	Praa.g_00626	Pral.g_00461
OG0000593	Praa.g_00632	Pral.g_01433
OG0000594	Praa.g_00633	Pral.g_01434
OG0000595	Praa.g_00634	Pral.g_01435
OG0000596	Praa.g_00638	Pral.g_01439
OG0000597	Praa.g_00640	Pral.g_01441
OG0000598	Praa.g_00641	Pral.g_01442
OG0000599	Praa.g_00644	Pral.g_01445
OG0000600	Praa.g_00645	Pral.g_01446
OG0000601	Praa.g_00646	Pral.g_01447
OG0000602	Praa.g_00648	Pral.g_01449
OG0000603	Praa.g_00649	Pral.g_01450
OG0000604	Praa.g_00650	Pral.g_01451
OG0000605	Praa.g_00651	Pral.g_01452
OG0000606	Praa.g_00654	Pral.g_01455
OG0000607	Praa.g_00657	Pral.g_01458
OG0000608	Praa.g_00658	Pral.g_01459
OG0000609	Praa.g_00659	Pral.g_01460
OG0000610	Praa.g_00664	Pral.g_01466
OG0000611	Praa.g_00667	Pral.g_01469
OG0000612	Praa.g_00668	Pral.g_01470
OG0000613	Praa.g_00673	Pral.g_01769
OG0000614	Praa.g_00692	Pral.g_01748
OG0000615	Praa.g_00700	Pral.g_01737
OG0000616	Praa.g_00704	Pral.g_00399
OG0000617	Praa.g_00717	Pral.g_01723
OG0000618	Praa.g_00718	Pral.g_01722
OG0000619	Praa.g_00719	Pral.g_01721
OG0000620	Praa.g_00722	Pral.g_01718
OG0000621	Praa.g_00723	Pral.g_01717
OG0000622	Praa.g_00724	Pral.g_01716
OG0000623	Praa.g_00725	Pral.g_01715
OG0000624	Praa.g_00726	Pral.g_01713
OG0000625	Praa.g_00727	Pral.g_01712
OG0000626	Praa.g_00728	Pral.g_01711
OG0000627	Praa.g_00729	Pral.g_01709
OG0000628	Praa.g_00730	Pral.g_01708
OG0000629	Praa.g_00731	Pral.g_01707
OG0000630	Praa.g_00734	Pral.g_01704
OG0000631	Praa.g_00794	Pral.g_01658
OG0000632	Praa.g_00795	Pral.g_01657
OG0000633	Praa.g_00796	Pral.g_01656
OG0000634	Praa.g_00799	Pral.g_01484
OG0000635	Praa.g_00800	Pral.g_01485
OG0000636	Praa.g_00802	Pral.g_01487
OG0000637	Praa.g_00804	Pral.g_01489
OG0000638	Praa.g_00805	Pral.g_01490
OG0000639	Praa.g_00806	Pral.g_01491
OG0000640	Praa.g_00807	Pral.g_01492
OG0000641	Praa.g_00812	Pral.g_01496
OG0000642	Praa.g_00813	Pral.g_01497
OG0000643	Praa.g_00814	Pral.g_01498
OG0000644	Praa.g_00815	Pral.g_01499
OG0000645	Praa.g_00816	Pral.g_01500
OG0000646	Praa.g_00818	Pral.g_01502
OG0000647	Praa.g_00819	Pral.g_01504
OG0000648	Praa.g_00821	Pral.g_01506
OG0000649	Praa.g_00822	Pral.g_01507
OG0000650	Praa.g_00823	Pral.g_01508
OG0000651	Praa.g_00824	Pral.g_01509
OG0000652	Praa.g_00825	Pral.g_01510
OG0000653	Praa.g_00827	Pral.g_01512
OG0000654	Praa.g_00828	Pral.g_01513
OG0000655	Praa.g_00829	Pral.g_01514
OG0000656	Praa.g_00832	Pral.g_01517
OG0000657	Praa.g_00840	Pral.g_01524
OG0000658	Praa.g_00841	Pral.g_01525
OG0000659	Praa.g_00842	Pral.g_01526
OG0000660	Praa.g_00846	Pral.g_01530
OG0000661	Praa.g_00848	Pral.g_01532
OG0000662	Praa.g_00850	Pral.g_01534
OG0000663	Praa.g_00852	Pral.g_01536
OG0000664	Praa.g_00853	Pral.g_01537
OG0000665	Praa.g_00857	Pral.g_01543
OG0000666	Praa.g_00858	Pral.g_01544
OG0000667	Praa.g_00862	Pral.g_01548
OG0000668	Praa.g_00892	Pral.g_01820
OG0000669	Praa.g_00899	Pral.g_01809
OG0000670	Praa.g_00901	Pral.g_01806
OG0000671	Praa.g_00903	Pral.g_01804
OG0000672	Praa.g_00905	Pral.g_01801
OG0000673	Praa.g_00908	Pral.g_01798
OG0000674	Praa.g_00910	Pral.g_01796
OG0000675	Praa.g_00911	Pral.g_01795
OG0000676	Praa.g_00913	Pral.g_01793
OG0000677	Praa.g_00914	Pral.g_01792
OG0000678	Praa.g_00916	Pral.g_01790
OG0000679	Praa.g_00920	Pral.g_01786
OG0000680	Praa.g_00921	Pral.g_01785
OG0000681	Praa.g_00923	Pral.g_01782
OG0000682	Praa.g_00924	Pral.g_01781
OG0000683	Praa.g_00925	Pral.g_01780
OG0000684	Praa.g_00926	Pral.g_01778
OG0000685	Praa.g_00928	Pral.g_01776
OG0000686	Praa.g_00929	Pral.g_01775
OG0000687	Praa.g_00930	Pral.g_01774
OG0000688	Praa.g_00933	Pral.g_01474
OG0000689	Praa.g_00934	Pral.g_01475
OG0000690	Praa.g_00935	Pral.g_01476
OG0000691	Praa.g_00936	Pral.g_01477
OG0000692	Praa.g_00938	Pral.g_01479
OG0000693	Praa.g_00939	Pral.g_01480
OG0000694	Praa.g_00940	Pral.g_01481
OG0000695	Praa.g_00942	Pral.g_01654
OG0000696	Praa.g_00943	Pral.g_01653
OG0000697	Praa.g_00944	Pral.g_01652
OG0000698	Praa.g_00947	Pral.g_01649
OG0000699	Praa.g_00948	Pral.g_01647
OG0000700	Praa.g_00949	Pral.g_01646
OG0000701	Praa.g_00950	Pral.g_01645
OG0000702	Praa.g_00952	Pral.g_01643
OG0000703	Praa.g_00953	Pral.g_01642
OG0000704	Praa.g_00954	Pral.g_01640
OG0000705	Praa.g_00958	Pral.g_01634
OG0000706	Praa.g_00959	Pral.g_01633
OG0000707	Praa.g_00960	Pral.g_01632
OG0000708	Praa.g_00961	Pral.g_01630
OG0000709	Praa.g_00965	Pral.g_01626
OG0000710	Praa.g_00968	Pral.g_01623
OG0000711	Praa.g_00985	Pral.g_01579
OG0000712	Praa.g_00987	Pral.g_01580
OG0000713	Praa.g_00988	Pral.g_01581
OG0000714	Praa.g_00989	Pral.g_01582
OG0000715	Praa.g_00991	Pral.g_01584
OG0000716	Praa.g_00993	Pral.g_01586
OG0000717	Praa.g_00994	Pral.g_01587
OG0000718	Praa.g_01008	Pral.g_01590
OG0000719	Praa.g_01010	Pral.g_01592
OG0000720	Praa.g_01019	Pral.g_01603
OG0000721	Praa.g_01021	Pral.g_01607
OG0000722	Praa.g_01022	Pral.g_01608
OG0000723	Praa.g_01025	Pral.g_01575
OG0000724	Praa.g_01034	Pral.g_01566
OG0000725	Praa.g_01040	Pral.g_01560
OG0000726	Praa.g_01041	Pral.g_01559
OG0000727	Praa.g_01042	Pral.g_01558
OG0000728	Praa.g_01044	Pral.g_01556
OG0000729	Praa.g_01091	Pral.g_01311
OG0000730	Praa.g_01095	Pral.g_01324
OG0000731	Praa.g_01099	Pral.g_00692
OG0000732	Praa.g_01109	Pral.g_00348
OG0000733	Praa.g_01128	Pral.g_00077
OG0000734	Praa.g_01145	Pral.g_01351
OG0000735	Praa.g_01147	Pral.g_01353
OG0000736	Praa.g_01148	Pral.g_01354
OG0000737	Praa.g_01149	Pral.g_01355
OG0000738	Praa.g_01153	Pral.g_01359
OG0000739	Praa.g_01154	Pral.g_01360
OG0000740	Praa.g_01155	Pral.g_01361
OG0000741	Praa.g_01156	Pral.g_01363
OG0000742	Praa.g_01158	Pral.g_01366
OG0000743	Praa.g_01160	Pral.g_01368
OG0000744	Praa.g_01161	Pral.g_01369
OG0000745	Praa.g_01162	Pral.g_01370
OG0000746	Praa.g_01164	Pral.g_01372
OG0000747	Praa.g_01165	Pral.g_01373
OG0000748	Praa.g_01168	Pral.g_01378
OG0000749	Praa.g_01169	Pral.g_01379
OG0000750	Praa.g_01170	Pral.g_01380
OG0000751	Praa.g_01172	Pral.g_01383
OG0000752	Praa.g_01174	Pral.g_01385
OG0000753	Praa.g_01177	Pral.g_01388
OG0000754	Praa.g_01180	Pral.g_01391
OG0000755	Praa.g_01183	Pral.g_01399
OG0000756	Praa.g_01184	Pral.g_01400
OG0000757	Praa.g_01190	Pral.g_01406
OG0000758	Praa.g_01191	Pral.g_01407
OG0000759	Praa.g_01192	Pral.g_01408
OG0000760	Praa.g_01193	Pral.g_01409
OG0000761	Praa.g_01194	Pral.g_01410
OG0000762	Praa.g_01195	Pral.g_01411
OG0000763	Praa.g_01197	Pral.g_01413
OG0000764	Praa.g_01198	Pral.g_01414
OG0000765	Praa.g_01207	Pral.g_01423
OG0000766	Praa.g_01208	Pral.g_01424
OG0000767	Praa.g_01210	Pral.g_01426
OG0000768	Praa.g_01211	Pral.g_01427
OG0000769	Praa.g_01213	Pral.g_01429
OG0000770	Praa.g_01215	Pral.g_00456
OG0000771	Praa.g_01224	Pral.g_01064
OG0000772	Praa.g_01290	Pral.g_01893
OG0000773	Praa.g_01309	Pral.g_01290
OG0000774	Praa.g_01311	Pral.g_01288
OG0000775	Praa.g_01313	Pral.g_01286
OG0000776	Praa.g_01314	Pral.g_01285
OG0000777	Praa.g_01315	Pral.g_01284
OG0000778	Praa.g_01316	Pral.g_01283
OG0000779	Praa.g_01320	Pral.g_01279
OG0000780	Praa.g_01321	Pral.g_01278
OG0000781	Praa.g_01324	Pral.g_01275
OG0000782	Praa.g_01325	Pral.g_01274
OG0000783	Praa.g_01326	Pral.g_01273
OG0000784	Praa.g_01327	Pral.g_01272
OG0000785	Praa.g_01329	Pral.g_01270
OG0000786	Praa.g_01331	Pral.g_01267
OG0000787	Praa.g_01332	Pral.g_01266
OG0000788	Praa.g_01353	Pral.g_00440
OG0000789	Praa.g_01356	Pral.g_01060
OG0000790	Praa.g_01371	Pral.g_01217
OG0000791	Praa.g_01373	Pral.g_01215
OG0000792	Praa.g_01374	Pral.g_01214
OG0000793	Praa.g_01377	Pral.g_01211
OG0000794	Praa.g_01378	Pral.g_01210
OG0000795	Praa.g_01379	Pral.g_01209
OG0000796	Praa.g_01383	Pral.g_01205
OG0000797	Praa.g_01384	Pral.g_01204
OG0000799	Praa.g_01458	Pral.g_01184
OG0000800	Praa.g_01459	Pral.g_01183
OG0000801	Praa.g_01460	Pral.g_01182
OG0000802	Praa.g_01462	Pral.g_01180
OG0000803	Praa.g_01464	Pral.g_01178
OG0000804	Praa.g_01465	Pral.g_01177
OG0000805	Praa.g_01467	Pral.g_01175
OG0000806	Praa.g_01469	Pral.g_01173
OG0000807	Praa.g_01470	Pral.g_01172
OG0000808	Praa.g_01471	Pral.g_01171
OG0000809	Praa.g_01474	Pral.g_01167
OG0000810	Praa.g_01475	Pral.g_01166
OG0000811	Praa.g_01479	Pral.g_01158
OG0000812	Praa.g_01481	Pral.g_01156
OG0000813	Praa.g_01482	Pral.g_01155
OG0000814	Praa.g_01484	Pral.g_01153
OG0000815	Praa.g_01485	Pral.g_01152
OG0000816	Praa.g_01487	Pral.g_01150
OG0000817	Praa.g_01488	Pral.g_01149
OG0000818	Praa.g_01493	Pral.g_01144
OG0000819	Praa.g_01494	Pral.g_01143
OG0000820	Praa.g_01495	Pral.g_01142
OG0000821	Praa.g_01499	Pral.g_01137
OG0000822	Praa.g_01500	Pral.g_01136
OG0000823	Praa.g_01501	Pral.g_01135
OG0000824	Praa.g_01504	Pral.g_01132
OG0000825	Praa.g_01505	Pral.g_01131
OG0000826	Praa.g_01506	Pral.g_01130
OG0000827	Praa.g_01507	Pral.g_01129
OG0000828	Praa.g_01510	Pral.g_01126
OG0000829	Praa.g_01511	Pral.g_01125
OG0000830	Praa.g_01512	Pral.g_01124
OG0000831	Praa.g_01514	Pral.g_01122
OG0000832	Praa.g_01520	Pral.g_01110
OG0000833	Praa.g_01528	Pral.g_01101
OG0000834	Praa.g_01529	Pral.g_01100
OG0000835	Praa.g_01530	Pral.g_01099
OG0000836	Praa.g_01531	Pral.g_01098
OG0000837	Praa.g_01532	Pral.g_01097
OG0000838	Praa.g_01534	Pral.g_01094
OG0000839	Praa.g_01535	Pral.g_01093
OG0000840	Praa.g_01536	Pral.g_01092
OG0000841	Praa.g_01537	Pral.g_01091
OG0000842	Praa.g_01538	Pral.g_01090
OG0000843	Praa.g_01539	Pral.g_01089
OG0000844	Praa.g_01541	Pral.g_01088
OG0000845	Praa.g_01542	Pral.g_01087
OG0000846	Praa.g_01543	Pral.g_01086
OG0000847	Praa.g_01544	Pral.g_01085
OG0000848	Praa.g_01545	Pral.g_01084
OG0000849	Praa.g_01546	Pral.g_01083
OG0000850	Praa.g_01548	Pral.g_01081
OG0000851	Praa.g_01549	Pral.g_01080
OG0000852	Praa.g_01550	Pral.g_01079
OG0000853	Praa.g_01554	Pral.g_01074
OG0000854	Praa.g_01556	Pral.g_01072
OG0000855	Praa.g_01557	Pral.g_01071
OG0000856	Praa.g_01572	Pral.g_01058
OG0000857	Praa.g_01600	Pral.g_01503
OG0000858	Praa.g_01629	Pral.g_00100
OG0000859	Praa.g_01630	Pral.g_00101
OG0000860	Praa.g_01637	Pral.g_00109
OG0000861	Praa.g_01638	Pral.g_00110
OG0000862	Praa.g_01639	Pral.g_00111
OG0000863	Praa.g_01641	Pral.g_00113
OG0000864	Praa.g_01642	Pral.g_00114
OG0000865	Praa.g_01643	Pral.g_00115
OG0000866	Praa.g_01644	Pral.g_00116
OG0000867	Praa.g_01645	Pral.g_00117
OG0000868	Praa.g_01646	Pral.g_00119
OG0000869	Praa.g_01650	Pral.g_00122
OG0000870	Praa.g_01655	Pral.g_00127
OG0000871	Praa.g_01656	Pral.g_00128
OG0000872	Praa.g_01657	Pral.g_00129
OG0000873	Praa.g_01660	Pral.g_00132
OG0000874	Praa.g_01663	Pral.g_00135
OG0000875	Praa.g_01665	Pral.g_00136
OG0000876	Praa.g_01666	Pral.g_00137
OG0000877	Praa.g_01668	Pral.g_00139
OG0000878	Praa.g_01669	Pral.g_00140
OG0000879	Praa.g_01670	Pral.g_00141
OG0000880	Praa.g_01671	Pral.g_00142
OG0000881	Praa.g_01675	Pral.g_00146
OG0000882	Praa.g_01680	Pral.g_00151
OG0000883	Praa.g_01682	Pral.g_00154
OG0000884	Praa.g_01684	Pral.g_00156
OG0000885	Praa.g_01685	Pral.g_00157
OG0000886	Praa.g_01686	Pral.g_00158
OG0000887	Praa.g_01687	Pral.g_00159
OG0000888	Praa.g_01689	Pral.g_00161
OG0000889	Praa.g_01691	Pral.g_00163
OG0000890	Praa.g_01692	Pral.g_00164
OG0000891	Praa.g_01693	Pral.g_00165
OG0000892	Praa.g_01695	Pral.g_00167
OG0000893	Praa.g_01699	Pral.g_00170
OG0000894	Praa.g_01701	Pral.g_00173
OG0000895	Praa.g_01704	Pral.g_00177
OG0000896	Praa.g_01705	Pral.g_00178
OG0000897	Praa.g_01707	Pral.g_00180
OG0000898	Praa.g_01708	Pral.g_00181
OG0000899	Praa.g_01709	Pral.g_00182
OG0000900	Praa.g_01710	Pral.g_00183
OG0000901	Praa.g_01713	Pral.g_00187
OG0000902	Praa.g_01715	Pral.g_00189
OG0000903	Praa.g_01718	Pral.g_00193
OG0000904	Praa.g_01720	Pral.g_00198
OG0000905	Praa.g_01725	Pral.g_00191
OG0000906	Praa.g_01726	Pral.g_00190
OG0000907	Praa.g_01733	Pral.g_00200
OG0000908	Praa.g_01736	Pral.g_00203
OG0000909	Praa.g_01737	Pral.g_00204
OG0000910	Praa.g_01738	Pral.g_00205
OG0000911	Praa.g_01740	Pral.g_00207
OG0000912	Praa.g_01741	Pral.g_00208
OG0000913	Praa.g_01742	Pral.g_00209
OG0000914	Praa.g_01743	Pral.g_00210
OG0000915	Praa.g_01744	Pral.g_00211
OG0000916	Praa.g_01745	Pral.g_00212
OG0000917	Praa.g_01746	Pral.g_00213
OG0000918	Praa.g_01747	Pral.g_00214
OG0000919	Praa.g_01748	Pral.g_00215
OG0000920	Praa.g_01749	Pral.g_00216
OG0000921	Praa.g_01750	Pral.g_00217
OG0000922	Praa.g_01751	Pral.g_00218
OG0000923	Praa.g_01755	Pral.g_00222
OG0000924	Praa.g_01756	Pral.g_00223
OG0000925	Praa.g_01757	Pral.g_00224
OG0000926	Praa.g_01758	Pral.g_00225
OG0000927	Praa.g_01760	Pral.g_00227
OG0000928	Praa.g_01761	Pral.g_00228
OG0000929	Praa.g_01762	Pral.g_00229
OG0000930	Praa.g_01763	Pral.g_00230
OG0000931	Praa.g_01764	Pral.g_00232
OG0000932	Praa.g_01765	Pral.g_01190
OG0000933	Praa.g_01769	Pral.g_00236
OG0000934	Praa.g_01771	Pral.g_00238
OG0000935	Praa.g_01772	Pral.g_00239
OG0000936	Praa.g_01773	Pral.g_00240
OG0000937	Praa.g_01774	Pral.g_00241
OG0000938	Praa.g_01776	Pral.g_00244
OG0000939	Praa.g_01777	Pral.g_00245
OG0000940	Praa.g_01784	Pral.g_00252
OG0000941	Praa.g_01786	Pral.g_00254
OG0000942	Praa.g_01788	Pral.g_00256
OG0000943	Praa.g_01789	Pral.g_00257
OG0000944	Praa.g_01790	Pral.g_00259
OG0000945	Praa.g_01791	Pral.g_00260
OG0000946	Praa.g_01796	Pral.g_00266
OG0000947	Praa.g_01798	Pral.g_00268
OG0000948	Praa.g_01799	Pral.g_00269
OG0000949	Praa.g_01802	Pral.g_00272
OG0000950	Praa.g_01807	Pral.g_00278
OG0000951	Praa.g_01811	Pral.g_00282
OG0000952	Praa.g_01815	Pral.g_00286
OG0000953	Praa.g_01818	Pral.g_00290
OG0000954	Praa.g_01822	Pral.g_00294
OG0000955	Praa.g_01823	Pral.g_00295
OG0000956	Praa.g_01825	Pral.g_00297
OG0000957	Praa.g_01830	Pral.g_00303
OG0000958	Praa.g_01831	Pral.g_00304
OG0000959	Praa.g_01835	Pral.g_00308
OG0000960	Praa.g_01836	Pral.g_00309
OG0000961	Praa.g_01838	Pral.g_00312
OG0000962	Praa.g_01840	Pral.g_00314
OG0000963	Praa.g_01844	Pral.g_00318
OG0000964	Praa.g_01845	Pral.g_00319
OG0000965	Praa.g_01846	Pral.g_00320
OG0000966	Praa.g_01853	Pral.g_00326
OG0000967	Praa.g_01858	Pral.g_00330
OG0000968	Praa.g_01860	Pral.g_00332
OG0000969	Praa.g_01861	Pral.g_00333
OG0000970	Praa.g_01862	Pral.g_00334
OG0000971	Praa.g_01863	Pral.g_00335
OG0000972	Praa.g_01864	Pral.g_00336
OG0000973	Praa.g_01865	Pral.g_00337
OG0000974	Praa.g_01866	Pral.g_00338
OG0000975	Praa.g_01867	Pral.g_00339
OG0000976	Praa.g_01868	Pral.g_00340
OG0000977	Praa.g_01869	Pral.g_00341
OG0000978	Praa.g_01870	Pral.g_00342
OG0000979	Praa.g_01873	Pral.g_00345
OG0000980	Praa.g_01875	Pral.g_00347
OG0000981	Praa.g_01877	Pral.g_00350
OG0000982	Praa.g_01879	Pral.g_00352
OG0000983	Praa.g_01880	Pral.g_00353
OG0000984	Praa.g_01881	Pral.g_00354
OG0000985	Praa.g_01884	Pral.g_00357
OG0000986	Praa.g_01886	Pral.g_00359
OG0000987	Praa.g_01887	Pral.g_00360
OG0000988	Praa.g_01890	Pral.g_00363
OG0000989	Praa.g_01893	Pral.g_00367
OG0000990	Praa.g_01896	Pral.g_00373
OG0000991	Praa.g_01897	Pral.g_00374
OG0000992	Praa.g_01899	Pral.g_00377
OG0000993	Praa.g_01900	Pral.g_00378
OG0000994	Praa.g_01901	Pral.g_00379
OG0000995	Praa.g_01905	Pral.g_00383
OG0000996	Praa.g_01906	Pral.g_00384
OG0000997	Praa.g_01907	Pral.g_00386
OG0000998	Praa.g_01909	Pral.g_00388
OG0000999	Praa.g_01910	Pral.g_00389
OG0001000	Praa.g_01913	Pral.g_00392
OG0001001	Praa.g_01915	Pral.g_00396
OG0001002	Praa.g_01919	Pral.g_00401
OG0001003	Praa.g_01920	Pral.g_00402
OG0001004	Praa.g_01921	Pral.g_00403
OG0001005	Praa.g_01922	Pral.g_00404
OG0001006	Praa.g_01926	Pral.g_00408
OG0001007	Praa.g_01928	Pral.g_00410
OG0001009	Praa.g_00027	Pral.g_01017
OG0001010	Praa.g_00028	Pral.g_01016
OG0001011	Praa.g_00029	Pral.g_01014
OG0001012	Praa.g_00043	Pral.g_01001
OG0001013	Praa.g_00048	Pral.g_00994
OG0001014	Praa.g_00051	Pral.g_00991
OG0001015	Praa.g_00052	Pral.g_00990
OG0001016	Praa.g_00073	Pral.g_00974
OG0001017	Praa.g_00077	Pral.g_00970
OG0001018	Praa.g_00080	Pral.g_00968
OG0001019	Praa.g_00089	Pral.g_00958
OG0001020	Praa.g_00090	Pral.g_00957
OG0001021	Praa.g_00091	Pral.g_00956
OG0001022	Praa.g_00094	Pral.g_00953
OG0001023	Praa.g_00095	Pral.g_00952
OG0001024	Praa.g_00098	Pral.g_00949
OG0001025	Praa.g_00104	Pral.g_00942
OG0001026	Praa.g_00111	Pral.g_00934
OG0001027	Praa.g_00112	Pral.g_00933
OG0001028	Praa.g_00114	Pral.g_00931
OG0001029	Praa.g_00115	Pral.g_00930
OG0001030	Praa.g_00130	Pral.g_00914
OG0001031	Praa.g_00186	Pral.g_00857
OG0001032	Praa.g_00187	Pral.g_00856
OG0001033	Praa.g_00208	Pral.g_00836
OG0001034	Praa.g_00236	Pral.g_00804
OG0001035	Praa.g_00254	Pral.g_00784
OG0001036	Praa.g_00259	Pral.g_00780
OG0001037	Praa.g_00260	Pral.g_00779
OG0001038	Praa.g_00278	Pral.g_00761
OG0001039	Praa.g_00281	Pral.g_00758
OG0001040	Praa.g_00283	Pral.g_00755
OG0001041	Praa.g_00287	Pral.g_00751
OG0001042	Praa.g_00304	Pral.g_00734
OG0001043	Praa.g_00305	Pral.g_00733
OG0001044	Praa.g_00333	Pral.g_00699
OG0001045	Praa.g_00341	Pral.g_00690
OG0001046	Praa.g_00378	Pral.g_01039
OG0001047	Praa.g_00438	Pral.g_00655
OG0001048	Praa.g_00439	Pral.g_00654
OG0001049	Praa.g_00441	Pral.g_00651
OG0001050	Praa.g_00442	Pral.g_00650
OG0001051	Praa.g_00443	Pral.g_00649
OG0001052	Praa.g_00471	Pral.g_00621
OG0001053	Praa.g_00483	Pral.g_00608
OG0001055	Praa.g_00517	Pral.g_00573
OG0001056	Praa.g_00536	Pral.g_00554
OG0001057	Praa.g_00541	Pral.g_00549
OG0001058	Praa.g_00550	Pral.g_00541
OG0001059	Praa.g_00554	Pral.g_00537
OG0001060	Praa.g_00561	Pral.g_00530
OG0001061	Praa.g_00574	Pral.g_00514
OG0001062	Praa.g_00576	Pral.g_00512
OG0001063	Praa.g_00578	Pral.g_00510
OG0001064	Praa.g_00579	Pral.g_00509
OG0001065	Praa.g_00580	Pral.g_00508
OG0001066	Praa.g_00581	Pral.g_00507
OG0001067	Praa.g_00582	Pral.g_00506
OG0001068	Praa.g_00583	Pral.g_00505
OG0001069	Praa.g_00584	Pral.g_00504
OG0001070	Praa.g_00587	Pral.g_00502
OG0001071	Praa.g_00588	Pral.g_00501
OG0001072	Praa.g_00590	Pral.g_00499
OG0001073	Praa.g_00604	Pral.g_00485
OG0001074	Praa.g_00615	Pral.g_00472
OG0001075	Praa.g_00616	Pral.g_00471
OG0001076	Praa.g_00624	Pral.g_00464
OG0001077	Praa.g_00628	Pral.g_00459
OG0001078	Praa.g_00636	Pral.g_01437
OG0001079	Praa.g_00647	Pral.g_01448
OG0001080	Praa.g_00653	Pral.g_01454
OG0001081	Praa.g_00655	Pral.g_01456
OG0001082	Praa.g_00656	Pral.g_01457
OG0001083	Praa.g_00661	Pral.g_01462
OG0001084	Praa.g_00662	Pral.g_01463
OG0001085	Praa.g_00670	Pral.g_01772
OG0001086	Praa.g_00671	Pral.g_01771
OG0001087	Praa.g_00688	Pral.g_01753
OG0001088	Praa.g_00689	Pral.g_01752
OG0001089	Praa.g_00697	Pral.g_01741
OG0001090	Praa.g_00712	Pral.g_01728
OG0001091	Praa.g_00714	Pral.g_01726
OG0001092	Praa.g_00715	Pral.g_01725
OG0001093	Praa.g_00720	Pral.g_01720
OG0001094	Praa.g_00797	Pral.g_01482
OG0001095	Praa.g_00817	Pral.g_01501
OG0001096	Praa.g_00830	Pral.g_01515
OG0001097	Praa.g_00849	Pral.g_01533
OG0001098	Praa.g_00864	Pral.g_01552
OG0001099	Praa.g_00896	Pral.g_01815
OG0001100	Praa.g_00900	Pral.g_01807
OG0001101	Praa.g_00902	Pral.g_01805
OG0001102	Praa.g_00904	Pral.g_01802
OG0001103	Praa.g_00906	Pral.g_01800
OG0001104	Praa.g_00927	Pral.g_01777
OG0001105	Praa.g_00931	Pral.g_01773
OG0001106	Praa.g_00955	Pral.g_01639
OG0001107	Praa.g_00962	Pral.g_01629
OG0001108	Praa.g_00966	Pral.g_01625
OG0001109	Praa.g_00967	Pral.g_01624
OG0001110	Praa.g_00969	Pral.g_01622
OG0001111	Praa.g_00970	Pral.g_01621
OG0001112	Praa.g_00971	Pral.g_01620
OG0001113	Praa.g_00972	Pral.g_01619
OG0001114	Praa.g_00973	Pral.g_01618
OG0001115	Praa.g_00975	Pral.g_01616
OG0001116	Praa.g_00976	Pral.g_01615
OG0001117	Praa.g_00977	Pral.g_01614
OG0001118	Praa.g_00978	Pral.g_01613
OG0001119	Praa.g_00979	Pral.g_01612
OG0001120	Praa.g_00981	Pral.g_01611
OG0001122	Praa.g_01011	Pral.g_01593
OG0001123	Praa.g_01015	Pral.g_01598
OG0001124	Praa.g_01017	Pral.g_01600
OG0001125	Praa.g_01018	Pral.g_01602
OG0001126	Praa.g_01028	Pral.g_01571
OG0001127	Praa.g_01029	Pral.g_01570
OG0001128	Praa.g_01031	Pral.g_01569
OG0001129	Praa.g_01032	Pral.g_01568
OG0001130	Praa.g_01033	Pral.g_01567
OG0001131	Praa.g_01070	Pral.g_01321
OG0001132	Praa.g_01080	Pral.g_01033
OG0001133	Praa.g_01115	Pral.g_01314
OG0001134	Praa.g_01127	Pral.g_00056, Pral.g_00078
OG0001135	Praa.g_01130	Pral.g_00075
OG0001136	Praa.g_01157	Pral.g_01364
OG0001137	Praa.g_01167	Pral.g_01377
OG0001138	Praa.g_01185	Pral.g_01401
OG0001139	Praa.g_01186	Pral.g_01403
OG0001141	Praa.g_01188	Pral.g_01404
OG0001142	Praa.g_01189	Pral.g_01405
OG0001143	Praa.g_01196	Pral.g_01412
OG0001144	Praa.g_01201	Pral.g_01417
OG0001145	Praa.g_01310	Pral.g_01289
OG0001146	Praa.g_01322	Pral.g_01277
OG0001147	Praa.g_01352	Pral.g_01235
OG0001148	Praa.g_01368	Pral.g_01220
OG0001149	Praa.g_01369	Pral.g_01219
OG0001150	Praa.g_01370	Pral.g_01218
OG0001151	Praa.g_01381	Pral.g_01207
OG0001152	Praa.g_01382	Pral.g_01206
OG0001153	Praa.g_01508	Pral.g_01128
OG0001154	Praa.g_01509	Pral.g_01127
OG0001155	Praa.g_01521	Pral.g_01108
OG0001156	Praa.g_01524	Pral.g_01105
OG0001157	Praa.g_01525	Pral.g_01104
OG0001158	Praa.g_01526	Pral.g_01103
OG0001159	Praa.g_01527	Pral.g_01102
OG0001160	Praa.g_01552	Pral.g_01076
OG0001161	Praa.g_01565	Pral.g_00045
OG0001163	Praa.g_01627	Pral.g_00098
OG0001164	Praa.g_01631	Pral.g_00102
OG0001165	Praa.g_01634	Pral.g_00105
OG0001166	Praa.g_01654	Pral.g_00126
