Orthogroup	Prbl	Prag
OG0000578	Prbl.g_01634	Prag.g_00609
OG0000579	Prbl.g_01635	Prag.g_00610
OG0000580	Prbl.g_01636	Prag.g_00611
OG0000581	Prbl.g_01637	Prag.g_00612
OG0000582	Prbl.g_01639	Prag.g_00613
OG0000583	Prbl.g_01640	Prag.g_00614
OG0000584	Prbl.g_01642	Prag.g_00616
OG0000585	Prbl.g_01643	Prag.g_00617
OG0000586	Prbl.g_01645	Prag.g_00618
OG0000587	Prbl.g_01646	Prag.g_00619
OG0000588	Prbl.g_01647	Prag.g_00620
OG0000589	Prbl.g_01655	Prag.g_00621
OG0000590	Prbl.g_01656	Prag.g_00622
OG0000591	Prbl.g_01657	Prag.g_00623
OG0000592	Prbl.g_01658	Prag.g_00624
OG0000593	Prbl.g_01659	Prag.g_00625
OG0000594	Prbl.g_01662	Prag.g_00626
OG0000595	Prbl.g_01663	Prag.g_00627
OG0000596	Prbl.g_01664	Prag.g_00628
OG0000597	Prbl.g_01032	Prag.g_00632
OG0000598	Prbl.g_01031	Prag.g_00633
OG0000599	Prbl.g_01030	Prag.g_00634
OG0000600	Prbl.g_01412	Prag.g_00635
OG0000601	Prbl.g_01411	Prag.g_00636
OG0000602	Prbl.g_01409	Prag.g_00637
OG0000603	Prbl.g_01406	Prag.g_00638
OG0000604	Prbl.g_01405	Prag.g_00639
OG0000605	Prbl.g_01404	Prag.g_00640
OG0000606	Prbl.g_01403	Prag.g_00641
OG0000607	Prbl.g_01401	Prag.g_00642
OG0000608	Prbl.g_01400	Prag.g_00643
OG0000609	Prbl.g_01398	Prag.g_00645
OG0000610	Prbl.g_01397	Prag.g_00646
OG0000611	Prbl.g_01394	Prag.g_00648
OG0000612	Prbl.g_01392	Prag.g_00649
OG0000613	Prbl.g_00891	Prag.g_00651
OG0000614	Prbl.g_01915	Prag.g_00657
OG0000615	Prbl.g_00027	Prag.g_00658
OG0000616	Prbl.g_01242	Prag.g_00659
OG0000617	Prbl.g_02295	Prag.g_00661
OG0000618	Prbl.g_01046	Prag.g_00662
OG0000619	Prbl.g_01869	Prag.g_00663
OG0000620	Prbl.g_01847	Prag.g_00665
OG0000621	Prbl.g_01853	Prag.g_00666
OG0000622	Prbl.g_01857	Prag.g_00667
OG0000623	Prbl.g_01858	Prag.g_00668
OG0000624	Prbl.g_01872	Prag.g_00670
OG0000625	Prbl.g_01873	Prag.g_00671
OG0000626	Prbl.g_01874	Prag.g_00672
OG0000627	Prbl.g_00021	Prag.g_00673
OG0000628	Prbl.g_00022	Prag.g_00674
OG0000629	Prbl.g_00024	Prag.g_00675
OG0000630	Prbl.g_00026	Prag.g_00677
OG0000631	Prbl.g_02373	Prag.g_00678
OG0000632	Prbl.g_02137	Prag.g_00682
OG0000633	Prbl.g_00120	Prag.g_00683
OG0000634	Prbl.g_02565	Prag.g_00693
OG0000635	Prbl.g_02563	Prag.g_00695
OG0000636	Prbl.g_02562	Prag.g_00696
OG0000637	Prbl.g_02561	Prag.g_00698
OG0000638	Prbl.g_02560	Prag.g_00699
OG0000639	Prbl.g_02559	Prag.g_00700
OG0000640	Prbl.g_02558	Prag.g_00701
OG0000641	Prbl.g_02556	Prag.g_00702
OG0000642	Prbl.g_02555	Prag.g_00703
OG0000643	Prbl.g_02554	Prag.g_00704
OG0000644	Prbl.g_02552	Prag.g_00706
OG0000645	Prbl.g_02551	Prag.g_00707
OG0000646	Prbl.g_02550	Prag.g_00708
OG0000647	Prbl.g_02549	Prag.g_00709
OG0000648	Prbl.g_02426	Prag.g_00710
OG0000649	Prbl.g_02427	Prag.g_00711
OG0000650	Prbl.g_02430	Prag.g_00712
OG0000651	Prbl.g_02431	Prag.g_00713
OG0000652	Prbl.g_02434	Prag.g_00715
OG0000653	Prbl.g_02285	Prag.g_00742
OG0000654	Prbl.g_01904	Prag.g_00744
OG0000656	Prbl.g_00534	Prag.g_00758
OG0000657	Prbl.g_02470	Prag.g_00771
OG0000658	Prbl.g_02469	Prag.g_00772
OG0000659	Prbl.g_02468	Prag.g_00773
OG0000660	Prbl.g_01195	Prag.g_00784
OG0000661	Prbl.g_01930	Prag.g_00793
OG0000662	Prbl.g_02435	Prag.g_00795
OG0000663	Prbl.g_02440	Prag.g_00797
OG0000664	Prbl.g_02441	Prag.g_00798
OG0000665	Prbl.g_02442	Prag.g_00799
OG0000666	Prbl.g_02341	Prag.g_00800
OG0000667	Prbl.g_02340	Prag.g_00801
OG0000668	Prbl.g_02339	Prag.g_00802
OG0000669	Prbl.g_02338	Prag.g_00803
OG0000670	Prbl.g_02336	Prag.g_00805
OG0000671	Prbl.g_02335	Prag.g_00806
OG0000672	Prbl.g_02334	Prag.g_00807
OG0000673	Prbl.g_02333	Prag.g_00808
OG0000674	Prbl.g_02332	Prag.g_00809
OG0000675	Prbl.g_02331	Prag.g_00810
OG0000676	Prbl.g_02329	Prag.g_00812
OG0000677	Prbl.g_02327	Prag.g_00814
OG0000678	Prbl.g_02326	Prag.g_00815
OG0000679	Prbl.g_02325	Prag.g_00816
OG0000680	Prbl.g_02324	Prag.g_00817
OG0000681	Prbl.g_02323	Prag.g_00818
OG0000682	Prbl.g_02322	Prag.g_00819
OG0000683	Prbl.g_02320	Prag.g_00820
OG0000684	Prbl.g_02317	Prag.g_00821
OG0000685	Prbl.g_02316	Prag.g_00822
OG0000686	Prbl.g_02315	Prag.g_00823
OG0000687	Prbl.g_02314	Prag.g_00824
OG0000688	Prbl.g_02313	Prag.g_00825
OG0000689	Prbl.g_02312	Prag.g_00826
OG0000690	Prbl.g_02311	Prag.g_00827
OG0000691	Prbl.g_02309	Prag.g_00829
OG0000692	Prbl.g_02308	Prag.g_00830
OG0000693	Prbl.g_02307	Prag.g_00831
OG0000694	Prbl.g_02306	Prag.g_00832
OG0000695	Prbl.g_02305	Prag.g_00833
OG0000696	Prbl.g_02304	Prag.g_00834
OG0000697	Prbl.g_01534	Prag.g_00835
OG0000698	Prbl.g_01535	Prag.g_00836
OG0000699	Prbl.g_01539	Prag.g_00839
OG0000700	Prbl.g_01540	Prag.g_00840
OG0000701	Prbl.g_01542	Prag.g_00841
OG0000702	Prbl.g_01543	Prag.g_00842
OG0000703	Prbl.g_01544	Prag.g_00843
OG0000704	Prbl.g_01545	Prag.g_00844
OG0000705	Prbl.g_01547	Prag.g_00846
OG0000706	Prbl.g_01548	Prag.g_00847
OG0000707	Prbl.g_01549	Prag.g_00848
OG0000708	Prbl.g_01550	Prag.g_00849
OG0000709	Prbl.g_01551	Prag.g_00850
OG0000710	Prbl.g_01552	Prag.g_00851
OG0000711	Prbl.g_01554	Prag.g_00852
OG0000712	Prbl.g_01555	Prag.g_00853
OG0000713	Prbl.g_01556	Prag.g_00854
OG0000714	Prbl.g_01567	Prag.g_00856
OG0000715	Prbl.g_01568	Prag.g_00857
OG0000716	Prbl.g_01571	Prag.g_00858
OG0000717	Prbl.g_01576	Prag.g_00859
OG0000718	Prbl.g_01577	Prag.g_00860
OG0000719	Prbl.g_01579	Prag.g_00862
OG0000720	Prbl.g_02423	Prag.g_00864
OG0000721	Prbl.g_02546	Prag.g_00865
OG0000722	Prbl.g_02530	Prag.g_00892
OG0000723	Prbl.g_01329	Prag.g_00895
OG0000724	Prbl.g_01588	Prag.g_00898
OG0000725	Prbl.g_02414	Prag.g_00899
OG0000726	Prbl.g_01078	Prag.g_00900
OG0000727	Prbl.g_02413	Prag.g_00901
OG0000728	Prbl.g_02412	Prag.g_00902
OG0000729	Prbl.g_02410	Prag.g_00903
OG0000730	Prbl.g_02409	Prag.g_00904
OG0000731	Prbl.g_02407	Prag.g_00906
OG0000732	Prbl.g_02406	Prag.g_00907
OG0000733	Prbl.g_02405	Prag.g_00908
OG0000734	Prbl.g_02404	Prag.g_00909
OG0000735	Prbl.g_02403	Prag.g_00910
OG0000736	Prbl.g_02395	Prag.g_00912
OG0000737	Prbl.g_02393	Prag.g_00913
OG0000738	Prbl.g_02388	Prag.g_00915
OG0000739	Prbl.g_02386	Prag.g_00916
OG0000740	Prbl.g_02383	Prag.g_00917
OG0000741	Prbl.g_02368	Prag.g_00919
OG0000742	Prbl.g_02367	Prag.g_00920
OG0000743	Prbl.g_02364	Prag.g_00923
OG0000744	Prbl.g_02363	Prag.g_00924
OG0000745	Prbl.g_02350	Prag.g_00926
OG0000746	Prbl.g_02351	Prag.g_00927
OG0000747	Prbl.g_02352	Prag.g_00928
OG0000748	Prbl.g_02353	Prag.g_00929
OG0000749	Prbl.g_02354	Prag.g_00930
OG0000750	Prbl.g_02356	Prag.g_00931
OG0000751	Prbl.g_02348	Prag.g_00933
OG0000752	Prbl.g_02347	Prag.g_00934
OG0000753	Prbl.g_02346	Prag.g_00935
OG0000754	Prbl.g_02345	Prag.g_00936
OG0000755	Prbl.g_02344	Prag.g_00938
OG0000756	Prbl.g_02343	Prag.g_00939
OG0000757	Prbl.g_02342	Prag.g_00940
OG0000758	Prbl.g_02443	Prag.g_00941
OG0000759	Prbl.g_02444	Prag.g_00942
OG0000760	Prbl.g_02445	Prag.g_00943
OG0000761	Prbl.g_02447	Prag.g_00944
OG0000762	Prbl.g_02449	Prag.g_00946
OG0000763	Prbl.g_02450	Prag.g_00947
OG0000764	Prbl.g_02452	Prag.g_00948
OG0000765	Prbl.g_02453	Prag.g_00949
OG0000766	Prbl.g_02454	Prag.g_00950
OG0000767	Prbl.g_01688	Prag.g_00951
OG0000768	Prbl.g_02462	Prag.g_00952
OG0000769	Prbl.g_02463	Prag.g_00953
OG0000770	Prbl.g_02465	Prag.g_00954
OG0000771	Prbl.g_02466	Prag.g_00955
OG0000772	Prbl.g_02210	Prag.g_00956
OG0000773	Prbl.g_02471	Prag.g_00958
OG0000774	Prbl.g_02472	Prag.g_00959
OG0000775	Prbl.g_02473	Prag.g_00960
OG0000776	Prbl.g_02475	Prag.g_00961
OG0000777	Prbl.g_02476	Prag.g_00962
OG0000778	Prbl.g_02477	Prag.g_00963
OG0000779	Prbl.g_02482	Prag.g_00965
OG0000780	Prbl.g_02483	Prag.g_00966
OG0000781	Prbl.g_02485	Prag.g_00967
OG0000782	Prbl.g_02487	Prag.g_00969
OG0000783	Prbl.g_02489	Prag.g_00970
OG0000784	Prbl.g_02491	Prag.g_00971
OG0000785	Prbl.g_02492	Prag.g_00972
OG0000786	Prbl.g_02493	Prag.g_00973
OG0000787	Prbl.g_02495	Prag.g_00975
OG0000788	Prbl.g_02496	Prag.g_00976
OG0000789	Prbl.g_02497	Prag.g_00977
OG0000790	Prbl.g_02498	Prag.g_00978
OG0000791	Prbl.g_02499	Prag.g_00979
OG0000792	Prbl.g_02608	Prag.g_00980
OG0000793	Prbl.g_02501	Prag.g_00981
OG0000794	Prbl.g_02503	Prag.g_00982
OG0000795	Prbl.g_02505	Prag.g_00983
OG0000796	Prbl.g_02508	Prag.g_00985
OG0000797	Prbl.g_02509	Prag.g_00987
OG0000798	Prbl.g_02510	Prag.g_00988
OG0000799	Prbl.g_02514	Prag.g_00989
OG0000800	Prbl.g_02515	Prag.g_00990
OG0000801	Prbl.g_02516	Prag.g_00991
OG0000802	Prbl.g_02520	Prag.g_00993
OG0000803	Prbl.g_02521	Prag.g_00994
OG0000804	Prbl.g_02526	Prag.g_01005
OG0000805	Prbl.g_02528	Prag.g_01007
OG0000806	Prbl.g_02529	Prag.g_01008
OG0000807	Prbl.g_02531	Prag.g_01009
OG0000808	Prbl.g_02532	Prag.g_01010
OG0000809	Prbl.g_02538	Prag.g_01014
OG0000810	Prbl.g_02540	Prag.g_01015
OG0000811	Prbl.g_02541	Prag.g_01016
OG0000812	Prbl.g_02209	Prag.g_01017
OG0000813	Prbl.g_02542	Prag.g_01018
OG0000814	Prbl.g_02543	Prag.g_01019
OG0000815	Prbl.g_02544	Prag.g_01020
OG0000816	Prbl.g_02547	Prag.g_01022
OG0000817	Prbl.g_00939	Prag.g_01025
OG0000818	Prbl.g_00938	Prag.g_01026
OG0000819	Prbl.g_00935	Prag.g_01028
OG0000820	Prbl.g_00934	Prag.g_01029
OG0000821	Prbl.g_00933	Prag.g_01030
OG0000822	Prbl.g_00932	Prag.g_01031
OG0000823	Prbl.g_00929	Prag.g_01034
OG0000824	Prbl.g_00928	Prag.g_01035
OG0000825	Prbl.g_00925	Prag.g_01037
OG0000826	Prbl.g_00924	Prag.g_01038
OG0000827	Prbl.g_00923	Prag.g_01039
OG0000828	Prbl.g_00922	Prag.g_01041
OG0000829	Prbl.g_02575	Prag.g_01066
OG0000830	Prbl.g_01603	Prag.g_01076
OG0000831	Prbl.g_00472	Prag.g_01079
OG0000832	Prbl.g_01686	Prag.g_01080
OG0000833	Prbl.g_02062	Prag.g_01087
OG0000834	Prbl.g_01199	Prag.g_01091
OG0000835	Prbl.g_01208	Prag.g_01095
OG0000836	Prbl.g_00687	Prag.g_01097
OG0000837	Prbl.g_01621	Prag.g_01106
OG0000838	Prbl.g_02197	Prag.g_01121
OG0000839	Prbl.g_02203	Prag.g_01122
OG0000840	Prbl.g_01931	Prag.g_01127
OG0000841	Prbl.g_00694	Prag.g_01134
OG0000842	Prbl.g_00545	Prag.g_01138
OG0000843	Prbl.g_02066	Prag.g_01140
OG0000844	Prbl.g_02067	Prag.g_01141
OG0000845	Prbl.g_02068	Prag.g_01142
OG0000846	Prbl.g_02069	Prag.g_01143
OG0000847	Prbl.g_02071	Prag.g_01144
OG0000848	Prbl.g_02072	Prag.g_01145
OG0000849	Prbl.g_02075	Prag.g_01146
OG0000850	Prbl.g_02077	Prag.g_01147
OG0000851	Prbl.g_02081	Prag.g_01149
OG0000852	Prbl.g_02083	Prag.g_01152
OG0000853	Prbl.g_02085	Prag.g_01154
OG0000854	Prbl.g_02086	Prag.g_01155
OG0000855	Prbl.g_02088	Prag.g_01156
OG0000856	Prbl.g_02089	Prag.g_01157
OG0000857	Prbl.g_02090	Prag.g_01158
OG0000858	Prbl.g_02100	Prag.g_01160
OG0000859	Prbl.g_02102	Prag.g_01161
OG0000860	Prbl.g_02103	Prag.g_01162
OG0000861	Prbl.g_02104	Prag.g_01163
OG0000862	Prbl.g_02105	Prag.g_01164
OG0000863	Prbl.g_00178	Prag.g_01165
OG0000864	Prbl.g_00179	Prag.g_01166
OG0000865	Prbl.g_00180	Prag.g_01167
OG0000866	Prbl.g_00181	Prag.g_01168
OG0000867	Prbl.g_00184	Prag.g_01171
OG0000868	Prbl.g_00185	Prag.g_01173
OG0000869	Prbl.g_01379	Prag.g_01174
OG0000870	Prbl.g_01382	Prag.g_01175
OG0000871	Prbl.g_01383	Prag.g_01176
OG0000872	Prbl.g_01120	Prag.g_01177
OG0000873	Prbl.g_01119	Prag.g_01178
OG0000874	Prbl.g_01118	Prag.g_01179
OG0000875	Prbl.g_01116	Prag.g_01180
OG0000876	Prbl.g_01114	Prag.g_01182
OG0000877	Prbl.g_01113	Prag.g_01183
OG0000878	Prbl.g_01112	Prag.g_01184
OG0000879	Prbl.g_01111	Prag.g_01185
OG0000880	Prbl.g_01110	Prag.g_01186
OG0000881	Prbl.g_01109	Prag.g_01187
OG0000882	Prbl.g_01108	Prag.g_01188
OG0000883	Prbl.g_01377	Prag.g_01189
OG0000884	Prbl.g_01376	Prag.g_01190
OG0000885	Prbl.g_01375	Prag.g_01191
OG0000886	Prbl.g_01374	Prag.g_01192
OG0000887	Prbl.g_01372	Prag.g_01193
OG0000888	Prbl.g_02579	Prag.g_01194
OG0000889	Prbl.g_02580	Prag.g_01195
OG0000890	Prbl.g_02582	Prag.g_01196
OG0000891	Prbl.g_02583	Prag.g_01197
OG0000892	Prbl.g_02585	Prag.g_01198
OG0000893	Prbl.g_02586	Prag.g_01199
OG0000894	Prbl.g_02590	Prag.g_01201
OG0000895	Prbl.g_02591	Prag.g_01202
OG0000896	Prbl.g_02593	Prag.g_01204
OG0000897	Prbl.g_02594	Prag.g_01205
OG0000898	Prbl.g_00187	Prag.g_01206
OG0000899	Prbl.g_00186	Prag.g_01207
OG0000900	Prbl.g_01103	Prag.g_01209
OG0000901	Prbl.g_00461	Prag.g_01328
OG0000902	Prbl.g_00115	Prag.g_01342
OG0000903	Prbl.g_00114	Prag.g_01343
OG0000904	Prbl.g_00113	Prag.g_01344
OG0000905	Prbl.g_01711	Prag.g_01345
OG0000906	Prbl.g_01713	Prag.g_01346
OG0000907	Prbl.g_01715	Prag.g_01350
OG0000908	Prbl.g_01716	Prag.g_01351
OG0000909	Prbl.g_01717	Prag.g_01352
OG0000910	Prbl.g_01718	Prag.g_01353
OG0000911	Prbl.g_01719	Prag.g_01354
OG0000912	Prbl.g_01723	Prag.g_01357
OG0000913	Prbl.g_01726	Prag.g_01358
OG0000914	Prbl.g_01727	Prag.g_01359
OG0000915	Prbl.g_01730	Prag.g_01361
OG0000916	Prbl.g_01731	Prag.g_01362
OG0000917	Prbl.g_01732	Prag.g_01363
OG0000918	Prbl.g_01733	Prag.g_01364
OG0000919	Prbl.g_01734	Prag.g_01365
OG0000920	Prbl.g_01735	Prag.g_01366
OG0000921	Prbl.g_01738	Prag.g_01368
OG0000922	Prbl.g_01739	Prag.g_01369
OG0000923	Prbl.g_00722	Prag.g_01371
OG0000924	Prbl.g_00723	Prag.g_01372
OG0000925	Prbl.g_01333	Prag.g_01375
OG0000926	Prbl.g_00658	Prag.g_01376
OG0000927	Prbl.g_01572	Prag.g_01377
OG0000928	Prbl.g_01695	Prag.g_01379
OG0000929	Prbl.g_00926	Prag.g_01381
OG0000930	Prbl.g_02577	Prag.g_01383
OG0000931	Prbl.g_01586	Prag.g_01384
OG0000932	Prbl.g_00409	Prag.g_01387
OG0000933	Prbl.g_00501	Prag.g_01391
OG0000934	Prbl.g_00500	Prag.g_01392
OG0000935	Prbl.g_00499	Prag.g_01393
OG0000936	Prbl.g_00498	Prag.g_01394
OG0000937	Prbl.g_00497	Prag.g_01395
OG0000938	Prbl.g_00496	Prag.g_01396
OG0000939	Prbl.g_00495	Prag.g_01397
OG0000940	Prbl.g_00494	Prag.g_01398
OG0000941	Prbl.g_00492	Prag.g_01399
OG0000942	Prbl.g_00491	Prag.g_01400
OG0000943	Prbl.g_00490	Prag.g_01401
OG0000944	Prbl.g_00489	Prag.g_01402
OG0000945	Prbl.g_00488	Prag.g_01403
OG0000946	Prbl.g_00487	Prag.g_01404
OG0000947	Prbl.g_00486	Prag.g_01405
OG0000948	Prbl.g_00485	Prag.g_01406
OG0000949	Prbl.g_00484	Prag.g_01407
OG0000950	Prbl.g_00843	Prag.g_01425
OG0000951	Prbl.g_00152	Prag.g_01470
OG0000952	Prbl.g_00153	Prag.g_01471
OG0000953	Prbl.g_00154	Prag.g_01472
OG0000954	Prbl.g_00160	Prag.g_01473
OG0000955	Prbl.g_00161	Prag.g_01474
OG0000956	Prbl.g_00257	Prag.g_01476
OG0000957	Prbl.g_00255	Prag.g_01477
OG0000958	Prbl.g_00254	Prag.g_01478
OG0000959	Prbl.g_00253	Prag.g_01479
OG0000960	Prbl.g_00252	Prag.g_01480
OG0000961	Prbl.g_00251	Prag.g_01481
OG0000962	Prbl.g_00249	Prag.g_01482
OG0000963	Prbl.g_00248	Prag.g_01483
OG0000964	Prbl.g_00246	Prag.g_01484
OG0000965	Prbl.g_00244	Prag.g_01486
OG0000966	Prbl.g_00243	Prag.g_01487
OG0000967	Prbl.g_00240	Prag.g_01492
OG0000968	Prbl.g_00231	Prag.g_01493
OG0000969	Prbl.g_00230	Prag.g_01494
OG0000970	Prbl.g_00229	Prag.g_01495
OG0000971	Prbl.g_00228	Prag.g_01496
OG0000972	Prbl.g_00227	Prag.g_01497
OG0000973	Prbl.g_00225	Prag.g_01499
OG0000974	Prbl.g_00224	Prag.g_01500
OG0000975	Prbl.g_00223	Prag.g_01501
OG0000976	Prbl.g_00222	Prag.g_01502
OG0000977	Prbl.g_00221	Prag.g_01503
OG0000978	Prbl.g_00220	Prag.g_01504
OG0000979	Prbl.g_00219	Prag.g_01505
OG0000980	Prbl.g_00218	Prag.g_01506
OG0000981	Prbl.g_00684	Prag.g_01507
OG0000982	Prbl.g_00685	Prag.g_01508
OG0000983	Prbl.g_00686	Prag.g_01509
OG0000984	Prbl.g_00693	Prag.g_01512
OG0000985	Prbl.g_00695	Prag.g_01513
OG0000986	Prbl.g_00696	Prag.g_01514
OG0000987	Prbl.g_00699	Prag.g_01516
OG0000988	Prbl.g_00700	Prag.g_01517
OG0000989	Prbl.g_00701	Prag.g_01518
OG0000990	Prbl.g_00702	Prag.g_01519
OG0000991	Prbl.g_00703	Prag.g_01520
OG0000992	Prbl.g_00704	Prag.g_01521
OG0000993	Prbl.g_00705	Prag.g_01523
OG0000994	Prbl.g_00706	Prag.g_01524
OG0000995	Prbl.g_00707	Prag.g_01525
OG0000996	Prbl.g_00708	Prag.g_01526
OG0000997	Prbl.g_00710	Prag.g_01528
OG0000998	Prbl.g_01086	Prag.g_01531
OG0000999	Prbl.g_00466	Prag.g_01533
OG0001000	Prbl.g_00456	Prag.g_01534
OG0001001	Prbl.g_00454	Prag.g_01535
OG0001002	Prbl.g_00452	Prag.g_01537
OG0001003	Prbl.g_00451	Prag.g_01538
OG0001004	Prbl.g_01604	Prag.g_01539
OG0001005	Prbl.g_00450	Prag.g_01540
OG0001006	Prbl.g_00448	Prag.g_01542
OG0001007	Prbl.g_00447	Prag.g_01543
OG0001008	Prbl.g_00446	Prag.g_01544
OG0001009	Prbl.g_00444	Prag.g_01545
OG0001010	Prbl.g_00443	Prag.g_01546
OG0001011	Prbl.g_00441	Prag.g_01547
OG0001012	Prbl.g_00440	Prag.g_01548
OG0001013	Prbl.g_00439	Prag.g_01549
OG0001014	Prbl.g_00438	Prag.g_01550
OG0001015	Prbl.g_00437	Prag.g_01551
OG0001016	Prbl.g_00436	Prag.g_01552
OG0001017	Prbl.g_00435	Prag.g_01553
OG0001018	Prbl.g_00433	Prag.g_01554
OG0001019	Prbl.g_00432	Prag.g_01555
OG0001020	Prbl.g_00431	Prag.g_01556
OG0001021	Prbl.g_00430	Prag.g_01557
OG0001022	Prbl.g_00429	Prag.g_01558
OG0001023	Prbl.g_00428	Prag.g_01559
OG0001024	Prbl.g_00427	Prag.g_01561
OG0001025	Prbl.g_00423	Prag.g_01562
OG0001026	Prbl.g_00422	Prag.g_01563
OG0001027	Prbl.g_01914	Prag.g_01564
OG0001028	Prbl.g_00420	Prag.g_01565
OG0001029	Prbl.g_00419	Prag.g_01566
OG0001030	Prbl.g_00416	Prag.g_01569
OG0001031	Prbl.g_00415	Prag.g_01570
OG0001032	Prbl.g_01601	Prag.g_01576
OG0001033	Prbl.g_01627	Prag.g_01583
OG0001034	Prbl.g_02318	Prag.g_01611
OG0001035	Prbl.g_00404	Prag.g_01663
OG0001036	Prbl.g_00403	Prag.g_01664
OG0001037	Prbl.g_00393	Prag.g_01670
OG0001038	Prbl.g_00392	Prag.g_01671
OG0001039	Prbl.g_00391	Prag.g_01672
OG0001040	Prbl.g_00389	Prag.g_01673
OG0001041	Prbl.g_00385	Prag.g_01675
OG0001042	Prbl.g_00383	Prag.g_01676
OG0001043	Prbl.g_00382	Prag.g_01677
OG0001044	Prbl.g_00381	Prag.g_01678
OG0001045	Prbl.g_00380	Prag.g_01679
OG0001046	Prbl.g_00378	Prag.g_01680
OG0001047	Prbl.g_00377	Prag.g_01681
OG0001048	Prbl.g_00376	Prag.g_01683
OG0001049	Prbl.g_00375	Prag.g_01684
OG0001050	Prbl.g_00374	Prag.g_01685
OG0001051	Prbl.g_00373	Prag.g_01686
OG0001052	Prbl.g_00372	Prag.g_01687
OG0001053	Prbl.g_00371	Prag.g_01688
OG0001054	Prbl.g_00370	Prag.g_01689
OG0001055	Prbl.g_00369	Prag.g_01690
OG0001056	Prbl.g_00367	Prag.g_01691
OG0001057	Prbl.g_00365	Prag.g_01693
OG0001058	Prbl.g_00364	Prag.g_01694
OG0001059	Prbl.g_00362	Prag.g_01695
OG0001060	Prbl.g_00361	Prag.g_01696
OG0001061	Prbl.g_00360	Prag.g_01697
OG0001062	Prbl.g_00359	Prag.g_01698
OG0001063	Prbl.g_00358	Prag.g_01699
OG0001064	Prbl.g_00356	Prag.g_01700
OG0001065	Prbl.g_00355	Prag.g_01701
OG0001066	Prbl.g_00354	Prag.g_01702
OG0001067	Prbl.g_00353	Prag.g_01703
OG0001068	Prbl.g_00352	Prag.g_01704
OG0001069	Prbl.g_00348	Prag.g_01707
OG0001070	Prbl.g_00346	Prag.g_01709
OG0001071	Prbl.g_00345	Prag.g_01710
OG0001072	Prbl.g_00344	Prag.g_01711
OG0001073	Prbl.g_00343	Prag.g_01712
OG0001074	Prbl.g_00342	Prag.g_01713
OG0001075	Prbl.g_00340	Prag.g_01715
OG0001076	Prbl.g_00338	Prag.g_01717
OG0001077	Prbl.g_00337	Prag.g_01718
OG0001078	Prbl.g_00336	Prag.g_01719
OG0001079	Prbl.g_00335	Prag.g_01720
OG0001080	Prbl.g_00334	Prag.g_01721
OG0001081	Prbl.g_00333	Prag.g_01722
OG0001082	Prbl.g_00332	Prag.g_01723
OG0001083	Prbl.g_00331	Prag.g_01724
OG0001084	Prbl.g_00317	Prag.g_01725
OG0001085	Prbl.g_00316	Prag.g_01726
OG0001086	Prbl.g_02680	Prag.g_01732
OG0001087	Prbl.g_02683	Prag.g_01733
OG0001088	Prbl.g_02684	Prag.g_01734
OG0001089	Prbl.g_01062	Prag.g_01736
OG0001090	Prbl.g_01061	Prag.g_01737
OG0001091	Prbl.g_01060	Prag.g_01738
OG0001092	Prbl.g_01059	Prag.g_01739
OG0001093	Prbl.g_01058	Prag.g_01740
OG0001094	Prbl.g_01057	Prag.g_01741
OG0001095	Prbl.g_01056	Prag.g_01742
OG0001096	Prbl.g_01055	Prag.g_01743
OG0001097	Prbl.g_01054	Prag.g_01744
OG0001098	Prbl.g_01053	Prag.g_01745
OG0001099	Prbl.g_01051	Prag.g_01746
OG0001100	Prbl.g_01050	Prag.g_01747
OG0001101	Prbl.g_01049	Prag.g_01748
OG0001102	Prbl.g_00954	Prag.g_01751
OG0001103	Prbl.g_00953	Prag.g_01752
OG0001104	Prbl.g_00949	Prag.g_01753
OG0001105	Prbl.g_00951	Prag.g_01754
OG0001106	Prbl.g_00948	Prag.g_01756
OG0001107	Prbl.g_00947	Prag.g_01757
OG0001108	Prbl.g_01045	Prag.g_01758
OG0001109	Prbl.g_00956	Prag.g_01762
OG0001110	Prbl.g_00958	Prag.g_01764
OG0001111	Prbl.g_00959	Prag.g_01765
OG0001112	Prbl.g_00960	Prag.g_01766
OG0001113	Prbl.g_00961	Prag.g_01767
OG0001114	Prbl.g_00962	Prag.g_01768
OG0001115	Prbl.g_00963	Prag.g_01769
OG0001116	Prbl.g_00964	Prag.g_01770
OG0001117	Prbl.g_00965	Prag.g_01771
OG0001118	Prbl.g_00966	Prag.g_01772
OG0001119	Prbl.g_00967	Prag.g_01773
OG0001120	Prbl.g_00968	Prag.g_01774
OG0001121	Prbl.g_00969	Prag.g_01775
OG0001122	Prbl.g_00970	Prag.g_01776
OG0001123	Prbl.g_00971	Prag.g_01777
OG0001124	Prbl.g_00972	Prag.g_01778
OG0001125	Prbl.g_00973	Prag.g_01779
OG0001126	Prbl.g_00974	Prag.g_01780
OG0001127	Prbl.g_00975	Prag.g_01781
OG0001128	Prbl.g_00976	Prag.g_01782
OG0001129	Prbl.g_00977	Prag.g_01783
OG0001130	Prbl.g_00978	Prag.g_01784
OG0001131	Prbl.g_00979	Prag.g_01785
OG0001132	Prbl.g_00980	Prag.g_01786
OG0001133	Prbl.g_00981	Prag.g_01787
OG0001134	Prbl.g_00982	Prag.g_01788
OG0001135	Prbl.g_00983	Prag.g_01789
OG0001136	Prbl.g_00984	Prag.g_01790
OG0001137	Prbl.g_00985	Prag.g_01791
