Orthogroup	Prbl	Prba
OG0000577	Prbl.g_01632	Prba.g_01687
OG0000578	Prbl.g_01634	Prba.g_01686
OG0000579	Prbl.g_01635	Prba.g_01685
OG0000580	Prbl.g_01636	Prba.g_01684
OG0000581	Prbl.g_01637	Prba.g_01683
OG0000582	Prbl.g_01639	Prba.g_01682
OG0000583	Prbl.g_01640	Prba.g_01681
OG0000584	Prbl.g_01642	Prba.g_01679
OG0000585	Prbl.g_01643	Prba.g_01678
OG0000586	Prbl.g_01645	Prba.g_01677
OG0000587	Prbl.g_01646	Prba.g_01676
OG0000588	Prbl.g_01647	Prba.g_01675
OG0000589	Prbl.g_01655	Prba.g_01674
OG0000590	Prbl.g_01656	Prba.g_01673
OG0000591	Prbl.g_01657	Prba.g_01672
OG0000592	Prbl.g_01658	Prba.g_01671
OG0000593	Prbl.g_01659	Prba.g_01670
OG0000594	Prbl.g_01662	Prba.g_01669
OG0000595	Prbl.g_01663	Prba.g_01668
OG0000596	Prbl.g_01664	Prba.g_01667
OG0000597	Prbl.g_01032	Prba.g_01663
OG0000598	Prbl.g_01031	Prba.g_01662
OG0000599	Prbl.g_01030	Prba.g_01661
OG0000600	Prbl.g_01412	Prba.g_01660
OG0000601	Prbl.g_01411	Prba.g_01659
OG0000602	Prbl.g_01409	Prba.g_01658
OG0000603	Prbl.g_01406	Prba.g_01657
OG0000604	Prbl.g_01405	Prba.g_01656
OG0000605	Prbl.g_01404	Prba.g_01655
OG0000606	Prbl.g_01403	Prba.g_01654
OG0000607	Prbl.g_01401	Prba.g_01653
OG0000608	Prbl.g_01400	Prba.g_01652
OG0000609	Prbl.g_01398	Prba.g_01650
OG0000610	Prbl.g_01397	Prba.g_01649
OG0000611	Prbl.g_01394	Prba.g_01647
OG0000612	Prbl.g_01392	Prba.g_01646
OG0000613	Prbl.g_00891	Prba.g_01644
OG0000614	Prbl.g_01915	Prba.g_01638
OG0000615	Prbl.g_00027	Prba.g_01637
OG0000616	Prbl.g_01242	Prba.g_01636
OG0000617	Prbl.g_02295	Prba.g_01634
OG0000618	Prbl.g_01046	Prba.g_01633
OG0000619	Prbl.g_01869	Prba.g_01632
OG0000620	Prbl.g_01847	Prba.g_01630
OG0000621	Prbl.g_01853	Prba.g_01629
OG0000622	Prbl.g_01857	Prba.g_01628
OG0000623	Prbl.g_01858	Prba.g_01627
OG0000624	Prbl.g_01872	Prba.g_01625
OG0000625	Prbl.g_01873	Prba.g_01624
OG0000626	Prbl.g_01874	Prba.g_01623
OG0000627	Prbl.g_00021	Prba.g_01622
OG0000628	Prbl.g_00022	Prba.g_01621
OG0000629	Prbl.g_00024	Prba.g_01620
OG0000630	Prbl.g_00026	Prba.g_01618
OG0000631	Prbl.g_02373	Prba.g_01617
OG0000632	Prbl.g_02137	Prba.g_01613
OG0000633	Prbl.g_00120	Prba.g_01612
OG0000634	Prbl.g_02565	Prba.g_01593
OG0000635	Prbl.g_02563	Prba.g_01591
OG0000636	Prbl.g_02562	Prba.g_01590
OG0000637	Prbl.g_02561	Prba.g_01588
OG0000638	Prbl.g_02560	Prba.g_01587
OG0000639	Prbl.g_02559	Prba.g_01586
OG0000640	Prbl.g_02558	Prba.g_01585
OG0000641	Prbl.g_02556	Prba.g_01584
OG0000642	Prbl.g_02555	Prba.g_01583
OG0000643	Prbl.g_02554	Prba.g_01582
OG0000644	Prbl.g_02552	Prba.g_01580
OG0000645	Prbl.g_02551	Prba.g_01579
OG0000646	Prbl.g_02550	Prba.g_01578
OG0000647	Prbl.g_02549	Prba.g_01577
OG0000648	Prbl.g_02426	Prba.g_01576
OG0000649	Prbl.g_02427	Prba.g_01575
OG0000650	Prbl.g_02430	Prba.g_01574
OG0000651	Prbl.g_02431	Prba.g_01573
OG0000652	Prbl.g_02434	Prba.g_01571
OG0000653	Prbl.g_02285	Prba.g_01556
OG0000654	Prbl.g_01904	Prba.g_01554
OG0000656	Prbl.g_00534	Prba.g_01541
OG0000657	Prbl.g_02470	Prba.g_01534
OG0000658	Prbl.g_02469	Prba.g_01533
OG0000659	Prbl.g_02468	Prba.g_01532
OG0000660	Prbl.g_01195	Prba.g_01521
OG0000661	Prbl.g_01930	Prba.g_01512
OG0000662	Prbl.g_02435	Prba.g_01510
OG0000663	Prbl.g_02440	Prba.g_01508
OG0000664	Prbl.g_02441	Prba.g_01507
OG0000665	Prbl.g_02442	Prba.g_01506
OG0000666	Prbl.g_02341	Prba.g_01505
OG0000667	Prbl.g_02340	Prba.g_01504
OG0000668	Prbl.g_02339	Prba.g_01503
OG0000669	Prbl.g_02338	Prba.g_01502
OG0000670	Prbl.g_02336	Prba.g_01500
OG0000671	Prbl.g_02335	Prba.g_01499
OG0000672	Prbl.g_02334	Prba.g_01498
OG0000673	Prbl.g_02333	Prba.g_01497
OG0000674	Prbl.g_02332	Prba.g_01496
OG0000675	Prbl.g_02331	Prba.g_01495
OG0000676	Prbl.g_02329	Prba.g_01493
OG0000677	Prbl.g_02327	Prba.g_01491
OG0000678	Prbl.g_02326	Prba.g_01490
OG0000679	Prbl.g_02325	Prba.g_01489
OG0000680	Prbl.g_02324	Prba.g_01488
OG0000681	Prbl.g_02323	Prba.g_01487
OG0000682	Prbl.g_02322	Prba.g_01486
OG0000683	Prbl.g_02320	Prba.g_01485
OG0000684	Prbl.g_02317	Prba.g_01484
OG0000685	Prbl.g_02316	Prba.g_01483
OG0000686	Prbl.g_02315	Prba.g_01482
OG0000687	Prbl.g_02314	Prba.g_01481
OG0000688	Prbl.g_02313	Prba.g_01480
OG0000689	Prbl.g_02312	Prba.g_01479
OG0000690	Prbl.g_02311	Prba.g_01478
OG0000691	Prbl.g_02309	Prba.g_01476
OG0000692	Prbl.g_02308	Prba.g_01475
OG0000693	Prbl.g_02307	Prba.g_01474
OG0000694	Prbl.g_02306	Prba.g_01473
OG0000695	Prbl.g_02305	Prba.g_01472
OG0000696	Prbl.g_02304	Prba.g_01471
OG0000697	Prbl.g_01534	Prba.g_01469
OG0000698	Prbl.g_01535	Prba.g_01468
OG0000699	Prbl.g_01539	Prba.g_01464
OG0000700	Prbl.g_01540	Prba.g_01463
OG0000701	Prbl.g_01542	Prba.g_01462
OG0000702	Prbl.g_01543	Prba.g_01461
OG0000703	Prbl.g_01544	Prba.g_01460
OG0000704	Prbl.g_01545	Prba.g_01459
OG0000705	Prbl.g_01547	Prba.g_01457
OG0000706	Prbl.g_01548	Prba.g_01456
OG0000707	Prbl.g_01549	Prba.g_01455
OG0000708	Prbl.g_01550	Prba.g_01454
OG0000709	Prbl.g_01551	Prba.g_01453
OG0000710	Prbl.g_01552	Prba.g_01452
OG0000711	Prbl.g_01554	Prba.g_01451
OG0000712	Prbl.g_01555	Prba.g_01450
OG0000713	Prbl.g_01556	Prba.g_01449
OG0000714	Prbl.g_01567	Prba.g_01447
OG0000715	Prbl.g_01568	Prba.g_01446
OG0000716	Prbl.g_01571	Prba.g_01445
OG0000717	Prbl.g_01576	Prba.g_01444
OG0000718	Prbl.g_01577	Prba.g_01443
OG0000719	Prbl.g_01579	Prba.g_01441
OG0000720	Prbl.g_02423	Prba.g_01439
OG0000721	Prbl.g_02546	Prba.g_01438
OG0000722	Prbl.g_02530	Prba.g_01411
OG0000723	Prbl.g_01329	Prba.g_01407
OG0000724	Prbl.g_01588	Prba.g_01404
OG0000725	Prbl.g_02414	Prba.g_01403
OG0000726	Prbl.g_01078	Prba.g_01402
OG0000727	Prbl.g_02413	Prba.g_01401
OG0000728	Prbl.g_02412	Prba.g_01400
OG0000729	Prbl.g_02410	Prba.g_01398
OG0000730	Prbl.g_02409	Prba.g_01397
OG0000731	Prbl.g_02407	Prba.g_01395
OG0000732	Prbl.g_02406	Prba.g_01394
OG0000733	Prbl.g_02405	Prba.g_01393
OG0000734	Prbl.g_02404	Prba.g_01392
OG0000735	Prbl.g_02403	Prba.g_01391
OG0000736	Prbl.g_02395	Prba.g_01389
OG0000737	Prbl.g_02393	Prba.g_01388
OG0000738	Prbl.g_02388	Prba.g_01386
OG0000739	Prbl.g_02386	Prba.g_01385
OG0000740	Prbl.g_02383	Prba.g_01384
OG0000741	Prbl.g_02368	Prba.g_01382
OG0000742	Prbl.g_02367	Prba.g_01381
OG0000743	Prbl.g_02364	Prba.g_01378
OG0000744	Prbl.g_02363	Prba.g_01377
OG0000745	Prbl.g_02350	Prba.g_01375
OG0000746	Prbl.g_02351	Prba.g_01374
OG0000747	Prbl.g_02352	Prba.g_01373
OG0000748	Prbl.g_02353	Prba.g_01372
OG0000749	Prbl.g_02354	Prba.g_01371
OG0000750	Prbl.g_02356	Prba.g_01370
OG0000751	Prbl.g_02348	Prba.g_01368
OG0000752	Prbl.g_02347	Prba.g_01367
OG0000753	Prbl.g_02346	Prba.g_01366
OG0000754	Prbl.g_02345	Prba.g_01365
OG0000755	Prbl.g_02344	Prba.g_01363
OG0000756	Prbl.g_02343	Prba.g_01362
OG0000757	Prbl.g_02342	Prba.g_01361
OG0000758	Prbl.g_02443	Prba.g_01360
OG0000759	Prbl.g_02444	Prba.g_01359
OG0000760	Prbl.g_02445	Prba.g_01358
OG0000761	Prbl.g_02447	Prba.g_01357
OG0000762	Prbl.g_02449	Prba.g_01355
OG0000763	Prbl.g_02450	Prba.g_01354
OG0000764	Prbl.g_02452	Prba.g_01353
OG0000765	Prbl.g_02453	Prba.g_01352
OG0000766	Prbl.g_02454	Prba.g_01351
OG0000767	Prbl.g_01688	Prba.g_01350
OG0000768	Prbl.g_02462	Prba.g_01349
OG0000769	Prbl.g_02463	Prba.g_01348
OG0000770	Prbl.g_02465	Prba.g_01347
OG0000771	Prbl.g_02466	Prba.g_01346
OG0000772	Prbl.g_02210	Prba.g_01345
OG0000773	Prbl.g_02471	Prba.g_01343
OG0000774	Prbl.g_02472	Prba.g_01342
OG0000775	Prbl.g_02473	Prba.g_01341
OG0000776	Prbl.g_02475	Prba.g_01340
OG0000777	Prbl.g_02476	Prba.g_01339
OG0000778	Prbl.g_02477	Prba.g_01338
OG0000779	Prbl.g_02482	Prba.g_01336
OG0000780	Prbl.g_02483	Prba.g_01335
OG0000781	Prbl.g_02485	Prba.g_01334
OG0000782	Prbl.g_02487	Prba.g_01332
OG0000783	Prbl.g_02489	Prba.g_01331
OG0000784	Prbl.g_02491	Prba.g_01330
OG0000785	Prbl.g_02492	Prba.g_01329
OG0000786	Prbl.g_02493	Prba.g_01328
OG0000787	Prbl.g_02495	Prba.g_01326
OG0000788	Prbl.g_02496	Prba.g_01325
OG0000789	Prbl.g_02497	Prba.g_01324
OG0000790	Prbl.g_02498	Prba.g_01323
OG0000791	Prbl.g_02499	Prba.g_01322
OG0000792	Prbl.g_02608	Prba.g_01321
OG0000793	Prbl.g_02501	Prba.g_01320
OG0000794	Prbl.g_02503	Prba.g_01319
OG0000795	Prbl.g_02505	Prba.g_01318
OG0000796	Prbl.g_02508	Prba.g_01316
OG0000797	Prbl.g_02509	Prba.g_01314
OG0000798	Prbl.g_02510	Prba.g_01313
OG0000799	Prbl.g_02514	Prba.g_01312
OG0000800	Prbl.g_02515	Prba.g_01311
OG0000801	Prbl.g_02516	Prba.g_01310
OG0000802	Prbl.g_02520	Prba.g_01308
OG0000803	Prbl.g_02521	Prba.g_01307
OG0000804	Prbl.g_02526	Prba.g_01295
OG0000805	Prbl.g_02528	Prba.g_01293
OG0000806	Prbl.g_02529	Prba.g_01292
OG0000807	Prbl.g_02531	Prba.g_01291
OG0000808	Prbl.g_02532	Prba.g_01290
OG0000809	Prbl.g_02538	Prba.g_01286
OG0000810	Prbl.g_02540	Prba.g_01285
OG0000811	Prbl.g_02541	Prba.g_01284
OG0000812	Prbl.g_02209	Prba.g_01283
OG0000813	Prbl.g_02542	Prba.g_01282
OG0000814	Prbl.g_02543	Prba.g_01281
OG0000815	Prbl.g_02544	Prba.g_01280
OG0000816	Prbl.g_02547	Prba.g_01278
OG0000817	Prbl.g_00939	Prba.g_01275
OG0000818	Prbl.g_00938	Prba.g_01274
OG0000819	Prbl.g_00935	Prba.g_01272
OG0000820	Prbl.g_00934	Prba.g_01271
OG0000821	Prbl.g_00933	Prba.g_01270
OG0000822	Prbl.g_00932	Prba.g_01269
OG0000823	Prbl.g_00929	Prba.g_01266
OG0000824	Prbl.g_00928	Prba.g_01265
OG0000825	Prbl.g_00925	Prba.g_01263
OG0000826	Prbl.g_00924	Prba.g_01262
OG0000827	Prbl.g_00923	Prba.g_01261
OG0000828	Prbl.g_00922	Prba.g_01259
OG0000829	Prbl.g_02575	Prba.g_01234
OG0000830	Prbl.g_01603	Prba.g_01225
OG0000831	Prbl.g_00472	Prba.g_01222
OG0000832	Prbl.g_01686	Prba.g_01221
OG0000833	Prbl.g_02062	Prba.g_01214
OG0000834	Prbl.g_01199	Prba.g_00749
OG0000835	Prbl.g_01208	Prba.g_00745
OG0000836	Prbl.g_00687	Prba.g_00743
OG0000837	Prbl.g_01621	Prba.g_00729
OG0000838	Prbl.g_02197	Prba.g_00096
OG0000839	Prbl.g_02203	Prba.g_00095
OG0000840	Prbl.g_01931	Prba.g_00090
OG0000841	Prbl.g_00694	Prba.g_00083
OG0000842	Prbl.g_00545	Prba.g_00079
OG0000843	Prbl.g_02066	Prba.g_00077
OG0000844	Prbl.g_02067	Prba.g_00076
OG0000845	Prbl.g_02068	Prba.g_00075
OG0000846	Prbl.g_02069	Prba.g_00074
OG0000847	Prbl.g_02071	Prba.g_00073
OG0000848	Prbl.g_02072	Prba.g_00072
OG0000849	Prbl.g_02075	Prba.g_00071
OG0000850	Prbl.g_02077	Prba.g_00070
OG0000851	Prbl.g_02081	Prba.g_00068
OG0000852	Prbl.g_02083	Prba.g_00065
OG0000853	Prbl.g_02085	Prba.g_00063
OG0000854	Prbl.g_02086	Prba.g_00062
OG0000855	Prbl.g_02088	Prba.g_00060
OG0000856	Prbl.g_02089	Prba.g_00059
OG0000857	Prbl.g_02090	Prba.g_00058
OG0000858	Prbl.g_02100	Prba.g_00056
OG0000859	Prbl.g_02102	Prba.g_00055
OG0000860	Prbl.g_02103	Prba.g_00054
OG0000861	Prbl.g_02104	Prba.g_00053
OG0000862	Prbl.g_02105	Prba.g_00052
OG0000863	Prbl.g_00178	Prba.g_00051
OG0000864	Prbl.g_00179	Prba.g_00050
OG0000865	Prbl.g_00180	Prba.g_00049
OG0000866	Prbl.g_00181	Prba.g_00048
OG0000867	Prbl.g_00184	Prba.g_00045
OG0000868	Prbl.g_00185	Prba.g_00043
OG0000869	Prbl.g_01379	Prba.g_00042
OG0000870	Prbl.g_01382	Prba.g_00041
OG0000871	Prbl.g_01383	Prba.g_00040
OG0000872	Prbl.g_01120	Prba.g_00039
OG0000873	Prbl.g_01119	Prba.g_00038
OG0000874	Prbl.g_01118	Prba.g_00037
OG0000875	Prbl.g_01116	Prba.g_00036
OG0000876	Prbl.g_01114	Prba.g_00034
OG0000877	Prbl.g_01113	Prba.g_00033
OG0000878	Prbl.g_01112	Prba.g_00032
OG0000879	Prbl.g_01111	Prba.g_00031
OG0000880	Prbl.g_01110	Prba.g_00030
OG0000881	Prbl.g_01109	Prba.g_00029
OG0000882	Prbl.g_01108	Prba.g_00028
OG0000883	Prbl.g_01377	Prba.g_00027
OG0000884	Prbl.g_01376	Prba.g_00026
OG0000885	Prbl.g_01375	Prba.g_00025
OG0000886	Prbl.g_01374	Prba.g_00024
OG0000887	Prbl.g_01372	Prba.g_00023
OG0000888	Prbl.g_02579	Prba.g_00022
OG0000889	Prbl.g_02580	Prba.g_00021
OG0000890	Prbl.g_02582	Prba.g_00020
OG0000891	Prbl.g_02583	Prba.g_00019
OG0000892	Prbl.g_02585	Prba.g_00018
OG0000893	Prbl.g_02586	Prba.g_00017
OG0000894	Prbl.g_02590	Prba.g_00015
OG0000895	Prbl.g_02591	Prba.g_00014
OG0000896	Prbl.g_02593	Prba.g_00012
OG0000897	Prbl.g_02594	Prba.g_00011
OG0000898	Prbl.g_00187	Prba.g_00010
OG0000899	Prbl.g_00186	Prba.g_00009
OG0000900	Prbl.g_01103	Prba.g_00007
OG0000901	Prbl.g_00461	Prba.g_01167
OG0000902	Prbl.g_00115	Prba.g_01181
OG0000903	Prbl.g_00114	Prba.g_01182
OG0000904	Prbl.g_00113	Prba.g_01183
OG0000905	Prbl.g_01711	Prba.g_01184
OG0000906	Prbl.g_01713	Prba.g_01185
OG0000907	Prbl.g_01715	Prba.g_01187
OG0000908	Prbl.g_01716	Prba.g_01188
OG0000909	Prbl.g_01717	Prba.g_01189
OG0000910	Prbl.g_01718	Prba.g_01190
OG0000911	Prbl.g_01719	Prba.g_01191
OG0000912	Prbl.g_01723	Prba.g_01194
OG0000913	Prbl.g_01726	Prba.g_01195
OG0000914	Prbl.g_01727	Prba.g_01196
OG0000915	Prbl.g_01730	Prba.g_01198
OG0000916	Prbl.g_01731	Prba.g_01199
OG0000917	Prbl.g_01732	Prba.g_01200
OG0000918	Prbl.g_01733	Prba.g_01201
OG0000919	Prbl.g_01734	Prba.g_01202
OG0000920	Prbl.g_01735	Prba.g_01203
OG0000921	Prbl.g_01738	Prba.g_01205
OG0000922	Prbl.g_01739	Prba.g_01206
OG0000923	Prbl.g_00722	Prba.g_00214
OG0000924	Prbl.g_00723	Prba.g_00213
OG0000925	Prbl.g_01333	Prba.g_00210
OG0000926	Prbl.g_00658	Prba.g_00209
OG0000927	Prbl.g_01572	Prba.g_00208
OG0000928	Prbl.g_01695	Prba.g_00206
OG0000929	Prbl.g_00926	Prba.g_00204
OG0000930	Prbl.g_02577	Prba.g_00202
OG0000931	Prbl.g_01586	Prba.g_00201
OG0000932	Prbl.g_00409	Prba.g_00198
OG0000933	Prbl.g_00501	Prba.g_00194
OG0000934	Prbl.g_00500	Prba.g_00193
OG0000935	Prbl.g_00499	Prba.g_00192
OG0000936	Prbl.g_00498	Prba.g_00191
OG0000937	Prbl.g_00497	Prba.g_00190
OG0000938	Prbl.g_00496	Prba.g_00189
OG0000939	Prbl.g_00495	Prba.g_00188
OG0000940	Prbl.g_00494	Prba.g_00187
OG0000941	Prbl.g_00492	Prba.g_00186
OG0000942	Prbl.g_00491	Prba.g_00185
OG0000943	Prbl.g_00490	Prba.g_00184
OG0000944	Prbl.g_00489	Prba.g_00183
OG0000945	Prbl.g_00488	Prba.g_00182
OG0000946	Prbl.g_00487	Prba.g_00181
OG0000947	Prbl.g_00486	Prba.g_00180
OG0000948	Prbl.g_00485	Prba.g_00179
OG0000949	Prbl.g_00484	Prba.g_00178
OG0000950	Prbl.g_00843	Prba.g_00154
OG0000951	Prbl.g_00152	Prba.g_00115
OG0000952	Prbl.g_00153	Prba.g_00114
OG0000953	Prbl.g_00154	Prba.g_00113
OG0000954	Prbl.g_00160	Prba.g_00112
OG0000955	Prbl.g_00161	Prba.g_00111
OG0000956	Prbl.g_00257	Prba.g_00109
OG0000957	Prbl.g_00255	Prba.g_00108
OG0000958	Prbl.g_00254	Prba.g_00107
OG0000959	Prbl.g_00253	Prba.g_00106
OG0000960	Prbl.g_00252	Prba.g_00105
OG0000961	Prbl.g_00251	Prba.g_00720
OG0000962	Prbl.g_00249	Prba.g_00719
OG0000963	Prbl.g_00248	Prba.g_00718
OG0000964	Prbl.g_00246	Prba.g_00717
OG0000965	Prbl.g_00244	Prba.g_00715
OG0000966	Prbl.g_00243	Prba.g_00714
OG0000967	Prbl.g_00240	Prba.g_00711
OG0000968	Prbl.g_00231	Prba.g_00710
OG0000969	Prbl.g_00230	Prba.g_00709
OG0000970	Prbl.g_00229	Prba.g_00708
OG0000971	Prbl.g_00228	Prba.g_00707
OG0000972	Prbl.g_00227	Prba.g_00706
OG0000973	Prbl.g_00225	Prba.g_00704
OG0000974	Prbl.g_00224	Prba.g_00703
OG0000975	Prbl.g_00223	Prba.g_00702
OG0000976	Prbl.g_00222	Prba.g_00701
OG0000977	Prbl.g_00221	Prba.g_00700
OG0000978	Prbl.g_00220	Prba.g_00699
OG0000979	Prbl.g_00219	Prba.g_00698
OG0000980	Prbl.g_00218	Prba.g_00697
OG0000981	Prbl.g_00684	Prba.g_00696
OG0000982	Prbl.g_00685	Prba.g_00695
OG0000983	Prbl.g_00686	Prba.g_00694
OG0000984	Prbl.g_00693	Prba.g_00690
OG0000985	Prbl.g_00695	Prba.g_00689
OG0000986	Prbl.g_00696	Prba.g_00688
OG0000987	Prbl.g_00699	Prba.g_00686
OG0000988	Prbl.g_00700	Prba.g_00685
OG0000989	Prbl.g_00701	Prba.g_00684
OG0000990	Prbl.g_00702	Prba.g_00683
OG0000991	Prbl.g_00703	Prba.g_00682
OG0000992	Prbl.g_00704	Prba.g_00681
OG0000993	Prbl.g_00705	Prba.g_00680
OG0000994	Prbl.g_00706	Prba.g_00679
OG0000995	Prbl.g_00707	Prba.g_00678
OG0000996	Prbl.g_00708	Prba.g_00677
OG0000997	Prbl.g_00710	Prba.g_00350
OG0000998	Prbl.g_01086	Prba.g_00347
OG0000999	Prbl.g_00466	Prba.g_00345
OG0001000	Prbl.g_00456	Prba.g_00344
OG0001001	Prbl.g_00454	Prba.g_00343
OG0001002	Prbl.g_00452	Prba.g_00341
OG0001003	Prbl.g_00451	Prba.g_00340
OG0001004	Prbl.g_01604	Prba.g_00339
OG0001005	Prbl.g_00450	Prba.g_00338
OG0001006	Prbl.g_00448	Prba.g_00336
OG0001007	Prbl.g_00447	Prba.g_00335
OG0001008	Prbl.g_00446	Prba.g_00334
OG0001009	Prbl.g_00444	Prba.g_00333
OG0001010	Prbl.g_00443	Prba.g_00332
OG0001011	Prbl.g_00441	Prba.g_00331
OG0001012	Prbl.g_00440	Prba.g_00330
OG0001013	Prbl.g_00439	Prba.g_00329
OG0001014	Prbl.g_00438	Prba.g_00328
OG0001015	Prbl.g_00437	Prba.g_00327
OG0001016	Prbl.g_00436	Prba.g_00326
OG0001017	Prbl.g_00435	Prba.g_00325
OG0001018	Prbl.g_00433	Prba.g_00324
OG0001019	Prbl.g_00432	Prba.g_00323
OG0001020	Prbl.g_00431	Prba.g_00322
OG0001021	Prbl.g_00430	Prba.g_00321
OG0001022	Prbl.g_00429	Prba.g_00320
OG0001023	Prbl.g_00428	Prba.g_00319
OG0001024	Prbl.g_00427	Prba.g_00317
OG0001025	Prbl.g_00423	Prba.g_00316
OG0001026	Prbl.g_00422	Prba.g_00315
OG0001027	Prbl.g_01914	Prba.g_00314
OG0001028	Prbl.g_00420	Prba.g_00313
OG0001029	Prbl.g_00419	Prba.g_00312
OG0001030	Prbl.g_00416	Prba.g_00309
OG0001031	Prbl.g_00415	Prba.g_00308
OG0001032	Prbl.g_01601	Prba.g_00300
OG0001033	Prbl.g_01627	Prba.g_00293
OG0001034	Prbl.g_02318	Prba.g_00266
OG0001035	Prbl.g_00404	Prba.g_00232
OG0001036	Prbl.g_00403	Prba.g_00231
OG0001037	Prbl.g_00393	Prba.g_00619
OG0001038	Prbl.g_00392	Prba.g_00618
OG0001039	Prbl.g_00391	Prba.g_00617
OG0001040	Prbl.g_00389	Prba.g_00616
OG0001041	Prbl.g_00385	Prba.g_00614
OG0001042	Prbl.g_00383	Prba.g_00613
OG0001043	Prbl.g_00382	Prba.g_00612
OG0001044	Prbl.g_00381	Prba.g_00611
OG0001045	Prbl.g_00380	Prba.g_00610
OG0001046	Prbl.g_00378	Prba.g_00609
OG0001047	Prbl.g_00377	Prba.g_00608
OG0001048	Prbl.g_00376	Prba.g_00606
OG0001049	Prbl.g_00375	Prba.g_00605
OG0001050	Prbl.g_00374	Prba.g_00604
OG0001051	Prbl.g_00373	Prba.g_00603
OG0001052	Prbl.g_00372	Prba.g_00602
OG0001053	Prbl.g_00371	Prba.g_00601
OG0001054	Prbl.g_00370	Prba.g_00600
OG0001055	Prbl.g_00369	Prba.g_00599
OG0001056	Prbl.g_00367	Prba.g_00598
OG0001057	Prbl.g_00365	Prba.g_00596
OG0001058	Prbl.g_00364	Prba.g_00595
OG0001059	Prbl.g_00362	Prba.g_00594
OG0001060	Prbl.g_00361	Prba.g_00593
OG0001061	Prbl.g_00360	Prba.g_00592
OG0001062	Prbl.g_00359	Prba.g_00591
OG0001063	Prbl.g_00358	Prba.g_00590
OG0001064	Prbl.g_00356	Prba.g_00589
OG0001065	Prbl.g_00355	Prba.g_00588
OG0001066	Prbl.g_00354	Prba.g_00587
OG0001067	Prbl.g_00353	Prba.g_00586
OG0001068	Prbl.g_00352	Prba.g_00585
OG0001069	Prbl.g_00348	Prba.g_00582
OG0001070	Prbl.g_00346	Prba.g_00580
OG0001071	Prbl.g_00345	Prba.g_00579
OG0001072	Prbl.g_00344	Prba.g_00578
OG0001073	Prbl.g_00343	Prba.g_00577
OG0001074	Prbl.g_00342	Prba.g_00576
OG0001075	Prbl.g_00340	Prba.g_00574
OG0001076	Prbl.g_00338	Prba.g_00573
OG0001077	Prbl.g_00337	Prba.g_00572
OG0001078	Prbl.g_00336	Prba.g_00571
OG0001079	Prbl.g_00335	Prba.g_00570
OG0001080	Prbl.g_00334	Prba.g_00569
OG0001081	Prbl.g_00333	Prba.g_00568
OG0001082	Prbl.g_00332	Prba.g_00567
OG0001083	Prbl.g_00331	Prba.g_00566
OG0001084	Prbl.g_00317	Prba.g_00565
OG0001085	Prbl.g_00316	Prba.g_00564
OG0001086	Prbl.g_02680	Prba.g_00357
OG0001087	Prbl.g_02683	Prba.g_00358
OG0001088	Prbl.g_02684	Prba.g_00359
OG0001089	Prbl.g_01062	Prba.g_00361
OG0001090	Prbl.g_01061	Prba.g_00362
OG0001091	Prbl.g_01060	Prba.g_00363
OG0001092	Prbl.g_01059	Prba.g_00364
OG0001093	Prbl.g_01058	Prba.g_00365
OG0001094	Prbl.g_01057	Prba.g_00366
OG0001095	Prbl.g_01056	Prba.g_00367
OG0001096	Prbl.g_01055	Prba.g_00368
OG0001097	Prbl.g_01054	Prba.g_00369
OG0001098	Prbl.g_01053	Prba.g_00370
OG0001099	Prbl.g_01051	Prba.g_00371
OG0001100	Prbl.g_01050	Prba.g_00372
OG0001101	Prbl.g_01049	Prba.g_00373
OG0001102	Prbl.g_00954	Prba.g_00376
OG0001103	Prbl.g_00953	Prba.g_00377
OG0001104	Prbl.g_00949	Prba.g_00378
OG0001105	Prbl.g_00951	Prba.g_00380
OG0001106	Prbl.g_00948	Prba.g_00382
OG0001107	Prbl.g_00947	Prba.g_00383
OG0001108	Prbl.g_01045	Prba.g_00384
OG0001109	Prbl.g_00956	Prba.g_00387
OG0001110	Prbl.g_00958	Prba.g_00389
OG0001111	Prbl.g_00959	Prba.g_00390
OG0001112	Prbl.g_00960	Prba.g_00391
OG0001113	Prbl.g_00961	Prba.g_00392
OG0001114	Prbl.g_00962	Prba.g_00393
OG0001115	Prbl.g_00963	Prba.g_00394
OG0001116	Prbl.g_00964	Prba.g_00395
OG0001117	Prbl.g_00965	Prba.g_00396
OG0001118	Prbl.g_00966	Prba.g_00397
OG0001119	Prbl.g_00967	Prba.g_00398
OG0001120	Prbl.g_00968	Prba.g_00399
OG0001121	Prbl.g_00969	Prba.g_00400
OG0001122	Prbl.g_00970	Prba.g_00401
OG0001123	Prbl.g_00971	Prba.g_00402
OG0001124	Prbl.g_00972	Prba.g_00403
OG0001125	Prbl.g_00973	Prba.g_00404
OG0001126	Prbl.g_00974	Prba.g_00405
OG0001127	Prbl.g_00975	Prba.g_00406
OG0001128	Prbl.g_00976	Prba.g_00407
OG0001129	Prbl.g_00977	Prba.g_00408
OG0001130	Prbl.g_00978	Prba.g_00409
OG0001131	Prbl.g_00979	Prba.g_00410
OG0001132	Prbl.g_00980	Prba.g_00411
OG0001133	Prbl.g_00981	Prba.g_00412
OG0001134	Prbl.g_00982	Prba.g_00413
OG0001135	Prbl.g_00983	Prba.g_00414
OG0001136	Prbl.g_00984	Prba.g_00415
