Orthogroup	Prbl	Prbb
OG0000541	Prbl.g_01779	Prbb.g_00589
OG0000542	Prbl.g_01775	Prbb.g_00591
OG0000543	Prbl.g_01774	Prbb.g_00592
OG0000544	Prbl.g_01773	Prbb.g_00594
OG0000545	Prbl.g_01772	Prbb.g_00593
OG0000546	Prbl.g_01766	Prbb.g_00595
OG0000547	Prbl.g_01765	Prbb.g_00596
OG0000548	Prbl.g_01764	Prbb.g_00597
OG0000549	Prbl.g_01762	Prbb.g_00599
OG0000550	Prbl.g_01761	Prbb.g_00600
OG0000551	Prbl.g_01760	Prbb.g_00601
OG0000552	Prbl.g_01759	Prbb.g_00602
OG0000553	Prbl.g_01758	Prbb.g_00603
OG0000554	Prbl.g_01757	Prbb.g_00604
OG0000555	Prbl.g_01754	Prbb.g_00606
OG0000556	Prbl.g_01752	Prbb.g_00607
OG0000557	Prbl.g_01751	Prbb.g_00608
OG0000558	Prbl.g_01750	Prbb.g_00609
OG0000559	Prbl.g_01749	Prbb.g_00610
OG0000560	Prbl.g_01748	Prbb.g_00611
OG0000561	Prbl.g_01747	Prbb.g_00612
OG0000562	Prbl.g_01746	Prbb.g_00613
OG0000563	Prbl.g_01744	Prbb.g_00614
OG0000564	Prbl.g_01742	Prbb.g_00615
OG0000565	Prbl.g_01610	Prbb.g_00616
OG0000566	Prbl.g_01611	Prbb.g_00617
OG0000567	Prbl.g_01612	Prbb.g_00618
OG0000568	Prbl.g_01613	Prbb.g_00619
OG0000569	Prbl.g_01616	Prbb.g_00622
OG0000570	Prbl.g_01617	Prbb.g_00623
OG0000571	Prbl.g_01619	Prbb.g_00624
OG0000572	Prbl.g_01624	Prbb.g_00626
OG0000573	Prbl.g_01625	Prbb.g_00627
OG0000574	Prbl.g_01626	Prbb.g_00628
OG0000575	Prbl.g_01629	Prbb.g_00629
OG0000576	Prbl.g_01631	Prbb.g_00630
OG0000577	Prbl.g_01632	Prbb.g_00631
OG0000578	Prbl.g_01634	Prbb.g_00632
OG0000579	Prbl.g_01635	Prbb.g_00633
OG0000580	Prbl.g_01636	Prbb.g_00634
OG0000581	Prbl.g_01637	Prbb.g_00635
OG0000582	Prbl.g_01639	Prbb.g_00636
OG0000583	Prbl.g_01640	Prbb.g_00637
OG0000584	Prbl.g_01642	Prbb.g_00639
OG0000585	Prbl.g_01643	Prbb.g_00640
OG0000586	Prbl.g_01645	Prbb.g_00641
OG0000587	Prbl.g_01646	Prbb.g_00642
OG0000588	Prbl.g_01647	Prbb.g_00643
OG0000589	Prbl.g_01655	Prbb.g_00644
OG0000590	Prbl.g_01656	Prbb.g_00645
OG0000591	Prbl.g_01657	Prbb.g_00646
OG0000592	Prbl.g_01658	Prbb.g_00647
OG0000593	Prbl.g_01659	Prbb.g_00648
OG0000594	Prbl.g_01662	Prbb.g_00649
OG0000595	Prbl.g_01663	Prbb.g_00650
OG0000596	Prbl.g_01664	Prbb.g_00651
OG0000597	Prbl.g_01032	Prbb.g_00655
OG0000598	Prbl.g_01031	Prbb.g_00656
OG0000599	Prbl.g_01030	Prbb.g_00657
OG0000600	Prbl.g_01412	Prbb.g_00658
OG0000601	Prbl.g_01411	Prbb.g_00659
OG0000602	Prbl.g_01409	Prbb.g_00660
OG0000603	Prbl.g_01406	Prbb.g_00661
OG0000604	Prbl.g_01405	Prbb.g_00662
OG0000605	Prbl.g_01404	Prbb.g_00664
OG0000606	Prbl.g_01403	Prbb.g_00665
OG0000607	Prbl.g_01401	Prbb.g_00667
OG0000608	Prbl.g_01400	Prbb.g_00668
OG0000609	Prbl.g_01398	Prbb.g_00670
OG0000610	Prbl.g_01397	Prbb.g_00671
OG0000611	Prbl.g_01394	Prbb.g_00674
OG0000612	Prbl.g_01392	Prbb.g_00675
OG0000613	Prbl.g_00891	Prbb.g_00677
OG0000614	Prbl.g_01915	Prbb.g_00684
OG0000615	Prbl.g_00027	Prbb.g_00685
OG0000616	Prbl.g_01242	Prbb.g_00686
OG0000617	Prbl.g_02295	Prbb.g_00689
OG0000618	Prbl.g_01046	Prbb.g_00690
OG0000619	Prbl.g_01869	Prbb.g_00691
OG0000620	Prbl.g_01847	Prbb.g_00693
OG0000621	Prbl.g_01853	Prbb.g_00694
OG0000622	Prbl.g_01857	Prbb.g_00695
OG0000623	Prbl.g_01858	Prbb.g_00696
OG0000624	Prbl.g_01872	Prbb.g_00700
OG0000625	Prbl.g_01873	Prbb.g_00701
OG0000626	Prbl.g_01874	Prbb.g_00702
OG0000627	Prbl.g_00021	Prbb.g_01450
OG0000628	Prbl.g_00022	Prbb.g_00703
OG0000629	Prbl.g_00024	Prbb.g_00705
OG0000630	Prbl.g_00026	Prbb.g_00707
OG0000631	Prbl.g_02373	Prbb.g_00708
OG0000632	Prbl.g_02137	Prbb.g_02176
OG0000633	Prbl.g_00120	Prbb.g_01260
OG0000634	Prbl.g_02565	Prbb.g_00714
OG0000635	Prbl.g_02563	Prbb.g_00716
OG0000636	Prbl.g_02562	Prbb.g_00717
OG0000637	Prbl.g_02561	Prbb.g_00719
OG0000638	Prbl.g_02560	Prbb.g_00720
OG0000639	Prbl.g_02559	Prbb.g_00721
OG0000640	Prbl.g_02558	Prbb.g_00722
OG0000641	Prbl.g_02556	Prbb.g_00723
OG0000642	Prbl.g_02555	Prbb.g_00724
OG0000643	Prbl.g_02554	Prbb.g_00725
OG0000644	Prbl.g_02552	Prbb.g_00727
OG0000645	Prbl.g_02551	Prbb.g_00729
OG0000646	Prbl.g_02550	Prbb.g_00730
OG0000647	Prbl.g_02549	Prbb.g_00731
OG0000648	Prbl.g_02426	Prbb.g_00733
OG0000649	Prbl.g_02427	Prbb.g_00734
OG0000650	Prbl.g_02430	Prbb.g_00735
OG0000651	Prbl.g_02431	Prbb.g_00736
OG0000652	Prbl.g_02434	Prbb.g_00738
OG0000653	Prbl.g_02285	Prbb.g_00086
OG0000654	Prbl.g_01904	Prbb.g_00108
OG0000656	Prbl.g_00534	Prbb.g_01099
OG0000657	Prbl.g_02470	Prbb.g_00983
OG0000658	Prbl.g_02469	Prbb.g_00982
OG0000659	Prbl.g_02468	Prbb.g_00981
OG0000660	Prbl.g_01195	Prbb.g_00389
OG0000661	Prbl.g_01930	Prbb.g_00958
OG0000662	Prbl.g_02435	Prbb.g_00960
OG0000663	Prbl.g_02440	Prbb.g_00962
OG0000664	Prbl.g_02441	Prbb.g_00963
OG0000665	Prbl.g_02442	Prbb.g_00964
OG0000666	Prbl.g_02341	Prbb.g_00777
OG0000667	Prbl.g_02340	Prbb.g_00778
OG0000668	Prbl.g_02339	Prbb.g_00779
OG0000669	Prbl.g_02338	Prbb.g_00780
OG0000670	Prbl.g_02336	Prbb.g_00782
OG0000671	Prbl.g_02335	Prbb.g_00783
OG0000672	Prbl.g_02334	Prbb.g_00784
OG0000673	Prbl.g_02333	Prbb.g_00785
OG0000674	Prbl.g_02332	Prbb.g_00786
OG0000675	Prbl.g_02331	Prbb.g_00787
OG0000676	Prbl.g_02329	Prbb.g_00789
OG0000677	Prbl.g_02327	Prbb.g_00791
OG0000678	Prbl.g_02326	Prbb.g_00792
OG0000679	Prbl.g_02325	Prbb.g_00793
OG0000680	Prbl.g_02324	Prbb.g_00794
OG0000681	Prbl.g_02323	Prbb.g_00795
OG0000682	Prbl.g_02322	Prbb.g_00796
OG0000683	Prbl.g_02320	Prbb.g_00798
OG0000684	Prbl.g_02317	Prbb.g_00800
OG0000685	Prbl.g_02316	Prbb.g_00801
OG0000686	Prbl.g_02315	Prbb.g_00802
OG0000687	Prbl.g_02314	Prbb.g_00803
OG0000688	Prbl.g_02313	Prbb.g_00804
OG0000689	Prbl.g_02312	Prbb.g_00805
OG0000690	Prbl.g_02311	Prbb.g_00806
OG0000691	Prbl.g_02309	Prbb.g_00808
OG0000692	Prbl.g_02308	Prbb.g_00809
OG0000693	Prbl.g_02307	Prbb.g_00810
OG0000694	Prbl.g_02306	Prbb.g_00811
OG0000695	Prbl.g_02305	Prbb.g_00812
OG0000696	Prbl.g_02304	Prbb.g_00813
OG0000697	Prbl.g_01534	Prbb.g_00814
OG0000698	Prbl.g_01535	Prbb.g_00815
OG0000699	Prbl.g_01539	Prbb.g_00818
OG0000700	Prbl.g_01540	Prbb.g_00819
OG0000701	Prbl.g_01542	Prbb.g_00821
OG0000702	Prbl.g_01543	Prbb.g_00822
OG0000703	Prbl.g_01544	Prbb.g_00823
OG0000704	Prbl.g_01545	Prbb.g_00824
OG0000705	Prbl.g_01547	Prbb.g_00827
OG0000706	Prbl.g_01548	Prbb.g_00828
OG0000707	Prbl.g_01549	Prbb.g_00829
OG0000708	Prbl.g_01550	Prbb.g_00830
OG0000709	Prbl.g_01551	Prbb.g_00831
OG0000710	Prbl.g_01552	Prbb.g_00832
OG0000711	Prbl.g_01554	Prbb.g_00833
OG0000712	Prbl.g_01555	Prbb.g_00834
OG0000713	Prbl.g_01556	Prbb.g_00835
OG0000714	Prbl.g_01567	Prbb.g_00837
OG0000715	Prbl.g_01568	Prbb.g_00838
OG0000716	Prbl.g_01571	Prbb.g_00839
OG0000717	Prbl.g_01576	Prbb.g_00840
OG0000718	Prbl.g_01577	Prbb.g_00841
OG0000719	Prbl.g_01579	Prbb.g_00843
OG0000720	Prbl.g_02423	Prbb.g_00847
OG0000721	Prbl.g_02546	Prbb.g_00848
OG0000722	Prbl.g_02530	Prbb.g_00914
OG0000723	Prbl.g_01329	Prbb.g_00917
OG0000724	Prbl.g_01588	Prbb.g_00922
OG0000725	Prbl.g_02414	Prbb.g_00924
OG0000726	Prbl.g_01078	Prbb.g_00925
OG0000727	Prbl.g_02413	Prbb.g_00926
OG0000728	Prbl.g_02412	Prbb.g_00927
OG0000729	Prbl.g_02410	Prbb.g_00929
OG0000730	Prbl.g_02409	Prbb.g_00930
OG0000731	Prbl.g_02407	Prbb.g_00932
OG0000732	Prbl.g_02406	Prbb.g_00933
OG0000733	Prbl.g_02405	Prbb.g_00934
OG0000734	Prbl.g_02404	Prbb.g_00935
OG0000735	Prbl.g_02403	Prbb.g_00936
OG0000736	Prbl.g_02395	Prbb.g_00938
OG0000737	Prbl.g_02393	Prbb.g_00939
OG0000738	Prbl.g_02388	Prbb.g_00942
OG0000739	Prbl.g_02386	Prbb.g_00943
OG0000740	Prbl.g_02383	Prbb.g_00944
OG0000741	Prbl.g_02368	Prbb.g_00946
OG0000742	Prbl.g_02367	Prbb.g_00947
OG0000743	Prbl.g_02364	Prbb.g_00951
OG0000744	Prbl.g_02363	Prbb.g_00952
OG0000745	Prbl.g_02350	Prbb.g_00762
OG0000746	Prbl.g_02351	Prbb.g_00763
OG0000747	Prbl.g_02352	Prbb.g_00764
OG0000748	Prbl.g_02353	Prbb.g_00765
OG0000749	Prbl.g_02354	Prbb.g_00766
OG0000750	Prbl.g_02356	Prbb.g_00767
OG0000751	Prbl.g_02348	Prbb.g_00769
OG0000752	Prbl.g_02347	Prbb.g_00770
OG0000753	Prbl.g_02346	Prbb.g_00771
OG0000754	Prbl.g_02345	Prbb.g_00772
OG0000755	Prbl.g_02344	Prbb.g_00774
OG0000756	Prbl.g_02343	Prbb.g_00775
OG0000757	Prbl.g_02342	Prbb.g_00776
OG0000758	Prbl.g_02443	Prbb.g_00965
OG0000759	Prbl.g_02444	Prbb.g_00966
OG0000760	Prbl.g_02445	Prbb.g_00967
OG0000761	Prbl.g_02447	Prbb.g_00968
OG0000762	Prbl.g_02449	Prbb.g_00970
OG0000763	Prbl.g_02450	Prbb.g_00971
OG0000764	Prbl.g_02452	Prbb.g_00972
OG0000765	Prbl.g_02453	Prbb.g_00973
OG0000766	Prbl.g_02454	Prbb.g_00974
OG0000767	Prbl.g_01688	Prbb.g_00975
OG0000768	Prbl.g_02462	Prbb.g_00976
OG0000769	Prbl.g_02463	Prbb.g_00977
OG0000770	Prbl.g_02465	Prbb.g_00978
OG0000771	Prbl.g_02466	Prbb.g_00979
OG0000772	Prbl.g_02210	Prbb.g_00893
OG0000773	Prbl.g_02471	Prbb.g_00984
OG0000774	Prbl.g_02472	Prbb.g_00985
OG0000775	Prbl.g_02473	Prbb.g_00986
OG0000776	Prbl.g_02475	Prbb.g_00988
OG0000777	Prbl.g_02476	Prbb.g_00989
OG0000778	Prbl.g_02477	Prbb.g_00990
OG0000779	Prbl.g_02482	Prbb.g_00992
OG0000780	Prbl.g_02483	Prbb.g_00993
OG0000781	Prbl.g_02485	Prbb.g_00994
OG0000782	Prbl.g_02487	Prbb.g_00996
OG0000783	Prbl.g_02489	Prbb.g_00997
OG0000784	Prbl.g_02491	Prbb.g_00998
OG0000785	Prbl.g_02492	Prbb.g_00999
OG0000786	Prbl.g_02493	Prbb.g_01000
OG0000787	Prbl.g_02495	Prbb.g_01002
OG0000788	Prbl.g_02496	Prbb.g_01003
OG0000789	Prbl.g_02497	Prbb.g_01004
OG0000790	Prbl.g_02498	Prbb.g_01005
OG0000791	Prbl.g_02499	Prbb.g_01006
OG0000792	Prbl.g_02608	Prbb.g_00101
OG0000793	Prbl.g_02501	Prbb.g_01007
OG0000794	Prbl.g_02503	Prbb.g_01008
OG0000795	Prbl.g_02505	Prbb.g_01009
OG0000796	Prbl.g_02508	Prbb.g_01010
OG0000797	Prbl.g_02509	Prbb.g_01012
OG0000798	Prbl.g_02510	Prbb.g_01013
OG0000799	Prbl.g_02514	Prbb.g_01014
OG0000800	Prbl.g_02515	Prbb.g_01015
OG0000801	Prbl.g_02516	Prbb.g_01016
OG0000802	Prbl.g_02520	Prbb.g_01017
OG0000803	Prbl.g_02521	Prbb.g_01018
OG0000804	Prbl.g_02526	Prbb.g_01036
OG0000805	Prbl.g_02528	Prbb.g_01037
OG0000806	Prbl.g_02529	Prbb.g_01038
OG0000807	Prbl.g_02531	Prbb.g_01039
OG0000808	Prbl.g_02532	Prbb.g_01040
OG0000809	Prbl.g_02538	Prbb.g_01045
OG0000810	Prbl.g_02540	Prbb.g_01047
OG0000811	Prbl.g_02541	Prbb.g_01048
OG0000812	Prbl.g_02209	Prbb.g_00892
OG0000813	Prbl.g_02542	Prbb.g_01049
OG0000814	Prbl.g_02543	Prbb.g_01050
OG0000815	Prbl.g_02544	Prbb.g_01051
OG0000816	Prbl.g_02547	Prbb.g_01054
OG0000817	Prbl.g_00939	Prbb.g_01058
OG0000818	Prbl.g_00938	Prbb.g_01059
OG0000819	Prbl.g_00935	Prbb.g_01062
OG0000820	Prbl.g_00934	Prbb.g_01063
OG0000821	Prbl.g_00933	Prbb.g_01064
OG0000822	Prbl.g_00932	Prbb.g_01065
OG0000823	Prbl.g_00929	Prbb.g_01068
OG0000824	Prbl.g_00928	Prbb.g_01069
OG0000825	Prbl.g_00925	Prbb.g_00891
OG0000826	Prbl.g_00924	Prbb.g_00890
OG0000827	Prbl.g_00923	Prbb.g_00889
OG0000828	Prbl.g_00922	Prbb.g_00887
OG0000829	Prbl.g_02575	Prbb.g_00897
OG0000830	Prbl.g_01603	Prbb.g_01108
OG0000831	Prbl.g_00472	Prbb.g_01090
OG0000832	Prbl.g_01686	Prbb.g_01783
OG0000833	Prbl.g_02062	Prbb.g_02071
OG0000834	Prbl.g_01199	Prbb.g_00392
OG0000835	Prbl.g_01208	Prbb.g_00400
OG0000836	Prbl.g_00687	Prbb.g_01780
OG0000837	Prbl.g_01621	Prbb.g_01085
OG0000838	Prbl.g_02197	Prbb.g_01888
OG0000839	Prbl.g_02203	Prbb.g_01889
OG0000840	Prbl.g_01931	Prbb.g_01126
OG0000841	Prbl.g_00694	Prbb.g_01539
OG0000842	Prbl.g_00545	Prbb.g_01533
OG0000843	Prbl.g_02066	Prbb.g_01531
OG0000844	Prbl.g_02067	Prbb.g_01530
OG0000845	Prbl.g_02068	Prbb.g_01529
OG0000846	Prbl.g_02069	Prbb.g_01528
OG0000847	Prbl.g_02071	Prbb.g_01527
OG0000848	Prbl.g_02072	Prbb.g_01526
OG0000849	Prbl.g_02075	Prbb.g_01525
OG0000850	Prbl.g_02077	Prbb.g_01524
OG0000851	Prbl.g_02081	Prbb.g_01521
OG0000852	Prbl.g_02083	Prbb.g_01518
OG0000853	Prbl.g_02085	Prbb.g_01516
OG0000854	Prbl.g_02086	Prbb.g_01515
OG0000855	Prbl.g_02088	Prbb.g_01513
OG0000856	Prbl.g_02089	Prbb.g_01512
OG0000857	Prbl.g_02090	Prbb.g_01511
OG0000858	Prbl.g_02100	Prbb.g_01508
OG0000859	Prbl.g_02102	Prbb.g_01507
OG0000860	Prbl.g_02103	Prbb.g_01506
OG0000861	Prbl.g_02104	Prbb.g_01505
OG0000862	Prbl.g_02105	Prbb.g_01504
OG0000863	Prbl.g_00178	Prbb.g_01502
OG0000864	Prbl.g_00179	Prbb.g_01501
OG0000865	Prbl.g_00180	Prbb.g_01500
OG0000866	Prbl.g_00181	Prbb.g_01499
OG0000867	Prbl.g_00184	Prbb.g_01497
OG0000868	Prbl.g_00185	Prbb.g_01495
OG0000869	Prbl.g_01379	Prbb.g_01493
OG0000870	Prbl.g_01382	Prbb.g_01491
OG0000871	Prbl.g_01383	Prbb.g_01490
OG0000872	Prbl.g_01120	Prbb.g_01488
OG0000873	Prbl.g_01119	Prbb.g_01487
OG0000874	Prbl.g_01118	Prbb.g_01486
OG0000875	Prbl.g_01116	Prbb.g_01484
OG0000876	Prbl.g_01114	Prbb.g_01482
OG0000877	Prbl.g_01113	Prbb.g_01481
OG0000878	Prbl.g_01112	Prbb.g_01480
OG0000879	Prbl.g_01111	Prbb.g_01479
OG0000880	Prbl.g_01110	Prbb.g_01478
OG0000881	Prbl.g_01109	Prbb.g_01477
OG0000882	Prbl.g_01108	Prbb.g_01476
OG0000883	Prbl.g_01377	Prbb.g_01475
OG0000884	Prbl.g_01376	Prbb.g_01474
OG0000885	Prbl.g_01375	Prbb.g_01473
OG0000886	Prbl.g_01374	Prbb.g_01472
OG0000887	Prbl.g_01372	Prbb.g_01471
OG0000888	Prbl.g_02579	Prbb.g_01470
OG0000889	Prbl.g_02580	Prbb.g_01469
OG0000890	Prbl.g_02582	Prbb.g_01468
OG0000891	Prbl.g_02583	Prbb.g_01467
OG0000892	Prbl.g_02585	Prbb.g_01465
OG0000893	Prbl.g_02586	Prbb.g_01464
OG0000894	Prbl.g_02590	Prbb.g_01463
OG0000895	Prbl.g_02591	Prbb.g_01462
OG0000896	Prbl.g_02593	Prbb.g_01461
OG0000897	Prbl.g_02594	Prbb.g_01460
OG0000898	Prbl.g_00187	Prbb.g_01459
OG0000899	Prbl.g_00186	Prbb.g_01458
OG0000900	Prbl.g_01103	Prbb.g_01457
OG0000901	Prbl.g_00461	Prbb.g_01291
OG0000902	Prbl.g_00115	Prbb.g_01575
OG0000903	Prbl.g_00114	Prbb.g_01576
OG0000904	Prbl.g_00113	Prbb.g_01577
OG0000905	Prbl.g_01711	Prbb.g_01578
OG0000906	Prbl.g_01713	Prbb.g_01580
OG0000907	Prbl.g_01715	Prbb.g_01581
OG0000908	Prbl.g_01716	Prbb.g_01582
OG0000909	Prbl.g_01717	Prbb.g_01583
OG0000910	Prbl.g_01718	Prbb.g_01584
OG0000911	Prbl.g_01719	Prbb.g_01585
OG0000912	Prbl.g_01723	Prbb.g_01588
OG0000913	Prbl.g_01726	Prbb.g_01589
OG0000914	Prbl.g_01727	Prbb.g_01590
OG0000915	Prbl.g_01730	Prbb.g_01592
OG0000916	Prbl.g_01731	Prbb.g_01593
OG0000917	Prbl.g_01732	Prbb.g_01594
OG0000918	Prbl.g_01733	Prbb.g_01595
OG0000919	Prbl.g_01734	Prbb.g_01596
OG0000920	Prbl.g_01735	Prbb.g_01597
OG0000921	Prbl.g_01738	Prbb.g_01600
OG0000922	Prbl.g_01739	Prbb.g_01601
OG0000923	Prbl.g_00722	Prbb.g_01608
OG0000924	Prbl.g_00723	Prbb.g_01609
OG0000925	Prbl.g_01333	Prbb.g_01612
OG0000926	Prbl.g_00658	Prbb.g_00746
OG0000927	Prbl.g_01572	Prbb.g_01541
OG0000928	Prbl.g_01695	Prbb.g_01057
OG0000929	Prbl.g_00926	Prbb.g_01789
OG0000930	Prbl.g_02577	Prbb.g_01637
OG0000931	Prbl.g_01586	Prbb.g_00845
OG0000932	Prbl.g_00409	Prbb.g_01201
OG0000933	Prbl.g_00501	Prbb.g_01641
OG0000934	Prbl.g_00500	Prbb.g_01642
OG0000935	Prbl.g_00499	Prbb.g_01643
OG0000936	Prbl.g_00498	Prbb.g_01644
OG0000937	Prbl.g_00497	Prbb.g_01645
OG0000938	Prbl.g_00496	Prbb.g_01646
OG0000939	Prbl.g_00495	Prbb.g_01647
OG0000940	Prbl.g_00494	Prbb.g_01648
OG0000941	Prbl.g_00492	Prbb.g_01649
OG0000942	Prbl.g_00491	Prbb.g_01650
OG0000943	Prbl.g_00490	Prbb.g_01651
OG0000944	Prbl.g_00489	Prbb.g_01652
OG0000945	Prbl.g_00488	Prbb.g_01653
OG0000946	Prbl.g_00487	Prbb.g_01654
OG0000947	Prbl.g_00486	Prbb.g_01655
OG0000948	Prbl.g_00485	Prbb.g_01656
OG0000949	Prbl.g_00484	Prbb.g_01657
OG0000950	Prbl.g_00843	Prbb.g_02044
OG0000951	Prbl.g_00152	Prbb.g_01668
OG0000952	Prbl.g_00153	Prbb.g_01669
OG0000953	Prbl.g_00154	Prbb.g_01670
OG0000954	Prbl.g_00160	Prbb.g_01671
OG0000955	Prbl.g_00161	Prbb.g_01672
OG0000956	Prbl.g_00257	Prbb.g_01674
OG0000957	Prbl.g_00255	Prbb.g_01675
OG0000958	Prbl.g_00254	Prbb.g_01676
OG0000959	Prbl.g_00253	Prbb.g_01677
OG0000960	Prbl.g_00252	Prbb.g_01678
OG0000961	Prbl.g_00251	Prbb.g_01679
OG0000962	Prbl.g_00249	Prbb.g_01680
OG0000963	Prbl.g_00248	Prbb.g_01681
OG0000964	Prbl.g_00246	Prbb.g_01683
OG0000965	Prbl.g_00244	Prbb.g_01684
OG0000966	Prbl.g_00243	Prbb.g_01685
OG0000967	Prbl.g_00240	Prbb.g_01688
OG0000968	Prbl.g_00231	Prbb.g_01689
OG0000969	Prbl.g_00230	Prbb.g_01690
OG0000970	Prbl.g_00229	Prbb.g_01691
OG0000971	Prbl.g_00228	Prbb.g_01692
OG0000972	Prbl.g_00227	Prbb.g_01693
OG0000973	Prbl.g_00225	Prbb.g_01695
OG0000974	Prbl.g_00224	Prbb.g_01696
OG0000975	Prbl.g_00223	Prbb.g_01697
OG0000976	Prbl.g_00222	Prbb.g_01698
OG0000977	Prbl.g_00221	Prbb.g_01699
OG0000978	Prbl.g_00220	Prbb.g_01700
OG0000979	Prbl.g_00219	Prbb.g_01701
OG0000980	Prbl.g_00218	Prbb.g_00465
OG0000981	Prbl.g_00684	Prbb.g_01702
OG0000982	Prbl.g_00685	Prbb.g_01703
OG0000983	Prbl.g_00686	Prbb.g_01704
OG0000984	Prbl.g_00693	Prbb.g_01707
OG0000985	Prbl.g_00695	Prbb.g_01708
OG0000986	Prbl.g_00696	Prbb.g_01709
OG0000987	Prbl.g_00699	Prbb.g_01711
OG0000988	Prbl.g_00700	Prbb.g_01712
OG0000989	Prbl.g_00701	Prbb.g_01713
OG0000990	Prbl.g_00702	Prbb.g_01714
OG0000991	Prbl.g_00703	Prbb.g_01715
OG0000992	Prbl.g_00704	Prbb.g_01716
OG0000993	Prbl.g_00705	Prbb.g_01717
OG0000994	Prbl.g_00706	Prbb.g_01718
OG0000995	Prbl.g_00707	Prbb.g_01719
OG0000996	Prbl.g_00708	Prbb.g_01720
OG0000997	Prbl.g_00710	Prbb.g_01722
OG0000998	Prbl.g_01086	Prbb.g_01728
OG0000999	Prbl.g_00466	Prbb.g_01731
OG0001000	Prbl.g_00456	Prbb.g_01732
OG0001001	Prbl.g_00454	Prbb.g_01733
OG0001002	Prbl.g_00452	Prbb.g_01735
OG0001003	Prbl.g_00451	Prbb.g_01736
OG0001004	Prbl.g_01604	Prbb.g_01737
OG0001005	Prbl.g_00450	Prbb.g_01738
OG0001006	Prbl.g_00448	Prbb.g_01740
OG0001007	Prbl.g_00447	Prbb.g_01741
OG0001008	Prbl.g_00446	Prbb.g_01742
OG0001009	Prbl.g_00444	Prbb.g_01744
OG0001010	Prbl.g_00443	Prbb.g_01745
OG0001011	Prbl.g_00441	Prbb.g_01746
OG0001012	Prbl.g_00440	Prbb.g_01747
OG0001013	Prbl.g_00439	Prbb.g_01748
OG0001014	Prbl.g_00438	Prbb.g_01749
OG0001015	Prbl.g_00437	Prbb.g_01750
OG0001016	Prbl.g_00436	Prbb.g_01751
OG0001017	Prbl.g_00435	Prbb.g_01752
OG0001018	Prbl.g_00433	Prbb.g_01753
OG0001019	Prbl.g_00432	Prbb.g_01754
OG0001020	Prbl.g_00431	Prbb.g_01755
OG0001021	Prbl.g_00430	Prbb.g_01756
OG0001022	Prbl.g_00429	Prbb.g_01757
OG0001023	Prbl.g_00428	Prbb.g_01758
OG0001024	Prbl.g_00427	Prbb.g_01760
OG0001025	Prbl.g_00423	Prbb.g_01761
OG0001026	Prbl.g_00422	Prbb.g_01762
OG0001027	Prbl.g_01914	Prbb.g_01763
OG0001028	Prbl.g_00420	Prbb.g_01765
OG0001029	Prbl.g_00419	Prbb.g_01766
OG0001030	Prbl.g_00416	Prbb.g_01769
OG0001031	Prbl.g_00415	Prbb.g_01770
OG0001032	Prbl.g_01601	Prbb.g_01555
OG0001033	Prbl.g_01627	Prbb.g_01659
OG0001034	Prbl.g_02318	Prbb.g_00799
OG0001035	Prbl.g_00404	Prbb.g_01817
OG0001036	Prbl.g_00403	Prbb.g_01818
OG0001037	Prbl.g_00393	Prbb.g_01824
OG0001038	Prbl.g_00392	Prbb.g_01825
OG0001039	Prbl.g_00391	Prbb.g_01826
OG0001040	Prbl.g_00389	Prbb.g_01827
OG0001041	Prbl.g_00385	Prbb.g_01828
OG0001042	Prbl.g_00383	Prbb.g_01829
OG0001043	Prbl.g_00382	Prbb.g_01830
OG0001044	Prbl.g_00381	Prbb.g_01831
OG0001045	Prbl.g_00380	Prbb.g_01832
OG0001046	Prbl.g_00378	Prbb.g_01833
OG0001047	Prbl.g_00377	Prbb.g_01834
OG0001048	Prbl.g_00376	Prbb.g_01835
OG0001049	Prbl.g_00375	Prbb.g_01836
OG0001050	Prbl.g_00374	Prbb.g_01837
OG0001051	Prbl.g_00373	Prbb.g_01838
OG0001052	Prbl.g_00372	Prbb.g_01839
OG0001053	Prbl.g_00371	Prbb.g_01840
OG0001054	Prbl.g_00370	Prbb.g_01841
OG0001055	Prbl.g_00369	Prbb.g_01842
OG0001056	Prbl.g_00367	Prbb.g_01843
OG0001057	Prbl.g_00365	Prbb.g_01845
OG0001058	Prbl.g_00364	Prbb.g_01846
OG0001059	Prbl.g_00362	Prbb.g_01847
OG0001060	Prbl.g_00361	Prbb.g_01848
OG0001061	Prbl.g_00360	Prbb.g_01849
OG0001062	Prbl.g_00359	Prbb.g_01851
OG0001063	Prbl.g_00358	Prbb.g_01852
OG0001064	Prbl.g_00356	Prbb.g_01853
OG0001065	Prbl.g_00355	Prbb.g_01854
OG0001066	Prbl.g_00354	Prbb.g_01855
OG0001067	Prbl.g_00353	Prbb.g_01856
OG0001068	Prbl.g_00352	Prbb.g_01857
OG0001069	Prbl.g_00348	Prbb.g_01859
OG0001070	Prbl.g_00346	Prbb.g_01861
OG0001071	Prbl.g_00345	Prbb.g_01862
OG0001072	Prbl.g_00344	Prbb.g_01863
OG0001073	Prbl.g_00343	Prbb.g_01864
OG0001074	Prbl.g_00342	Prbb.g_01865
OG0001075	Prbl.g_00340	Prbb.g_01867
OG0001076	Prbl.g_00338	Prbb.g_01869
OG0001077	Prbl.g_00337	Prbb.g_01870
OG0001078	Prbl.g_00336	Prbb.g_01871
