Orthogroup	Prbl	Prbh
OG0000548	Prbl.g_01764	Prbh.g_00233
OG0000549	Prbl.g_01762	Prbh.g_00231
OG0000550	Prbl.g_01761	Prbh.g_00230
OG0000551	Prbl.g_01760	Prbh.g_00229
OG0000552	Prbl.g_01759	Prbh.g_00228
OG0000553	Prbl.g_01758	Prbh.g_00227
OG0000554	Prbl.g_01757	Prbh.g_00226
OG0000555	Prbl.g_01754	Prbh.g_00224
OG0000556	Prbl.g_01752	Prbh.g_00223
OG0000557	Prbl.g_01751	Prbh.g_00222
OG0000558	Prbl.g_01750	Prbh.g_00221
OG0000559	Prbl.g_01749	Prbh.g_00220
OG0000560	Prbl.g_01748	Prbh.g_00219
OG0000561	Prbl.g_01747	Prbh.g_00218
OG0000562	Prbl.g_01746	Prbh.g_00217
OG0000563	Prbl.g_01744	Prbh.g_00216
OG0000564	Prbl.g_01742	Prbh.g_00215
OG0000565	Prbl.g_01610	Prbh.g_00214
OG0000566	Prbl.g_01611	Prbh.g_00213
OG0000567	Prbl.g_01612	Prbh.g_00212
OG0000568	Prbl.g_01613	Prbh.g_01465
OG0000569	Prbl.g_01616	Prbh.g_01462
OG0000570	Prbl.g_01617	Prbh.g_01461
OG0000571	Prbl.g_01619	Prbh.g_01459
OG0000572	Prbl.g_01624	Prbh.g_01457
OG0000573	Prbl.g_01625	Prbh.g_01456
OG0000574	Prbl.g_01626	Prbh.g_01455
OG0000575	Prbl.g_01629	Prbh.g_01453
OG0000576	Prbl.g_01631	Prbh.g_01452
OG0000577	Prbl.g_01632	Prbh.g_01223
OG0000578	Prbl.g_01634	Prbh.g_01222
OG0000579	Prbl.g_01635	Prbh.g_01221
OG0000580	Prbl.g_01636	Prbh.g_01220
OG0000581	Prbl.g_01637	Prbh.g_01219
OG0000582	Prbl.g_01639	Prbh.g_01218
OG0000583	Prbl.g_01640	Prbh.g_01217
OG0000584	Prbl.g_01642	Prbh.g_01216
OG0000585	Prbl.g_01643	Prbh.g_01215
OG0000586	Prbl.g_01645	Prbh.g_01213
OG0000587	Prbl.g_01646	Prbh.g_01212
OG0000588	Prbl.g_01647	Prbh.g_01211
OG0000589	Prbl.g_01655	Prbh.g_01210
OG0000590	Prbl.g_01656	Prbh.g_01209
OG0000591	Prbl.g_01657	Prbh.g_01208
OG0000592	Prbl.g_01658	Prbh.g_01207
OG0000593	Prbl.g_01659	Prbh.g_01206
OG0000594	Prbl.g_01662	Prbh.g_01205
OG0000595	Prbl.g_01663	Prbh.g_01204
OG0000596	Prbl.g_01664	Prbh.g_01203
OG0000597	Prbl.g_01032	Prbh.g_01199
OG0000598	Prbl.g_01031	Prbh.g_01198
OG0000599	Prbl.g_01030	Prbh.g_01197
OG0000600	Prbl.g_01412	Prbh.g_01196
OG0000601	Prbl.g_01411	Prbh.g_01195
OG0000602	Prbl.g_01409	Prbh.g_01194
OG0000603	Prbl.g_01406	Prbh.g_01193
OG0000604	Prbl.g_01405	Prbh.g_01192
OG0000605	Prbl.g_01404	Prbh.g_01191
OG0000606	Prbl.g_01403	Prbh.g_01190
OG0000607	Prbl.g_01401	Prbh.g_01188
OG0000608	Prbl.g_01400	Prbh.g_01187
OG0000609	Prbl.g_01398	Prbh.g_01185
OG0000610	Prbl.g_01397	Prbh.g_01184
OG0000611	Prbl.g_01394	Prbh.g_00904
OG0000612	Prbl.g_01392	Prbh.g_00905
OG0000613	Prbl.g_00891	Prbh.g_00907
OG0000614	Prbl.g_01915	Prbh.g_00913
OG0000615	Prbl.g_00027	Prbh.g_00914
OG0000616	Prbl.g_01242	Prbh.g_00915
OG0000617	Prbl.g_02295	Prbh.g_00918
OG0000618	Prbl.g_01046	Prbh.g_00919
OG0000619	Prbl.g_01869	Prbh.g_00920
OG0000620	Prbl.g_01847	Prbh.g_00922
OG0000621	Prbl.g_01853	Prbh.g_00923
OG0000622	Prbl.g_01857	Prbh.g_00924
OG0000623	Prbl.g_01858	Prbh.g_00925
OG0000624	Prbl.g_01872	Prbh.g_00928
OG0000625	Prbl.g_01873	Prbh.g_00929
OG0000626	Prbl.g_01874	Prbh.g_00930
OG0000627	Prbl.g_00021	Prbh.g_00933
OG0000628	Prbl.g_00022	Prbh.g_00934
OG0000629	Prbl.g_00024	Prbh.g_00935
OG0000630	Prbl.g_00026	Prbh.g_00937
OG0000631	Prbl.g_02373	Prbh.g_00939
OG0000632	Prbl.g_02137	Prbh.g_01487
OG0000633	Prbl.g_00120	Prbh.g_00864
OG0000634	Prbl.g_02565	Prbh.g_00946
OG0000635	Prbl.g_02563	Prbh.g_01170
OG0000636	Prbl.g_02562	Prbh.g_01169
OG0000637	Prbl.g_02561	Prbh.g_01167
OG0000638	Prbl.g_02560	Prbh.g_01166
OG0000639	Prbl.g_02559	Prbh.g_01165
OG0000640	Prbl.g_02558	Prbh.g_01164
OG0000641	Prbl.g_02556	Prbh.g_01163
OG0000642	Prbl.g_02555	Prbh.g_01162
OG0000643	Prbl.g_02554	Prbh.g_01161
OG0000644	Prbl.g_02552	Prbh.g_01159
OG0000645	Prbl.g_02551	Prbh.g_01157
OG0000646	Prbl.g_02550	Prbh.g_01156
OG0000647	Prbl.g_02549	Prbh.g_01155
OG0000648	Prbl.g_02426	Prbh.g_01154
OG0000649	Prbl.g_02427	Prbh.g_01153
OG0000650	Prbl.g_02430	Prbh.g_01151
OG0000651	Prbl.g_02431	Prbh.g_01150
OG0000652	Prbl.g_02434	Prbh.g_01148
OG0000653	Prbl.g_02285	Prbh.g_01881
OG0000654	Prbl.g_01904	Prbh.g_01875
OG0000656	Prbl.g_00534	Prbh.g_01880
OG0000657	Prbl.g_02470	Prbh.g_01078
OG0000658	Prbl.g_02469	Prbh.g_01077
OG0000659	Prbl.g_02468	Prbh.g_01076
OG0000660	Prbl.g_01195	Prbh.g_00442
OG0000661	Prbl.g_01930	Prbh.g_01051
OG0000662	Prbl.g_02435	Prbh.g_01054
OG0000663	Prbl.g_02440	Prbh.g_01056
OG0000664	Prbl.g_02441	Prbh.g_01057
OG0000665	Prbl.g_02442	Prbh.g_01058
OG0000666	Prbl.g_02341	Prbh.g_01171
OG0000667	Prbl.g_02340	Prbh.g_00948
OG0000668	Prbl.g_02339	Prbh.g_00949
OG0000669	Prbl.g_02338	Prbh.g_00950
OG0000670	Prbl.g_02336	Prbh.g_00952
OG0000671	Prbl.g_02335	Prbh.g_00953
OG0000672	Prbl.g_02334	Prbh.g_00954
OG0000673	Prbl.g_02333	Prbh.g_00955
OG0000674	Prbl.g_02332	Prbh.g_00956
OG0000675	Prbl.g_02331	Prbh.g_00957
OG0000676	Prbl.g_02329	Prbh.g_00959
OG0000677	Prbl.g_02327	Prbh.g_00961
OG0000678	Prbl.g_02326	Prbh.g_00962
OG0000679	Prbl.g_02325	Prbh.g_00963
OG0000680	Prbl.g_02324	Prbh.g_00964
OG0000681	Prbl.g_02323	Prbh.g_00965
OG0000682	Prbl.g_02322	Prbh.g_00966
OG0000683	Prbl.g_02320	Prbh.g_00967
OG0000684	Prbl.g_02317	Prbh.g_00969
OG0000685	Prbl.g_02316	Prbh.g_00970
OG0000686	Prbl.g_02315	Prbh.g_00971
OG0000687	Prbl.g_02314	Prbh.g_00972
OG0000688	Prbl.g_02313	Prbh.g_00973
OG0000689	Prbl.g_02312	Prbh.g_00974
OG0000690	Prbl.g_02311	Prbh.g_00975
OG0000691	Prbl.g_02309	Prbh.g_00977
OG0000692	Prbl.g_02308	Prbh.g_00978
OG0000693	Prbl.g_02307	Prbh.g_00979
OG0000694	Prbl.g_02306	Prbh.g_00980
OG0000695	Prbl.g_02305	Prbh.g_00981
OG0000696	Prbl.g_02304	Prbh.g_00982
OG0000697	Prbl.g_01534	Prbh.g_00983
OG0000698	Prbl.g_01535	Prbh.g_00984
OG0000699	Prbl.g_01539	Prbh.g_00988
OG0000700	Prbl.g_01540	Prbh.g_00989
OG0000701	Prbl.g_01542	Prbh.g_00991
OG0000702	Prbl.g_01543	Prbh.g_00992
OG0000703	Prbl.g_01544	Prbh.g_00993
OG0000704	Prbl.g_01545	Prbh.g_00994
OG0000705	Prbl.g_01547	Prbh.g_00996
OG0000706	Prbl.g_01548	Prbh.g_00997
OG0000707	Prbl.g_01549	Prbh.g_00998
OG0000708	Prbl.g_01550	Prbh.g_00999
OG0000709	Prbl.g_01551	Prbh.g_01001
OG0000710	Prbl.g_01552	Prbh.g_01002
OG0000711	Prbl.g_01554	Prbh.g_01003
OG0000712	Prbl.g_01555	Prbh.g_01004
OG0000713	Prbl.g_01556	Prbh.g_01005
OG0000714	Prbl.g_01567	Prbh.g_01009
OG0000715	Prbl.g_01568	Prbh.g_01010
OG0000716	Prbl.g_01571	Prbh.g_01011
OG0000717	Prbl.g_01576	Prbh.g_01012
OG0000718	Prbl.g_01577	Prbh.g_01013
OG0000719	Prbl.g_01579	Prbh.g_01015
OG0000720	Prbl.g_02423	Prbh.g_01019
OG0000721	Prbl.g_02546	Prbh.g_01020
OG0000722	Prbl.g_02530	Prbh.g_00857
OG0000723	Prbl.g_01329	Prbh.g_00861
OG0000724	Prbl.g_01588	Prbh.g_00868
OG0000725	Prbl.g_02414	Prbh.g_00870
OG0000726	Prbl.g_01078	Prbh.g_00871
OG0000727	Prbl.g_02413	Prbh.g_00872
OG0000728	Prbl.g_02412	Prbh.g_00873
OG0000729	Prbl.g_02410	Prbh.g_00875
OG0000730	Prbl.g_02409	Prbh.g_00876
OG0000731	Prbl.g_02407	Prbh.g_00878
OG0000732	Prbl.g_02406	Prbh.g_00879
OG0000733	Prbl.g_02405	Prbh.g_00880
OG0000734	Prbl.g_02404	Prbh.g_00881
OG0000735	Prbl.g_02403	Prbh.g_00882
OG0000736	Prbl.g_02395	Prbh.g_00884
OG0000737	Prbl.g_02393	Prbh.g_00885
OG0000738	Prbl.g_02388	Prbh.g_00887
OG0000739	Prbl.g_02386	Prbh.g_00888
OG0000740	Prbl.g_02383	Prbh.g_00889
OG0000741	Prbl.g_02368	Prbh.g_00891
OG0000742	Prbl.g_02367	Prbh.g_00892
OG0000743	Prbl.g_02364	Prbh.g_00896
OG0000744	Prbl.g_02363	Prbh.g_00897
OG0000745	Prbl.g_02350	Prbh.g_00898
OG0000746	Prbl.g_02351	Prbh.g_00899
OG0000747	Prbl.g_02352	Prbh.g_00900
OG0000748	Prbl.g_02353	Prbh.g_00901
OG0000749	Prbl.g_02354	Prbh.g_00902
OG0000750	Prbl.g_02356	Prbh.g_00903
OG0000751	Prbl.g_02348	Prbh.g_01179
OG0000752	Prbl.g_02347	Prbh.g_01178
OG0000753	Prbl.g_02346	Prbh.g_01177
OG0000754	Prbl.g_02345	Prbh.g_01176
OG0000755	Prbl.g_02344	Prbh.g_01174
OG0000756	Prbl.g_02343	Prbh.g_01173
OG0000757	Prbl.g_02342	Prbh.g_01172
OG0000758	Prbl.g_02443	Prbh.g_01059
OG0000759	Prbl.g_02444	Prbh.g_01060
OG0000760	Prbl.g_02445	Prbh.g_01061
OG0000761	Prbl.g_02447	Prbh.g_01062
OG0000762	Prbl.g_02449	Prbh.g_01064
OG0000763	Prbl.g_02450	Prbh.g_01065
OG0000764	Prbl.g_02452	Prbh.g_01066
OG0000765	Prbl.g_02453	Prbh.g_01067
OG0000766	Prbl.g_02454	Prbh.g_01068
OG0000767	Prbl.g_01688	Prbh.g_01069
OG0000768	Prbl.g_02462	Prbh.g_01070
OG0000769	Prbl.g_02463	Prbh.g_01071
OG0000770	Prbl.g_02465	Prbh.g_01073
OG0000771	Prbl.g_02466	Prbh.g_01074
OG0000772	Prbl.g_02210	Prbh.g_01131
OG0000773	Prbl.g_02471	Prbh.g_01079
OG0000774	Prbl.g_02472	Prbh.g_01080
OG0000775	Prbl.g_02473	Prbh.g_01081
OG0000776	Prbl.g_02475	Prbh.g_01083
OG0000777	Prbl.g_02476	Prbh.g_01084
OG0000778	Prbl.g_02477	Prbh.g_01085
OG0000779	Prbl.g_02482	Prbh.g_01087
OG0000780	Prbl.g_02483	Prbh.g_01088
OG0000781	Prbl.g_02485	Prbh.g_01089
OG0000782	Prbl.g_02487	Prbh.g_01091
OG0000783	Prbl.g_02489	Prbh.g_01092
OG0000784	Prbl.g_02491	Prbh.g_01093
OG0000785	Prbl.g_02492	Prbh.g_01094
OG0000786	Prbl.g_02493	Prbh.g_01095
OG0000787	Prbl.g_02495	Prbh.g_01097
OG0000788	Prbl.g_02496	Prbh.g_01098
OG0000789	Prbl.g_02497	Prbh.g_01099
OG0000790	Prbl.g_02498	Prbh.g_01100
OG0000791	Prbl.g_02499	Prbh.g_01101
OG0000792	Prbl.g_02608	Prbh.g_01342
OG0000793	Prbl.g_02501	Prbh.g_01102
OG0000794	Prbl.g_02503	Prbh.g_01103
OG0000795	Prbl.g_02505	Prbh.g_01104
OG0000796	Prbl.g_02508	Prbh.g_01106
OG0000797	Prbl.g_02509	Prbh.g_01107
OG0000798	Prbl.g_02510	Prbh.g_01108
OG0000799	Prbl.g_02514	Prbh.g_01109
OG0000800	Prbl.g_02515	Prbh.g_01110
OG0000801	Prbl.g_02516	Prbh.g_01111
OG0000802	Prbl.g_02520	Prbh.g_01113
OG0000803	Prbl.g_02521	Prbh.g_01114
OG0000804	Prbl.g_02526	Prbh.g_01116
OG0000805	Prbl.g_02528	Prbh.g_01118
OG0000806	Prbl.g_02529	Prbh.g_01119
OG0000807	Prbl.g_02531	Prbh.g_01120
OG0000808	Prbl.g_02532	Prbh.g_01121
OG0000809	Prbl.g_02538	Prbh.g_01126
OG0000810	Prbl.g_02540	Prbh.g_01128
OG0000811	Prbl.g_02541	Prbh.g_01129
OG0000812	Prbl.g_02209	Prbh.g_01130
OG0000813	Prbl.g_02542	Prbh.g_01133
OG0000814	Prbl.g_02543	Prbh.g_01134
OG0000815	Prbl.g_02544	Prbh.g_01135
OG0000816	Prbl.g_02547	Prbh.g_01138
OG0000817	Prbl.g_00939	Prbh.g_01042
OG0000818	Prbl.g_00938	Prbh.g_01041
OG0000819	Prbl.g_00935	Prbh.g_01039
OG0000820	Prbl.g_00934	Prbh.g_01038
OG0000821	Prbl.g_00933	Prbh.g_01037
OG0000822	Prbl.g_00932	Prbh.g_01036
OG0000823	Prbl.g_00929	Prbh.g_01033
OG0000824	Prbl.g_00928	Prbh.g_01032
OG0000825	Prbl.g_00925	Prbh.g_01030
OG0000826	Prbl.g_00924	Prbh.g_01029
OG0000827	Prbl.g_00923	Prbh.g_01028
OG0000828	Prbl.g_00922	Prbh.g_01026
OG0000829	Prbl.g_02575	Prbh.g_00411
OG0000830	Prbl.g_01603	Prbh.g_00827
OG0000831	Prbl.g_00472	Prbh.g_01331
OG0000832	Prbl.g_01686	Prbh.g_01442
OG0000833	Prbl.g_02062	Prbh.g_01351
OG0000834	Prbl.g_01199	Prbh.g_01325
OG0000835	Prbl.g_01208	Prbh.g_00432
OG0000836	Prbl.g_00687	Prbh.g_01344
OG0000837	Prbl.g_01621	Prbh.g_00008
OG0000838	Prbl.g_02197	Prbh.g_01867
OG0000839	Prbl.g_02203	Prbh.g_01866
OG0000840	Prbl.g_01931	Prbh.g_00834
OG0000841	Prbl.g_00694	Prbh.g_01305
OG0000842	Prbl.g_00545	Prbh.g_01299
OG0000843	Prbl.g_02066	Prbh.g_01297
OG0000844	Prbl.g_02067	Prbh.g_01296
OG0000845	Prbl.g_02068	Prbh.g_01295
OG0000846	Prbl.g_02069	Prbh.g_01294
OG0000847	Prbl.g_02071	Prbh.g_01293
OG0000848	Prbl.g_02072	Prbh.g_01292
OG0000849	Prbl.g_02075	Prbh.g_01291
OG0000850	Prbl.g_02077	Prbh.g_01290
OG0000851	Prbl.g_02081	Prbh.g_01287
OG0000852	Prbl.g_02083	Prbh.g_01284
OG0000853	Prbl.g_02085	Prbh.g_01282
OG0000854	Prbl.g_02086	Prbh.g_01280
OG0000855	Prbl.g_02088	Prbh.g_01279
OG0000856	Prbl.g_02089	Prbh.g_01278
OG0000857	Prbl.g_02090	Prbh.g_01277
OG0000858	Prbl.g_02100	Prbh.g_01274
OG0000859	Prbl.g_02102	Prbh.g_01273
OG0000860	Prbl.g_02103	Prbh.g_01272
OG0000861	Prbl.g_02104	Prbh.g_01271
OG0000862	Prbl.g_02105	Prbh.g_01270
OG0000863	Prbl.g_00178	Prbh.g_01268
OG0000864	Prbl.g_00179	Prbh.g_01267
OG0000865	Prbl.g_00180	Prbh.g_01266
OG0000866	Prbl.g_00181	Prbh.g_01265
OG0000867	Prbl.g_00184	Prbh.g_01262
OG0000868	Prbl.g_00185	Prbh.g_01261
OG0000869	Prbl.g_01379	Prbh.g_01260
OG0000870	Prbl.g_01382	Prbh.g_01257
OG0000871	Prbl.g_01383	Prbh.g_01256
OG0000872	Prbl.g_01120	Prbh.g_01254
OG0000873	Prbl.g_01119	Prbh.g_01253
OG0000874	Prbl.g_01118	Prbh.g_01252
OG0000875	Prbl.g_01116	Prbh.g_01250
OG0000876	Prbl.g_01114	Prbh.g_01248
OG0000877	Prbl.g_01113	Prbh.g_01247
OG0000878	Prbl.g_01112	Prbh.g_01246
OG0000879	Prbl.g_01111	Prbh.g_01245
OG0000880	Prbl.g_01110	Prbh.g_01244
OG0000881	Prbl.g_01109	Prbh.g_01243
OG0000882	Prbl.g_01108	Prbh.g_01242
OG0000883	Prbl.g_01377	Prbh.g_01241
OG0000884	Prbl.g_01376	Prbh.g_01240
OG0000885	Prbl.g_01375	Prbh.g_01239
OG0000886	Prbl.g_01374	Prbh.g_01238
OG0000887	Prbl.g_01372	Prbh.g_01237
OG0000888	Prbl.g_02579	Prbh.g_01236
OG0000889	Prbl.g_02580	Prbh.g_01235
OG0000890	Prbl.g_02582	Prbh.g_01234
OG0000891	Prbl.g_02583	Prbh.g_01233
OG0000892	Prbl.g_02585	Prbh.g_01232
OG0000893	Prbl.g_02586	Prbh.g_01231
OG0000894	Prbl.g_02590	Prbh.g_01230
OG0000895	Prbl.g_02591	Prbh.g_01229
OG0000896	Prbl.g_02593	Prbh.g_01227
OG0000897	Prbl.g_02594	Prbh.g_01226
OG0000898	Prbl.g_00187	Prbh.g_01225
OG0000899	Prbl.g_00186	Prbh.g_01224
OG0000900	Prbl.g_01103	Prbh.g_01451
OG0000901	Prbl.g_00461	Prbh.g_01845
OG0000902	Prbl.g_00115	Prbh.g_01362
OG0000903	Prbl.g_00114	Prbh.g_01363
OG0000904	Prbl.g_00113	Prbh.g_01364
OG0000905	Prbl.g_01711	Prbh.g_01365
OG0000906	Prbl.g_01713	Prbh.g_01366
OG0000907	Prbl.g_01715	Prbh.g_01368
OG0000908	Prbl.g_01716	Prbh.g_01369
OG0000909	Prbl.g_01717	Prbh.g_01370
OG0000910	Prbl.g_01718	Prbh.g_01371
OG0000911	Prbl.g_01719	Prbh.g_01372
OG0000912	Prbl.g_01723	Prbh.g_01375
OG0000913	Prbl.g_01726	Prbh.g_01376
OG0000914	Prbl.g_01727	Prbh.g_01377
OG0000915	Prbl.g_01730	Prbh.g_01379
OG0000916	Prbl.g_01731	Prbh.g_01380
OG0000917	Prbl.g_01732	Prbh.g_01381
OG0000918	Prbl.g_01733	Prbh.g_01382
OG0000919	Prbl.g_01734	Prbh.g_01383
OG0000920	Prbl.g_01735	Prbh.g_01384
OG0000921	Prbl.g_01738	Prbh.g_01387
OG0000922	Prbl.g_01739	Prbh.g_01388
OG0000923	Prbl.g_00722	Prbh.g_01935
OG0000924	Prbl.g_00723	Prbh.g_01936
OG0000925	Prbl.g_01333	Prbh.g_00002
OG0000926	Prbl.g_00658	Prbh.g_00206
OG0000927	Prbl.g_01572	Prbh.g_01341
OG0000928	Prbl.g_01695	Prbh.g_00196
OG0000929	Prbl.g_00926	Prbh.g_01326
OG0000930	Prbl.g_02577	Prbh.g_01308
OG0000931	Prbl.g_01586	Prbh.g_01017
OG0000932	Prbl.g_00409	Prbh.g_01872
OG0000933	Prbl.g_00501	Prbh.g_00011
OG0000934	Prbl.g_00500	Prbh.g_00012
OG0000935	Prbl.g_00499	Prbh.g_00013
OG0000936	Prbl.g_00498	Prbh.g_00014
OG0000937	Prbl.g_00497	Prbh.g_00015
OG0000938	Prbl.g_00496	Prbh.g_00016
OG0000939	Prbl.g_00495	Prbh.g_00017
OG0000940	Prbl.g_00494	Prbh.g_00019
OG0000941	Prbl.g_00492	Prbh.g_00020
OG0000942	Prbl.g_00491	Prbh.g_00021
OG0000943	Prbl.g_00490	Prbh.g_00022
OG0000944	Prbl.g_00489	Prbh.g_00023
OG0000945	Prbl.g_00488	Prbh.g_00024
OG0000946	Prbl.g_00487	Prbh.g_00025
OG0000947	Prbl.g_00486	Prbh.g_00026
OG0000948	Prbl.g_00485	Prbh.g_00027
OG0000949	Prbl.g_00484	Prbh.g_00028
OG0000950	Prbl.g_00843	Prbh.g_01599
OG0000951	Prbl.g_00152	Prbh.g_00079
OG0000952	Prbl.g_00153	Prbh.g_00080
OG0000953	Prbl.g_00154	Prbh.g_00081
OG0000954	Prbl.g_00160	Prbh.g_00082
OG0000955	Prbl.g_00161	Prbh.g_00083
OG0000956	Prbl.g_00257	Prbh.g_00085
OG0000957	Prbl.g_00255	Prbh.g_00086
OG0000958	Prbl.g_00254	Prbh.g_00087
OG0000959	Prbl.g_00253	Prbh.g_00088
OG0000960	Prbl.g_00252	Prbh.g_00089
OG0000961	Prbl.g_00251	Prbh.g_00090
OG0000962	Prbl.g_00249	Prbh.g_00091
OG0000963	Prbl.g_00248	Prbh.g_00092
OG0000964	Prbl.g_00246	Prbh.g_00093
OG0000965	Prbl.g_00244	Prbh.g_00094
OG0000966	Prbl.g_00243	Prbh.g_00095
OG0000967	Prbl.g_00240	Prbh.g_00101
OG0000968	Prbl.g_00231	Prbh.g_00102
OG0000969	Prbl.g_00230	Prbh.g_00103
OG0000970	Prbl.g_00229	Prbh.g_00104
OG0000971	Prbl.g_00228	Prbh.g_00105
OG0000972	Prbl.g_00227	Prbh.g_00106
OG0000973	Prbl.g_00225	Prbh.g_00108
OG0000974	Prbl.g_00224	Prbh.g_00109
OG0000975	Prbl.g_00223	Prbh.g_00110
OG0000976	Prbl.g_00222	Prbh.g_00111
OG0000977	Prbl.g_00221	Prbh.g_00112
OG0000978	Prbl.g_00220	Prbh.g_00113
OG0000979	Prbl.g_00219	Prbh.g_00114
OG0000980	Prbl.g_00218	Prbh.g_00115
OG0000981	Prbl.g_00684	Prbh.g_00116
OG0000982	Prbl.g_00685	Prbh.g_00117
OG0000983	Prbl.g_00686	Prbh.g_00118
OG0000984	Prbl.g_00693	Prbh.g_00122
OG0000985	Prbl.g_00695	Prbh.g_00123
OG0000986	Prbl.g_00696	Prbh.g_00124
OG0000987	Prbl.g_00699	Prbh.g_00126
OG0000988	Prbl.g_00700	Prbh.g_00127
OG0000989	Prbl.g_00701	Prbh.g_00128
OG0000990	Prbl.g_00702	Prbh.g_00129
OG0000991	Prbl.g_00703	Prbh.g_00130
OG0000992	Prbl.g_00704	Prbh.g_00131
OG0000993	Prbl.g_00705	Prbh.g_00132
OG0000994	Prbl.g_00706	Prbh.g_00133
OG0000995	Prbl.g_00707	Prbh.g_00134
OG0000996	Prbl.g_00708	Prbh.g_00135
OG0000997	Prbl.g_00710	Prbh.g_00137
OG0000998	Prbl.g_01086	Prbh.g_00144
OG0000999	Prbl.g_00466	Prbh.g_00146
OG0001000	Prbl.g_00456	Prbh.g_00147
OG0001001	Prbl.g_00454	Prbh.g_00149
OG0001002	Prbl.g_00452	Prbh.g_00151
OG0001003	Prbl.g_00451	Prbh.g_00152
OG0001004	Prbl.g_01604	Prbh.g_00153
OG0001005	Prbl.g_00450	Prbh.g_00154
OG0001006	Prbl.g_00448	Prbh.g_00156
OG0001007	Prbl.g_00447	Prbh.g_00157
OG0001008	Prbl.g_00446	Prbh.g_00158
OG0001009	Prbl.g_00444	Prbh.g_00159
OG0001010	Prbl.g_00443	Prbh.g_00160
OG0001011	Prbl.g_00441	Prbh.g_00162
OG0001012	Prbl.g_00440	Prbh.g_00163
OG0001013	Prbl.g_00439	Prbh.g_00164
OG0001014	Prbl.g_00438	Prbh.g_00165
OG0001015	Prbl.g_00437	Prbh.g_00166
OG0001016	Prbl.g_00436	Prbh.g_00167
OG0001017	Prbl.g_00435	Prbh.g_00168
OG0001018	Prbl.g_00433	Prbh.g_00169
OG0001019	Prbl.g_00432	Prbh.g_00170
OG0001020	Prbl.g_00431	Prbh.g_00171
OG0001021	Prbl.g_00430	Prbh.g_00172
OG0001022	Prbl.g_00429	Prbh.g_00173
OG0001023	Prbl.g_00428	Prbh.g_00174
OG0001024	Prbl.g_00427	Prbh.g_00176
OG0001025	Prbl.g_00423	Prbh.g_00177
OG0001026	Prbl.g_00422	Prbh.g_00178
OG0001027	Prbl.g_01914	Prbh.g_00179
OG0001028	Prbl.g_00420	Prbh.g_00181
OG0001029	Prbl.g_00419	Prbh.g_00182
OG0001030	Prbl.g_00416	Prbh.g_00185
OG0001031	Prbl.g_00415	Prbh.g_00186
OG0001032	Prbl.g_01601	Prbh.g_01837
OG0001033	Prbl.g_01627	Prbh.g_01454
OG0001034	Prbl.g_02318	Prbh.g_00968
OG0001035	Prbl.g_00404	Prbh.g_01789
OG0001036	Prbl.g_00403	Prbh.g_01788
OG0001037	Prbl.g_00393	Prbh.g_01781
OG0001038	Prbl.g_00392	Prbh.g_01780
OG0001039	Prbl.g_00391	Prbh.g_01779
OG0001040	Prbl.g_00389	Prbh.g_01778
OG0001041	Prbl.g_00385	Prbh.g_01776
OG0001042	Prbl.g_00383	Prbh.g_01775
OG0001043	Prbl.g_00382	Prbh.g_01774
OG0001044	Prbl.g_00381	Prbh.g_01773
OG0001045	Prbl.g_00380	Prbh.g_01772
OG0001046	Prbl.g_00378	Prbh.g_01770
OG0001047	Prbl.g_00377	Prbh.g_01769
OG0001048	Prbl.g_00376	Prbh.g_01768
OG0001049	Prbl.g_00375	Prbh.g_01767
OG0001050	Prbl.g_00374	Prbh.g_01766
OG0001051	Prbl.g_00373	Prbh.g_01765
OG0001052	Prbl.g_00372	Prbh.g_01764
OG0001053	Prbl.g_00371	Prbh.g_01763
OG0001054	Prbl.g_00370	Prbh.g_01762
OG0001055	Prbl.g_00369	Prbh.g_01761
OG0001056	Prbl.g_00367	Prbh.g_01760
OG0001057	Prbl.g_00365	Prbh.g_01758
OG0001058	Prbl.g_00364	Prbh.g_01757
OG0001059	Prbl.g_00362	Prbh.g_01756
OG0001060	Prbl.g_00361	Prbh.g_01755
OG0001061	Prbl.g_00360	Prbh.g_01754
OG0001062	Prbl.g_00359	Prbh.g_01752
OG0001063	Prbl.g_00358	Prbh.g_01751
OG0001064	Prbl.g_00356	Prbh.g_01750
OG0001065	Prbl.g_00355	Prbh.g_01749
OG0001066	Prbl.g_00354	Prbh.g_01748
OG0001067	Prbl.g_00353	Prbh.g_01747
OG0001068	Prbl.g_00352	Prbh.g_01746
OG0001069	Prbl.g_00348	Prbh.g_01743
OG0001070	Prbl.g_00346	Prbh.g_01741
OG0001071	Prbl.g_00345	Prbh.g_01740
OG0001072	Prbl.g_00344	Prbh.g_01739
OG0001073	Prbl.g_00343	Prbh.g_01738
OG0001074	Prbl.g_00342	Prbh.g_01737
OG0001075	Prbl.g_00340	Prbh.g_01735
OG0001076	Prbl.g_00338	Prbh.g_01733
OG0001077	Prbl.g_00337	Prbh.g_01732
OG0001078	Prbl.g_00336	Prbh.g_01731
OG0001079	Prbl.g_00335	Prbh.g_01730
OG0001080	Prbl.g_00334	Prbh.g_01729
OG0001081	Prbl.g_00333	Prbh.g_01728
OG0001082	Prbl.g_00332	Prbh.g_01727
OG0001083	Prbl.g_00331	Prbh.g_01726
OG0001084	Prbl.g_00317	Prbh.g_01725
OG0001085	Prbl.g_00316	Prbh.g_01724
