Orthogroup	Prar	Praj
OG0000558	Prar.g_01465	Praj.g_00623
OG0000559	Prar.g_01466	Praj.g_00624
OG0000560	Prar.g_01468	Praj.g_00626
OG0000561	Prar.g_01469	Praj.g_00627
OG0000562	Prar.g_01470	Praj.g_00628
OG0000563	Prar.g_01471	Praj.g_00629
OG0000564	Prar.g_01472	Praj.g_00630
OG0000565	Prar.g_01473	Praj.g_00631
OG0000566	Prar.g_01474	Praj.g_00632
OG0000567	Prar.g_01475	Praj.g_00633
OG0000568	Prar.g_01476	Praj.g_00634
OG0000569	Prar.g_01477	Praj.g_00635
OG0000570	Prar.g_01478	Praj.g_00636
OG0000571	Prar.g_01479	Praj.g_00637
OG0000572	Prar.g_01480	Praj.g_00638
OG0000573	Prar.g_01483	Praj.g_00641
OG0000574	Prar.g_01484	Praj.g_00642
OG0000575	Prar.g_01485	Praj.g_00643
OG0000576	Prar.g_01486	Praj.g_00644
OG0000577	Prar.g_01487	Praj.g_00645
OG0000578	Prar.g_01488	Praj.g_00646
OG0000579	Prar.g_01489	Praj.g_00647
OG0000580	Prar.g_01490	Praj.g_00648
OG0000581	Prar.g_01491	Praj.g_00649
OG0000582	Prar.g_01492	Praj.g_00650
OG0000583	Prar.g_01493	Praj.g_00651
OG0000584	Prar.g_01494	Praj.g_00653
OG0000585	Prar.g_01495	Praj.g_00654
OG0000586	Prar.g_01497	Praj.g_00656
OG0000587	Prar.g_01498	Praj.g_00657
OG0000588	Prar.g_01500	Praj.g_00660
OG0000589	Prar.g_01501	Praj.g_00661
OG0000590	Prar.g_01503	Praj.g_00663
OG0000591	Prar.g_01509	Praj.g_00671
OG0000592	Prar.g_01510	Praj.g_00672
OG0000593	Prar.g_01511	Praj.g_00673
OG0000594	Prar.g_01513	Praj.g_00676
OG0000595	Prar.g_01514	Praj.g_00677
OG0000596	Prar.g_01515	Praj.g_00678
OG0000597	Prar.g_01517	Praj.g_00680
OG0000598	Prar.g_01518	Praj.g_00681
OG0000599	Prar.g_01519	Praj.g_00682
OG0000600	Prar.g_01520	Praj.g_00683
OG0000601	Prar.g_01522	Praj.g_00686
OG0000602	Prar.g_01523	Praj.g_00687
OG0000603	Prar.g_01524	Praj.g_00688
OG0000604	Prar.g_01525	Praj.g_01396
OG0000605	Prar.g_01526	Praj.g_00689
OG0000606	Prar.g_01527	Praj.g_00690
OG0000607	Prar.g_01529	Praj.g_00692
OG0000608	Prar.g_01530	Praj.g_00693
OG0000609	Prar.g_01534	Praj.g_02137
OG0000610	Prar.g_01535	Praj.g_01218
OG0000611	Prar.g_01600	Praj.g_00699
OG0000612	Prar.g_01601	Praj.g_00700
OG0000613	Prar.g_01602	Praj.g_00701
OG0000614	Prar.g_01603	Praj.g_00702
OG0000615	Prar.g_01605	Praj.g_00704
OG0000616	Prar.g_01606	Praj.g_00705
OG0000617	Prar.g_01607	Praj.g_00706
OG0000618	Prar.g_01608	Praj.g_00707
OG0000619	Prar.g_01609	Praj.g_00708
OG0000620	Prar.g_01610	Praj.g_00709
OG0000621	Prar.g_01611	Praj.g_00710
OG0000622	Prar.g_01612	Praj.g_00711
OG0000623	Prar.g_01613	Praj.g_00712
OG0000624	Prar.g_01614	Praj.g_00714
OG0000625	Prar.g_01615	Praj.g_00715
OG0000626	Prar.g_01616	Praj.g_00716
OG0000627	Prar.g_01617	Praj.g_00718
OG0000628	Prar.g_01618	Praj.g_00719
OG0000629	Prar.g_01619	Praj.g_00720
OG0000630	Prar.g_01620	Praj.g_00721
OG0000631	Prar.g_01622	Praj.g_00723
OG0000632	Prar.g_01634	Praj.g_01134
OG0000633	Prar.g_01638	Praj.g_00091
OG0000634	Prar.g_01651	Praj.g_01054
OG0000635	Prar.g_01652	Praj.g_00938
OG0000636	Prar.g_01653	Praj.g_00937
OG0000637	Prar.g_01654	Praj.g_00936
OG0000638	Prar.g_01661	Praj.g_00373
OG0000639	Prar.g_01670	Praj.g_00913
OG0000640	Prar.g_01672	Praj.g_00915
OG0000641	Prar.g_01675	Praj.g_00917
OG0000642	Prar.g_01676	Praj.g_00918
OG0000643	Prar.g_01677	Praj.g_00919
OG0000644	Prar.g_01678	Praj.g_00763
OG0000645	Prar.g_01679	Praj.g_00764
OG0000646	Prar.g_01680	Praj.g_00765
OG0000647	Prar.g_01681	Praj.g_00766
OG0000648	Prar.g_01683	Praj.g_00768
OG0000649	Prar.g_01684	Praj.g_00769
OG0000650	Prar.g_01685	Praj.g_00770
OG0000651	Prar.g_01686	Praj.g_00771
OG0000652	Prar.g_01687	Praj.g_00772
OG0000653	Prar.g_01688	Praj.g_00773
OG0000654	Prar.g_01690	Praj.g_00775
OG0000655	Prar.g_01692	Praj.g_00777
OG0000656	Prar.g_01693	Praj.g_00778
OG0000657	Prar.g_01694	Praj.g_00779
OG0000658	Prar.g_01695	Praj.g_00780
OG0000659	Prar.g_01696	Praj.g_00781
OG0000660	Prar.g_01697	Praj.g_00782
OG0000661	Prar.g_01698	Praj.g_00784
OG0000662	Prar.g_01699	Praj.g_00786
OG0000663	Prar.g_01700	Praj.g_00787
OG0000664	Prar.g_01701	Praj.g_00788
OG0000665	Prar.g_01702	Praj.g_00789
OG0000666	Prar.g_01703	Praj.g_00790
OG0000667	Prar.g_01704	Praj.g_00791
OG0000668	Prar.g_01705	Praj.g_00792
OG0000669	Prar.g_01707	Praj.g_00794
OG0000670	Prar.g_01708	Praj.g_00795
OG0000671	Prar.g_01709	Praj.g_00796
OG0000672	Prar.g_01710	Praj.g_00797
OG0000673	Prar.g_01711	Praj.g_00798
OG0000674	Prar.g_01712	Praj.g_00799
OG0000675	Prar.g_01714	Praj.g_00801
OG0000676	Prar.g_01715	Praj.g_00802
OG0000677	Prar.g_01717	Praj.g_00804
OG0000678	Prar.g_01719	Praj.g_00806
OG0000679	Prar.g_01720	Praj.g_00808
OG0000680	Prar.g_01721	Praj.g_00809
OG0000681	Prar.g_01722	Praj.g_00810
OG0000682	Prar.g_01723	Praj.g_00811
OG0000683	Prar.g_01725	Praj.g_00814
OG0000684	Prar.g_01726	Praj.g_00815
OG0000685	Prar.g_01727	Praj.g_00816
OG0000686	Prar.g_01728	Praj.g_00817
OG0000687	Prar.g_01729	Praj.g_00818
OG0000688	Prar.g_01730	Praj.g_00819
OG0000689	Prar.g_01731	Praj.g_00820
OG0000690	Prar.g_01732	Praj.g_00821
OG0000691	Prar.g_01733	Praj.g_00822
OG0000692	Prar.g_01735	Praj.g_00825
OG0000693	Prar.g_01736	Praj.g_00826
OG0000694	Prar.g_01737	Praj.g_00827
OG0000695	Prar.g_01738	Praj.g_00828
OG0000696	Prar.g_01740	Praj.g_00829
OG0000697	Prar.g_01742	Praj.g_00831
OG0000698	Prar.g_01744	Praj.g_00835
OG0000699	Prar.g_01745	Praj.g_00836
OG0000700	Prar.g_01759	Praj.g_00869
OG0000701	Prar.g_01764	Praj.g_00872
OG0000702	Prar.g_01767	Praj.g_00877
OG0000703	Prar.g_01768	Praj.g_00879
OG0000704	Prar.g_01769	Praj.g_00880
OG0000705	Prar.g_01770	Praj.g_00881
OG0000706	Prar.g_01771	Praj.g_00882
OG0000707	Prar.g_01773	Praj.g_00884
OG0000708	Prar.g_01774	Praj.g_00885
OG0000709	Prar.g_01776	Praj.g_00887
OG0000710	Prar.g_01777	Praj.g_00888
OG0000711	Prar.g_01778	Praj.g_00889
OG0000712	Prar.g_01779	Praj.g_00890
OG0000713	Prar.g_01780	Praj.g_00891
OG0000714	Prar.g_01782	Praj.g_00893
OG0000715	Prar.g_01783	Praj.g_00894
OG0000716	Prar.g_01785	Praj.g_00897
OG0000717	Prar.g_01786	Praj.g_00898
OG0000718	Prar.g_01787	Praj.g_00899
OG0000719	Prar.g_01789	Praj.g_00901
OG0000720	Prar.g_01790	Praj.g_00902
OG0000721	Prar.g_01792	Praj.g_00905
OG0000722	Prar.g_01793	Praj.g_00906
OG0000723	Prar.g_01794	Praj.g_00907
OG0000724	Prar.g_01795	Praj.g_00748
OG0000725	Prar.g_01796	Praj.g_00749
OG0000726	Prar.g_01797	Praj.g_00750
OG0000727	Prar.g_01798	Praj.g_00751
OG0000728	Prar.g_01799	Praj.g_00752
OG0000729	Prar.g_01800	Praj.g_00753
OG0000730	Prar.g_01801	Praj.g_00754
OG0000731	Prar.g_01802	Praj.g_00755
OG0000732	Prar.g_01803	Praj.g_00756
OG0000733	Prar.g_01804	Praj.g_00757
OG0000734	Prar.g_01805	Praj.g_00758
OG0000735	Prar.g_01807	Praj.g_00760
OG0000736	Prar.g_01808	Praj.g_00761
OG0000737	Prar.g_01809	Praj.g_00762
OG0000738	Prar.g_01810	Praj.g_00920
OG0000739	Prar.g_01811	Praj.g_00921
OG0000740	Prar.g_01812	Praj.g_00922
OG0000741	Prar.g_01813	Praj.g_00923
OG0000742	Prar.g_01815	Praj.g_00925
OG0000743	Prar.g_01816	Praj.g_00926
OG0000744	Prar.g_01817	Praj.g_00927
OG0000745	Prar.g_01818	Praj.g_00928
OG0000746	Prar.g_01819	Praj.g_00929
OG0000747	Prar.g_01820	Praj.g_00930
OG0000748	Prar.g_01821	Praj.g_00931
OG0000749	Prar.g_01822	Praj.g_00932
OG0000750	Prar.g_01823	Praj.g_00933
OG0000751	Prar.g_01824	Praj.g_00934
OG0000752	Prar.g_01825	Praj.g_00847
OG0000753	Prar.g_01827	Praj.g_00939
OG0000754	Prar.g_01828	Praj.g_00940
OG0000755	Prar.g_01829	Praj.g_00941
OG0000756	Prar.g_01830	Praj.g_00943
OG0000757	Prar.g_01831	Praj.g_00944
OG0000758	Prar.g_01832	Praj.g_00945
OG0000759	Prar.g_01834	Praj.g_00947
OG0000760	Prar.g_01835	Praj.g_00948
OG0000761	Prar.g_01836	Praj.g_00949
OG0000762	Prar.g_01838	Praj.g_00951
OG0000763	Prar.g_01839	Praj.g_00952
OG0000764	Prar.g_01840	Praj.g_00953
OG0000765	Prar.g_01841	Praj.g_00954
OG0000766	Prar.g_01842	Praj.g_00955
OG0000767	Prar.g_01844	Praj.g_00957
OG0000768	Prar.g_01845	Praj.g_00958
OG0000769	Prar.g_01846	Praj.g_00959
OG0000770	Prar.g_01847	Praj.g_00960
OG0000771	Prar.g_01848	Praj.g_00961
OG0000772	Prar.g_01849	Praj.g_00085
OG0000773	Prar.g_01850	Praj.g_00963
OG0000774	Prar.g_01851	Praj.g_00964
OG0000775	Prar.g_01852	Praj.g_00965
OG0000776	Prar.g_01853	Praj.g_00966
OG0000777	Prar.g_01855	Praj.g_00968
OG0000778	Prar.g_01856	Praj.g_00969
OG0000779	Prar.g_01857	Praj.g_00970
OG0000780	Prar.g_01859	Praj.g_00972
OG0000781	Prar.g_01861	Praj.g_00973
OG0000782	Prar.g_01862	Praj.g_00974
OG0000783	Prar.g_01873	Praj.g_00991
OG0000784	Prar.g_01875	Praj.g_00992
OG0000785	Prar.g_01876	Praj.g_00993
OG0000786	Prar.g_01877	Praj.g_00994
OG0000787	Prar.g_01878	Praj.g_00995
OG0000788	Prar.g_01882	Praj.g_00999
OG0000789	Prar.g_01884	Praj.g_01002
OG0000790	Prar.g_01885	Praj.g_00846
OG0000791	Prar.g_01886	Praj.g_01003
OG0000792	Prar.g_01887	Praj.g_01004
OG0000793	Prar.g_01888	Praj.g_01005
OG0000794	Prar.g_01890	Praj.g_01008
OG0000795	Prar.g_01893	Praj.g_01012
OG0000796	Prar.g_01894	Praj.g_01013
OG0000797	Prar.g_01896	Praj.g_01016
OG0000798	Prar.g_01897	Praj.g_01017
OG0000799	Prar.g_01898	Praj.g_01018
OG0000800	Prar.g_01899	Praj.g_01019
OG0000801	Prar.g_01902	Praj.g_01022
OG0000802	Prar.g_01903	Praj.g_01023
OG0000803	Prar.g_01905	Praj.g_00845
OG0000804	Prar.g_01906	Praj.g_00844
OG0000805	Prar.g_01907	Praj.g_00843
OG0000806	Prar.g_01909	Praj.g_00841
OG0000807	Prar.g_01935	Praj.g_00852
OG0000808	Prar.g_01944	Praj.g_01063
OG0000809	Prar.g_01947	Praj.g_01045
OG0000810	Prar.g_01948	Praj.g_01728
OG0000811	Prar.g_01955	Praj.g_02022
OG0000812	Prar.g_01324	Praj.g_00378
OG0000813	Prar.g_01320	Praj.g_00386
OG0000814	Prar.g_01318	Praj.g_01725
OG0000815	Prar.g_01309	Praj.g_01040
OG0000816	Prar.g_01295	Praj.g_01833
OG0000817	Prar.g_01294	Praj.g_01834
OG0000818	Prar.g_01289	Praj.g_01083
OG0000819	Prar.g_01282	Praj.g_01482
OG0000820	Prar.g_01278	Praj.g_01476
OG0000821	Prar.g_01276	Praj.g_01474
OG0000822	Prar.g_01275	Praj.g_01473
OG0000823	Prar.g_01274	Praj.g_01472
OG0000824	Prar.g_01273	Praj.g_01471
OG0000825	Prar.g_01272	Praj.g_01470
OG0000826	Prar.g_01271	Praj.g_01469
OG0000827	Prar.g_01270	Praj.g_01468
OG0000828	Prar.g_01269	Praj.g_01467
OG0000829	Prar.g_01268	Praj.g_01466
OG0000830	Prar.g_01267	Praj.g_01464
OG0000831	Prar.g_01264	Praj.g_01462
OG0000832	Prar.g_01262	Praj.g_01460
OG0000833	Prar.g_01261	Praj.g_01459
OG0000834	Prar.g_01260	Praj.g_01458
OG0000835	Prar.g_01259	Praj.g_01457
OG0000836	Prar.g_01258	Praj.g_01456
OG0000837	Prar.g_01256	Praj.g_01453
OG0000838	Prar.g_01255	Praj.g_01452
OG0000839	Prar.g_01254	Praj.g_01451
OG0000840	Prar.g_01253	Praj.g_01450
OG0000841	Prar.g_01252	Praj.g_01449
OG0000842	Prar.g_01251	Praj.g_01447
OG0000843	Prar.g_01250	Praj.g_01446
OG0000844	Prar.g_01249	Praj.g_01445
OG0000845	Prar.g_01248	Praj.g_01444
OG0000846	Prar.g_01245	Praj.g_01442
OG0000847	Prar.g_01243	Praj.g_01440
OG0000848	Prar.g_01242	Praj.g_01438
OG0000849	Prar.g_01241	Praj.g_01437
OG0000850	Prar.g_01240	Praj.g_01436
OG0000851	Prar.g_01239	Praj.g_01434
OG0000852	Prar.g_01237	Praj.g_01432
OG0000853	Prar.g_01236	Praj.g_01430
OG0000854	Prar.g_01234	Praj.g_01428
OG0000855	Prar.g_01233	Praj.g_01427
OG0000856	Prar.g_01232	Praj.g_01426
OG0000857	Prar.g_01231	Praj.g_01425
OG0000858	Prar.g_01230	Praj.g_01424
OG0000859	Prar.g_01229	Praj.g_01423
OG0000860	Prar.g_01228	Praj.g_01422
OG0000861	Prar.g_01227	Praj.g_01421
OG0000862	Prar.g_01226	Praj.g_01420
OG0000863	Prar.g_01225	Praj.g_01419
OG0000864	Prar.g_01224	Praj.g_01418
OG0000865	Prar.g_01223	Praj.g_01417
OG0000866	Prar.g_01222	Praj.g_01416
OG0000867	Prar.g_01221	Praj.g_01415
OG0000868	Prar.g_01220	Praj.g_01414
OG0000869	Prar.g_01218	Praj.g_01411
OG0000870	Prar.g_01217	Praj.g_01410
OG0000871	Prar.g_01215	Praj.g_01409
OG0000872	Prar.g_01214	Praj.g_01408
OG0000873	Prar.g_01212	Praj.g_01407
OG0000874	Prar.g_01211	Praj.g_01406
OG0000875	Prar.g_01210	Praj.g_01405
OG0000876	Prar.g_01209	Praj.g_01404
OG0000877	Prar.g_01207	Praj.g_01403
OG0000878	Prar.g_00976	Praj.g_01246
OG0000879	Prar.g_00966	Praj.g_01517
OG0000880	Prar.g_00965	Praj.g_01518
OG0000881	Prar.g_00964	Praj.g_01519
OG0000882	Prar.g_00963	Praj.g_01520
OG0000883	Prar.g_00962	Praj.g_01522
OG0000884	Prar.g_00960	Praj.g_01523
OG0000885	Prar.g_00959	Praj.g_01524
OG0000886	Prar.g_00958	Praj.g_01525
OG0000887	Prar.g_00957	Praj.g_01526
OG0000888	Prar.g_00956	Praj.g_01527
OG0000889	Prar.g_00953	Praj.g_01530
OG0000890	Prar.g_00952	Praj.g_01531
OG0000891	Prar.g_00951	Praj.g_01532
OG0000892	Prar.g_00949	Praj.g_01534
OG0000893	Prar.g_00948	Praj.g_01535
OG0000894	Prar.g_00947	Praj.g_01536
OG0000895	Prar.g_00946	Praj.g_01537
OG0000896	Prar.g_00945	Praj.g_01538
OG0000897	Prar.g_00944	Praj.g_01539
OG0000898	Prar.g_00942	Praj.g_01542
OG0000899	Prar.g_00941	Praj.g_01543
OG0000900	Prar.g_00929	Praj.g_01546
OG0000901	Prar.g_00925	Praj.g_01550
OG0000902	Prar.g_00924	Praj.g_00732
OG0000903	Prar.g_00923	Praj.g_01484
OG0000904	Prar.g_00921	Praj.g_01011
OG0000905	Prar.g_00919	Praj.g_01734
OG0000906	Prar.g_00917	Praj.g_01573
OG0000907	Prar.g_00916	Praj.g_00833
OG0000908	Prar.g_00913	Praj.g_01160
OG0000909	Prar.g_00909	Praj.g_01577
OG0000910	Prar.g_00908	Praj.g_01578
OG0000911	Prar.g_00907	Praj.g_01579
OG0000912	Prar.g_00906	Praj.g_01580
OG0000913	Prar.g_00905	Praj.g_01581
OG0000914	Prar.g_00904	Praj.g_01582
OG0000915	Prar.g_00903	Praj.g_01583
OG0000916	Prar.g_00902	Praj.g_01584
OG0000917	Prar.g_00901	Praj.g_01585
OG0000918	Prar.g_00900	Praj.g_01586
OG0000919	Prar.g_00899	Praj.g_01587
OG0000920	Prar.g_00898	Praj.g_01588
OG0000921	Prar.g_00897	Praj.g_01589
OG0000922	Prar.g_00896	Praj.g_01590
OG0000923	Prar.g_00895	Praj.g_01591
OG0000924	Prar.g_00894	Praj.g_01592
OG0000925	Prar.g_00893	Praj.g_01593
OG0000926	Prar.g_00375	Praj.g_01995
OG0000927	Prar.g_00357	Praj.g_01613
OG0000928	Prar.g_00356	Praj.g_01614
OG0000929	Prar.g_00355	Praj.g_01615
OG0000930	Prar.g_00354	Praj.g_01616
OG0000931	Prar.g_00353	Praj.g_01617
OG0000932	Prar.g_00351	Praj.g_01619
OG0000933	Prar.g_00350	Praj.g_01620
OG0000934	Prar.g_00349	Praj.g_01621
OG0000935	Prar.g_00348	Praj.g_01622
OG0000936	Prar.g_00347	Praj.g_01623
OG0000937	Prar.g_00346	Praj.g_01624
OG0000938	Prar.g_00345	Praj.g_01625
OG0000939	Prar.g_00344	Praj.g_01626
OG0000940	Prar.g_00343	Praj.g_01628
OG0000941	Prar.g_00341	Praj.g_01630
OG0000942	Prar.g_00340	Praj.g_01631
OG0000943	Prar.g_00337	Praj.g_01634
OG0000944	Prar.g_00336	Praj.g_01635
OG0000945	Prar.g_00335	Praj.g_01636
OG0000946	Prar.g_00842	Praj.g_01637
OG0000947	Prar.g_00841	Praj.g_01638
OG0000948	Prar.g_00840	Praj.g_01639
OG0000949	Prar.g_00839	Praj.g_01640
OG0000950	Prar.g_00838	Praj.g_01641
OG0000951	Prar.g_00837	Praj.g_01642
OG0000952	Prar.g_00836	Praj.g_01643
OG0000953	Prar.g_00835	Praj.g_01644
OG0000954	Prar.g_00834	Praj.g_01645
OG0000955	Prar.g_00833	Praj.g_01646
OG0000956	Prar.g_00832	Praj.g_01647
OG0000957	Prar.g_00831	Praj.g_00454
OG0000958	Prar.g_00830	Praj.g_01648
OG0000959	Prar.g_00829	Praj.g_01649
OG0000960	Prar.g_00828	Praj.g_01650
OG0000961	Prar.g_00824	Praj.g_01653
OG0000962	Prar.g_00823	Praj.g_01654
OG0000963	Prar.g_00822	Praj.g_01655
OG0000964	Prar.g_00820	Praj.g_01657
OG0000965	Prar.g_00819	Praj.g_01658
OG0000966	Prar.g_00818	Praj.g_01659
OG0000967	Prar.g_00817	Praj.g_01660
OG0000968	Prar.g_00816	Praj.g_01661
OG0000969	Prar.g_00815	Praj.g_01662
OG0000970	Prar.g_00814	Praj.g_01663
OG0000971	Prar.g_00813	Praj.g_01664
OG0000972	Prar.g_00812	Praj.g_01665
OG0000973	Prar.g_00811	Praj.g_01666
OG0000974	Prar.g_00809	Praj.g_01668
OG0000975	Prar.g_00806	Praj.g_01674
OG0000976	Prar.g_00804	Praj.g_01677
OG0000977	Prar.g_00803	Praj.g_01678
OG0000978	Prar.g_00802	Praj.g_01679
OG0000979	Prar.g_00800	Praj.g_01681
OG0000980	Prar.g_00799	Praj.g_01682
OG0000981	Prar.g_00798	Praj.g_01683
OG0000982	Prar.g_00797	Praj.g_01684
OG0000983	Prar.g_00795	Praj.g_01686
OG0000984	Prar.g_00794	Praj.g_01687
OG0000985	Prar.g_00793	Praj.g_01688
OG0000986	Prar.g_00792	Praj.g_01690
OG0000987	Prar.g_00791	Praj.g_01691
OG0000988	Prar.g_00790	Praj.g_01692
OG0000989	Prar.g_00789	Praj.g_01693
OG0000990	Prar.g_00788	Praj.g_01694
OG0000991	Prar.g_00787	Praj.g_01695
OG0000992	Prar.g_00786	Praj.g_01696
OG0000993	Prar.g_00785	Praj.g_01697
OG0000994	Prar.g_00784	Praj.g_01698
OG0000995	Prar.g_00783	Praj.g_01699
OG0000996	Prar.g_00782	Praj.g_01700
OG0000997	Prar.g_00781	Praj.g_01701
OG0000998	Prar.g_00780	Praj.g_01702
OG0000999	Prar.g_00779	Praj.g_01703
OG0001000	Prar.g_00778	Praj.g_01704
OG0001001	Prar.g_00776	Praj.g_01706
OG0001002	Prar.g_00775	Praj.g_01707
OG0001003	Prar.g_00774	Praj.g_01708
OG0001004	Prar.g_00773	Praj.g_01709
OG0001005	Prar.g_00772	Praj.g_01711
OG0001006	Prar.g_00771	Praj.g_01712
OG0001007	Prar.g_00770	Praj.g_01713
OG0001008	Prar.g_00768	Praj.g_01715
OG0001009	Prar.g_00767	Praj.g_01716
OG0001010	Prar.g_00760	Praj.g_01499
OG0001011	Prar.g_00753	Praj.g_01599
OG0001012	Prar.g_00725	Praj.g_00785
OG0001013	Prar.g_01149	Praj.g_01763
OG0001014	Prar.g_01148	Praj.g_01764
OG0001015	Prar.g_01142	Praj.g_01769
OG0001016	Prar.g_01141	Praj.g_01770
OG0001017	Prar.g_01140	Praj.g_01771
OG0001018	Prar.g_01139	Praj.g_01772
OG0001019	Prar.g_01137	Praj.g_01773
OG0001020	Prar.g_01136	Praj.g_01774
OG0001021	Prar.g_01135	Praj.g_01775
OG0001022	Prar.g_01134	Praj.g_01776
OG0001023	Prar.g_01133	Praj.g_01777
OG0001024	Prar.g_01132	Praj.g_01778
OG0001025	Prar.g_01131	Praj.g_01779
OG0001026	Prar.g_01129	Praj.g_01780
OG0001027	Prar.g_01128	Praj.g_01781
OG0001028	Prar.g_01127	Praj.g_01782
OG0001029	Prar.g_01126	Praj.g_01783
OG0001030	Prar.g_01125	Praj.g_01784
OG0001031	Prar.g_01124	Praj.g_01785
OG0001032	Prar.g_01123	Praj.g_01786
OG0001033	Prar.g_01122	Praj.g_01787
OG0001034	Prar.g_01121	Praj.g_01788
OG0001035	Prar.g_01964	Praj.g_01790
OG0001036	Prar.g_01965	Praj.g_01791
OG0001037	Prar.g_01966	Praj.g_01792
OG0001038	Prar.g_01967	Praj.g_01793
OG0001039	Prar.g_01968	Praj.g_01794
OG0001040	Prar.g_01969	Praj.g_01796
OG0001041	Prar.g_01970	Praj.g_01797
OG0001042	Prar.g_01971	Praj.g_01798
OG0001043	Prar.g_01963	Praj.g_01799
OG0001044	Prar.g_01962	Praj.g_01800
OG0001045	Prar.g_01961	Praj.g_01801
OG0001046	Prar.g_01960	Praj.g_01802
OG0001047	Prar.g_01957	Praj.g_01804
OG0001048	Prar.g_00596	Praj.g_01806
OG0001049	Prar.g_00597	Praj.g_01807
OG0001050	Prar.g_00598	Praj.g_01808
OG0001051	Prar.g_00599	Praj.g_01809
OG0001052	Prar.g_00600	Praj.g_01810
OG0001053	Prar.g_00601	Praj.g_01812
OG0001054	Prar.g_00603	Praj.g_01814
OG0001055	Prar.g_00604	Praj.g_01815
OG0001056	Prar.g_00605	Praj.g_01816
OG0001057	Prar.g_00606	Praj.g_01817
OG0001058	Prar.g_00607	Praj.g_01818
OG0001059	Prar.g_00608	Praj.g_01819
OG0001060	Prar.g_00609	Praj.g_01820
OG0001061	Prar.g_00610	Praj.g_01821
OG0001062	Prar.g_00611	Praj.g_01822
OG0001063	Prar.g_00612	Praj.g_01823
OG0001064	Prar.g_01119	Praj.g_01825
OG0001065	Prar.g_01114	Praj.g_01868
OG0001066	Prar.g_01113	Praj.g_01870
OG0001067	Prar.g_01112	Praj.g_01871
OG0001068	Prar.g_01110	Praj.g_01873
OG0001069	Prar.g_01109	Praj.g_01874
OG0001070	Prar.g_01108	Praj.g_01875
OG0001071	Prar.g_01107	Praj.g_01876
OG0001072	Prar.g_01106	Praj.g_01877
OG0001073	Prar.g_01105	Praj.g_01878
OG0001074	Prar.g_01104	Praj.g_01879
OG0001075	Prar.g_01103	Praj.g_01880
OG0001076	Prar.g_01102	Praj.g_01881
OG0001077	Prar.g_01101	Praj.g_01882
OG0001078	Prar.g_01100	Praj.g_01883
OG0001079	Prar.g_01099	Praj.g_01884
OG0001080	Prar.g_01098	Praj.g_01885
OG0001081	Prar.g_01095	Praj.g_01894
OG0001082	Prar.g_01094	Praj.g_01893
OG0001083	Prar.g_01093	Praj.g_01889
OG0001084	Prar.g_01091	Praj.g_01891
OG0001085	Prar.g_01090	Praj.g_01892
OG0001086	Prar.g_01089	Praj.g_01888
OG0001087	Prar.g_01088	Praj.g_01887
OG0001088	Prar.g_01087	Praj.g_01886
OG0001089	Prar.g_01069	Praj.g_01909
OG0001090	Prar.g_01067	Praj.g_01911
OG0001091	Prar.g_01066	Praj.g_01912
OG0001092	Prar.g_01065	Praj.g_01913
OG0001093	Prar.g_01064	Praj.g_01914
OG0001094	Prar.g_01063	Praj.g_01915
OG0001095	Prar.g_01062	Praj.g_01916
OG0001096	Prar.g_01061	Praj.g_01917
OG0001097	Prar.g_01060	Praj.g_01918
OG0001098	Prar.g_01059	Praj.g_01919
OG0001099	Prar.g_01058	Praj.g_01920
OG0001100	Prar.g_01057	Praj.g_01921
OG0001101	Prar.g_01056	Praj.g_01922
OG0001102	Prar.g_01055	Praj.g_01923
OG0001103	Prar.g_01054	Praj.g_01924
OG0001104	Prar.g_01053	Praj.g_01925
OG0001105	Prar.g_01052	Praj.g_01926
OG0001106	Prar.g_01051	Praj.g_01927
OG0001107	Prar.g_01050	Praj.g_01928
OG0001108	Prar.g_01049	Praj.g_01929
OG0001109	Prar.g_01048	Praj.g_01930
OG0001110	Prar.g_01047	Praj.g_01931
OG0001111	Prar.g_01046	Praj.g_01932
OG0001112	Prar.g_01045	Praj.g_01933
OG0001113	Prar.g_01044	Praj.g_01934
OG0001114	Prar.g_01043	Praj.g_01935
OG0001115	Prar.g_01042	Praj.g_01936
OG0001116	Prar.g_01041	Praj.g_01937
OG0001117	Prar.g_01040	Praj.g_01938
OG0001118	Prar.g_01039	Praj.g_01939
OG0001119	Prar.g_01038	Praj.g_01940
OG0001120	Prar.g_01037	Praj.g_01941
OG0001121	Prar.g_01035	Praj.g_01943
OG0001122	Prar.g_01034	Praj.g_01944
OG0001123	Prar.g_01033	Praj.g_01945
OG0001124	Prar.g_01031	Praj.g_01947
OG0001125	Prar.g_01029	Praj.g_01949
OG0001126	Prar.g_01028	Praj.g_01950
OG0001127	Prar.g_01026	Praj.g_01953
OG0001128	Prar.g_01025	Praj.g_01954
OG0001129	Prar.g_01024	Praj.g_01955
OG0001130	Prar.g_01022	Praj.g_01958
OG0001131	Prar.g_01021	Praj.g_01959
OG0001132	Prar.g_01020	Praj.g_01960
OG0001133	Prar.g_01019	Praj.g_01961
OG0001134	Prar.g_01018	Praj.g_01962
OG0001135	Prar.g_01017	Praj.g_01963
OG0001136	Prar.g_01016	Praj.g_01964
OG0001137	Prar.g_01015	Praj.g_01965
OG0001138	Prar.g_01014	Praj.g_01966
OG0001139	Prar.g_01013	Praj.g_01968
