Orthogroup	Prbi	Syao
OG0000562	Prbi.g_00559	Syao.g_00855
OG0000563	Prbi.g_00560	Syao.g_00854
OG0000564	Prbi.g_00561	Syao.g_00853
OG0000565	Prbi.g_00564	Syao.g_00849
OG0000566	Prbi.g_00566	Syao.g_00845
OG0000567	Prbi.g_00570	Syao.g_00841
OG0000568	Prbi.g_00571	Syao.g_00839
OG0000569	Prbi.g_00572	Syao.g_00838
OG0000570	Prbi.g_00573	Syao.g_00837
OG0000571	Prbi.g_00575	Syao.g_00834
OG0000572	Prbi.g_00588	Syao.g_01033
OG0000573	Prbi.g_00594	Syao.g_01022
OG0000574	Prbi.g_00595	Syao.g_01021
OG0000575	Prbi.g_00599	Syao.g_01000
OG0000576	Prbi.g_00601	Syao.g_00996
OG0000577	Prbi.g_00602	Syao.g_00995
OG0000578	Prbi.g_00603	Syao.g_00994
OG0000579	Prbi.g_00604	Syao.g_00993
OG0000580	Prbi.g_00605	Syao.g_00992
OG0000581	Prbi.g_00607	Syao.g_01059
OG0000582	Prbi.g_00610	Syao.g_01204
OG0000583	Prbi.g_00611	Syao.g_01205
OG0000584	Prbi.g_00612	Syao.g_01206
OG0000585	Prbi.g_00614	Syao.g_01054
OG0000586	Prbi.g_00615	Syao.g_01055
OG0000587	Prbi.g_00616	Syao.g_01057
OG0000588	Prbi.g_00620	Syao.g_00406
OG0000589	Prbi.g_00623	Syao.g_01342
OG0000590	Prbi.g_00624	Syao.g_01341
OG0000591	Prbi.g_00627	Syao.g_01330
OG0000592	Prbi.g_00628	Syao.g_01329
OG0000593	Prbi.g_00635	Syao.g_00890
OG0000594	Prbi.g_00636	Syao.g_00891
OG0000595	Prbi.g_00637	Syao.g_00892
OG0000596	Prbi.g_00641	Syao.g_00897
OG0000597	Prbi.g_00643	Syao.g_00900
OG0000598	Prbi.g_00644	Syao.g_00901
OG0000599	Prbi.g_00647	Syao.g_00908
OG0000600	Prbi.g_00648	Syao.g_00909
OG0000601	Prbi.g_00649	Syao.g_00910
OG0000602	Prbi.g_00651	Syao.g_00914
OG0000603	Prbi.g_00652	Syao.g_00915
OG0000604	Prbi.g_00653	Syao.g_00918
OG0000606	Prbi.g_00657	Syao.g_00924
OG0000607	Prbi.g_00660	Syao.g_00927
OG0000608	Prbi.g_00661	Syao.g_00928
OG0000609	Prbi.g_00662	Syao.g_00930
OG0000610	Prbi.g_00667	Syao.g_00940
OG0000611	Prbi.g_00670	Syao.g_00943
OG0000612	Prbi.g_00671	Syao.g_00944
OG0000613	Prbi.g_00676	Syao.g_01979
OG0000614	Prbi.g_00695	Syao.g_00375
OG0000615	Prbi.g_00704	Syao.g_00978
OG0000616	Prbi.g_00708	Syao.g_02342
OG0000617	Prbi.g_00751	Syao.g_00486
OG0000618	Prbi.g_00752	Syao.g_00485
OG0000619	Prbi.g_00753	Syao.g_00484
OG0000620	Prbi.g_00756	Syao.g_00479
OG0000621	Prbi.g_00757	Syao.g_00478
OG0000622	Prbi.g_00758	Syao.g_00476
OG0000623	Prbi.g_00759	Syao.g_00475
OG0000624	Prbi.g_00760	Syao.g_00473
OG0000625	Prbi.g_00761	Syao.g_00472
OG0000626	Prbi.g_00762	Syao.g_00471
OG0000627	Prbi.g_00763	Syao.g_00567
OG0000628	Prbi.g_00764	Syao.g_00566
OG0000629	Prbi.g_00765	Syao.g_00590
OG0000630	Prbi.g_00768	Syao.g_00585
OG0000631	Prbi.g_00838	Syao.g_00644
OG0000632	Prbi.g_00839	Syao.g_00643
OG0000633	Prbi.g_00840	Syao.g_00642
OG0000634	Prbi.g_00843	Syao.g_00752
OG0000635	Prbi.g_00844	Syao.g_00753
OG0000636	Prbi.g_00846	Syao.g_00755
OG0000637	Prbi.g_00848	Syao.g_00757
OG0000638	Prbi.g_00849	Syao.g_00758
OG0000639	Prbi.g_00850	Syao.g_00759
OG0000640	Prbi.g_00851	Syao.g_00760
OG0000641	Prbi.g_00855	Syao.g_00764
OG0000642	Prbi.g_00856	Syao.g_00765
OG0000643	Prbi.g_00857	Syao.g_00767
OG0000644	Prbi.g_00858	Syao.g_00768
OG0000645	Prbi.g_00859	Syao.g_00770
OG0000646	Prbi.g_00861	Syao.g_00773
OG0000647	Prbi.g_00862	Syao.g_00775
OG0000648	Prbi.g_00864	Syao.g_00777
OG0000649	Prbi.g_00865	Syao.g_00778
OG0000650	Prbi.g_00866	Syao.g_00779
OG0000651	Prbi.g_00867	Syao.g_00780
OG0000652	Prbi.g_00868	Syao.g_00781
OG0000653	Prbi.g_00870	Syao.g_00783
OG0000654	Prbi.g_00871	Syao.g_00784
OG0000655	Prbi.g_00872	Syao.g_00785
OG0000656	Prbi.g_00875	Syao.g_00789
OG0000657	Prbi.g_00883	Syao.g_00435
OG0000658	Prbi.g_00884	Syao.g_00560
OG0000659	Prbi.g_00885	Syao.g_00559
OG0000660	Prbi.g_00889	Syao.g_00555
OG0000661	Prbi.g_00891	Syao.g_00553
OG0000662	Prbi.g_00893	Syao.g_00535
OG0000663	Prbi.g_00895	Syao.g_00532
OG0000664	Prbi.g_00896	Syao.g_00530
OG0000665	Prbi.g_00900	Syao.g_01436
OG0000666	Prbi.g_00901	Syao.g_02120
OG0000667	Prbi.g_00905	Syao.g_01375
OG0000668	Prbi.g_00934	Syao.g_02678
OG0000669	Prbi.g_00942	Syao.g_00955
OG0000670	Prbi.g_00944	Syao.g_00958
OG0000671	Prbi.g_00946	Syao.g_00960
OG0000672	Prbi.g_00949	Syao.g_00963
OG0000673	Prbi.g_00952	Syao.g_00966
OG0000674	Prbi.g_00954	Syao.g_00968
OG0000675	Prbi.g_00955	Syao.g_00969
OG0000676	Prbi.g_00957	Syao.g_00971
OG0000677	Prbi.g_00958	Syao.g_00972
OG0000678	Prbi.g_00960	Syao.g_00974
OG0000679	Prbi.g_00964	Syao.g_00981
OG0000680	Prbi.g_00965	Syao.g_00982
OG0000681	Prbi.g_00968	Syao.g_00985
OG0000682	Prbi.g_00969	Syao.g_00986
OG0000683	Prbi.g_00970	Syao.g_00987
OG0000684	Prbi.g_00971	Syao.g_00990
OG0000685	Prbi.g_00973	Syao.g_00733
OG0000686	Prbi.g_00974	Syao.g_00734
OG0000687	Prbi.g_00975	Syao.g_00735
OG0000688	Prbi.g_00978	Syao.g_00741
OG0000689	Prbi.g_00979	Syao.g_00743
OG0000690	Prbi.g_00980	Syao.g_00744
OG0000691	Prbi.g_00981	Syao.g_00745
OG0000692	Prbi.g_00983	Syao.g_00747
OG0000693	Prbi.g_00984	Syao.g_00748
OG0000694	Prbi.g_00985	Syao.g_00749
OG0000695	Prbi.g_00987	Syao.g_00639
OG0000696	Prbi.g_00988	Syao.g_00638
OG0000697	Prbi.g_00989	Syao.g_00636
OG0000698	Prbi.g_00992	Syao.g_00633
OG0000699	Prbi.g_00993	Syao.g_00631
OG0000700	Prbi.g_00994	Syao.g_00630
OG0000701	Prbi.g_00995	Syao.g_00629
OG0000702	Prbi.g_00997	Syao.g_00705
OG0000703	Prbi.g_00998	Syao.g_00693
OG0000704	Prbi.g_00999	Syao.g_00689
OG0000705	Prbi.g_01003	Syao.g_00682
OG0000706	Prbi.g_01004	Syao.g_00681
OG0000707	Prbi.g_01005	Syao.g_00680
OG0000708	Prbi.g_01006	Syao.g_00677
OG0000709	Prbi.g_01010	Syao.g_00670
OG0000710	Prbi.g_01013	Syao.g_00666
OG0000711	Prbi.g_01030	Syao.g_00815
OG0000712	Prbi.g_01032	Syao.g_00813
OG0000713	Prbi.g_01033	Syao.g_00812
OG0000714	Prbi.g_01034	Syao.g_00810
OG0000715	Prbi.g_01036	Syao.g_00808
OG0000716	Prbi.g_01038	Syao.g_00804
OG0000717	Prbi.g_01039	Syao.g_00803
OG0000718	Prbi.g_01055	Syao.g_00794
OG0000719	Prbi.g_01057	Syao.g_00444
OG0000720	Prbi.g_01066	Syao.g_00457
OG0000721	Prbi.g_01068	Syao.g_00459
OG0000722	Prbi.g_01069	Syao.g_00460
OG0000723	Prbi.g_01072	Syao.g_00469
OG0000724	Prbi.g_01081	Syao.g_00513
OG0000725	Prbi.g_01087	Syao.g_00385
OG0000726	Prbi.g_01088	Syao.g_00384
OG0000727	Prbi.g_01089	Syao.g_00383
OG0000728	Prbi.g_01091	Syao.g_00381
OG0000729	Prbi.g_01138	Syao.g_02190
OG0000730	Prbi.g_01142	Syao.g_01880
OG0000731	Prbi.g_01146	Syao.g_01868
OG0000732	Prbi.g_01155	Syao.g_02218
OG0000733	Prbi.g_01175	Syao.g_01427
OG0000734	Prbi.g_01192	Syao.g_02592
OG0000735	Prbi.g_01194	Syao.g_00140
OG0000736	Prbi.g_01195	Syao.g_00139
OG0000737	Prbi.g_01196	Syao.g_00138
OG0000738	Prbi.g_01200	Syao.g_00132
OG0000739	Prbi.g_01201	Syao.g_00131
OG0000740	Prbi.g_01202	Syao.g_00130
OG0000741	Prbi.g_01203	Syao.g_00127
OG0000742	Prbi.g_01206	Syao.g_00124
OG0000743	Prbi.g_01208	Syao.g_00217
OG0000744	Prbi.g_01209	Syao.g_00216
OG0000745	Prbi.g_01210	Syao.g_00213
OG0000746	Prbi.g_01212	Syao.g_00210
OG0000747	Prbi.g_01213	Syao.g_00208
OG0000748	Prbi.g_01216	Syao.g_00193
OG0000749	Prbi.g_01217	Syao.g_00192
OG0000750	Prbi.g_01218	Syao.g_00191
OG0000751	Prbi.g_01220	Syao.g_00185
OG0000752	Prbi.g_01222	Syao.g_00183
OG0000753	Prbi.g_01225	Syao.g_00180
OG0000754	Prbi.g_01228	Syao.g_00175
OG0000755	Prbi.g_01231	Syao.g_00021
OG0000756	Prbi.g_01232	Syao.g_00229
OG0000757	Prbi.g_01238	Syao.g_00252
OG0000758	Prbi.g_01239	Syao.g_00251
OG0000759	Prbi.g_01240	Syao.g_00250
OG0000760	Prbi.g_01241	Syao.g_00249
OG0000761	Prbi.g_01242	Syao.g_00248
OG0000762	Prbi.g_01243	Syao.g_00246
OG0000763	Prbi.g_01245	Syao.g_00242
OG0000764	Prbi.g_01246	Syao.g_00241
OG0000765	Prbi.g_01255	Syao.g_00267
OG0000766	Prbi.g_01256	Syao.g_00266
OG0000767	Prbi.g_01258	Syao.g_00264
OG0000768	Prbi.g_01259	Syao.g_00263
OG0000769	Prbi.g_01261	Syao.g_00261
OG0000770	Prbi.g_01263	Syao.g_00257
OG0000771	Prbi.g_01277	Syao.g_00506
OG0000772	Prbi.g_01363	Syao.g_01523
OG0000773	Prbi.g_01382	Syao.g_01447
OG0000774	Prbi.g_01384	Syao.g_01442
OG0000775	Prbi.g_01386	Syao.g_01440
OG0000776	Prbi.g_01387	Syao.g_01439
OG0000777	Prbi.g_01388	Syao.g_01438
OG0000778	Prbi.g_01389	Syao.g_01437
OG0000779	Prbi.g_01393	Syao.g_01469
OG0000780	Prbi.g_01394	Syao.g_01456
OG0000781	Prbi.g_01397	Syao.g_01452
OG0000782	Prbi.g_01398	Syao.g_01451
OG0000783	Prbi.g_01399	Syao.g_01450
OG0000784	Prbi.g_01400	Syao.g_01449
OG0000785	Prbi.g_01402	Syao.g_01481
OG0000786	Prbi.g_01404	Syao.g_01473
OG0000787	Prbi.g_01405	Syao.g_01472
OG0000788	Prbi.g_01426	Syao.g_00870
OG0000789	Prbi.g_01429	Syao.g_00623
OG0000790	Prbi.g_01444	Syao.g_00041, Syao.g_00315
OG0000791	Prbi.g_01446	Syao.g_00043
OG0000792	Prbi.g_01447	Syao.g_00044
OG0000793	Prbi.g_01450	Syao.g_02700
OG0000794	Prbi.g_01451	Syao.g_02703
OG0000795	Prbi.g_01452	Syao.g_02704
OG0000796	Prbi.g_01456	Syao.g_02708
OG0000797	Prbi.g_01457	Syao.g_02709
OG0000799	Prbi.g_01571	Syao.g_01525
OG0000800	Prbi.g_01572	Syao.g_01526
OG0000801	Prbi.g_01573	Syao.g_01527
OG0000802	Prbi.g_01575	Syao.g_01531
OG0000803	Prbi.g_01577	Syao.g_01534
OG0000804	Prbi.g_01578	Syao.g_01537
OG0000805	Prbi.g_01580	Syao.g_01502
OG0000806	Prbi.g_01582	Syao.g_01504
OG0000807	Prbi.g_01583	Syao.g_01506
OG0000808	Prbi.g_01584	Syao.g_01507
OG0000809	Prbi.g_01587	Syao.g_01511
OG0000810	Prbi.g_01588	Syao.g_01482
OG0000811	Prbi.g_01594	Syao.g_01490
OG0000812	Prbi.g_01596	Syao.g_01492
OG0000813	Prbi.g_01597	Syao.g_01493
OG0000814	Prbi.g_01599	Syao.g_01495
OG0000815	Prbi.g_01600	Syao.g_01499
OG0000816	Prbi.g_01602	Syao.g_01471
OG0000817	Prbi.g_01603	Syao.g_01519
OG0000818	Prbi.g_01608	Syao.g_00062
OG0000819	Prbi.g_01609	Syao.g_00063
OG0000820	Prbi.g_01610	Syao.g_00064
OG0000821	Prbi.g_01613	Syao.g_00070
OG0000822	Prbi.g_01614	Syao.g_00072
OG0000823	Prbi.g_01615	Syao.g_00073
OG0000824	Prbi.g_01618	Syao.g_00079
OG0000825	Prbi.g_01619	Syao.g_00080
OG0000826	Prbi.g_01620	Syao.g_00081
OG0000827	Prbi.g_01621	Syao.g_00082
OG0000828	Prbi.g_01624	Syao.g_00085
OG0000829	Prbi.g_01625	Syao.g_00086
OG0000830	Prbi.g_01626	Syao.g_00087
OG0000831	Prbi.g_01628	Syao.g_00089
OG0000832	Prbi.g_01634	Syao.g_01696
OG0000833	Prbi.g_01642	Syao.g_01612
OG0000834	Prbi.g_01643	Syao.g_01610
OG0000835	Prbi.g_01644	Syao.g_01609
OG0000836	Prbi.g_01645	Syao.g_01606
OG0000837	Prbi.g_01646	Syao.g_01605
OG0000838	Prbi.g_01648	Syao.g_01601
OG0000839	Prbi.g_01649	Syao.g_01600
OG0000840	Prbi.g_01650	Syao.g_01599
OG0000841	Prbi.g_01651	Syao.g_01598
OG0000842	Prbi.g_01652	Syao.g_01597
OG0000843	Prbi.g_01653	Syao.g_01596
OG0000844	Prbi.g_01654	Syao.g_01594
OG0000845	Prbi.g_01655	Syao.g_01593
OG0000846	Prbi.g_01656	Syao.g_01592
OG0000847	Prbi.g_01657	Syao.g_01591
OG0000848	Prbi.g_01658	Syao.g_01589
OG0000849	Prbi.g_01659	Syao.g_01588
OG0000850	Prbi.g_01661	Syao.g_01585
OG0000851	Prbi.g_01662	Syao.g_01582
OG0000852	Prbi.g_01663	Syao.g_01581
OG0000853	Prbi.g_01667	Syao.g_01577
OG0000854	Prbi.g_01669	Syao.g_01575
OG0000855	Prbi.g_01670	Syao.g_01574
OG0000856	Prbi.g_01685	Syao.g_01327
OG0000857	Prbi.g_01711	Syao.g_00774
OG0000858	Prbi.g_01781	Syao.g_01567
OG0000859	Prbi.g_01782	Syao.g_01566
OG0000860	Prbi.g_01789	Syao.g_01552
OG0000861	Prbi.g_01790	Syao.g_01551
OG0000862	Prbi.g_01791	Syao.g_01542
OG0000863	Prbi.g_01793	Syao.g_01540
OG0000864	Prbi.g_01794	Syao.g_01017
OG0000866	Prbi.g_01796	Syao.g_01686
OG0000867	Prbi.g_01797	Syao.g_01685
OG0000868	Prbi.g_01798	Syao.g_01682
OG0000869	Prbi.g_01802	Syao.g_01677
OG0000870	Prbi.g_01807	Syao.g_01672
OG0000871	Prbi.g_01808	Syao.g_01671
OG0000872	Prbi.g_01809	Syao.g_01665
OG0000873	Prbi.g_01812	Syao.g_01662
OG0000874	Prbi.g_01815	Syao.g_01660
OG0000875	Prbi.g_01816	Syao.g_01658
OG0000876	Prbi.g_01817	Syao.g_00536
OG0000877	Prbi.g_01819	Syao.g_01654
OG0000878	Prbi.g_01820	Syao.g_01653
OG0000879	Prbi.g_01821	Syao.g_01652
OG0000880	Prbi.g_01822	Syao.g_01651
OG0000881	Prbi.g_01826	Syao.g_01647
OG0000882	Prbi.g_01831	Syao.g_01642
OG0000883	Prbi.g_01832	Syao.g_01638
OG0000884	Prbi.g_01834	Syao.g_01636
OG0000885	Prbi.g_01835	Syao.g_01635
OG0000886	Prbi.g_01836	Syao.g_01634
OG0000887	Prbi.g_01837	Syao.g_01633
OG0000888	Prbi.g_01839	Syao.g_01631
OG0000889	Prbi.g_01841	Syao.g_01629
OG0000890	Prbi.g_01842	Syao.g_01626
OG0000891	Prbi.g_01843	Syao.g_01625
OG0000892	Prbi.g_01845	Syao.g_01695
OG0000893	Prbi.g_01848	Syao.g_01934
OG0000894	Prbi.g_01850	Syao.g_01937
OG0000895	Prbi.g_01853	Syao.g_01916
OG0000896	Prbi.g_01854	Syao.g_01917
OG0000897	Prbi.g_01856	Syao.g_01919
OG0000898	Prbi.g_01857	Syao.g_01920
OG0000899	Prbi.g_01858	Syao.g_01921
OG0000900	Prbi.g_01859	Syao.g_01922
OG0000901	Prbi.g_01863	Syao.g_01927
OG0000902	Prbi.g_01865	Syao.g_01929
OG0000903	Prbi.g_01868	Syao.g_01798
OG0000904	Prbi.g_01870	Syao.g_01804
OG0000905	Prbi.g_01875	Syao.g_01862
OG0000906	Prbi.g_01876	Syao.g_01931
OG0000907	Prbi.g_01896	Syao.g_01796
OG0000908	Prbi.g_01899	Syao.g_01793
OG0000909	Prbi.g_01900	Syao.g_01792
OG0000910	Prbi.g_01901	Syao.g_01791
OG0000911	Prbi.g_01903	Syao.g_01789
OG0000912	Prbi.g_01904	Syao.g_01788
OG0000913	Prbi.g_01905	Syao.g_01787
OG0000914	Prbi.g_01906	Syao.g_01786
OG0000915	Prbi.g_01907	Syao.g_01784
OG0000916	Prbi.g_01908	Syao.g_01783
OG0000917	Prbi.g_01909	Syao.g_01782
OG0000918	Prbi.g_01910	Syao.g_01781
OG0000919	Prbi.g_01911	Syao.g_01780
OG0000920	Prbi.g_01912	Syao.g_01779
OG0000921	Prbi.g_01913	Syao.g_01778
OG0000922	Prbi.g_01914	Syao.g_01777
OG0000923	Prbi.g_01918	Syao.g_01772
OG0000924	Prbi.g_01919	Syao.g_01771
OG0000925	Prbi.g_01920	Syao.g_01770
OG0000926	Prbi.g_01921	Syao.g_01769
OG0000927	Prbi.g_01923	Syao.g_01767
OG0000928	Prbi.g_01924	Syao.g_01766
OG0000929	Prbi.g_01925	Syao.g_01765
OG0000930	Prbi.g_01926	Syao.g_01764
OG0000931	Prbi.g_01927	Syao.g_01763
OG0000932	Prbi.g_01928	Syao.g_01762
OG0000933	Prbi.g_01932	Syao.g_01811
OG0000934	Prbi.g_01934	Syao.g_01809
OG0000935	Prbi.g_01935	Syao.g_01808
OG0000936	Prbi.g_01936	Syao.g_01843
OG0000937	Prbi.g_01937	Syao.g_01842
OG0000938	Prbi.g_01939	Syao.g_01839
OG0000939	Prbi.g_01940	Syao.g_01838
OG0000940	Prbi.g_01947	Syao.g_01830
OG0000941	Prbi.g_01949	Syao.g_01828
OG0000942	Prbi.g_01951	Syao.g_01826
OG0000943	Prbi.g_01952	Syao.g_01824
OG0000944	Prbi.g_01953	Syao.g_01822
OG0000945	Prbi.g_01954	Syao.g_01821
OG0000946	Prbi.g_01958	Syao.g_01852
OG0000947	Prbi.g_01960	Syao.g_01849
OG0000948	Prbi.g_01961	Syao.g_01848
OG0000949	Prbi.g_01964	Syao.g_01970
OG0000950	Prbi.g_01969	Syao.g_01957
OG0000951	Prbi.g_01973	Syao.g_02262
OG0000952	Prbi.g_01977	Syao.g_02266
OG0000953	Prbi.g_01980	Syao.g_02130
OG0000954	Prbi.g_01984	Syao.g_02135
OG0000955	Prbi.g_01985	Syao.g_02136
OG0000956	Prbi.g_01987	Syao.g_02138
OG0000957	Prbi.g_01992	Syao.g_01951
OG0000958	Prbi.g_01993	Syao.g_01950
OG0000959	Prbi.g_01997	Syao.g_01947
OG0000960	Prbi.g_01998	Syao.g_01946
OG0000961	Prbi.g_02000	Syao.g_02496
OG0000962	Prbi.g_02002	Syao.g_02191
OG0000963	Prbi.g_02006	Syao.g_02186
OG0000964	Prbi.g_02007	Syao.g_02185
OG0000965	Prbi.g_02008	Syao.g_02184
OG0000966	Prbi.g_02027	Syao.g_02172
OG0000967	Prbi.g_02032	Syao.g_02167
OG0000968	Prbi.g_02034	Syao.g_02199
OG0000969	Prbi.g_02035	Syao.g_02200
OG0000970	Prbi.g_02036	Syao.g_02201
OG0000971	Prbi.g_02037	Syao.g_02203
OG0000972	Prbi.g_02038	Syao.g_02204
OG0000973	Prbi.g_02039	Syao.g_02205
OG0000974	Prbi.g_02040	Syao.g_02206
OG0000975	Prbi.g_02041	Syao.g_02207
OG0000976	Prbi.g_02042	Syao.g_02208
OG0000977	Prbi.g_02043	Syao.g_02210
OG0000978	Prbi.g_02044	Syao.g_02211
OG0000979	Prbi.g_02047	Syao.g_02214
OG0000980	Prbi.g_02049	Syao.g_02217
OG0000981	Prbi.g_02051	Syao.g_02220
OG0000982	Prbi.g_02053	Syao.g_02437
OG0000983	Prbi.g_02054	Syao.g_02438
OG0000984	Prbi.g_02055	Syao.g_02439
OG0000985	Prbi.g_02058	Syao.g_02443
OG0000986	Prbi.g_02060	Syao.g_02445
OG0000987	Prbi.g_02061	Syao.g_02447
OG0000988	Prbi.g_02064	Syao.g_02452
OG0000989	Prbi.g_02068	Syao.g_02368
OG0000990	Prbi.g_02071	Syao.g_02362
OG0000991	Prbi.g_02072	Syao.g_02354
OG0000992	Prbi.g_02074	Syao.g_02279
OG0000993	Prbi.g_02075	Syao.g_02280
OG0000994	Prbi.g_02076	Syao.g_02283
OG0000995	Prbi.g_02080	Syao.g_02287
OG0000996	Prbi.g_02081	Syao.g_02305
OG0000997	Prbi.g_02082	Syao.g_02326
OG0000998	Prbi.g_02084	Syao.g_02328
OG0000999	Prbi.g_02085	Syao.g_02329
OG0001000	Prbi.g_02088	Syao.g_02333
OG0001001	Prbi.g_02090	Syao.g_02338
OG0001002	Prbi.g_02094	Syao.g_02345
OG0001003	Prbi.g_02095	Syao.g_02347
OG0001004	Prbi.g_02096	Syao.g_02348
OG0001005	Prbi.g_02097	Syao.g_02194
OG0001006	Prbi.g_02101	Syao.g_02159
OG0001007	Prbi.g_02103	Syao.g_02161
OG0001008	Prbi.g_00438	Syao.g_01737
OG0001009	Prbi.g_00027	Syao.g_02239
OG0001010	Prbi.g_00028	Syao.g_02238
OG0001011	Prbi.g_00029	Syao.g_02236
OG0001012	Prbi.g_00052	Syao.g_00322
OG0001013	Prbi.g_00059	Syao.g_02413
OG0001014	Prbi.g_00062	Syao.g_02407
OG0001015	Prbi.g_00063	Syao.g_02406
OG0001016	Prbi.g_00080	Syao.g_02622
OG0001017	Prbi.g_00084	Syao.g_02628
OG0001018	Prbi.g_00087	Syao.g_02630
OG0001019	Prbi.g_00096	Syao.g_02654
OG0001020	Prbi.g_00097	Syao.g_02663
OG0001021	Prbi.g_00098	Syao.g_02666
OG0001022	Prbi.g_00101	Syao.g_02670
OG0001023	Prbi.g_00102	Syao.g_02671
OG0001024	Prbi.g_00105	Syao.g_01018
OG0001025	Prbi.g_00111	Syao.g_02597
OG0001026	Prbi.g_00118	Syao.g_02594
OG0001027	Prbi.g_00119	Syao.g_02564
OG0001028	Prbi.g_00121	Syao.g_02568
OG0001029	Prbi.g_00123	Syao.g_02570
OG0001030	Prbi.g_00138	Syao.g_02545
OG0001031	Prbi.g_00210	Syao.g_02528
OG0001032	Prbi.g_00211	Syao.g_02530
OG0001033	Prbi.g_00232	Syao.g_01016
OG0001034	Prbi.g_00260	Syao.g_01704
OG0001035	Prbi.g_00278	Syao.g_02101
OG0001036	Prbi.g_00283	Syao.g_02096
OG0001037	Prbi.g_00284	Syao.g_02094
OG0001038	Prbi.g_00302	Syao.g_02065
OG0001039	Prbi.g_00305	Syao.g_02062
OG0001040	Prbi.g_00307	Syao.g_02059
OG0001041	Prbi.g_00311	Syao.g_02055
OG0001042	Prbi.g_00328	Syao.g_02032
OG0001043	Prbi.g_00329	Syao.g_02028
OG0001044	Prbi.g_00357	Syao.g_01878
OG0001045	Prbi.g_00366	Syao.g_01865
OG0001046	Prbi.g_00403	Syao.g_00827
OG0001047	Prbi.g_00440	Syao.g_01739
OG0001048	Prbi.g_00441	Syao.g_01740
OG0001049	Prbi.g_00443	Syao.g_01616
OG0001050	Prbi.g_00444	Syao.g_01618
OG0001051	Prbi.g_00445	Syao.g_01619
OG0001052	Prbi.g_00474	Syao.g_02686
OG0001053	Prbi.g_00486	Syao.g_00025
OG0001054	Prbi.g_00501	Syao.g_00104
OG0001055	Prbi.g_00520	Syao.g_00156
OG0001056	Prbi.g_00539	Syao.g_01417
OG0001057	Prbi.g_00544	Syao.g_00879
OG0001058	Prbi.g_00552	Syao.g_00862
OG0001059	Prbi.g_00556	Syao.g_00858
OG0001060	Prbi.g_00563	Syao.g_00852
OG0001062	Prbi.g_00578	Syao.g_01050
OG0001063	Prbi.g_00580	Syao.g_01042
OG0001064	Prbi.g_00581	Syao.g_01041
OG0001065	Prbi.g_00582	Syao.g_01040
OG0001066	Prbi.g_00583	Syao.g_01039
OG0001067	Prbi.g_00584	Syao.g_01038
OG0001068	Prbi.g_00585	Syao.g_01037
OG0001069	Prbi.g_00586	Syao.g_01036
OG0001070	Prbi.g_00589	Syao.g_01032
OG0001071	Prbi.g_00590	Syao.g_01031
OG0001072	Prbi.g_00592	Syao.g_01027
OG0001073	Prbi.g_00606	Syao.g_00991
OG0001074	Prbi.g_00617	Syao.g_00392
OG0001075	Prbi.g_00618	Syao.g_00391
OG0001076	Prbi.g_00626	Syao.g_01339
OG0001077	Prbi.g_00630	Syao.g_01323
OG0001078	Prbi.g_00639	Syao.g_00895
OG0001079	Prbi.g_00650	Syao.g_00911
OG0001081	Prbi.g_00658	Syao.g_00925
OG0001082	Prbi.g_00659	Syao.g_00926
OG0001083	Prbi.g_00664	Syao.g_00934
OG0001084	Prbi.g_00665	Syao.g_00935
OG0001085	Prbi.g_00673	Syao.g_00947
OG0001086	Prbi.g_00674	Syao.g_00949
OG0001087	Prbi.g_00691	Syao.g_01419
OG0001088	Prbi.g_00692	Syao.g_00211
OG0001089	Prbi.g_00700	Syao.g_00376
OG0001090	Prbi.g_00746	Syao.g_00494
OG0001091	Prbi.g_00748	Syao.g_00491
OG0001092	Prbi.g_00749	Syao.g_00489
OG0001093	Prbi.g_00754	Syao.g_00482
OG0001094	Prbi.g_00841	Syao.g_00750
OG0001095	Prbi.g_00860	Syao.g_00771
OG0001096	Prbi.g_00873	Syao.g_00786
OG0001097	Prbi.g_00892	Syao.g_00552
OG0001098	Prbi.g_00907	Syao.g_00731
OG0001099	Prbi.g_00939	Syao.g_02569
OG0001100	Prbi.g_00943	Syao.g_00957
OG0001101	Prbi.g_00945	Syao.g_00959
OG0001102	Prbi.g_00948	Syao.g_00962
OG0001103	Prbi.g_00950	Syao.g_00964
OG0001105	Prbi.g_00976	Syao.g_00736
OG0001106	Prbi.g_01000	Syao.g_00688
OG0001107	Prbi.g_01007	Syao.g_00676
OG0001108	Prbi.g_01011	Syao.g_00669
OG0001109	Prbi.g_01012	Syao.g_00667
OG0001110	Prbi.g_01014	Syao.g_00665
OG0001111	Prbi.g_01015	Syao.g_00663
OG0001112	Prbi.g_01016	Syao.g_00661
OG0001113	Prbi.g_01017	Syao.g_00660
OG0001114	Prbi.g_01018	Syao.g_00659
OG0001115	Prbi.g_01020	Syao.g_00832
OG0001116	Prbi.g_01021	Syao.g_00830
OG0001117	Prbi.g_01022	Syao.g_00829
OG0001118	Prbi.g_01023	Syao.g_00828
OG0001119	Prbi.g_01024	Syao.g_00826
OG0001120	Prbi.g_01026	Syao.g_00822
OG0001121	Prbi.g_01172, Prbi.g_01029	Syao.g_01294
OG0001122	Prbi.g_01058	Syao.g_00445
OG0001123	Prbi.g_01062	Syao.g_00451
OG0001124	Prbi.g_01064	Syao.g_00453
OG0001125	Prbi.g_01065	Syao.g_00456
