Orthogroup	Prbi	Syag
OG0000558	Prbi.g_00550	Syag.g_00269
OG0000559	Prbi.g_00554	Syag.g_00273
OG0000560	Prbi.g_00557	Syag.g_00276
OG0000561	Prbi.g_00558	Syag.g_00277
OG0000562	Prbi.g_00559	Syag.g_00278
OG0000563	Prbi.g_00560	Syag.g_00279
OG0000564	Prbi.g_00561	Syag.g_00280
OG0000565	Prbi.g_00564	Syag.g_00284
OG0000566	Prbi.g_00566	Syag.g_00288
OG0000567	Prbi.g_00570	Syag.g_00292
OG0000568	Prbi.g_00571	Syag.g_00295
OG0000569	Prbi.g_00572	Syag.g_00296
OG0000570	Prbi.g_00573	Syag.g_00297
OG0000571	Prbi.g_00575	Syag.g_00301
OG0000572	Prbi.g_00588	Syag.g_00320, Syag.g_00251
OG0000573	Prbi.g_00594	Syag.g_00329
OG0000574	Prbi.g_00595	Syag.g_00330
OG0000575	Prbi.g_00599	Syag.g_00335
OG0000576	Prbi.g_00601	Syag.g_00337
OG0000577	Prbi.g_00602	Syag.g_00338
OG0000578	Prbi.g_00603	Syag.g_00339
OG0000579	Prbi.g_00604	Syag.g_00340
OG0000580	Prbi.g_00605	Syag.g_00341
OG0000581	Prbi.g_00607	Syag.g_00348
OG0000582	Prbi.g_00610	Syag.g_00353
OG0000583	Prbi.g_00611	Syag.g_00354
OG0000584	Prbi.g_00612	Syag.g_00355
OG0000585	Prbi.g_00614	Syag.g_00357
OG0000586	Prbi.g_00615	Syag.g_00358
OG0000587	Prbi.g_00616	Syag.g_00360
OG0000588	Prbi.g_00620	Syag.g_00371
OG0000589	Prbi.g_00623	Syag.g_00375
OG0000590	Prbi.g_00624	Syag.g_00376
OG0000591	Prbi.g_00627	Syag.g_00383
OG0000592	Prbi.g_00628	Syag.g_00384
OG0000593	Prbi.g_00635	Syag.g_00406
OG0000594	Prbi.g_00636	Syag.g_00407
OG0000595	Prbi.g_00637	Syag.g_00408
OG0000596	Prbi.g_00641	Syag.g_00413
OG0000597	Prbi.g_00643	Syag.g_00416
OG0000598	Prbi.g_00644	Syag.g_00417
OG0000599	Prbi.g_00647	Syag.g_00424
OG0000600	Prbi.g_00648	Syag.g_00425
OG0000601	Prbi.g_00649	Syag.g_00426
OG0000602	Prbi.g_00651	Syag.g_00431
OG0000603	Prbi.g_00652	Syag.g_00432
OG0000604	Prbi.g_00653	Syag.g_00434
OG0000605	Prbi.g_00654	Syag.g_00522
OG0000606	Prbi.g_00657	Syag.g_00550
OG0000607	Prbi.g_00660	Syag.g_00553
OG0000608	Prbi.g_00661	Syag.g_00554
OG0000609	Prbi.g_00662	Syag.g_00556
OG0000610	Prbi.g_00667	Syag.g_00580
OG0000611	Prbi.g_00670	Syag.g_00583
OG0000612	Prbi.g_00671	Syag.g_00584
OG0000613	Prbi.g_00676	Syag.g_02533
OG0000614	Prbi.g_00695	Syag.g_01004
OG0000615	Prbi.g_00704	Syag.g_00630
OG0000616	Prbi.g_00708	Syag.g_02255
OG0000617	Prbi.g_00751	Syag.g_00915
OG0000618	Prbi.g_00752	Syag.g_00914
OG0000619	Prbi.g_00753	Syag.g_00913
OG0000620	Prbi.g_00756	Syag.g_00906
OG0000621	Prbi.g_00757	Syag.g_00905
OG0000622	Prbi.g_00758	Syag.g_00904
OG0000623	Prbi.g_00759	Syag.g_00903
OG0000624	Prbi.g_00760	Syag.g_00901
OG0000625	Prbi.g_00761	Syag.g_00900
OG0000626	Prbi.g_00762	Syag.g_00899
OG0000627	Prbi.g_00763	Syag.g_00756
OG0000628	Prbi.g_00764	Syag.g_00757
OG0000629	Prbi.g_00765	Syag.g_00761
OG0000630	Prbi.g_00768	Syag.g_00765
OG0000631	Prbi.g_00838	Syag.g_00772
OG0000632	Prbi.g_00839	Syag.g_00773
OG0000633	Prbi.g_00840	Syag.g_00774
OG0000634	Prbi.g_00843	Syag.g_00663
OG0000635	Prbi.g_00844	Syag.g_00664
OG0000636	Prbi.g_00846	Syag.g_00666
OG0000637	Prbi.g_00848	Syag.g_00668
OG0000638	Prbi.g_00849	Syag.g_00669
OG0000639	Prbi.g_00850	Syag.g_00670
OG0000640	Prbi.g_00851	Syag.g_00671
OG0000641	Prbi.g_00855	Syag.g_00675
OG0000642	Prbi.g_00856	Syag.g_00676
OG0000643	Prbi.g_00857	Syag.g_00677
OG0000644	Prbi.g_00858	Syag.g_00678
OG0000645	Prbi.g_00859	Syag.g_00680
OG0000646	Prbi.g_00861	Syag.g_00683
OG0000647	Prbi.g_00862	Syag.g_00685
OG0000648	Prbi.g_00864	Syag.g_00694
OG0000649	Prbi.g_00865	Syag.g_00695
OG0000650	Prbi.g_00866	Syag.g_00696
OG0000651	Prbi.g_00867	Syag.g_00697
OG0000652	Prbi.g_00868	Syag.g_00698
OG0000653	Prbi.g_00870	Syag.g_00700
OG0000654	Prbi.g_00871	Syag.g_00701
OG0000655	Prbi.g_00872	Syag.g_00702
OG0000656	Prbi.g_00875	Syag.g_00705
OG0000657	Prbi.g_00883	Syag.g_00719
OG0000658	Prbi.g_00884	Syag.g_00721
OG0000659	Prbi.g_00885	Syag.g_00722
OG0000660	Prbi.g_00889	Syag.g_00726
OG0000661	Prbi.g_00891	Syag.g_00728
OG0000662	Prbi.g_00893	Syag.g_00730
OG0000663	Prbi.g_00895	Syag.g_00733
OG0000664	Prbi.g_00896	Syag.g_00734
OG0000665	Prbi.g_00900	Syag.g_00456
OG0000666	Prbi.g_00901	Syag.g_00445
OG0000667	Prbi.g_00905	Syag.g_00574
OG0000668	Prbi.g_00934	Syag.g_00868
OG0000669	Prbi.g_00942	Syag.g_00600
OG0000670	Prbi.g_00944	Syag.g_00399
OG0000671	Prbi.g_00946	Syag.g_00604
OG0000672	Prbi.g_00949	Syag.g_00607
OG0000673	Prbi.g_00952	Syag.g_00610
OG0000674	Prbi.g_00954	Syag.g_00612
OG0000675	Prbi.g_00955	Syag.g_00613
OG0000676	Prbi.g_00957	Syag.g_00615
OG0000677	Prbi.g_00958	Syag.g_00616
OG0000678	Prbi.g_00960	Syag.g_00622
OG0000679	Prbi.g_00964	Syag.g_00633
OG0000680	Prbi.g_00965	Syag.g_00634
OG0000681	Prbi.g_00968	Syag.g_00637
OG0000682	Prbi.g_00969	Syag.g_00638
OG0000683	Prbi.g_00970	Syag.g_00639
OG0000684	Prbi.g_00971	Syag.g_00641
OG0000685	Prbi.g_00973	Syag.g_00643
OG0000686	Prbi.g_00974	Syag.g_00644
OG0000687	Prbi.g_00975	Syag.g_00645
OG0000688	Prbi.g_00978	Syag.g_00651
OG0000689	Prbi.g_00979	Syag.g_00653
OG0000690	Prbi.g_00980	Syag.g_00654
OG0000691	Prbi.g_00981	Syag.g_00655
OG0000692	Prbi.g_00983	Syag.g_00656
OG0000693	Prbi.g_00984	Syag.g_00658
OG0000694	Prbi.g_00985	Syag.g_00659
OG0000695	Prbi.g_00987	Syag.g_00776
OG0000696	Prbi.g_00988	Syag.g_00777
OG0000697	Prbi.g_00989	Syag.g_00778
OG0000698	Prbi.g_00992	Syag.g_00781
OG0000699	Prbi.g_00993	Syag.g_00782
OG0000700	Prbi.g_00994	Syag.g_00783
OG0000701	Prbi.g_00995	Syag.g_00784
OG0000702	Prbi.g_00997	Syag.g_00792
OG0000703	Prbi.g_00998	Syag.g_00793
OG0000704	Prbi.g_00999	Syag.g_00795
OG0000705	Prbi.g_01003	Syag.g_00802
OG0000706	Prbi.g_01004	Syag.g_00803
OG0000707	Prbi.g_01005	Syag.g_00804
OG0000708	Prbi.g_01006	Syag.g_00807
OG0000709	Prbi.g_01010	Syag.g_00816
OG0000710	Prbi.g_01013	Syag.g_00820
OG0000711	Prbi.g_01030	Syag.g_00848
OG0000712	Prbi.g_01032	Syag.g_00850
OG0000713	Prbi.g_01033	Syag.g_00851
OG0000714	Prbi.g_01034	Syag.g_00853
OG0000715	Prbi.g_01036	Syag.g_00855
OG0000716	Prbi.g_01038	Syag.g_00859
OG0000717	Prbi.g_01039	Syag.g_00860
OG0000718	Prbi.g_01055	Syag.g_00864
OG0000719	Prbi.g_01057	Syag.g_00866
OG0000720	Prbi.g_01066	Syag.g_00880
OG0000721	Prbi.g_01068	Syag.g_00882
OG0000722	Prbi.g_01069	Syag.g_00883
OG0000723	Prbi.g_01072	Syag.g_00897
OG0000724	Prbi.g_01081	Syag.g_00967
OG0000725	Prbi.g_01087	Syag.g_00978
OG0000726	Prbi.g_01088	Syag.g_00979
OG0000727	Prbi.g_01089	Syag.g_00980
OG0000728	Prbi.g_01091	Syag.g_00982
OG0000729	Prbi.g_01138	Syag.g_02376
OG0000730	Prbi.g_01142	Syag.g_02840
OG0000731	Prbi.g_01146	Syag.g_02853
OG0000732	Prbi.g_01155	Syag.g_02331
OG0000733	Prbi.g_01175	Syag.g_00145
OG0000734	Prbi.g_01192	Syag.g_01892
OG0000735	Prbi.g_01194	Syag.g_01159
OG0000736	Prbi.g_01195	Syag.g_01158
OG0000737	Prbi.g_01196	Syag.g_01157
OG0000738	Prbi.g_01200	Syag.g_01152
OG0000739	Prbi.g_01201	Syag.g_01149
OG0000740	Prbi.g_01202	Syag.g_01148
OG0000741	Prbi.g_01203	Syag.g_01145
OG0000742	Prbi.g_01206	Syag.g_01142
OG0000743	Prbi.g_01208	Syag.g_01140
OG0000744	Prbi.g_01209	Syag.g_01139
OG0000745	Prbi.g_01210	Syag.g_01137
OG0000746	Prbi.g_01212	Syag.g_01135
OG0000747	Prbi.g_01213	Syag.g_01134
OG0000748	Prbi.g_01216	Syag.g_01122
OG0000749	Prbi.g_01217	Syag.g_01121
OG0000750	Prbi.g_01218	Syag.g_01120
OG0000751	Prbi.g_01220	Syag.g_01114
OG0000752	Prbi.g_01222	Syag.g_01112
OG0000753	Prbi.g_01225	Syag.g_01109
OG0000754	Prbi.g_01228	Syag.g_01103
OG0000755	Prbi.g_01231	Syag.g_01092
OG0000756	Prbi.g_01232	Syag.g_01091
OG0000757	Prbi.g_01238	Syag.g_01084
OG0000758	Prbi.g_01239	Syag.g_01083
OG0000759	Prbi.g_01240	Syag.g_01082
OG0000760	Prbi.g_01241	Syag.g_01081
OG0000761	Prbi.g_01242	Syag.g_01080
OG0000762	Prbi.g_01243	Syag.g_01078
OG0000763	Prbi.g_01245	Syag.g_01076
OG0000764	Prbi.g_01246	Syag.g_01075
OG0000765	Prbi.g_01255	Syag.g_01056
OG0000766	Prbi.g_01256	Syag.g_01055
OG0000767	Prbi.g_01258	Syag.g_01053
OG0000768	Prbi.g_01259	Syag.g_01052
OG0000769	Prbi.g_01261	Syag.g_01047
OG0000770	Prbi.g_01263	Syag.g_01043
OG0000771	Prbi.g_01277	Syag.g_00959
OG0000772	Prbi.g_01363	Syag.g_02043
OG0000773	Prbi.g_01382	Syag.g_01168
OG0000774	Prbi.g_01384	Syag.g_01182
OG0000775	Prbi.g_01386	Syag.g_01185
OG0000776	Prbi.g_01387	Syag.g_01186
OG0000777	Prbi.g_01388	Syag.g_01187
OG0000778	Prbi.g_01389	Syag.g_01188
OG0000779	Prbi.g_01393	Syag.g_01194
OG0000780	Prbi.g_01394	Syag.g_01217
OG0000781	Prbi.g_01397	Syag.g_01221
OG0000782	Prbi.g_01398	Syag.g_01222
OG0000783	Prbi.g_01399	Syag.g_01223
OG0000784	Prbi.g_01400	Syag.g_01224
OG0000785	Prbi.g_01402	Syag.g_01226
OG0000786	Prbi.g_01404	Syag.g_01235
OG0000787	Prbi.g_01405	Syag.g_01236
OG0000788	Prbi.g_01426	Syag.g_00427
OG0000789	Prbi.g_01429	Syag.g_00453
OG0000790	Prbi.g_01444	Syag.g_01542
OG0000791	Prbi.g_01446	Syag.g_01544
OG0000792	Prbi.g_01447	Syag.g_01545
OG0000793	Prbi.g_01450	Syag.g_01550
OG0000794	Prbi.g_01451	Syag.g_01551
OG0000795	Prbi.g_01452	Syag.g_01552
OG0000796	Prbi.g_01456	Syag.g_01556
OG0000797	Prbi.g_01457	Syag.g_01557
OG0000799	Prbi.g_01571	Syag.g_01278
OG0000800	Prbi.g_01572	Syag.g_01280
OG0000801	Prbi.g_01573	Syag.g_01285
OG0000802	Prbi.g_01575	Syag.g_01293
OG0000803	Prbi.g_01577	Syag.g_01321
OG0000804	Prbi.g_01578	Syag.g_01438
OG0000805	Prbi.g_01580	Syag.g_01433
OG0000806	Prbi.g_01582	Syag.g_01429
OG0000807	Prbi.g_01583	Syag.g_01428
OG0000808	Prbi.g_01584	Syag.g_01427
OG0000809	Prbi.g_01587	Syag.g_01423
OG0000810	Prbi.g_01588	Syag.g_01422
OG0000811	Prbi.g_01594	Syag.g_01413
OG0000812	Prbi.g_01596	Syag.g_01411
OG0000813	Prbi.g_01597	Syag.g_01410
OG0000814	Prbi.g_01599	Syag.g_01408
OG0000815	Prbi.g_01600	Syag.g_01407
OG0000816	Prbi.g_01602	Syag.g_01405
OG0000817	Prbi.g_01603	Syag.g_01404
OG0000818	Prbi.g_01608	Syag.g_01400
OG0000819	Prbi.g_01609	Syag.g_01399
OG0000820	Prbi.g_01610	Syag.g_01398
OG0000821	Prbi.g_01613	Syag.g_01388
OG0000822	Prbi.g_01614	Syag.g_01386
OG0000823	Prbi.g_01615	Syag.g_01385
OG0000824	Prbi.g_01618	Syag.g_01379
OG0000825	Prbi.g_01619	Syag.g_01378
OG0000826	Prbi.g_01620	Syag.g_01377
OG0000827	Prbi.g_01621	Syag.g_01376
OG0000828	Prbi.g_01624	Syag.g_01373
OG0000829	Prbi.g_01625	Syag.g_01372
OG0000830	Prbi.g_01626	Syag.g_01371
OG0000831	Prbi.g_01628	Syag.g_01367
OG0000832	Prbi.g_01634	Syag.g_01614
OG0000833	Prbi.g_01642	Syag.g_01628
OG0000834	Prbi.g_01643	Syag.g_01632
OG0000835	Prbi.g_01644	Syag.g_01633
OG0000836	Prbi.g_01645	Syag.g_01637
OG0000837	Prbi.g_01646	Syag.g_01638
OG0000838	Prbi.g_01648	Syag.g_01642
OG0000839	Prbi.g_01649	Syag.g_01643
OG0000840	Prbi.g_01650	Syag.g_01644
OG0000841	Prbi.g_01651	Syag.g_01645
OG0000842	Prbi.g_01652	Syag.g_01646
OG0000843	Prbi.g_01653	Syag.g_01647
OG0000844	Prbi.g_01654	Syag.g_01649
OG0000845	Prbi.g_01655	Syag.g_01650
OG0000846	Prbi.g_01656	Syag.g_01651
OG0000847	Prbi.g_01657	Syag.g_01652
OG0000848	Prbi.g_01658	Syag.g_01654
OG0000849	Prbi.g_01659	Syag.g_01655
OG0000850	Prbi.g_01661	Syag.g_01657
OG0000851	Prbi.g_01662	Syag.g_01663
OG0000852	Prbi.g_01663	Syag.g_01664
OG0000853	Prbi.g_01667	Syag.g_01668
OG0000854	Prbi.g_01669	Syag.g_01670
OG0000855	Prbi.g_01670	Syag.g_01671
OG0000856	Prbi.g_01685	Syag.g_00386
OG0000857	Prbi.g_01711	Syag.g_00684
OG0000858	Prbi.g_01781	Syag.g_01677
OG0000859	Prbi.g_01782	Syag.g_01678
OG0000860	Prbi.g_01789	Syag.g_01689
OG0000861	Prbi.g_01790	Syag.g_01690
OG0000862	Prbi.g_01791	Syag.g_01693
OG0000863	Prbi.g_01793	Syag.g_01695
OG0000864	Prbi.g_01794	Syag.g_01696
OG0000865	Prbi.g_01795	Syag.g_01697
OG0000866	Prbi.g_01796	Syag.g_01698
OG0000867	Prbi.g_01797	Syag.g_01699
OG0000868	Prbi.g_01798	Syag.g_01707
OG0000869	Prbi.g_01802	Syag.g_01711
OG0000870	Prbi.g_01807	Syag.g_01716
OG0000871	Prbi.g_01808	Syag.g_01717
OG0000872	Prbi.g_01809	Syag.g_01723
OG0000873	Prbi.g_01812	Syag.g_01726
OG0000874	Prbi.g_01815	Syag.g_01729
OG0000875	Prbi.g_01816	Syag.g_01731
OG0000876	Prbi.g_01817	Syag.g_01732
OG0000877	Prbi.g_01819	Syag.g_01734
OG0000878	Prbi.g_01820	Syag.g_01735
OG0000879	Prbi.g_01821	Syag.g_02356
OG0000880	Prbi.g_01822	Syag.g_01736
OG0000881	Prbi.g_01826	Syag.g_01741
OG0000882	Prbi.g_01831	Syag.g_01746
OG0000883	Prbi.g_01832	Syag.g_01749
OG0000884	Prbi.g_01834	Syag.g_01751
OG0000885	Prbi.g_01835	Syag.g_01752
OG0000886	Prbi.g_01836	Syag.g_01753
OG0000887	Prbi.g_01837	Syag.g_01754
OG0000888	Prbi.g_01839	Syag.g_01756
OG0000889	Prbi.g_01841	Syag.g_01758
OG0000890	Prbi.g_01842	Syag.g_01761
OG0000891	Prbi.g_01843	Syag.g_01762
OG0000892	Prbi.g_01845	Syag.g_01765
OG0000893	Prbi.g_01848	Syag.g_02688
OG0000894	Prbi.g_01850	Syag.g_02691
OG0000895	Prbi.g_01853	Syag.g_02695
OG0000896	Prbi.g_01854	Syag.g_02696
OG0000897	Prbi.g_01856	Syag.g_02699
OG0000898	Prbi.g_01857	Syag.g_02700
OG0000899	Prbi.g_01858	Syag.g_02701
OG0000900	Prbi.g_01859	Syag.g_02702
OG0000901	Prbi.g_01863	Syag.g_02707
OG0000902	Prbi.g_01865	Syag.g_02709
OG0000903	Prbi.g_01868	Syag.g_02724
OG0000904	Prbi.g_01870	Syag.g_02718
OG0000905	Prbi.g_01875	Syag.g_02714
OG0000906	Prbi.g_01876	Syag.g_02711
OG0000907	Prbi.g_01896	Syag.g_02727
OG0000908	Prbi.g_01899	Syag.g_02730
OG0000909	Prbi.g_01900	Syag.g_02731
OG0000910	Prbi.g_01901	Syag.g_02732
OG0000911	Prbi.g_01903	Syag.g_02734
OG0000912	Prbi.g_01904	Syag.g_02735
OG0000913	Prbi.g_01905	Syag.g_02736
OG0000914	Prbi.g_01906	Syag.g_02737
OG0000915	Prbi.g_01907	Syag.g_02739
OG0000916	Prbi.g_01908	Syag.g_02740
OG0000917	Prbi.g_01909	Syag.g_02741
OG0000918	Prbi.g_01910	Syag.g_02742
OG0000919	Prbi.g_01911	Syag.g_02743
OG0000920	Prbi.g_01912	Syag.g_02744
OG0000921	Prbi.g_01913	Syag.g_02745
OG0000922	Prbi.g_01914	Syag.g_02746
OG0000923	Prbi.g_01918	Syag.g_02750
OG0000924	Prbi.g_01919	Syag.g_02751
OG0000925	Prbi.g_01920	Syag.g_02752
OG0000926	Prbi.g_01921	Syag.g_02753
OG0000927	Prbi.g_01923	Syag.g_02755
OG0000928	Prbi.g_01924	Syag.g_02756
OG0000929	Prbi.g_01925	Syag.g_02757
OG0000930	Prbi.g_01926	Syag.g_02758
OG0000931	Prbi.g_01927	Syag.g_02759
OG0000932	Prbi.g_01928	Syag.g_02760
OG0000933	Prbi.g_01932	Syag.g_02766
OG0000934	Prbi.g_01934	Syag.g_02768
OG0000935	Prbi.g_01935	Syag.g_02769
OG0000936	Prbi.g_01936	Syag.g_02770
OG0000937	Prbi.g_01937	Syag.g_02771
OG0000938	Prbi.g_01939	Syag.g_02774
OG0000939	Prbi.g_01940	Syag.g_02775
OG0000940	Prbi.g_01947	Syag.g_02783
OG0000941	Prbi.g_01949	Syag.g_02785
OG0000942	Prbi.g_01951	Syag.g_02787
OG0000943	Prbi.g_01952	Syag.g_02788
OG0000944	Prbi.g_01953	Syag.g_02790
OG0000945	Prbi.g_01954	Syag.g_02792
OG0000946	Prbi.g_01958	Syag.g_02797
OG0000947	Prbi.g_01960	Syag.g_02801
OG0000948	Prbi.g_01961	Syag.g_02802
OG0000949	Prbi.g_01964	Syag.g_02449
OG0000950	Prbi.g_01969	Syag.g_02436
OG0000951	Prbi.g_01973	Syag.g_02431
OG0000952	Prbi.g_01977	Syag.g_02423
OG0000953	Prbi.g_01980	Syag.g_02415
OG0000954	Prbi.g_01984	Syag.g_02409
OG0000955	Prbi.g_01985	Syag.g_02408
OG0000956	Prbi.g_01987	Syag.g_02406
OG0000957	Prbi.g_01992	Syag.g_02395
OG0000958	Prbi.g_01993	Syag.g_02394
OG0000959	Prbi.g_01997	Syag.g_02389
OG0000960	Prbi.g_01998	Syag.g_02388
OG0000961	Prbi.g_02000	Syag.g_02379
OG0000962	Prbi.g_02002	Syag.g_02377
OG0000963	Prbi.g_02006	Syag.g_02372
OG0000964	Prbi.g_02007	Syag.g_02371
OG0000965	Prbi.g_02008	Syag.g_02370
OG0000966	Prbi.g_02027	Syag.g_02362
OG0000967	Prbi.g_02032	Syag.g_02358
OG0000968	Prbi.g_02034	Syag.g_02355
OG0000969	Prbi.g_02035	Syag.g_02354
OG0000970	Prbi.g_02036	Syag.g_02353
OG0000971	Prbi.g_02037	Syag.g_02348
OG0000972	Prbi.g_02038	Syag.g_02347
OG0000973	Prbi.g_02039	Syag.g_02346
OG0000974	Prbi.g_02040	Syag.g_02345
OG0000975	Prbi.g_02041	Syag.g_02344
OG0000976	Prbi.g_02042	Syag.g_02343
OG0000977	Prbi.g_02043	Syag.g_02340
OG0000978	Prbi.g_02044	Syag.g_02338
OG0000979	Prbi.g_02047	Syag.g_02335
OG0000980	Prbi.g_02049	Syag.g_02332
OG0000981	Prbi.g_02051	Syag.g_02329
OG0000982	Prbi.g_02053	Syag.g_02127
OG0000983	Prbi.g_02054	Syag.g_02128
OG0000984	Prbi.g_02055	Syag.g_02129
OG0000985	Prbi.g_02058	Syag.g_02133
OG0000986	Prbi.g_02060	Syag.g_02138
OG0000987	Prbi.g_02061	Syag.g_02140
OG0000988	Prbi.g_02064	Syag.g_02145
OG0000989	Prbi.g_02068	Syag.g_02156
OG0000990	Prbi.g_02071	Syag.g_02169
OG0000991	Prbi.g_02072	Syag.g_02174
OG0000992	Prbi.g_02074	Syag.g_02177
OG0000993	Prbi.g_02075	Syag.g_02178
OG0000994	Prbi.g_02076	Syag.g_02181
OG0000995	Prbi.g_02080	Syag.g_02187
OG0000996	Prbi.g_02081	Syag.g_02229
OG0000997	Prbi.g_02082	Syag.g_02239
OG0000998	Prbi.g_02084	Syag.g_02241
OG0000999	Prbi.g_02085	Syag.g_02242
OG0001000	Prbi.g_02088	Syag.g_02246
OG0001001	Prbi.g_02090	Syag.g_02251
OG0001002	Prbi.g_02094	Syag.g_02258
OG0001003	Prbi.g_02095	Syag.g_02260
OG0001004	Prbi.g_02096	Syag.g_02261
OG0001005	Prbi.g_02097	Syag.g_02263
OG0001006	Prbi.g_02101	Syag.g_02270
OG0001007	Prbi.g_02103	Syag.g_02272
OG0001008	Prbi.g_00438	Syag.g_00034
OG0001009	Prbi.g_00027	Syag.g_02304
OG0001010	Prbi.g_00028	Syag.g_02305
OG0001011	Prbi.g_00029	Syag.g_02307
OG0001012	Prbi.g_00052	Syag.g_02123
OG0001013	Prbi.g_00059	Syag.g_02098
OG0001014	Prbi.g_00062	Syag.g_02084
OG0001015	Prbi.g_00063	Syag.g_02083
OG0001016	Prbi.g_00080	Syag.g_01824
OG0001017	Prbi.g_00084	Syag.g_01830
OG0001018	Prbi.g_00087	Syag.g_01832
OG0001019	Prbi.g_00096	Syag.g_01854
OG0001020	Prbi.g_00097	Syag.g_01861
OG0001021	Prbi.g_00098	Syag.g_01865
OG0001022	Prbi.g_00101	Syag.g_01870
OG0001023	Prbi.g_00102	Syag.g_01871
OG0001024	Prbi.g_00105	Syag.g_01875
OG0001025	Prbi.g_00111	Syag.g_01882
OG0001026	Prbi.g_00118	Syag.g_01894
OG0001027	Prbi.g_00119	Syag.g_01902
OG0001028	Prbi.g_00121	Syag.g_01904
OG0001029	Prbi.g_00123	Syag.g_01906
OG0001030	Prbi.g_00138	Syag.g_01927
OG0001031	Prbi.g_00210	Syag.g_02000
OG0001032	Prbi.g_00211	Syag.g_02005
OG0001033	Prbi.g_00232	Syag.g_02048
OG0001034	Prbi.g_00260	Syag.g_01784
OG0001035	Prbi.g_00278	Syag.g_02635
OG0001036	Prbi.g_00283	Syag.g_02630
OG0001037	Prbi.g_00284	Syag.g_02628
OG0001038	Prbi.g_00302	Syag.g_02600
OG0001039	Prbi.g_00305	Syag.g_02597
OG0001040	Prbi.g_00307	Syag.g_02594
OG0001041	Prbi.g_00311	Syag.g_02589
OG0001042	Prbi.g_00328	Syag.g_02564
OG0001043	Prbi.g_00329	Syag.g_02560
OG0001044	Prbi.g_00357	Syag.g_02842
OG0001045	Prbi.g_00366	Syag.g_02856
OG0001046	Prbi.g_00403	Syag.g_00836
OG0001047	Prbi.g_00440	Syag.g_00036
OG0001048	Prbi.g_00441	Syag.g_00037
OG0001049	Prbi.g_00443	Syag.g_00040
OG0001050	Prbi.g_00444	Syag.g_00041
OG0001051	Prbi.g_00445	Syag.g_00042
OG0001052	Prbi.g_00474	Syag.g_01352
OG0001053	Prbi.g_00486	Syag.g_01525
OG0001054	Prbi.g_00501	Syag.g_01506
OG0001055	Prbi.g_00520	Syag.g_01485
OG0001056	Prbi.g_00539	Syag.g_01449
OG0001057	Prbi.g_00544	Syag.g_01241
OG0001058	Prbi.g_00552	Syag.g_00271
OG0001059	Prbi.g_00556	Syag.g_00275
OG0001060	Prbi.g_00563	Syag.g_00282
OG0001061	Prbi.g_00576	Syag.g_00302
OG0001062	Prbi.g_00578	Syag.g_00304
OG0001063	Prbi.g_00580	Syag.g_00310
OG0001064	Prbi.g_00581	Syag.g_00311
OG0001065	Prbi.g_00582	Syag.g_00312
OG0001066	Prbi.g_00583	Syag.g_00313
OG0001067	Prbi.g_00584	Syag.g_00314
OG0001068	Prbi.g_00585	Syag.g_00315
OG0001069	Prbi.g_00586	Syag.g_00317
OG0001070	Prbi.g_00589	Syag.g_00321
OG0001071	Prbi.g_00590	Syag.g_00322
OG0001072	Prbi.g_00592	Syag.g_00327
OG0001073	Prbi.g_00606	Syag.g_00342
OG0001074	Prbi.g_00617	Syag.g_00467
OG0001075	Prbi.g_00618	Syag.g_00362
OG0001076	Prbi.g_00626	Syag.g_00378
OG0001077	Prbi.g_00630	Syag.g_00388
OG0001078	Prbi.g_00639	Syag.g_00411
OG0001079	Prbi.g_00650	Syag.g_00428
OG0001080	Prbi.g_00656	Syag.g_00495
OG0001081	Prbi.g_00658	Syag.g_00551
OG0001082	Prbi.g_00659	Syag.g_00552
OG0001083	Prbi.g_00664	Syag.g_00565
OG0001084	Prbi.g_00665	Syag.g_00569
OG0001085	Prbi.g_00673	Syag.g_00592
OG0001086	Prbi.g_00674	Syag.g_00594
OG0001087	Prbi.g_00691	Syag.g_01018
OG0001088	Prbi.g_00692	Syag.g_01016
OG0001089	Prbi.g_00700	Syag.g_00986
OG0001090	Prbi.g_00746	Syag.g_00922
OG0001091	Prbi.g_00748	Syag.g_00919
OG0001092	Prbi.g_00749	Syag.g_00917
OG0001093	Prbi.g_00754	Syag.g_00910
OG0001094	Prbi.g_00841	Syag.g_00661
OG0001095	Prbi.g_00860	Syag.g_00681
OG0001096	Prbi.g_00873	Syag.g_00703
OG0001097	Prbi.g_00892	Syag.g_00729
OG0001098	Prbi.g_00907	Syag.g_00744
OG0001099	Prbi.g_00939	Syag.g_01905
OG0001101	Prbi.g_00945	Syag.g_00603
OG0001102	Prbi.g_00948	Syag.g_00606
OG0001103	Prbi.g_00950	Syag.g_00608
OG0001104	Prbi.g_00972	Syag.g_00642
OG0001105	Prbi.g_00976	Syag.g_00646
OG0001106	Prbi.g_01000	Syag.g_00796
OG0001107	Prbi.g_01007	Syag.g_00808
OG0001108	Prbi.g_01011	Syag.g_00817
OG0001109	Prbi.g_01012	Syag.g_00819
OG0001110	Prbi.g_01014	Syag.g_00821
OG0001111	Prbi.g_01015	Syag.g_00823
OG0001112	Prbi.g_01016	Syag.g_00825
OG0001113	Prbi.g_01017	Syag.g_00826
OG0001114	Prbi.g_01018	Syag.g_00827
OG0001115	Prbi.g_01020	Syag.g_00831
OG0001116	Prbi.g_01021	Syag.g_00833
OG0001117	Prbi.g_01022	Syag.g_00834
OG0001118	Prbi.g_01023	Syag.g_00835
