Orthogroup	Prbi	Syam
OG0000562	Prbi.g_00559	Syam.g_00684
OG0000563	Prbi.g_00560	Syam.g_00685
OG0000564	Prbi.g_00561	Syam.g_00686
OG0000565	Prbi.g_00564	Syam.g_00690
OG0000566	Prbi.g_00566	Syam.g_00694
OG0000567	Prbi.g_00570	Syam.g_00698
OG0000568	Prbi.g_00571	Syam.g_01751
OG0000569	Prbi.g_00572	Syam.g_01750
OG0000570	Prbi.g_00573	Syam.g_01749
OG0000571	Prbi.g_00575	Syam.g_01745
OG0000572	Prbi.g_00588	Syam.g_01729
OG0000573	Prbi.g_00594	Syam.g_01721
OG0000574	Prbi.g_00595	Syam.g_01720
OG0000575	Prbi.g_00599	Syam.g_01716
OG0000576	Prbi.g_00601	Syam.g_01714
OG0000577	Prbi.g_00602	Syam.g_01713
OG0000578	Prbi.g_00603	Syam.g_01712
OG0000579	Prbi.g_00604	Syam.g_01711
OG0000580	Prbi.g_00605	Syam.g_01710
OG0000581	Prbi.g_00607	Syam.g_01704
OG0000582	Prbi.g_00610	Syam.g_01513
OG0000583	Prbi.g_00611	Syam.g_01512
OG0000584	Prbi.g_00612	Syam.g_01511
OG0000585	Prbi.g_00614	Syam.g_01509
OG0000586	Prbi.g_00615	Syam.g_01508
OG0000587	Prbi.g_00616	Syam.g_01506
OG0000588	Prbi.g_00620	Syam.g_01498
OG0000589	Prbi.g_00623	Syam.g_01494
OG0000590	Prbi.g_00624	Syam.g_01493
OG0000591	Prbi.g_00627	Syam.g_01486
OG0000592	Prbi.g_00628	Syam.g_01485
OG0000593	Prbi.g_00635	Syam.g_01471
OG0000594	Prbi.g_00636	Syam.g_01470
OG0000595	Prbi.g_00637	Syam.g_01469
OG0000596	Prbi.g_00641	Syam.g_01465
OG0000597	Prbi.g_00643	Syam.g_01462
OG0000598	Prbi.g_00644	Syam.g_01461
OG0000599	Prbi.g_00647	Syam.g_01458
OG0000600	Prbi.g_00648	Syam.g_01457
OG0000601	Prbi.g_00649	Syam.g_01456
OG0000602	Prbi.g_00651	Syam.g_01451
OG0000603	Prbi.g_00652	Syam.g_01450
OG0000604	Prbi.g_00653	Syam.g_01447
OG0000605	Prbi.g_00654	Syam.g_01031
OG0000606	Prbi.g_00657	Syam.g_01387
OG0000607	Prbi.g_00660	Syam.g_01384
OG0000608	Prbi.g_00661	Syam.g_01383
OG0000609	Prbi.g_00662	Syam.g_01380
OG0000610	Prbi.g_00667	Syam.g_01373
OG0000611	Prbi.g_00670	Syam.g_01370
OG0000612	Prbi.g_00671	Syam.g_01369
OG0000613	Prbi.g_00676	Syam.g_00170
OG0000614	Prbi.g_00695	Syam.g_00801
OG0000615	Prbi.g_00704	Syam.g_01332
OG0000616	Prbi.g_00708	Syam.g_02430
OG0000617	Prbi.g_00751	Syam.g_01240
OG0000618	Prbi.g_00752	Syam.g_01239
OG0000619	Prbi.g_00753	Syam.g_01238
OG0000620	Prbi.g_00756	Syam.g_01233
OG0000621	Prbi.g_00757	Syam.g_01232
OG0000622	Prbi.g_00758	Syam.g_01231
OG0000623	Prbi.g_00759	Syam.g_01230
OG0000624	Prbi.g_00760	Syam.g_01228
OG0000625	Prbi.g_00761	Syam.g_01227
OG0000626	Prbi.g_00762	Syam.g_01226
OG0000627	Prbi.g_00763	Syam.g_01065
OG0000628	Prbi.g_00764	Syam.g_01067
OG0000629	Prbi.g_00765	Syam.g_01070
OG0000630	Prbi.g_00768	Syam.g_01074
OG0000631	Prbi.g_00838	Syam.g_01084
OG0000632	Prbi.g_00839	Syam.g_01085
OG0000633	Prbi.g_00840	Syam.g_01086
OG0000634	Prbi.g_00843	Syam.g_01294
OG0000635	Prbi.g_00844	Syam.g_01293
OG0000636	Prbi.g_00846	Syam.g_01291
OG0000637	Prbi.g_00848	Syam.g_01289
OG0000638	Prbi.g_00849	Syam.g_01288
OG0000639	Prbi.g_00850	Syam.g_01287
OG0000640	Prbi.g_00851	Syam.g_01286
OG0000641	Prbi.g_00855	Syam.g_01282
OG0000642	Prbi.g_00856	Syam.g_01281
OG0000643	Prbi.g_00857	Syam.g_01280
OG0000644	Prbi.g_00858	Syam.g_01279
OG0000645	Prbi.g_00859	Syam.g_01277
OG0000646	Prbi.g_00861	Syam.g_01274
OG0000647	Prbi.g_00862	Syam.g_01272
OG0000648	Prbi.g_00864	Syam.g_01269
OG0000649	Prbi.g_00865	Syam.g_01268
OG0000650	Prbi.g_00866	Syam.g_01267
OG0000651	Prbi.g_00867	Syam.g_01266
OG0000652	Prbi.g_00868	Syam.g_01265
OG0000653	Prbi.g_00870	Syam.g_01263
OG0000654	Prbi.g_00871	Syam.g_01262
OG0000655	Prbi.g_00872	Syam.g_01261
OG0000656	Prbi.g_00875	Syam.g_01258
OG0000657	Prbi.g_00883	Syam.g_00739
OG0000658	Prbi.g_00884	Syam.g_00735
OG0000659	Prbi.g_00885	Syam.g_00734
OG0000660	Prbi.g_00889	Syam.g_00730
OG0000661	Prbi.g_00891	Syam.g_00728
OG0000662	Prbi.g_00893	Syam.g_00726
OG0000663	Prbi.g_00895	Syam.g_00723
OG0000664	Prbi.g_00896	Syam.g_00722
OG0000665	Prbi.g_00900	Syam.g_02027
OG0000666	Prbi.g_00901	Syam.g_01030
OG0000667	Prbi.g_00905	Syam.g_00937
OG0000668	Prbi.g_00934	Syam.g_01185
OG0000669	Prbi.g_00942	Syam.g_01358
OG0000670	Prbi.g_00944	Syam.g_00528
OG0000671	Prbi.g_00946	Syam.g_01354
OG0000672	Prbi.g_00949	Syam.g_01351
OG0000673	Prbi.g_00952	Syam.g_01348
OG0000674	Prbi.g_00954	Syam.g_01346
OG0000675	Prbi.g_00955	Syam.g_01345
OG0000676	Prbi.g_00957	Syam.g_01343
OG0000677	Prbi.g_00958	Syam.g_01342
OG0000678	Prbi.g_00960	Syam.g_01339
OG0000679	Prbi.g_00964	Syam.g_01323
OG0000680	Prbi.g_00965	Syam.g_01322
OG0000681	Prbi.g_00968	Syam.g_01319
OG0000682	Prbi.g_00969	Syam.g_01318
OG0000683	Prbi.g_00970	Syam.g_01317
OG0000684	Prbi.g_00971	Syam.g_01312
OG0000685	Prbi.g_00973	Syam.g_01310
OG0000686	Prbi.g_00974	Syam.g_01309
OG0000687	Prbi.g_00975	Syam.g_01308
OG0000688	Prbi.g_00978	Syam.g_01304
OG0000689	Prbi.g_00979	Syam.g_01302
OG0000690	Prbi.g_00980	Syam.g_01301
OG0000691	Prbi.g_00981	Syam.g_01300
OG0000692	Prbi.g_00983	Syam.g_01299
OG0000693	Prbi.g_00984	Syam.g_01298
OG0000694	Prbi.g_00985	Syam.g_01297
OG0000695	Prbi.g_00987	Syam.g_01088
OG0000696	Prbi.g_00988	Syam.g_01089
OG0000697	Prbi.g_00989	Syam.g_01091
OG0000698	Prbi.g_00992	Syam.g_01094
OG0000699	Prbi.g_00993	Syam.g_01096
OG0000700	Prbi.g_00994	Syam.g_01097
OG0000701	Prbi.g_00995	Syam.g_01098
OG0000702	Prbi.g_00997	Syam.g_01106
OG0000703	Prbi.g_00998	Syam.g_01107
OG0000704	Prbi.g_00999	Syam.g_01109
OG0000705	Prbi.g_01003	Syam.g_01116
OG0000706	Prbi.g_01004	Syam.g_01117
OG0000707	Prbi.g_01005	Syam.g_01118
OG0000708	Prbi.g_01006	Syam.g_01121
OG0000709	Prbi.g_01010	Syam.g_01131
OG0000710	Prbi.g_01013	Syam.g_01135
OG0000711	Prbi.g_01030	Syam.g_01165
OG0000712	Prbi.g_01032	Syam.g_01167
OG0000713	Prbi.g_01033	Syam.g_01168
OG0000714	Prbi.g_01034	Syam.g_01170
OG0000715	Prbi.g_01036	Syam.g_01172
OG0000716	Prbi.g_01038	Syam.g_01176
OG0000717	Prbi.g_01039	Syam.g_01177
OG0000718	Prbi.g_01055	Syam.g_01181
OG0000719	Prbi.g_01057	Syam.g_01183
OG0000720	Prbi.g_01066	Syam.g_01197
OG0000721	Prbi.g_01068	Syam.g_01199
OG0000722	Prbi.g_01069	Syam.g_01200
OG0000723	Prbi.g_01072	Syam.g_01224
OG0000724	Prbi.g_01081	Syam.g_00768
OG0000725	Prbi.g_01087	Syam.g_00777
OG0000726	Prbi.g_01088	Syam.g_00778
OG0000727	Prbi.g_01089	Syam.g_00779
OG0000728	Prbi.g_01091	Syam.g_00781
OG0000729	Prbi.g_01138	Syam.g_00105
OG0000730	Prbi.g_01142	Syam.g_00454
OG0000731	Prbi.g_01146	Syam.g_00466
OG0000732	Prbi.g_01155	Syam.g_00051
OG0000733	Prbi.g_01175	Syam.g_02339
OG0000734	Prbi.g_01192	Syam.g_02128
OG0000735	Prbi.g_01194	Syam.g_01810
OG0000736	Prbi.g_01195	Syam.g_01809
OG0000737	Prbi.g_01196	Syam.g_01808
OG0000738	Prbi.g_01200	Syam.g_01803
OG0000739	Prbi.g_01201	Syam.g_01802
OG0000740	Prbi.g_01202	Syam.g_01801
OG0000741	Prbi.g_01203	Syam.g_01798
OG0000742	Prbi.g_01206	Syam.g_01796
OG0000743	Prbi.g_01208	Syam.g_01794
OG0000744	Prbi.g_01209	Syam.g_01793
OG0000745	Prbi.g_01210	Syam.g_01791
OG0000746	Prbi.g_01212	Syam.g_01789
OG0000747	Prbi.g_01213	Syam.g_01788
OG0000748	Prbi.g_01216	Syam.g_01779
OG0000749	Prbi.g_01217	Syam.g_01776
OG0000750	Prbi.g_01218	Syam.g_01775
OG0000751	Prbi.g_01220	Syam.g_01770
OG0000752	Prbi.g_01222	Syam.g_01768
OG0000753	Prbi.g_01225	Syam.g_01765
OG0000754	Prbi.g_01228	Syam.g_00910
OG0000755	Prbi.g_01231	Syam.g_00900
OG0000756	Prbi.g_01232	Syam.g_00899
OG0000757	Prbi.g_01238	Syam.g_00891
OG0000758	Prbi.g_01239	Syam.g_00890
OG0000759	Prbi.g_01240	Syam.g_00889
OG0000760	Prbi.g_01241	Syam.g_00888
OG0000761	Prbi.g_01242	Syam.g_00886
OG0000762	Prbi.g_01243	Syam.g_00884
OG0000763	Prbi.g_01245	Syam.g_00882
OG0000764	Prbi.g_01246	Syam.g_00881
OG0000765	Prbi.g_01255	Syam.g_00864
OG0000766	Prbi.g_01256	Syam.g_00863
OG0000767	Prbi.g_01258	Syam.g_00861
OG0000768	Prbi.g_01259	Syam.g_00860
OG0000769	Prbi.g_01261	Syam.g_00858
OG0000770	Prbi.g_01263	Syam.g_00855
OG0000771	Prbi.g_01277	Syam.g_00762
OG0000772	Prbi.g_01363	Syam.g_01005
OG0000773	Prbi.g_01382	Syam.g_01816
OG0000774	Prbi.g_01384	Syam.g_01820
OG0000775	Prbi.g_01386	Syam.g_01823
OG0000776	Prbi.g_01387	Syam.g_01824
OG0000777	Prbi.g_01388	Syam.g_01825
OG0000778	Prbi.g_01389	Syam.g_01826
OG0000779	Prbi.g_01393	Syam.g_01832
OG0000780	Prbi.g_01394	Syam.g_01835
OG0000781	Prbi.g_01397	Syam.g_01839
OG0000782	Prbi.g_01398	Syam.g_01840
OG0000783	Prbi.g_01399	Syam.g_01841
OG0000784	Prbi.g_01400	Syam.g_01842
OG0000785	Prbi.g_01402	Syam.g_01844
OG0000786	Prbi.g_01404	Syam.g_01700
OG0000787	Prbi.g_01405	Syam.g_01701
OG0000788	Prbi.g_01426	Syam.g_01455
OG0000789	Prbi.g_01429	Syam.g_01044
OG0000790	Prbi.g_01444	Syam.g_00570
OG0000791	Prbi.g_01446	Syam.g_00568
OG0000792	Prbi.g_01447	Syam.g_00567
OG0000793	Prbi.g_01450	Syam.g_00562
OG0000794	Prbi.g_01451	Syam.g_00561
OG0000795	Prbi.g_01452	Syam.g_00560
OG0000796	Prbi.g_01456	Syam.g_00556
OG0000797	Prbi.g_01457	Syam.g_00555
OG0000799	Prbi.g_01571	Syam.g_01585
OG0000800	Prbi.g_01572	Syam.g_01588
OG0000801	Prbi.g_01573	Syam.g_01589
OG0000802	Prbi.g_01575	Syam.g_01592
OG0000803	Prbi.g_01577	Syam.g_01597
OG0000804	Prbi.g_01578	Syam.g_01600
OG0000805	Prbi.g_01580	Syam.g_01602
OG0000806	Prbi.g_01582	Syam.g_01604
OG0000807	Prbi.g_01583	Syam.g_01606
OG0000808	Prbi.g_01584	Syam.g_01607
OG0000809	Prbi.g_01587	Syam.g_01610
OG0000810	Prbi.g_01588	Syam.g_01611
OG0000811	Prbi.g_01594	Syam.g_01616
OG0000812	Prbi.g_01596	Syam.g_01618
OG0000813	Prbi.g_01597	Syam.g_01619
OG0000814	Prbi.g_01599	Syam.g_01621
OG0000815	Prbi.g_01600	Syam.g_01622
OG0000816	Prbi.g_01602	Syam.g_01624
OG0000817	Prbi.g_01603	Syam.g_01625
OG0000818	Prbi.g_01608	Syam.g_01631
OG0000819	Prbi.g_01609	Syam.g_01632
OG0000820	Prbi.g_01610	Syam.g_01633
OG0000821	Prbi.g_01613	Syam.g_01639
OG0000822	Prbi.g_01614	Syam.g_01641
OG0000823	Prbi.g_01615	Syam.g_01642
OG0000824	Prbi.g_01618	Syam.g_01648
OG0000825	Prbi.g_01619	Syam.g_01649
OG0000826	Prbi.g_01620	Syam.g_01650
OG0000827	Prbi.g_01621	Syam.g_01651
OG0000828	Prbi.g_01624	Syam.g_01655
OG0000829	Prbi.g_01625	Syam.g_01656
OG0000830	Prbi.g_01626	Syam.g_01657
OG0000831	Prbi.g_01628	Syam.g_01659
OG0000832	Prbi.g_01634	Syam.g_01923
OG0000833	Prbi.g_01642	Syam.g_01932
OG0000834	Prbi.g_01643	Syam.g_01933
OG0000835	Prbi.g_01644	Syam.g_01934
OG0000836	Prbi.g_01645	Syam.g_01937
OG0000837	Prbi.g_01646	Syam.g_01938
OG0000838	Prbi.g_01648	Syam.g_01946
OG0000839	Prbi.g_01649	Syam.g_01947
OG0000840	Prbi.g_01650	Syam.g_01948
OG0000841	Prbi.g_01651	Syam.g_01949
OG0000842	Prbi.g_01652	Syam.g_01950
OG0000843	Prbi.g_01653	Syam.g_01951
OG0000844	Prbi.g_01654	Syam.g_01953
OG0000845	Prbi.g_01655	Syam.g_01954
OG0000846	Prbi.g_01656	Syam.g_01955
OG0000847	Prbi.g_01657	Syam.g_01956
OG0000848	Prbi.g_01658	Syam.g_01958
OG0000849	Prbi.g_01659	Syam.g_01959
OG0000850	Prbi.g_01661	Syam.g_01961
OG0000851	Prbi.g_01662	Syam.g_01966
OG0000852	Prbi.g_01663	Syam.g_01967
OG0000853	Prbi.g_01667	Syam.g_01971
OG0000854	Prbi.g_01669	Syam.g_01973
OG0000855	Prbi.g_01670	Syam.g_01974
OG0000856	Prbi.g_01685	Syam.g_01483
OG0000857	Prbi.g_01711	Syam.g_01273
OG0000858	Prbi.g_01781	Syam.g_01980
OG0000859	Prbi.g_01782	Syam.g_01981
OG0000860	Prbi.g_01789	Syam.g_01992
OG0000861	Prbi.g_01790	Syam.g_01993
OG0000862	Prbi.g_01791	Syam.g_01994
OG0000863	Prbi.g_01793	Syam.g_01996
OG0000864	Prbi.g_01794	Syam.g_01997
OG0000865	Prbi.g_01795	Syam.g_01998
OG0000866	Prbi.g_01796	Syam.g_01999
OG0000867	Prbi.g_01797	Syam.g_02000
OG0000868	Prbi.g_01798	Syam.g_02003
OG0000869	Prbi.g_01802	Syam.g_02007
OG0000870	Prbi.g_01807	Syam.g_02012
OG0000871	Prbi.g_01808	Syam.g_02013
OG0000872	Prbi.g_01809	Syam.g_02021
OG0000873	Prbi.g_01812	Syam.g_02024
OG0000874	Prbi.g_01815	Syam.g_02019
OG0000875	Prbi.g_01816	Syam.g_02026
OG0000876	Prbi.g_01817	Syam.g_01877
OG0000877	Prbi.g_01819	Syam.g_01882
OG0000878	Prbi.g_01820	Syam.g_01883
OG0000879	Prbi.g_01821	Syam.g_01884
OG0000880	Prbi.g_01822	Syam.g_01885
OG0000881	Prbi.g_01826	Syam.g_01891
OG0000882	Prbi.g_01831	Syam.g_01896
OG0000883	Prbi.g_01832	Syam.g_01898
OG0000884	Prbi.g_01834	Syam.g_01900
OG0000885	Prbi.g_01835	Syam.g_01901
OG0000886	Prbi.g_01836	Syam.g_01902
OG0000887	Prbi.g_01837	Syam.g_01903
OG0000888	Prbi.g_01839	Syam.g_01905
OG0000889	Prbi.g_01841	Syam.g_01907
OG0000890	Prbi.g_01842	Syam.g_01910
OG0000891	Prbi.g_01843	Syam.g_01911
OG0000892	Prbi.g_01845	Syam.g_01913
OG0000893	Prbi.g_01848	Syam.g_00287
OG0000894	Prbi.g_01850	Syam.g_00290
OG0000895	Prbi.g_01853	Syam.g_00294
OG0000896	Prbi.g_01854	Syam.g_00295
OG0000897	Prbi.g_01856	Syam.g_00297
OG0000898	Prbi.g_01857	Syam.g_00298
OG0000899	Prbi.g_01858	Syam.g_00299
OG0000900	Prbi.g_01859	Syam.g_00300
OG0000901	Prbi.g_01863	Syam.g_00305
OG0000902	Prbi.g_01865	Syam.g_00307
OG0000903	Prbi.g_01868	Syam.g_00322
OG0000904	Prbi.g_01870	Syam.g_00317
OG0000905	Prbi.g_01875	Syam.g_00312
OG0000906	Prbi.g_01876	Syam.g_00309
OG0000907	Prbi.g_01896	Syam.g_00324
OG0000908	Prbi.g_01899	Syam.g_00327
OG0000909	Prbi.g_01900	Syam.g_00328
OG0000910	Prbi.g_01901	Syam.g_00329
OG0000911	Prbi.g_01903	Syam.g_00331
OG0000912	Prbi.g_01904	Syam.g_00332
OG0000913	Prbi.g_01905	Syam.g_00333
OG0000914	Prbi.g_01906	Syam.g_00334
OG0000915	Prbi.g_01907	Syam.g_00336
OG0000916	Prbi.g_01908	Syam.g_00337
OG0000917	Prbi.g_01909	Syam.g_00338
OG0000918	Prbi.g_01910	Syam.g_00339
OG0000919	Prbi.g_01911	Syam.g_00340
OG0000920	Prbi.g_01912	Syam.g_00341
OG0000921	Prbi.g_01913	Syam.g_00342
OG0000922	Prbi.g_01914	Syam.g_00343
OG0000923	Prbi.g_01918	Syam.g_00347
OG0000924	Prbi.g_01919	Syam.g_00348
OG0000925	Prbi.g_01920	Syam.g_00349
OG0000926	Prbi.g_01921	Syam.g_00350
OG0000927	Prbi.g_01923	Syam.g_00352
OG0000928	Prbi.g_01924	Syam.g_00353
OG0000929	Prbi.g_01925	Syam.g_00354
OG0000930	Prbi.g_01926	Syam.g_00355
OG0000931	Prbi.g_01927	Syam.g_00356
OG0000932	Prbi.g_01928	Syam.g_00357
OG0000933	Prbi.g_01932	Syam.g_00363
OG0000934	Prbi.g_01934	Syam.g_00365
OG0000935	Prbi.g_01935	Syam.g_00366
OG0000936	Prbi.g_01936	Syam.g_00368
OG0000937	Prbi.g_01937	Syam.g_00369
OG0000938	Prbi.g_01939	Syam.g_00373
OG0000939	Prbi.g_01940	Syam.g_00374
OG0000940	Prbi.g_01947	Syam.g_00381
OG0000941	Prbi.g_01949	Syam.g_00383
OG0000942	Prbi.g_01951	Syam.g_00385
OG0000943	Prbi.g_01952	Syam.g_00386
OG0000944	Prbi.g_01953	Syam.g_00388
OG0000945	Prbi.g_01954	Syam.g_00390
OG0000946	Prbi.g_01958	Syam.g_00395
OG0000947	Prbi.g_01960	Syam.g_00398
OG0000948	Prbi.g_01961	Syam.g_00399
OG0000949	Prbi.g_01964	Syam.g_00159
OG0000950	Prbi.g_01969	Syam.g_00150
OG0000951	Prbi.g_01973	Syam.g_00145
OG0000952	Prbi.g_01977	Syam.g_00140
OG0000953	Prbi.g_01980	Syam.g_00136
OG0000954	Prbi.g_01984	Syam.g_00131
OG0000955	Prbi.g_01985	Syam.g_00130
OG0000956	Prbi.g_01987	Syam.g_00128
OG0000957	Prbi.g_01992	Syam.g_00117
OG0000958	Prbi.g_01993	Syam.g_00116
OG0000959	Prbi.g_01997	Syam.g_00112
OG0000960	Prbi.g_01998	Syam.g_00111
OG0000961	Prbi.g_02000	Syam.g_00108
OG0000962	Prbi.g_02002	Syam.g_00106
OG0000963	Prbi.g_02006	Syam.g_00101
OG0000964	Prbi.g_02007	Syam.g_00100
OG0000965	Prbi.g_02008	Syam.g_00099
OG0000966	Prbi.g_02027	Syam.g_00074
OG0000967	Prbi.g_02032	Syam.g_00069
OG0000968	Prbi.g_02034	Syam.g_00077
OG0000969	Prbi.g_02035	Syam.g_00072
OG0000970	Prbi.g_02036	Syam.g_00071
OG0000971	Prbi.g_02037	Syam.g_00066
OG0000972	Prbi.g_02038	Syam.g_00065
OG0000973	Prbi.g_02039	Syam.g_00064
OG0000974	Prbi.g_02040	Syam.g_00063
OG0000975	Prbi.g_02041	Syam.g_00062
OG0000976	Prbi.g_02042	Syam.g_00061
OG0000977	Prbi.g_02043	Syam.g_00059
OG0000978	Prbi.g_02044	Syam.g_00058
OG0000979	Prbi.g_02047	Syam.g_00055
OG0000980	Prbi.g_02049	Syam.g_00052
OG0000981	Prbi.g_02051	Syam.g_00049
OG0000982	Prbi.g_02053	Syam.g_02314
OG0000983	Prbi.g_02054	Syam.g_02315
OG0000984	Prbi.g_02055	Syam.g_02316
OG0000985	Prbi.g_02058	Syam.g_02318
OG0000986	Prbi.g_02060	Syam.g_02320
OG0000987	Prbi.g_02061	Syam.g_02322
OG0000988	Prbi.g_02064	Syam.g_02327
OG0000989	Prbi.g_02068	Syam.g_02334
OG0000990	Prbi.g_02071	Syam.g_02346
OG0000991	Prbi.g_02072	Syam.g_02348
OG0000992	Prbi.g_02074	Syam.g_02351
OG0000993	Prbi.g_02075	Syam.g_02352
OG0000994	Prbi.g_02076	Syam.g_02354
OG0000995	Prbi.g_02080	Syam.g_02359
OG0000996	Prbi.g_02081	Syam.g_02405
OG0000997	Prbi.g_02082	Syam.g_02416
OG0000998	Prbi.g_02084	Syam.g_02418
OG0000999	Prbi.g_02085	Syam.g_02419
OG0001000	Prbi.g_02088	Syam.g_02422
OG0001001	Prbi.g_02090	Syam.g_02427
OG0001002	Prbi.g_02094	Syam.g_02433
OG0001003	Prbi.g_02095	Syam.g_02434
OG0001004	Prbi.g_02096	Syam.g_02435
OG0001005	Prbi.g_02097	Syam.g_02436
OG0001006	Prbi.g_02101	Syam.g_02444
OG0001007	Prbi.g_02103	Syam.g_02446
OG0001008	Prbi.g_00438	Syam.g_01866
OG0001009	Prbi.g_00027	Syam.g_00032
OG0001010	Prbi.g_00028	Syam.g_00033
OG0001011	Prbi.g_00029	Syam.g_00034
OG0001012	Prbi.g_00052	Syam.g_02310
OG0001013	Prbi.g_00059	Syam.g_02296
OG0001014	Prbi.g_00062	Syam.g_02292
OG0001015	Prbi.g_00063	Syam.g_02291
OG0001016	Prbi.g_00080	Syam.g_02067
OG0001017	Prbi.g_00084	Syam.g_02073
OG0001018	Prbi.g_00087	Syam.g_02075
OG0001019	Prbi.g_00096	Syam.g_02093
OG0001020	Prbi.g_00097	Syam.g_02098
OG0001021	Prbi.g_00098	Syam.g_02102
OG0001022	Prbi.g_00101	Syam.g_02106
OG0001023	Prbi.g_00102	Syam.g_02107
OG0001024	Prbi.g_00105	Syam.g_02111
OG0001025	Prbi.g_00111	Syam.g_02118
OG0001026	Prbi.g_00118	Syam.g_02130
OG0001027	Prbi.g_00119	Syam.g_02135
OG0001028	Prbi.g_00121	Syam.g_02137
OG0001029	Prbi.g_00123	Syam.g_02139
OG0001030	Prbi.g_00138	Syam.g_02163
OG0001031	Prbi.g_00210	Syam.g_02239
OG0001032	Prbi.g_00211	Syam.g_02241
OG0001033	Prbi.g_00232	Syam.g_02265
OG0001034	Prbi.g_00260	Syam.g_00508
OG0001035	Prbi.g_00278	Syam.g_00265
OG0001036	Prbi.g_00283	Syam.g_00261
OG0001037	Prbi.g_00284	Syam.g_00259
OG0001038	Prbi.g_00302	Syam.g_00232
OG0001039	Prbi.g_00305	Syam.g_00229
OG0001040	Prbi.g_00307	Syam.g_00226
OG0001041	Prbi.g_00311	Syam.g_00221
OG0001042	Prbi.g_00328	Syam.g_00196
OG0001043	Prbi.g_00329	Syam.g_00192
OG0001044	Prbi.g_00357	Syam.g_00456
OG0001045	Prbi.g_00366	Syam.g_00469
OG0001046	Prbi.g_00403	Syam.g_01151
OG0001047	Prbi.g_00440	Syam.g_01864
OG0001048	Prbi.g_00441	Syam.g_01863
OG0001049	Prbi.g_00443	Syam.g_01855
OG0001050	Prbi.g_00444	Syam.g_01854
OG0001051	Prbi.g_00445	Syam.g_01853
OG0001052	Prbi.g_00474	Syam.g_01672
OG0001053	Prbi.g_00486	Syam.g_00586
OG0001054	Prbi.g_00501	Syam.g_00603
OG0001055	Prbi.g_00520	Syam.g_00624
OG0001056	Prbi.g_00539	Syam.g_00656
OG0001057	Prbi.g_00544	Syam.g_00664
OG0001058	Prbi.g_00552	Syam.g_00677
OG0001059	Prbi.g_00556	Syam.g_00681
OG0001060	Prbi.g_00563	Syam.g_00688
OG0001061	Prbi.g_00576	Syam.g_01744
OG0001062	Prbi.g_00578	Syam.g_01742
OG0001063	Prbi.g_00580	Syam.g_01737
OG0001064	Prbi.g_00581	Syam.g_01736
OG0001065	Prbi.g_00582	Syam.g_01735
OG0001066	Prbi.g_00583	Syam.g_01734
OG0001067	Prbi.g_00584	Syam.g_01733
OG0001068	Prbi.g_00585	Syam.g_01732
OG0001069	Prbi.g_00586	Syam.g_01731
OG0001070	Prbi.g_00589	Syam.g_01728
OG0001071	Prbi.g_00590	Syam.g_01727
OG0001072	Prbi.g_00592	Syam.g_01723
OG0001073	Prbi.g_00606	Syam.g_01709
OG0001074	Prbi.g_00617	Syam.g_01504
OG0001075	Prbi.g_00618	Syam.g_01502
OG0001076	Prbi.g_00626	Syam.g_01491
OG0001077	Prbi.g_00630	Syam.g_01480
OG0001078	Prbi.g_00639	Syam.g_01467
OG0001079	Prbi.g_00650	Syam.g_01454
OG0001080	Prbi.g_00656	Syam.g_01034
OG0001081	Prbi.g_00658	Syam.g_01386
OG0001082	Prbi.g_00659	Syam.g_01385
OG0001083	Prbi.g_00664	Syam.g_01377
OG0001084	Prbi.g_00665	Syam.g_01376
OG0001085	Prbi.g_00673	Syam.g_01366
OG0001086	Prbi.g_00674	Syam.g_01364
OG0001087	Prbi.g_00691	Syam.g_00813
OG0001088	Prbi.g_00692	Syam.g_00809
OG0001089	Prbi.g_00700	Syam.g_00785
OG0001090	Prbi.g_00746	Syam.g_01246
OG0001091	Prbi.g_00748	Syam.g_01244
OG0001092	Prbi.g_00749	Syam.g_01242
OG0001093	Prbi.g_00754	Syam.g_01236
OG0001094	Prbi.g_00841	Syam.g_01296
OG0001095	Prbi.g_00860	Syam.g_01276
OG0001096	Prbi.g_00873	Syam.g_01260
OG0001097	Prbi.g_00892	Syam.g_00727
OG0001098	Prbi.g_00907	Syam.g_01037
OG0001099	Prbi.g_00939	Syam.g_02138
OG0001100	Prbi.g_00943	Syam.g_01356
OG0001101	Prbi.g_00945	Syam.g_01355
OG0001103	Prbi.g_00950	Syam.g_01350
OG0001104	Prbi.g_00972	Syam.g_01311
OG0001105	Prbi.g_00976	Syam.g_01307
OG0001106	Prbi.g_01000	Syam.g_01110
OG0001107	Prbi.g_01007	Syam.g_01122
OG0001108	Prbi.g_01011	Syam.g_01132
OG0001109	Prbi.g_01012	Syam.g_01134
OG0001110	Prbi.g_01014	Syam.g_01136
OG0001111	Prbi.g_01015	Syam.g_01138
OG0001112	Prbi.g_01016	Syam.g_01140
OG0001113	Prbi.g_01017	Syam.g_01141
OG0001114	Prbi.g_01018	Syam.g_01142
OG0001115	Prbi.g_01020	Syam.g_01146
OG0001116	Prbi.g_01021	Syam.g_01148
OG0001117	Prbi.g_01022	Syam.g_01149
OG0001118	Prbi.g_01023	Syam.g_01150
OG0001119	Prbi.g_01024	Syam.g_01152
OG0001120	Prbi.g_01026	Syam.g_01156
OG0001121	Prbi.g_01172, Prbi.g_01029	Syam.g_00970
