Orthogroup	Prbi	Syal
OG0000555	Prbi.g_00545	Syal.g_02823
OG0000556	Prbi.g_00547	Syal.g_02819
OG0000557	Prbi.g_00548	Syal.g_02816
OG0000558	Prbi.g_00550	Syal.g_02814
OG0000559	Prbi.g_00554	Syal.g_02305, Syal.g_02810
OG0000560	Prbi.g_00557	Syal.g_02807
OG0000561	Prbi.g_00558	Syal.g_02806
OG0000562	Prbi.g_00559	Syal.g_02805
OG0000563	Prbi.g_00560	Syal.g_02804
OG0000564	Prbi.g_00561	Syal.g_02803
OG0000565	Prbi.g_00564	Syal.g_02799
OG0000566	Prbi.g_00566	Syal.g_02795
OG0000567	Prbi.g_00570	Syal.g_02791
OG0000568	Prbi.g_00571	Syal.g_02789
OG0000569	Prbi.g_00572	Syal.g_02788
OG0000570	Prbi.g_00573	Syal.g_02787
OG0000571	Prbi.g_00575	Syal.g_02784
OG0000572	Prbi.g_00588	Syal.g_02767
OG0000573	Prbi.g_00594	Syal.g_02759
OG0000574	Prbi.g_00595	Syal.g_02758
OG0000575	Prbi.g_00599	Syal.g_02753
OG0000576	Prbi.g_00601	Syal.g_02751
OG0000577	Prbi.g_00602	Syal.g_02750
OG0000578	Prbi.g_00603	Syal.g_02749
OG0000579	Prbi.g_00604	Syal.g_02748
OG0000580	Prbi.g_00605	Syal.g_02747
OG0000581	Prbi.g_00607	Syal.g_02741
OG0000582	Prbi.g_00610	Syal.g_02736
OG0000583	Prbi.g_00611	Syal.g_02735
OG0000584	Prbi.g_00612	Syal.g_02734
OG0000585	Prbi.g_00614	Syal.g_02731
OG0000586	Prbi.g_00615	Syal.g_02730
OG0000587	Prbi.g_00616	Syal.g_02728
OG0000588	Prbi.g_00620	Syal.g_02717
OG0000589	Prbi.g_00623	Syal.g_02714
OG0000590	Prbi.g_00624	Syal.g_02713
OG0000591	Prbi.g_00627	Syal.g_02707
OG0000592	Prbi.g_00628	Syal.g_02706
OG0000593	Prbi.g_00635	Syal.g_02640
OG0000594	Prbi.g_00636	Syal.g_02639
OG0000595	Prbi.g_00637	Syal.g_02638
OG0000596	Prbi.g_00641	Syal.g_02633
OG0000597	Prbi.g_00643	Syal.g_02630
OG0000598	Prbi.g_00644	Syal.g_02629
OG0000599	Prbi.g_00647	Syal.g_02622
OG0000600	Prbi.g_00648	Syal.g_02621
OG0000601	Prbi.g_00649	Syal.g_02620
OG0000602	Prbi.g_00651	Syal.g_02615
OG0000603	Prbi.g_00652	Syal.g_02614
OG0000604	Prbi.g_00653	Syal.g_02612
OG0000605	Prbi.g_00654	Syal.g_02516
OG0000606	Prbi.g_00657	Syal.g_02174
OG0000607	Prbi.g_00660	Syal.g_02177
OG0000608	Prbi.g_00661	Syal.g_02178
OG0000609	Prbi.g_00662	Syal.g_02180
OG0000610	Prbi.g_00667	Syal.g_02198
OG0000611	Prbi.g_00670	Syal.g_02201
OG0000612	Prbi.g_00671	Syal.g_02202
OG0000613	Prbi.g_00676	Syal.g_01325
OG0000614	Prbi.g_00695	Syal.g_01794
OG0000615	Prbi.g_00704	Syal.g_02256
OG0000616	Prbi.g_00708	Syal.g_00079
OG0000617	Prbi.g_00751	Syal.g_01866
OG0000618	Prbi.g_00752	Syal.g_01867
OG0000619	Prbi.g_00753	Syal.g_02417
OG0000620	Prbi.g_00756	Syal.g_02422
OG0000621	Prbi.g_00757	Syal.g_02423
OG0000622	Prbi.g_00758	Syal.g_02424
OG0000623	Prbi.g_00759	Syal.g_02425
OG0000624	Prbi.g_00760	Syal.g_02427
OG0000625	Prbi.g_00761	Syal.g_02428
OG0000626	Prbi.g_00762	Syal.g_02429
OG0000627	Prbi.g_00763	Syal.g_02048
OG0000628	Prbi.g_00764	Syal.g_02047
OG0000629	Prbi.g_00765	Syal.g_02044
OG0000630	Prbi.g_00768	Syal.g_02040
OG0000631	Prbi.g_00838	Syal.g_02031
OG0000632	Prbi.g_00839	Syal.g_02030
OG0000633	Prbi.g_00840	Syal.g_02029
OG0000634	Prbi.g_00843	Syal.g_02410
OG0000635	Prbi.g_00844	Syal.g_02411
OG0000636	Prbi.g_00846	Syal.g_02413
OG0000637	Prbi.g_00848	Syal.g_02415
OG0000638	Prbi.g_00849	Syal.g_02416
OG0000639	Prbi.g_00850	Syal.g_01868
OG0000640	Prbi.g_00851	Syal.g_01869
OG0000641	Prbi.g_00855	Syal.g_01873
OG0000642	Prbi.g_00856	Syal.g_01874
OG0000643	Prbi.g_00857	Syal.g_01875
OG0000644	Prbi.g_00858	Syal.g_01876
OG0000645	Prbi.g_00859	Syal.g_01878
OG0000646	Prbi.g_00861	Syal.g_01881
OG0000647	Prbi.g_00862	Syal.g_01883
OG0000648	Prbi.g_00864	Syal.g_02438
OG0000649	Prbi.g_00865	Syal.g_02439
OG0000650	Prbi.g_00866	Syal.g_02440
OG0000651	Prbi.g_00867	Syal.g_02441
OG0000652	Prbi.g_00868	Syal.g_02442
OG0000653	Prbi.g_00870	Syal.g_02444
OG0000654	Prbi.g_00871	Syal.g_02445
OG0000655	Prbi.g_00872	Syal.g_02446
OG0000656	Prbi.g_00875	Syal.g_02449
OG0000657	Prbi.g_00883	Syal.g_02460
OG0000658	Prbi.g_00884	Syal.g_02465
OG0000659	Prbi.g_00885	Syal.g_02466
OG0000660	Prbi.g_00889	Syal.g_02470
OG0000661	Prbi.g_00891	Syal.g_02472
OG0000662	Prbi.g_00893	Syal.g_02474
OG0000663	Prbi.g_00895	Syal.g_02477
OG0000664	Prbi.g_00896	Syal.g_02478
OG0000665	Prbi.g_00900	Syal.g_02593
OG0000666	Prbi.g_00901	Syal.g_02605
OG0000667	Prbi.g_00905	Syal.g_02192
OG0000668	Prbi.g_00934	Syal.g_01920
OG0000669	Prbi.g_00942	Syal.g_02295
OG0000670	Prbi.g_00944	Syal.g_02956
OG0000671	Prbi.g_00946	Syal.g_02291
OG0000672	Prbi.g_00949	Syal.g_02288
OG0000673	Prbi.g_00952	Syal.g_02285
OG0000674	Prbi.g_00954	Syal.g_02283
OG0000675	Prbi.g_00955	Syal.g_02282
OG0000676	Prbi.g_00957	Syal.g_02272
OG0000677	Prbi.g_00958	Syal.g_02271
OG0000678	Prbi.g_00960	Syal.g_02264
OG0000679	Prbi.g_00964	Syal.g_02252
OG0000680	Prbi.g_00965	Syal.g_02251
OG0000681	Prbi.g_00968	Syal.g_02248
OG0000682	Prbi.g_00969	Syal.g_02247
OG0000683	Prbi.g_00970	Syal.g_02246
OG0000684	Prbi.g_00971	Syal.g_02242
OG0000685	Prbi.g_00973	Syal.g_02240
OG0000686	Prbi.g_00974	Syal.g_02239
OG0000687	Prbi.g_00975	Syal.g_02237
OG0000688	Prbi.g_00978	Syal.g_02225
OG0000689	Prbi.g_00979	Syal.g_02223
OG0000690	Prbi.g_00980	Syal.g_02222
OG0000691	Prbi.g_00981	Syal.g_02221
OG0000692	Prbi.g_00983	Syal.g_02220
OG0000693	Prbi.g_00984	Syal.g_02218
OG0000694	Prbi.g_00985	Syal.g_02217
OG0000695	Prbi.g_00987	Syal.g_02027
OG0000696	Prbi.g_00988	Syal.g_02026
OG0000697	Prbi.g_00989	Syal.g_02025
OG0000698	Prbi.g_00992	Syal.g_02022
OG0000699	Prbi.g_00993	Syal.g_02021
OG0000700	Prbi.g_00994	Syal.g_02020
OG0000701	Prbi.g_00995	Syal.g_02019
OG0000702	Prbi.g_00997	Syal.g_02011
OG0000703	Prbi.g_00998	Syal.g_02010
OG0000704	Prbi.g_00999	Syal.g_02008
OG0000705	Prbi.g_01003	Syal.g_01999
OG0000706	Prbi.g_01004	Syal.g_01998
OG0000707	Prbi.g_01005	Syal.g_01997
OG0000708	Prbi.g_01006	Syal.g_01994
OG0000709	Prbi.g_01010	Syal.g_01986
OG0000710	Prbi.g_01013	Syal.g_01982
OG0000711	Prbi.g_01030	Syal.g_01954
OG0000712	Prbi.g_01032	Syal.g_01952
OG0000713	Prbi.g_01033	Syal.g_01951
OG0000714	Prbi.g_01034	Syal.g_01948
OG0000715	Prbi.g_01036	Syal.g_01934
OG0000716	Prbi.g_01038	Syal.g_01930
OG0000717	Prbi.g_01039	Syal.g_01929
OG0000718	Prbi.g_01055	Syal.g_01925
OG0000719	Prbi.g_01057	Syal.g_01922
OG0000720	Prbi.g_01066	Syal.g_01908
OG0000721	Prbi.g_01068	Syal.g_01906
OG0000722	Prbi.g_01069	Syal.g_01905
OG0000723	Prbi.g_01072	Syal.g_02433
OG0000724	Prbi.g_01081	Syal.g_01829
OG0000725	Prbi.g_01087	Syal.g_01820
OG0000726	Prbi.g_01088	Syal.g_01819
OG0000727	Prbi.g_01089	Syal.g_01818
OG0000728	Prbi.g_01091	Syal.g_01816
OG0000729	Prbi.g_01138	Syal.g_01510
OG0000730	Prbi.g_01142	Syal.g_00345
OG0000731	Prbi.g_01146	Syal.g_00356
OG0000732	Prbi.g_01155	Syal.g_00149
OG0000733	Prbi.g_01175	Syal.g_01105
OG0000734	Prbi.g_01192	Syal.g_00828
OG0000735	Prbi.g_01194	Syal.g_01627
OG0000736	Prbi.g_01195	Syal.g_01628
OG0000737	Prbi.g_01196	Syal.g_01629
OG0000738	Prbi.g_01200	Syal.g_01634
OG0000739	Prbi.g_01201	Syal.g_01645
OG0000740	Prbi.g_01202	Syal.g_01646
OG0000741	Prbi.g_01203	Syal.g_01649
OG0000742	Prbi.g_01206	Syal.g_01652
OG0000743	Prbi.g_01208	Syal.g_01654
OG0000744	Prbi.g_01209	Syal.g_01655
OG0000745	Prbi.g_01210	Syal.g_01657
OG0000746	Prbi.g_01212	Syal.g_01659
OG0000747	Prbi.g_01213	Syal.g_01660
OG0000748	Prbi.g_01216	Syal.g_01674
OG0000749	Prbi.g_01217	Syal.g_01675
OG0000750	Prbi.g_01218	Syal.g_01676
OG0000751	Prbi.g_01220	Syal.g_01688
OG0000752	Prbi.g_01222	Syal.g_01690
OG0000753	Prbi.g_01225	Syal.g_01693
OG0000754	Prbi.g_01228	Syal.g_01698
OG0000755	Prbi.g_01231	Syal.g_01707
OG0000756	Prbi.g_01232	Syal.g_01708
OG0000757	Prbi.g_01238	Syal.g_01715
OG0000758	Prbi.g_01239	Syal.g_01716
OG0000759	Prbi.g_01240	Syal.g_01717
OG0000760	Prbi.g_01241	Syal.g_01718
OG0000761	Prbi.g_01242	Syal.g_01719
OG0000762	Prbi.g_01243	Syal.g_01721
OG0000763	Prbi.g_01245	Syal.g_01723
OG0000764	Prbi.g_01246	Syal.g_01724
OG0000765	Prbi.g_01255	Syal.g_01768
OG0000766	Prbi.g_01256	Syal.g_01767
OG0000767	Prbi.g_01258	Syal.g_01765
OG0000768	Prbi.g_01259	Syal.g_01764
OG0000769	Prbi.g_01261	Syal.g_01762
OG0000770	Prbi.g_01263	Syal.g_01758
OG0000771	Prbi.g_01277	Syal.g_01835
OG0000772	Prbi.g_01363	Syal.g_01641
OG0000773	Prbi.g_01382	Syal.g_01618
OG0000774	Prbi.g_01384	Syal.g_01610
OG0000775	Prbi.g_01386	Syal.g_01608
OG0000776	Prbi.g_01387	Syal.g_01607
OG0000777	Prbi.g_01388	Syal.g_01606
OG0000778	Prbi.g_01389	Syal.g_01605
OG0000779	Prbi.g_01393	Syal.g_01599
OG0000780	Prbi.g_01394	Syal.g_01594
OG0000781	Prbi.g_01397	Syal.g_01590
OG0000782	Prbi.g_01398	Syal.g_01589
OG0000783	Prbi.g_01399	Syal.g_01588
OG0000784	Prbi.g_01400	Syal.g_01587
OG0000785	Prbi.g_01402	Syal.g_01585
OG0000786	Prbi.g_01404	Syal.g_01579
OG0000787	Prbi.g_01405	Syal.g_01578
OG0000788	Prbi.g_01426	Syal.g_02619
OG0000789	Prbi.g_01429	Syal.g_02598
OG0000790	Prbi.g_01444	Syal.g_02883
OG0000791	Prbi.g_01446	Syal.g_02882
OG0000792	Prbi.g_01447	Syal.g_02881
OG0000793	Prbi.g_01450	Syal.g_02876
OG0000794	Prbi.g_01451	Syal.g_02875
OG0000795	Prbi.g_01452	Syal.g_02874
OG0000796	Prbi.g_01456	Syal.g_02870
OG0000797	Prbi.g_01457	Syal.g_02869
OG0000799	Prbi.g_01571	Syal.g_01547
OG0000800	Prbi.g_01572	Syal.g_01542
OG0000801	Prbi.g_01573	Syal.g_01541
OG0000802	Prbi.g_01575	Syal.g_01536
OG0000803	Prbi.g_01577	Syal.g_00040
OG0000804	Prbi.g_01578	Syal.g_00036
OG0000805	Prbi.g_01580	Syal.g_00030
OG0000806	Prbi.g_01582	Syal.g_00028
OG0000807	Prbi.g_01583	Syal.g_00026
OG0000808	Prbi.g_01584	Syal.g_00025
OG0000809	Prbi.g_01587	Syal.g_00022
OG0000810	Prbi.g_01588	Syal.g_00021
OG0000811	Prbi.g_01594	Syal.g_00380
OG0000812	Prbi.g_01596	Syal.g_00382
OG0000813	Prbi.g_01597	Syal.g_00383
OG0000814	Prbi.g_01599	Syal.g_00385
OG0000815	Prbi.g_01600	Syal.g_00391
OG0000816	Prbi.g_01602	Syal.g_00393
OG0000817	Prbi.g_01603	Syal.g_00394
OG0000818	Prbi.g_01608	Syal.g_00401
OG0000819	Prbi.g_01609	Syal.g_00402
OG0000820	Prbi.g_01610	Syal.g_00403
OG0000821	Prbi.g_01613	Syal.g_00409
OG0000822	Prbi.g_01614	Syal.g_00411
OG0000823	Prbi.g_01615	Syal.g_00412
OG0000824	Prbi.g_01618	Syal.g_00417
OG0000825	Prbi.g_01619	Syal.g_00418
OG0000826	Prbi.g_01620	Syal.g_00419
OG0000827	Prbi.g_01621	Syal.g_00420
OG0000828	Prbi.g_01624	Syal.g_00423
OG0000829	Prbi.g_01625	Syal.g_00424
OG0000830	Prbi.g_01626	Syal.g_00425
OG0000831	Prbi.g_01628	Syal.g_00427
OG0000832	Prbi.g_01634	Syal.g_02967
OG0000833	Prbi.g_01642	Syal.g_02976
OG0000834	Prbi.g_01643	Syal.g_02979
OG0000835	Prbi.g_01644	Syal.g_02980
OG0000836	Prbi.g_01645	Syal.g_02983
OG0000837	Prbi.g_01646	Syal.g_02984
OG0000838	Prbi.g_01648	Syal.g_02988
OG0000839	Prbi.g_01649	Syal.g_02989
OG0000840	Prbi.g_01650	Syal.g_02990
OG0000841	Prbi.g_01651	Syal.g_02991
OG0000842	Prbi.g_01652	Syal.g_02992
OG0000843	Prbi.g_01653	Syal.g_02993
OG0000844	Prbi.g_01654	Syal.g_02995
OG0000845	Prbi.g_01655	Syal.g_02996
OG0000846	Prbi.g_01656	Syal.g_02997
OG0000847	Prbi.g_01657	Syal.g_02998
OG0000848	Prbi.g_01658	Syal.g_03000
OG0000849	Prbi.g_01659	Syal.g_03001
OG0000850	Prbi.g_01661	Syal.g_03008
OG0000851	Prbi.g_01662	Syal.g_00561
OG0000852	Prbi.g_01663	Syal.g_00562
OG0000853	Prbi.g_01667	Syal.g_00566
OG0000854	Prbi.g_01669	Syal.g_00568
OG0000855	Prbi.g_01670	Syal.g_00569
OG0000856	Prbi.g_01685	Syal.g_02704
OG0000857	Prbi.g_01711	Syal.g_01882
OG0000858	Prbi.g_01781	Syal.g_00576
OG0000859	Prbi.g_01782	Syal.g_00577
OG0000860	Prbi.g_01789	Syal.g_00589
OG0000861	Prbi.g_01790	Syal.g_00590
OG0000862	Prbi.g_01791	Syal.g_00591
OG0000863	Prbi.g_01793	Syal.g_00594
OG0000864	Prbi.g_01794	Syal.g_00595
OG0000865	Prbi.g_01795	Syal.g_00596
OG0000866	Prbi.g_01796	Syal.g_00597
OG0000867	Prbi.g_01797	Syal.g_00598
OG0000868	Prbi.g_01798	Syal.g_00604
OG0000869	Prbi.g_01802	Syal.g_00609
OG0000870	Prbi.g_01807	Syal.g_00614
OG0000871	Prbi.g_01808	Syal.g_00615
OG0000872	Prbi.g_01809	Syal.g_00621
OG0000873	Prbi.g_01812	Syal.g_00624
OG0000874	Prbi.g_01815	Syal.g_00627
OG0000875	Prbi.g_01816	Syal.g_00629
OG0000876	Prbi.g_01817	Syal.g_00631
OG0000877	Prbi.g_01819	Syal.g_00633
OG0000878	Prbi.g_01820	Syal.g_00634
OG0000879	Prbi.g_01821	Syal.g_00635
OG0000880	Prbi.g_01822	Syal.g_00636
OG0000881	Prbi.g_01826	Syal.g_00641
OG0000882	Prbi.g_01831	Syal.g_00646
OG0000883	Prbi.g_01832	Syal.g_00648
OG0000884	Prbi.g_01834	Syal.g_00650
OG0000885	Prbi.g_01835	Syal.g_00651
OG0000886	Prbi.g_01836	Syal.g_00652
OG0000887	Prbi.g_01837	Syal.g_00653
OG0000888	Prbi.g_01839	Syal.g_00655
OG0000889	Prbi.g_01841	Syal.g_00657
OG0000890	Prbi.g_01842	Syal.g_00663
OG0000891	Prbi.g_01843	Syal.g_00664
OG0000892	Prbi.g_01845	Syal.g_00668
OG0000893	Prbi.g_01848	Syal.g_00193
OG0000894	Prbi.g_01850	Syal.g_00196
OG0000895	Prbi.g_01853	Syal.g_00200
OG0000896	Prbi.g_01854	Syal.g_00201
OG0000897	Prbi.g_01856	Syal.g_00203
OG0000898	Prbi.g_01857	Syal.g_00204
OG0000899	Prbi.g_01858	Syal.g_00205
OG0000900	Prbi.g_01859	Syal.g_00206
OG0000901	Prbi.g_01863	Syal.g_00211
OG0000902	Prbi.g_01865	Syal.g_00213
OG0000903	Prbi.g_01868	Syal.g_00227
OG0000904	Prbi.g_01870	Syal.g_00222
OG0000905	Prbi.g_01875	Syal.g_00217
OG0000906	Prbi.g_01876	Syal.g_00215
OG0000907	Prbi.g_01896	Syal.g_00229
OG0000908	Prbi.g_01899	Syal.g_00232
OG0000909	Prbi.g_01900	Syal.g_00233
OG0000910	Prbi.g_01901	Syal.g_00234
OG0000911	Prbi.g_01903	Syal.g_00237
OG0000912	Prbi.g_01904	Syal.g_00238
OG0000913	Prbi.g_01905	Syal.g_00239
OG0000914	Prbi.g_01906	Syal.g_00240
OG0000915	Prbi.g_01907	Syal.g_00241
OG0000916	Prbi.g_01908	Syal.g_00242
OG0000917	Prbi.g_01909	Syal.g_00243
OG0000918	Prbi.g_01910	Syal.g_00244
OG0000919	Prbi.g_01911	Syal.g_00245
OG0000920	Prbi.g_01912	Syal.g_00246
OG0000921	Prbi.g_01913	Syal.g_00247
OG0000922	Prbi.g_01914	Syal.g_00248
OG0000923	Prbi.g_01918	Syal.g_00252
OG0000924	Prbi.g_01919	Syal.g_00253
OG0000925	Prbi.g_01920	Syal.g_00254
OG0000926	Prbi.g_01921	Syal.g_00255
OG0000927	Prbi.g_01923	Syal.g_00257
OG0000928	Prbi.g_01924	Syal.g_00258
OG0000929	Prbi.g_01925	Syal.g_00259
OG0000930	Prbi.g_01926	Syal.g_00260
OG0000931	Prbi.g_01927	Syal.g_00261
OG0000932	Prbi.g_01928	Syal.g_00262
OG0000933	Prbi.g_01932	Syal.g_00268
OG0000934	Prbi.g_01934	Syal.g_00270
OG0000935	Prbi.g_01935	Syal.g_00271
OG0000936	Prbi.g_01936	Syal.g_00272
OG0000937	Prbi.g_01937	Syal.g_00273
OG0000938	Prbi.g_01939	Syal.g_00276
OG0000939	Prbi.g_01940	Syal.g_00277
OG0000940	Prbi.g_01947	Syal.g_00285
OG0000941	Prbi.g_01949	Syal.g_00287
OG0000942	Prbi.g_01951	Syal.g_00289
OG0000943	Prbi.g_01952	Syal.g_00290
OG0000944	Prbi.g_01953	Syal.g_00292
OG0000945	Prbi.g_01954	Syal.g_00294
OG0000946	Prbi.g_01958	Syal.g_00301
OG0000947	Prbi.g_01960	Syal.g_00304
OG0000948	Prbi.g_01961	Syal.g_00305
OG0000949	Prbi.g_01964	Syal.g_01341
OG0000950	Prbi.g_01969	Syal.g_01348
OG0000951	Prbi.g_01973	Syal.g_01353
OG0000952	Prbi.g_01977	Syal.g_01363
OG0000953	Prbi.g_01980	Syal.g_01435
OG0000954	Prbi.g_01984	Syal.g_01443
OG0000955	Prbi.g_01985	Syal.g_01444
OG0000956	Prbi.g_01987	Syal.g_01446
OG0000957	Prbi.g_01992	Syal.g_01457
OG0000958	Prbi.g_01993	Syal.g_01458
OG0000959	Prbi.g_01997	Syal.g_01482
OG0000960	Prbi.g_01998	Syal.g_01483
OG0000961	Prbi.g_02000	Syal.g_01507
OG0000962	Prbi.g_02002	Syal.g_01509
OG0000963	Prbi.g_02006	Syal.g_01514
OG0000964	Prbi.g_02007	Syal.g_01515
OG0000965	Prbi.g_02008	Syal.g_01516
OG0000966	Prbi.g_02027	Syal.g_00176
OG0000967	Prbi.g_02032	Syal.g_00171
OG0000968	Prbi.g_02034	Syal.g_00169
OG0000969	Prbi.g_02035	Syal.g_00167
OG0000970	Prbi.g_02036	Syal.g_00166
OG0000971	Prbi.g_02037	Syal.g_00164
OG0000972	Prbi.g_02038	Syal.g_00163
OG0000973	Prbi.g_02039	Syal.g_00162
OG0000974	Prbi.g_02040	Syal.g_00161
OG0000975	Prbi.g_02041	Syal.g_00160
OG0000976	Prbi.g_02042	Syal.g_00159
OG0000977	Prbi.g_02043	Syal.g_00157
OG0000978	Prbi.g_02044	Syal.g_00156
OG0000979	Prbi.g_02047	Syal.g_00153
OG0000980	Prbi.g_02049	Syal.g_00150
OG0000981	Prbi.g_02051	Syal.g_00147
OG0000982	Prbi.g_02053	Syal.g_01068
OG0000983	Prbi.g_02054	Syal.g_01069
OG0000984	Prbi.g_02055	Syal.g_01070
OG0000985	Prbi.g_02058	Syal.g_01074
OG0000986	Prbi.g_02060	Syal.g_01076
OG0000987	Prbi.g_02061	Syal.g_01080
OG0000988	Prbi.g_02064	Syal.g_01086
OG0000989	Prbi.g_02068	Syal.g_01098
OG0000990	Prbi.g_02071	Syal.g_01118
OG0000991	Prbi.g_02072	Syal.g_01120
OG0000992	Prbi.g_02074	Syal.g_01122
OG0000993	Prbi.g_02075	Syal.g_01123
OG0000994	Prbi.g_02076	Syal.g_01127
OG0000995	Prbi.g_02080	Syal.g_01132
OG0000996	Prbi.g_02081	Syal.g_01162
OG0000997	Prbi.g_02082	Syal.g_01171
OG0000998	Prbi.g_02084	Syal.g_01173
OG0000999	Prbi.g_02085	Syal.g_01174
OG0001000	Prbi.g_02088	Syal.g_01177
OG0001001	Prbi.g_02090	Syal.g_01182
OG0001002	Prbi.g_02094	Syal.g_00082
OG0001003	Prbi.g_02095	Syal.g_00084
OG0001004	Prbi.g_02096	Syal.g_00085
OG0001005	Prbi.g_02097	Syal.g_00087
OG0001006	Prbi.g_02101	Syal.g_00094
OG0001007	Prbi.g_02103	Syal.g_00096
OG0001008	Prbi.g_00438	Syal.g_00524
OG0001009	Prbi.g_00027	Syal.g_00129
OG0001010	Prbi.g_00028	Syal.g_00130
OG0001011	Prbi.g_00029	Syal.g_00131
OG0001012	Prbi.g_00052	Syal.g_01064
OG0001013	Prbi.g_00059	Syal.g_01026
OG0001014	Prbi.g_00062	Syal.g_01022
OG0001015	Prbi.g_00063	Syal.g_01021
OG0001016	Prbi.g_00080	Syal.g_00756
OG0001017	Prbi.g_00084	Syal.g_00762
OG0001018	Prbi.g_00087	Syal.g_00764
OG0001019	Prbi.g_00096	Syal.g_00785
OG0001020	Prbi.g_00097	Syal.g_00796
OG0001021	Prbi.g_00098	Syal.g_00800
OG0001022	Prbi.g_00101	Syal.g_00805
OG0001023	Prbi.g_00102	Syal.g_00806
OG0001024	Prbi.g_00105	Syal.g_00810
OG0001025	Prbi.g_00111	Syal.g_00817
OG0001026	Prbi.g_00118	Syal.g_00830
OG0001027	Prbi.g_00119	Syal.g_00834
OG0001028	Prbi.g_00121	Syal.g_00836
OG0001029	Prbi.g_00123	Syal.g_00838
OG0001030	Prbi.g_00138	Syal.g_00860
OG0001031	Prbi.g_00210	Syal.g_00936
OG0001032	Prbi.g_00211	Syal.g_00938
OG0001033	Prbi.g_00232	Syal.g_00972
OG0001034	Prbi.g_00260	Syal.g_00684
OG0001035	Prbi.g_00278	Syal.g_01226
OG0001036	Prbi.g_00283	Syal.g_01231
OG0001037	Prbi.g_00284	Syal.g_01233
OG0001038	Prbi.g_00302	Syal.g_01261
OG0001039	Prbi.g_00305	Syal.g_01264
OG0001040	Prbi.g_00307	Syal.g_01267
OG0001041	Prbi.g_00311	Syal.g_01272
OG0001042	Prbi.g_00328	Syal.g_01300
OG0001043	Prbi.g_00329	Syal.g_01304
OG0001044	Prbi.g_00357	Syal.g_00346
OG0001045	Prbi.g_00366	Syal.g_00359
OG0001046	Prbi.g_00403	Syal.g_01967
OG0001047	Prbi.g_00440	Syal.g_00522
OG0001048	Prbi.g_00441	Syal.g_00521
OG0001049	Prbi.g_00443	Syal.g_00518
OG0001050	Prbi.g_00444	Syal.g_00517
OG0001051	Prbi.g_00445	Syal.g_00516
OG0001052	Prbi.g_00474	Syal.g_00467
OG0001053	Prbi.g_00486	Syal.g_02900
OG0001054	Prbi.g_00501	Syal.g_02919
OG0001055	Prbi.g_00520	Syal.g_02940
OG0001056	Prbi.g_00539	Syal.g_02833
OG0001057	Prbi.g_00544	Syal.g_01574
OG0001058	Prbi.g_00552	Syal.g_02812
OG0001059	Prbi.g_00556	Syal.g_02808
OG0001060	Prbi.g_00563	Syal.g_02801
OG0001061	Prbi.g_00576	Syal.g_02783
OG0001062	Prbi.g_00578	Syal.g_02781
OG0001063	Prbi.g_00580	Syal.g_02776
OG0001064	Prbi.g_00581	Syal.g_02775
OG0001065	Prbi.g_00582	Syal.g_02774
OG0001066	Prbi.g_00583	Syal.g_02773
OG0001067	Prbi.g_00584	Syal.g_02772
OG0001068	Prbi.g_00585	Syal.g_02771
OG0001069	Prbi.g_00586	Syal.g_02770
OG0001070	Prbi.g_00589	Syal.g_02766
OG0001071	Prbi.g_00590	Syal.g_02765
OG0001072	Prbi.g_00592	Syal.g_02761
OG0001073	Prbi.g_00606	Syal.g_02746
OG0001074	Prbi.g_00617	Syal.g_02575
OG0001075	Prbi.g_00618	Syal.g_02726
OG0001076	Prbi.g_00626	Syal.g_02712
OG0001077	Prbi.g_00630	Syal.g_02702
OG0001078	Prbi.g_00639	Syal.g_02635
OG0001079	Prbi.g_00650	Syal.g_02618
OG0001080	Prbi.g_00656	Syal.g_02514
OG0001081	Prbi.g_00658	Syal.g_02175
OG0001082	Prbi.g_00659	Syal.g_02176
OG0001083	Prbi.g_00664	Syal.g_02184
OG0001084	Prbi.g_00665	Syal.g_02187
OG0001085	Prbi.g_00673	Syal.g_02206
OG0001086	Prbi.g_00674	Syal.g_02208
OG0001087	Prbi.g_00691	Syal.g_01782
OG0001088	Prbi.g_00692	Syal.g_01785
OG0001089	Prbi.g_00700	Syal.g_01811
OG0001090	Prbi.g_00746	Syal.g_01859
OG0001091	Prbi.g_00748	Syal.g_01862
OG0001092	Prbi.g_00749	Syal.g_01864
OG0001093	Prbi.g_00754	Syal.g_02419
OG0001094	Prbi.g_00841	Syal.g_02216
OG0001095	Prbi.g_00860	Syal.g_01879
OG0001096	Prbi.g_00873	Syal.g_02447
OG0001097	Prbi.g_00892	Syal.g_02473
OG0001098	Prbi.g_00907	Syal.g_02083
OG0001099	Prbi.g_00939	Syal.g_00837
OG0001100	Prbi.g_00943	Syal.g_02293
OG0001101	Prbi.g_00945	Syal.g_02292
OG0001102	Prbi.g_00948	Syal.g_02289
OG0001103	Prbi.g_00950	Syal.g_02287
OG0001104	Prbi.g_00972	Syal.g_02241
OG0001105	Prbi.g_00976	Syal.g_02236
OG0001106	Prbi.g_01000	Syal.g_02007
OG0001107	Prbi.g_01007	Syal.g_01993
OG0001108	Prbi.g_01011	Syal.g_01985
OG0001109	Prbi.g_01012	Syal.g_01983
OG0001110	Prbi.g_01014	Syal.g_01981
OG0001111	Prbi.g_01015	Syal.g_01979
OG0001112	Prbi.g_01016	Syal.g_01977
OG0001113	Prbi.g_01017	Syal.g_02244
OG0001114	Prbi.g_01018	Syal.g_01976
