Orthogroup	Prbi	Prah
OG0000559	Prbi.g_00554	Prah.g_01466
OG0000560	Prbi.g_00557	Prah.g_01463
OG0000561	Prbi.g_00558	Prah.g_01462
OG0000562	Prbi.g_00559	Prah.g_01461
OG0000563	Prbi.g_00560	Prah.g_01460
OG0000564	Prbi.g_00561	Prah.g_01459
OG0000565	Prbi.g_00564	Prah.g_01457
OG0000566	Prbi.g_00566	Prah.g_01452
OG0000567	Prbi.g_00570	Prah.g_01448
OG0000568	Prbi.g_00571	Prah.g_01446
OG0000569	Prbi.g_00572	Prah.g_01445
OG0000570	Prbi.g_00573	Prah.g_01444
OG0000571	Prbi.g_00575	Prah.g_01441
OG0000572	Prbi.g_00588	Prah.g_01425
OG0000573	Prbi.g_00594	Prah.g_01416
OG0000574	Prbi.g_00595	Prah.g_01415
OG0000575	Prbi.g_00599	Prah.g_01406
OG0000576	Prbi.g_00601	Prah.g_01404
OG0000577	Prbi.g_00602	Prah.g_01403
OG0000578	Prbi.g_00603	Prah.g_01402
OG0000579	Prbi.g_00604	Prah.g_01401
OG0000580	Prbi.g_00605	Prah.g_01400
OG0000581	Prbi.g_00607	Prah.g_01396
OG0000582	Prbi.g_00610	Prah.g_01392
OG0000583	Prbi.g_00611	Prah.g_01391
OG0000584	Prbi.g_00612	Prah.g_01390
OG0000585	Prbi.g_00614	Prah.g_01388
OG0000586	Prbi.g_00615	Prah.g_01387
OG0000587	Prbi.g_00616	Prah.g_01385
OG0000588	Prbi.g_00620	Prah.g_00529
OG0000589	Prbi.g_00623	Prah.g_00526
OG0000590	Prbi.g_00624	Prah.g_00525
OG0000591	Prbi.g_00627	Prah.g_00518
OG0000592	Prbi.g_00628	Prah.g_00517
OG0000593	Prbi.g_00635	Prah.g_00505
OG0000594	Prbi.g_00636	Prah.g_00504
OG0000595	Prbi.g_00637	Prah.g_00503
OG0000596	Prbi.g_00641	Prah.g_00498
OG0000597	Prbi.g_00643	Prah.g_00495
OG0000598	Prbi.g_00644	Prah.g_00494
OG0000599	Prbi.g_00647	Prah.g_00485
OG0000600	Prbi.g_00648	Prah.g_00484
OG0000601	Prbi.g_00649	Prah.g_00483
OG0000602	Prbi.g_00651	Prah.g_00478
OG0000603	Prbi.g_00652	Prah.g_00477
OG0000604	Prbi.g_00653	Prah.g_00476
OG0000605	Prbi.g_00654	Prah.g_00474
OG0000606	Prbi.g_00657	Prah.g_00466
OG0000607	Prbi.g_00660	Prah.g_00463
OG0000608	Prbi.g_00661	Prah.g_00462
OG0000609	Prbi.g_00662	Prah.g_00460
OG0000610	Prbi.g_00667	Prah.g_00452
OG0000611	Prbi.g_00670	Prah.g_00449
OG0000612	Prbi.g_00671	Prah.g_00448
OG0000613	Prbi.g_00676	Prah.g_02193
OG0000614	Prbi.g_00695	Prah.g_00985
OG0000615	Prbi.g_00704	Prah.g_00706
OG0000616	Prbi.g_00708	Prah.g_02588
OG0000617	Prbi.g_00751	Prah.g_00881
OG0000618	Prbi.g_00752	Prah.g_00880
OG0000619	Prbi.g_00753	Prah.g_00879
OG0000620	Prbi.g_00756	Prah.g_00875
OG0000621	Prbi.g_00757	Prah.g_00874
OG0000622	Prbi.g_00758	Prah.g_00873
OG0000623	Prbi.g_00759	Prah.g_00872
OG0000624	Prbi.g_00760	Prah.g_00871
OG0000625	Prbi.g_00761	Prah.g_00870
OG0000626	Prbi.g_00762	Prah.g_00869
OG0000627	Prbi.g_00763	Prah.g_00746
OG0000628	Prbi.g_00764	Prah.g_00747
OG0000629	Prbi.g_00765	Prah.g_00750
OG0000630	Prbi.g_00768	Prah.g_00754
OG0000631	Prbi.g_00838	Prah.g_00758
OG0000632	Prbi.g_00839	Prah.g_00759
OG0000633	Prbi.g_00840	Prah.g_00760
OG0000634	Prbi.g_00843	Prah.g_00671
OG0000635	Prbi.g_00844	Prah.g_00670
OG0000636	Prbi.g_00846	Prah.g_00668
OG0000637	Prbi.g_00848	Prah.g_00666
OG0000638	Prbi.g_00849	Prah.g_00665
OG0000639	Prbi.g_00850	Prah.g_00664
OG0000640	Prbi.g_00851	Prah.g_00663
OG0000641	Prbi.g_00855	Prah.g_00659
OG0000642	Prbi.g_00856	Prah.g_00658
OG0000643	Prbi.g_00857	Prah.g_00657
OG0000644	Prbi.g_00858	Prah.g_00656
OG0000645	Prbi.g_00859	Prah.g_00655
OG0000646	Prbi.g_00861	Prah.g_00652
OG0000647	Prbi.g_00862	Prah.g_00650
OG0000648	Prbi.g_00864	Prah.g_00648
OG0000649	Prbi.g_00865	Prah.g_00647
OG0000650	Prbi.g_00866	Prah.g_00646
OG0000651	Prbi.g_00867	Prah.g_00645
OG0000652	Prbi.g_00868	Prah.g_00644
OG0000653	Prbi.g_00870	Prah.g_00640
OG0000654	Prbi.g_00871	Prah.g_00639
OG0000655	Prbi.g_00872	Prah.g_00638
OG0000656	Prbi.g_00875	Prah.g_00635
OG0000657	Prbi.g_00883	Prah.g_00603
OG0000658	Prbi.g_00884	Prah.g_00601
OG0000659	Prbi.g_00885	Prah.g_00600
OG0000660	Prbi.g_00889	Prah.g_00596
OG0000661	Prbi.g_00891	Prah.g_00594
OG0000662	Prbi.g_00893	Prah.g_00592
OG0000663	Prbi.g_00895	Prah.g_00589
OG0000664	Prbi.g_00896	Prah.g_00588
OG0000665	Prbi.g_00900	Prah.g_00574
OG0000666	Prbi.g_00901	Prah.g_00572
OG0000667	Prbi.g_00905	Prah.g_00564
OG0000668	Prbi.g_00934	Prah.g_00850
OG0000669	Prbi.g_00942	Prah.g_00558
OG0000670	Prbi.g_00944	Prah.g_01212
OG0000671	Prbi.g_00946	Prah.g_00738
OG0000672	Prbi.g_00949	Prah.g_00735
OG0000673	Prbi.g_00952	Prah.g_00732
OG0000674	Prbi.g_00954	Prah.g_00730
OG0000675	Prbi.g_00955	Prah.g_00729
OG0000676	Prbi.g_00957	Prah.g_00726
OG0000677	Prbi.g_00958	Prah.g_00724
OG0000678	Prbi.g_00960	Prah.g_00721
OG0000679	Prbi.g_00964	Prah.g_00702
OG0000680	Prbi.g_00965	Prah.g_00701
OG0000681	Prbi.g_00968	Prah.g_00699
OG0000682	Prbi.g_00969	Prah.g_00698
OG0000683	Prbi.g_00970	Prah.g_00697
OG0000684	Prbi.g_00971	Prah.g_00683
OG0000685	Prbi.g_00973	Prah.g_00685
OG0000686	Prbi.g_00974	Prah.g_00686
OG0000687	Prbi.g_00975	Prah.g_00687
OG0000688	Prbi.g_00978	Prah.g_00681
OG0000689	Prbi.g_00979	Prah.g_00680
OG0000690	Prbi.g_00980	Prah.g_00679
OG0000691	Prbi.g_00981	Prah.g_00678
OG0000692	Prbi.g_00983	Prah.g_00677
OG0000693	Prbi.g_00984	Prah.g_00675
OG0000694	Prbi.g_00985	Prah.g_00674
OG0000695	Prbi.g_00987	Prah.g_00762
OG0000696	Prbi.g_00988	Prah.g_00763
OG0000697	Prbi.g_00989	Prah.g_00765
OG0000698	Prbi.g_00992	Prah.g_00768
OG0000699	Prbi.g_00993	Prah.g_00770
OG0000700	Prbi.g_00994	Prah.g_00771
OG0000701	Prbi.g_00995	Prah.g_00772
OG0000702	Prbi.g_00997	Prah.g_00780
OG0000703	Prbi.g_00998	Prah.g_00781
OG0000704	Prbi.g_00999	Prah.g_00783
OG0000705	Prbi.g_01003	Prah.g_00789
OG0000706	Prbi.g_01004	Prah.g_00790
OG0000707	Prbi.g_01005	Prah.g_00791
OG0000708	Prbi.g_01006	Prah.g_00793
OG0000709	Prbi.g_01010	Prah.g_00800
OG0000710	Prbi.g_01013	Prah.g_00805
OG0000711	Prbi.g_01030	Prah.g_00828
OG0000712	Prbi.g_01032	Prah.g_00829
OG0000713	Prbi.g_01033	Prah.g_00830
OG0000714	Prbi.g_01034	Prah.g_00833
OG0000715	Prbi.g_01036	Prah.g_00835
OG0000716	Prbi.g_01038	Prah.g_00839
OG0000717	Prbi.g_01039	Prah.g_00840
OG0000718	Prbi.g_01055	Prah.g_00846
OG0000719	Prbi.g_01057	Prah.g_00848
OG0000720	Prbi.g_01066	Prah.g_00861
OG0000721	Prbi.g_01068	Prah.g_00862
OG0000722	Prbi.g_01069	Prah.g_00863
OG0000723	Prbi.g_01072	Prah.g_00867
OG0000724	Prbi.g_01081	Prah.g_00910
OG0000725	Prbi.g_01087	Prah.g_00919
OG0000726	Prbi.g_01088	Prah.g_00920
OG0000727	Prbi.g_01089	Prah.g_00921
OG0000728	Prbi.g_01091	Prah.g_00922
OG0000729	Prbi.g_01138	Prah.g_00133
OG0000730	Prbi.g_01142	Prah.g_01942
OG0000731	Prbi.g_01146	Prah.g_01932
OG0000732	Prbi.g_01155	Prah.g_00054
OG0000733	Prbi.g_01175	Prah.g_02532
OG0000734	Prbi.g_01192	Prah.g_01905
OG0000735	Prbi.g_01194	Prah.g_01340
OG0000736	Prbi.g_01195	Prah.g_01339
OG0000737	Prbi.g_01196	Prah.g_01338
OG0000738	Prbi.g_01200	Prah.g_01331
OG0000739	Prbi.g_01201	Prah.g_01329
OG0000740	Prbi.g_01202	Prah.g_01328
OG0000741	Prbi.g_01203	Prah.g_01325
OG0000742	Prbi.g_01206	Prah.g_01323
OG0000743	Prbi.g_01208	Prah.g_01321
OG0000744	Prbi.g_01209	Prah.g_01320
OG0000745	Prbi.g_01210	Prah.g_01318
OG0000746	Prbi.g_01212	Prah.g_01316
OG0000747	Prbi.g_01213	Prah.g_01315
OG0000748	Prbi.g_01216	Prah.g_01304
OG0000749	Prbi.g_01217	Prah.g_01303
OG0000750	Prbi.g_01218	Prah.g_01302
OG0000751	Prbi.g_01220	Prah.g_01297
OG0000752	Prbi.g_01222	Prah.g_01295
OG0000753	Prbi.g_01225	Prah.g_01292
OG0000754	Prbi.g_01228	Prah.g_01262
OG0000755	Prbi.g_01231	Prah.g_01255
OG0000756	Prbi.g_01232	Prah.g_01254
OG0000757	Prbi.g_01238	Prah.g_01247
OG0000758	Prbi.g_01239	Prah.g_01246
OG0000759	Prbi.g_01240	Prah.g_01245
OG0000760	Prbi.g_01241	Prah.g_01244
OG0000761	Prbi.g_01242	Prah.g_01243
OG0000762	Prbi.g_01243	Prah.g_01263
OG0000763	Prbi.g_01245	Prah.g_01265
OG0000764	Prbi.g_01246	Prah.g_01266
OG0000765	Prbi.g_01255	Prah.g_01282
OG0000766	Prbi.g_01256	Prah.g_01283
OG0000767	Prbi.g_01258	Prah.g_01285
OG0000768	Prbi.g_01259	Prah.g_01286
OG0000769	Prbi.g_01261	Prah.g_01290
OG0000770	Prbi.g_01263	Prah.g_01239
OG0000771	Prbi.g_01277	Prah.g_00905
OG0000772	Prbi.g_01363	Prah.g_01610
OG0000773	Prbi.g_01382	Prah.g_01351
OG0000774	Prbi.g_01384	Prah.g_01355
OG0000775	Prbi.g_01386	Prah.g_01357
OG0000776	Prbi.g_01387	Prah.g_01358
OG0000777	Prbi.g_01388	Prah.g_01359
OG0000778	Prbi.g_01389	Prah.g_01360
OG0000779	Prbi.g_01393	Prah.g_01365
OG0000780	Prbi.g_01394	Prah.g_01368
OG0000781	Prbi.g_01397	Prah.g_01372
OG0000782	Prbi.g_01398	Prah.g_01373
OG0000783	Prbi.g_01399	Prah.g_01374
OG0000784	Prbi.g_01400	Prah.g_01375
OG0000785	Prbi.g_01402	Prah.g_01377
OG0000786	Prbi.g_01404	Prah.g_01380
OG0000787	Prbi.g_01405	Prah.g_01381
OG0000788	Prbi.g_01426	Prah.g_00224
OG0000789	Prbi.g_01429	Prah.g_01183
OG0000790	Prbi.g_01444	Prah.g_01580
OG0000791	Prbi.g_01446	Prah.g_01582
OG0000792	Prbi.g_01447	Prah.g_01583
OG0000793	Prbi.g_01450	Prah.g_01587
OG0000794	Prbi.g_01451	Prah.g_01588
OG0000795	Prbi.g_01452	Prah.g_01589
OG0000796	Prbi.g_01456	Prah.g_01593
OG0000797	Prbi.g_01457	Prah.g_01594
OG0000799	Prbi.g_01571	Prah.g_00435
OG0000800	Prbi.g_01572	Prah.g_00434
OG0000801	Prbi.g_01573	Prah.g_00433
OG0000802	Prbi.g_01575	Prah.g_00427
OG0000803	Prbi.g_01577	Prah.g_00423
OG0000804	Prbi.g_01578	Prah.g_00421
OG0000805	Prbi.g_01580	Prah.g_00419
OG0000806	Prbi.g_01582	Prah.g_00417
OG0000807	Prbi.g_01583	Prah.g_00415
OG0000808	Prbi.g_01584	Prah.g_00414
OG0000809	Prbi.g_01587	Prah.g_00410
OG0000810	Prbi.g_01588	Prah.g_00409
OG0000811	Prbi.g_01594	Prah.g_00403
OG0000812	Prbi.g_01596	Prah.g_00401
OG0000813	Prbi.g_01597	Prah.g_00400
OG0000814	Prbi.g_01599	Prah.g_00398
OG0000815	Prbi.g_01600	Prah.g_00397
OG0000816	Prbi.g_01602	Prah.g_00395
OG0000817	Prbi.g_01603	Prah.g_00394
OG0000818	Prbi.g_01608	Prah.g_00386
OG0000819	Prbi.g_01609	Prah.g_00385
OG0000820	Prbi.g_01610	Prah.g_00384
OG0000821	Prbi.g_01613	Prah.g_00379
OG0000822	Prbi.g_01614	Prah.g_00376
OG0000823	Prbi.g_01615	Prah.g_00374
OG0000824	Prbi.g_01618	Prah.g_00370
OG0000825	Prbi.g_01619	Prah.g_00369
OG0000826	Prbi.g_01620	Prah.g_00368
OG0000827	Prbi.g_01621	Prah.g_00367
OG0000828	Prbi.g_01624	Prah.g_00364
OG0000829	Prbi.g_01625	Prah.g_00363
OG0000830	Prbi.g_01626	Prah.g_00362
OG0000831	Prbi.g_01628	Prah.g_00360
OG0000832	Prbi.g_01634	Prah.g_01615
OG0000833	Prbi.g_01642	Prah.g_01623
OG0000834	Prbi.g_01643	Prah.g_01624
OG0000835	Prbi.g_01644	Prah.g_01625
OG0000836	Prbi.g_01645	Prah.g_01627
OG0000837	Prbi.g_01646	Prah.g_01628
OG0000838	Prbi.g_01648	Prah.g_01632
OG0000839	Prbi.g_01649	Prah.g_01633
OG0000840	Prbi.g_01650	Prah.g_01634
OG0000841	Prbi.g_01651	Prah.g_01635
OG0000842	Prbi.g_01652	Prah.g_01636
OG0000843	Prbi.g_01653	Prah.g_01637
OG0000844	Prbi.g_01654	Prah.g_01639
OG0000845	Prbi.g_01655	Prah.g_01640
OG0000846	Prbi.g_01656	Prah.g_01641
OG0000847	Prbi.g_01657	Prah.g_01642
OG0000848	Prbi.g_01658	Prah.g_01643
OG0000849	Prbi.g_01659	Prah.g_01644
OG0000850	Prbi.g_01661	Prah.g_01645
OG0000851	Prbi.g_01662	Prah.g_01648
OG0000852	Prbi.g_01663	Prah.g_01649
OG0000853	Prbi.g_01667	Prah.g_01653
OG0000854	Prbi.g_01669	Prah.g_01655
OG0000855	Prbi.g_01670	Prah.g_01656
OG0000856	Prbi.g_01685	Prah.g_00515
OG0000857	Prbi.g_01711	Prah.g_00651
OG0000858	Prbi.g_01781	Prah.g_01667
OG0000859	Prbi.g_01782	Prah.g_01668
OG0000860	Prbi.g_01789	Prah.g_01678
OG0000861	Prbi.g_01790	Prah.g_01679
OG0000862	Prbi.g_01791	Prah.g_01681
OG0000863	Prbi.g_01793	Prah.g_01685
OG0000864	Prbi.g_01794	Prah.g_01687
OG0000865	Prbi.g_01795	Prah.g_01688
OG0000866	Prbi.g_01796	Prah.g_01689
OG0000867	Prbi.g_01797	Prah.g_01690
OG0000868	Prbi.g_01798	Prah.g_01692
OG0000869	Prbi.g_01802	Prah.g_01695
OG0000870	Prbi.g_01807	Prah.g_01700
OG0000871	Prbi.g_01808	Prah.g_01701
OG0000872	Prbi.g_01809	Prah.g_01703
OG0000873	Prbi.g_01812	Prah.g_01707
OG0000874	Prbi.g_01815	Prah.g_01711
OG0000875	Prbi.g_01816	Prah.g_01713
OG0000876	Prbi.g_01817	Prah.g_01714
OG0000877	Prbi.g_01819	Prah.g_01717
OG0000878	Prbi.g_01820	Prah.g_01718
OG0000879	Prbi.g_01821	Prah.g_01719
OG0000880	Prbi.g_01822	Prah.g_01720
OG0000881	Prbi.g_01826	Prah.g_01728
OG0000882	Prbi.g_01831	Prah.g_01733
OG0000883	Prbi.g_01832	Prah.g_01736
OG0000884	Prbi.g_01834	Prah.g_01738
OG0000885	Prbi.g_01835	Prah.g_01739
OG0000886	Prbi.g_01836	Prah.g_01740
OG0000887	Prbi.g_01837	Prah.g_01741
OG0000888	Prbi.g_01839	Prah.g_01743
OG0000889	Prbi.g_01841	Prah.g_01745
OG0000890	Prbi.g_01842	Prah.g_01759
OG0000891	Prbi.g_01843	Prah.g_01760
OG0000892	Prbi.g_01845	Prah.g_01762
OG0000893	Prbi.g_01848	Prah.g_02073
OG0000894	Prbi.g_01850	Prah.g_02070
OG0000895	Prbi.g_01853	Prah.g_02066
OG0000896	Prbi.g_01854	Prah.g_02065
OG0000897	Prbi.g_01856	Prah.g_02063
OG0000898	Prbi.g_01857	Prah.g_02062
OG0000899	Prbi.g_01858	Prah.g_02061
OG0000900	Prbi.g_01859	Prah.g_02060
OG0000901	Prbi.g_01863	Prah.g_02056
OG0000902	Prbi.g_01865	Prah.g_02054
OG0000903	Prbi.g_01868	Prah.g_02041
OG0000904	Prbi.g_01870	Prah.g_02046
OG0000905	Prbi.g_01875	Prah.g_02048
OG0000906	Prbi.g_01876	Prah.g_02050
OG0000907	Prbi.g_01896	Prah.g_02039
OG0000908	Prbi.g_01899	Prah.g_02036
OG0000909	Prbi.g_01900	Prah.g_02035
OG0000910	Prbi.g_01901	Prah.g_02034
OG0000911	Prbi.g_01903	Prah.g_02032
OG0000912	Prbi.g_01904	Prah.g_02031
OG0000913	Prbi.g_01905	Prah.g_02030
OG0000914	Prbi.g_01906	Prah.g_02029
OG0000915	Prbi.g_01907	Prah.g_02028
OG0000916	Prbi.g_01908	Prah.g_02027
OG0000917	Prbi.g_01909	Prah.g_02026
OG0000918	Prbi.g_01910	Prah.g_02025
OG0000919	Prbi.g_01911	Prah.g_02024
OG0000920	Prbi.g_01912	Prah.g_02023
OG0000921	Prbi.g_01913	Prah.g_02022
OG0000922	Prbi.g_01914	Prah.g_02021
OG0000923	Prbi.g_01918	Prah.g_02017
OG0000924	Prbi.g_01919	Prah.g_02016
OG0000925	Prbi.g_01920	Prah.g_02015
OG0000926	Prbi.g_01921	Prah.g_02014
OG0000927	Prbi.g_01923	Prah.g_02012
OG0000928	Prbi.g_01924	Prah.g_02011
OG0000929	Prbi.g_01925	Prah.g_02010
OG0000930	Prbi.g_01926	Prah.g_02009
OG0000931	Prbi.g_01927	Prah.g_02008
OG0000932	Prbi.g_01928	Prah.g_02007
OG0000933	Prbi.g_01932	Prah.g_02002
OG0000934	Prbi.g_01934	Prah.g_02000
OG0000935	Prbi.g_01935	Prah.g_01999
OG0000936	Prbi.g_01936	Prah.g_01998
OG0000937	Prbi.g_01937	Prah.g_01997
OG0000938	Prbi.g_01939	Prah.g_01994
OG0000939	Prbi.g_01940	Prah.g_01993
OG0000940	Prbi.g_01947	Prah.g_01985
OG0000941	Prbi.g_01949	Prah.g_01983
OG0000942	Prbi.g_01951	Prah.g_01981
OG0000943	Prbi.g_01952	Prah.g_01980
OG0000944	Prbi.g_01953	Prah.g_01978
OG0000945	Prbi.g_01954	Prah.g_01977
OG0000946	Prbi.g_01958	Prah.g_01966
OG0000947	Prbi.g_01960	Prah.g_01963
OG0000948	Prbi.g_01961	Prah.g_01962
OG0000949	Prbi.g_01964	Prah.g_01958
OG0000950	Prbi.g_01969	Prah.g_02231
OG0000951	Prbi.g_01973	Prah.g_02236
OG0000952	Prbi.g_01977	Prah.g_02241
OG0000953	Prbi.g_01980	Prah.g_02245
OG0000954	Prbi.g_01984	Prah.g_00167
OG0000955	Prbi.g_01985	Prah.g_00166
OG0000956	Prbi.g_01987	Prah.g_00164
OG0000957	Prbi.g_01992	Prah.g_00152
OG0000958	Prbi.g_01993	Prah.g_00151
OG0000959	Prbi.g_01997	Prah.g_00146
OG0000960	Prbi.g_01998	Prah.g_00145
OG0000961	Prbi.g_02000	Prah.g_00136
OG0000962	Prbi.g_02002	Prah.g_00134
OG0000963	Prbi.g_02006	Prah.g_00129
OG0000964	Prbi.g_02007	Prah.g_00128
OG0000965	Prbi.g_02008	Prah.g_00127
OG0000966	Prbi.g_02027	Prah.g_00086
OG0000967	Prbi.g_02032	Prah.g_00079
OG0000968	Prbi.g_02034	Prah.g_00076
OG0000969	Prbi.g_02035	Prah.g_00074
OG0000970	Prbi.g_02036	Prah.g_00073
OG0000971	Prbi.g_02037	Prah.g_00071
OG0000972	Prbi.g_02038	Prah.g_00070
OG0000973	Prbi.g_02039	Prah.g_00068
OG0000974	Prbi.g_02040	Prah.g_00067
OG0000975	Prbi.g_02041	Prah.g_00066
OG0000976	Prbi.g_02042	Prah.g_00065
OG0000977	Prbi.g_02043	Prah.g_00063
OG0000978	Prbi.g_02044	Prah.g_00062
OG0000979	Prbi.g_02047	Prah.g_00059
OG0000980	Prbi.g_02049	Prah.g_00055
OG0000981	Prbi.g_02051	Prah.g_00052
OG0000982	Prbi.g_02053	Prah.g_02491
OG0000983	Prbi.g_02054	Prah.g_02492
OG0000984	Prbi.g_02055	Prah.g_02493
OG0000985	Prbi.g_02058	Prah.g_02497
OG0000986	Prbi.g_02060	Prah.g_02499
OG0000987	Prbi.g_02061	Prah.g_02501
OG0000988	Prbi.g_02064	Prah.g_02505
OG0000989	Prbi.g_02068	Prah.g_02513
OG0000990	Prbi.g_02071	Prah.g_02536
OG0000991	Prbi.g_02072	Prah.g_02540
OG0000992	Prbi.g_02074	Prah.g_02543
OG0000993	Prbi.g_02075	Prah.g_02544
OG0000994	Prbi.g_02076	Prah.g_02547
OG0000995	Prbi.g_02080	Prah.g_02552
OG0000996	Prbi.g_02081	Prah.g_02565
OG0000997	Prbi.g_02082	Prah.g_02574
OG0000998	Prbi.g_02084	Prah.g_02576
OG0000999	Prbi.g_02085	Prah.g_02577
OG0001000	Prbi.g_02088	Prah.g_02580
OG0001001	Prbi.g_02090	Prah.g_02584
OG0001002	Prbi.g_02094	Prah.g_02591
OG0001003	Prbi.g_02095	Prah.g_02593
OG0001004	Prbi.g_02096	Prah.g_02594
OG0001005	Prbi.g_02097	Prah.g_02596
OG0001006	Prbi.g_02101	Prah.g_02602
OG0001007	Prbi.g_02103	Prah.g_02604
OG0001008	Prbi.g_00438	Prah.g_00231
OG0001009	Prbi.g_00027	Prah.g_00033
OG0001010	Prbi.g_00028	Prah.g_00034
OG0001011	Prbi.g_00029	Prah.g_00036
OG0001012	Prbi.g_00052	Prah.g_02488
OG0001013	Prbi.g_00059	Prah.g_02466
OG0001014	Prbi.g_00062	Prah.g_02454
OG0001015	Prbi.g_00063	Prah.g_02453
OG0001016	Prbi.g_00080	Prah.g_01843
OG0001017	Prbi.g_00084	Prah.g_01849
OG0001018	Prbi.g_00087	Prah.g_01851
OG0001019	Prbi.g_00096	Prah.g_01867
OG0001020	Prbi.g_00097	Prah.g_01873
OG0001021	Prbi.g_00098	Prah.g_01877
OG0001022	Prbi.g_00101	Prah.g_01882
OG0001023	Prbi.g_00102	Prah.g_01883
OG0001024	Prbi.g_00105	Prah.g_01887
OG0001025	Prbi.g_00111	Prah.g_01894
OG0001026	Prbi.g_00118	Prah.g_01908
OG0001027	Prbi.g_00119	Prah.g_00195
OG0001028	Prbi.g_00121	Prah.g_00193
OG0001029	Prbi.g_00123	Prah.g_00191
OG0001030	Prbi.g_00138	Prah.g_02257
OG0001031	Prbi.g_00210	Prah.g_02336
OG0001032	Prbi.g_00211	Prah.g_02339
OG0001033	Prbi.g_00232	Prah.g_02372
OG0001034	Prbi.g_00260	Prah.g_01779
OG0001035	Prbi.g_00278	Prah.g_02099
OG0001036	Prbi.g_00283	Prah.g_02103
OG0001037	Prbi.g_00284	Prah.g_02105
OG0001038	Prbi.g_00302	Prah.g_02132
OG0001039	Prbi.g_00305	Prah.g_02135
OG0001040	Prbi.g_00307	Prah.g_02138
OG0001041	Prbi.g_00311	Prah.g_02143
OG0001042	Prbi.g_00328	Prah.g_02168
OG0001043	Prbi.g_00329	Prah.g_02170
OG0001044	Prbi.g_00357	Prah.g_01941
OG0001045	Prbi.g_00366	Prah.g_01929
OG0001046	Prbi.g_00403	Prah.g_01661
OG0001047	Prbi.g_00440	Prah.g_00233
OG0001048	Prbi.g_00441	Prah.g_00234
OG0001049	Prbi.g_00443	Prah.g_00237
OG0001050	Prbi.g_00444	Prah.g_00238
OG0001051	Prbi.g_00445	Prah.g_00239
OG0001052	Prbi.g_00474	Prah.g_00308
OG0001053	Prbi.g_00486	Prah.g_01563
OG0001054	Prbi.g_00501	Prah.g_01545
OG0001055	Prbi.g_00520	Prah.g_01524
OG0001056	Prbi.g_00539	Prah.g_01496
OG0001057	Prbi.g_00544	Prah.g_01482
OG0001058	Prbi.g_00552	Prah.g_01468
OG0001059	Prbi.g_00556	Prah.g_01464
OG0001060	Prbi.g_00563	Prah.g_01458
OG0001061	Prbi.g_00576	Prah.g_01440
OG0001062	Prbi.g_00578	Prah.g_01438
OG0001063	Prbi.g_00580	Prah.g_01434
OG0001064	Prbi.g_00581	Prah.g_01433
OG0001065	Prbi.g_00582	Prah.g_01432
OG0001066	Prbi.g_00583	Prah.g_01431
OG0001067	Prbi.g_00584	Prah.g_01430
OG0001068	Prbi.g_00585	Prah.g_01429
OG0001069	Prbi.g_00586	Prah.g_01428
OG0001070	Prbi.g_00589	Prah.g_01424
OG0001071	Prbi.g_00590	Prah.g_01423
OG0001072	Prbi.g_00592	Prah.g_01418
OG0001073	Prbi.g_00606	Prah.g_01399
OG0001074	Prbi.g_00617	Prah.g_00532
OG0001075	Prbi.g_00618	Prah.g_00531
OG0001076	Prbi.g_00626	Prah.g_00523
OG0001077	Prbi.g_00630	Prah.g_00513
OG0001078	Prbi.g_00639	Prah.g_00500
OG0001079	Prbi.g_00650	Prah.g_00482
OG0001080	Prbi.g_00656	Prah.g_00472
OG0001081	Prbi.g_00658	Prah.g_00465
OG0001082	Prbi.g_00659	Prah.g_00464
OG0001083	Prbi.g_00664	Prah.g_00456
OG0001084	Prbi.g_00665	Prah.g_00455
OG0001085	Prbi.g_00673	Prah.g_00444
OG0001086	Prbi.g_00674	Prah.g_00442
OG0001087	Prbi.g_00691	Prah.g_00968
OG0001088	Prbi.g_00692	Prah.g_00972
OG0001089	Prbi.g_00700	Prah.g_01025
OG0001090	Prbi.g_00746	Prah.g_00886
OG0001091	Prbi.g_00748	Prah.g_00884
OG0001092	Prbi.g_00749	Prah.g_00882
OG0001093	Prbi.g_00754	Prah.g_00878
OG0001094	Prbi.g_00841	Prah.g_00673
OG0001095	Prbi.g_00860	Prah.g_00654
OG0001096	Prbi.g_00873	Prah.g_00637
OG0001097	Prbi.g_00892	Prah.g_00593
OG0001098	Prbi.g_00907	Prah.g_00743
OG0001099	Prbi.g_00939	Prah.g_00192
OG0001100	Prbi.g_00943	Prah.g_00740
OG0001101	Prbi.g_00945	Prah.g_00739
OG0001102	Prbi.g_00948	Prah.g_00736
OG0001103	Prbi.g_00950	Prah.g_00734
OG0001104	Prbi.g_00972	Prah.g_00684
OG0001105	Prbi.g_00976	Prah.g_00689
OG0001106	Prbi.g_01000	Prah.g_00784
OG0001107	Prbi.g_01007	Prah.g_00794
OG0001108	Prbi.g_01011	Prah.g_00801
OG0001109	Prbi.g_01012	Prah.g_00803
OG0001110	Prbi.g_01014	Prah.g_00806
OG0001111	Prbi.g_01015	Prah.g_00808
OG0001112	Prbi.g_01016	Prah.g_00810
OG0001113	Prbi.g_01017	Prah.g_00811
OG0001114	Prbi.g_01018	Prah.g_00812
OG0001115	Prbi.g_01020	Prah.g_00814
OG0001116	Prbi.g_01021	Prah.g_00815
OG0001117	Prbi.g_01022	Prah.g_00816
OG0001118	Prbi.g_01023	Prah.g_00817
