Orthogroup	Syaq	Prai
OG0000574	Syaq.g_01986	Prai.g_00621
OG0000575	Syaq.g_01991	Prai.g_00625
OG0000576	Syaq.g_01993	Prai.g_00627
OG0000577	Syaq.g_01994	Prai.g_00628
OG0000578	Syaq.g_01995	Prai.g_00629
OG0000579	Syaq.g_01996	Prai.g_00630
OG0000580	Syaq.g_01997	Prai.g_00631
OG0000581	Syaq.g_02003	Prai.g_00633
OG0000582	Syaq.g_02012	Prai.g_00636
OG0000583	Syaq.g_02013	Prai.g_00637
OG0000584	Syaq.g_02014	Prai.g_00638
OG0000585	Syaq.g_02017	Prai.g_00640
OG0000586	Syaq.g_02018	Prai.g_00641
OG0000587	Syaq.g_02020	Prai.g_00642
OG0000588	Syaq.g_02043	Prai.g_00646
OG0000589	Syaq.g_02057	Prai.g_00650
OG0000590	Syaq.g_02058	Prai.g_00651
OG0000591	Syaq.g_02066	Prai.g_00654
OG0000592	Syaq.g_02067	Prai.g_00655
OG0000593	Syaq.g_02078	Prai.g_00661
OG0000594	Syaq.g_02079	Prai.g_00662
OG0000595	Syaq.g_02080	Prai.g_00663
OG0000596	Syaq.g_02085	Prai.g_00667
OG0000597	Syaq.g_02088	Prai.g_00669
OG0000598	Syaq.g_02089	Prai.g_00670
OG0000599	Syaq.g_02096	Prai.g_00673
OG0000600	Syaq.g_02097	Prai.g_00674
OG0000601	Syaq.g_02098	Prai.g_00675
OG0000602	Syaq.g_02104	Prai.g_00677
OG0000603	Syaq.g_02105	Prai.g_00678
OG0000604	Syaq.g_02107	Prai.g_00679
OG0000605	Syaq.g_02151	Prai.g_00680
OG0000606	Syaq.g_02231	Prai.g_00683
OG0000607	Syaq.g_02234	Prai.g_00686
OG0000608	Syaq.g_02235	Prai.g_00687
OG0000609	Syaq.g_02237	Prai.g_00688
OG0000610	Syaq.g_02244	Prai.g_00693
OG0000611	Syaq.g_02247	Prai.g_00696
OG0000612	Syaq.g_02248	Prai.g_00697
OG0000613	Syaq.g_00885	Prai.g_00702
OG0000614	Syaq.g_02588	Prai.g_00721
OG0000615	Syaq.g_02302	Prai.g_00729
OG0000616	Syaq.g_01168	Prai.g_00732
OG0000617	Syaq.g_00031	Prai.g_00754
OG0000618	Syaq.g_00032	Prai.g_00755
OG0000619	Syaq.g_00033	Prai.g_00756
OG0000620	Syaq.g_00038	Prai.g_00759
OG0000621	Syaq.g_00039	Prai.g_00760
OG0000622	Syaq.g_00040	Prai.g_00761
OG0000623	Syaq.g_00041	Prai.g_00762
OG0000624	Syaq.g_00042	Prai.g_00763
OG0000625	Syaq.g_00043	Prai.g_00764
OG0000626	Syaq.g_00044	Prai.g_00765
OG0000627	Syaq.g_02425	Prai.g_00766
OG0000628	Syaq.g_02426	Prai.g_00767
OG0000629	Syaq.g_02429	Prai.g_00768
OG0000630	Syaq.g_02433	Prai.g_00771
OG0000631	Syaq.g_02441	Prai.g_00857
OG0000632	Syaq.g_02442	Prai.g_00856
OG0000633	Syaq.g_02444	Prai.g_00855
OG0000634	Syaq.g_02336	Prai.g_00852
OG0000635	Syaq.g_02337	Prai.g_00851
OG0000636	Syaq.g_02339	Prai.g_00849
OG0000637	Syaq.g_02341	Prai.g_00847
OG0000638	Syaq.g_02342	Prai.g_00846
OG0000639	Syaq.g_02343	Prai.g_00845
OG0000640	Syaq.g_02344	Prai.g_00844
OG0000641	Syaq.g_02348	Prai.g_00839
OG0000642	Syaq.g_02349	Prai.g_00838
OG0000643	Syaq.g_02350	Prai.g_00837
OG0000644	Syaq.g_02351	Prai.g_00836
OG0000645	Syaq.g_02353	Prai.g_00835
OG0000646	Syaq.g_02356	Prai.g_00833
OG0000647	Syaq.g_02358	Prai.g_00832
OG0000648	Syaq.g_02360	Prai.g_00830
OG0000649	Syaq.g_02361	Prai.g_00829
OG0000650	Syaq.g_02362	Prai.g_00828
OG0000651	Syaq.g_02363	Prai.g_00827
OG0000652	Syaq.g_02364	Prai.g_00826
OG0000653	Syaq.g_02367	Prai.g_00824
OG0000654	Syaq.g_02368	Prai.g_00823
OG0000655	Syaq.g_02369	Prai.g_00822
OG0000656	Syaq.g_02372	Prai.g_00819
OG0000657	Syaq.g_02382	Prai.g_00811
OG0000658	Syaq.g_02385	Prai.g_00810
OG0000659	Syaq.g_02386	Prai.g_00809
OG0000660	Syaq.g_02390	Prai.g_00805
OG0000661	Syaq.g_02392	Prai.g_00803
OG0000662	Syaq.g_02394	Prai.g_00801
OG0000663	Syaq.g_02397	Prai.g_00799
OG0000664	Syaq.g_02400	Prai.g_00798
OG0000665	Syaq.g_02124	Prai.g_00794
OG0000666	Syaq.g_02117	Prai.g_00793
OG0000667	Syaq.g_02222	Prai.g_00789
OG0000668	Syaq.g_00068	Prai.g_01060
OG0000669	Syaq.g_02260	Prai.g_01054
OG0000670	Syaq.g_00079	Prai.g_01052
OG0000671	Syaq.g_02264	Prai.g_01050
OG0000672	Syaq.g_02267	Prai.g_01048
OG0000673	Syaq.g_02270	Prai.g_01045
OG0000674	Syaq.g_02272	Prai.g_01043
OG0000675	Syaq.g_02273	Prai.g_01042
OG0000676	Syaq.g_02275	Prai.g_01040
OG0000677	Syaq.g_02276	Prai.g_01039
OG0000678	Syaq.g_02282	Prai.g_01037
OG0000679	Syaq.g_02305	Prai.g_01033
OG0000680	Syaq.g_02306	Prai.g_01032
OG0000681	Syaq.g_02309	Prai.g_01030
OG0000682	Syaq.g_02310	Prai.g_01029
OG0000683	Syaq.g_02311	Prai.g_01028
OG0000684	Syaq.g_02315	Prai.g_01027
OG0000685	Syaq.g_02317	Prai.g_01025
OG0000686	Syaq.g_02318	Prai.g_01024
OG0000687	Syaq.g_02319	Prai.g_01023
OG0000688	Syaq.g_02325	Prai.g_01020
OG0000689	Syaq.g_02327	Prai.g_01019
OG0000690	Syaq.g_02328	Prai.g_01018
OG0000691	Syaq.g_02329	Prai.g_01017
OG0000692	Syaq.g_02330	Prai.g_01015
OG0000693	Syaq.g_02332	Prai.g_01014
OG0000694	Syaq.g_02333	Prai.g_01013
OG0000695	Syaq.g_02446	Prai.g_01011
OG0000696	Syaq.g_02447	Prai.g_01010
OG0000697	Syaq.g_02448	Prai.g_01009
OG0000698	Syaq.g_02451	Prai.g_01006
OG0000699	Syaq.g_02452	Prai.g_01005
OG0000700	Syaq.g_02453	Prai.g_01004
OG0000701	Syaq.g_02454	Prai.g_01003
OG0000702	Syaq.g_02467	Prai.g_01001
OG0000703	Syaq.g_02468	Prai.g_01000
OG0000704	Syaq.g_02470	Prai.g_00999
OG0000705	Syaq.g_02477	Prai.g_00995
OG0000706	Syaq.g_02478	Prai.g_00994
OG0000707	Syaq.g_02479	Prai.g_00993
OG0000708	Syaq.g_02482	Prai.g_00992
OG0000709	Syaq.g_02490	Prai.g_00988
OG0000710	Syaq.g_02494	Prai.g_00985
OG0000711	Syaq.g_02521	Prai.g_00968
OG0000712	Syaq.g_02523	Prai.g_00966
OG0000713	Syaq.g_02524	Prai.g_00965
OG0000714	Syaq.g_02527	Prai.g_00964
OG0000715	Syaq.g_02529	Prai.g_00962
OG0000716	Syaq.g_02533	Prai.g_00960
OG0000717	Syaq.g_02534	Prai.g_00959
OG0000718	Syaq.g_00072	Prai.g_00948
OG0000719	Syaq.g_00070	Prai.g_00946
OG0000720	Syaq.g_00057	Prai.g_00938
OG0000721	Syaq.g_00055	Prai.g_00936
OG0000722	Syaq.g_00054	Prai.g_00935
OG0000723	Syaq.g_00046	Prai.g_00932
OG0000724	Syaq.g_02685	Prai.g_00923
OG0000725	Syaq.g_02676	Prai.g_00917
OG0000726	Syaq.g_02675	Prai.g_00916
OG0000727	Syaq.g_02674	Prai.g_00915
OG0000728	Syaq.g_02672	Prai.g_00913
OG0000729	Syaq.g_01046	Prai.g_01109
OG0000730	Syaq.g_00561	Prai.g_01113
OG0000731	Syaq.g_00550	Prai.g_01117
OG0000732	Syaq.g_01098	Prai.g_01126
OG0000733	Syaq.g_01232	Prai.g_01144
OG0000734	Syaq.g_01479	Prai.g_01157
OG0000735	Syaq.g_00266	Prai.g_01159
OG0000736	Syaq.g_00265	Prai.g_01160
OG0000737	Syaq.g_00264	Prai.g_01161
OG0000738	Syaq.g_00258	Prai.g_01165
OG0000739	Syaq.g_00257	Prai.g_01166
OG0000740	Syaq.g_00256	Prai.g_01167
OG0000741	Syaq.g_00253	Prai.g_01168
OG0000742	Syaq.g_00250	Prai.g_01170
OG0000743	Syaq.g_00248	Prai.g_01172
OG0000744	Syaq.g_00247	Prai.g_01173
OG0000745	Syaq.g_00245	Prai.g_01174
OG0000746	Syaq.g_00242	Prai.g_01176
OG0000747	Syaq.g_00241	Prai.g_01177
OG0000748	Syaq.g_00227	Prai.g_01180
OG0000749	Syaq.g_00226	Prai.g_01181
OG0000750	Syaq.g_00225	Prai.g_01182
OG0000751	Syaq.g_00219	Prai.g_01184
OG0000752	Syaq.g_00217	Prai.g_01186
OG0000753	Syaq.g_00214	Prai.g_01189
OG0000754	Syaq.g_00209	Prai.g_01192
OG0000755	Syaq.g_00198	Prai.g_01196
OG0000756	Syaq.g_00197	Prai.g_01197
OG0000757	Syaq.g_00190	Prai.g_01204
OG0000758	Syaq.g_00189	Prai.g_01205
OG0000759	Syaq.g_00188	Prai.g_01206
OG0000760	Syaq.g_00187	Prai.g_01207
OG0000761	Syaq.g_00186	Prai.g_01208
OG0000762	Syaq.g_00183	Prai.g_01209
OG0000763	Syaq.g_00181	Prai.g_01211
OG0000764	Syaq.g_00180	Prai.g_01212
OG0000765	Syaq.g_00157	Prai.g_01221
OG0000766	Syaq.g_00156	Prai.g_01222
OG0000767	Syaq.g_00154	Prai.g_01224
OG0000768	Syaq.g_00153	Prai.g_01225
OG0000769	Syaq.g_00151	Prai.g_01227
OG0000770	Syaq.g_00148	Prai.g_01229
OG0000771	Syaq.g_02691	Prai.g_01238
OG0000772	Syaq.g_01887	Prai.g_01310
OG0000773	Syaq.g_00283	Prai.g_01325
OG0000774	Syaq.g_00288	Prai.g_01327
OG0000775	Syaq.g_00290	Prai.g_01330
OG0000776	Syaq.g_00291	Prai.g_01331
OG0000777	Syaq.g_00292	Prai.g_01332
OG0000778	Syaq.g_00293	Prai.g_01333
OG0000779	Syaq.g_00299	Prai.g_01337
OG0000780	Syaq.g_00304	Prai.g_01338
OG0000781	Syaq.g_00308	Prai.g_01341
OG0000782	Syaq.g_00309	Prai.g_01342
OG0000783	Syaq.g_00310	Prai.g_01343
OG0000784	Syaq.g_00311	Prai.g_01344
OG0000785	Syaq.g_00313	Prai.g_01346
OG0000786	Syaq.g_00328	Prai.g_01348
OG0000787	Syaq.g_00329	Prai.g_01349
OG0000788	Syaq.g_02099	Prai.g_01358
OG0000789	Syaq.g_02123	Prai.g_01360
OG0000790	Syaq.g_01758	Prai.g_01375
OG0000791	Syaq.g_01756	Prai.g_01377
OG0000792	Syaq.g_01755	Prai.g_01378
OG0000793	Syaq.g_01750	Prai.g_01381
OG0000794	Syaq.g_01749	Prai.g_01382
OG0000795	Syaq.g_01748	Prai.g_01383
OG0000796	Syaq.g_01744	Prai.g_01387
OG0000797	Syaq.g_01743	Prai.g_01388
OG0000799	Syaq.g_00341	Prai.g_01445
OG0000800	Syaq.g_00342	Prai.g_01446
OG0000801	Syaq.g_00343	Prai.g_01447
OG0000802	Syaq.g_00350	Prai.g_01449
OG0000803	Syaq.g_00353	Prai.g_01451
OG0000804	Syaq.g_00358	Prai.g_01452
OG0000805	Syaq.g_00360	Prai.g_01454
OG0000806	Syaq.g_00362	Prai.g_01456
OG0000807	Syaq.g_00364	Prai.g_01457
OG0000808	Syaq.g_00365	Prai.g_01458
OG0000809	Syaq.g_00369	Prai.g_01461
OG0000810	Syaq.g_00370	Prai.g_01462
OG0000811	Syaq.g_00378	Prai.g_01466
OG0000812	Syaq.g_00380	Prai.g_01468
OG0000813	Syaq.g_00381	Prai.g_01469
OG0000814	Syaq.g_00383	Prai.g_01471
OG0000815	Syaq.g_00384	Prai.g_01472
OG0000816	Syaq.g_00386	Prai.g_01474
OG0000817	Syaq.g_00387	Prai.g_01475
OG0000818	Syaq.g_00392	Prai.g_01480
OG0000819	Syaq.g_00393	Prai.g_01481
OG0000820	Syaq.g_00394	Prai.g_01482
OG0000821	Syaq.g_00400	Prai.g_01485
OG0000822	Syaq.g_00402	Prai.g_01486
OG0000823	Syaq.g_00403	Prai.g_01487
OG0000824	Syaq.g_00409	Prai.g_01490
OG0000825	Syaq.g_00410	Prai.g_01491
OG0000826	Syaq.g_00411	Prai.g_01492
OG0000827	Syaq.g_00412	Prai.g_01493
OG0000828	Syaq.g_00415	Prai.g_01496
OG0000829	Syaq.g_00416	Prai.g_01497
OG0000830	Syaq.g_00417	Prai.g_01498
OG0000831	Syaq.g_00419	Prai.g_01500
OG0000832	Syaq.g_01737	Prai.g_01505
OG0000833	Syaq.g_01725	Prai.g_01514
OG0000834	Syaq.g_01724	Prai.g_01515
OG0000835	Syaq.g_01723	Prai.g_01516
OG0000836	Syaq.g_01720	Prai.g_01517
OG0000837	Syaq.g_01719	Prai.g_01518
OG0000838	Syaq.g_01715	Prai.g_01520
OG0000839	Syaq.g_01714	Prai.g_01521
OG0000840	Syaq.g_01713	Prai.g_01522
OG0000841	Syaq.g_01712	Prai.g_01523
OG0000842	Syaq.g_01711	Prai.g_01524
OG0000843	Syaq.g_01710	Prai.g_01525
OG0000844	Syaq.g_01708	Prai.g_01526
OG0000845	Syaq.g_01707	Prai.g_01527
OG0000846	Syaq.g_01706	Prai.g_01528
OG0000847	Syaq.g_01705	Prai.g_01529
OG0000848	Syaq.g_01703	Prai.g_01530
OG0000849	Syaq.g_01702	Prai.g_01531
OG0000850	Syaq.g_01699	Prai.g_01533
OG0000851	Syaq.g_01696	Prai.g_01534
OG0000852	Syaq.g_01695	Prai.g_01535
OG0000853	Syaq.g_01691	Prai.g_01539
OG0000854	Syaq.g_01689	Prai.g_01541
OG0000855	Syaq.g_01688	Prai.g_01542
OG0000856	Syaq.g_02069	Prai.g_01558
OG0000857	Syaq.g_02357	Prai.g_01597
OG0000858	Syaq.g_01682	Prai.g_01632
OG0000859	Syaq.g_01681	Prai.g_01633
OG0000860	Syaq.g_01671	Prai.g_01640
OG0000861	Syaq.g_01670	Prai.g_01641
OG0000862	Syaq.g_01668	Prai.g_01642
OG0000863	Syaq.g_01665	Prai.g_01644
OG0000864	Syaq.g_01664	Prai.g_01645
OG0000865	Syaq.g_01663	Prai.g_01646
OG0000866	Syaq.g_01662	Prai.g_01647
OG0000867	Syaq.g_01661	Prai.g_01648
OG0000868	Syaq.g_01659	Prai.g_01649
OG0000869	Syaq.g_01656	Prai.g_01653
OG0000870	Syaq.g_01651	Prai.g_01658
OG0000871	Syaq.g_01650	Prai.g_01659
OG0000872	Syaq.g_01644	Prai.g_01660
OG0000873	Syaq.g_01641	Prai.g_01663
OG0000874	Syaq.g_01637	Prai.g_01666
OG0000875	Syaq.g_01633	Prai.g_01667
OG0000876	Syaq.g_01631	Prai.g_01668
OG0000877	Syaq.g_01628	Prai.g_01670
OG0000878	Syaq.g_01627	Prai.g_01671
OG0000879	Syaq.g_01626	Prai.g_01672
OG0000880	Syaq.g_01625	Prai.g_01673
OG0000881	Syaq.g_01621	Prai.g_01677
OG0000882	Syaq.g_01616	Prai.g_01682
OG0000883	Syaq.g_01613	Prai.g_01683
OG0000884	Syaq.g_01611	Prai.g_01685
OG0000885	Syaq.g_01610	Prai.g_01686
OG0000886	Syaq.g_01609	Prai.g_01687
OG0000887	Syaq.g_01608	Prai.g_01688
OG0000888	Syaq.g_01606	Prai.g_01690
OG0000889	Syaq.g_01604	Prai.g_01692
OG0000890	Syaq.g_01597	Prai.g_01693
OG0000891	Syaq.g_01596	Prai.g_01694
OG0000892	Syaq.g_01594	Prai.g_01696
OG0000893	Syaq.g_00695	Prai.g_01701
OG0000894	Syaq.g_00692	Prai.g_01703
OG0000895	Syaq.g_00688	Prai.g_01706
OG0000896	Syaq.g_00687	Prai.g_01707
OG0000897	Syaq.g_00685	Prai.g_01709
OG0000898	Syaq.g_00684	Prai.g_01710
OG0000899	Syaq.g_00683	Prai.g_01711
OG0000900	Syaq.g_00682	Prai.g_01712
OG0000901	Syaq.g_00677	Prai.g_01715
OG0000902	Syaq.g_00671	Prai.g_01717
OG0000903	Syaq.g_00655	Prai.g_01720
OG0000904	Syaq.g_00660	Prai.g_01722
OG0000905	Syaq.g_00666	Prai.g_01727
OG0000906	Syaq.g_00669	Prai.g_01728
OG0000907	Syaq.g_00653	Prai.g_01734
OG0000908	Syaq.g_00650	Prai.g_01737
OG0000909	Syaq.g_00649	Prai.g_01738
OG0000910	Syaq.g_00648	Prai.g_01739
OG0000911	Syaq.g_00646	Prai.g_01741
OG0000912	Syaq.g_00645	Prai.g_01742
OG0000913	Syaq.g_00644	Prai.g_01743
OG0000914	Syaq.g_00643	Prai.g_01744
OG0000915	Syaq.g_00641	Prai.g_01746
OG0000916	Syaq.g_00640	Prai.g_01747
OG0000917	Syaq.g_00639	Prai.g_01748
OG0000918	Syaq.g_00638	Prai.g_01749
OG0000919	Syaq.g_00637	Prai.g_01750
OG0000920	Syaq.g_00636	Prai.g_01751
OG0000921	Syaq.g_00635	Prai.g_01752
OG0000922	Syaq.g_00634	Prai.g_01753
OG0000923	Syaq.g_00630	Prai.g_01757
OG0000924	Syaq.g_00629	Prai.g_01758
OG0000925	Syaq.g_00628	Prai.g_01759
OG0000926	Syaq.g_00627	Prai.g_01760
OG0000927	Syaq.g_00625	Prai.g_01762
OG0000928	Syaq.g_00624	Prai.g_01763
OG0000929	Syaq.g_00623	Prai.g_01764
OG0000930	Syaq.g_00622	Prai.g_01765
OG0000931	Syaq.g_00621	Prai.g_01766
OG0000932	Syaq.g_00620	Prai.g_01767
OG0000933	Syaq.g_00614	Prai.g_01776
OG0000934	Syaq.g_00612	Prai.g_01778
OG0000935	Syaq.g_00611	Prai.g_01779
OG0000936	Syaq.g_00610	Prai.g_01780
OG0000937	Syaq.g_00609	Prai.g_01781
OG0000938	Syaq.g_00606	Prai.g_01783
OG0000939	Syaq.g_00604	Prai.g_01784
OG0000940	Syaq.g_00597	Prai.g_01791
OG0000941	Syaq.g_00595	Prai.g_01793
OG0000942	Syaq.g_00593	Prai.g_01795
OG0000943	Syaq.g_00592	Prai.g_01796
OG0000944	Syaq.g_00590	Prai.g_01797
OG0000945	Syaq.g_00588	Prai.g_01798
OG0000946	Syaq.g_00580	Prai.g_01802
OG0000947	Syaq.g_00577	Prai.g_01804
OG0000948	Syaq.g_00576	Prai.g_01805
OG0000949	Syaq.g_00971	Prai.g_01808
OG0000950	Syaq.g_00984	Prai.g_01813
OG0000951	Syaq.g_00991	Prai.g_01817
OG0000952	Syaq.g_01002	Prai.g_01821
OG0000953	Syaq.g_01006	Prai.g_01824
OG0000954	Syaq.g_01012	Prai.g_01828
OG0000955	Syaq.g_01013	Prai.g_01829
OG0000956	Syaq.g_01015	Prai.g_01831
OG0000957	Syaq.g_01026	Prai.g_01836
OG0000958	Syaq.g_01027	Prai.g_01837
OG0000959	Syaq.g_01031	Prai.g_01841
OG0000960	Syaq.g_01032	Prai.g_01842
OG0000961	Syaq.g_01043	Prai.g_01844
OG0000962	Syaq.g_01045	Prai.g_01846
OG0000963	Syaq.g_01049	Prai.g_01850
OG0000964	Syaq.g_01050	Prai.g_01851
OG0000965	Syaq.g_01051	Prai.g_01852
OG0000966	Syaq.g_01060	Prai.g_01861
OG0000967	Syaq.g_01067	Prai.g_01865
OG0000968	Syaq.g_01071	Prai.g_01867
OG0000969	Syaq.g_01078	Prai.g_01868
OG0000970	Syaq.g_01079	Prai.g_01869
OG0000971	Syaq.g_01081	Prai.g_01870
OG0000972	Syaq.g_01082	Prai.g_01871
OG0000973	Syaq.g_01083	Prai.g_01872
OG0000974	Syaq.g_01084	Prai.g_01873
OG0000975	Syaq.g_01085	Prai.g_01874
OG0000976	Syaq.g_01086	Prai.g_01875
OG0000977	Syaq.g_01088	Prai.g_01876
OG0000978	Syaq.g_01091	Prai.g_01877
OG0000979	Syaq.g_01094	Prai.g_01880
OG0000980	Syaq.g_01097	Prai.g_01882
OG0000981	Syaq.g_01100	Prai.g_01884
OG0000982	Syaq.g_01263	Prai.g_01886
OG0000983	Syaq.g_01262	Prai.g_01887
OG0000984	Syaq.g_01261	Prai.g_01888
OG0000985	Syaq.g_01257	Prai.g_01891
OG0000986	Syaq.g_01253	Prai.g_01893
OG0000987	Syaq.g_01251	Prai.g_01894
OG0000988	Syaq.g_01245	Prai.g_01897
OG0000989	Syaq.g_01239	Prai.g_01900
OG0000990	Syaq.g_01229	Prai.g_01903
OG0000991	Syaq.g_01225	Prai.g_01904
OG0000992	Syaq.g_01222	Prai.g_01906
OG0000993	Syaq.g_01221	Prai.g_01907
OG0000994	Syaq.g_01218	Prai.g_01908
OG0000995	Syaq.g_01212	Prai.g_01912
OG0000996	Syaq.g_01193	Prai.g_01913
OG0000997	Syaq.g_01184	Prai.g_01914
OG0000998	Syaq.g_01182	Prai.g_01916
OG0000999	Syaq.g_01181	Prai.g_01917
OG0001000	Syaq.g_01177	Prai.g_01920
OG0001001	Syaq.g_01172	Prai.g_01922
OG0001002	Syaq.g_01165	Prai.g_01926
OG0001003	Syaq.g_01163	Prai.g_01928
OG0001004	Syaq.g_01162	Prai.g_01929
OG0001005	Syaq.g_01161	Prai.g_01930
OG0001006	Syaq.g_01152	Prai.g_01934
OG0001007	Syaq.g_01150	Prai.g_01936
OG0001008	Syaq.g_00500	Prai.g_00468
OG0001009	Syaq.g_01118	Prai.g_00027
OG0001010	Syaq.g_01117	Prai.g_00028
OG0001011	Syaq.g_01115	Prai.g_00029
OG0001012	Syaq.g_01267	Prai.g_00050
OG0001013	Syaq.g_01289	Prai.g_00055
OG0001014	Syaq.g_01295	Prai.g_00058
OG0001015	Syaq.g_01296	Prai.g_00059
OG0001016	Syaq.g_01554	Prai.g_00073
OG0001017	Syaq.g_01548	Prai.g_00077
OG0001018	Syaq.g_01546	Prai.g_00080
OG0001019	Syaq.g_01524	Prai.g_00089
OG0001020	Syaq.g_01510	Prai.g_00090
OG0001021	Syaq.g_01506	Prai.g_00091
OG0001022	Syaq.g_01501	Prai.g_00094
OG0001023	Syaq.g_01500	Prai.g_00095
OG0001024	Syaq.g_01496	Prai.g_00098
OG0001025	Syaq.g_01490	Prai.g_00104
OG0001026	Syaq.g_01477	Prai.g_00111
OG0001027	Syaq.g_01474	Prai.g_00112
OG0001028	Syaq.g_01472	Prai.g_00114
OG0001029	Syaq.g_01470	Prai.g_00115
OG0001030	Syaq.g_01450	Prai.g_00130
OG0001031	Syaq.g_01378	Prai.g_00197
OG0001032	Syaq.g_01376	Prai.g_00198
OG0001033	Syaq.g_01344	Prai.g_00219
OG0001034	Syaq.g_01579	Prai.g_00247
OG0001035	Syaq.g_00726	Prai.g_00267
OG0001036	Syaq.g_00731	Prai.g_00272
OG0001037	Syaq.g_00733	Prai.g_00273
OG0001038	Syaq.g_00761	Prai.g_00291
OG0001039	Syaq.g_00764	Prai.g_00294
OG0001040	Syaq.g_00767	Prai.g_00296
OG0001041	Syaq.g_00772	Prai.g_00300
OG0001042	Syaq.g_00858	Prai.g_00317
OG0001045	Syaq.g_00547	Prai.g_00355
OG0001046	Syaq.g_02509	Prai.g_00390
OG0001047	Syaq.g_00498	Prai.g_00470
OG0001048	Syaq.g_00497	Prai.g_00471
OG0001049	Syaq.g_00494	Prai.g_00473
OG0001050	Syaq.g_00493	Prai.g_00474
OG0001051	Syaq.g_00492	Prai.g_00475
OG0001052	Syaq.g_00446	Prai.g_00501
OG0001053	Syaq.g_01775	Prai.g_00513
OG0001054	Syaq.g_01794	Prai.g_00528
OG0001055	Syaq.g_01815	Prai.g_00546
OG0001056	Syaq.g_01843	Prai.g_00564
OG0001057	Syaq.g_00334	Prai.g_00569
OG0001058	Syaq.g_01931	Prai.g_00577
OG0001059	Syaq.g_01935	Prai.g_00581
OG0001060	Syaq.g_01941	Prai.g_00588
OG0001061	Syaq.g_01961	Prai.g_00602
OG0001062	Syaq.g_01963	Prai.g_00604
OG0001063	Syaq.g_01968	Prai.g_00606
OG0001064	Syaq.g_01969	Prai.g_00607
OG0001065	Syaq.g_01970	Prai.g_00608
OG0001066	Syaq.g_01971	Prai.g_00609
OG0001067	Syaq.g_01972	Prai.g_00610
OG0001068	Syaq.g_01973	Prai.g_00611
OG0001069	Syaq.g_01974	Prai.g_00612
OG0001070	Syaq.g_01978	Prai.g_00615
OG0001071	Syaq.g_01979	Prai.g_00616
OG0001072	Syaq.g_01983	Prai.g_00618
OG0001073	Syaq.g_01998	Prai.g_00632
OG0001074	Syaq.g_02132	Prai.g_00643
OG0001075	Syaq.g_02025	Prai.g_00644
OG0001076	Syaq.g_02060	Prai.g_00653
OG0001077	Syaq.g_02071	Prai.g_00657
OG0001078	Syaq.g_02083	Prai.g_00665
OG0001079	Syaq.g_02100	Prai.g_00676
OG0001080	Syaq.g_02161	Prai.g_00682
OG0001081	Syaq.g_02232	Prai.g_00684
OG0001082	Syaq.g_02233	Prai.g_00685
OG0001083	Syaq.g_02240	Prai.g_00690
OG0001084	Syaq.g_02241	Prai.g_00691
OG0001085	Syaq.g_02251	Prai.g_00699
OG0001086	Syaq.g_02253	Prai.g_00700
OG0001087	Syaq.g_02574	Prai.g_00717
OG0001088	Syaq.g_02576	Prai.g_00718
OG0001089	Syaq.g_02604	Prai.g_00726
OG0001090	Syaq.g_00024	Prai.g_00749
OG0001091	Syaq.g_00027	Prai.g_00751
OG0001092	Syaq.g_00029	Prai.g_00752
OG0001093	Syaq.g_00035	Prai.g_00757
OG0001094	Syaq.g_02334	Prai.g_00854
OG0001095	Syaq.g_02354	Prai.g_00834
OG0001096	Syaq.g_02370	Prai.g_00821
OG0001097	Syaq.g_02393	Prai.g_00802
OG0001098	Syaq.g_02415	Prai.g_00787
OG0001099	Syaq.g_01471	Prai.g_01057
OG0001100	Syaq.g_02262	Prai.g_01053
OG0001101	Syaq.g_02263	Prai.g_01051
OG0001102	Syaq.g_02266	Prai.g_01049
OG0001103	Syaq.g_02268	Prai.g_01047
OG0001104	Syaq.g_02316	Prai.g_01026
OG0001105	Syaq.g_02320	Prai.g_01022
OG0001106	Syaq.g_02471	Prai.g_00998
OG0001108	Syaq.g_02491	Prai.g_00987
OG0001109	Syaq.g_02493	Prai.g_00986
OG0001110	Syaq.g_02495	Prai.g_00984
OG0001111	Syaq.g_02497	Prai.g_00983
OG0001112	Syaq.g_02499	Prai.g_00982
OG0001113	Syaq.g_02539	Prai.g_00981
OG0001114	Syaq.g_02500	Prai.g_00980
OG0001115	Syaq.g_02504	Prai.g_00978
OG0001116	Syaq.g_02506	Prai.g_00977
OG0001117	Syaq.g_02507	Prai.g_00976
OG0001118	Syaq.g_02508	Prai.g_00975
OG0001119	Syaq.g_02510	Prai.g_00974
OG0001120	Syaq.g_02514	Prai.g_00972
OG0001121	Syaq.g_01919	Prai.g_01141, Prai.g_00969
OG0001122	Syaq.g_00069	Prai.g_00945
OG0001124	Syaq.g_00060	Prai.g_00940
OG0001125	Syaq.g_00058	Prai.g_00939
OG0001126	Syaq.g_02693	Prai.g_00929
OG0001127	Syaq.g_02692	Prai.g_00928
OG0001128	Syaq.g_02689	Prai.g_00926
OG0001129	Syaq.g_02687	Prai.g_00925
OG0001130	Syaq.g_02686	Prai.g_00924
OG0001131	Syaq.g_02284	Prai.g_01088
OG0001132	Syaq.g_01872	Prai.g_01098
OG0001133	Syaq.g_02063	Prai.g_01130
OG0001134	Syaq.g_02213	Prai.g_01143
OG0001135	Syaq.g_02212	Prai.g_01146
OG0001137	Syaq.g_00228	Prai.g_01179
OG0001138	Syaq.g_00196	Prai.g_01198
