Orthogroup	Syaq	Pray
OG0000571	Syaq.g_01960	Pray.g_01189
OG0000572	Syaq.g_01977	Pray.g_01176
OG0000573	Syaq.g_01985	Pray.g_01171
OG0000574	Syaq.g_01986	Pray.g_01170
OG0000575	Syaq.g_01991	Pray.g_01166
OG0000576	Syaq.g_01993	Pray.g_01164
OG0000577	Syaq.g_01994	Pray.g_01163
OG0000578	Syaq.g_01995	Pray.g_01162
OG0000579	Syaq.g_01996	Pray.g_01161
OG0000580	Syaq.g_01997	Pray.g_01160
OG0000581	Syaq.g_02003	Pray.g_01158
OG0000582	Syaq.g_02012	Pray.g_01155
OG0000583	Syaq.g_02013	Pray.g_01154
OG0000584	Syaq.g_02014	Pray.g_01153
OG0000585	Syaq.g_02017	Pray.g_01151
OG0000586	Syaq.g_02018	Pray.g_01150
OG0000587	Syaq.g_02020	Pray.g_01149
OG0000588	Syaq.g_02043	Pray.g_01145
OG0000589	Syaq.g_02057	Pray.g_01142
OG0000590	Syaq.g_02058	Pray.g_01141
OG0000591	Syaq.g_02066	Pray.g_01138
OG0000592	Syaq.g_02067	Pray.g_01137
OG0000593	Syaq.g_02078	Pray.g_01131
OG0000594	Syaq.g_02079	Pray.g_01130
OG0000595	Syaq.g_02080	Pray.g_01129
OG0000596	Syaq.g_02085	Pray.g_01125
OG0000597	Syaq.g_02088	Pray.g_01123
OG0000598	Syaq.g_02089	Pray.g_01122
OG0000599	Syaq.g_02096	Pray.g_01119
OG0000600	Syaq.g_02097	Pray.g_01118
OG0000601	Syaq.g_02098	Pray.g_01117
OG0000602	Syaq.g_02104	Pray.g_01115
OG0000603	Syaq.g_02105	Pray.g_01114
OG0000604	Syaq.g_02107	Pray.g_01113
OG0000605	Syaq.g_02151	Pray.g_01112
OG0000606	Syaq.g_02231	Pray.g_01109
OG0000607	Syaq.g_02234	Pray.g_01106
OG0000608	Syaq.g_02235	Pray.g_01105
OG0000609	Syaq.g_02237	Pray.g_01104
OG0000610	Syaq.g_02244	Pray.g_01099
OG0000611	Syaq.g_02247	Pray.g_01096
OG0000612	Syaq.g_02248	Pray.g_01095
OG0000613	Syaq.g_00885	Pray.g_01090
OG0000614	Syaq.g_02588	Pray.g_01071
OG0000615	Syaq.g_02302	Pray.g_01063
OG0000616	Syaq.g_01168	Pray.g_01059
OG0000617	Syaq.g_00031	Pray.g_01034
OG0000618	Syaq.g_00032	Pray.g_01033
OG0000619	Syaq.g_00033	Pray.g_01032
OG0000620	Syaq.g_00038	Pray.g_01029
OG0000621	Syaq.g_00039	Pray.g_01028
OG0000622	Syaq.g_00040	Pray.g_01027
OG0000623	Syaq.g_00041	Pray.g_01026
OG0000624	Syaq.g_00042	Pray.g_01025
OG0000625	Syaq.g_00043	Pray.g_00269
OG0000626	Syaq.g_00044	Pray.g_00270
OG0000627	Syaq.g_02425	Pray.g_00271
OG0000628	Syaq.g_02426	Pray.g_00272
OG0000629	Syaq.g_02429	Pray.g_00273
OG0000630	Syaq.g_02433	Pray.g_00276
OG0000631	Syaq.g_02441	Pray.g_00339
OG0000632	Syaq.g_02442	Pray.g_00340
OG0000633	Syaq.g_02444	Pray.g_00341
OG0000634	Syaq.g_02336	Pray.g_00344
OG0000635	Syaq.g_02337	Pray.g_00345
OG0000636	Syaq.g_02339	Pray.g_00347
OG0000637	Syaq.g_02341	Pray.g_00349
OG0000638	Syaq.g_02342	Pray.g_00350
OG0000639	Syaq.g_02343	Pray.g_00351
OG0000640	Syaq.g_02344	Pray.g_00352
OG0000641	Syaq.g_02348	Pray.g_00356
OG0000642	Syaq.g_02349	Pray.g_00357
OG0000643	Syaq.g_02350	Pray.g_00358
OG0000644	Syaq.g_02351	Pray.g_00359
OG0000645	Syaq.g_02353	Pray.g_00360
OG0000646	Syaq.g_02356	Pray.g_00362
OG0000647	Syaq.g_02358	Pray.g_00363
OG0000648	Syaq.g_02360	Pray.g_00365
OG0000649	Syaq.g_02361	Pray.g_00366
OG0000650	Syaq.g_02362	Pray.g_00367
OG0000651	Syaq.g_02363	Pray.g_00368
OG0000652	Syaq.g_02364	Pray.g_00369
OG0000653	Syaq.g_02367	Pray.g_00371
OG0000654	Syaq.g_02368	Pray.g_00372
OG0000655	Syaq.g_02369	Pray.g_00373
OG0000656	Syaq.g_02372	Pray.g_00376
OG0000657	Syaq.g_02382	Pray.g_00384
OG0000658	Syaq.g_02385	Pray.g_00385
OG0000659	Syaq.g_02386	Pray.g_00386
OG0000660	Syaq.g_02390	Pray.g_00390
OG0000661	Syaq.g_02392	Pray.g_00392
OG0000662	Syaq.g_02394	Pray.g_00394
OG0000663	Syaq.g_02397	Pray.g_00396
OG0000664	Syaq.g_02400	Pray.g_00397
OG0000665	Syaq.g_02124	Pray.g_00401
OG0000666	Syaq.g_02117	Pray.g_00402
OG0000667	Syaq.g_02222	Pray.g_00406
OG0000668	Syaq.g_00068	Pray.g_00436
OG0000669	Syaq.g_02260	Pray.g_00443
OG0000670	Syaq.g_00079	Pray.g_00445
OG0000671	Syaq.g_02264	Pray.g_00447
OG0000672	Syaq.g_02267	Pray.g_00450
OG0000673	Syaq.g_02270	Pray.g_00453
OG0000674	Syaq.g_02272	Pray.g_00455
OG0000675	Syaq.g_02273	Pray.g_00456
OG0000676	Syaq.g_02275	Pray.g_00458
OG0000677	Syaq.g_02276	Pray.g_00459
OG0000678	Syaq.g_02282	Pray.g_00461
OG0000679	Syaq.g_02305	Pray.g_00465
OG0000680	Syaq.g_02306	Pray.g_00466
OG0000681	Syaq.g_02309	Pray.g_00469
OG0000682	Syaq.g_02310	Pray.g_00470
OG0000683	Syaq.g_02311	Pray.g_00471
OG0000684	Syaq.g_02315	Pray.g_00473
OG0000685	Syaq.g_02317	Pray.g_00475
OG0000686	Syaq.g_02318	Pray.g_00476
OG0000687	Syaq.g_02319	Pray.g_00477
OG0000688	Syaq.g_02325	Pray.g_00480
OG0000689	Syaq.g_02327	Pray.g_00481
OG0000690	Syaq.g_02328	Pray.g_00482
OG0000691	Syaq.g_02329	Pray.g_00483
OG0000692	Syaq.g_02330	Pray.g_00485
OG0000693	Syaq.g_02332	Pray.g_00486
OG0000694	Syaq.g_02333	Pray.g_00487
OG0000695	Syaq.g_02446	Pray.g_00489
OG0000696	Syaq.g_02447	Pray.g_00490
OG0000697	Syaq.g_02448	Pray.g_00491
OG0000698	Syaq.g_02451	Pray.g_00494
OG0000699	Syaq.g_02452	Pray.g_00495
OG0000700	Syaq.g_02453	Pray.g_00496
OG0000701	Syaq.g_02454	Pray.g_00497
OG0000702	Syaq.g_02467	Pray.g_00499
OG0000703	Syaq.g_02468	Pray.g_00500
OG0000704	Syaq.g_02470	Pray.g_00501
OG0000705	Syaq.g_02477	Pray.g_00505
OG0000706	Syaq.g_02478	Pray.g_00506
OG0000707	Syaq.g_02479	Pray.g_00507
OG0000708	Syaq.g_02482	Pray.g_00508
OG0000709	Syaq.g_02490	Pray.g_00512
OG0000710	Syaq.g_02494	Pray.g_00515
OG0000711	Syaq.g_02521	Pray.g_00532
OG0000712	Syaq.g_02523	Pray.g_00534
OG0000713	Syaq.g_02524	Pray.g_00535
OG0000714	Syaq.g_02527	Pray.g_00536
OG0000715	Syaq.g_02529	Pray.g_00538
OG0000716	Syaq.g_02533	Pray.g_00540
OG0000717	Syaq.g_02534	Pray.g_00541
OG0000718	Syaq.g_00072	Pray.g_00553
OG0000719	Syaq.g_00070	Pray.g_00555
OG0000720	Syaq.g_00057	Pray.g_00564
OG0000721	Syaq.g_00055	Pray.g_00566
OG0000722	Syaq.g_00054	Pray.g_00567
OG0000723	Syaq.g_00046	Pray.g_00570
OG0000724	Syaq.g_02685	Pray.g_00579
OG0000725	Syaq.g_02676	Pray.g_00585
OG0000726	Syaq.g_02675	Pray.g_00586
OG0000727	Syaq.g_02674	Pray.g_00587
OG0000728	Syaq.g_02672	Pray.g_00589
OG0000729	Syaq.g_01046	Pray.g_00634
OG0000730	Syaq.g_00561	Pray.g_00132
OG0000731	Syaq.g_00550	Pray.g_00128
OG0000732	Syaq.g_01098	Pray.g_00118
OG0000733	Syaq.g_01232	Pray.g_00096
OG0000734	Syaq.g_01479	Pray.g_00079
OG0000735	Syaq.g_00266	Pray.g_00077
OG0000736	Syaq.g_00265	Pray.g_00076
OG0000737	Syaq.g_00264	Pray.g_00075
OG0000738	Syaq.g_00258	Pray.g_00071
OG0000739	Syaq.g_00257	Pray.g_00070
OG0000740	Syaq.g_00256	Pray.g_00069
OG0000741	Syaq.g_00253	Pray.g_00068
OG0000742	Syaq.g_00250	Pray.g_00065
OG0000743	Syaq.g_00248	Pray.g_00063
OG0000744	Syaq.g_00247	Pray.g_00062
OG0000745	Syaq.g_00245	Pray.g_00060
OG0000746	Syaq.g_00242	Pray.g_00058
OG0000747	Syaq.g_00241	Pray.g_00057
OG0000748	Syaq.g_00227	Pray.g_00054
OG0000749	Syaq.g_00226	Pray.g_00053
OG0000750	Syaq.g_00225	Pray.g_00052
OG0000751	Syaq.g_00219	Pray.g_00050
OG0000752	Syaq.g_00217	Pray.g_00048
OG0000753	Syaq.g_00214	Pray.g_00045
OG0000754	Syaq.g_00209	Pray.g_00042
OG0000755	Syaq.g_00198	Pray.g_00039
OG0000756	Syaq.g_00197	Pray.g_00038
OG0000757	Syaq.g_00190	Pray.g_00032
OG0000758	Syaq.g_00189	Pray.g_00031
OG0000759	Syaq.g_00188	Pray.g_00030
OG0000760	Syaq.g_00187	Pray.g_00029
OG0000761	Syaq.g_00186	Pray.g_00028
OG0000762	Syaq.g_00183	Pray.g_00027
OG0000763	Syaq.g_00181	Pray.g_00025
OG0000764	Syaq.g_00180	Pray.g_00024
OG0000765	Syaq.g_00157	Pray.g_00015
OG0000766	Syaq.g_00156	Pray.g_00014
OG0000767	Syaq.g_00154	Pray.g_00012
OG0000768	Syaq.g_00153	Pray.g_00011
OG0000769	Syaq.g_00151	Pray.g_00009
OG0000770	Syaq.g_00148	Pray.g_00007
OG0000771	Syaq.g_02691	Pray.g_00250
OG0000772	Syaq.g_01887	Pray.g_01895
OG0000773	Syaq.g_00283	Pray.g_01879
OG0000774	Syaq.g_00288	Pray.g_01877
OG0000775	Syaq.g_00290	Pray.g_01875
OG0000776	Syaq.g_00291	Pray.g_01874
OG0000777	Syaq.g_00292	Pray.g_01873
OG0000778	Syaq.g_00293	Pray.g_01872
OG0000779	Syaq.g_00299	Pray.g_01868
OG0000780	Syaq.g_00304	Pray.g_01867
OG0000781	Syaq.g_00308	Pray.g_01864
OG0000782	Syaq.g_00309	Pray.g_01863
OG0000783	Syaq.g_00310	Pray.g_01862
OG0000784	Syaq.g_00311	Pray.g_01861
OG0000785	Syaq.g_00313	Pray.g_01859
OG0000786	Syaq.g_00328	Pray.g_01857
OG0000787	Syaq.g_00329	Pray.g_01856
OG0000788	Syaq.g_02099	Pray.g_01842
OG0000789	Syaq.g_02123	Pray.g_01839
OG0000790	Syaq.g_01758	Pray.g_01824
OG0000791	Syaq.g_01756	Pray.g_01822
OG0000792	Syaq.g_01755	Pray.g_01821
OG0000793	Syaq.g_01750	Pray.g_01818
OG0000794	Syaq.g_01749	Pray.g_01817
OG0000795	Syaq.g_01748	Pray.g_01816
OG0000796	Syaq.g_01744	Pray.g_01812
OG0000797	Syaq.g_01743	Pray.g_01811
OG0000799	Syaq.g_00341	Pray.g_01740
OG0000800	Syaq.g_00342	Pray.g_01739
OG0000801	Syaq.g_00343	Pray.g_01738
OG0000802	Syaq.g_00350	Pray.g_01736
OG0000803	Syaq.g_00353	Pray.g_01734
OG0000804	Syaq.g_00358	Pray.g_01733
OG0000805	Syaq.g_00360	Pray.g_01731
OG0000806	Syaq.g_00362	Pray.g_01729
OG0000807	Syaq.g_00364	Pray.g_01728
OG0000808	Syaq.g_00365	Pray.g_01727
OG0000809	Syaq.g_00369	Pray.g_01724
OG0000810	Syaq.g_00370	Pray.g_01723
OG0000811	Syaq.g_00378	Pray.g_01719
OG0000812	Syaq.g_00380	Pray.g_01717
OG0000813	Syaq.g_00381	Pray.g_01716
OG0000814	Syaq.g_00383	Pray.g_01714
OG0000815	Syaq.g_00384	Pray.g_01713
OG0000816	Syaq.g_00386	Pray.g_01711
OG0000817	Syaq.g_00387	Pray.g_01710
OG0000818	Syaq.g_00392	Pray.g_01705
OG0000819	Syaq.g_00393	Pray.g_01704
OG0000820	Syaq.g_00394	Pray.g_01703
OG0000821	Syaq.g_00400	Pray.g_01699
OG0000822	Syaq.g_00402	Pray.g_01698
OG0000823	Syaq.g_00403	Pray.g_01697
OG0000824	Syaq.g_00409	Pray.g_01694
OG0000825	Syaq.g_00410	Pray.g_01693
OG0000826	Syaq.g_00411	Pray.g_01692
OG0000827	Syaq.g_00412	Pray.g_01691
OG0000828	Syaq.g_00415	Pray.g_01688
OG0000829	Syaq.g_00416	Pray.g_01687
OG0000830	Syaq.g_00417	Pray.g_01686
OG0000831	Syaq.g_00419	Pray.g_01684
OG0000832	Syaq.g_01737	Pray.g_01678
OG0000833	Syaq.g_01725	Pray.g_01670
OG0000834	Syaq.g_01724	Pray.g_01669
OG0000835	Syaq.g_01723	Pray.g_01668
OG0000836	Syaq.g_01720	Pray.g_01667
OG0000837	Syaq.g_01719	Pray.g_01666
OG0000838	Syaq.g_01715	Pray.g_01664
OG0000839	Syaq.g_01714	Pray.g_01663
OG0000840	Syaq.g_01713	Pray.g_01662
OG0000841	Syaq.g_01712	Pray.g_01661
OG0000842	Syaq.g_01711	Pray.g_01660
OG0000843	Syaq.g_01710	Pray.g_01659
OG0000844	Syaq.g_01708	Pray.g_01658
OG0000845	Syaq.g_01707	Pray.g_01657
OG0000846	Syaq.g_01706	Pray.g_01656
OG0000847	Syaq.g_01705	Pray.g_01655
OG0000848	Syaq.g_01703	Pray.g_01654
OG0000849	Syaq.g_01702	Pray.g_01653
OG0000850	Syaq.g_01699	Pray.g_01651
OG0000851	Syaq.g_01696	Pray.g_01650
OG0000852	Syaq.g_01695	Pray.g_01649
OG0000853	Syaq.g_01691	Pray.g_01645
OG0000854	Syaq.g_01689	Pray.g_01643
OG0000855	Syaq.g_01688	Pray.g_01642
OG0000856	Syaq.g_02069	Pray.g_01627
OG0000857	Syaq.g_02357	Pray.g_01600
OG0000858	Syaq.g_01682	Pray.g_01565
OG0000859	Syaq.g_01681	Pray.g_01564
OG0000860	Syaq.g_01671	Pray.g_01557
OG0000861	Syaq.g_01670	Pray.g_01556
OG0000862	Syaq.g_01668	Pray.g_01555
OG0000863	Syaq.g_01665	Pray.g_01553
OG0000864	Syaq.g_01664	Pray.g_01552
OG0000865	Syaq.g_01663	Pray.g_01551
OG0000866	Syaq.g_01662	Pray.g_01550
OG0000867	Syaq.g_01661	Pray.g_01549
OG0000868	Syaq.g_01659	Pray.g_01548
OG0000869	Syaq.g_01656	Pray.g_01544
OG0000870	Syaq.g_01651	Pray.g_01539
OG0000871	Syaq.g_01650	Pray.g_01538
OG0000872	Syaq.g_01644	Pray.g_01537
OG0000873	Syaq.g_01641	Pray.g_01534
OG0000874	Syaq.g_01637	Pray.g_01531
OG0000875	Syaq.g_01633	Pray.g_01530
OG0000876	Syaq.g_01631	Pray.g_01529
OG0000877	Syaq.g_01628	Pray.g_01527
OG0000878	Syaq.g_01627	Pray.g_01526
OG0000879	Syaq.g_01626	Pray.g_01525
OG0000880	Syaq.g_01625	Pray.g_01524
OG0000881	Syaq.g_01621	Pray.g_01520
OG0000882	Syaq.g_01616	Pray.g_01515
OG0000883	Syaq.g_01613	Pray.g_01513
OG0000884	Syaq.g_01611	Pray.g_01512
OG0000885	Syaq.g_01610	Pray.g_01511
OG0000886	Syaq.g_01609	Pray.g_01510
OG0000887	Syaq.g_01608	Pray.g_01509
OG0000888	Syaq.g_01606	Pray.g_01507
OG0000889	Syaq.g_01604	Pray.g_01505
OG0000890	Syaq.g_01597	Pray.g_01504
OG0000891	Syaq.g_01596	Pray.g_01503
OG0000892	Syaq.g_01594	Pray.g_01229
OG0000893	Syaq.g_00695	Pray.g_01234
OG0000894	Syaq.g_00692	Pray.g_01236
OG0000895	Syaq.g_00688	Pray.g_01239
OG0000896	Syaq.g_00687	Pray.g_01240
OG0000897	Syaq.g_00685	Pray.g_01242
OG0000898	Syaq.g_00684	Pray.g_01243
OG0000899	Syaq.g_00683	Pray.g_01244
OG0000900	Syaq.g_00682	Pray.g_01245
OG0000901	Syaq.g_00677	Pray.g_01248
OG0000902	Syaq.g_00671	Pray.g_01250
OG0000903	Syaq.g_00655	Pray.g_01253
OG0000904	Syaq.g_00660	Pray.g_01255
OG0000905	Syaq.g_00666	Pray.g_01260
OG0000906	Syaq.g_00669	Pray.g_01261
OG0000907	Syaq.g_00653	Pray.g_01264
OG0000908	Syaq.g_00650	Pray.g_01267
OG0000909	Syaq.g_00649	Pray.g_01268
OG0000910	Syaq.g_00648	Pray.g_01269
OG0000911	Syaq.g_00646	Pray.g_01271
OG0000912	Syaq.g_00645	Pray.g_01272
OG0000913	Syaq.g_00644	Pray.g_01273
OG0000914	Syaq.g_00643	Pray.g_01274
OG0000915	Syaq.g_00641	Pray.g_01275
OG0000916	Syaq.g_00640	Pray.g_01276
OG0000917	Syaq.g_00639	Pray.g_01277
OG0000918	Syaq.g_00638	Pray.g_01278
OG0000919	Syaq.g_00637	Pray.g_01279
OG0000920	Syaq.g_00636	Pray.g_01280
OG0000921	Syaq.g_00635	Pray.g_01281
OG0000922	Syaq.g_00634	Pray.g_01282
OG0000923	Syaq.g_00630	Pray.g_01286
OG0000924	Syaq.g_00629	Pray.g_01287
OG0000925	Syaq.g_00628	Pray.g_01288
OG0000926	Syaq.g_00627	Pray.g_01289
OG0000927	Syaq.g_00625	Pray.g_01291
OG0000928	Syaq.g_00624	Pray.g_01292
OG0000929	Syaq.g_00623	Pray.g_01293
OG0000930	Syaq.g_00622	Pray.g_01294
OG0000931	Syaq.g_00621	Pray.g_01295
OG0000932	Syaq.g_00620	Pray.g_01296
OG0000933	Syaq.g_00614	Pray.g_01300
OG0000934	Syaq.g_00612	Pray.g_01302
OG0000935	Syaq.g_00611	Pray.g_01303
OG0000936	Syaq.g_00610	Pray.g_01304
OG0000937	Syaq.g_00609	Pray.g_01305
OG0000938	Syaq.g_00606	Pray.g_01307
OG0000939	Syaq.g_00604	Pray.g_01308
OG0000940	Syaq.g_00597	Pray.g_01315
OG0000941	Syaq.g_00595	Pray.g_01317
OG0000942	Syaq.g_00593	Pray.g_01319
OG0000943	Syaq.g_00592	Pray.g_01320
OG0000944	Syaq.g_00590	Pray.g_01321
OG0000945	Syaq.g_00588	Pray.g_01322
OG0000946	Syaq.g_00580	Pray.g_01327
OG0000947	Syaq.g_00577	Pray.g_01329
OG0000948	Syaq.g_00576	Pray.g_01330
OG0000949	Syaq.g_00971	Pray.g_01333
OG0000950	Syaq.g_00984	Pray.g_01338
OG0000951	Syaq.g_00991	Pray.g_01342
OG0000952	Syaq.g_01002	Pray.g_01346
OG0000953	Syaq.g_01006	Pray.g_01349
OG0000954	Syaq.g_01012	Pray.g_01353
OG0000955	Syaq.g_01013	Pray.g_01354
OG0000956	Syaq.g_01015	Pray.g_01356
OG0000957	Syaq.g_01026	Pray.g_01362
OG0000958	Syaq.g_01027	Pray.g_01363
OG0000959	Syaq.g_01031	Pray.g_01367
OG0000960	Syaq.g_01032	Pray.g_01368
OG0000961	Syaq.g_01043	Pray.g_01370
OG0000962	Syaq.g_01045	Pray.g_01372
OG0000963	Syaq.g_01049	Pray.g_01376
OG0000964	Syaq.g_01050	Pray.g_01377
OG0000965	Syaq.g_01051	Pray.g_01378
OG0000966	Syaq.g_01060	Pray.g_01385
OG0000967	Syaq.g_01067	Pray.g_01390
OG0000968	Syaq.g_01071	Pray.g_01392
OG0000969	Syaq.g_01078	Pray.g_01393
OG0000970	Syaq.g_01079	Pray.g_01394
OG0000971	Syaq.g_01081	Pray.g_01395
OG0000972	Syaq.g_01082	Pray.g_01396
OG0000973	Syaq.g_01083	Pray.g_01397
OG0000974	Syaq.g_01084	Pray.g_01398
OG0000975	Syaq.g_01085	Pray.g_01399
OG0000976	Syaq.g_01086	Pray.g_01400
OG0000977	Syaq.g_01088	Pray.g_01401
OG0000978	Syaq.g_01091	Pray.g_01402
OG0000979	Syaq.g_01094	Pray.g_01405
OG0000980	Syaq.g_01097	Pray.g_01407
OG0000981	Syaq.g_01100	Pray.g_01409
OG0000982	Syaq.g_01263	Pray.g_01411
OG0000983	Syaq.g_01262	Pray.g_01412
OG0000984	Syaq.g_01261	Pray.g_01413
OG0000985	Syaq.g_01257	Pray.g_01416
OG0000986	Syaq.g_01253	Pray.g_01418
OG0000987	Syaq.g_01251	Pray.g_01419
OG0000988	Syaq.g_01245	Pray.g_01422
OG0000989	Syaq.g_01239	Pray.g_01426
OG0000990	Syaq.g_01229	Pray.g_01429
OG0000991	Syaq.g_01225	Pray.g_01430
OG0000992	Syaq.g_01222	Pray.g_01432
OG0000993	Syaq.g_01221	Pray.g_01433
OG0000994	Syaq.g_01218	Pray.g_01434
OG0000995	Syaq.g_01212	Pray.g_01438
OG0000996	Syaq.g_01193	Pray.g_01439
OG0000997	Syaq.g_01184	Pray.g_01440
OG0000998	Syaq.g_01182	Pray.g_01442
OG0000999	Syaq.g_01181	Pray.g_01443
OG0001000	Syaq.g_01177	Pray.g_01446
OG0001001	Syaq.g_01172	Pray.g_01448
OG0001002	Syaq.g_01165	Pray.g_01452
OG0001003	Syaq.g_01163	Pray.g_01453
OG0001004	Syaq.g_01162	Pray.g_01454
OG0001005	Syaq.g_01161	Pray.g_01455
OG0001006	Syaq.g_01152	Pray.g_01459
OG0001007	Syaq.g_01150	Pray.g_01461
OG0001008	Syaq.g_00500	Pray.g_00927
OG0001009	Syaq.g_01118	Pray.g_01489
OG0001010	Syaq.g_01117	Pray.g_01490
OG0001011	Syaq.g_01115	Pray.g_01491
OG0001012	Syaq.g_01267	Pray.g_00240
OG0001013	Syaq.g_01289	Pray.g_00235
OG0001014	Syaq.g_01295	Pray.g_00232
OG0001015	Syaq.g_01296	Pray.g_00231
OG0001016	Syaq.g_01554	Pray.g_00216
OG0001017	Syaq.g_01548	Pray.g_00212
OG0001018	Syaq.g_01546	Pray.g_00209
OG0001019	Syaq.g_01524	Pray.g_00200
OG0001020	Syaq.g_01510	Pray.g_00199
OG0001021	Syaq.g_01506	Pray.g_00198
OG0001022	Syaq.g_01501	Pray.g_00195
OG0001023	Syaq.g_01500	Pray.g_00194
OG0001024	Syaq.g_01496	Pray.g_00191
OG0001025	Syaq.g_01490	Pray.g_00185
OG0001026	Syaq.g_01477	Pray.g_00178
OG0001027	Syaq.g_01474	Pray.g_00177
OG0001028	Syaq.g_01472	Pray.g_00175
OG0001029	Syaq.g_01470	Pray.g_00174
OG0001030	Syaq.g_01450	Pray.g_00159
OG0001031	Syaq.g_01378	Pray.g_00667
OG0001032	Syaq.g_01376	Pray.g_00668
OG0001033	Syaq.g_01344	Pray.g_00689
OG0001034	Syaq.g_01579	Pray.g_00717
OG0001035	Syaq.g_00726	Pray.g_00735
OG0001036	Syaq.g_00731	Pray.g_00739
OG0001037	Syaq.g_00733	Pray.g_00740
OG0001038	Syaq.g_00761	Pray.g_00757
OG0001039	Syaq.g_00764	Pray.g_00760
OG0001040	Syaq.g_00767	Pray.g_00762
OG0001041	Syaq.g_00772	Pray.g_00766
OG0001042	Syaq.g_00858	Pray.g_00782
OG0001044	Syaq.g_00560	Pray.g_00811
OG0001045	Syaq.g_00547	Pray.g_00820
OG0001046	Syaq.g_02509	Pray.g_00857
OG0001047	Syaq.g_00498	Pray.g_00929
OG0001048	Syaq.g_00497	Pray.g_00930
OG0001049	Syaq.g_00494	Pray.g_00932
OG0001050	Syaq.g_00493	Pray.g_00933
OG0001051	Syaq.g_00492	Pray.g_00934
OG0001052	Syaq.g_00446	Pray.g_00961
OG0001053	Syaq.g_01775	Pray.g_00973
OG0001054	Syaq.g_01794	Pray.g_00989
OG0001055	Syaq.g_01815	Pray.g_01008
OG0001056	Syaq.g_01843	Pray.g_01225
OG0001057	Syaq.g_00334	Pray.g_01220
OG0001058	Syaq.g_01931	Pray.g_01212
OG0001059	Syaq.g_01935	Pray.g_01208
OG0001060	Syaq.g_01941	Pray.g_01201
OG0001061	Syaq.g_01961	Pray.g_01188
OG0001062	Syaq.g_01963	Pray.g_01186
OG0001063	Syaq.g_01968	Pray.g_01184
OG0001064	Syaq.g_01969	Pray.g_01183
OG0001065	Syaq.g_01970	Pray.g_01182
OG0001066	Syaq.g_01971	Pray.g_01181
OG0001067	Syaq.g_01972	Pray.g_01180
OG0001068	Syaq.g_01973	Pray.g_01179
OG0001069	Syaq.g_01974	Pray.g_01178
OG0001070	Syaq.g_01978	Pray.g_01175
OG0001071	Syaq.g_01979	Pray.g_01174
OG0001072	Syaq.g_01983	Pray.g_01173
OG0001073	Syaq.g_01998	Pray.g_01159
OG0001074	Syaq.g_02132	Pray.g_01148
OG0001075	Syaq.g_02025	Pray.g_01147
OG0001076	Syaq.g_02060	Pray.g_01139
OG0001077	Syaq.g_02071	Pray.g_01135
OG0001078	Syaq.g_02083	Pray.g_01127
OG0001079	Syaq.g_02100	Pray.g_01116
OG0001080	Syaq.g_02161	Pray.g_01110
OG0001081	Syaq.g_02232	Pray.g_01108
OG0001082	Syaq.g_02233	Pray.g_01107
OG0001083	Syaq.g_02240	Pray.g_01102
OG0001084	Syaq.g_02241	Pray.g_01101
OG0001085	Syaq.g_02251	Pray.g_01093
OG0001086	Syaq.g_02253	Pray.g_01092
OG0001087	Syaq.g_02574	Pray.g_01075
OG0001088	Syaq.g_02576	Pray.g_01074
OG0001089	Syaq.g_02604	Pray.g_01066
OG0001090	Syaq.g_00024	Pray.g_01039
OG0001091	Syaq.g_00027	Pray.g_01037
OG0001092	Syaq.g_00029	Pray.g_01036
OG0001093	Syaq.g_00035	Pray.g_01031
OG0001094	Syaq.g_02334	Pray.g_00342
OG0001095	Syaq.g_02354	Pray.g_00361
OG0001096	Syaq.g_02370	Pray.g_00374
OG0001097	Syaq.g_02393	Pray.g_00393
OG0001098	Syaq.g_02415	Pray.g_00408
OG0001099	Syaq.g_01471	Pray.g_00440
OG0001100	Syaq.g_02262	Pray.g_00444
OG0001101	Syaq.g_02263	Pray.g_00446
OG0001102	Syaq.g_02266	Pray.g_00449
OG0001103	Syaq.g_02268	Pray.g_00451
OG0001104	Syaq.g_02316	Pray.g_00474
OG0001105	Syaq.g_02320	Pray.g_00478
OG0001106	Syaq.g_02471	Pray.g_00502
OG0001108	Syaq.g_02491	Pray.g_00513
OG0001109	Syaq.g_02493	Pray.g_00514
OG0001110	Syaq.g_02495	Pray.g_00516
OG0001111	Syaq.g_02497	Pray.g_00517
OG0001112	Syaq.g_02499	Pray.g_00518
OG0001113	Syaq.g_02539	Pray.g_00519
OG0001114	Syaq.g_02500	Pray.g_00520
OG0001115	Syaq.g_02504	Pray.g_00522
OG0001116	Syaq.g_02506	Pray.g_00523
OG0001117	Syaq.g_02507	Pray.g_00524
OG0001118	Syaq.g_02508	Pray.g_00525
OG0001119	Syaq.g_02510	Pray.g_00526
OG0001120	Syaq.g_02514	Pray.g_00528
OG0001121	Syaq.g_01919	Pray.g_00099, Pray.g_00531
OG0001122	Syaq.g_00069	Pray.g_00556
OG0001123	Syaq.g_00061	Pray.g_00560
OG0001124	Syaq.g_00060	Pray.g_00562
OG0001125	Syaq.g_00058	Pray.g_00563
OG0001126	Syaq.g_02693	Pray.g_00573
OG0001127	Syaq.g_02692	Pray.g_00574
OG0001128	Syaq.g_02689	Pray.g_00576
OG0001129	Syaq.g_02687	Pray.g_00577
OG0001130	Syaq.g_02686	Pray.g_00578
OG0001131	Syaq.g_02284	Pray.g_00614
OG0001132	Syaq.g_01872	Pray.g_00623
