Orthogroup	Syaq	Syap
OG0000571	Syaq.g_01960	Syap.g_01307
OG0000573	Syaq.g_01985	Syap.g_00765
OG0000574	Syaq.g_01986	Syap.g_00759
OG0000575	Syaq.g_01991	Syap.g_00445
OG0000576	Syaq.g_01993	Syap.g_00450
OG0000577	Syaq.g_01994	Syap.g_00451
OG0000578	Syaq.g_01995	Syap.g_00452
OG0000579	Syaq.g_01996	Syap.g_00453
OG0000580	Syaq.g_01997	Syap.g_00454
OG0000581	Syaq.g_02003	Syap.g_01521
OG0000582	Syaq.g_02012	Syap.g_01533
OG0000583	Syaq.g_02013	Syap.g_01532
OG0000584	Syaq.g_02014	Syap.g_01530
OG0000585	Syaq.g_02017	Syap.g_01526
OG0000586	Syaq.g_02018	Syap.g_01525
OG0000587	Syaq.g_02020	Syap.g_01523
OG0000588	Syaq.g_02043	Syap.g_00776
OG0000589	Syaq.g_02057	Syap.g_00941
OG0000590	Syaq.g_02058	Syap.g_00940
OG0000591	Syaq.g_02066	Syap.g_01289
OG0000592	Syaq.g_02067	Syap.g_01288
OG0000593	Syaq.g_02078	Syap.g_00890
OG0000594	Syaq.g_02079	Syap.g_00891
OG0000595	Syaq.g_02080	Syap.g_00892
OG0000596	Syaq.g_02085	Syap.g_00898
OG0000597	Syaq.g_02088	Syap.g_00903
OG0000598	Syaq.g_02089	Syap.g_00904
OG0000599	Syaq.g_02096	Syap.g_00908
OG0000600	Syaq.g_02097	Syap.g_00909
OG0000601	Syaq.g_02098	Syap.g_00910
OG0000602	Syaq.g_02104	Syap.g_00640
OG0000603	Syaq.g_02105	Syap.g_00641
OG0000604	Syaq.g_02107	Syap.g_02769
OG0000605	Syaq.g_02151	Syap.g_02501, Syap.g_02771
OG0000606	Syaq.g_02231	Syap.g_02506
OG0000607	Syaq.g_02234	Syap.g_00093
OG0000608	Syaq.g_02235	Syap.g_00094
OG0000609	Syaq.g_02237	Syap.g_00096
OG0000610	Syaq.g_02244	Syap.g_01963
OG0000611	Syaq.g_02247	Syap.g_01958
OG0000612	Syaq.g_02248	Syap.g_01957
OG0000613	Syaq.g_00885	Syap.g_02480
OG0000615	Syaq.g_02302	Syap.g_00154
OG0000616	Syaq.g_01168	Syap.g_00127
OG0000617	Syaq.g_00031	Syap.g_00513
OG0000618	Syaq.g_00032	Syap.g_00514
OG0000619	Syaq.g_00033	Syap.g_00515
OG0000620	Syaq.g_00038	Syap.g_00520
OG0000621	Syaq.g_00039	Syap.g_00521
OG0000622	Syaq.g_00040	Syap.g_00523
OG0000623	Syaq.g_00041	Syap.g_00526
OG0000624	Syaq.g_00042	Syap.g_00527
OG0000625	Syaq.g_00043	Syap.g_00528
OG0000626	Syaq.g_00044	Syap.g_00529
OG0000627	Syaq.g_02425	Syap.g_00848
OG0000628	Syaq.g_02426	Syap.g_00850
OG0000629	Syaq.g_02429	Syap.g_02334
OG0000630	Syaq.g_02433	Syap.g_02793
OG0000631	Syaq.g_02441	Syap.g_01724
OG0000632	Syaq.g_02442	Syap.g_01725
OG0000633	Syaq.g_02444	Syap.g_01726
OG0000634	Syaq.g_02336	Syap.g_00190
OG0000635	Syaq.g_02337	Syap.g_00191
OG0000636	Syaq.g_02339	Syap.g_00193
OG0000637	Syaq.g_02341	Syap.g_00195
OG0000638	Syaq.g_02342	Syap.g_00196
OG0000639	Syaq.g_02343	Syap.g_00197
OG0000640	Syaq.g_02344	Syap.g_00198
OG0000641	Syaq.g_02348	Syap.g_00203
OG0000642	Syaq.g_02349	Syap.g_02732
OG0000643	Syaq.g_02350	Syap.g_02731
OG0000644	Syaq.g_02351	Syap.g_02730
OG0000645	Syaq.g_02353	Syap.g_02726
OG0000646	Syaq.g_02356	Syap.g_02723
OG0000647	Syaq.g_02358	Syap.g_02721
OG0000648	Syaq.g_02360	Syap.g_02719
OG0000649	Syaq.g_02361	Syap.g_02718
OG0000650	Syaq.g_02362	Syap.g_02717
OG0000651	Syaq.g_02363	Syap.g_02716
OG0000652	Syaq.g_02364	Syap.g_02715
OG0000653	Syaq.g_02367	Syap.g_02713
OG0000654	Syaq.g_02368	Syap.g_02711
OG0000655	Syaq.g_02369	Syap.g_02710
OG0000656	Syaq.g_02372	Syap.g_02706
OG0000657	Syaq.g_02382	Syap.g_01845
OG0000658	Syaq.g_02385	Syap.g_01841
OG0000659	Syaq.g_02386	Syap.g_01840
OG0000660	Syaq.g_02390	Syap.g_01835
OG0000662	Syaq.g_02394	Syap.g_00823
OG0000663	Syaq.g_02397	Syap.g_00826
OG0000664	Syaq.g_02400	Syap.g_00828
OG0000665	Syaq.g_02124	Syap.g_02331
OG0000666	Syaq.g_02117	Syap.g_01573
OG0000667	Syaq.g_02222	Syap.g_01979
OG0000668	Syaq.g_00068	Syap.g_02765
OG0000669	Syaq.g_02260	Syap.g_02371
OG0000670	Syaq.g_00079	Syap.g_02368
OG0000671	Syaq.g_02264	Syap.g_01260
OG0000672	Syaq.g_02267	Syap.g_01257
OG0000673	Syaq.g_02270	Syap.g_01253
OG0000674	Syaq.g_02272	Syap.g_01251
OG0000675	Syaq.g_02273	Syap.g_01250
OG0000676	Syaq.g_02275	Syap.g_01248
OG0000677	Syaq.g_02276	Syap.g_01246
OG0000678	Syaq.g_02282	Syap.g_01239
OG0000679	Syaq.g_02305	Syap.g_00157
OG0000680	Syaq.g_02306	Syap.g_00158
OG0000681	Syaq.g_02309	Syap.g_00163
OG0000682	Syaq.g_02310	Syap.g_00165
OG0000683	Syaq.g_02311	Syap.g_00166
OG0000684	Syaq.g_02315	Syap.g_00169
OG0000685	Syaq.g_02317	Syap.g_00172
OG0000686	Syaq.g_02318	Syap.g_00173
OG0000687	Syaq.g_02319	Syap.g_00174
OG0000688	Syaq.g_02325	Syap.g_00178
OG0000689	Syaq.g_02327	Syap.g_00180
OG0000690	Syaq.g_02328	Syap.g_00181
OG0000691	Syaq.g_02329	Syap.g_00182
OG0000692	Syaq.g_02330	Syap.g_00184
OG0000693	Syaq.g_02332	Syap.g_00185
OG0000694	Syaq.g_02333	Syap.g_00186
OG0000695	Syaq.g_02446	Syap.g_01729
OG0000696	Syaq.g_02447	Syap.g_01730
OG0000697	Syaq.g_02448	Syap.g_01734
OG0000698	Syaq.g_02451	Syap.g_01737
OG0000699	Syaq.g_02452	Syap.g_01738
OG0000700	Syaq.g_02453	Syap.g_01739
OG0000701	Syaq.g_02454	Syap.g_01740
OG0000702	Syaq.g_02467	Syap.g_01747
OG0000703	Syaq.g_02468	Syap.g_01750
OG0000704	Syaq.g_02470	Syap.g_01753
OG0000705	Syaq.g_02477	Syap.g_02022
OG0000706	Syaq.g_02478	Syap.g_02020
OG0000707	Syaq.g_02479	Syap.g_02019
OG0000708	Syaq.g_02482	Syap.g_02016
OG0000709	Syaq.g_02490	Syap.g_00121
OG0000711	Syaq.g_02521	Syap.g_02686
OG0000712	Syaq.g_02523	Syap.g_02688
OG0000713	Syaq.g_02524	Syap.g_02689
OG0000714	Syaq.g_02527	Syap.g_02691
OG0000715	Syaq.g_02529	Syap.g_02693
OG0000716	Syaq.g_02533	Syap.g_02696
OG0000717	Syaq.g_02534	Syap.g_02697
OG0000718	Syaq.g_00072	Syap.g_02701
OG0000719	Syaq.g_00070	Syap.g_02767
OG0000720	Syaq.g_00057	Syap.g_02780
OG0000721	Syaq.g_00055	Syap.g_02782
OG0000722	Syaq.g_00054	Syap.g_02783
OG0000723	Syaq.g_00046	Syap.g_00532
OG0000725	Syaq.g_02676	Syap.g_01559
OG0000726	Syaq.g_02675	Syap.g_01560
OG0000727	Syaq.g_02674	Syap.g_01561
OG0000728	Syaq.g_02672	Syap.g_01564
OG0000729	Syaq.g_01046	Syap.g_01122
OG0000730	Syaq.g_00561	Syap.g_00572
OG0000731	Syaq.g_00550	Syap.g_00560
OG0000732	Syaq.g_01098	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Syaq.g_01232	Syap.g_01971
OG0000734	Syaq.g_01479	Syap.g_02628
OG0000735	Syaq.g_00266	Syap.g_00244
OG0000736	Syaq.g_00265	Syap.g_00243
OG0000737	Syaq.g_00264	Syap.g_00242
OG0000738	Syaq.g_00258	Syap.g_00236
OG0000739	Syaq.g_00257	Syap.g_00235
OG0000740	Syaq.g_00256	Syap.g_00234
OG0000741	Syaq.g_00253	Syap.g_00231
OG0000742	Syaq.g_00250	Syap.g_00229
OG0000743	Syaq.g_00248	Syap.g_00226
OG0000744	Syaq.g_00247	Syap.g_00225
OG0000745	Syaq.g_00245	Syap.g_00222
OG0000746	Syaq.g_00242	Syap.g_00220
OG0000747	Syaq.g_00241	Syap.g_00219
OG0000748	Syaq.g_00227	Syap.g_00212
OG0000749	Syaq.g_00226	Syap.g_00211
OG0000750	Syaq.g_00225	Syap.g_00210
OG0000751	Syaq.g_00219	Syap.g_00205
OG0000752	Syaq.g_00217	Syap.g_01793
OG0000753	Syaq.g_00214	Syap.g_02775
OG0000754	Syaq.g_00209	Syap.g_01883
OG0000755	Syaq.g_00198	Syap.g_01893
OG0000757	Syaq.g_00190	Syap.g_00427
OG0000758	Syaq.g_00189	Syap.g_00428
OG0000759	Syaq.g_00188	Syap.g_00429
OG0000760	Syaq.g_00187	Syap.g_00430
OG0000761	Syaq.g_00186	Syap.g_00431
OG0000762	Syaq.g_00183	Syap.g_00434
OG0000763	Syaq.g_00181	Syap.g_02624
OG0000764	Syaq.g_00180	Syap.g_02623
OG0000765	Syaq.g_00157	Syap.g_02440
OG0000766	Syaq.g_00156	Syap.g_02439
OG0000767	Syaq.g_00154	Syap.g_02437
OG0000768	Syaq.g_00153	Syap.g_02436
OG0000769	Syaq.g_00151	Syap.g_02434
OG0000770	Syaq.g_00148	Syap.g_02431
OG0000772	Syaq.g_01887	Syap.g_02295
OG0000773	Syaq.g_00283	Syap.g_00885
OG0000774	Syaq.g_00288	Syap.g_01473
OG0000775	Syaq.g_00290	Syap.g_01475
OG0000776	Syaq.g_00291	Syap.g_01476
OG0000777	Syaq.g_00292	Syap.g_01478
OG0000778	Syaq.g_00293	Syap.g_01479
OG0000779	Syaq.g_00299	Syap.g_01494
OG0000780	Syaq.g_00304	Syap.g_01496
OG0000781	Syaq.g_00308	Syap.g_02609
OG0000782	Syaq.g_00309	Syap.g_02611
OG0000783	Syaq.g_00310	Syap.g_02612
OG0000784	Syaq.g_00311	Syap.g_02613
OG0000785	Syaq.g_00313	Syap.g_02281
OG0000786	Syaq.g_00328	Syap.g_02287
OG0000787	Syaq.g_00329	Syap.g_02288
OG0000788	Syaq.g_02099	Syap.g_01932
OG0000789	Syaq.g_02123	Syap.g_00372
OG0000791	Syaq.g_01756	Syap.g_02520
OG0000792	Syaq.g_01755	Syap.g_02519
OG0000793	Syaq.g_01750	Syap.g_02141
OG0000794	Syaq.g_01749	Syap.g_02200
OG0000795	Syaq.g_01748	Syap.g_02199
OG0000796	Syaq.g_01744	Syap.g_02448
OG0000797	Syaq.g_01743	Syap.g_02449
OG0000798	Syaq.g_00760	Syap.g_01363
OG0000799	Syaq.g_00341	Syap.g_02488
OG0000800	Syaq.g_00342	Syap.g_02487
OG0000801	Syaq.g_00343	Syap.g_02486
OG0000802	Syaq.g_00350	Syap.g_02659
OG0000803	Syaq.g_00353	Syap.g_02109
OG0000804	Syaq.g_00358	Syap.g_02113
OG0000805	Syaq.g_00360	Syap.g_02115
OG0000806	Syaq.g_00362	Syap.g_02117
OG0000807	Syaq.g_00364	Syap.g_02118
OG0000808	Syaq.g_00365	Syap.g_02119
OG0000809	Syaq.g_00369	Syap.g_02122
OG0000810	Syaq.g_00370	Syap.g_02124
OG0000811	Syaq.g_00378	Syap.g_02472
OG0000812	Syaq.g_00380	Syap.g_02474
OG0000813	Syaq.g_00381	Syap.g_02475
OG0000814	Syaq.g_00383	Syap.g_02753
OG0000815	Syaq.g_00384	Syap.g_02752
OG0000816	Syaq.g_00386	Syap.g_02289
OG0000817	Syaq.g_00387	Syap.g_02527
OG0000818	Syaq.g_00392	Syap.g_02001
OG0000819	Syaq.g_00393	Syap.g_02002
OG0000820	Syaq.g_00394	Syap.g_02003
OG0000821	Syaq.g_00400	Syap.g_02009
OG0000822	Syaq.g_00402	Syap.g_02011
OG0000824	Syaq.g_00409	Syap.g_00008
OG0000825	Syaq.g_00410	Syap.g_00009
OG0000826	Syaq.g_00411	Syap.g_00010
OG0000827	Syaq.g_00412	Syap.g_00011
OG0000828	Syaq.g_00415	Syap.g_00014
OG0000829	Syaq.g_00416	Syap.g_00015
OG0000830	Syaq.g_00417	Syap.g_00016
OG0000831	Syaq.g_00419	Syap.g_00019
OG0000832	Syaq.g_01737	Syap.g_00752
OG0000833	Syaq.g_01725	Syap.g_00021
OG0000834	Syaq.g_01724	Syap.g_00023
OG0000835	Syaq.g_01723	Syap.g_00024
OG0000836	Syaq.g_01720	Syap.g_00026
OG0000837	Syaq.g_01719	Syap.g_00027
OG0000838	Syaq.g_01715	Syap.g_00031
OG0000839	Syaq.g_01714	Syap.g_00032
OG0000840	Syaq.g_01713	Syap.g_00033
OG0000841	Syaq.g_01712	Syap.g_00034
OG0000842	Syaq.g_01711	Syap.g_00035
OG0000843	Syaq.g_01710	Syap.g_00036
OG0000844	Syaq.g_01708	Syap.g_00039
OG0000845	Syaq.g_01707	Syap.g_00040
OG0000846	Syaq.g_01706	Syap.g_00042
OG0000847	Syaq.g_01705	Syap.g_00043
OG0000848	Syaq.g_01703	Syap.g_00045
OG0000849	Syaq.g_01702	Syap.g_00046
OG0000850	Syaq.g_01699	Syap.g_00310
OG0000851	Syaq.g_01696	Syap.g_01214
OG0000852	Syaq.g_01695	Syap.g_01215
OG0000853	Syaq.g_01691	Syap.g_01219
OG0000854	Syaq.g_01689	Syap.g_01222
OG0000855	Syaq.g_01688	Syap.g_01223
OG0000856	Syaq.g_02069	Syap.g_01286
OG0000857	Syaq.g_02357	Syap.g_02722
OG0000858	Syaq.g_01682	Syap.g_00612
OG0000859	Syaq.g_01681	Syap.g_00613
OG0000860	Syaq.g_01671	Syap.g_00623
OG0000861	Syaq.g_01670	Syap.g_02789
OG0000862	Syaq.g_01668	Syap.g_01789
OG0000863	Syaq.g_01665	Syap.g_01784
OG0000864	Syaq.g_01664	Syap.g_01783
OG0000865	Syaq.g_01663	Syap.g_01781, Syap.g_01782
OG0000866	Syaq.g_01662	Syap.g_01780
OG0000867	Syaq.g_01661	Syap.g_01779
OG0000868	Syaq.g_01659	Syap.g_01775
OG0000869	Syaq.g_01656	Syap.g_01770
OG0000870	Syaq.g_01651	Syap.g_01401
OG0000871	Syaq.g_01650	Syap.g_01400
OG0000872	Syaq.g_01644	Syap.g_01394
OG0000873	Syaq.g_01641	Syap.g_01390
OG0000874	Syaq.g_01637	Syap.g_01388
OG0000875	Syaq.g_01633	Syap.g_01386
OG0000876	Syaq.g_01631	Syap.g_00822
OG0000877	Syaq.g_01628	Syap.g_01380
OG0000878	Syaq.g_01627	Syap.g_01378
OG0000879	Syaq.g_01626	Syap.g_01377
OG0000880	Syaq.g_01625	Syap.g_01376
OG0000882	Syaq.g_01616	Syap.g_01516
OG0000883	Syaq.g_01613	Syap.g_01511
OG0000884	Syaq.g_01611	Syap.g_01509
OG0000885	Syaq.g_01610	Syap.g_01508
OG0000886	Syaq.g_01609	Syap.g_01507
OG0000887	Syaq.g_01608	Syap.g_01506
OG0000888	Syaq.g_01606	Syap.g_01504
OG0000889	Syaq.g_01604	Syap.g_01502
OG0000890	Syaq.g_01597	Syap.g_01499
OG0000891	Syaq.g_01596	Syap.g_01498
OG0000892	Syaq.g_01594	Syap.g_02671
OG0000893	Syaq.g_00695	Syap.g_02497
OG0000894	Syaq.g_00692	Syap.g_02679
OG0000895	Syaq.g_00688	Syap.g_00546
OG0000896	Syaq.g_00687	Syap.g_00545
OG0000897	Syaq.g_00685	Syap.g_00543
OG0000898	Syaq.g_00684	Syap.g_00542
OG0000899	Syaq.g_00683	Syap.g_00541
OG0000900	Syaq.g_00682	Syap.g_00540
OG0000901	Syaq.g_00677	Syap.g_01930
OG0000902	Syaq.g_00671	Syap.g_01929
OG0000903	Syaq.g_00655	Syap.g_01916
OG0000904	Syaq.g_00660	Syap.g_01922
OG0000905	Syaq.g_00666	Syap.g_01925
OG0000906	Syaq.g_00669	Syap.g_01927
OG0000907	Syaq.g_00653	Syap.g_01914
OG0000908	Syaq.g_00650	Syap.g_01235
OG0000909	Syaq.g_00649	Syap.g_01236
OG0000910	Syaq.g_00648	Syap.g_01237
OG0000911	Syaq.g_00646	Syap.g_00511
OG0000912	Syaq.g_00645	Syap.g_00510
OG0000913	Syaq.g_00644	Syap.g_00509
OG0000914	Syaq.g_00643	Syap.g_00508
OG0000915	Syaq.g_00641	Syap.g_00506
OG0000916	Syaq.g_00640	Syap.g_00505
OG0000917	Syaq.g_00639	Syap.g_00504
OG0000918	Syaq.g_00638	Syap.g_00503
OG0000919	Syaq.g_00637	Syap.g_00502
OG0000920	Syaq.g_00636	Syap.g_00501
OG0000921	Syaq.g_00635	Syap.g_00500
OG0000922	Syaq.g_00634	Syap.g_00499
OG0000923	Syaq.g_00630	Syap.g_00495
OG0000924	Syaq.g_00629	Syap.g_00494
OG0000925	Syaq.g_00628	Syap.g_00493
OG0000926	Syaq.g_00627	Syap.g_00492
OG0000927	Syaq.g_00625	Syap.g_00490
OG0000928	Syaq.g_00624	Syap.g_00489
OG0000929	Syaq.g_00623	Syap.g_00488
OG0000930	Syaq.g_00622	Syap.g_00487
OG0000931	Syaq.g_00621	Syap.g_00486
OG0000932	Syaq.g_00620	Syap.g_00485
OG0000933	Syaq.g_00614	Syap.g_00479
OG0000934	Syaq.g_00612	Syap.g_00477
OG0000935	Syaq.g_00611	Syap.g_00476
OG0000936	Syaq.g_00610	Syap.g_00475
OG0000937	Syaq.g_00609	Syap.g_00474
OG0000938	Syaq.g_00606	Syap.g_00471
OG0000939	Syaq.g_00604	Syap.g_00469
OG0000940	Syaq.g_00597	Syap.g_00460
OG0000941	Syaq.g_00595	Syap.g_00458
OG0000942	Syaq.g_00593	Syap.g_00606
OG0000943	Syaq.g_00592	Syap.g_00604
OG0000944	Syaq.g_00590	Syap.g_00602
OG0000945	Syaq.g_00588	Syap.g_00601
OG0000946	Syaq.g_00580	Syap.g_00595
OG0000947	Syaq.g_00577	Syap.g_00591
OG0000948	Syaq.g_00576	Syap.g_00590
OG0000949	Syaq.g_00971	Syap.g_01051
OG0000950	Syaq.g_00984	Syap.g_01061
OG0000951	Syaq.g_00991	Syap.g_01070
OG0000952	Syaq.g_01002	Syap.g_01074
OG0000953	Syaq.g_01006	Syap.g_01078
OG0000954	Syaq.g_01012	Syap.g_01089
OG0000955	Syaq.g_01013	Syap.g_01090
OG0000956	Syaq.g_01015	Syap.g_01092
OG0000957	Syaq.g_01026	Syap.g_01109
OG0000958	Syaq.g_01027	Syap.g_01110
OG0000959	Syaq.g_01031	Syap.g_01114
OG0000960	Syaq.g_01032	Syap.g_01115
OG0000961	Syaq.g_01043	Syap.g_02170
OG0000962	Syaq.g_01045	Syap.g_01121
OG0000963	Syaq.g_01049	Syap.g_01124
OG0000964	Syaq.g_01050	Syap.g_01125
OG0000965	Syaq.g_01051	Syap.g_01126
OG0000966	Syaq.g_01060	Syap.g_01141
OG0000967	Syaq.g_01067	Syap.g_00633
OG0000968	Syaq.g_01071	Syap.g_00998
OG0000969	Syaq.g_01078	Syap.g_00996
OG0000970	Syaq.g_01079	Syap.g_00995
OG0000971	Syaq.g_01081	Syap.g_00993
OG0000972	Syaq.g_01082	Syap.g_00992
OG0000973	Syaq.g_01083	Syap.g_00991
OG0000974	Syaq.g_01084	Syap.g_00990
OG0000975	Syaq.g_01085	Syap.g_00989
OG0000976	Syaq.g_01086	Syap.g_00988
OG0000977	Syaq.g_01088	Syap.g_00986
OG0000978	Syaq.g_01091	Syap.g_00985
OG0000979	Syaq.g_01094	Syap.g_00980
OG0000980	Syaq.g_01097	Syap.g_00977
OG0000981	Syaq.g_01100	Syap.g_01812
OG0000982	Syaq.g_01263	Syap.g_00132
OG0000983	Syaq.g_01262	Syap.g_00134
OG0000984	Syaq.g_01261	Syap.g_00135
OG0000985	Syaq.g_01257	Syap.g_00140
OG0000986	Syaq.g_01253	Syap.g_01044
OG0000987	Syaq.g_01251	Syap.g_01033
OG0000988	Syaq.g_01245	Syap.g_01027
OG0000989	Syaq.g_01239	Syap.g_01011
OG0000990	Syaq.g_01229	Syap.g_02087
OG0000991	Syaq.g_01225	Syap.g_02091
OG0000992	Syaq.g_01222	Syap.g_02095
OG0000993	Syaq.g_01221	Syap.g_02097
OG0000994	Syaq.g_01218	Syap.g_02101
OG0000996	Syaq.g_01193	Syap.g_01817
OG0000997	Syaq.g_01184	Syap.g_02590
OG0000998	Syaq.g_01182	Syap.g_02591
OG0000999	Syaq.g_01181	Syap.g_02592
OG0001001	Syaq.g_01172	Syap.g_02605
OG0001002	Syaq.g_01165	Syap.g_00124
OG0001003	Syaq.g_01163	Syap.g_02310
OG0001004	Syaq.g_01162	Syap.g_02311
OG0001005	Syaq.g_01161	Syap.g_02312
OG0001006	Syaq.g_01152	Syap.g_00053
OG0001007	Syaq.g_01150	Syap.g_00055
OG0001008	Syaq.g_00500	Syap.g_02060
OG0001012	Syaq.g_01267	Syap.g_00371
OG0001013	Syaq.g_01289	Syap.g_01325
OG0001016	Syaq.g_01554	Syap.g_01695
OG0001033	Syaq.g_01344	Syap.g_00105
OG0001035	Syaq.g_00726	Syap.g_01594
OG0001038	Syaq.g_00761	Syap.g_01362
OG0001039	Syaq.g_00764	Syap.g_01359
OG0001040	Syaq.g_00767	Syap.g_01356
OG0001041	Syaq.g_00772	Syap.g_01352
OG0001044	Syaq.g_00560	Syap.g_00571
OG0001053	Syaq.g_01775	Syap.g_02253
OG0001054	Syaq.g_01794	Syap.g_00274
OG0001055	Syaq.g_01815	Syap.g_00252
OG0001059	Syaq.g_01935	Syap.g_00306
OG0001060	Syaq.g_01941	Syap.g_00299
OG0001061	Syaq.g_01961	Syap.g_01309
OG0001062	Syaq.g_01963	Syap.g_01314
OG0001072	Syaq.g_01983	Syap.g_00441
OG0001073	Syaq.g_01998	Syap.g_00122, Syap.g_00455
OG0001078	Syaq.g_02083	Syap.g_00896
OG0001080	Syaq.g_02161	Syap.g_02505
OG0001085	Syaq.g_02251	Syap.g_01953
OG0001094	Syaq.g_02334	Syap.g_00187
OG0001095	Syaq.g_02354	Syap.g_02725
OG0001096	Syaq.g_02370	Syap.g_02709
OG0001100	Syaq.g_02262	Syap.g_02369
OG0001102	Syaq.g_02266	Syap.g_01258
OG0001103	Syaq.g_02268	Syap.g_01256
OG0001104	Syaq.g_02316	Syap.g_00171
OG0001105	Syaq.g_02320	Syap.g_00175
OG0001108	Syaq.g_02491	Syap.g_00119
OG0001122	Syaq.g_00069	Syap.g_02766
OG0001123	Syaq.g_00061	Syap.g_01872
OG0001133	Syaq.g_02063	Syap.g_01292
OG0001136	Syaq.g_00252	Syap.g_00230
OG0001137	Syaq.g_00228	Syap.g_00213
OG0001140	Syaq.g_00193	Syap.g_02134
OG0001152	Syaq.g_01745	Syap.g_02447
OG0001154	Syaq.g_00414	Syap.g_00013
OG0001155	Syaq.g_01739	Syap.g_00750
OG0001160	Syaq.g_01693	Syap.g_01217
OG0001162	Syaq.g_00331	Syap.g_02366
OG0001163	Syaq.g_01685	Syap.g_00609
OG0001164	Syaq.g_01679	Syap.g_00614
OG0001165	Syaq.g_01674	Syap.g_00619
OG0001171	Syaq.g_01607	Syap.g_01505
OG0001172	Syaq.g_00690	Syap.g_00547
OG0001177	Syaq.g_00658	Syap.g_01920
OG0001178	Syaq.g_01667	Syap.g_01786, Syap.g_01787
OG0001179	Syaq.g_00626	Syap.g_00491
OG0001180	Syaq.g_00600	Syap.g_00097, Syap.g_00465
OG0001181	Syaq.g_00596	Syap.g_00459
OG0001183	Syaq.g_00579	Syap.g_00594
OG0001185	Syaq.g_01022	Syap.g_01104
OG0001186	Syaq.g_01058	Syap.g_01140
OG0001187	Syaq.g_01061	Syap.g_01142
OG0001188	Syaq.g_01065	Syap.g_00634
OG0001189	Syaq.g_01095	Syap.g_00979
OG0001191	Syaq.g_01248	Syap.g_01030
OG0001192	Syaq.g_01242	Syap.g_01021
OG0001197	Syaq.g_01167	Syap.g_00126
OG0001198	Syaq.g_01153	Syap.g_00052
OG0001199	Syaq.g_01553	Syap.g_01696
OG0001200	Syaq.g_01551	Syap.g_01698
OG0001202	Syaq.g_01358	Syap.g_01613
OG0001203	Syaq.g_01581	Syap.g_01154
OG0001204	Syaq.g_00709	Syap.g_01577
OG0001214	Syaq.g_02084	Syap.g_00897
OG0001217	Syaq.g_01885	Syap.g_01464
OG0001218	Syaq.g_00423	Syap.g_00020
OG0001219	Syaq.g_02434	Syap.g_02794
OG0001221	Syaq.g_02300	Syap.g_01777
OG0001222	Syaq.g_02472	Syap.g_02027
OG0001224	Syaq.g_02683	Syap.g_01551
OG0001225	Syaq.g_02681	Syap.g_01553
OG0001226	Syaq.g_01543	Syap.g_02551
OG0001230	Syaq.g_00361	Syap.g_02116
OG0001231	Syaq.g_01133	Syap.g_00073
OG0001232	Syaq.g_01643	Syap.g_01393
OG0001235	Syaq.g_00665	Syap.g_01924
OG0001236	Syaq.g_00990	Syap.g_01069
OG0001237	Syaq.g_00999	Syap.g_01073
OG0001238	Syaq.g_01246	Syap.g_01028
OG0001239	Syaq.g_01556	Syap.g_01693, Syap.g_01692
OG0001243	Syaq.g_01457	Syap.g_02219
OG0001244	Syaq.g_01430	Syap.g_02192
OG0001246	Syaq.g_01802	Syap.g_01165, Syap.g_00267
OG0001248	Syaq.g_01891	Syap.g_00423
OG0001249	Syaq.g_00563	Syap.g_00575
OG0001250	Syaq.g_02389	Syap.g_01836
OG0001251	Syaq.g_02135	Syap.g_01549, Syap.g_01727
OG0001253	Syaq.g_01918	Syap.g_01969
OG0001255	Syaq.g_02111	Syap.g_02523
OG0001256	Syaq.g_01686	Syap.g_01225
OG0001258	Syaq.g_01676	Syap.g_00617
OG0001260	Syaq.g_01595	Syap.g_01497
OG0001261	Syaq.g_00617	Syap.g_00482
OG0001262	Syaq.g_01093	Syap.g_00981
OG0001263	Syaq.g_01454	Syap.g_02216
OG0001265	Syaq.g_01466	Syap.g_02231
OG0001266	Syaq.g_01354	Syap.g_01618
OG0001267	Syaq.g_00763	Syap.g_01360
OG0001268	Syaq.g_00553	Syap.g_00563
OG0001270	Syaq.g_00504	Syap.g_02056
OG0001271	Syaq.g_00445	Syap.g_02759
OG0001272	Syaq.g_01778	Syap.g_02250
OG0001274	Syaq.g_01303	Syap.g_01897
OG0001275	Syaq.g_02531	Syap.g_02694
OG0001276	Syaq.g_00062	Syap.g_01873
OG0001278	Syaq.g_00155	Syap.g_02438
OG0001279	Syaq.g_01867	Syap.g_02663
OG0001282	Syaq.g_01762	Syap.g_01701
OG0001284	Syaq.g_01700	Syap.g_00047
OG0001286	Syaq.g_00602	Syap.g_00467
OG0001287	Syaq.g_01030	Syap.g_00418
OG0001289	Syaq.g_01528	Syap.g_02365
OG0001291	Syaq.g_01444	Syap.g_02207
OG0001297	Syaq.g_01812	Syap.g_00255
OG0001299	Syaq.g_02246	Syap.g_01959
OG0001303	Syaq.g_02437	Syap.g_02795
OG0001304	Syaq.g_00049	Syap.g_00536
OG0001305	Syaq.g_02673	Syap.g_01562
OG0001306	Syaq.g_00267	Syap.g_00245
OG0001308	Syaq.g_00385	Syap.g_02751, Syap.g_02750
OG0001312	Syaq.g_02449	Syap.g_01735
OG0001314	Syaq.g_00826	Syap.g_00330
OG0001315	Syaq.g_00581	Syap.g_00596
OG0001318	Syaq.g_00728	Syap.g_01596, Syap.g_01597
OG0001319	Syaq.g_00751	Syap.g_02338
