Orthogroup	Syaq	Syan
OG0000549	Syaq.g_01819	Syan.g_01194
OG0000550	Syaq.g_01824	Syan.g_01189
OG0000551	Syaq.g_01829	Syan.g_01184
OG0000552	Syaq.g_01830	Syan.g_01183
OG0000553	Syaq.g_01834	Syan.g_01179
OG0000554	Syaq.g_01839	Syan.g_01165
OG0000555	Syaq.g_01857	Syan.g_00839
OG0000556	Syaq.g_01925	Syan.g_00842
OG0000557	Syaq.g_01927	Syan.g_00847
OG0000558	Syaq.g_01929	Syan.g_00849
OG0000559	Syaq.g_01933	Syan.g_00853
OG0000560	Syaq.g_01936	Syan.g_00856
OG0000561	Syaq.g_01937	Syan.g_00857
OG0000562	Syaq.g_01938	Syan.g_00858
OG0000563	Syaq.g_01939	Syan.g_00859
OG0000564	Syaq.g_01940	Syan.g_00860
OG0000565	Syaq.g_01943	Syan.g_00864
OG0000566	Syaq.g_01947	Syan.g_00868
OG0000567	Syaq.g_01951	Syan.g_00872
OG0000568	Syaq.g_01954	Syan.g_00874
OG0000569	Syaq.g_01955	Syan.g_00875
OG0000570	Syaq.g_01956	Syan.g_00876
OG0000571	Syaq.g_01960	Syan.g_00879
OG0000572	Syaq.g_01977	Syan.g_00954
OG0000573	Syaq.g_01985	Syan.g_00963
OG0000574	Syaq.g_01986	Syan.g_00965
OG0000575	Syaq.g_01991	Syan.g_01003
OG0000576	Syaq.g_01993	Syan.g_01007
OG0000577	Syaq.g_01994	Syan.g_01008
OG0000578	Syaq.g_01995	Syan.g_01009
OG0000579	Syaq.g_01996	Syan.g_01010
OG0000580	Syaq.g_01997	Syan.g_01011
OG0000581	Syaq.g_02003	Syan.g_01018
OG0000582	Syaq.g_02012	Syan.g_01030
OG0000583	Syaq.g_02013	Syan.g_01029
OG0000584	Syaq.g_02014	Syan.g_01028
OG0000585	Syaq.g_02017	Syan.g_01024
OG0000586	Syaq.g_02018	Syan.g_01022
OG0000587	Syaq.g_02020	Syan.g_01020
OG0000588	Syaq.g_02043	Syan.g_00215
OG0000589	Syaq.g_02057	Syan.g_00016
OG0000590	Syaq.g_02058	Syan.g_00015
OG0000591	Syaq.g_02066	Syan.g_00003
OG0000592	Syaq.g_02067	Syan.g_00002
OG0000593	Syaq.g_02078	Syan.g_00820
OG0000594	Syaq.g_02079	Syan.g_00819
OG0000595	Syaq.g_02080	Syan.g_00818
OG0000596	Syaq.g_02085	Syan.g_00813
OG0000597	Syaq.g_02088	Syan.g_00810
OG0000598	Syaq.g_02089	Syan.g_00809
OG0000599	Syaq.g_02096	Syan.g_00802
OG0000600	Syaq.g_02097	Syan.g_00801
OG0000601	Syaq.g_02098	Syan.g_00800
OG0000602	Syaq.g_02104	Syan.g_00796
OG0000603	Syaq.g_02105	Syan.g_00795
OG0000604	Syaq.g_02107	Syan.g_00792
OG0000605	Syaq.g_02151	Syan.g_00783
OG0000606	Syaq.g_02231	Syan.g_00780
OG0000607	Syaq.g_02234	Syan.g_00777
OG0000608	Syaq.g_02235	Syan.g_00776
OG0000609	Syaq.g_02237	Syan.g_00774
OG0000610	Syaq.g_02244	Syan.g_00766
OG0000611	Syaq.g_02247	Syan.g_00763
OG0000612	Syaq.g_02248	Syan.g_00762
OG0000613	Syaq.g_00885	Syan.g_01965
OG0000614	Syaq.g_02588	Syan.g_00184
OG0000615	Syaq.g_02302	Syan.g_00728
OG0000616	Syaq.g_01168	Syan.g_01694
OG0000617	Syaq.g_00031	Syan.g_00324
OG0000618	Syaq.g_00032	Syan.g_00325
OG0000619	Syaq.g_00033	Syan.g_00326
OG0000620	Syaq.g_00038	Syan.g_00331
OG0000621	Syaq.g_00039	Syan.g_00332
OG0000622	Syaq.g_00040	Syan.g_00334
OG0000623	Syaq.g_00041	Syan.g_00335
OG0000624	Syaq.g_00042	Syan.g_00337
OG0000625	Syaq.g_00043	Syan.g_00338
OG0000626	Syaq.g_00044	Syan.g_00339
OG0000627	Syaq.g_02425	Syan.g_00465
OG0000628	Syaq.g_02426	Syan.g_00466
OG0000629	Syaq.g_02429	Syan.g_00469
OG0000630	Syaq.g_02433	Syan.g_00474
OG0000631	Syaq.g_02441	Syan.g_00484
OG0000632	Syaq.g_02442	Syan.g_00485
OG0000633	Syaq.g_02444	Syan.g_00489
OG0000634	Syaq.g_02336	Syan.g_00694
OG0000635	Syaq.g_02337	Syan.g_00693
OG0000636	Syaq.g_02339	Syan.g_00691
OG0000637	Syaq.g_02341	Syan.g_00689
OG0000638	Syaq.g_02342	Syan.g_00688
OG0000639	Syaq.g_02343	Syan.g_00687
OG0000640	Syaq.g_02344	Syan.g_00686
OG0000641	Syaq.g_02348	Syan.g_00682
OG0000642	Syaq.g_02349	Syan.g_00681
OG0000643	Syaq.g_02350	Syan.g_00679
OG0000644	Syaq.g_02351	Syan.g_00678
OG0000645	Syaq.g_02353	Syan.g_00676
OG0000646	Syaq.g_02356	Syan.g_00673
OG0000647	Syaq.g_02358	Syan.g_00671
OG0000648	Syaq.g_02360	Syan.g_00669
OG0000649	Syaq.g_02361	Syan.g_00668
OG0000650	Syaq.g_02362	Syan.g_00667
OG0000651	Syaq.g_02363	Syan.g_00666
OG0000652	Syaq.g_02364	Syan.g_00665
OG0000653	Syaq.g_02367	Syan.g_00663
OG0000654	Syaq.g_02368	Syan.g_00661
OG0000655	Syaq.g_02369	Syan.g_00660
OG0000656	Syaq.g_02372	Syan.g_00656
OG0000657	Syaq.g_02382	Syan.g_00375
OG0000658	Syaq.g_02385	Syan.g_00378
OG0000659	Syaq.g_02386	Syan.g_00379
OG0000660	Syaq.g_02390	Syan.g_00383
OG0000661	Syaq.g_02392	Syan.g_00385
OG0000662	Syaq.g_02394	Syan.g_00392
OG0000663	Syaq.g_02397	Syan.g_00395
OG0000664	Syaq.g_02400	Syan.g_00397
OG0000665	Syaq.g_02124	Syan.g_00788
OG0000666	Syaq.g_02117	Syan.g_02100
OG0000667	Syaq.g_02222	Syan.g_00044
OG0000668	Syaq.g_00068	Syan.g_00365
OG0000669	Syaq.g_02260	Syan.g_00751
OG0000670	Syaq.g_00079	Syan.g_00748
OG0000671	Syaq.g_02264	Syan.g_00746
OG0000672	Syaq.g_02267	Syan.g_00743
OG0000673	Syaq.g_02270	Syan.g_00740
OG0000674	Syaq.g_02272	Syan.g_00738
OG0000675	Syaq.g_02273	Syan.g_00737
OG0000676	Syaq.g_02275	Syan.g_00735
OG0000677	Syaq.g_02276	Syan.g_00734
OG0000678	Syaq.g_02282	Syan.g_00732
OG0000679	Syaq.g_02305	Syan.g_00724
OG0000680	Syaq.g_02306	Syan.g_00723
OG0000681	Syaq.g_02309	Syan.g_00720
OG0000682	Syaq.g_02310	Syan.g_00719
OG0000683	Syaq.g_02311	Syan.g_00718
OG0000684	Syaq.g_02315	Syan.g_00715
OG0000685	Syaq.g_02317	Syan.g_00713
OG0000686	Syaq.g_02318	Syan.g_00712
OG0000687	Syaq.g_02319	Syan.g_00711
OG0000688	Syaq.g_02325	Syan.g_00706
OG0000689	Syaq.g_02327	Syan.g_00704
OG0000690	Syaq.g_02328	Syan.g_00703
OG0000691	Syaq.g_02329	Syan.g_00702
OG0000692	Syaq.g_02330	Syan.g_00700
OG0000693	Syaq.g_02332	Syan.g_00698
OG0000694	Syaq.g_02333	Syan.g_00697
OG0000695	Syaq.g_02446	Syan.g_00492
OG0000696	Syaq.g_02447	Syan.g_00493
OG0000697	Syaq.g_02448	Syan.g_00495
OG0000698	Syaq.g_02451	Syan.g_00498
OG0000699	Syaq.g_02452	Syan.g_00500
OG0000700	Syaq.g_02453	Syan.g_00501
OG0000701	Syaq.g_02454	Syan.g_00502
OG0000702	Syaq.g_02467	Syan.g_00534
OG0000703	Syaq.g_02468	Syan.g_00546
OG0000704	Syaq.g_02470	Syan.g_00550
OG0000705	Syaq.g_02477	Syan.g_00557
OG0000706	Syaq.g_02478	Syan.g_00558
OG0000707	Syaq.g_02479	Syan.g_00559
OG0000708	Syaq.g_02482	Syan.g_00562
OG0000709	Syaq.g_02490	Syan.g_00570
OG0000710	Syaq.g_02494	Syan.g_00574
OG0000711	Syaq.g_02521	Syan.g_00607
OG0000712	Syaq.g_02523	Syan.g_00609
OG0000713	Syaq.g_02524	Syan.g_00610
OG0000714	Syaq.g_02527	Syan.g_00624
OG0000715	Syaq.g_02529	Syan.g_00626
OG0000716	Syaq.g_02533	Syan.g_00630
OG0000717	Syaq.g_02534	Syan.g_00631
OG0000718	Syaq.g_00072	Syan.g_00651
OG0000719	Syaq.g_00070	Syan.g_00367
OG0000720	Syaq.g_00057	Syan.g_00354
OG0000721	Syaq.g_00055	Syan.g_00352
OG0000722	Syaq.g_00054	Syan.g_00351
OG0000723	Syaq.g_00046	Syan.g_00341
OG0000724	Syaq.g_02685	Syan.g_00299
OG0000725	Syaq.g_02676	Syan.g_00194
OG0000726	Syaq.g_02675	Syan.g_00193
OG0000727	Syaq.g_02674	Syan.g_00192
OG0000728	Syaq.g_02672	Syan.g_00190
OG0000729	Syaq.g_01046	Syan.g_01885
OG0000730	Syaq.g_00561	Syan.g_02147
OG0000731	Syaq.g_00550	Syan.g_02135
OG0000732	Syaq.g_01098	Syan.g_01726
OG0000733	Syaq.g_01232	Syan.g_01147
OG0000734	Syaq.g_01479	Syan.g_02982
OG0000735	Syaq.g_00266	Syan.g_02713
OG0000736	Syaq.g_00265	Syan.g_02712
OG0000737	Syaq.g_00264	Syan.g_02711
OG0000738	Syaq.g_00258	Syan.g_02705
OG0000739	Syaq.g_00257	Syan.g_02704
OG0000740	Syaq.g_00256	Syan.g_02703
OG0000741	Syaq.g_00253	Syan.g_02700
OG0000742	Syaq.g_00250	Syan.g_02697
OG0000743	Syaq.g_00248	Syan.g_02694
OG0000744	Syaq.g_00247	Syan.g_02693
OG0000745	Syaq.g_00245	Syan.g_02690
OG0000746	Syaq.g_00242	Syan.g_02687
OG0000747	Syaq.g_00241	Syan.g_02685
OG0000748	Syaq.g_00227	Syan.g_02669
OG0000749	Syaq.g_00226	Syan.g_02668
OG0000750	Syaq.g_00225	Syan.g_02667
OG0000751	Syaq.g_00219	Syan.g_02661
OG0000752	Syaq.g_00217	Syan.g_02659
OG0000753	Syaq.g_00214	Syan.g_02656
OG0000754	Syaq.g_00209	Syan.g_02650
OG0000755	Syaq.g_00198	Syan.g_02641
OG0000756	Syaq.g_00197	Syan.g_02640
OG0000757	Syaq.g_00190	Syan.g_02623
OG0000758	Syaq.g_00189	Syan.g_02622
OG0000759	Syaq.g_00188	Syan.g_02621
OG0000760	Syaq.g_00187	Syan.g_02620
OG0000761	Syaq.g_00186	Syan.g_02619
OG0000762	Syaq.g_00183	Syan.g_02617
OG0000763	Syaq.g_00181	Syan.g_02615
OG0000764	Syaq.g_00180	Syan.g_02614
OG0000765	Syaq.g_00157	Syan.g_02587
OG0000766	Syaq.g_00156	Syan.g_02586
OG0000767	Syaq.g_00154	Syan.g_02584
OG0000768	Syaq.g_00153	Syan.g_02583
OG0000769	Syaq.g_00151	Syan.g_02581
OG0000770	Syaq.g_00148	Syan.g_02561
OG0000771	Syaq.g_02691	Syan.g_00305
OG0000772	Syaq.g_01887	Syan.g_00436
OG0000773	Syaq.g_00283	Syan.g_01199
OG0000774	Syaq.g_00288	Syan.g_01205
OG0000775	Syaq.g_00290	Syan.g_01207
OG0000776	Syaq.g_00291	Syan.g_01208
OG0000777	Syaq.g_00292	Syan.g_01209
OG0000778	Syaq.g_00293	Syan.g_01210
OG0000779	Syaq.g_00299	Syan.g_01215
OG0000780	Syaq.g_00304	Syan.g_01218
OG0000781	Syaq.g_00308	Syan.g_01222
OG0000782	Syaq.g_00309	Syan.g_01223
OG0000783	Syaq.g_00310	Syan.g_01224
OG0000784	Syaq.g_00311	Syan.g_01225
OG0000785	Syaq.g_00313	Syan.g_01228
OG0000786	Syaq.g_00328	Syan.g_01243
OG0000787	Syaq.g_00329	Syan.g_01244
OG0000788	Syaq.g_02099	Syan.g_00843
OG0000789	Syaq.g_02123	Syan.g_00075
OG0000790	Syaq.g_01758	Syan.g_02778
OG0000791	Syaq.g_01756	Syan.g_02780
OG0000792	Syaq.g_01755	Syan.g_02781
OG0000793	Syaq.g_01750	Syan.g_02879
OG0000794	Syaq.g_01749	Syan.g_02881
OG0000795	Syaq.g_01748	Syan.g_02882
OG0000796	Syaq.g_01744	Syan.g_02886
OG0000797	Syaq.g_01743	Syan.g_02888
OG0000798	Syaq.g_00760	Syan.g_02026
OG0000799	Syaq.g_00341	Syan.g_01310
OG0000800	Syaq.g_00342	Syan.g_01308
OG0000801	Syaq.g_00343	Syan.g_01307
OG0000802	Syaq.g_00350	Syan.g_01303
OG0000803	Syaq.g_00353	Syan.g_01294
OG0000804	Syaq.g_00358	Syan.g_01291
OG0000805	Syaq.g_00360	Syan.g_01289
OG0000806	Syaq.g_00362	Syan.g_01287
OG0000807	Syaq.g_00364	Syan.g_01286
OG0000808	Syaq.g_00365	Syan.g_01285
OG0000809	Syaq.g_00369	Syan.g_01281
OG0000810	Syaq.g_00370	Syan.g_01280
OG0000811	Syaq.g_00378	Syan.g_01272
OG0000812	Syaq.g_00380	Syan.g_01270
OG0000813	Syaq.g_00381	Syan.g_01269
OG0000814	Syaq.g_00383	Syan.g_01267
OG0000815	Syaq.g_00384	Syan.g_01249
OG0000816	Syaq.g_00386	Syan.g_01247
OG0000817	Syaq.g_00387	Syan.g_01328
OG0000818	Syaq.g_00392	Syan.g_02807
OG0000819	Syaq.g_00393	Syan.g_02808
OG0000820	Syaq.g_00394	Syan.g_02809
OG0000821	Syaq.g_00400	Syan.g_02815
OG0000822	Syaq.g_00402	Syan.g_02817
OG0000823	Syaq.g_00403	Syan.g_02818
OG0000824	Syaq.g_00409	Syan.g_02824
OG0000825	Syaq.g_00410	Syan.g_02825
OG0000826	Syaq.g_00411	Syan.g_02826
OG0000827	Syaq.g_00412	Syan.g_02827
OG0000828	Syaq.g_00415	Syan.g_02830
OG0000829	Syaq.g_00416	Syan.g_02831
OG0000830	Syaq.g_00417	Syan.g_02832
OG0000831	Syaq.g_00419	Syan.g_02834
OG0000832	Syaq.g_01737	Syan.g_02408
OG0000833	Syaq.g_01725	Syan.g_01343
OG0000834	Syaq.g_01724	Syan.g_01345
OG0000835	Syaq.g_01723	Syan.g_01346
OG0000836	Syaq.g_01720	Syan.g_01349
OG0000837	Syaq.g_01719	Syan.g_01351
OG0000838	Syaq.g_01715	Syan.g_01355
OG0000839	Syaq.g_01714	Syan.g_01356
OG0000840	Syaq.g_01713	Syan.g_01357
OG0000841	Syaq.g_01712	Syan.g_01358
OG0000842	Syaq.g_01711	Syan.g_01359
OG0000843	Syaq.g_01710	Syan.g_01360
OG0000844	Syaq.g_01708	Syan.g_01362
OG0000845	Syaq.g_01707	Syan.g_01363
OG0000846	Syaq.g_01706	Syan.g_01364
OG0000847	Syaq.g_01705	Syan.g_01365
OG0000848	Syaq.g_01703	Syan.g_01367
OG0000849	Syaq.g_01702	Syan.g_01368
OG0000850	Syaq.g_01699	Syan.g_01371
OG0000851	Syaq.g_01696	Syan.g_01374
OG0000852	Syaq.g_01695	Syan.g_01375
OG0000853	Syaq.g_01691	Syan.g_01379
OG0000854	Syaq.g_01689	Syan.g_01381
OG0000855	Syaq.g_01688	Syan.g_01382
OG0000856	Syaq.g_02069	Syan.g_01136
OG0000857	Syaq.g_02357	Syan.g_00672
OG0000858	Syaq.g_01682	Syan.g_01389
OG0000859	Syaq.g_01681	Syan.g_01390
OG0000860	Syaq.g_01671	Syan.g_01402
OG0000861	Syaq.g_01670	Syan.g_01403
OG0000862	Syaq.g_01668	Syan.g_01412
OG0000863	Syaq.g_01665	Syan.g_01414
OG0000864	Syaq.g_01664	Syan.g_00969
OG0000865	Syaq.g_01663	Syan.g_01415
OG0000866	Syaq.g_01662	Syan.g_01416
OG0000867	Syaq.g_01661	Syan.g_01417
OG0000868	Syaq.g_01659	Syan.g_01421
OG0000869	Syaq.g_01656	Syan.g_01426
OG0000870	Syaq.g_01651	Syan.g_01431
OG0000871	Syaq.g_01650	Syan.g_01432
OG0000872	Syaq.g_01644	Syan.g_01438
OG0000873	Syaq.g_01641	Syan.g_01441
OG0000874	Syaq.g_01637	Syan.g_01443
OG0000875	Syaq.g_01633	Syan.g_01445
OG0000876	Syaq.g_01631	Syan.g_00391
OG0000877	Syaq.g_01628	Syan.g_01449
OG0000878	Syaq.g_01627	Syan.g_01450
OG0000879	Syaq.g_01626	Syan.g_01451
OG0000880	Syaq.g_01625	Syan.g_01452
OG0000881	Syaq.g_01621	Syan.g_01457
OG0000882	Syaq.g_01616	Syan.g_01462
OG0000883	Syaq.g_01613	Syan.g_01464
OG0000884	Syaq.g_01611	Syan.g_01466
OG0000885	Syaq.g_01610	Syan.g_01467
OG0000886	Syaq.g_01609	Syan.g_01468
OG0000887	Syaq.g_01608	Syan.g_01469
OG0000888	Syaq.g_01606	Syan.g_01471
OG0000889	Syaq.g_01604	Syan.g_01473
OG0000890	Syaq.g_01597	Syan.g_01476
OG0000891	Syaq.g_01596	Syan.g_01477
OG0000892	Syaq.g_01594	Syan.g_01480
OG0000893	Syaq.g_00695	Syan.g_02103
OG0000894	Syaq.g_00692	Syan.g_02108
OG0000895	Syaq.g_00688	Syan.g_02112
OG0000896	Syaq.g_00687	Syan.g_02113
OG0000897	Syaq.g_00685	Syan.g_02115
OG0000898	Syaq.g_00684	Syan.g_02116
OG0000899	Syaq.g_00683	Syan.g_02117
OG0000900	Syaq.g_00682	Syan.g_02118
OG0000901	Syaq.g_00677	Syan.g_02123
OG0000902	Syaq.g_00671	Syan.g_02125
OG0000903	Syaq.g_00655	Syan.g_02252
OG0000904	Syaq.g_00660	Syan.g_02258
OG0000905	Syaq.g_00666	Syan.g_02129
OG0000906	Syaq.g_00669	Syan.g_02127
OG0000907	Syaq.g_00653	Syan.g_02245
OG0000908	Syaq.g_00650	Syan.g_02242
OG0000909	Syaq.g_00649	Syan.g_02241
OG0000910	Syaq.g_00648	Syan.g_02240
OG0000911	Syaq.g_00646	Syan.g_02238
OG0000912	Syaq.g_00645	Syan.g_02237
OG0000913	Syaq.g_00644	Syan.g_02236
OG0000914	Syaq.g_00643	Syan.g_02235
OG0000915	Syaq.g_00641	Syan.g_02233
OG0000916	Syaq.g_00640	Syan.g_02232
OG0000917	Syaq.g_00639	Syan.g_02231
OG0000918	Syaq.g_00638	Syan.g_02230
OG0000919	Syaq.g_00637	Syan.g_02229
OG0000920	Syaq.g_00636	Syan.g_02228
OG0000921	Syaq.g_00635	Syan.g_02227
OG0000922	Syaq.g_00634	Syan.g_02226
OG0000923	Syaq.g_00630	Syan.g_02222
OG0000924	Syaq.g_00629	Syan.g_02221
OG0000925	Syaq.g_00628	Syan.g_02220
OG0000926	Syaq.g_00627	Syan.g_02219
OG0000927	Syaq.g_00625	Syan.g_02217
OG0000928	Syaq.g_00624	Syan.g_02216
OG0000929	Syaq.g_00623	Syan.g_02215
OG0000930	Syaq.g_00622	Syan.g_02214
OG0000931	Syaq.g_00621	Syan.g_02213
OG0000932	Syaq.g_00620	Syan.g_02212
OG0000933	Syaq.g_00614	Syan.g_02206
OG0000934	Syaq.g_00612	Syan.g_02204
OG0000935	Syaq.g_00611	Syan.g_02203
OG0000936	Syaq.g_00610	Syan.g_02202
OG0000937	Syaq.g_00609	Syan.g_02201
OG0000938	Syaq.g_00606	Syan.g_02198
OG0000939	Syaq.g_00604	Syan.g_02197
OG0000940	Syaq.g_00597	Syan.g_02188
OG0000941	Syaq.g_00595	Syan.g_02186
OG0000942	Syaq.g_00593	Syan.g_02184
OG0000943	Syaq.g_00592	Syan.g_02183
OG0000944	Syaq.g_00590	Syan.g_02181
OG0000945	Syaq.g_00588	Syan.g_02180
OG0000946	Syaq.g_00580	Syan.g_02167
OG0000947	Syaq.g_00577	Syan.g_02164
OG0000948	Syaq.g_00576	Syan.g_02163
OG0000949	Syaq.g_00971	Syan.g_01951
OG0000950	Syaq.g_00984	Syan.g_01940
OG0000951	Syaq.g_00991	Syan.g_01932
OG0000952	Syaq.g_01002	Syan.g_01927
OG0000953	Syaq.g_01006	Syan.g_01922
OG0000954	Syaq.g_01012	Syan.g_01916
OG0000955	Syaq.g_01013	Syan.g_01915
OG0000956	Syaq.g_01015	Syan.g_01913
OG0000957	Syaq.g_01026	Syan.g_01898
OG0000958	Syaq.g_01027	Syan.g_01897
OG0000959	Syaq.g_01031	Syan.g_01893
OG0000960	Syaq.g_01032	Syan.g_01892
OG0000961	Syaq.g_01043	Syan.g_03024
OG0000962	Syaq.g_01045	Syan.g_01887
OG0000963	Syaq.g_01049	Syan.g_01881
OG0000964	Syaq.g_01050	Syan.g_01880
OG0000965	Syaq.g_01051	Syan.g_01879
OG0000966	Syaq.g_01060	Syan.g_01812
OG0000967	Syaq.g_01067	Syan.g_01804
OG0000968	Syaq.g_01071	Syan.g_01706
OG0000969	Syaq.g_01078	Syan.g_01708
OG0000970	Syaq.g_01079	Syan.g_01709
OG0000971	Syaq.g_01081	Syan.g_01711
OG0000972	Syaq.g_01082	Syan.g_01712
OG0000973	Syaq.g_01083	Syan.g_01713
OG0000974	Syaq.g_01084	Syan.g_01714
OG0000975	Syaq.g_01085	Syan.g_01715
OG0000976	Syaq.g_01086	Syan.g_01716
OG0000977	Syaq.g_01088	Syan.g_01718
OG0000978	Syaq.g_01091	Syan.g_01719
OG0000979	Syaq.g_01094	Syan.g_01722
OG0000980	Syaq.g_01097	Syan.g_01725
OG0000981	Syaq.g_01100	Syan.g_01728
OG0000982	Syaq.g_01263	Syan.g_01566
OG0000983	Syaq.g_01262	Syan.g_01567
OG0000984	Syaq.g_01261	Syan.g_01568
OG0000985	Syaq.g_01257	Syan.g_01572
OG0000986	Syaq.g_01253	Syan.g_01574
OG0000987	Syaq.g_01251	Syan.g_01576
OG0000988	Syaq.g_01245	Syan.g_01581
OG0000989	Syaq.g_01239	Syan.g_01587
OG0000990	Syaq.g_01229	Syan.g_01615
OG0000991	Syaq.g_01225	Syan.g_01618
OG0000992	Syaq.g_01222	Syan.g_01622
OG0000993	Syaq.g_01221	Syan.g_01623
OG0000994	Syaq.g_01218	Syan.g_01625
OG0000995	Syaq.g_01212	Syan.g_01629
OG0000996	Syaq.g_01193	Syan.g_01653
OG0000997	Syaq.g_01184	Syan.g_01677
OG0000998	Syaq.g_01182	Syan.g_01679
OG0000999	Syaq.g_01181	Syan.g_01680
OG0001000	Syaq.g_01177	Syan.g_01684
OG0001001	Syaq.g_01172	Syan.g_01690
OG0001002	Syaq.g_01165	Syan.g_01697
OG0001003	Syaq.g_01163	Syan.g_01699
OG0001004	Syaq.g_01162	Syan.g_01700
OG0001005	Syaq.g_01161	Syan.g_01701
OG0001006	Syaq.g_01152	Syan.g_01794
OG0001007	Syaq.g_01150	Syan.g_01796
OG0001008	Syaq.g_00500	Syan.g_02397
OG0001009	Syaq.g_01118	Syan.g_01748
OG0001010	Syaq.g_01117	Syan.g_01747
OG0001011	Syaq.g_01115	Syan.g_01745
OG0001012	Syaq.g_01267	Syan.g_00281
OG0001013	Syaq.g_01289	Syan.g_01542
OG0001014	Syaq.g_01295	Syan.g_01535
OG0001015	Syaq.g_01296	Syan.g_01534
OG0001016	Syaq.g_01554	Syan.g_02912
OG0001017	Syaq.g_01548	Syan.g_02918
OG0001018	Syaq.g_01546	Syan.g_02920
OG0001019	Syaq.g_01524	Syan.g_02947
OG0001020	Syaq.g_01510	Syan.g_02951
OG0001021	Syaq.g_01506	Syan.g_02958
OG0001022	Syaq.g_01501	Syan.g_02964
OG0001023	Syaq.g_01500	Syan.g_02965
OG0001024	Syaq.g_01496	Syan.g_00968
OG0001025	Syaq.g_01490	Syan.g_02971
OG0001026	Syaq.g_01477	Syan.g_02984
OG0001027	Syaq.g_01474	Syan.g_02308
OG0001028	Syaq.g_01472	Syan.g_02305
OG0001029	Syaq.g_01470	Syan.g_02303
OG0001030	Syaq.g_01450	Syan.g_02281
OG0001031	Syaq.g_01378	Syan.g_03060
OG0001032	Syaq.g_01376	Syan.g_03063
OG0001033	Syaq.g_01344	Syan.g_00970
OG0001034	Syaq.g_01579	Syan.g_02425
OG0001035	Syaq.g_00726	Syan.g_02062
OG0001036	Syaq.g_00731	Syan.g_02056
OG0001037	Syaq.g_00733	Syan.g_02054
OG0001038	Syaq.g_00761	Syan.g_02025
OG0001039	Syaq.g_00764	Syan.g_02022
OG0001040	Syaq.g_00767	Syan.g_02019
OG0001041	Syaq.g_00772	Syan.g_02015
OG0001042	Syaq.g_00858	Syan.g_01992
OG0001044	Syaq.g_00560	Syan.g_02145
OG0001045	Syaq.g_00547	Syan.g_02132
OG0001046	Syaq.g_02509	Syan.g_00591
OG0001047	Syaq.g_00498	Syan.g_02399
OG0001048	Syaq.g_00497	Syan.g_02400
OG0001049	Syaq.g_00494	Syan.g_01340
OG0001050	Syaq.g_00493	Syan.g_01339
OG0001051	Syaq.g_00492	Syan.g_01338
OG0001052	Syaq.g_00446	Syan.g_02850
OG0001053	Syaq.g_01775	Syan.g_02761
OG0001054	Syaq.g_01794	Syan.g_02742
OG0001055	Syaq.g_01815	Syan.g_02721
OG0001056	Syaq.g_01843	Syan.g_01161
OG0001057	Syaq.g_00334	Syan.g_00832
OG0001058	Syaq.g_01931	Syan.g_00851
OG0001059	Syaq.g_01935	Syan.g_00855
OG0001060	Syaq.g_01941	Syan.g_00861
OG0001061	Syaq.g_01961	Syan.g_00880
OG0001063	Syaq.g_01968	Syan.g_00945
OG0001064	Syaq.g_01969	Syan.g_00946
OG0001065	Syaq.g_01970	Syan.g_00947
OG0001066	Syaq.g_01971	Syan.g_00948
OG0001067	Syaq.g_01972	Syan.g_00949
OG0001068	Syaq.g_01973	Syan.g_00950
OG0001069	Syaq.g_01974	Syan.g_00951
OG0001070	Syaq.g_01978	Syan.g_00955
OG0001071	Syaq.g_01979	Syan.g_00956
OG0001072	Syaq.g_01983	Syan.g_00960
OG0001073	Syaq.g_01998	Syan.g_01012
OG0001074	Syaq.g_02132	Syan.g_00202
OG0001075	Syaq.g_02025	Syan.g_00200
OG0001076	Syaq.g_02060	Syan.g_00012
OG0001077	Syaq.g_02071	Syan.g_01140
OG0001078	Syaq.g_02083	Syan.g_00815
OG0001079	Syaq.g_02100	Syan.g_00799
OG0001080	Syaq.g_02161	Syan.g_00781
OG0001081	Syaq.g_02232	Syan.g_00779
OG0001082	Syaq.g_02233	Syan.g_00778
OG0001083	Syaq.g_02240	Syan.g_00771
OG0001084	Syaq.g_02241	Syan.g_00770
OG0001086	Syaq.g_02253	Syan.g_00757
OG0001087	Syaq.g_02574	Syan.g_01159
OG0001088	Syaq.g_02576	Syan.g_02688
OG0001089	Syaq.g_02604	Syan.g_00185
OG0001090	Syaq.g_00024	Syan.g_00317
OG0001091	Syaq.g_00027	Syan.g_00320
OG0001092	Syaq.g_00029	Syan.g_00322
OG0001093	Syaq.g_00035	Syan.g_00328
OG0001094	Syaq.g_02334	Syan.g_00696
OG0001095	Syaq.g_02354	Syan.g_00675
OG0001096	Syaq.g_02370	Syan.g_00659
OG0001097	Syaq.g_02393	Syan.g_00386
OG0001099	Syaq.g_01471	Syan.g_02304
OG0001100	Syaq.g_02262	Syan.g_00749
OG0001101	Syaq.g_02263	Syan.g_00747
OG0001102	Syaq.g_02266	Syan.g_00744
OG0001103	Syaq.g_02268	Syan.g_00742
OG0001104	Syaq.g_02316	Syan.g_00714
OG0001106	Syaq.g_02471	Syan.g_00551
OG0001108	Syaq.g_02491	Syan.g_00571
OG0001109	Syaq.g_02493	Syan.g_00573
OG0001110	Syaq.g_02495	Syan.g_00575
OG0001111	Syaq.g_02497	Syan.g_00577
OG0001112	Syaq.g_02499	Syan.g_00579
OG0001113	Syaq.g_02539	Syan.g_00580
