Orthogroup	Syaq	Prab
OG0000572	Syaq.g_01977	Prab.g_00590
OG0000573	Syaq.g_01985	Prab.g_00596
OG0000574	Syaq.g_01986	Prab.g_00597
OG0000575	Syaq.g_01991	Prab.g_00601
OG0000576	Syaq.g_01993	Prab.g_00603
OG0000577	Syaq.g_01994	Prab.g_00604
OG0000578	Syaq.g_01995	Prab.g_00605
OG0000579	Syaq.g_01996	Prab.g_00606
OG0000580	Syaq.g_01997	Prab.g_00607
OG0000581	Syaq.g_02003	Prab.g_00609
OG0000582	Syaq.g_02012	Prab.g_00612
OG0000583	Syaq.g_02013	Prab.g_00613
OG0000584	Syaq.g_02014	Prab.g_00614
OG0000585	Syaq.g_02017	Prab.g_00616
OG0000586	Syaq.g_02018	Prab.g_00617
OG0000587	Syaq.g_02020	Prab.g_00618
OG0000588	Syaq.g_02043	Prab.g_00622
OG0000589	Syaq.g_02057	Prab.g_00625
OG0000590	Syaq.g_02058	Prab.g_00626
OG0000591	Syaq.g_02066	Prab.g_00630
OG0000592	Syaq.g_02067	Prab.g_00631
OG0000593	Syaq.g_02078	Prab.g_00637
OG0000594	Syaq.g_02079	Prab.g_00638
OG0000595	Syaq.g_02080	Prab.g_00639
OG0000596	Syaq.g_02085	Prab.g_00643
OG0000597	Syaq.g_02088	Prab.g_00645
OG0000598	Syaq.g_02089	Prab.g_00646
OG0000599	Syaq.g_02096	Prab.g_00649
OG0000600	Syaq.g_02097	Prab.g_00650
OG0000601	Syaq.g_02098	Prab.g_00651
OG0000602	Syaq.g_02104	Prab.g_00653
OG0000603	Syaq.g_02105	Prab.g_00654
OG0000604	Syaq.g_02107	Prab.g_00655
OG0000605	Syaq.g_02151	Prab.g_00656
OG0000606	Syaq.g_02231	Prab.g_00659
OG0000607	Syaq.g_02234	Prab.g_00662
OG0000608	Syaq.g_02235	Prab.g_00663
OG0000609	Syaq.g_02237	Prab.g_00664
OG0000610	Syaq.g_02244	Prab.g_00669
OG0000611	Syaq.g_02247	Prab.g_00672
OG0000612	Syaq.g_02248	Prab.g_00673
OG0000613	Syaq.g_00885	Prab.g_00678
OG0000614	Syaq.g_02588	Prab.g_00697
OG0000615	Syaq.g_02302	Prab.g_00705
OG0000616	Syaq.g_01168	Prab.g_00711
OG0000617	Syaq.g_00031	Prab.g_00729
OG0000618	Syaq.g_00032	Prab.g_00730
OG0000619	Syaq.g_00033	Prab.g_00731
OG0000620	Syaq.g_00038	Prab.g_00734
OG0000621	Syaq.g_00039	Prab.g_00735
OG0000622	Syaq.g_00040	Prab.g_00736
OG0000623	Syaq.g_00041	Prab.g_00737
OG0000624	Syaq.g_00042	Prab.g_00738
OG0000625	Syaq.g_00043	Prab.g_00739
OG0000626	Syaq.g_00044	Prab.g_00740
OG0000627	Syaq.g_02425	Prab.g_00741
OG0000628	Syaq.g_02426	Prab.g_00742
OG0000629	Syaq.g_02429	Prab.g_00743
OG0000630	Syaq.g_02433	Prab.g_00746
OG0000631	Syaq.g_02441	Prab.g_00831
OG0000632	Syaq.g_02442	Prab.g_00832
OG0000633	Syaq.g_02444	Prab.g_00833
OG0000634	Syaq.g_02336	Prab.g_00836
OG0000635	Syaq.g_02337	Prab.g_00837
OG0000636	Syaq.g_02339	Prab.g_00839
OG0000637	Syaq.g_02341	Prab.g_00841
OG0000638	Syaq.g_02342	Prab.g_00842
OG0000639	Syaq.g_02343	Prab.g_00843
OG0000640	Syaq.g_02344	Prab.g_00844
OG0000641	Syaq.g_02348	Prab.g_00848
OG0000642	Syaq.g_02349	Prab.g_00849
OG0000643	Syaq.g_02350	Prab.g_00850
OG0000644	Syaq.g_02351	Prab.g_00851
OG0000645	Syaq.g_02353	Prab.g_00852
OG0000646	Syaq.g_02356	Prab.g_00854
OG0000647	Syaq.g_02358	Prab.g_00855
OG0000648	Syaq.g_02360	Prab.g_00857
OG0000649	Syaq.g_02361	Prab.g_00858
OG0000650	Syaq.g_02362	Prab.g_00859
OG0000651	Syaq.g_02363	Prab.g_00860
OG0000652	Syaq.g_02364	Prab.g_00861
OG0000653	Syaq.g_02367	Prab.g_00863
OG0000654	Syaq.g_02368	Prab.g_00864
OG0000655	Syaq.g_02369	Prab.g_00865
OG0000656	Syaq.g_02372	Prab.g_00868
OG0000657	Syaq.g_02382	Prab.g_00875
OG0000658	Syaq.g_02385	Prab.g_00876
OG0000659	Syaq.g_02386	Prab.g_00877
OG0000660	Syaq.g_02390	Prab.g_00881
OG0000661	Syaq.g_02392	Prab.g_00883
OG0000662	Syaq.g_02394	Prab.g_00885
OG0000663	Syaq.g_02397	Prab.g_00887
OG0000664	Syaq.g_02400	Prab.g_00888
OG0000665	Syaq.g_02124	Prab.g_00892
OG0000666	Syaq.g_02117	Prab.g_00893
OG0000667	Syaq.g_02222	Prab.g_00898
OG0000668	Syaq.g_00068	Prab.g_01084
OG0000669	Syaq.g_02260	Prab.g_01076
OG0000670	Syaq.g_00079	Prab.g_01074
OG0000671	Syaq.g_02264	Prab.g_01072
OG0000672	Syaq.g_02267	Prab.g_01070
OG0000673	Syaq.g_02270	Prab.g_01067
OG0000674	Syaq.g_02272	Prab.g_01065
OG0000675	Syaq.g_02273	Prab.g_01064
OG0000676	Syaq.g_02275	Prab.g_01062
OG0000677	Syaq.g_02276	Prab.g_01061
OG0000678	Syaq.g_02282	Prab.g_01059
OG0000679	Syaq.g_02305	Prab.g_01055
OG0000680	Syaq.g_02306	Prab.g_01054
OG0000681	Syaq.g_02309	Prab.g_01052
OG0000682	Syaq.g_02310	Prab.g_01051
OG0000683	Syaq.g_02311	Prab.g_01050
OG0000684	Syaq.g_02315	Prab.g_01048
OG0000685	Syaq.g_02317	Prab.g_01046
OG0000686	Syaq.g_02318	Prab.g_01045
OG0000687	Syaq.g_02319	Prab.g_01044
OG0000688	Syaq.g_02325	Prab.g_01041
OG0000689	Syaq.g_02327	Prab.g_01040
OG0000690	Syaq.g_02328	Prab.g_01039
OG0000691	Syaq.g_02329	Prab.g_01038
OG0000692	Syaq.g_02330	Prab.g_01036
OG0000693	Syaq.g_02332	Prab.g_01035
OG0000694	Syaq.g_02333	Prab.g_01034
OG0000695	Syaq.g_02446	Prab.g_01032
OG0000696	Syaq.g_02447	Prab.g_01031
OG0000697	Syaq.g_02448	Prab.g_01030
OG0000698	Syaq.g_02451	Prab.g_01027
OG0000699	Syaq.g_02452	Prab.g_01026
OG0000700	Syaq.g_02453	Prab.g_01025
OG0000701	Syaq.g_02454	Prab.g_01024
OG0000702	Syaq.g_02467	Prab.g_01022
OG0000703	Syaq.g_02468	Prab.g_01021
OG0000704	Syaq.g_02470	Prab.g_01020
OG0000705	Syaq.g_02477	Prab.g_01016
OG0000706	Syaq.g_02478	Prab.g_01015
OG0000707	Syaq.g_02479	Prab.g_01014
OG0000708	Syaq.g_02482	Prab.g_01013
OG0000709	Syaq.g_02490	Prab.g_01009
OG0000710	Syaq.g_02494	Prab.g_01006
OG0000711	Syaq.g_02521	Prab.g_00989
OG0000712	Syaq.g_02523	Prab.g_00987
OG0000713	Syaq.g_02524	Prab.g_00986
OG0000714	Syaq.g_02527	Prab.g_00985
OG0000715	Syaq.g_02529	Prab.g_00983
OG0000716	Syaq.g_02533	Prab.g_00981
OG0000717	Syaq.g_02534	Prab.g_00980
OG0000718	Syaq.g_00072	Prab.g_00960
OG0000719	Syaq.g_00070	Prab.g_00958
OG0000720	Syaq.g_00057	Prab.g_00949
OG0000721	Syaq.g_00055	Prab.g_00947
OG0000722	Syaq.g_00054	Prab.g_00946
OG0000723	Syaq.g_00046	Prab.g_00943
OG0000724	Syaq.g_02685	Prab.g_00934
OG0000725	Syaq.g_02676	Prab.g_00928
OG0000726	Syaq.g_02675	Prab.g_00927
OG0000727	Syaq.g_02674	Prab.g_00926
OG0000728	Syaq.g_02672	Prab.g_00924
OG0000729	Syaq.g_01046	Prab.g_01146
OG0000730	Syaq.g_00561	Prab.g_01150
OG0000731	Syaq.g_00550	Prab.g_01154
OG0000732	Syaq.g_01098	Prab.g_01164
OG0000733	Syaq.g_01232	Prab.g_01187
OG0000734	Syaq.g_01479	Prab.g_01204
OG0000735	Syaq.g_00266	Prab.g_01206
OG0000736	Syaq.g_00265	Prab.g_01207
OG0000737	Syaq.g_00264	Prab.g_01208
OG0000738	Syaq.g_00258	Prab.g_01212
OG0000739	Syaq.g_00257	Prab.g_01213
OG0000740	Syaq.g_00256	Prab.g_01214
OG0000741	Syaq.g_00253	Prab.g_01215
OG0000742	Syaq.g_00250	Prab.g_01218
OG0000743	Syaq.g_00248	Prab.g_01220
OG0000744	Syaq.g_00247	Prab.g_01221
OG0000745	Syaq.g_00245	Prab.g_01222
OG0000746	Syaq.g_00242	Prab.g_01224
OG0000747	Syaq.g_00241	Prab.g_01225
OG0000748	Syaq.g_00227	Prab.g_01228
OG0000749	Syaq.g_00226	Prab.g_01229
OG0000750	Syaq.g_00225	Prab.g_01230
OG0000751	Syaq.g_00219	Prab.g_01232
OG0000752	Syaq.g_00217	Prab.g_01234
OG0000753	Syaq.g_00214	Prab.g_01237
OG0000754	Syaq.g_00209	Prab.g_01240
OG0000755	Syaq.g_00198	Prab.g_01243
OG0000756	Syaq.g_00197	Prab.g_01244
OG0000757	Syaq.g_00190	Prab.g_01250
OG0000758	Syaq.g_00189	Prab.g_01251
OG0000759	Syaq.g_00188	Prab.g_01252
OG0000760	Syaq.g_00187	Prab.g_01253
OG0000761	Syaq.g_00186	Prab.g_01254
OG0000762	Syaq.g_00183	Prab.g_01255
OG0000763	Syaq.g_00181	Prab.g_01257
OG0000764	Syaq.g_00180	Prab.g_01258
OG0000765	Syaq.g_00157	Prab.g_01267
OG0000766	Syaq.g_00156	Prab.g_01268
OG0000767	Syaq.g_00154	Prab.g_01270
OG0000768	Syaq.g_00153	Prab.g_01271
OG0000769	Syaq.g_00151	Prab.g_01273
OG0000770	Syaq.g_00148	Prab.g_01275
OG0000771	Syaq.g_02691	Prab.g_01284
OG0000772	Syaq.g_01887	Prab.g_01303
OG0000773	Syaq.g_00283	Prab.g_01317
OG0000774	Syaq.g_00288	Prab.g_01319
OG0000775	Syaq.g_00290	Prab.g_01321
OG0000776	Syaq.g_00291	Prab.g_01322
OG0000777	Syaq.g_00292	Prab.g_01323
OG0000778	Syaq.g_00293	Prab.g_01324
OG0000779	Syaq.g_00299	Prab.g_01328
OG0000780	Syaq.g_00304	Prab.g_01329
OG0000781	Syaq.g_00308	Prab.g_01332
OG0000782	Syaq.g_00309	Prab.g_01333
OG0000783	Syaq.g_00310	Prab.g_01334
OG0000784	Syaq.g_00311	Prab.g_01335
OG0000785	Syaq.g_00313	Prab.g_01337
OG0000786	Syaq.g_00328	Prab.g_01339
OG0000787	Syaq.g_00329	Prab.g_01340
OG0000788	Syaq.g_02099	Prab.g_01348
OG0000789	Syaq.g_02123	Prab.g_01351
OG0000790	Syaq.g_01758	Prab.g_01365
OG0000791	Syaq.g_01756	Prab.g_01367
OG0000792	Syaq.g_01755	Prab.g_01368
OG0000793	Syaq.g_01750	Prab.g_01371
OG0000794	Syaq.g_01749	Prab.g_01372
OG0000795	Syaq.g_01748	Prab.g_01373
OG0000796	Syaq.g_01744	Prab.g_01377
OG0000797	Syaq.g_01743	Prab.g_01378
OG0000798	Syaq.g_00760	Prab.g_01411
OG0000799	Syaq.g_00341	Prab.g_01448
OG0000800	Syaq.g_00342	Prab.g_01449
OG0000801	Syaq.g_00343	Prab.g_01450
OG0000802	Syaq.g_00350	Prab.g_01452
OG0000803	Syaq.g_00353	Prab.g_01454
OG0000804	Syaq.g_00358	Prab.g_01455
OG0000805	Syaq.g_00360	Prab.g_01457
OG0000806	Syaq.g_00362	Prab.g_01459
OG0000807	Syaq.g_00364	Prab.g_01460
OG0000808	Syaq.g_00365	Prab.g_01461
OG0000809	Syaq.g_00369	Prab.g_01464
OG0000810	Syaq.g_00370	Prab.g_01465
OG0000811	Syaq.g_00378	Prab.g_01469
OG0000812	Syaq.g_00380	Prab.g_01471
OG0000813	Syaq.g_00381	Prab.g_01472
OG0000814	Syaq.g_00383	Prab.g_01474
OG0000815	Syaq.g_00384	Prab.g_01475
OG0000816	Syaq.g_00386	Prab.g_01477
OG0000817	Syaq.g_00387	Prab.g_01478
OG0000818	Syaq.g_00392	Prab.g_01483
OG0000819	Syaq.g_00393	Prab.g_01484
OG0000820	Syaq.g_00394	Prab.g_01485
OG0000821	Syaq.g_00400	Prab.g_01489
OG0000822	Syaq.g_00402	Prab.g_01490
OG0000823	Syaq.g_00403	Prab.g_01491
OG0000824	Syaq.g_00409	Prab.g_01494
OG0000825	Syaq.g_00410	Prab.g_01495
OG0000826	Syaq.g_00411	Prab.g_01496
OG0000827	Syaq.g_00412	Prab.g_01497
OG0000828	Syaq.g_00415	Prab.g_01500
OG0000829	Syaq.g_00416	Prab.g_01501
OG0000830	Syaq.g_00417	Prab.g_01502
OG0000831	Syaq.g_00419	Prab.g_01504
OG0000832	Syaq.g_01737	Prab.g_01510
OG0000833	Syaq.g_01725	Prab.g_01518
OG0000834	Syaq.g_01724	Prab.g_01519
OG0000835	Syaq.g_01723	Prab.g_01520
OG0000836	Syaq.g_01720	Prab.g_01521
OG0000837	Syaq.g_01719	Prab.g_01522
OG0000838	Syaq.g_01715	Prab.g_01524
OG0000839	Syaq.g_01714	Prab.g_01525
OG0000840	Syaq.g_01713	Prab.g_01526
OG0000841	Syaq.g_01712	Prab.g_01527
OG0000842	Syaq.g_01711	Prab.g_01528
OG0000843	Syaq.g_01710	Prab.g_01529
OG0000844	Syaq.g_01708	Prab.g_01530
OG0000845	Syaq.g_01707	Prab.g_01531
OG0000846	Syaq.g_01706	Prab.g_01532
OG0000847	Syaq.g_01705	Prab.g_01533
OG0000848	Syaq.g_01703	Prab.g_01534
OG0000849	Syaq.g_01702	Prab.g_01535
OG0000850	Syaq.g_01699	Prab.g_01537
OG0000851	Syaq.g_01696	Prab.g_01538
OG0000852	Syaq.g_01695	Prab.g_01539
OG0000853	Syaq.g_01691	Prab.g_01543
OG0000854	Syaq.g_01689	Prab.g_01545
OG0000855	Syaq.g_01688	Prab.g_01546
OG0000856	Syaq.g_02069	Prab.g_01563
OG0000857	Syaq.g_02357	Prab.g_01601
OG0000858	Syaq.g_01682	Prab.g_01663
OG0000859	Syaq.g_01681	Prab.g_01664
OG0000860	Syaq.g_01671	Prab.g_01671
OG0000861	Syaq.g_01670	Prab.g_01672
OG0000862	Syaq.g_01668	Prab.g_01673
OG0000863	Syaq.g_01665	Prab.g_01675
OG0000864	Syaq.g_01664	Prab.g_01676
OG0000865	Syaq.g_01663	Prab.g_01677
OG0000866	Syaq.g_01662	Prab.g_01678
OG0000867	Syaq.g_01661	Prab.g_01679
OG0000868	Syaq.g_01659	Prab.g_01680
OG0000869	Syaq.g_01656	Prab.g_01684
OG0000870	Syaq.g_01651	Prab.g_01689
OG0000871	Syaq.g_01650	Prab.g_01690
OG0000872	Syaq.g_01644	Prab.g_01691
OG0000873	Syaq.g_01641	Prab.g_01694
OG0000874	Syaq.g_01637	Prab.g_01697
OG0000875	Syaq.g_01633	Prab.g_01698
OG0000876	Syaq.g_01631	Prab.g_01699
OG0000877	Syaq.g_01628	Prab.g_01701
OG0000878	Syaq.g_01627	Prab.g_01702
OG0000879	Syaq.g_01626	Prab.g_01703
OG0000880	Syaq.g_01625	Prab.g_01704
OG0000881	Syaq.g_01621	Prab.g_01708
OG0000882	Syaq.g_01616	Prab.g_01713
OG0000883	Syaq.g_01613	Prab.g_01714
OG0000884	Syaq.g_01611	Prab.g_01716
OG0000885	Syaq.g_01610	Prab.g_01717
OG0000886	Syaq.g_01609	Prab.g_01718
OG0000887	Syaq.g_01608	Prab.g_01719
OG0000888	Syaq.g_01606	Prab.g_01721
OG0000889	Syaq.g_01604	Prab.g_01723
OG0000890	Syaq.g_01597	Prab.g_01724
OG0000891	Syaq.g_01596	Prab.g_01725
OG0000892	Syaq.g_01594	Prab.g_01727
OG0000893	Syaq.g_00695	Prab.g_01731
OG0000894	Syaq.g_00692	Prab.g_01733
OG0000895	Syaq.g_00688	Prab.g_01736
OG0000896	Syaq.g_00687	Prab.g_01737
OG0000897	Syaq.g_00685	Prab.g_01739
OG0000898	Syaq.g_00684	Prab.g_01740
OG0000899	Syaq.g_00683	Prab.g_01741
OG0000900	Syaq.g_00682	Prab.g_01742
OG0000901	Syaq.g_00677	Prab.g_01745
OG0000902	Syaq.g_00671	Prab.g_01747
OG0000903	Syaq.g_00655	Prab.g_01750
OG0000904	Syaq.g_00660	Prab.g_01752
OG0000905	Syaq.g_00666	Prab.g_01756
OG0000906	Syaq.g_00669	Prab.g_01757
OG0000907	Syaq.g_00653	Prab.g_01760
OG0000908	Syaq.g_00650	Prab.g_01763
OG0000909	Syaq.g_00649	Prab.g_01764
OG0000910	Syaq.g_00648	Prab.g_01765
OG0000911	Syaq.g_00646	Prab.g_01767
OG0000912	Syaq.g_00645	Prab.g_01768
OG0000913	Syaq.g_00644	Prab.g_01769
OG0000914	Syaq.g_00643	Prab.g_01770
OG0000915	Syaq.g_00641	Prab.g_01771
OG0000916	Syaq.g_00640	Prab.g_01772
OG0000917	Syaq.g_00639	Prab.g_01773
OG0000918	Syaq.g_00638	Prab.g_01774
OG0000919	Syaq.g_00637	Prab.g_01775
OG0000920	Syaq.g_00636	Prab.g_01776
OG0000921	Syaq.g_00635	Prab.g_01777
OG0000922	Syaq.g_00634	Prab.g_01778
OG0000923	Syaq.g_00630	Prab.g_01782
OG0000924	Syaq.g_00629	Prab.g_01783
OG0000925	Syaq.g_00628	Prab.g_01784
OG0000926	Syaq.g_00627	Prab.g_01785
OG0000927	Syaq.g_00625	Prab.g_01787
OG0000928	Syaq.g_00624	Prab.g_01788
OG0000929	Syaq.g_00623	Prab.g_01789
OG0000930	Syaq.g_00622	Prab.g_01790
OG0000931	Syaq.g_00621	Prab.g_01791
OG0000932	Syaq.g_00620	Prab.g_01792
OG0000933	Syaq.g_00614	Prab.g_01796
OG0000934	Syaq.g_00612	Prab.g_01798
OG0000935	Syaq.g_00611	Prab.g_01799
OG0000936	Syaq.g_00610	Prab.g_01800
OG0000937	Syaq.g_00609	Prab.g_01801
OG0000938	Syaq.g_00606	Prab.g_01803
OG0000939	Syaq.g_00604	Prab.g_01804
OG0000940	Syaq.g_00597	Prab.g_01811
OG0000941	Syaq.g_00595	Prab.g_01813
OG0000942	Syaq.g_00593	Prab.g_01815
OG0000943	Syaq.g_00592	Prab.g_01816
OG0000944	Syaq.g_00590	Prab.g_01817
OG0000945	Syaq.g_00588	Prab.g_01818
OG0000946	Syaq.g_00580	Prab.g_01822
OG0000947	Syaq.g_00577	Prab.g_01824
OG0000948	Syaq.g_00576	Prab.g_01825
OG0000949	Syaq.g_00971	Prab.g_01828
OG0000950	Syaq.g_00984	Prab.g_01833
OG0000951	Syaq.g_00991	Prab.g_01836
OG0000952	Syaq.g_01002	Prab.g_01840
OG0000953	Syaq.g_01006	Prab.g_01843
OG0000954	Syaq.g_01012	Prab.g_01847
OG0000955	Syaq.g_01013	Prab.g_01848
OG0000956	Syaq.g_01015	Prab.g_01850
OG0000957	Syaq.g_01026	Prab.g_01855
OG0000958	Syaq.g_01027	Prab.g_01856
OG0000959	Syaq.g_01031	Prab.g_01860
OG0000960	Syaq.g_01032	Prab.g_01861
OG0000961	Syaq.g_01043	Prab.g_01863
OG0000962	Syaq.g_01045	Prab.g_01865
OG0000963	Syaq.g_01049	Prab.g_01869
OG0000964	Syaq.g_01050	Prab.g_01870
OG0000965	Syaq.g_01051	Prab.g_01871
OG0000966	Syaq.g_01060	Prab.g_01879
OG0000967	Syaq.g_01067	Prab.g_01883
OG0000968	Syaq.g_01071	Prab.g_01885
OG0000969	Syaq.g_01078	Prab.g_01886
OG0000970	Syaq.g_01079	Prab.g_01887
OG0000971	Syaq.g_01081	Prab.g_01888
OG0000972	Syaq.g_01082	Prab.g_01889
OG0000973	Syaq.g_01083	Prab.g_01890
OG0000974	Syaq.g_01084	Prab.g_01891
OG0000975	Syaq.g_01085	Prab.g_01892
OG0000976	Syaq.g_01086	Prab.g_01893
OG0000977	Syaq.g_01088	Prab.g_01894
OG0000978	Syaq.g_01091	Prab.g_01895
OG0000979	Syaq.g_01094	Prab.g_01898
OG0000980	Syaq.g_01097	Prab.g_01900
OG0000981	Syaq.g_01100	Prab.g_01902
OG0000982	Syaq.g_01263	Prab.g_01904
OG0000983	Syaq.g_01262	Prab.g_01905
OG0000984	Syaq.g_01261	Prab.g_01906
OG0000985	Syaq.g_01257	Prab.g_01909
OG0000986	Syaq.g_01253	Prab.g_01911
OG0000987	Syaq.g_01251	Prab.g_01912
OG0000988	Syaq.g_01245	Prab.g_01915
OG0000989	Syaq.g_01239	Prab.g_01919
OG0000990	Syaq.g_01229	Prab.g_01922
OG0000991	Syaq.g_01225	Prab.g_01923
OG0000992	Syaq.g_01222	Prab.g_01925
OG0000993	Syaq.g_01221	Prab.g_01926
OG0000994	Syaq.g_01218	Prab.g_01927
OG0000995	Syaq.g_01212	Prab.g_01931
OG0000996	Syaq.g_01193	Prab.g_01932
OG0000997	Syaq.g_01184	Prab.g_01933
OG0000998	Syaq.g_01182	Prab.g_01935
OG0000999	Syaq.g_01181	Prab.g_01936
OG0001000	Syaq.g_01177	Prab.g_01939
OG0001001	Syaq.g_01172	Prab.g_01941
OG0001002	Syaq.g_01165	Prab.g_01945
OG0001003	Syaq.g_01163	Prab.g_01947
OG0001004	Syaq.g_01162	Prab.g_01948
OG0001005	Syaq.g_01161	Prab.g_01949
OG0001006	Syaq.g_01152	Prab.g_01953
OG0001007	Syaq.g_01150	Prab.g_01955
OG0001008	Syaq.g_00500	Prab.g_00440
OG0001009	Syaq.g_01118	Prab.g_00027
OG0001010	Syaq.g_01117	Prab.g_00028
OG0001011	Syaq.g_01115	Prab.g_00029
OG0001012	Syaq.g_01267	Prab.g_00042
OG0001013	Syaq.g_01289	Prab.g_00047
OG0001014	Syaq.g_01295	Prab.g_00050
OG0001015	Syaq.g_01296	Prab.g_00051
OG0001016	Syaq.g_01554	Prab.g_00065
OG0001017	Syaq.g_01548	Prab.g_00069
OG0001018	Syaq.g_01546	Prab.g_00072
OG0001019	Syaq.g_01524	Prab.g_00081
OG0001020	Syaq.g_01510	Prab.g_00082
OG0001021	Syaq.g_01506	Prab.g_00083
OG0001022	Syaq.g_01501	Prab.g_00085
OG0001023	Syaq.g_01500	Prab.g_00086
OG0001024	Syaq.g_01496	Prab.g_00089
OG0001025	Syaq.g_01490	Prab.g_00095
OG0001026	Syaq.g_01477	Prab.g_00102
OG0001027	Syaq.g_01474	Prab.g_00103
OG0001028	Syaq.g_01472	Prab.g_00105
OG0001029	Syaq.g_01470	Prab.g_00106
OG0001030	Syaq.g_01450	Prab.g_00120
OG0001031	Syaq.g_01378	Prab.g_00177
OG0001032	Syaq.g_01376	Prab.g_00178
OG0001033	Syaq.g_01344	Prab.g_00199
OG0001034	Syaq.g_01579	Prab.g_00227
OG0001035	Syaq.g_00726	Prab.g_00244
OG0001036	Syaq.g_00731	Prab.g_00248
OG0001037	Syaq.g_00733	Prab.g_00249
OG0001038	Syaq.g_00761	Prab.g_00266
OG0001039	Syaq.g_00764	Prab.g_00269
OG0001040	Syaq.g_00767	Prab.g_00271
OG0001041	Syaq.g_00772	Prab.g_00275
OG0001042	Syaq.g_00858	Prab.g_00292
OG0001044	Syaq.g_00560	Prab.g_00321
OG0001045	Syaq.g_00547	Prab.g_00329
OG0001046	Syaq.g_02509	Prab.g_00367
OG0001047	Syaq.g_00498	Prab.g_00442
OG0001048	Syaq.g_00497	Prab.g_00443
OG0001049	Syaq.g_00494	Prab.g_00445
OG0001050	Syaq.g_00493	Prab.g_00446
OG0001051	Syaq.g_00492	Prab.g_00447
OG0001052	Syaq.g_00446	Prab.g_00475
OG0001053	Syaq.g_01775	Prab.g_00487
OG0001054	Syaq.g_01794	Prab.g_00502
OG0001055	Syaq.g_01815	Prab.g_00521
OG0001056	Syaq.g_01843	Prab.g_00540
OG0001057	Syaq.g_00334	Prab.g_00545
OG0001058	Syaq.g_01931	Prab.g_00553
OG0001059	Syaq.g_01935	Prab.g_00557
OG0001060	Syaq.g_01941	Prab.g_00564
OG0001061	Syaq.g_01961	Prab.g_00578
OG0001062	Syaq.g_01963	Prab.g_00580
OG0001063	Syaq.g_01968	Prab.g_00582
OG0001064	Syaq.g_01969	Prab.g_00583
OG0001065	Syaq.g_01970	Prab.g_00584
OG0001066	Syaq.g_01971	Prab.g_00585
OG0001067	Syaq.g_01972	Prab.g_00586
OG0001068	Syaq.g_01973	Prab.g_00587
OG0001069	Syaq.g_01974	Prab.g_00588
OG0001070	Syaq.g_01978	Prab.g_00591
OG0001071	Syaq.g_01979	Prab.g_00592
OG0001072	Syaq.g_01983	Prab.g_00594
OG0001073	Syaq.g_01998	Prab.g_00608
OG0001074	Syaq.g_02132	Prab.g_00619
OG0001075	Syaq.g_02025	Prab.g_00620
OG0001076	Syaq.g_02060	Prab.g_00629
OG0001077	Syaq.g_02071	Prab.g_00633
OG0001078	Syaq.g_02083	Prab.g_00641
OG0001079	Syaq.g_02100	Prab.g_00652
OG0001080	Syaq.g_02161	Prab.g_00658
OG0001081	Syaq.g_02232	Prab.g_00660
OG0001082	Syaq.g_02233	Prab.g_00661
OG0001083	Syaq.g_02240	Prab.g_00666
OG0001084	Syaq.g_02241	Prab.g_00667
OG0001085	Syaq.g_02251	Prab.g_00675
OG0001086	Syaq.g_02253	Prab.g_00676
OG0001087	Syaq.g_02574	Prab.g_00693
OG0001088	Syaq.g_02576	Prab.g_00694
OG0001089	Syaq.g_02604	Prab.g_00702
OG0001090	Syaq.g_00024	Prab.g_00724
OG0001091	Syaq.g_00027	Prab.g_00726
OG0001092	Syaq.g_00029	Prab.g_00727
OG0001093	Syaq.g_00035	Prab.g_00732
OG0001094	Syaq.g_02334	Prab.g_00834
OG0001095	Syaq.g_02354	Prab.g_00853
OG0001096	Syaq.g_02370	Prab.g_00866
OG0001097	Syaq.g_02393	Prab.g_00884
OG0001098	Syaq.g_02415	Prab.g_00900
OG0001099	Syaq.g_01471	Prab.g_01079
OG0001100	Syaq.g_02262	Prab.g_01075
OG0001101	Syaq.g_02263	Prab.g_01073
OG0001102	Syaq.g_02266	Prab.g_01071
OG0001103	Syaq.g_02268	Prab.g_01069
OG0001104	Syaq.g_02316	Prab.g_01047
OG0001105	Syaq.g_02320	Prab.g_01043
OG0001106	Syaq.g_02471	Prab.g_01019
OG0001108	Syaq.g_02491	Prab.g_01008
OG0001109	Syaq.g_02493	Prab.g_01007
OG0001110	Syaq.g_02495	Prab.g_01005
OG0001111	Syaq.g_02497	Prab.g_01004
OG0001112	Syaq.g_02499	Prab.g_01003
OG0001113	Syaq.g_02539	Prab.g_01002
OG0001114	Syaq.g_02500	Prab.g_01001
OG0001115	Syaq.g_02504	Prab.g_00999
OG0001116	Syaq.g_02506	Prab.g_00998
OG0001117	Syaq.g_02507	Prab.g_00997
OG0001118	Syaq.g_02508	Prab.g_00996
OG0001119	Syaq.g_02510	Prab.g_00995
OG0001120	Syaq.g_02514	Prab.g_00993
OG0001121	Syaq.g_01919	Prab.g_01184, Prab.g_00990
OG0001122	Syaq.g_00069	Prab.g_00957
OG0001123	Syaq.g_00061	Prab.g_00953
OG0001124	Syaq.g_00060	Prab.g_00951
OG0001125	Syaq.g_00058	Prab.g_00950
OG0001126	Syaq.g_02693	Prab.g_00940
OG0001127	Syaq.g_02692	Prab.g_00939
OG0001128	Syaq.g_02689	Prab.g_00937
OG0001129	Syaq.g_02687	Prab.g_00936
OG0001130	Syaq.g_02686	Prab.g_00935
OG0001131	Syaq.g_02284	Prab.g_01125
OG0001132	Syaq.g_01872	Prab.g_01135
