Orthogroup	Syaq	Prah
OG0000566	Syaq.g_01947	Prah.g_01452
OG0000567	Syaq.g_01951	Prah.g_01448
OG0000568	Syaq.g_01954	Prah.g_01446
OG0000569	Syaq.g_01955	Prah.g_01445
OG0000570	Syaq.g_01956	Prah.g_01444
OG0000571	Syaq.g_01960	Prah.g_01441
OG0000572	Syaq.g_01977	Prah.g_01425
OG0000573	Syaq.g_01985	Prah.g_01416
OG0000574	Syaq.g_01986	Prah.g_01415
OG0000575	Syaq.g_01991	Prah.g_01406
OG0000576	Syaq.g_01993	Prah.g_01404
OG0000577	Syaq.g_01994	Prah.g_01403
OG0000578	Syaq.g_01995	Prah.g_01402
OG0000579	Syaq.g_01996	Prah.g_01401
OG0000580	Syaq.g_01997	Prah.g_01400
OG0000581	Syaq.g_02003	Prah.g_01396
OG0000582	Syaq.g_02012	Prah.g_01392
OG0000583	Syaq.g_02013	Prah.g_01391
OG0000584	Syaq.g_02014	Prah.g_01390
OG0000585	Syaq.g_02017	Prah.g_01388
OG0000586	Syaq.g_02018	Prah.g_01387
OG0000587	Syaq.g_02020	Prah.g_01385
OG0000588	Syaq.g_02043	Prah.g_00529
OG0000589	Syaq.g_02057	Prah.g_00526
OG0000590	Syaq.g_02058	Prah.g_00525
OG0000591	Syaq.g_02066	Prah.g_00518
OG0000592	Syaq.g_02067	Prah.g_00517
OG0000593	Syaq.g_02078	Prah.g_00505
OG0000594	Syaq.g_02079	Prah.g_00504
OG0000595	Syaq.g_02080	Prah.g_00503
OG0000596	Syaq.g_02085	Prah.g_00498
OG0000597	Syaq.g_02088	Prah.g_00495
OG0000598	Syaq.g_02089	Prah.g_00494
OG0000599	Syaq.g_02096	Prah.g_00485
OG0000600	Syaq.g_02097	Prah.g_00484
OG0000601	Syaq.g_02098	Prah.g_00483
OG0000602	Syaq.g_02104	Prah.g_00478
OG0000603	Syaq.g_02105	Prah.g_00477
OG0000604	Syaq.g_02107	Prah.g_00476
OG0000605	Syaq.g_02151	Prah.g_00474
OG0000606	Syaq.g_02231	Prah.g_00466
OG0000607	Syaq.g_02234	Prah.g_00463
OG0000608	Syaq.g_02235	Prah.g_00462
OG0000609	Syaq.g_02237	Prah.g_00460
OG0000610	Syaq.g_02244	Prah.g_00452
OG0000611	Syaq.g_02247	Prah.g_00449
OG0000612	Syaq.g_02248	Prah.g_00448
OG0000613	Syaq.g_00885	Prah.g_02193
OG0000614	Syaq.g_02588	Prah.g_00985
OG0000615	Syaq.g_02302	Prah.g_00706
OG0000616	Syaq.g_01168	Prah.g_02588
OG0000617	Syaq.g_00031	Prah.g_00881
OG0000618	Syaq.g_00032	Prah.g_00880
OG0000619	Syaq.g_00033	Prah.g_00879
OG0000620	Syaq.g_00038	Prah.g_00875
OG0000621	Syaq.g_00039	Prah.g_00874
OG0000622	Syaq.g_00040	Prah.g_00873
OG0000623	Syaq.g_00041	Prah.g_00872
OG0000624	Syaq.g_00042	Prah.g_00871
OG0000625	Syaq.g_00043	Prah.g_00870
OG0000626	Syaq.g_00044	Prah.g_00869
OG0000627	Syaq.g_02425	Prah.g_00746
OG0000628	Syaq.g_02426	Prah.g_00747
OG0000629	Syaq.g_02429	Prah.g_00750
OG0000630	Syaq.g_02433	Prah.g_00754
OG0000631	Syaq.g_02441	Prah.g_00758
OG0000632	Syaq.g_02442	Prah.g_00759
OG0000633	Syaq.g_02444	Prah.g_00760
OG0000634	Syaq.g_02336	Prah.g_00671
OG0000635	Syaq.g_02337	Prah.g_00670
OG0000636	Syaq.g_02339	Prah.g_00668
OG0000637	Syaq.g_02341	Prah.g_00666
OG0000638	Syaq.g_02342	Prah.g_00665
OG0000639	Syaq.g_02343	Prah.g_00664
OG0000640	Syaq.g_02344	Prah.g_00663
OG0000641	Syaq.g_02348	Prah.g_00659
OG0000642	Syaq.g_02349	Prah.g_00658
OG0000643	Syaq.g_02350	Prah.g_00657
OG0000644	Syaq.g_02351	Prah.g_00656
OG0000645	Syaq.g_02353	Prah.g_00655
OG0000646	Syaq.g_02356	Prah.g_00652
OG0000647	Syaq.g_02358	Prah.g_00650
OG0000648	Syaq.g_02360	Prah.g_00648
OG0000649	Syaq.g_02361	Prah.g_00647
OG0000650	Syaq.g_02362	Prah.g_00646
OG0000651	Syaq.g_02363	Prah.g_00645
OG0000652	Syaq.g_02364	Prah.g_00644
OG0000653	Syaq.g_02367	Prah.g_00640
OG0000654	Syaq.g_02368	Prah.g_00639
OG0000655	Syaq.g_02369	Prah.g_00638
OG0000656	Syaq.g_02372	Prah.g_00635
OG0000657	Syaq.g_02382	Prah.g_00603
OG0000658	Syaq.g_02385	Prah.g_00601
OG0000659	Syaq.g_02386	Prah.g_00600
OG0000660	Syaq.g_02390	Prah.g_00596
OG0000661	Syaq.g_02392	Prah.g_00594
OG0000662	Syaq.g_02394	Prah.g_00592
OG0000663	Syaq.g_02397	Prah.g_00589
OG0000664	Syaq.g_02400	Prah.g_00588
OG0000665	Syaq.g_02124	Prah.g_00574
OG0000666	Syaq.g_02117	Prah.g_00572
OG0000667	Syaq.g_02222	Prah.g_00564
OG0000668	Syaq.g_00068	Prah.g_00850
OG0000669	Syaq.g_02260	Prah.g_00558
OG0000670	Syaq.g_00079	Prah.g_01212
OG0000671	Syaq.g_02264	Prah.g_00738
OG0000672	Syaq.g_02267	Prah.g_00735
OG0000673	Syaq.g_02270	Prah.g_00732
OG0000674	Syaq.g_02272	Prah.g_00730
OG0000675	Syaq.g_02273	Prah.g_00729
OG0000676	Syaq.g_02275	Prah.g_00726
OG0000677	Syaq.g_02276	Prah.g_00724
OG0000678	Syaq.g_02282	Prah.g_00721
OG0000679	Syaq.g_02305	Prah.g_00702
OG0000680	Syaq.g_02306	Prah.g_00701
OG0000681	Syaq.g_02309	Prah.g_00699
OG0000682	Syaq.g_02310	Prah.g_00698
OG0000683	Syaq.g_02311	Prah.g_00697
OG0000684	Syaq.g_02315	Prah.g_00683
OG0000685	Syaq.g_02317	Prah.g_00685
OG0000686	Syaq.g_02318	Prah.g_00686
OG0000687	Syaq.g_02319	Prah.g_00687
OG0000688	Syaq.g_02325	Prah.g_00681
OG0000689	Syaq.g_02327	Prah.g_00680
OG0000690	Syaq.g_02328	Prah.g_00679
OG0000691	Syaq.g_02329	Prah.g_00678
OG0000692	Syaq.g_02330	Prah.g_00677
OG0000693	Syaq.g_02332	Prah.g_00675
OG0000694	Syaq.g_02333	Prah.g_00674
OG0000695	Syaq.g_02446	Prah.g_00762
OG0000696	Syaq.g_02447	Prah.g_00763
OG0000697	Syaq.g_02448	Prah.g_00765
OG0000698	Syaq.g_02451	Prah.g_00768
OG0000699	Syaq.g_02452	Prah.g_00770
OG0000700	Syaq.g_02453	Prah.g_00771
OG0000701	Syaq.g_02454	Prah.g_00772
OG0000702	Syaq.g_02467	Prah.g_00780
OG0000703	Syaq.g_02468	Prah.g_00781
OG0000704	Syaq.g_02470	Prah.g_00783
OG0000705	Syaq.g_02477	Prah.g_00789
OG0000706	Syaq.g_02478	Prah.g_00790
OG0000707	Syaq.g_02479	Prah.g_00791
OG0000708	Syaq.g_02482	Prah.g_00793
OG0000709	Syaq.g_02490	Prah.g_00800
OG0000710	Syaq.g_02494	Prah.g_00805
OG0000711	Syaq.g_02521	Prah.g_00828
OG0000712	Syaq.g_02523	Prah.g_00829
OG0000713	Syaq.g_02524	Prah.g_00830
OG0000714	Syaq.g_02527	Prah.g_00833
OG0000715	Syaq.g_02529	Prah.g_00835
OG0000716	Syaq.g_02533	Prah.g_00839
OG0000717	Syaq.g_02534	Prah.g_00840
OG0000718	Syaq.g_00072	Prah.g_00846
OG0000719	Syaq.g_00070	Prah.g_00848
OG0000720	Syaq.g_00057	Prah.g_00861
OG0000721	Syaq.g_00055	Prah.g_00862
OG0000722	Syaq.g_00054	Prah.g_00863
OG0000723	Syaq.g_00046	Prah.g_00867
OG0000724	Syaq.g_02685	Prah.g_00910
OG0000725	Syaq.g_02676	Prah.g_00919
OG0000726	Syaq.g_02675	Prah.g_00920
OG0000727	Syaq.g_02674	Prah.g_00921
OG0000728	Syaq.g_02672	Prah.g_00922
OG0000729	Syaq.g_01046	Prah.g_00133
OG0000730	Syaq.g_00561	Prah.g_01942
OG0000731	Syaq.g_00550	Prah.g_01932
OG0000732	Syaq.g_01098	Prah.g_00054
OG0000733	Syaq.g_01232	Prah.g_02532
OG0000734	Syaq.g_01479	Prah.g_01905
OG0000735	Syaq.g_00266	Prah.g_01340
OG0000736	Syaq.g_00265	Prah.g_01339
OG0000737	Syaq.g_00264	Prah.g_01338
OG0000738	Syaq.g_00258	Prah.g_01331
OG0000739	Syaq.g_00257	Prah.g_01329
OG0000740	Syaq.g_00256	Prah.g_01328
OG0000741	Syaq.g_00253	Prah.g_01325
OG0000742	Syaq.g_00250	Prah.g_01323
OG0000743	Syaq.g_00248	Prah.g_01321
OG0000744	Syaq.g_00247	Prah.g_01320
OG0000745	Syaq.g_00245	Prah.g_01318
OG0000746	Syaq.g_00242	Prah.g_01316
OG0000747	Syaq.g_00241	Prah.g_01315
OG0000748	Syaq.g_00227	Prah.g_01304
OG0000749	Syaq.g_00226	Prah.g_01303
OG0000750	Syaq.g_00225	Prah.g_01302
OG0000751	Syaq.g_00219	Prah.g_01297
OG0000752	Syaq.g_00217	Prah.g_01295
OG0000753	Syaq.g_00214	Prah.g_01292
OG0000754	Syaq.g_00209	Prah.g_01262
OG0000755	Syaq.g_00198	Prah.g_01255
OG0000756	Syaq.g_00197	Prah.g_01254
OG0000757	Syaq.g_00190	Prah.g_01247
OG0000758	Syaq.g_00189	Prah.g_01246
OG0000759	Syaq.g_00188	Prah.g_01245
OG0000760	Syaq.g_00187	Prah.g_01244
OG0000761	Syaq.g_00186	Prah.g_01243
OG0000762	Syaq.g_00183	Prah.g_01263
OG0000763	Syaq.g_00181	Prah.g_01265
OG0000764	Syaq.g_00180	Prah.g_01266
OG0000765	Syaq.g_00157	Prah.g_01282
OG0000766	Syaq.g_00156	Prah.g_01283
OG0000767	Syaq.g_00154	Prah.g_01285
OG0000768	Syaq.g_00153	Prah.g_01286
OG0000769	Syaq.g_00151	Prah.g_01290
OG0000770	Syaq.g_00148	Prah.g_01239
OG0000771	Syaq.g_02691	Prah.g_00905
OG0000772	Syaq.g_01887	Prah.g_01610
OG0000773	Syaq.g_00283	Prah.g_01351
OG0000774	Syaq.g_00288	Prah.g_01355
OG0000775	Syaq.g_00290	Prah.g_01357
OG0000776	Syaq.g_00291	Prah.g_01358
OG0000777	Syaq.g_00292	Prah.g_01359
OG0000778	Syaq.g_00293	Prah.g_01360
OG0000779	Syaq.g_00299	Prah.g_01365
OG0000780	Syaq.g_00304	Prah.g_01368
OG0000781	Syaq.g_00308	Prah.g_01372
OG0000782	Syaq.g_00309	Prah.g_01373
OG0000783	Syaq.g_00310	Prah.g_01374
OG0000784	Syaq.g_00311	Prah.g_01375
OG0000785	Syaq.g_00313	Prah.g_01377
OG0000786	Syaq.g_00328	Prah.g_01380
OG0000787	Syaq.g_00329	Prah.g_01381
OG0000788	Syaq.g_02099	Prah.g_00224
OG0000789	Syaq.g_02123	Prah.g_01183
OG0000790	Syaq.g_01758	Prah.g_01580
OG0000791	Syaq.g_01756	Prah.g_01582
OG0000792	Syaq.g_01755	Prah.g_01583
OG0000793	Syaq.g_01750	Prah.g_01587
OG0000794	Syaq.g_01749	Prah.g_01588
OG0000795	Syaq.g_01748	Prah.g_01589
OG0000796	Syaq.g_01744	Prah.g_01593
OG0000797	Syaq.g_01743	Prah.g_01594
OG0000798	Syaq.g_00760	Prah.g_02131
OG0000799	Syaq.g_00341	Prah.g_00435
OG0000800	Syaq.g_00342	Prah.g_00434
OG0000801	Syaq.g_00343	Prah.g_00433
OG0000802	Syaq.g_00350	Prah.g_00427
OG0000803	Syaq.g_00353	Prah.g_00423
OG0000804	Syaq.g_00358	Prah.g_00421
OG0000805	Syaq.g_00360	Prah.g_00419
OG0000806	Syaq.g_00362	Prah.g_00417
OG0000807	Syaq.g_00364	Prah.g_00415
OG0000808	Syaq.g_00365	Prah.g_00414
OG0000809	Syaq.g_00369	Prah.g_00410
OG0000810	Syaq.g_00370	Prah.g_00409
OG0000811	Syaq.g_00378	Prah.g_00403
OG0000812	Syaq.g_00380	Prah.g_00401
OG0000813	Syaq.g_00381	Prah.g_00400
OG0000814	Syaq.g_00383	Prah.g_00398
OG0000815	Syaq.g_00384	Prah.g_00397
OG0000816	Syaq.g_00386	Prah.g_00395
OG0000817	Syaq.g_00387	Prah.g_00394
OG0000818	Syaq.g_00392	Prah.g_00386
OG0000819	Syaq.g_00393	Prah.g_00385
OG0000820	Syaq.g_00394	Prah.g_00384
OG0000821	Syaq.g_00400	Prah.g_00379
OG0000822	Syaq.g_00402	Prah.g_00376
OG0000823	Syaq.g_00403	Prah.g_00374
OG0000824	Syaq.g_00409	Prah.g_00370
OG0000825	Syaq.g_00410	Prah.g_00369
OG0000826	Syaq.g_00411	Prah.g_00368
OG0000827	Syaq.g_00412	Prah.g_00367
OG0000828	Syaq.g_00415	Prah.g_00364
OG0000829	Syaq.g_00416	Prah.g_00363
OG0000830	Syaq.g_00417	Prah.g_00362
OG0000831	Syaq.g_00419	Prah.g_00360
OG0000832	Syaq.g_01737	Prah.g_01615
OG0000833	Syaq.g_01725	Prah.g_01623
OG0000834	Syaq.g_01724	Prah.g_01624
OG0000835	Syaq.g_01723	Prah.g_01625
OG0000836	Syaq.g_01720	Prah.g_01627
OG0000837	Syaq.g_01719	Prah.g_01628
OG0000838	Syaq.g_01715	Prah.g_01632
OG0000839	Syaq.g_01714	Prah.g_01633
OG0000840	Syaq.g_01713	Prah.g_01634
OG0000841	Syaq.g_01712	Prah.g_01635
OG0000842	Syaq.g_01711	Prah.g_01636
OG0000843	Syaq.g_01710	Prah.g_01637
OG0000844	Syaq.g_01708	Prah.g_01639
OG0000845	Syaq.g_01707	Prah.g_01640
OG0000846	Syaq.g_01706	Prah.g_01641
OG0000847	Syaq.g_01705	Prah.g_01642
OG0000848	Syaq.g_01703	Prah.g_01643
OG0000849	Syaq.g_01702	Prah.g_01644
OG0000850	Syaq.g_01699	Prah.g_01645
OG0000851	Syaq.g_01696	Prah.g_01648
OG0000852	Syaq.g_01695	Prah.g_01649
OG0000853	Syaq.g_01691	Prah.g_01653
OG0000854	Syaq.g_01689	Prah.g_01655
OG0000855	Syaq.g_01688	Prah.g_01656
OG0000856	Syaq.g_02069	Prah.g_00515
OG0000857	Syaq.g_02357	Prah.g_00651
OG0000858	Syaq.g_01682	Prah.g_01667
OG0000859	Syaq.g_01681	Prah.g_01668
OG0000860	Syaq.g_01671	Prah.g_01678
OG0000861	Syaq.g_01670	Prah.g_01679
OG0000862	Syaq.g_01668	Prah.g_01681
OG0000863	Syaq.g_01665	Prah.g_01685
OG0000864	Syaq.g_01664	Prah.g_01687
OG0000865	Syaq.g_01663	Prah.g_01688
OG0000866	Syaq.g_01662	Prah.g_01689
OG0000867	Syaq.g_01661	Prah.g_01690
OG0000868	Syaq.g_01659	Prah.g_01692
OG0000869	Syaq.g_01656	Prah.g_01695
OG0000870	Syaq.g_01651	Prah.g_01700
OG0000871	Syaq.g_01650	Prah.g_01701
OG0000872	Syaq.g_01644	Prah.g_01703
OG0000873	Syaq.g_01641	Prah.g_01707
OG0000874	Syaq.g_01637	Prah.g_01711
OG0000875	Syaq.g_01633	Prah.g_01713
OG0000876	Syaq.g_01631	Prah.g_01714
OG0000877	Syaq.g_01628	Prah.g_01717
OG0000878	Syaq.g_01627	Prah.g_01718
OG0000879	Syaq.g_01626	Prah.g_01719
OG0000880	Syaq.g_01625	Prah.g_01720
OG0000881	Syaq.g_01621	Prah.g_01728
OG0000882	Syaq.g_01616	Prah.g_01733
OG0000883	Syaq.g_01613	Prah.g_01736
OG0000884	Syaq.g_01611	Prah.g_01738
OG0000885	Syaq.g_01610	Prah.g_01739
OG0000886	Syaq.g_01609	Prah.g_01740
OG0000887	Syaq.g_01608	Prah.g_01741
OG0000888	Syaq.g_01606	Prah.g_01743
OG0000889	Syaq.g_01604	Prah.g_01745
OG0000890	Syaq.g_01597	Prah.g_01759
OG0000891	Syaq.g_01596	Prah.g_01760
OG0000892	Syaq.g_01594	Prah.g_01762
OG0000893	Syaq.g_00695	Prah.g_02073
OG0000894	Syaq.g_00692	Prah.g_02070
OG0000895	Syaq.g_00688	Prah.g_02066
OG0000896	Syaq.g_00687	Prah.g_02065
OG0000897	Syaq.g_00685	Prah.g_02063
OG0000898	Syaq.g_00684	Prah.g_02062
OG0000899	Syaq.g_00683	Prah.g_02061
OG0000900	Syaq.g_00682	Prah.g_02060
OG0000901	Syaq.g_00677	Prah.g_02056
OG0000902	Syaq.g_00671	Prah.g_02054
OG0000903	Syaq.g_00655	Prah.g_02041
OG0000904	Syaq.g_00660	Prah.g_02046
OG0000905	Syaq.g_00666	Prah.g_02048
OG0000906	Syaq.g_00669	Prah.g_02050
OG0000907	Syaq.g_00653	Prah.g_02039
OG0000908	Syaq.g_00650	Prah.g_02036
OG0000909	Syaq.g_00649	Prah.g_02035
OG0000910	Syaq.g_00648	Prah.g_02034
OG0000911	Syaq.g_00646	Prah.g_02032
OG0000912	Syaq.g_00645	Prah.g_02031
OG0000913	Syaq.g_00644	Prah.g_02030
OG0000914	Syaq.g_00643	Prah.g_02029
OG0000915	Syaq.g_00641	Prah.g_02028
OG0000916	Syaq.g_00640	Prah.g_02027
OG0000917	Syaq.g_00639	Prah.g_02026
OG0000918	Syaq.g_00638	Prah.g_02025
OG0000919	Syaq.g_00637	Prah.g_02024
OG0000920	Syaq.g_00636	Prah.g_02023
OG0000921	Syaq.g_00635	Prah.g_02022
OG0000922	Syaq.g_00634	Prah.g_02021
OG0000923	Syaq.g_00630	Prah.g_02017
OG0000924	Syaq.g_00629	Prah.g_02016
OG0000925	Syaq.g_00628	Prah.g_02015
OG0000926	Syaq.g_00627	Prah.g_02014
OG0000927	Syaq.g_00625	Prah.g_02012
OG0000928	Syaq.g_00624	Prah.g_02011
OG0000929	Syaq.g_00623	Prah.g_02010
OG0000930	Syaq.g_00622	Prah.g_02009
OG0000931	Syaq.g_00621	Prah.g_02008
OG0000932	Syaq.g_00620	Prah.g_02007
OG0000933	Syaq.g_00614	Prah.g_02002
OG0000934	Syaq.g_00612	Prah.g_02000
OG0000935	Syaq.g_00611	Prah.g_01999
OG0000936	Syaq.g_00610	Prah.g_01998
OG0000937	Syaq.g_00609	Prah.g_01997
OG0000938	Syaq.g_00606	Prah.g_01994
OG0000939	Syaq.g_00604	Prah.g_01993
OG0000940	Syaq.g_00597	Prah.g_01985
OG0000941	Syaq.g_00595	Prah.g_01983
OG0000942	Syaq.g_00593	Prah.g_01981
OG0000943	Syaq.g_00592	Prah.g_01980
OG0000944	Syaq.g_00590	Prah.g_01978
OG0000945	Syaq.g_00588	Prah.g_01977
OG0000946	Syaq.g_00580	Prah.g_01966
OG0000947	Syaq.g_00577	Prah.g_01963
OG0000948	Syaq.g_00576	Prah.g_01962
OG0000949	Syaq.g_00971	Prah.g_01958
OG0000950	Syaq.g_00984	Prah.g_02231
OG0000951	Syaq.g_00991	Prah.g_02236
OG0000952	Syaq.g_01002	Prah.g_02241
OG0000953	Syaq.g_01006	Prah.g_02245
OG0000954	Syaq.g_01012	Prah.g_00167
OG0000955	Syaq.g_01013	Prah.g_00166
OG0000956	Syaq.g_01015	Prah.g_00164
OG0000957	Syaq.g_01026	Prah.g_00152
OG0000958	Syaq.g_01027	Prah.g_00151
OG0000959	Syaq.g_01031	Prah.g_00146
OG0000960	Syaq.g_01032	Prah.g_00145
OG0000961	Syaq.g_01043	Prah.g_00136
OG0000962	Syaq.g_01045	Prah.g_00134
OG0000963	Syaq.g_01049	Prah.g_00129
OG0000964	Syaq.g_01050	Prah.g_00128
OG0000965	Syaq.g_01051	Prah.g_00127
OG0000966	Syaq.g_01060	Prah.g_00086
OG0000967	Syaq.g_01067	Prah.g_00079
OG0000968	Syaq.g_01071	Prah.g_00076
OG0000969	Syaq.g_01078	Prah.g_00074
OG0000970	Syaq.g_01079	Prah.g_00073
OG0000971	Syaq.g_01081	Prah.g_00071
OG0000972	Syaq.g_01082	Prah.g_00070
OG0000973	Syaq.g_01083	Prah.g_00068
OG0000974	Syaq.g_01084	Prah.g_00067
OG0000975	Syaq.g_01085	Prah.g_00066
OG0000976	Syaq.g_01086	Prah.g_00065
OG0000977	Syaq.g_01088	Prah.g_00063
OG0000978	Syaq.g_01091	Prah.g_00062
OG0000979	Syaq.g_01094	Prah.g_00059
OG0000980	Syaq.g_01097	Prah.g_00055
OG0000981	Syaq.g_01100	Prah.g_00052
OG0000982	Syaq.g_01263	Prah.g_02491
OG0000983	Syaq.g_01262	Prah.g_02492
OG0000984	Syaq.g_01261	Prah.g_02493
OG0000985	Syaq.g_01257	Prah.g_02497
OG0000986	Syaq.g_01253	Prah.g_02499
OG0000987	Syaq.g_01251	Prah.g_02501
OG0000988	Syaq.g_01245	Prah.g_02505
OG0000989	Syaq.g_01239	Prah.g_02513
OG0000990	Syaq.g_01229	Prah.g_02536
OG0000991	Syaq.g_01225	Prah.g_02540
OG0000992	Syaq.g_01222	Prah.g_02543
OG0000993	Syaq.g_01221	Prah.g_02544
OG0000994	Syaq.g_01218	Prah.g_02547
OG0000995	Syaq.g_01212	Prah.g_02552
OG0000996	Syaq.g_01193	Prah.g_02565
OG0000997	Syaq.g_01184	Prah.g_02574
OG0000998	Syaq.g_01182	Prah.g_02576
OG0000999	Syaq.g_01181	Prah.g_02577
OG0001000	Syaq.g_01177	Prah.g_02580
OG0001001	Syaq.g_01172	Prah.g_02584
OG0001002	Syaq.g_01165	Prah.g_02591
OG0001003	Syaq.g_01163	Prah.g_02593
OG0001004	Syaq.g_01162	Prah.g_02594
OG0001005	Syaq.g_01161	Prah.g_02596
OG0001006	Syaq.g_01152	Prah.g_02602
OG0001007	Syaq.g_01150	Prah.g_02604
OG0001008	Syaq.g_00500	Prah.g_00231
OG0001009	Syaq.g_01118	Prah.g_00033
OG0001010	Syaq.g_01117	Prah.g_00034
OG0001011	Syaq.g_01115	Prah.g_00036
OG0001012	Syaq.g_01267	Prah.g_02488
OG0001013	Syaq.g_01289	Prah.g_02466
OG0001014	Syaq.g_01295	Prah.g_02454
OG0001015	Syaq.g_01296	Prah.g_02453
OG0001016	Syaq.g_01554	Prah.g_01843
OG0001017	Syaq.g_01548	Prah.g_01849
OG0001018	Syaq.g_01546	Prah.g_01851
OG0001019	Syaq.g_01524	Prah.g_01867
OG0001020	Syaq.g_01510	Prah.g_01873
OG0001021	Syaq.g_01506	Prah.g_01877
OG0001022	Syaq.g_01501	Prah.g_01882
OG0001023	Syaq.g_01500	Prah.g_01883
OG0001024	Syaq.g_01496	Prah.g_01887
OG0001025	Syaq.g_01490	Prah.g_01894
OG0001026	Syaq.g_01477	Prah.g_01908
OG0001027	Syaq.g_01474	Prah.g_00195
OG0001028	Syaq.g_01472	Prah.g_00193
OG0001029	Syaq.g_01470	Prah.g_00191
OG0001030	Syaq.g_01450	Prah.g_02257
OG0001031	Syaq.g_01378	Prah.g_02336
OG0001032	Syaq.g_01376	Prah.g_02339
OG0001033	Syaq.g_01344	Prah.g_02372
OG0001034	Syaq.g_01579	Prah.g_01779
OG0001035	Syaq.g_00726	Prah.g_02099
OG0001036	Syaq.g_00731	Prah.g_02103
OG0001037	Syaq.g_00733	Prah.g_02105
OG0001038	Syaq.g_00761	Prah.g_02132
OG0001039	Syaq.g_00764	Prah.g_02135
OG0001040	Syaq.g_00767	Prah.g_02138
OG0001041	Syaq.g_00772	Prah.g_02143
OG0001042	Syaq.g_00858	Prah.g_02168
OG0001044	Syaq.g_00560	Prah.g_01941
OG0001045	Syaq.g_00547	Prah.g_01929
OG0001046	Syaq.g_02509	Prah.g_01661
OG0001047	Syaq.g_00498	Prah.g_00233
OG0001048	Syaq.g_00497	Prah.g_00234
OG0001049	Syaq.g_00494	Prah.g_00237
OG0001050	Syaq.g_00493	Prah.g_00238
OG0001051	Syaq.g_00492	Prah.g_00239
OG0001052	Syaq.g_00446	Prah.g_00308
OG0001053	Syaq.g_01775	Prah.g_01563
OG0001054	Syaq.g_01794	Prah.g_01545
OG0001055	Syaq.g_01815	Prah.g_01524
OG0001056	Syaq.g_01843	Prah.g_01496
OG0001057	Syaq.g_00334	Prah.g_01482
OG0001058	Syaq.g_01931	Prah.g_01468
OG0001059	Syaq.g_01935	Prah.g_01464
OG0001060	Syaq.g_01941	Prah.g_01458
OG0001061	Syaq.g_01961	Prah.g_01440
OG0001062	Syaq.g_01963	Prah.g_01438
OG0001063	Syaq.g_01968	Prah.g_01434
OG0001064	Syaq.g_01969	Prah.g_01433
OG0001065	Syaq.g_01970	Prah.g_01432
OG0001066	Syaq.g_01971	Prah.g_01431
OG0001067	Syaq.g_01972	Prah.g_01430
OG0001068	Syaq.g_01973	Prah.g_01429
OG0001069	Syaq.g_01974	Prah.g_01428
OG0001070	Syaq.g_01978	Prah.g_01424
OG0001071	Syaq.g_01979	Prah.g_01423
OG0001072	Syaq.g_01983	Prah.g_01418
OG0001073	Syaq.g_01998	Prah.g_01399
OG0001074	Syaq.g_02132	Prah.g_00532
OG0001075	Syaq.g_02025	Prah.g_00531
OG0001076	Syaq.g_02060	Prah.g_00523
OG0001077	Syaq.g_02071	Prah.g_00513
OG0001078	Syaq.g_02083	Prah.g_00500
OG0001079	Syaq.g_02100	Prah.g_00482
OG0001080	Syaq.g_02161	Prah.g_00472
OG0001081	Syaq.g_02232	Prah.g_00465
OG0001082	Syaq.g_02233	Prah.g_00464
OG0001083	Syaq.g_02240	Prah.g_00456
OG0001084	Syaq.g_02241	Prah.g_00455
OG0001085	Syaq.g_02251	Prah.g_00444
OG0001086	Syaq.g_02253	Prah.g_00442
OG0001087	Syaq.g_02574	Prah.g_00968
OG0001088	Syaq.g_02576	Prah.g_00972
OG0001089	Syaq.g_02604	Prah.g_01025
OG0001090	Syaq.g_00024	Prah.g_00886
OG0001091	Syaq.g_00027	Prah.g_00884
OG0001092	Syaq.g_00029	Prah.g_00882
OG0001093	Syaq.g_00035	Prah.g_00878
OG0001094	Syaq.g_02334	Prah.g_00673
OG0001095	Syaq.g_02354	Prah.g_00654
OG0001096	Syaq.g_02370	Prah.g_00637
OG0001097	Syaq.g_02393	Prah.g_00593
OG0001098	Syaq.g_02415	Prah.g_00743
OG0001099	Syaq.g_01471	Prah.g_00192
OG0001100	Syaq.g_02262	Prah.g_00740
OG0001101	Syaq.g_02263	Prah.g_00739
OG0001102	Syaq.g_02266	Prah.g_00736
OG0001103	Syaq.g_02268	Prah.g_00734
OG0001104	Syaq.g_02316	Prah.g_00684
OG0001105	Syaq.g_02320	Prah.g_00689
OG0001106	Syaq.g_02471	Prah.g_00784
OG0001108	Syaq.g_02491	Prah.g_00801
OG0001109	Syaq.g_02493	Prah.g_00803
OG0001110	Syaq.g_02495	Prah.g_00806
OG0001111	Syaq.g_02497	Prah.g_00808
OG0001112	Syaq.g_02499	Prah.g_00810
OG0001113	Syaq.g_02539	Prah.g_00811
OG0001114	Syaq.g_02500	Prah.g_00812
OG0001115	Syaq.g_02504	Prah.g_00814
OG0001116	Syaq.g_02506	Prah.g_00815
OG0001117	Syaq.g_02507	Prah.g_00816
OG0001118	Syaq.g_02508	Prah.g_00817
OG0001119	Syaq.g_02510	Prah.g_00818
OG0001120	Syaq.g_02514	Prah.g_00821
OG0001122	Syaq.g_00069	Prah.g_00849
OG0001123	Syaq.g_00061	Prah.g_00856
OG0001124	Syaq.g_00060	Prah.g_00858
OG0001125	Syaq.g_00058	Prah.g_00860
OG0001126	Syaq.g_02693	Prah.g_00903
OG0001127	Syaq.g_02692	Prah.g_00904
