Orthogroup	Syaq	Prad
OG0000570	Syaq.g_01956	Prad.g_01360
OG0000571	Syaq.g_01960	Prad.g_01362
OG0000572	Syaq.g_01977	Prad.g_01375
OG0000573	Syaq.g_01985	Prad.g_01381
OG0000574	Syaq.g_01986	Prad.g_01382
OG0000575	Syaq.g_01991	Prad.g_01386
OG0000576	Syaq.g_01993	Prad.g_01388
OG0000577	Syaq.g_01994	Prad.g_01389
OG0000578	Syaq.g_01995	Prad.g_01390
OG0000579	Syaq.g_01996	Prad.g_01391
OG0000580	Syaq.g_01997	Prad.g_01392
OG0000581	Syaq.g_02003	Prad.g_01394
OG0000582	Syaq.g_02012	Prad.g_01397
OG0000583	Syaq.g_02013	Prad.g_01398
OG0000584	Syaq.g_02014	Prad.g_01399
OG0000585	Syaq.g_02017	Prad.g_01401
OG0000586	Syaq.g_02018	Prad.g_01402
OG0000587	Syaq.g_02020	Prad.g_01403
OG0000588	Syaq.g_02043	Prad.g_01407
OG0000589	Syaq.g_02057	Prad.g_01410
OG0000590	Syaq.g_02058	Prad.g_01411
OG0000591	Syaq.g_02066	Prad.g_01414
OG0000592	Syaq.g_02067	Prad.g_01415
OG0000593	Syaq.g_02078	Prad.g_01421
OG0000594	Syaq.g_02079	Prad.g_01422
OG0000595	Syaq.g_02080	Prad.g_01423
OG0000596	Syaq.g_02085	Prad.g_01427
OG0000597	Syaq.g_02088	Prad.g_01429
OG0000598	Syaq.g_02089	Prad.g_01430
OG0000599	Syaq.g_02096	Prad.g_01433
OG0000600	Syaq.g_02097	Prad.g_01219
OG0000601	Syaq.g_02098	Prad.g_01220
OG0000602	Syaq.g_02104	Prad.g_01222
OG0000603	Syaq.g_02105	Prad.g_01223
OG0000604	Syaq.g_02107	Prad.g_01224
OG0000605	Syaq.g_02151	Prad.g_01225
OG0000606	Syaq.g_02231	Prad.g_01228
OG0000607	Syaq.g_02234	Prad.g_01231
OG0000608	Syaq.g_02235	Prad.g_01232
OG0000609	Syaq.g_02237	Prad.g_01233
OG0000610	Syaq.g_02244	Prad.g_01238
OG0000611	Syaq.g_02247	Prad.g_01241
OG0000612	Syaq.g_02248	Prad.g_01242
OG0000613	Syaq.g_00885	Prad.g_01247
OG0000614	Syaq.g_02588	Prad.g_01266
OG0000615	Syaq.g_02302	Prad.g_01274
OG0000616	Syaq.g_01168	Prad.g_01278
OG0000617	Syaq.g_00031	Prad.g_01055
OG0000618	Syaq.g_00032	Prad.g_01056
OG0000619	Syaq.g_00033	Prad.g_01057
OG0000620	Syaq.g_00038	Prad.g_01060
OG0000621	Syaq.g_00039	Prad.g_01061
OG0000622	Syaq.g_00040	Prad.g_01062
OG0000623	Syaq.g_00041	Prad.g_01063
OG0000624	Syaq.g_00042	Prad.g_01064
OG0000625	Syaq.g_00043	Prad.g_01065
OG0000626	Syaq.g_00044	Prad.g_01066
OG0000627	Syaq.g_02425	Prad.g_01067
OG0000628	Syaq.g_02426	Prad.g_01068
OG0000629	Syaq.g_02429	Prad.g_01069
OG0000630	Syaq.g_02433	Prad.g_01072
OG0000631	Syaq.g_02441	Prad.g_01137
OG0000632	Syaq.g_02442	Prad.g_01138
OG0000633	Syaq.g_02444	Prad.g_01139
OG0000634	Syaq.g_02336	Prad.g_01142
OG0000635	Syaq.g_02337	Prad.g_01143
OG0000636	Syaq.g_02339	Prad.g_01145
OG0000637	Syaq.g_02341	Prad.g_01147
OG0000638	Syaq.g_02342	Prad.g_01148
OG0000639	Syaq.g_02343	Prad.g_01149
OG0000640	Syaq.g_02344	Prad.g_01150
OG0000641	Syaq.g_02348	Prad.g_01154
OG0000642	Syaq.g_02349	Prad.g_01155
OG0000643	Syaq.g_02350	Prad.g_01156
OG0000644	Syaq.g_02351	Prad.g_01157
OG0000645	Syaq.g_02353	Prad.g_01158
OG0000646	Syaq.g_02356	Prad.g_01160
OG0000647	Syaq.g_02358	Prad.g_01161
OG0000648	Syaq.g_02360	Prad.g_01163
OG0000649	Syaq.g_02361	Prad.g_01164
OG0000650	Syaq.g_02362	Prad.g_01165
OG0000651	Syaq.g_02363	Prad.g_01166
OG0000652	Syaq.g_02364	Prad.g_01167
OG0000653	Syaq.g_02367	Prad.g_01169
OG0000654	Syaq.g_02368	Prad.g_01170
OG0000655	Syaq.g_02369	Prad.g_01171
OG0000656	Syaq.g_02372	Prad.g_01174
OG0000657	Syaq.g_02382	Prad.g_01182
OG0000658	Syaq.g_02385	Prad.g_01183
OG0000659	Syaq.g_02386	Prad.g_01184
OG0000660	Syaq.g_02390	Prad.g_00306
OG0000661	Syaq.g_02392	Prad.g_00304
OG0000662	Syaq.g_02394	Prad.g_00302
OG0000663	Syaq.g_02397	Prad.g_00300
OG0000664	Syaq.g_02400	Prad.g_00299
OG0000665	Syaq.g_02124	Prad.g_00295
OG0000666	Syaq.g_02117	Prad.g_00294
OG0000667	Syaq.g_02222	Prad.g_00290
OG0000668	Syaq.g_00068	Prad.g_00260
OG0000669	Syaq.g_02260	Prad.g_00253
OG0000670	Syaq.g_00079	Prad.g_00251
OG0000671	Syaq.g_02264	Prad.g_00249
OG0000672	Syaq.g_02267	Prad.g_00247
OG0000673	Syaq.g_02270	Prad.g_00244
OG0000674	Syaq.g_02272	Prad.g_00242
OG0000675	Syaq.g_02273	Prad.g_00241
OG0000676	Syaq.g_02275	Prad.g_00239
OG0000677	Syaq.g_02276	Prad.g_00238
OG0000678	Syaq.g_02282	Prad.g_00236
OG0000679	Syaq.g_02305	Prad.g_00232
OG0000680	Syaq.g_02306	Prad.g_00231
OG0000681	Syaq.g_02309	Prad.g_00228
OG0000682	Syaq.g_02310	Prad.g_00227
OG0000683	Syaq.g_02311	Prad.g_00226
OG0000684	Syaq.g_02315	Prad.g_00224
OG0000685	Syaq.g_02317	Prad.g_00222
OG0000686	Syaq.g_02318	Prad.g_00221
OG0000687	Syaq.g_02319	Prad.g_00220
OG0000688	Syaq.g_02325	Prad.g_00217
OG0000689	Syaq.g_02327	Prad.g_00216
OG0000690	Syaq.g_02328	Prad.g_00215
OG0000691	Syaq.g_02329	Prad.g_00214
OG0000692	Syaq.g_02330	Prad.g_00212
OG0000693	Syaq.g_02332	Prad.g_00211
OG0000694	Syaq.g_02333	Prad.g_00210
OG0000695	Syaq.g_02446	Prad.g_00208
OG0000696	Syaq.g_02447	Prad.g_00207
OG0000697	Syaq.g_02448	Prad.g_00206
OG0000698	Syaq.g_02451	Prad.g_00203
OG0000699	Syaq.g_02452	Prad.g_00202
OG0000700	Syaq.g_02453	Prad.g_00201
OG0000701	Syaq.g_02454	Prad.g_00200
OG0000702	Syaq.g_02467	Prad.g_00198
OG0000703	Syaq.g_02468	Prad.g_00197
OG0000704	Syaq.g_02470	Prad.g_00196
OG0000705	Syaq.g_02477	Prad.g_00192
OG0000706	Syaq.g_02478	Prad.g_00191
OG0000707	Syaq.g_02479	Prad.g_00190
OG0000708	Syaq.g_02482	Prad.g_00189
OG0000709	Syaq.g_02490	Prad.g_00185
OG0000710	Syaq.g_02494	Prad.g_00182
OG0000711	Syaq.g_02521	Prad.g_00165
OG0000712	Syaq.g_02523	Prad.g_00163
OG0000713	Syaq.g_02524	Prad.g_00162
OG0000714	Syaq.g_02527	Prad.g_00161
OG0000715	Syaq.g_02529	Prad.g_00159
OG0000716	Syaq.g_02533	Prad.g_00157
OG0000717	Syaq.g_02534	Prad.g_00156
OG0000718	Syaq.g_00072	Prad.g_00144
OG0000719	Syaq.g_00070	Prad.g_00142
OG0000720	Syaq.g_00057	Prad.g_01039
OG0000721	Syaq.g_00055	Prad.g_01037
OG0000722	Syaq.g_00054	Prad.g_01036
OG0000723	Syaq.g_00046	Prad.g_01033
OG0000724	Syaq.g_02685	Prad.g_01023
OG0000725	Syaq.g_02676	Prad.g_01017
OG0000726	Syaq.g_02675	Prad.g_01016
OG0000727	Syaq.g_02674	Prad.g_01015
OG0000728	Syaq.g_02672	Prad.g_01013
OG0000729	Syaq.g_01046	Prad.g_00970
OG0000730	Syaq.g_00561	Prad.g_00635
OG0000731	Syaq.g_00550	Prad.g_00639
OG0000732	Syaq.g_01098	Prad.g_00649
OG0000733	Syaq.g_01232	Prad.g_01988
OG0000734	Syaq.g_01479	Prad.g_01511
OG0000735	Syaq.g_00266	Prad.g_01509
OG0000736	Syaq.g_00265	Prad.g_01508
OG0000737	Syaq.g_00264	Prad.g_01507
OG0000738	Syaq.g_00258	Prad.g_01503
OG0000739	Syaq.g_00257	Prad.g_01502
OG0000740	Syaq.g_00256	Prad.g_01501
OG0000741	Syaq.g_00253	Prad.g_01500
OG0000742	Syaq.g_00250	Prad.g_01497
OG0000743	Syaq.g_00248	Prad.g_01495
OG0000744	Syaq.g_00247	Prad.g_01494
OG0000745	Syaq.g_00245	Prad.g_01493
OG0000746	Syaq.g_00242	Prad.g_01491
OG0000747	Syaq.g_00241	Prad.g_01490
OG0000748	Syaq.g_00227	Prad.g_01487
OG0000749	Syaq.g_00226	Prad.g_01486
OG0000750	Syaq.g_00225	Prad.g_01485
OG0000751	Syaq.g_00219	Prad.g_01483
OG0000752	Syaq.g_00217	Prad.g_01481
OG0000753	Syaq.g_00214	Prad.g_01478
OG0000754	Syaq.g_00209	Prad.g_01475
OG0000755	Syaq.g_00198	Prad.g_01472
OG0000756	Syaq.g_00197	Prad.g_01470, Prad.g_01471
OG0000757	Syaq.g_00190	Prad.g_01464
OG0000758	Syaq.g_00189	Prad.g_01463
OG0000759	Syaq.g_00188	Prad.g_01462
OG0000760	Syaq.g_00187	Prad.g_01461
OG0000761	Syaq.g_00186	Prad.g_01460
OG0000762	Syaq.g_00183	Prad.g_01459
OG0000763	Syaq.g_00181	Prad.g_01457
OG0000764	Syaq.g_00180	Prad.g_01456
OG0000765	Syaq.g_00157	Prad.g_01447
OG0000766	Syaq.g_00156	Prad.g_01446
OG0000767	Syaq.g_00154	Prad.g_01444
OG0000768	Syaq.g_00153	Prad.g_01443
OG0000769	Syaq.g_00151	Prad.g_01441
OG0000770	Syaq.g_00148	Prad.g_01439
OG0000771	Syaq.g_02691	Prad.g_00076
OG0000772	Syaq.g_01887	Prad.g_00341
OG0000773	Syaq.g_00283	Prad.g_00361
OG0000774	Syaq.g_00288	Prad.g_00363
OG0000775	Syaq.g_00290	Prad.g_00365
OG0000776	Syaq.g_00291	Prad.g_00366
OG0000777	Syaq.g_00292	Prad.g_00631
OG0000778	Syaq.g_00293	Prad.g_00630
OG0000779	Syaq.g_00299	Prad.g_00626
OG0000780	Syaq.g_00304	Prad.g_00625
OG0000781	Syaq.g_00308	Prad.g_00622
OG0000782	Syaq.g_00309	Prad.g_00621
OG0000783	Syaq.g_00310	Prad.g_00620
OG0000784	Syaq.g_00311	Prad.g_00619
OG0000785	Syaq.g_00313	Prad.g_00617
OG0000786	Syaq.g_00328	Prad.g_00615
OG0000787	Syaq.g_00329	Prad.g_00614
OG0000788	Syaq.g_02099	Prad.g_00607
OG0000789	Syaq.g_02123	Prad.g_00604
OG0000790	Syaq.g_01758	Prad.g_00589
OG0000791	Syaq.g_01756	Prad.g_00587
OG0000792	Syaq.g_01755	Prad.g_00586
OG0000793	Syaq.g_01750	Prad.g_00583
OG0000794	Syaq.g_01749	Prad.g_00582
OG0000795	Syaq.g_01748	Prad.g_00581
OG0000796	Syaq.g_01744	Prad.g_00577
OG0000797	Syaq.g_01743	Prad.g_00576
OG0000799	Syaq.g_00341	Prad.g_00533
OG0000800	Syaq.g_00342	Prad.g_00532
OG0000801	Syaq.g_00343	Prad.g_00531
OG0000802	Syaq.g_00350	Prad.g_00529
OG0000803	Syaq.g_00353	Prad.g_00527
OG0000804	Syaq.g_00358	Prad.g_00526
OG0000805	Syaq.g_00360	Prad.g_00524
OG0000806	Syaq.g_00362	Prad.g_00522
OG0000807	Syaq.g_00364	Prad.g_00521
OG0000808	Syaq.g_00365	Prad.g_00520
OG0000809	Syaq.g_00369	Prad.g_00517
OG0000810	Syaq.g_00370	Prad.g_00516
OG0000811	Syaq.g_00378	Prad.g_00512
OG0000812	Syaq.g_00380	Prad.g_00510
OG0000813	Syaq.g_00381	Prad.g_00509
OG0000814	Syaq.g_00383	Prad.g_00507
OG0000815	Syaq.g_00384	Prad.g_00506
OG0000816	Syaq.g_00386	Prad.g_00504
OG0000817	Syaq.g_00387	Prad.g_00503
OG0000818	Syaq.g_00392	Prad.g_00498
OG0000819	Syaq.g_00393	Prad.g_00497
OG0000820	Syaq.g_00394	Prad.g_00496
OG0000821	Syaq.g_00400	Prad.g_00491
OG0000822	Syaq.g_00402	Prad.g_00490
OG0000823	Syaq.g_00403	Prad.g_00489
OG0000824	Syaq.g_00409	Prad.g_00486
OG0000825	Syaq.g_00410	Prad.g_00485
OG0000826	Syaq.g_00411	Prad.g_00484
OG0000827	Syaq.g_00412	Prad.g_00483
OG0000828	Syaq.g_00415	Prad.g_00480
OG0000829	Syaq.g_00416	Prad.g_00479
OG0000830	Syaq.g_00417	Prad.g_00478
OG0000831	Syaq.g_00419	Prad.g_00476
OG0000832	Syaq.g_01737	Prad.g_00470
OG0000833	Syaq.g_01725	Prad.g_00462
OG0000834	Syaq.g_01724	Prad.g_00461
OG0000835	Syaq.g_01723	Prad.g_00460
OG0000836	Syaq.g_01720	Prad.g_00459
OG0000837	Syaq.g_01719	Prad.g_00458
OG0000838	Syaq.g_01715	Prad.g_00456
OG0000839	Syaq.g_01714	Prad.g_00455
OG0000840	Syaq.g_01713	Prad.g_00454
OG0000841	Syaq.g_01712	Prad.g_00453
OG0000842	Syaq.g_01711	Prad.g_00452
OG0000843	Syaq.g_01710	Prad.g_00451
OG0000844	Syaq.g_01708	Prad.g_00450
OG0000845	Syaq.g_01707	Prad.g_00449
OG0000846	Syaq.g_01706	Prad.g_00448
OG0000847	Syaq.g_01705	Prad.g_00447
OG0000848	Syaq.g_01703	Prad.g_00446
OG0000849	Syaq.g_01702	Prad.g_00445
OG0000850	Syaq.g_01699	Prad.g_00443
OG0000851	Syaq.g_01696	Prad.g_00442
OG0000852	Syaq.g_01695	Prad.g_00441
OG0000853	Syaq.g_01691	Prad.g_00437
OG0000854	Syaq.g_01689	Prad.g_00435
OG0000855	Syaq.g_01688	Prad.g_00434
OG0000856	Syaq.g_02069	Prad.g_00419
OG0000857	Syaq.g_02357	Prad.g_00388
OG0000858	Syaq.g_01682	Prad.g_00947
OG0000859	Syaq.g_01681	Prad.g_00946
OG0000860	Syaq.g_01671	Prad.g_00939
OG0000861	Syaq.g_01670	Prad.g_00938
OG0000862	Syaq.g_01668	Prad.g_00937
OG0000863	Syaq.g_01665	Prad.g_00935
OG0000864	Syaq.g_01664	Prad.g_00934
OG0000865	Syaq.g_01663	Prad.g_00933
OG0000866	Syaq.g_01662	Prad.g_00932
OG0000867	Syaq.g_01661	Prad.g_00931
OG0000868	Syaq.g_01659	Prad.g_00930
OG0000869	Syaq.g_01656	Prad.g_00926
OG0000870	Syaq.g_01651	Prad.g_00921
OG0000871	Syaq.g_01650	Prad.g_00920
OG0000872	Syaq.g_01644	Prad.g_00919
OG0000873	Syaq.g_01641	Prad.g_00916
OG0000874	Syaq.g_01637	Prad.g_00913
OG0000875	Syaq.g_01633	Prad.g_00912
OG0000876	Syaq.g_01631	Prad.g_00911
OG0000877	Syaq.g_01628	Prad.g_00909
OG0000878	Syaq.g_01627	Prad.g_00908
OG0000879	Syaq.g_01626	Prad.g_00907
OG0000880	Syaq.g_01625	Prad.g_00906
OG0000881	Syaq.g_01621	Prad.g_00902
OG0000882	Syaq.g_01616	Prad.g_00897
OG0000883	Syaq.g_01613	Prad.g_00895
OG0000884	Syaq.g_01611	Prad.g_00893
OG0000885	Syaq.g_01610	Prad.g_00892
OG0000886	Syaq.g_01609	Prad.g_00891
OG0000887	Syaq.g_01608	Prad.g_00890
OG0000888	Syaq.g_01606	Prad.g_00888
OG0000889	Syaq.g_01604	Prad.g_00886
OG0000890	Syaq.g_01597	Prad.g_00885
OG0000891	Syaq.g_01596	Prad.g_00884
OG0000892	Syaq.g_01594	Prad.g_00882
OG0000893	Syaq.g_00695	Prad.g_00879
OG0000894	Syaq.g_00692	Prad.g_00877
OG0000895	Syaq.g_00688	Prad.g_00874
OG0000896	Syaq.g_00687	Prad.g_00873
OG0000897	Syaq.g_00685	Prad.g_00871
OG0000898	Syaq.g_00684	Prad.g_00870
OG0000899	Syaq.g_00683	Prad.g_00869
OG0000900	Syaq.g_00682	Prad.g_00868
OG0000901	Syaq.g_00677	Prad.g_00865
OG0000902	Syaq.g_00671	Prad.g_00863
OG0000903	Syaq.g_00655	Prad.g_00860
OG0000904	Syaq.g_00660	Prad.g_00858
OG0000905	Syaq.g_00666	Prad.g_00853
OG0000906	Syaq.g_00669	Prad.g_00852
OG0000907	Syaq.g_00653	Prad.g_00849
OG0000908	Syaq.g_00650	Prad.g_00846
OG0000909	Syaq.g_00649	Prad.g_00845
OG0000910	Syaq.g_00648	Prad.g_00844
OG0000911	Syaq.g_00646	Prad.g_00842
OG0000912	Syaq.g_00645	Prad.g_00841
OG0000913	Syaq.g_00644	Prad.g_00840
OG0000914	Syaq.g_00643	Prad.g_00839
OG0000915	Syaq.g_00641	Prad.g_00838
OG0000916	Syaq.g_00640	Prad.g_00837
OG0000917	Syaq.g_00639	Prad.g_00836
OG0000918	Syaq.g_00638	Prad.g_00835
OG0000919	Syaq.g_00637	Prad.g_00834
OG0000920	Syaq.g_00636	Prad.g_00833
OG0000921	Syaq.g_00635	Prad.g_00832
OG0000922	Syaq.g_00634	Prad.g_00831
OG0000923	Syaq.g_00630	Prad.g_00827
OG0000924	Syaq.g_00629	Prad.g_00826
OG0000925	Syaq.g_00628	Prad.g_00825
OG0000926	Syaq.g_00627	Prad.g_00824
OG0000927	Syaq.g_00625	Prad.g_00822
OG0000928	Syaq.g_00624	Prad.g_00821
OG0000929	Syaq.g_00623	Prad.g_00820
OG0000930	Syaq.g_00622	Prad.g_00819
OG0000931	Syaq.g_00621	Prad.g_00818
OG0000932	Syaq.g_00620	Prad.g_00817
OG0000933	Syaq.g_00614	Prad.g_00813
OG0000934	Syaq.g_00612	Prad.g_00811
OG0000935	Syaq.g_00611	Prad.g_00810
OG0000936	Syaq.g_00610	Prad.g_00809
OG0000937	Syaq.g_00609	Prad.g_00808
OG0000938	Syaq.g_00606	Prad.g_00806
OG0000939	Syaq.g_00604	Prad.g_00805
OG0000940	Syaq.g_00597	Prad.g_00798
OG0000941	Syaq.g_00595	Prad.g_00796
OG0000942	Syaq.g_00593	Prad.g_00794
OG0000943	Syaq.g_00592	Prad.g_00793
OG0000944	Syaq.g_00590	Prad.g_00792
OG0000945	Syaq.g_00588	Prad.g_00791
OG0000946	Syaq.g_00580	Prad.g_00787
OG0000947	Syaq.g_00577	Prad.g_00785
OG0000948	Syaq.g_00576	Prad.g_00784
OG0000949	Syaq.g_00971	Prad.g_00781
OG0000950	Syaq.g_00984	Prad.g_00776
OG0000951	Syaq.g_00991	Prad.g_00772
OG0000952	Syaq.g_01002	Prad.g_00768
OG0000953	Syaq.g_01006	Prad.g_00765
OG0000954	Syaq.g_01012	Prad.g_01641
OG0000955	Syaq.g_01013	Prad.g_01640
OG0000956	Syaq.g_01015	Prad.g_01638
OG0000957	Syaq.g_01026	Prad.g_01633
OG0000958	Syaq.g_01027	Prad.g_01632
OG0000959	Syaq.g_01031	Prad.g_01628
OG0000960	Syaq.g_01032	Prad.g_01627
OG0000961	Syaq.g_01043	Prad.g_01625
OG0000962	Syaq.g_01045	Prad.g_01623
OG0000963	Syaq.g_01049	Prad.g_01620
OG0000964	Syaq.g_01050	Prad.g_01619
OG0000965	Syaq.g_01051	Prad.g_01618
OG0000966	Syaq.g_01060	Prad.g_01611
OG0000967	Syaq.g_01067	Prad.g_01607
OG0000968	Syaq.g_01071	Prad.g_01605
OG0000969	Syaq.g_01078	Prad.g_01604
OG0000970	Syaq.g_01079	Prad.g_01603
OG0000971	Syaq.g_01081	Prad.g_01602
OG0000972	Syaq.g_01082	Prad.g_01601
OG0000973	Syaq.g_01083	Prad.g_01600
OG0000974	Syaq.g_01084	Prad.g_01599
OG0000975	Syaq.g_01085	Prad.g_01598
OG0000976	Syaq.g_01086	Prad.g_01597
OG0000977	Syaq.g_01088	Prad.g_01596
OG0000978	Syaq.g_01091	Prad.g_01595
OG0000979	Syaq.g_01094	Prad.g_01592
OG0000980	Syaq.g_01097	Prad.g_01590
OG0000981	Syaq.g_01100	Prad.g_01588
OG0000982	Syaq.g_01263	Prad.g_01586
OG0000983	Syaq.g_01262	Prad.g_01585
OG0000984	Syaq.g_01261	Prad.g_01584
OG0000985	Syaq.g_01257	Prad.g_01581
OG0000986	Syaq.g_01253	Prad.g_01579
OG0000987	Syaq.g_01251	Prad.g_01578
OG0000988	Syaq.g_01245	Prad.g_01575
OG0000989	Syaq.g_01239	Prad.g_01571
OG0000990	Syaq.g_01229	Prad.g_01568
OG0000991	Syaq.g_01225	Prad.g_01567
OG0000992	Syaq.g_01222	Prad.g_01565
OG0000993	Syaq.g_01221	Prad.g_01564
OG0000994	Syaq.g_01218	Prad.g_01563
OG0000995	Syaq.g_01212	Prad.g_01559
OG0000996	Syaq.g_01193	Prad.g_01558
OG0000997	Syaq.g_01184	Prad.g_01557
OG0000998	Syaq.g_01182	Prad.g_01555
OG0000999	Syaq.g_01181	Prad.g_01554
OG0001000	Syaq.g_01177	Prad.g_01551
OG0001001	Syaq.g_01172	Prad.g_01549
OG0001002	Syaq.g_01165	Prad.g_01545
OG0001003	Syaq.g_01163	Prad.g_01544
OG0001004	Syaq.g_01162	Prad.g_01543
OG0001005	Syaq.g_01161	Prad.g_01542
OG0001006	Syaq.g_01152	Prad.g_01538
OG0001007	Syaq.g_01150	Prad.g_01536
OG0001008	Syaq.g_00500	Prad.g_00070
OG0001009	Syaq.g_01118	Prad.g_01959
OG0001010	Syaq.g_01117	Prad.g_01958
OG0001011	Syaq.g_01115	Prad.g_01957
OG0001012	Syaq.g_01267	Prad.g_01944
OG0001013	Syaq.g_01289	Prad.g_01938
OG0001014	Syaq.g_01295	Prad.g_01935
OG0001015	Syaq.g_01296	Prad.g_01934
OG0001016	Syaq.g_01554	Prad.g_01920
OG0001017	Syaq.g_01548	Prad.g_01916
OG0001018	Syaq.g_01546	Prad.g_01913
OG0001019	Syaq.g_01524	Prad.g_01904
OG0001020	Syaq.g_01510	Prad.g_01903
OG0001021	Syaq.g_01506	Prad.g_01902
OG0001022	Syaq.g_01501	Prad.g_01899
OG0001023	Syaq.g_01500	Prad.g_01898
OG0001024	Syaq.g_01496	Prad.g_01895
OG0001025	Syaq.g_01490	Prad.g_01889
OG0001026	Syaq.g_01477	Prad.g_01882
OG0001027	Syaq.g_01474	Prad.g_01881
OG0001028	Syaq.g_01472	Prad.g_01879
OG0001029	Syaq.g_01470	Prad.g_01878
OG0001030	Syaq.g_01450	Prad.g_01863
OG0001031	Syaq.g_01378	Prad.g_01805
OG0001032	Syaq.g_01376	Prad.g_01804
OG0001033	Syaq.g_01344	Prad.g_01783
OG0001034	Syaq.g_01579	Prad.g_01755
OG0001035	Syaq.g_00726	Prad.g_01737
OG0001036	Syaq.g_00731	Prad.g_01732
OG0001037	Syaq.g_00733	Prad.g_01731
OG0001038	Syaq.g_00761	Prad.g_01713
OG0001039	Syaq.g_00764	Prad.g_01710
OG0001040	Syaq.g_00767	Prad.g_01708
OG0001041	Syaq.g_00772	Prad.g_01704
OG0001042	Syaq.g_00858	Prad.g_01687
OG0001044	Syaq.g_00560	Prad.g_01658
OG0001045	Syaq.g_00547	Prad.g_01649
OG0001046	Syaq.g_02509	Prad.g_00730
OG0001047	Syaq.g_00498	Prad.g_00068
OG0001048	Syaq.g_00497	Prad.g_00067
OG0001049	Syaq.g_00494	Prad.g_00065
OG0001050	Syaq.g_00493	Prad.g_00064
OG0001051	Syaq.g_00492	Prad.g_00063
OG0001052	Syaq.g_00446	Prad.g_00036
OG0001053	Syaq.g_01775	Prad.g_00024
OG0001054	Syaq.g_01794	Prad.g_00131
OG0001055	Syaq.g_01815	Prad.g_00112
OG0001056	Syaq.g_01843	Prad.g_00093
OG0001057	Syaq.g_00334	Prad.g_01331
OG0001058	Syaq.g_01931	Prad.g_01339
OG0001059	Syaq.g_01935	Prad.g_01343
OG0001060	Syaq.g_01941	Prad.g_01350
OG0001061	Syaq.g_01961	Prad.g_01363
OG0001062	Syaq.g_01963	Prad.g_01365
OG0001063	Syaq.g_01968	Prad.g_01367
OG0001064	Syaq.g_01969	Prad.g_01368
OG0001065	Syaq.g_01970	Prad.g_01369
OG0001066	Syaq.g_01971	Prad.g_01370
OG0001067	Syaq.g_01972	Prad.g_01371
OG0001068	Syaq.g_01973	Prad.g_01372
OG0001069	Syaq.g_01974	Prad.g_01373
OG0001070	Syaq.g_01978	Prad.g_01376
OG0001071	Syaq.g_01979	Prad.g_01377
OG0001072	Syaq.g_01983	Prad.g_01379
OG0001073	Syaq.g_01998	Prad.g_01393
OG0001074	Syaq.g_02132	Prad.g_01404
OG0001075	Syaq.g_02025	Prad.g_01405
OG0001076	Syaq.g_02060	Prad.g_01413
OG0001077	Syaq.g_02071	Prad.g_01417
OG0001078	Syaq.g_02083	Prad.g_01425
OG0001079	Syaq.g_02100	Prad.g_01221
OG0001080	Syaq.g_02161	Prad.g_01227
OG0001081	Syaq.g_02232	Prad.g_01229
OG0001082	Syaq.g_02233	Prad.g_01230
OG0001083	Syaq.g_02240	Prad.g_01235
OG0001084	Syaq.g_02241	Prad.g_01236
OG0001085	Syaq.g_02251	Prad.g_01244
OG0001086	Syaq.g_02253	Prad.g_01245
OG0001087	Syaq.g_02574	Prad.g_01262
OG0001088	Syaq.g_02576	Prad.g_01263
OG0001089	Syaq.g_02604	Prad.g_01271
OG0001090	Syaq.g_00024	Prad.g_01050
OG0001091	Syaq.g_00027	Prad.g_01052
OG0001092	Syaq.g_00029	Prad.g_01053
OG0001093	Syaq.g_00035	Prad.g_01058
OG0001094	Syaq.g_02334	Prad.g_01140
OG0001095	Syaq.g_02354	Prad.g_01159
OG0001096	Syaq.g_02370	Prad.g_01172
OG0001097	Syaq.g_02393	Prad.g_00303
OG0001098	Syaq.g_02415	Prad.g_00288
OG0001099	Syaq.g_01471	Prad.g_00256
OG0001100	Syaq.g_02262	Prad.g_00252
OG0001101	Syaq.g_02263	Prad.g_00250
OG0001102	Syaq.g_02266	Prad.g_00248
OG0001103	Syaq.g_02268	Prad.g_00246
OG0001104	Syaq.g_02316	Prad.g_00223
OG0001105	Syaq.g_02320	Prad.g_00219
OG0001106	Syaq.g_02471	Prad.g_00195
OG0001108	Syaq.g_02491	Prad.g_00184
OG0001109	Syaq.g_02493	Prad.g_00183
OG0001110	Syaq.g_02495	Prad.g_00181
OG0001111	Syaq.g_02497	Prad.g_00180
OG0001112	Syaq.g_02499	Prad.g_00179
OG0001113	Syaq.g_02539	Prad.g_00178
OG0001114	Syaq.g_02500	Prad.g_00177
OG0001115	Syaq.g_02504	Prad.g_00175
OG0001116	Syaq.g_02506	Prad.g_00174
OG0001117	Syaq.g_02507	Prad.g_00173
OG0001118	Syaq.g_02508	Prad.g_00172
OG0001119	Syaq.g_02510	Prad.g_00171
OG0001120	Syaq.g_02514	Prad.g_00169
OG0001121	Syaq.g_01919	Prad.g_01991, Prad.g_00166
OG0001122	Syaq.g_00069	Prad.g_00141
OG0001123	Syaq.g_00061	Prad.g_00137
OG0001124	Syaq.g_00060	Prad.g_00135
OG0001125	Syaq.g_00058	Prad.g_00134
OG0001126	Syaq.g_02693	Prad.g_01030
OG0001127	Syaq.g_02692	Prad.g_01029
OG0001128	Syaq.g_02689	Prad.g_01026
OG0001129	Syaq.g_02687	Prad.g_01025
OG0001130	Syaq.g_02686	Prad.g_01024
