Orthogroup	Prbg	Prbi
OG0000546	Prbg.g_00341	Prbi.g_00624
OG0000547	Prbg.g_00343	Prbi.g_00626
OG0000548	Prbg.g_00345	Prbi.g_00627
OG0000549	Prbg.g_00346	Prbi.g_00628
OG0000550	Prbg.g_00347	Prbi.g_00629
OG0000551	Prbg.g_00349	Prbi.g_00630
OG0000552	Prbg.g_00350	Prbi.g_00631
OG0000553	Prbg.g_01427	Prbi.g_00632
OG0000554	Prbg.g_01426	Prbi.g_00634
OG0000555	Prbg.g_01425	Prbi.g_00635
OG0000556	Prbg.g_01424	Prbi.g_00636
OG0000557	Prbg.g_01423	Prbi.g_00637
OG0000558	Prbg.g_01422	Prbi.g_00638
OG0000559	Prbg.g_01421	Prbi.g_00639
OG0000560	Prbg.g_01419	Prbi.g_00641
OG0000561	Prbg.g_01418	Prbi.g_00642
OG0000562	Prbg.g_01416	Prbi.g_00643
OG0000563	Prbg.g_01415	Prbi.g_00644
OG0000564	Prbg.g_01414	Prbi.g_00645
OG0000565	Prbg.g_01413	Prbi.g_00646
OG0000566	Prbg.g_01412	Prbi.g_00647
OG0000567	Prbg.g_01411	Prbi.g_00648
OG0000568	Prbg.g_01410	Prbi.g_00649
OG0000569	Prbg.g_01409	Prbi.g_00650
OG0000570	Prbg.g_01408	Prbi.g_00651
OG0000571	Prbg.g_01407	Prbi.g_00652
OG0000572	Prbg.g_01406	Prbi.g_00653
OG0000573	Prbg.g_01403	Prbi.g_00656
OG0000574	Prbg.g_01402	Prbi.g_00657
OG0000575	Prbg.g_01401	Prbi.g_00658
OG0000576	Prbg.g_01400	Prbi.g_00659
OG0000577	Prbg.g_01399	Prbi.g_00660
OG0000578	Prbg.g_01398	Prbi.g_00661
OG0000579	Prbg.g_01397	Prbi.g_00662
OG0000580	Prbg.g_01396	Prbi.g_00663
OG0000581	Prbg.g_01395	Prbi.g_00664
OG0000582	Prbg.g_01394	Prbi.g_00665
OG0000583	Prbg.g_01393	Prbi.g_00666
OG0000584	Prbg.g_01391	Prbi.g_00667
OG0000585	Prbg.g_01390	Prbi.g_00668
OG0000586	Prbg.g_01388	Prbi.g_00670
OG0000587	Prbg.g_01387	Prbi.g_00671
OG0000588	Prbg.g_01111	Prbi.g_00673
OG0000589	Prbg.g_01112	Prbi.g_00674
OG0000590	Prbg.g_01114	Prbi.g_00676
OG0000591	Prbg.g_01120	Prbi.g_00682
OG0000592	Prbg.g_01121	Prbi.g_00683
OG0000593	Prbg.g_01122	Prbi.g_00684
OG0000594	Prbg.g_01125	Prbi.g_00686
OG0000595	Prbg.g_01126	Prbi.g_00687
OG0000596	Prbg.g_01127	Prbi.g_00688
OG0000597	Prbg.g_01129	Prbi.g_00690
OG0000598	Prbg.g_01130	Prbi.g_00691
OG0000599	Prbg.g_01131	Prbi.g_00692
OG0000600	Prbg.g_01132	Prbi.g_00693
OG0000601	Prbg.g_01135	Prbi.g_00695
OG0000602	Prbg.g_01136	Prbi.g_00696
OG0000603	Prbg.g_01137	Prbi.g_00697
OG0000604	Prbg.g_01140	Prbi.g_00698
OG0000605	Prbg.g_01141	Prbi.g_00699
OG0000606	Prbg.g_01142	Prbi.g_00700
OG0000607	Prbg.g_01144	Prbi.g_00703
OG0000608	Prbg.g_01146	Prbi.g_00704
OG0000609	Prbg.g_01939	Prbi.g_00708
OG0000610	Prbg.g_01070	Prbi.g_00709
OG0000611	Prbg.g_01152	Prbi.g_00746
OG0000612	Prbg.g_01153	Prbi.g_00747
OG0000613	Prbg.g_01374	Prbi.g_00748
OG0000614	Prbg.g_01373	Prbi.g_00749
OG0000615	Prbg.g_01371	Prbi.g_00751
OG0000616	Prbg.g_01370	Prbi.g_00752
OG0000617	Prbg.g_01369	Prbi.g_00753
OG0000618	Prbg.g_01368	Prbi.g_00754
OG0000619	Prbg.g_01367	Prbi.g_00755
OG0000620	Prbg.g_01366	Prbi.g_00756
OG0000621	Prbg.g_01365	Prbi.g_00757
OG0000622	Prbg.g_01364	Prbi.g_00758
OG0000623	Prbg.g_01363	Prbi.g_00759
OG0000624	Prbg.g_01361	Prbi.g_00760
OG0000625	Prbg.g_01360	Prbi.g_00761
OG0000626	Prbg.g_01359	Prbi.g_00762
OG0000627	Prbg.g_01358	Prbi.g_00763
OG0000628	Prbg.g_01357	Prbi.g_00764
OG0000629	Prbg.g_01356	Prbi.g_00765
OG0000630	Prbg.g_01355	Prbi.g_00766
OG0000631	Prbg.g_01353	Prbi.g_00768
OG0000632	Prbg.g_01352	Prbi.g_00788
OG0000633	Prbg.g_00006	Prbi.g_00792
OG0000634	Prbg.g_00461	Prbi.g_00807
OG0000635	Prbg.g_00366	Prbi.g_00811
OG0000636	Prbg.g_00365	Prbi.g_00812
OG0000637	Prbg.g_00364	Prbi.g_00813
OG0000638	Prbg.g_00114	Prbi.g_00825
OG0000639	Prbg.g_01254	Prbi.g_00834
OG0000640	Prbg.g_01258	Prbi.g_00835
OG0000641	Prbg.g_01260	Prbi.g_00838
OG0000642	Prbg.g_01261	Prbi.g_00839
OG0000643	Prbg.g_01262	Prbi.g_00840
OG0000644	Prbg.g_01375	Prbi.g_00841
OG0000645	Prbg.g_01154	Prbi.g_00842
OG0000646	Prbg.g_01155	Prbi.g_00843
OG0000647	Prbg.g_01156	Prbi.g_00844
OG0000648	Prbg.g_01158	Prbi.g_00846
OG0000649	Prbg.g_01159	Prbi.g_00847
OG0000650	Prbg.g_01160	Prbi.g_00848
OG0000651	Prbg.g_01161	Prbi.g_00849
OG0000652	Prbg.g_01162	Prbi.g_00850
OG0000653	Prbg.g_01163	Prbi.g_00851
OG0000654	Prbg.g_01165	Prbi.g_00853
OG0000655	Prbg.g_01167	Prbi.g_00855
OG0000656	Prbg.g_01168	Prbi.g_00856
OG0000657	Prbg.g_01169	Prbi.g_00857
OG0000658	Prbg.g_01170	Prbi.g_00858
OG0000659	Prbg.g_01171	Prbi.g_00859
OG0000660	Prbg.g_01172	Prbi.g_00860
OG0000661	Prbg.g_01173	Prbi.g_00861
OG0000662	Prbg.g_01175	Prbi.g_00862
OG0000663	Prbg.g_01176	Prbi.g_00863
OG0000664	Prbg.g_01177	Prbi.g_00864
OG0000665	Prbg.g_01178	Prbi.g_00865
OG0000666	Prbg.g_01179	Prbi.g_00866
OG0000667	Prbg.g_01180	Prbi.g_00867
OG0000668	Prbg.g_01181	Prbi.g_00868
OG0000669	Prbg.g_01183	Prbi.g_00870
OG0000670	Prbg.g_01184	Prbi.g_00871
OG0000671	Prbg.g_01185	Prbi.g_00872
OG0000672	Prbg.g_01186	Prbi.g_00873
OG0000673	Prbg.g_01187	Prbi.g_00874
OG0000674	Prbg.g_01188	Prbi.g_00875
OG0000675	Prbg.g_01190	Prbi.g_00877
OG0000676	Prbg.g_01191	Prbi.g_00878
OG0000677	Prbg.g_01194	Prbi.g_00881
OG0000678	Prbg.g_01196	Prbi.g_00883
OG0000679	Prbg.g_01198	Prbi.g_00884
OG0000680	Prbg.g_01199	Prbi.g_00885
OG0000681	Prbg.g_01200	Prbi.g_00886
OG0000682	Prbg.g_01201	Prbi.g_00887
OG0000683	Prbg.g_01203	Prbi.g_00889
OG0000684	Prbg.g_01204	Prbi.g_00890
OG0000685	Prbg.g_01205	Prbi.g_00891
OG0000686	Prbg.g_01206	Prbi.g_00892
OG0000687	Prbg.g_01207	Prbi.g_00893
OG0000688	Prbg.g_01208	Prbi.g_00894
OG0000689	Prbg.g_01209	Prbi.g_00895
OG0000690	Prbg.g_01210	Prbi.g_00896
OG0000691	Prbg.g_01211	Prbi.g_00897
OG0000692	Prbg.g_01215	Prbi.g_00899
OG0000693	Prbg.g_01216	Prbi.g_00900
OG0000694	Prbg.g_01217	Prbi.g_00901
OG0000695	Prbg.g_01218	Prbi.g_00902
OG0000696	Prbg.g_01219	Prbi.g_00903
OG0000697	Prbg.g_01221	Prbi.g_00905
OG0000698	Prbg.g_01225	Prbi.g_00907
OG0000699	Prbg.g_01226	Prbi.g_00908
OG0000700	Prbg.g_01062	Prbi.g_00934
OG0000701	Prbg.g_01067	Prbi.g_00939
OG0000702	Prbg.g_01073	Prbi.g_00942
OG0000703	Prbg.g_01075	Prbi.g_00943
OG0000704	Prbg.g_01076	Prbi.g_00944
OG0000705	Prbg.g_01078	Prbi.g_00945
OG0000706	Prbg.g_01079	Prbi.g_00946
OG0000707	Prbg.g_01081	Prbi.g_00948
OG0000708	Prbg.g_01082	Prbi.g_00949
OG0000709	Prbg.g_01084	Prbi.g_00951
OG0000710	Prbg.g_01085	Prbi.g_00952
OG0000711	Prbg.g_01086	Prbi.g_00953
OG0000712	Prbg.g_01087	Prbi.g_00954
OG0000713	Prbg.g_01088	Prbi.g_00955
OG0000714	Prbg.g_01090	Prbi.g_00957
OG0000715	Prbg.g_01091	Prbi.g_00958
OG0000716	Prbg.g_01093	Prbi.g_00960
OG0000717	Prbg.g_01094	Prbi.g_00961
OG0000718	Prbg.g_01095	Prbi.g_00962
OG0000719	Prbg.g_01097	Prbi.g_00964
OG0000720	Prbg.g_01098	Prbi.g_00965
OG0000721	Prbg.g_01101	Prbi.g_00968
OG0000722	Prbg.g_01102	Prbi.g_00969
OG0000723	Prbg.g_01103	Prbi.g_00970
OG0000724	Prbg.g_01105	Prbi.g_00971
OG0000725	Prbg.g_01106	Prbi.g_00972
OG0000726	Prbg.g_01107	Prbi.g_00973
OG0000727	Prbg.g_01108	Prbi.g_00974
OG0000728	Prbg.g_01109	Prbi.g_00975
OG0000729	Prbg.g_01110	Prbi.g_00976
OG0000730	Prbg.g_01385	Prbi.g_00977
OG0000731	Prbg.g_01383	Prbi.g_00978
OG0000732	Prbg.g_01382	Prbi.g_00979
OG0000733	Prbg.g_01381	Prbi.g_00980
OG0000734	Prbg.g_01380	Prbi.g_00981
OG0000735	Prbg.g_01378	Prbi.g_00983
OG0000736	Prbg.g_01377	Prbi.g_00984
OG0000737	Prbg.g_01376	Prbi.g_00985
OG0000738	Prbg.g_01263	Prbi.g_00986
OG0000739	Prbg.g_01264	Prbi.g_00987
OG0000740	Prbg.g_01265	Prbi.g_00988
OG0000741	Prbg.g_01266	Prbi.g_00989
OG0000742	Prbg.g_01268	Prbi.g_00991
OG0000743	Prbg.g_01269	Prbi.g_00992
OG0000744	Prbg.g_01270	Prbi.g_00993
OG0000745	Prbg.g_01271	Prbi.g_00994
OG0000746	Prbg.g_01272	Prbi.g_00995
OG0000747	Prbg.g_01273	Prbi.g_00996
OG0000748	Prbg.g_01274	Prbi.g_00997
OG0000749	Prbg.g_01275	Prbi.g_00998
OG0000750	Prbg.g_01277	Prbi.g_00999
OG0000751	Prbg.g_01278	Prbi.g_01000
OG0000752	Prbg.g_01337	Prbi.g_01001
OG0000753	Prbg.g_01280	Prbi.g_01003
OG0000754	Prbg.g_01281	Prbi.g_01004
OG0000755	Prbg.g_01282	Prbi.g_01005
OG0000756	Prbg.g_01284	Prbi.g_01006
OG0000757	Prbg.g_01285	Prbi.g_01007
OG0000758	Prbg.g_01286	Prbi.g_01008
OG0000759	Prbg.g_01288	Prbi.g_01010
OG0000760	Prbg.g_01289	Prbi.g_01011
OG0000761	Prbg.g_01290	Prbi.g_01012
OG0000762	Prbg.g_01292	Prbi.g_01014
OG0000763	Prbg.g_01293	Prbi.g_01015
OG0000764	Prbg.g_01294	Prbi.g_01016
OG0000765	Prbg.g_01295	Prbi.g_01017
OG0000766	Prbg.g_01296	Prbi.g_01018
OG0000767	Prbg.g_01298	Prbi.g_01020
OG0000768	Prbg.g_01299	Prbi.g_01021
OG0000769	Prbg.g_01300	Prbi.g_01022
OG0000770	Prbg.g_01301	Prbi.g_01023
OG0000771	Prbg.g_01302	Prbi.g_01024
OG0000772	Prbg.g_01552	Prbi.g_01025
OG0000773	Prbg.g_01304	Prbi.g_01026
OG0000774	Prbg.g_01305	Prbi.g_01027
OG0000775	Prbg.g_01306	Prbi.g_01028
OG0000776	Prbg.g_01309	Prbi.g_01030
OG0000777	Prbg.g_01310	Prbi.g_01032
OG0000778	Prbg.g_01311	Prbi.g_01033
OG0000779	Prbg.g_01312	Prbi.g_01034
OG0000780	Prbg.g_01314	Prbi.g_01036
OG0000781	Prbg.g_01316	Prbi.g_01038
OG0000782	Prbg.g_01317	Prbi.g_01039
OG0000783	Prbg.g_01321	Prbi.g_01055
OG0000784	Prbg.g_01323	Prbi.g_01057
OG0000785	Prbg.g_01324	Prbi.g_01058
OG0000786	Prbg.g_01325	Prbi.g_01059
OG0000787	Prbg.g_01326	Prbi.g_01060
OG0000788	Prbg.g_01332	Prbi.g_01064
OG0000789	Prbg.g_01335	Prbi.g_01066
OG0000790	Prbg.g_01336	Prbi.g_01067
OG0000791	Prbg.g_01339	Prbi.g_01068
OG0000792	Prbg.g_01340	Prbi.g_01069
OG0000793	Prbg.g_01341	Prbi.g_01070
OG0000794	Prbg.g_01344	Prbi.g_01072
OG0000795	Prbg.g_01245	Prbi.g_01075
OG0000796	Prbg.g_01244	Prbi.g_01076
OG0000797	Prbg.g_01242	Prbi.g_01078
OG0000798	Prbg.g_01241	Prbi.g_01079
OG0000799	Prbg.g_01240	Prbi.g_01080
OG0000800	Prbg.g_01239	Prbi.g_01081
OG0000801	Prbg.g_01236	Prbi.g_01084
OG0000802	Prbg.g_01235	Prbi.g_01085
OG0000803	Prbg.g_01233	Prbi.g_01087
OG0000804	Prbg.g_01232	Prbi.g_01088
OG0000805	Prbg.g_01231	Prbi.g_01089
OG0000806	Prbg.g_01229	Prbi.g_01091
OG0000807	Prbg.g_00141	Prbi.g_01117
OG0000808	Prbg.g_00022	Prbi.g_01127
OG0000809	Prbg.g_01534	Prbi.g_01130
OG0000810	Prbg.g_00361	Prbi.g_01131
OG0000811	Prbg.g_00455	Prbi.g_01138
OG0000812	Prbg.g_01528	Prbi.g_01142
OG0000813	Prbg.g_00123	Prbi.g_01146
OG0000814	Prbg.g_01555	Prbi.g_01148
OG0000815	Prbg.g_00528	Prbi.g_01161
OG0000816	Prbg.g_00750	Prbi.g_01175
OG0000817	Prbg.g_00751	Prbi.g_01176
OG0000818	Prbg.g_00011	Prbi.g_01181
OG0000819	Prbg.g_01508	Prbi.g_01188
OG0000820	Prbg.g_01502	Prbi.g_01192
OG0000821	Prbg.g_01500	Prbi.g_01194
OG0000822	Prbg.g_01499	Prbi.g_01195
OG0000823	Prbg.g_01498	Prbi.g_01196
OG0000824	Prbg.g_01497	Prbi.g_01197
OG0000825	Prbg.g_01496	Prbi.g_01198
OG0000826	Prbg.g_01495	Prbi.g_01199
OG0000827	Prbg.g_01494	Prbi.g_01200
OG0000828	Prbg.g_01493	Prbi.g_01201
OG0000829	Prbg.g_01492	Prbi.g_01202
OG0000830	Prbg.g_01490	Prbi.g_01203
OG0000831	Prbg.g_01487	Prbi.g_01206
OG0000832	Prbg.g_01485	Prbi.g_01208
OG0000833	Prbg.g_01484	Prbi.g_01209
OG0000834	Prbg.g_01483	Prbi.g_01210
OG0000835	Prbg.g_01482	Prbi.g_01211
OG0000836	Prbg.g_01481	Prbi.g_01212
OG0000837	Prbg.g_01478	Prbi.g_01214
OG0000838	Prbg.g_01477	Prbi.g_01215
OG0000839	Prbg.g_01476	Prbi.g_01216
OG0000840	Prbg.g_01475	Prbi.g_01217
OG0000841	Prbg.g_01474	Prbi.g_01218
OG0000842	Prbg.g_01472	Prbi.g_01219
OG0000843	Prbg.g_01471	Prbi.g_01220
OG0000844	Prbg.g_01470	Prbi.g_01221
OG0000845	Prbg.g_01469	Prbi.g_01222
OG0000846	Prbg.g_01467	Prbi.g_01225
OG0000847	Prbg.g_01465	Prbi.g_01227
OG0000848	Prbg.g_01464	Prbi.g_01228
OG0000849	Prbg.g_01461	Prbi.g_01229
OG0000850	Prbg.g_01460	Prbi.g_01230
OG0000851	Prbg.g_01458	Prbi.g_01231
OG0000852	Prbg.g_01456	Prbi.g_01233
OG0000853	Prbg.g_01454	Prbi.g_01234
OG0000854	Prbg.g_01452	Prbi.g_01236
OG0000855	Prbg.g_01451	Prbi.g_01237
OG0000856	Prbg.g_01450	Prbi.g_01238
OG0000857	Prbg.g_01449	Prbi.g_01239
OG0000858	Prbg.g_01448	Prbi.g_01240
OG0000859	Prbg.g_01447	Prbi.g_01241
OG0000860	Prbg.g_01446	Prbi.g_01242
OG0000861	Prbg.g_01445	Prbi.g_01243
OG0000862	Prbg.g_01444	Prbi.g_01244
OG0000863	Prbg.g_01443	Prbi.g_01245
OG0000864	Prbg.g_01442	Prbi.g_01246
OG0000865	Prbg.g_01441	Prbi.g_01247
OG0000866	Prbg.g_01440	Prbi.g_01248
OG0000867	Prbg.g_01439	Prbi.g_01249
OG0000868	Prbg.g_01438	Prbi.g_01250
OG0000869	Prbg.g_01436	Prbi.g_01252
OG0000870	Prbg.g_01435	Prbi.g_01253
OG0000871	Prbg.g_01434	Prbi.g_01255
OG0000872	Prbg.g_01433	Prbi.g_01256
OG0000873	Prbg.g_01431	Prbi.g_01258
OG0000874	Prbg.g_01430	Prbi.g_01259
OG0000875	Prbg.g_01429	Prbi.g_01260
OG0000876	Prbg.g_01428	Prbi.g_01261
OG0000877	Prbg.g_00351	Prbi.g_01263
OG0000878	Prbg.g_01576	Prbi.g_01363
OG0000879	Prbg.g_00466	Prbi.g_01380
OG0000880	Prbg.g_00467	Prbi.g_01381
OG0000881	Prbg.g_00468	Prbi.g_01382
OG0000882	Prbg.g_00469	Prbi.g_01383
OG0000883	Prbg.g_00470	Prbi.g_01384
OG0000884	Prbg.g_00472	Prbi.g_01386
OG0000885	Prbg.g_00473	Prbi.g_01387
OG0000886	Prbg.g_00474	Prbi.g_01388
OG0000887	Prbg.g_00475	Prbi.g_01389
OG0000888	Prbg.g_00476	Prbi.g_01390
OG0000889	Prbg.g_00479	Prbi.g_01393
OG0000890	Prbg.g_00480	Prbi.g_01394
OG0000891	Prbg.g_00481	Prbi.g_01395
OG0000892	Prbg.g_00484	Prbi.g_01397
OG0000893	Prbg.g_00485	Prbi.g_01398
OG0000894	Prbg.g_00486	Prbi.g_01399
OG0000895	Prbg.g_00487	Prbi.g_01400
OG0000896	Prbg.g_00488	Prbi.g_01401
OG0000897	Prbg.g_00489	Prbi.g_01402
OG0000898	Prbg.g_00492	Prbi.g_01404
OG0000899	Prbg.g_00493	Prbi.g_01405
OG0000900	Prbg.g_00505	Prbi.g_01421
OG0000901	Prbg.g_00501	Prbi.g_01425
OG0000902	Prbg.g_00218	Prbi.g_01426
OG0000903	Prbg.g_01551	Prbi.g_01427
OG0000904	Prbg.g_00690	Prbi.g_01429
OG0000905	Prbg.g_01529	Prbi.g_01431
OG0000906	Prbg.g_01511	Prbi.g_01433
OG0000907	Prbg.g_01223	Prbi.g_01434
OG0000908	Prbg.g_01548	Prbi.g_01437
OG0000909	Prbg.g_00531	Prbi.g_01441
OG0000910	Prbg.g_00532	Prbi.g_01442
OG0000911	Prbg.g_00533	Prbi.g_01443
OG0000912	Prbg.g_00534	Prbi.g_01444
OG0000913	Prbg.g_00535	Prbi.g_01445
OG0000914	Prbg.g_00536	Prbi.g_01446
OG0000915	Prbg.g_00537	Prbi.g_01447
OG0000916	Prbg.g_00538	Prbi.g_01448
OG0000917	Prbg.g_00539	Prbi.g_01449
OG0000918	Prbg.g_00540	Prbi.g_01450
OG0000919	Prbg.g_00541	Prbi.g_01451
OG0000920	Prbg.g_00542	Prbi.g_01452
OG0000921	Prbg.g_00543	Prbi.g_01453
OG0000922	Prbg.g_00544	Prbi.g_01454
OG0000923	Prbg.g_00545	Prbi.g_01455
OG0000924	Prbg.g_00546	Prbi.g_01456
OG0000925	Prbg.g_00547	Prbi.g_01457
OG0000926	Prbg.g_01829	Prbi.g_01489
OG0000927	Prbg.g_00574	Prbi.g_01571
OG0000928	Prbg.g_00575	Prbi.g_01572
OG0000929	Prbg.g_00576	Prbi.g_01573
OG0000930	Prbg.g_00577	Prbi.g_01574
OG0000931	Prbg.g_00578	Prbi.g_01575
OG0000932	Prbg.g_00580	Prbi.g_01577
OG0000933	Prbg.g_00581	Prbi.g_01578
OG0000934	Prbg.g_00582	Prbi.g_01579
OG0000935	Prbg.g_00583	Prbi.g_01580
OG0000936	Prbg.g_00584	Prbi.g_01581
OG0000937	Prbg.g_00585	Prbi.g_01582
OG0000938	Prbg.g_00586	Prbi.g_01583
OG0000939	Prbg.g_00587	Prbi.g_01584
OG0000940	Prbg.g_00588	Prbi.g_01585
OG0000941	Prbg.g_00589	Prbi.g_01587
OG0000942	Prbg.g_00590	Prbi.g_01588
OG0000943	Prbg.g_00593	Prbi.g_01593
OG0000944	Prbg.g_00594	Prbi.g_01594
OG0000945	Prbg.g_00595	Prbi.g_01595
OG0000946	Prbg.g_00596	Prbi.g_01596
OG0000947	Prbg.g_00597	Prbi.g_01597
OG0000948	Prbg.g_00598	Prbi.g_01598
OG0000949	Prbg.g_00599	Prbi.g_01599
OG0000950	Prbg.g_00600	Prbi.g_01600
OG0000951	Prbg.g_00601	Prbi.g_01601
OG0000952	Prbg.g_00602	Prbi.g_01602
OG0000953	Prbg.g_00603	Prbi.g_01603
OG0000954	Prbg.g_00604	Prbi.g_01604
OG0000955	Prbg.g_00605	Prbi.g_01605
OG0000956	Prbg.g_00606	Prbi.g_01606
OG0000957	Prbg.g_00607	Prbi.g_01607
OG0000958	Prbg.g_00608	Prbi.g_01608
OG0000959	Prbg.g_00609	Prbi.g_01609
OG0000960	Prbg.g_00610	Prbi.g_01610
OG0000961	Prbg.g_00614	Prbi.g_01613
OG0000962	Prbg.g_00615	Prbi.g_01614
OG0000963	Prbg.g_00616	Prbi.g_01615
OG0000964	Prbg.g_00618	Prbi.g_01617
OG0000965	Prbg.g_00619	Prbi.g_01618
OG0000966	Prbg.g_00620	Prbi.g_01619
OG0000967	Prbg.g_00621	Prbi.g_01620
OG0000968	Prbg.g_00622	Prbi.g_01621
OG0000969	Prbg.g_00623	Prbi.g_01622
OG0000970	Prbg.g_00624	Prbi.g_01623
OG0000971	Prbg.g_00625	Prbi.g_01624
OG0000972	Prbg.g_00626	Prbi.g_01625
OG0000973	Prbg.g_00627	Prbi.g_01626
OG0000974	Prbg.g_00629	Prbi.g_01628
OG0000975	Prbg.g_00635	Prbi.g_01631
OG0000976	Prbg.g_00637	Prbi.g_01633
OG0000977	Prbg.g_00639	Prbi.g_01634
OG0000978	Prbg.g_00641	Prbi.g_01635
OG0000979	Prbg.g_00643	Prbi.g_01637
OG0000980	Prbg.g_00644	Prbi.g_01638
OG0000981	Prbg.g_00645	Prbi.g_01639
OG0000982	Prbg.g_00646	Prbi.g_01640
OG0000983	Prbg.g_00648	Prbi.g_01642
OG0000984	Prbg.g_00649	Prbi.g_01643
OG0000985	Prbg.g_00650	Prbi.g_01644
OG0000986	Prbg.g_00651	Prbi.g_01645
OG0000987	Prbg.g_00652	Prbi.g_01646
OG0000988	Prbg.g_00653	Prbi.g_01647
OG0000989	Prbg.g_00654	Prbi.g_01648
OG0000990	Prbg.g_00655	Prbi.g_01649
OG0000991	Prbg.g_00656	Prbi.g_01650
OG0000992	Prbg.g_00657	Prbi.g_01651
OG0000993	Prbg.g_00658	Prbi.g_01652
OG0000994	Prbg.g_00659	Prbi.g_01653
OG0000995	Prbg.g_00660	Prbi.g_01654
OG0000996	Prbg.g_00661	Prbi.g_01655
OG0000997	Prbg.g_00662	Prbi.g_01656
OG0000998	Prbg.g_00663	Prbi.g_01657
OG0000999	Prbg.g_00664	Prbi.g_01658
OG0001000	Prbg.g_00665	Prbi.g_01659
OG0001001	Prbg.g_00667	Prbi.g_01661
OG0001002	Prbg.g_00668	Prbi.g_01662
OG0001003	Prbg.g_00669	Prbi.g_01663
OG0001004	Prbg.g_00670	Prbi.g_01664
OG0001005	Prbg.g_00673	Prbi.g_01665
OG0001006	Prbg.g_00674	Prbi.g_01666
OG0001007	Prbg.g_00675	Prbi.g_01667
OG0001008	Prbg.g_00677	Prbi.g_01669
OG0001009	Prbg.g_00678	Prbi.g_01670
OG0001010	Prbg.g_01593	Prbi.g_01678
OG0001011	Prbg.g_00348	Prbi.g_01685
OG0001012	Prbg.g_01174	Prbi.g_01711
OG0001013	Prbg.g_01643	Prbi.g_01781
OG0001014	Prbg.g_01644	Prbi.g_01782
OG0001015	Prbg.g_01651	Prbi.g_01788
OG0001016	Prbg.g_01652	Prbi.g_01789
OG0001017	Prbg.g_01653	Prbi.g_01790
OG0001018	Prbg.g_01654	Prbi.g_01791
OG0001019	Prbg.g_01656	Prbi.g_01793
OG0001020	Prbg.g_01657	Prbi.g_01794
OG0001021	Prbg.g_01658	Prbi.g_01795
OG0001022	Prbg.g_01659	Prbi.g_01796
OG0001023	Prbg.g_01660	Prbi.g_01797
OG0001024	Prbg.g_01662	Prbi.g_01798
OG0001025	Prbg.g_01663	Prbi.g_01799
OG0001026	Prbg.g_01664	Prbi.g_01801
OG0001027	Prbg.g_01665	Prbi.g_01802
OG0001028	Prbg.g_01666	Prbi.g_01803
OG0001029	Prbg.g_01667	Prbi.g_01804
OG0001030	Prbg.g_01668	Prbi.g_01805
OG0001031	Prbg.g_01669	Prbi.g_01806
OG0001032	Prbg.g_01670	Prbi.g_01807
OG0001033	Prbg.g_01671	Prbi.g_01808
OG0001034	Prbg.g_01672	Prbi.g_01809
OG0001035	Prbg.g_01674	Prbi.g_01811
OG0001036	Prbg.g_01675	Prbi.g_01812
OG0001037	Prbg.g_01676	Prbi.g_01813
OG0001038	Prbg.g_01677	Prbi.g_01814
OG0001039	Prbg.g_01678	Prbi.g_01815
OG0001040	Prbg.g_01679	Prbi.g_01816
OG0001041	Prbg.g_01680	Prbi.g_01817
OG0001042	Prbg.g_01681	Prbi.g_01818
OG0001043	Prbg.g_01682	Prbi.g_01819
OG0001044	Prbg.g_01683	Prbi.g_01820
OG0001045	Prbg.g_01684	Prbi.g_01821
OG0001046	Prbg.g_01685	Prbi.g_01822
OG0001047	Prbg.g_01688	Prbi.g_01825
OG0001048	Prbg.g_01690	Prbi.g_01827
OG0001049	Prbg.g_01691	Prbi.g_01828
OG0001050	Prbg.g_01692	Prbi.g_01829
OG0001051	Prbg.g_01693	Prbi.g_01830
OG0001052	Prbg.g_01694	Prbi.g_01831
OG0001053	Prbg.g_01696	Prbi.g_01832
OG0001054	Prbg.g_01698	Prbi.g_01834
OG0001055	Prbg.g_01699	Prbi.g_01835
OG0001056	Prbg.g_01700	Prbi.g_01836
OG0001057	Prbg.g_01701	Prbi.g_01837
OG0001058	Prbg.g_01702	Prbi.g_01838
OG0001059	Prbg.g_01703	Prbi.g_01839
OG0001060	Prbg.g_01704	Prbi.g_01840
OG0001061	Prbg.g_01705	Prbi.g_01841
OG0001062	Prbg.g_01706	Prbi.g_01842
OG0001063	Prbg.g_01707	Prbi.g_01843
OG0001064	Prbg.g_01709	Prbi.g_01845
OG0001065	Prbg.g_01713	Prbi.g_01848
OG0001066	Prbg.g_01715	Prbi.g_01849
OG0001067	Prbg.g_01716	Prbi.g_01850
OG0001068	Prbg.g_01719	Prbi.g_01852
OG0001069	Prbg.g_01720	Prbi.g_01853
OG0001070	Prbg.g_01721	Prbi.g_01854
OG0001071	Prbg.g_01722	Prbi.g_01855
OG0001072	Prbg.g_01723	Prbi.g_01856
OG0001073	Prbg.g_01724	Prbi.g_01857
OG0001074	Prbg.g_01725	Prbi.g_01858
OG0001075	Prbg.g_01726	Prbi.g_01859
OG0001076	Prbg.g_01727	Prbi.g_01860
OG0001077	Prbg.g_01728	Prbi.g_01861
OG0001078	Prbg.g_01729	Prbi.g_01863
OG0001079	Prbg.g_01730	Prbi.g_01864
OG0001080	Prbg.g_01731	Prbi.g_01865
OG0001081	Prbg.g_01735	Prbi.g_01868
OG0001082	Prbg.g_01736	Prbi.g_01869
