Orthogroup	Prbg	Pran
OG0000568	Prbg.g_01410	Pran.g_01532
OG0000569	Prbg.g_01409	Pran.g_01531
OG0000570	Prbg.g_01408	Pran.g_01530
OG0000571	Prbg.g_01407	Pran.g_01529
OG0000572	Prbg.g_01406	Pran.g_01528
OG0000573	Prbg.g_01403	Pran.g_01525
OG0000574	Prbg.g_01402	Pran.g_01524
OG0000575	Prbg.g_01401	Pran.g_01523
OG0000576	Prbg.g_01400	Pran.g_01522
OG0000577	Prbg.g_01399	Pran.g_01521
OG0000578	Prbg.g_01398	Pran.g_01520
OG0000579	Prbg.g_01397	Pran.g_01519
OG0000580	Prbg.g_01396	Pran.g_01518
OG0000581	Prbg.g_01395	Pran.g_01517
OG0000582	Prbg.g_01394	Pran.g_01516
OG0000583	Prbg.g_01393	Pran.g_01515
OG0000584	Prbg.g_01391	Pran.g_01514
OG0000585	Prbg.g_01390	Pran.g_01513
OG0000586	Prbg.g_01388	Pran.g_01511
OG0000587	Prbg.g_01387	Pran.g_01510
OG0000588	Prbg.g_01111	Pran.g_01508
OG0000589	Prbg.g_01112	Pran.g_01507
OG0000590	Prbg.g_01114	Pran.g_01505
OG0000591	Prbg.g_01120	Pran.g_01499
OG0000592	Prbg.g_01121	Pran.g_01498
OG0000593	Prbg.g_01122	Pran.g_01497
OG0000594	Prbg.g_01125	Pran.g_01495
OG0000595	Prbg.g_01126	Pran.g_01494
OG0000596	Prbg.g_01127	Pran.g_01493
OG0000597	Prbg.g_01129	Pran.g_01491
OG0000598	Prbg.g_01130	Pran.g_01490
OG0000599	Prbg.g_01131	Pran.g_01489
OG0000600	Prbg.g_01132	Pran.g_01488
OG0000601	Prbg.g_01135	Pran.g_01486
OG0000602	Prbg.g_01136	Pran.g_01485
OG0000603	Prbg.g_01137	Pran.g_01484
OG0000604	Prbg.g_01140	Pran.g_01483
OG0000605	Prbg.g_01141	Pran.g_01482
OG0000606	Prbg.g_01142	Pran.g_01481
OG0000607	Prbg.g_01144	Pran.g_01479
OG0000608	Prbg.g_01146	Pran.g_01478
OG0000609	Prbg.g_01939	Pran.g_01472
OG0000610	Prbg.g_01070	Pran.g_01471
OG0000611	Prbg.g_01152	Pran.g_01459
OG0000612	Prbg.g_01153	Pran.g_01458
OG0000613	Prbg.g_01374	Pran.g_01457
OG0000614	Prbg.g_01373	Pran.g_01456
OG0000615	Prbg.g_01371	Pran.g_01454
OG0000616	Prbg.g_01370	Pran.g_01453
OG0000617	Prbg.g_01369	Pran.g_01452
OG0000618	Prbg.g_01368	Pran.g_01451
OG0000619	Prbg.g_01367	Pran.g_01450
OG0000620	Prbg.g_01366	Pran.g_01449
OG0000621	Prbg.g_01365	Pran.g_01448
OG0000622	Prbg.g_01364	Pran.g_01447
OG0000623	Prbg.g_01363	Pran.g_01446
OG0000624	Prbg.g_01361	Pran.g_01445
OG0000625	Prbg.g_01360	Pran.g_01444
OG0000626	Prbg.g_01359	Pran.g_01443
OG0000627	Prbg.g_01358	Pran.g_01442
OG0000628	Prbg.g_01357	Pran.g_01441
OG0000629	Prbg.g_01356	Pran.g_01440
OG0000630	Prbg.g_01355	Pran.g_01439
OG0000631	Prbg.g_01353	Pran.g_01437
OG0000632	Prbg.g_01352	Pran.g_01420
OG0000633	Prbg.g_00006	Pran.g_01415
OG0000634	Prbg.g_00461	Pran.g_01400
OG0000635	Prbg.g_00366	Pran.g_01378
OG0000636	Prbg.g_00365	Pran.g_01377
OG0000637	Prbg.g_00364	Pran.g_01376
OG0000638	Prbg.g_00114	Pran.g_01365
OG0000639	Prbg.g_01254	Pran.g_01356
OG0000640	Prbg.g_01258	Pran.g_01354
OG0000641	Prbg.g_01260	Pran.g_01352
OG0000642	Prbg.g_01261	Pran.g_01351
OG0000643	Prbg.g_01262	Pran.g_01350
OG0000644	Prbg.g_01375	Pran.g_01349
OG0000645	Prbg.g_01154	Pran.g_01348
OG0000646	Prbg.g_01155	Pran.g_01347
OG0000647	Prbg.g_01156	Pran.g_01346
OG0000648	Prbg.g_01158	Pran.g_01344
OG0000649	Prbg.g_01159	Pran.g_01343
OG0000650	Prbg.g_01160	Pran.g_01342
OG0000651	Prbg.g_01161	Pran.g_01341
OG0000652	Prbg.g_01162	Pran.g_01340
OG0000653	Prbg.g_01163	Pran.g_01339
OG0000654	Prbg.g_01165	Pran.g_01337
OG0000655	Prbg.g_01167	Pran.g_01335
OG0000656	Prbg.g_01168	Pran.g_01334
OG0000657	Prbg.g_01169	Pran.g_01333
OG0000658	Prbg.g_01170	Pran.g_01332
OG0000659	Prbg.g_01171	Pran.g_01331
OG0000660	Prbg.g_01172	Pran.g_01330
OG0000661	Prbg.g_01173	Pran.g_01329
OG0000662	Prbg.g_01175	Pran.g_01328
OG0000663	Prbg.g_01176	Pran.g_01327
OG0000664	Prbg.g_01177	Pran.g_01326
OG0000665	Prbg.g_01178	Pran.g_01325
OG0000666	Prbg.g_01179	Pran.g_01324
OG0000667	Prbg.g_01180	Pran.g_01323
OG0000668	Prbg.g_01181	Pran.g_01322
OG0000669	Prbg.g_01183	Pran.g_01320
OG0000670	Prbg.g_01184	Pran.g_01319
OG0000671	Prbg.g_01185	Pran.g_01318
OG0000672	Prbg.g_01186	Pran.g_01317
OG0000673	Prbg.g_01187	Pran.g_01316
OG0000674	Prbg.g_01188	Pran.g_01315
OG0000675	Prbg.g_01190	Pran.g_01313
OG0000676	Prbg.g_01191	Pran.g_01312
OG0000677	Prbg.g_01194	Pran.g_01310
OG0000678	Prbg.g_01196	Pran.g_01308
OG0000679	Prbg.g_01198	Pran.g_01307
OG0000680	Prbg.g_01199	Pran.g_01306
OG0000681	Prbg.g_01200	Pran.g_01305
OG0000682	Prbg.g_01201	Pran.g_01304
OG0000683	Prbg.g_01203	Pran.g_01302
OG0000684	Prbg.g_01204	Pran.g_01301
OG0000685	Prbg.g_01205	Pran.g_01300
OG0000686	Prbg.g_01206	Pran.g_01299
OG0000687	Prbg.g_01207	Pran.g_01298
OG0000688	Prbg.g_01208	Pran.g_01297
OG0000689	Prbg.g_01209	Pran.g_01296
OG0000690	Prbg.g_01210	Pran.g_01295
OG0000691	Prbg.g_01211	Pran.g_01294
OG0000692	Prbg.g_01215	Pran.g_01292
OG0000693	Prbg.g_01216	Pran.g_01291
OG0000694	Prbg.g_01217	Pran.g_01290
OG0000695	Prbg.g_01218	Pran.g_01289
OG0000696	Prbg.g_01219	Pran.g_01287
OG0000697	Prbg.g_01221	Pran.g_01285
OG0000698	Prbg.g_01225	Pran.g_01283
OG0000699	Prbg.g_01226	Pran.g_01282
OG0000700	Prbg.g_01062	Pran.g_00413
OG0000701	Prbg.g_01067	Pran.g_00418
OG0000702	Prbg.g_01073	Pran.g_00421
OG0000703	Prbg.g_01075	Pran.g_00422
OG0000704	Prbg.g_01076	Pran.g_00423
OG0000705	Prbg.g_01078	Pran.g_00424
OG0000706	Prbg.g_01079	Pran.g_00425
OG0000707	Prbg.g_01081	Pran.g_00426
OG0000708	Prbg.g_01082	Pran.g_00427
OG0000709	Prbg.g_01084	Pran.g_00429
OG0000710	Prbg.g_01085	Pran.g_00430
OG0000711	Prbg.g_01086	Pran.g_00431
OG0000712	Prbg.g_01087	Pran.g_00432
OG0000713	Prbg.g_01088	Pran.g_00433
OG0000714	Prbg.g_01090	Pran.g_00435
OG0000715	Prbg.g_01091	Pran.g_00436
OG0000716	Prbg.g_01093	Pran.g_00438
OG0000717	Prbg.g_01094	Pran.g_00439
OG0000718	Prbg.g_01095	Pran.g_00440
OG0000719	Prbg.g_01097	Pran.g_00442
OG0000720	Prbg.g_01098	Pran.g_00443
OG0000721	Prbg.g_01101	Pran.g_00445
OG0000722	Prbg.g_01102	Pran.g_00446
OG0000723	Prbg.g_01103	Pran.g_00447
OG0000724	Prbg.g_01105	Pran.g_00449
OG0000725	Prbg.g_01106	Pran.g_00450
OG0000726	Prbg.g_01107	Pran.g_00451
OG0000727	Prbg.g_01108	Pran.g_00452
OG0000728	Prbg.g_01109	Pran.g_00453
OG0000729	Prbg.g_01110	Pran.g_00454
OG0000730	Prbg.g_01385	Pran.g_00455
OG0000731	Prbg.g_01383	Pran.g_00456
OG0000732	Prbg.g_01382	Pran.g_00457
OG0000733	Prbg.g_01381	Pran.g_00458
OG0000734	Prbg.g_01380	Pran.g_00459
OG0000735	Prbg.g_01378	Pran.g_00461
OG0000736	Prbg.g_01377	Pran.g_00462
OG0000737	Prbg.g_01376	Pran.g_00463
OG0000738	Prbg.g_01263	Pran.g_00464
OG0000739	Prbg.g_01264	Pran.g_00465
OG0000740	Prbg.g_01265	Pran.g_00466
OG0000741	Prbg.g_01266	Pran.g_00467
OG0000742	Prbg.g_01268	Pran.g_00469
OG0000743	Prbg.g_01269	Pran.g_00470
OG0000744	Prbg.g_01270	Pran.g_00471
OG0000745	Prbg.g_01271	Pran.g_00472
OG0000746	Prbg.g_01272	Pran.g_00473
OG0000747	Prbg.g_01273	Pran.g_00474
OG0000748	Prbg.g_01274	Pran.g_00475
OG0000749	Prbg.g_01275	Pran.g_00476
OG0000750	Prbg.g_01277	Pran.g_00477
OG0000751	Prbg.g_01278	Pran.g_00478
OG0000752	Prbg.g_01337	Pran.g_00479
OG0000753	Prbg.g_01280	Pran.g_00481
OG0000754	Prbg.g_01281	Pran.g_00482
OG0000755	Prbg.g_01282	Pran.g_00483
OG0000756	Prbg.g_01284	Pran.g_00484
OG0000757	Prbg.g_01285	Pran.g_00485
OG0000758	Prbg.g_01286	Pran.g_00486
OG0000759	Prbg.g_01288	Pran.g_00488
OG0000760	Prbg.g_01289	Pran.g_00489
OG0000761	Prbg.g_01290	Pran.g_00490
OG0000762	Prbg.g_01292	Pran.g_00492
OG0000763	Prbg.g_01293	Pran.g_00493
OG0000764	Prbg.g_01294	Pran.g_00494
OG0000765	Prbg.g_01295	Pran.g_00495
OG0000766	Prbg.g_01296	Pran.g_00496
OG0000767	Prbg.g_01298	Pran.g_00498
OG0000768	Prbg.g_01299	Pran.g_00499
OG0000769	Prbg.g_01300	Pran.g_00500
OG0000770	Prbg.g_01301	Pran.g_00501
OG0000771	Prbg.g_01302	Pran.g_00502
OG0000772	Prbg.g_01552	Pran.g_00503
OG0000773	Prbg.g_01304	Pran.g_00504
OG0000774	Prbg.g_01305	Pran.g_00505
OG0000775	Prbg.g_01306	Pran.g_00506
OG0000776	Prbg.g_01309	Pran.g_00508
OG0000777	Prbg.g_01310	Pran.g_00510
OG0000778	Prbg.g_01311	Pran.g_00511
OG0000779	Prbg.g_01312	Pran.g_00512
OG0000780	Prbg.g_01314	Pran.g_00514
OG0000781	Prbg.g_01316	Pran.g_00516
OG0000782	Prbg.g_01317	Pran.g_00517
OG0000783	Prbg.g_01321	Pran.g_00537
OG0000784	Prbg.g_01323	Pran.g_00539
OG0000785	Prbg.g_01324	Pran.g_00540
OG0000786	Prbg.g_01325	Pran.g_00541
OG0000787	Prbg.g_01326	Pran.g_00542
OG0000788	Prbg.g_01332	Pran.g_00546
OG0000789	Prbg.g_01335	Pran.g_00548
OG0000790	Prbg.g_01336	Pran.g_00549
OG0000791	Prbg.g_01339	Pran.g_00550
OG0000792	Prbg.g_01340	Pran.g_00551
OG0000793	Prbg.g_01341	Pran.g_00552
OG0000794	Prbg.g_01344	Pran.g_00554
OG0000795	Prbg.g_01245	Pran.g_00557
OG0000796	Prbg.g_01244	Pran.g_00558
OG0000797	Prbg.g_01242	Pran.g_00560
OG0000798	Prbg.g_01241	Pran.g_00561
OG0000799	Prbg.g_01240	Pran.g_00562
OG0000800	Prbg.g_01239	Pran.g_00563
OG0000801	Prbg.g_01236	Pran.g_00566
OG0000802	Prbg.g_01235	Pran.g_00567
OG0000803	Prbg.g_01233	Pran.g_00569
OG0000804	Prbg.g_01232	Pran.g_00570
OG0000805	Prbg.g_01231	Pran.g_00571
OG0000806	Prbg.g_01229	Pran.g_00573
OG0000807	Prbg.g_00141	Pran.g_00154
OG0000808	Prbg.g_00022	Pran.g_00144
OG0000809	Prbg.g_01534	Pran.g_00141
OG0000810	Prbg.g_00361	Pran.g_00140
OG0000811	Prbg.g_00455	Pran.g_00133
OG0000812	Prbg.g_01528	Pran.g_00129
OG0000813	Prbg.g_00123	Pran.g_00125
OG0000814	Prbg.g_01555	Pran.g_00123
OG0000815	Prbg.g_00528	Pran.g_00110
OG0000816	Prbg.g_00750	Pran.g_00092
OG0000817	Prbg.g_00751	Pran.g_00091
OG0000818	Prbg.g_00011	Pran.g_00085
OG0000819	Prbg.g_01508	Pran.g_00078
OG0000820	Prbg.g_01502	Pran.g_00075
OG0000821	Prbg.g_01500	Pran.g_00073
OG0000822	Prbg.g_01499	Pran.g_00072
OG0000823	Prbg.g_01498	Pran.g_00071
OG0000824	Prbg.g_01497	Pran.g_00070
OG0000825	Prbg.g_01496	Pran.g_00069
OG0000826	Prbg.g_01495	Pran.g_00068
OG0000827	Prbg.g_01494	Pran.g_00067
OG0000828	Prbg.g_01493	Pran.g_00066
OG0000829	Prbg.g_01492	Pran.g_00065
OG0000830	Prbg.g_01490	Pran.g_00064
OG0000831	Prbg.g_01487	Pran.g_00061
OG0000832	Prbg.g_01485	Pran.g_00059
OG0000833	Prbg.g_01484	Pran.g_00058
OG0000834	Prbg.g_01483	Pran.g_00057
OG0000835	Prbg.g_01482	Pran.g_00056
OG0000836	Prbg.g_01481	Pran.g_00055
OG0000837	Prbg.g_01478	Pran.g_00053
OG0000838	Prbg.g_01477	Pran.g_00052
OG0000839	Prbg.g_01476	Pran.g_00051
OG0000840	Prbg.g_01475	Pran.g_00050
OG0000841	Prbg.g_01474	Pran.g_00049
OG0000842	Prbg.g_01472	Pran.g_00048
OG0000843	Prbg.g_01471	Pran.g_00047
OG0000844	Prbg.g_01470	Pran.g_00046
OG0000845	Prbg.g_01469	Pran.g_00045
OG0000846	Prbg.g_01467	Pran.g_00042
OG0000847	Prbg.g_01465	Pran.g_00040
OG0000848	Prbg.g_01464	Pran.g_00039
OG0000849	Prbg.g_01461	Pran.g_00038
OG0000850	Prbg.g_01460	Pran.g_00037
OG0000851	Prbg.g_01458	Pran.g_00036
OG0000852	Prbg.g_01456	Pran.g_00034
OG0000853	Prbg.g_01454	Pran.g_00033
OG0000854	Prbg.g_01452	Pran.g_00031
OG0000855	Prbg.g_01451	Pran.g_00030
OG0000856	Prbg.g_01450	Pran.g_00029
OG0000857	Prbg.g_01449	Pran.g_00028
OG0000858	Prbg.g_01448	Pran.g_00027
OG0000859	Prbg.g_01447	Pran.g_00026
OG0000860	Prbg.g_01446	Pran.g_00025
OG0000861	Prbg.g_01445	Pran.g_00024
OG0000862	Prbg.g_01444	Pran.g_00023
OG0000863	Prbg.g_01443	Pran.g_00022
OG0000864	Prbg.g_01442	Pran.g_00021
OG0000865	Prbg.g_01441	Pran.g_00020
OG0000866	Prbg.g_01440	Pran.g_00019
OG0000867	Prbg.g_01439	Pran.g_00018
OG0000868	Prbg.g_01438	Pran.g_00017
OG0000869	Prbg.g_01436	Pran.g_00015
OG0000870	Prbg.g_01435	Pran.g_00014
OG0000871	Prbg.g_01434	Pran.g_00012
OG0000872	Prbg.g_01433	Pran.g_00011
OG0000873	Prbg.g_01431	Pran.g_00009
OG0000874	Prbg.g_01430	Pran.g_00008
OG0000875	Prbg.g_01429	Pran.g_00007
OG0000876	Prbg.g_01428	Pran.g_00006
OG0000877	Prbg.g_00351	Pran.g_00004
OG0000878	Prbg.g_01576	Pran.g_00899
OG0000879	Prbg.g_00466	Pran.g_00887
OG0000880	Prbg.g_00467	Pran.g_00886
OG0000881	Prbg.g_00468	Pran.g_00885
OG0000882	Prbg.g_00469	Pran.g_00884
OG0000883	Prbg.g_00470	Pran.g_00883
OG0000884	Prbg.g_00472	Pran.g_00881
OG0000885	Prbg.g_00473	Pran.g_00880
OG0000886	Prbg.g_00474	Pran.g_00879
OG0000887	Prbg.g_00475	Pran.g_00878
OG0000888	Prbg.g_00476	Pran.g_00877
OG0000889	Prbg.g_00479	Pran.g_00874
OG0000890	Prbg.g_00480	Pran.g_00873
OG0000891	Prbg.g_00481	Pran.g_00872
OG0000892	Prbg.g_00484	Pran.g_00870
OG0000893	Prbg.g_00485	Pran.g_00869
OG0000894	Prbg.g_00486	Pran.g_00868
OG0000895	Prbg.g_00487	Pran.g_00867
OG0000896	Prbg.g_00488	Pran.g_00866
OG0000897	Prbg.g_00489	Pran.g_00865
OG0000898	Prbg.g_00492	Pran.g_00863
OG0000899	Prbg.g_00493	Pran.g_00862
OG0000900	Prbg.g_00505	Pran.g_00855
OG0000901	Prbg.g_00501	Pran.g_00854
OG0000902	Prbg.g_00218	Pran.g_00853
OG0000903	Prbg.g_01551	Pran.g_00852
OG0000904	Prbg.g_00690	Pran.g_00850
OG0000905	Prbg.g_01529	Pran.g_00848
OG0000906	Prbg.g_01511	Pran.g_00847
OG0000907	Prbg.g_01223	Pran.g_00846
OG0000908	Prbg.g_01548	Pran.g_00843
OG0000909	Prbg.g_00531	Pran.g_00839
OG0000910	Prbg.g_00532	Pran.g_00838
OG0000911	Prbg.g_00533	Pran.g_00837
OG0000912	Prbg.g_00534	Pran.g_00836
OG0000913	Prbg.g_00535	Pran.g_00835
OG0000914	Prbg.g_00536	Pran.g_00834
OG0000915	Prbg.g_00537	Pran.g_00833
OG0000916	Prbg.g_00538	Pran.g_00832
OG0000917	Prbg.g_00539	Pran.g_00831
OG0000918	Prbg.g_00540	Pran.g_00830
OG0000919	Prbg.g_00541	Pran.g_00829
OG0000920	Prbg.g_00542	Pran.g_00828
OG0000921	Prbg.g_00543	Pran.g_00827
OG0000922	Prbg.g_00544	Pran.g_00826
OG0000923	Prbg.g_00545	Pran.g_00825
OG0000924	Prbg.g_00546	Pran.g_00824
OG0000925	Prbg.g_00547	Pran.g_00823
OG0000926	Prbg.g_01829	Pran.g_00822
OG0000927	Prbg.g_00574	Pran.g_00751
OG0000928	Prbg.g_00575	Pran.g_00750
OG0000929	Prbg.g_00576	Pran.g_00749
OG0000930	Prbg.g_00577	Pran.g_00748
OG0000931	Prbg.g_00578	Pran.g_00747
OG0000932	Prbg.g_00580	Pran.g_00745
OG0000933	Prbg.g_00581	Pran.g_00744
OG0000934	Prbg.g_00582	Pran.g_00743
OG0000935	Prbg.g_00583	Pran.g_00742
OG0000936	Prbg.g_00584	Pran.g_00741
OG0000937	Prbg.g_00585	Pran.g_00740
OG0000938	Prbg.g_00586	Pran.g_00739
OG0000939	Prbg.g_00587	Pran.g_00738
OG0000940	Prbg.g_00588	Pran.g_00737
OG0000941	Prbg.g_00589	Pran.g_00735
OG0000942	Prbg.g_00590	Pran.g_00734
OG0000943	Prbg.g_00593	Pran.g_00731
OG0000944	Prbg.g_00594	Pran.g_00730
OG0000945	Prbg.g_00595	Pran.g_00729
OG0000946	Prbg.g_00596	Pran.g_00728
OG0000947	Prbg.g_00597	Pran.g_00727
OG0000948	Prbg.g_00598	Pran.g_00726
OG0000949	Prbg.g_00599	Pran.g_00725
OG0000950	Prbg.g_00600	Pran.g_00724
OG0000951	Prbg.g_00601	Pran.g_00723
OG0000952	Prbg.g_00602	Pran.g_00722
OG0000953	Prbg.g_00603	Pran.g_00721
OG0000954	Prbg.g_00604	Pran.g_00720
OG0000955	Prbg.g_00605	Pran.g_00719
OG0000956	Prbg.g_00606	Pran.g_00718
OG0000957	Prbg.g_00607	Pran.g_00717
OG0000958	Prbg.g_00608	Pran.g_00716
OG0000959	Prbg.g_00609	Pran.g_00715
OG0000960	Prbg.g_00610	Pran.g_00714
OG0000961	Prbg.g_00614	Pran.g_00710
OG0000962	Prbg.g_00615	Pran.g_00709
OG0000963	Prbg.g_00616	Pran.g_00708
OG0000964	Prbg.g_00618	Pran.g_00706
OG0000965	Prbg.g_00619	Pran.g_00705
OG0000966	Prbg.g_00620	Pran.g_00704
OG0000967	Prbg.g_00621	Pran.g_00703
OG0000968	Prbg.g_00622	Pran.g_00702
OG0000969	Prbg.g_00623	Pran.g_00701
OG0000970	Prbg.g_00624	Pran.g_00700
OG0000971	Prbg.g_00625	Pran.g_00699
OG0000972	Prbg.g_00626	Pran.g_00698
OG0000973	Prbg.g_00627	Pran.g_00697
OG0000974	Prbg.g_00629	Pran.g_00695
OG0000975	Prbg.g_00635	Pran.g_00692
OG0000976	Prbg.g_00637	Pran.g_00690
OG0000977	Prbg.g_00639	Pran.g_00689
OG0000978	Prbg.g_00641	Pran.g_00688
OG0000979	Prbg.g_00643	Pran.g_00686
OG0000980	Prbg.g_00644	Pran.g_00685
OG0000981	Prbg.g_00645	Pran.g_00684
OG0000982	Prbg.g_00646	Pran.g_00683
OG0000983	Prbg.g_00648	Pran.g_00681
OG0000984	Prbg.g_00649	Pran.g_00680
OG0000985	Prbg.g_00650	Pran.g_00679
OG0000986	Prbg.g_00651	Pran.g_00678
OG0000987	Prbg.g_00652	Pran.g_00677
OG0000988	Prbg.g_00653	Pran.g_00676
OG0000989	Prbg.g_00654	Pran.g_00675
OG0000990	Prbg.g_00655	Pran.g_00674
OG0000991	Prbg.g_00656	Pran.g_00673
OG0000992	Prbg.g_00657	Pran.g_00672
OG0000993	Prbg.g_00658	Pran.g_00671
OG0000994	Prbg.g_00659	Pran.g_00670
OG0000995	Prbg.g_00660	Pran.g_00669
OG0000996	Prbg.g_00661	Pran.g_00668
OG0000997	Prbg.g_00662	Pran.g_00667
OG0000998	Prbg.g_00663	Pran.g_00666
OG0000999	Prbg.g_00664	Pran.g_00665
OG0001000	Prbg.g_00665	Pran.g_00664
OG0001001	Prbg.g_00667	Pran.g_00662
OG0001002	Prbg.g_00668	Pran.g_00661
OG0001003	Prbg.g_00669	Pran.g_00660
OG0001004	Prbg.g_00670	Pran.g_00659
OG0001005	Prbg.g_00673	Pran.g_00658
OG0001006	Prbg.g_00674	Pran.g_00657
OG0001007	Prbg.g_00675	Pran.g_00656
OG0001008	Prbg.g_00677	Pran.g_00654
OG0001009	Prbg.g_00678	Pran.g_00653
OG0001010	Prbg.g_01593	Pran.g_00646
OG0001011	Prbg.g_00348	Pran.g_00636
OG0001012	Prbg.g_01174	Pran.g_00598
OG0001013	Prbg.g_01643	Pran.g_00964
OG0001014	Prbg.g_01644	Pran.g_00965
OG0001015	Prbg.g_01651	Pran.g_00971
OG0001016	Prbg.g_01652	Pran.g_00972
OG0001017	Prbg.g_01653	Pran.g_00973
OG0001018	Prbg.g_01654	Pran.g_00974
OG0001019	Prbg.g_01656	Pran.g_00976
OG0001020	Prbg.g_01657	Pran.g_00977
OG0001021	Prbg.g_01658	Pran.g_00978
OG0001022	Prbg.g_01659	Pran.g_00979
OG0001023	Prbg.g_01660	Pran.g_00980
OG0001024	Prbg.g_01662	Pran.g_00981
OG0001025	Prbg.g_01663	Pran.g_00982
OG0001026	Prbg.g_01664	Pran.g_00984
OG0001027	Prbg.g_01665	Pran.g_00985
OG0001028	Prbg.g_01666	Pran.g_00986
OG0001029	Prbg.g_01667	Pran.g_00987
OG0001030	Prbg.g_01668	Pran.g_00988
OG0001031	Prbg.g_01669	Pran.g_00989
OG0001032	Prbg.g_01670	Pran.g_00990
OG0001033	Prbg.g_01671	Pran.g_00991
OG0001034	Prbg.g_01672	Pran.g_00992
OG0001035	Prbg.g_01674	Pran.g_00994
OG0001036	Prbg.g_01675	Pran.g_00995
OG0001037	Prbg.g_01676	Pran.g_00996
OG0001038	Prbg.g_01677	Pran.g_00997
OG0001039	Prbg.g_01678	Pran.g_00998
OG0001040	Prbg.g_01679	Pran.g_00999
OG0001041	Prbg.g_01680	Pran.g_01000
OG0001042	Prbg.g_01681	Pran.g_01001
OG0001043	Prbg.g_01682	Pran.g_01002
OG0001044	Prbg.g_01683	Pran.g_01003
OG0001045	Prbg.g_01684	Pran.g_01004
OG0001046	Prbg.g_01685	Pran.g_01005
OG0001047	Prbg.g_01688	Pran.g_01008
OG0001048	Prbg.g_01690	Pran.g_01010
OG0001049	Prbg.g_01691	Pran.g_01011
OG0001050	Prbg.g_01692	Pran.g_01012
OG0001051	Prbg.g_01693	Pran.g_01013
OG0001052	Prbg.g_01694	Pran.g_01014
OG0001053	Prbg.g_01696	Pran.g_01015
OG0001054	Prbg.g_01698	Pran.g_01017
OG0001055	Prbg.g_01699	Pran.g_01018
OG0001056	Prbg.g_01700	Pran.g_01019
OG0001057	Prbg.g_01701	Pran.g_01020
OG0001058	Prbg.g_01702	Pran.g_01021
OG0001059	Prbg.g_01703	Pran.g_01022
OG0001060	Prbg.g_01704	Pran.g_01023
OG0001061	Prbg.g_01705	Pran.g_01024
OG0001062	Prbg.g_01706	Pran.g_01025
OG0001063	Prbg.g_01707	Pran.g_01026
OG0001064	Prbg.g_01709	Pran.g_01028
OG0001065	Prbg.g_01713	Pran.g_01032
OG0001066	Prbg.g_01715	Pran.g_01033
OG0001067	Prbg.g_01716	Pran.g_01034
OG0001068	Prbg.g_01719	Pran.g_01036
OG0001069	Prbg.g_01720	Pran.g_01037
OG0001070	Prbg.g_01721	Pran.g_01038
OG0001071	Prbg.g_01722	Pran.g_01039
OG0001072	Prbg.g_01723	Pran.g_01040
OG0001073	Prbg.g_01724	Pran.g_01041
OG0001074	Prbg.g_01725	Pran.g_01042
OG0001075	Prbg.g_01726	Pran.g_01044
OG0001076	Prbg.g_01727	Pran.g_01045
OG0001077	Prbg.g_01728	Pran.g_01046
OG0001078	Prbg.g_01729	Pran.g_01047
OG0001079	Prbg.g_01730	Pran.g_01048
OG0001080	Prbg.g_01731	Pran.g_01049
OG0001081	Prbg.g_01735	Pran.g_01052
OG0001082	Prbg.g_01736	Pran.g_01053
OG0001083	Prbg.g_01739	Pran.g_01054
OG0001084	Prbg.g_01738	Pran.g_01055
OG0001085	Prbg.g_01737	Pran.g_01056
OG0001086	Prbg.g_01734	Pran.g_01057
OG0001087	Prbg.g_01733	Pran.g_01058
OG0001088	Prbg.g_01732	Pran.g_01059
OG0001089	Prbg.g_01742	Pran.g_01062
OG0001090	Prbg.g_01744	Pran.g_01064
OG0001091	Prbg.g_01745	Pran.g_01065
OG0001092	Prbg.g_01746	Pran.g_01066
OG0001093	Prbg.g_01747	Pran.g_01067
OG0001094	Prbg.g_01748	Pran.g_01069
OG0001095	Prbg.g_01749	Pran.g_01070
OG0001096	Prbg.g_01750	Pran.g_01071
OG0001097	Prbg.g_01751	Pran.g_01072
OG0001098	Prbg.g_01752	Pran.g_01073
OG0001099	Prbg.g_01753	Pran.g_01074
OG0001100	Prbg.g_01754	Pran.g_01075
OG0001101	Prbg.g_01755	Pran.g_01076
OG0001102	Prbg.g_01756	Pran.g_01077
OG0001103	Prbg.g_01757	Pran.g_01078
OG0001104	Prbg.g_01758	Pran.g_01079
OG0001105	Prbg.g_01759	Pran.g_01080
OG0001106	Prbg.g_01760	Pran.g_01081
OG0001107	Prbg.g_01761	Pran.g_01082
OG0001108	Prbg.g_01762	Pran.g_01083
OG0001109	Prbg.g_01763	Pran.g_01084
OG0001110	Prbg.g_01764	Pran.g_01085
OG0001111	Prbg.g_01765	Pran.g_01086
OG0001112	Prbg.g_01766	Pran.g_01087
OG0001113	Prbg.g_01767	Pran.g_01088
OG0001114	Prbg.g_01768	Pran.g_01089
OG0001115	Prbg.g_01769	Pran.g_01090
OG0001116	Prbg.g_01770	Pran.g_01091
OG0001117	Prbg.g_01771	Pran.g_01092
OG0001118	Prbg.g_01772	Pran.g_01093
OG0001119	Prbg.g_01773	Pran.g_01094
OG0001120	Prbg.g_01774	Pran.g_01095
OG0001121	Prbg.g_01776	Pran.g_01097
OG0001122	Prbg.g_01777	Pran.g_01098
OG0001123	Prbg.g_01778	Pran.g_01099
OG0001124	Prbg.g_01780	Pran.g_01101
OG0001125	Prbg.g_01782	Pran.g_01103
OG0001126	Prbg.g_01783	Pran.g_01104
