Orthogroup	Prbg	Praz
OG0000563	Prbg.g_01415	Praz.g_01689
OG0000564	Prbg.g_01414	Praz.g_01688
OG0000565	Prbg.g_01413	Praz.g_01687
OG0000566	Prbg.g_01412	Praz.g_01686
OG0000567	Prbg.g_01411	Praz.g_01685
OG0000568	Prbg.g_01410	Praz.g_01684
OG0000569	Prbg.g_01409	Praz.g_01683
OG0000570	Prbg.g_01408	Praz.g_01682
OG0000571	Prbg.g_01407	Praz.g_01681
OG0000572	Prbg.g_01406	Praz.g_01680
OG0000573	Prbg.g_01403	Praz.g_01677
OG0000574	Prbg.g_01402	Praz.g_01676
OG0000575	Prbg.g_01401	Praz.g_01675
OG0000576	Prbg.g_01400	Praz.g_01674
OG0000577	Prbg.g_01399	Praz.g_01673
OG0000578	Prbg.g_01398	Praz.g_01672
OG0000579	Prbg.g_01397	Praz.g_01671
OG0000580	Prbg.g_01396	Praz.g_01670
OG0000581	Prbg.g_01395	Praz.g_01669
OG0000582	Prbg.g_01394	Praz.g_01668
OG0000583	Prbg.g_01393	Praz.g_01667
OG0000584	Prbg.g_01391	Praz.g_01666
OG0000585	Prbg.g_01390	Praz.g_01665
OG0000586	Prbg.g_01388	Praz.g_01663
OG0000587	Prbg.g_01387	Praz.g_01662
OG0000588	Prbg.g_01111	Praz.g_01660
OG0000589	Prbg.g_01112	Praz.g_01659
OG0000590	Prbg.g_01114	Praz.g_01657
OG0000591	Prbg.g_01120	Praz.g_01651
OG0000592	Prbg.g_01121	Praz.g_01650
OG0000593	Prbg.g_01122	Praz.g_01649
OG0000594	Prbg.g_01125	Praz.g_01647
OG0000595	Prbg.g_01126	Praz.g_01646
OG0000596	Prbg.g_01127	Praz.g_01645
OG0000597	Prbg.g_01129	Praz.g_01643
OG0000598	Prbg.g_01130	Praz.g_01642
OG0000599	Prbg.g_01131	Praz.g_01641
OG0000600	Prbg.g_01132	Praz.g_01640
OG0000601	Prbg.g_01135	Praz.g_01638
OG0000602	Prbg.g_01136	Praz.g_01637
OG0000603	Prbg.g_01137	Praz.g_01636
OG0000604	Prbg.g_01140	Praz.g_01635
OG0000605	Prbg.g_01141	Praz.g_01634
OG0000606	Prbg.g_01142	Praz.g_01633
OG0000607	Prbg.g_01144	Praz.g_01631
OG0000608	Prbg.g_01146	Praz.g_01630
OG0000609	Prbg.g_01939	Praz.g_01626
OG0000610	Prbg.g_01070	Praz.g_01625
OG0000611	Prbg.g_01152	Praz.g_01606
OG0000612	Prbg.g_01153	Praz.g_01605
OG0000613	Prbg.g_01374	Praz.g_01604
OG0000614	Prbg.g_01373	Praz.g_01603
OG0000615	Prbg.g_01371	Praz.g_01601
OG0000616	Prbg.g_01370	Praz.g_01600
OG0000617	Prbg.g_01369	Praz.g_01599
OG0000618	Prbg.g_01368	Praz.g_01598
OG0000619	Prbg.g_01367	Praz.g_01597
OG0000620	Prbg.g_01366	Praz.g_01596
OG0000621	Prbg.g_01365	Praz.g_01595
OG0000622	Prbg.g_01364	Praz.g_01594
OG0000623	Prbg.g_01363	Praz.g_01593
OG0000624	Prbg.g_01361	Praz.g_01592
OG0000625	Prbg.g_01360	Praz.g_01591
OG0000626	Prbg.g_01359	Praz.g_01590
OG0000627	Prbg.g_01358	Praz.g_01589
OG0000628	Prbg.g_01357	Praz.g_01588
OG0000629	Prbg.g_01356	Praz.g_01587
OG0000630	Prbg.g_01355	Praz.g_01586
OG0000631	Prbg.g_01353	Praz.g_01584
OG0000632	Prbg.g_01352	Praz.g_01571
OG0000633	Prbg.g_00006	Praz.g_01567
OG0000634	Prbg.g_00461	Praz.g_01554
OG0000635	Prbg.g_00366	Praz.g_01547
OG0000636	Prbg.g_00365	Praz.g_01546
OG0000637	Prbg.g_00364	Praz.g_01545
OG0000638	Prbg.g_00114	Praz.g_01534
OG0000639	Prbg.g_01254	Praz.g_01525
OG0000640	Prbg.g_01258	Praz.g_01523
OG0000641	Prbg.g_01260	Praz.g_01521
OG0000642	Prbg.g_01261	Praz.g_01520
OG0000643	Prbg.g_01262	Praz.g_01519
OG0000644	Prbg.g_01375	Praz.g_01518
OG0000645	Prbg.g_01154	Praz.g_01517
OG0000646	Prbg.g_01155	Praz.g_01516
OG0000647	Prbg.g_01156	Praz.g_01515
OG0000648	Prbg.g_01158	Praz.g_01513
OG0000649	Prbg.g_01159	Praz.g_01512
OG0000650	Prbg.g_01160	Praz.g_01511
OG0000651	Prbg.g_01161	Praz.g_01510
OG0000652	Prbg.g_01162	Praz.g_01509
OG0000653	Prbg.g_01163	Praz.g_01508
OG0000654	Prbg.g_01165	Praz.g_01506
OG0000655	Prbg.g_01167	Praz.g_01504
OG0000656	Prbg.g_01168	Praz.g_01503
OG0000657	Prbg.g_01169	Praz.g_01502
OG0000658	Prbg.g_01170	Praz.g_01501
OG0000659	Prbg.g_01171	Praz.g_01500
OG0000660	Prbg.g_01172	Praz.g_01499
OG0000661	Prbg.g_01173	Praz.g_01498
OG0000662	Prbg.g_01175	Praz.g_01497
OG0000663	Prbg.g_01176	Praz.g_01496
OG0000664	Prbg.g_01177	Praz.g_01495
OG0000665	Prbg.g_01178	Praz.g_01494
OG0000666	Prbg.g_01179	Praz.g_01493
OG0000667	Prbg.g_01180	Praz.g_01492
OG0000668	Prbg.g_01181	Praz.g_01491
OG0000669	Prbg.g_01183	Praz.g_01489
OG0000670	Prbg.g_01184	Praz.g_01488
OG0000671	Prbg.g_01185	Praz.g_01487
OG0000672	Prbg.g_01186	Praz.g_01486
OG0000673	Prbg.g_01187	Praz.g_01485
OG0000674	Prbg.g_01188	Praz.g_01484
OG0000675	Prbg.g_01190	Praz.g_01482
OG0000676	Prbg.g_01191	Praz.g_01481
OG0000677	Prbg.g_01194	Praz.g_01478
OG0000678	Prbg.g_01196	Praz.g_01476
OG0000679	Prbg.g_01198	Praz.g_01475
OG0000680	Prbg.g_01199	Praz.g_01474
OG0000681	Prbg.g_01200	Praz.g_01473
OG0000682	Prbg.g_01201	Praz.g_01472
OG0000683	Prbg.g_01203	Praz.g_01470
OG0000684	Prbg.g_01204	Praz.g_01469
OG0000685	Prbg.g_01205	Praz.g_01468
OG0000686	Prbg.g_01206	Praz.g_01467
OG0000687	Prbg.g_01207	Praz.g_01466
OG0000688	Prbg.g_01208	Praz.g_01465
OG0000689	Prbg.g_01209	Praz.g_01464
OG0000690	Prbg.g_01210	Praz.g_01463
OG0000691	Prbg.g_01211	Praz.g_01462
OG0000692	Prbg.g_01215	Praz.g_01460
OG0000693	Prbg.g_01216	Praz.g_01459
OG0000694	Prbg.g_01217	Praz.g_01458
OG0000695	Prbg.g_01218	Praz.g_01457
OG0000696	Prbg.g_01219	Praz.g_01456
OG0000697	Prbg.g_01221	Praz.g_01454
OG0000698	Prbg.g_01225	Praz.g_01452
OG0000699	Prbg.g_01226	Praz.g_01451
OG0000700	Prbg.g_01062	Praz.g_01424
OG0000701	Prbg.g_01067	Praz.g_01420
OG0000702	Prbg.g_01073	Praz.g_01417
OG0000703	Prbg.g_01075	Praz.g_01416
OG0000704	Prbg.g_01076	Praz.g_01415
OG0000705	Prbg.g_01078	Praz.g_01414
OG0000706	Prbg.g_01079	Praz.g_01413
OG0000707	Prbg.g_01081	Praz.g_01411
OG0000708	Prbg.g_01082	Praz.g_01410
OG0000709	Prbg.g_01084	Praz.g_01408
OG0000710	Prbg.g_01085	Praz.g_01407
OG0000711	Prbg.g_01086	Praz.g_01406
OG0000712	Prbg.g_01087	Praz.g_01405
OG0000713	Prbg.g_01088	Praz.g_01404
OG0000714	Prbg.g_01090	Praz.g_01402
OG0000715	Prbg.g_01091	Praz.g_01401
OG0000716	Prbg.g_01093	Praz.g_01399
OG0000717	Prbg.g_01094	Praz.g_01398
OG0000718	Prbg.g_01095	Praz.g_01397
OG0000719	Prbg.g_01097	Praz.g_01395
OG0000720	Prbg.g_01098	Praz.g_01394
OG0000721	Prbg.g_01101	Praz.g_01392
OG0000722	Prbg.g_01102	Praz.g_01391
OG0000723	Prbg.g_01103	Praz.g_01390
OG0000724	Prbg.g_01105	Praz.g_01388
OG0000725	Prbg.g_01106	Praz.g_01387
OG0000726	Prbg.g_01107	Praz.g_01386
OG0000727	Prbg.g_01108	Praz.g_01385
OG0000728	Prbg.g_01109	Praz.g_01384
OG0000729	Prbg.g_01110	Praz.g_01383
OG0000730	Prbg.g_01385	Praz.g_01382
OG0000731	Prbg.g_01383	Praz.g_01381
OG0000732	Prbg.g_01382	Praz.g_01380
OG0000733	Prbg.g_01381	Praz.g_01379
OG0000734	Prbg.g_01380	Praz.g_01378
OG0000735	Prbg.g_01378	Praz.g_01376
OG0000736	Prbg.g_01377	Praz.g_01375
OG0000737	Prbg.g_01376	Praz.g_01374
OG0000738	Prbg.g_01263	Praz.g_01373
OG0000739	Prbg.g_01264	Praz.g_01372
OG0000740	Prbg.g_01265	Praz.g_01371
OG0000741	Prbg.g_01266	Praz.g_01370
OG0000742	Prbg.g_01268	Praz.g_01368
OG0000743	Prbg.g_01269	Praz.g_01367
OG0000744	Prbg.g_01270	Praz.g_01366
OG0000745	Prbg.g_01271	Praz.g_01365
OG0000746	Prbg.g_01272	Praz.g_01364
OG0000747	Prbg.g_01273	Praz.g_01363
OG0000748	Prbg.g_01274	Praz.g_01362
OG0000749	Prbg.g_01275	Praz.g_01361
OG0000750	Prbg.g_01277	Praz.g_01360
OG0000751	Prbg.g_01278	Praz.g_01359
OG0000752	Prbg.g_01337	Praz.g_01358
OG0000753	Prbg.g_01280	Praz.g_01356
OG0000754	Prbg.g_01281	Praz.g_01355
OG0000755	Prbg.g_01282	Praz.g_01354
OG0000756	Prbg.g_01284	Praz.g_01353
OG0000757	Prbg.g_01285	Praz.g_01352
OG0000758	Prbg.g_01286	Praz.g_01351
OG0000759	Prbg.g_01288	Praz.g_01349
OG0000760	Prbg.g_01289	Praz.g_01348
OG0000761	Prbg.g_01290	Praz.g_01347
OG0000762	Prbg.g_01292	Praz.g_01345
OG0000763	Prbg.g_01293	Praz.g_01344
OG0000764	Prbg.g_01294	Praz.g_01343
OG0000765	Prbg.g_01295	Praz.g_01342
OG0000766	Prbg.g_01296	Praz.g_01341
OG0000767	Prbg.g_01298	Praz.g_01339
OG0000768	Prbg.g_01299	Praz.g_01338
OG0000769	Prbg.g_01300	Praz.g_01337
OG0000770	Prbg.g_01301	Praz.g_01336
OG0000771	Prbg.g_01302	Praz.g_01335
OG0000772	Prbg.g_01552	Praz.g_01334
OG0000773	Prbg.g_01304	Praz.g_01333
OG0000774	Prbg.g_01305	Praz.g_01332
OG0000775	Prbg.g_01306	Praz.g_01331
OG0000776	Prbg.g_01309	Praz.g_01329
OG0000777	Prbg.g_01310	Praz.g_01327
OG0000778	Prbg.g_01311	Praz.g_01326
OG0000779	Prbg.g_01312	Praz.g_01325
OG0000780	Prbg.g_01314	Praz.g_01323
OG0000781	Prbg.g_01316	Praz.g_01321
OG0000782	Prbg.g_01317	Praz.g_01320
OG0000783	Prbg.g_01321	Praz.g_01308
OG0000784	Prbg.g_01323	Praz.g_01306
OG0000785	Prbg.g_01324	Praz.g_01305
OG0000786	Prbg.g_01325	Praz.g_01304
OG0000787	Prbg.g_01326	Praz.g_01303
OG0000788	Prbg.g_01332	Praz.g_01299
OG0000789	Prbg.g_01335	Praz.g_01297
OG0000790	Prbg.g_01336	Praz.g_01296
OG0000791	Prbg.g_01339	Praz.g_01294
OG0000792	Prbg.g_01340	Praz.g_01293
OG0000793	Prbg.g_01341	Praz.g_01292
OG0000794	Prbg.g_01344	Praz.g_01290
OG0000795	Prbg.g_01245	Praz.g_01287
OG0000796	Prbg.g_01244	Praz.g_01286
OG0000797	Prbg.g_01242	Praz.g_01284
OG0000798	Prbg.g_01241	Praz.g_01283
OG0000799	Prbg.g_01240	Praz.g_01282
OG0000800	Prbg.g_01239	Praz.g_01281
OG0000801	Prbg.g_01236	Praz.g_00064
OG0000802	Prbg.g_01235	Praz.g_00065
OG0000803	Prbg.g_01233	Praz.g_00067
OG0000804	Prbg.g_01232	Praz.g_00068
OG0000805	Prbg.g_01231	Praz.g_00069
OG0000806	Prbg.g_01229	Praz.g_00071
OG0000807	Prbg.g_00141	Praz.g_00096
OG0000808	Prbg.g_00022	Praz.g_00105
OG0000809	Prbg.g_01534	Praz.g_00108
OG0000810	Prbg.g_00361	Praz.g_00109
OG0000811	Prbg.g_00455	Praz.g_00116
OG0000812	Prbg.g_01528	Praz.g_00060
OG0000813	Prbg.g_00123	Praz.g_00056
OG0000814	Prbg.g_01555	Praz.g_00054
OG0000815	Prbg.g_00528	Praz.g_00040
OG0000816	Prbg.g_00750	Praz.g_00024
OG0000817	Prbg.g_00751	Praz.g_00023
OG0000818	Prbg.g_00011	Praz.g_00018
OG0000819	Prbg.g_01508	Praz.g_00011
OG0000820	Prbg.g_01502	Praz.g_00007
OG0000821	Prbg.g_01500	Praz.g_00005
OG0000822	Prbg.g_01499	Praz.g_00004
OG0000823	Prbg.g_01498	Praz.g_00003
OG0000824	Prbg.g_01497	Praz.g_00002
OG0000825	Prbg.g_01496	Praz.g_00001
OG0000826	Prbg.g_01495	Praz.g_00763
OG0000827	Prbg.g_01494	Praz.g_00762
OG0000828	Prbg.g_01493	Praz.g_00761
OG0000829	Prbg.g_01492	Praz.g_00760
OG0000830	Prbg.g_01490	Praz.g_00759
OG0000831	Prbg.g_01487	Praz.g_00756
OG0000832	Prbg.g_01485	Praz.g_00754
OG0000833	Prbg.g_01484	Praz.g_00753
OG0000834	Prbg.g_01483	Praz.g_00751
OG0000835	Prbg.g_01482	Praz.g_00750
OG0000836	Prbg.g_01481	Praz.g_00749
OG0000837	Prbg.g_01478	Praz.g_00747
OG0000838	Prbg.g_01477	Praz.g_00746
OG0000839	Prbg.g_01476	Praz.g_00745
OG0000840	Prbg.g_01475	Praz.g_00744
OG0000841	Prbg.g_01474	Praz.g_00743
OG0000842	Prbg.g_01472	Praz.g_00742
OG0000843	Prbg.g_01471	Praz.g_00741
OG0000844	Prbg.g_01470	Praz.g_00740
OG0000845	Prbg.g_01469	Praz.g_00739
OG0000846	Prbg.g_01467	Praz.g_00736
OG0000847	Prbg.g_01465	Praz.g_00734
OG0000848	Prbg.g_01464	Praz.g_00733
OG0000849	Prbg.g_01461	Praz.g_00732
OG0000850	Prbg.g_01460	Praz.g_00731
OG0000851	Prbg.g_01458	Praz.g_00730
OG0000852	Prbg.g_01456	Praz.g_00728
OG0000853	Prbg.g_01454	Praz.g_00727
OG0000854	Prbg.g_01452	Praz.g_00725
OG0000855	Prbg.g_01451	Praz.g_00724
OG0000856	Prbg.g_01450	Praz.g_00723
OG0000857	Prbg.g_01449	Praz.g_00722
OG0000858	Prbg.g_01448	Praz.g_00721
OG0000859	Prbg.g_01447	Praz.g_00720
OG0000860	Prbg.g_01446	Praz.g_00719
OG0000861	Prbg.g_01445	Praz.g_00718
OG0000862	Prbg.g_01444	Praz.g_00717
OG0000863	Prbg.g_01443	Praz.g_00716
OG0000864	Prbg.g_01442	Praz.g_00715
OG0000865	Prbg.g_01441	Praz.g_00714
OG0000866	Prbg.g_01440	Praz.g_00713
OG0000867	Prbg.g_01439	Praz.g_00712
OG0000868	Prbg.g_01438	Praz.g_00711
OG0000869	Prbg.g_01436	Praz.g_00709
OG0000870	Prbg.g_01435	Praz.g_00708
OG0000871	Prbg.g_01434	Praz.g_00706
OG0000872	Prbg.g_01433	Praz.g_00705
OG0000873	Prbg.g_01431	Praz.g_00703
OG0000874	Prbg.g_01430	Praz.g_00702
OG0000875	Prbg.g_01429	Praz.g_00701
OG0000876	Prbg.g_01428	Praz.g_00700
OG0000877	Prbg.g_00351	Praz.g_00698
OG0000878	Prbg.g_01576	Praz.g_01205
OG0000879	Prbg.g_00466	Praz.g_01191
OG0000880	Prbg.g_00467	Praz.g_01190
OG0000881	Prbg.g_00468	Praz.g_01189
OG0000882	Prbg.g_00469	Praz.g_01188
OG0000883	Prbg.g_00470	Praz.g_01187
OG0000884	Prbg.g_00472	Praz.g_01185
OG0000885	Prbg.g_00473	Praz.g_01184
OG0000886	Prbg.g_00474	Praz.g_01183
OG0000887	Prbg.g_00475	Praz.g_01182
OG0000888	Prbg.g_00476	Praz.g_01181
OG0000889	Prbg.g_00479	Praz.g_01178
OG0000890	Prbg.g_00480	Praz.g_01177
OG0000891	Prbg.g_00481	Praz.g_01176
OG0000892	Prbg.g_00484	Praz.g_01174
OG0000893	Prbg.g_00485	Praz.g_01173
OG0000894	Prbg.g_00486	Praz.g_01172
OG0000895	Prbg.g_00487	Praz.g_01171
OG0000896	Prbg.g_00488	Praz.g_01170
OG0000897	Prbg.g_00489	Praz.g_01169
OG0000898	Prbg.g_00492	Praz.g_01167
OG0000899	Prbg.g_00493	Praz.g_01166
OG0000900	Prbg.g_00505	Praz.g_01157
OG0000901	Prbg.g_00501	Praz.g_01153
OG0000902	Prbg.g_00218	Praz.g_01152
OG0000903	Prbg.g_01551	Praz.g_01151
OG0000904	Prbg.g_00690	Praz.g_01149
OG0000905	Prbg.g_01529	Praz.g_01147
OG0000906	Prbg.g_01511	Praz.g_01145
OG0000907	Prbg.g_01223	Praz.g_01144
OG0000908	Prbg.g_01548	Praz.g_01141
OG0000909	Prbg.g_00531	Praz.g_01137
OG0000910	Prbg.g_00532	Praz.g_01136
OG0000911	Prbg.g_00533	Praz.g_01135
OG0000912	Prbg.g_00534	Praz.g_01134
OG0000913	Prbg.g_00535	Praz.g_01133
OG0000914	Prbg.g_00536	Praz.g_01132
OG0000915	Prbg.g_00537	Praz.g_01131
OG0000916	Prbg.g_00538	Praz.g_01130
OG0000917	Prbg.g_00539	Praz.g_01129
OG0000918	Prbg.g_00540	Praz.g_01128
OG0000919	Prbg.g_00541	Praz.g_01127
OG0000920	Prbg.g_00542	Praz.g_01126
OG0000921	Prbg.g_00543	Praz.g_01125
OG0000922	Prbg.g_00544	Praz.g_01124
OG0000923	Prbg.g_00545	Praz.g_01123
OG0000924	Prbg.g_00546	Praz.g_01122
OG0000925	Prbg.g_00547	Praz.g_01121
OG0000926	Prbg.g_01829	Praz.g_01097
OG0000927	Prbg.g_00574	Praz.g_01059
OG0000928	Prbg.g_00575	Praz.g_01058
OG0000929	Prbg.g_00576	Praz.g_01057
OG0000930	Prbg.g_00577	Praz.g_01056
OG0000931	Prbg.g_00578	Praz.g_01055
OG0000932	Prbg.g_00580	Praz.g_01053
OG0000933	Prbg.g_00581	Praz.g_01052
OG0000934	Prbg.g_00582	Praz.g_01051
OG0000935	Prbg.g_00583	Praz.g_01050
OG0000936	Prbg.g_00584	Praz.g_01049
OG0000937	Prbg.g_00585	Praz.g_01048
OG0000938	Prbg.g_00586	Praz.g_01047
OG0000939	Prbg.g_00587	Praz.g_01046
OG0000940	Prbg.g_00588	Praz.g_01045
OG0000941	Prbg.g_00589	Praz.g_01043
OG0000942	Prbg.g_00590	Praz.g_01042
OG0000943	Prbg.g_00593	Praz.g_01039
OG0000944	Prbg.g_00594	Praz.g_01038
OG0000945	Prbg.g_00595	Praz.g_01037
OG0000946	Prbg.g_00596	Praz.g_01036
OG0000947	Prbg.g_00597	Praz.g_01035
OG0000948	Prbg.g_00598	Praz.g_01034
OG0000949	Prbg.g_00599	Praz.g_01033
OG0000950	Prbg.g_00600	Praz.g_01032
OG0000951	Prbg.g_00601	Praz.g_01031
OG0000952	Prbg.g_00602	Praz.g_01030
OG0000953	Prbg.g_00603	Praz.g_01029
OG0000954	Prbg.g_00604	Praz.g_01028
OG0000955	Prbg.g_00605	Praz.g_01027
OG0000956	Prbg.g_00606	Praz.g_01026
OG0000957	Prbg.g_00607	Praz.g_01025
OG0000958	Prbg.g_00608	Praz.g_01024
OG0000959	Prbg.g_00609	Praz.g_01023
OG0000960	Prbg.g_00610	Praz.g_01022
OG0000961	Prbg.g_00614	Praz.g_01018
OG0000962	Prbg.g_00615	Praz.g_01017
OG0000963	Prbg.g_00616	Praz.g_01016
OG0000964	Prbg.g_00618	Praz.g_01014
OG0000965	Prbg.g_00619	Praz.g_01013
OG0000966	Prbg.g_00620	Praz.g_01012
OG0000967	Prbg.g_00621	Praz.g_01011
OG0000968	Prbg.g_00622	Praz.g_01010
OG0000969	Prbg.g_00623	Praz.g_01009
OG0000970	Prbg.g_00624	Praz.g_01008
OG0000971	Prbg.g_00625	Praz.g_01007
OG0000972	Prbg.g_00626	Praz.g_01006
OG0000973	Prbg.g_00627	Praz.g_01005
OG0000974	Prbg.g_00629	Praz.g_01003
OG0000975	Prbg.g_00635	Praz.g_01000
OG0000976	Prbg.g_00637	Praz.g_00998
OG0000977	Prbg.g_00639	Praz.g_00997
OG0000978	Prbg.g_00641	Praz.g_00996
OG0000979	Prbg.g_00643	Praz.g_00994
OG0000980	Prbg.g_00644	Praz.g_00993
OG0000981	Prbg.g_00645	Praz.g_00992
OG0000982	Prbg.g_00646	Praz.g_00991
OG0000983	Prbg.g_00648	Praz.g_00989
OG0000984	Prbg.g_00649	Praz.g_00988
OG0000985	Prbg.g_00650	Praz.g_00987
OG0000986	Prbg.g_00651	Praz.g_00986
OG0000987	Prbg.g_00652	Praz.g_00985
OG0000988	Prbg.g_00653	Praz.g_00984
OG0000989	Prbg.g_00654	Praz.g_00983
OG0000990	Prbg.g_00655	Praz.g_00982
OG0000991	Prbg.g_00656	Praz.g_00981
OG0000992	Prbg.g_00657	Praz.g_00980
OG0000993	Prbg.g_00658	Praz.g_00979
OG0000994	Prbg.g_00659	Praz.g_00978
OG0000995	Prbg.g_00660	Praz.g_00977
OG0000996	Prbg.g_00661	Praz.g_00976
OG0000997	Prbg.g_00662	Praz.g_00975
OG0000998	Prbg.g_00663	Praz.g_00974
OG0000999	Prbg.g_00664	Praz.g_00973
OG0001000	Prbg.g_00665	Praz.g_00972
OG0001001	Prbg.g_00667	Praz.g_00970
OG0001002	Prbg.g_00668	Praz.g_00969
OG0001003	Prbg.g_00669	Praz.g_00968
OG0001004	Prbg.g_00670	Praz.g_00967
OG0001005	Prbg.g_00673	Praz.g_00966
OG0001006	Prbg.g_00674	Praz.g_00965
OG0001007	Prbg.g_00675	Praz.g_00964
OG0001008	Prbg.g_00677	Praz.g_00962
OG0001009	Prbg.g_00678	Praz.g_00961
OG0001010	Prbg.g_01593	Praz.g_00953
OG0001011	Prbg.g_00348	Praz.g_00946
OG0001012	Prbg.g_01174	Praz.g_00918
OG0001013	Prbg.g_01643	Praz.g_00883
OG0001014	Prbg.g_01644	Praz.g_00882
OG0001015	Prbg.g_01651	Praz.g_00876
OG0001016	Prbg.g_01652	Praz.g_00875
OG0001017	Prbg.g_01653	Praz.g_00874
OG0001018	Prbg.g_01654	Praz.g_00873
OG0001019	Prbg.g_01656	Praz.g_00871
OG0001020	Prbg.g_01657	Praz.g_00870
OG0001021	Prbg.g_01658	Praz.g_00869
OG0001022	Prbg.g_01659	Praz.g_00868
OG0001023	Prbg.g_01660	Praz.g_00867
OG0001024	Prbg.g_01662	Praz.g_00866
OG0001025	Prbg.g_01663	Praz.g_00865
OG0001026	Prbg.g_01664	Praz.g_00863
OG0001027	Prbg.g_01665	Praz.g_00862
OG0001028	Prbg.g_01666	Praz.g_00861
OG0001029	Prbg.g_01667	Praz.g_00860
OG0001030	Prbg.g_01668	Praz.g_00859
OG0001031	Prbg.g_01669	Praz.g_00858
OG0001032	Prbg.g_01670	Praz.g_00857
OG0001033	Prbg.g_01671	Praz.g_00856
OG0001034	Prbg.g_01672	Praz.g_00855
OG0001035	Prbg.g_01674	Praz.g_00853
OG0001036	Prbg.g_01675	Praz.g_00852
OG0001037	Prbg.g_01676	Praz.g_00851
OG0001038	Prbg.g_01677	Praz.g_00850
OG0001039	Prbg.g_01678	Praz.g_00849
OG0001040	Prbg.g_01679	Praz.g_00848
OG0001041	Prbg.g_01680	Praz.g_00847
OG0001042	Prbg.g_01681	Praz.g_00846
OG0001043	Prbg.g_01682	Praz.g_00845
OG0001044	Prbg.g_01683	Praz.g_00844
OG0001045	Prbg.g_01684	Praz.g_00843
OG0001046	Prbg.g_01685	Praz.g_00842
OG0001047	Prbg.g_01688	Praz.g_00839
OG0001048	Prbg.g_01690	Praz.g_00837
OG0001049	Prbg.g_01691	Praz.g_00836
OG0001050	Prbg.g_01692	Praz.g_00835
OG0001051	Prbg.g_01693	Praz.g_00834
OG0001052	Prbg.g_01694	Praz.g_00833
OG0001053	Prbg.g_01696	Praz.g_00831
OG0001054	Prbg.g_01698	Praz.g_00830
OG0001055	Prbg.g_01699	Praz.g_00829
OG0001056	Prbg.g_01700	Praz.g_00828
OG0001057	Prbg.g_01701	Praz.g_00827
OG0001058	Prbg.g_01702	Praz.g_00826
OG0001059	Prbg.g_01703	Praz.g_00825
OG0001060	Prbg.g_01704	Praz.g_00824
OG0001061	Prbg.g_01705	Praz.g_00823
OG0001062	Prbg.g_01706	Praz.g_00822
OG0001063	Prbg.g_01707	Praz.g_00821
OG0001064	Prbg.g_01709	Praz.g_00340
OG0001065	Prbg.g_01713	Praz.g_00335
OG0001066	Prbg.g_01715	Praz.g_00334
OG0001067	Prbg.g_01716	Praz.g_00333
OG0001068	Prbg.g_01719	Praz.g_00331
OG0001069	Prbg.g_01720	Praz.g_00330
OG0001070	Prbg.g_01721	Praz.g_00329
OG0001071	Prbg.g_01722	Praz.g_00328
OG0001072	Prbg.g_01723	Praz.g_00327
OG0001073	Prbg.g_01724	Praz.g_00326
OG0001074	Prbg.g_01725	Praz.g_00325
OG0001075	Prbg.g_01726	Praz.g_00324
OG0001076	Prbg.g_01727	Praz.g_00323
OG0001077	Prbg.g_01728	Praz.g_00322
OG0001078	Prbg.g_01729	Praz.g_00321
OG0001079	Prbg.g_01730	Praz.g_00320
OG0001080	Prbg.g_01731	Praz.g_00319
OG0001081	Prbg.g_01735	Praz.g_00316
OG0001082	Prbg.g_01736	Praz.g_00315
OG0001083	Prbg.g_01739	Praz.g_00314
OG0001084	Prbg.g_01738	Praz.g_00312
OG0001085	Prbg.g_01737	Praz.g_00311
OG0001086	Prbg.g_01734	Praz.g_00310
OG0001087	Prbg.g_01733	Praz.g_00309
OG0001088	Prbg.g_01732	Praz.g_00308
OG0001089	Prbg.g_01742	Praz.g_00305
OG0001090	Prbg.g_01744	Praz.g_00303
OG0001091	Prbg.g_01745	Praz.g_00302
OG0001092	Prbg.g_01746	Praz.g_00301
OG0001093	Prbg.g_01747	Praz.g_00300
OG0001094	Prbg.g_01748	Praz.g_00299
OG0001095	Prbg.g_01749	Praz.g_00298
OG0001096	Prbg.g_01750	Praz.g_00297
OG0001097	Prbg.g_01751	Praz.g_00296
OG0001098	Prbg.g_01752	Praz.g_00295
OG0001099	Prbg.g_01753	Praz.g_00294
OG0001100	Prbg.g_01754	Praz.g_00293
OG0001101	Prbg.g_01755	Praz.g_00292
OG0001102	Prbg.g_01756	Praz.g_00291
OG0001103	Prbg.g_01757	Praz.g_00290
OG0001104	Prbg.g_01758	Praz.g_00289
OG0001105	Prbg.g_01759	Praz.g_00288
OG0001106	Prbg.g_01760	Praz.g_00287
OG0001107	Prbg.g_01761	Praz.g_00286
OG0001108	Prbg.g_01762	Praz.g_00285
OG0001109	Prbg.g_01763	Praz.g_00284
OG0001110	Prbg.g_01764	Praz.g_00283
OG0001111	Prbg.g_01765	Praz.g_00282
OG0001112	Prbg.g_01766	Praz.g_00281
OG0001113	Prbg.g_01767	Praz.g_00280
OG0001114	Prbg.g_01768	Praz.g_00279
OG0001115	Prbg.g_01769	Praz.g_00278
OG0001116	Prbg.g_01770	Praz.g_00277
OG0001117	Prbg.g_01771	Praz.g_00276
OG0001118	Prbg.g_01772	Praz.g_00275
OG0001119	Prbg.g_01773	Praz.g_00274
OG0001120	Prbg.g_01774	Praz.g_00273
OG0001121	Prbg.g_01776	Praz.g_00271
