Orthogroup	Prbg	Prac
OG0000556	Prbg.g_01424	Prac.g_00738
OG0000557	Prbg.g_01423	Prac.g_00737
OG0000558	Prbg.g_01422	Prac.g_00736
OG0000559	Prbg.g_01421	Prac.g_00735
OG0000560	Prbg.g_01419	Prac.g_00733
OG0000561	Prbg.g_01418	Prac.g_00732
OG0000562	Prbg.g_01416	Prac.g_00731
OG0000563	Prbg.g_01415	Prac.g_00730
OG0000564	Prbg.g_01414	Prac.g_00729
OG0000565	Prbg.g_01413	Prac.g_00728
OG0000566	Prbg.g_01412	Prac.g_00727
OG0000567	Prbg.g_01411	Prac.g_00726
OG0000568	Prbg.g_01410	Prac.g_00725
OG0000569	Prbg.g_01409	Prac.g_00724
OG0000570	Prbg.g_01408	Prac.g_00723
OG0000571	Prbg.g_01407	Prac.g_00722
OG0000572	Prbg.g_01406	Prac.g_00721
OG0000573	Prbg.g_01403	Prac.g_00718
OG0000574	Prbg.g_01402	Prac.g_00717
OG0000575	Prbg.g_01401	Prac.g_00716
OG0000576	Prbg.g_01400	Prac.g_00715
OG0000577	Prbg.g_01399	Prac.g_00714
OG0000578	Prbg.g_01398	Prac.g_00713
OG0000579	Prbg.g_01397	Prac.g_00712
OG0000580	Prbg.g_01396	Prac.g_00711
OG0000581	Prbg.g_01395	Prac.g_00710
OG0000582	Prbg.g_01394	Prac.g_00709
OG0000583	Prbg.g_01393	Prac.g_00708
OG0000584	Prbg.g_01391	Prac.g_00707
OG0000585	Prbg.g_01390	Prac.g_00706
OG0000586	Prbg.g_01388	Prac.g_00704
OG0000587	Prbg.g_01387	Prac.g_00703
OG0000588	Prbg.g_01111	Prac.g_00701
OG0000589	Prbg.g_01112	Prac.g_00700
OG0000590	Prbg.g_01114	Prac.g_00698
OG0000591	Prbg.g_01120	Prac.g_00692
OG0000592	Prbg.g_01121	Prac.g_00691
OG0000593	Prbg.g_01122	Prac.g_00690
OG0000594	Prbg.g_01125	Prac.g_00688
OG0000595	Prbg.g_01126	Prac.g_00687
OG0000596	Prbg.g_01127	Prac.g_00686
OG0000597	Prbg.g_01129	Prac.g_00684
OG0000598	Prbg.g_01130	Prac.g_00683
OG0000599	Prbg.g_01131	Prac.g_00682
OG0000600	Prbg.g_01132	Prac.g_00681
OG0000601	Prbg.g_01135	Prac.g_00679
OG0000602	Prbg.g_01136	Prac.g_00678
OG0000603	Prbg.g_01137	Prac.g_00677
OG0000604	Prbg.g_01140	Prac.g_00676
OG0000605	Prbg.g_01141	Prac.g_00675
OG0000606	Prbg.g_01142	Prac.g_00674
OG0000607	Prbg.g_01144	Prac.g_00672
OG0000608	Prbg.g_01146	Prac.g_00671
OG0000609	Prbg.g_01939	Prac.g_00667
OG0000610	Prbg.g_01070	Prac.g_00666
OG0000611	Prbg.g_01152	Prac.g_01559
OG0000612	Prbg.g_01153	Prac.g_01558
OG0000613	Prbg.g_01374	Prac.g_01557
OG0000614	Prbg.g_01373	Prac.g_01556
OG0000615	Prbg.g_01371	Prac.g_01554
OG0000616	Prbg.g_01370	Prac.g_01553
OG0000617	Prbg.g_01369	Prac.g_01552
OG0000618	Prbg.g_01368	Prac.g_01551
OG0000619	Prbg.g_01367	Prac.g_01550
OG0000620	Prbg.g_01366	Prac.g_01549
OG0000621	Prbg.g_01365	Prac.g_01548
OG0000622	Prbg.g_01364	Prac.g_01547
OG0000623	Prbg.g_01363	Prac.g_01546
OG0000624	Prbg.g_01361	Prac.g_01545
OG0000625	Prbg.g_01360	Prac.g_01544
OG0000626	Prbg.g_01359	Prac.g_01543
OG0000627	Prbg.g_01358	Prac.g_01542
OG0000628	Prbg.g_01357	Prac.g_01541
OG0000629	Prbg.g_01356	Prac.g_01540
OG0000630	Prbg.g_01355	Prac.g_01539
OG0000631	Prbg.g_01353	Prac.g_01537
OG0000632	Prbg.g_01352	Prac.g_01525
OG0000633	Prbg.g_00006	Prac.g_01521
OG0000634	Prbg.g_00461	Prac.g_01508
OG0000635	Prbg.g_00366	Prac.g_01507
OG0000636	Prbg.g_00365	Prac.g_01506
OG0000637	Prbg.g_00364	Prac.g_01505
OG0000638	Prbg.g_00114	Prac.g_01498
OG0000639	Prbg.g_01254	Prac.g_01489
OG0000640	Prbg.g_01258	Prac.g_01487
OG0000641	Prbg.g_01260	Prac.g_01484
OG0000642	Prbg.g_01261	Prac.g_01483
OG0000643	Prbg.g_01262	Prac.g_01482
OG0000644	Prbg.g_01375	Prac.g_01481
OG0000645	Prbg.g_01154	Prac.g_01480
OG0000646	Prbg.g_01155	Prac.g_01479
OG0000647	Prbg.g_01156	Prac.g_01478
OG0000648	Prbg.g_01158	Prac.g_01476
OG0000649	Prbg.g_01159	Prac.g_01475
OG0000650	Prbg.g_01160	Prac.g_01474
OG0000651	Prbg.g_01161	Prac.g_01473
OG0000652	Prbg.g_01162	Prac.g_01472
OG0000653	Prbg.g_01163	Prac.g_01471
OG0000654	Prbg.g_01165	Prac.g_01469
OG0000655	Prbg.g_01167	Prac.g_01467
OG0000656	Prbg.g_01168	Prac.g_01466
OG0000657	Prbg.g_01169	Prac.g_01465
OG0000658	Prbg.g_01170	Prac.g_01464
OG0000659	Prbg.g_01171	Prac.g_01463
OG0000660	Prbg.g_01172	Prac.g_01462
OG0000661	Prbg.g_01173	Prac.g_01461
OG0000662	Prbg.g_01175	Prac.g_01460
OG0000663	Prbg.g_01176	Prac.g_01459
OG0000664	Prbg.g_01177	Prac.g_01458
OG0000665	Prbg.g_01178	Prac.g_01457
OG0000666	Prbg.g_01179	Prac.g_01456
OG0000667	Prbg.g_01180	Prac.g_01455
OG0000668	Prbg.g_01181	Prac.g_01454
OG0000669	Prbg.g_01183	Prac.g_01452
OG0000670	Prbg.g_01184	Prac.g_01451
OG0000671	Prbg.g_01185	Prac.g_01450
OG0000672	Prbg.g_01186	Prac.g_01449
OG0000673	Prbg.g_01187	Prac.g_01448
OG0000674	Prbg.g_01188	Prac.g_01447
OG0000675	Prbg.g_01190	Prac.g_01445
OG0000676	Prbg.g_01191	Prac.g_01444
OG0000677	Prbg.g_01194	Prac.g_01442
OG0000678	Prbg.g_01196	Prac.g_01440
OG0000679	Prbg.g_01198	Prac.g_01439
OG0000680	Prbg.g_01199	Prac.g_01438
OG0000681	Prbg.g_01200	Prac.g_01437
OG0000682	Prbg.g_01201	Prac.g_01436
OG0000683	Prbg.g_01203	Prac.g_01434
OG0000684	Prbg.g_01204	Prac.g_01433
OG0000685	Prbg.g_01205	Prac.g_01432
OG0000686	Prbg.g_01206	Prac.g_01431
OG0000687	Prbg.g_01207	Prac.g_01430
OG0000688	Prbg.g_01208	Prac.g_01429
OG0000689	Prbg.g_01209	Prac.g_01428
OG0000690	Prbg.g_01210	Prac.g_01427
OG0000691	Prbg.g_01211	Prac.g_01426
OG0000692	Prbg.g_01215	Prac.g_01424
OG0000693	Prbg.g_01216	Prac.g_01423
OG0000694	Prbg.g_01217	Prac.g_01422
OG0000695	Prbg.g_01218	Prac.g_01421
OG0000696	Prbg.g_01219	Prac.g_01420
OG0000697	Prbg.g_01221	Prac.g_01418
OG0000698	Prbg.g_01225	Prac.g_01416
OG0000699	Prbg.g_01226	Prac.g_01415
OG0000700	Prbg.g_01062	Prac.g_01401
OG0000701	Prbg.g_01067	Prac.g_01396
OG0000702	Prbg.g_01073	Prac.g_01393
OG0000703	Prbg.g_01075	Prac.g_01392
OG0000704	Prbg.g_01076	Prac.g_01391
OG0000705	Prbg.g_01078	Prac.g_01390
OG0000706	Prbg.g_01079	Prac.g_01389
OG0000707	Prbg.g_01081	Prac.g_01387
OG0000708	Prbg.g_01082	Prac.g_01386
OG0000709	Prbg.g_01084	Prac.g_01384
OG0000710	Prbg.g_01085	Prac.g_01383
OG0000711	Prbg.g_01086	Prac.g_01382
OG0000712	Prbg.g_01087	Prac.g_01381
OG0000713	Prbg.g_01088	Prac.g_01380
OG0000714	Prbg.g_01090	Prac.g_01378
OG0000715	Prbg.g_01091	Prac.g_01377
OG0000716	Prbg.g_01093	Prac.g_01375
OG0000717	Prbg.g_01094	Prac.g_01374
OG0000718	Prbg.g_01095	Prac.g_01373
OG0000719	Prbg.g_01097	Prac.g_01371
OG0000720	Prbg.g_01098	Prac.g_01370
OG0000721	Prbg.g_01101	Prac.g_01368
OG0000722	Prbg.g_01102	Prac.g_01367
OG0000723	Prbg.g_01103	Prac.g_01366
OG0000724	Prbg.g_01105	Prac.g_01365
OG0000725	Prbg.g_01106	Prac.g_01364
OG0000726	Prbg.g_01107	Prac.g_01363
OG0000727	Prbg.g_01108	Prac.g_01362
OG0000728	Prbg.g_01109	Prac.g_01361
OG0000729	Prbg.g_01110	Prac.g_01360
OG0000730	Prbg.g_01385	Prac.g_01359
OG0000731	Prbg.g_01383	Prac.g_01358
OG0000732	Prbg.g_01382	Prac.g_01357
OG0000733	Prbg.g_01381	Prac.g_01356
OG0000734	Prbg.g_01380	Prac.g_01355
OG0000735	Prbg.g_01378	Prac.g_01353
OG0000736	Prbg.g_01377	Prac.g_01352
OG0000737	Prbg.g_01376	Prac.g_01351
OG0000738	Prbg.g_01263	Prac.g_01350
OG0000739	Prbg.g_01264	Prac.g_01349
OG0000740	Prbg.g_01265	Prac.g_01348
OG0000741	Prbg.g_01266	Prac.g_01347
OG0000742	Prbg.g_01268	Prac.g_01345
OG0000743	Prbg.g_01269	Prac.g_01344
OG0000744	Prbg.g_01270	Prac.g_01343
OG0000745	Prbg.g_01271	Prac.g_01342
OG0000746	Prbg.g_01272	Prac.g_01341
OG0000747	Prbg.g_01273	Prac.g_01340
OG0000748	Prbg.g_01274	Prac.g_01339
OG0000749	Prbg.g_01275	Prac.g_01338
OG0000750	Prbg.g_01277	Prac.g_01337
OG0000751	Prbg.g_01278	Prac.g_01336
OG0000752	Prbg.g_01337	Prac.g_01335
OG0000753	Prbg.g_01280	Prac.g_01333
OG0000754	Prbg.g_01281	Prac.g_01332
OG0000755	Prbg.g_01282	Prac.g_01331
OG0000756	Prbg.g_01284	Prac.g_01330
OG0000757	Prbg.g_01285	Prac.g_01329
OG0000758	Prbg.g_01286	Prac.g_01328
OG0000759	Prbg.g_01288	Prac.g_01326
OG0000760	Prbg.g_01289	Prac.g_01325
OG0000761	Prbg.g_01290	Prac.g_01324
OG0000762	Prbg.g_01292	Prac.g_01322
OG0000763	Prbg.g_01293	Prac.g_01321
OG0000764	Prbg.g_01294	Prac.g_01320
OG0000765	Prbg.g_01295	Prac.g_01319
OG0000766	Prbg.g_01296	Prac.g_01318
OG0000767	Prbg.g_01298	Prac.g_01316
OG0000768	Prbg.g_01299	Prac.g_01315
OG0000769	Prbg.g_01300	Prac.g_01314
OG0000770	Prbg.g_01301	Prac.g_01313
OG0000771	Prbg.g_01302	Prac.g_01312
OG0000772	Prbg.g_01552	Prac.g_01311
OG0000773	Prbg.g_01304	Prac.g_01310
OG0000774	Prbg.g_01305	Prac.g_01309
OG0000775	Prbg.g_01306	Prac.g_01308
OG0000776	Prbg.g_01309	Prac.g_01307
OG0000777	Prbg.g_01310	Prac.g_01305
OG0000778	Prbg.g_01311	Prac.g_01304
OG0000779	Prbg.g_01312	Prac.g_01303
OG0000780	Prbg.g_01314	Prac.g_01301
OG0000781	Prbg.g_01316	Prac.g_01299
OG0000782	Prbg.g_01317	Prac.g_01298
OG0000783	Prbg.g_01321	Prac.g_01287
OG0000784	Prbg.g_01323	Prac.g_01285
OG0000785	Prbg.g_01324	Prac.g_01284
OG0000786	Prbg.g_01325	Prac.g_01283
OG0000787	Prbg.g_01326	Prac.g_01282
OG0000788	Prbg.g_01332	Prac.g_01278
OG0000789	Prbg.g_01335	Prac.g_01276
OG0000790	Prbg.g_01336	Prac.g_01275
OG0000791	Prbg.g_01339	Prac.g_01274
OG0000792	Prbg.g_01340	Prac.g_01273
OG0000793	Prbg.g_01341	Prac.g_01272
OG0000794	Prbg.g_01344	Prac.g_01270
OG0000795	Prbg.g_01245	Prac.g_01267
OG0000796	Prbg.g_01244	Prac.g_01266
OG0000797	Prbg.g_01242	Prac.g_01264
OG0000798	Prbg.g_01241	Prac.g_01263
OG0000799	Prbg.g_01240	Prac.g_01262
OG0000800	Prbg.g_01239	Prac.g_01261
OG0000801	Prbg.g_01236	Prac.g_01258
OG0000802	Prbg.g_01235	Prac.g_01257
OG0000803	Prbg.g_01233	Prac.g_01255
OG0000804	Prbg.g_01232	Prac.g_01254
OG0000805	Prbg.g_01231	Prac.g_01253
OG0000806	Prbg.g_01229	Prac.g_01251
OG0000807	Prbg.g_00141	Prac.g_01225
OG0000808	Prbg.g_00022	Prac.g_01216
OG0000809	Prbg.g_01534	Prac.g_01213
OG0000810	Prbg.g_00361	Prac.g_01212
OG0000811	Prbg.g_00455	Prac.g_01205
OG0000812	Prbg.g_01528	Prac.g_01046
OG0000813	Prbg.g_00123	Prac.g_01042
OG0000814	Prbg.g_01555	Prac.g_01040
OG0000815	Prbg.g_00528	Prac.g_01031
OG0000816	Prbg.g_00750	Prac.g_01017
OG0000817	Prbg.g_00751	Prac.g_01016
OG0000818	Prbg.g_00011	Prac.g_01011
OG0000819	Prbg.g_01508	Prac.g_01004
OG0000820	Prbg.g_01502	Prac.g_01000
OG0000821	Prbg.g_01500	Prac.g_00998
OG0000822	Prbg.g_01499	Prac.g_00997
OG0000823	Prbg.g_01498	Prac.g_00996
OG0000824	Prbg.g_01497	Prac.g_00995
OG0000825	Prbg.g_01496	Prac.g_00994
OG0000826	Prbg.g_01495	Prac.g_00993
OG0000827	Prbg.g_01494	Prac.g_00992
OG0000828	Prbg.g_01493	Prac.g_00991
OG0000829	Prbg.g_01492	Prac.g_00990
OG0000830	Prbg.g_01490	Prac.g_00989
OG0000831	Prbg.g_01487	Prac.g_00986
OG0000832	Prbg.g_01485	Prac.g_00984
OG0000833	Prbg.g_01484	Prac.g_00983
OG0000834	Prbg.g_01483	Prac.g_00982
OG0000835	Prbg.g_01482	Prac.g_00981
OG0000836	Prbg.g_01481	Prac.g_00980
OG0000837	Prbg.g_01478	Prac.g_00978
OG0000838	Prbg.g_01477	Prac.g_00977
OG0000839	Prbg.g_01476	Prac.g_00976
OG0000840	Prbg.g_01475	Prac.g_00975
OG0000841	Prbg.g_01474	Prac.g_00974
OG0000842	Prbg.g_01472	Prac.g_00973
OG0000843	Prbg.g_01471	Prac.g_00972
OG0000844	Prbg.g_01470	Prac.g_00971
OG0000845	Prbg.g_01469	Prac.g_00970
OG0000846	Prbg.g_01467	Prac.g_00967
OG0000847	Prbg.g_01465	Prac.g_00965
OG0000848	Prbg.g_01464	Prac.g_00964
OG0000849	Prbg.g_01461	Prac.g_00963
OG0000850	Prbg.g_01460	Prac.g_00962
OG0000851	Prbg.g_01458	Prac.g_00961
OG0000852	Prbg.g_01456	Prac.g_00959
OG0000853	Prbg.g_01454	Prac.g_00958
OG0000854	Prbg.g_01452	Prac.g_00956
OG0000855	Prbg.g_01451	Prac.g_00955
OG0000856	Prbg.g_01450	Prac.g_00954
OG0000857	Prbg.g_01449	Prac.g_00953
OG0000858	Prbg.g_01448	Prac.g_00952
OG0000859	Prbg.g_01447	Prac.g_00951
OG0000860	Prbg.g_01446	Prac.g_00950
OG0000861	Prbg.g_01445	Prac.g_00949
OG0000862	Prbg.g_01444	Prac.g_00948
OG0000863	Prbg.g_01443	Prac.g_00947
OG0000864	Prbg.g_01442	Prac.g_00946
OG0000865	Prbg.g_01441	Prac.g_00945
OG0000866	Prbg.g_01440	Prac.g_00944
OG0000867	Prbg.g_01439	Prac.g_00943
OG0000868	Prbg.g_01438	Prac.g_00942
OG0000869	Prbg.g_01436	Prac.g_00940
OG0000870	Prbg.g_01435	Prac.g_00939
OG0000871	Prbg.g_01434	Prac.g_00937
OG0000872	Prbg.g_01433	Prac.g_00936
OG0000873	Prbg.g_01431	Prac.g_00934
OG0000874	Prbg.g_01430	Prac.g_00933
OG0000875	Prbg.g_01429	Prac.g_00932
OG0000876	Prbg.g_01428	Prac.g_00931
OG0000877	Prbg.g_00351	Prac.g_00929
OG0000878	Prbg.g_01576	Prac.g_00154
OG0000879	Prbg.g_00466	Prac.g_00164
OG0000880	Prbg.g_00467	Prac.g_00165
OG0000881	Prbg.g_00468	Prac.g_00166
OG0000882	Prbg.g_00469	Prac.g_00167
OG0000883	Prbg.g_00470	Prac.g_00168
OG0000884	Prbg.g_00472	Prac.g_00170
OG0000885	Prbg.g_00473	Prac.g_00171
OG0000886	Prbg.g_00474	Prac.g_00172
OG0000887	Prbg.g_00475	Prac.g_00173
OG0000888	Prbg.g_00476	Prac.g_00174
OG0000889	Prbg.g_00479	Prac.g_00177
OG0000890	Prbg.g_00480	Prac.g_00178
OG0000891	Prbg.g_00481	Prac.g_00179
OG0000892	Prbg.g_00484	Prac.g_00181
OG0000893	Prbg.g_00485	Prac.g_00182
OG0000894	Prbg.g_00486	Prac.g_00183
OG0000895	Prbg.g_00487	Prac.g_00184
OG0000896	Prbg.g_00488	Prac.g_00185
OG0000897	Prbg.g_00489	Prac.g_00186
OG0000898	Prbg.g_00492	Prac.g_00188
OG0000899	Prbg.g_00493	Prac.g_00189
OG0000900	Prbg.g_00505	Prac.g_00199
OG0000901	Prbg.g_00501	Prac.g_00203
OG0000902	Prbg.g_00218	Prac.g_00204
OG0000903	Prbg.g_01551	Prac.g_00205
OG0000904	Prbg.g_00690	Prac.g_00207
OG0000905	Prbg.g_01529	Prac.g_00209
OG0000906	Prbg.g_01511	Prac.g_00211
OG0000907	Prbg.g_01223	Prac.g_00212
OG0000908	Prbg.g_01548	Prac.g_00215
OG0000909	Prbg.g_00531	Prac.g_00219
OG0000910	Prbg.g_00532	Prac.g_00220
OG0000911	Prbg.g_00533	Prac.g_00221
OG0000912	Prbg.g_00534	Prac.g_00222
OG0000913	Prbg.g_00535	Prac.g_00223
OG0000914	Prbg.g_00536	Prac.g_00224
OG0000915	Prbg.g_00537	Prac.g_00225
OG0000916	Prbg.g_00538	Prac.g_00226
OG0000917	Prbg.g_00539	Prac.g_00227
OG0000918	Prbg.g_00540	Prac.g_00228
OG0000919	Prbg.g_00541	Prac.g_00229
OG0000920	Prbg.g_00542	Prac.g_00230
OG0000921	Prbg.g_00543	Prac.g_00231
OG0000922	Prbg.g_00544	Prac.g_00232
OG0000923	Prbg.g_00545	Prac.g_00233
OG0000924	Prbg.g_00546	Prac.g_00234
OG0000925	Prbg.g_00547	Prac.g_00235
OG0000926	Prbg.g_01829	Prac.g_00447
OG0000927	Prbg.g_00574	Prac.g_00429
OG0000928	Prbg.g_00575	Prac.g_00428
OG0000929	Prbg.g_00576	Prac.g_00427
OG0000930	Prbg.g_00577	Prac.g_00426
OG0000931	Prbg.g_00578	Prac.g_00425
OG0000932	Prbg.g_00580	Prac.g_00423
OG0000933	Prbg.g_00581	Prac.g_00422
OG0000934	Prbg.g_00582	Prac.g_00421
OG0000935	Prbg.g_00583	Prac.g_00420
OG0000936	Prbg.g_00584	Prac.g_00419
OG0000937	Prbg.g_00585	Prac.g_00418
OG0000938	Prbg.g_00586	Prac.g_00417
OG0000939	Prbg.g_00587	Prac.g_00416
OG0000940	Prbg.g_00588	Prac.g_00415
OG0000941	Prbg.g_00589	Prac.g_00413
OG0000942	Prbg.g_00590	Prac.g_00412
OG0000943	Prbg.g_00593	Prac.g_00409
OG0000944	Prbg.g_00594	Prac.g_00408
OG0000945	Prbg.g_00595	Prac.g_00407
OG0000946	Prbg.g_00596	Prac.g_00406
OG0000947	Prbg.g_00597	Prac.g_00405
OG0000948	Prbg.g_00598	Prac.g_00404
OG0000949	Prbg.g_00599	Prac.g_00403
OG0000950	Prbg.g_00600	Prac.g_00402
OG0000951	Prbg.g_00601	Prac.g_00401
OG0000952	Prbg.g_00602	Prac.g_00400
OG0000953	Prbg.g_00603	Prac.g_00399
OG0000954	Prbg.g_00604	Prac.g_00398
OG0000955	Prbg.g_00605	Prac.g_00397
OG0000956	Prbg.g_00606	Prac.g_00396
OG0000957	Prbg.g_00607	Prac.g_00395
OG0000958	Prbg.g_00608	Prac.g_00394
OG0000959	Prbg.g_00609	Prac.g_00393
OG0000960	Prbg.g_00610	Prac.g_00392
OG0000961	Prbg.g_00614	Prac.g_00388
OG0000962	Prbg.g_00615	Prac.g_00387
OG0000963	Prbg.g_00616	Prac.g_00386
OG0000964	Prbg.g_00618	Prac.g_00384
OG0000965	Prbg.g_00619	Prac.g_00383
OG0000966	Prbg.g_00620	Prac.g_00382
OG0000967	Prbg.g_00621	Prac.g_00381
OG0000968	Prbg.g_00622	Prac.g_00380
OG0000969	Prbg.g_00623	Prac.g_00379
OG0000970	Prbg.g_00624	Prac.g_00378
OG0000971	Prbg.g_00625	Prac.g_00377
OG0000972	Prbg.g_00626	Prac.g_00376
OG0000973	Prbg.g_00627	Prac.g_00375
OG0000974	Prbg.g_00629	Prac.g_00373
OG0000975	Prbg.g_00635	Prac.g_00370
OG0000976	Prbg.g_00637	Prac.g_00368
OG0000977	Prbg.g_00639	Prac.g_00367
OG0000978	Prbg.g_00641	Prac.g_00366
OG0000979	Prbg.g_00643	Prac.g_00364
OG0000980	Prbg.g_00644	Prac.g_00363
OG0000981	Prbg.g_00645	Prac.g_00362
OG0000982	Prbg.g_00646	Prac.g_00361
OG0000983	Prbg.g_00648	Prac.g_00359
OG0000984	Prbg.g_00649	Prac.g_00358
OG0000985	Prbg.g_00650	Prac.g_00357
OG0000986	Prbg.g_00651	Prac.g_00356
OG0000987	Prbg.g_00652	Prac.g_00355
OG0000988	Prbg.g_00653	Prac.g_00354
OG0000989	Prbg.g_00654	Prac.g_00353
OG0000990	Prbg.g_00655	Prac.g_00352
OG0000991	Prbg.g_00656	Prac.g_00351
OG0000992	Prbg.g_00657	Prac.g_00350
OG0000993	Prbg.g_00658	Prac.g_00349
OG0000994	Prbg.g_00659	Prac.g_00348
OG0000995	Prbg.g_00660	Prac.g_00347
OG0000996	Prbg.g_00661	Prac.g_00346
OG0000997	Prbg.g_00662	Prac.g_00345
OG0000998	Prbg.g_00663	Prac.g_00344
OG0000999	Prbg.g_00664	Prac.g_00343
OG0001000	Prbg.g_00665	Prac.g_00342
OG0001001	Prbg.g_00667	Prac.g_00340
OG0001002	Prbg.g_00668	Prac.g_00339
OG0001003	Prbg.g_00669	Prac.g_00338
OG0001004	Prbg.g_00670	Prac.g_00337
OG0001005	Prbg.g_00673	Prac.g_00336
OG0001006	Prbg.g_00674	Prac.g_00335
OG0001007	Prbg.g_00675	Prac.g_00334
OG0001008	Prbg.g_00677	Prac.g_00332
OG0001009	Prbg.g_00678	Prac.g_00331
OG0001010	Prbg.g_01593	Prac.g_00324
OG0001011	Prbg.g_00348	Prac.g_00317
OG0001012	Prbg.g_01174	Prac.g_00288
OG0001013	Prbg.g_01643	Prac.g_00631
OG0001014	Prbg.g_01644	Prac.g_00630
OG0001015	Prbg.g_01651	Prac.g_00624
OG0001016	Prbg.g_01652	Prac.g_00623
OG0001017	Prbg.g_01653	Prac.g_00622
OG0001018	Prbg.g_01654	Prac.g_00621
OG0001019	Prbg.g_01656	Prac.g_00619
OG0001020	Prbg.g_01657	Prac.g_00618
OG0001021	Prbg.g_01658	Prac.g_00617
OG0001022	Prbg.g_01659	Prac.g_00616
OG0001023	Prbg.g_01660	Prac.g_00615
OG0001024	Prbg.g_01662	Prac.g_00614
OG0001025	Prbg.g_01663	Prac.g_00613
OG0001026	Prbg.g_01664	Prac.g_00611
OG0001027	Prbg.g_01665	Prac.g_00610
OG0001028	Prbg.g_01666	Prac.g_00609
OG0001029	Prbg.g_01667	Prac.g_00608
OG0001030	Prbg.g_01668	Prac.g_00607
OG0001031	Prbg.g_01669	Prac.g_00606
OG0001032	Prbg.g_01670	Prac.g_00605
OG0001033	Prbg.g_01671	Prac.g_00604
OG0001034	Prbg.g_01672	Prac.g_00603
OG0001035	Prbg.g_01674	Prac.g_00601
OG0001036	Prbg.g_01675	Prac.g_00600
OG0001037	Prbg.g_01676	Prac.g_00599
OG0001038	Prbg.g_01677	Prac.g_00598
OG0001039	Prbg.g_01678	Prac.g_00597
OG0001040	Prbg.g_01679	Prac.g_00596
OG0001041	Prbg.g_01680	Prac.g_00595
OG0001042	Prbg.g_01681	Prac.g_00594
OG0001043	Prbg.g_01682	Prac.g_00593
OG0001044	Prbg.g_01683	Prac.g_00592
OG0001045	Prbg.g_01684	Prac.g_00591
OG0001046	Prbg.g_01685	Prac.g_00590
OG0001047	Prbg.g_01688	Prac.g_00587
OG0001048	Prbg.g_01690	Prac.g_00585
OG0001049	Prbg.g_01691	Prac.g_00584
OG0001050	Prbg.g_01692	Prac.g_00583
OG0001051	Prbg.g_01693	Prac.g_00582
OG0001052	Prbg.g_01694	Prac.g_00581
OG0001053	Prbg.g_01696	Prac.g_00580
OG0001054	Prbg.g_01698	Prac.g_00578
OG0001055	Prbg.g_01699	Prac.g_00577
OG0001056	Prbg.g_01700	Prac.g_00576
OG0001057	Prbg.g_01701	Prac.g_00575
OG0001058	Prbg.g_01702	Prac.g_00574
OG0001059	Prbg.g_01703	Prac.g_00573
OG0001060	Prbg.g_01704	Prac.g_00572
OG0001061	Prbg.g_01705	Prac.g_00571
OG0001062	Prbg.g_01706	Prac.g_00570
OG0001063	Prbg.g_01707	Prac.g_00569
OG0001064	Prbg.g_01709	Prac.g_00471
OG0001065	Prbg.g_01713	Prac.g_00476
OG0001066	Prbg.g_01715	Prac.g_00477
OG0001067	Prbg.g_01716	Prac.g_00478
OG0001068	Prbg.g_01719	Prac.g_00480
OG0001069	Prbg.g_01720	Prac.g_00481
OG0001070	Prbg.g_01721	Prac.g_00482
OG0001071	Prbg.g_01722	Prac.g_00483
OG0001072	Prbg.g_01723	Prac.g_00484
OG0001073	Prbg.g_01724	Prac.g_00485
OG0001074	Prbg.g_01725	Prac.g_00486
OG0001075	Prbg.g_01726	Prac.g_00487
OG0001076	Prbg.g_01727	Prac.g_00488
OG0001077	Prbg.g_01728	Prac.g_00489
OG0001078	Prbg.g_01729	Prac.g_00490
OG0001079	Prbg.g_01730	Prac.g_00491
OG0001080	Prbg.g_01731	Prac.g_00492
OG0001081	Prbg.g_01735	Prac.g_00495
OG0001082	Prbg.g_01736	Prac.g_00496
OG0001083	Prbg.g_01739	Prac.g_00497
OG0001084	Prbg.g_01738	Prac.g_00499
OG0001085	Prbg.g_01737	Prac.g_00500
OG0001086	Prbg.g_01734	Prac.g_00501
OG0001087	Prbg.g_01733	Prac.g_00502
OG0001088	Prbg.g_01732	Prac.g_00503
OG0001089	Prbg.g_01742	Prac.g_00506
OG0001090	Prbg.g_01744	Prac.g_00508
OG0001091	Prbg.g_01745	Prac.g_00509
OG0001092	Prbg.g_01746	Prac.g_00510
OG0001093	Prbg.g_01747	Prac.g_00511
OG0001094	Prbg.g_01748	Prac.g_00512
OG0001095	Prbg.g_01749	Prac.g_00513
OG0001096	Prbg.g_01750	Prac.g_00514
OG0001097	Prbg.g_01751	Prac.g_00515
OG0001098	Prbg.g_01752	Prac.g_00516
OG0001099	Prbg.g_01753	Prac.g_00517
OG0001100	Prbg.g_01754	Prac.g_00518
OG0001101	Prbg.g_01755	Prac.g_00519
OG0001102	Prbg.g_01756	Prac.g_00520
OG0001103	Prbg.g_01757	Prac.g_00521
OG0001104	Prbg.g_01758	Prac.g_00522
OG0001105	Prbg.g_01759	Prac.g_00523
OG0001106	Prbg.g_01760	Prac.g_00524
OG0001107	Prbg.g_01761	Prac.g_00525
OG0001108	Prbg.g_01762	Prac.g_00526
OG0001109	Prbg.g_01763	Prac.g_00527
OG0001110	Prbg.g_01764	Prac.g_00528
OG0001111	Prbg.g_01765	Prac.g_00529
OG0001112	Prbg.g_01766	Prac.g_00530
OG0001113	Prbg.g_01767	Prac.g_00531
OG0001114	Prbg.g_01768	Prac.g_00532
