Orthogroup	Prbg	Prbk
OG0000550	Prbg.g_00347	Prbk.g_02618
OG0000551	Prbg.g_00349	Prbk.g_02621
OG0000552	Prbg.g_00350	Prbk.g_02623
OG0000553	Prbg.g_01427	Prbk.g_02624
OG0000554	Prbg.g_01426	Prbk.g_02626
OG0000555	Prbg.g_01425	Prbk.g_02627
OG0000556	Prbg.g_01424	Prbk.g_02628
OG0000557	Prbg.g_01423	Prbk.g_02629
OG0000558	Prbg.g_01422	Prbk.g_02631
OG0000559	Prbg.g_01421	Prbk.g_02632
OG0000560	Prbg.g_01419	Prbk.g_02634
OG0000561	Prbg.g_01418	Prbk.g_02635
OG0000562	Prbg.g_01416	Prbk.g_02637
OG0000563	Prbg.g_01415	Prbk.g_02638
OG0000564	Prbg.g_01414	Prbk.g_02639
OG0000565	Prbg.g_01413	Prbk.g_02647
OG0000566	Prbg.g_01412	Prbk.g_02648
OG0000567	Prbg.g_01411	Prbk.g_02649
OG0000568	Prbg.g_01410	Prbk.g_02650
OG0000569	Prbg.g_01409	Prbk.g_02651
OG0000570	Prbg.g_01408	Prbk.g_02654
OG0000571	Prbg.g_01407	Prbk.g_02655
OG0000572	Prbg.g_01406	Prbk.g_02656
OG0000573	Prbg.g_01403	Prbk.g_00738
OG0000574	Prbg.g_01402	Prbk.g_00729
OG0000575	Prbg.g_01401	Prbk.g_00728
OG0000576	Prbg.g_01400	Prbk.g_00727
OG0000577	Prbg.g_01399	Prbk.g_00726
OG0000578	Prbg.g_01398	Prbk.g_00725
OG0000579	Prbg.g_01397	Prbk.g_00723
OG0000580	Prbg.g_01396	Prbk.g_00720
OG0000581	Prbg.g_01395	Prbk.g_00719
OG0000582	Prbg.g_01394	Prbk.g_00718
OG0000583	Prbg.g_01393	Prbk.g_00717
OG0000584	Prbg.g_01391	Prbk.g_00715
OG0000585	Prbg.g_01390	Prbk.g_00714
OG0000586	Prbg.g_01388	Prbk.g_00712
OG0000587	Prbg.g_01387	Prbk.g_00711
OG0000588	Prbg.g_01111	Prbk.g_00708
OG0000589	Prbg.g_01112	Prbk.g_00706
OG0000590	Prbg.g_01114	Prbk.g_00478
OG0000591	Prbg.g_01120	Prbk.g_01361
OG0000592	Prbg.g_01121	Prbk.g_01767
OG0000593	Prbg.g_01122	Prbk.g_00672
OG0000594	Prbg.g_01125	Prbk.g_02509
OG0000595	Prbg.g_01126	Prbk.g_01925
OG0000596	Prbg.g_01127	Prbk.g_01805
OG0000597	Prbg.g_01129	Prbk.g_01827
OG0000598	Prbg.g_01130	Prbk.g_01821
OG0000599	Prbg.g_01131	Prbk.g_01817
OG0000600	Prbg.g_01132	Prbk.g_01816
OG0000601	Prbg.g_01135	Prbk.g_01802
OG0000602	Prbg.g_01136	Prbk.g_01801
OG0000603	Prbg.g_01137	Prbk.g_01800
OG0000604	Prbg.g_01140	Prbk.g_01760
OG0000605	Prbg.g_01141	Prbk.g_01761
OG0000606	Prbg.g_01142	Prbk.g_01764
OG0000607	Prbg.g_01144	Prbk.g_01766
OG0000608	Prbg.g_01146	Prbk.g_02429
OG0000609	Prbg.g_01939	Prbk.g_02262
OG0000610	Prbg.g_01070	Prbk.g_00169
OG0000611	Prbg.g_01152	Prbk.g_00617
OG0000612	Prbg.g_01153	Prbk.g_00616
OG0000613	Prbg.g_01374	Prbk.g_00615
OG0000614	Prbg.g_01373	Prbk.g_00614
OG0000615	Prbg.g_01371	Prbk.g_00613
OG0000616	Prbg.g_01370	Prbk.g_00612
OG0000617	Prbg.g_01369	Prbk.g_00611
OG0000618	Prbg.g_01368	Prbk.g_00610
OG0000619	Prbg.g_01367	Prbk.g_00608
OG0000620	Prbg.g_01366	Prbk.g_00607
OG0000621	Prbg.g_01365	Prbk.g_00606
OG0000622	Prbg.g_01364	Prbk.g_00605
OG0000623	Prbg.g_01363	Prbk.g_00604
OG0000624	Prbg.g_01361	Prbk.g_00603
OG0000625	Prbg.g_01360	Prbk.g_00602
OG0000626	Prbg.g_01359	Prbk.g_00601
OG0000627	Prbg.g_01358	Prbk.g_02376
OG0000628	Prbg.g_01357	Prbk.g_02375
OG0000629	Prbg.g_01356	Prbk.g_02372
OG0000630	Prbg.g_01355	Prbk.g_02371
OG0000631	Prbg.g_01353	Prbk.g_02368
OG0000632	Prbg.g_01352	Prbk.g_01780
OG0000633	Prbg.g_00006	Prbk.g_01872
OG0000634	Prbg.g_00461	Prbk.g_01863
OG0000635	Prbg.g_00366	Prbk.g_02332
OG0000636	Prbg.g_00365	Prbk.g_02333
OG0000637	Prbg.g_00364	Prbk.g_02334
OG0000638	Prbg.g_00114	Prbk.g_00865
OG0000639	Prbg.g_01254	Prbk.g_01455
OG0000640	Prbg.g_01258	Prbk.g_02367
OG0000641	Prbg.g_01260	Prbk.g_02362
OG0000642	Prbg.g_01261	Prbk.g_02361
OG0000643	Prbg.g_01262	Prbk.g_02360
OG0000644	Prbg.g_01375	Prbk.g_02462
OG0000645	Prbg.g_01154	Prbk.g_02463
OG0000646	Prbg.g_01155	Prbk.g_02464
OG0000647	Prbg.g_01156	Prbk.g_02465
OG0000648	Prbg.g_01158	Prbk.g_02467
OG0000649	Prbg.g_01159	Prbk.g_02468
OG0000650	Prbg.g_01160	Prbk.g_02469
OG0000651	Prbg.g_01161	Prbk.g_02470
OG0000652	Prbg.g_01162	Prbk.g_02471
OG0000653	Prbg.g_01163	Prbk.g_02472
OG0000654	Prbg.g_01165	Prbk.g_02474
OG0000655	Prbg.g_01167	Prbk.g_02476
OG0000656	Prbg.g_01168	Prbk.g_02477
OG0000657	Prbg.g_01169	Prbk.g_02478
OG0000658	Prbg.g_01170	Prbk.g_02479
OG0000659	Prbg.g_01171	Prbk.g_02480
OG0000660	Prbg.g_01172	Prbk.g_02481
OG0000661	Prbg.g_01173	Prbk.g_02483
OG0000662	Prbg.g_01175	Prbk.g_02486
OG0000663	Prbg.g_01176	Prbk.g_02487
OG0000664	Prbg.g_01177	Prbk.g_02488
OG0000665	Prbg.g_01178	Prbk.g_02489
OG0000666	Prbg.g_01179	Prbk.g_02490
OG0000667	Prbg.g_01180	Prbk.g_02491
OG0000668	Prbg.g_01181	Prbk.g_02492
OG0000669	Prbg.g_01183	Prbk.g_02494
OG0000670	Prbg.g_01184	Prbk.g_02495
OG0000671	Prbg.g_01185	Prbk.g_02496
OG0000672	Prbg.g_01186	Prbk.g_02497
OG0000673	Prbg.g_01187	Prbk.g_02498
OG0000674	Prbg.g_01188	Prbk.g_02499
OG0000675	Prbg.g_01190	Prbk.g_02526
OG0000676	Prbg.g_01191	Prbk.g_02527
OG0000677	Prbg.g_01194	Prbk.g_02530
OG0000678	Prbg.g_01196	Prbk.g_02532
OG0000679	Prbg.g_01198	Prbk.g_02534
OG0000680	Prbg.g_01199	Prbk.g_02535
OG0000681	Prbg.g_01200	Prbk.g_02536
OG0000682	Prbg.g_01201	Prbk.g_02537
OG0000683	Prbg.g_01203	Prbk.g_02539
OG0000684	Prbg.g_01204	Prbk.g_02540
OG0000685	Prbg.g_01205	Prbk.g_02541
OG0000686	Prbg.g_01206	Prbk.g_02542
OG0000687	Prbg.g_01207	Prbk.g_02543
OG0000688	Prbg.g_01208	Prbk.g_02544
OG0000689	Prbg.g_01209	Prbk.g_02546
OG0000690	Prbg.g_01210	Prbk.g_02547
OG0000691	Prbg.g_01211	Prbk.g_02548
OG0000692	Prbg.g_01215	Prbk.g_02559
OG0000693	Prbg.g_01216	Prbk.g_02560
OG0000694	Prbg.g_01217	Prbk.g_02563
OG0000695	Prbg.g_01218	Prbk.g_02567
OG0000696	Prbg.g_01219	Prbk.g_02568
OG0000697	Prbg.g_01221	Prbk.g_02570
OG0000698	Prbg.g_01225	Prbk.g_02379
OG0000699	Prbg.g_01226	Prbk.g_00598
OG0000700	Prbg.g_01062	Prbk.g_00582
OG0000701	Prbg.g_01067	Prbk.g_00193
OG0000702	Prbg.g_01073	Prbk.g_02580
OG0000703	Prbg.g_01075	Prbk.g_02389
OG0000704	Prbg.g_01076	Prbk.g_01662
OG0000705	Prbg.g_01078	Prbk.g_02390
OG0000706	Prbg.g_01079	Prbk.g_02391
OG0000707	Prbg.g_01081	Prbk.g_02393
OG0000708	Prbg.g_01082	Prbk.g_02394
OG0000709	Prbg.g_01084	Prbk.g_02396
OG0000710	Prbg.g_01085	Prbk.g_02397
OG0000711	Prbg.g_01086	Prbk.g_02398
OG0000712	Prbg.g_01087	Prbk.g_02399
OG0000713	Prbg.g_01088	Prbk.g_02400
OG0000714	Prbg.g_01090	Prbk.g_02408
OG0000715	Prbg.g_01091	Prbk.g_02410
OG0000716	Prbg.g_01093	Prbk.g_02415
OG0000717	Prbg.g_01094	Prbk.g_02417
OG0000718	Prbg.g_01095	Prbk.g_02420
OG0000719	Prbg.g_01097	Prbk.g_02435
OG0000720	Prbg.g_01098	Prbk.g_02436
OG0000721	Prbg.g_01101	Prbk.g_02438
OG0000722	Prbg.g_01102	Prbk.g_02439
OG0000723	Prbg.g_01103	Prbk.g_02440
OG0000724	Prbg.g_01105	Prbk.g_02453
OG0000725	Prbg.g_01106	Prbk.g_02452
OG0000726	Prbg.g_01107	Prbk.g_02451
OG0000727	Prbg.g_01108	Prbk.g_02450
OG0000728	Prbg.g_01109	Prbk.g_02449
OG0000729	Prbg.g_01110	Prbk.g_02447
OG0000730	Prbg.g_01385	Prbk.g_02444
OG0000731	Prbg.g_01383	Prbk.g_02455
OG0000732	Prbg.g_01382	Prbk.g_02456
OG0000733	Prbg.g_01381	Prbk.g_02457
OG0000734	Prbg.g_01380	Prbk.g_02458
OG0000735	Prbg.g_01378	Prbk.g_02459
OG0000736	Prbg.g_01377	Prbk.g_02460
OG0000737	Prbg.g_01376	Prbk.g_02461
OG0000738	Prbg.g_01263	Prbk.g_02359
OG0000739	Prbg.g_01264	Prbk.g_02358
OG0000740	Prbg.g_01265	Prbk.g_02357
OG0000741	Prbg.g_01266	Prbk.g_02355
OG0000742	Prbg.g_01268	Prbk.g_02353
OG0000743	Prbg.g_01269	Prbk.g_02352
OG0000744	Prbg.g_01270	Prbk.g_02350
OG0000745	Prbg.g_01271	Prbk.g_02349
OG0000746	Prbg.g_01272	Prbk.g_02348
OG0000747	Prbg.g_01273	Prbk.g_01698
OG0000748	Prbg.g_01274	Prbk.g_02340
OG0000749	Prbg.g_01275	Prbk.g_02339
OG0000750	Prbg.g_01277	Prbk.g_02337
OG0000751	Prbg.g_01278	Prbk.g_02336
OG0000752	Prbg.g_01337	Prbk.g_02189
OG0000753	Prbg.g_01280	Prbk.g_02331
OG0000754	Prbg.g_01281	Prbk.g_02330
OG0000755	Prbg.g_01282	Prbk.g_02329
OG0000756	Prbg.g_01284	Prbk.g_02327
OG0000757	Prbg.g_01285	Prbk.g_02326
OG0000758	Prbg.g_01286	Prbk.g_02325
OG0000759	Prbg.g_01288	Prbk.g_02320
OG0000760	Prbg.g_01289	Prbk.g_02319
OG0000761	Prbg.g_01290	Prbk.g_02317
OG0000762	Prbg.g_01292	Prbk.g_02315
OG0000763	Prbg.g_01293	Prbk.g_02313
OG0000764	Prbg.g_01294	Prbk.g_02311
OG0000765	Prbg.g_01295	Prbk.g_02310
OG0000766	Prbg.g_01296	Prbk.g_02309
OG0000767	Prbg.g_01298	Prbk.g_02307
OG0000768	Prbg.g_01299	Prbk.g_02306
OG0000769	Prbg.g_01300	Prbk.g_02305
OG0000770	Prbg.g_01301	Prbk.g_02304
OG0000771	Prbg.g_01302	Prbk.g_02303
OG0000772	Prbg.g_01552	Prbk.g_01728
OG0000773	Prbg.g_01304	Prbk.g_02301
OG0000774	Prbg.g_01305	Prbk.g_02299
OG0000775	Prbg.g_01306	Prbk.g_02297
OG0000776	Prbg.g_01309	Prbk.g_02293
OG0000777	Prbg.g_01310	Prbk.g_02292
OG0000778	Prbg.g_01311	Prbk.g_00562
OG0000779	Prbg.g_01312	Prbk.g_00566
OG0000780	Prbg.g_01314	Prbk.g_00568
OG0000781	Prbg.g_01316	Prbk.g_00572
OG0000782	Prbg.g_01317	Prbk.g_00573
OG0000783	Prbg.g_01321	Prbk.g_00578
OG0000784	Prbg.g_01323	Prbk.g_00580
OG0000785	Prbg.g_01324	Prbk.g_00581
OG0000786	Prbg.g_01325	Prbk.g_00583
OG0000787	Prbg.g_01326	Prbk.g_00584
OG0000788	Prbg.g_01332	Prbk.g_00590
OG0000789	Prbg.g_01335	Prbk.g_00593
OG0000790	Prbg.g_01336	Prbk.g_02190
OG0000791	Prbg.g_01339	Prbk.g_00594
OG0000792	Prbg.g_01340	Prbk.g_00595
OG0000793	Prbg.g_01341	Prbk.g_00596
OG0000794	Prbg.g_01344	Prbk.g_00599
OG0000795	Prbg.g_01245	Prbk.g_00068
OG0000796	Prbg.g_01244	Prbk.g_00067
OG0000797	Prbg.g_01242	Prbk.g_00064
OG0000798	Prbg.g_01241	Prbk.g_00063
OG0000799	Prbg.g_01240	Prbk.g_00062
OG0000800	Prbg.g_01239	Prbk.g_00061
OG0000801	Prbg.g_01236	Prbk.g_00058
OG0000802	Prbg.g_01235	Prbk.g_00057
OG0000803	Prbg.g_01233	Prbk.g_00054
OG0000804	Prbg.g_01232	Prbk.g_00053
OG0000805	Prbg.g_01231	Prbk.g_00052
OG0000806	Prbg.g_01229	Prbk.g_00051
OG0000807	Prbg.g_00141	Prbk.g_00627
OG0000808	Prbg.g_00022	Prbk.g_02595
OG0000809	Prbg.g_01534	Prbk.g_02022
OG0000810	Prbg.g_00361	Prbk.g_01700
OG0000811	Prbg.g_00455	Prbk.g_01531
OG0000812	Prbg.g_01528	Prbk.g_00869
OG0000813	Prbg.g_00123	Prbk.g_00879
OG0000814	Prbg.g_01555	Prbk.g_01234
OG0000815	Prbg.g_00528	Prbk.g_02613
OG0000816	Prbg.g_00750	Prbk.g_02202
OG0000817	Prbg.g_00751	Prbk.g_02196
OG0000818	Prbg.g_00011	Prbk.g_01456
OG0000819	Prbg.g_01508	Prbk.g_01227
OG0000820	Prbg.g_01502	Prbk.g_00004
OG0000821	Prbg.g_01500	Prbk.g_01037
OG0000822	Prbg.g_01499	Prbk.g_01036
OG0000823	Prbg.g_01498	Prbk.g_01035
OG0000824	Prbg.g_01497	Prbk.g_01034
OG0000825	Prbg.g_01496	Prbk.g_01032
OG0000826	Prbg.g_01495	Prbk.g_01031
OG0000827	Prbg.g_01494	Prbk.g_01028
OG0000828	Prbg.g_01493	Prbk.g_01026
OG0000829	Prbg.g_01492	Prbk.g_01025
OG0000830	Prbg.g_01490	Prbk.g_01022
OG0000831	Prbg.g_01487	Prbk.g_01020
OG0000832	Prbg.g_01485	Prbk.g_01018
OG0000833	Prbg.g_01484	Prbk.g_01017
OG0000834	Prbg.g_01483	Prbk.g_00141
OG0000835	Prbg.g_01482	Prbk.g_00142
OG0000836	Prbg.g_01481	Prbk.g_00143
OG0000837	Prbg.g_01478	Prbk.g_00153
OG0000838	Prbg.g_01477	Prbk.g_00155
OG0000839	Prbg.g_01476	Prbk.g_00156
OG0000840	Prbg.g_01475	Prbk.g_00157
OG0000841	Prbg.g_01474	Prbk.g_00158
OG0000842	Prbg.g_01472	Prbk.g_00106
OG0000843	Prbg.g_01471	Prbk.g_00105
OG0000844	Prbg.g_01470	Prbk.g_00104
OG0000845	Prbg.g_01469	Prbk.g_00103
OG0000846	Prbg.g_01467	Prbk.g_00100
OG0000847	Prbg.g_01465	Prbk.g_00099
OG0000848	Prbg.g_01464	Prbk.g_01501
OG0000849	Prbg.g_01461	Prbk.g_01498
OG0000850	Prbg.g_01460	Prbk.g_01497
OG0000851	Prbg.g_01458	Prbk.g_00139
OG0000852	Prbg.g_01456	Prbk.g_00137
OG0000853	Prbg.g_01454	Prbk.g_00135
OG0000854	Prbg.g_01452	Prbk.g_00133
OG0000855	Prbg.g_01451	Prbk.g_00132
OG0000856	Prbg.g_01450	Prbk.g_00131
OG0000857	Prbg.g_01449	Prbk.g_00130
OG0000858	Prbg.g_01448	Prbk.g_00129
OG0000859	Prbg.g_01447	Prbk.g_00128
OG0000860	Prbg.g_01446	Prbk.g_00127
OG0000861	Prbg.g_01445	Prbk.g_01503
OG0000862	Prbg.g_01444	Prbk.g_01504
OG0000863	Prbg.g_01443	Prbk.g_01505
OG0000864	Prbg.g_01442	Prbk.g_01506
OG0000865	Prbg.g_01441	Prbk.g_01508
OG0000866	Prbg.g_01440	Prbk.g_00189
OG0000867	Prbg.g_01439	Prbk.g_00188
OG0000868	Prbg.g_01438	Prbk.g_00186
OG0000869	Prbg.g_01436	Prbk.g_00183
OG0000870	Prbg.g_01435	Prbk.g_00182
OG0000871	Prbg.g_01434	Prbk.g_00178
OG0000872	Prbg.g_01433	Prbk.g_00177
OG0000873	Prbg.g_01431	Prbk.g_00175
OG0000874	Prbg.g_01430	Prbk.g_00174
OG0000875	Prbg.g_01429	Prbk.g_00097
OG0000876	Prbg.g_01428	Prbk.g_00098
OG0000877	Prbg.g_00351	Prbk.g_00122
OG0000878	Prbg.g_01576	Prbk.g_02011
OG0000879	Prbg.g_00466	Prbk.g_00164
OG0000880	Prbg.g_00467	Prbk.g_00163
OG0000881	Prbg.g_00468	Prbk.g_00162
OG0000882	Prbg.g_00469	Prbk.g_01194
OG0000883	Prbg.g_00470	Prbk.g_01192
OG0000884	Prbg.g_00472	Prbk.g_01190
OG0000885	Prbg.g_00473	Prbk.g_01189
OG0000886	Prbg.g_00474	Prbk.g_01188
OG0000887	Prbg.g_00475	Prbk.g_01187
OG0000888	Prbg.g_00476	Prbk.g_01186
OG0000889	Prbg.g_00479	Prbk.g_01182
OG0000890	Prbg.g_00480	Prbk.g_01179
OG0000891	Prbg.g_00481	Prbk.g_01178
OG0000892	Prbg.g_00484	Prbk.g_01175
OG0000893	Prbg.g_00485	Prbk.g_01174
OG0000894	Prbg.g_00486	Prbk.g_01173
OG0000895	Prbg.g_00487	Prbk.g_01172
OG0000896	Prbg.g_00488	Prbk.g_01171
OG0000897	Prbg.g_00489	Prbk.g_01170
OG0000898	Prbg.g_00492	Prbk.g_01167
OG0000899	Prbg.g_00493	Prbk.g_01166
OG0000900	Prbg.g_00505	Prbk.g_01199
OG0000901	Prbg.g_00501	Prbk.g_02120
OG0000902	Prbg.g_00218	Prbk.g_00334
OG0000903	Prbg.g_01551	Prbk.g_02564
OG0000904	Prbg.g_00690	Prbk.g_01691
OG0000905	Prbg.g_01529	Prbk.g_00055
OG0000906	Prbg.g_01511	Prbk.g_00629
OG0000907	Prbg.g_01223	Prbk.g_02578
OG0000908	Prbg.g_01548	Prbk.g_00923
OG0000909	Prbg.g_00531	Prbk.g_02051
OG0000910	Prbg.g_00532	Prbk.g_02050
OG0000911	Prbg.g_00533	Prbk.g_02049
OG0000912	Prbg.g_00534	Prbk.g_02048
OG0000913	Prbg.g_00535	Prbk.g_02047
OG0000914	Prbg.g_00536	Prbk.g_02046
OG0000915	Prbg.g_00537	Prbk.g_02045
OG0000916	Prbg.g_00538	Prbk.g_02044
OG0000917	Prbg.g_00539	Prbk.g_02042
OG0000918	Prbg.g_00540	Prbk.g_02041
OG0000919	Prbg.g_00541	Prbk.g_02040
OG0000920	Prbg.g_00542	Prbk.g_02039
OG0000921	Prbg.g_00543	Prbk.g_02038
OG0000922	Prbg.g_00544	Prbk.g_02037
OG0000923	Prbg.g_00545	Prbk.g_02036
OG0000924	Prbg.g_00546	Prbk.g_02035
OG0000925	Prbg.g_00547	Prbk.g_02034
OG0000926	Prbg.g_01829	Prbk.g_00526
OG0000927	Prbg.g_00574	Prbk.g_01929
OG0000928	Prbg.g_00575	Prbk.g_01930
OG0000929	Prbg.g_00576	Prbk.g_01931
OG0000930	Prbg.g_00577	Prbk.g_01937
OG0000931	Prbg.g_00578	Prbk.g_01938
OG0000932	Prbg.g_00580	Prbk.g_00244
OG0000933	Prbg.g_00581	Prbk.g_00246
OG0000934	Prbg.g_00582	Prbk.g_00247
OG0000935	Prbg.g_00583	Prbk.g_00248
OG0000936	Prbg.g_00584	Prbk.g_00249
OG0000937	Prbg.g_00585	Prbk.g_00250
OG0000938	Prbg.g_00586	Prbk.g_00252
OG0000939	Prbg.g_00587	Prbk.g_00253
OG0000940	Prbg.g_00588	Prbk.g_00255
OG0000941	Prbg.g_00589	Prbk.g_00257
OG0000942	Prbg.g_00590	Prbk.g_00258
OG0000943	Prbg.g_00593	Prbk.g_00261
OG0000944	Prbg.g_00594	Prbk.g_00270
OG0000945	Prbg.g_00595	Prbk.g_00271
OG0000946	Prbg.g_00596	Prbk.g_00272
OG0000947	Prbg.g_00597	Prbk.g_00273
OG0000948	Prbg.g_00598	Prbk.g_00274
OG0000949	Prbg.g_00599	Prbk.g_00275
OG0000950	Prbg.g_00600	Prbk.g_00276
OG0000951	Prbg.g_00601	Prbk.g_00277
OG0000952	Prbg.g_00602	Prbk.g_00278
OG0000953	Prbg.g_00603	Prbk.g_00279
OG0000954	Prbg.g_00604	Prbk.g_00280
OG0000955	Prbg.g_00605	Prbk.g_00281
OG0000956	Prbg.g_00606	Prbk.g_00282
OG0000957	Prbg.g_00607	Prbk.g_00283
OG0000958	Prbg.g_00608	Prbk.g_01237
OG0000959	Prbg.g_00609	Prbk.g_01236
OG0000960	Prbg.g_00610	Prbk.g_01235
OG0000961	Prbg.g_00614	Prbk.g_01228
OG0000962	Prbg.g_00615	Prbk.g_01226
OG0000963	Prbg.g_00616	Prbk.g_01225
OG0000964	Prbg.g_00618	Prbk.g_01222
OG0000965	Prbg.g_00619	Prbk.g_01221
OG0000966	Prbg.g_00620	Prbk.g_01220
OG0000967	Prbg.g_00621	Prbk.g_01219
OG0000968	Prbg.g_00622	Prbk.g_01218
OG0000969	Prbg.g_00623	Prbk.g_01217
OG0000970	Prbg.g_00624	Prbk.g_01216
OG0000971	Prbg.g_00625	Prbk.g_01215
OG0000972	Prbg.g_00626	Prbk.g_01214
OG0000973	Prbg.g_00627	Prbk.g_01213
OG0000974	Prbg.g_00629	Prbk.g_01211
OG0000975	Prbg.g_00635	Prbk.g_01654
OG0000976	Prbg.g_00637	Prbk.g_02016
OG0000977	Prbg.g_00639	Prbk.g_02006
OG0000978	Prbg.g_00641	Prbk.g_02004
OG0000979	Prbg.g_00643	Prbk.g_02002
OG0000980	Prbg.g_00644	Prbk.g_02001
OG0000981	Prbg.g_00645	Prbk.g_02596
OG0000982	Prbg.g_00646	Prbk.g_02000
OG0000983	Prbg.g_00648	Prbk.g_01998
OG0000984	Prbg.g_00649	Prbk.g_01997
OG0000985	Prbg.g_00650	Prbk.g_01996
OG0000986	Prbg.g_00651	Prbk.g_01994
OG0000987	Prbg.g_00652	Prbk.g_01993
OG0000988	Prbg.g_00653	Prbk.g_01991
OG0000989	Prbg.g_00654	Prbk.g_01990
OG0000990	Prbg.g_00655	Prbk.g_01989
OG0000991	Prbg.g_00656	Prbk.g_01988
OG0000992	Prbg.g_00657	Prbk.g_01987
OG0000993	Prbg.g_00658	Prbk.g_01986
OG0000994	Prbg.g_00659	Prbk.g_01985
OG0000995	Prbg.g_00660	Prbk.g_01983
OG0000996	Prbg.g_00661	Prbk.g_01982
OG0000997	Prbg.g_00662	Prbk.g_01981
OG0000998	Prbg.g_00663	Prbk.g_01980
OG0000999	Prbg.g_00664	Prbk.g_01979
OG0001000	Prbg.g_00665	Prbk.g_01978
OG0001001	Prbg.g_00667	Prbk.g_01977
OG0001002	Prbg.g_00668	Prbk.g_00937
OG0001003	Prbg.g_00669	Prbk.g_00936
OG0001004	Prbg.g_00670	Prbk.g_01360
OG0001005	Prbg.g_00673	Prbk.g_00934
OG0001006	Prbg.g_00674	Prbk.g_00933
OG0001007	Prbg.g_00675	Prbk.g_00932
OG0001008	Prbg.g_00677	Prbk.g_00930
OG0001009	Prbg.g_00678	Prbk.g_00929
OG0001010	Prbg.g_01593	Prbk.g_02593
OG0001011	Prbg.g_00348	Prbk.g_02619
OG0001012	Prbg.g_01174	Prbk.g_02485
OG0001013	Prbg.g_01643	Prbk.g_00918
OG0001014	Prbg.g_01644	Prbk.g_00917
OG0001015	Prbg.g_01651	Prbk.g_00906
OG0001016	Prbg.g_01652	Prbk.g_00905
OG0001017	Prbg.g_01653	Prbk.g_00904
OG0001018	Prbg.g_01654	Prbk.g_00902
OG0001019	Prbg.g_01656	Prbk.g_01451
OG0001020	Prbg.g_01657	Prbk.g_01450
OG0001021	Prbg.g_01658	Prbk.g_01449
OG0001022	Prbg.g_01659	Prbk.g_01448
OG0001023	Prbg.g_01660	Prbk.g_01447
OG0001024	Prbg.g_01662	Prbk.g_01445
OG0001025	Prbg.g_01663	Prbk.g_01444
OG0001026	Prbg.g_01664	Prbk.g_01443
OG0001027	Prbg.g_01665	Prbk.g_01442
OG0001028	Prbg.g_01666	Prbk.g_01441
OG0001029	Prbg.g_01667	Prbk.g_01440
OG0001030	Prbg.g_01668	Prbk.g_01439
OG0001031	Prbg.g_01669	Prbk.g_01438
OG0001032	Prbg.g_01670	Prbk.g_01437
OG0001033	Prbg.g_01671	Prbk.g_01436
OG0001034	Prbg.g_01672	Prbk.g_01434
OG0001035	Prbg.g_01674	Prbk.g_01432
OG0001036	Prbg.g_01675	Prbk.g_01431
OG0001037	Prbg.g_01676	Prbk.g_01429
OG0001038	Prbg.g_01677	Prbk.g_01428
OG0001039	Prbg.g_01678	Prbk.g_01427
OG0001040	Prbg.g_01679	Prbk.g_01426
OG0001041	Prbg.g_01680	Prbk.g_01425
OG0001042	Prbg.g_01681	Prbk.g_01423
OG0001043	Prbg.g_01682	Prbk.g_01422
OG0001044	Prbg.g_01683	Prbk.g_01421
OG0001045	Prbg.g_01684	Prbk.g_01420
OG0001046	Prbg.g_01685	Prbk.g_01419
OG0001047	Prbg.g_01688	Prbk.g_01415
OG0001048	Prbg.g_01690	Prbk.g_01413
OG0001049	Prbg.g_01691	Prbk.g_01412
OG0001050	Prbg.g_01692	Prbk.g_01411
OG0001051	Prbg.g_01693	Prbk.g_01410
OG0001052	Prbg.g_01694	Prbk.g_01409
OG0001053	Prbg.g_01696	Prbk.g_01407
OG0001054	Prbg.g_01698	Prbk.g_01405
OG0001055	Prbg.g_01699	Prbk.g_01404
OG0001056	Prbg.g_01700	Prbk.g_01403
OG0001057	Prbg.g_01701	Prbk.g_01402
OG0001058	Prbg.g_01702	Prbk.g_01401
OG0001059	Prbg.g_01703	Prbk.g_01400
OG0001060	Prbg.g_01704	Prbk.g_01399
OG0001061	Prbg.g_01705	Prbk.g_01398
OG0001062	Prbg.g_01706	Prbk.g_01384
OG0001063	Prbg.g_01707	Prbk.g_01383
OG0001064	Prbg.g_01709	Prbk.g_01381
OG0001065	Prbg.g_01713	Prbk.g_01901
OG0001066	Prbg.g_01715	Prbk.g_01904
OG0001067	Prbg.g_01716	Prbk.g_01905
OG0001068	Prbg.g_01719	Prbk.g_01909
OG0001069	Prbg.g_01720	Prbk.g_01910
OG0001070	Prbg.g_01721	Prbk.g_01911
OG0001071	Prbg.g_01722	Prbk.g_01912
OG0001072	Prbg.g_01723	Prbk.g_01913
OG0001073	Prbg.g_01724	Prbk.g_01914
OG0001074	Prbg.g_01725	Prbk.g_01915
OG0001075	Prbg.g_01726	Prbk.g_01916
OG0001076	Prbg.g_01727	Prbk.g_01917
OG0001077	Prbg.g_01728	Prbk.g_01918
OG0001078	Prbg.g_01729	Prbk.g_01920
OG0001079	Prbg.g_01730	Prbk.g_01921
OG0001080	Prbg.g_01731	Prbk.g_01922
OG0001081	Prbg.g_01735	Prbk.g_00990
OG0001082	Prbg.g_01736	Prbk.g_00991
OG0001083	Prbg.g_01739	Prbk.g_00995
OG0001084	Prbg.g_01738	Prbk.g_00993
OG0001085	Prbg.g_01737	Prbk.g_00992
OG0001086	Prbg.g_01734	Prbk.g_00996
