Orthogroup	Prbg	Prav
OG0000563	Prbg.g_01415	Prav.g_01239
OG0000564	Prbg.g_01414	Prav.g_01240
OG0000565	Prbg.g_01413	Prav.g_01241
OG0000566	Prbg.g_01412	Prav.g_01242
OG0000567	Prbg.g_01411	Prav.g_01243
OG0000568	Prbg.g_01410	Prav.g_01244
OG0000569	Prbg.g_01409	Prav.g_01245
OG0000570	Prbg.g_01408	Prav.g_01246
OG0000571	Prbg.g_01407	Prav.g_01247
OG0000572	Prbg.g_01406	Prav.g_01248
OG0000573	Prbg.g_01403	Prav.g_01251
OG0000574	Prbg.g_01402	Prav.g_01252
OG0000575	Prbg.g_01401	Prav.g_01253
OG0000576	Prbg.g_01400	Prav.g_01254
OG0000577	Prbg.g_01399	Prav.g_01255
OG0000578	Prbg.g_01398	Prav.g_01256
OG0000579	Prbg.g_01397	Prav.g_01257
OG0000580	Prbg.g_01396	Prav.g_01258
OG0000581	Prbg.g_01395	Prav.g_01259
OG0000582	Prbg.g_01394	Prav.g_01260
OG0000583	Prbg.g_01393	Prav.g_01261
OG0000584	Prbg.g_01391	Prav.g_01262
OG0000585	Prbg.g_01390	Prav.g_01263
OG0000586	Prbg.g_01388	Prav.g_01265
OG0000587	Prbg.g_01387	Prav.g_01266
OG0000588	Prbg.g_01111	Prav.g_01268
OG0000589	Prbg.g_01112	Prav.g_01269
OG0000590	Prbg.g_01114	Prav.g_01271
OG0000591	Prbg.g_01120	Prav.g_01277
OG0000592	Prbg.g_01121	Prav.g_01278
OG0000593	Prbg.g_01122	Prav.g_01279
OG0000594	Prbg.g_01125	Prav.g_01281
OG0000595	Prbg.g_01126	Prav.g_01282
OG0000596	Prbg.g_01127	Prav.g_01283
OG0000597	Prbg.g_01129	Prav.g_01285
OG0000598	Prbg.g_01130	Prav.g_01286
OG0000599	Prbg.g_01131	Prav.g_01287
OG0000600	Prbg.g_01132	Prav.g_01288
OG0000601	Prbg.g_01135	Prav.g_01290
OG0000602	Prbg.g_01136	Prav.g_01291
OG0000603	Prbg.g_01137	Prav.g_01292
OG0000604	Prbg.g_01140	Prav.g_01293
OG0000605	Prbg.g_01141	Prav.g_01294
OG0000606	Prbg.g_01142	Prav.g_01295
OG0000607	Prbg.g_01144	Prav.g_01297
OG0000608	Prbg.g_01146	Prav.g_01298
OG0000609	Prbg.g_01939	Prav.g_01312
OG0000610	Prbg.g_01070	Prav.g_01313
OG0000611	Prbg.g_01152	Prav.g_00307
OG0000612	Prbg.g_01153	Prav.g_00308
OG0000613	Prbg.g_01374	Prav.g_00309
OG0000614	Prbg.g_01373	Prav.g_00310
OG0000615	Prbg.g_01371	Prav.g_00312
OG0000616	Prbg.g_01370	Prav.g_00313
OG0000617	Prbg.g_01369	Prav.g_00314
OG0000618	Prbg.g_01368	Prav.g_00315
OG0000619	Prbg.g_01367	Prav.g_00316
OG0000620	Prbg.g_01366	Prav.g_00317
OG0000621	Prbg.g_01365	Prav.g_00318
OG0000622	Prbg.g_01364	Prav.g_00319
OG0000623	Prbg.g_01363	Prav.g_00320
OG0000624	Prbg.g_01361	Prav.g_00321
OG0000625	Prbg.g_01360	Prav.g_00322
OG0000626	Prbg.g_01359	Prav.g_00323
OG0000627	Prbg.g_01358	Prav.g_00324
OG0000628	Prbg.g_01357	Prav.g_00325
OG0000629	Prbg.g_01356	Prav.g_00326
OG0000630	Prbg.g_01355	Prav.g_00327
OG0000631	Prbg.g_01353	Prav.g_00329
OG0000632	Prbg.g_01352	Prav.g_00343
OG0000633	Prbg.g_00006	Prav.g_00346
OG0000634	Prbg.g_00461	Prav.g_00362
OG0000635	Prbg.g_00366	Prav.g_00364
OG0000636	Prbg.g_00365	Prav.g_00365
OG0000637	Prbg.g_00364	Prav.g_00366
OG0000638	Prbg.g_00114	Prav.g_00373
OG0000639	Prbg.g_01254	Prav.g_00383
OG0000640	Prbg.g_01258	Prav.g_00385
OG0000641	Prbg.g_01260	Prav.g_00388
OG0000642	Prbg.g_01261	Prav.g_00389
OG0000643	Prbg.g_01262	Prav.g_00390
OG0000644	Prbg.g_01375	Prav.g_00391
OG0000645	Prbg.g_01154	Prav.g_00392
OG0000646	Prbg.g_01155	Prav.g_00393
OG0000647	Prbg.g_01156	Prav.g_00394
OG0000648	Prbg.g_01158	Prav.g_00396
OG0000649	Prbg.g_01159	Prav.g_00397
OG0000650	Prbg.g_01160	Prav.g_00398
OG0000651	Prbg.g_01161	Prav.g_00399
OG0000652	Prbg.g_01162	Prav.g_00400
OG0000653	Prbg.g_01163	Prav.g_00401
OG0000654	Prbg.g_01165	Prav.g_00403
OG0000655	Prbg.g_01167	Prav.g_00405
OG0000656	Prbg.g_01168	Prav.g_00406
OG0000657	Prbg.g_01169	Prav.g_00407
OG0000658	Prbg.g_01170	Prav.g_00408
OG0000659	Prbg.g_01171	Prav.g_00409
OG0000660	Prbg.g_01172	Prav.g_00410
OG0000661	Prbg.g_01173	Prav.g_00411
OG0000662	Prbg.g_01175	Prav.g_00412
OG0000663	Prbg.g_01176	Prav.g_00413
OG0000664	Prbg.g_01177	Prav.g_00414
OG0000665	Prbg.g_01178	Prav.g_00415
OG0000666	Prbg.g_01179	Prav.g_00416
OG0000667	Prbg.g_01180	Prav.g_00417
OG0000668	Prbg.g_01181	Prav.g_00418
OG0000669	Prbg.g_01183	Prav.g_00420
OG0000670	Prbg.g_01184	Prav.g_00421
OG0000671	Prbg.g_01185	Prav.g_00422
OG0000672	Prbg.g_01186	Prav.g_00423
OG0000673	Prbg.g_01187	Prav.g_00424
OG0000674	Prbg.g_01188	Prav.g_00425
OG0000675	Prbg.g_01190	Prav.g_00427
OG0000676	Prbg.g_01191	Prav.g_00428
OG0000677	Prbg.g_01194	Prav.g_00430
OG0000678	Prbg.g_01196	Prav.g_00432
OG0000679	Prbg.g_01198	Prav.g_00433
OG0000680	Prbg.g_01199	Prav.g_00434
OG0000681	Prbg.g_01200	Prav.g_00435
OG0000682	Prbg.g_01201	Prav.g_00436
OG0000683	Prbg.g_01203	Prav.g_00438
OG0000684	Prbg.g_01204	Prav.g_00439
OG0000685	Prbg.g_01205	Prav.g_00440
OG0000686	Prbg.g_01206	Prav.g_00441
OG0000687	Prbg.g_01207	Prav.g_00442
OG0000688	Prbg.g_01208	Prav.g_00443
OG0000689	Prbg.g_01209	Prav.g_00444
OG0000690	Prbg.g_01210	Prav.g_00445
OG0000691	Prbg.g_01211	Prav.g_00446
OG0000692	Prbg.g_01215	Prav.g_00448
OG0000693	Prbg.g_01216	Prav.g_00449
OG0000694	Prbg.g_01217	Prav.g_00450
OG0000695	Prbg.g_01218	Prav.g_00451
OG0000696	Prbg.g_01219	Prav.g_00452
OG0000697	Prbg.g_01221	Prav.g_00454
OG0000698	Prbg.g_01225	Prav.g_00456
OG0000699	Prbg.g_01226	Prav.g_00457
OG0000700	Prbg.g_01062	Prav.g_00483
OG0000701	Prbg.g_01067	Prav.g_00487
OG0000702	Prbg.g_01073	Prav.g_00490
OG0000703	Prbg.g_01075	Prav.g_00491
OG0000704	Prbg.g_01076	Prav.g_00492
OG0000705	Prbg.g_01078	Prav.g_00493
OG0000706	Prbg.g_01079	Prav.g_00494
OG0000707	Prbg.g_01081	Prav.g_00496
OG0000708	Prbg.g_01082	Prav.g_00497
OG0000709	Prbg.g_01084	Prav.g_00499
OG0000710	Prbg.g_01085	Prav.g_00500
OG0000711	Prbg.g_01086	Prav.g_00501
OG0000712	Prbg.g_01087	Prav.g_00502
OG0000713	Prbg.g_01088	Prav.g_00503
OG0000714	Prbg.g_01090	Prav.g_00505
OG0000715	Prbg.g_01091	Prav.g_00506
OG0000716	Prbg.g_01093	Prav.g_00508
OG0000717	Prbg.g_01094	Prav.g_00509
OG0000718	Prbg.g_01095	Prav.g_00510
OG0000719	Prbg.g_01097	Prav.g_00512
OG0000720	Prbg.g_01098	Prav.g_00513
OG0000721	Prbg.g_01101	Prav.g_00515
OG0000722	Prbg.g_01102	Prav.g_00516
OG0000723	Prbg.g_01103	Prav.g_00517
OG0000724	Prbg.g_01105	Prav.g_00519
OG0000725	Prbg.g_01106	Prav.g_00520
OG0000726	Prbg.g_01107	Prav.g_00521
OG0000727	Prbg.g_01108	Prav.g_00522
OG0000728	Prbg.g_01109	Prav.g_00523
OG0000729	Prbg.g_01110	Prav.g_00524
OG0000730	Prbg.g_01385	Prav.g_00525
OG0000731	Prbg.g_01383	Prav.g_00526
OG0000732	Prbg.g_01382	Prav.g_00527
OG0000733	Prbg.g_01381	Prav.g_00528
OG0000734	Prbg.g_01380	Prav.g_00529
OG0000735	Prbg.g_01378	Prav.g_00530
OG0000736	Prbg.g_01377	Prav.g_00531
OG0000737	Prbg.g_01376	Prav.g_00532
OG0000738	Prbg.g_01263	Prav.g_00533
OG0000739	Prbg.g_01264	Prav.g_00534
OG0000740	Prbg.g_01265	Prav.g_00535
OG0000741	Prbg.g_01266	Prav.g_00536
OG0000742	Prbg.g_01268	Prav.g_00538
OG0000743	Prbg.g_01269	Prav.g_00539
OG0000744	Prbg.g_01270	Prav.g_00540
OG0000745	Prbg.g_01271	Prav.g_00541
OG0000746	Prbg.g_01272	Prav.g_00542
OG0000747	Prbg.g_01273	Prav.g_00543
OG0000748	Prbg.g_01274	Prav.g_00544
OG0000749	Prbg.g_01275	Prav.g_00545
OG0000750	Prbg.g_01277	Prav.g_00546
OG0000751	Prbg.g_01278	Prav.g_00547
OG0000752	Prbg.g_01337	Prav.g_00548
OG0000753	Prbg.g_01280	Prav.g_00550
OG0000754	Prbg.g_01281	Prav.g_00551
OG0000755	Prbg.g_01282	Prav.g_00552
OG0000756	Prbg.g_01284	Prav.g_00553
OG0000757	Prbg.g_01285	Prav.g_00554
OG0000758	Prbg.g_01286	Prav.g_00555
OG0000759	Prbg.g_01288	Prav.g_00557
OG0000760	Prbg.g_01289	Prav.g_00558
OG0000761	Prbg.g_01290	Prav.g_00559
OG0000762	Prbg.g_01292	Prav.g_00561
OG0000763	Prbg.g_01293	Prav.g_00562
OG0000764	Prbg.g_01294	Prav.g_00563
OG0000765	Prbg.g_01295	Prav.g_00564
OG0000766	Prbg.g_01296	Prav.g_00565
OG0000767	Prbg.g_01298	Prav.g_00567
OG0000768	Prbg.g_01299	Prav.g_00568
OG0000769	Prbg.g_01300	Prav.g_00569
OG0000770	Prbg.g_01301	Prav.g_00570
OG0000771	Prbg.g_01302	Prav.g_00571
OG0000772	Prbg.g_01552	Prav.g_00572
OG0000773	Prbg.g_01304	Prav.g_00573
OG0000774	Prbg.g_01305	Prav.g_00574
OG0000775	Prbg.g_01306	Prav.g_00575
OG0000776	Prbg.g_01309	Prav.g_00577
OG0000777	Prbg.g_01310	Prav.g_00579
OG0000778	Prbg.g_01311	Prav.g_00580
OG0000779	Prbg.g_01312	Prav.g_00581
OG0000780	Prbg.g_01314	Prav.g_00583
OG0000781	Prbg.g_01316	Prav.g_00585
OG0000782	Prbg.g_01317	Prav.g_00586
OG0000783	Prbg.g_01321	Prav.g_00902
OG0000784	Prbg.g_01323	Prav.g_00904
OG0000785	Prbg.g_01324	Prav.g_00905
OG0000786	Prbg.g_01325	Prav.g_00906
OG0000787	Prbg.g_01326	Prav.g_00907
OG0000788	Prbg.g_01332	Prav.g_00911
OG0000789	Prbg.g_01335	Prav.g_00913
OG0000790	Prbg.g_01336	Prav.g_00914
OG0000791	Prbg.g_01339	Prav.g_00915
OG0000792	Prbg.g_01340	Prav.g_00916
OG0000793	Prbg.g_01341	Prav.g_00917
OG0000794	Prbg.g_01344	Prav.g_00919
OG0000795	Prbg.g_01245	Prav.g_00922
OG0000796	Prbg.g_01244	Prav.g_00923
OG0000797	Prbg.g_01242	Prav.g_00925
OG0000798	Prbg.g_01241	Prav.g_00926
OG0000799	Prbg.g_01240	Prav.g_00927
OG0000800	Prbg.g_01239	Prav.g_00928
OG0000801	Prbg.g_01236	Prav.g_00931
OG0000802	Prbg.g_01235	Prav.g_00932
OG0000803	Prbg.g_01233	Prav.g_00934
OG0000804	Prbg.g_01232	Prav.g_00935
OG0000805	Prbg.g_01231	Prav.g_00936
OG0000806	Prbg.g_01229	Prav.g_00938
OG0000807	Prbg.g_00141	Prav.g_00242
OG0000808	Prbg.g_00022	Prav.g_00252
OG0000809	Prbg.g_01534	Prav.g_00255
OG0000810	Prbg.g_00361	Prav.g_00256
OG0000811	Prbg.g_00455	Prav.g_00263
OG0000812	Prbg.g_01528	Prav.g_00004
OG0000813	Prbg.g_00123	Prav.g_00008
OG0000814	Prbg.g_01555	Prav.g_00010
OG0000815	Prbg.g_00528	Prav.g_00019
OG0000816	Prbg.g_00750	Prav.g_00034
OG0000817	Prbg.g_00751	Prav.g_00035
OG0000818	Prbg.g_00011	Prav.g_00039
OG0000819	Prbg.g_01508	Prav.g_00046
OG0000820	Prbg.g_01502	Prav.g_00050
OG0000821	Prbg.g_01500	Prav.g_00052
OG0000822	Prbg.g_01499	Prav.g_00053
OG0000823	Prbg.g_01498	Prav.g_00054
OG0000824	Prbg.g_01497	Prav.g_00055
OG0000825	Prbg.g_01496	Prav.g_00056
OG0000826	Prbg.g_01495	Prav.g_00057
OG0000827	Prbg.g_01494	Prav.g_00058
OG0000828	Prbg.g_01493	Prav.g_00059
OG0000829	Prbg.g_01492	Prav.g_00060
OG0000830	Prbg.g_01490	Prav.g_00061
OG0000831	Prbg.g_01487	Prav.g_00064
OG0000832	Prbg.g_01485	Prav.g_00066
OG0000833	Prbg.g_01484	Prav.g_00067
OG0000834	Prbg.g_01483	Prav.g_00068
OG0000835	Prbg.g_01482	Prav.g_00069
OG0000836	Prbg.g_01481	Prav.g_00070
OG0000837	Prbg.g_01478	Prav.g_00072
OG0000838	Prbg.g_01477	Prav.g_00073
OG0000839	Prbg.g_01476	Prav.g_00074
OG0000840	Prbg.g_01475	Prav.g_00075
OG0000841	Prbg.g_01474	Prav.g_00076
OG0000842	Prbg.g_01472	Prav.g_00077
OG0000843	Prbg.g_01471	Prav.g_01868
OG0000844	Prbg.g_01470	Prav.g_01867
OG0000845	Prbg.g_01469	Prav.g_01866
OG0000846	Prbg.g_01467	Prav.g_01863
OG0000847	Prbg.g_01465	Prav.g_01861
OG0000848	Prbg.g_01464	Prav.g_01860
OG0000849	Prbg.g_01461	Prav.g_01859
OG0000850	Prbg.g_01460	Prav.g_01858
OG0000851	Prbg.g_01458	Prav.g_01857
OG0000852	Prbg.g_01456	Prav.g_01855
OG0000853	Prbg.g_01454	Prav.g_01854
OG0000854	Prbg.g_01452	Prav.g_01852
OG0000855	Prbg.g_01451	Prav.g_01851
OG0000856	Prbg.g_01450	Prav.g_01850
OG0000857	Prbg.g_01449	Prav.g_01849
OG0000858	Prbg.g_01448	Prav.g_01848
OG0000859	Prbg.g_01447	Prav.g_01847
OG0000860	Prbg.g_01446	Prav.g_01846
OG0000861	Prbg.g_01445	Prav.g_01845
OG0000862	Prbg.g_01444	Prav.g_01844
OG0000863	Prbg.g_01443	Prav.g_01843
OG0000864	Prbg.g_01442	Prav.g_01842
OG0000865	Prbg.g_01441	Prav.g_01841
OG0000866	Prbg.g_01440	Prav.g_01840
OG0000867	Prbg.g_01439	Prav.g_01839
OG0000868	Prbg.g_01438	Prav.g_01838
OG0000869	Prbg.g_01436	Prav.g_01836
OG0000870	Prbg.g_01435	Prav.g_01835
OG0000871	Prbg.g_01434	Prav.g_01833
OG0000872	Prbg.g_01433	Prav.g_01832
OG0000873	Prbg.g_01431	Prav.g_01830
OG0000874	Prbg.g_01430	Prav.g_01829
OG0000875	Prbg.g_01429	Prav.g_01828
OG0000876	Prbg.g_01428	Prav.g_01827
OG0000877	Prbg.g_00351	Prav.g_01825
OG0000878	Prbg.g_01576	Prav.g_01409
OG0000879	Prbg.g_00466	Prav.g_01427
OG0000880	Prbg.g_00467	Prav.g_01428
OG0000881	Prbg.g_00468	Prav.g_01429
OG0000882	Prbg.g_00469	Prav.g_01430
OG0000883	Prbg.g_00470	Prav.g_01431
OG0000884	Prbg.g_00472	Prav.g_01433
OG0000885	Prbg.g_00473	Prav.g_01434
OG0000886	Prbg.g_00474	Prav.g_01435
OG0000887	Prbg.g_00475	Prav.g_01436
OG0000888	Prbg.g_00476	Prav.g_01437
OG0000889	Prbg.g_00479	Prav.g_01440
OG0000890	Prbg.g_00480	Prav.g_01441
OG0000891	Prbg.g_00481	Prav.g_01442
OG0000892	Prbg.g_00484	Prav.g_01444
OG0000893	Prbg.g_00485	Prav.g_01445
OG0000894	Prbg.g_00486	Prav.g_01446
OG0000895	Prbg.g_00487	Prav.g_01447
OG0000896	Prbg.g_00488	Prav.g_01448
OG0000897	Prbg.g_00489	Prav.g_01449
OG0000898	Prbg.g_00492	Prav.g_01451
OG0000899	Prbg.g_00493	Prav.g_01452
OG0000900	Prbg.g_00505	Prav.g_01455
OG0000901	Prbg.g_00501	Prav.g_01459
OG0000902	Prbg.g_00218	Prav.g_01460
OG0000903	Prbg.g_01551	Prav.g_01461
OG0000904	Prbg.g_00690	Prav.g_01463
OG0000905	Prbg.g_01529	Prav.g_01465
OG0000906	Prbg.g_01511	Prav.g_01467
OG0000907	Prbg.g_01223	Prav.g_01468
OG0000908	Prbg.g_01548	Prav.g_01471
OG0000909	Prbg.g_00531	Prav.g_01475
OG0000910	Prbg.g_00532	Prav.g_01476
OG0000911	Prbg.g_00533	Prav.g_01477
OG0000912	Prbg.g_00534	Prav.g_01478
OG0000913	Prbg.g_00535	Prav.g_01479
OG0000914	Prbg.g_00536	Prav.g_01480
OG0000915	Prbg.g_00537	Prav.g_01481
OG0000916	Prbg.g_00538	Prav.g_01482
OG0000917	Prbg.g_00539	Prav.g_01483
OG0000918	Prbg.g_00540	Prav.g_01484
OG0000919	Prbg.g_00541	Prav.g_01485
OG0000920	Prbg.g_00542	Prav.g_01486
OG0000921	Prbg.g_00543	Prav.g_01487
OG0000922	Prbg.g_00544	Prav.g_01488
OG0000923	Prbg.g_00545	Prav.g_01489
OG0000924	Prbg.g_00546	Prav.g_01490
OG0000925	Prbg.g_00547	Prav.g_01491
OG0000926	Prbg.g_01829	Prav.g_01505
OG0000927	Prbg.g_00574	Prav.g_01560
OG0000928	Prbg.g_00575	Prav.g_01561
OG0000929	Prbg.g_00576	Prav.g_01562
OG0000930	Prbg.g_00577	Prav.g_01563
OG0000931	Prbg.g_00578	Prav.g_01564
OG0000932	Prbg.g_00580	Prav.g_01566
OG0000933	Prbg.g_00581	Prav.g_01567
OG0000934	Prbg.g_00582	Prav.g_01568
OG0000935	Prbg.g_00583	Prav.g_01569
OG0000936	Prbg.g_00584	Prav.g_01570
OG0000937	Prbg.g_00585	Prav.g_01571
OG0000938	Prbg.g_00586	Prav.g_01572
OG0000939	Prbg.g_00587	Prav.g_01573
OG0000940	Prbg.g_00588	Prav.g_01574
OG0000941	Prbg.g_00589	Prav.g_01576
OG0000942	Prbg.g_00590	Prav.g_01577
OG0000943	Prbg.g_00593	Prav.g_01580
OG0000944	Prbg.g_00594	Prav.g_01581
OG0000945	Prbg.g_00595	Prav.g_01582
OG0000946	Prbg.g_00596	Prav.g_01583
OG0000947	Prbg.g_00597	Prav.g_01584
OG0000948	Prbg.g_00598	Prav.g_01585
OG0000949	Prbg.g_00599	Prav.g_01586
OG0000950	Prbg.g_00600	Prav.g_01587
OG0000951	Prbg.g_00601	Prav.g_01588
OG0000952	Prbg.g_00602	Prav.g_01589
OG0000953	Prbg.g_00603	Prav.g_01590
OG0000954	Prbg.g_00604	Prav.g_01591
OG0000955	Prbg.g_00605	Prav.g_01592
OG0000956	Prbg.g_00606	Prav.g_01593
OG0000957	Prbg.g_00607	Prav.g_01594
OG0000958	Prbg.g_00608	Prav.g_01595
OG0000959	Prbg.g_00609	Prav.g_01596
OG0000960	Prbg.g_00610	Prav.g_01597
OG0000961	Prbg.g_00614	Prav.g_01601
OG0000962	Prbg.g_00615	Prav.g_01602
OG0000963	Prbg.g_00616	Prav.g_01603
OG0000964	Prbg.g_00618	Prav.g_01605
OG0000965	Prbg.g_00619	Prav.g_01606
OG0000966	Prbg.g_00620	Prav.g_01607
OG0000967	Prbg.g_00621	Prav.g_01608
OG0000968	Prbg.g_00622	Prav.g_01609
OG0000969	Prbg.g_00623	Prav.g_01610
OG0000970	Prbg.g_00624	Prav.g_01611
OG0000971	Prbg.g_00625	Prav.g_01612
OG0000972	Prbg.g_00626	Prav.g_01613
OG0000973	Prbg.g_00627	Prav.g_01614
OG0000974	Prbg.g_00629	Prav.g_01616
OG0000975	Prbg.g_00635	Prav.g_01619
OG0000976	Prbg.g_00637	Prav.g_01621
OG0000977	Prbg.g_00639	Prav.g_01622
OG0000978	Prbg.g_00641	Prav.g_01623
OG0000979	Prbg.g_00643	Prav.g_01625
OG0000980	Prbg.g_00644	Prav.g_01626
OG0000981	Prbg.g_00645	Prav.g_01627
OG0000982	Prbg.g_00646	Prav.g_01628
OG0000983	Prbg.g_00648	Prav.g_01630
OG0000984	Prbg.g_00649	Prav.g_01631
OG0000985	Prbg.g_00650	Prav.g_01632
OG0000986	Prbg.g_00651	Prav.g_01633
OG0000987	Prbg.g_00652	Prav.g_01634
OG0000988	Prbg.g_00653	Prav.g_01635
OG0000989	Prbg.g_00654	Prav.g_01636
OG0000990	Prbg.g_00655	Prav.g_01637
OG0000991	Prbg.g_00656	Prav.g_01638
OG0000992	Prbg.g_00657	Prav.g_01639
OG0000993	Prbg.g_00658	Prav.g_01640
OG0000994	Prbg.g_00659	Prav.g_01641
OG0000995	Prbg.g_00660	Prav.g_01642
OG0000996	Prbg.g_00661	Prav.g_01643
OG0000997	Prbg.g_00662	Prav.g_01644
OG0000998	Prbg.g_00663	Prav.g_01645
OG0000999	Prbg.g_00664	Prav.g_01646
OG0001000	Prbg.g_00665	Prav.g_01647
OG0001001	Prbg.g_00667	Prav.g_01649
OG0001002	Prbg.g_00668	Prav.g_01650
OG0001003	Prbg.g_00669	Prav.g_01651
OG0001004	Prbg.g_00670	Prav.g_01652
OG0001005	Prbg.g_00673	Prav.g_01653
OG0001006	Prbg.g_00674	Prav.g_01654
OG0001007	Prbg.g_00675	Prav.g_01655
OG0001008	Prbg.g_00677	Prav.g_01657
OG0001009	Prbg.g_00678	Prav.g_01658
OG0001010	Prbg.g_01593	Prav.g_01664
OG0001011	Prbg.g_00348	Prav.g_01671
OG0001012	Prbg.g_01174	Prav.g_01699
OG0001013	Prbg.g_01643	Prav.g_01755
OG0001014	Prbg.g_01644	Prav.g_01756
OG0001015	Prbg.g_01651	Prav.g_01762
OG0001016	Prbg.g_01652	Prav.g_01763
OG0001017	Prbg.g_01653	Prav.g_01764
OG0001018	Prbg.g_01654	Prav.g_01765
OG0001019	Prbg.g_01656	Prav.g_01767
OG0001020	Prbg.g_01657	Prav.g_01768
OG0001021	Prbg.g_01658	Prav.g_01769
OG0001022	Prbg.g_01659	Prav.g_01770
OG0001023	Prbg.g_01660	Prav.g_01771
OG0001024	Prbg.g_01662	Prav.g_01772
OG0001025	Prbg.g_01663	Prav.g_01773
OG0001026	Prbg.g_01664	Prav.g_01775
OG0001027	Prbg.g_01665	Prav.g_01776
OG0001028	Prbg.g_01666	Prav.g_01777
OG0001029	Prbg.g_01667	Prav.g_01778
OG0001030	Prbg.g_01668	Prav.g_01779
OG0001031	Prbg.g_01669	Prav.g_01780
OG0001032	Prbg.g_01670	Prav.g_01781
OG0001033	Prbg.g_01671	Prav.g_01782
OG0001034	Prbg.g_01672	Prav.g_01783
OG0001035	Prbg.g_01674	Prav.g_01785
OG0001036	Prbg.g_01675	Prav.g_01786
OG0001037	Prbg.g_01676	Prav.g_01787
OG0001038	Prbg.g_01677	Prav.g_01788
OG0001039	Prbg.g_01678	Prav.g_01789
OG0001040	Prbg.g_01679	Prav.g_01790
OG0001041	Prbg.g_01680	Prav.g_01791
OG0001042	Prbg.g_01681	Prav.g_01792
OG0001043	Prbg.g_01682	Prav.g_01793
OG0001044	Prbg.g_01683	Prav.g_01794
OG0001045	Prbg.g_01684	Prav.g_01795
OG0001046	Prbg.g_01685	Prav.g_01796
OG0001047	Prbg.g_01688	Prav.g_01799
OG0001048	Prbg.g_01690	Prav.g_01801
OG0001049	Prbg.g_01691	Prav.g_01802
OG0001050	Prbg.g_01692	Prav.g_01803
OG0001051	Prbg.g_01693	Prav.g_01804
OG0001052	Prbg.g_01694	Prav.g_01805
OG0001053	Prbg.g_01696	Prav.g_01807
OG0001054	Prbg.g_01698	Prav.g_01809
OG0001055	Prbg.g_01699	Prav.g_01810
OG0001056	Prbg.g_01700	Prav.g_01811
OG0001057	Prbg.g_01701	Prav.g_01812
OG0001058	Prbg.g_01702	Prav.g_01813
OG0001059	Prbg.g_01703	Prav.g_01814
OG0001060	Prbg.g_01704	Prav.g_01815
OG0001061	Prbg.g_01705	Prav.g_01816
OG0001062	Prbg.g_01706	Prav.g_01817
OG0001063	Prbg.g_01707	Prav.g_01818
OG0001064	Prbg.g_01709	Prav.g_00264
OG0001065	Prbg.g_01713	Prav.g_00268
OG0001066	Prbg.g_01715	Prav.g_00269
OG0001067	Prbg.g_01716	Prav.g_00270
OG0001068	Prbg.g_01719	Prav.g_00272
OG0001069	Prbg.g_01720	Prav.g_00273
OG0001070	Prbg.g_01721	Prav.g_00274
OG0001071	Prbg.g_01722	Prav.g_00275
OG0001072	Prbg.g_01723	Prav.g_00276
OG0001073	Prbg.g_01724	Prav.g_00277
OG0001074	Prbg.g_01725	Prav.g_00278
OG0001075	Prbg.g_01726	Prav.g_00279
OG0001076	Prbg.g_01727	Prav.g_00280
OG0001077	Prbg.g_01728	Prav.g_00281
OG0001078	Prbg.g_01729	Prav.g_00282
OG0001079	Prbg.g_01730	Prav.g_00283
OG0001080	Prbg.g_01731	Prav.g_00284
OG0001081	Prbg.g_01735	Prav.g_00287
OG0001082	Prbg.g_01736	Prav.g_00288
OG0001083	Prbg.g_01739	Prav.g_00289
OG0001084	Prbg.g_01738	Prav.g_00291
OG0001085	Prbg.g_01737	Prav.g_00292
OG0001086	Prbg.g_01734	Prav.g_00293
OG0001087	Prbg.g_01733	Prav.g_00294
OG0001088	Prbg.g_01732	Prav.g_00295
OG0001089	Prbg.g_01742	Prav.g_00590
OG0001090	Prbg.g_01744	Prav.g_00592
OG0001091	Prbg.g_01745	Prav.g_00593
OG0001092	Prbg.g_01746	Prav.g_00594
OG0001093	Prbg.g_01747	Prav.g_00595
OG0001094	Prbg.g_01748	Prav.g_00596
OG0001095	Prbg.g_01749	Prav.g_00597
OG0001096	Prbg.g_01750	Prav.g_00598
OG0001097	Prbg.g_01751	Prav.g_00599
OG0001098	Prbg.g_01752	Prav.g_00600
OG0001099	Prbg.g_01753	Prav.g_00601
OG0001100	Prbg.g_01754	Prav.g_00602
OG0001101	Prbg.g_01755	Prav.g_00603
OG0001102	Prbg.g_01756	Prav.g_00604
OG0001103	Prbg.g_01757	Prav.g_00605
OG0001104	Prbg.g_01758	Prav.g_00606
OG0001105	Prbg.g_01759	Prav.g_00607
OG0001106	Prbg.g_01760	Prav.g_00608
OG0001107	Prbg.g_01761	Prav.g_00609
OG0001108	Prbg.g_01762	Prav.g_00610
OG0001109	Prbg.g_01763	Prav.g_00611
OG0001110	Prbg.g_01764	Prav.g_00612
OG0001111	Prbg.g_01765	Prav.g_00613
OG0001112	Prbg.g_01766	Prav.g_00614
OG0001113	Prbg.g_01767	Prav.g_00615
OG0001114	Prbg.g_01768	Prav.g_00616
OG0001115	Prbg.g_01769	Prav.g_00617
OG0001116	Prbg.g_01770	Prav.g_00618
OG0001117	Prbg.g_01771	Prav.g_00619
OG0001118	Prbg.g_01772	Prav.g_00620
OG0001119	Prbg.g_01773	Prav.g_00621
OG0001120	Prbg.g_01774	Prav.g_00622
OG0001121	Prbg.g_01776	Prav.g_00624
