Orthogroup	Prae	Syaf
OG0000567	Prae.g_00542	Syaf.g_02604
OG0000568	Prae.g_00543	Syaf.g_02599
OG0000569	Prae.g_00544	Syaf.g_02596
OG0000570	Prae.g_00545	Syaf.g_02595
OG0000571	Prae.g_00547	Syaf.g_02591
OG0000572	Prae.g_00560	Syaf.g_02575
OG0000573	Prae.g_00566	Syaf.g_02567
OG0000574	Prae.g_00567	Syaf.g_02566
OG0000575	Prae.g_00571	Syaf.g_02562
OG0000576	Prae.g_00573	Syaf.g_02560
OG0000577	Prae.g_00574	Syaf.g_02559
OG0000578	Prae.g_00575	Syaf.g_02558
OG0000579	Prae.g_00576	Syaf.g_02557
OG0000580	Prae.g_00577	Syaf.g_02556
OG0000581	Prae.g_00579	Syaf.g_02550
OG0000582	Prae.g_00582	Syaf.g_02374
OG0000583	Prae.g_00583	Syaf.g_02373
OG0000584	Prae.g_00584	Syaf.g_02372
OG0000585	Prae.g_00586	Syaf.g_02370
OG0000586	Prae.g_00587	Syaf.g_02369
OG0000587	Prae.g_00588	Syaf.g_02367
OG0000588	Prae.g_00592	Syaf.g_02350
OG0000589	Prae.g_00595	Syaf.g_02340
OG0000590	Prae.g_00596	Syaf.g_02339
OG0000591	Prae.g_00599	Syaf.g_02331
OG0000592	Prae.g_00600	Syaf.g_02330
OG0000593	Prae.g_00606	Syaf.g_02314
OG0000594	Prae.g_00607	Syaf.g_02313
OG0000595	Prae.g_00608	Syaf.g_02312
OG0000596	Prae.g_00612	Syaf.g_02307
OG0000597	Prae.g_00614	Syaf.g_02304
OG0000598	Prae.g_00615	Syaf.g_02303
OG0000599	Prae.g_00618	Syaf.g_02300
OG0000600	Prae.g_00619	Syaf.g_02299
OG0000601	Prae.g_00620	Syaf.g_02298
OG0000602	Prae.g_00622	Syaf.g_02293
OG0000603	Prae.g_00623	Syaf.g_02292
OG0000604	Prae.g_00624	Syaf.g_02289
OG0000605	Prae.g_00625	Syaf.g_01734
OG0000606	Prae.g_00628	Syaf.g_02145
OG0000607	Prae.g_00631	Syaf.g_02142
OG0000608	Prae.g_00632	Syaf.g_02141
OG0000609	Prae.g_00633	Syaf.g_02139
OG0000610	Prae.g_00638	Syaf.g_02132
OG0000611	Prae.g_00641	Syaf.g_02129
OG0000612	Prae.g_00642	Syaf.g_02128
OG0000613	Prae.g_00647	Syaf.g_00315
OG0000614	Prae.g_00666	Syaf.g_01469
OG0000615	Prae.g_00674	Syaf.g_02085
OG0000616	Prae.g_00678	Syaf.g_00518
OG0000617	Prae.g_00717	Syaf.g_01975
OG0000618	Prae.g_00718	Syaf.g_01974
OG0000619	Prae.g_00719	Syaf.g_01973
OG0000620	Prae.g_00722	Syaf.g_01966
OG0000621	Prae.g_00723	Syaf.g_01965
OG0000622	Prae.g_00724	Syaf.g_01964
OG0000623	Prae.g_00725	Syaf.g_01963
OG0000624	Prae.g_00726	Syaf.g_01961
OG0000625	Prae.g_00727	Syaf.g_01960
OG0000626	Prae.g_00728	Syaf.g_01959
OG0000627	Prae.g_00729	Syaf.g_01782
OG0000628	Prae.g_00730	Syaf.g_01783
OG0000629	Prae.g_00731	Syaf.g_01786
OG0000630	Prae.g_00734	Syaf.g_01790
OG0000631	Prae.g_00797	Syaf.g_01801
OG0000632	Prae.g_00798	Syaf.g_01802
OG0000633	Prae.g_00799	Syaf.g_01803
OG0000634	Prae.g_00802	Syaf.g_02053
OG0000635	Prae.g_00803	Syaf.g_02052
OG0000636	Prae.g_00805	Syaf.g_02050
OG0000637	Prae.g_00807	Syaf.g_02048
OG0000638	Prae.g_00808	Syaf.g_02047
OG0000639	Prae.g_00809	Syaf.g_02046
OG0000640	Prae.g_00810	Syaf.g_02045
OG0000641	Prae.g_00814	Syaf.g_02041
OG0000642	Prae.g_00815	Syaf.g_02040
OG0000643	Prae.g_00816	Syaf.g_02038
OG0000644	Prae.g_00817	Syaf.g_02037
OG0000645	Prae.g_00818	Syaf.g_02035
OG0000646	Prae.g_00820	Syaf.g_02032
OG0000647	Prae.g_00821	Syaf.g_02030
OG0000648	Prae.g_00823	Syaf.g_02027
OG0000649	Prae.g_00824	Syaf.g_02026
OG0000650	Prae.g_00825	Syaf.g_02025
OG0000651	Prae.g_00826	Syaf.g_02024
OG0000652	Prae.g_00827	Syaf.g_02023
OG0000653	Prae.g_00829	Syaf.g_02021
OG0000654	Prae.g_00830	Syaf.g_02020
OG0000655	Prae.g_00831	Syaf.g_02019
OG0000656	Prae.g_00834	Syaf.g_02016
OG0000657	Prae.g_00841	Syaf.g_01384
OG0000658	Prae.g_00842	Syaf.g_01381
OG0000659	Prae.g_00843	Syaf.g_01380
OG0000660	Prae.g_00847	Syaf.g_01376
OG0000661	Prae.g_00849	Syaf.g_01374
OG0000662	Prae.g_00851	Syaf.g_01372
OG0000663	Prae.g_00853	Syaf.g_01369
OG0000664	Prae.g_00854	Syaf.g_01368
OG0000665	Prae.g_00858	Syaf.g_00980
OG0000666	Prae.g_00859	Syaf.g_01733
OG0000667	Prae.g_00863	Syaf.g_01635
OG0000668	Prae.g_00892	Syaf.g_01928
OG0000669	Prae.g_00900	Syaf.g_02112
OG0000670	Prae.g_00902	Syaf.g_02769
OG0000671	Prae.g_00904	Syaf.g_02108
OG0000672	Prae.g_00906	Syaf.g_02105
OG0000673	Prae.g_00909	Syaf.g_02102
OG0000674	Prae.g_00911	Syaf.g_02100
OG0000675	Prae.g_00912	Syaf.g_02099
OG0000676	Prae.g_00914	Syaf.g_02097
OG0000677	Prae.g_00915	Syaf.g_02096
OG0000678	Prae.g_00917	Syaf.g_02092
OG0000679	Prae.g_00921	Syaf.g_02083
OG0000680	Prae.g_00922	Syaf.g_02082
OG0000681	Prae.g_00924	Syaf.g_02079
OG0000682	Prae.g_00925	Syaf.g_02078
OG0000683	Prae.g_00926	Syaf.g_02077
OG0000684	Prae.g_00927	Syaf.g_02072
OG0000685	Prae.g_00929	Syaf.g_02070
OG0000686	Prae.g_00930	Syaf.g_02069
OG0000687	Prae.g_00931	Syaf.g_02068
OG0000688	Prae.g_00934	Syaf.g_02063
OG0000689	Prae.g_00935	Syaf.g_02061
OG0000690	Prae.g_00936	Syaf.g_02060
OG0000691	Prae.g_00937	Syaf.g_02059
OG0000692	Prae.g_00938	Syaf.g_02058
OG0000693	Prae.g_00939	Syaf.g_02057
OG0000694	Prae.g_00940	Syaf.g_02056
OG0000695	Prae.g_00942	Syaf.g_01805
OG0000696	Prae.g_00943	Syaf.g_01806
OG0000697	Prae.g_00944	Syaf.g_01808
OG0000698	Prae.g_00947	Syaf.g_01811
OG0000699	Prae.g_00948	Syaf.g_01813
OG0000700	Prae.g_00949	Syaf.g_01814
OG0000701	Prae.g_00950	Syaf.g_01815
OG0000702	Prae.g_00952	Syaf.g_01843
OG0000703	Prae.g_00953	Syaf.g_01844
OG0000704	Prae.g_00954	Syaf.g_01846
OG0000705	Prae.g_00958	Syaf.g_01853
OG0000706	Prae.g_00959	Syaf.g_01854
OG0000707	Prae.g_00960	Syaf.g_01855
OG0000708	Prae.g_00961	Syaf.g_01858
OG0000709	Prae.g_00965	Syaf.g_01867
OG0000710	Prae.g_00968	Syaf.g_01878
OG0000711	Prae.g_00985	Syaf.g_01908
OG0000712	Prae.g_00987	Syaf.g_01910
OG0000713	Prae.g_00988	Syaf.g_01911
OG0000714	Prae.g_00989	Syaf.g_01913
OG0000715	Prae.g_00991	Syaf.g_01915
OG0000716	Prae.g_00993	Syaf.g_01919
OG0000717	Prae.g_00994	Syaf.g_01920
OG0000718	Prae.g_01009	Syaf.g_01924
OG0000719	Prae.g_01011	Syaf.g_01926
OG0000720	Prae.g_01020	Syaf.g_01939
OG0000721	Prae.g_01022	Syaf.g_01941
OG0000722	Prae.g_01023	Syaf.g_01942
OG0000723	Prae.g_01026	Syaf.g_01957
OG0000724	Prae.g_01035	Syaf.g_01418
OG0000725	Prae.g_01041	Syaf.g_01445
OG0000726	Prae.g_01042	Syaf.g_01446
OG0000727	Prae.g_01043	Syaf.g_01447
OG0000728	Prae.g_01045	Syaf.g_01449
OG0000729	Prae.g_01092	Syaf.g_00405
OG0000730	Prae.g_01096	Syaf.g_00026
OG0000731	Prae.g_01100	Syaf.g_00014
OG0000732	Prae.g_01109	Syaf.g_00444
OG0000733	Prae.g_01131	Syaf.g_00615
OG0000734	Prae.g_01148	Syaf.g_00895
OG0000735	Prae.g_01150	Syaf.g_01273
OG0000736	Prae.g_01151	Syaf.g_01274
OG0000737	Prae.g_01152	Syaf.g_01275
OG0000738	Prae.g_01156	Syaf.g_01280
OG0000739	Prae.g_01157	Syaf.g_01281
OG0000740	Prae.g_01158	Syaf.g_01282
OG0000741	Prae.g_01159	Syaf.g_01285
OG0000742	Prae.g_01162	Syaf.g_01287
OG0000743	Prae.g_01164	Syaf.g_01289
OG0000744	Prae.g_01165	Syaf.g_01290
OG0000745	Prae.g_01166	Syaf.g_01293
OG0000746	Prae.g_01168	Syaf.g_01295
OG0000747	Prae.g_01169	Syaf.g_01296
OG0000748	Prae.g_01172	Syaf.g_01307
OG0000749	Prae.g_01173	Syaf.g_01309
OG0000750	Prae.g_01174	Syaf.g_01310
OG0000751	Prae.g_01176	Syaf.g_01317
OG0000752	Prae.g_01178	Syaf.g_01319
OG0000753	Prae.g_01181	Syaf.g_01322
OG0000754	Prae.g_01184	Syaf.g_01611
OG0000755	Prae.g_01187	Syaf.g_01599
OG0000756	Prae.g_01188	Syaf.g_01598
OG0000757	Prae.g_01194	Syaf.g_01590
OG0000758	Prae.g_01195	Syaf.g_01589
OG0000759	Prae.g_01196	Syaf.g_01588
OG0000760	Prae.g_01197	Syaf.g_01587
OG0000761	Prae.g_01198	Syaf.g_01586
OG0000762	Prae.g_01199	Syaf.g_01584
OG0000763	Prae.g_01201	Syaf.g_01582
OG0000764	Prae.g_01202	Syaf.g_01581
OG0000765	Prae.g_01211	Syaf.g_01564
OG0000766	Prae.g_01212	Syaf.g_01563
OG0000767	Prae.g_01214	Syaf.g_01561
OG0000768	Prae.g_01215	Syaf.g_01560
OG0000769	Prae.g_01217	Syaf.g_01558
OG0000770	Prae.g_01219	Syaf.g_01553
OG0000771	Prae.g_01434	Syaf.g_01411
OG0000772	Prae.g_01293	Syaf.g_01705
OG0000773	Prae.g_01319	Syaf.g_01268
OG0000774	Prae.g_01321	Syaf.g_01263
OG0000775	Prae.g_01324	Syaf.g_01261
OG0000776	Prae.g_01325	Syaf.g_01260
OG0000777	Prae.g_01326	Syaf.g_01259
OG0000778	Prae.g_01327	Syaf.g_01258
OG0000779	Prae.g_01331	Syaf.g_01252
OG0000780	Prae.g_01332	Syaf.g_01249
OG0000781	Prae.g_01335	Syaf.g_01245
OG0000782	Prae.g_01336	Syaf.g_01244
OG0000783	Prae.g_01337	Syaf.g_01243
OG0000784	Prae.g_01338	Syaf.g_01242
OG0000785	Prae.g_01340	Syaf.g_01240
OG0000786	Prae.g_01342	Syaf.g_02546
OG0000787	Prae.g_01343	Syaf.g_02547
OG0000788	Prae.g_01355	Syaf.g_02297
OG0000789	Prae.g_01358	Syaf.g_01750
OG0000790	Prae.g_01373	Syaf.g_02738
OG0000791	Prae.g_01375	Syaf.g_02740
OG0000792	Prae.g_01376	Syaf.g_02741
OG0000793	Prae.g_01379	Syaf.g_02746
OG0000794	Prae.g_01380	Syaf.g_02747
OG0000795	Prae.g_01381	Syaf.g_02748
OG0000796	Prae.g_01385	Syaf.g_02752
OG0000797	Prae.g_01386	Syaf.g_02753
OG0000798	Prae.g_01420	Syaf.g_00240
OG0000799	Prae.g_01441	Syaf.g_02380
OG0000800	Prae.g_01442	Syaf.g_02383
OG0000801	Prae.g_01443	Syaf.g_02384
OG0000802	Prae.g_01445	Syaf.g_02388
OG0000803	Prae.g_01447	Syaf.g_02393
OG0000804	Prae.g_01448	Syaf.g_02396
OG0000805	Prae.g_01450	Syaf.g_02398
OG0000806	Prae.g_01452	Syaf.g_02405
OG0000807	Prae.g_01453	Syaf.g_02406
OG0000808	Prae.g_01454	Syaf.g_02407
OG0000809	Prae.g_01457	Syaf.g_02410
OG0000810	Prae.g_01458	Syaf.g_02411
OG0000811	Prae.g_01462	Syaf.g_02420
OG0000812	Prae.g_01464	Syaf.g_02422
OG0000813	Prae.g_01465	Syaf.g_02423
OG0000814	Prae.g_01467	Syaf.g_02425
OG0000815	Prae.g_01468	Syaf.g_02426
OG0000816	Prae.g_01470	Syaf.g_02428
OG0000817	Prae.g_01471	Syaf.g_02429
OG0000818	Prae.g_01476	Syaf.g_02442
OG0000819	Prae.g_01477	Syaf.g_02443
OG0000820	Prae.g_01478	Syaf.g_02444
OG0000821	Prae.g_01482	Syaf.g_02450
OG0000822	Prae.g_01483	Syaf.g_02452
OG0000823	Prae.g_01484	Syaf.g_02453
OG0000824	Prae.g_01487	Syaf.g_02459
OG0000825	Prae.g_01488	Syaf.g_02460
OG0000826	Prae.g_01489	Syaf.g_02461
OG0000827	Prae.g_01490	Syaf.g_02462
OG0000828	Prae.g_01493	Syaf.g_02465
OG0000829	Prae.g_01494	Syaf.g_02466
OG0000830	Prae.g_01495	Syaf.g_02467
OG0000831	Prae.g_01497	Syaf.g_02470
OG0000832	Prae.g_01503	Syaf.g_01109
OG0000833	Prae.g_01511	Syaf.g_01100
OG0000834	Prae.g_01512	Syaf.g_01098
OG0000835	Prae.g_01513	Syaf.g_01097
OG0000836	Prae.g_01514	Syaf.g_01093
OG0000837	Prae.g_01515	Syaf.g_01091
OG0000838	Prae.g_01517	Syaf.g_01087
OG0000839	Prae.g_01518	Syaf.g_01086
OG0000840	Prae.g_01519	Syaf.g_01085
OG0000841	Prae.g_01520	Syaf.g_01084
OG0000842	Prae.g_01521	Syaf.g_01083
OG0000843	Prae.g_01522	Syaf.g_01082
OG0000844	Prae.g_01523	Syaf.g_01080
OG0000845	Prae.g_01524	Syaf.g_01079
OG0000846	Prae.g_01525	Syaf.g_01078
OG0000847	Prae.g_01526	Syaf.g_01077
OG0000848	Prae.g_01527	Syaf.g_01075
OG0000849	Prae.g_01528	Syaf.g_01074
OG0000850	Prae.g_01530	Syaf.g_01072
OG0000851	Prae.g_01531	Syaf.g_01061
OG0000852	Prae.g_01532	Syaf.g_01060
OG0000853	Prae.g_01536	Syaf.g_01056
OG0000854	Prae.g_01538	Syaf.g_01054
OG0000855	Prae.g_01539	Syaf.g_01053
OG0000856	Prae.g_01554	Syaf.g_02328
OG0000857	Prae.g_01582	Syaf.g_02031
OG0000858	Prae.g_01617	Syaf.g_01047
OG0000859	Prae.g_01618	Syaf.g_01046
OG0000860	Prae.g_01625	Syaf.g_01031
OG0000861	Prae.g_01626	Syaf.g_01030
OG0000862	Prae.g_01627	Syaf.g_01029
OG0000863	Prae.g_01629	Syaf.g_01026
OG0000864	Prae.g_01630	Syaf.g_01025
OG0000865	Prae.g_01631	Syaf.g_01024
OG0000866	Prae.g_01632	Syaf.g_01023
OG0000867	Prae.g_01633	Syaf.g_01022
OG0000868	Prae.g_01634	Syaf.g_01019
OG0000869	Prae.g_01638	Syaf.g_01014
OG0000870	Prae.g_01643	Syaf.g_01009
OG0000871	Prae.g_01644	Syaf.g_01008
OG0000872	Prae.g_01645	Syaf.g_01001
OG0000873	Prae.g_01648	Syaf.g_00998
OG0000874	Prae.g_01651	Syaf.g_01002
OG0000875	Prae.g_01652	Syaf.g_00996
OG0000876	Prae.g_01653	Syaf.g_01198
OG0000877	Prae.g_01655	Syaf.g_01188
OG0000878	Prae.g_01656	Syaf.g_01187
OG0000879	Prae.g_01657	Syaf.g_01186
OG0000880	Prae.g_01658	Syaf.g_01185
OG0000881	Prae.g_01662	Syaf.g_01179
OG0000882	Prae.g_01667	Syaf.g_01174
OG0000883	Prae.g_01668	Syaf.g_01172
OG0000884	Prae.g_01670	Syaf.g_01170
OG0000885	Prae.g_01671	Syaf.g_01169
OG0000886	Prae.g_01672	Syaf.g_01168
OG0000887	Prae.g_01673	Syaf.g_01167
OG0000888	Prae.g_01675	Syaf.g_01165
OG0000889	Prae.g_01677	Syaf.g_01163
OG0000890	Prae.g_01678	Syaf.g_01157
OG0000891	Prae.g_01679	Syaf.g_01156
OG0000892	Prae.g_01681	Syaf.g_01154
OG0000893	Prae.g_01686	Syaf.g_00178
OG0000894	Prae.g_01688	Syaf.g_00175
OG0000895	Prae.g_01691	Syaf.g_00171
OG0000896	Prae.g_01692	Syaf.g_00170
OG0000897	Prae.g_01694	Syaf.g_00168
OG0000898	Prae.g_01695	Syaf.g_00167
OG0000899	Prae.g_01696	Syaf.g_00166
OG0000900	Prae.g_01697	Syaf.g_00165
OG0000901	Prae.g_01700	Syaf.g_00160
OG0000902	Prae.g_01702	Syaf.g_00158
OG0000903	Prae.g_01705	Syaf.g_00141
OG0000904	Prae.g_01707	Syaf.g_00146
OG0000905	Prae.g_01712	Syaf.g_00151
OG0000906	Prae.g_01713	Syaf.g_00154
OG0000907	Prae.g_01716	Syaf.g_00139
OG0000908	Prae.g_01719	Syaf.g_00136
OG0000909	Prae.g_01720	Syaf.g_00135
OG0000910	Prae.g_01721	Syaf.g_00134
OG0000911	Prae.g_01723	Syaf.g_00132
OG0000912	Prae.g_01724	Syaf.g_00131
OG0000913	Prae.g_01725	Syaf.g_00130
OG0000914	Prae.g_01726	Syaf.g_00129
OG0000915	Prae.g_01727	Syaf.g_00127
OG0000916	Prae.g_01728	Syaf.g_00126
OG0000917	Prae.g_01729	Syaf.g_00125
OG0000918	Prae.g_01730	Syaf.g_00124
OG0000919	Prae.g_01731	Syaf.g_00123
OG0000920	Prae.g_01732	Syaf.g_00122
OG0000921	Prae.g_01733	Syaf.g_00121
OG0000922	Prae.g_01734	Syaf.g_00120
OG0000923	Prae.g_01738	Syaf.g_00116
OG0000924	Prae.g_01739	Syaf.g_00115
OG0000925	Prae.g_01740	Syaf.g_00114
OG0000926	Prae.g_01741	Syaf.g_00113
OG0000927	Prae.g_01743	Syaf.g_00111
OG0000928	Prae.g_01744	Syaf.g_00110
OG0000929	Prae.g_01745	Syaf.g_00109
OG0000930	Prae.g_01746	Syaf.g_00108
OG0000931	Prae.g_01747	Syaf.g_00107
OG0000932	Prae.g_01748	Syaf.g_00106
OG0000933	Prae.g_01752	Syaf.g_00100
OG0000934	Prae.g_01754	Syaf.g_00098
OG0000935	Prae.g_01755	Syaf.g_00097
OG0000936	Prae.g_01756	Syaf.g_00096
OG0000937	Prae.g_01757	Syaf.g_00095
OG0000938	Prae.g_01759	Syaf.g_00092
OG0000939	Prae.g_01760	Syaf.g_00091
OG0000940	Prae.g_01768	Syaf.g_00084
OG0000941	Prae.g_01770	Syaf.g_00082
OG0000942	Prae.g_01772	Syaf.g_00080
OG0000943	Prae.g_01773	Syaf.g_00079
OG0000944	Prae.g_01774	Syaf.g_00077
OG0000945	Prae.g_01775	Syaf.g_00075
OG0000946	Prae.g_01779	Syaf.g_00070
OG0000947	Prae.g_01781	Syaf.g_00067
OG0000948	Prae.g_01782	Syaf.g_00066
OG0000949	Prae.g_01785	Syaf.g_00337
OG0000950	Prae.g_01790	Syaf.g_00351
OG0000951	Prae.g_01794	Syaf.g_00358
OG0000952	Prae.g_01798	Syaf.g_00363
OG0000953	Prae.g_01801	Syaf.g_00367
OG0000954	Prae.g_01805	Syaf.g_00372
OG0000955	Prae.g_01806	Syaf.g_00373
OG0000956	Prae.g_01808	Syaf.g_00375
OG0000957	Prae.g_01813	Syaf.g_00386
OG0000958	Prae.g_01814	Syaf.g_00387
OG0000959	Prae.g_01818	Syaf.g_00391
OG0000960	Prae.g_01819	Syaf.g_00392
OG0000961	Prae.g_01821	Syaf.g_00402
OG0000962	Prae.g_01823	Syaf.g_00404
OG0000963	Prae.g_01827	Syaf.g_00409
OG0000964	Prae.g_01828	Syaf.g_00410
OG0000965	Prae.g_01829	Syaf.g_00411
OG0000966	Prae.g_01836	Syaf.g_00421
OG0000967	Prae.g_01840	Syaf.g_00426
OG0000968	Prae.g_01842	Syaf.g_00417
OG0000969	Prae.g_01843	Syaf.g_00423
OG0000970	Prae.g_01844	Syaf.g_00424
OG0000971	Prae.g_01845	Syaf.g_00429
OG0000972	Prae.g_01846	Syaf.g_00430
OG0000973	Prae.g_01847	Syaf.g_00431
OG0000974	Prae.g_01848	Syaf.g_00432
OG0000975	Prae.g_01849	Syaf.g_00433
OG0000976	Prae.g_01850	Syaf.g_00434
OG0000977	Prae.g_01851	Syaf.g_00436
OG0000978	Prae.g_01852	Syaf.g_00437
OG0000979	Prae.g_01855	Syaf.g_00440
OG0000980	Prae.g_01857	Syaf.g_00443
OG0000981	Prae.g_01859	Syaf.g_00446
OG0000982	Prae.g_01861	Syaf.g_00645
OG0000983	Prae.g_01862	Syaf.g_00644
OG0000984	Prae.g_01863	Syaf.g_00643
OG0000985	Prae.g_01866	Syaf.g_00641
OG0000986	Prae.g_01868	Syaf.g_00639
OG0000987	Prae.g_01869	Syaf.g_00637
OG0000988	Prae.g_01872	Syaf.g_00633
OG0000989	Prae.g_01876	Syaf.g_00624
OG0000990	Prae.g_01879	Syaf.g_00606
OG0000991	Prae.g_01880	Syaf.g_00604
OG0000992	Prae.g_01882	Syaf.g_00601
OG0000993	Prae.g_01883	Syaf.g_00600
OG0000994	Prae.g_01884	Syaf.g_00597
OG0000995	Prae.g_01888	Syaf.g_00592
OG0000996	Prae.g_01889	Syaf.g_00543
OG0000997	Prae.g_01890	Syaf.g_00532
OG0000998	Prae.g_01892	Syaf.g_00530
OG0000999	Prae.g_01893	Syaf.g_00529
OG0001000	Prae.g_01896	Syaf.g_00526
OG0001001	Prae.g_01898	Syaf.g_00521
OG0001002	Prae.g_01902	Syaf.g_00515
OG0001003	Prae.g_01903	Syaf.g_00514
OG0001004	Prae.g_01904	Syaf.g_00513
OG0001005	Prae.g_01905	Syaf.g_00510
OG0001006	Prae.g_01909	Syaf.g_00500
OG0001007	Prae.g_01911	Syaf.g_00498
OG0001008	Prae.g_00411	Syaf.g_01215
OG0001009	Prae.g_00027	Syaf.g_00466
OG0001010	Prae.g_00028	Syaf.g_00465
OG0001011	Prae.g_00029	Syaf.g_00463
OG0001012	Prae.g_00045	Syaf.g_00649
OG0001013	Prae.g_00050	Syaf.g_00669
OG0001014	Prae.g_00053	Syaf.g_00691
OG0001015	Prae.g_00054	Syaf.g_00692
OG0001016	Prae.g_00073	Syaf.g_00958
OG0001017	Prae.g_00077	Syaf.g_00952
OG0001018	Prae.g_00080	Syaf.g_00950
OG0001019	Prae.g_00089	Syaf.g_00931
OG0001020	Prae.g_00090	Syaf.g_00926
OG0001021	Prae.g_00091	Syaf.g_00922
OG0001022	Prae.g_00094	Syaf.g_00918
OG0001023	Prae.g_00095	Syaf.g_00917
OG0001024	Prae.g_00098	Syaf.g_00913
OG0001025	Prae.g_00104	Syaf.g_00906
OG0001026	Prae.g_00110	Syaf.g_00893
OG0001027	Prae.g_00111	Syaf.g_00884
OG0001028	Prae.g_00113	Syaf.g_00882
OG0001029	Prae.g_00115	Syaf.g_00880
OG0001030	Prae.g_00130	Syaf.g_00860
OG0001031	Prae.g_00189	Syaf.g_00784
OG0001032	Prae.g_00190	Syaf.g_00781
OG0001034	Prae.g_00239	Syaf.g_02787
OG0001035	Prae.g_00257	Syaf.g_00207
OG0001036	Prae.g_00262	Syaf.g_00212
OG0001037	Prae.g_00263	Syaf.g_00214
OG0001038	Prae.g_00279	Syaf.g_00242
OG0001039	Prae.g_00282	Syaf.g_00245
OG0001040	Prae.g_00284	Syaf.g_00248
OG0001041	Prae.g_00288	Syaf.g_00253
OG0001042	Prae.g_00305	Syaf.g_00275
OG0001043	Prae.g_00306	Syaf.g_00279
OG0001044	Prae.g_00334	Syaf.g_00024
OG0001045	Prae.g_00342	Syaf.g_00011
OG0001046	Prae.g_00379	Syaf.g_01894
OG0001047	Prae.g_00413	Syaf.g_01217
OG0001048	Prae.g_00414	Syaf.g_01218
OG0001049	Prae.g_00416	Syaf.g_01226
OG0001050	Prae.g_00417	Syaf.g_01227
OG0001051	Prae.g_00418	Syaf.g_01228
OG0001052	Prae.g_00445	Syaf.g_02502
OG0001053	Prae.g_00457	Syaf.g_02718
OG0001054	Prae.g_00472	Syaf.g_02701
OG0001056	Prae.g_00511	Syaf.g_02649
OG0001057	Prae.g_00516	Syaf.g_02638
OG0001058	Prae.g_00524	Syaf.g_02624
OG0001059	Prae.g_00528	Syaf.g_02620
OG0001060	Prae.g_00535	Syaf.g_02614
OG0001061	Prae.g_00548	Syaf.g_02590
OG0001062	Prae.g_00550	Syaf.g_02588
OG0001063	Prae.g_00552	Syaf.g_02583
OG0001064	Prae.g_00553	Syaf.g_02582
OG0001065	Prae.g_00554	Syaf.g_02581
OG0001066	Prae.g_00555	Syaf.g_02580
OG0001067	Prae.g_00556	Syaf.g_02579
OG0001068	Prae.g_00557	Syaf.g_02578
OG0001069	Prae.g_00558	Syaf.g_02577
OG0001070	Prae.g_00561	Syaf.g_02574
OG0001071	Prae.g_00562	Syaf.g_02573
OG0001072	Prae.g_00564	Syaf.g_02569
OG0001073	Prae.g_00578	Syaf.g_02555
OG0001074	Prae.g_00589	Syaf.g_02365
OG0001075	Prae.g_00590	Syaf.g_02363
OG0001076	Prae.g_00598	Syaf.g_02337
OG0001077	Prae.g_00602	Syaf.g_02325
OG0001078	Prae.g_00610	Syaf.g_02309
OG0001079	Prae.g_00621	Syaf.g_02296
OG0001080	Prae.g_00627	Syaf.g_01740
OG0001081	Prae.g_00629	Syaf.g_02144
OG0001082	Prae.g_00630	Syaf.g_02143
OG0001083	Prae.g_00635	Syaf.g_02136
OG0001084	Prae.g_00636	Syaf.g_02135
OG0001085	Prae.g_00644	Syaf.g_02125
OG0001086	Prae.g_00645	Syaf.g_02123
OG0001087	Prae.g_00662	Syaf.g_01482
OG0001088	Prae.g_00663	Syaf.g_01478
OG0001089	Prae.g_00671	Syaf.g_01453
OG0001090	Prae.g_00712	Syaf.g_01981
OG0001091	Prae.g_00714	Syaf.g_01979
OG0001092	Prae.g_00715	Syaf.g_01977
OG0001093	Prae.g_00720	Syaf.g_01971
OG0001094	Prae.g_00800	Syaf.g_02055
OG0001095	Prae.g_00819	Syaf.g_02034
OG0001096	Prae.g_00832	Syaf.g_02018
OG0001097	Prae.g_00850	Syaf.g_01373
OG0001098	Prae.g_00865	Syaf.g_01743
OG0001099	Prae.g_00897	Syaf.g_00881
OG0001100	Prae.g_00901	Syaf.g_02110
OG0001101	Prae.g_00903	Syaf.g_02109
OG0001102	Prae.g_00905	Syaf.g_02106
OG0001103	Prae.g_00907	Syaf.g_02104
OG0001104	Prae.g_00928	Syaf.g_02071
OG0001105	Prae.g_00932	Syaf.g_02067
OG0001106	Prae.g_00955	Syaf.g_01847
OG0001107	Prae.g_00962	Syaf.g_01859
OG0001108	Prae.g_00966	Syaf.g_01868
OG0001109	Prae.g_00967	Syaf.g_01877
OG0001110	Prae.g_00969	Syaf.g_01879
OG0001111	Prae.g_00970	Syaf.g_01881
OG0001112	Prae.g_00971	Syaf.g_01883
OG0001113	Prae.g_00972	Syaf.g_01884
OG0001114	Prae.g_00973	Syaf.g_01885
OG0001115	Prae.g_00975	Syaf.g_01889
OG0001116	Prae.g_00976	Syaf.g_01891
OG0001117	Prae.g_00977	Syaf.g_01892
OG0001118	Prae.g_00978	Syaf.g_01893
OG0001119	Prae.g_00979	Syaf.g_01895
OG0001120	Prae.g_00981	Syaf.g_01899
OG0001122	Prae.g_01012	Syaf.g_01927
OG0001123	Prae.g_01016	Syaf.g_01934
OG0001124	Prae.g_01018	Syaf.g_01936
OG0001125	Prae.g_01019	Syaf.g_01938
OG0001126	Prae.g_01029	Syaf.g_01409
OG0001127	Prae.g_01030	Syaf.g_01410
OG0001128	Prae.g_01032	Syaf.g_01413
