Orthogroup	Prae	Prbf
OG0000562	Prae.g_00531	Prbf.g_01837
OG0000563	Prae.g_00532	Prbf.g_01838
OG0000564	Prae.g_00533	Prbf.g_01839
OG0000565	Prae.g_00536	Prbf.g_01841
OG0000566	Prae.g_00538	Prbf.g_01845
OG0000567	Prae.g_00542	Prbf.g_01849
OG0000568	Prae.g_00543	Prbf.g_01850
OG0000569	Prae.g_00544	Prbf.g_01851
OG0000570	Prae.g_00545	Prbf.g_01852
OG0000571	Prae.g_00547	Prbf.g_01854
OG0000572	Prae.g_00560	Prbf.g_01868
OG0000573	Prae.g_00566	Prbf.g_01874
OG0000574	Prae.g_00567	Prbf.g_01875
OG0000575	Prae.g_00571	Prbf.g_01879
OG0000576	Prae.g_00573	Prbf.g_01881
OG0000577	Prae.g_00574	Prbf.g_01882
OG0000578	Prae.g_00575	Prbf.g_01883
OG0000579	Prae.g_00576	Prbf.g_01884
OG0000580	Prae.g_00577	Prbf.g_01885
OG0000581	Prae.g_00579	Prbf.g_01888
OG0000582	Prae.g_00582	Prbf.g_01891
OG0000583	Prae.g_00583	Prbf.g_01892
OG0000584	Prae.g_00584	Prbf.g_01893
OG0000585	Prae.g_00586	Prbf.g_01895
OG0000586	Prae.g_00587	Prbf.g_01896
OG0000587	Prae.g_00588	Prbf.g_01897
OG0000588	Prae.g_00592	Prbf.g_01901
OG0000589	Prae.g_00595	Prbf.g_01903
OG0000590	Prae.g_00596	Prbf.g_01904
OG0000591	Prae.g_00599	Prbf.g_01908
OG0000592	Prae.g_00600	Prbf.g_01909
OG0000593	Prae.g_00606	Prbf.g_00979
OG0000594	Prae.g_00607	Prbf.g_00980
OG0000595	Prae.g_00608	Prbf.g_00981
OG0000596	Prae.g_00612	Prbf.g_00985
OG0000597	Prae.g_00614	Prbf.g_00988
OG0000598	Prae.g_00615	Prbf.g_00989
OG0000599	Prae.g_00618	Prbf.g_00992
OG0000600	Prae.g_00619	Prbf.g_00993
OG0000601	Prae.g_00620	Prbf.g_00994
OG0000602	Prae.g_00622	Prbf.g_00996
OG0000603	Prae.g_00623	Prbf.g_00997
OG0000604	Prae.g_00624	Prbf.g_00998
OG0000605	Prae.g_00625	Prbf.g_00999
OG0000606	Prae.g_00628	Prbf.g_01002
OG0000607	Prae.g_00631	Prbf.g_01005
OG0000608	Prae.g_00632	Prbf.g_01006
OG0000609	Prae.g_00633	Prbf.g_01007
OG0000610	Prae.g_00638	Prbf.g_01013
OG0000611	Prae.g_00641	Prbf.g_01016
OG0000612	Prae.g_00642	Prbf.g_01017
OG0000613	Prae.g_00647	Prbf.g_01290
OG0000614	Prae.g_00666	Prbf.g_01269
OG0000615	Prae.g_00674	Prbf.g_01258
OG0000616	Prae.g_00678	Prbf.g_00404
OG0000617	Prae.g_00717	Prbf.g_01033
OG0000618	Prae.g_00718	Prbf.g_01034
OG0000619	Prae.g_00719	Prbf.g_01035
OG0000620	Prae.g_00722	Prbf.g_01038
OG0000621	Prae.g_00723	Prbf.g_01039
OG0000622	Prae.g_00724	Prbf.g_01040
OG0000623	Prae.g_00725	Prbf.g_01041
OG0000624	Prae.g_00726	Prbf.g_01043
OG0000625	Prae.g_00727	Prbf.g_01044
OG0000626	Prae.g_00728	Prbf.g_01045
OG0000627	Prae.g_00729	Prbf.g_01046
OG0000628	Prae.g_00730	Prbf.g_01047
OG0000629	Prae.g_00731	Prbf.g_01048
OG0000630	Prae.g_00734	Prbf.g_01051
OG0000631	Prae.g_00797	Prbf.g_01144
OG0000632	Prae.g_00798	Prbf.g_01143
OG0000633	Prae.g_00799	Prbf.g_01142
OG0000634	Prae.g_00802	Prbf.g_01249
OG0000635	Prae.g_00803	Prbf.g_01248
OG0000636	Prae.g_00805	Prbf.g_01246
OG0000637	Prae.g_00807	Prbf.g_01244
OG0000638	Prae.g_00808	Prbf.g_01243
OG0000639	Prae.g_00809	Prbf.g_01242
OG0000640	Prae.g_00810	Prbf.g_01241
OG0000641	Prae.g_00814	Prbf.g_01237
OG0000642	Prae.g_00815	Prbf.g_01236
OG0000643	Prae.g_00816	Prbf.g_01235
OG0000644	Prae.g_00817	Prbf.g_01234
OG0000645	Prae.g_00818	Prbf.g_01233
OG0000646	Prae.g_00820	Prbf.g_01231
OG0000647	Prae.g_00821	Prbf.g_01229
OG0000648	Prae.g_00823	Prbf.g_01227
OG0000649	Prae.g_00824	Prbf.g_01226
OG0000650	Prae.g_00825	Prbf.g_01225
OG0000651	Prae.g_00826	Prbf.g_01224
OG0000652	Prae.g_00827	Prbf.g_01223
OG0000653	Prae.g_00829	Prbf.g_01221
OG0000654	Prae.g_00830	Prbf.g_01220
OG0000655	Prae.g_00831	Prbf.g_01219
OG0000656	Prae.g_00834	Prbf.g_01216
OG0000657	Prae.g_00841	Prbf.g_01208
OG0000658	Prae.g_00842	Prbf.g_01206
OG0000659	Prae.g_00843	Prbf.g_01205
OG0000660	Prae.g_00847	Prbf.g_01201
OG0000661	Prae.g_00849	Prbf.g_01199
OG0000662	Prae.g_00851	Prbf.g_01197
OG0000663	Prae.g_00853	Prbf.g_01195
OG0000664	Prae.g_00854	Prbf.g_01194
OG0000665	Prae.g_00858	Prbf.g_01188
OG0000666	Prae.g_00859	Prbf.g_01187
OG0000667	Prae.g_00863	Prbf.g_01183
OG0000668	Prae.g_00892	Prbf.g_00838
OG0000669	Prae.g_00900	Prbf.g_01331
OG0000670	Prae.g_00902	Prbf.g_01328
OG0000671	Prae.g_00904	Prbf.g_01325
OG0000672	Prae.g_00906	Prbf.g_01322
OG0000673	Prae.g_00909	Prbf.g_01319
OG0000674	Prae.g_00911	Prbf.g_01317
OG0000675	Prae.g_00912	Prbf.g_01316
OG0000676	Prae.g_00914	Prbf.g_01314
OG0000677	Prae.g_00915	Prbf.g_01313
OG0000678	Prae.g_00917	Prbf.g_01311
OG0000679	Prae.g_00921	Prbf.g_01307
OG0000680	Prae.g_00922	Prbf.g_01306
OG0000681	Prae.g_00924	Prbf.g_01303
OG0000682	Prae.g_00925	Prbf.g_01302
OG0000683	Prae.g_00926	Prbf.g_01301
OG0000684	Prae.g_00927	Prbf.g_01299
OG0000685	Prae.g_00929	Prbf.g_01297
OG0000686	Prae.g_00930	Prbf.g_01296
OG0000687	Prae.g_00931	Prbf.g_01295
OG0000688	Prae.g_00934	Prbf.g_01021
OG0000689	Prae.g_00935	Prbf.g_01022
OG0000690	Prae.g_00936	Prbf.g_01023
OG0000691	Prae.g_00937	Prbf.g_01024
OG0000692	Prae.g_00938	Prbf.g_01026
OG0000693	Prae.g_00939	Prbf.g_01027
OG0000694	Prae.g_00940	Prbf.g_01028
OG0000695	Prae.g_00942	Prbf.g_01140
OG0000696	Prae.g_00943	Prbf.g_01139
OG0000697	Prae.g_00944	Prbf.g_01138
OG0000698	Prae.g_00947	Prbf.g_01135
OG0000699	Prae.g_00948	Prbf.g_01134
OG0000700	Prae.g_00949	Prbf.g_01133
OG0000701	Prae.g_00950	Prbf.g_01132
OG0000702	Prae.g_00952	Prbf.g_01130
OG0000703	Prae.g_00953	Prbf.g_01129
OG0000704	Prae.g_00954	Prbf.g_01127
OG0000705	Prae.g_00958	Prbf.g_01124
OG0000706	Prae.g_00959	Prbf.g_01123
OG0000707	Prae.g_00960	Prbf.g_01122
OG0000708	Prae.g_00961	Prbf.g_01120
OG0000709	Prae.g_00965	Prbf.g_01116
OG0000710	Prae.g_00968	Prbf.g_01113
OG0000711	Prae.g_00985	Prbf.g_01095
OG0000712	Prae.g_00987	Prbf.g_01094
OG0000713	Prae.g_00988	Prbf.g_01093
OG0000714	Prae.g_00989	Prbf.g_01092
OG0000715	Prae.g_00991	Prbf.g_01090
OG0000716	Prae.g_00993	Prbf.g_01088
OG0000717	Prae.g_00994	Prbf.g_01087
OG0000718	Prae.g_01009	Prbf.g_01083
OG0000719	Prae.g_01011	Prbf.g_01081
OG0000720	Prae.g_01020	Prbf.g_01069
OG0000721	Prae.g_01022	Prbf.g_01065
OG0000722	Prae.g_01023	Prbf.g_01064
OG0000723	Prae.g_01026	Prbf.g_01060
OG0000724	Prae.g_01035	Prbf.g_01165
OG0000725	Prae.g_01041	Prbf.g_01171
OG0000726	Prae.g_01042	Prbf.g_01172
OG0000727	Prae.g_01043	Prbf.g_01173
OG0000728	Prae.g_01045	Prbf.g_01175
OG0000729	Prae.g_01092	Prbf.g_00048
OG0000730	Prae.g_01096	Prbf.g_00876
OG0000731	Prae.g_01100	Prbf.g_01684
OG0000732	Prae.g_01109	Prbf.g_00453
OG0000733	Prae.g_01131	Prbf.g_00787
OG0000734	Prae.g_01148	Prbf.g_00902
OG0000735	Prae.g_01150	Prbf.g_00904
OG0000736	Prae.g_01151	Prbf.g_00905
OG0000737	Prae.g_01152	Prbf.g_00906
OG0000738	Prae.g_01156	Prbf.g_00910
OG0000739	Prae.g_01157	Prbf.g_00911
OG0000740	Prae.g_01158	Prbf.g_00912
OG0000741	Prae.g_01159	Prbf.g_00914
OG0000742	Prae.g_01162	Prbf.g_00917
OG0000743	Prae.g_01164	Prbf.g_00919
OG0000744	Prae.g_01165	Prbf.g_00920
OG0000745	Prae.g_01166	Prbf.g_00921
OG0000746	Prae.g_01168	Prbf.g_00923
OG0000747	Prae.g_01169	Prbf.g_00924
OG0000748	Prae.g_01172	Prbf.g_00928
OG0000749	Prae.g_01173	Prbf.g_00929
OG0000750	Prae.g_01174	Prbf.g_00930
OG0000751	Prae.g_01176	Prbf.g_00933
OG0000752	Prae.g_01178	Prbf.g_00935
OG0000753	Prae.g_01181	Prbf.g_00937
OG0000754	Prae.g_01184	Prbf.g_00940
OG0000755	Prae.g_01187	Prbf.g_00946
OG0000756	Prae.g_01188	Prbf.g_00947
OG0000757	Prae.g_01194	Prbf.g_00954
OG0000758	Prae.g_01195	Prbf.g_00955
OG0000759	Prae.g_01196	Prbf.g_00956
OG0000760	Prae.g_01197	Prbf.g_00957
OG0000761	Prae.g_01198	Prbf.g_00958
OG0000762	Prae.g_01199	Prbf.g_00959
OG0000763	Prae.g_01201	Prbf.g_00961
OG0000764	Prae.g_01202	Prbf.g_00962
OG0000765	Prae.g_01211	Prbf.g_00970
OG0000766	Prae.g_01212	Prbf.g_00971
OG0000767	Prae.g_01214	Prbf.g_00973
OG0000768	Prae.g_01215	Prbf.g_00974
OG0000769	Prae.g_01217	Prbf.g_00976
OG0000770	Prae.g_01219	Prbf.g_01914
OG0000771	Prae.g_01434	Prbf.g_00253
OG0000772	Prae.g_01293	Prbf.g_00767
OG0000773	Prae.g_01319	Prbf.g_00035
OG0000774	Prae.g_01321	Prbf.g_00033
OG0000775	Prae.g_01324	Prbf.g_00031
OG0000776	Prae.g_01325	Prbf.g_00030
OG0000777	Prae.g_01326	Prbf.g_00029
OG0000778	Prae.g_01327	Prbf.g_00028
OG0000779	Prae.g_01331	Prbf.g_00024
OG0000780	Prae.g_01332	Prbf.g_00023
OG0000781	Prae.g_01335	Prbf.g_00019
OG0000782	Prae.g_01336	Prbf.g_00018
OG0000783	Prae.g_01337	Prbf.g_00017
OG0000784	Prae.g_01338	Prbf.g_00016
OG0000785	Prae.g_01340	Prbf.g_00014
OG0000786	Prae.g_01342	Prbf.g_00011
OG0000787	Prae.g_01343	Prbf.g_00010
OG0000788	Prae.g_01355	Prbf.g_01782
OG0000789	Prae.g_01358	Prbf.g_00256
OG0000790	Prae.g_01373	Prbf.g_00100
OG0000791	Prae.g_01375	Prbf.g_00102
OG0000792	Prae.g_01376	Prbf.g_00103
OG0000793	Prae.g_01379	Prbf.g_00106
OG0000794	Prae.g_01380	Prbf.g_00107
OG0000795	Prae.g_01381	Prbf.g_00108
OG0000796	Prae.g_01385	Prbf.g_00112
OG0000797	Prae.g_01386	Prbf.g_00113
OG0000798	Prae.g_01420	Prbf.g_00312
OG0000799	Prae.g_01441	Prbf.g_00140
OG0000800	Prae.g_01442	Prbf.g_00141
OG0000801	Prae.g_01443	Prbf.g_00142
OG0000802	Prae.g_01445	Prbf.g_00144
OG0000803	Prae.g_01447	Prbf.g_00146
OG0000804	Prae.g_01448	Prbf.g_00147
OG0000805	Prae.g_01450	Prbf.g_00149
OG0000806	Prae.g_01452	Prbf.g_00151
OG0000807	Prae.g_01453	Prbf.g_00152
OG0000808	Prae.g_01454	Prbf.g_00153
OG0000809	Prae.g_01457	Prbf.g_00155
OG0000810	Prae.g_01458	Prbf.g_00156
OG0000811	Prae.g_01462	Prbf.g_00160
OG0000812	Prae.g_01464	Prbf.g_00162
OG0000813	Prae.g_01465	Prbf.g_00163
OG0000814	Prae.g_01467	Prbf.g_00165
OG0000815	Prae.g_01468	Prbf.g_00166
OG0000816	Prae.g_01470	Prbf.g_00168
OG0000817	Prae.g_01471	Prbf.g_00169
OG0000818	Prae.g_01476	Prbf.g_00174
OG0000819	Prae.g_01477	Prbf.g_00175
OG0000820	Prae.g_01478	Prbf.g_00176
OG0000821	Prae.g_01482	Prbf.g_00180
OG0000822	Prae.g_01483	Prbf.g_00181
OG0000823	Prae.g_01484	Prbf.g_00182
OG0000824	Prae.g_01487	Prbf.g_00185
OG0000825	Prae.g_01488	Prbf.g_00186
OG0000826	Prae.g_01489	Prbf.g_00187
OG0000827	Prae.g_01490	Prbf.g_00188
OG0000828	Prae.g_01493	Prbf.g_00191
OG0000829	Prae.g_01494	Prbf.g_00192
OG0000830	Prae.g_01495	Prbf.g_00193
OG0000831	Prae.g_01497	Prbf.g_00195
OG0000832	Prae.g_01503	Prbf.g_00205
OG0000833	Prae.g_01511	Prbf.g_00214
OG0000834	Prae.g_01512	Prbf.g_00215
OG0000835	Prae.g_01513	Prbf.g_00216
OG0000836	Prae.g_01514	Prbf.g_00217
OG0000837	Prae.g_01515	Prbf.g_00218
OG0000838	Prae.g_01517	Prbf.g_00220
OG0000839	Prae.g_01518	Prbf.g_00221
OG0000840	Prae.g_01519	Prbf.g_00222
OG0000841	Prae.g_01520	Prbf.g_00223
OG0000842	Prae.g_01521	Prbf.g_00224
OG0000843	Prae.g_01522	Prbf.g_00225
OG0000844	Prae.g_01523	Prbf.g_00226
OG0000845	Prae.g_01524	Prbf.g_00227
OG0000846	Prae.g_01525	Prbf.g_00228
OG0000847	Prae.g_01526	Prbf.g_00229
OG0000848	Prae.g_01527	Prbf.g_00230
OG0000849	Prae.g_01528	Prbf.g_00231
OG0000850	Prae.g_01530	Prbf.g_00233
OG0000851	Prae.g_01531	Prbf.g_00234
OG0000852	Prae.g_01532	Prbf.g_00235
OG0000853	Prae.g_01536	Prbf.g_00241
OG0000854	Prae.g_01538	Prbf.g_00243
OG0000855	Prae.g_01539	Prbf.g_00244
OG0000856	Prae.g_01554	Prbf.g_01911
OG0000857	Prae.g_01582	Prbf.g_01230
OG0000858	Prae.g_01617	Prbf.g_00700
OG0000859	Prae.g_01618	Prbf.g_00699
OG0000860	Prae.g_01625	Prbf.g_00691
OG0000861	Prae.g_01626	Prbf.g_00690
OG0000862	Prae.g_01627	Prbf.g_00689
OG0000863	Prae.g_01629	Prbf.g_00687
OG0000864	Prae.g_01630	Prbf.g_00686
OG0000865	Prae.g_01631	Prbf.g_00685
OG0000866	Prae.g_01632	Prbf.g_00684
OG0000867	Prae.g_01633	Prbf.g_00683
OG0000868	Prae.g_01634	Prbf.g_00681
OG0000869	Prae.g_01638	Prbf.g_00678
OG0000870	Prae.g_01643	Prbf.g_00673
OG0000871	Prae.g_01644	Prbf.g_00672
OG0000872	Prae.g_01645	Prbf.g_00671
OG0000873	Prae.g_01648	Prbf.g_00668
OG0000874	Prae.g_01651	Prbf.g_00665
OG0000875	Prae.g_01652	Prbf.g_00664
OG0000876	Prae.g_01653	Prbf.g_00663
OG0000877	Prae.g_01655	Prbf.g_00661
OG0000878	Prae.g_01656	Prbf.g_00660
OG0000879	Prae.g_01657	Prbf.g_00659
OG0000880	Prae.g_01658	Prbf.g_00658
OG0000881	Prae.g_01662	Prbf.g_00654
OG0000882	Prae.g_01667	Prbf.g_00649
OG0000883	Prae.g_01668	Prbf.g_00647
OG0000884	Prae.g_01670	Prbf.g_00645
OG0000885	Prae.g_01671	Prbf.g_00644
OG0000886	Prae.g_01672	Prbf.g_00643
OG0000887	Prae.g_01673	Prbf.g_00642
OG0000888	Prae.g_01675	Prbf.g_00640
OG0000889	Prae.g_01677	Prbf.g_00638
OG0000890	Prae.g_01678	Prbf.g_00637
OG0000891	Prae.g_01679	Prbf.g_00636
OG0000892	Prae.g_01681	Prbf.g_00634
OG0000893	Prae.g_01686	Prbf.g_00630
OG0000894	Prae.g_01688	Prbf.g_00627
OG0000895	Prae.g_01691	Prbf.g_00623
OG0000896	Prae.g_01692	Prbf.g_00622
OG0000897	Prae.g_01694	Prbf.g_00620
OG0000898	Prae.g_01695	Prbf.g_00619
OG0000899	Prae.g_01696	Prbf.g_00618
OG0000900	Prae.g_01697	Prbf.g_00617
OG0000901	Prae.g_01700	Prbf.g_00614
OG0000902	Prae.g_01702	Prbf.g_00612
OG0000903	Prae.g_01705	Prbf.g_00608
OG0000904	Prae.g_01707	Prbf.g_00604
OG0000905	Prae.g_01712	Prbf.g_00610
OG0000906	Prae.g_01713	Prbf.g_00611
OG0000907	Prae.g_01716	Prbf.g_00601
OG0000908	Prae.g_01719	Prbf.g_00598
OG0000909	Prae.g_01720	Prbf.g_00597
OG0000910	Prae.g_01721	Prbf.g_00596
OG0000911	Prae.g_01723	Prbf.g_00594
OG0000912	Prae.g_01724	Prbf.g_00593
OG0000913	Prae.g_01725	Prbf.g_00592
OG0000914	Prae.g_01726	Prbf.g_00591
OG0000915	Prae.g_01727	Prbf.g_00590
OG0000916	Prae.g_01728	Prbf.g_00589
OG0000917	Prae.g_01729	Prbf.g_00588
OG0000918	Prae.g_01730	Prbf.g_00587
OG0000919	Prae.g_01731	Prbf.g_00586
OG0000920	Prae.g_01732	Prbf.g_00585
OG0000921	Prae.g_01733	Prbf.g_00584
OG0000922	Prae.g_01734	Prbf.g_00583
OG0000923	Prae.g_01738	Prbf.g_00579
OG0000924	Prae.g_01739	Prbf.g_00578
OG0000925	Prae.g_01740	Prbf.g_00577
OG0000926	Prae.g_01741	Prbf.g_00576
OG0000927	Prae.g_01743	Prbf.g_00574
OG0000928	Prae.g_01744	Prbf.g_00573
OG0000929	Prae.g_01745	Prbf.g_00572
OG0000930	Prae.g_01746	Prbf.g_00571
OG0000931	Prae.g_01747	Prbf.g_00570
OG0000932	Prae.g_01748	Prbf.g_00569
OG0000933	Prae.g_01752	Prbf.g_00565
OG0000934	Prae.g_01754	Prbf.g_00563
OG0000935	Prae.g_01755	Prbf.g_00562
OG0000936	Prae.g_01756	Prbf.g_00561
OG0000937	Prae.g_01757	Prbf.g_00560
OG0000938	Prae.g_01759	Prbf.g_00557
OG0000939	Prae.g_01760	Prbf.g_00556
OG0000940	Prae.g_01768	Prbf.g_00549
OG0000941	Prae.g_01770	Prbf.g_00547
OG0000942	Prae.g_01772	Prbf.g_00545
OG0000943	Prae.g_01773	Prbf.g_00544
OG0000944	Prae.g_01774	Prbf.g_00542
OG0000945	Prae.g_01775	Prbf.g_00541
OG0000946	Prae.g_01779	Prbf.g_00536
OG0000947	Prae.g_01781	Prbf.g_00534
OG0000948	Prae.g_01782	Prbf.g_00533
OG0000949	Prae.g_01785	Prbf.g_00530
OG0000950	Prae.g_01790	Prbf.g_00523
OG0000951	Prae.g_01794	Prbf.g_00519
OG0000952	Prae.g_01798	Prbf.g_00515
OG0000953	Prae.g_01801	Prbf.g_00511
OG0000954	Prae.g_01805	Prbf.g_00507
OG0000955	Prae.g_01806	Prbf.g_00506
OG0000956	Prae.g_01808	Prbf.g_00504
OG0000957	Prae.g_01813	Prbf.g_00498
OG0000958	Prae.g_01814	Prbf.g_00497
OG0000959	Prae.g_01818	Prbf.g_00493
OG0000960	Prae.g_01819	Prbf.g_00492
OG0000961	Prae.g_01821	Prbf.g_00488
OG0000962	Prae.g_01823	Prbf.g_00486
OG0000963	Prae.g_01827	Prbf.g_00482
OG0000964	Prae.g_01828	Prbf.g_00481
OG0000965	Prae.g_01829	Prbf.g_00480
OG0000966	Prae.g_01836	Prbf.g_00474
OG0000967	Prae.g_01840	Prbf.g_00470
OG0000968	Prae.g_01842	Prbf.g_00468
OG0000969	Prae.g_01843	Prbf.g_00467
OG0000970	Prae.g_01844	Prbf.g_00466
OG0000971	Prae.g_01845	Prbf.g_00465
OG0000972	Prae.g_01846	Prbf.g_00464
OG0000973	Prae.g_01847	Prbf.g_00463
OG0000974	Prae.g_01848	Prbf.g_00462
OG0000975	Prae.g_01849	Prbf.g_00461
OG0000976	Prae.g_01850	Prbf.g_00460
OG0000977	Prae.g_01851	Prbf.g_00459
OG0000978	Prae.g_01852	Prbf.g_00458
OG0000979	Prae.g_01855	Prbf.g_00456
OG0000980	Prae.g_01857	Prbf.g_00454
OG0000981	Prae.g_01859	Prbf.g_00451
OG0000982	Prae.g_01861	Prbf.g_00449
OG0000983	Prae.g_01862	Prbf.g_00448
OG0000984	Prae.g_01863	Prbf.g_00447
OG0000985	Prae.g_01866	Prbf.g_00444
OG0000986	Prae.g_01868	Prbf.g_00442
OG0000987	Prae.g_01869	Prbf.g_00441
OG0000988	Prae.g_01872	Prbf.g_00438
OG0000989	Prae.g_01876	Prbf.g_00434
OG0000990	Prae.g_01879	Prbf.g_00430
OG0000991	Prae.g_01880	Prbf.g_00429
OG0000992	Prae.g_01882	Prbf.g_00426
OG0000993	Prae.g_01883	Prbf.g_00425
OG0000994	Prae.g_01884	Prbf.g_00424
OG0000995	Prae.g_01888	Prbf.g_00420
OG0000996	Prae.g_01889	Prbf.g_00419
OG0000997	Prae.g_01890	Prbf.g_00416
OG0000998	Prae.g_01892	Prbf.g_00414
OG0000999	Prae.g_01893	Prbf.g_00413
OG0001000	Prae.g_01896	Prbf.g_00410
OG0001001	Prae.g_01898	Prbf.g_00407
OG0001002	Prae.g_01902	Prbf.g_00402
OG0001003	Prae.g_01903	Prbf.g_00401
OG0001004	Prae.g_01904	Prbf.g_00400
OG0001005	Prae.g_01905	Prbf.g_00399
OG0001006	Prae.g_01909	Prbf.g_00395
OG0001007	Prae.g_01911	Prbf.g_00393
OG0001008	Prae.g_00411	Prbf.g_01721
OG0001009	Prae.g_00027	Prbf.g_01349
OG0001010	Prae.g_00028	Prbf.g_01350
OG0001011	Prae.g_00029	Prbf.g_01352
OG0001012	Prae.g_00045	Prbf.g_01366
OG0001013	Prae.g_00050	Prbf.g_01373
OG0001014	Prae.g_00053	Prbf.g_01376
OG0001015	Prae.g_00054	Prbf.g_01378
OG0001016	Prae.g_00073	Prbf.g_01400
OG0001017	Prae.g_00077	Prbf.g_01404
OG0001018	Prae.g_00080	Prbf.g_01406
OG0001019	Prae.g_00089	Prbf.g_01415
OG0001020	Prae.g_00090	Prbf.g_01416
OG0001021	Prae.g_00091	Prbf.g_01417
OG0001022	Prae.g_00094	Prbf.g_01420
OG0001023	Prae.g_00095	Prbf.g_01421
OG0001024	Prae.g_00098	Prbf.g_01425
OG0001025	Prae.g_00104	Prbf.g_01432
OG0001026	Prae.g_00110	Prbf.g_01441
OG0001027	Prae.g_00111	Prbf.g_01442
OG0001028	Prae.g_00113	Prbf.g_01444
OG0001029	Prae.g_00115	Prbf.g_01445
OG0001030	Prae.g_00130	Prbf.g_01461
OG0001031	Prae.g_00189	Prbf.g_01521
OG0001032	Prae.g_00190	Prbf.g_01522
OG0001033	Prae.g_00211	Prbf.g_01543
OG0001034	Prae.g_00239	Prbf.g_01574
OG0001035	Prae.g_00257	Prbf.g_01594
OG0001036	Prae.g_00262	Prbf.g_01598
OG0001037	Prae.g_00263	Prbf.g_01599
OG0001038	Prae.g_00279	Prbf.g_01618
OG0001039	Prae.g_00282	Prbf.g_01621
OG0001040	Prae.g_00284	Prbf.g_01623
OG0001041	Prae.g_00288	Prbf.g_01628
OG0001042	Prae.g_00305	Prbf.g_01645
OG0001043	Prae.g_00306	Prbf.g_01646
OG0001044	Prae.g_00334	Prbf.g_01677
OG0001045	Prae.g_00342	Prbf.g_01686
OG0001046	Prae.g_00379	Prbf.g_00741
OG0001047	Prae.g_00413	Prbf.g_01723
OG0001048	Prae.g_00414	Prbf.g_01724
OG0001049	Prae.g_00416	Prbf.g_01726
OG0001050	Prae.g_00417	Prbf.g_01727
OG0001051	Prae.g_00418	Prbf.g_01728
OG0001052	Prae.g_00445	Prbf.g_01754
OG0001053	Prae.g_00457	Prbf.g_01766
OG0001054	Prae.g_00472	Prbf.g_01781
OG0001055	Prae.g_00491	Prbf.g_01800
OG0001056	Prae.g_00511	Prbf.g_01817
OG0001057	Prae.g_00516	Prbf.g_01822
OG0001058	Prae.g_00524	Prbf.g_01830
OG0001059	Prae.g_00528	Prbf.g_01834
OG0001060	Prae.g_00535	Prbf.g_01840
OG0001061	Prae.g_00548	Prbf.g_01855
OG0001062	Prae.g_00550	Prbf.g_01857
OG0001063	Prae.g_00552	Prbf.g_01859
OG0001064	Prae.g_00553	Prbf.g_01860
OG0001065	Prae.g_00554	Prbf.g_01861
OG0001066	Prae.g_00555	Prbf.g_01862
OG0001067	Prae.g_00556	Prbf.g_01863
OG0001068	Prae.g_00557	Prbf.g_01864
OG0001069	Prae.g_00558	Prbf.g_01865
OG0001070	Prae.g_00561	Prbf.g_01869
OG0001071	Prae.g_00562	Prbf.g_01870
OG0001072	Prae.g_00564	Prbf.g_01872
OG0001073	Prae.g_00578	Prbf.g_01886
OG0001074	Prae.g_00589	Prbf.g_01898
OG0001075	Prae.g_00590	Prbf.g_01899
OG0001076	Prae.g_00598	Prbf.g_01906
OG0001077	Prae.g_00602	Prbf.g_01912
OG0001078	Prae.g_00610	Prbf.g_00983
OG0001079	Prae.g_00621	Prbf.g_00995
OG0001080	Prae.g_00627	Prbf.g_01001
OG0001081	Prae.g_00629	Prbf.g_01003
OG0001082	Prae.g_00630	Prbf.g_01004
OG0001083	Prae.g_00635	Prbf.g_01009
OG0001084	Prae.g_00636	Prbf.g_01010
OG0001085	Prae.g_00644	Prbf.g_01293
OG0001086	Prae.g_00645	Prbf.g_01292
OG0001087	Prae.g_00662	Prbf.g_01274
OG0001088	Prae.g_00663	Prbf.g_01273
OG0001089	Prae.g_00671	Prbf.g_01262
OG0001090	Prae.g_00712	Prbf.g_01252
OG0001091	Prae.g_00714	Prbf.g_01030
OG0001092	Prae.g_00715	Prbf.g_01031
OG0001093	Prae.g_00720	Prbf.g_01036
OG0001094	Prae.g_00800	Prbf.g_01029
OG0001095	Prae.g_00819	Prbf.g_01232
OG0001096	Prae.g_00832	Prbf.g_01218
OG0001097	Prae.g_00850	Prbf.g_01198
OG0001098	Prae.g_00865	Prbf.g_01179
OG0001099	Prae.g_00897	Prbf.g_00833
OG0001100	Prae.g_00901	Prbf.g_01329
OG0001101	Prae.g_00903	Prbf.g_01326
OG0001102	Prae.g_00905	Prbf.g_01323
OG0001103	Prae.g_00907	Prbf.g_01321
OG0001104	Prae.g_00928	Prbf.g_01298
OG0001105	Prae.g_00932	Prbf.g_01294
OG0001106	Prae.g_00955	Prbf.g_01126
OG0001107	Prae.g_00962	Prbf.g_01119
OG0001108	Prae.g_00966	Prbf.g_01115
OG0001109	Prae.g_00967	Prbf.g_01114
OG0001110	Prae.g_00969	Prbf.g_01112
OG0001111	Prae.g_00970	Prbf.g_01111
OG0001112	Prae.g_00971	Prbf.g_01110
OG0001113	Prae.g_00972	Prbf.g_01109
OG0001114	Prae.g_00973	Prbf.g_01108
OG0001115	Prae.g_00975	Prbf.g_01106
OG0001116	Prae.g_00976	Prbf.g_01105
OG0001117	Prae.g_00977	Prbf.g_01104
OG0001118	Prae.g_00978	Prbf.g_01103
OG0001119	Prae.g_00979	Prbf.g_01102
OG0001120	Prae.g_00981	Prbf.g_01100
