Orthogroup	Prae	Syak
OG0000588	Prae.g_00592	Syak.g_00004
OG0000589	Prae.g_00595	Syak.g_00008
OG0000590	Prae.g_00596	Syak.g_00009
OG0000591	Prae.g_00599	Syak.g_00017
OG0000592	Prae.g_00600	Syak.g_00018
OG0000593	Prae.g_00606	Syak.g_00031
OG0000594	Prae.g_00607	Syak.g_00032
OG0000595	Prae.g_00608	Syak.g_00033
OG0000596	Prae.g_00612	Syak.g_00038
OG0000597	Prae.g_00614	Syak.g_00041
OG0000598	Prae.g_00615	Syak.g_00042
OG0000599	Prae.g_00618	Syak.g_00045
OG0000600	Prae.g_00619	Syak.g_00046
OG0000601	Prae.g_00620	Syak.g_00047
OG0000602	Prae.g_00622	Syak.g_00053
OG0000603	Prae.g_00623	Syak.g_00054
OG0000604	Prae.g_00624	Syak.g_00056
OG0000605	Prae.g_00625	Syak.g_00259
OG0000606	Prae.g_00628	Syak.g_00326
OG0000607	Prae.g_00631	Syak.g_00329
OG0000608	Prae.g_00632	Syak.g_00330
OG0000609	Prae.g_00633	Syak.g_00332
OG0000610	Prae.g_00638	Syak.g_00347
OG0000611	Prae.g_00641	Syak.g_00350
OG0000612	Prae.g_00642	Syak.g_00351
OG0000613	Prae.g_00647	Syak.g_01525
OG0000614	Prae.g_00666	Syak.g_00705
OG0000615	Prae.g_00674	Syak.g_00393
OG0000616	Prae.g_00678	Syak.g_01810
OG0000617	Prae.g_00717	Syak.g_00799
OG0000618	Prae.g_00718	Syak.g_00798
OG0000619	Prae.g_00719	Syak.g_00797
OG0000620	Prae.g_00722	Syak.g_00779
OG0000621	Prae.g_00723	Syak.g_00780
OG0000622	Prae.g_00724	Syak.g_00781
OG0000623	Prae.g_00725	Syak.g_00782
OG0000624	Prae.g_00726	Syak.g_00784
OG0000625	Prae.g_00727	Syak.g_00785
OG0000626	Prae.g_00728	Syak.g_00786
OG0000627	Prae.g_00729	Syak.g_00561
OG0000628	Prae.g_00730	Syak.g_00560
OG0000629	Prae.g_00731	Syak.g_00556
OG0000630	Prae.g_00734	Syak.g_00552
OG0000631	Prae.g_00797	Syak.g_00545
OG0000632	Prae.g_00798	Syak.g_00544
OG0000633	Prae.g_00799	Syak.g_00542
OG0000634	Prae.g_00802	Syak.g_00430
OG0000635	Prae.g_00803	Syak.g_00431
OG0000636	Prae.g_00805	Syak.g_00433
OG0000637	Prae.g_00807	Syak.g_00435
OG0000638	Prae.g_00808	Syak.g_00436
OG0000639	Prae.g_00809	Syak.g_00437
OG0000640	Prae.g_00810	Syak.g_00438
OG0000641	Prae.g_00814	Syak.g_00442
OG0000642	Prae.g_00815	Syak.g_00443
OG0000643	Prae.g_00816	Syak.g_00444
OG0000644	Prae.g_00817	Syak.g_00445
OG0000645	Prae.g_00818	Syak.g_00447
OG0000646	Prae.g_00820	Syak.g_00450
OG0000647	Prae.g_00821	Syak.g_00452
OG0000648	Prae.g_00823	Syak.g_00456
OG0000649	Prae.g_00824	Syak.g_00457
OG0000650	Prae.g_00825	Syak.g_00458
OG0000651	Prae.g_00826	Syak.g_00459
OG0000652	Prae.g_00827	Syak.g_00460
OG0000653	Prae.g_00829	Syak.g_00462
OG0000654	Prae.g_00830	Syak.g_00625
OG0000655	Prae.g_00831	Syak.g_00624
OG0000656	Prae.g_00834	Syak.g_00621
OG0000657	Prae.g_00841	Syak.g_00609
OG0000658	Prae.g_00842	Syak.g_00606
OG0000659	Prae.g_00843	Syak.g_00605
OG0000660	Prae.g_00847	Syak.g_00601
OG0000661	Prae.g_00849	Syak.g_00599
OG0000662	Prae.g_00851	Syak.g_00597
OG0000663	Prae.g_00853	Syak.g_00594
OG0000664	Prae.g_00854	Syak.g_00593
OG0000665	Prae.g_00858	Syak.g_00086
OG0000666	Prae.g_00859	Syak.g_00078
OG0000667	Prae.g_00863	Syak.g_00340
OG0000668	Prae.g_00892	Syak.g_00643
OG0000669	Prae.g_00900	Syak.g_00363
OG0000670	Prae.g_00902	Syak.g_00366
OG0000671	Prae.g_00904	Syak.g_00368
OG0000672	Prae.g_00906	Syak.g_00371
OG0000673	Prae.g_00909	Syak.g_00374
OG0000674	Prae.g_00911	Syak.g_00376
OG0000675	Prae.g_00912	Syak.g_00377
OG0000676	Prae.g_00914	Syak.g_00379
OG0000677	Prae.g_00915	Syak.g_00380
OG0000678	Prae.g_00917	Syak.g_00386
OG0000679	Prae.g_00921	Syak.g_00397
OG0000680	Prae.g_00922	Syak.g_00398
OG0000681	Prae.g_00924	Syak.g_00401
OG0000682	Prae.g_00925	Syak.g_00402
OG0000683	Prae.g_00926	Syak.g_00403
OG0000684	Prae.g_00927	Syak.g_00409
OG0000685	Prae.g_00929	Syak.g_00411
OG0000686	Prae.g_00930	Syak.g_00412
OG0000687	Prae.g_00931	Syak.g_00413
OG0000688	Prae.g_00934	Syak.g_00418
OG0000689	Prae.g_00935	Syak.g_00421
OG0000690	Prae.g_00936	Syak.g_00422
OG0000691	Prae.g_00937	Syak.g_00423
OG0000692	Prae.g_00938	Syak.g_00424
OG0000693	Prae.g_00939	Syak.g_00426
OG0000694	Prae.g_00940	Syak.g_00427
OG0000695	Prae.g_00942	Syak.g_00540
OG0000696	Prae.g_00943	Syak.g_00539
OG0000697	Prae.g_00944	Syak.g_00538
OG0000698	Prae.g_00947	Syak.g_00535
OG0000699	Prae.g_00948	Syak.g_00534
OG0000700	Prae.g_00949	Syak.g_00533
OG0000701	Prae.g_00950	Syak.g_00532
OG0000702	Prae.g_00952	Syak.g_00522
OG0000703	Prae.g_00953	Syak.g_00521
OG0000704	Prae.g_00954	Syak.g_00519
OG0000705	Prae.g_00958	Syak.g_00511
OG0000706	Prae.g_00959	Syak.g_00510
OG0000707	Prae.g_00960	Syak.g_00509
OG0000708	Prae.g_00961	Syak.g_00506
OG0000709	Prae.g_00965	Syak.g_00498
OG0000710	Prae.g_00968	Syak.g_00494
OG0000711	Prae.g_00985	Syak.g_00466
OG0000712	Prae.g_00987	Syak.g_00464
OG0000713	Prae.g_00988	Syak.g_00463
OG0000714	Prae.g_00989	Syak.g_00629
OG0000715	Prae.g_00991	Syak.g_00631
OG0000716	Prae.g_00993	Syak.g_00635
OG0000717	Prae.g_00994	Syak.g_00636
OG0000718	Prae.g_01009	Syak.g_00640
OG0000719	Prae.g_01011	Syak.g_00642
OG0000720	Prae.g_01020	Syak.g_00655
OG0000721	Prae.g_01022	Syak.g_00657
OG0000722	Prae.g_01023	Syak.g_00658
OG0000723	Prae.g_01026	Syak.g_00790
OG0000724	Prae.g_01035	Syak.g_00749
OG0000725	Prae.g_01041	Syak.g_00731
OG0000726	Prae.g_01042	Syak.g_00730
OG0000727	Prae.g_01043	Syak.g_00729
OG0000728	Prae.g_01045	Syak.g_00727
OG0000729	Prae.g_01092	Syak.g_01683
OG0000730	Prae.g_01096	Syak.g_01248
OG0000731	Prae.g_01100	Syak.g_01237
OG0000732	Prae.g_01109	Syak.g_01739
OG0000733	Prae.g_01131	Syak.g_01905
OG0000734	Prae.g_01148	Syak.g_02184
OG0000735	Prae.g_01150	Syak.g_00914
OG0000736	Prae.g_01151	Syak.g_00913
OG0000737	Prae.g_01152	Syak.g_00912
OG0000738	Prae.g_01156	Syak.g_00907
OG0000739	Prae.g_01157	Syak.g_00906
OG0000740	Prae.g_01158	Syak.g_00905
OG0000741	Prae.g_01159	Syak.g_00902
OG0000742	Prae.g_01162	Syak.g_00899
OG0000743	Prae.g_01164	Syak.g_00897
OG0000744	Prae.g_01165	Syak.g_00896
OG0000745	Prae.g_01166	Syak.g_00894
OG0000746	Prae.g_01168	Syak.g_00892
OG0000747	Prae.g_01169	Syak.g_00891
OG0000748	Prae.g_01172	Syak.g_00875
OG0000749	Prae.g_01173	Syak.g_00874
OG0000750	Prae.g_01174	Syak.g_00873
OG0000751	Prae.g_01176	Syak.g_00862
OG0000752	Prae.g_01178	Syak.g_00860
OG0000753	Prae.g_01181	Syak.g_00857
OG0000754	Prae.g_01184	Syak.g_00852
OG0000755	Prae.g_01187	Syak.g_00841
OG0000756	Prae.g_01188	Syak.g_00840
OG0000757	Prae.g_01194	Syak.g_00833
OG0000758	Prae.g_01195	Syak.g_00832
OG0000759	Prae.g_01196	Syak.g_00831
OG0000760	Prae.g_01197	Syak.g_00830
OG0000761	Prae.g_01198	Syak.g_00829
OG0000762	Prae.g_01199	Syak.g_00827
OG0000763	Prae.g_01201	Syak.g_00825
OG0000764	Prae.g_01202	Syak.g_00824
OG0000765	Prae.g_01211	Syak.g_00669
OG0000766	Prae.g_01212	Syak.g_00670
OG0000767	Prae.g_01214	Syak.g_00672
OG0000768	Prae.g_01215	Syak.g_00673
OG0000769	Prae.g_01217	Syak.g_00675
OG0000770	Prae.g_01219	Syak.g_00678
OG0000771	Prae.g_01434	Syak.g_00755
OG0000772	Prae.g_01293	Syak.g_02048
OG0000773	Prae.g_01319	Syak.g_00921
OG0000774	Prae.g_01321	Syak.g_00926
OG0000775	Prae.g_01324	Syak.g_00929
OG0000776	Prae.g_01325	Syak.g_00930
OG0000777	Prae.g_01326	Syak.g_00931
OG0000778	Prae.g_01327	Syak.g_00932
OG0000779	Prae.g_01331	Syak.g_00938
OG0000780	Prae.g_01332	Syak.g_00942
OG0000781	Prae.g_01335	Syak.g_00946
OG0000782	Prae.g_01336	Syak.g_00947
OG0000783	Prae.g_01337	Syak.g_00948
OG0000784	Prae.g_01338	Syak.g_00949
OG0000785	Prae.g_01340	Syak.g_00951
OG0000786	Prae.g_01342	Syak.g_00956
OG0000787	Prae.g_01343	Syak.g_00957
OG0000788	Prae.g_01355	Syak.g_00048
OG0000789	Prae.g_01358	Syak.g_00085
OG0000790	Prae.g_01373	Syak.g_02560
OG0000791	Prae.g_01375	Syak.g_02558
OG0000792	Prae.g_01376	Syak.g_02557
OG0000793	Prae.g_01379	Syak.g_02552
OG0000794	Prae.g_01380	Syak.g_02551
OG0000795	Prae.g_01381	Syak.g_02550
OG0000796	Prae.g_01385	Syak.g_02547
OG0000797	Prae.g_01386	Syak.g_02546
OG0000798	Prae.g_01420	Syak.g_01456
OG0000799	Prae.g_01441	Syak.g_00981
OG0000800	Prae.g_01442	Syak.g_00989
OG0000801	Prae.g_01443	Syak.g_00990
OG0000802	Prae.g_01445	Syak.g_00995
OG0000803	Prae.g_01447	Syak.g_01021
OG0000804	Prae.g_01448	Syak.g_01026
OG0000805	Prae.g_01450	Syak.g_01029
OG0000806	Prae.g_01452	Syak.g_01031
OG0000807	Prae.g_01453	Syak.g_01033
OG0000808	Prae.g_01454	Syak.g_01034
OG0000809	Prae.g_01457	Syak.g_01038
OG0000810	Prae.g_01458	Syak.g_01039
OG0000811	Prae.g_01462	Syak.g_01045
OG0000812	Prae.g_01464	Syak.g_01047
OG0000813	Prae.g_01465	Syak.g_01048
OG0000814	Prae.g_01467	Syak.g_01051
OG0000815	Prae.g_01468	Syak.g_01053
OG0000816	Prae.g_01470	Syak.g_01055
OG0000817	Prae.g_01471	Syak.g_01056
OG0000818	Prae.g_01476	Syak.g_01060
OG0000819	Prae.g_01477	Syak.g_01064
OG0000820	Prae.g_01478	Syak.g_01065
OG0000821	Prae.g_01482	Syak.g_01071
OG0000822	Prae.g_01483	Syak.g_01073
OG0000823	Prae.g_01484	Syak.g_01074
OG0000824	Prae.g_01487	Syak.g_01080
OG0000825	Prae.g_01488	Syak.g_01081
OG0000826	Prae.g_01489	Syak.g_01082
OG0000827	Prae.g_01490	Syak.g_01083
OG0000828	Prae.g_01493	Syak.g_01086
OG0000829	Prae.g_01494	Syak.g_01087
OG0000830	Prae.g_01495	Syak.g_01088
OG0000831	Prae.g_01497	Syak.g_01091
OG0000832	Prae.g_01503	Syak.g_02482
OG0000833	Prae.g_01511	Syak.g_02473
OG0000834	Prae.g_01512	Syak.g_02470
OG0000835	Prae.g_01513	Syak.g_02469
OG0000836	Prae.g_01514	Syak.g_02466
OG0000837	Prae.g_01515	Syak.g_02465
OG0000838	Prae.g_01517	Syak.g_02461
OG0000839	Prae.g_01518	Syak.g_02460
OG0000840	Prae.g_01519	Syak.g_02459
OG0000841	Prae.g_01520	Syak.g_02458
OG0000842	Prae.g_01521	Syak.g_02457
OG0000843	Prae.g_01522	Syak.g_02456
OG0000844	Prae.g_01523	Syak.g_02454
OG0000845	Prae.g_01524	Syak.g_02453
OG0000846	Prae.g_01525	Syak.g_02452
OG0000847	Prae.g_01526	Syak.g_02451
OG0000848	Prae.g_01527	Syak.g_02449
OG0000849	Prae.g_01528	Syak.g_02448
OG0000850	Prae.g_01530	Syak.g_02445
OG0000851	Prae.g_01531	Syak.g_02440
OG0000852	Prae.g_01532	Syak.g_02439
OG0000853	Prae.g_01536	Syak.g_02435
OG0000854	Prae.g_01538	Syak.g_02433
OG0000855	Prae.g_01539	Syak.g_02432
OG0000856	Prae.g_01554	Syak.g_00021
OG0000857	Prae.g_01582	Syak.g_00451
OG0000858	Prae.g_01617	Syak.g_02426
OG0000859	Prae.g_01618	Syak.g_02425
OG0000860	Prae.g_01625	Syak.g_02414
OG0000861	Prae.g_01626	Syak.g_02413
OG0000862	Prae.g_01627	Syak.g_02412
OG0000863	Prae.g_01629	Syak.g_02409
OG0000864	Prae.g_01630	Syak.g_02408
OG0000865	Prae.g_01631	Syak.g_02407
OG0000866	Prae.g_01632	Syak.g_02406
OG0000867	Prae.g_01633	Syak.g_02405
OG0000868	Prae.g_01634	Syak.g_02402
OG0000869	Prae.g_01638	Syak.g_02398
OG0000870	Prae.g_01643	Syak.g_02393
OG0000871	Prae.g_01644	Syak.g_02392
OG0000872	Prae.g_01645	Syak.g_02386
OG0000873	Prae.g_01648	Syak.g_02383
OG0000874	Prae.g_01651	Syak.g_02379
OG0000875	Prae.g_01652	Syak.g_02377
OG0000876	Prae.g_01653	Syak.g_02375
OG0000877	Prae.g_01655	Syak.g_02372
OG0000878	Prae.g_01656	Syak.g_02371
OG0000879	Prae.g_01657	Syak.g_02370
OG0000880	Prae.g_01658	Syak.g_02369
OG0000881	Prae.g_01662	Syak.g_02363
OG0000882	Prae.g_01667	Syak.g_02358
OG0000883	Prae.g_01668	Syak.g_02355
OG0000884	Prae.g_01670	Syak.g_02353
OG0000885	Prae.g_01671	Syak.g_02352
OG0000886	Prae.g_01672	Syak.g_02351
OG0000887	Prae.g_01673	Syak.g_02350
OG0000888	Prae.g_01675	Syak.g_02348
OG0000889	Prae.g_01677	Syak.g_02346
OG0000890	Prae.g_01678	Syak.g_02334
OG0000891	Prae.g_01679	Syak.g_02333
OG0000892	Prae.g_01681	Syak.g_02329
OG0000893	Prae.g_01686	Syak.g_01393
OG0000894	Prae.g_01688	Syak.g_01390
OG0000895	Prae.g_01691	Syak.g_01386
OG0000896	Prae.g_01692	Syak.g_01385
OG0000897	Prae.g_01694	Syak.g_01383
OG0000898	Prae.g_01695	Syak.g_01382
OG0000899	Prae.g_01696	Syak.g_01381
OG0000900	Prae.g_01697	Syak.g_01380
OG0000901	Prae.g_01700	Syak.g_01375
OG0000902	Prae.g_01702	Syak.g_01368
OG0000903	Prae.g_01705	Syak.g_01353
OG0000904	Prae.g_01707	Syak.g_01358
OG0000905	Prae.g_01712	Syak.g_01363
OG0000906	Prae.g_01713	Syak.g_01366
OG0000907	Prae.g_01716	Syak.g_01351
OG0000908	Prae.g_01719	Syak.g_01348
OG0000909	Prae.g_01720	Syak.g_01347
OG0000910	Prae.g_01721	Syak.g_01346
OG0000911	Prae.g_01723	Syak.g_01344
OG0000912	Prae.g_01724	Syak.g_01343
OG0000913	Prae.g_01725	Syak.g_01342
OG0000914	Prae.g_01726	Syak.g_01341
OG0000915	Prae.g_01727	Syak.g_01339
OG0000916	Prae.g_01728	Syak.g_01338
OG0000917	Prae.g_01729	Syak.g_01337
OG0000918	Prae.g_01730	Syak.g_01336
OG0000919	Prae.g_01731	Syak.g_01335
OG0000920	Prae.g_01732	Syak.g_01334
OG0000921	Prae.g_01733	Syak.g_01333
OG0000922	Prae.g_01734	Syak.g_01332
OG0000923	Prae.g_01738	Syak.g_01328
OG0000924	Prae.g_01739	Syak.g_01327
OG0000925	Prae.g_01740	Syak.g_01326
OG0000926	Prae.g_01741	Syak.g_01325
OG0000927	Prae.g_01743	Syak.g_01323
OG0000928	Prae.g_01744	Syak.g_01322
OG0000929	Prae.g_01745	Syak.g_01321
OG0000930	Prae.g_01746	Syak.g_01320
OG0000931	Prae.g_01747	Syak.g_01319
OG0000932	Prae.g_01748	Syak.g_01318
OG0000933	Prae.g_01752	Syak.g_01312
OG0000934	Prae.g_01754	Syak.g_01310
OG0000935	Prae.g_01755	Syak.g_01309
OG0000936	Prae.g_01756	Syak.g_01308
OG0000937	Prae.g_01757	Syak.g_01307
OG0000938	Prae.g_01759	Syak.g_01304
OG0000939	Prae.g_01760	Syak.g_01303
OG0000940	Prae.g_01768	Syak.g_01297
OG0000941	Prae.g_01770	Syak.g_01295
OG0000942	Prae.g_01772	Syak.g_01293
OG0000943	Prae.g_01773	Syak.g_01292
OG0000944	Prae.g_01774	Syak.g_01290
OG0000945	Prae.g_01775	Syak.g_01288
OG0000946	Prae.g_01779	Syak.g_01283
OG0000947	Prae.g_01781	Syak.g_01280
OG0000948	Prae.g_01782	Syak.g_01279
OG0000949	Prae.g_01785	Syak.g_01551
OG0000950	Prae.g_01790	Syak.g_01562
OG0000951	Prae.g_01794	Syak.g_01569
OG0000952	Prae.g_01798	Syak.g_01574
OG0000953	Prae.g_01801	Syak.g_01627
OG0000954	Prae.g_01805	Syak.g_01633
OG0000955	Prae.g_01806	Syak.g_01634
OG0000956	Prae.g_01808	Syak.g_01636
OG0000957	Prae.g_01813	Syak.g_01648
OG0000958	Prae.g_01814	Syak.g_01649
OG0000959	Prae.g_01818	Syak.g_01653
OG0000960	Prae.g_01819	Syak.g_01654
OG0000961	Prae.g_01821	Syak.g_01679
OG0000962	Prae.g_01823	Syak.g_01682
OG0000963	Prae.g_01827	Syak.g_01687
OG0000964	Prae.g_01828	Syak.g_01688
OG0000965	Prae.g_01829	Syak.g_01689
OG0000966	Prae.g_01836	Syak.g_01711
OG0000967	Prae.g_01840	Syak.g_01715
OG0000968	Prae.g_01842	Syak.g_01719
OG0000969	Prae.g_01843	Syak.g_01721
OG0000970	Prae.g_01844	Syak.g_01722
OG0000971	Prae.g_01845	Syak.g_01724
OG0000972	Prae.g_01846	Syak.g_01725
OG0000973	Prae.g_01847	Syak.g_01726
OG0000974	Prae.g_01848	Syak.g_01727
OG0000975	Prae.g_01849	Syak.g_01728
OG0000976	Prae.g_01850	Syak.g_01729
OG0000977	Prae.g_01851	Syak.g_01731
OG0000978	Prae.g_01852	Syak.g_01732
OG0000979	Prae.g_01855	Syak.g_01735
OG0000980	Prae.g_01857	Syak.g_01738
OG0000981	Prae.g_01859	Syak.g_01741
OG0000982	Prae.g_01861	Syak.g_01941
OG0000983	Prae.g_01862	Syak.g_01940
OG0000984	Prae.g_01863	Syak.g_01939
OG0000985	Prae.g_01866	Syak.g_01935
OG0000986	Prae.g_01868	Syak.g_01933
OG0000987	Prae.g_01869	Syak.g_01931
OG0000988	Prae.g_01872	Syak.g_01925
OG0000989	Prae.g_01876	Syak.g_01912
OG0000990	Prae.g_01879	Syak.g_01900
OG0000991	Prae.g_01880	Syak.g_01896
OG0000992	Prae.g_01882	Syak.g_01893
OG0000993	Prae.g_01883	Syak.g_01892
OG0000994	Prae.g_01884	Syak.g_01889
OG0000995	Prae.g_01888	Syak.g_01880
OG0000996	Prae.g_01889	Syak.g_01839
OG0000997	Prae.g_01890	Syak.g_01828
OG0000998	Prae.g_01892	Syak.g_01826
OG0000999	Prae.g_01893	Syak.g_01825
OG0001000	Prae.g_01896	Syak.g_01821
OG0001001	Prae.g_01898	Syak.g_01814
OG0001002	Prae.g_01902	Syak.g_01807
OG0001003	Prae.g_01903	Syak.g_01806
OG0001004	Prae.g_01904	Syak.g_01805
OG0001005	Prae.g_01905	Syak.g_01804
OG0001006	Prae.g_01909	Syak.g_01797
OG0001007	Prae.g_01911	Syak.g_01795
OG0001008	Prae.g_00411	Syak.g_01190
OG0001009	Prae.g_00027	Syak.g_01762
OG0001010	Prae.g_00028	Syak.g_01761
OG0001011	Prae.g_00029	Syak.g_01759
OG0001012	Prae.g_00045	Syak.g_01946
OG0001013	Prae.g_00050	Syak.g_01969
OG0001014	Prae.g_00053	Syak.g_01975
OG0001015	Prae.g_00054	Syak.g_01976
OG0001016	Prae.g_00073	Syak.g_02250
OG0001017	Prae.g_00077	Syak.g_02244
OG0001018	Prae.g_00080	Syak.g_02242
OG0001019	Prae.g_00089	Syak.g_02218
OG0001020	Prae.g_00090	Syak.g_02214
OG0001021	Prae.g_00091	Syak.g_02210
OG0001022	Prae.g_00094	Syak.g_02205
OG0001023	Prae.g_00095	Syak.g_02204
OG0001024	Prae.g_00098	Syak.g_02201
OG0001025	Prae.g_00104	Syak.g_02195
OG0001026	Prae.g_00110	Syak.g_02182
OG0001027	Prae.g_00111	Syak.g_02178
OG0001028	Prae.g_00113	Syak.g_02176
OG0001029	Prae.g_00115	Syak.g_02174
OG0001030	Prae.g_00130	Syak.g_02153
OG0001031	Prae.g_00189	Syak.g_02079
OG0001032	Prae.g_00190	Syak.g_02077
OG0001033	Prae.g_00211	Syak.g_02037
OG0001034	Prae.g_00239	Syak.g_02305
OG0001035	Prae.g_00257	Syak.g_01422
OG0001036	Prae.g_00262	Syak.g_01427
OG0001037	Prae.g_00263	Syak.g_01429
OG0001038	Prae.g_00279	Syak.g_01457
OG0001039	Prae.g_00282	Syak.g_01460
OG0001040	Prae.g_00284	Syak.g_01463
OG0001041	Prae.g_00288	Syak.g_01468
OG0001042	Prae.g_00305	Syak.g_01500
OG0001043	Prae.g_00306	Syak.g_01504
OG0001044	Prae.g_00334	Syak.g_01247
OG0001045	Prae.g_00342	Syak.g_01234
OG0001046	Prae.g_00379	Syak.g_00479
OG0001047	Prae.g_00413	Syak.g_01188
OG0001048	Prae.g_00414	Syak.g_01187
OG0001049	Prae.g_00416	Syak.g_01184
OG0001050	Prae.g_00417	Syak.g_01183
OG0001051	Prae.g_00418	Syak.g_01182
OG0001052	Prae.g_00445	Syak.g_01122
OG0001053	Prae.g_00457	Syak.g_02577
OG0001054	Prae.g_00472	Syak.g_02596
OG0001055	Prae.g_00491	Syak.g_02617
OG0001056	Prae.g_00511	Syak.g_02645
OG0001057	Prae.g_00516	Syak.g_00964
OG0001058	Prae.g_00524	Syak.g_02668
OG0001060	Prae.g_00535	Syak.g_02677
OG0001061	Prae.g_00548	Syak.g_02697
OG0001062	Prae.g_00550	Syak.g_02699
OG0001063	Prae.g_00552	Syak.g_02704
OG0001064	Prae.g_00553	Syak.g_02705
OG0001065	Prae.g_00554	Syak.g_02706
OG0001066	Prae.g_00555	Syak.g_02707
OG0001067	Prae.g_00556	Syak.g_02708
OG0001068	Prae.g_00557	Syak.g_02709
OG0001069	Prae.g_00558	Syak.g_02710
OG0001070	Prae.g_00561	Syak.g_02714
OG0001071	Prae.g_00562	Syak.g_02715
OG0001072	Prae.g_00564	Syak.g_02721
OG0001073	Prae.g_00578	Syak.g_02736
OG0001074	Prae.g_00589	Syak.g_00098
OG0001075	Prae.g_00590	Syak.g_02760
OG0001076	Prae.g_00598	Syak.g_00011
OG0001077	Prae.g_00602	Syak.g_00024
OG0001078	Prae.g_00610	Syak.g_00036
OG0001079	Prae.g_00621	Syak.g_00049
OG0001080	Prae.g_00627	Syak.g_00264
OG0001081	Prae.g_00629	Syak.g_00327
OG0001082	Prae.g_00630	Syak.g_00328
OG0001083	Prae.g_00635	Syak.g_00336
OG0001084	Prae.g_00636	Syak.g_00337
OG0001085	Prae.g_00644	Syak.g_00354
OG0001086	Prae.g_00645	Syak.g_00356
OG0001087	Prae.g_00662	Syak.g_00691
OG0001088	Prae.g_00663	Syak.g_00694
OG0001089	Prae.g_00671	Syak.g_00722
OG0001090	Prae.g_00712	Syak.g_00806
OG0001091	Prae.g_00714	Syak.g_00804
OG0001092	Prae.g_00715	Syak.g_00801
OG0001093	Prae.g_00720	Syak.g_00794
OG0001094	Prae.g_00800	Syak.g_00428
OG0001095	Prae.g_00819	Syak.g_00448
OG0001096	Prae.g_00832	Syak.g_00623
OG0001097	Prae.g_00850	Syak.g_00598
OG0001098	Prae.g_00865	Syak.g_00578
OG0001099	Prae.g_00897	Syak.g_02175
OG0001100	Prae.g_00901	Syak.g_00365
OG0001101	Prae.g_00903	Syak.g_00367
OG0001102	Prae.g_00905	Syak.g_00370
OG0001103	Prae.g_00907	Syak.g_00372
OG0001104	Prae.g_00928	Syak.g_00410
OG0001105	Prae.g_00932	Syak.g_00414
OG0001106	Prae.g_00955	Syak.g_00518
OG0001107	Prae.g_00962	Syak.g_00505
OG0001108	Prae.g_00966	Syak.g_00497
OG0001109	Prae.g_00967	Syak.g_00495
OG0001110	Prae.g_00969	Syak.g_00493
OG0001111	Prae.g_00970	Syak.g_00491
OG0001112	Prae.g_00971	Syak.g_00489
OG0001113	Prae.g_00972	Syak.g_00406
OG0001114	Prae.g_00973	Syak.g_00488
OG0001115	Prae.g_00975	Syak.g_00484
OG0001116	Prae.g_00976	Syak.g_00482
OG0001117	Prae.g_00977	Syak.g_00481
OG0001118	Prae.g_00978	Syak.g_00480
OG0001119	Prae.g_00979	Syak.g_00478
OG0001120	Prae.g_00981	Syak.g_00474
OG0001121	Prae.g_01128, Prae.g_00984	Syak.g_00114
OG0001123	Prae.g_01016	Syak.g_00650
OG0001124	Prae.g_01018	Syak.g_00652
OG0001125	Prae.g_01019	Syak.g_00654
OG0001126	Prae.g_01029	Syak.g_00757
OG0001127	Prae.g_01030	Syak.g_00756
OG0001128	Prae.g_01032	Syak.g_00753
OG0001129	Prae.g_01033	Syak.g_00751
OG0001130	Prae.g_01034	Syak.g_00750
OG0001131	Prae.g_01072	Syak.g_00389
OG0001132	Prae.g_01081	Syak.g_00120
OG0001133	Prae.g_01115	Syak.g_00014
OG0001134	Prae.g_01130	Syak.g_00273
OG0001135	Prae.g_01133	Syak.g_00274
OG0001136	Prae.g_01160	Syak.g_00901
OG0001137	Prae.g_01171	Syak.g_00876
OG0001138	Prae.g_01189	Syak.g_00839
OG0001139	Prae.g_01190	Syak.g_00837
OG0001140	Prae.g_01191	Syak.g_00836
OG0001141	Prae.g_01192	Syak.g_00835
OG0001142	Prae.g_01193	Syak.g_00834
OG0001143	Prae.g_01200	Syak.g_00826
OG0001144	Prae.g_01205	Syak.g_00815
OG0001145	Prae.g_01320	Syak.g_00922
OG0001146	Prae.g_01333	Syak.g_00943
OG0001147	Prae.g_01354	Syak.g_01113
OG0001148	Prae.g_01370	Syak.g_02563
OG0001149	Prae.g_01371	Syak.g_02562
OG0001150	Prae.g_01372	Syak.g_02561
OG0001151	Prae.g_01383	Syak.g_02548
OG0001153	Prae.g_01491	Syak.g_01084
OG0001154	Prae.g_01492	Syak.g_01085
OG0001155	Prae.g_01504	Syak.g_02480
OG0001156	Prae.g_01507	Syak.g_02477
OG0001157	Prae.g_01508	Syak.g_02476
OG0001158	Prae.g_01509	Syak.g_02475
OG0001159	Prae.g_01510	Syak.g_02474
OG0001160	Prae.g_01534	Syak.g_02437
OG0001161	Prae.g_01547	Syak.g_01906
OG0001162	Prae.g_01558	Syak.g_00959
OG0001163	Prae.g_01615	Syak.g_02429
OG0001164	Prae.g_01619	Syak.g_02423
OG0001165	Prae.g_01622	Syak.g_02418
OG0001166	Prae.g_01642	Syak.g_02394
OG0001167	Prae.g_01659	Syak.g_02366
OG0001168	Prae.g_01661	Syak.g_02364
OG0001169	Prae.g_01663	Syak.g_02362
OG0001170	Prae.g_01665	Syak.g_02360
OG0001171	Prae.g_01674	Syak.g_02349
OG0001172	Prae.g_01689	Syak.g_01388
