Orthogroup	Prae	Syat
OG0000595	Prae.g_00608	Syat.g_00115
OG0000596	Prae.g_00612	Syat.g_00129
OG0000597	Prae.g_00614	Syat.g_00132
OG0000598	Prae.g_00615	Syat.g_00133
OG0000599	Prae.g_00618	Syat.g_00381
OG0000600	Prae.g_00619	Syat.g_00380
OG0000601	Prae.g_00620	Syat.g_00379
OG0000602	Prae.g_00622	Syat.g_00375
OG0000603	Prae.g_00623	Syat.g_00374
OG0000604	Prae.g_00624	Syat.g_00372
OG0000605	Prae.g_00625	Syat.g_00370
OG0000606	Prae.g_00628	Syat.g_00367
OG0000607	Prae.g_00631	Syat.g_00364
OG0000608	Prae.g_00632	Syat.g_00363
OG0000609	Prae.g_00633	Syat.g_00344
OG0000610	Prae.g_00638	Syat.g_00399
OG0000611	Prae.g_00641	Syat.g_00402
OG0000612	Prae.g_00642	Syat.g_00403
OG0000613	Prae.g_00647	Syat.g_02129
OG0000614	Prae.g_00666	Syat.g_01084
OG0000615	Prae.g_00674	Syat.g_00442
OG0000616	Prae.g_00678	Syat.g_02397
OG0000617	Prae.g_00717	Syat.g_00665
OG0000618	Prae.g_00718	Syat.g_00666
OG0000619	Prae.g_00719	Syat.g_00667
OG0000620	Prae.g_00722	Syat.g_02591
OG0000621	Prae.g_00723	Syat.g_02590
OG0000622	Prae.g_00724	Syat.g_02572
OG0000623	Prae.g_00725	Syat.g_00672
OG0000624	Prae.g_00726	Syat.g_00673
OG0000625	Prae.g_00727	Syat.g_00674
OG0000626	Prae.g_00728	Syat.g_00675
OG0000627	Prae.g_00729	Syat.g_00641
OG0000628	Prae.g_00730	Syat.g_00640
OG0000629	Prae.g_00731	Syat.g_00637
OG0000630	Prae.g_00734	Syat.g_00631
OG0000631	Prae.g_00797	Syat.g_00624
OG0000632	Prae.g_00798	Syat.g_00623
OG0000633	Prae.g_00799	Syat.g_00622
OG0000634	Prae.g_00802	Syat.g_00475
OG0000635	Prae.g_00803	Syat.g_00476
OG0000636	Prae.g_00805	Syat.g_00478
OG0000637	Prae.g_00807	Syat.g_00480
OG0000638	Prae.g_00808	Syat.g_00481
OG0000639	Prae.g_00809	Syat.g_00482
OG0000640	Prae.g_00810	Syat.g_00483
OG0000641	Prae.g_00814	Syat.g_00488
OG0000642	Prae.g_00815	Syat.g_00489
OG0000643	Prae.g_00816	Syat.g_00494
OG0000644	Prae.g_00817	Syat.g_00495
OG0000645	Prae.g_00818	Syat.g_00496
OG0000646	Prae.g_00820	Syat.g_00499
OG0000647	Prae.g_00821	Syat.g_00501
OG0000648	Prae.g_00823	Syat.g_00504
OG0000649	Prae.g_00824	Syat.g_00505
OG0000650	Prae.g_00825	Syat.g_00506
OG0000651	Prae.g_00826	Syat.g_00507
OG0000652	Prae.g_00827	Syat.g_00508
OG0000653	Prae.g_00829	Syat.g_00510
OG0000654	Prae.g_00830	Syat.g_00514
OG0000655	Prae.g_00831	Syat.g_00515
OG0000656	Prae.g_00834	Syat.g_00518
OG0000657	Prae.g_00841	Syat.g_00720
OG0000658	Prae.g_00842	Syat.g_00723
OG0000659	Prae.g_00843	Syat.g_00724
OG0000660	Prae.g_00847	Syat.g_00740
OG0000661	Prae.g_00849	Syat.g_00742
OG0000662	Prae.g_00851	Syat.g_00746
OG0000663	Prae.g_00853	Syat.g_00749
OG0000664	Prae.g_00854	Syat.g_00752
OG0000665	Prae.g_00858	Syat.g_03302
OG0000666	Prae.g_00859	Syat.g_01415
OG0000667	Prae.g_00863	Syat.g_00958, Syat.g_03278
OG0000668	Prae.g_00892	Syat.g_00710
OG0000669	Prae.g_00900	Syat.g_00416
OG0000670	Prae.g_00902	Syat.g_00419
OG0000671	Prae.g_00904	Syat.g_00421
OG0000672	Prae.g_00906	Syat.g_00424
OG0000673	Prae.g_00909	Syat.g_00430
OG0000674	Prae.g_00911	Syat.g_00432
OG0000675	Prae.g_00912	Syat.g_00433
OG0000676	Prae.g_00914	Syat.g_00436
OG0000677	Prae.g_00915	Syat.g_00437
OG0000678	Prae.g_00917	Syat.g_00439
OG0000679	Prae.g_00921	Syat.g_00448
OG0000680	Prae.g_00922	Syat.g_00449
OG0000681	Prae.g_00924	Syat.g_00452
OG0000682	Prae.g_00925	Syat.g_00453
OG0000683	Prae.g_00926	Syat.g_00454
OG0000684	Prae.g_00927	Syat.g_00457
OG0000685	Prae.g_00929	Syat.g_02571
OG0000686	Prae.g_00930	Syat.g_00459
OG0000687	Prae.g_00931	Syat.g_00460
OG0000688	Prae.g_00934	Syat.g_00463
OG0000689	Prae.g_00935	Syat.g_00465
OG0000690	Prae.g_00936	Syat.g_00466
OG0000691	Prae.g_00937	Syat.g_00467
OG0000692	Prae.g_00938	Syat.g_00469
OG0000693	Prae.g_00939	Syat.g_00471
OG0000694	Prae.g_00940	Syat.g_00472
OG0000695	Prae.g_00942	Syat.g_00619
OG0000696	Prae.g_00943	Syat.g_00618
OG0000697	Prae.g_00944	Syat.g_00616
OG0000698	Prae.g_00947	Syat.g_00613
OG0000699	Prae.g_00948	Syat.g_00611
OG0000700	Prae.g_00949	Syat.g_00610
OG0000701	Prae.g_00950	Syat.g_00609
OG0000702	Prae.g_00952	Syat.g_00606
OG0000703	Prae.g_00953	Syat.g_00601
OG0000704	Prae.g_00954	Syat.g_00599
OG0000705	Prae.g_00958	Syat.g_00592
OG0000706	Prae.g_00959	Syat.g_00591
OG0000707	Prae.g_00960	Syat.g_00590
OG0000708	Prae.g_00961	Syat.g_00587
OG0000709	Prae.g_00965	Syat.g_00573
OG0000710	Prae.g_00968	Syat.g_00567
OG0000711	Prae.g_00985	Syat.g_00539
OG0000712	Prae.g_00987	Syat.g_00537
OG0000713	Prae.g_00988	Syat.g_00536
OG0000714	Prae.g_00989	Syat.g_00532
OG0000715	Prae.g_00991	Syat.g_00530
OG0000716	Prae.g_00993	Syat.g_00527
OG0000717	Prae.g_00994	Syat.g_00526
OG0000718	Prae.g_01009	Syat.g_00522
OG0000719	Prae.g_01011	Syat.g_00712
OG0000720	Prae.g_01020	Syat.g_00699
OG0000721	Prae.g_01022	Syat.g_00697
OG0000722	Prae.g_01023	Syat.g_00696
OG0000723	Prae.g_01026	Syat.g_00686
OG0000724	Prae.g_01035	Syat.g_00782
OG0000725	Prae.g_01041	Syat.g_00810
OG0000726	Prae.g_01042	Syat.g_00811
OG0000727	Prae.g_01043	Syat.g_00812
OG0000728	Prae.g_01045	Syat.g_00814
OG0000729	Prae.g_01092	Syat.g_02224
OG0000730	Prae.g_01096	Syat.g_01617
OG0000731	Prae.g_01100	Syat.g_01605
OG0000732	Prae.g_01109	Syat.g_02290
OG0000733	Prae.g_01131	Syat.g_03285
OG0000734	Prae.g_01148	Syat.g_01579
OG0000735	Prae.g_01150	Syat.g_03235
OG0000736	Prae.g_01151	Syat.g_03236
OG0000737	Prae.g_01152	Syat.g_03237
OG0000738	Prae.g_01156	Syat.g_03251
OG0000739	Prae.g_01157	Syat.g_03252
OG0000740	Prae.g_01158	Syat.g_03253
OG0000741	Prae.g_01159	Syat.g_03256
OG0000742	Prae.g_01162	Syat.g_03259
OG0000743	Prae.g_01164	Syat.g_03262
OG0000744	Prae.g_01165	Syat.g_03263
OG0000745	Prae.g_01166	Syat.g_03266
OG0000746	Prae.g_01168	Syat.g_00314
OG0000747	Prae.g_01169	Syat.g_00313
OG0000748	Prae.g_01172	Syat.g_00305
OG0000749	Prae.g_01173	Syat.g_00303
OG0000750	Prae.g_01174	Syat.g_00302
OG0000751	Prae.g_01176	Syat.g_00296
OG0000752	Prae.g_01178	Syat.g_00294
OG0000753	Prae.g_01181	Syat.g_00291
OG0000754	Prae.g_01184	Syat.g_00250
OG0000755	Prae.g_01187	Syat.g_00217
OG0000756	Prae.g_01188	Syat.g_00216
OG0000757	Prae.g_01194	Syat.g_00205
OG0000758	Prae.g_01195	Syat.g_00204
OG0000759	Prae.g_01196	Syat.g_00203
OG0000760	Prae.g_01197	Syat.g_00202
OG0000761	Prae.g_01198	Syat.g_00201
OG0000762	Prae.g_01199	Syat.g_00199
OG0000763	Prae.g_01201	Syat.g_00924
OG0000764	Prae.g_01202	Syat.g_00923
OG0000765	Prae.g_01211	Syat.g_00897
OG0000766	Prae.g_01212	Syat.g_00896
OG0000767	Prae.g_01214	Syat.g_00894
OG0000768	Prae.g_01215	Syat.g_00893
OG0000769	Prae.g_01217	Syat.g_00891
OG0000770	Prae.g_01219	Syat.g_00886
OG0000771	Prae.g_01434	Syat.g_00788
OG0000772	Prae.g_01293	Syat.g_01768
OG0000773	Prae.g_01319	Syat.g_01114
OG0000774	Prae.g_01321	Syat.g_01146
OG0000775	Prae.g_01324	Syat.g_01148
OG0000776	Prae.g_01325	Syat.g_01149
OG0000777	Prae.g_01326	Syat.g_01150
OG0000778	Prae.g_01327	Syat.g_01151
OG0000779	Prae.g_01331	Syat.g_01154
OG0000780	Prae.g_01332	Syat.g_01157
OG0000781	Prae.g_01335	Syat.g_01161
OG0000782	Prae.g_01336	Syat.g_01162
OG0000783	Prae.g_01337	Syat.g_01163
OG0000784	Prae.g_01338	Syat.g_01164
OG0000785	Prae.g_01340	Syat.g_01166
OG0000786	Prae.g_01342	Syat.g_01170
OG0000787	Prae.g_01343	Syat.g_01171
OG0000788	Prae.g_01355	Syat.g_00087
OG0000789	Prae.g_01358	Syat.g_00845
OG0000790	Prae.g_01373	Syat.g_01300
OG0000791	Prae.g_01375	Syat.g_01302
OG0000792	Prae.g_01376	Syat.g_01303
OG0000793	Prae.g_01379	Syat.g_01412
OG0000794	Prae.g_01380	Syat.g_01414
OG0000795	Prae.g_01381	Syat.g_01416
OG0000796	Prae.g_01385	Syat.g_01422
OG0000797	Prae.g_01386	Syat.g_01423
OG0000798	Prae.g_01420	Syat.g_02057, Syat.g_01214
OG0000799	Prae.g_01441	Syat.g_01256
OG0000800	Prae.g_01442	Syat.g_01255
OG0000801	Prae.g_01443	Syat.g_01253
OG0000802	Prae.g_01445	Syat.g_01245
OG0000803	Prae.g_01447	Syat.g_01241
OG0000804	Prae.g_01448	Syat.g_01238
OG0000805	Prae.g_01450	Syat.g_01236
OG0000806	Prae.g_01452	Syat.g_01234
OG0000807	Prae.g_01453	Syat.g_01233
OG0000808	Prae.g_01454	Syat.g_01232
OG0000809	Prae.g_01457	Syat.g_01229
OG0000810	Prae.g_01458	Syat.g_01228
OG0000811	Prae.g_01462	Syat.g_01186
OG0000812	Prae.g_01464	Syat.g_01182
OG0000813	Prae.g_01465	Syat.g_01181
OG0000814	Prae.g_01467	Syat.g_01179
OG0000815	Prae.g_01468	Syat.g_01177
OG0000816	Prae.g_01470	Syat.g_01175
OG0000817	Prae.g_01471	Syat.g_01279
OG0000818	Prae.g_01476	Syat.g_01325
OG0000819	Prae.g_01477	Syat.g_01326
OG0000820	Prae.g_01478	Syat.g_01327
OG0000821	Prae.g_01482	Syat.g_01333
OG0000822	Prae.g_01483	Syat.g_01335
OG0000823	Prae.g_01484	Syat.g_01336
OG0000824	Prae.g_01487	Syat.g_01342
OG0000825	Prae.g_01488	Syat.g_01343
OG0000826	Prae.g_01489	Syat.g_01344
OG0000827	Prae.g_01490	Syat.g_01345
OG0000828	Prae.g_01493	Syat.g_01348
OG0000829	Prae.g_01494	Syat.g_01349
OG0000830	Prae.g_01495	Syat.g_01350
OG0000831	Prae.g_01497	Syat.g_01353
OG0000832	Prae.g_01503	Syat.g_02982
OG0000833	Prae.g_01511	Syat.g_03072
OG0000834	Prae.g_01512	Syat.g_03073
OG0000835	Prae.g_01513	Syat.g_03075
OG0000836	Prae.g_01514	Syat.g_03078
OG0000837	Prae.g_01515	Syat.g_03079
OG0000838	Prae.g_01517	Syat.g_03083
OG0000839	Prae.g_01518	Syat.g_03084
OG0000840	Prae.g_01519	Syat.g_03085
OG0000841	Prae.g_01520	Syat.g_03086
OG0000842	Prae.g_01521	Syat.g_03087
OG0000843	Prae.g_01522	Syat.g_03088
OG0000844	Prae.g_01523	Syat.g_03090
OG0000845	Prae.g_01524	Syat.g_03091
OG0000846	Prae.g_01525	Syat.g_03092
OG0000847	Prae.g_01526	Syat.g_03093
OG0000848	Prae.g_01527	Syat.g_03095
OG0000849	Prae.g_01528	Syat.g_03096
OG0000850	Prae.g_01530	Syat.g_03098
OG0000851	Prae.g_01531	Syat.g_03101
OG0000852	Prae.g_01532	Syat.g_03102
OG0000853	Prae.g_01536	Syat.g_03106
OG0000854	Prae.g_01538	Syat.g_03108
OG0000855	Prae.g_01539	Syat.g_03109
OG0000856	Prae.g_01554	Syat.g_03305
OG0000857	Prae.g_01582	Syat.g_00500
OG0000858	Prae.g_01617	Syat.g_03114
OG0000859	Prae.g_01618	Syat.g_03115
OG0000860	Prae.g_01625	Syat.g_03126
OG0000861	Prae.g_01626	Syat.g_03127
OG0000862	Prae.g_01627	Syat.g_03136
OG0000863	Prae.g_01629	Syat.g_03138
OG0000864	Prae.g_01630	Syat.g_03139
OG0000865	Prae.g_01631	Syat.g_03140
OG0000866	Prae.g_01632	Syat.g_03141
OG0000867	Prae.g_01633	Syat.g_03142
OG0000868	Prae.g_01634	Syat.g_03067
OG0000869	Prae.g_01638	Syat.g_03054
OG0000870	Prae.g_01643	Syat.g_03049
OG0000871	Prae.g_01644	Syat.g_03048
OG0000872	Prae.g_01645	Syat.g_03042
OG0000873	Prae.g_01648	Syat.g_03039
OG0000874	Prae.g_01651	Syat.g_03037
OG0000875	Prae.g_01652	Syat.g_03035
OG0000876	Prae.g_01653	Syat.g_00745
OG0000877	Prae.g_01655	Syat.g_03024
OG0000878	Prae.g_01656	Syat.g_03023
OG0000879	Prae.g_01657	Syat.g_03022
OG0000880	Prae.g_01658	Syat.g_03021
OG0000881	Prae.g_01662	Syat.g_03016
OG0000882	Prae.g_01667	Syat.g_03011
OG0000883	Prae.g_01668	Syat.g_03007
OG0000884	Prae.g_01670	Syat.g_03005
OG0000885	Prae.g_01671	Syat.g_03004
OG0000886	Prae.g_01672	Syat.g_03003
OG0000887	Prae.g_01673	Syat.g_03002
OG0000888	Prae.g_01675	Syat.g_03000
OG0000889	Prae.g_01677	Syat.g_02997
OG0000890	Prae.g_01678	Syat.g_02994
OG0000891	Prae.g_01679	Syat.g_02993
OG0000892	Prae.g_01681	Syat.g_02992
OG0000893	Prae.g_01686	Syat.g_01864
OG0000894	Prae.g_01688	Syat.g_01860
OG0000895	Prae.g_01691	Syat.g_01856
OG0000896	Prae.g_01692	Syat.g_01855
OG0000897	Prae.g_01694	Syat.g_01853
OG0000898	Prae.g_01695	Syat.g_01852
OG0000899	Prae.g_01696	Syat.g_01851
OG0000900	Prae.g_01697	Syat.g_01850
OG0000901	Prae.g_01700	Syat.g_01845
OG0000902	Prae.g_01702	Syat.g_01843
OG0000903	Prae.g_01705	Syat.g_01830
OG0000904	Prae.g_01707	Syat.g_01834
OG0000905	Prae.g_01712	Syat.g_01839
OG0000906	Prae.g_01713	Syat.g_01841
OG0000907	Prae.g_01716	Syat.g_01828
OG0000908	Prae.g_01719	Syat.g_01825
OG0000909	Prae.g_01720	Syat.g_01824
OG0000910	Prae.g_01721	Syat.g_01823
OG0000911	Prae.g_01723	Syat.g_01821
OG0000912	Prae.g_01724	Syat.g_01820
OG0000913	Prae.g_01725	Syat.g_01819
OG0000914	Prae.g_01726	Syat.g_01818
OG0000915	Prae.g_01727	Syat.g_01816
OG0000916	Prae.g_01728	Syat.g_01815
OG0000917	Prae.g_01729	Syat.g_01814
OG0000918	Prae.g_01730	Syat.g_01813
OG0000919	Prae.g_01731	Syat.g_01812
OG0000920	Prae.g_01732	Syat.g_01811
OG0000921	Prae.g_01733	Syat.g_01810
OG0000922	Prae.g_01734	Syat.g_01809
OG0000923	Prae.g_01738	Syat.g_01805
OG0000924	Prae.g_01739	Syat.g_01804
OG0000925	Prae.g_01740	Syat.g_01803
OG0000926	Prae.g_01741	Syat.g_01802
OG0000927	Prae.g_01743	Syat.g_01800
OG0000928	Prae.g_01744	Syat.g_01799
OG0000929	Prae.g_01745	Syat.g_01798
OG0000930	Prae.g_01746	Syat.g_01797
OG0000931	Prae.g_01747	Syat.g_01796
OG0000932	Prae.g_01748	Syat.g_01794
OG0000933	Prae.g_01752	Syat.g_01788
OG0000934	Prae.g_01754	Syat.g_01786
OG0000935	Prae.g_01755	Syat.g_01665
OG0000936	Prae.g_01756	Syat.g_01664
OG0000937	Prae.g_01757	Syat.g_01663
OG0000938	Prae.g_01759	Syat.g_01659
OG0000939	Prae.g_01760	Syat.g_01658
OG0000940	Prae.g_01768	Syat.g_01651
OG0000941	Prae.g_01770	Syat.g_01649
OG0000942	Prae.g_01772	Syat.g_01647
OG0000943	Prae.g_01773	Syat.g_01646
OG0000944	Prae.g_01774	Syat.g_01644
OG0000945	Prae.g_01775	Syat.g_01643
OG0000946	Prae.g_01779	Syat.g_01633
OG0000947	Prae.g_01781	Syat.g_01630
OG0000948	Prae.g_01782	Syat.g_01629
OG0000949	Prae.g_01785	Syat.g_02142
OG0000950	Prae.g_01790	Syat.g_02152
OG0000951	Prae.g_01794	Syat.g_02157
OG0000952	Prae.g_01798	Syat.g_02162
OG0000953	Prae.g_01801	Syat.g_02166
OG0000954	Prae.g_01805	Syat.g_02187
OG0000955	Prae.g_01806	Syat.g_02188
OG0000956	Prae.g_01808	Syat.g_02191
OG0000957	Prae.g_01813	Syat.g_02204
OG0000958	Prae.g_01814	Syat.g_02205
OG0000959	Prae.g_01818	Syat.g_02212
OG0000960	Prae.g_01819	Syat.g_02213
OG0000961	Prae.g_01821	Syat.g_02873
OG0000962	Prae.g_01823	Syat.g_02223
OG0000963	Prae.g_01827	Syat.g_02226
OG0000964	Prae.g_01828	Syat.g_02227
OG0000965	Prae.g_01829	Syat.g_02228
OG0000966	Prae.g_01836	Syat.g_02259
OG0000967	Prae.g_01840	Syat.g_02263
OG0000968	Prae.g_01842	Syat.g_02269
OG0000969	Prae.g_01843	Syat.g_02271
OG0000970	Prae.g_01844	Syat.g_02272
OG0000971	Prae.g_01845	Syat.g_02274
OG0000972	Prae.g_01846	Syat.g_02275
OG0000973	Prae.g_01847	Syat.g_02276
OG0000974	Prae.g_01848	Syat.g_02277
OG0000975	Prae.g_01849	Syat.g_02278
OG0000976	Prae.g_01850	Syat.g_02279
OG0000977	Prae.g_01851	Syat.g_02281
OG0000978	Prae.g_01852	Syat.g_02283
OG0000979	Prae.g_01855	Syat.g_02286
OG0000980	Prae.g_01857	Syat.g_02289
OG0000981	Prae.g_01859	Syat.g_02292
OG0000982	Prae.g_01861	Syat.g_02691
OG0000983	Prae.g_01862	Syat.g_02690
OG0000984	Prae.g_01863	Syat.g_02689
OG0000985	Prae.g_01866	Syat.g_02685
OG0000986	Prae.g_01868	Syat.g_02680
OG0000987	Prae.g_01869	Syat.g_02678
OG0000988	Prae.g_01872	Syat.g_02672
OG0000989	Prae.g_01876	Syat.g_02657
OG0000990	Prae.g_01879	Syat.g_02500
OG0000991	Prae.g_01880	Syat.g_02503
OG0000992	Prae.g_01882	Syat.g_02507
OG0000993	Prae.g_01883	Syat.g_02508
OG0000994	Prae.g_01884	Syat.g_02512
OG0000995	Prae.g_01888	Syat.g_02517
OG0000996	Prae.g_01889	Syat.g_02446
OG0000997	Prae.g_01890	Syat.g_02417
OG0000998	Prae.g_01892	Syat.g_02415
OG0000999	Prae.g_01893	Syat.g_02414
OG0001001	Prae.g_01898	Syat.g_02400
OG0001002	Prae.g_01902	Syat.g_02394
OG0001003	Prae.g_01903	Syat.g_02392
OG0001004	Prae.g_01904	Syat.g_02391
OG0001005	Prae.g_01905	Syat.g_02390
OG0001006	Prae.g_01909	Syat.g_02378
OG0001007	Prae.g_01911	Syat.g_02376
OG0001008	Prae.g_00411	Syat.g_02971
OG0001009	Prae.g_00027	Syat.g_02311
OG0001010	Prae.g_00028	Syat.g_02310
OG0001011	Prae.g_00029	Syat.g_02308
OG0001012	Prae.g_00045	Syat.g_01004
OG0001013	Prae.g_00050	Syat.g_02716
OG0001014	Prae.g_00053	Syat.g_02721
OG0001015	Prae.g_00054	Syat.g_02722
OG0001016	Prae.g_00073	Syat.g_01474
OG0001017	Prae.g_00077	Syat.g_01480
OG0001018	Prae.g_00080	Syat.g_01482
OG0001019	Prae.g_00089	Syat.g_01532
OG0001020	Prae.g_00090	Syat.g_01539
OG0001021	Prae.g_00091	Syat.g_01552
OG0001022	Prae.g_00094	Syat.g_01555
OG0001023	Prae.g_00095	Syat.g_01556
OG0001024	Prae.g_00098	Syat.g_01560
OG0001025	Prae.g_00104	Syat.g_01566
OG0001026	Prae.g_00110	Syat.g_01582
OG0001027	Prae.g_00111	Syat.g_02947
OG0001028	Prae.g_00113	Syat.g_02944
OG0001029	Prae.g_00115	Syat.g_02942
OG0001030	Prae.g_00130	Syat.g_02922
OG0001031	Prae.g_00189	Syat.g_02836
OG0001032	Prae.g_00190	Syat.g_02834
OG0001033	Prae.g_00211	Syat.g_02784
OG0001034	Prae.g_00239	Syat.g_01448
OG0001035	Prae.g_00257	Syat.g_01885
OG0001036	Prae.g_00262	Syat.g_01939
OG0001037	Prae.g_00263	Syat.g_01941
OG0001038	Prae.g_00279	Syat.g_02058
OG0001039	Prae.g_00282	Syat.g_02061
OG0001040	Prae.g_00284	Syat.g_02064
OG0001041	Prae.g_00288	Syat.g_02070
OG0001042	Prae.g_00305	Syat.g_02100
OG0001043	Prae.g_00306	Syat.g_02103
OG0001044	Prae.g_00334	Syat.g_01615
OG0001045	Prae.g_00342	Syat.g_01602
OG0001046	Prae.g_00379	Syat.g_00552
OG0001047	Prae.g_00413	Syat.g_02973
OG0001048	Prae.g_00414	Syat.g_02974
OG0001049	Prae.g_00416	Syat.g_01290
OG0001050	Prae.g_00417	Syat.g_01289
OG0001051	Prae.g_00418	Syat.g_01288
OG0001052	Prae.g_00445	Syat.g_01375
OG0001053	Prae.g_00457	Syat.g_03173
OG0001054	Prae.g_00472	Syat.g_03192
OG0001055	Prae.g_00491	Syat.g_03224
OG0001056	Prae.g_00511	Syat.g_03275
OG0001057	Prae.g_00516	Syat.g_00102
OG0001058	Prae.g_00524	Syat.g_00079
OG0001059	Prae.g_00528	Syat.g_00075
OG0001061	Prae.g_00548	Syat.g_00051
OG0001062	Prae.g_00550	Syat.g_00048
OG0001063	Prae.g_00552	Syat.g_00042
OG0001064	Prae.g_00553	Syat.g_00041
OG0001065	Prae.g_00554	Syat.g_00040
OG0001066	Prae.g_00555	Syat.g_00039
OG0001067	Prae.g_00556	Syat.g_00038
OG0001068	Prae.g_00557	Syat.g_00037
OG0001069	Prae.g_00558	Syat.g_00036
OG0001070	Prae.g_00561	Syat.g_00032
OG0001071	Prae.g_00562	Syat.g_00031
OG0001072	Prae.g_00564	Syat.g_00028
OG0001073	Prae.g_00578	Syat.g_00009
OG0001074	Prae.g_00589	Syat.g_01015
OG0001075	Prae.g_00590	Syat.g_01037
OG0001076	Prae.g_00598	Syat.g_03315
OG0001077	Prae.g_00602	Syat.g_03290
OG0001078	Prae.g_00610	Syat.g_00118
OG0001079	Prae.g_00621	Syat.g_00378
OG0001080	Prae.g_00627	Syat.g_00368
OG0001081	Prae.g_00629	Syat.g_00366
OG0001082	Prae.g_00630	Syat.g_00365
OG0001083	Prae.g_00635	Syat.g_00390
OG0001084	Prae.g_00636	Syat.g_00391
OG0001085	Prae.g_00644	Syat.g_00408
OG0001086	Prae.g_00645	Syat.g_00410
OG0001087	Prae.g_00662	Syat.g_03277
OG0001088	Prae.g_00663	Syat.g_02496
OG0001089	Prae.g_00671	Syat.g_00818
OG0001090	Prae.g_00712	Syat.g_00659
OG0001091	Prae.g_00714	Syat.g_00661
OG0001092	Prae.g_00715	Syat.g_00663
OG0001093	Prae.g_00720	Syat.g_00669
OG0001094	Prae.g_00800	Syat.g_00473
OG0001095	Prae.g_00819	Syat.g_00497
OG0001096	Prae.g_00832	Syat.g_00516
OG0001097	Prae.g_00850	Syat.g_00743
OG0001098	Prae.g_00865	Syat.g_01672
OG0001099	Prae.g_00897	Syat.g_02943
OG0001100	Prae.g_00901	Syat.g_00418
OG0001101	Prae.g_00903	Syat.g_00420
OG0001102	Prae.g_00905	Syat.g_00423
OG0001103	Prae.g_00907	Syat.g_00425
OG0001104	Prae.g_00928	Syat.g_00458
OG0001105	Prae.g_00932	Syat.g_00461
OG0001106	Prae.g_00955	Syat.g_00598
OG0001107	Prae.g_00962	Syat.g_00580
OG0001108	Prae.g_00966	Syat.g_00570
OG0001109	Prae.g_00967	Syat.g_00568
OG0001110	Prae.g_00969	Syat.g_00566
OG0001111	Prae.g_00970	Syat.g_00564
OG0001112	Prae.g_00971	Syat.g_00562
OG0001113	Prae.g_00972	Syat.g_00561
OG0001114	Prae.g_00973	Syat.g_00560
OG0001115	Prae.g_00975	Syat.g_00557
OG0001116	Prae.g_00976	Syat.g_00555
OG0001117	Prae.g_00977	Syat.g_00554
OG0001118	Prae.g_00978	Syat.g_00553
OG0001119	Prae.g_00979	Syat.g_00551
OG0001120	Prae.g_00981	Syat.g_00546
OG0001122	Prae.g_01012	Syat.g_00711
OG0001123	Prae.g_01016	Syat.g_00704
OG0001124	Prae.g_01018	Syat.g_00702
OG0001125	Prae.g_01019	Syat.g_00700
OG0001126	Prae.g_01029	Syat.g_00790
OG0001127	Prae.g_01030	Syat.g_00789
OG0001128	Prae.g_01032	Syat.g_00786
OG0001129	Prae.g_01033	Syat.g_00784
OG0001130	Prae.g_01034	Syat.g_00783
OG0001131	Prae.g_01072	Syat.g_01674
OG0001132	Prae.g_01081	Syat.g_00965
OG0001133	Prae.g_01115	Syat.g_03311
OG0001136	Prae.g_01160	Syat.g_03257
OG0001137	Prae.g_01171	Syat.g_00306
OG0001138	Prae.g_01189	Syat.g_00214
OG0001139	Prae.g_01190	Syat.g_00209
OG0001140	Prae.g_01191	Syat.g_00208
OG0001141	Prae.g_01192	Syat.g_00207
OG0001142	Prae.g_01193	Syat.g_00206
OG0001143	Prae.g_01200	Syat.g_00925
OG0001144	Prae.g_01205	Syat.g_00906
OG0001145	Prae.g_01320	Syat.g_01117
OG0001146	Prae.g_01333	Syat.g_01158
OG0001147	Prae.g_01354	Syat.g_01368
OG0001148	Prae.g_01370	Syat.g_01297
OG0001149	Prae.g_01371	Syat.g_01298
OG0001150	Prae.g_01372	Syat.g_01299
OG0001151	Prae.g_01383	Syat.g_01420
OG0001152	Prae.g_01384	Syat.g_01421
OG0001153	Prae.g_01491	Syat.g_01346
OG0001154	Prae.g_01492	Syat.g_01347
OG0001155	Prae.g_01504	Syat.g_02774
OG0001156	Prae.g_01507	Syat.g_02978
OG0001157	Prae.g_01508	Syat.g_02977
OG0001158	Prae.g_01509	Syat.g_02976
OG0001159	Prae.g_01510	Syat.g_02975
OG0001160	Prae.g_01534	Syat.g_03104
OG0001161	Prae.g_01547	Syat.g_02384
OG0001162	Prae.g_01558	Syat.g_01528
OG0001163	Prae.g_01615	Syat.g_03112
OG0001164	Prae.g_01619	Syat.g_03116
OG0001165	Prae.g_01622	Syat.g_03121
OG0001166	Prae.g_01642	Syat.g_03050
OG0001167	Prae.g_01659	Syat.g_03019
OG0001168	Prae.g_01661	Syat.g_03017
OG0001169	Prae.g_01663	Syat.g_03015
OG0001170	Prae.g_01665	Syat.g_03013
OG0001171	Prae.g_01674	Syat.g_03001
OG0001172	Prae.g_01689	Syat.g_01858
OG0001173	Prae.g_01690	Syat.g_01857
OG0001174	Prae.g_01698	Syat.g_01849
OG0001175	Prae.g_01699	Syat.g_01848
OG0001176	Prae.g_01706	Syat.g_01831
OG0001178	Prae.g_01714	Syat.g_03137
OG0001180	Prae.g_01765	Syat.g_01654
OG0001181	Prae.g_01769	Syat.g_01650
OG0001182	Prae.g_01776	Syat.g_01642
