Orthogroup	Prae	Syao
OG0000588	Prae.g_00592	Syao.g_00406
OG0000589	Prae.g_00595	Syao.g_01342
OG0000590	Prae.g_00596	Syao.g_01341
OG0000591	Prae.g_00599	Syao.g_01330
OG0000592	Prae.g_00600	Syao.g_01329
OG0000593	Prae.g_00606	Syao.g_00890
OG0000594	Prae.g_00607	Syao.g_00891
OG0000595	Prae.g_00608	Syao.g_00892
OG0000596	Prae.g_00612	Syao.g_00897
OG0000597	Prae.g_00614	Syao.g_00900
OG0000598	Prae.g_00615	Syao.g_00901
OG0000599	Prae.g_00618	Syao.g_00908
OG0000600	Prae.g_00619	Syao.g_00909
OG0000601	Prae.g_00620	Syao.g_00910
OG0000602	Prae.g_00622	Syao.g_00914
OG0000603	Prae.g_00623	Syao.g_00915
OG0000604	Prae.g_00624	Syao.g_00918
OG0000606	Prae.g_00628	Syao.g_00924
OG0000607	Prae.g_00631	Syao.g_00927
OG0000608	Prae.g_00632	Syao.g_00928
OG0000609	Prae.g_00633	Syao.g_00930
OG0000610	Prae.g_00638	Syao.g_00940
OG0000611	Prae.g_00641	Syao.g_00943
OG0000612	Prae.g_00642	Syao.g_00944
OG0000613	Prae.g_00647	Syao.g_01979
OG0000614	Prae.g_00666	Syao.g_00375
OG0000615	Prae.g_00674	Syao.g_00978
OG0000616	Prae.g_00678	Syao.g_02342
OG0000617	Prae.g_00717	Syao.g_00486
OG0000618	Prae.g_00718	Syao.g_00485
OG0000619	Prae.g_00719	Syao.g_00484
OG0000620	Prae.g_00722	Syao.g_00479
OG0000621	Prae.g_00723	Syao.g_00478
OG0000622	Prae.g_00724	Syao.g_00476
OG0000623	Prae.g_00725	Syao.g_00475
OG0000624	Prae.g_00726	Syao.g_00473
OG0000625	Prae.g_00727	Syao.g_00472
OG0000626	Prae.g_00728	Syao.g_00471
OG0000627	Prae.g_00729	Syao.g_00567
OG0000628	Prae.g_00730	Syao.g_00566
OG0000629	Prae.g_00731	Syao.g_00590
OG0000630	Prae.g_00734	Syao.g_00585
OG0000631	Prae.g_00797	Syao.g_00644
OG0000632	Prae.g_00798	Syao.g_00643
OG0000633	Prae.g_00799	Syao.g_00642
OG0000634	Prae.g_00802	Syao.g_00752
OG0000635	Prae.g_00803	Syao.g_00753
OG0000636	Prae.g_00805	Syao.g_00755
OG0000637	Prae.g_00807	Syao.g_00757
OG0000638	Prae.g_00808	Syao.g_00758
OG0000639	Prae.g_00809	Syao.g_00759
OG0000640	Prae.g_00810	Syao.g_00760
OG0000641	Prae.g_00814	Syao.g_00764
OG0000642	Prae.g_00815	Syao.g_00765
OG0000643	Prae.g_00816	Syao.g_00767
OG0000644	Prae.g_00817	Syao.g_00768
OG0000645	Prae.g_00818	Syao.g_00770
OG0000646	Prae.g_00820	Syao.g_00773
OG0000647	Prae.g_00821	Syao.g_00775
OG0000648	Prae.g_00823	Syao.g_00777
OG0000649	Prae.g_00824	Syao.g_00778
OG0000650	Prae.g_00825	Syao.g_00779
OG0000651	Prae.g_00826	Syao.g_00780
OG0000652	Prae.g_00827	Syao.g_00781
OG0000653	Prae.g_00829	Syao.g_00783
OG0000654	Prae.g_00830	Syao.g_00784
OG0000655	Prae.g_00831	Syao.g_00785
OG0000656	Prae.g_00834	Syao.g_00789
OG0000657	Prae.g_00841	Syao.g_00435
OG0000658	Prae.g_00842	Syao.g_00560
OG0000659	Prae.g_00843	Syao.g_00559
OG0000660	Prae.g_00847	Syao.g_00555
OG0000661	Prae.g_00849	Syao.g_00553
OG0000662	Prae.g_00851	Syao.g_00535
OG0000663	Prae.g_00853	Syao.g_00532
OG0000664	Prae.g_00854	Syao.g_00530
OG0000665	Prae.g_00858	Syao.g_01436
OG0000666	Prae.g_00859	Syao.g_02120
OG0000667	Prae.g_00863	Syao.g_01375
OG0000668	Prae.g_00892	Syao.g_02678
OG0000669	Prae.g_00900	Syao.g_00955
OG0000670	Prae.g_00902	Syao.g_00958
OG0000671	Prae.g_00904	Syao.g_00960
OG0000672	Prae.g_00906	Syao.g_00963
OG0000673	Prae.g_00909	Syao.g_00966
OG0000674	Prae.g_00911	Syao.g_00968
OG0000675	Prae.g_00912	Syao.g_00969
OG0000676	Prae.g_00914	Syao.g_00971
OG0000677	Prae.g_00915	Syao.g_00972
OG0000678	Prae.g_00917	Syao.g_00974
OG0000679	Prae.g_00921	Syao.g_00981
OG0000680	Prae.g_00922	Syao.g_00982
OG0000681	Prae.g_00924	Syao.g_00985
OG0000682	Prae.g_00925	Syao.g_00986
OG0000683	Prae.g_00926	Syao.g_00987
OG0000684	Prae.g_00927	Syao.g_00990
OG0000685	Prae.g_00929	Syao.g_00733
OG0000686	Prae.g_00930	Syao.g_00734
OG0000687	Prae.g_00931	Syao.g_00735
OG0000688	Prae.g_00934	Syao.g_00741
OG0000689	Prae.g_00935	Syao.g_00743
OG0000690	Prae.g_00936	Syao.g_00744
OG0000691	Prae.g_00937	Syao.g_00745
OG0000692	Prae.g_00938	Syao.g_00747
OG0000693	Prae.g_00939	Syao.g_00748
OG0000694	Prae.g_00940	Syao.g_00749
OG0000695	Prae.g_00942	Syao.g_00639
OG0000696	Prae.g_00943	Syao.g_00638
OG0000697	Prae.g_00944	Syao.g_00636
OG0000698	Prae.g_00947	Syao.g_00633
OG0000699	Prae.g_00948	Syao.g_00631
OG0000700	Prae.g_00949	Syao.g_00630
OG0000701	Prae.g_00950	Syao.g_00629
OG0000702	Prae.g_00952	Syao.g_00705
OG0000703	Prae.g_00953	Syao.g_00693
OG0000704	Prae.g_00954	Syao.g_00689
OG0000705	Prae.g_00958	Syao.g_00682
OG0000706	Prae.g_00959	Syao.g_00681
OG0000707	Prae.g_00960	Syao.g_00680
OG0000708	Prae.g_00961	Syao.g_00677
OG0000709	Prae.g_00965	Syao.g_00670
OG0000710	Prae.g_00968	Syao.g_00666
OG0000711	Prae.g_00985	Syao.g_00815
OG0000712	Prae.g_00987	Syao.g_00813
OG0000713	Prae.g_00988	Syao.g_00812
OG0000714	Prae.g_00989	Syao.g_00810
OG0000715	Prae.g_00991	Syao.g_00808
OG0000716	Prae.g_00993	Syao.g_00804
OG0000717	Prae.g_00994	Syao.g_00803
OG0000718	Prae.g_01009	Syao.g_00794
OG0000719	Prae.g_01011	Syao.g_00444
OG0000720	Prae.g_01020	Syao.g_00457
OG0000721	Prae.g_01022	Syao.g_00459
OG0000722	Prae.g_01023	Syao.g_00460
OG0000723	Prae.g_01026	Syao.g_00469
OG0000724	Prae.g_01035	Syao.g_00513
OG0000725	Prae.g_01041	Syao.g_00385
OG0000726	Prae.g_01042	Syao.g_00384
OG0000727	Prae.g_01043	Syao.g_00383
OG0000728	Prae.g_01045	Syao.g_00381
OG0000729	Prae.g_01092	Syao.g_02190
OG0000730	Prae.g_01096	Syao.g_01880
OG0000731	Prae.g_01100	Syao.g_01868
OG0000732	Prae.g_01109	Syao.g_02218
OG0000733	Prae.g_01131	Syao.g_01427
OG0000734	Prae.g_01148	Syao.g_02592
OG0000735	Prae.g_01150	Syao.g_00140
OG0000736	Prae.g_01151	Syao.g_00139
OG0000737	Prae.g_01152	Syao.g_00138
OG0000738	Prae.g_01156	Syao.g_00132
OG0000739	Prae.g_01157	Syao.g_00131
OG0000740	Prae.g_01158	Syao.g_00130
OG0000741	Prae.g_01159	Syao.g_00127
OG0000742	Prae.g_01162	Syao.g_00124
OG0000743	Prae.g_01164	Syao.g_00217
OG0000744	Prae.g_01165	Syao.g_00216
OG0000745	Prae.g_01166	Syao.g_00213
OG0000746	Prae.g_01168	Syao.g_00210
OG0000747	Prae.g_01169	Syao.g_00208
OG0000748	Prae.g_01172	Syao.g_00193
OG0000749	Prae.g_01173	Syao.g_00192
OG0000750	Prae.g_01174	Syao.g_00191
OG0000751	Prae.g_01176	Syao.g_00185
OG0000752	Prae.g_01178	Syao.g_00183
OG0000753	Prae.g_01181	Syao.g_00180
OG0000754	Prae.g_01184	Syao.g_00175
OG0000755	Prae.g_01187	Syao.g_00021
OG0000756	Prae.g_01188	Syao.g_00229
OG0000757	Prae.g_01194	Syao.g_00252
OG0000758	Prae.g_01195	Syao.g_00251
OG0000759	Prae.g_01196	Syao.g_00250
OG0000760	Prae.g_01197	Syao.g_00249
OG0000761	Prae.g_01198	Syao.g_00248
OG0000762	Prae.g_01199	Syao.g_00246
OG0000763	Prae.g_01201	Syao.g_00242
OG0000764	Prae.g_01202	Syao.g_00241
OG0000765	Prae.g_01211	Syao.g_00267
OG0000766	Prae.g_01212	Syao.g_00266
OG0000767	Prae.g_01214	Syao.g_00264
OG0000768	Prae.g_01215	Syao.g_00263
OG0000769	Prae.g_01217	Syao.g_00261
OG0000770	Prae.g_01219	Syao.g_00257
OG0000771	Prae.g_01434	Syao.g_00506
OG0000772	Prae.g_01293	Syao.g_01523
OG0000773	Prae.g_01319	Syao.g_01447
OG0000774	Prae.g_01321	Syao.g_01442
OG0000775	Prae.g_01324	Syao.g_01440
OG0000776	Prae.g_01325	Syao.g_01439
OG0000777	Prae.g_01326	Syao.g_01438
OG0000778	Prae.g_01327	Syao.g_01437
OG0000779	Prae.g_01331	Syao.g_01469
OG0000780	Prae.g_01332	Syao.g_01456
OG0000781	Prae.g_01335	Syao.g_01452
OG0000782	Prae.g_01336	Syao.g_01451
OG0000783	Prae.g_01337	Syao.g_01450
OG0000784	Prae.g_01338	Syao.g_01449
OG0000785	Prae.g_01340	Syao.g_01481
OG0000786	Prae.g_01342	Syao.g_01473
OG0000787	Prae.g_01343	Syao.g_01472
OG0000788	Prae.g_01355	Syao.g_00870
OG0000789	Prae.g_01358	Syao.g_00623
OG0000790	Prae.g_01373	Syao.g_00041, Syao.g_00315
OG0000791	Prae.g_01375	Syao.g_00043
OG0000792	Prae.g_01376	Syao.g_00044
OG0000793	Prae.g_01379	Syao.g_02700
OG0000794	Prae.g_01380	Syao.g_02703
OG0000795	Prae.g_01381	Syao.g_02704
OG0000796	Prae.g_01385	Syao.g_02708
OG0000797	Prae.g_01386	Syao.g_02709
OG0000798	Prae.g_01420	Syao.g_02066
OG0000799	Prae.g_01441	Syao.g_01525
OG0000800	Prae.g_01442	Syao.g_01526
OG0000801	Prae.g_01443	Syao.g_01527
OG0000802	Prae.g_01445	Syao.g_01531
OG0000803	Prae.g_01447	Syao.g_01534
OG0000804	Prae.g_01448	Syao.g_01537
OG0000805	Prae.g_01450	Syao.g_01502
OG0000806	Prae.g_01452	Syao.g_01504
OG0000807	Prae.g_01453	Syao.g_01506
OG0000808	Prae.g_01454	Syao.g_01507
OG0000809	Prae.g_01457	Syao.g_01511
OG0000810	Prae.g_01458	Syao.g_01482
OG0000811	Prae.g_01462	Syao.g_01490
OG0000812	Prae.g_01464	Syao.g_01492
OG0000813	Prae.g_01465	Syao.g_01493
OG0000814	Prae.g_01467	Syao.g_01495
OG0000815	Prae.g_01468	Syao.g_01499
OG0000816	Prae.g_01470	Syao.g_01471
OG0000817	Prae.g_01471	Syao.g_01519
OG0000818	Prae.g_01476	Syao.g_00062
OG0000819	Prae.g_01477	Syao.g_00063
OG0000820	Prae.g_01478	Syao.g_00064
OG0000821	Prae.g_01482	Syao.g_00070
OG0000822	Prae.g_01483	Syao.g_00072
OG0000823	Prae.g_01484	Syao.g_00073
OG0000824	Prae.g_01487	Syao.g_00079
OG0000825	Prae.g_01488	Syao.g_00080
OG0000826	Prae.g_01489	Syao.g_00081
OG0000827	Prae.g_01490	Syao.g_00082
OG0000828	Prae.g_01493	Syao.g_00085
OG0000829	Prae.g_01494	Syao.g_00086
OG0000830	Prae.g_01495	Syao.g_00087
OG0000831	Prae.g_01497	Syao.g_00089
OG0000832	Prae.g_01503	Syao.g_01696
OG0000833	Prae.g_01511	Syao.g_01612
OG0000834	Prae.g_01512	Syao.g_01610
OG0000835	Prae.g_01513	Syao.g_01609
OG0000836	Prae.g_01514	Syao.g_01606
OG0000837	Prae.g_01515	Syao.g_01605
OG0000838	Prae.g_01517	Syao.g_01601
OG0000839	Prae.g_01518	Syao.g_01600
OG0000840	Prae.g_01519	Syao.g_01599
OG0000841	Prae.g_01520	Syao.g_01598
OG0000842	Prae.g_01521	Syao.g_01597
OG0000843	Prae.g_01522	Syao.g_01596
OG0000844	Prae.g_01523	Syao.g_01594
OG0000845	Prae.g_01524	Syao.g_01593
OG0000846	Prae.g_01525	Syao.g_01592
OG0000847	Prae.g_01526	Syao.g_01591
OG0000848	Prae.g_01527	Syao.g_01589
OG0000849	Prae.g_01528	Syao.g_01588
OG0000850	Prae.g_01530	Syao.g_01585
OG0000851	Prae.g_01531	Syao.g_01582
OG0000852	Prae.g_01532	Syao.g_01581
OG0000853	Prae.g_01536	Syao.g_01577
OG0000854	Prae.g_01538	Syao.g_01575
OG0000855	Prae.g_01539	Syao.g_01574
OG0000856	Prae.g_01554	Syao.g_01327
OG0000857	Prae.g_01582	Syao.g_00774
OG0000858	Prae.g_01617	Syao.g_01567
OG0000859	Prae.g_01618	Syao.g_01566
OG0000860	Prae.g_01625	Syao.g_01552
OG0000861	Prae.g_01626	Syao.g_01551
OG0000862	Prae.g_01627	Syao.g_01542
OG0000863	Prae.g_01629	Syao.g_01540
OG0000864	Prae.g_01630	Syao.g_01017
OG0000866	Prae.g_01632	Syao.g_01686
OG0000867	Prae.g_01633	Syao.g_01685
OG0000868	Prae.g_01634	Syao.g_01682
OG0000869	Prae.g_01638	Syao.g_01677
OG0000870	Prae.g_01643	Syao.g_01672
OG0000871	Prae.g_01644	Syao.g_01671
OG0000872	Prae.g_01645	Syao.g_01665
OG0000873	Prae.g_01648	Syao.g_01662
OG0000874	Prae.g_01651	Syao.g_01660
OG0000875	Prae.g_01652	Syao.g_01658
OG0000876	Prae.g_01653	Syao.g_00536
OG0000877	Prae.g_01655	Syao.g_01654
OG0000878	Prae.g_01656	Syao.g_01653
OG0000879	Prae.g_01657	Syao.g_01652
OG0000880	Prae.g_01658	Syao.g_01651
OG0000881	Prae.g_01662	Syao.g_01647
OG0000882	Prae.g_01667	Syao.g_01642
OG0000883	Prae.g_01668	Syao.g_01638
OG0000884	Prae.g_01670	Syao.g_01636
OG0000885	Prae.g_01671	Syao.g_01635
OG0000886	Prae.g_01672	Syao.g_01634
OG0000887	Prae.g_01673	Syao.g_01633
OG0000888	Prae.g_01675	Syao.g_01631
OG0000889	Prae.g_01677	Syao.g_01629
OG0000890	Prae.g_01678	Syao.g_01626
OG0000891	Prae.g_01679	Syao.g_01625
OG0000892	Prae.g_01681	Syao.g_01695
OG0000893	Prae.g_01686	Syao.g_01934
OG0000894	Prae.g_01688	Syao.g_01937
OG0000895	Prae.g_01691	Syao.g_01916
OG0000896	Prae.g_01692	Syao.g_01917
OG0000897	Prae.g_01694	Syao.g_01919
OG0000898	Prae.g_01695	Syao.g_01920
OG0000899	Prae.g_01696	Syao.g_01921
OG0000900	Prae.g_01697	Syao.g_01922
OG0000901	Prae.g_01700	Syao.g_01927
OG0000902	Prae.g_01702	Syao.g_01929
OG0000903	Prae.g_01705	Syao.g_01798
OG0000904	Prae.g_01707	Syao.g_01804
OG0000905	Prae.g_01712	Syao.g_01862
OG0000906	Prae.g_01713	Syao.g_01931
OG0000907	Prae.g_01716	Syao.g_01796
OG0000908	Prae.g_01719	Syao.g_01793
OG0000909	Prae.g_01720	Syao.g_01792
OG0000910	Prae.g_01721	Syao.g_01791
OG0000911	Prae.g_01723	Syao.g_01789
OG0000912	Prae.g_01724	Syao.g_01788
OG0000913	Prae.g_01725	Syao.g_01787
OG0000914	Prae.g_01726	Syao.g_01786
OG0000915	Prae.g_01727	Syao.g_01784
OG0000916	Prae.g_01728	Syao.g_01783
OG0000917	Prae.g_01729	Syao.g_01782
OG0000918	Prae.g_01730	Syao.g_01781
OG0000919	Prae.g_01731	Syao.g_01780
OG0000920	Prae.g_01732	Syao.g_01779
OG0000921	Prae.g_01733	Syao.g_01778
OG0000922	Prae.g_01734	Syao.g_01777
OG0000923	Prae.g_01738	Syao.g_01772
OG0000924	Prae.g_01739	Syao.g_01771
OG0000925	Prae.g_01740	Syao.g_01770
OG0000926	Prae.g_01741	Syao.g_01769
OG0000927	Prae.g_01743	Syao.g_01767
OG0000928	Prae.g_01744	Syao.g_01766
OG0000929	Prae.g_01745	Syao.g_01765
OG0000930	Prae.g_01746	Syao.g_01764
OG0000931	Prae.g_01747	Syao.g_01763
OG0000932	Prae.g_01748	Syao.g_01762
OG0000933	Prae.g_01752	Syao.g_01811
OG0000934	Prae.g_01754	Syao.g_01809
OG0000935	Prae.g_01755	Syao.g_01808
OG0000936	Prae.g_01756	Syao.g_01843
OG0000937	Prae.g_01757	Syao.g_01842
OG0000938	Prae.g_01759	Syao.g_01839
OG0000939	Prae.g_01760	Syao.g_01838
OG0000940	Prae.g_01768	Syao.g_01830
OG0000941	Prae.g_01770	Syao.g_01828
OG0000942	Prae.g_01772	Syao.g_01826
OG0000943	Prae.g_01773	Syao.g_01824
OG0000944	Prae.g_01774	Syao.g_01822
OG0000945	Prae.g_01775	Syao.g_01821
OG0000946	Prae.g_01779	Syao.g_01852
OG0000947	Prae.g_01781	Syao.g_01849
OG0000948	Prae.g_01782	Syao.g_01848
OG0000949	Prae.g_01785	Syao.g_01970
OG0000950	Prae.g_01790	Syao.g_01957
OG0000951	Prae.g_01794	Syao.g_02262
OG0000952	Prae.g_01798	Syao.g_02266
OG0000953	Prae.g_01801	Syao.g_02130
OG0000954	Prae.g_01805	Syao.g_02135
OG0000955	Prae.g_01806	Syao.g_02136
OG0000956	Prae.g_01808	Syao.g_02138
OG0000957	Prae.g_01813	Syao.g_01951
OG0000958	Prae.g_01814	Syao.g_01950
OG0000959	Prae.g_01818	Syao.g_01947
OG0000960	Prae.g_01819	Syao.g_01946
OG0000961	Prae.g_01821	Syao.g_02496
OG0000962	Prae.g_01823	Syao.g_02191
OG0000963	Prae.g_01827	Syao.g_02186
OG0000964	Prae.g_01828	Syao.g_02185
OG0000965	Prae.g_01829	Syao.g_02184
OG0000966	Prae.g_01836	Syao.g_02172
OG0000967	Prae.g_01840	Syao.g_02167
OG0000968	Prae.g_01842	Syao.g_02199
OG0000969	Prae.g_01843	Syao.g_02200
OG0000970	Prae.g_01844	Syao.g_02201
OG0000971	Prae.g_01845	Syao.g_02203
OG0000972	Prae.g_01846	Syao.g_02204
OG0000973	Prae.g_01847	Syao.g_02205
OG0000974	Prae.g_01848	Syao.g_02206
OG0000975	Prae.g_01849	Syao.g_02207
OG0000976	Prae.g_01850	Syao.g_02208
OG0000977	Prae.g_01851	Syao.g_02210
OG0000978	Prae.g_01852	Syao.g_02211
OG0000979	Prae.g_01855	Syao.g_02214
OG0000980	Prae.g_01857	Syao.g_02217
OG0000981	Prae.g_01859	Syao.g_02220
OG0000982	Prae.g_01861	Syao.g_02437
OG0000983	Prae.g_01862	Syao.g_02438
OG0000984	Prae.g_01863	Syao.g_02439
OG0000985	Prae.g_01866	Syao.g_02443
OG0000986	Prae.g_01868	Syao.g_02445
OG0000987	Prae.g_01869	Syao.g_02447
OG0000988	Prae.g_01872	Syao.g_02452
OG0000989	Prae.g_01876	Syao.g_02368
OG0000990	Prae.g_01879	Syao.g_02362
OG0000991	Prae.g_01880	Syao.g_02354
OG0000992	Prae.g_01882	Syao.g_02279
OG0000993	Prae.g_01883	Syao.g_02280
OG0000994	Prae.g_01884	Syao.g_02283
OG0000995	Prae.g_01888	Syao.g_02287
OG0000996	Prae.g_01889	Syao.g_02305
OG0000997	Prae.g_01890	Syao.g_02326
OG0000998	Prae.g_01892	Syao.g_02328
OG0000999	Prae.g_01893	Syao.g_02329
OG0001000	Prae.g_01896	Syao.g_02333
OG0001001	Prae.g_01898	Syao.g_02338
OG0001002	Prae.g_01902	Syao.g_02345
OG0001003	Prae.g_01903	Syao.g_02347
OG0001004	Prae.g_01904	Syao.g_02348
OG0001005	Prae.g_01905	Syao.g_02194
OG0001006	Prae.g_01909	Syao.g_02159
OG0001007	Prae.g_01911	Syao.g_02161
OG0001008	Prae.g_00411	Syao.g_01737
OG0001009	Prae.g_00027	Syao.g_02239
OG0001010	Prae.g_00028	Syao.g_02238
OG0001011	Prae.g_00029	Syao.g_02236
OG0001012	Prae.g_00045	Syao.g_00322
OG0001013	Prae.g_00050	Syao.g_02413
OG0001014	Prae.g_00053	Syao.g_02407
OG0001015	Prae.g_00054	Syao.g_02406
OG0001016	Prae.g_00073	Syao.g_02622
OG0001017	Prae.g_00077	Syao.g_02628
OG0001018	Prae.g_00080	Syao.g_02630
OG0001019	Prae.g_00089	Syao.g_02654
OG0001020	Prae.g_00090	Syao.g_02663
OG0001021	Prae.g_00091	Syao.g_02666
OG0001022	Prae.g_00094	Syao.g_02670
OG0001023	Prae.g_00095	Syao.g_02671
OG0001024	Prae.g_00098	Syao.g_01018
OG0001025	Prae.g_00104	Syao.g_02597
OG0001026	Prae.g_00110	Syao.g_02594
OG0001027	Prae.g_00111	Syao.g_02564
OG0001028	Prae.g_00113	Syao.g_02568
OG0001029	Prae.g_00115	Syao.g_02570
OG0001030	Prae.g_00130	Syao.g_02545
OG0001031	Prae.g_00189	Syao.g_02528
OG0001032	Prae.g_00190	Syao.g_02530
OG0001033	Prae.g_00211	Syao.g_01016
OG0001034	Prae.g_00239	Syao.g_01704
OG0001035	Prae.g_00257	Syao.g_02101
OG0001036	Prae.g_00262	Syao.g_02096
OG0001037	Prae.g_00263	Syao.g_02094
OG0001038	Prae.g_00279	Syao.g_02065
OG0001039	Prae.g_00282	Syao.g_02062
OG0001040	Prae.g_00284	Syao.g_02059
OG0001041	Prae.g_00288	Syao.g_02055
OG0001042	Prae.g_00305	Syao.g_02032
OG0001043	Prae.g_00306	Syao.g_02028
OG0001044	Prae.g_00334	Syao.g_01878
OG0001045	Prae.g_00342	Syao.g_01865
OG0001046	Prae.g_00379	Syao.g_00827
OG0001047	Prae.g_00413	Syao.g_01739
OG0001048	Prae.g_00414	Syao.g_01740
OG0001049	Prae.g_00416	Syao.g_01616
OG0001050	Prae.g_00417	Syao.g_01618
OG0001051	Prae.g_00418	Syao.g_01619
OG0001052	Prae.g_00445	Syao.g_02686
OG0001053	Prae.g_00457	Syao.g_00025
OG0001054	Prae.g_00472	Syao.g_00104
OG0001055	Prae.g_00491	Syao.g_00156
OG0001056	Prae.g_00511	Syao.g_01417
OG0001057	Prae.g_00516	Syao.g_00879
OG0001058	Prae.g_00524	Syao.g_00862
OG0001059	Prae.g_00528	Syao.g_00858
OG0001060	Prae.g_00535	Syao.g_00852
OG0001062	Prae.g_00550	Syao.g_01050
OG0001063	Prae.g_00552	Syao.g_01042
OG0001064	Prae.g_00553	Syao.g_01041
OG0001065	Prae.g_00554	Syao.g_01040
OG0001066	Prae.g_00555	Syao.g_01039
OG0001067	Prae.g_00556	Syao.g_01038
OG0001068	Prae.g_00557	Syao.g_01037
OG0001069	Prae.g_00558	Syao.g_01036
OG0001070	Prae.g_00561	Syao.g_01032
OG0001071	Prae.g_00562	Syao.g_01031
OG0001072	Prae.g_00564	Syao.g_01027
OG0001073	Prae.g_00578	Syao.g_00991
OG0001074	Prae.g_00589	Syao.g_00392
OG0001075	Prae.g_00590	Syao.g_00391
OG0001076	Prae.g_00598	Syao.g_01339
OG0001077	Prae.g_00602	Syao.g_01323
OG0001078	Prae.g_00610	Syao.g_00895
OG0001079	Prae.g_00621	Syao.g_00911
OG0001081	Prae.g_00629	Syao.g_00925
OG0001082	Prae.g_00630	Syao.g_00926
OG0001083	Prae.g_00635	Syao.g_00934
OG0001084	Prae.g_00636	Syao.g_00935
OG0001085	Prae.g_00644	Syao.g_00947
OG0001086	Prae.g_00645	Syao.g_00949
OG0001087	Prae.g_00662	Syao.g_01419
OG0001088	Prae.g_00663	Syao.g_00211
OG0001089	Prae.g_00671	Syao.g_00376
OG0001090	Prae.g_00712	Syao.g_00494
OG0001091	Prae.g_00714	Syao.g_00491
OG0001092	Prae.g_00715	Syao.g_00489
OG0001093	Prae.g_00720	Syao.g_00482
OG0001094	Prae.g_00800	Syao.g_00750
OG0001095	Prae.g_00819	Syao.g_00771
OG0001096	Prae.g_00832	Syao.g_00786
OG0001097	Prae.g_00850	Syao.g_00552
OG0001098	Prae.g_00865	Syao.g_00731
OG0001099	Prae.g_00897	Syao.g_02569
OG0001100	Prae.g_00901	Syao.g_00957
OG0001101	Prae.g_00903	Syao.g_00959
OG0001102	Prae.g_00905	Syao.g_00962
OG0001103	Prae.g_00907	Syao.g_00964
OG0001105	Prae.g_00932	Syao.g_00736
OG0001106	Prae.g_00955	Syao.g_00688
OG0001107	Prae.g_00962	Syao.g_00676
OG0001108	Prae.g_00966	Syao.g_00669
OG0001109	Prae.g_00967	Syao.g_00667
OG0001110	Prae.g_00969	Syao.g_00665
OG0001111	Prae.g_00970	Syao.g_00663
OG0001112	Prae.g_00971	Syao.g_00661
OG0001113	Prae.g_00972	Syao.g_00660
OG0001114	Prae.g_00973	Syao.g_00659
OG0001115	Prae.g_00975	Syao.g_00832
OG0001116	Prae.g_00976	Syao.g_00830
OG0001117	Prae.g_00977	Syao.g_00829
OG0001118	Prae.g_00978	Syao.g_00828
OG0001119	Prae.g_00979	Syao.g_00826
OG0001120	Prae.g_00981	Syao.g_00822
OG0001121	Prae.g_01128, Prae.g_00984	Syao.g_01294
OG0001122	Prae.g_01012	Syao.g_00445
OG0001123	Prae.g_01016	Syao.g_00451
OG0001124	Prae.g_01018	Syao.g_00453
OG0001125	Prae.g_01019	Syao.g_00456
OG0001126	Prae.g_01029	Syao.g_00504
OG0001127	Prae.g_01030	Syao.g_00505
OG0001128	Prae.g_01032	Syao.g_00508
OG0001129	Prae.g_01033	Syao.g_00510
OG0001130	Prae.g_01034	Syao.g_00511
OG0001131	Prae.g_01072	Syao.g_01387
OG0001132	Prae.g_01081	Syao.g_01221
OG0001133	Prae.g_01115	Syao.g_01333
OG0001134	Prae.g_01130	Syao.g_01428
OG0001135	Prae.g_01133	Syao.g_01424
OG0001136	Prae.g_01160	Syao.g_00126
OG0001137	Prae.g_01171	Syao.g_00194
OG0001138	Prae.g_01189	Syao.g_00227
OG0001139	Prae.g_01190	Syao.g_00225
OG0001140	Prae.g_01191	Syao.g_00224
OG0001141	Prae.g_01192	Syao.g_00254
OG0001142	Prae.g_01193	Syao.g_00253
OG0001143	Prae.g_01200	Syao.g_00243
OG0001144	Prae.g_01205	Syao.g_00276
OG0001145	Prae.g_01320	Syao.g_01446
OG0001146	Prae.g_01333	Syao.g_01455
OG0001147	Prae.g_01354	Syao.g_00095
OG0001148	Prae.g_01370	Syao.g_00038
OG0001149	Prae.g_01371	Syao.g_00039
OG0001150	Prae.g_01372	Syao.g_00040
OG0001151	Prae.g_01383	Syao.g_02706
OG0001152	Prae.g_01384	Syao.g_02707
OG0001153	Prae.g_01491	Syao.g_00083
OG0001154	Prae.g_01492	Syao.g_00084
OG0001155	Prae.g_01504	Syao.g_01747
OG0001156	Prae.g_01507	Syao.g_01744
OG0001157	Prae.g_01508	Syao.g_01743
OG0001158	Prae.g_01509	Syao.g_01742
OG0001159	Prae.g_01510	Syao.g_01741
OG0001160	Prae.g_01534	Syao.g_01579
OG0001161	Prae.g_01547	Syao.g_02373
OG0001162	Prae.g_01558	Syao.g_02650
OG0001163	Prae.g_01615	Syao.g_01571
OG0001164	Prae.g_01619	Syao.g_01564
OG0001165	Prae.g_01622	Syao.g_01559
OG0001166	Prae.g_01642	Syao.g_01673
OG0001167	Prae.g_01659	Syao.g_01006
OG0001168	Prae.g_01661	Syao.g_01648
OG0001169	Prae.g_01663	Syao.g_01646
OG0001170	Prae.g_01665	Syao.g_01644
OG0001171	Prae.g_01674	Syao.g_01632
OG0001172	Prae.g_01689	Syao.g_01914
OG0001173	Prae.g_01690	Syao.g_01915
