Orthogroup	Prae	Prah
OG0000590	Prae.g_00596	Prah.g_00525
OG0000591	Prae.g_00599	Prah.g_00518
OG0000592	Prae.g_00600	Prah.g_00517
OG0000593	Prae.g_00606	Prah.g_00505
OG0000594	Prae.g_00607	Prah.g_00504
OG0000595	Prae.g_00608	Prah.g_00503
OG0000596	Prae.g_00612	Prah.g_00498
OG0000597	Prae.g_00614	Prah.g_00495
OG0000598	Prae.g_00615	Prah.g_00494
OG0000599	Prae.g_00618	Prah.g_00485
OG0000600	Prae.g_00619	Prah.g_00484
OG0000601	Prae.g_00620	Prah.g_00483
OG0000602	Prae.g_00622	Prah.g_00478
OG0000603	Prae.g_00623	Prah.g_00477
OG0000604	Prae.g_00624	Prah.g_00476
OG0000605	Prae.g_00625	Prah.g_00474
OG0000606	Prae.g_00628	Prah.g_00466
OG0000607	Prae.g_00631	Prah.g_00463
OG0000608	Prae.g_00632	Prah.g_00462
OG0000609	Prae.g_00633	Prah.g_00460
OG0000610	Prae.g_00638	Prah.g_00452
OG0000611	Prae.g_00641	Prah.g_00449
OG0000612	Prae.g_00642	Prah.g_00448
OG0000613	Prae.g_00647	Prah.g_02193
OG0000614	Prae.g_00666	Prah.g_00985
OG0000615	Prae.g_00674	Prah.g_00706
OG0000616	Prae.g_00678	Prah.g_02588
OG0000617	Prae.g_00717	Prah.g_00881
OG0000618	Prae.g_00718	Prah.g_00880
OG0000619	Prae.g_00719	Prah.g_00879
OG0000620	Prae.g_00722	Prah.g_00875
OG0000621	Prae.g_00723	Prah.g_00874
OG0000622	Prae.g_00724	Prah.g_00873
OG0000623	Prae.g_00725	Prah.g_00872
OG0000624	Prae.g_00726	Prah.g_00871
OG0000625	Prae.g_00727	Prah.g_00870
OG0000626	Prae.g_00728	Prah.g_00869
OG0000627	Prae.g_00729	Prah.g_00746
OG0000628	Prae.g_00730	Prah.g_00747
OG0000629	Prae.g_00731	Prah.g_00750
OG0000630	Prae.g_00734	Prah.g_00754
OG0000631	Prae.g_00797	Prah.g_00758
OG0000632	Prae.g_00798	Prah.g_00759
OG0000633	Prae.g_00799	Prah.g_00760
OG0000634	Prae.g_00802	Prah.g_00671
OG0000635	Prae.g_00803	Prah.g_00670
OG0000636	Prae.g_00805	Prah.g_00668
OG0000637	Prae.g_00807	Prah.g_00666
OG0000638	Prae.g_00808	Prah.g_00665
OG0000639	Prae.g_00809	Prah.g_00664
OG0000640	Prae.g_00810	Prah.g_00663
OG0000641	Prae.g_00814	Prah.g_00659
OG0000642	Prae.g_00815	Prah.g_00658
OG0000643	Prae.g_00816	Prah.g_00657
OG0000644	Prae.g_00817	Prah.g_00656
OG0000645	Prae.g_00818	Prah.g_00655
OG0000646	Prae.g_00820	Prah.g_00652
OG0000647	Prae.g_00821	Prah.g_00650
OG0000648	Prae.g_00823	Prah.g_00648
OG0000649	Prae.g_00824	Prah.g_00647
OG0000650	Prae.g_00825	Prah.g_00646
OG0000651	Prae.g_00826	Prah.g_00645
OG0000652	Prae.g_00827	Prah.g_00644
OG0000653	Prae.g_00829	Prah.g_00640
OG0000654	Prae.g_00830	Prah.g_00639
OG0000655	Prae.g_00831	Prah.g_00638
OG0000656	Prae.g_00834	Prah.g_00635
OG0000657	Prae.g_00841	Prah.g_00603
OG0000658	Prae.g_00842	Prah.g_00601
OG0000659	Prae.g_00843	Prah.g_00600
OG0000660	Prae.g_00847	Prah.g_00596
OG0000661	Prae.g_00849	Prah.g_00594
OG0000662	Prae.g_00851	Prah.g_00592
OG0000663	Prae.g_00853	Prah.g_00589
OG0000664	Prae.g_00854	Prah.g_00588
OG0000665	Prae.g_00858	Prah.g_00574
OG0000666	Prae.g_00859	Prah.g_00572
OG0000667	Prae.g_00863	Prah.g_00564
OG0000668	Prae.g_00892	Prah.g_00850
OG0000669	Prae.g_00900	Prah.g_00558
OG0000670	Prae.g_00902	Prah.g_01212
OG0000671	Prae.g_00904	Prah.g_00738
OG0000672	Prae.g_00906	Prah.g_00735
OG0000673	Prae.g_00909	Prah.g_00732
OG0000674	Prae.g_00911	Prah.g_00730
OG0000675	Prae.g_00912	Prah.g_00729
OG0000676	Prae.g_00914	Prah.g_00726
OG0000677	Prae.g_00915	Prah.g_00724
OG0000678	Prae.g_00917	Prah.g_00721
OG0000679	Prae.g_00921	Prah.g_00702
OG0000680	Prae.g_00922	Prah.g_00701
OG0000681	Prae.g_00924	Prah.g_00699
OG0000682	Prae.g_00925	Prah.g_00698
OG0000683	Prae.g_00926	Prah.g_00697
OG0000684	Prae.g_00927	Prah.g_00683
OG0000685	Prae.g_00929	Prah.g_00685
OG0000686	Prae.g_00930	Prah.g_00686
OG0000687	Prae.g_00931	Prah.g_00687
OG0000688	Prae.g_00934	Prah.g_00681
OG0000689	Prae.g_00935	Prah.g_00680
OG0000690	Prae.g_00936	Prah.g_00679
OG0000691	Prae.g_00937	Prah.g_00678
OG0000692	Prae.g_00938	Prah.g_00677
OG0000693	Prae.g_00939	Prah.g_00675
OG0000694	Prae.g_00940	Prah.g_00674
OG0000695	Prae.g_00942	Prah.g_00762
OG0000696	Prae.g_00943	Prah.g_00763
OG0000697	Prae.g_00944	Prah.g_00765
OG0000698	Prae.g_00947	Prah.g_00768
OG0000699	Prae.g_00948	Prah.g_00770
OG0000700	Prae.g_00949	Prah.g_00771
OG0000701	Prae.g_00950	Prah.g_00772
OG0000702	Prae.g_00952	Prah.g_00780
OG0000703	Prae.g_00953	Prah.g_00781
OG0000704	Prae.g_00954	Prah.g_00783
OG0000705	Prae.g_00958	Prah.g_00789
OG0000706	Prae.g_00959	Prah.g_00790
OG0000707	Prae.g_00960	Prah.g_00791
OG0000708	Prae.g_00961	Prah.g_00793
OG0000709	Prae.g_00965	Prah.g_00800
OG0000710	Prae.g_00968	Prah.g_00805
OG0000711	Prae.g_00985	Prah.g_00828
OG0000712	Prae.g_00987	Prah.g_00829
OG0000713	Prae.g_00988	Prah.g_00830
OG0000714	Prae.g_00989	Prah.g_00833
OG0000715	Prae.g_00991	Prah.g_00835
OG0000716	Prae.g_00993	Prah.g_00839
OG0000717	Prae.g_00994	Prah.g_00840
OG0000718	Prae.g_01009	Prah.g_00846
OG0000719	Prae.g_01011	Prah.g_00848
OG0000720	Prae.g_01020	Prah.g_00861
OG0000721	Prae.g_01022	Prah.g_00862
OG0000722	Prae.g_01023	Prah.g_00863
OG0000723	Prae.g_01026	Prah.g_00867
OG0000724	Prae.g_01035	Prah.g_00910
OG0000725	Prae.g_01041	Prah.g_00919
OG0000726	Prae.g_01042	Prah.g_00920
OG0000727	Prae.g_01043	Prah.g_00921
OG0000728	Prae.g_01045	Prah.g_00922
OG0000729	Prae.g_01092	Prah.g_00133
OG0000730	Prae.g_01096	Prah.g_01942
OG0000731	Prae.g_01100	Prah.g_01932
OG0000732	Prae.g_01109	Prah.g_00054
OG0000733	Prae.g_01131	Prah.g_02532
OG0000734	Prae.g_01148	Prah.g_01905
OG0000735	Prae.g_01150	Prah.g_01340
OG0000736	Prae.g_01151	Prah.g_01339
OG0000737	Prae.g_01152	Prah.g_01338
OG0000738	Prae.g_01156	Prah.g_01331
OG0000739	Prae.g_01157	Prah.g_01329
OG0000740	Prae.g_01158	Prah.g_01328
OG0000741	Prae.g_01159	Prah.g_01325
OG0000742	Prae.g_01162	Prah.g_01323
OG0000743	Prae.g_01164	Prah.g_01321
OG0000744	Prae.g_01165	Prah.g_01320
OG0000745	Prae.g_01166	Prah.g_01318
OG0000746	Prae.g_01168	Prah.g_01316
OG0000747	Prae.g_01169	Prah.g_01315
OG0000748	Prae.g_01172	Prah.g_01304
OG0000749	Prae.g_01173	Prah.g_01303
OG0000750	Prae.g_01174	Prah.g_01302
OG0000751	Prae.g_01176	Prah.g_01297
OG0000752	Prae.g_01178	Prah.g_01295
OG0000753	Prae.g_01181	Prah.g_01292
OG0000754	Prae.g_01184	Prah.g_01262
OG0000755	Prae.g_01187	Prah.g_01255
OG0000756	Prae.g_01188	Prah.g_01254
OG0000757	Prae.g_01194	Prah.g_01247
OG0000758	Prae.g_01195	Prah.g_01246
OG0000759	Prae.g_01196	Prah.g_01245
OG0000760	Prae.g_01197	Prah.g_01244
OG0000761	Prae.g_01198	Prah.g_01243
OG0000762	Prae.g_01199	Prah.g_01263
OG0000763	Prae.g_01201	Prah.g_01265
OG0000764	Prae.g_01202	Prah.g_01266
OG0000765	Prae.g_01211	Prah.g_01282
OG0000766	Prae.g_01212	Prah.g_01283
OG0000767	Prae.g_01214	Prah.g_01285
OG0000768	Prae.g_01215	Prah.g_01286
OG0000769	Prae.g_01217	Prah.g_01290
OG0000770	Prae.g_01219	Prah.g_01239
OG0000771	Prae.g_01434	Prah.g_00905
OG0000772	Prae.g_01293	Prah.g_01610
OG0000773	Prae.g_01319	Prah.g_01351
OG0000774	Prae.g_01321	Prah.g_01355
OG0000775	Prae.g_01324	Prah.g_01357
OG0000776	Prae.g_01325	Prah.g_01358
OG0000777	Prae.g_01326	Prah.g_01359
OG0000778	Prae.g_01327	Prah.g_01360
OG0000779	Prae.g_01331	Prah.g_01365
OG0000780	Prae.g_01332	Prah.g_01368
OG0000781	Prae.g_01335	Prah.g_01372
OG0000782	Prae.g_01336	Prah.g_01373
OG0000783	Prae.g_01337	Prah.g_01374
OG0000784	Prae.g_01338	Prah.g_01375
OG0000785	Prae.g_01340	Prah.g_01377
OG0000786	Prae.g_01342	Prah.g_01380
OG0000787	Prae.g_01343	Prah.g_01381
OG0000788	Prae.g_01355	Prah.g_00224
OG0000789	Prae.g_01358	Prah.g_01183
OG0000790	Prae.g_01373	Prah.g_01580
OG0000791	Prae.g_01375	Prah.g_01582
OG0000792	Prae.g_01376	Prah.g_01583
OG0000793	Prae.g_01379	Prah.g_01587
OG0000794	Prae.g_01380	Prah.g_01588
OG0000795	Prae.g_01381	Prah.g_01589
OG0000796	Prae.g_01385	Prah.g_01593
OG0000797	Prae.g_01386	Prah.g_01594
OG0000798	Prae.g_01420	Prah.g_02131
OG0000799	Prae.g_01441	Prah.g_00435
OG0000800	Prae.g_01442	Prah.g_00434
OG0000801	Prae.g_01443	Prah.g_00433
OG0000802	Prae.g_01445	Prah.g_00427
OG0000803	Prae.g_01447	Prah.g_00423
OG0000804	Prae.g_01448	Prah.g_00421
OG0000805	Prae.g_01450	Prah.g_00419
OG0000806	Prae.g_01452	Prah.g_00417
OG0000807	Prae.g_01453	Prah.g_00415
OG0000808	Prae.g_01454	Prah.g_00414
OG0000809	Prae.g_01457	Prah.g_00410
OG0000810	Prae.g_01458	Prah.g_00409
OG0000811	Prae.g_01462	Prah.g_00403
OG0000812	Prae.g_01464	Prah.g_00401
OG0000813	Prae.g_01465	Prah.g_00400
OG0000814	Prae.g_01467	Prah.g_00398
OG0000815	Prae.g_01468	Prah.g_00397
OG0000816	Prae.g_01470	Prah.g_00395
OG0000817	Prae.g_01471	Prah.g_00394
OG0000818	Prae.g_01476	Prah.g_00386
OG0000819	Prae.g_01477	Prah.g_00385
OG0000820	Prae.g_01478	Prah.g_00384
OG0000821	Prae.g_01482	Prah.g_00379
OG0000822	Prae.g_01483	Prah.g_00376
OG0000823	Prae.g_01484	Prah.g_00374
OG0000824	Prae.g_01487	Prah.g_00370
OG0000825	Prae.g_01488	Prah.g_00369
OG0000826	Prae.g_01489	Prah.g_00368
OG0000827	Prae.g_01490	Prah.g_00367
OG0000828	Prae.g_01493	Prah.g_00364
OG0000829	Prae.g_01494	Prah.g_00363
OG0000830	Prae.g_01495	Prah.g_00362
OG0000831	Prae.g_01497	Prah.g_00360
OG0000832	Prae.g_01503	Prah.g_01615
OG0000833	Prae.g_01511	Prah.g_01623
OG0000834	Prae.g_01512	Prah.g_01624
OG0000835	Prae.g_01513	Prah.g_01625
OG0000836	Prae.g_01514	Prah.g_01627
OG0000837	Prae.g_01515	Prah.g_01628
OG0000838	Prae.g_01517	Prah.g_01632
OG0000839	Prae.g_01518	Prah.g_01633
OG0000840	Prae.g_01519	Prah.g_01634
OG0000841	Prae.g_01520	Prah.g_01635
OG0000842	Prae.g_01521	Prah.g_01636
OG0000843	Prae.g_01522	Prah.g_01637
OG0000844	Prae.g_01523	Prah.g_01639
OG0000845	Prae.g_01524	Prah.g_01640
OG0000846	Prae.g_01525	Prah.g_01641
OG0000847	Prae.g_01526	Prah.g_01642
OG0000848	Prae.g_01527	Prah.g_01643
OG0000849	Prae.g_01528	Prah.g_01644
OG0000850	Prae.g_01530	Prah.g_01645
OG0000851	Prae.g_01531	Prah.g_01648
OG0000852	Prae.g_01532	Prah.g_01649
OG0000853	Prae.g_01536	Prah.g_01653
OG0000854	Prae.g_01538	Prah.g_01655
OG0000855	Prae.g_01539	Prah.g_01656
OG0000856	Prae.g_01554	Prah.g_00515
OG0000857	Prae.g_01582	Prah.g_00651
OG0000858	Prae.g_01617	Prah.g_01667
OG0000859	Prae.g_01618	Prah.g_01668
OG0000860	Prae.g_01625	Prah.g_01678
OG0000861	Prae.g_01626	Prah.g_01679
OG0000862	Prae.g_01627	Prah.g_01681
OG0000863	Prae.g_01629	Prah.g_01685
OG0000864	Prae.g_01630	Prah.g_01687
OG0000865	Prae.g_01631	Prah.g_01688
OG0000866	Prae.g_01632	Prah.g_01689
OG0000867	Prae.g_01633	Prah.g_01690
OG0000868	Prae.g_01634	Prah.g_01692
OG0000869	Prae.g_01638	Prah.g_01695
OG0000870	Prae.g_01643	Prah.g_01700
OG0000871	Prae.g_01644	Prah.g_01701
OG0000872	Prae.g_01645	Prah.g_01703
OG0000873	Prae.g_01648	Prah.g_01707
OG0000874	Prae.g_01651	Prah.g_01711
OG0000875	Prae.g_01652	Prah.g_01713
OG0000876	Prae.g_01653	Prah.g_01714
OG0000877	Prae.g_01655	Prah.g_01717
OG0000878	Prae.g_01656	Prah.g_01718
OG0000879	Prae.g_01657	Prah.g_01719
OG0000880	Prae.g_01658	Prah.g_01720
OG0000881	Prae.g_01662	Prah.g_01728
OG0000882	Prae.g_01667	Prah.g_01733
OG0000883	Prae.g_01668	Prah.g_01736
OG0000884	Prae.g_01670	Prah.g_01738
OG0000885	Prae.g_01671	Prah.g_01739
OG0000886	Prae.g_01672	Prah.g_01740
OG0000887	Prae.g_01673	Prah.g_01741
OG0000888	Prae.g_01675	Prah.g_01743
OG0000889	Prae.g_01677	Prah.g_01745
OG0000890	Prae.g_01678	Prah.g_01759
OG0000891	Prae.g_01679	Prah.g_01760
OG0000892	Prae.g_01681	Prah.g_01762
OG0000893	Prae.g_01686	Prah.g_02073
OG0000894	Prae.g_01688	Prah.g_02070
OG0000895	Prae.g_01691	Prah.g_02066
OG0000896	Prae.g_01692	Prah.g_02065
OG0000897	Prae.g_01694	Prah.g_02063
OG0000898	Prae.g_01695	Prah.g_02062
OG0000899	Prae.g_01696	Prah.g_02061
OG0000900	Prae.g_01697	Prah.g_02060
OG0000901	Prae.g_01700	Prah.g_02056
OG0000902	Prae.g_01702	Prah.g_02054
OG0000903	Prae.g_01705	Prah.g_02041
OG0000904	Prae.g_01707	Prah.g_02046
OG0000905	Prae.g_01712	Prah.g_02048
OG0000906	Prae.g_01713	Prah.g_02050
OG0000907	Prae.g_01716	Prah.g_02039
OG0000908	Prae.g_01719	Prah.g_02036
OG0000909	Prae.g_01720	Prah.g_02035
OG0000910	Prae.g_01721	Prah.g_02034
OG0000911	Prae.g_01723	Prah.g_02032
OG0000912	Prae.g_01724	Prah.g_02031
OG0000913	Prae.g_01725	Prah.g_02030
OG0000914	Prae.g_01726	Prah.g_02029
OG0000915	Prae.g_01727	Prah.g_02028
OG0000916	Prae.g_01728	Prah.g_02027
OG0000917	Prae.g_01729	Prah.g_02026
OG0000918	Prae.g_01730	Prah.g_02025
OG0000919	Prae.g_01731	Prah.g_02024
OG0000920	Prae.g_01732	Prah.g_02023
OG0000921	Prae.g_01733	Prah.g_02022
OG0000922	Prae.g_01734	Prah.g_02021
OG0000923	Prae.g_01738	Prah.g_02017
OG0000924	Prae.g_01739	Prah.g_02016
OG0000925	Prae.g_01740	Prah.g_02015
OG0000926	Prae.g_01741	Prah.g_02014
OG0000927	Prae.g_01743	Prah.g_02012
OG0000928	Prae.g_01744	Prah.g_02011
OG0000929	Prae.g_01745	Prah.g_02010
OG0000930	Prae.g_01746	Prah.g_02009
OG0000931	Prae.g_01747	Prah.g_02008
OG0000932	Prae.g_01748	Prah.g_02007
OG0000933	Prae.g_01752	Prah.g_02002
OG0000934	Prae.g_01754	Prah.g_02000
OG0000935	Prae.g_01755	Prah.g_01999
OG0000936	Prae.g_01756	Prah.g_01998
OG0000937	Prae.g_01757	Prah.g_01997
OG0000938	Prae.g_01759	Prah.g_01994
OG0000939	Prae.g_01760	Prah.g_01993
OG0000940	Prae.g_01768	Prah.g_01985
OG0000941	Prae.g_01770	Prah.g_01983
OG0000942	Prae.g_01772	Prah.g_01981
OG0000943	Prae.g_01773	Prah.g_01980
OG0000944	Prae.g_01774	Prah.g_01978
OG0000945	Prae.g_01775	Prah.g_01977
OG0000946	Prae.g_01779	Prah.g_01966
OG0000947	Prae.g_01781	Prah.g_01963
OG0000948	Prae.g_01782	Prah.g_01962
OG0000949	Prae.g_01785	Prah.g_01958
OG0000950	Prae.g_01790	Prah.g_02231
OG0000951	Prae.g_01794	Prah.g_02236
OG0000952	Prae.g_01798	Prah.g_02241
OG0000953	Prae.g_01801	Prah.g_02245
OG0000954	Prae.g_01805	Prah.g_00167
OG0000955	Prae.g_01806	Prah.g_00166
OG0000956	Prae.g_01808	Prah.g_00164
OG0000957	Prae.g_01813	Prah.g_00152
OG0000958	Prae.g_01814	Prah.g_00151
OG0000959	Prae.g_01818	Prah.g_00146
OG0000960	Prae.g_01819	Prah.g_00145
OG0000961	Prae.g_01821	Prah.g_00136
OG0000962	Prae.g_01823	Prah.g_00134
OG0000963	Prae.g_01827	Prah.g_00129
OG0000964	Prae.g_01828	Prah.g_00128
OG0000965	Prae.g_01829	Prah.g_00127
OG0000966	Prae.g_01836	Prah.g_00086
OG0000967	Prae.g_01840	Prah.g_00079
OG0000968	Prae.g_01842	Prah.g_00076
OG0000969	Prae.g_01843	Prah.g_00074
OG0000970	Prae.g_01844	Prah.g_00073
OG0000971	Prae.g_01845	Prah.g_00071
OG0000972	Prae.g_01846	Prah.g_00070
OG0000973	Prae.g_01847	Prah.g_00068
OG0000974	Prae.g_01848	Prah.g_00067
OG0000975	Prae.g_01849	Prah.g_00066
OG0000976	Prae.g_01850	Prah.g_00065
OG0000977	Prae.g_01851	Prah.g_00063
OG0000978	Prae.g_01852	Prah.g_00062
OG0000979	Prae.g_01855	Prah.g_00059
OG0000980	Prae.g_01857	Prah.g_00055
OG0000981	Prae.g_01859	Prah.g_00052
OG0000982	Prae.g_01861	Prah.g_02491
OG0000983	Prae.g_01862	Prah.g_02492
OG0000984	Prae.g_01863	Prah.g_02493
OG0000985	Prae.g_01866	Prah.g_02497
OG0000986	Prae.g_01868	Prah.g_02499
OG0000987	Prae.g_01869	Prah.g_02501
OG0000988	Prae.g_01872	Prah.g_02505
OG0000989	Prae.g_01876	Prah.g_02513
OG0000990	Prae.g_01879	Prah.g_02536
OG0000991	Prae.g_01880	Prah.g_02540
OG0000992	Prae.g_01882	Prah.g_02543
OG0000993	Prae.g_01883	Prah.g_02544
OG0000994	Prae.g_01884	Prah.g_02547
OG0000995	Prae.g_01888	Prah.g_02552
OG0000996	Prae.g_01889	Prah.g_02565
OG0000997	Prae.g_01890	Prah.g_02574
OG0000998	Prae.g_01892	Prah.g_02576
OG0000999	Prae.g_01893	Prah.g_02577
OG0001000	Prae.g_01896	Prah.g_02580
OG0001001	Prae.g_01898	Prah.g_02584
OG0001002	Prae.g_01902	Prah.g_02591
OG0001003	Prae.g_01903	Prah.g_02593
OG0001004	Prae.g_01904	Prah.g_02594
OG0001005	Prae.g_01905	Prah.g_02596
OG0001006	Prae.g_01909	Prah.g_02602
OG0001007	Prae.g_01911	Prah.g_02604
OG0001008	Prae.g_00411	Prah.g_00231
OG0001009	Prae.g_00027	Prah.g_00033
OG0001010	Prae.g_00028	Prah.g_00034
OG0001011	Prae.g_00029	Prah.g_00036
OG0001012	Prae.g_00045	Prah.g_02488
OG0001013	Prae.g_00050	Prah.g_02466
OG0001014	Prae.g_00053	Prah.g_02454
OG0001015	Prae.g_00054	Prah.g_02453
OG0001016	Prae.g_00073	Prah.g_01843
OG0001017	Prae.g_00077	Prah.g_01849
OG0001018	Prae.g_00080	Prah.g_01851
OG0001019	Prae.g_00089	Prah.g_01867
OG0001020	Prae.g_00090	Prah.g_01873
OG0001021	Prae.g_00091	Prah.g_01877
OG0001022	Prae.g_00094	Prah.g_01882
OG0001023	Prae.g_00095	Prah.g_01883
OG0001024	Prae.g_00098	Prah.g_01887
OG0001025	Prae.g_00104	Prah.g_01894
OG0001026	Prae.g_00110	Prah.g_01908
OG0001027	Prae.g_00111	Prah.g_00195
OG0001028	Prae.g_00113	Prah.g_00193
OG0001029	Prae.g_00115	Prah.g_00191
OG0001030	Prae.g_00130	Prah.g_02257
OG0001031	Prae.g_00189	Prah.g_02336
OG0001032	Prae.g_00190	Prah.g_02339
OG0001033	Prae.g_00211	Prah.g_02372
OG0001034	Prae.g_00239	Prah.g_01779
OG0001035	Prae.g_00257	Prah.g_02099
OG0001036	Prae.g_00262	Prah.g_02103
OG0001037	Prae.g_00263	Prah.g_02105
OG0001038	Prae.g_00279	Prah.g_02132
OG0001039	Prae.g_00282	Prah.g_02135
OG0001040	Prae.g_00284	Prah.g_02138
OG0001041	Prae.g_00288	Prah.g_02143
OG0001042	Prae.g_00305	Prah.g_02168
OG0001043	Prae.g_00306	Prah.g_02170
OG0001044	Prae.g_00334	Prah.g_01941
OG0001045	Prae.g_00342	Prah.g_01929
OG0001046	Prae.g_00379	Prah.g_01661
OG0001047	Prae.g_00413	Prah.g_00233
OG0001048	Prae.g_00414	Prah.g_00234
OG0001049	Prae.g_00416	Prah.g_00237
OG0001050	Prae.g_00417	Prah.g_00238
OG0001051	Prae.g_00418	Prah.g_00239
OG0001052	Prae.g_00445	Prah.g_00308
OG0001053	Prae.g_00457	Prah.g_01563
OG0001054	Prae.g_00472	Prah.g_01545
OG0001055	Prae.g_00491	Prah.g_01524
OG0001056	Prae.g_00511	Prah.g_01496
OG0001057	Prae.g_00516	Prah.g_01482
OG0001058	Prae.g_00524	Prah.g_01468
OG0001059	Prae.g_00528	Prah.g_01464
OG0001060	Prae.g_00535	Prah.g_01458
OG0001061	Prae.g_00548	Prah.g_01440
OG0001062	Prae.g_00550	Prah.g_01438
OG0001063	Prae.g_00552	Prah.g_01434
OG0001064	Prae.g_00553	Prah.g_01433
OG0001065	Prae.g_00554	Prah.g_01432
OG0001066	Prae.g_00555	Prah.g_01431
OG0001067	Prae.g_00556	Prah.g_01430
OG0001068	Prae.g_00557	Prah.g_01429
OG0001069	Prae.g_00558	Prah.g_01428
OG0001070	Prae.g_00561	Prah.g_01424
OG0001071	Prae.g_00562	Prah.g_01423
OG0001072	Prae.g_00564	Prah.g_01418
OG0001073	Prae.g_00578	Prah.g_01399
OG0001074	Prae.g_00589	Prah.g_00532
OG0001075	Prae.g_00590	Prah.g_00531
OG0001076	Prae.g_00598	Prah.g_00523
OG0001077	Prae.g_00602	Prah.g_00513
OG0001078	Prae.g_00610	Prah.g_00500
OG0001079	Prae.g_00621	Prah.g_00482
OG0001080	Prae.g_00627	Prah.g_00472
OG0001081	Prae.g_00629	Prah.g_00465
OG0001082	Prae.g_00630	Prah.g_00464
OG0001083	Prae.g_00635	Prah.g_00456
OG0001084	Prae.g_00636	Prah.g_00455
OG0001085	Prae.g_00644	Prah.g_00444
OG0001086	Prae.g_00645	Prah.g_00442
OG0001087	Prae.g_00662	Prah.g_00968
OG0001088	Prae.g_00663	Prah.g_00972
OG0001089	Prae.g_00671	Prah.g_01025
OG0001090	Prae.g_00712	Prah.g_00886
OG0001091	Prae.g_00714	Prah.g_00884
OG0001092	Prae.g_00715	Prah.g_00882
OG0001093	Prae.g_00720	Prah.g_00878
OG0001094	Prae.g_00800	Prah.g_00673
OG0001095	Prae.g_00819	Prah.g_00654
OG0001096	Prae.g_00832	Prah.g_00637
OG0001097	Prae.g_00850	Prah.g_00593
OG0001098	Prae.g_00865	Prah.g_00743
OG0001099	Prae.g_00897	Prah.g_00192
OG0001100	Prae.g_00901	Prah.g_00740
OG0001101	Prae.g_00903	Prah.g_00739
OG0001102	Prae.g_00905	Prah.g_00736
OG0001103	Prae.g_00907	Prah.g_00734
OG0001104	Prae.g_00928	Prah.g_00684
OG0001105	Prae.g_00932	Prah.g_00689
OG0001106	Prae.g_00955	Prah.g_00784
OG0001107	Prae.g_00962	Prah.g_00794
OG0001108	Prae.g_00966	Prah.g_00801
OG0001109	Prae.g_00967	Prah.g_00803
OG0001110	Prae.g_00969	Prah.g_00806
OG0001111	Prae.g_00970	Prah.g_00808
OG0001112	Prae.g_00971	Prah.g_00810
OG0001113	Prae.g_00972	Prah.g_00811
OG0001114	Prae.g_00973	Prah.g_00812
OG0001115	Prae.g_00975	Prah.g_00814
OG0001116	Prae.g_00976	Prah.g_00815
OG0001117	Prae.g_00977	Prah.g_00816
OG0001118	Prae.g_00978	Prah.g_00817
OG0001119	Prae.g_00979	Prah.g_00818
OG0001120	Prae.g_00981	Prah.g_00821
OG0001122	Prae.g_01012	Prah.g_00849
OG0001123	Prae.g_01016	Prah.g_00856
OG0001124	Prae.g_01018	Prah.g_00858
OG0001125	Prae.g_01019	Prah.g_00860
OG0001126	Prae.g_01029	Prah.g_00903
OG0001127	Prae.g_01030	Prah.g_00904
OG0001128	Prae.g_01032	Prah.g_00907
OG0001129	Prae.g_01033	Prah.g_00908
OG0001130	Prae.g_01034	Prah.g_00909
OG0001131	Prae.g_01072	Prah.g_00893
OG0001132	Prae.g_01081	Prah.g_00539
OG0001133	Prae.g_01115	Prah.g_00521
OG0001134	Prae.g_01130	Prah.g_02524
OG0001135	Prae.g_01133	Prah.g_02526
OG0001136	Prae.g_01160	Prah.g_01324
OG0001137	Prae.g_01171	Prah.g_01305
OG0001138	Prae.g_01189	Prah.g_01253
OG0001139	Prae.g_01190	Prah.g_01251
OG0001140	Prae.g_01191	Prah.g_01250
OG0001141	Prae.g_01192	Prah.g_01249
OG0001142	Prae.g_01193	Prah.g_01248
OG0001143	Prae.g_01200	Prah.g_01264
OG0001144	Prae.g_01205	Prah.g_01273
OG0001145	Prae.g_01320	Prah.g_01353
OG0001146	Prae.g_01333	Prah.g_01369
OG0001147	Prae.g_01354	Prah.g_00323
OG0001148	Prae.g_01370	Prah.g_01577
OG0001149	Prae.g_01371	Prah.g_01578
OG0001150	Prae.g_01372	Prah.g_01579
OG0001151	Prae.g_01383	Prah.g_01591
OG0001152	Prae.g_01384	Prah.g_01592
OG0001153	Prae.g_01491	Prah.g_00366
OG0001154	Prae.g_01492	Prah.g_00365
OG0001155	Prae.g_01504	Prah.g_01617
OG0001156	Prae.g_01507	Prah.g_01620
OG0001157	Prae.g_01508	Prah.g_00538
OG0001158	Prae.g_01509	Prah.g_01621
OG0001159	Prae.g_01510	Prah.g_01622
OG0001160	Prae.g_01534	Prah.g_01651
OG0001161	Prae.g_01547	Prah.g_00541
OG0001162	Prae.g_01558	Prah.g_01050
OG0001163	Prae.g_01615	Prah.g_01665
OG0001164	Prae.g_01619	Prah.g_01670
OG0001165	Prae.g_01622	Prah.g_01673
OG0001166	Prae.g_01642	Prah.g_01699
OG0001167	Prae.g_01659	Prah.g_01725
OG0001168	Prae.g_01661	Prah.g_01727
OG0001169	Prae.g_01663	Prah.g_01729
OG0001170	Prae.g_01665	Prah.g_01731
OG0001171	Prae.g_01674	Prah.g_01742
OG0001172	Prae.g_01689	Prah.g_02068
