Orthogroup	Prbn	Prae
OG0000566	Prbn.g_00436	Prae.g_00618
OG0000567	Prbn.g_00437	Prae.g_00619
OG0000568	Prbn.g_00438	Prae.g_00620
OG0000569	Prbn.g_00439	Prae.g_00621
OG0000570	Prbn.g_00440	Prae.g_00622
OG0000571	Prbn.g_00441	Prae.g_00623
OG0000572	Prbn.g_00442	Prae.g_00624
OG0000573	Prbn.g_00445	Prae.g_00627
OG0000574	Prbn.g_00446	Prae.g_00628
OG0000575	Prbn.g_00447	Prae.g_00629
OG0000576	Prbn.g_00448	Prae.g_00630
OG0000577	Prbn.g_00449	Prae.g_00631
OG0000578	Prbn.g_00450	Prae.g_00632
OG0000579	Prbn.g_00834	Prae.g_00633
OG0000580	Prbn.g_00835	Prae.g_00634
OG0000581	Prbn.g_00836	Prae.g_00635
OG0000582	Prbn.g_00837	Prae.g_00636
OG0000583	Prbn.g_00838	Prae.g_00637
OG0000584	Prbn.g_00840	Prae.g_00638
OG0000585	Prbn.g_00841	Prae.g_00639
OG0000586	Prbn.g_00843	Prae.g_00641
OG0000587	Prbn.g_00844	Prae.g_00642
OG0000588	Prbn.g_01594	Prae.g_00644
OG0000589	Prbn.g_01593	Prae.g_00645
OG0000590	Prbn.g_01591	Prae.g_00647
OG0000591	Prbn.g_01585	Prae.g_00653
OG0000592	Prbn.g_01584	Prae.g_00654
OG0000593	Prbn.g_01583	Prae.g_00655
OG0000594	Prbn.g_01580	Prae.g_00657
OG0000595	Prbn.g_01579	Prae.g_00658
OG0000596	Prbn.g_01578	Prae.g_00659
OG0000597	Prbn.g_01576	Prae.g_00661
OG0000598	Prbn.g_01575	Prae.g_00662
OG0000599	Prbn.g_01574	Prae.g_00663
OG0000600	Prbn.g_01573	Prae.g_00664
OG0000601	Prbn.g_01570	Prae.g_00666
OG0000602	Prbn.g_01569	Prae.g_00667
OG0000603	Prbn.g_01568	Prae.g_00668
OG0000604	Prbn.g_01565	Prae.g_00669
OG0000605	Prbn.g_01564	Prae.g_00670
OG0000606	Prbn.g_01563	Prae.g_00671
OG0000607	Prbn.g_01561	Prae.g_00673
OG0000608	Prbn.g_01559	Prae.g_00674
OG0000609	Prbn.g_00905	Prae.g_00678
OG0000610	Prbn.g_01635	Prae.g_00679
OG0000611	Prbn.g_01553	Prae.g_00712
OG0000612	Prbn.g_01552	Prae.g_00713
OG0000613	Prbn.g_00857	Prae.g_00714
OG0000614	Prbn.g_00858	Prae.g_00715
OG0000615	Prbn.g_00860	Prae.g_00717
OG0000616	Prbn.g_00861	Prae.g_00718
OG0000617	Prbn.g_00862	Prae.g_00719
OG0000618	Prbn.g_00863	Prae.g_00720
OG0000619	Prbn.g_00864	Prae.g_00721
OG0000620	Prbn.g_01947	Prae.g_00722
OG0000621	Prbn.g_01948	Prae.g_00723
OG0000622	Prbn.g_01949	Prae.g_00724
OG0000623	Prbn.g_01950	Prae.g_00725
OG0000624	Prbn.g_01952	Prae.g_00726
OG0000625	Prbn.g_01345	Prae.g_00727
OG0000626	Prbn.g_01346	Prae.g_00728
OG0000627	Prbn.g_01347	Prae.g_00729
OG0000628	Prbn.g_01348	Prae.g_00730
OG0000629	Prbn.g_01349	Prae.g_00731
OG0000630	Prbn.g_01350	Prae.g_00732
OG0000631	Prbn.g_01352	Prae.g_00734
OG0000632	Prbn.g_01353	Prae.g_00748
OG0000633	Prbn.g_01023	Prae.g_00752
OG0000634	Prbn.g_01100	Prae.g_00766
OG0000635	Prbn.g_00468	Prae.g_00770
OG0000636	Prbn.g_00469	Prae.g_00771
OG0000637	Prbn.g_00470	Prae.g_00772
OG0000638	Prbn.g_00102	Prae.g_00784
OG0000639	Prbn.g_01451	Prae.g_00793
OG0000640	Prbn.g_01447	Prae.g_00794
OG0000641	Prbn.g_01445	Prae.g_00797
OG0000642	Prbn.g_01444	Prae.g_00798
OG0000643	Prbn.g_01443	Prae.g_00799
OG0000644	Prbn.g_00856	Prae.g_00800
OG0000645	Prbn.g_01551	Prae.g_00801
OG0000646	Prbn.g_01550	Prae.g_00802
OG0000647	Prbn.g_01549	Prae.g_00803
OG0000648	Prbn.g_01547	Prae.g_00805
OG0000649	Prbn.g_01546	Prae.g_00806
OG0000650	Prbn.g_01545	Prae.g_00807
OG0000651	Prbn.g_01544	Prae.g_00808
OG0000652	Prbn.g_01543	Prae.g_00809
OG0000653	Prbn.g_01542	Prae.g_00810
OG0000654	Prbn.g_01540	Prae.g_00812
OG0000655	Prbn.g_01538	Prae.g_00814
OG0000656	Prbn.g_01537	Prae.g_00815
OG0000657	Prbn.g_01536	Prae.g_00816
OG0000658	Prbn.g_01535	Prae.g_00817
OG0000659	Prbn.g_01534	Prae.g_00818
OG0000660	Prbn.g_01533	Prae.g_00819
OG0000661	Prbn.g_01532	Prae.g_00820
OG0000662	Prbn.g_01530	Prae.g_00821
OG0000663	Prbn.g_01529	Prae.g_00822
OG0000664	Prbn.g_01528	Prae.g_00823
OG0000665	Prbn.g_01527	Prae.g_00824
OG0000666	Prbn.g_01526	Prae.g_00825
OG0000667	Prbn.g_01525	Prae.g_00826
OG0000668	Prbn.g_01524	Prae.g_00827
OG0000669	Prbn.g_01522	Prae.g_00829
OG0000670	Prbn.g_01521	Prae.g_00830
OG0000671	Prbn.g_01520	Prae.g_00831
OG0000672	Prbn.g_01519	Prae.g_00832
OG0000673	Prbn.g_01518	Prae.g_00833
OG0000674	Prbn.g_01517	Prae.g_00834
OG0000675	Prbn.g_01515	Prae.g_00836
OG0000676	Prbn.g_01514	Prae.g_00837
OG0000677	Prbn.g_01511	Prae.g_00839
OG0000678	Prbn.g_01509	Prae.g_00841
OG0000679	Prbn.g_01507	Prae.g_00842
OG0000680	Prbn.g_01506	Prae.g_00843
OG0000681	Prbn.g_01505	Prae.g_00844
OG0000682	Prbn.g_01504	Prae.g_00845
OG0000683	Prbn.g_01502	Prae.g_00847
OG0000684	Prbn.g_01501	Prae.g_00848
OG0000685	Prbn.g_01500	Prae.g_00849
OG0000686	Prbn.g_01499	Prae.g_00850
OG0000687	Prbn.g_01498	Prae.g_00851
OG0000688	Prbn.g_01497	Prae.g_00852
OG0000689	Prbn.g_01496	Prae.g_00853
OG0000690	Prbn.g_01495	Prae.g_00854
OG0000691	Prbn.g_01494	Prae.g_00855
OG0000692	Prbn.g_01490	Prae.g_00857
OG0000693	Prbn.g_01489	Prae.g_00858
OG0000694	Prbn.g_01488	Prae.g_00859
OG0000695	Prbn.g_01487	Prae.g_00860
OG0000696	Prbn.g_01486	Prae.g_00861
OG0000697	Prbn.g_01484	Prae.g_00863
OG0000698	Prbn.g_01480	Prae.g_00865
OG0000699	Prbn.g_01479	Prae.g_00866
OG0000700	Prbn.g_01930	Prae.g_00892
OG0000701	Prbn.g_01925	Prae.g_00897
OG0000702	Prbn.g_01632	Prae.g_00900
OG0000703	Prbn.g_01630	Prae.g_00901
OG0000704	Prbn.g_01629	Prae.g_00902
OG0000705	Prbn.g_01627	Prae.g_00903
OG0000706	Prbn.g_01626	Prae.g_00904
OG0000707	Prbn.g_01624	Prae.g_00905
OG0000708	Prbn.g_01623	Prae.g_00906
OG0000709	Prbn.g_01621	Prae.g_00908
OG0000710	Prbn.g_01620	Prae.g_00909
OG0000711	Prbn.g_01619	Prae.g_00910
OG0000712	Prbn.g_01618	Prae.g_00911
OG0000713	Prbn.g_01617	Prae.g_00912
OG0000714	Prbn.g_01615	Prae.g_00914
OG0000715	Prbn.g_01614	Prae.g_00915
OG0000716	Prbn.g_01612	Prae.g_00917
OG0000717	Prbn.g_01611	Prae.g_00918
OG0000718	Prbn.g_01610	Prae.g_00919
OG0000719	Prbn.g_01608	Prae.g_00921
OG0000720	Prbn.g_01607	Prae.g_00922
OG0000721	Prbn.g_01604	Prae.g_00924
OG0000722	Prbn.g_01603	Prae.g_00925
OG0000723	Prbn.g_01602	Prae.g_00926
OG0000724	Prbn.g_01600	Prae.g_00927
OG0000725	Prbn.g_01599	Prae.g_00928
OG0000726	Prbn.g_01598	Prae.g_00929
OG0000727	Prbn.g_01597	Prae.g_00930
OG0000728	Prbn.g_01596	Prae.g_00931
OG0000729	Prbn.g_01595	Prae.g_00932
OG0000730	Prbn.g_00846	Prae.g_00933
OG0000731	Prbn.g_00848	Prae.g_00934
OG0000732	Prbn.g_00849	Prae.g_00935
OG0000733	Prbn.g_00850	Prae.g_00936
OG0000734	Prbn.g_00851	Prae.g_00937
OG0000735	Prbn.g_00853	Prae.g_00938
OG0000736	Prbn.g_00854	Prae.g_00939
OG0000737	Prbn.g_00855	Prae.g_00940
OG0000738	Prbn.g_01442	Prae.g_00941
OG0000739	Prbn.g_01441	Prae.g_00942
OG0000740	Prbn.g_01440	Prae.g_00943
OG0000741	Prbn.g_01439	Prae.g_00944
OG0000742	Prbn.g_01437	Prae.g_00946
OG0000743	Prbn.g_01436	Prae.g_00947
OG0000744	Prbn.g_01435	Prae.g_00948
OG0000745	Prbn.g_01434	Prae.g_00949
OG0000746	Prbn.g_01433	Prae.g_00950
OG0000747	Prbn.g_01432	Prae.g_00951
OG0000748	Prbn.g_01431	Prae.g_00952
OG0000749	Prbn.g_01430	Prae.g_00953
OG0000750	Prbn.g_01428	Prae.g_00954
OG0000751	Prbn.g_01427	Prae.g_00955
OG0000752	Prbn.g_01368	Prae.g_00956
OG0000753	Prbn.g_01425	Prae.g_00958
OG0000754	Prbn.g_01424	Prae.g_00959
OG0000755	Prbn.g_01423	Prae.g_00960
OG0000756	Prbn.g_01421	Prae.g_00961
OG0000757	Prbn.g_01420	Prae.g_00962
OG0000758	Prbn.g_01419	Prae.g_00963
OG0000759	Prbn.g_01417	Prae.g_00965
OG0000760	Prbn.g_01416	Prae.g_00966
OG0000761	Prbn.g_01415	Prae.g_00967
OG0000762	Prbn.g_01413	Prae.g_00969
OG0000763	Prbn.g_01412	Prae.g_00970
OG0000764	Prbn.g_01411	Prae.g_00971
OG0000765	Prbn.g_01410	Prae.g_00972
OG0000766	Prbn.g_01409	Prae.g_00973
OG0000767	Prbn.g_01407	Prae.g_00975
OG0000768	Prbn.g_01406	Prae.g_00976
OG0000769	Prbn.g_01405	Prae.g_00977
OG0000770	Prbn.g_01404	Prae.g_00978
OG0000771	Prbn.g_01403	Prae.g_00979
OG0000772	Prbn.g_01123	Prae.g_00980
OG0000773	Prbn.g_01401	Prae.g_00981
OG0000774	Prbn.g_01400	Prae.g_00982
OG0000775	Prbn.g_01399	Prae.g_00983
OG0000776	Prbn.g_01396	Prae.g_00985
OG0000777	Prbn.g_01395	Prae.g_00987
OG0000778	Prbn.g_01394	Prae.g_00988
OG0000779	Prbn.g_01393	Prae.g_00989
OG0000780	Prbn.g_01391	Prae.g_00991
OG0000781	Prbn.g_01389	Prae.g_00993
OG0000782	Prbn.g_01388	Prae.g_00994
OG0000783	Prbn.g_01384	Prae.g_01009
OG0000784	Prbn.g_01382	Prae.g_01011
OG0000785	Prbn.g_01381	Prae.g_01012
OG0000786	Prbn.g_01380	Prae.g_01013
OG0000787	Prbn.g_01379	Prae.g_01014
OG0000788	Prbn.g_01373	Prae.g_01018
OG0000789	Prbn.g_01370	Prae.g_01020
OG0000790	Prbn.g_01369	Prae.g_01021
OG0000791	Prbn.g_01366	Prae.g_01022
OG0000792	Prbn.g_01365	Prae.g_01023
OG0000793	Prbn.g_01364	Prae.g_01024
OG0000794	Prbn.g_01361	Prae.g_01026
OG0000795	Prbn.g_01460	Prae.g_01029
OG0000796	Prbn.g_01461	Prae.g_01030
OG0000797	Prbn.g_01463	Prae.g_01032
OG0000798	Prbn.g_01464	Prae.g_01033
OG0000799	Prbn.g_01465	Prae.g_01034
OG0000800	Prbn.g_01466	Prae.g_01035
OG0000801	Prbn.g_01469	Prae.g_01038
OG0000802	Prbn.g_01470	Prae.g_01039
OG0000803	Prbn.g_01472	Prae.g_01041
OG0000804	Prbn.g_01473	Prae.g_01042
OG0000805	Prbn.g_01474	Prae.g_01043
OG0000806	Prbn.g_01476	Prae.g_01045
OG0000807	Prbn.g_00692	Prae.g_01072
OG0000808	Prbn.g_01039	Prae.g_01081
OG0000809	Prbn.g_01141	Prae.g_01084
OG0000810	Prbn.g_00473	Prae.g_01085
OG0000811	Prbn.g_01106	Prae.g_01092
OG0000812	Prbn.g_01147	Prae.g_01096
OG0000813	Prbn.g_00111	Prae.g_01100
OG0000814	Prbn.g_01120	Prae.g_01102
OG0000815	Prbn.g_01239	Prae.g_01115
OG0000816	Prbn.g_01651	Prae.g_01131
OG0000817	Prbn.g_01652	Prae.g_01132
OG0000818	Prbn.g_01028	Prae.g_01137
OG0000819	Prbn.g_01167	Prae.g_01144
OG0000820	Prbn.g_01173	Prae.g_01148
OG0000821	Prbn.g_01175	Prae.g_01150
OG0000822	Prbn.g_01176	Prae.g_01151
OG0000823	Prbn.g_01177	Prae.g_01152
OG0000824	Prbn.g_01178	Prae.g_01153
OG0000825	Prbn.g_01179	Prae.g_01154
OG0000826	Prbn.g_01180	Prae.g_01155
OG0000827	Prbn.g_01181	Prae.g_01156
OG0000828	Prbn.g_01182	Prae.g_01157
OG0000829	Prbn.g_01183	Prae.g_01158
OG0000830	Prbn.g_01185	Prae.g_01159
OG0000831	Prbn.g_01188	Prae.g_01162
OG0000832	Prbn.g_01190	Prae.g_01164
OG0000833	Prbn.g_01191	Prae.g_01165
OG0000834	Prbn.g_01192	Prae.g_01166
OG0000835	Prbn.g_01193	Prae.g_01167
OG0000836	Prbn.g_01194	Prae.g_01168
OG0000837	Prbn.g_01197	Prae.g_01170
OG0000838	Prbn.g_01198	Prae.g_01171
OG0000839	Prbn.g_01199	Prae.g_01172
OG0000840	Prbn.g_01200	Prae.g_01173
OG0000841	Prbn.g_01201	Prae.g_01174
OG0000842	Prbn.g_01203	Prae.g_01175
OG0000843	Prbn.g_01204	Prae.g_01176
OG0000844	Prbn.g_01205	Prae.g_01177
OG0000845	Prbn.g_01206	Prae.g_01178
OG0000846	Prbn.g_01208	Prae.g_01181
OG0000847	Prbn.g_01210	Prae.g_01183
OG0000848	Prbn.g_01211	Prae.g_01184
OG0000849	Prbn.g_00387	Prae.g_01185
OG0000850	Prbn.g_00388	Prae.g_01186
OG0000851	Prbn.g_00390	Prae.g_01187
OG0000852	Prbn.g_00392	Prae.g_01189
OG0000853	Prbn.g_00394	Prae.g_01190
OG0000854	Prbn.g_00396	Prae.g_01192
OG0000855	Prbn.g_00397	Prae.g_01193
OG0000856	Prbn.g_00398	Prae.g_01194
OG0000857	Prbn.g_00399	Prae.g_01195
OG0000858	Prbn.g_00400	Prae.g_01196
OG0000859	Prbn.g_00401	Prae.g_01197
OG0000860	Prbn.g_00402	Prae.g_01198
OG0000861	Prbn.g_00403	Prae.g_01199
OG0000862	Prbn.g_00404	Prae.g_01200
OG0000863	Prbn.g_00405	Prae.g_01201
OG0000864	Prbn.g_00406	Prae.g_01202
OG0000865	Prbn.g_00407	Prae.g_01203
OG0000866	Prbn.g_00408	Prae.g_01204
OG0000867	Prbn.g_00409	Prae.g_01205
OG0000868	Prbn.g_00410	Prae.g_01206
OG0000869	Prbn.g_00412	Prae.g_01208
OG0000870	Prbn.g_00413	Prae.g_01209
OG0000871	Prbn.g_00414	Prae.g_01211
OG0000872	Prbn.g_00415	Prae.g_01212
OG0000873	Prbn.g_00417	Prae.g_01214
OG0000874	Prbn.g_00418	Prae.g_01215
OG0000875	Prbn.g_00419	Prae.g_01216
OG0000876	Prbn.g_00420	Prae.g_01217
OG0000877	Prbn.g_00483	Prae.g_01219
OG0000878	Prbn.g_01671	Prae.g_01293
OG0000879	Prbn.g_01095	Prae.g_01317
OG0000880	Prbn.g_01094	Prae.g_01318
OG0000881	Prbn.g_01093	Prae.g_01319
OG0000882	Prbn.g_01092	Prae.g_01320
OG0000883	Prbn.g_01091	Prae.g_01321
OG0000884	Prbn.g_01089	Prae.g_01324
OG0000885	Prbn.g_01088	Prae.g_01325
OG0000886	Prbn.g_01087	Prae.g_01326
OG0000887	Prbn.g_01086	Prae.g_01327
OG0000888	Prbn.g_01085	Prae.g_01328
OG0000889	Prbn.g_01082	Prae.g_01331
OG0000890	Prbn.g_01081	Prae.g_01332
OG0000891	Prbn.g_01080	Prae.g_01333
OG0000892	Prbn.g_01077	Prae.g_01335
OG0000893	Prbn.g_01076	Prae.g_01336
OG0000894	Prbn.g_01075	Prae.g_01337
OG0000895	Prbn.g_01074	Prae.g_01338
OG0000896	Prbn.g_01073	Prae.g_01339
OG0000897	Prbn.g_01072	Prae.g_01340
OG0000898	Prbn.g_01069	Prae.g_01342
OG0000899	Prbn.g_01068	Prae.g_01343
OG0000900	Prbn.g_01216	Prae.g_01350
OG0000901	Prbn.g_01060	Prae.g_01354
OG0000902	Prbn.g_00615	Prae.g_01355
OG0000903	Prbn.g_01124	Prae.g_01356
OG0000904	Prbn.g_00883	Prae.g_01358
OG0000905	Prbn.g_01146	Prae.g_01360
OG0000906	Prbn.g_01164	Prae.g_01362
OG0000907	Prbn.g_01482	Prae.g_01363
OG0000908	Prbn.g_01127	Prae.g_01366
OG0000909	Prbn.g_01242	Prae.g_01370
OG0000910	Prbn.g_00153	Prae.g_01371
OG0000911	Prbn.g_00154	Prae.g_01372
OG0000912	Prbn.g_00155	Prae.g_01373
OG0000913	Prbn.g_00156	Prae.g_01374
OG0000914	Prbn.g_00157	Prae.g_01375
OG0000915	Prbn.g_00158	Prae.g_01376
OG0000916	Prbn.g_00159	Prae.g_01377
OG0000917	Prbn.g_00160	Prae.g_01378
OG0000918	Prbn.g_00161	Prae.g_01379
OG0000919	Prbn.g_00162	Prae.g_01380
OG0000920	Prbn.g_00163	Prae.g_01381
OG0000921	Prbn.g_00164	Prae.g_01382
OG0000922	Prbn.g_00165	Prae.g_01383
OG0000923	Prbn.g_00166	Prae.g_01384
OG0000924	Prbn.g_00167	Prae.g_01385
OG0000925	Prbn.g_00168	Prae.g_01386
OG0000926	Prbn.g_01014	Prae.g_01426
OG0000927	Prbn.g_00195	Prae.g_01441
OG0000928	Prbn.g_00196	Prae.g_01442
OG0000929	Prbn.g_00197	Prae.g_01443
OG0000930	Prbn.g_00198	Prae.g_01444
OG0000931	Prbn.g_00199	Prae.g_01445
OG0000932	Prbn.g_00201	Prae.g_01447
OG0000933	Prbn.g_00202	Prae.g_01448
OG0000934	Prbn.g_00203	Prae.g_01449
OG0000935	Prbn.g_00204	Prae.g_01450
OG0000936	Prbn.g_00205	Prae.g_01451
OG0000937	Prbn.g_00206	Prae.g_01452
OG0000938	Prbn.g_00207	Prae.g_01453
OG0000939	Prbn.g_00208	Prae.g_01454
OG0000940	Prbn.g_00209	Prae.g_01455
OG0000941	Prbn.g_00210	Prae.g_01457
OG0000942	Prbn.g_00211	Prae.g_01458
OG0000943	Prbn.g_00214	Prae.g_01461
OG0000944	Prbn.g_00215	Prae.g_01462
OG0000945	Prbn.g_00216	Prae.g_01463
OG0000946	Prbn.g_00217	Prae.g_01464
OG0000947	Prbn.g_00218	Prae.g_01465
OG0000948	Prbn.g_00219	Prae.g_01466
OG0000949	Prbn.g_00220	Prae.g_01467
OG0000950	Prbn.g_00221	Prae.g_01468
OG0000951	Prbn.g_00222	Prae.g_01469
OG0000952	Prbn.g_00223	Prae.g_01470
OG0000953	Prbn.g_00224	Prae.g_01471
OG0000954	Prbn.g_00225	Prae.g_01472
OG0000955	Prbn.g_00226	Prae.g_01473
OG0000956	Prbn.g_00227	Prae.g_01474
OG0000957	Prbn.g_00228	Prae.g_01475
OG0000958	Prbn.g_00229	Prae.g_01476
OG0000959	Prbn.g_00230	Prae.g_01477
OG0000960	Prbn.g_00231	Prae.g_01478
OG0000961	Prbn.g_00235	Prae.g_01482
OG0000962	Prbn.g_00236	Prae.g_01483
OG0000963	Prbn.g_00237	Prae.g_01484
OG0000964	Prbn.g_00239	Prae.g_01486
OG0000965	Prbn.g_00240	Prae.g_01487
OG0000966	Prbn.g_00241	Prae.g_01488
OG0000967	Prbn.g_00242	Prae.g_01489
OG0000968	Prbn.g_00243	Prae.g_01490
OG0000969	Prbn.g_00244	Prae.g_01491
OG0000970	Prbn.g_00245	Prae.g_01492
OG0000971	Prbn.g_00246	Prae.g_01493
OG0000972	Prbn.g_00247	Prae.g_01494
OG0000973	Prbn.g_00248	Prae.g_01495
OG0000974	Prbn.g_00250	Prae.g_01497
OG0000975	Prbn.g_00256	Prae.g_01500
OG0000976	Prbn.g_00258	Prae.g_01502
OG0000977	Prbn.g_00260	Prae.g_01503
OG0000978	Prbn.g_00262	Prae.g_01504
OG0000979	Prbn.g_00264	Prae.g_01506
OG0000980	Prbn.g_00265	Prae.g_01507
OG0000981	Prbn.g_00266	Prae.g_01508
OG0000982	Prbn.g_00267	Prae.g_01509
OG0000983	Prbn.g_00269	Prae.g_01511
OG0000984	Prbn.g_00270	Prae.g_01512
OG0000985	Prbn.g_00271	Prae.g_01513
OG0000986	Prbn.g_00272	Prae.g_01514
OG0000987	Prbn.g_00273	Prae.g_01515
OG0000988	Prbn.g_00274	Prae.g_01516
OG0000989	Prbn.g_00275	Prae.g_01517
OG0000990	Prbn.g_00276	Prae.g_01518
OG0000991	Prbn.g_00277	Prae.g_01519
OG0000992	Prbn.g_00278	Prae.g_01520
OG0000993	Prbn.g_00279	Prae.g_01521
OG0000994	Prbn.g_00280	Prae.g_01522
OG0000995	Prbn.g_00281	Prae.g_01523
OG0000996	Prbn.g_00282	Prae.g_01524
OG0000997	Prbn.g_00283	Prae.g_01525
OG0000998	Prbn.g_00284	Prae.g_01526
OG0000999	Prbn.g_00285	Prae.g_01527
OG0001000	Prbn.g_00286	Prae.g_01528
OG0001001	Prbn.g_00288	Prae.g_01530
OG0001002	Prbn.g_00289	Prae.g_01531
OG0001003	Prbn.g_00904	Prae.g_01532
OG0001004	Prbn.g_00903	Prae.g_01533
OG0001005	Prbn.g_00900	Prae.g_01534
OG0001006	Prbn.g_00899	Prae.g_01535
OG0001007	Prbn.g_00898	Prae.g_01536
OG0001008	Prbn.g_00896	Prae.g_01538
OG0001009	Prbn.g_00895	Prae.g_01539
OG0001010	Prbn.g_01688	Prae.g_01547
OG0001011	Prbn.g_00486	Prae.g_01554
OG0001012	Prbn.g_01531	Prae.g_01582
OG0001013	Prbn.g_01738	Prae.g_01617
OG0001014	Prbn.g_01739	Prae.g_01618
OG0001015	Prbn.g_01746	Prae.g_01624
OG0001016	Prbn.g_01747	Prae.g_01625
OG0001017	Prbn.g_01748	Prae.g_01626
OG0001018	Prbn.g_01749	Prae.g_01627
OG0001019	Prbn.g_01751	Prae.g_01629
OG0001020	Prbn.g_01752	Prae.g_01630
OG0001021	Prbn.g_01753	Prae.g_01631
OG0001022	Prbn.g_01754	Prae.g_01632
OG0001023	Prbn.g_01755	Prae.g_01633
OG0001024	Prbn.g_01757	Prae.g_01634
OG0001025	Prbn.g_01758	Prae.g_01635
OG0001026	Prbn.g_01759	Prae.g_01637
OG0001027	Prbn.g_01760	Prae.g_01638
OG0001028	Prbn.g_01761	Prae.g_01639
OG0001029	Prbn.g_01762	Prae.g_01640
OG0001030	Prbn.g_01763	Prae.g_01641
OG0001031	Prbn.g_01764	Prae.g_01642
OG0001032	Prbn.g_01765	Prae.g_01643
OG0001033	Prbn.g_01766	Prae.g_01644
OG0001034	Prbn.g_01767	Prae.g_01645
OG0001035	Prbn.g_01770	Prae.g_01647
OG0001036	Prbn.g_01771	Prae.g_01648
OG0001037	Prbn.g_01772	Prae.g_01649
OG0001038	Prbn.g_01773	Prae.g_01650
OG0001039	Prbn.g_01774	Prae.g_01651
OG0001040	Prbn.g_01775	Prae.g_01652
OG0001041	Prbn.g_01776	Prae.g_01653
OG0001042	Prbn.g_01777	Prae.g_01654
OG0001043	Prbn.g_01778	Prae.g_01655
OG0001044	Prbn.g_01779	Prae.g_01656
OG0001045	Prbn.g_01780	Prae.g_01657
OG0001046	Prbn.g_01781	Prae.g_01658
OG0001047	Prbn.g_01784	Prae.g_01661
OG0001048	Prbn.g_01786	Prae.g_01663
OG0001049	Prbn.g_01787	Prae.g_01664
OG0001050	Prbn.g_01788	Prae.g_01665
OG0001051	Prbn.g_01789	Prae.g_01666
OG0001052	Prbn.g_01790	Prae.g_01667
OG0001053	Prbn.g_01792	Prae.g_01668
OG0001054	Prbn.g_01794	Prae.g_01670
OG0001055	Prbn.g_01795	Prae.g_01671
OG0001056	Prbn.g_01796	Prae.g_01672
OG0001057	Prbn.g_01797	Prae.g_01673
OG0001058	Prbn.g_01798	Prae.g_01674
OG0001059	Prbn.g_01799	Prae.g_01675
OG0001060	Prbn.g_01800	Prae.g_01676
OG0001061	Prbn.g_01801	Prae.g_01677
OG0001062	Prbn.g_01802	Prae.g_01678
OG0001063	Prbn.g_01803	Prae.g_01679
OG0001064	Prbn.g_01805	Prae.g_01681
OG0001065	Prbn.g_01809	Prae.g_01686
OG0001066	Prbn.g_01811	Prae.g_01687
OG0001067	Prbn.g_01812	Prae.g_01688
OG0001068	Prbn.g_01815	Prae.g_01690
OG0001069	Prbn.g_01816	Prae.g_01691
OG0001070	Prbn.g_01817	Prae.g_01692
OG0001071	Prbn.g_01818	Prae.g_01693
OG0001072	Prbn.g_01819	Prae.g_01694
OG0001073	Prbn.g_01820	Prae.g_01695
OG0001074	Prbn.g_01821	Prae.g_01696
OG0001075	Prbn.g_01822	Prae.g_01697
OG0001076	Prbn.g_01823	Prae.g_01698
OG0001077	Prbn.g_01824	Prae.g_01699
OG0001078	Prbn.g_01825	Prae.g_01700
OG0001079	Prbn.g_01826	Prae.g_01701
OG0001080	Prbn.g_01827	Prae.g_01702
OG0001081	Prbn.g_01831	Prae.g_01705
OG0001082	Prbn.g_01832	Prae.g_01706
OG0001083	Prbn.g_01835	Prae.g_01707
OG0001084	Prbn.g_01834	Prae.g_01709
OG0001085	Prbn.g_01833	Prae.g_01710
OG0001086	Prbn.g_01830	Prae.g_01711
OG0001087	Prbn.g_01829	Prae.g_01712
OG0001088	Prbn.g_01828	Prae.g_01713
OG0001089	Prbn.g_01838	Prae.g_01716
OG0001090	Prbn.g_01840	Prae.g_01718
OG0001091	Prbn.g_01841	Prae.g_01719
OG0001092	Prbn.g_01842	Prae.g_01720
OG0001093	Prbn.g_01843	Prae.g_01721
OG0001094	Prbn.g_01844	Prae.g_01722
OG0001095	Prbn.g_01845	Prae.g_01723
OG0001096	Prbn.g_01846	Prae.g_01724
OG0001097	Prbn.g_01847	Prae.g_01725
OG0001098	Prbn.g_01848	Prae.g_01726
OG0001099	Prbn.g_01849	Prae.g_01727
OG0001100	Prbn.g_01850	Prae.g_01728
OG0001101	Prbn.g_01851	Prae.g_01729
OG0001102	Prbn.g_01852	Prae.g_01730
OG0001103	Prbn.g_01853	Prae.g_01731
OG0001104	Prbn.g_01854	Prae.g_01732
OG0001105	Prbn.g_01855	Prae.g_01733
OG0001106	Prbn.g_01856	Prae.g_01734
OG0001107	Prbn.g_01857	Prae.g_01735
OG0001108	Prbn.g_01858	Prae.g_01736
OG0001109	Prbn.g_01859	Prae.g_01737
OG0001110	Prbn.g_01860	Prae.g_01738
OG0001111	Prbn.g_01861	Prae.g_01739
OG0001112	Prbn.g_01862	Prae.g_01740
OG0001113	Prbn.g_01863	Prae.g_01741
OG0001114	Prbn.g_01864	Prae.g_01742
OG0001115	Prbn.g_01865	Prae.g_01743
OG0001116	Prbn.g_01866	Prae.g_01744
OG0001117	Prbn.g_01867	Prae.g_01745
OG0001118	Prbn.g_01868	Prae.g_01746
OG0001119	Prbn.g_01869	Prae.g_01747
OG0001120	Prbn.g_01870	Prae.g_01748
OG0001121	Prbn.g_01872	Prae.g_01750
OG0001122	Prbn.g_01873	Prae.g_01751
OG0001123	Prbn.g_01874	Prae.g_01752
OG0001124	Prbn.g_01876	Prae.g_01754
