Orthogroup	Prbn	Prad
OG0000562	Prbn.g_00432	Prad.g_01429
OG0000563	Prbn.g_00433	Prad.g_01430
OG0000564	Prbn.g_00434	Prad.g_01431
OG0000565	Prbn.g_00435	Prad.g_01432
OG0000566	Prbn.g_00436	Prad.g_01433
OG0000567	Prbn.g_00437	Prad.g_01219
OG0000568	Prbn.g_00438	Prad.g_01220
OG0000569	Prbn.g_00439	Prad.g_01221
OG0000570	Prbn.g_00440	Prad.g_01222
OG0000571	Prbn.g_00441	Prad.g_01223
OG0000572	Prbn.g_00442	Prad.g_01224
OG0000573	Prbn.g_00445	Prad.g_01227
OG0000574	Prbn.g_00446	Prad.g_01228
OG0000575	Prbn.g_00447	Prad.g_01229
OG0000576	Prbn.g_00448	Prad.g_01230
OG0000577	Prbn.g_00449	Prad.g_01231
OG0000578	Prbn.g_00450	Prad.g_01232
OG0000579	Prbn.g_00834	Prad.g_01233
OG0000580	Prbn.g_00835	Prad.g_01234
OG0000581	Prbn.g_00836	Prad.g_01235
OG0000582	Prbn.g_00837	Prad.g_01236
OG0000583	Prbn.g_00838	Prad.g_01237
OG0000584	Prbn.g_00840	Prad.g_01238
OG0000585	Prbn.g_00841	Prad.g_01239
OG0000586	Prbn.g_00843	Prad.g_01241
OG0000587	Prbn.g_00844	Prad.g_01242
OG0000588	Prbn.g_01594	Prad.g_01244
OG0000589	Prbn.g_01593	Prad.g_01245
OG0000590	Prbn.g_01591	Prad.g_01247
OG0000591	Prbn.g_01585	Prad.g_01253
OG0000592	Prbn.g_01584	Prad.g_01254
OG0000593	Prbn.g_01583	Prad.g_01255
OG0000594	Prbn.g_01580	Prad.g_01257
OG0000595	Prbn.g_01579	Prad.g_01258
OG0000596	Prbn.g_01578	Prad.g_01259
OG0000597	Prbn.g_01576	Prad.g_01261
OG0000598	Prbn.g_01575	Prad.g_01262
OG0000599	Prbn.g_01574	Prad.g_01263
OG0000600	Prbn.g_01573	Prad.g_01264
OG0000601	Prbn.g_01570	Prad.g_01266
OG0000602	Prbn.g_01569	Prad.g_01267
OG0000603	Prbn.g_01568	Prad.g_01268
OG0000604	Prbn.g_01565	Prad.g_01269
OG0000605	Prbn.g_01564	Prad.g_01270
OG0000606	Prbn.g_01563	Prad.g_01271
OG0000607	Prbn.g_01561	Prad.g_01273
OG0000608	Prbn.g_01559	Prad.g_01274
OG0000609	Prbn.g_00905	Prad.g_01278
OG0000610	Prbn.g_01635	Prad.g_01279
OG0000611	Prbn.g_01553	Prad.g_01050
OG0000612	Prbn.g_01552	Prad.g_01051
OG0000613	Prbn.g_00857	Prad.g_01052
OG0000614	Prbn.g_00858	Prad.g_01053
OG0000615	Prbn.g_00860	Prad.g_01055
OG0000616	Prbn.g_00861	Prad.g_01056
OG0000617	Prbn.g_00862	Prad.g_01057
OG0000618	Prbn.g_00863	Prad.g_01058
OG0000619	Prbn.g_00864	Prad.g_01059
OG0000620	Prbn.g_01947	Prad.g_01060
OG0000621	Prbn.g_01948	Prad.g_01061
OG0000622	Prbn.g_01949	Prad.g_01062
OG0000623	Prbn.g_01950	Prad.g_01063
OG0000624	Prbn.g_01952	Prad.g_01064
OG0000625	Prbn.g_01345	Prad.g_01065
OG0000626	Prbn.g_01346	Prad.g_01066
OG0000627	Prbn.g_01347	Prad.g_01067
OG0000628	Prbn.g_01348	Prad.g_01068
OG0000629	Prbn.g_01349	Prad.g_01069
OG0000630	Prbn.g_01350	Prad.g_01070
OG0000631	Prbn.g_01352	Prad.g_01072
OG0000632	Prbn.g_01353	Prad.g_01088
OG0000633	Prbn.g_01023	Prad.g_01092
OG0000634	Prbn.g_01100	Prad.g_01107
OG0000635	Prbn.g_00468	Prad.g_01109
OG0000636	Prbn.g_00469	Prad.g_01110
OG0000637	Prbn.g_00470	Prad.g_01111
OG0000638	Prbn.g_00102	Prad.g_01123
OG0000639	Prbn.g_01451	Prad.g_01132
OG0000640	Prbn.g_01447	Prad.g_01134
OG0000641	Prbn.g_01445	Prad.g_01137
OG0000642	Prbn.g_01444	Prad.g_01138
OG0000643	Prbn.g_01443	Prad.g_01139
OG0000644	Prbn.g_00856	Prad.g_01140
OG0000645	Prbn.g_01551	Prad.g_01141
OG0000646	Prbn.g_01550	Prad.g_01142
OG0000647	Prbn.g_01549	Prad.g_01143
OG0000648	Prbn.g_01547	Prad.g_01145
OG0000649	Prbn.g_01546	Prad.g_01146
OG0000650	Prbn.g_01545	Prad.g_01147
OG0000651	Prbn.g_01544	Prad.g_01148
OG0000652	Prbn.g_01543	Prad.g_01149
OG0000653	Prbn.g_01542	Prad.g_01150
OG0000654	Prbn.g_01540	Prad.g_01152
OG0000655	Prbn.g_01538	Prad.g_01154
OG0000656	Prbn.g_01537	Prad.g_01155
OG0000657	Prbn.g_01536	Prad.g_01156
OG0000658	Prbn.g_01535	Prad.g_01157
OG0000659	Prbn.g_01534	Prad.g_01158
OG0000660	Prbn.g_01533	Prad.g_01159
OG0000661	Prbn.g_01532	Prad.g_01160
OG0000662	Prbn.g_01530	Prad.g_01161
OG0000663	Prbn.g_01529	Prad.g_01162
OG0000664	Prbn.g_01528	Prad.g_01163
OG0000665	Prbn.g_01527	Prad.g_01164
OG0000666	Prbn.g_01526	Prad.g_01165
OG0000667	Prbn.g_01525	Prad.g_01166
OG0000668	Prbn.g_01524	Prad.g_01167
OG0000669	Prbn.g_01522	Prad.g_01169
OG0000670	Prbn.g_01521	Prad.g_01170
OG0000671	Prbn.g_01520	Prad.g_01171
OG0000672	Prbn.g_01519	Prad.g_01172
OG0000673	Prbn.g_01518	Prad.g_01173
OG0000674	Prbn.g_01517	Prad.g_01174
OG0000675	Prbn.g_01515	Prad.g_01176
OG0000676	Prbn.g_01514	Prad.g_01177
OG0000677	Prbn.g_01511	Prad.g_01180
OG0000678	Prbn.g_01509	Prad.g_01182
OG0000679	Prbn.g_01507	Prad.g_01183
OG0000680	Prbn.g_01506	Prad.g_01184
OG0000681	Prbn.g_01505	Prad.g_01185
OG0000682	Prbn.g_01504	Prad.g_00308
OG0000683	Prbn.g_01502	Prad.g_00306
OG0000684	Prbn.g_01501	Prad.g_00305
OG0000685	Prbn.g_01500	Prad.g_00304
OG0000686	Prbn.g_01499	Prad.g_00303
OG0000687	Prbn.g_01498	Prad.g_00302
OG0000688	Prbn.g_01497	Prad.g_00301
OG0000689	Prbn.g_01496	Prad.g_00300
OG0000690	Prbn.g_01495	Prad.g_00299
OG0000691	Prbn.g_01494	Prad.g_00298
OG0000692	Prbn.g_01490	Prad.g_00296
OG0000693	Prbn.g_01489	Prad.g_00295
OG0000694	Prbn.g_01488	Prad.g_00294
OG0000695	Prbn.g_01487	Prad.g_00293
OG0000696	Prbn.g_01486	Prad.g_00292
OG0000697	Prbn.g_01484	Prad.g_00290
OG0000698	Prbn.g_01480	Prad.g_00288
OG0000699	Prbn.g_01479	Prad.g_00287
OG0000700	Prbn.g_01930	Prad.g_00260
OG0000701	Prbn.g_01925	Prad.g_00256
OG0000702	Prbn.g_01632	Prad.g_00253
OG0000703	Prbn.g_01630	Prad.g_00252
OG0000704	Prbn.g_01629	Prad.g_00251
OG0000705	Prbn.g_01627	Prad.g_00250
OG0000706	Prbn.g_01626	Prad.g_00249
OG0000707	Prbn.g_01624	Prad.g_00248
OG0000708	Prbn.g_01623	Prad.g_00247
OG0000709	Prbn.g_01621	Prad.g_00245
OG0000710	Prbn.g_01620	Prad.g_00244
OG0000711	Prbn.g_01619	Prad.g_00243
OG0000712	Prbn.g_01618	Prad.g_00242
OG0000713	Prbn.g_01617	Prad.g_00241
OG0000714	Prbn.g_01615	Prad.g_00239
OG0000715	Prbn.g_01614	Prad.g_00238
OG0000716	Prbn.g_01612	Prad.g_00236
OG0000717	Prbn.g_01611	Prad.g_00235
OG0000718	Prbn.g_01610	Prad.g_00234
OG0000719	Prbn.g_01608	Prad.g_00232
OG0000720	Prbn.g_01607	Prad.g_00231
OG0000721	Prbn.g_01604	Prad.g_00228
OG0000722	Prbn.g_01603	Prad.g_00227
OG0000723	Prbn.g_01602	Prad.g_00226
OG0000724	Prbn.g_01600	Prad.g_00224
OG0000725	Prbn.g_01599	Prad.g_00223
OG0000726	Prbn.g_01598	Prad.g_00222
OG0000727	Prbn.g_01597	Prad.g_00221
OG0000728	Prbn.g_01596	Prad.g_00220
OG0000729	Prbn.g_01595	Prad.g_00219
OG0000730	Prbn.g_00846	Prad.g_00218
OG0000731	Prbn.g_00848	Prad.g_00217
OG0000732	Prbn.g_00849	Prad.g_00216
OG0000733	Prbn.g_00850	Prad.g_00215
OG0000734	Prbn.g_00851	Prad.g_00214
OG0000735	Prbn.g_00853	Prad.g_00212
OG0000736	Prbn.g_00854	Prad.g_00211
OG0000737	Prbn.g_00855	Prad.g_00210
OG0000738	Prbn.g_01442	Prad.g_00209
OG0000739	Prbn.g_01441	Prad.g_00208
OG0000740	Prbn.g_01440	Prad.g_00207
OG0000741	Prbn.g_01439	Prad.g_00206
OG0000742	Prbn.g_01437	Prad.g_00204
OG0000743	Prbn.g_01436	Prad.g_00203
OG0000744	Prbn.g_01435	Prad.g_00202
OG0000745	Prbn.g_01434	Prad.g_00201
OG0000746	Prbn.g_01433	Prad.g_00200
OG0000747	Prbn.g_01432	Prad.g_00199
OG0000748	Prbn.g_01431	Prad.g_00198
OG0000749	Prbn.g_01430	Prad.g_00197
OG0000750	Prbn.g_01428	Prad.g_00196
OG0000751	Prbn.g_01427	Prad.g_00195
OG0000752	Prbn.g_01368	Prad.g_00194
OG0000753	Prbn.g_01425	Prad.g_00192
OG0000754	Prbn.g_01424	Prad.g_00191
OG0000755	Prbn.g_01423	Prad.g_00190
OG0000756	Prbn.g_01421	Prad.g_00189
OG0000757	Prbn.g_01420	Prad.g_00188
OG0000758	Prbn.g_01419	Prad.g_00187
OG0000759	Prbn.g_01417	Prad.g_00185
OG0000760	Prbn.g_01416	Prad.g_00184
OG0000761	Prbn.g_01415	Prad.g_00183
OG0000762	Prbn.g_01413	Prad.g_00181
OG0000763	Prbn.g_01412	Prad.g_00180
OG0000764	Prbn.g_01411	Prad.g_00179
OG0000765	Prbn.g_01410	Prad.g_00178
OG0000766	Prbn.g_01409	Prad.g_00177
OG0000767	Prbn.g_01407	Prad.g_00175
OG0000768	Prbn.g_01406	Prad.g_00174
OG0000769	Prbn.g_01405	Prad.g_00173
OG0000770	Prbn.g_01404	Prad.g_00172
OG0000771	Prbn.g_01403	Prad.g_00171
OG0000772	Prbn.g_01123	Prad.g_00170
OG0000773	Prbn.g_01401	Prad.g_00169
OG0000774	Prbn.g_01400	Prad.g_00168
OG0000775	Prbn.g_01399	Prad.g_00167
OG0000776	Prbn.g_01396	Prad.g_00165
OG0000777	Prbn.g_01395	Prad.g_00163
OG0000778	Prbn.g_01394	Prad.g_00162
OG0000779	Prbn.g_01393	Prad.g_00161
OG0000780	Prbn.g_01391	Prad.g_00159
OG0000781	Prbn.g_01389	Prad.g_00157
OG0000782	Prbn.g_01388	Prad.g_00156
OG0000783	Prbn.g_01384	Prad.g_00144
OG0000784	Prbn.g_01382	Prad.g_00142
OG0000785	Prbn.g_01381	Prad.g_00141
OG0000786	Prbn.g_01380	Prad.g_00140
OG0000787	Prbn.g_01379	Prad.g_00139
OG0000788	Prbn.g_01373	Prad.g_00135
OG0000789	Prbn.g_01370	Prad.g_01039
OG0000790	Prbn.g_01369	Prad.g_01038
OG0000791	Prbn.g_01366	Prad.g_01037
OG0000792	Prbn.g_01365	Prad.g_01036
OG0000793	Prbn.g_01364	Prad.g_01035
OG0000794	Prbn.g_01361	Prad.g_01033
OG0000795	Prbn.g_01460	Prad.g_01030
OG0000796	Prbn.g_01461	Prad.g_01029
OG0000797	Prbn.g_01463	Prad.g_01026
OG0000798	Prbn.g_01464	Prad.g_01025
OG0000799	Prbn.g_01465	Prad.g_01024
OG0000800	Prbn.g_01466	Prad.g_01023
OG0000801	Prbn.g_01469	Prad.g_01020
OG0000802	Prbn.g_01470	Prad.g_01019
OG0000803	Prbn.g_01472	Prad.g_01017
OG0000804	Prbn.g_01473	Prad.g_01016
OG0000805	Prbn.g_01474	Prad.g_01015
OG0000806	Prbn.g_01476	Prad.g_01013
OG0000807	Prbn.g_00692	Prad.g_00990
OG0000808	Prbn.g_01039	Prad.g_00981
OG0000809	Prbn.g_01141	Prad.g_00978
OG0000810	Prbn.g_00473	Prad.g_00977
OG0000811	Prbn.g_01106	Prad.g_00970
OG0000812	Prbn.g_01147	Prad.g_00635
OG0000813	Prbn.g_00111	Prad.g_00639
OG0000814	Prbn.g_01120	Prad.g_00641
OG0000815	Prbn.g_01239	Prad.g_00655
OG0000816	Prbn.g_01651	Prad.g_01988
OG0000817	Prbn.g_01652	Prad.g_01987
OG0000818	Prbn.g_01028	Prad.g_01522
OG0000819	Prbn.g_01167	Prad.g_01515
OG0000820	Prbn.g_01173	Prad.g_01511
OG0000821	Prbn.g_01175	Prad.g_01509
OG0000822	Prbn.g_01176	Prad.g_01508
OG0000823	Prbn.g_01177	Prad.g_01507
OG0000824	Prbn.g_01178	Prad.g_01506
OG0000825	Prbn.g_01179	Prad.g_01505
OG0000826	Prbn.g_01180	Prad.g_01504
OG0000827	Prbn.g_01181	Prad.g_01503
OG0000828	Prbn.g_01182	Prad.g_01502
OG0000829	Prbn.g_01183	Prad.g_01501
OG0000830	Prbn.g_01185	Prad.g_01500
OG0000831	Prbn.g_01188	Prad.g_01497
OG0000832	Prbn.g_01190	Prad.g_01495
OG0000833	Prbn.g_01191	Prad.g_01494
OG0000834	Prbn.g_01192	Prad.g_01493
OG0000835	Prbn.g_01193	Prad.g_01492
OG0000836	Prbn.g_01194	Prad.g_01491
OG0000837	Prbn.g_01197	Prad.g_01489
OG0000838	Prbn.g_01198	Prad.g_01488
OG0000839	Prbn.g_01199	Prad.g_01487
OG0000840	Prbn.g_01200	Prad.g_01486
OG0000841	Prbn.g_01201	Prad.g_01485
OG0000842	Prbn.g_01203	Prad.g_01484
OG0000843	Prbn.g_01204	Prad.g_01483
OG0000844	Prbn.g_01205	Prad.g_01482
OG0000845	Prbn.g_01206	Prad.g_01481
OG0000846	Prbn.g_01208	Prad.g_01478
OG0000847	Prbn.g_01210	Prad.g_01476
OG0000848	Prbn.g_01211	Prad.g_01475
OG0000849	Prbn.g_00387	Prad.g_01474
OG0000850	Prbn.g_00388	Prad.g_01473
OG0000851	Prbn.g_00390	Prad.g_01472
OG0000852	Prbn.g_00392	Prad.g_01469
OG0000853	Prbn.g_00394	Prad.g_01468
OG0000854	Prbn.g_00396	Prad.g_01466
OG0000855	Prbn.g_00397	Prad.g_01465
OG0000856	Prbn.g_00398	Prad.g_01464
OG0000857	Prbn.g_00399	Prad.g_01463
OG0000858	Prbn.g_00400	Prad.g_01462
OG0000859	Prbn.g_00401	Prad.g_01461
OG0000860	Prbn.g_00402	Prad.g_01460
OG0000861	Prbn.g_00403	Prad.g_01459
OG0000862	Prbn.g_00404	Prad.g_01458
OG0000863	Prbn.g_00405	Prad.g_01457
OG0000864	Prbn.g_00406	Prad.g_01456
OG0000865	Prbn.g_00407	Prad.g_01455
OG0000866	Prbn.g_00408	Prad.g_01454
OG0000867	Prbn.g_00409	Prad.g_01453
OG0000868	Prbn.g_00410	Prad.g_01452
OG0000869	Prbn.g_00412	Prad.g_01450
OG0000870	Prbn.g_00413	Prad.g_01449
OG0000871	Prbn.g_00414	Prad.g_01447
OG0000872	Prbn.g_00415	Prad.g_01446
OG0000873	Prbn.g_00417	Prad.g_01444
OG0000874	Prbn.g_00418	Prad.g_01443
OG0000875	Prbn.g_00419	Prad.g_01442
OG0000876	Prbn.g_00420	Prad.g_01441
OG0000877	Prbn.g_00483	Prad.g_01439
OG0000878	Prbn.g_01671	Prad.g_00341
OG0000879	Prbn.g_01095	Prad.g_00359
OG0000880	Prbn.g_01094	Prad.g_00360
OG0000881	Prbn.g_01093	Prad.g_00361
OG0000882	Prbn.g_01092	Prad.g_00362
OG0000883	Prbn.g_01091	Prad.g_00363
OG0000884	Prbn.g_01089	Prad.g_00365
OG0000885	Prbn.g_01088	Prad.g_00366
OG0000886	Prbn.g_01087	Prad.g_00631
OG0000887	Prbn.g_01086	Prad.g_00630
OG0000888	Prbn.g_01085	Prad.g_00629
OG0000889	Prbn.g_01082	Prad.g_00626
OG0000890	Prbn.g_01081	Prad.g_00625
OG0000891	Prbn.g_01080	Prad.g_00624
OG0000892	Prbn.g_01077	Prad.g_00622
OG0000893	Prbn.g_01076	Prad.g_00621
OG0000894	Prbn.g_01075	Prad.g_00620
OG0000895	Prbn.g_01074	Prad.g_00619
OG0000896	Prbn.g_01073	Prad.g_00618
OG0000897	Prbn.g_01072	Prad.g_00617
OG0000898	Prbn.g_01069	Prad.g_00615
OG0000899	Prbn.g_01068	Prad.g_00614
OG0000900	Prbn.g_01216	Prad.g_00612
OG0000901	Prbn.g_01060	Prad.g_00608
OG0000902	Prbn.g_00615	Prad.g_00607
OG0000903	Prbn.g_01124	Prad.g_00606
OG0000904	Prbn.g_00883	Prad.g_00604
OG0000905	Prbn.g_01146	Prad.g_00602
OG0000906	Prbn.g_01164	Prad.g_00600
OG0000907	Prbn.g_01482	Prad.g_00599
OG0000908	Prbn.g_01127	Prad.g_00596
OG0000909	Prbn.g_01242	Prad.g_00592
OG0000910	Prbn.g_00153	Prad.g_00591
OG0000911	Prbn.g_00154	Prad.g_00590
OG0000912	Prbn.g_00155	Prad.g_00589
OG0000913	Prbn.g_00156	Prad.g_00588
OG0000914	Prbn.g_00157	Prad.g_00587
OG0000915	Prbn.g_00158	Prad.g_00586
OG0000916	Prbn.g_00159	Prad.g_00585
OG0000917	Prbn.g_00160	Prad.g_00584
OG0000918	Prbn.g_00161	Prad.g_00583
OG0000919	Prbn.g_00162	Prad.g_00582
OG0000920	Prbn.g_00163	Prad.g_00581
OG0000921	Prbn.g_00164	Prad.g_00580
OG0000922	Prbn.g_00165	Prad.g_00579
OG0000923	Prbn.g_00166	Prad.g_00578
OG0000924	Prbn.g_00167	Prad.g_00577
OG0000925	Prbn.g_00168	Prad.g_00576
OG0000926	Prbn.g_01014	Prad.g_00567
OG0000927	Prbn.g_00195	Prad.g_00533
OG0000928	Prbn.g_00196	Prad.g_00532
OG0000929	Prbn.g_00197	Prad.g_00531
OG0000930	Prbn.g_00198	Prad.g_00530
OG0000931	Prbn.g_00199	Prad.g_00529
OG0000932	Prbn.g_00201	Prad.g_00527
OG0000933	Prbn.g_00202	Prad.g_00526
OG0000934	Prbn.g_00203	Prad.g_00525
OG0000935	Prbn.g_00204	Prad.g_00524
OG0000936	Prbn.g_00205	Prad.g_00523
OG0000937	Prbn.g_00206	Prad.g_00522
OG0000938	Prbn.g_00207	Prad.g_00521
OG0000939	Prbn.g_00208	Prad.g_00520
OG0000940	Prbn.g_00209	Prad.g_00519
OG0000941	Prbn.g_00210	Prad.g_00517
OG0000942	Prbn.g_00211	Prad.g_00516
OG0000943	Prbn.g_00214	Prad.g_00513
OG0000944	Prbn.g_00215	Prad.g_00512
OG0000945	Prbn.g_00216	Prad.g_00511
OG0000946	Prbn.g_00217	Prad.g_00510
OG0000947	Prbn.g_00218	Prad.g_00509
OG0000948	Prbn.g_00219	Prad.g_00508
OG0000949	Prbn.g_00220	Prad.g_00507
OG0000950	Prbn.g_00221	Prad.g_00506
OG0000951	Prbn.g_00222	Prad.g_00505
OG0000952	Prbn.g_00223	Prad.g_00504
OG0000953	Prbn.g_00224	Prad.g_00503
OG0000954	Prbn.g_00225	Prad.g_00502
OG0000955	Prbn.g_00226	Prad.g_00501
OG0000956	Prbn.g_00227	Prad.g_00500
OG0000957	Prbn.g_00228	Prad.g_00499
OG0000958	Prbn.g_00229	Prad.g_00498
OG0000959	Prbn.g_00230	Prad.g_00497
OG0000960	Prbn.g_00231	Prad.g_00496
OG0000961	Prbn.g_00235	Prad.g_00491
OG0000962	Prbn.g_00236	Prad.g_00490
OG0000963	Prbn.g_00237	Prad.g_00489
OG0000964	Prbn.g_00239	Prad.g_00487
OG0000965	Prbn.g_00240	Prad.g_00486
OG0000966	Prbn.g_00241	Prad.g_00485
OG0000967	Prbn.g_00242	Prad.g_00484
OG0000968	Prbn.g_00243	Prad.g_00483
OG0000969	Prbn.g_00244	Prad.g_00482
OG0000970	Prbn.g_00245	Prad.g_00481
OG0000971	Prbn.g_00246	Prad.g_00480
OG0000972	Prbn.g_00247	Prad.g_00479
OG0000973	Prbn.g_00248	Prad.g_00478
OG0000974	Prbn.g_00250	Prad.g_00476
OG0000975	Prbn.g_00256	Prad.g_00473
OG0000976	Prbn.g_00258	Prad.g_00471
OG0000977	Prbn.g_00260	Prad.g_00470
OG0000978	Prbn.g_00262	Prad.g_00469
OG0000979	Prbn.g_00264	Prad.g_00467
OG0000980	Prbn.g_00265	Prad.g_00466
OG0000981	Prbn.g_00266	Prad.g_00465
OG0000982	Prbn.g_00267	Prad.g_00464
OG0000983	Prbn.g_00269	Prad.g_00462
OG0000984	Prbn.g_00270	Prad.g_00461
OG0000985	Prbn.g_00271	Prad.g_00460
OG0000986	Prbn.g_00272	Prad.g_00459
OG0000987	Prbn.g_00273	Prad.g_00458
OG0000988	Prbn.g_00274	Prad.g_00457
OG0000989	Prbn.g_00275	Prad.g_00456
OG0000990	Prbn.g_00276	Prad.g_00455
OG0000991	Prbn.g_00277	Prad.g_00454
OG0000992	Prbn.g_00278	Prad.g_00453
OG0000993	Prbn.g_00279	Prad.g_00452
OG0000994	Prbn.g_00280	Prad.g_00451
OG0000995	Prbn.g_00281	Prad.g_00450
OG0000996	Prbn.g_00282	Prad.g_00449
OG0000997	Prbn.g_00283	Prad.g_00448
OG0000998	Prbn.g_00284	Prad.g_00447
OG0000999	Prbn.g_00285	Prad.g_00446
OG0001000	Prbn.g_00286	Prad.g_00445
OG0001001	Prbn.g_00288	Prad.g_00443
OG0001002	Prbn.g_00289	Prad.g_00442
OG0001003	Prbn.g_00904	Prad.g_00441
OG0001004	Prbn.g_00903	Prad.g_00440
OG0001005	Prbn.g_00900	Prad.g_00439
OG0001006	Prbn.g_00899	Prad.g_00438
OG0001007	Prbn.g_00898	Prad.g_00437
OG0001008	Prbn.g_00896	Prad.g_00435
OG0001009	Prbn.g_00895	Prad.g_00434
OG0001010	Prbn.g_01688	Prad.g_00426
OG0001011	Prbn.g_00486	Prad.g_00419
OG0001012	Prbn.g_01531	Prad.g_00388
OG0001013	Prbn.g_01738	Prad.g_00947
OG0001014	Prbn.g_01739	Prad.g_00946
OG0001015	Prbn.g_01746	Prad.g_00940
OG0001016	Prbn.g_01747	Prad.g_00939
OG0001017	Prbn.g_01748	Prad.g_00938
OG0001018	Prbn.g_01749	Prad.g_00937
OG0001019	Prbn.g_01751	Prad.g_00935
OG0001020	Prbn.g_01752	Prad.g_00934
OG0001021	Prbn.g_01753	Prad.g_00933
OG0001022	Prbn.g_01754	Prad.g_00932
OG0001023	Prbn.g_01755	Prad.g_00931
OG0001024	Prbn.g_01757	Prad.g_00930
OG0001025	Prbn.g_01758	Prad.g_00929
OG0001026	Prbn.g_01759	Prad.g_00927
OG0001027	Prbn.g_01760	Prad.g_00926
OG0001028	Prbn.g_01761	Prad.g_00925
OG0001029	Prbn.g_01762	Prad.g_00924
OG0001030	Prbn.g_01763	Prad.g_00923
OG0001031	Prbn.g_01764	Prad.g_00922
OG0001032	Prbn.g_01765	Prad.g_00921
OG0001033	Prbn.g_01766	Prad.g_00920
OG0001034	Prbn.g_01767	Prad.g_00919
OG0001035	Prbn.g_01770	Prad.g_00917
OG0001036	Prbn.g_01771	Prad.g_00916
OG0001037	Prbn.g_01772	Prad.g_00915
OG0001038	Prbn.g_01773	Prad.g_00914
OG0001039	Prbn.g_01774	Prad.g_00913
OG0001040	Prbn.g_01775	Prad.g_00912
OG0001041	Prbn.g_01776	Prad.g_00911
OG0001042	Prbn.g_01777	Prad.g_00910
OG0001043	Prbn.g_01778	Prad.g_00909
OG0001044	Prbn.g_01779	Prad.g_00908
OG0001045	Prbn.g_01780	Prad.g_00907
OG0001046	Prbn.g_01781	Prad.g_00906
OG0001047	Prbn.g_01784	Prad.g_00903
OG0001048	Prbn.g_01786	Prad.g_00901
OG0001049	Prbn.g_01787	Prad.g_00900
OG0001050	Prbn.g_01788	Prad.g_00899
OG0001051	Prbn.g_01789	Prad.g_00898
OG0001052	Prbn.g_01790	Prad.g_00897
OG0001053	Prbn.g_01792	Prad.g_00895
OG0001054	Prbn.g_01794	Prad.g_00893
OG0001055	Prbn.g_01795	Prad.g_00892
OG0001056	Prbn.g_01796	Prad.g_00891
OG0001057	Prbn.g_01797	Prad.g_00890
OG0001058	Prbn.g_01798	Prad.g_00889
OG0001059	Prbn.g_01799	Prad.g_00888
OG0001060	Prbn.g_01800	Prad.g_00887
OG0001061	Prbn.g_01801	Prad.g_00886
OG0001062	Prbn.g_01802	Prad.g_00885
OG0001063	Prbn.g_01803	Prad.g_00884
OG0001064	Prbn.g_01805	Prad.g_00882
OG0001065	Prbn.g_01809	Prad.g_00879
OG0001066	Prbn.g_01811	Prad.g_00878
OG0001067	Prbn.g_01812	Prad.g_00877
OG0001068	Prbn.g_01815	Prad.g_00875
OG0001069	Prbn.g_01816	Prad.g_00874
OG0001070	Prbn.g_01817	Prad.g_00873
OG0001071	Prbn.g_01818	Prad.g_00872
OG0001072	Prbn.g_01819	Prad.g_00871
OG0001073	Prbn.g_01820	Prad.g_00870
OG0001074	Prbn.g_01821	Prad.g_00869
OG0001075	Prbn.g_01822	Prad.g_00868
OG0001076	Prbn.g_01823	Prad.g_00867
OG0001077	Prbn.g_01824	Prad.g_00866
OG0001078	Prbn.g_01825	Prad.g_00865
OG0001079	Prbn.g_01826	Prad.g_00864
OG0001080	Prbn.g_01827	Prad.g_00863
OG0001081	Prbn.g_01831	Prad.g_00860
OG0001082	Prbn.g_01832	Prad.g_00859
OG0001083	Prbn.g_01835	Prad.g_00858
OG0001084	Prbn.g_01834	Prad.g_00856
OG0001085	Prbn.g_01833	Prad.g_00855
OG0001086	Prbn.g_01830	Prad.g_00854
OG0001087	Prbn.g_01829	Prad.g_00853
OG0001088	Prbn.g_01828	Prad.g_00852
OG0001089	Prbn.g_01838	Prad.g_00849
OG0001090	Prbn.g_01840	Prad.g_00847
OG0001091	Prbn.g_01841	Prad.g_00846
OG0001092	Prbn.g_01842	Prad.g_00845
OG0001093	Prbn.g_01843	Prad.g_00844
OG0001094	Prbn.g_01844	Prad.g_00843
OG0001095	Prbn.g_01845	Prad.g_00842
OG0001096	Prbn.g_01846	Prad.g_00841
OG0001097	Prbn.g_01847	Prad.g_00840
OG0001098	Prbn.g_01848	Prad.g_00839
OG0001099	Prbn.g_01849	Prad.g_00838
OG0001100	Prbn.g_01850	Prad.g_00837
OG0001101	Prbn.g_01851	Prad.g_00836
OG0001102	Prbn.g_01852	Prad.g_00835
OG0001103	Prbn.g_01853	Prad.g_00834
OG0001104	Prbn.g_01854	Prad.g_00833
OG0001105	Prbn.g_01855	Prad.g_00832
OG0001106	Prbn.g_01856	Prad.g_00831
OG0001107	Prbn.g_01857	Prad.g_00830
OG0001108	Prbn.g_01858	Prad.g_00829
OG0001109	Prbn.g_01859	Prad.g_00828
OG0001110	Prbn.g_01860	Prad.g_00827
OG0001111	Prbn.g_01861	Prad.g_00826
OG0001112	Prbn.g_01862	Prad.g_00825
OG0001113	Prbn.g_01863	Prad.g_00824
OG0001114	Prbn.g_01864	Prad.g_00823
OG0001115	Prbn.g_01865	Prad.g_00822
OG0001116	Prbn.g_01866	Prad.g_00821
OG0001117	Prbn.g_01867	Prad.g_00820
OG0001118	Prbn.g_01868	Prad.g_00819
OG0001119	Prbn.g_01869	Prad.g_00818
OG0001120	Prbn.g_01870	Prad.g_00817
