Orthogroup	Prae	Prar
OG0000571	Prae.g_00623	Prar.g_01479
OG0000572	Prae.g_00624	Prar.g_01480
OG0000573	Prae.g_00627	Prar.g_01483
OG0000574	Prae.g_00628	Prar.g_01484
OG0000575	Prae.g_00629	Prar.g_01485
OG0000576	Prae.g_00630	Prar.g_01486
OG0000577	Prae.g_00631	Prar.g_01487
OG0000578	Prae.g_00632	Prar.g_01488
OG0000579	Prae.g_00633	Prar.g_01489
OG0000580	Prae.g_00634	Prar.g_01490
OG0000581	Prae.g_00635	Prar.g_01491
OG0000582	Prae.g_00636	Prar.g_01492
OG0000583	Prae.g_00637	Prar.g_01493
OG0000584	Prae.g_00638	Prar.g_01494
OG0000585	Prae.g_00639	Prar.g_01495
OG0000586	Prae.g_00641	Prar.g_01497
OG0000587	Prae.g_00642	Prar.g_01498
OG0000588	Prae.g_00644	Prar.g_01500
OG0000589	Prae.g_00645	Prar.g_01501
OG0000590	Prae.g_00647	Prar.g_01503
OG0000591	Prae.g_00653	Prar.g_01509
OG0000592	Prae.g_00654	Prar.g_01510
OG0000593	Prae.g_00655	Prar.g_01511
OG0000594	Prae.g_00657	Prar.g_01513
OG0000595	Prae.g_00658	Prar.g_01514
OG0000596	Prae.g_00659	Prar.g_01515
OG0000597	Prae.g_00661	Prar.g_01517
OG0000598	Prae.g_00662	Prar.g_01518
OG0000599	Prae.g_00663	Prar.g_01519
OG0000600	Prae.g_00664	Prar.g_01520
OG0000601	Prae.g_00666	Prar.g_01522
OG0000602	Prae.g_00667	Prar.g_01523
OG0000603	Prae.g_00668	Prar.g_01524
OG0000604	Prae.g_00669	Prar.g_01525
OG0000605	Prae.g_00670	Prar.g_01526
OG0000606	Prae.g_00671	Prar.g_01527
OG0000607	Prae.g_00673	Prar.g_01529
OG0000608	Prae.g_00674	Prar.g_01530
OG0000609	Prae.g_00678	Prar.g_01534
OG0000610	Prae.g_00679	Prar.g_01535
OG0000611	Prae.g_00712	Prar.g_01600
OG0000612	Prae.g_00713	Prar.g_01601
OG0000613	Prae.g_00714	Prar.g_01602
OG0000614	Prae.g_00715	Prar.g_01603
OG0000615	Prae.g_00717	Prar.g_01605
OG0000616	Prae.g_00718	Prar.g_01606
OG0000617	Prae.g_00719	Prar.g_01607
OG0000618	Prae.g_00720	Prar.g_01608
OG0000619	Prae.g_00721	Prar.g_01609
OG0000620	Prae.g_00722	Prar.g_01610
OG0000621	Prae.g_00723	Prar.g_01611
OG0000622	Prae.g_00724	Prar.g_01612
OG0000623	Prae.g_00725	Prar.g_01613
OG0000624	Prae.g_00726	Prar.g_01614
OG0000625	Prae.g_00727	Prar.g_01615
OG0000626	Prae.g_00728	Prar.g_01616
OG0000627	Prae.g_00729	Prar.g_01617
OG0000628	Prae.g_00730	Prar.g_01618
OG0000629	Prae.g_00731	Prar.g_01619
OG0000630	Prae.g_00732	Prar.g_01620
OG0000631	Prae.g_00734	Prar.g_01622
OG0000632	Prae.g_00748	Prar.g_01634
OG0000633	Prae.g_00752	Prar.g_01638
OG0000634	Prae.g_00766	Prar.g_01651
OG0000635	Prae.g_00770	Prar.g_01652
OG0000636	Prae.g_00771	Prar.g_01653
OG0000637	Prae.g_00772	Prar.g_01654
OG0000638	Prae.g_00784	Prar.g_01661
OG0000639	Prae.g_00793	Prar.g_01670
OG0000640	Prae.g_00794	Prar.g_01672
OG0000641	Prae.g_00797	Prar.g_01675
OG0000642	Prae.g_00798	Prar.g_01676
OG0000643	Prae.g_00799	Prar.g_01677
OG0000644	Prae.g_00800	Prar.g_01678
OG0000645	Prae.g_00801	Prar.g_01679
OG0000646	Prae.g_00802	Prar.g_01680
OG0000647	Prae.g_00803	Prar.g_01681
OG0000648	Prae.g_00805	Prar.g_01683
OG0000649	Prae.g_00806	Prar.g_01684
OG0000650	Prae.g_00807	Prar.g_01685
OG0000651	Prae.g_00808	Prar.g_01686
OG0000652	Prae.g_00809	Prar.g_01687
OG0000653	Prae.g_00810	Prar.g_01688
OG0000654	Prae.g_00812	Prar.g_01690
OG0000655	Prae.g_00814	Prar.g_01692
OG0000656	Prae.g_00815	Prar.g_01693
OG0000657	Prae.g_00816	Prar.g_01694
OG0000658	Prae.g_00817	Prar.g_01695
OG0000659	Prae.g_00818	Prar.g_01696
OG0000660	Prae.g_00819	Prar.g_01697
OG0000661	Prae.g_00820	Prar.g_01698
OG0000662	Prae.g_00821	Prar.g_01699
OG0000663	Prae.g_00822	Prar.g_01700
OG0000664	Prae.g_00823	Prar.g_01701
OG0000665	Prae.g_00824	Prar.g_01702
OG0000666	Prae.g_00825	Prar.g_01703
OG0000667	Prae.g_00826	Prar.g_01704
OG0000668	Prae.g_00827	Prar.g_01705
OG0000669	Prae.g_00829	Prar.g_01707
OG0000670	Prae.g_00830	Prar.g_01708
OG0000671	Prae.g_00831	Prar.g_01709
OG0000672	Prae.g_00832	Prar.g_01710
OG0000673	Prae.g_00833	Prar.g_01711
OG0000674	Prae.g_00834	Prar.g_01712
OG0000675	Prae.g_00836	Prar.g_01714
OG0000676	Prae.g_00837	Prar.g_01715
OG0000677	Prae.g_00839	Prar.g_01717
OG0000678	Prae.g_00841	Prar.g_01719
OG0000679	Prae.g_00842	Prar.g_01720
OG0000680	Prae.g_00843	Prar.g_01721
OG0000681	Prae.g_00844	Prar.g_01722
OG0000682	Prae.g_00845	Prar.g_01723
OG0000683	Prae.g_00847	Prar.g_01725
OG0000684	Prae.g_00848	Prar.g_01726
OG0000685	Prae.g_00849	Prar.g_01727
OG0000686	Prae.g_00850	Prar.g_01728
OG0000687	Prae.g_00851	Prar.g_01729
OG0000688	Prae.g_00852	Prar.g_01730
OG0000689	Prae.g_00853	Prar.g_01731
OG0000690	Prae.g_00854	Prar.g_01732
OG0000691	Prae.g_00855	Prar.g_01733
OG0000692	Prae.g_00857	Prar.g_01735
OG0000693	Prae.g_00858	Prar.g_01736
OG0000694	Prae.g_00859	Prar.g_01737
OG0000695	Prae.g_00860	Prar.g_01738
OG0000696	Prae.g_00861	Prar.g_01740
OG0000697	Prae.g_00863	Prar.g_01742
OG0000698	Prae.g_00865	Prar.g_01744
OG0000699	Prae.g_00866	Prar.g_01745
OG0000700	Prae.g_00892	Prar.g_01759
OG0000701	Prae.g_00897	Prar.g_01764
OG0000702	Prae.g_00900	Prar.g_01767
OG0000703	Prae.g_00901	Prar.g_01768
OG0000704	Prae.g_00902	Prar.g_01769
OG0000705	Prae.g_00903	Prar.g_01770
OG0000706	Prae.g_00904	Prar.g_01771
OG0000707	Prae.g_00905	Prar.g_01773
OG0000708	Prae.g_00906	Prar.g_01774
OG0000709	Prae.g_00908	Prar.g_01776
OG0000710	Prae.g_00909	Prar.g_01777
OG0000711	Prae.g_00910	Prar.g_01778
OG0000712	Prae.g_00911	Prar.g_01779
OG0000713	Prae.g_00912	Prar.g_01780
OG0000714	Prae.g_00914	Prar.g_01782
OG0000715	Prae.g_00915	Prar.g_01783
OG0000716	Prae.g_00917	Prar.g_01785
OG0000717	Prae.g_00918	Prar.g_01786
OG0000718	Prae.g_00919	Prar.g_01787
OG0000719	Prae.g_00921	Prar.g_01789
OG0000720	Prae.g_00922	Prar.g_01790
OG0000721	Prae.g_00924	Prar.g_01792
OG0000722	Prae.g_00925	Prar.g_01793
OG0000723	Prae.g_00926	Prar.g_01794
OG0000724	Prae.g_00927	Prar.g_01795
OG0000725	Prae.g_00928	Prar.g_01796
OG0000726	Prae.g_00929	Prar.g_01797
OG0000727	Prae.g_00930	Prar.g_01798
OG0000728	Prae.g_00931	Prar.g_01799
OG0000729	Prae.g_00932	Prar.g_01800
OG0000730	Prae.g_00933	Prar.g_01801
OG0000731	Prae.g_00934	Prar.g_01802
OG0000732	Prae.g_00935	Prar.g_01803
OG0000733	Prae.g_00936	Prar.g_01804
OG0000734	Prae.g_00937	Prar.g_01805
OG0000735	Prae.g_00938	Prar.g_01807
OG0000736	Prae.g_00939	Prar.g_01808
OG0000737	Prae.g_00940	Prar.g_01809
OG0000738	Prae.g_00941	Prar.g_01810
OG0000739	Prae.g_00942	Prar.g_01811
OG0000740	Prae.g_00943	Prar.g_01812
OG0000741	Prae.g_00944	Prar.g_01813
OG0000742	Prae.g_00946	Prar.g_01815
OG0000743	Prae.g_00947	Prar.g_01816
OG0000744	Prae.g_00948	Prar.g_01817
OG0000745	Prae.g_00949	Prar.g_01818
OG0000746	Prae.g_00950	Prar.g_01819
OG0000747	Prae.g_00951	Prar.g_01820
OG0000748	Prae.g_00952	Prar.g_01821
OG0000749	Prae.g_00953	Prar.g_01822
OG0000750	Prae.g_00954	Prar.g_01823
OG0000751	Prae.g_00955	Prar.g_01824
OG0000752	Prae.g_00956	Prar.g_01825
OG0000753	Prae.g_00958	Prar.g_01827
OG0000754	Prae.g_00959	Prar.g_01828
OG0000755	Prae.g_00960	Prar.g_01829
OG0000756	Prae.g_00961	Prar.g_01830
OG0000757	Prae.g_00962	Prar.g_01831
OG0000758	Prae.g_00963	Prar.g_01832
OG0000759	Prae.g_00965	Prar.g_01834
OG0000760	Prae.g_00966	Prar.g_01835
OG0000761	Prae.g_00967	Prar.g_01836
OG0000762	Prae.g_00969	Prar.g_01838
OG0000763	Prae.g_00970	Prar.g_01839
OG0000764	Prae.g_00971	Prar.g_01840
OG0000765	Prae.g_00972	Prar.g_01841
OG0000766	Prae.g_00973	Prar.g_01842
OG0000767	Prae.g_00975	Prar.g_01844
OG0000768	Prae.g_00976	Prar.g_01845
OG0000769	Prae.g_00977	Prar.g_01846
OG0000770	Prae.g_00978	Prar.g_01847
OG0000771	Prae.g_00979	Prar.g_01848
OG0000772	Prae.g_00980	Prar.g_01849
OG0000773	Prae.g_00981	Prar.g_01850
OG0000774	Prae.g_00982	Prar.g_01851
OG0000775	Prae.g_00983	Prar.g_01852
OG0000776	Prae.g_00985	Prar.g_01853
OG0000777	Prae.g_00987	Prar.g_01855
OG0000778	Prae.g_00988	Prar.g_01856
OG0000779	Prae.g_00989	Prar.g_01857
OG0000780	Prae.g_00991	Prar.g_01859
OG0000781	Prae.g_00993	Prar.g_01861
OG0000782	Prae.g_00994	Prar.g_01862
OG0000783	Prae.g_01009	Prar.g_01873
OG0000784	Prae.g_01011	Prar.g_01875
OG0000785	Prae.g_01012	Prar.g_01876
OG0000786	Prae.g_01013	Prar.g_01877
OG0000787	Prae.g_01014	Prar.g_01878
OG0000788	Prae.g_01018	Prar.g_01882
OG0000789	Prae.g_01020	Prar.g_01884
OG0000790	Prae.g_01021	Prar.g_01885
OG0000791	Prae.g_01022	Prar.g_01886
OG0000792	Prae.g_01023	Prar.g_01887
OG0000793	Prae.g_01024	Prar.g_01888
OG0000794	Prae.g_01026	Prar.g_01890
OG0000795	Prae.g_01029	Prar.g_01893
OG0000796	Prae.g_01030	Prar.g_01894
OG0000797	Prae.g_01032	Prar.g_01896
OG0000798	Prae.g_01033	Prar.g_01897
OG0000799	Prae.g_01034	Prar.g_01898
OG0000800	Prae.g_01035	Prar.g_01899
OG0000801	Prae.g_01038	Prar.g_01902
OG0000802	Prae.g_01039	Prar.g_01903
OG0000803	Prae.g_01041	Prar.g_01905
OG0000804	Prae.g_01042	Prar.g_01906
OG0000805	Prae.g_01043	Prar.g_01907
OG0000806	Prae.g_01045	Prar.g_01909
OG0000807	Prae.g_01072	Prar.g_01935
OG0000808	Prae.g_01081	Prar.g_01944
OG0000809	Prae.g_01084	Prar.g_01947
OG0000810	Prae.g_01085	Prar.g_01948
OG0000811	Prae.g_01092	Prar.g_01955
OG0000812	Prae.g_01096	Prar.g_01324
OG0000813	Prae.g_01100	Prar.g_01320
OG0000814	Prae.g_01102	Prar.g_01318
OG0000815	Prae.g_01115	Prar.g_01309
OG0000816	Prae.g_01131	Prar.g_01295
OG0000817	Prae.g_01132	Prar.g_01294
OG0000818	Prae.g_01137	Prar.g_01289
OG0000819	Prae.g_01144	Prar.g_01282
OG0000820	Prae.g_01148	Prar.g_01278
OG0000821	Prae.g_01150	Prar.g_01276
OG0000822	Prae.g_01151	Prar.g_01275
OG0000823	Prae.g_01152	Prar.g_01274
OG0000824	Prae.g_01153	Prar.g_01273
OG0000825	Prae.g_01154	Prar.g_01272
OG0000826	Prae.g_01155	Prar.g_01271
OG0000827	Prae.g_01156	Prar.g_01270
OG0000828	Prae.g_01157	Prar.g_01269
OG0000829	Prae.g_01158	Prar.g_01268
OG0000830	Prae.g_01159	Prar.g_01267
OG0000831	Prae.g_01162	Prar.g_01264
OG0000832	Prae.g_01164	Prar.g_01262
OG0000833	Prae.g_01165	Prar.g_01261
OG0000834	Prae.g_01166	Prar.g_01260
OG0000835	Prae.g_01167	Prar.g_01259
OG0000836	Prae.g_01168	Prar.g_01258
OG0000837	Prae.g_01170	Prar.g_01256
OG0000838	Prae.g_01171	Prar.g_01255
OG0000839	Prae.g_01172	Prar.g_01254
OG0000840	Prae.g_01173	Prar.g_01253
OG0000841	Prae.g_01174	Prar.g_01252
OG0000842	Prae.g_01175	Prar.g_01251
OG0000843	Prae.g_01176	Prar.g_01250
OG0000844	Prae.g_01177	Prar.g_01249
OG0000845	Prae.g_01178	Prar.g_01248
OG0000846	Prae.g_01181	Prar.g_01245
OG0000847	Prae.g_01183	Prar.g_01243
OG0000848	Prae.g_01184	Prar.g_01242
OG0000849	Prae.g_01185	Prar.g_01241
OG0000850	Prae.g_01186	Prar.g_01240
OG0000851	Prae.g_01187	Prar.g_01239
OG0000852	Prae.g_01189	Prar.g_01237
OG0000853	Prae.g_01190	Prar.g_01236
OG0000854	Prae.g_01192	Prar.g_01234
OG0000855	Prae.g_01193	Prar.g_01233
OG0000856	Prae.g_01194	Prar.g_01232
OG0000857	Prae.g_01195	Prar.g_01231
OG0000858	Prae.g_01196	Prar.g_01230
OG0000859	Prae.g_01197	Prar.g_01229
OG0000860	Prae.g_01198	Prar.g_01228
OG0000861	Prae.g_01199	Prar.g_01227
OG0000862	Prae.g_01200	Prar.g_01226
OG0000863	Prae.g_01201	Prar.g_01225
OG0000864	Prae.g_01202	Prar.g_01224
OG0000865	Prae.g_01203	Prar.g_01223
OG0000866	Prae.g_01204	Prar.g_01222
OG0000867	Prae.g_01205	Prar.g_01221
OG0000868	Prae.g_01206	Prar.g_01220
OG0000869	Prae.g_01208	Prar.g_01218
OG0000870	Prae.g_01209	Prar.g_01217
OG0000871	Prae.g_01211	Prar.g_01215
OG0000872	Prae.g_01212	Prar.g_01214
OG0000873	Prae.g_01214	Prar.g_01212
OG0000874	Prae.g_01215	Prar.g_01211
OG0000875	Prae.g_01216	Prar.g_01210
OG0000876	Prae.g_01217	Prar.g_01209
OG0000877	Prae.g_01219	Prar.g_01207
OG0000878	Prae.g_01293	Prar.g_00976
OG0000879	Prae.g_01317	Prar.g_00966
OG0000880	Prae.g_01318	Prar.g_00965
OG0000881	Prae.g_01319	Prar.g_00964
OG0000882	Prae.g_01320	Prar.g_00963
OG0000883	Prae.g_01321	Prar.g_00962
OG0000884	Prae.g_01324	Prar.g_00960
OG0000885	Prae.g_01325	Prar.g_00959
OG0000886	Prae.g_01326	Prar.g_00958
OG0000887	Prae.g_01327	Prar.g_00957
OG0000888	Prae.g_01328	Prar.g_00956
OG0000889	Prae.g_01331	Prar.g_00953
OG0000890	Prae.g_01332	Prar.g_00952
OG0000891	Prae.g_01333	Prar.g_00951
OG0000892	Prae.g_01335	Prar.g_00949
OG0000893	Prae.g_01336	Prar.g_00948
OG0000894	Prae.g_01337	Prar.g_00947
OG0000895	Prae.g_01338	Prar.g_00946
OG0000896	Prae.g_01339	Prar.g_00945
OG0000897	Prae.g_01340	Prar.g_00944
OG0000898	Prae.g_01342	Prar.g_00942
OG0000899	Prae.g_01343	Prar.g_00941
OG0000900	Prae.g_01350	Prar.g_00929
OG0000901	Prae.g_01354	Prar.g_00925
OG0000902	Prae.g_01355	Prar.g_00924
OG0000903	Prae.g_01356	Prar.g_00923
OG0000904	Prae.g_01358	Prar.g_00921
OG0000905	Prae.g_01360	Prar.g_00919
OG0000906	Prae.g_01362	Prar.g_00917
OG0000907	Prae.g_01363	Prar.g_00916
OG0000908	Prae.g_01366	Prar.g_00913
OG0000909	Prae.g_01370	Prar.g_00909
OG0000910	Prae.g_01371	Prar.g_00908
OG0000911	Prae.g_01372	Prar.g_00907
OG0000912	Prae.g_01373	Prar.g_00906
OG0000913	Prae.g_01374	Prar.g_00905
OG0000914	Prae.g_01375	Prar.g_00904
OG0000915	Prae.g_01376	Prar.g_00903
OG0000916	Prae.g_01377	Prar.g_00902
OG0000917	Prae.g_01378	Prar.g_00901
OG0000918	Prae.g_01379	Prar.g_00900
OG0000919	Prae.g_01380	Prar.g_00899
OG0000920	Prae.g_01381	Prar.g_00898
OG0000921	Prae.g_01382	Prar.g_00897
OG0000922	Prae.g_01383	Prar.g_00896
OG0000923	Prae.g_01384	Prar.g_00895
OG0000924	Prae.g_01385	Prar.g_00894
OG0000925	Prae.g_01386	Prar.g_00893
OG0000926	Prae.g_01426	Prar.g_00375
OG0000927	Prae.g_01441	Prar.g_00357
OG0000928	Prae.g_01442	Prar.g_00356
OG0000929	Prae.g_01443	Prar.g_00355
OG0000930	Prae.g_01444	Prar.g_00354
OG0000931	Prae.g_01445	Prar.g_00353
OG0000932	Prae.g_01447	Prar.g_00351
OG0000933	Prae.g_01448	Prar.g_00350
OG0000934	Prae.g_01449	Prar.g_00349
OG0000935	Prae.g_01450	Prar.g_00348
OG0000936	Prae.g_01451	Prar.g_00347
OG0000937	Prae.g_01452	Prar.g_00346
OG0000938	Prae.g_01453	Prar.g_00345
OG0000939	Prae.g_01454	Prar.g_00344
OG0000940	Prae.g_01455	Prar.g_00343
OG0000941	Prae.g_01457	Prar.g_00341
OG0000942	Prae.g_01458	Prar.g_00340
OG0000943	Prae.g_01461	Prar.g_00337
OG0000944	Prae.g_01462	Prar.g_00336
OG0000945	Prae.g_01463	Prar.g_00335
OG0000946	Prae.g_01464	Prar.g_00842
OG0000947	Prae.g_01465	Prar.g_00841
OG0000948	Prae.g_01466	Prar.g_00840
OG0000949	Prae.g_01467	Prar.g_00839
OG0000950	Prae.g_01468	Prar.g_00838
OG0000951	Prae.g_01469	Prar.g_00837
OG0000952	Prae.g_01470	Prar.g_00836
OG0000953	Prae.g_01471	Prar.g_00835
OG0000954	Prae.g_01472	Prar.g_00834
OG0000955	Prae.g_01473	Prar.g_00833
OG0000956	Prae.g_01474	Prar.g_00832
OG0000957	Prae.g_01475	Prar.g_00831
OG0000958	Prae.g_01476	Prar.g_00830
OG0000959	Prae.g_01477	Prar.g_00829
OG0000960	Prae.g_01478	Prar.g_00828
OG0000961	Prae.g_01482	Prar.g_00824
OG0000962	Prae.g_01483	Prar.g_00823
OG0000963	Prae.g_01484	Prar.g_00822
OG0000964	Prae.g_01486	Prar.g_00820
OG0000965	Prae.g_01487	Prar.g_00819
OG0000966	Prae.g_01488	Prar.g_00818
OG0000967	Prae.g_01489	Prar.g_00817
OG0000968	Prae.g_01490	Prar.g_00816
OG0000969	Prae.g_01491	Prar.g_00815
OG0000970	Prae.g_01492	Prar.g_00814
OG0000971	Prae.g_01493	Prar.g_00813
OG0000972	Prae.g_01494	Prar.g_00812
OG0000973	Prae.g_01495	Prar.g_00811
OG0000974	Prae.g_01497	Prar.g_00809
OG0000975	Prae.g_01500	Prar.g_00806
OG0000976	Prae.g_01502	Prar.g_00804
OG0000977	Prae.g_01503	Prar.g_00803
OG0000978	Prae.g_01504	Prar.g_00802
OG0000979	Prae.g_01506	Prar.g_00800
OG0000980	Prae.g_01507	Prar.g_00799
OG0000981	Prae.g_01508	Prar.g_00798
OG0000982	Prae.g_01509	Prar.g_00797
OG0000983	Prae.g_01511	Prar.g_00795
OG0000984	Prae.g_01512	Prar.g_00794
OG0000985	Prae.g_01513	Prar.g_00793
OG0000986	Prae.g_01514	Prar.g_00792
OG0000987	Prae.g_01515	Prar.g_00791
OG0000988	Prae.g_01516	Prar.g_00790
OG0000989	Prae.g_01517	Prar.g_00789
OG0000990	Prae.g_01518	Prar.g_00788
OG0000991	Prae.g_01519	Prar.g_00787
OG0000992	Prae.g_01520	Prar.g_00786
OG0000993	Prae.g_01521	Prar.g_00785
OG0000994	Prae.g_01522	Prar.g_00784
OG0000995	Prae.g_01523	Prar.g_00783
OG0000996	Prae.g_01524	Prar.g_00782
OG0000997	Prae.g_01525	Prar.g_00781
OG0000998	Prae.g_01526	Prar.g_00780
OG0000999	Prae.g_01527	Prar.g_00779
OG0001000	Prae.g_01528	Prar.g_00778
OG0001001	Prae.g_01530	Prar.g_00776
OG0001002	Prae.g_01531	Prar.g_00775
OG0001003	Prae.g_01532	Prar.g_00774
OG0001004	Prae.g_01533	Prar.g_00773
OG0001005	Prae.g_01534	Prar.g_00772
OG0001006	Prae.g_01535	Prar.g_00771
OG0001007	Prae.g_01536	Prar.g_00770
OG0001008	Prae.g_01538	Prar.g_00768
OG0001009	Prae.g_01539	Prar.g_00767
OG0001010	Prae.g_01547	Prar.g_00760
OG0001011	Prae.g_01554	Prar.g_00753
OG0001012	Prae.g_01582	Prar.g_00725
OG0001013	Prae.g_01617	Prar.g_01149
OG0001014	Prae.g_01618	Prar.g_01148
OG0001015	Prae.g_01624	Prar.g_01142
OG0001016	Prae.g_01625	Prar.g_01141
OG0001017	Prae.g_01626	Prar.g_01140
OG0001018	Prae.g_01627	Prar.g_01139
OG0001019	Prae.g_01629	Prar.g_01137
OG0001020	Prae.g_01630	Prar.g_01136
OG0001021	Prae.g_01631	Prar.g_01135
OG0001022	Prae.g_01632	Prar.g_01134
OG0001023	Prae.g_01633	Prar.g_01133
OG0001024	Prae.g_01634	Prar.g_01132
OG0001025	Prae.g_01635	Prar.g_01131
OG0001026	Prae.g_01637	Prar.g_01129
OG0001027	Prae.g_01638	Prar.g_01128
OG0001028	Prae.g_01639	Prar.g_01127
OG0001029	Prae.g_01640	Prar.g_01126
OG0001030	Prae.g_01641	Prar.g_01125
OG0001031	Prae.g_01642	Prar.g_01124
OG0001032	Prae.g_01643	Prar.g_01123
OG0001033	Prae.g_01644	Prar.g_01122
OG0001034	Prae.g_01645	Prar.g_01121
OG0001035	Prae.g_01647	Prar.g_01964
OG0001036	Prae.g_01648	Prar.g_01965
OG0001037	Prae.g_01649	Prar.g_01966
OG0001038	Prae.g_01650	Prar.g_01967
OG0001039	Prae.g_01651	Prar.g_01968
OG0001040	Prae.g_01652	Prar.g_01969
OG0001041	Prae.g_01653	Prar.g_01970
OG0001042	Prae.g_01654	Prar.g_01971
OG0001043	Prae.g_01655	Prar.g_01963
OG0001044	Prae.g_01656	Prar.g_01962
OG0001045	Prae.g_01657	Prar.g_01961
OG0001046	Prae.g_01658	Prar.g_01960
OG0001047	Prae.g_01661	Prar.g_01957
OG0001048	Prae.g_01663	Prar.g_00596
OG0001049	Prae.g_01664	Prar.g_00597
OG0001050	Prae.g_01665	Prar.g_00598
OG0001051	Prae.g_01666	Prar.g_00599
OG0001052	Prae.g_01667	Prar.g_00600
OG0001053	Prae.g_01668	Prar.g_00601
OG0001054	Prae.g_01670	Prar.g_00603
OG0001055	Prae.g_01671	Prar.g_00604
OG0001056	Prae.g_01672	Prar.g_00605
OG0001057	Prae.g_01673	Prar.g_00606
OG0001058	Prae.g_01674	Prar.g_00607
OG0001059	Prae.g_01675	Prar.g_00608
OG0001060	Prae.g_01676	Prar.g_00609
OG0001061	Prae.g_01677	Prar.g_00610
OG0001062	Prae.g_01678	Prar.g_00611
OG0001063	Prae.g_01679	Prar.g_00612
OG0001064	Prae.g_01681	Prar.g_01119
OG0001065	Prae.g_01686	Prar.g_01114
OG0001066	Prae.g_01687	Prar.g_01113
OG0001067	Prae.g_01688	Prar.g_01112
OG0001068	Prae.g_01690	Prar.g_01110
OG0001069	Prae.g_01691	Prar.g_01109
OG0001070	Prae.g_01692	Prar.g_01108
OG0001071	Prae.g_01693	Prar.g_01107
OG0001072	Prae.g_01694	Prar.g_01106
OG0001073	Prae.g_01695	Prar.g_01105
OG0001074	Prae.g_01696	Prar.g_01104
OG0001075	Prae.g_01697	Prar.g_01103
OG0001076	Prae.g_01698	Prar.g_01102
OG0001077	Prae.g_01699	Prar.g_01101
OG0001078	Prae.g_01700	Prar.g_01100
OG0001079	Prae.g_01701	Prar.g_01099
OG0001080	Prae.g_01702	Prar.g_01098
OG0001081	Prae.g_01705	Prar.g_01095
OG0001082	Prae.g_01706	Prar.g_01094
OG0001083	Prae.g_01707	Prar.g_01093
OG0001084	Prae.g_01709	Prar.g_01091
OG0001085	Prae.g_01710	Prar.g_01090
OG0001086	Prae.g_01711	Prar.g_01089
OG0001087	Prae.g_01712	Prar.g_01088
OG0001088	Prae.g_01713	Prar.g_01087
OG0001089	Prae.g_01716	Prar.g_01069
OG0001090	Prae.g_01718	Prar.g_01067
OG0001091	Prae.g_01719	Prar.g_01066
OG0001092	Prae.g_01720	Prar.g_01065
OG0001093	Prae.g_01721	Prar.g_01064
OG0001094	Prae.g_01722	Prar.g_01063
OG0001095	Prae.g_01723	Prar.g_01062
OG0001096	Prae.g_01724	Prar.g_01061
OG0001097	Prae.g_01725	Prar.g_01060
OG0001098	Prae.g_01726	Prar.g_01059
OG0001099	Prae.g_01727	Prar.g_01058
OG0001100	Prae.g_01728	Prar.g_01057
OG0001101	Prae.g_01729	Prar.g_01056
OG0001102	Prae.g_01730	Prar.g_01055
OG0001103	Prae.g_01731	Prar.g_01054
OG0001104	Prae.g_01732	Prar.g_01053
OG0001105	Prae.g_01733	Prar.g_01052
OG0001106	Prae.g_01734	Prar.g_01051
OG0001107	Prae.g_01735	Prar.g_01050
OG0001108	Prae.g_01736	Prar.g_01049
OG0001109	Prae.g_01737	Prar.g_01048
OG0001110	Prae.g_01738	Prar.g_01047
OG0001111	Prae.g_01739	Prar.g_01046
OG0001112	Prae.g_01740	Prar.g_01045
OG0001113	Prae.g_01741	Prar.g_01044
OG0001114	Prae.g_01742	Prar.g_01043
OG0001115	Prae.g_01743	Prar.g_01042
OG0001116	Prae.g_01744	Prar.g_01041
OG0001117	Prae.g_01745	Prar.g_01040
OG0001118	Prae.g_01746	Prar.g_01039
OG0001119	Prae.g_01747	Prar.g_01038
OG0001120	Prae.g_01748	Prar.g_01037
OG0001121	Prae.g_01750	Prar.g_01035
OG0001122	Prae.g_01751	Prar.g_01034
OG0001123	Prae.g_01752	Prar.g_01033
OG0001124	Prae.g_01754	Prar.g_01031
OG0001125	Prae.g_01756	Prar.g_01029
OG0001126	Prae.g_01757	Prar.g_01028
OG0001127	Prae.g_01759	Prar.g_01026
OG0001128	Prae.g_01760	Prar.g_01025
OG0001129	Prae.g_01761	Prar.g_01024
OG0001130	Prae.g_01765	Prar.g_01022
OG0001131	Prae.g_01766	Prar.g_01021
OG0001132	Prae.g_01767	Prar.g_01020
OG0001133	Prae.g_01768	Prar.g_01019
OG0001134	Prae.g_01769	Prar.g_01018
OG0001135	Prae.g_01770	Prar.g_01017
OG0001136	Prae.g_01771	Prar.g_01016
OG0001137	Prae.g_01772	Prar.g_01015
OG0001138	Prae.g_01773	Prar.g_01014
OG0001139	Prae.g_01774	Prar.g_01013
OG0001140	Prae.g_01775	Prar.g_01012
OG0001141	Prae.g_01776	Prar.g_01011
OG0001142	Prae.g_01779	Prar.g_00617
OG0001143	Prae.g_01780	Prar.g_00618
OG0001144	Prae.g_01781	Prar.g_00619
OG0001145	Prae.g_01782	Prar.g_00620
OG0001146	Prae.g_01783	Prar.g_00621
OG0001147	Prae.g_01784	Prar.g_00622
OG0001148	Prae.g_01785	Prar.g_00623
OG0001149	Prae.g_01787	Prar.g_00625
OG0001150	Prae.g_01788	Prar.g_00626
OG0001151	Prae.g_01790	Prar.g_00628
OG0001152	Prae.g_01791	Prar.g_00629
