Orthogroup	Prax	Prbj
OG0000568	Prax.g_00029	Prbj.g_01885
OG0000569	Prax.g_00030	Prbj.g_01807
OG0000570	Prax.g_00031	Prbj.g_01806
OG0000571	Prax.g_00033	Prbj.g_01803
OG0000572	Prax.g_00046	Prbj.g_01787
OG0000573	Prax.g_00051	Prbj.g_01780
OG0000574	Prax.g_00052	Prbj.g_01779
OG0000575	Prax.g_00056	Prbj.g_01770
OG0000576	Prax.g_00058	Prbj.g_01768
OG0000577	Prax.g_00059	Prbj.g_01767
OG0000578	Prax.g_00060	Prbj.g_01766
OG0000579	Prax.g_00061	Prbj.g_01765
OG0000580	Prax.g_00062	Prbj.g_01764
OG0000581	Prax.g_00064	Prbj.g_01760
OG0000582	Prax.g_00067	Prbj.g_01756
OG0000583	Prax.g_00068	Prbj.g_01755
OG0000584	Prax.g_00069	Prbj.g_01754
OG0000585	Prax.g_00071	Prbj.g_01752
OG0000586	Prax.g_00072	Prbj.g_01750
OG0000587	Prax.g_00073	Prbj.g_01748
OG0000588	Prax.g_00077	Prbj.g_02547
OG0000589	Prax.g_00080	Prbj.g_02550
OG0000590	Prax.g_00081	Prbj.g_02551
OG0000591	Prax.g_00084	Prbj.g_02558
OG0000592	Prax.g_00085	Prbj.g_02559
OG0000593	Prax.g_00091	Prbj.g_02569
OG0000594	Prax.g_00092	Prbj.g_02570
OG0000595	Prax.g_00093	Prbj.g_02571
OG0000596	Prax.g_00097	Prbj.g_02576
OG0000597	Prax.g_00099	Prbj.g_02579
OG0000598	Prax.g_00100	Prbj.g_02580
OG0000599	Prax.g_00103	Prbj.g_02590
OG0000600	Prax.g_00104	Prbj.g_02591
OG0000601	Prax.g_00105	Prbj.g_02592
OG0000602	Prax.g_00107	Prbj.g_02596
OG0000603	Prax.g_00108	Prbj.g_02597
OG0000604	Prax.g_00109	Prbj.g_02598
OG0000605	Prax.g_00110	Prbj.g_00792
OG0000606	Prax.g_00113	Prbj.g_00803
OG0000607	Prax.g_00116	Prbj.g_00806
OG0000608	Prax.g_00117	Prbj.g_00807
OG0000609	Prax.g_00118	Prbj.g_00809
OG0000610	Prax.g_00123	Prbj.g_00818
OG0000611	Prax.g_00975	Prbj.g_00821
OG0000612	Prax.g_00974	Prbj.g_00822
OG0000613	Prax.g_00969	Prbj.g_01466
OG0000614	Prax.g_00950	Prbj.g_00946
OG0000615	Prax.g_00942	Prbj.g_02373
OG0000616	Prax.g_00938	Prbj.g_02057
OG0000617	Prax.g_00479	Prbj.g_02184
OG0000618	Prax.g_00478	Prbj.g_02185
OG0000619	Prax.g_00477	Prbj.g_02186
OG0000620	Prax.g_00474	Prbj.g_02190
OG0000621	Prax.g_00473	Prbj.g_02191
OG0000622	Prax.g_00472	Prbj.g_02192
OG0000623	Prax.g_00471	Prbj.g_02193
OG0000624	Prax.g_00470	Prbj.g_02194
OG0000625	Prax.g_00469	Prbj.g_02195
OG0000626	Prax.g_00468	Prbj.g_02196
OG0000627	Prax.g_00467	Prbj.g_02320
OG0000628	Prax.g_00466	Prbj.g_02319
OG0000629	Prax.g_00465	Prbj.g_02316
OG0000630	Prax.g_00462	Prbj.g_02312
OG0000631	Prax.g_00382	Prbj.g_02306
OG0000632	Prax.g_00381	Prbj.g_02305
OG0000633	Prax.g_00380	Prbj.g_02304
OG0000634	Prax.g_00377	Prbj.g_02408
OG0000635	Prax.g_00376	Prbj.g_02409
OG0000636	Prax.g_00374	Prbj.g_02411
OG0000637	Prax.g_00372	Prbj.g_02413
OG0000638	Prax.g_00371	Prbj.g_02414
OG0000639	Prax.g_00370	Prbj.g_02415
OG0000640	Prax.g_00369	Prbj.g_02416
OG0000641	Prax.g_00365	Prbj.g_02420
OG0000642	Prax.g_00364	Prbj.g_02421
OG0000643	Prax.g_00363	Prbj.g_02422
OG0000644	Prax.g_00362	Prbj.g_02423
OG0000645	Prax.g_00361	Prbj.g_02424
OG0000646	Prax.g_00359	Prbj.g_02427
OG0000647	Prax.g_00358	Prbj.g_02430
OG0000648	Prax.g_00356	Prbj.g_02432
OG0000649	Prax.g_00355	Prbj.g_02433
OG0000650	Prax.g_00354	Prbj.g_02434
OG0000651	Prax.g_00353	Prbj.g_02435
OG0000652	Prax.g_00352	Prbj.g_02436
OG0000653	Prax.g_00350	Prbj.g_02438
OG0000654	Prax.g_00349	Prbj.g_02439
OG0000655	Prax.g_00348	Prbj.g_02440
OG0000656	Prax.g_00345	Prbj.g_02443
OG0000657	Prax.g_00337	Prbj.g_02476
OG0000658	Prax.g_00336	Prbj.g_02478
OG0000659	Prax.g_00335	Prbj.g_02479
OG0000660	Prax.g_00331	Prbj.g_02483
OG0000661	Prax.g_00329	Prbj.g_02485
OG0000662	Prax.g_00327	Prbj.g_02487
OG0000663	Prax.g_00325	Prbj.g_02490
OG0000664	Prax.g_00324	Prbj.g_02491
OG0000665	Prax.g_00320	Prbj.g_02504
OG0000666	Prax.g_00319	Prbj.g_02507
OG0000667	Prax.g_00315	Prbj.g_02514
OG0000668	Prax.g_00546	Prbj.g_02215
OG0000669	Prax.g_00553	Prbj.g_02523
OG0000670	Prax.g_00555	Prbj.g_00044
OG0000671	Prax.g_00557	Prbj.g_02335
OG0000672	Prax.g_00559	Prbj.g_02338
OG0000673	Prax.g_00562	Prbj.g_02341
OG0000674	Prax.g_00564	Prbj.g_02343
OG0000675	Prax.g_00565	Prbj.g_02344
OG0000676	Prax.g_00567	Prbj.g_02352
OG0000677	Prax.g_00568	Prbj.g_02354
OG0000678	Prax.g_00570	Prbj.g_02359
OG0000679	Prax.g_00574	Prbj.g_02379
OG0000680	Prax.g_00575	Prbj.g_02380
OG0000681	Prax.g_00578	Prbj.g_02382
OG0000682	Prax.g_00579	Prbj.g_02383
OG0000683	Prax.g_00580	Prbj.g_02384
OG0000684	Prax.g_00582	Prbj.g_02397
OG0000685	Prax.g_00584	Prbj.g_02395
OG0000686	Prax.g_00585	Prbj.g_02394
OG0000687	Prax.g_00586	Prbj.g_02393
OG0000688	Prax.g_00589	Prbj.g_02399
OG0000689	Prax.g_00590	Prbj.g_02400
OG0000690	Prax.g_00591	Prbj.g_02401
OG0000691	Prax.g_00592	Prbj.g_02402
OG0000692	Prax.g_00594	Prbj.g_02403
OG0000693	Prax.g_00595	Prbj.g_02404
OG0000694	Prax.g_00596	Prbj.g_02405
OG0000695	Prax.g_00598	Prbj.g_02302
OG0000696	Prax.g_00599	Prbj.g_02301
OG0000697	Prax.g_00600	Prbj.g_02299
OG0000698	Prax.g_00603	Prbj.g_02296
OG0000699	Prax.g_00604	Prbj.g_02294
OG0000700	Prax.g_00605	Prbj.g_02293
OG0000701	Prax.g_00606	Prbj.g_02292
OG0000702	Prax.g_00608	Prbj.g_02284
OG0000703	Prax.g_00609	Prbj.g_02283
OG0000704	Prax.g_00610	Prbj.g_02281
OG0000705	Prax.g_00614	Prbj.g_02275
OG0000706	Prax.g_00615	Prbj.g_02274
OG0000707	Prax.g_00616	Prbj.g_02273
OG0000708	Prax.g_00617	Prbj.g_02271
OG0000709	Prax.g_01130	Prbj.g_02264
OG0000710	Prax.g_01133	Prbj.g_02260
OG0000711	Prax.g_01150	Prbj.g_02237
OG0000712	Prax.g_01152	Prbj.g_02236
OG0000713	Prax.g_01153	Prbj.g_02235
OG0000714	Prax.g_01154	Prbj.g_02231
OG0000715	Prax.g_01156	Prbj.g_02229
OG0000716	Prax.g_01158	Prbj.g_02225
OG0000717	Prax.g_01159	Prbj.g_02224
OG0000718	Prax.g_01173	Prbj.g_02219
OG0000719	Prax.g_01175	Prbj.g_02217
OG0000720	Prax.g_01184	Prbj.g_02204
OG0000721	Prax.g_01186	Prbj.g_02203
OG0000722	Prax.g_01187	Prbj.g_02202
OG0000723	Prax.g_01190	Prbj.g_02198
OG0000724	Prax.g_01199	Prbj.g_01843
OG0000725	Prax.g_01205	Prbj.g_01836
OG0000726	Prax.g_01206	Prbj.g_01835
OG0000727	Prax.g_01207	Prbj.g_01834
OG0000728	Prax.g_01209	Prbj.g_01833
OG0000729	Prax.g_01256	Prbj.g_01289
OG0000730	Prax.g_00126	Prbj.g_00343
OG0000731	Prax.g_00130	Prbj.g_00333
OG0000732	Prax.g_00140	Prbj.g_01220
OG0000733	Prax.g_00162	Prbj.g_01997
OG0000734	Prax.g_00185	Prbj.g_00627
OG0000735	Prax.g_00187	Prbj.g_00953
OG0000736	Prax.g_00188	Prbj.g_00954
OG0000737	Prax.g_00189	Prbj.g_00955
OG0000738	Prax.g_00193	Prbj.g_00962
OG0000739	Prax.g_00194	Prbj.g_00964
OG0000740	Prax.g_00195	Prbj.g_00965
OG0000741	Prax.g_00196	Prbj.g_00968
OG0000742	Prax.g_00199	Prbj.g_00970
OG0000743	Prax.g_00201	Prbj.g_00972
OG0000744	Prax.g_00202	Prbj.g_00973
OG0000745	Prax.g_00203	Prbj.g_00846
OG0000746	Prax.g_00205	Prbj.g_00844
OG0000747	Prax.g_00206	Prbj.g_00843
OG0000748	Prax.g_00209	Prbj.g_00831
OG0000749	Prax.g_00210	Prbj.g_00830
OG0000750	Prax.g_00211	Prbj.g_00829
OG0000751	Prax.g_00213	Prbj.g_00305
OG0000752	Prax.g_00215	Prbj.g_00308
OG0000753	Prax.g_00218	Prbj.g_00311
OG0000754	Prax.g_00221	Prbj.g_01910
OG0000755	Prax.g_00224	Prbj.g_00002
OG0000756	Prax.g_00225	Prbj.g_00003
OG0000757	Prax.g_00231	Prbj.g_00010
OG0000758	Prax.g_00232	Prbj.g_00011
OG0000759	Prax.g_00233	Prbj.g_00012
OG0000760	Prax.g_00234	Prbj.g_00013
OG0000761	Prax.g_00235	Prbj.g_00014
OG0000762	Prax.g_00236	Prbj.g_01908
OG0000763	Prax.g_00238	Prbj.g_01906
OG0000764	Prax.g_00239	Prbj.g_01905
OG0000765	Prax.g_00248	Prbj.g_02163
OG0000766	Prax.g_00249	Prbj.g_02164
OG0000767	Prax.g_00251	Prbj.g_02166
OG0000768	Prax.g_00252	Prbj.g_02167
OG0000769	Prax.g_00254	Prbj.g_00313
OG0000770	Prax.g_00256	Prbj.g_00019
OG0000771	Prax.g_01789	Prbj.g_01848
OG0000772	Prax.g_01928	Prbj.g_01679
OG0000773	Prax.g_01908	Prbj.g_00161
OG0000774	Prax.g_01906	Prbj.g_01719
OG0000775	Prax.g_01904	Prbj.g_01721
OG0000776	Prax.g_01903	Prbj.g_01722
OG0000777	Prax.g_01902	Prbj.g_01723
OG0000778	Prax.g_01901	Prbj.g_01724
OG0000779	Prax.g_01897	Prbj.g_01729
OG0000780	Prax.g_01896	Prbj.g_01732
OG0000781	Prax.g_01893	Prbj.g_01736
OG0000782	Prax.g_01892	Prbj.g_01737
OG0000783	Prax.g_01891	Prbj.g_01738
OG0000784	Prax.g_01890	Prbj.g_01739
OG0000785	Prax.g_01888	Prbj.g_01741
OG0000786	Prax.g_01886	Prbj.g_01744
OG0000787	Prax.g_01885	Prbj.g_01745
OG0000788	Prax.g_01876	Prbj.g_00094
OG0000789	Prax.g_01873	Prbj.g_00687
OG0000790	Prax.g_01858	Prbj.g_01643
OG0000791	Prax.g_01856	Prbj.g_01645
OG0000792	Prax.g_01855	Prbj.g_01646
OG0000793	Prax.g_01852	Prbj.g_01650
OG0000794	Prax.g_01851	Prbj.g_01651
OG0000795	Prax.g_01850	Prbj.g_01652
OG0000796	Prax.g_01846	Prbj.g_01656
OG0000797	Prax.g_01845	Prbj.g_01657
OG0000798	Prax.g_01819	Prbj.g_01402
OG0000799	Prax.g_01751	Prbj.g_01304
OG0000800	Prax.g_01750	Prbj.g_01303
OG0000801	Prax.g_01749	Prbj.g_01302
OG0000802	Prax.g_01747	Prbj.g_01293
OG0000803	Prax.g_01745	Prbj.g_01041
OG0000804	Prax.g_01744	Prbj.g_01043
OG0000805	Prax.g_01742	Prbj.g_01045
OG0000806	Prax.g_01740	Prbj.g_01047
OG0000807	Prax.g_01739	Prbj.g_01049
OG0000808	Prax.g_01738	Prbj.g_01050
OG0000809	Prax.g_01735	Prbj.g_01054
OG0000810	Prax.g_01734	Prbj.g_01055
OG0000811	Prax.g_01725	Prbj.g_01067
OG0000812	Prax.g_01723	Prbj.g_01069
OG0000813	Prax.g_01722	Prbj.g_01070
OG0000814	Prax.g_01720	Prbj.g_01072
OG0000815	Prax.g_01719	Prbj.g_01073
OG0000816	Prax.g_01717	Prbj.g_01075
OG0000817	Prax.g_01716	Prbj.g_01076
OG0000818	Prax.g_01711	Prbj.g_00631
OG0000819	Prax.g_01710	Prbj.g_00632
OG0000820	Prax.g_01709	Prbj.g_00633
OG0000821	Prax.g_01705	Prbj.g_00640
OG0000822	Prax.g_01704	Prbj.g_00642
OG0000823	Prax.g_01703	Prbj.g_00643
OG0000824	Prax.g_01700	Prbj.g_00647
OG0000825	Prax.g_01699	Prbj.g_00648
OG0000826	Prax.g_01698	Prbj.g_00649
OG0000827	Prax.g_01697	Prbj.g_00650
OG0000828	Prax.g_01694	Prbj.g_00653
OG0000829	Prax.g_01693	Prbj.g_00654
OG0000830	Prax.g_01692	Prbj.g_00655
OG0000831	Prax.g_01690	Prbj.g_00657
OG0000832	Prax.g_01684	Prbj.g_01684
OG0000833	Prax.g_01676	Prbj.g_01692
OG0000834	Prax.g_01675	Prbj.g_01693
OG0000835	Prax.g_01674	Prbj.g_01694
OG0000836	Prax.g_01673	Prbj.g_01696
OG0000837	Prax.g_01672	Prbj.g_01697
OG0000838	Prax.g_01670	Prbj.g_01700
OG0000839	Prax.g_01669	Prbj.g_01701
OG0000840	Prax.g_01668	Prbj.g_01702
OG0000841	Prax.g_01667	Prbj.g_01703
OG0000842	Prax.g_01666	Prbj.g_01704
OG0000843	Prax.g_01665	Prbj.g_01705
OG0000844	Prax.g_01664	Prbj.g_01707
OG0000845	Prax.g_01663	Prbj.g_01708
OG0000846	Prax.g_01662	Prbj.g_01709
OG0000847	Prax.g_01661	Prbj.g_01710
OG0000848	Prax.g_01660	Prbj.g_01711
OG0000849	Prax.g_01659	Prbj.g_01712
OG0000850	Prax.g_01657	Prbj.g_01713
OG0000851	Prax.g_01656	Prbj.g_00888
OG0000852	Prax.g_01655	Prbj.g_00887
OG0000853	Prax.g_01651	Prbj.g_00882
OG0000854	Prax.g_01649	Prbj.g_00880
OG0000855	Prax.g_01648	Prbj.g_00879
OG0000856	Prax.g_01633	Prbj.g_02561
OG0000857	Prax.g_01605	Prbj.g_02429
OG0000858	Prax.g_01565	Prbj.g_00868
OG0000859	Prax.g_01564	Prbj.g_00867
OG0000860	Prax.g_01557	Prbj.g_00855
OG0000861	Prax.g_01556	Prbj.g_00854
OG0000862	Prax.g_01555	Prbj.g_00852
OG0000863	Prax.g_01553	Prbj.g_00495
OG0000864	Prax.g_01552	Prbj.g_00494
OG0000865	Prax.g_01551	Prbj.g_00493
OG0000866	Prax.g_01550	Prbj.g_00492
OG0000867	Prax.g_01549	Prbj.g_00491
OG0000868	Prax.g_01548	Prbj.g_00489
OG0000869	Prax.g_01544	Prbj.g_00486
OG0000870	Prax.g_01539	Prbj.g_00481
OG0000871	Prax.g_01538	Prbj.g_00480
OG0000872	Prax.g_01537	Prbj.g_00478
OG0000873	Prax.g_01534	Prbj.g_00475
OG0000874	Prax.g_01531	Prbj.g_00471
OG0000875	Prax.g_01530	Prbj.g_00470
OG0000876	Prax.g_01529	Prbj.g_00469
OG0000877	Prax.g_01527	Prbj.g_00466
OG0000878	Prax.g_01526	Prbj.g_00465
OG0000879	Prax.g_01525	Prbj.g_00464
OG0000880	Prax.g_01524	Prbj.g_00463
OG0000881	Prax.g_01520	Prbj.g_00458
OG0000882	Prax.g_01515	Prbj.g_00453
OG0000883	Prax.g_01513	Prbj.g_00451
OG0000884	Prax.g_01511	Prbj.g_00449
OG0000885	Prax.g_01510	Prbj.g_00448
OG0000886	Prax.g_01509	Prbj.g_00447
OG0000887	Prax.g_01508	Prbj.g_00446
OG0000888	Prax.g_01506	Prbj.g_00444
OG0000889	Prax.g_01504	Prbj.g_00442
OG0000890	Prax.g_01503	Prbj.g_00428
OG0000891	Prax.g_01502	Prbj.g_00427
OG0000892	Prax.g_01257	Prbj.g_00425
OG0000893	Prax.g_01262	Prbj.g_02660
OG0000894	Prax.g_01264	Prbj.g_02656
OG0000895	Prax.g_01267	Prbj.g_02651
OG0000896	Prax.g_01268	Prbj.g_02650
OG0000897	Prax.g_01270	Prbj.g_02648
OG0000898	Prax.g_01271	Prbj.g_02647
OG0000899	Prax.g_01272	Prbj.g_02646
OG0000900	Prax.g_01273	Prbj.g_02645
OG0000901	Prax.g_01276	Prbj.g_02641
OG0000902	Prax.g_01278	Prbj.g_02639
OG0000903	Prax.g_01281	Prbj.g_01027
OG0000904	Prax.g_01283	Prbj.g_01032
OG0000905	Prax.g_01288	Prbj.g_01034
OG0000906	Prax.g_01289	Prbj.g_02635
OG0000907	Prax.g_01296	Prbj.g_01025
OG0000908	Prax.g_01299	Prbj.g_01022
OG0000909	Prax.g_01300	Prbj.g_01021
OG0000910	Prax.g_01301	Prbj.g_01020
OG0000911	Prax.g_01303	Prbj.g_01018
OG0000912	Prax.g_01304	Prbj.g_01017
OG0000913	Prax.g_01305	Prbj.g_01016
OG0000914	Prax.g_01306	Prbj.g_01015
OG0000915	Prax.g_01307	Prbj.g_01014
OG0000916	Prax.g_01308	Prbj.g_01013
OG0000917	Prax.g_01309	Prbj.g_01012
OG0000918	Prax.g_01310	Prbj.g_01011
OG0000919	Prax.g_01311	Prbj.g_01010
OG0000920	Prax.g_01312	Prbj.g_01009
OG0000921	Prax.g_01313	Prbj.g_01008
OG0000922	Prax.g_01314	Prbj.g_01007
OG0000923	Prax.g_01318	Prbj.g_01003
OG0000924	Prax.g_01319	Prbj.g_01002
OG0000925	Prax.g_01320	Prbj.g_01001
OG0000926	Prax.g_01321	Prbj.g_01000
OG0000927	Prax.g_01323	Prbj.g_00998
OG0000928	Prax.g_01324	Prbj.g_00997
OG0000929	Prax.g_01325	Prbj.g_00996
OG0000930	Prax.g_01326	Prbj.g_00995
OG0000931	Prax.g_01327	Prbj.g_00994
OG0000932	Prax.g_01328	Prbj.g_00993
OG0000933	Prax.g_01332	Prbj.g_00988
OG0000934	Prax.g_01334	Prbj.g_00986
OG0000935	Prax.g_01335	Prbj.g_00985
OG0000936	Prax.g_01336	Prbj.g_00984
OG0000937	Prax.g_01337	Prbj.g_00983
OG0000938	Prax.g_01339	Prbj.g_00414
OG0000939	Prax.g_01340	Prbj.g_00413
OG0000940	Prax.g_01347	Prbj.g_00404
OG0000941	Prax.g_01349	Prbj.g_00402
OG0000942	Prax.g_01351	Prbj.g_00400
OG0000943	Prax.g_01352	Prbj.g_00399
OG0000944	Prax.g_01353	Prbj.g_00397
OG0000945	Prax.g_01354	Prbj.g_00395
OG0000946	Prax.g_01358	Prbj.g_00368
OG0000947	Prax.g_01360	Prbj.g_00365
OG0000948	Prax.g_01361	Prbj.g_00364
OG0000949	Prax.g_01364	Prbj.g_00361
OG0000950	Prax.g_01369	Prbj.g_01501
OG0000951	Prax.g_01373	Prbj.g_01506
OG0000952	Prax.g_01377	Prbj.g_01513
OG0000953	Prax.g_01380	Prbj.g_01517
OG0000954	Prax.g_01384	Prbj.g_01577
OG0000955	Prax.g_01385	Prbj.g_01578
OG0000956	Prax.g_01387	Prbj.g_01580
OG0000957	Prax.g_01392	Prbj.g_01596
OG0000958	Prax.g_01393	Prbj.g_01597
OG0000959	Prax.g_01397	Prbj.g_01821
OG0000960	Prax.g_01398	Prbj.g_01820
OG0000961	Prax.g_01400	Prbj.g_01809
OG0000962	Prax.g_01402	Prbj.g_01290
OG0000963	Prax.g_01406	Prbj.g_01285
OG0000964	Prax.g_01407	Prbj.g_01284
OG0000965	Prax.g_01408	Prbj.g_01283
OG0000966	Prax.g_01415	Prbj.g_01250
OG0000967	Prax.g_01420	Prbj.g_01244
OG0000968	Prax.g_01422	Prbj.g_01241
OG0000969	Prax.g_01423	Prbj.g_01239
OG0000970	Prax.g_01424	Prbj.g_01238
OG0000971	Prax.g_01425	Prbj.g_01236
OG0000972	Prax.g_01426	Prbj.g_01235
OG0000973	Prax.g_01427	Prbj.g_01234
OG0000974	Prax.g_01428	Prbj.g_01233
OG0000975	Prax.g_01429	Prbj.g_01232
OG0000976	Prax.g_01430	Prbj.g_01231
OG0000977	Prax.g_01431	Prbj.g_01229
OG0000978	Prax.g_01432	Prbj.g_01228
OG0000979	Prax.g_01435	Prbj.g_01225
OG0000980	Prax.g_01437	Prbj.g_01221
OG0000981	Prax.g_01439	Prbj.g_01218
OG0000982	Prax.g_01441	Prbj.g_01956
OG0000983	Prax.g_01442	Prbj.g_01957
OG0000984	Prax.g_01443	Prbj.g_01958
OG0000985	Prax.g_01446	Prbj.g_01962
OG0000986	Prax.g_01448	Prbj.g_01964
OG0000987	Prax.g_01449	Prbj.g_01966
OG0000988	Prax.g_01452	Prbj.g_01970
OG0000989	Prax.g_01455	Prbj.g_01980
OG0000990	Prax.g_01458	Prbj.g_02002
OG0000991	Prax.g_01459	Prbj.g_02005
OG0000992	Prax.g_01461	Prbj.g_02008
OG0000993	Prax.g_01462	Prbj.g_02009
OG0000994	Prax.g_01463	Prbj.g_02012
OG0000995	Prax.g_01467	Prbj.g_02021
OG0000996	Prax.g_01468	Prbj.g_02034
OG0000997	Prax.g_01469	Prbj.g_02043
OG0000998	Prax.g_01471	Prbj.g_02045
OG0000999	Prax.g_01472	Prbj.g_02046
OG0001000	Prax.g_01475	Prbj.g_02049
OG0001001	Prax.g_01477	Prbj.g_02053
OG0001002	Prax.g_01481	Prbj.g_02060
OG0001003	Prax.g_01482	Prbj.g_02062
OG0001004	Prax.g_01483	Prbj.g_02063
OG0001005	Prax.g_01484	Prbj.g_02065
OG0001006	Prax.g_01488	Prbj.g_02071
OG0001007	Prax.g_01490	Prbj.g_02073
OG0001008	Prax.g_00763	Prbj.g_00101
OG0001009	Prax.g_00286	Prbj.g_01199
OG0001010	Prax.g_00285	Prbj.g_01200
OG0001011	Prax.g_00284	Prbj.g_01202
OG0001012	Prax.g_00270	Prbj.g_01953
OG0001013	Prax.g_00623	Prbj.g_01928
OG0001014	Prax.g_00626	Prbj.g_01919
OG0001015	Prax.g_00627	Prbj.g_01918
OG0001016	Prax.g_00644	Prbj.g_00569
OG0001017	Prax.g_00648	Prbj.g_00575
OG0001018	Prax.g_00651	Prbj.g_00577
OG0001019	Prax.g_00660	Prbj.g_00590
OG0001020	Prax.g_01128	Prbj.g_00596
OG0001021	Prax.g_01127	Prbj.g_00600
OG0001022	Prax.g_01124	Prbj.g_00605
OG0001023	Prax.g_01123	Prbj.g_00606
OG0001024	Prax.g_01120	Prbj.g_00610
OG0001025	Prax.g_01114	Prbj.g_00617
OG0001026	Prax.g_01108	Prbj.g_00630
OG0001027	Prax.g_01107	Prbj.g_01550
OG0001028	Prax.g_01105	Prbj.g_01552
OG0001029	Prax.g_01103	Prbj.g_01554
OG0001030	Prax.g_01088	Prbj.g_01535
OG0001031	Prax.g_01032	Prbj.g_01143
OG0001032	Prax.g_01031	Prbj.g_01146
OG0001033	Prax.g_01010	Prbj.g_00287
OG0001034	Prax.g_00982	Prbj.g_02608
OG0001035	Prax.g_00921	Prbj.g_01360
OG0001036	Prax.g_00916	Prbj.g_01364
OG0001037	Prax.g_00915	Prbj.g_01366
OG0001038	Prax.g_00897	Prbj.g_01403
OG0001039	Prax.g_00894	Prbj.g_01406
OG0001040	Prax.g_00892	Prbj.g_01409
OG0001041	Prax.g_00888	Prbj.g_01414
OG0001042	Prax.g_00871	Prbj.g_01439
OG0001043	Prax.g_00870	Prbj.g_01441
OG0001044	Prax.g_00840	Prbj.g_00342
OG0001045	Prax.g_00831	Prbj.g_00330
OG0001046	Prax.g_00795	Prbj.g_00874
OG0001047	Prax.g_00761	Prbj.g_00103
OG0001048	Prax.g_00760	Prbj.g_00104
OG0001049	Prax.g_00758	Prbj.g_00107
OG0001050	Prax.g_00757	Prbj.g_00108
OG0001051	Prax.g_00756	Prbj.g_00109
OG0001052	Prax.g_00731	Prbj.g_00132
OG0001053	Prax.g_00719	Prbj.g_01627
OG0001054	Prax.g_00703	Prbj.g_01609
OG0001055	Prax.g_00684	Prbj.g_02103
OG0001056	Prax.g_00665	Prbj.g_02132
OG0001057	Prax.g_00002	Prbj.g_02144
OG0001058	Prax.g_00010	Prbj.g_01863
OG0001059	Prax.g_00014	Prbj.g_01867
OG0001060	Prax.g_00021	Prbj.g_01874
OG0001061	Prax.g_00034	Prbj.g_01802
OG0001062	Prax.g_00036	Prbj.g_01800
OG0001063	Prax.g_00038	Prbj.g_01796
OG0001064	Prax.g_00039	Prbj.g_01795
OG0001065	Prax.g_00040	Prbj.g_01794
OG0001066	Prax.g_00041	Prbj.g_01793
OG0001067	Prax.g_00042	Prbj.g_01792
OG0001068	Prax.g_00043	Prbj.g_01791
OG0001069	Prax.g_00044	Prbj.g_01790
OG0001070	Prax.g_00047	Prbj.g_01786
OG0001071	Prax.g_00048	Prbj.g_01785
OG0001072	Prax.g_00049	Prbj.g_01782
OG0001073	Prax.g_00063	Prbj.g_01763
OG0001074	Prax.g_00074	Prbj.g_02544
OG0001075	Prax.g_00075	Prbj.g_02545
OG0001076	Prax.g_00083	Prbj.g_02553
OG0001077	Prax.g_00087	Prbj.g_02563
OG0001078	Prax.g_00095	Prbj.g_02574
OG0001079	Prax.g_00106	Prbj.g_02593
OG0001080	Prax.g_00112	Prbj.g_00794
OG0001081	Prax.g_00114	Prbj.g_00804
OG0001082	Prax.g_00115	Prbj.g_00805
OG0001083	Prax.g_00120	Prbj.g_00813
OG0001084	Prax.g_00121	Prbj.g_00815
OG0001085	Prax.g_00972	Prbj.g_00825
OG0001086	Prax.g_00971	Prbj.g_02707
OG0001087	Prax.g_00954	Prbj.g_00927
OG0001088	Prax.g_00953	Prbj.g_00931
OG0001089	Prax.g_00945	Prbj.g_00757
OG0001090	Prax.g_00484	Prbj.g_02180
OG0001091	Prax.g_00482	Prbj.g_02182
OG0001092	Prax.g_00481	Prbj.g_02183
OG0001093	Prax.g_00476	Prbj.g_02187
OG0001094	Prax.g_00379	Prbj.g_02406
OG0001095	Prax.g_00360	Prbj.g_02425
OG0001096	Prax.g_00347	Prbj.g_02441
OG0001097	Prax.g_00328	Prbj.g_02486
OG0001098	Prax.g_00313	Prbj.g_02323
OG0001099	Prax.g_00550	Prbj.g_01553
OG0001100	Prax.g_00554	Prbj.g_02333
OG0001101	Prax.g_00556	Prbj.g_02334
OG0001102	Prax.g_00558	Prbj.g_02337
OG0001103	Prax.g_00560	Prbj.g_02339
OG0001104	Prax.g_00583	Prbj.g_02396
OG0001105	Prax.g_00587	Prbj.g_02391
OG0001106	Prax.g_00611	Prbj.g_02280
OG0001107	Prax.g_00618	Prbj.g_02270
OG0001108	Prax.g_01131	Prbj.g_02263
OG0001109	Prax.g_01132	Prbj.g_02261
OG0001110	Prax.g_01134	Prbj.g_02259
OG0001111	Prax.g_01135	Prbj.g_02257
OG0001112	Prax.g_01136	Prbj.g_02255
OG0001113	Prax.g_01137	Prbj.g_02254
OG0001114	Prax.g_01138	Prbj.g_02253
OG0001115	Prax.g_01140	Prbj.g_02251
OG0001116	Prax.g_01141	Prbj.g_02250
OG0001117	Prax.g_01142	Prbj.g_02249
OG0001118	Prax.g_01143	Prbj.g_02248
OG0001119	Prax.g_01144	Prbj.g_02247
OG0001120	Prax.g_01146	Prbj.g_02245
OG0001122	Prax.g_01176	Prbj.g_02216
OG0001123	Prax.g_01180	Prbj.g_02209
OG0001124	Prax.g_01182	Prbj.g_02207
OG0001125	Prax.g_01183	Prbj.g_02205
OG0001126	Prax.g_01193	Prbj.g_01850
OG0001127	Prax.g_01194	Prbj.g_01849
