Orthogroup	Prax	Syaq
OG0000575	Prax.g_00056	Syaq.g_01991
OG0000576	Prax.g_00058	Syaq.g_01993
OG0000577	Prax.g_00059	Syaq.g_01994
OG0000578	Prax.g_00060	Syaq.g_01995
OG0000579	Prax.g_00061	Syaq.g_01996
OG0000580	Prax.g_00062	Syaq.g_01997
OG0000581	Prax.g_00064	Syaq.g_02003
OG0000582	Prax.g_00067	Syaq.g_02012
OG0000583	Prax.g_00068	Syaq.g_02013
OG0000584	Prax.g_00069	Syaq.g_02014
OG0000585	Prax.g_00071	Syaq.g_02017
OG0000586	Prax.g_00072	Syaq.g_02018
OG0000587	Prax.g_00073	Syaq.g_02020
OG0000588	Prax.g_00077	Syaq.g_02043
OG0000589	Prax.g_00080	Syaq.g_02057
OG0000590	Prax.g_00081	Syaq.g_02058
OG0000591	Prax.g_00084	Syaq.g_02066
OG0000592	Prax.g_00085	Syaq.g_02067
OG0000593	Prax.g_00091	Syaq.g_02078
OG0000594	Prax.g_00092	Syaq.g_02079
OG0000595	Prax.g_00093	Syaq.g_02080
OG0000596	Prax.g_00097	Syaq.g_02085
OG0000597	Prax.g_00099	Syaq.g_02088
OG0000598	Prax.g_00100	Syaq.g_02089
OG0000599	Prax.g_00103	Syaq.g_02096
OG0000600	Prax.g_00104	Syaq.g_02097
OG0000601	Prax.g_00105	Syaq.g_02098
OG0000602	Prax.g_00107	Syaq.g_02104
OG0000603	Prax.g_00108	Syaq.g_02105
OG0000604	Prax.g_00109	Syaq.g_02107
OG0000605	Prax.g_00110	Syaq.g_02151
OG0000606	Prax.g_00113	Syaq.g_02231
OG0000607	Prax.g_00116	Syaq.g_02234
OG0000608	Prax.g_00117	Syaq.g_02235
OG0000609	Prax.g_00118	Syaq.g_02237
OG0000610	Prax.g_00123	Syaq.g_02244
OG0000611	Prax.g_00975	Syaq.g_02247
OG0000612	Prax.g_00974	Syaq.g_02248
OG0000613	Prax.g_00969	Syaq.g_00885
OG0000614	Prax.g_00950	Syaq.g_02588
OG0000615	Prax.g_00942	Syaq.g_02302
OG0000616	Prax.g_00938	Syaq.g_01168
OG0000617	Prax.g_00479	Syaq.g_00031
OG0000618	Prax.g_00478	Syaq.g_00032
OG0000619	Prax.g_00477	Syaq.g_00033
OG0000620	Prax.g_00474	Syaq.g_00038
OG0000621	Prax.g_00473	Syaq.g_00039
OG0000622	Prax.g_00472	Syaq.g_00040
OG0000623	Prax.g_00471	Syaq.g_00041
OG0000624	Prax.g_00470	Syaq.g_00042
OG0000625	Prax.g_00469	Syaq.g_00043
OG0000626	Prax.g_00468	Syaq.g_00044
OG0000627	Prax.g_00467	Syaq.g_02425
OG0000628	Prax.g_00466	Syaq.g_02426
OG0000629	Prax.g_00465	Syaq.g_02429
OG0000630	Prax.g_00462	Syaq.g_02433
OG0000631	Prax.g_00382	Syaq.g_02441
OG0000632	Prax.g_00381	Syaq.g_02442
OG0000633	Prax.g_00380	Syaq.g_02444
OG0000634	Prax.g_00377	Syaq.g_02336
OG0000635	Prax.g_00376	Syaq.g_02337
OG0000636	Prax.g_00374	Syaq.g_02339
OG0000637	Prax.g_00372	Syaq.g_02341
OG0000638	Prax.g_00371	Syaq.g_02342
OG0000639	Prax.g_00370	Syaq.g_02343
OG0000640	Prax.g_00369	Syaq.g_02344
OG0000641	Prax.g_00365	Syaq.g_02348
OG0000642	Prax.g_00364	Syaq.g_02349
OG0000643	Prax.g_00363	Syaq.g_02350
OG0000644	Prax.g_00362	Syaq.g_02351
OG0000645	Prax.g_00361	Syaq.g_02353
OG0000646	Prax.g_00359	Syaq.g_02356
OG0000647	Prax.g_00358	Syaq.g_02358
OG0000648	Prax.g_00356	Syaq.g_02360
OG0000649	Prax.g_00355	Syaq.g_02361
OG0000650	Prax.g_00354	Syaq.g_02362
OG0000651	Prax.g_00353	Syaq.g_02363
OG0000652	Prax.g_00352	Syaq.g_02364
OG0000653	Prax.g_00350	Syaq.g_02367
OG0000654	Prax.g_00349	Syaq.g_02368
OG0000655	Prax.g_00348	Syaq.g_02369
OG0000656	Prax.g_00345	Syaq.g_02372
OG0000657	Prax.g_00337	Syaq.g_02382
OG0000658	Prax.g_00336	Syaq.g_02385
OG0000659	Prax.g_00335	Syaq.g_02386
OG0000660	Prax.g_00331	Syaq.g_02390
OG0000661	Prax.g_00329	Syaq.g_02392
OG0000662	Prax.g_00327	Syaq.g_02394
OG0000663	Prax.g_00325	Syaq.g_02397
OG0000664	Prax.g_00324	Syaq.g_02400
OG0000665	Prax.g_00320	Syaq.g_02124
OG0000666	Prax.g_00319	Syaq.g_02117
OG0000667	Prax.g_00315	Syaq.g_02222
OG0000668	Prax.g_00546	Syaq.g_00068
OG0000669	Prax.g_00553	Syaq.g_02260
OG0000670	Prax.g_00555	Syaq.g_00079
OG0000671	Prax.g_00557	Syaq.g_02264
OG0000672	Prax.g_00559	Syaq.g_02267
OG0000673	Prax.g_00562	Syaq.g_02270
OG0000674	Prax.g_00564	Syaq.g_02272
OG0000675	Prax.g_00565	Syaq.g_02273
OG0000676	Prax.g_00567	Syaq.g_02275
OG0000677	Prax.g_00568	Syaq.g_02276
OG0000678	Prax.g_00570	Syaq.g_02282
OG0000679	Prax.g_00574	Syaq.g_02305
OG0000680	Prax.g_00575	Syaq.g_02306
OG0000681	Prax.g_00578	Syaq.g_02309
OG0000682	Prax.g_00579	Syaq.g_02310
OG0000683	Prax.g_00580	Syaq.g_02311
OG0000684	Prax.g_00582	Syaq.g_02315
OG0000685	Prax.g_00584	Syaq.g_02317
OG0000686	Prax.g_00585	Syaq.g_02318
OG0000687	Prax.g_00586	Syaq.g_02319
OG0000688	Prax.g_00589	Syaq.g_02325
OG0000689	Prax.g_00590	Syaq.g_02327
OG0000690	Prax.g_00591	Syaq.g_02328
OG0000691	Prax.g_00592	Syaq.g_02329
OG0000692	Prax.g_00594	Syaq.g_02330
OG0000693	Prax.g_00595	Syaq.g_02332
OG0000694	Prax.g_00596	Syaq.g_02333
OG0000695	Prax.g_00598	Syaq.g_02446
OG0000696	Prax.g_00599	Syaq.g_02447
OG0000697	Prax.g_00600	Syaq.g_02448
OG0000698	Prax.g_00603	Syaq.g_02451
OG0000699	Prax.g_00604	Syaq.g_02452
OG0000700	Prax.g_00605	Syaq.g_02453
OG0000701	Prax.g_00606	Syaq.g_02454
OG0000702	Prax.g_00608	Syaq.g_02467
OG0000703	Prax.g_00609	Syaq.g_02468
OG0000704	Prax.g_00610	Syaq.g_02470
OG0000705	Prax.g_00614	Syaq.g_02477
OG0000706	Prax.g_00615	Syaq.g_02478
OG0000707	Prax.g_00616	Syaq.g_02479
OG0000708	Prax.g_00617	Syaq.g_02482
OG0000709	Prax.g_01130	Syaq.g_02490
OG0000710	Prax.g_01133	Syaq.g_02494
OG0000711	Prax.g_01150	Syaq.g_02521
OG0000712	Prax.g_01152	Syaq.g_02523
OG0000713	Prax.g_01153	Syaq.g_02524
OG0000714	Prax.g_01154	Syaq.g_02527
OG0000715	Prax.g_01156	Syaq.g_02529
OG0000716	Prax.g_01158	Syaq.g_02533
OG0000717	Prax.g_01159	Syaq.g_02534
OG0000718	Prax.g_01173	Syaq.g_00072
OG0000719	Prax.g_01175	Syaq.g_00070
OG0000720	Prax.g_01184	Syaq.g_00057
OG0000721	Prax.g_01186	Syaq.g_00055
OG0000722	Prax.g_01187	Syaq.g_00054
OG0000723	Prax.g_01190	Syaq.g_00046
OG0000724	Prax.g_01199	Syaq.g_02685
OG0000725	Prax.g_01205	Syaq.g_02676
OG0000726	Prax.g_01206	Syaq.g_02675
OG0000727	Prax.g_01207	Syaq.g_02674
OG0000728	Prax.g_01209	Syaq.g_02672
OG0000729	Prax.g_01256	Syaq.g_01046
OG0000730	Prax.g_00126	Syaq.g_00561
OG0000731	Prax.g_00130	Syaq.g_00550
OG0000732	Prax.g_00140	Syaq.g_01098
OG0000733	Prax.g_00162	Syaq.g_01232
OG0000734	Prax.g_00185	Syaq.g_01479
OG0000735	Prax.g_00187	Syaq.g_00266
OG0000736	Prax.g_00188	Syaq.g_00265
OG0000737	Prax.g_00189	Syaq.g_00264
OG0000738	Prax.g_00193	Syaq.g_00258
OG0000739	Prax.g_00194	Syaq.g_00257
OG0000740	Prax.g_00195	Syaq.g_00256
OG0000741	Prax.g_00196	Syaq.g_00253
OG0000742	Prax.g_00199	Syaq.g_00250
OG0000743	Prax.g_00201	Syaq.g_00248
OG0000744	Prax.g_00202	Syaq.g_00247
OG0000745	Prax.g_00203	Syaq.g_00245
OG0000746	Prax.g_00205	Syaq.g_00242
OG0000747	Prax.g_00206	Syaq.g_00241
OG0000748	Prax.g_00209	Syaq.g_00227
OG0000749	Prax.g_00210	Syaq.g_00226
OG0000750	Prax.g_00211	Syaq.g_00225
OG0000751	Prax.g_00213	Syaq.g_00219
OG0000752	Prax.g_00215	Syaq.g_00217
OG0000753	Prax.g_00218	Syaq.g_00214
OG0000754	Prax.g_00221	Syaq.g_00209
OG0000755	Prax.g_00224	Syaq.g_00198
OG0000756	Prax.g_00225	Syaq.g_00197
OG0000757	Prax.g_00231	Syaq.g_00190
OG0000758	Prax.g_00232	Syaq.g_00189
OG0000759	Prax.g_00233	Syaq.g_00188
OG0000760	Prax.g_00234	Syaq.g_00187
OG0000761	Prax.g_00235	Syaq.g_00186
OG0000762	Prax.g_00236	Syaq.g_00183
OG0000763	Prax.g_00238	Syaq.g_00181
OG0000764	Prax.g_00239	Syaq.g_00180
OG0000765	Prax.g_00248	Syaq.g_00157
OG0000766	Prax.g_00249	Syaq.g_00156
OG0000767	Prax.g_00251	Syaq.g_00154
OG0000768	Prax.g_00252	Syaq.g_00153
OG0000769	Prax.g_00254	Syaq.g_00151
OG0000770	Prax.g_00256	Syaq.g_00148
OG0000771	Prax.g_01789	Syaq.g_02691
OG0000772	Prax.g_01928	Syaq.g_01887
OG0000773	Prax.g_01908	Syaq.g_00283
OG0000774	Prax.g_01906	Syaq.g_00288
OG0000775	Prax.g_01904	Syaq.g_00290
OG0000776	Prax.g_01903	Syaq.g_00291
OG0000777	Prax.g_01902	Syaq.g_00292
OG0000778	Prax.g_01901	Syaq.g_00293
OG0000779	Prax.g_01897	Syaq.g_00299
OG0000780	Prax.g_01896	Syaq.g_00304
OG0000781	Prax.g_01893	Syaq.g_00308
OG0000782	Prax.g_01892	Syaq.g_00309
OG0000783	Prax.g_01891	Syaq.g_00310
OG0000784	Prax.g_01890	Syaq.g_00311
OG0000785	Prax.g_01888	Syaq.g_00313
OG0000786	Prax.g_01886	Syaq.g_00328
OG0000787	Prax.g_01885	Syaq.g_00329
OG0000788	Prax.g_01876	Syaq.g_02099
OG0000789	Prax.g_01873	Syaq.g_02123
OG0000790	Prax.g_01858	Syaq.g_01758
OG0000791	Prax.g_01856	Syaq.g_01756
OG0000792	Prax.g_01855	Syaq.g_01755
OG0000793	Prax.g_01852	Syaq.g_01750
OG0000794	Prax.g_01851	Syaq.g_01749
OG0000795	Prax.g_01850	Syaq.g_01748
OG0000796	Prax.g_01846	Syaq.g_01744
OG0000797	Prax.g_01845	Syaq.g_01743
OG0000798	Prax.g_01819	Syaq.g_00760
OG0000799	Prax.g_01751	Syaq.g_00341
OG0000800	Prax.g_01750	Syaq.g_00342
OG0000801	Prax.g_01749	Syaq.g_00343
OG0000802	Prax.g_01747	Syaq.g_00350
OG0000803	Prax.g_01745	Syaq.g_00353
OG0000804	Prax.g_01744	Syaq.g_00358
OG0000805	Prax.g_01742	Syaq.g_00360
OG0000806	Prax.g_01740	Syaq.g_00362
OG0000807	Prax.g_01739	Syaq.g_00364
OG0000808	Prax.g_01738	Syaq.g_00365
OG0000809	Prax.g_01735	Syaq.g_00369
OG0000810	Prax.g_01734	Syaq.g_00370
OG0000811	Prax.g_01725	Syaq.g_00378
OG0000812	Prax.g_01723	Syaq.g_00380
OG0000813	Prax.g_01722	Syaq.g_00381
OG0000814	Prax.g_01720	Syaq.g_00383
OG0000815	Prax.g_01719	Syaq.g_00384
OG0000816	Prax.g_01717	Syaq.g_00386
OG0000817	Prax.g_01716	Syaq.g_00387
OG0000818	Prax.g_01711	Syaq.g_00392
OG0000819	Prax.g_01710	Syaq.g_00393
OG0000820	Prax.g_01709	Syaq.g_00394
OG0000821	Prax.g_01705	Syaq.g_00400
OG0000822	Prax.g_01704	Syaq.g_00402
OG0000823	Prax.g_01703	Syaq.g_00403
OG0000824	Prax.g_01700	Syaq.g_00409
OG0000825	Prax.g_01699	Syaq.g_00410
OG0000826	Prax.g_01698	Syaq.g_00411
OG0000827	Prax.g_01697	Syaq.g_00412
OG0000828	Prax.g_01694	Syaq.g_00415
OG0000829	Prax.g_01693	Syaq.g_00416
OG0000830	Prax.g_01692	Syaq.g_00417
OG0000831	Prax.g_01690	Syaq.g_00419
OG0000832	Prax.g_01684	Syaq.g_01737
OG0000833	Prax.g_01676	Syaq.g_01725
OG0000834	Prax.g_01675	Syaq.g_01724
OG0000835	Prax.g_01674	Syaq.g_01723
OG0000836	Prax.g_01673	Syaq.g_01720
OG0000837	Prax.g_01672	Syaq.g_01719
OG0000838	Prax.g_01670	Syaq.g_01715
OG0000839	Prax.g_01669	Syaq.g_01714
OG0000840	Prax.g_01668	Syaq.g_01713
OG0000841	Prax.g_01667	Syaq.g_01712
OG0000842	Prax.g_01666	Syaq.g_01711
OG0000843	Prax.g_01665	Syaq.g_01710
OG0000844	Prax.g_01664	Syaq.g_01708
OG0000845	Prax.g_01663	Syaq.g_01707
OG0000846	Prax.g_01662	Syaq.g_01706
OG0000847	Prax.g_01661	Syaq.g_01705
OG0000848	Prax.g_01660	Syaq.g_01703
OG0000849	Prax.g_01659	Syaq.g_01702
OG0000850	Prax.g_01657	Syaq.g_01699
OG0000851	Prax.g_01656	Syaq.g_01696
OG0000852	Prax.g_01655	Syaq.g_01695
OG0000853	Prax.g_01651	Syaq.g_01691
OG0000854	Prax.g_01649	Syaq.g_01689
OG0000855	Prax.g_01648	Syaq.g_01688
OG0000856	Prax.g_01633	Syaq.g_02069
OG0000857	Prax.g_01605	Syaq.g_02357
OG0000858	Prax.g_01565	Syaq.g_01682
OG0000859	Prax.g_01564	Syaq.g_01681
OG0000860	Prax.g_01557	Syaq.g_01671
OG0000861	Prax.g_01556	Syaq.g_01670
OG0000862	Prax.g_01555	Syaq.g_01668
OG0000863	Prax.g_01553	Syaq.g_01665
OG0000864	Prax.g_01552	Syaq.g_01664
OG0000865	Prax.g_01551	Syaq.g_01663
OG0000866	Prax.g_01550	Syaq.g_01662
OG0000867	Prax.g_01549	Syaq.g_01661
OG0000868	Prax.g_01548	Syaq.g_01659
OG0000869	Prax.g_01544	Syaq.g_01656
OG0000870	Prax.g_01539	Syaq.g_01651
OG0000871	Prax.g_01538	Syaq.g_01650
OG0000872	Prax.g_01537	Syaq.g_01644
OG0000873	Prax.g_01534	Syaq.g_01641
OG0000874	Prax.g_01531	Syaq.g_01637
OG0000875	Prax.g_01530	Syaq.g_01633
OG0000876	Prax.g_01529	Syaq.g_01631
OG0000877	Prax.g_01527	Syaq.g_01628
OG0000878	Prax.g_01526	Syaq.g_01627
OG0000879	Prax.g_01525	Syaq.g_01626
OG0000880	Prax.g_01524	Syaq.g_01625
OG0000881	Prax.g_01520	Syaq.g_01621
OG0000882	Prax.g_01515	Syaq.g_01616
OG0000883	Prax.g_01513	Syaq.g_01613
OG0000884	Prax.g_01511	Syaq.g_01611
OG0000885	Prax.g_01510	Syaq.g_01610
OG0000886	Prax.g_01509	Syaq.g_01609
OG0000887	Prax.g_01508	Syaq.g_01608
OG0000888	Prax.g_01506	Syaq.g_01606
OG0000889	Prax.g_01504	Syaq.g_01604
OG0000890	Prax.g_01503	Syaq.g_01597
OG0000891	Prax.g_01502	Syaq.g_01596
OG0000892	Prax.g_01257	Syaq.g_01594
OG0000893	Prax.g_01262	Syaq.g_00695
OG0000894	Prax.g_01264	Syaq.g_00692
OG0000895	Prax.g_01267	Syaq.g_00688
OG0000896	Prax.g_01268	Syaq.g_00687
OG0000897	Prax.g_01270	Syaq.g_00685
OG0000898	Prax.g_01271	Syaq.g_00684
OG0000899	Prax.g_01272	Syaq.g_00683
OG0000900	Prax.g_01273	Syaq.g_00682
OG0000901	Prax.g_01276	Syaq.g_00677
OG0000902	Prax.g_01278	Syaq.g_00671
OG0000903	Prax.g_01281	Syaq.g_00655
OG0000904	Prax.g_01283	Syaq.g_00660
OG0000905	Prax.g_01288	Syaq.g_00666
OG0000906	Prax.g_01289	Syaq.g_00669
OG0000907	Prax.g_01296	Syaq.g_00653
OG0000908	Prax.g_01299	Syaq.g_00650
OG0000909	Prax.g_01300	Syaq.g_00649
OG0000910	Prax.g_01301	Syaq.g_00648
OG0000911	Prax.g_01303	Syaq.g_00646
OG0000912	Prax.g_01304	Syaq.g_00645
OG0000913	Prax.g_01305	Syaq.g_00644
OG0000914	Prax.g_01306	Syaq.g_00643
OG0000915	Prax.g_01307	Syaq.g_00641
OG0000916	Prax.g_01308	Syaq.g_00640
OG0000917	Prax.g_01309	Syaq.g_00639
OG0000918	Prax.g_01310	Syaq.g_00638
OG0000919	Prax.g_01311	Syaq.g_00637
OG0000920	Prax.g_01312	Syaq.g_00636
OG0000921	Prax.g_01313	Syaq.g_00635
OG0000922	Prax.g_01314	Syaq.g_00634
OG0000923	Prax.g_01318	Syaq.g_00630
OG0000924	Prax.g_01319	Syaq.g_00629
OG0000925	Prax.g_01320	Syaq.g_00628
OG0000926	Prax.g_01321	Syaq.g_00627
OG0000927	Prax.g_01323	Syaq.g_00625
OG0000928	Prax.g_01324	Syaq.g_00624
OG0000929	Prax.g_01325	Syaq.g_00623
OG0000930	Prax.g_01326	Syaq.g_00622
OG0000931	Prax.g_01327	Syaq.g_00621
OG0000932	Prax.g_01328	Syaq.g_00620
OG0000933	Prax.g_01332	Syaq.g_00614
OG0000934	Prax.g_01334	Syaq.g_00612
OG0000935	Prax.g_01335	Syaq.g_00611
OG0000936	Prax.g_01336	Syaq.g_00610
OG0000937	Prax.g_01337	Syaq.g_00609
OG0000938	Prax.g_01339	Syaq.g_00606
OG0000939	Prax.g_01340	Syaq.g_00604
OG0000940	Prax.g_01347	Syaq.g_00597
OG0000941	Prax.g_01349	Syaq.g_00595
OG0000942	Prax.g_01351	Syaq.g_00593
OG0000943	Prax.g_01352	Syaq.g_00592
OG0000944	Prax.g_01353	Syaq.g_00590
OG0000945	Prax.g_01354	Syaq.g_00588
OG0000946	Prax.g_01358	Syaq.g_00580
OG0000947	Prax.g_01360	Syaq.g_00577
OG0000948	Prax.g_01361	Syaq.g_00576
OG0000949	Prax.g_01364	Syaq.g_00971
OG0000950	Prax.g_01369	Syaq.g_00984
OG0000951	Prax.g_01373	Syaq.g_00991
OG0000952	Prax.g_01377	Syaq.g_01002
OG0000953	Prax.g_01380	Syaq.g_01006
OG0000954	Prax.g_01384	Syaq.g_01012
OG0000955	Prax.g_01385	Syaq.g_01013
OG0000956	Prax.g_01387	Syaq.g_01015
OG0000957	Prax.g_01392	Syaq.g_01026
OG0000958	Prax.g_01393	Syaq.g_01027
OG0000959	Prax.g_01397	Syaq.g_01031
OG0000960	Prax.g_01398	Syaq.g_01032
OG0000961	Prax.g_01400	Syaq.g_01043
OG0000962	Prax.g_01402	Syaq.g_01045
OG0000963	Prax.g_01406	Syaq.g_01049
OG0000964	Prax.g_01407	Syaq.g_01050
OG0000965	Prax.g_01408	Syaq.g_01051
OG0000966	Prax.g_01415	Syaq.g_01060
OG0000967	Prax.g_01420	Syaq.g_01067
OG0000968	Prax.g_01422	Syaq.g_01071
OG0000969	Prax.g_01423	Syaq.g_01078
OG0000970	Prax.g_01424	Syaq.g_01079
OG0000971	Prax.g_01425	Syaq.g_01081
OG0000972	Prax.g_01426	Syaq.g_01082
OG0000973	Prax.g_01427	Syaq.g_01083
OG0000974	Prax.g_01428	Syaq.g_01084
OG0000975	Prax.g_01429	Syaq.g_01085
OG0000976	Prax.g_01430	Syaq.g_01086
OG0000977	Prax.g_01431	Syaq.g_01088
OG0000978	Prax.g_01432	Syaq.g_01091
OG0000979	Prax.g_01435	Syaq.g_01094
OG0000980	Prax.g_01437	Syaq.g_01097
OG0000981	Prax.g_01439	Syaq.g_01100
OG0000982	Prax.g_01441	Syaq.g_01263
OG0000983	Prax.g_01442	Syaq.g_01262
OG0000984	Prax.g_01443	Syaq.g_01261
OG0000985	Prax.g_01446	Syaq.g_01257
OG0000986	Prax.g_01448	Syaq.g_01253
OG0000987	Prax.g_01449	Syaq.g_01251
OG0000988	Prax.g_01452	Syaq.g_01245
OG0000989	Prax.g_01455	Syaq.g_01239
OG0000990	Prax.g_01458	Syaq.g_01229
OG0000991	Prax.g_01459	Syaq.g_01225
OG0000992	Prax.g_01461	Syaq.g_01222
OG0000993	Prax.g_01462	Syaq.g_01221
OG0000994	Prax.g_01463	Syaq.g_01218
OG0000995	Prax.g_01467	Syaq.g_01212
OG0000996	Prax.g_01468	Syaq.g_01193
OG0000997	Prax.g_01469	Syaq.g_01184
OG0000998	Prax.g_01471	Syaq.g_01182
OG0000999	Prax.g_01472	Syaq.g_01181
OG0001000	Prax.g_01475	Syaq.g_01177
OG0001001	Prax.g_01477	Syaq.g_01172
OG0001002	Prax.g_01481	Syaq.g_01165
OG0001003	Prax.g_01482	Syaq.g_01163
OG0001004	Prax.g_01483	Syaq.g_01162
OG0001005	Prax.g_01484	Syaq.g_01161
OG0001006	Prax.g_01488	Syaq.g_01152
OG0001007	Prax.g_01490	Syaq.g_01150
OG0001008	Prax.g_00763	Syaq.g_00500
OG0001009	Prax.g_00286	Syaq.g_01118
OG0001010	Prax.g_00285	Syaq.g_01117
OG0001011	Prax.g_00284	Syaq.g_01115
OG0001012	Prax.g_00270	Syaq.g_01267
OG0001013	Prax.g_00623	Syaq.g_01289
OG0001014	Prax.g_00626	Syaq.g_01295
OG0001015	Prax.g_00627	Syaq.g_01296
OG0001016	Prax.g_00644	Syaq.g_01554
OG0001017	Prax.g_00648	Syaq.g_01548
OG0001018	Prax.g_00651	Syaq.g_01546
OG0001019	Prax.g_00660	Syaq.g_01524
OG0001020	Prax.g_01128	Syaq.g_01510
OG0001021	Prax.g_01127	Syaq.g_01506
OG0001022	Prax.g_01124	Syaq.g_01501
OG0001023	Prax.g_01123	Syaq.g_01500
OG0001024	Prax.g_01120	Syaq.g_01496
OG0001025	Prax.g_01114	Syaq.g_01490
OG0001026	Prax.g_01108	Syaq.g_01477
OG0001027	Prax.g_01107	Syaq.g_01474
OG0001028	Prax.g_01105	Syaq.g_01472
OG0001029	Prax.g_01103	Syaq.g_01470
OG0001030	Prax.g_01088	Syaq.g_01450
OG0001031	Prax.g_01032	Syaq.g_01378
OG0001032	Prax.g_01031	Syaq.g_01376
OG0001033	Prax.g_01010	Syaq.g_01344
OG0001034	Prax.g_00982	Syaq.g_01579
OG0001035	Prax.g_00921	Syaq.g_00726
OG0001036	Prax.g_00916	Syaq.g_00731
OG0001037	Prax.g_00915	Syaq.g_00733
OG0001038	Prax.g_00897	Syaq.g_00761
OG0001039	Prax.g_00894	Syaq.g_00764
OG0001040	Prax.g_00892	Syaq.g_00767
OG0001041	Prax.g_00888	Syaq.g_00772
OG0001042	Prax.g_00871	Syaq.g_00858
OG0001044	Prax.g_00840	Syaq.g_00560
OG0001045	Prax.g_00831	Syaq.g_00547
OG0001046	Prax.g_00795	Syaq.g_02509
OG0001047	Prax.g_00761	Syaq.g_00498
OG0001048	Prax.g_00760	Syaq.g_00497
OG0001049	Prax.g_00758	Syaq.g_00494
OG0001050	Prax.g_00757	Syaq.g_00493
OG0001051	Prax.g_00756	Syaq.g_00492
OG0001052	Prax.g_00731	Syaq.g_00446
OG0001053	Prax.g_00719	Syaq.g_01775
OG0001054	Prax.g_00703	Syaq.g_01794
OG0001055	Prax.g_00684	Syaq.g_01815
OG0001056	Prax.g_00665	Syaq.g_01843
OG0001057	Prax.g_00002	Syaq.g_00334
OG0001058	Prax.g_00010	Syaq.g_01931
OG0001059	Prax.g_00014	Syaq.g_01935
OG0001060	Prax.g_00021	Syaq.g_01941
OG0001061	Prax.g_00034	Syaq.g_01961
OG0001062	Prax.g_00036	Syaq.g_01963
OG0001063	Prax.g_00038	Syaq.g_01968
OG0001064	Prax.g_00039	Syaq.g_01969
OG0001065	Prax.g_00040	Syaq.g_01970
OG0001066	Prax.g_00041	Syaq.g_01971
OG0001067	Prax.g_00042	Syaq.g_01972
OG0001068	Prax.g_00043	Syaq.g_01973
OG0001069	Prax.g_00044	Syaq.g_01974
OG0001070	Prax.g_00047	Syaq.g_01978
OG0001071	Prax.g_00048	Syaq.g_01979
OG0001072	Prax.g_00049	Syaq.g_01983
OG0001073	Prax.g_00063	Syaq.g_01998
OG0001074	Prax.g_00074	Syaq.g_02132
OG0001075	Prax.g_00075	Syaq.g_02025
OG0001076	Prax.g_00083	Syaq.g_02060
OG0001077	Prax.g_00087	Syaq.g_02071
OG0001078	Prax.g_00095	Syaq.g_02083
OG0001079	Prax.g_00106	Syaq.g_02100
OG0001080	Prax.g_00112	Syaq.g_02161
OG0001081	Prax.g_00114	Syaq.g_02232
OG0001082	Prax.g_00115	Syaq.g_02233
OG0001083	Prax.g_00120	Syaq.g_02240
OG0001084	Prax.g_00121	Syaq.g_02241
OG0001085	Prax.g_00972	Syaq.g_02251
OG0001086	Prax.g_00971	Syaq.g_02253
OG0001087	Prax.g_00954	Syaq.g_02574
OG0001088	Prax.g_00953	Syaq.g_02576
OG0001089	Prax.g_00945	Syaq.g_02604
OG0001090	Prax.g_00484	Syaq.g_00024
OG0001091	Prax.g_00482	Syaq.g_00027
OG0001092	Prax.g_00481	Syaq.g_00029
OG0001093	Prax.g_00476	Syaq.g_00035
OG0001094	Prax.g_00379	Syaq.g_02334
OG0001095	Prax.g_00360	Syaq.g_02354
OG0001096	Prax.g_00347	Syaq.g_02370
OG0001097	Prax.g_00328	Syaq.g_02393
OG0001098	Prax.g_00313	Syaq.g_02415
OG0001099	Prax.g_00550	Syaq.g_01471
OG0001100	Prax.g_00554	Syaq.g_02262
OG0001101	Prax.g_00556	Syaq.g_02263
OG0001102	Prax.g_00558	Syaq.g_02266
OG0001103	Prax.g_00560	Syaq.g_02268
OG0001104	Prax.g_00583	Syaq.g_02316
OG0001105	Prax.g_00587	Syaq.g_02320
OG0001106	Prax.g_00611	Syaq.g_02471
OG0001108	Prax.g_01131	Syaq.g_02491
OG0001109	Prax.g_01132	Syaq.g_02493
OG0001110	Prax.g_01134	Syaq.g_02495
OG0001111	Prax.g_01135	Syaq.g_02497
OG0001112	Prax.g_01136	Syaq.g_02499
OG0001113	Prax.g_01137	Syaq.g_02539
OG0001114	Prax.g_01138	Syaq.g_02500
OG0001115	Prax.g_01140	Syaq.g_02504
OG0001116	Prax.g_01141	Syaq.g_02506
OG0001117	Prax.g_01142	Syaq.g_02507
OG0001118	Prax.g_01143	Syaq.g_02508
OG0001119	Prax.g_01144	Syaq.g_02510
OG0001120	Prax.g_01146	Syaq.g_02514
OG0001121	Prax.g_00159, Prax.g_01149	Syaq.g_01919
OG0001122	Prax.g_01176	Syaq.g_00069
OG0001123	Prax.g_01180	Syaq.g_00061
OG0001124	Prax.g_01182	Syaq.g_00060
OG0001125	Prax.g_01183	Syaq.g_00058
OG0001126	Prax.g_01193	Syaq.g_02693
OG0001127	Prax.g_01194	Syaq.g_02692
OG0001128	Prax.g_01196	Syaq.g_02689
OG0001129	Prax.g_01197	Syaq.g_02687
OG0001130	Prax.g_01198	Syaq.g_02686
OG0001131	Prax.g_01235	Syaq.g_02284
OG0001132	Prax.g_01245	Syaq.g_01872
OG0001133	Prax.g_00146	Syaq.g_02063
OG0001134	Prax.g_00161	Syaq.g_02213
OG0001135	Prax.g_00164	Syaq.g_02212
