Orthogroup	Prax	Syat
OG0000593	Prax.g_00091	Syat.g_00113
OG0000594	Prax.g_00092	Syat.g_00114
OG0000595	Prax.g_00093	Syat.g_00115
OG0000596	Prax.g_00097	Syat.g_00129
OG0000597	Prax.g_00099	Syat.g_00132
OG0000598	Prax.g_00100	Syat.g_00133
OG0000599	Prax.g_00103	Syat.g_00381
OG0000600	Prax.g_00104	Syat.g_00380
OG0000601	Prax.g_00105	Syat.g_00379
OG0000602	Prax.g_00107	Syat.g_00375
OG0000603	Prax.g_00108	Syat.g_00374
OG0000604	Prax.g_00109	Syat.g_00372
OG0000605	Prax.g_00110	Syat.g_00370
OG0000606	Prax.g_00113	Syat.g_00367
OG0000607	Prax.g_00116	Syat.g_00364
OG0000608	Prax.g_00117	Syat.g_00363
OG0000609	Prax.g_00118	Syat.g_00344
OG0000610	Prax.g_00123	Syat.g_00399
OG0000611	Prax.g_00975	Syat.g_00402
OG0000612	Prax.g_00974	Syat.g_00403
OG0000613	Prax.g_00969	Syat.g_02129
OG0000614	Prax.g_00950	Syat.g_01084
OG0000615	Prax.g_00942	Syat.g_00442
OG0000616	Prax.g_00938	Syat.g_02397
OG0000617	Prax.g_00479	Syat.g_00665
OG0000618	Prax.g_00478	Syat.g_00666
OG0000619	Prax.g_00477	Syat.g_00667
OG0000620	Prax.g_00474	Syat.g_02591
OG0000621	Prax.g_00473	Syat.g_02590
OG0000622	Prax.g_00472	Syat.g_02572
OG0000623	Prax.g_00471	Syat.g_00672
OG0000624	Prax.g_00470	Syat.g_00673
OG0000625	Prax.g_00469	Syat.g_00674
OG0000626	Prax.g_00468	Syat.g_00675
OG0000627	Prax.g_00467	Syat.g_00641
OG0000628	Prax.g_00466	Syat.g_00640
OG0000629	Prax.g_00465	Syat.g_00637
OG0000630	Prax.g_00462	Syat.g_00631
OG0000631	Prax.g_00382	Syat.g_00624
OG0000632	Prax.g_00381	Syat.g_00623
OG0000633	Prax.g_00380	Syat.g_00622
OG0000634	Prax.g_00377	Syat.g_00475
OG0000635	Prax.g_00376	Syat.g_00476
OG0000636	Prax.g_00374	Syat.g_00478
OG0000637	Prax.g_00372	Syat.g_00480
OG0000638	Prax.g_00371	Syat.g_00481
OG0000639	Prax.g_00370	Syat.g_00482
OG0000640	Prax.g_00369	Syat.g_00483
OG0000641	Prax.g_00365	Syat.g_00488
OG0000642	Prax.g_00364	Syat.g_00489
OG0000643	Prax.g_00363	Syat.g_00494
OG0000644	Prax.g_00362	Syat.g_00495
OG0000645	Prax.g_00361	Syat.g_00496
OG0000646	Prax.g_00359	Syat.g_00499
OG0000647	Prax.g_00358	Syat.g_00501
OG0000648	Prax.g_00356	Syat.g_00504
OG0000649	Prax.g_00355	Syat.g_00505
OG0000650	Prax.g_00354	Syat.g_00506
OG0000651	Prax.g_00353	Syat.g_00507
OG0000652	Prax.g_00352	Syat.g_00508
OG0000653	Prax.g_00350	Syat.g_00510
OG0000654	Prax.g_00349	Syat.g_00514
OG0000655	Prax.g_00348	Syat.g_00515
OG0000656	Prax.g_00345	Syat.g_00518
OG0000657	Prax.g_00337	Syat.g_00720
OG0000658	Prax.g_00336	Syat.g_00723
OG0000659	Prax.g_00335	Syat.g_00724
OG0000660	Prax.g_00331	Syat.g_00740
OG0000661	Prax.g_00329	Syat.g_00742
OG0000662	Prax.g_00327	Syat.g_00746
OG0000663	Prax.g_00325	Syat.g_00749
OG0000664	Prax.g_00324	Syat.g_00752
OG0000665	Prax.g_00320	Syat.g_03302
OG0000666	Prax.g_00319	Syat.g_01415
OG0000667	Prax.g_00315	Syat.g_00958, Syat.g_03278
OG0000668	Prax.g_00546	Syat.g_00710
OG0000669	Prax.g_00553	Syat.g_00416
OG0000670	Prax.g_00555	Syat.g_00419
OG0000671	Prax.g_00557	Syat.g_00421
OG0000672	Prax.g_00559	Syat.g_00424
OG0000673	Prax.g_00562	Syat.g_00430
OG0000674	Prax.g_00564	Syat.g_00432
OG0000675	Prax.g_00565	Syat.g_00433
OG0000676	Prax.g_00567	Syat.g_00436
OG0000677	Prax.g_00568	Syat.g_00437
OG0000678	Prax.g_00570	Syat.g_00439
OG0000679	Prax.g_00574	Syat.g_00448
OG0000680	Prax.g_00575	Syat.g_00449
OG0000681	Prax.g_00578	Syat.g_00452
OG0000682	Prax.g_00579	Syat.g_00453
OG0000683	Prax.g_00580	Syat.g_00454
OG0000684	Prax.g_00582	Syat.g_00457
OG0000685	Prax.g_00584	Syat.g_02571
OG0000686	Prax.g_00585	Syat.g_00459
OG0000687	Prax.g_00586	Syat.g_00460
OG0000688	Prax.g_00589	Syat.g_00463
OG0000689	Prax.g_00590	Syat.g_00465
OG0000690	Prax.g_00591	Syat.g_00466
OG0000691	Prax.g_00592	Syat.g_00467
OG0000692	Prax.g_00594	Syat.g_00469
OG0000693	Prax.g_00595	Syat.g_00471
OG0000694	Prax.g_00596	Syat.g_00472
OG0000695	Prax.g_00598	Syat.g_00619
OG0000696	Prax.g_00599	Syat.g_00618
OG0000697	Prax.g_00600	Syat.g_00616
OG0000698	Prax.g_00603	Syat.g_00613
OG0000699	Prax.g_00604	Syat.g_00611
OG0000700	Prax.g_00605	Syat.g_00610
OG0000701	Prax.g_00606	Syat.g_00609
OG0000702	Prax.g_00608	Syat.g_00606
OG0000703	Prax.g_00609	Syat.g_00601
OG0000704	Prax.g_00610	Syat.g_00599
OG0000705	Prax.g_00614	Syat.g_00592
OG0000706	Prax.g_00615	Syat.g_00591
OG0000707	Prax.g_00616	Syat.g_00590
OG0000708	Prax.g_00617	Syat.g_00587
OG0000709	Prax.g_01130	Syat.g_00573
OG0000710	Prax.g_01133	Syat.g_00567
OG0000711	Prax.g_01150	Syat.g_00539
OG0000712	Prax.g_01152	Syat.g_00537
OG0000713	Prax.g_01153	Syat.g_00536
OG0000714	Prax.g_01154	Syat.g_00532
OG0000715	Prax.g_01156	Syat.g_00530
OG0000716	Prax.g_01158	Syat.g_00527
OG0000717	Prax.g_01159	Syat.g_00526
OG0000718	Prax.g_01173	Syat.g_00522
OG0000719	Prax.g_01175	Syat.g_00712
OG0000720	Prax.g_01184	Syat.g_00699
OG0000721	Prax.g_01186	Syat.g_00697
OG0000722	Prax.g_01187	Syat.g_00696
OG0000723	Prax.g_01190	Syat.g_00686
OG0000724	Prax.g_01199	Syat.g_00782
OG0000725	Prax.g_01205	Syat.g_00810
OG0000726	Prax.g_01206	Syat.g_00811
OG0000727	Prax.g_01207	Syat.g_00812
OG0000728	Prax.g_01209	Syat.g_00814
OG0000729	Prax.g_01256	Syat.g_02224
OG0000730	Prax.g_00126	Syat.g_01617
OG0000731	Prax.g_00130	Syat.g_01605
OG0000732	Prax.g_00140	Syat.g_02290
OG0000733	Prax.g_00162	Syat.g_03285
OG0000734	Prax.g_00185	Syat.g_01579
OG0000735	Prax.g_00187	Syat.g_03235
OG0000736	Prax.g_00188	Syat.g_03236
OG0000737	Prax.g_00189	Syat.g_03237
OG0000738	Prax.g_00193	Syat.g_03251
OG0000739	Prax.g_00194	Syat.g_03252
OG0000740	Prax.g_00195	Syat.g_03253
OG0000741	Prax.g_00196	Syat.g_03256
OG0000742	Prax.g_00199	Syat.g_03259
OG0000743	Prax.g_00201	Syat.g_03262
OG0000744	Prax.g_00202	Syat.g_03263
OG0000745	Prax.g_00203	Syat.g_03266
OG0000746	Prax.g_00205	Syat.g_00314
OG0000747	Prax.g_00206	Syat.g_00313
OG0000748	Prax.g_00209	Syat.g_00305
OG0000749	Prax.g_00210	Syat.g_00303
OG0000750	Prax.g_00211	Syat.g_00302
OG0000751	Prax.g_00213	Syat.g_00296
OG0000752	Prax.g_00215	Syat.g_00294
OG0000753	Prax.g_00218	Syat.g_00291
OG0000754	Prax.g_00221	Syat.g_00250
OG0000755	Prax.g_00224	Syat.g_00217
OG0000756	Prax.g_00225	Syat.g_00216
OG0000757	Prax.g_00231	Syat.g_00205
OG0000758	Prax.g_00232	Syat.g_00204
OG0000759	Prax.g_00233	Syat.g_00203
OG0000760	Prax.g_00234	Syat.g_00202
OG0000761	Prax.g_00235	Syat.g_00201
OG0000762	Prax.g_00236	Syat.g_00199
OG0000763	Prax.g_00238	Syat.g_00924
OG0000764	Prax.g_00239	Syat.g_00923
OG0000765	Prax.g_00248	Syat.g_00897
OG0000766	Prax.g_00249	Syat.g_00896
OG0000767	Prax.g_00251	Syat.g_00894
OG0000768	Prax.g_00252	Syat.g_00893
OG0000769	Prax.g_00254	Syat.g_00891
OG0000770	Prax.g_00256	Syat.g_00886
OG0000771	Prax.g_01789	Syat.g_00788
OG0000772	Prax.g_01928	Syat.g_01768
OG0000773	Prax.g_01908	Syat.g_01114
OG0000774	Prax.g_01906	Syat.g_01146
OG0000775	Prax.g_01904	Syat.g_01148
OG0000776	Prax.g_01903	Syat.g_01149
OG0000777	Prax.g_01902	Syat.g_01150
OG0000778	Prax.g_01901	Syat.g_01151
OG0000779	Prax.g_01897	Syat.g_01154
OG0000780	Prax.g_01896	Syat.g_01157
OG0000781	Prax.g_01893	Syat.g_01161
OG0000782	Prax.g_01892	Syat.g_01162
OG0000783	Prax.g_01891	Syat.g_01163
OG0000784	Prax.g_01890	Syat.g_01164
OG0000785	Prax.g_01888	Syat.g_01166
OG0000786	Prax.g_01886	Syat.g_01170
OG0000787	Prax.g_01885	Syat.g_01171
OG0000788	Prax.g_01876	Syat.g_00087
OG0000789	Prax.g_01873	Syat.g_00845
OG0000790	Prax.g_01858	Syat.g_01300
OG0000791	Prax.g_01856	Syat.g_01302
OG0000792	Prax.g_01855	Syat.g_01303
OG0000793	Prax.g_01852	Syat.g_01412
OG0000794	Prax.g_01851	Syat.g_01414
OG0000795	Prax.g_01850	Syat.g_01416
OG0000796	Prax.g_01846	Syat.g_01422
OG0000797	Prax.g_01845	Syat.g_01423
OG0000798	Prax.g_01819	Syat.g_02057, Syat.g_01214
OG0000799	Prax.g_01751	Syat.g_01256
OG0000800	Prax.g_01750	Syat.g_01255
OG0000801	Prax.g_01749	Syat.g_01253
OG0000802	Prax.g_01747	Syat.g_01245
OG0000803	Prax.g_01745	Syat.g_01241
OG0000804	Prax.g_01744	Syat.g_01238
OG0000805	Prax.g_01742	Syat.g_01236
OG0000806	Prax.g_01740	Syat.g_01234
OG0000807	Prax.g_01739	Syat.g_01233
OG0000808	Prax.g_01738	Syat.g_01232
OG0000809	Prax.g_01735	Syat.g_01229
OG0000810	Prax.g_01734	Syat.g_01228
OG0000811	Prax.g_01725	Syat.g_01186
OG0000812	Prax.g_01723	Syat.g_01182
OG0000813	Prax.g_01722	Syat.g_01181
OG0000814	Prax.g_01720	Syat.g_01179
OG0000815	Prax.g_01719	Syat.g_01177
OG0000816	Prax.g_01717	Syat.g_01175
OG0000817	Prax.g_01716	Syat.g_01279
OG0000818	Prax.g_01711	Syat.g_01325
OG0000819	Prax.g_01710	Syat.g_01326
OG0000820	Prax.g_01709	Syat.g_01327
OG0000821	Prax.g_01705	Syat.g_01333
OG0000822	Prax.g_01704	Syat.g_01335
OG0000823	Prax.g_01703	Syat.g_01336
OG0000824	Prax.g_01700	Syat.g_01342
OG0000825	Prax.g_01699	Syat.g_01343
OG0000826	Prax.g_01698	Syat.g_01344
OG0000827	Prax.g_01697	Syat.g_01345
OG0000828	Prax.g_01694	Syat.g_01348
OG0000829	Prax.g_01693	Syat.g_01349
OG0000830	Prax.g_01692	Syat.g_01350
OG0000831	Prax.g_01690	Syat.g_01353
OG0000832	Prax.g_01684	Syat.g_02982
OG0000833	Prax.g_01676	Syat.g_03072
OG0000834	Prax.g_01675	Syat.g_03073
OG0000835	Prax.g_01674	Syat.g_03075
OG0000836	Prax.g_01673	Syat.g_03078
OG0000837	Prax.g_01672	Syat.g_03079
OG0000838	Prax.g_01670	Syat.g_03083
OG0000839	Prax.g_01669	Syat.g_03084
OG0000840	Prax.g_01668	Syat.g_03085
OG0000841	Prax.g_01667	Syat.g_03086
OG0000842	Prax.g_01666	Syat.g_03087
OG0000843	Prax.g_01665	Syat.g_03088
OG0000844	Prax.g_01664	Syat.g_03090
OG0000845	Prax.g_01663	Syat.g_03091
OG0000846	Prax.g_01662	Syat.g_03092
OG0000847	Prax.g_01661	Syat.g_03093
OG0000848	Prax.g_01660	Syat.g_03095
OG0000849	Prax.g_01659	Syat.g_03096
OG0000850	Prax.g_01657	Syat.g_03098
OG0000851	Prax.g_01656	Syat.g_03101
OG0000852	Prax.g_01655	Syat.g_03102
OG0000853	Prax.g_01651	Syat.g_03106
OG0000854	Prax.g_01649	Syat.g_03108
OG0000855	Prax.g_01648	Syat.g_03109
OG0000856	Prax.g_01633	Syat.g_03305
OG0000857	Prax.g_01605	Syat.g_00500
OG0000858	Prax.g_01565	Syat.g_03114
OG0000859	Prax.g_01564	Syat.g_03115
OG0000860	Prax.g_01557	Syat.g_03126
OG0000861	Prax.g_01556	Syat.g_03127
OG0000862	Prax.g_01555	Syat.g_03136
OG0000863	Prax.g_01553	Syat.g_03138
OG0000864	Prax.g_01552	Syat.g_03139
OG0000865	Prax.g_01551	Syat.g_03140
OG0000866	Prax.g_01550	Syat.g_03141
OG0000867	Prax.g_01549	Syat.g_03142
OG0000868	Prax.g_01548	Syat.g_03067
OG0000869	Prax.g_01544	Syat.g_03054
OG0000870	Prax.g_01539	Syat.g_03049
OG0000871	Prax.g_01538	Syat.g_03048
OG0000872	Prax.g_01537	Syat.g_03042
OG0000873	Prax.g_01534	Syat.g_03039
OG0000874	Prax.g_01531	Syat.g_03037
OG0000875	Prax.g_01530	Syat.g_03035
OG0000876	Prax.g_01529	Syat.g_00745
OG0000877	Prax.g_01527	Syat.g_03024
OG0000878	Prax.g_01526	Syat.g_03023
OG0000879	Prax.g_01525	Syat.g_03022
OG0000880	Prax.g_01524	Syat.g_03021
OG0000881	Prax.g_01520	Syat.g_03016
OG0000882	Prax.g_01515	Syat.g_03011
OG0000883	Prax.g_01513	Syat.g_03007
OG0000884	Prax.g_01511	Syat.g_03005
OG0000885	Prax.g_01510	Syat.g_03004
OG0000886	Prax.g_01509	Syat.g_03003
OG0000887	Prax.g_01508	Syat.g_03002
OG0000888	Prax.g_01506	Syat.g_03000
OG0000889	Prax.g_01504	Syat.g_02997
OG0000890	Prax.g_01503	Syat.g_02994
OG0000891	Prax.g_01502	Syat.g_02993
OG0000892	Prax.g_01257	Syat.g_02992
OG0000893	Prax.g_01262	Syat.g_01864
OG0000894	Prax.g_01264	Syat.g_01860
OG0000895	Prax.g_01267	Syat.g_01856
OG0000896	Prax.g_01268	Syat.g_01855
OG0000897	Prax.g_01270	Syat.g_01853
OG0000898	Prax.g_01271	Syat.g_01852
OG0000899	Prax.g_01272	Syat.g_01851
OG0000900	Prax.g_01273	Syat.g_01850
OG0000901	Prax.g_01276	Syat.g_01845
OG0000902	Prax.g_01278	Syat.g_01843
OG0000903	Prax.g_01281	Syat.g_01830
OG0000904	Prax.g_01283	Syat.g_01834
OG0000905	Prax.g_01288	Syat.g_01839
OG0000906	Prax.g_01289	Syat.g_01841
OG0000907	Prax.g_01296	Syat.g_01828
OG0000908	Prax.g_01299	Syat.g_01825
OG0000909	Prax.g_01300	Syat.g_01824
OG0000910	Prax.g_01301	Syat.g_01823
OG0000911	Prax.g_01303	Syat.g_01821
OG0000912	Prax.g_01304	Syat.g_01820
OG0000913	Prax.g_01305	Syat.g_01819
OG0000914	Prax.g_01306	Syat.g_01818
OG0000915	Prax.g_01307	Syat.g_01816
OG0000916	Prax.g_01308	Syat.g_01815
OG0000917	Prax.g_01309	Syat.g_01814
OG0000918	Prax.g_01310	Syat.g_01813
OG0000919	Prax.g_01311	Syat.g_01812
OG0000920	Prax.g_01312	Syat.g_01811
OG0000921	Prax.g_01313	Syat.g_01810
OG0000922	Prax.g_01314	Syat.g_01809
OG0000923	Prax.g_01318	Syat.g_01805
OG0000924	Prax.g_01319	Syat.g_01804
OG0000925	Prax.g_01320	Syat.g_01803
OG0000926	Prax.g_01321	Syat.g_01802
OG0000927	Prax.g_01323	Syat.g_01800
OG0000928	Prax.g_01324	Syat.g_01799
OG0000929	Prax.g_01325	Syat.g_01798
OG0000930	Prax.g_01326	Syat.g_01797
OG0000931	Prax.g_01327	Syat.g_01796
OG0000932	Prax.g_01328	Syat.g_01794
OG0000933	Prax.g_01332	Syat.g_01788
OG0000934	Prax.g_01334	Syat.g_01786
OG0000935	Prax.g_01335	Syat.g_01665
OG0000936	Prax.g_01336	Syat.g_01664
OG0000937	Prax.g_01337	Syat.g_01663
OG0000938	Prax.g_01339	Syat.g_01659
OG0000939	Prax.g_01340	Syat.g_01658
OG0000940	Prax.g_01347	Syat.g_01651
OG0000941	Prax.g_01349	Syat.g_01649
OG0000942	Prax.g_01351	Syat.g_01647
OG0000943	Prax.g_01352	Syat.g_01646
OG0000944	Prax.g_01353	Syat.g_01644
OG0000945	Prax.g_01354	Syat.g_01643
OG0000946	Prax.g_01358	Syat.g_01633
OG0000947	Prax.g_01360	Syat.g_01630
OG0000948	Prax.g_01361	Syat.g_01629
OG0000949	Prax.g_01364	Syat.g_02142
OG0000950	Prax.g_01369	Syat.g_02152
OG0000951	Prax.g_01373	Syat.g_02157
OG0000952	Prax.g_01377	Syat.g_02162
OG0000953	Prax.g_01380	Syat.g_02166
OG0000954	Prax.g_01384	Syat.g_02187
OG0000955	Prax.g_01385	Syat.g_02188
OG0000956	Prax.g_01387	Syat.g_02191
OG0000957	Prax.g_01392	Syat.g_02204
OG0000958	Prax.g_01393	Syat.g_02205
OG0000959	Prax.g_01397	Syat.g_02212
OG0000960	Prax.g_01398	Syat.g_02213
OG0000961	Prax.g_01400	Syat.g_02873
OG0000962	Prax.g_01402	Syat.g_02223
OG0000963	Prax.g_01406	Syat.g_02226
OG0000964	Prax.g_01407	Syat.g_02227
OG0000965	Prax.g_01408	Syat.g_02228
OG0000966	Prax.g_01415	Syat.g_02259
OG0000967	Prax.g_01420	Syat.g_02263
OG0000968	Prax.g_01422	Syat.g_02269
OG0000969	Prax.g_01423	Syat.g_02271
OG0000970	Prax.g_01424	Syat.g_02272
OG0000971	Prax.g_01425	Syat.g_02274
OG0000972	Prax.g_01426	Syat.g_02275
OG0000973	Prax.g_01427	Syat.g_02276
OG0000974	Prax.g_01428	Syat.g_02277
OG0000975	Prax.g_01429	Syat.g_02278
OG0000976	Prax.g_01430	Syat.g_02279
OG0000977	Prax.g_01431	Syat.g_02281
OG0000978	Prax.g_01432	Syat.g_02283
OG0000979	Prax.g_01435	Syat.g_02286
OG0000980	Prax.g_01437	Syat.g_02289
OG0000981	Prax.g_01439	Syat.g_02292
OG0000982	Prax.g_01441	Syat.g_02691
OG0000983	Prax.g_01442	Syat.g_02690
OG0000984	Prax.g_01443	Syat.g_02689
OG0000985	Prax.g_01446	Syat.g_02685
OG0000986	Prax.g_01448	Syat.g_02680
OG0000987	Prax.g_01449	Syat.g_02678
OG0000988	Prax.g_01452	Syat.g_02672
OG0000989	Prax.g_01455	Syat.g_02657
OG0000990	Prax.g_01458	Syat.g_02500
OG0000991	Prax.g_01459	Syat.g_02503
OG0000992	Prax.g_01461	Syat.g_02507
OG0000993	Prax.g_01462	Syat.g_02508
OG0000994	Prax.g_01463	Syat.g_02512
OG0000995	Prax.g_01467	Syat.g_02517
OG0000996	Prax.g_01468	Syat.g_02446
OG0000997	Prax.g_01469	Syat.g_02417
OG0000998	Prax.g_01471	Syat.g_02415
OG0000999	Prax.g_01472	Syat.g_02414
OG0001001	Prax.g_01477	Syat.g_02400
OG0001002	Prax.g_01481	Syat.g_02394
OG0001003	Prax.g_01482	Syat.g_02392
OG0001004	Prax.g_01483	Syat.g_02391
OG0001005	Prax.g_01484	Syat.g_02390
OG0001006	Prax.g_01488	Syat.g_02378
OG0001007	Prax.g_01490	Syat.g_02376
OG0001008	Prax.g_00763	Syat.g_02971
OG0001009	Prax.g_00286	Syat.g_02311
OG0001010	Prax.g_00285	Syat.g_02310
OG0001011	Prax.g_00284	Syat.g_02308
OG0001012	Prax.g_00270	Syat.g_01004
OG0001013	Prax.g_00623	Syat.g_02716
OG0001014	Prax.g_00626	Syat.g_02721
OG0001015	Prax.g_00627	Syat.g_02722
OG0001016	Prax.g_00644	Syat.g_01474
OG0001017	Prax.g_00648	Syat.g_01480
OG0001018	Prax.g_00651	Syat.g_01482
OG0001019	Prax.g_00660	Syat.g_01532
OG0001020	Prax.g_01128	Syat.g_01539
OG0001021	Prax.g_01127	Syat.g_01552
OG0001022	Prax.g_01124	Syat.g_01555
OG0001023	Prax.g_01123	Syat.g_01556
OG0001024	Prax.g_01120	Syat.g_01560
OG0001025	Prax.g_01114	Syat.g_01566
OG0001026	Prax.g_01108	Syat.g_01582
OG0001027	Prax.g_01107	Syat.g_02947
OG0001028	Prax.g_01105	Syat.g_02944
OG0001029	Prax.g_01103	Syat.g_02942
OG0001030	Prax.g_01088	Syat.g_02922
OG0001031	Prax.g_01032	Syat.g_02836
OG0001032	Prax.g_01031	Syat.g_02834
OG0001033	Prax.g_01010	Syat.g_02784
OG0001034	Prax.g_00982	Syat.g_01448
OG0001035	Prax.g_00921	Syat.g_01885
OG0001036	Prax.g_00916	Syat.g_01939
OG0001037	Prax.g_00915	Syat.g_01941
OG0001038	Prax.g_00897	Syat.g_02058
OG0001039	Prax.g_00894	Syat.g_02061
OG0001040	Prax.g_00892	Syat.g_02064
OG0001041	Prax.g_00888	Syat.g_02070
OG0001042	Prax.g_00871	Syat.g_02100
OG0001043	Prax.g_00870	Syat.g_02103
OG0001044	Prax.g_00840	Syat.g_01615
OG0001045	Prax.g_00831	Syat.g_01602
OG0001046	Prax.g_00795	Syat.g_00552
OG0001047	Prax.g_00761	Syat.g_02973
OG0001048	Prax.g_00760	Syat.g_02974
OG0001049	Prax.g_00758	Syat.g_01290
OG0001050	Prax.g_00757	Syat.g_01289
OG0001051	Prax.g_00756	Syat.g_01288
OG0001052	Prax.g_00731	Syat.g_01375
OG0001053	Prax.g_00719	Syat.g_03173
OG0001054	Prax.g_00703	Syat.g_03192
OG0001055	Prax.g_00684	Syat.g_03224
OG0001056	Prax.g_00665	Syat.g_03275
OG0001057	Prax.g_00002	Syat.g_00102
OG0001058	Prax.g_00010	Syat.g_00079
OG0001059	Prax.g_00014	Syat.g_00075
OG0001061	Prax.g_00034	Syat.g_00051
OG0001062	Prax.g_00036	Syat.g_00048
OG0001063	Prax.g_00038	Syat.g_00042
OG0001064	Prax.g_00039	Syat.g_00041
OG0001065	Prax.g_00040	Syat.g_00040
OG0001066	Prax.g_00041	Syat.g_00039
OG0001067	Prax.g_00042	Syat.g_00038
OG0001068	Prax.g_00043	Syat.g_00037
OG0001069	Prax.g_00044	Syat.g_00036
OG0001070	Prax.g_00047	Syat.g_00032
OG0001071	Prax.g_00048	Syat.g_00031
OG0001072	Prax.g_00049	Syat.g_00028
OG0001073	Prax.g_00063	Syat.g_00009
OG0001074	Prax.g_00074	Syat.g_01015
OG0001075	Prax.g_00075	Syat.g_01037
OG0001076	Prax.g_00083	Syat.g_03315
OG0001077	Prax.g_00087	Syat.g_03290
OG0001078	Prax.g_00095	Syat.g_00118
OG0001079	Prax.g_00106	Syat.g_00378
OG0001080	Prax.g_00112	Syat.g_00368
OG0001081	Prax.g_00114	Syat.g_00366
OG0001082	Prax.g_00115	Syat.g_00365
OG0001083	Prax.g_00120	Syat.g_00390
OG0001084	Prax.g_00121	Syat.g_00391
OG0001085	Prax.g_00972	Syat.g_00408
OG0001086	Prax.g_00971	Syat.g_00410
OG0001087	Prax.g_00954	Syat.g_03277
OG0001088	Prax.g_00953	Syat.g_02496
OG0001089	Prax.g_00945	Syat.g_00818
OG0001090	Prax.g_00484	Syat.g_00659
OG0001091	Prax.g_00482	Syat.g_00661
OG0001092	Prax.g_00481	Syat.g_00663
OG0001093	Prax.g_00476	Syat.g_00669
OG0001094	Prax.g_00379	Syat.g_00473
OG0001095	Prax.g_00360	Syat.g_00497
OG0001096	Prax.g_00347	Syat.g_00516
OG0001097	Prax.g_00328	Syat.g_00743
OG0001098	Prax.g_00313	Syat.g_01672
OG0001099	Prax.g_00550	Syat.g_02943
OG0001100	Prax.g_00554	Syat.g_00418
OG0001101	Prax.g_00556	Syat.g_00420
OG0001102	Prax.g_00558	Syat.g_00423
OG0001103	Prax.g_00560	Syat.g_00425
OG0001104	Prax.g_00583	Syat.g_00458
OG0001105	Prax.g_00587	Syat.g_00461
OG0001106	Prax.g_00611	Syat.g_00598
OG0001107	Prax.g_00618	Syat.g_00580
OG0001108	Prax.g_01131	Syat.g_00570
OG0001109	Prax.g_01132	Syat.g_00568
OG0001110	Prax.g_01134	Syat.g_00566
OG0001111	Prax.g_01135	Syat.g_00564
OG0001112	Prax.g_01136	Syat.g_00562
OG0001113	Prax.g_01137	Syat.g_00561
OG0001114	Prax.g_01138	Syat.g_00560
OG0001115	Prax.g_01140	Syat.g_00557
OG0001116	Prax.g_01141	Syat.g_00555
OG0001117	Prax.g_01142	Syat.g_00554
OG0001118	Prax.g_01143	Syat.g_00553
OG0001119	Prax.g_01144	Syat.g_00551
OG0001120	Prax.g_01146	Syat.g_00546
OG0001122	Prax.g_01176	Syat.g_00711
OG0001123	Prax.g_01180	Syat.g_00704
OG0001124	Prax.g_01182	Syat.g_00702
OG0001125	Prax.g_01183	Syat.g_00700
OG0001126	Prax.g_01193	Syat.g_00790
OG0001127	Prax.g_01194	Syat.g_00789
OG0001128	Prax.g_01196	Syat.g_00786
OG0001129	Prax.g_01197	Syat.g_00784
OG0001130	Prax.g_01198	Syat.g_00783
OG0001131	Prax.g_01235	Syat.g_01674
OG0001132	Prax.g_01245	Syat.g_00965
OG0001133	Prax.g_00146	Syat.g_03311
OG0001136	Prax.g_00197	Syat.g_03257
OG0001137	Prax.g_00208	Syat.g_00306
OG0001138	Prax.g_00226	Syat.g_00214
OG0001139	Prax.g_00227	Syat.g_00209
OG0001140	Prax.g_00228	Syat.g_00208
OG0001141	Prax.g_00229	Syat.g_00207
OG0001142	Prax.g_00230	Syat.g_00206
OG0001143	Prax.g_00237	Syat.g_00925
OG0001144	Prax.g_00242	Syat.g_00906
OG0001145	Prax.g_01907	Syat.g_01117
OG0001146	Prax.g_01895	Syat.g_01158
OG0001147	Prax.g_01877	Syat.g_01368
OG0001148	Prax.g_01861	Syat.g_01297
OG0001149	Prax.g_01860	Syat.g_01298
OG0001150	Prax.g_01859	Syat.g_01299
OG0001151	Prax.g_01848	Syat.g_01420
OG0001152	Prax.g_01847	Syat.g_01421
OG0001153	Prax.g_01696	Syat.g_01346
OG0001154	Prax.g_01695	Syat.g_01347
OG0001155	Prax.g_01683	Syat.g_02774
OG0001156	Prax.g_01680	Syat.g_02978
OG0001157	Prax.g_01679	Syat.g_02977
OG0001158	Prax.g_01678	Syat.g_02976
OG0001159	Prax.g_01677	Syat.g_02975
OG0001160	Prax.g_01653	Syat.g_03104
OG0001161	Prax.g_01640	Syat.g_02384
OG0001162	Prax.g_01629	Syat.g_01528
OG0001163	Prax.g_01567	Syat.g_03112
OG0001164	Prax.g_01563	Syat.g_03116
OG0001165	Prax.g_01560	Syat.g_03121
OG0001166	Prax.g_01540	Syat.g_03050
OG0001167	Prax.g_01523	Syat.g_03019
OG0001168	Prax.g_01521	Syat.g_03017
OG0001169	Prax.g_01519	Syat.g_03015
OG0001170	Prax.g_01517	Syat.g_03013
OG0001171	Prax.g_01507	Syat.g_03001
OG0001172	Prax.g_01265	Syat.g_01858
OG0001173	Prax.g_01266	Syat.g_01857
OG0001174	Prax.g_01274	Syat.g_01849
OG0001175	Prax.g_01275	Syat.g_01848
OG0001176	Prax.g_01282	Syat.g_01831
OG0001178	Prax.g_01290	Syat.g_03137
OG0001180	Prax.g_01344	Syat.g_01654
