Orthogroup	Prax	Prab
OG0000561	Prax.g_00016	Prab.g_00559
OG0000562	Prax.g_00017	Prab.g_00560
OG0000563	Prax.g_00018	Prab.g_00561
OG0000564	Prax.g_00019	Prab.g_00562
OG0000565	Prax.g_00022	Prab.g_00565
OG0000566	Prax.g_00024	Prab.g_00568
OG0000567	Prax.g_00028	Prab.g_00572
OG0000568	Prax.g_00029	Prab.g_00573
OG0000569	Prax.g_00030	Prab.g_00574
OG0000570	Prax.g_00031	Prab.g_00575
OG0000571	Prax.g_00033	Prab.g_00577
OG0000572	Prax.g_00046	Prab.g_00590
OG0000573	Prax.g_00051	Prab.g_00596
OG0000574	Prax.g_00052	Prab.g_00597
OG0000575	Prax.g_00056	Prab.g_00601
OG0000576	Prax.g_00058	Prab.g_00603
OG0000577	Prax.g_00059	Prab.g_00604
OG0000578	Prax.g_00060	Prab.g_00605
OG0000579	Prax.g_00061	Prab.g_00606
OG0000580	Prax.g_00062	Prab.g_00607
OG0000581	Prax.g_00064	Prab.g_00609
OG0000582	Prax.g_00067	Prab.g_00612
OG0000583	Prax.g_00068	Prab.g_00613
OG0000584	Prax.g_00069	Prab.g_00614
OG0000585	Prax.g_00071	Prab.g_00616
OG0000586	Prax.g_00072	Prab.g_00617
OG0000587	Prax.g_00073	Prab.g_00618
OG0000588	Prax.g_00077	Prab.g_00622
OG0000589	Prax.g_00080	Prab.g_00625
OG0000590	Prax.g_00081	Prab.g_00626
OG0000591	Prax.g_00084	Prab.g_00630
OG0000592	Prax.g_00085	Prab.g_00631
OG0000593	Prax.g_00091	Prab.g_00637
OG0000594	Prax.g_00092	Prab.g_00638
OG0000595	Prax.g_00093	Prab.g_00639
OG0000596	Prax.g_00097	Prab.g_00643
OG0000597	Prax.g_00099	Prab.g_00645
OG0000598	Prax.g_00100	Prab.g_00646
OG0000599	Prax.g_00103	Prab.g_00649
OG0000600	Prax.g_00104	Prab.g_00650
OG0000601	Prax.g_00105	Prab.g_00651
OG0000602	Prax.g_00107	Prab.g_00653
OG0000603	Prax.g_00108	Prab.g_00654
OG0000604	Prax.g_00109	Prab.g_00655
OG0000605	Prax.g_00110	Prab.g_00656
OG0000606	Prax.g_00113	Prab.g_00659
OG0000607	Prax.g_00116	Prab.g_00662
OG0000608	Prax.g_00117	Prab.g_00663
OG0000609	Prax.g_00118	Prab.g_00664
OG0000610	Prax.g_00123	Prab.g_00669
OG0000611	Prax.g_00975	Prab.g_00672
OG0000612	Prax.g_00974	Prab.g_00673
OG0000613	Prax.g_00969	Prab.g_00678
OG0000614	Prax.g_00950	Prab.g_00697
OG0000615	Prax.g_00942	Prab.g_00705
OG0000616	Prax.g_00938	Prab.g_00711
OG0000617	Prax.g_00479	Prab.g_00729
OG0000618	Prax.g_00478	Prab.g_00730
OG0000619	Prax.g_00477	Prab.g_00731
OG0000620	Prax.g_00474	Prab.g_00734
OG0000621	Prax.g_00473	Prab.g_00735
OG0000622	Prax.g_00472	Prab.g_00736
OG0000623	Prax.g_00471	Prab.g_00737
OG0000624	Prax.g_00470	Prab.g_00738
OG0000625	Prax.g_00469	Prab.g_00739
OG0000626	Prax.g_00468	Prab.g_00740
OG0000627	Prax.g_00467	Prab.g_00741
OG0000628	Prax.g_00466	Prab.g_00742
OG0000629	Prax.g_00465	Prab.g_00743
OG0000630	Prax.g_00462	Prab.g_00746
OG0000631	Prax.g_00382	Prab.g_00831
OG0000632	Prax.g_00381	Prab.g_00832
OG0000633	Prax.g_00380	Prab.g_00833
OG0000634	Prax.g_00377	Prab.g_00836
OG0000635	Prax.g_00376	Prab.g_00837
OG0000636	Prax.g_00374	Prab.g_00839
OG0000637	Prax.g_00372	Prab.g_00841
OG0000638	Prax.g_00371	Prab.g_00842
OG0000639	Prax.g_00370	Prab.g_00843
OG0000640	Prax.g_00369	Prab.g_00844
OG0000641	Prax.g_00365	Prab.g_00848
OG0000642	Prax.g_00364	Prab.g_00849
OG0000643	Prax.g_00363	Prab.g_00850
OG0000644	Prax.g_00362	Prab.g_00851
OG0000645	Prax.g_00361	Prab.g_00852
OG0000646	Prax.g_00359	Prab.g_00854
OG0000647	Prax.g_00358	Prab.g_00855
OG0000648	Prax.g_00356	Prab.g_00857
OG0000649	Prax.g_00355	Prab.g_00858
OG0000650	Prax.g_00354	Prab.g_00859
OG0000651	Prax.g_00353	Prab.g_00860
OG0000652	Prax.g_00352	Prab.g_00861
OG0000653	Prax.g_00350	Prab.g_00863
OG0000654	Prax.g_00349	Prab.g_00864
OG0000655	Prax.g_00348	Prab.g_00865
OG0000656	Prax.g_00345	Prab.g_00868
OG0000657	Prax.g_00337	Prab.g_00875
OG0000658	Prax.g_00336	Prab.g_00876
OG0000659	Prax.g_00335	Prab.g_00877
OG0000660	Prax.g_00331	Prab.g_00881
OG0000661	Prax.g_00329	Prab.g_00883
OG0000662	Prax.g_00327	Prab.g_00885
OG0000663	Prax.g_00325	Prab.g_00887
OG0000664	Prax.g_00324	Prab.g_00888
OG0000665	Prax.g_00320	Prab.g_00892
OG0000666	Prax.g_00319	Prab.g_00893
OG0000667	Prax.g_00315	Prab.g_00898
OG0000668	Prax.g_00546	Prab.g_01084
OG0000669	Prax.g_00553	Prab.g_01076
OG0000670	Prax.g_00555	Prab.g_01074
OG0000671	Prax.g_00557	Prab.g_01072
OG0000672	Prax.g_00559	Prab.g_01070
OG0000673	Prax.g_00562	Prab.g_01067
OG0000674	Prax.g_00564	Prab.g_01065
OG0000675	Prax.g_00565	Prab.g_01064
OG0000676	Prax.g_00567	Prab.g_01062
OG0000677	Prax.g_00568	Prab.g_01061
OG0000678	Prax.g_00570	Prab.g_01059
OG0000679	Prax.g_00574	Prab.g_01055
OG0000680	Prax.g_00575	Prab.g_01054
OG0000681	Prax.g_00578	Prab.g_01052
OG0000682	Prax.g_00579	Prab.g_01051
OG0000683	Prax.g_00580	Prab.g_01050
OG0000684	Prax.g_00582	Prab.g_01048
OG0000685	Prax.g_00584	Prab.g_01046
OG0000686	Prax.g_00585	Prab.g_01045
OG0000687	Prax.g_00586	Prab.g_01044
OG0000688	Prax.g_00589	Prab.g_01041
OG0000689	Prax.g_00590	Prab.g_01040
OG0000690	Prax.g_00591	Prab.g_01039
OG0000691	Prax.g_00592	Prab.g_01038
OG0000692	Prax.g_00594	Prab.g_01036
OG0000693	Prax.g_00595	Prab.g_01035
OG0000694	Prax.g_00596	Prab.g_01034
OG0000695	Prax.g_00598	Prab.g_01032
OG0000696	Prax.g_00599	Prab.g_01031
OG0000697	Prax.g_00600	Prab.g_01030
OG0000698	Prax.g_00603	Prab.g_01027
OG0000699	Prax.g_00604	Prab.g_01026
OG0000700	Prax.g_00605	Prab.g_01025
OG0000701	Prax.g_00606	Prab.g_01024
OG0000702	Prax.g_00608	Prab.g_01022
OG0000703	Prax.g_00609	Prab.g_01021
OG0000704	Prax.g_00610	Prab.g_01020
OG0000705	Prax.g_00614	Prab.g_01016
OG0000706	Prax.g_00615	Prab.g_01015
OG0000707	Prax.g_00616	Prab.g_01014
OG0000708	Prax.g_00617	Prab.g_01013
OG0000709	Prax.g_01130	Prab.g_01009
OG0000710	Prax.g_01133	Prab.g_01006
OG0000711	Prax.g_01150	Prab.g_00989
OG0000712	Prax.g_01152	Prab.g_00987
OG0000713	Prax.g_01153	Prab.g_00986
OG0000714	Prax.g_01154	Prab.g_00985
OG0000715	Prax.g_01156	Prab.g_00983
OG0000716	Prax.g_01158	Prab.g_00981
OG0000717	Prax.g_01159	Prab.g_00980
OG0000718	Prax.g_01173	Prab.g_00960
OG0000719	Prax.g_01175	Prab.g_00958
OG0000720	Prax.g_01184	Prab.g_00949
OG0000721	Prax.g_01186	Prab.g_00947
OG0000722	Prax.g_01187	Prab.g_00946
OG0000723	Prax.g_01190	Prab.g_00943
OG0000724	Prax.g_01199	Prab.g_00934
OG0000725	Prax.g_01205	Prab.g_00928
OG0000726	Prax.g_01206	Prab.g_00927
OG0000727	Prax.g_01207	Prab.g_00926
OG0000728	Prax.g_01209	Prab.g_00924
OG0000729	Prax.g_01256	Prab.g_01146
OG0000730	Prax.g_00126	Prab.g_01150
OG0000731	Prax.g_00130	Prab.g_01154
OG0000732	Prax.g_00140	Prab.g_01164
OG0000733	Prax.g_00162	Prab.g_01187
OG0000734	Prax.g_00185	Prab.g_01204
OG0000735	Prax.g_00187	Prab.g_01206
OG0000736	Prax.g_00188	Prab.g_01207
OG0000737	Prax.g_00189	Prab.g_01208
OG0000738	Prax.g_00193	Prab.g_01212
OG0000739	Prax.g_00194	Prab.g_01213
OG0000740	Prax.g_00195	Prab.g_01214
OG0000741	Prax.g_00196	Prab.g_01215
OG0000742	Prax.g_00199	Prab.g_01218
OG0000743	Prax.g_00201	Prab.g_01220
OG0000744	Prax.g_00202	Prab.g_01221
OG0000745	Prax.g_00203	Prab.g_01222
OG0000746	Prax.g_00205	Prab.g_01224
OG0000747	Prax.g_00206	Prab.g_01225
OG0000748	Prax.g_00209	Prab.g_01228
OG0000749	Prax.g_00210	Prab.g_01229
OG0000750	Prax.g_00211	Prab.g_01230
OG0000751	Prax.g_00213	Prab.g_01232
OG0000752	Prax.g_00215	Prab.g_01234
OG0000753	Prax.g_00218	Prab.g_01237
OG0000754	Prax.g_00221	Prab.g_01240
OG0000755	Prax.g_00224	Prab.g_01243
OG0000756	Prax.g_00225	Prab.g_01244
OG0000757	Prax.g_00231	Prab.g_01250
OG0000758	Prax.g_00232	Prab.g_01251
OG0000759	Prax.g_00233	Prab.g_01252
OG0000760	Prax.g_00234	Prab.g_01253
OG0000761	Prax.g_00235	Prab.g_01254
OG0000762	Prax.g_00236	Prab.g_01255
OG0000763	Prax.g_00238	Prab.g_01257
OG0000764	Prax.g_00239	Prab.g_01258
OG0000765	Prax.g_00248	Prab.g_01267
OG0000766	Prax.g_00249	Prab.g_01268
OG0000767	Prax.g_00251	Prab.g_01270
OG0000768	Prax.g_00252	Prab.g_01271
OG0000769	Prax.g_00254	Prab.g_01273
OG0000770	Prax.g_00256	Prab.g_01275
OG0000771	Prax.g_01789	Prab.g_01284
OG0000772	Prax.g_01928	Prab.g_01303
OG0000773	Prax.g_01908	Prab.g_01317
OG0000774	Prax.g_01906	Prab.g_01319
OG0000775	Prax.g_01904	Prab.g_01321
OG0000776	Prax.g_01903	Prab.g_01322
OG0000777	Prax.g_01902	Prab.g_01323
OG0000778	Prax.g_01901	Prab.g_01324
OG0000779	Prax.g_01897	Prab.g_01328
OG0000780	Prax.g_01896	Prab.g_01329
OG0000781	Prax.g_01893	Prab.g_01332
OG0000782	Prax.g_01892	Prab.g_01333
OG0000783	Prax.g_01891	Prab.g_01334
OG0000784	Prax.g_01890	Prab.g_01335
OG0000785	Prax.g_01888	Prab.g_01337
OG0000786	Prax.g_01886	Prab.g_01339
OG0000787	Prax.g_01885	Prab.g_01340
OG0000788	Prax.g_01876	Prab.g_01348
OG0000789	Prax.g_01873	Prab.g_01351
OG0000790	Prax.g_01858	Prab.g_01365
OG0000791	Prax.g_01856	Prab.g_01367
OG0000792	Prax.g_01855	Prab.g_01368
OG0000793	Prax.g_01852	Prab.g_01371
OG0000794	Prax.g_01851	Prab.g_01372
OG0000795	Prax.g_01850	Prab.g_01373
OG0000796	Prax.g_01846	Prab.g_01377
OG0000797	Prax.g_01845	Prab.g_01378
OG0000798	Prax.g_01819	Prab.g_01411
OG0000799	Prax.g_01751	Prab.g_01448
OG0000800	Prax.g_01750	Prab.g_01449
OG0000801	Prax.g_01749	Prab.g_01450
OG0000802	Prax.g_01747	Prab.g_01452
OG0000803	Prax.g_01745	Prab.g_01454
OG0000804	Prax.g_01744	Prab.g_01455
OG0000805	Prax.g_01742	Prab.g_01457
OG0000806	Prax.g_01740	Prab.g_01459
OG0000807	Prax.g_01739	Prab.g_01460
OG0000808	Prax.g_01738	Prab.g_01461
OG0000809	Prax.g_01735	Prab.g_01464
OG0000810	Prax.g_01734	Prab.g_01465
OG0000811	Prax.g_01725	Prab.g_01469
OG0000812	Prax.g_01723	Prab.g_01471
OG0000813	Prax.g_01722	Prab.g_01472
OG0000814	Prax.g_01720	Prab.g_01474
OG0000815	Prax.g_01719	Prab.g_01475
OG0000816	Prax.g_01717	Prab.g_01477
OG0000817	Prax.g_01716	Prab.g_01478
OG0000818	Prax.g_01711	Prab.g_01483
OG0000819	Prax.g_01710	Prab.g_01484
OG0000820	Prax.g_01709	Prab.g_01485
OG0000821	Prax.g_01705	Prab.g_01489
OG0000822	Prax.g_01704	Prab.g_01490
OG0000823	Prax.g_01703	Prab.g_01491
OG0000824	Prax.g_01700	Prab.g_01494
OG0000825	Prax.g_01699	Prab.g_01495
OG0000826	Prax.g_01698	Prab.g_01496
OG0000827	Prax.g_01697	Prab.g_01497
OG0000828	Prax.g_01694	Prab.g_01500
OG0000829	Prax.g_01693	Prab.g_01501
OG0000830	Prax.g_01692	Prab.g_01502
OG0000831	Prax.g_01690	Prab.g_01504
OG0000832	Prax.g_01684	Prab.g_01510
OG0000833	Prax.g_01676	Prab.g_01518
OG0000834	Prax.g_01675	Prab.g_01519
OG0000835	Prax.g_01674	Prab.g_01520
OG0000836	Prax.g_01673	Prab.g_01521
OG0000837	Prax.g_01672	Prab.g_01522
OG0000838	Prax.g_01670	Prab.g_01524
OG0000839	Prax.g_01669	Prab.g_01525
OG0000840	Prax.g_01668	Prab.g_01526
OG0000841	Prax.g_01667	Prab.g_01527
OG0000842	Prax.g_01666	Prab.g_01528
OG0000843	Prax.g_01665	Prab.g_01529
OG0000844	Prax.g_01664	Prab.g_01530
OG0000845	Prax.g_01663	Prab.g_01531
OG0000846	Prax.g_01662	Prab.g_01532
OG0000847	Prax.g_01661	Prab.g_01533
OG0000848	Prax.g_01660	Prab.g_01534
OG0000849	Prax.g_01659	Prab.g_01535
OG0000850	Prax.g_01657	Prab.g_01537
OG0000851	Prax.g_01656	Prab.g_01538
OG0000852	Prax.g_01655	Prab.g_01539
OG0000853	Prax.g_01651	Prab.g_01543
OG0000854	Prax.g_01649	Prab.g_01545
OG0000855	Prax.g_01648	Prab.g_01546
OG0000856	Prax.g_01633	Prab.g_01563
OG0000857	Prax.g_01605	Prab.g_01601
OG0000858	Prax.g_01565	Prab.g_01663
OG0000859	Prax.g_01564	Prab.g_01664
OG0000860	Prax.g_01557	Prab.g_01671
OG0000861	Prax.g_01556	Prab.g_01672
OG0000862	Prax.g_01555	Prab.g_01673
OG0000863	Prax.g_01553	Prab.g_01675
OG0000864	Prax.g_01552	Prab.g_01676
OG0000865	Prax.g_01551	Prab.g_01677
OG0000866	Prax.g_01550	Prab.g_01678
OG0000867	Prax.g_01549	Prab.g_01679
OG0000868	Prax.g_01548	Prab.g_01680
OG0000869	Prax.g_01544	Prab.g_01684
OG0000870	Prax.g_01539	Prab.g_01689
OG0000871	Prax.g_01538	Prab.g_01690
OG0000872	Prax.g_01537	Prab.g_01691
OG0000873	Prax.g_01534	Prab.g_01694
OG0000874	Prax.g_01531	Prab.g_01697
OG0000875	Prax.g_01530	Prab.g_01698
OG0000876	Prax.g_01529	Prab.g_01699
OG0000877	Prax.g_01527	Prab.g_01701
OG0000878	Prax.g_01526	Prab.g_01702
OG0000879	Prax.g_01525	Prab.g_01703
OG0000880	Prax.g_01524	Prab.g_01704
OG0000881	Prax.g_01520	Prab.g_01708
OG0000882	Prax.g_01515	Prab.g_01713
OG0000883	Prax.g_01513	Prab.g_01714
OG0000884	Prax.g_01511	Prab.g_01716
OG0000885	Prax.g_01510	Prab.g_01717
OG0000886	Prax.g_01509	Prab.g_01718
OG0000887	Prax.g_01508	Prab.g_01719
OG0000888	Prax.g_01506	Prab.g_01721
OG0000889	Prax.g_01504	Prab.g_01723
OG0000890	Prax.g_01503	Prab.g_01724
OG0000891	Prax.g_01502	Prab.g_01725
OG0000892	Prax.g_01257	Prab.g_01727
OG0000893	Prax.g_01262	Prab.g_01731
OG0000894	Prax.g_01264	Prab.g_01733
OG0000895	Prax.g_01267	Prab.g_01736
OG0000896	Prax.g_01268	Prab.g_01737
OG0000897	Prax.g_01270	Prab.g_01739
OG0000898	Prax.g_01271	Prab.g_01740
OG0000899	Prax.g_01272	Prab.g_01741
OG0000900	Prax.g_01273	Prab.g_01742
OG0000901	Prax.g_01276	Prab.g_01745
OG0000902	Prax.g_01278	Prab.g_01747
OG0000903	Prax.g_01281	Prab.g_01750
OG0000904	Prax.g_01283	Prab.g_01752
OG0000905	Prax.g_01288	Prab.g_01756
OG0000906	Prax.g_01289	Prab.g_01757
OG0000907	Prax.g_01296	Prab.g_01760
OG0000908	Prax.g_01299	Prab.g_01763
OG0000909	Prax.g_01300	Prab.g_01764
OG0000910	Prax.g_01301	Prab.g_01765
OG0000911	Prax.g_01303	Prab.g_01767
OG0000912	Prax.g_01304	Prab.g_01768
OG0000913	Prax.g_01305	Prab.g_01769
OG0000914	Prax.g_01306	Prab.g_01770
OG0000915	Prax.g_01307	Prab.g_01771
OG0000916	Prax.g_01308	Prab.g_01772
OG0000917	Prax.g_01309	Prab.g_01773
OG0000918	Prax.g_01310	Prab.g_01774
OG0000919	Prax.g_01311	Prab.g_01775
OG0000920	Prax.g_01312	Prab.g_01776
OG0000921	Prax.g_01313	Prab.g_01777
OG0000922	Prax.g_01314	Prab.g_01778
OG0000923	Prax.g_01318	Prab.g_01782
OG0000924	Prax.g_01319	Prab.g_01783
OG0000925	Prax.g_01320	Prab.g_01784
OG0000926	Prax.g_01321	Prab.g_01785
OG0000927	Prax.g_01323	Prab.g_01787
OG0000928	Prax.g_01324	Prab.g_01788
OG0000929	Prax.g_01325	Prab.g_01789
OG0000930	Prax.g_01326	Prab.g_01790
OG0000931	Prax.g_01327	Prab.g_01791
OG0000932	Prax.g_01328	Prab.g_01792
OG0000933	Prax.g_01332	Prab.g_01796
OG0000934	Prax.g_01334	Prab.g_01798
OG0000935	Prax.g_01335	Prab.g_01799
OG0000936	Prax.g_01336	Prab.g_01800
OG0000937	Prax.g_01337	Prab.g_01801
OG0000938	Prax.g_01339	Prab.g_01803
OG0000939	Prax.g_01340	Prab.g_01804
OG0000940	Prax.g_01347	Prab.g_01811
OG0000941	Prax.g_01349	Prab.g_01813
OG0000942	Prax.g_01351	Prab.g_01815
OG0000943	Prax.g_01352	Prab.g_01816
OG0000944	Prax.g_01353	Prab.g_01817
OG0000945	Prax.g_01354	Prab.g_01818
OG0000946	Prax.g_01358	Prab.g_01822
OG0000947	Prax.g_01360	Prab.g_01824
OG0000948	Prax.g_01361	Prab.g_01825
OG0000949	Prax.g_01364	Prab.g_01828
OG0000950	Prax.g_01369	Prab.g_01833
OG0000951	Prax.g_01373	Prab.g_01836
OG0000952	Prax.g_01377	Prab.g_01840
OG0000953	Prax.g_01380	Prab.g_01843
OG0000954	Prax.g_01384	Prab.g_01847
OG0000955	Prax.g_01385	Prab.g_01848
OG0000956	Prax.g_01387	Prab.g_01850
OG0000957	Prax.g_01392	Prab.g_01855
OG0000958	Prax.g_01393	Prab.g_01856
OG0000959	Prax.g_01397	Prab.g_01860
OG0000960	Prax.g_01398	Prab.g_01861
OG0000961	Prax.g_01400	Prab.g_01863
OG0000962	Prax.g_01402	Prab.g_01865
OG0000963	Prax.g_01406	Prab.g_01869
OG0000964	Prax.g_01407	Prab.g_01870
OG0000965	Prax.g_01408	Prab.g_01871
OG0000966	Prax.g_01415	Prab.g_01879
OG0000967	Prax.g_01420	Prab.g_01883
OG0000968	Prax.g_01422	Prab.g_01885
OG0000969	Prax.g_01423	Prab.g_01886
OG0000970	Prax.g_01424	Prab.g_01887
OG0000971	Prax.g_01425	Prab.g_01888
OG0000972	Prax.g_01426	Prab.g_01889
OG0000973	Prax.g_01427	Prab.g_01890
OG0000974	Prax.g_01428	Prab.g_01891
OG0000975	Prax.g_01429	Prab.g_01892
OG0000976	Prax.g_01430	Prab.g_01893
OG0000977	Prax.g_01431	Prab.g_01894
OG0000978	Prax.g_01432	Prab.g_01895
OG0000979	Prax.g_01435	Prab.g_01898
OG0000980	Prax.g_01437	Prab.g_01900
OG0000981	Prax.g_01439	Prab.g_01902
OG0000982	Prax.g_01441	Prab.g_01904
OG0000983	Prax.g_01442	Prab.g_01905
OG0000984	Prax.g_01443	Prab.g_01906
OG0000985	Prax.g_01446	Prab.g_01909
OG0000986	Prax.g_01448	Prab.g_01911
OG0000987	Prax.g_01449	Prab.g_01912
OG0000988	Prax.g_01452	Prab.g_01915
OG0000989	Prax.g_01455	Prab.g_01919
OG0000990	Prax.g_01458	Prab.g_01922
OG0000991	Prax.g_01459	Prab.g_01923
OG0000992	Prax.g_01461	Prab.g_01925
OG0000993	Prax.g_01462	Prab.g_01926
OG0000994	Prax.g_01463	Prab.g_01927
OG0000995	Prax.g_01467	Prab.g_01931
OG0000996	Prax.g_01468	Prab.g_01932
OG0000997	Prax.g_01469	Prab.g_01933
OG0000998	Prax.g_01471	Prab.g_01935
OG0000999	Prax.g_01472	Prab.g_01936
OG0001000	Prax.g_01475	Prab.g_01939
OG0001001	Prax.g_01477	Prab.g_01941
OG0001002	Prax.g_01481	Prab.g_01945
OG0001003	Prax.g_01482	Prab.g_01947
OG0001004	Prax.g_01483	Prab.g_01948
OG0001005	Prax.g_01484	Prab.g_01949
OG0001006	Prax.g_01488	Prab.g_01953
OG0001007	Prax.g_01490	Prab.g_01955
OG0001008	Prax.g_00763	Prab.g_00440
OG0001009	Prax.g_00286	Prab.g_00027
OG0001010	Prax.g_00285	Prab.g_00028
OG0001011	Prax.g_00284	Prab.g_00029
OG0001012	Prax.g_00270	Prab.g_00042
OG0001013	Prax.g_00623	Prab.g_00047
OG0001014	Prax.g_00626	Prab.g_00050
OG0001015	Prax.g_00627	Prab.g_00051
OG0001016	Prax.g_00644	Prab.g_00065
OG0001017	Prax.g_00648	Prab.g_00069
OG0001018	Prax.g_00651	Prab.g_00072
OG0001019	Prax.g_00660	Prab.g_00081
OG0001020	Prax.g_01128	Prab.g_00082
OG0001021	Prax.g_01127	Prab.g_00083
OG0001022	Prax.g_01124	Prab.g_00085
OG0001023	Prax.g_01123	Prab.g_00086
OG0001024	Prax.g_01120	Prab.g_00089
OG0001025	Prax.g_01114	Prab.g_00095
OG0001026	Prax.g_01108	Prab.g_00102
OG0001027	Prax.g_01107	Prab.g_00103
OG0001028	Prax.g_01105	Prab.g_00105
OG0001029	Prax.g_01103	Prab.g_00106
OG0001030	Prax.g_01088	Prab.g_00120
OG0001031	Prax.g_01032	Prab.g_00177
OG0001032	Prax.g_01031	Prab.g_00178
OG0001033	Prax.g_01010	Prab.g_00199
OG0001034	Prax.g_00982	Prab.g_00227
OG0001035	Prax.g_00921	Prab.g_00244
OG0001036	Prax.g_00916	Prab.g_00248
OG0001037	Prax.g_00915	Prab.g_00249
OG0001038	Prax.g_00897	Prab.g_00266
OG0001039	Prax.g_00894	Prab.g_00269
OG0001040	Prax.g_00892	Prab.g_00271
OG0001041	Prax.g_00888	Prab.g_00275
OG0001042	Prax.g_00871	Prab.g_00292
OG0001043	Prax.g_00870	Prab.g_00293
OG0001044	Prax.g_00840	Prab.g_00321
OG0001045	Prax.g_00831	Prab.g_00329
OG0001046	Prax.g_00795	Prab.g_00367
OG0001047	Prax.g_00761	Prab.g_00442
OG0001048	Prax.g_00760	Prab.g_00443
OG0001049	Prax.g_00758	Prab.g_00445
OG0001050	Prax.g_00757	Prab.g_00446
OG0001051	Prax.g_00756	Prab.g_00447
OG0001052	Prax.g_00731	Prab.g_00475
OG0001053	Prax.g_00719	Prab.g_00487
OG0001054	Prax.g_00703	Prab.g_00502
OG0001055	Prax.g_00684	Prab.g_00521
OG0001056	Prax.g_00665	Prab.g_00540
OG0001057	Prax.g_00002	Prab.g_00545
OG0001058	Prax.g_00010	Prab.g_00553
OG0001059	Prax.g_00014	Prab.g_00557
OG0001060	Prax.g_00021	Prab.g_00564
OG0001061	Prax.g_00034	Prab.g_00578
OG0001062	Prax.g_00036	Prab.g_00580
OG0001063	Prax.g_00038	Prab.g_00582
OG0001064	Prax.g_00039	Prab.g_00583
OG0001065	Prax.g_00040	Prab.g_00584
OG0001066	Prax.g_00041	Prab.g_00585
OG0001067	Prax.g_00042	Prab.g_00586
OG0001068	Prax.g_00043	Prab.g_00587
OG0001069	Prax.g_00044	Prab.g_00588
OG0001070	Prax.g_00047	Prab.g_00591
OG0001071	Prax.g_00048	Prab.g_00592
OG0001072	Prax.g_00049	Prab.g_00594
OG0001073	Prax.g_00063	Prab.g_00608
OG0001074	Prax.g_00074	Prab.g_00619
OG0001075	Prax.g_00075	Prab.g_00620
OG0001076	Prax.g_00083	Prab.g_00629
OG0001077	Prax.g_00087	Prab.g_00633
OG0001078	Prax.g_00095	Prab.g_00641
OG0001079	Prax.g_00106	Prab.g_00652
OG0001080	Prax.g_00112	Prab.g_00658
OG0001081	Prax.g_00114	Prab.g_00660
OG0001082	Prax.g_00115	Prab.g_00661
OG0001083	Prax.g_00120	Prab.g_00666
OG0001084	Prax.g_00121	Prab.g_00667
OG0001085	Prax.g_00972	Prab.g_00675
OG0001086	Prax.g_00971	Prab.g_00676
OG0001087	Prax.g_00954	Prab.g_00693
OG0001088	Prax.g_00953	Prab.g_00694
OG0001089	Prax.g_00945	Prab.g_00702
OG0001090	Prax.g_00484	Prab.g_00724
OG0001091	Prax.g_00482	Prab.g_00726
OG0001092	Prax.g_00481	Prab.g_00727
OG0001093	Prax.g_00476	Prab.g_00732
OG0001094	Prax.g_00379	Prab.g_00834
OG0001095	Prax.g_00360	Prab.g_00853
OG0001096	Prax.g_00347	Prab.g_00866
OG0001097	Prax.g_00328	Prab.g_00884
OG0001098	Prax.g_00313	Prab.g_00900
OG0001099	Prax.g_00550	Prab.g_01079
OG0001100	Prax.g_00554	Prab.g_01075
OG0001101	Prax.g_00556	Prab.g_01073
OG0001102	Prax.g_00558	Prab.g_01071
OG0001103	Prax.g_00560	Prab.g_01069
OG0001104	Prax.g_00583	Prab.g_01047
OG0001105	Prax.g_00587	Prab.g_01043
OG0001106	Prax.g_00611	Prab.g_01019
OG0001107	Prax.g_00618	Prab.g_01012
OG0001108	Prax.g_01131	Prab.g_01008
OG0001109	Prax.g_01132	Prab.g_01007
OG0001110	Prax.g_01134	Prab.g_01005
OG0001111	Prax.g_01135	Prab.g_01004
OG0001112	Prax.g_01136	Prab.g_01003
OG0001113	Prax.g_01137	Prab.g_01002
OG0001114	Prax.g_01138	Prab.g_01001
OG0001115	Prax.g_01140	Prab.g_00999
OG0001116	Prax.g_01141	Prab.g_00998
OG0001117	Prax.g_01142	Prab.g_00997
OG0001118	Prax.g_01143	Prab.g_00996
OG0001119	Prax.g_01144	Prab.g_00995
OG0001120	Prax.g_01146	Prab.g_00993
OG0001121	Prax.g_00159	Prab.g_01184
OG0001121	Prax.g_01149	Prab.g_00990
OG0001122	Prax.g_01176	Prab.g_00957
OG0001123	Prax.g_01180	Prab.g_00953
OG0001124	Prax.g_01182	Prab.g_00951
OG0001125	Prax.g_01183	Prab.g_00950
OG0001126	Prax.g_01193	Prab.g_00940
OG0001127	Prax.g_01194	Prab.g_00939
OG0001128	Prax.g_01196	Prab.g_00937
OG0001129	Prax.g_01197	Prab.g_00936
OG0001130	Prax.g_01198	Prab.g_00935
OG0001131	Prax.g_01235	Prab.g_01125
OG0001132	Prax.g_01245	Prab.g_01135
OG0001133	Prax.g_00146	Prab.g_01169
OG0001134	Prax.g_00161	Prab.g_01186
OG0001135	Prax.g_00164	Prab.g_01189
OG0001136	Prax.g_00197	Prab.g_01216
OG0001137	Prax.g_00208	Prab.g_01227
OG0001138	Prax.g_00226	Prab.g_01245
OG0001139	Prax.g_00227	Prab.g_01246
OG0001140	Prax.g_00228	Prab.g_01247
OG0001141	Prax.g_00229	Prab.g_01248
