Orthogroup	Prag	Syar
OG0000561	Prag.g_00534	Syar.g_02319
OG0000562	Prag.g_00535	Syar.g_02318
OG0000563	Prag.g_00536	Syar.g_02317
OG0000564	Prag.g_00537	Syar.g_02316
OG0000565	Prag.g_00540	Syar.g_02312
OG0000566	Prag.g_00542	Syar.g_02308
OG0000567	Prag.g_00546	Syar.g_02304
OG0000568	Prag.g_00547	Syar.g_02302
OG0000569	Prag.g_00548	Syar.g_02301
OG0000570	Prag.g_00549	Syar.g_02300
OG0000571	Prag.g_00551	Syar.g_02298
OG0000572	Prag.g_00564	Syar.g_02201
OG0000573	Prag.g_00570	Syar.g_02191
OG0000574	Prag.g_00571	Syar.g_02190
OG0000575	Prag.g_00575	Syar.g_03180
OG0000576	Prag.g_00577	Syar.g_02187
OG0000577	Prag.g_00578	Syar.g_02186
OG0000578	Prag.g_00579	Syar.g_02185
OG0000579	Prag.g_00580	Syar.g_02184
OG0000580	Prag.g_00581	Syar.g_02183
OG0000581	Prag.g_00583	Syar.g_02175
OG0000582	Prag.g_00586	Syar.g_02131
OG0000583	Prag.g_00587	Syar.g_02132
OG0000584	Prag.g_00588	Syar.g_02133
OG0000585	Prag.g_00590	Syar.g_02170
OG0000586	Prag.g_00591	Syar.g_02171
OG0000587	Prag.g_00592	Syar.g_02173
OG0000588	Prag.g_00596	Syar.g_02275
OG0000589	Prag.g_00599	Syar.g_02261
OG0000590	Prag.g_00600	Syar.g_02260
OG0000591	Prag.g_00603	Syar.g_02246
OG0000592	Prag.g_00604	Syar.g_02245
OG0000593	Prag.g_00610	Syar.g_02414
OG0000594	Prag.g_00611	Syar.g_02415
OG0000595	Prag.g_00612	Syar.g_02416
OG0000596	Prag.g_00616	Syar.g_02421
OG0000597	Prag.g_00618	Syar.g_02424
OG0000598	Prag.g_00619	Syar.g_02425
OG0000599	Prag.g_00622	Syar.g_02428
OG0000600	Prag.g_00623	Syar.g_02429
OG0000601	Prag.g_00624	Syar.g_02430
OG0000602	Prag.g_00626	Syar.g_02435
OG0000603	Prag.g_00627	Syar.g_02436
OG0000604	Prag.g_00628	Syar.g_02438
OG0000605	Prag.g_00629	Syar.g_02440
OG0000606	Prag.g_00632	Syar.g_02443
OG0000607	Prag.g_00635	Syar.g_02446
OG0000608	Prag.g_00636	Syar.g_02447
OG0000609	Prag.g_00637	Syar.g_02470
OG0000610	Prag.g_00642	Syar.g_01917
OG0000611	Prag.g_00645	Syar.g_01914
OG0000612	Prag.g_00646	Syar.g_01913
OG0000613	Prag.g_00651	Syar.g_00712
OG0000614	Prag.g_00670	Syar.g_02012, Syar.g_01344
OG0000615	Prag.g_00678	Syar.g_02603
OG0000616	Prag.g_00682	Syar.g_00454
OG0000617	Prag.g_00698	Syar.g_01576
OG0000618	Prag.g_00699	Syar.g_01575
OG0000619	Prag.g_00700	Syar.g_01574
OG0000620	Prag.g_00703	Syar.g_01569
OG0000621	Prag.g_00704	Syar.g_01568
OG0000622	Prag.g_00705	Syar.g_01566
OG0000623	Prag.g_00706	Syar.g_01565
OG0000624	Prag.g_00707	Syar.g_01564
OG0000625	Prag.g_00708	Syar.g_01563
OG0000626	Prag.g_00709	Syar.g_01562
OG0000627	Prag.g_00710	Syar.g_01868
OG0000628	Prag.g_00711	Syar.g_01869
OG0000629	Prag.g_00712	Syar.g_01872
OG0000630	Prag.g_00715	Syar.g_02586
OG0000631	Prag.g_00797	Syar.g_02579
OG0000632	Prag.g_00798	Syar.g_02578
OG0000633	Prag.g_00799	Syar.g_02576
OG0000634	Prag.g_00802	Syar.g_02635
OG0000635	Prag.g_00803	Syar.g_02636
OG0000636	Prag.g_00805	Syar.g_02638
OG0000637	Prag.g_00807	Syar.g_02640
OG0000638	Prag.g_00808	Syar.g_02641
OG0000639	Prag.g_00809	Syar.g_02642
OG0000640	Prag.g_00810	Syar.g_02643
OG0000641	Prag.g_00814	Syar.g_02648
OG0000642	Prag.g_00815	Syar.g_02649
OG0000643	Prag.g_00816	Syar.g_02650
OG0000644	Prag.g_00817	Syar.g_02651
OG0000645	Prag.g_00818	Syar.g_02652
OG0000646	Prag.g_00820	Syar.g_02655
OG0000647	Prag.g_00821	Syar.g_02657
OG0000648	Prag.g_00823	Syar.g_02659
OG0000649	Prag.g_00824	Syar.g_02660
OG0000650	Prag.g_00825	Syar.g_02661
OG0000651	Prag.g_00826	Syar.g_02662
OG0000652	Prag.g_00827	Syar.g_02663
OG0000653	Prag.g_00829	Syar.g_02665
OG0000654	Prag.g_00830	Syar.g_02666
OG0000655	Prag.g_00831	Syar.g_02667
OG0000656	Prag.g_00834	Syar.g_02479
OG0000657	Prag.g_00840	Syar.g_01812
OG0000658	Prag.g_00841	Syar.g_01815
OG0000659	Prag.g_00842	Syar.g_01816
OG0000660	Prag.g_00846	Syar.g_01820
OG0000661	Prag.g_00848	Syar.g_03175, Syar.g_01822
OG0000662	Prag.g_00850	Syar.g_01829
OG0000663	Prag.g_00852	Syar.g_01832
OG0000664	Prag.g_00853	Syar.g_01837
OG0000665	Prag.g_00857	Syar.g_02774
OG0000666	Prag.g_00858	Syar.g_01241
OG0000667	Prag.g_00862	Syar.g_02346
OG0000668	Prag.g_00892	Syar.g_01802
OG0000669	Prag.g_00898	Syar.g_01627
OG0000670	Prag.g_00900	Syar.g_01624
OG0000671	Prag.g_00902	Syar.g_01622
OG0000672	Prag.g_00904	Syar.g_01619
OG0000673	Prag.g_00907	Syar.g_01615
OG0000674	Prag.g_00909	Syar.g_01613
OG0000675	Prag.g_00910	Syar.g_01612
OG0000676	Prag.g_00912	Syar.g_01608
OG0000677	Prag.g_00913	Syar.g_01607
OG0000678	Prag.g_00915	Syar.g_02037
OG0000679	Prag.g_00919	Syar.g_02606
OG0000680	Prag.g_00920	Syar.g_02607
OG0000681	Prag.g_00922	Syar.g_02610
OG0000682	Prag.g_00923	Syar.g_02611
OG0000683	Prag.g_00924	Syar.g_02612
OG0000684	Prag.g_00926	Syar.g_02615
OG0000685	Prag.g_00928	Syar.g_02617
OG0000686	Prag.g_00929	Syar.g_02618
OG0000687	Prag.g_00930	Syar.g_02619
OG0000688	Prag.g_00933	Syar.g_02624
OG0000689	Prag.g_00934	Syar.g_02626
OG0000690	Prag.g_00935	Syar.g_02627
OG0000691	Prag.g_00936	Syar.g_02628
OG0000692	Prag.g_00938	Syar.g_02629
OG0000693	Prag.g_00939	Syar.g_02631
OG0000694	Prag.g_00940	Syar.g_02632
OG0000695	Prag.g_00942	Syar.g_02573
OG0000696	Prag.g_00943	Syar.g_02572
OG0000697	Prag.g_00944	Syar.g_02570
OG0000698	Prag.g_00947	Syar.g_02567
OG0000699	Prag.g_00948	Syar.g_02566
OG0000700	Prag.g_00949	Syar.g_02565
OG0000701	Prag.g_00950	Syar.g_02564
OG0000702	Prag.g_00952	Syar.g_02559
OG0000703	Prag.g_00953	Syar.g_02557
OG0000704	Prag.g_00954	Syar.g_02555
OG0000705	Prag.g_00958	Syar.g_02547
OG0000706	Prag.g_00959	Syar.g_02546
OG0000707	Prag.g_00960	Syar.g_02545
OG0000708	Prag.g_00961	Syar.g_02542
OG0000709	Prag.g_00965	Syar.g_02534
OG0000710	Prag.g_00968	Syar.g_02528
OG0000711	Prag.g_00985	Syar.g_02499
OG0000712	Prag.g_00987	Syar.g_02497
OG0000713	Prag.g_00988	Syar.g_02496
OG0000714	Prag.g_00989	Syar.g_02494
OG0000715	Prag.g_00991	Syar.g_02492
OG0000716	Prag.g_00993	Syar.g_02488
OG0000717	Prag.g_00994	Syar.g_02487
OG0000718	Prag.g_01005	Syar.g_02483
OG0000719	Prag.g_01007	Syar.g_01804
OG0000720	Prag.g_01016	Syar.g_01790
OG0000721	Prag.g_01018	Syar.g_01788
OG0000722	Prag.g_01019	Syar.g_01787
OG0000723	Prag.g_01022	Syar.g_01560
OG0000724	Prag.g_01031	Syar.g_01367, Syar.g_02120
OG0000725	Prag.g_01037	Syar.g_01934
OG0000726	Prag.g_01038	Syar.g_01935
OG0000727	Prag.g_01039	Syar.g_01936
OG0000728	Prag.g_01041	Syar.g_01938
OG0000729	Prag.g_01087	Syar.g_00593
OG0000730	Prag.g_01091	Syar.g_01115
OG0000731	Prag.g_01095	Syar.g_01127
OG0000732	Prag.g_01102	Syar.g_00522
OG0000733	Prag.g_01121	Syar.g_02234
OG0000734	Prag.g_01138	Syar.g_03128
OG0000735	Prag.g_01140	Syar.g_01522
OG0000736	Prag.g_01141	Syar.g_01523
OG0000737	Prag.g_01142	Syar.g_01524
OG0000738	Prag.g_01146	Syar.g_01530
OG0000739	Prag.g_01147	Syar.g_01531
OG0000740	Prag.g_01148	Syar.g_01532
OG0000741	Prag.g_01149	Syar.g_01535
OG0000742	Prag.g_01152	Syar.g_01538
OG0000743	Prag.g_01154	Syar.g_01541
OG0000744	Prag.g_01155	Syar.g_01542
OG0000745	Prag.g_01156	Syar.g_01545
OG0000746	Prag.g_01158	Syar.g_01549
OG0000747	Prag.g_01159	Syar.g_01551
OG0000748	Prag.g_01162	Syar.g_01945
OG0000749	Prag.g_01163	Syar.g_01946
OG0000750	Prag.g_01164	Syar.g_01947
OG0000751	Prag.g_01166	Syar.g_01952
OG0000752	Prag.g_01168	Syar.g_01954
OG0000753	Prag.g_01171	Syar.g_01957
OG0000754	Prag.g_01174	Syar.g_01963
OG0000755	Prag.g_01177	Syar.g_01974
OG0000756	Prag.g_01178	Syar.g_01975
OG0000757	Prag.g_01184	Syar.g_01984
OG0000758	Prag.g_01185	Syar.g_01985
OG0000759	Prag.g_01186	Syar.g_01986
OG0000760	Prag.g_01187	Syar.g_01987
OG0000761	Prag.g_01188	Syar.g_01988
OG0000762	Prag.g_01189	Syar.g_01992
OG0000763	Prag.g_01191	Syar.g_01699
OG0000764	Prag.g_01192	Syar.g_01700
OG0000765	Prag.g_01201	Syar.g_01718
OG0000766	Prag.g_01202	Syar.g_01719
OG0000767	Prag.g_01204	Syar.g_01721
OG0000768	Prag.g_01205	Syar.g_01722
OG0000769	Prag.g_01207	Syar.g_01724
OG0000770	Prag.g_01209	Syar.g_01727
OG0000771	Prag.g_01219	Syar.g_01373
OG0000772	Prag.g_01328	Syar.g_00746
OG0000773	Prag.g_01344	Syar.g_02694
OG0000774	Prag.g_01346	Syar.g_02771
OG0000775	Prag.g_01350	Syar.g_02773
OG0000776	Prag.g_01351	Syar.g_01755
OG0000777	Prag.g_01352	Syar.g_01754
OG0000778	Prag.g_01353	Syar.g_01753
OG0000779	Prag.g_01357	Syar.g_02779
OG0000780	Prag.g_01358	Syar.g_02781
OG0000781	Prag.g_01361	Syar.g_02785
OG0000782	Prag.g_01362	Syar.g_02786
OG0000783	Prag.g_01363	Syar.g_02787
OG0000784	Prag.g_01364	Syar.g_02788
OG0000785	Prag.g_01366	Syar.g_02791
OG0000786	Prag.g_01368	Syar.g_02795
OG0000787	Prag.g_01369	Syar.g_02796
OG0000788	Prag.g_01376	Syar.g_02331
OG0000789	Prag.g_01379	Syar.g_02040
OG0000790	Prag.g_01394	Syar.g_01456
OG0000791	Prag.g_01396	Syar.g_01454
OG0000792	Prag.g_01397	Syar.g_01453
OG0000793	Prag.g_01400	Syar.g_01243
OG0000794	Prag.g_01401	Syar.g_01242
OG0000795	Prag.g_01402	Syar.g_01240
OG0000796	Prag.g_01406	Syar.g_01236
OG0000797	Prag.g_01407	Syar.g_01235
OG0000798	Prag.g_01430	Syar.g_00222, Syar.g_02701
OG0000799	Prag.g_01470	Syar.g_02844
OG0000800	Prag.g_01471	Syar.g_02843
OG0000801	Prag.g_01472	Syar.g_02842
OG0000802	Prag.g_01474	Syar.g_02825
OG0000803	Prag.g_01476	Syar.g_02822
OG0000804	Prag.g_01477	Syar.g_02819
OG0000805	Prag.g_01479	Syar.g_02817
OG0000806	Prag.g_01481	Syar.g_02815
OG0000807	Prag.g_01482	Syar.g_02814
OG0000808	Prag.g_01483	Syar.g_02813
OG0000809	Prag.g_01486	Syar.g_02811
OG0000810	Prag.g_01487	Syar.g_02810
OG0000811	Prag.g_01493	Syar.g_02805
OG0000812	Prag.g_01495	Syar.g_02803
OG0000813	Prag.g_01496	Syar.g_02802
OG0000814	Prag.g_01498	Syar.g_02800
OG0000815	Prag.g_01499	Syar.g_02799
OG0000816	Prag.g_01501	Syar.g_02797
OG0000817	Prag.g_01502	Syar.g_02861
OG0000818	Prag.g_01507	Syar.g_01418
OG0000819	Prag.g_01508	Syar.g_01417
OG0000820	Prag.g_01509	Syar.g_01416
OG0000821	Prag.g_01512	Syar.g_01410
OG0000822	Prag.g_01513	Syar.g_01408
OG0000823	Prag.g_01514	Syar.g_00017, Syar.g_01407
OG0000824	Prag.g_01517	Syar.g_01402
OG0000825	Prag.g_01518	Syar.g_01401
OG0000826	Prag.g_01519	Syar.g_01400
OG0000827	Prag.g_01520	Syar.g_01399
OG0000828	Prag.g_01524	Syar.g_01396
OG0000829	Prag.g_01525	Syar.g_01395
OG0000830	Prag.g_01526	Syar.g_01394
OG0000831	Prag.g_01528	Syar.g_01391
OG0000832	Prag.g_01534	Syar.g_01213
OG0000833	Prag.g_01542	Syar.g_02877
OG0000834	Prag.g_01543	Syar.g_02878
OG0000835	Prag.g_01544	Syar.g_02879
OG0000836	Prag.g_01545	Syar.g_02881
OG0000837	Prag.g_01546	Syar.g_02882
OG0000838	Prag.g_01548	Syar.g_02886
OG0000839	Prag.g_01549	Syar.g_02887
OG0000840	Prag.g_01550	Syar.g_02888
OG0000841	Prag.g_01551	Syar.g_02889
OG0000842	Prag.g_01552	Syar.g_02890
OG0000843	Prag.g_01553	Syar.g_02891
OG0000844	Prag.g_01554	Syar.g_02893
OG0000845	Prag.g_01555	Syar.g_02894
OG0000846	Prag.g_01556	Syar.g_02895
OG0000847	Prag.g_01557	Syar.g_02896
OG0000848	Prag.g_01558	Syar.g_02898
OG0000849	Prag.g_01559	Syar.g_02899
OG0000850	Prag.g_01561	Syar.g_02902
OG0000851	Prag.g_01562	Syar.g_02905
OG0000852	Prag.g_01563	Syar.g_02906
OG0000853	Prag.g_01567	Syar.g_02910
OG0000854	Prag.g_01569	Syar.g_02912
OG0000855	Prag.g_01570	Syar.g_02913
OG0000856	Prag.g_01583	Syar.g_02243
OG0000857	Prag.g_01611	Syar.g_02656
OG0000858	Prag.g_01663	Syar.g_02920
OG0000859	Prag.g_01664	Syar.g_02921
OG0000860	Prag.g_01671	Syar.g_02931
OG0000861	Prag.g_01672	Syar.g_02932
OG0000862	Prag.g_01673	Syar.g_02942
OG0000863	Prag.g_01675	Syar.g_02944
OG0000864	Prag.g_01676	Syar.g_02945
OG0000865	Prag.g_01677	Syar.g_02946
OG0000866	Prag.g_01678	Syar.g_02947
OG0000867	Prag.g_01679	Syar.g_02948
OG0000868	Prag.g_01680	Syar.g_02950
OG0000869	Prag.g_01684	Syar.g_02955
OG0000870	Prag.g_01689	Syar.g_02960
OG0000871	Prag.g_01690	Syar.g_02961
OG0000872	Prag.g_01691	Syar.g_02967
OG0000873	Prag.g_01694	Syar.g_02970
OG0000874	Prag.g_01697	Syar.g_02974
OG0000875	Prag.g_01698	Syar.g_02975
OG0000876	Prag.g_01699	Syar.g_01828
OG0000877	Prag.g_01701	Syar.g_02977
OG0000878	Prag.g_01702	Syar.g_02978
OG0000879	Prag.g_01703	Syar.g_02979
OG0000880	Prag.g_01704	Syar.g_02980
OG0000881	Prag.g_01708	Syar.g_02984
OG0000882	Prag.g_01713	Syar.g_02989
OG0000883	Prag.g_01715	Syar.g_02992
OG0000884	Prag.g_01717	Syar.g_02994
OG0000885	Prag.g_01718	Syar.g_02995
OG0000886	Prag.g_01719	Syar.g_02996
OG0000887	Prag.g_01720	Syar.g_02998
OG0000888	Prag.g_01722	Syar.g_03000
OG0000889	Prag.g_01724	Syar.g_03002
OG0000890	Prag.g_01725	Syar.g_03005
OG0000891	Prag.g_01726	Syar.g_03006
OG0000892	Prag.g_01728	Syar.g_03008
OG0000893	Prag.g_01732	Syar.g_00150
OG0000894	Prag.g_01734	Syar.g_00145
OG0000895	Prag.g_01737	Syar.g_00141
OG0000896	Prag.g_01738	Syar.g_00140
OG0000897	Prag.g_01740	Syar.g_00138
OG0000898	Prag.g_01741	Syar.g_00137
OG0000899	Prag.g_01742	Syar.g_00136
OG0000900	Prag.g_01743	Syar.g_00135
OG0000901	Prag.g_01746	Syar.g_00130
OG0000902	Prag.g_01748	Syar.g_01013
OG0000903	Prag.g_01751	Syar.g_01026
OG0000904	Prag.g_01753	Syar.g_01021
OG0000905	Prag.g_01757	Syar.g_01018
OG0000906	Prag.g_01758	Syar.g_01015
OG0000907	Prag.g_01762	Syar.g_01028
OG0000908	Prag.g_01765	Syar.g_01031
OG0000909	Prag.g_01766	Syar.g_01032
OG0000910	Prag.g_01767	Syar.g_01033
OG0000911	Prag.g_01769	Syar.g_01035
OG0000912	Prag.g_01770	Syar.g_01036
OG0000913	Prag.g_01771	Syar.g_01037
OG0000914	Prag.g_01772	Syar.g_01038
OG0000915	Prag.g_01773	Syar.g_01040
OG0000916	Prag.g_01774	Syar.g_01041
OG0000917	Prag.g_01775	Syar.g_01042
OG0000918	Prag.g_01776	Syar.g_01043
OG0000919	Prag.g_01777	Syar.g_01044
OG0000920	Prag.g_01778	Syar.g_01045
OG0000921	Prag.g_01779	Syar.g_01046
OG0000922	Prag.g_01780	Syar.g_01047
OG0000923	Prag.g_01784	Syar.g_01051
OG0000924	Prag.g_01785	Syar.g_01052
OG0000925	Prag.g_01786	Syar.g_01053
OG0000926	Prag.g_01787	Syar.g_01054
OG0000927	Prag.g_01789	Syar.g_01056
OG0000928	Prag.g_01790	Syar.g_01057
OG0000929	Prag.g_01791	Syar.g_01058
OG0000930	Prag.g_01792	Syar.g_01059
OG0000931	Prag.g_01793	Syar.g_01060
OG0000932	Prag.g_01794	Syar.g_01061
OG0000933	Prag.g_01798	Syar.g_01066
OG0000934	Prag.g_01800	Syar.g_01068
OG0000935	Prag.g_01801	Syar.g_01069
OG0000936	Prag.g_01802	Syar.g_01070
OG0000937	Prag.g_01803	Syar.g_01071
OG0000938	Prag.g_01805	Syar.g_01074
OG0000939	Prag.g_01806	Syar.g_01075
OG0000940	Prag.g_01813	Syar.g_01081
OG0000941	Prag.g_01815	Syar.g_01083
OG0000942	Prag.g_01817	Syar.g_01085
OG0000943	Prag.g_01818	Syar.g_01086
OG0000944	Prag.g_01819	Syar.g_01088
OG0000945	Prag.g_01820	Syar.g_01089
OG0000946	Prag.g_01824	Syar.g_01095
OG0000947	Prag.g_01826	Syar.g_01098
OG0000948	Prag.g_01827	Syar.g_01099
OG0000949	Prag.g_01830	Syar.g_00283
OG0000950	Prag.g_01835	Syar.g_00661
OG0000951	Prag.g_01839	Syar.g_00656
OG0000952	Prag.g_01843	Syar.g_00651
OG0000953	Prag.g_01846	Syar.g_00248
OG0000954	Prag.g_01850	Syar.g_00258
OG0000955	Prag.g_01851	Syar.g_00259
OG0000956	Prag.g_01853	Syar.g_00261
OG0000957	Prag.g_01859	Syar.g_00610
OG0000958	Prag.g_01860	Syar.g_00609
OG0000959	Prag.g_01864	Syar.g_00605
OG0000960	Prag.g_01865	Syar.g_00604
OG0000961	Prag.g_01867	Syar.g_00094
OG0000962	Prag.g_01869	Syar.g_00594
OG0000963	Prag.g_01873	Syar.g_00590
OG0000964	Prag.g_01874	Syar.g_00589
OG0000965	Prag.g_01875	Syar.g_00588
OG0000966	Prag.g_01882	Syar.g_00549
OG0000967	Prag.g_01886	Syar.g_00545
OG0000968	Prag.g_01888	Syar.g_00542
OG0000969	Prag.g_01889	Syar.g_00540
OG0000970	Prag.g_01890	Syar.g_00539
OG0000971	Prag.g_01891	Syar.g_00537
OG0000972	Prag.g_01892	Syar.g_00536
OG0000973	Prag.g_01893	Syar.g_00535
OG0000974	Prag.g_01894	Syar.g_00534
OG0000975	Prag.g_01895	Syar.g_00533
OG0000976	Prag.g_01896	Syar.g_00532
OG0000977	Prag.g_01897	Syar.g_00530
OG0000978	Prag.g_01898	Syar.g_00529
OG0000979	Prag.g_01901	Syar.g_00526
OG0000980	Prag.g_01903	Syar.g_00523
OG0000981	Prag.g_01905	Syar.g_00520
OG0000982	Prag.g_01907	Syar.g_00331
OG0000983	Prag.g_01908	Syar.g_00332
OG0000984	Prag.g_01909	Syar.g_00333
OG0000985	Prag.g_01912	Syar.g_00337
OG0000986	Prag.g_01914	Syar.g_00344
OG0000987	Prag.g_01915	Syar.g_00346
OG0000988	Prag.g_01918	Syar.g_00352
OG0000989	Prag.g_01922	Syar.g_00377
OG0000990	Prag.g_01925	Syar.g_00697
OG0000991	Prag.g_01926	Syar.g_00700
OG0000992	Prag.g_01928	Syar.g_00704
OG0000993	Prag.g_01929	Syar.g_00705
OG0000994	Prag.g_01930	Syar.g_00708
OG0000995	Prag.g_01934	Syar.g_03212, Syar.g_00624
OG0000996	Prag.g_01935	Syar.g_00861
OG0000997	Prag.g_01936	Syar.g_00437
OG0000998	Prag.g_01938	Syar.g_00439
OG0000999	Prag.g_01939	Syar.g_00440
OG0001000	Prag.g_01942	Syar.g_00955, Syar.g_00444
OG0001001	Prag.g_01944	Syar.g_00450
OG0001002	Prag.g_01948	Syar.g_00457
OG0001003	Prag.g_01949	Syar.g_00459
OG0001004	Prag.g_01950	Syar.g_00460
OG0001005	Prag.g_01951	Syar.g_00461
OG0001006	Prag.g_01955	Syar.g_00468
OG0001007	Prag.g_01957	Syar.g_00470
OG0001008	Prag.g_00416	Syar.g_01178, Syar.g_03274
OG0001009	Prag.g_00027	Syar.g_00500
OG0001010	Prag.g_00028	Syar.g_00501
OG0001011	Prag.g_00029	Syar.g_00503
OG0001013	Prag.g_00048	Syar.g_00906
OG0001014	Prag.g_00051	Syar.g_00914
OG0001015	Prag.g_00052	Syar.g_00915
OG0001017	Prag.g_00071	Syar.g_03050
OG0001018	Prag.g_00074	Syar.g_03052
OG0001019	Prag.g_00083	Syar.g_03086
OG0001020	Prag.g_00084	Syar.g_03092
OG0001021	Prag.g_00085	Syar.g_03098
OG0001022	Prag.g_00087	Syar.g_03102
OG0001023	Prag.g_00088	Syar.g_03103
OG0001024	Prag.g_00091	Syar.g_02276
OG0001025	Prag.g_00097	Syar.g_03115
OG0001026	Prag.g_00104	Syar.g_03131
OG0001027	Prag.g_00105	Syar.g_00031
OG0001028	Prag.g_00107	Syar.g_00034
OG0001029	Prag.g_00108	Syar.g_00036
OG0001030	Prag.g_00123	Syar.g_00058
OG0001031	Prag.g_00179	Syar.g_00129
OG0001032	Prag.g_00180	Syar.g_01011
OG0001033	Prag.g_00201	Syar.g_00962
OG0001034	Prag.g_00229	Syar.g_03022
OG0001035	Prag.g_00246	Syar.g_00171
OG0001036	Prag.g_00250	Syar.g_00193
OG0001037	Prag.g_00251	Syar.g_00195
OG0001038	Prag.g_00269	Syar.g_00223
OG0001039	Prag.g_00272	Syar.g_00226
OG0001040	Prag.g_00274	Syar.g_00229
OG0001041	Prag.g_00278	Syar.g_00234
OG0001042	Prag.g_00295	Syar.g_00831
OG0001043	Prag.g_00296	Syar.g_00826
OG0001044	Prag.g_00328	Syar.g_01117
OG0001045	Prag.g_00337	Syar.g_01130
OG0001046	Prag.g_00372	Syar.g_02514
OG0001047	Prag.g_00418	Syar.g_01180
OG0001048	Prag.g_00419	Syar.g_01181
OG0001049	Prag.g_00421	Syar.g_02872
OG0001050	Prag.g_00422	Syar.g_02871
OG0001051	Prag.g_00423	Syar.g_02870
OG0001052	Prag.g_00450	Syar.g_01269
OG0001053	Prag.g_00462	Syar.g_01472
OG0001054	Prag.g_00477	Syar.g_01492
OG0001055	Prag.g_00496	Syar.g_01513
OG0001056	Prag.g_00515	Syar.g_02349
OG0001057	Prag.g_00520	Syar.g_02341
OG0001058	Prag.g_00528	Syar.g_02324
OG0001059	Prag.g_00532	Syar.g_00422
OG0001060	Prag.g_00539	Syar.g_02315
OG0001061	Prag.g_00552	Syar.g_02297
OG0001062	Prag.g_00554	Syar.g_02294
OG0001063	Prag.g_00556	Syar.g_02209
OG0001064	Prag.g_00557	Syar.g_02208
OG0001065	Prag.g_00558	Syar.g_02207
OG0001066	Prag.g_00559	Syar.g_02206
OG0001067	Prag.g_00560	Syar.g_02205
OG0001068	Prag.g_00561	Syar.g_02204
OG0001069	Prag.g_00562	Syar.g_02203
OG0001070	Prag.g_00565	Syar.g_02200
OG0001071	Prag.g_00566	Syar.g_02199
OG0001072	Prag.g_00568	Syar.g_02195
OG0001073	Prag.g_00582	Syar.g_02182
OG0001074	Prag.g_00593	Syar.g_02031
OG0001075	Prag.g_00594	Syar.g_02215
OG0001076	Prag.g_00602	Syar.g_02253
OG0001077	Prag.g_00606	Syar.g_02240
OG0001078	Prag.g_00614	Syar.g_02419
OG0001079	Prag.g_00625	Syar.g_02431
OG0001080	Prag.g_00631	Syar.g_02442
OG0001081	Prag.g_00633	Syar.g_02444
OG0001082	Prag.g_00634	Syar.g_02445
OG0001083	Prag.g_00639	Syar.g_02473
OG0001084	Prag.g_00640	Syar.g_02474
OG0001085	Prag.g_00648	Syar.g_01688
OG0001086	Prag.g_00649	Syar.g_01686
OG0001087	Prag.g_00666	Syar.g_02347
OG0001088	Prag.g_00667	Syar.g_00431
OG0001089	Prag.g_00675	Syar.g_01942
OG0001090	Prag.g_00693	Syar.g_01582
OG0001091	Prag.g_00695	Syar.g_01580
OG0001092	Prag.g_00696	Syar.g_01578
OG0001093	Prag.g_00701	Syar.g_01572
OG0001094	Prag.g_00800	Syar.g_02633
OG0001095	Prag.g_00819	Syar.g_02653
OG0001096	Prag.g_00832	Syar.g_02476
OG0001097	Prag.g_00849	Syar.g_01823
OG0001098	Prag.g_00864	Syar.g_01672
OG0001099	Prag.g_00895	Syar.g_00035
OG0001100	Prag.g_00899	Syar.g_01625
OG0001101	Prag.g_00901	Syar.g_01623
OG0001102	Prag.g_00903	Syar.g_01620
OG0001103	Prag.g_00905	Syar.g_01618
OG0001104	Prag.g_00927	Syar.g_02616
OG0001105	Prag.g_00931	Syar.g_02620
OG0001106	Prag.g_00955	Syar.g_02553
OG0001107	Prag.g_00962	Syar.g_02541
OG0001109	Prag.g_00967	Syar.g_02529
OG0001110	Prag.g_00969	Syar.g_02527
OG0001111	Prag.g_00970	Syar.g_02525
OG0001112	Prag.g_00971	Syar.g_02523
OG0001113	Prag.g_00972	Syar.g_02522
OG0001114	Prag.g_00973	Syar.g_02521
OG0001115	Prag.g_00975	Syar.g_02519
OG0001116	Prag.g_00976	Syar.g_02517
OG0001117	Prag.g_00977	Syar.g_02516
OG0001118	Prag.g_00978	Syar.g_02515
OG0001119	Prag.g_00979	Syar.g_02513
OG0001120	Prag.g_00981	Syar.g_02507
OG0001122	Prag.g_01008	Syar.g_01803
OG0001123	Prag.g_01012	Syar.g_01796
OG0001124	Prag.g_01014	Syar.g_01793
OG0001125	Prag.g_01015	Syar.g_01791
OG0001126	Prag.g_01025	Syar.g_01375
OG0001127	Prag.g_01026	Syar.g_01374
OG0001128	Prag.g_01028	Syar.g_01371
OG0001129	Prag.g_01029	Syar.g_01369
OG0001130	Prag.g_01030	Syar.g_01368
OG0001131	Prag.g_01066	Syar.g_02448
OG0001132	Prag.g_01076	Syar.g_00684
OG0001133	Prag.g_01106	Syar.g_02249
OG0001134	Prag.g_01120	Syar.g_02235
OG0001135	Prag.g_01123	Syar.g_02232
OG0001136	Prag.g_01150	Syar.g_01536
OG0001137	Prag.g_01161	Syar.g_01944
OG0001138	Prag.g_01179	Syar.g_01977
OG0001139	Prag.g_01180	Syar.g_01980
OG0001140	Prag.g_01181	Syar.g_01981
OG0001141	Prag.g_01182	Syar.g_01982
OG0001142	Prag.g_01183	Syar.g_01983
OG0001143	Prag.g_01190	Syar.g_01698
