Orthogroup	Prag	Syaj
OG0000562	Prag.g_00535	Syaj.g_00190
OG0000563	Prag.g_00536	Syaj.g_00191
OG0000564	Prag.g_00537	Syaj.g_00192
OG0000565	Prag.g_00540	Syaj.g_00195
OG0000566	Prag.g_00542	Syaj.g_00199
OG0000567	Prag.g_00546	Syaj.g_00203
OG0000568	Prag.g_00547	Syaj.g_00207
OG0000569	Prag.g_00548	Syaj.g_00208
OG0000570	Prag.g_00549	Syaj.g_00209
OG0000571	Prag.g_00551	Syaj.g_00213
OG0000572	Prag.g_00564	Syaj.g_00230
OG0000573	Prag.g_00570	Syaj.g_00238
OG0000574	Prag.g_00571	Syaj.g_00242
OG0000575	Prag.g_00575	Syaj.g_00247
OG0000576	Prag.g_00577	Syaj.g_00249
OG0000577	Prag.g_00578	Syaj.g_00250
OG0000578	Prag.g_00579	Syaj.g_00251
OG0000579	Prag.g_00580	Syaj.g_00252
OG0000580	Prag.g_00581	Syaj.g_00253
OG0000581	Prag.g_00583	Syaj.g_00261
OG0000582	Prag.g_00586	Syaj.g_01338
OG0000583	Prag.g_00587	Syaj.g_01337
OG0000584	Prag.g_00588	Syaj.g_01336
OG0000585	Prag.g_00590	Syaj.g_01334
OG0000586	Prag.g_00591	Syaj.g_01333
OG0000587	Prag.g_00592	Syaj.g_01331
OG0000588	Prag.g_00596	Syaj.g_01313
OG0000589	Prag.g_00599	Syaj.g_01308
OG0000590	Prag.g_00600	Syaj.g_01307
OG0000591	Prag.g_00603	Syaj.g_01299
OG0000592	Prag.g_00604	Syaj.g_01298
OG0000593	Prag.g_00610	Syaj.g_01287
OG0000594	Prag.g_00611	Syaj.g_01286
OG0000595	Prag.g_00612	Syaj.g_01285
OG0000596	Prag.g_00616	Syaj.g_01280
OG0000597	Prag.g_00618	Syaj.g_01277
OG0000598	Prag.g_00619	Syaj.g_01276
OG0000599	Prag.g_00622	Syaj.g_01273
OG0000600	Prag.g_00623	Syaj.g_01272
OG0000601	Prag.g_00624	Syaj.g_01271
OG0000602	Prag.g_00626	Syaj.g_01266
OG0000603	Prag.g_00627	Syaj.g_01265
OG0000604	Prag.g_00628	Syaj.g_01262
OG0000605	Prag.g_00629	Syaj.g_01153
OG0000606	Prag.g_00632	Syaj.g_00698
OG0000607	Prag.g_00635	Syaj.g_00702
OG0000608	Prag.g_00636	Syaj.g_00703
OG0000609	Prag.g_00637	Syaj.g_00705
OG0000610	Prag.g_00642	Syaj.g_00714
OG0000611	Prag.g_00645	Syaj.g_00717
OG0000612	Prag.g_00646	Syaj.g_00718
OG0000613	Prag.g_00651	Syaj.g_02500
OG0000614	Prag.g_00670	Syaj.g_00480
OG0000615	Prag.g_00678	Syaj.g_01065
OG0000616	Prag.g_00682	Syaj.g_02245
OG0000617	Prag.g_00698	Syaj.g_00952
OG0000618	Prag.g_00699	Syaj.g_00951
OG0000619	Prag.g_00700	Syaj.g_00950
OG0000620	Prag.g_00703	Syaj.g_00945
OG0000621	Prag.g_00704	Syaj.g_00944
OG0000622	Prag.g_00705	Syaj.g_00943
OG0000623	Prag.g_00706	Syaj.g_00942
OG0000624	Prag.g_00707	Syaj.g_00940
OG0000625	Prag.g_00708	Syaj.g_00939
OG0000626	Prag.g_00709	Syaj.g_00938
OG0000627	Prag.g_00710	Syaj.g_00765
OG0000628	Prag.g_00711	Syaj.g_00766
OG0000629	Prag.g_00712	Syaj.g_00769
OG0000630	Prag.g_00715	Syaj.g_00773
OG0000631	Prag.g_00797	Syaj.g_00786
OG0000632	Prag.g_00798	Syaj.g_00787
OG0000633	Prag.g_00799	Syaj.g_00789
OG0000634	Prag.g_00802	Syaj.g_01030
OG0000635	Prag.g_00803	Syaj.g_01029
OG0000636	Prag.g_00805	Syaj.g_01024
OG0000637	Prag.g_00807	Syaj.g_01022
OG0000638	Prag.g_00808	Syaj.g_01021
OG0000639	Prag.g_00809	Syaj.g_01020
OG0000640	Prag.g_00810	Syaj.g_01019
OG0000641	Prag.g_00814	Syaj.g_01015
OG0000642	Prag.g_00815	Syaj.g_01014
OG0000643	Prag.g_00816	Syaj.g_01012
OG0000644	Prag.g_00817	Syaj.g_01011
OG0000645	Prag.g_00818	Syaj.g_01009
OG0000646	Prag.g_00820	Syaj.g_01006
OG0000647	Prag.g_00821	Syaj.g_01004
OG0000648	Prag.g_00823	Syaj.g_01001
OG0000649	Prag.g_00824	Syaj.g_01000
OG0000650	Prag.g_00825	Syaj.g_00999
OG0000651	Prag.g_00826	Syaj.g_00998
OG0000652	Prag.g_00827	Syaj.g_00997
OG0000653	Prag.g_00829	Syaj.g_00991
OG0000654	Prag.g_00830	Syaj.g_00990
OG0000655	Prag.g_00831	Syaj.g_00989
OG0000656	Prag.g_00834	Syaj.g_00986
OG0000657	Prag.g_00840	Syaj.g_00382
OG0000658	Prag.g_00841	Syaj.g_00379
OG0000659	Prag.g_00842	Syaj.g_00378
OG0000660	Prag.g_00846	Syaj.g_00374
OG0000661	Prag.g_00848	Syaj.g_00372
OG0000662	Prag.g_00850	Syaj.g_00370
OG0000663	Prag.g_00852	Syaj.g_00367
OG0000664	Prag.g_00853	Syaj.g_00358
OG0000665	Prag.g_00857	Syaj.g_01243
OG0000666	Prag.g_00858	Syaj.g_01154
OG0000667	Prag.g_00862	Syaj.g_02661
OG0000668	Prag.g_00892	Syaj.g_00816
OG0000669	Prag.g_00898	Syaj.g_00730
OG0000670	Prag.g_00900	Syaj.g_00733
OG0000671	Prag.g_00902	Syaj.g_00735
OG0000672	Prag.g_00904	Syaj.g_00739
OG0000673	Prag.g_00907	Syaj.g_00742
OG0000674	Prag.g_00909	Syaj.g_00744
OG0000675	Prag.g_00910	Syaj.g_00757
OG0000676	Prag.g_00912	Syaj.g_00759
OG0000677	Prag.g_00913	Syaj.g_00760
OG0000678	Prag.g_00915	Syaj.g_01075
OG0000679	Prag.g_00919	Syaj.g_01061
OG0000680	Prag.g_00920	Syaj.g_01060
OG0000681	Prag.g_00922	Syaj.g_01057
OG0000682	Prag.g_00923	Syaj.g_01056
OG0000683	Prag.g_00924	Syaj.g_01055
OG0000684	Prag.g_00926	Syaj.g_01051
OG0000685	Prag.g_00928	Syaj.g_01049
OG0000686	Prag.g_00929	Syaj.g_01048
OG0000687	Prag.g_00930	Syaj.g_01047
OG0000688	Prag.g_00933	Syaj.g_01041
OG0000689	Prag.g_00934	Syaj.g_01039
OG0000690	Prag.g_00935	Syaj.g_01038
OG0000691	Prag.g_00936	Syaj.g_01037
OG0000692	Prag.g_00938	Syaj.g_01036
OG0000693	Prag.g_00939	Syaj.g_01034
OG0000694	Prag.g_00940	Syaj.g_01033
OG0000695	Prag.g_00942	Syaj.g_00791
OG0000696	Prag.g_00943	Syaj.g_00792
OG0000697	Prag.g_00944	Syaj.g_00932
OG0000698	Prag.g_00947	Syaj.g_00929
OG0000699	Prag.g_00948	Syaj.g_00928
OG0000700	Prag.g_00949	Syaj.g_00927
OG0000701	Prag.g_00950	Syaj.g_00926
OG0000702	Prag.g_00952	Syaj.g_00916
OG0000703	Prag.g_00953	Syaj.g_00915
OG0000704	Prag.g_00954	Syaj.g_00913
OG0000705	Prag.g_00958	Syaj.g_00906
OG0000706	Prag.g_00959	Syaj.g_00905
OG0000707	Prag.g_00960	Syaj.g_00904
OG0000708	Prag.g_00961	Syaj.g_00901
OG0000709	Prag.g_00965	Syaj.g_00872
OG0000710	Prag.g_00968	Syaj.g_00867
OG0000711	Prag.g_00985	Syaj.g_00839
OG0000712	Prag.g_00987	Syaj.g_00837
OG0000713	Prag.g_00988	Syaj.g_00836
OG0000714	Prag.g_00989	Syaj.g_00834
OG0000715	Prag.g_00991	Syaj.g_00832
OG0000716	Prag.g_00993	Syaj.g_00825
OG0000717	Prag.g_00994	Syaj.g_00824
OG0000718	Prag.g_01005	Syaj.g_00820
OG0000719	Prag.g_01007	Syaj.g_00818
OG0000720	Prag.g_01016	Syaj.g_00805
OG0000721	Prag.g_01018	Syaj.g_00803
OG0000722	Prag.g_01019	Syaj.g_00802
OG0000723	Prag.g_01022	Syaj.g_00934
OG0000724	Prag.g_01031	Syaj.g_00421
OG0000725	Prag.g_01037	Syaj.g_00430
OG0000726	Prag.g_01038	Syaj.g_00431
OG0000727	Prag.g_01039	Syaj.g_00432
OG0000728	Prag.g_01041	Syaj.g_00434
OG0000729	Prag.g_01087	Syaj.g_02397
OG0000730	Prag.g_01091	Syaj.g_02802
OG0000731	Prag.g_01095	Syaj.g_02814
OG0000732	Prag.g_01102	Syaj.g_02315
OG0000733	Prag.g_01121	Syaj.g_02151
OG0000734	Prag.g_01138	Syaj.g_01895
OG0000735	Prag.g_01140	Syaj.g_00286
OG0000736	Prag.g_01141	Syaj.g_00287
OG0000737	Prag.g_01142	Syaj.g_00288
OG0000738	Prag.g_01146	Syaj.g_00293
OG0000739	Prag.g_01147	Syaj.g_00295
OG0000740	Prag.g_01148	Syaj.g_00296
OG0000741	Prag.g_01149	Syaj.g_00299
OG0000742	Prag.g_01152	Syaj.g_00301
OG0000743	Prag.g_01154	Syaj.g_00303
OG0000744	Prag.g_01155	Syaj.g_00304
OG0000745	Prag.g_01156	Syaj.g_00306
OG0000746	Prag.g_01158	Syaj.g_00308
OG0000747	Prag.g_01159	Syaj.g_00309
OG0000748	Prag.g_01162	Syaj.g_00319
OG0000749	Prag.g_01163	Syaj.g_00322
OG0000750	Prag.g_01164	Syaj.g_00323
OG0000751	Prag.g_01166	Syaj.g_00331
OG0000752	Prag.g_01168	Syaj.g_00333
OG0000753	Prag.g_01171	Syaj.g_00336
OG0000754	Prag.g_01174	Syaj.g_00643
OG0000755	Prag.g_01177	Syaj.g_00631
OG0000756	Prag.g_01178	Syaj.g_00625
OG0000757	Prag.g_01184	Syaj.g_00614
OG0000758	Prag.g_01185	Syaj.g_00613
OG0000759	Prag.g_01186	Syaj.g_00612
OG0000760	Prag.g_01187	Syaj.g_00611
OG0000761	Prag.g_01188	Syaj.g_00609
OG0000762	Prag.g_01189	Syaj.g_00603
OG0000763	Prag.g_01191	Syaj.g_00597
OG0000764	Prag.g_01192	Syaj.g_00596
OG0000765	Prag.g_01201	Syaj.g_00577
OG0000766	Prag.g_01202	Syaj.g_00576
OG0000767	Prag.g_01204	Syaj.g_00574
OG0000768	Prag.g_01205	Syaj.g_00573
OG0000769	Prag.g_01207	Syaj.g_00571
OG0000770	Prag.g_01209	Syaj.g_00567
OG0000771	Prag.g_01219	Syaj.g_00415
OG0000772	Prag.g_01328	Syaj.g_01208
OG0000773	Prag.g_01344	Syaj.g_00280
OG0000774	Prag.g_01346	Syaj.g_01502
OG0000775	Prag.g_01350	Syaj.g_01504
OG0000776	Prag.g_01351	Syaj.g_01505
OG0000777	Prag.g_01352	Syaj.g_01506
OG0000778	Prag.g_01353	Syaj.g_01507
OG0000779	Prag.g_01357	Syaj.g_01513
OG0000780	Prag.g_01358	Syaj.g_01517
OG0000781	Prag.g_01361	Syaj.g_01521
OG0000782	Prag.g_01362	Syaj.g_01522
OG0000783	Prag.g_01363	Syaj.g_01524
OG0000784	Prag.g_01364	Syaj.g_01525
OG0000785	Prag.g_01366	Syaj.g_01526
OG0000786	Prag.g_01368	Syaj.g_00265
OG0000787	Prag.g_01369	Syaj.g_00264
OG0000788	Prag.g_01376	Syaj.g_01270
OG0000789	Prag.g_01379	Syaj.g_01121
OG0000790	Prag.g_01394	Syaj.g_00054
OG0000791	Prag.g_01396	Syaj.g_00053
OG0000792	Prag.g_01397	Syaj.g_00052
OG0000793	Prag.g_01400	Syaj.g_00047
OG0000794	Prag.g_01401	Syaj.g_00046
OG0000795	Prag.g_01402	Syaj.g_00045
OG0000796	Prag.g_01406	Syaj.g_00039
OG0000797	Prag.g_01407	Syaj.g_00038
OG0000798	Prag.g_01430	Syaj.g_02568
OG0000799	Prag.g_01470	Syaj.g_01352
OG0000800	Prag.g_01471	Syaj.g_01354
OG0000801	Prag.g_01472	Syaj.g_01355
OG0000802	Prag.g_01474	Syaj.g_01359
OG0000803	Prag.g_01476	Syaj.g_01363
OG0000804	Prag.g_01477	Syaj.g_01366
OG0000805	Prag.g_01479	Syaj.g_01369
OG0000806	Prag.g_01481	Syaj.g_01370
OG0000807	Prag.g_01482	Syaj.g_01372
OG0000808	Prag.g_01483	Syaj.g_01373
OG0000809	Prag.g_01486	Syaj.g_01376
OG0000810	Prag.g_01487	Syaj.g_01377
OG0000811	Prag.g_01493	Syaj.g_01385
OG0000812	Prag.g_01495	Syaj.g_01387
OG0000813	Prag.g_01496	Syaj.g_01388
OG0000814	Prag.g_01498	Syaj.g_01390
OG0000815	Prag.g_01499	Syaj.g_01391
OG0000816	Prag.g_01501	Syaj.g_01392
OG0000817	Prag.g_01502	Syaj.g_01393
OG0000818	Prag.g_01507	Syaj.g_01399
OG0000819	Prag.g_01508	Syaj.g_01400
OG0000820	Prag.g_01509	Syaj.g_01401
OG0000821	Prag.g_01512	Syaj.g_01412
OG0000822	Prag.g_01513	Syaj.g_01414
OG0000823	Prag.g_01514	Syaj.g_01415
OG0000824	Prag.g_01517	Syaj.g_01421
OG0000825	Prag.g_01518	Syaj.g_01422
OG0000826	Prag.g_01519	Syaj.g_01423
OG0000827	Prag.g_01520	Syaj.g_01424
OG0000828	Prag.g_01524	Syaj.g_01427
OG0000829	Prag.g_01525	Syaj.g_01428
OG0000830	Prag.g_01526	Syaj.g_01429
OG0000831	Prag.g_01528	Syaj.g_01431
OG0000832	Prag.g_01534	Syaj.g_01635
OG0000833	Prag.g_01542	Syaj.g_01647
OG0000834	Prag.g_01543	Syaj.g_01649
OG0000835	Prag.g_01544	Syaj.g_01650
OG0000836	Prag.g_01545	Syaj.g_01654
OG0000837	Prag.g_01546	Syaj.g_01661
OG0000838	Prag.g_01548	Syaj.g_01665
OG0000839	Prag.g_01549	Syaj.g_01666
OG0000840	Prag.g_01550	Syaj.g_01667
OG0000841	Prag.g_01551	Syaj.g_01668
OG0000842	Prag.g_01552	Syaj.g_01669
OG0000843	Prag.g_01553	Syaj.g_01670
OG0000844	Prag.g_01554	Syaj.g_01680
OG0000845	Prag.g_01555	Syaj.g_01681
OG0000846	Prag.g_01556	Syaj.g_01682
OG0000847	Prag.g_01557	Syaj.g_01683
OG0000848	Prag.g_01558	Syaj.g_01685
OG0000849	Prag.g_01559	Syaj.g_01686
OG0000850	Prag.g_01561	Syaj.g_01689
OG0000851	Prag.g_01562	Syaj.g_01694
OG0000852	Prag.g_01563	Syaj.g_01695
OG0000853	Prag.g_01567	Syaj.g_01699
OG0000854	Prag.g_01569	Syaj.g_01701
OG0000855	Prag.g_01570	Syaj.g_01702
OG0000856	Prag.g_01583	Syaj.g_01296
OG0000857	Prag.g_01611	Syaj.g_01005
OG0000858	Prag.g_01663	Syaj.g_01708
OG0000859	Prag.g_01664	Syaj.g_01709
OG0000860	Prag.g_01671	Syaj.g_01723
OG0000861	Prag.g_01672	Syaj.g_01724
OG0000862	Prag.g_01673	Syaj.g_01725
OG0000863	Prag.g_01675	Syaj.g_01728
OG0000864	Prag.g_01676	Syaj.g_01729
OG0000865	Prag.g_01677	Syaj.g_01730
OG0000866	Prag.g_01678	Syaj.g_01731
OG0000867	Prag.g_01679	Syaj.g_01732
OG0000868	Prag.g_01680	Syaj.g_01734
OG0000869	Prag.g_01684	Syaj.g_01742
OG0000870	Prag.g_01689	Syaj.g_01747
OG0000871	Prag.g_01690	Syaj.g_01748
OG0000872	Prag.g_01691	Syaj.g_01756
OG0000873	Prag.g_01694	Syaj.g_01759
OG0000874	Prag.g_01697	Syaj.g_01754
OG0000875	Prag.g_01698	Syaj.g_01762
OG0000876	Prag.g_01699	Syaj.g_02084
OG0000877	Prag.g_01701	Syaj.g_01586
OG0000878	Prag.g_01702	Syaj.g_01587
OG0000879	Prag.g_01703	Syaj.g_01588
OG0000880	Prag.g_01704	Syaj.g_01589
OG0000881	Prag.g_01708	Syaj.g_01595
OG0000882	Prag.g_01713	Syaj.g_01599
OG0000883	Prag.g_01715	Syaj.g_01601
OG0000884	Prag.g_01717	Syaj.g_01603
OG0000885	Prag.g_01718	Syaj.g_01604
OG0000886	Prag.g_01719	Syaj.g_01605
OG0000887	Prag.g_01720	Syaj.g_01606
OG0000888	Prag.g_01722	Syaj.g_01608
OG0000889	Prag.g_01724	Syaj.g_01610
OG0000890	Prag.g_01725	Syaj.g_01615
OG0000891	Prag.g_01726	Syaj.g_01616
OG0000892	Prag.g_01728	Syaj.g_01620
OG0000893	Prag.g_01732	Syaj.g_02636
OG0000894	Prag.g_01734	Syaj.g_02639
OG0000895	Prag.g_01737	Syaj.g_02643
OG0000896	Prag.g_01738	Syaj.g_02644
OG0000897	Prag.g_01740	Syaj.g_02646
OG0000898	Prag.g_01741	Syaj.g_02647
OG0000899	Prag.g_01742	Syaj.g_02648
OG0000900	Prag.g_01743	Syaj.g_02649
OG0000901	Prag.g_01746	Syaj.g_02654
OG0000902	Prag.g_01748	Syaj.g_02656
OG0000903	Prag.g_01751	Syaj.g_02689
OG0000904	Prag.g_01753	Syaj.g_02684
OG0000905	Prag.g_01757	Syaj.g_02678
OG0000906	Prag.g_01758	Syaj.g_02676
OG0000907	Prag.g_01762	Syaj.g_02692
OG0000908	Prag.g_01765	Syaj.g_02695
OG0000909	Prag.g_01766	Syaj.g_02696
OG0000910	Prag.g_01767	Syaj.g_02697
OG0000911	Prag.g_01769	Syaj.g_02699
OG0000912	Prag.g_01770	Syaj.g_02700
OG0000913	Prag.g_01771	Syaj.g_02701
OG0000914	Prag.g_01772	Syaj.g_02702
OG0000915	Prag.g_01773	Syaj.g_02704
OG0000916	Prag.g_01774	Syaj.g_02705
OG0000917	Prag.g_01775	Syaj.g_02706
OG0000918	Prag.g_01776	Syaj.g_02707
OG0000919	Prag.g_01777	Syaj.g_02708
OG0000920	Prag.g_01778	Syaj.g_02709
OG0000921	Prag.g_01779	Syaj.g_02710
OG0000922	Prag.g_01780	Syaj.g_02711
OG0000923	Prag.g_01784	Syaj.g_02715
OG0000924	Prag.g_01785	Syaj.g_02716
OG0000925	Prag.g_01786	Syaj.g_02717
OG0000926	Prag.g_01787	Syaj.g_02718
OG0000927	Prag.g_01789	Syaj.g_02720
OG0000928	Prag.g_01790	Syaj.g_02721
OG0000929	Prag.g_01791	Syaj.g_02722
OG0000930	Prag.g_01792	Syaj.g_02723
OG0000931	Prag.g_01793	Syaj.g_02724
OG0000932	Prag.g_01794	Syaj.g_02725
OG0000933	Prag.g_01798	Syaj.g_02731
OG0000934	Prag.g_01800	Syaj.g_02733
OG0000935	Prag.g_01801	Syaj.g_02734
OG0000936	Prag.g_01802	Syaj.g_02735
OG0000937	Prag.g_01803	Syaj.g_02736
OG0000938	Prag.g_01805	Syaj.g_02739
OG0000939	Prag.g_01806	Syaj.g_02740
OG0000940	Prag.g_01813	Syaj.g_02747
OG0000941	Prag.g_01815	Syaj.g_02749
OG0000942	Prag.g_01817	Syaj.g_02751
OG0000943	Prag.g_01818	Syaj.g_02752
OG0000944	Prag.g_01819	Syaj.g_02754
OG0000945	Prag.g_01820	Syaj.g_02756
OG0000946	Prag.g_01824	Syaj.g_02761
OG0000947	Prag.g_01826	Syaj.g_02764
OG0000948	Prag.g_01827	Syaj.g_02765
OG0000949	Prag.g_01830	Syaj.g_02474
OG0000950	Prag.g_01835	Syaj.g_02459
OG0000951	Prag.g_01839	Syaj.g_02452
OG0000952	Prag.g_01843	Syaj.g_02446
OG0000953	Prag.g_01846	Syaj.g_02442
OG0000954	Prag.g_01850	Syaj.g_02435
OG0000955	Prag.g_01851	Syaj.g_02434
OG0000956	Prag.g_01853	Syaj.g_02432
OG0000957	Prag.g_01859	Syaj.g_02419
OG0000958	Prag.g_01860	Syaj.g_02418
OG0000959	Prag.g_01864	Syaj.g_02413
OG0000960	Prag.g_01865	Syaj.g_02412
OG0000961	Prag.g_01867	Syaj.g_02402
OG0000962	Prag.g_01869	Syaj.g_02398
OG0000963	Prag.g_01873	Syaj.g_02393
OG0000964	Prag.g_01874	Syaj.g_02392
OG0000965	Prag.g_01875	Syaj.g_02391
OG0000966	Prag.g_01882	Syaj.g_02370
OG0000967	Prag.g_01886	Syaj.g_02334
OG0000968	Prag.g_01888	Syaj.g_02363
OG0000969	Prag.g_01889	Syaj.g_02338
OG0000970	Prag.g_01890	Syaj.g_02337
OG0000971	Prag.g_01891	Syaj.g_02331
OG0000972	Prag.g_01892	Syaj.g_02330
OG0000973	Prag.g_01893	Syaj.g_02329
OG0000974	Prag.g_01894	Syaj.g_02328
OG0000975	Prag.g_01895	Syaj.g_02327
OG0000976	Prag.g_01896	Syaj.g_02326
OG0000977	Prag.g_01897	Syaj.g_02324
OG0000978	Prag.g_01898	Syaj.g_02322
OG0000979	Prag.g_01901	Syaj.g_02319
OG0000980	Prag.g_01903	Syaj.g_02316
OG0000981	Prag.g_01905	Syaj.g_02313
OG0000982	Prag.g_01907	Syaj.g_02112
OG0000983	Prag.g_01908	Syaj.g_02113
OG0000984	Prag.g_01909	Syaj.g_02114
OG0000985	Prag.g_01912	Syaj.g_02116
OG0000986	Prag.g_01914	Syaj.g_02123
OG0000987	Prag.g_01915	Syaj.g_02125
OG0000988	Prag.g_01918	Syaj.g_02131
OG0000989	Prag.g_01922	Syaj.g_02142
OG0000990	Prag.g_01925	Syaj.g_02165
OG0000991	Prag.g_01926	Syaj.g_02168
OG0000992	Prag.g_01928	Syaj.g_02171
OG0000993	Prag.g_01929	Syaj.g_02173
OG0000994	Prag.g_01930	Syaj.g_02177
OG0000995	Prag.g_01934	Syaj.g_02182
OG0000996	Prag.g_01935	Syaj.g_02221
OG0000997	Prag.g_01936	Syaj.g_02228
OG0000998	Prag.g_01938	Syaj.g_02230
OG0000999	Prag.g_01939	Syaj.g_02231
OG0001000	Prag.g_01942	Syaj.g_02236
OG0001001	Prag.g_01944	Syaj.g_02241
OG0001002	Prag.g_01948	Syaj.g_02248
OG0001003	Prag.g_01949	Syaj.g_02250
OG0001004	Prag.g_01950	Syaj.g_02251
OG0001005	Prag.g_01951	Syaj.g_02252
OG0001006	Prag.g_01955	Syaj.g_02260
OG0001007	Prag.g_01957	Syaj.g_02262
OG0001008	Prag.g_00416	Syaj.g_01554
OG0001009	Prag.g_00027	Syaj.g_02294
OG0001010	Prag.g_00028	Syaj.g_02295
OG0001011	Prag.g_00029	Syaj.g_02296
OG0001012	Prag.g_00043	Syaj.g_02108
OG0001014	Prag.g_00051	Syaj.g_02083
OG0001015	Prag.g_00052	Syaj.g_02082
OG0001016	Prag.g_00067	Syaj.g_01824
OG0001017	Prag.g_00071	Syaj.g_01830
OG0001018	Prag.g_00074	Syaj.g_01832
OG0001019	Prag.g_00083	Syaj.g_01849
OG0001020	Prag.g_00084	Syaj.g_01862
OG0001021	Prag.g_00085	Syaj.g_01867
OG0001022	Prag.g_00087	Syaj.g_01872
OG0001023	Prag.g_00088	Syaj.g_01873
OG0001024	Prag.g_00091	Syaj.g_01877
OG0001025	Prag.g_00097	Syaj.g_01884
OG0001026	Prag.g_00104	Syaj.g_01897
OG0001027	Prag.g_00105	Syaj.g_01903
OG0001028	Prag.g_00107	Syaj.g_01905
OG0001029	Prag.g_00108	Syaj.g_01907
OG0001030	Prag.g_00123	Syaj.g_01933
OG0001031	Prag.g_00179	Syaj.g_02012
OG0001032	Prag.g_00180	Syaj.g_02015
OG0001033	Prag.g_00201	Syaj.g_02044
OG0001034	Prag.g_00229	Syaj.g_02875
OG0001035	Prag.g_00246	Syaj.g_02603
OG0001036	Prag.g_00250	Syaj.g_02599
OG0001037	Prag.g_00251	Syaj.g_02597
OG0001038	Prag.g_00269	Syaj.g_02567
OG0001039	Prag.g_00272	Syaj.g_02564
OG0001040	Prag.g_00274	Syaj.g_02561
OG0001041	Prag.g_00278	Syaj.g_02556
OG0001042	Prag.g_00295	Syaj.g_02527
OG0001043	Prag.g_00296	Syaj.g_02523
OG0001044	Prag.g_00328	Syaj.g_02804
OG0001045	Prag.g_00337	Syaj.g_02817
OG0001046	Prag.g_00372	Syaj.g_00851
OG0001047	Prag.g_00418	Syaj.g_01552
OG0001048	Prag.g_00419	Syaj.g_01551
OG0001049	Prag.g_00421	Syaj.g_01548
OG0001050	Prag.g_00422	Syaj.g_01547
OG0001051	Prag.g_00423	Syaj.g_01546
OG0001052	Prag.g_00450	Syaj.g_01448
OG0001053	Prag.g_00462	Syaj.g_00075
OG0001054	Prag.g_00477	Syaj.g_00092
OG0001055	Prag.g_00496	Syaj.g_00113
OG0001056	Prag.g_00515	Syaj.g_00149
OG0001057	Prag.g_00520	Syaj.g_00160
OG0001058	Prag.g_00528	Syaj.g_00183
OG0001059	Prag.g_00532	Syaj.g_00187
OG0001060	Prag.g_00539	Syaj.g_00193
OG0001061	Prag.g_00552	Syaj.g_00214
OG0001062	Prag.g_00554	Syaj.g_00216
OG0001063	Prag.g_00556	Syaj.g_00222
OG0001064	Prag.g_00557	Syaj.g_00223
OG0001065	Prag.g_00558	Syaj.g_00224
OG0001066	Prag.g_00559	Syaj.g_00225
OG0001067	Prag.g_00560	Syaj.g_00226
OG0001068	Prag.g_00561	Syaj.g_00227
OG0001069	Prag.g_00562	Syaj.g_00228
OG0001070	Prag.g_00565	Syaj.g_00231
OG0001071	Prag.g_00566	Syaj.g_00232
OG0001072	Prag.g_00568	Syaj.g_00236
OG0001073	Prag.g_00582	Syaj.g_00254
OG0001074	Prag.g_00593	Syaj.g_01327
OG0001075	Prag.g_00594	Syaj.g_01325
OG0001076	Prag.g_00602	Syaj.g_01305
OG0001077	Prag.g_00606	Syaj.g_01294
OG0001078	Prag.g_00614	Syaj.g_01282
OG0001079	Prag.g_00625	Syaj.g_01269
OG0001080	Prag.g_00631	Syaj.g_01135
OG0001081	Prag.g_00633	Syaj.g_00699
OG0001082	Prag.g_00634	Syaj.g_00700
OG0001083	Prag.g_00639	Syaj.g_00709
OG0001084	Prag.g_00640	Syaj.g_00711
OG0001085	Prag.g_00648	Syaj.g_00721
OG0001086	Prag.g_00649	Syaj.g_00723
OG0001087	Prag.g_00666	Syaj.g_00498
OG0001088	Prag.g_00667	Syaj.g_00494
OG0001089	Prag.g_00675	Syaj.g_00439
OG0001090	Prag.g_00693	Syaj.g_00959
OG0001091	Prag.g_00695	Syaj.g_00957
OG0001092	Prag.g_00696	Syaj.g_00954
OG0001093	Prag.g_00701	Syaj.g_00948
OG0001094	Prag.g_00800	Syaj.g_01032
OG0001095	Prag.g_00819	Syaj.g_01008
OG0001096	Prag.g_00832	Syaj.g_00988
OG0001097	Prag.g_00849	Syaj.g_00371
OG0001098	Prag.g_00864	Syaj.g_01132
OG0001099	Prag.g_00895	Syaj.g_01906
OG0001100	Prag.g_00899	Syaj.g_00732
OG0001101	Prag.g_00901	Syaj.g_00734
OG0001102	Prag.g_00903	Syaj.g_00737
OG0001103	Prag.g_00905	Syaj.g_00740
OG0001104	Prag.g_00927	Syaj.g_01050
OG0001105	Prag.g_00931	Syaj.g_01046
OG0001106	Prag.g_00955	Syaj.g_00912
OG0001107	Prag.g_00962	Syaj.g_00900
OG0001108	Prag.g_00966	Syaj.g_00870
OG0001109	Prag.g_00967	Syaj.g_00868
OG0001110	Prag.g_00969	Syaj.g_00866
OG0001111	Prag.g_00970	Syaj.g_00864
OG0001112	Prag.g_00971	Syaj.g_00862
OG0001113	Prag.g_00972	Syaj.g_00861
OG0001114	Prag.g_00973	Syaj.g_00860
OG0001115	Prag.g_00975	Syaj.g_00856
OG0001116	Prag.g_00976	Syaj.g_00854
OG0001117	Prag.g_00977	Syaj.g_00853
OG0001118	Prag.g_00978	Syaj.g_00852
OG0001119	Prag.g_00979	Syaj.g_00850
OG0001120	Prag.g_00981	Syaj.g_00846
OG0001121	Prag.g_01118, Prag.g_00984	Syaj.g_00630
