Orthogroup	Prag	Syat
OG0000592	Prag.g_00604	Syat.g_03307
OG0000593	Prag.g_00610	Syat.g_00113
OG0000594	Prag.g_00611	Syat.g_00114
OG0000595	Prag.g_00612	Syat.g_00115
OG0000596	Prag.g_00616	Syat.g_00129
OG0000597	Prag.g_00618	Syat.g_00132
OG0000598	Prag.g_00619	Syat.g_00133
OG0000599	Prag.g_00622	Syat.g_00381
OG0000600	Prag.g_00623	Syat.g_00380
OG0000601	Prag.g_00624	Syat.g_00379
OG0000602	Prag.g_00626	Syat.g_00375
OG0000603	Prag.g_00627	Syat.g_00374
OG0000604	Prag.g_00628	Syat.g_00372
OG0000605	Prag.g_00629	Syat.g_00370
OG0000606	Prag.g_00632	Syat.g_00367
OG0000607	Prag.g_00635	Syat.g_00364
OG0000608	Prag.g_00636	Syat.g_00363
OG0000609	Prag.g_00637	Syat.g_00344
OG0000610	Prag.g_00642	Syat.g_00399
OG0000611	Prag.g_00645	Syat.g_00402
OG0000612	Prag.g_00646	Syat.g_00403
OG0000613	Prag.g_00651	Syat.g_02129
OG0000614	Prag.g_00670	Syat.g_01084
OG0000615	Prag.g_00678	Syat.g_00442
OG0000616	Prag.g_00682	Syat.g_02397
OG0000617	Prag.g_00698	Syat.g_00665
OG0000618	Prag.g_00699	Syat.g_00666
OG0000619	Prag.g_00700	Syat.g_00667
OG0000620	Prag.g_00703	Syat.g_02591
OG0000621	Prag.g_00704	Syat.g_02590
OG0000622	Prag.g_00705	Syat.g_02572
OG0000623	Prag.g_00706	Syat.g_00672
OG0000624	Prag.g_00707	Syat.g_00673
OG0000625	Prag.g_00708	Syat.g_00674
OG0000626	Prag.g_00709	Syat.g_00675
OG0000627	Prag.g_00710	Syat.g_00641
OG0000628	Prag.g_00711	Syat.g_00640
OG0000629	Prag.g_00712	Syat.g_00637
OG0000630	Prag.g_00715	Syat.g_00631
OG0000631	Prag.g_00797	Syat.g_00624
OG0000632	Prag.g_00798	Syat.g_00623
OG0000633	Prag.g_00799	Syat.g_00622
OG0000634	Prag.g_00802	Syat.g_00475
OG0000635	Prag.g_00803	Syat.g_00476
OG0000636	Prag.g_00805	Syat.g_00478
OG0000637	Prag.g_00807	Syat.g_00480
OG0000638	Prag.g_00808	Syat.g_00481
OG0000639	Prag.g_00809	Syat.g_00482
OG0000640	Prag.g_00810	Syat.g_00483
OG0000641	Prag.g_00814	Syat.g_00488
OG0000642	Prag.g_00815	Syat.g_00489
OG0000643	Prag.g_00816	Syat.g_00494
OG0000644	Prag.g_00817	Syat.g_00495
OG0000645	Prag.g_00818	Syat.g_00496
OG0000646	Prag.g_00820	Syat.g_00499
OG0000647	Prag.g_00821	Syat.g_00501
OG0000648	Prag.g_00823	Syat.g_00504
OG0000649	Prag.g_00824	Syat.g_00505
OG0000650	Prag.g_00825	Syat.g_00506
OG0000651	Prag.g_00826	Syat.g_00507
OG0000652	Prag.g_00827	Syat.g_00508
OG0000653	Prag.g_00829	Syat.g_00510
OG0000654	Prag.g_00830	Syat.g_00514
OG0000655	Prag.g_00831	Syat.g_00515
OG0000656	Prag.g_00834	Syat.g_00518
OG0000657	Prag.g_00840	Syat.g_00720
OG0000658	Prag.g_00841	Syat.g_00723
OG0000659	Prag.g_00842	Syat.g_00724
OG0000660	Prag.g_00846	Syat.g_00740
OG0000661	Prag.g_00848	Syat.g_00742
OG0000662	Prag.g_00850	Syat.g_00746
OG0000663	Prag.g_00852	Syat.g_00749
OG0000664	Prag.g_00853	Syat.g_00752
OG0000665	Prag.g_00857	Syat.g_03302
OG0000666	Prag.g_00858	Syat.g_01415
OG0000667	Prag.g_00862	Syat.g_00958, Syat.g_03278
OG0000668	Prag.g_00892	Syat.g_00710
OG0000669	Prag.g_00898	Syat.g_00416
OG0000670	Prag.g_00900	Syat.g_00419
OG0000671	Prag.g_00902	Syat.g_00421
OG0000672	Prag.g_00904	Syat.g_00424
OG0000673	Prag.g_00907	Syat.g_00430
OG0000674	Prag.g_00909	Syat.g_00432
OG0000675	Prag.g_00910	Syat.g_00433
OG0000676	Prag.g_00912	Syat.g_00436
OG0000677	Prag.g_00913	Syat.g_00437
OG0000678	Prag.g_00915	Syat.g_00439
OG0000679	Prag.g_00919	Syat.g_00448
OG0000680	Prag.g_00920	Syat.g_00449
OG0000681	Prag.g_00922	Syat.g_00452
OG0000682	Prag.g_00923	Syat.g_00453
OG0000683	Prag.g_00924	Syat.g_00454
OG0000684	Prag.g_00926	Syat.g_00457
OG0000685	Prag.g_00928	Syat.g_02571
OG0000686	Prag.g_00929	Syat.g_00459
OG0000687	Prag.g_00930	Syat.g_00460
OG0000688	Prag.g_00933	Syat.g_00463
OG0000689	Prag.g_00934	Syat.g_00465
OG0000690	Prag.g_00935	Syat.g_00466
OG0000691	Prag.g_00936	Syat.g_00467
OG0000692	Prag.g_00938	Syat.g_00469
OG0000693	Prag.g_00939	Syat.g_00471
OG0000694	Prag.g_00940	Syat.g_00472
OG0000695	Prag.g_00942	Syat.g_00619
OG0000696	Prag.g_00943	Syat.g_00618
OG0000697	Prag.g_00944	Syat.g_00616
OG0000698	Prag.g_00947	Syat.g_00613
OG0000699	Prag.g_00948	Syat.g_00611
OG0000700	Prag.g_00949	Syat.g_00610
OG0000701	Prag.g_00950	Syat.g_00609
OG0000702	Prag.g_00952	Syat.g_00606
OG0000703	Prag.g_00953	Syat.g_00601
OG0000704	Prag.g_00954	Syat.g_00599
OG0000705	Prag.g_00958	Syat.g_00592
OG0000706	Prag.g_00959	Syat.g_00591
OG0000707	Prag.g_00960	Syat.g_00590
OG0000708	Prag.g_00961	Syat.g_00587
OG0000709	Prag.g_00965	Syat.g_00573
OG0000710	Prag.g_00968	Syat.g_00567
OG0000711	Prag.g_00985	Syat.g_00539
OG0000712	Prag.g_00987	Syat.g_00537
OG0000713	Prag.g_00988	Syat.g_00536
OG0000714	Prag.g_00989	Syat.g_00532
OG0000715	Prag.g_00991	Syat.g_00530
OG0000716	Prag.g_00993	Syat.g_00527
OG0000717	Prag.g_00994	Syat.g_00526
OG0000718	Prag.g_01005	Syat.g_00522
OG0000719	Prag.g_01007	Syat.g_00712
OG0000720	Prag.g_01016	Syat.g_00699
OG0000721	Prag.g_01018	Syat.g_00697
OG0000722	Prag.g_01019	Syat.g_00696
OG0000723	Prag.g_01022	Syat.g_00686
OG0000724	Prag.g_01031	Syat.g_00782
OG0000725	Prag.g_01037	Syat.g_00810
OG0000726	Prag.g_01038	Syat.g_00811
OG0000727	Prag.g_01039	Syat.g_00812
OG0000728	Prag.g_01041	Syat.g_00814
OG0000729	Prag.g_01087	Syat.g_02224
OG0000730	Prag.g_01091	Syat.g_01617
OG0000731	Prag.g_01095	Syat.g_01605
OG0000732	Prag.g_01102	Syat.g_02290
OG0000733	Prag.g_01121	Syat.g_03285
OG0000734	Prag.g_01138	Syat.g_01579
OG0000735	Prag.g_01140	Syat.g_03235
OG0000736	Prag.g_01141	Syat.g_03236
OG0000737	Prag.g_01142	Syat.g_03237
OG0000738	Prag.g_01146	Syat.g_03251
OG0000739	Prag.g_01147	Syat.g_03252
OG0000740	Prag.g_01148	Syat.g_03253
OG0000741	Prag.g_01149	Syat.g_03256
OG0000742	Prag.g_01152	Syat.g_03259
OG0000743	Prag.g_01154	Syat.g_03262
OG0000744	Prag.g_01155	Syat.g_03263
OG0000745	Prag.g_01156	Syat.g_03266
OG0000746	Prag.g_01158	Syat.g_00314
OG0000747	Prag.g_01159	Syat.g_00313
OG0000748	Prag.g_01162	Syat.g_00305
OG0000749	Prag.g_01163	Syat.g_00303
OG0000750	Prag.g_01164	Syat.g_00302
OG0000751	Prag.g_01166	Syat.g_00296
OG0000752	Prag.g_01168	Syat.g_00294
OG0000753	Prag.g_01171	Syat.g_00291
OG0000754	Prag.g_01174	Syat.g_00250
OG0000755	Prag.g_01177	Syat.g_00217
OG0000756	Prag.g_01178	Syat.g_00216
OG0000757	Prag.g_01184	Syat.g_00205
OG0000758	Prag.g_01185	Syat.g_00204
OG0000759	Prag.g_01186	Syat.g_00203
OG0000760	Prag.g_01187	Syat.g_00202
OG0000761	Prag.g_01188	Syat.g_00201
OG0000762	Prag.g_01189	Syat.g_00199
OG0000763	Prag.g_01191	Syat.g_00924
OG0000764	Prag.g_01192	Syat.g_00923
OG0000765	Prag.g_01201	Syat.g_00897
OG0000766	Prag.g_01202	Syat.g_00896
OG0000767	Prag.g_01204	Syat.g_00894
OG0000768	Prag.g_01205	Syat.g_00893
OG0000769	Prag.g_01207	Syat.g_00891
OG0000770	Prag.g_01209	Syat.g_00886
OG0000771	Prag.g_01219	Syat.g_00788
OG0000772	Prag.g_01328	Syat.g_01768
OG0000773	Prag.g_01344	Syat.g_01114
OG0000774	Prag.g_01346	Syat.g_01146
OG0000775	Prag.g_01350	Syat.g_01148
OG0000776	Prag.g_01351	Syat.g_01149
OG0000777	Prag.g_01352	Syat.g_01150
OG0000778	Prag.g_01353	Syat.g_01151
OG0000779	Prag.g_01357	Syat.g_01154
OG0000780	Prag.g_01358	Syat.g_01157
OG0000781	Prag.g_01361	Syat.g_01161
OG0000782	Prag.g_01362	Syat.g_01162
OG0000783	Prag.g_01363	Syat.g_01163
OG0000784	Prag.g_01364	Syat.g_01164
OG0000785	Prag.g_01366	Syat.g_01166
OG0000786	Prag.g_01368	Syat.g_01170
OG0000787	Prag.g_01369	Syat.g_01171
OG0000788	Prag.g_01376	Syat.g_00087
OG0000789	Prag.g_01379	Syat.g_00845
OG0000790	Prag.g_01394	Syat.g_01300
OG0000791	Prag.g_01396	Syat.g_01302
OG0000792	Prag.g_01397	Syat.g_01303
OG0000793	Prag.g_01400	Syat.g_01412
OG0000794	Prag.g_01401	Syat.g_01414
OG0000795	Prag.g_01402	Syat.g_01416
OG0000796	Prag.g_01406	Syat.g_01422
OG0000797	Prag.g_01407	Syat.g_01423
OG0000798	Prag.g_01430	Syat.g_02057, Syat.g_01214
OG0000799	Prag.g_01470	Syat.g_01256
OG0000800	Prag.g_01471	Syat.g_01255
OG0000801	Prag.g_01472	Syat.g_01253
OG0000802	Prag.g_01474	Syat.g_01245
OG0000803	Prag.g_01476	Syat.g_01241
OG0000804	Prag.g_01477	Syat.g_01238
OG0000805	Prag.g_01479	Syat.g_01236
OG0000806	Prag.g_01481	Syat.g_01234
OG0000807	Prag.g_01482	Syat.g_01233
OG0000808	Prag.g_01483	Syat.g_01232
OG0000809	Prag.g_01486	Syat.g_01229
OG0000810	Prag.g_01487	Syat.g_01228
OG0000811	Prag.g_01493	Syat.g_01186
OG0000812	Prag.g_01495	Syat.g_01182
OG0000813	Prag.g_01496	Syat.g_01181
OG0000814	Prag.g_01498	Syat.g_01179
OG0000815	Prag.g_01499	Syat.g_01177
OG0000816	Prag.g_01501	Syat.g_01175
OG0000817	Prag.g_01502	Syat.g_01279
OG0000818	Prag.g_01507	Syat.g_01325
OG0000819	Prag.g_01508	Syat.g_01326
OG0000820	Prag.g_01509	Syat.g_01327
OG0000821	Prag.g_01512	Syat.g_01333
OG0000822	Prag.g_01513	Syat.g_01335
OG0000823	Prag.g_01514	Syat.g_01336
OG0000824	Prag.g_01517	Syat.g_01342
OG0000825	Prag.g_01518	Syat.g_01343
OG0000826	Prag.g_01519	Syat.g_01344
OG0000827	Prag.g_01520	Syat.g_01345
OG0000828	Prag.g_01524	Syat.g_01348
OG0000829	Prag.g_01525	Syat.g_01349
OG0000830	Prag.g_01526	Syat.g_01350
OG0000831	Prag.g_01528	Syat.g_01353
OG0000832	Prag.g_01534	Syat.g_02982
OG0000833	Prag.g_01542	Syat.g_03072
OG0000834	Prag.g_01543	Syat.g_03073
OG0000835	Prag.g_01544	Syat.g_03075
OG0000836	Prag.g_01545	Syat.g_03078
OG0000837	Prag.g_01546	Syat.g_03079
OG0000838	Prag.g_01548	Syat.g_03083
OG0000839	Prag.g_01549	Syat.g_03084
OG0000840	Prag.g_01550	Syat.g_03085
OG0000841	Prag.g_01551	Syat.g_03086
OG0000842	Prag.g_01552	Syat.g_03087
OG0000843	Prag.g_01553	Syat.g_03088
OG0000844	Prag.g_01554	Syat.g_03090
OG0000845	Prag.g_01555	Syat.g_03091
OG0000846	Prag.g_01556	Syat.g_03092
OG0000847	Prag.g_01557	Syat.g_03093
OG0000848	Prag.g_01558	Syat.g_03095
OG0000849	Prag.g_01559	Syat.g_03096
OG0000850	Prag.g_01561	Syat.g_03098
OG0000851	Prag.g_01562	Syat.g_03101
OG0000852	Prag.g_01563	Syat.g_03102
OG0000853	Prag.g_01567	Syat.g_03106
OG0000854	Prag.g_01569	Syat.g_03108
OG0000855	Prag.g_01570	Syat.g_03109
OG0000856	Prag.g_01583	Syat.g_03305
OG0000857	Prag.g_01611	Syat.g_00500
OG0000858	Prag.g_01663	Syat.g_03114
OG0000859	Prag.g_01664	Syat.g_03115
OG0000860	Prag.g_01671	Syat.g_03126
OG0000861	Prag.g_01672	Syat.g_03127
OG0000862	Prag.g_01673	Syat.g_03136
OG0000863	Prag.g_01675	Syat.g_03138
OG0000864	Prag.g_01676	Syat.g_03139
OG0000865	Prag.g_01677	Syat.g_03140
OG0000866	Prag.g_01678	Syat.g_03141
OG0000867	Prag.g_01679	Syat.g_03142
OG0000868	Prag.g_01680	Syat.g_03067
OG0000869	Prag.g_01684	Syat.g_03054
OG0000870	Prag.g_01689	Syat.g_03049
OG0000871	Prag.g_01690	Syat.g_03048
OG0000872	Prag.g_01691	Syat.g_03042
OG0000873	Prag.g_01694	Syat.g_03039
OG0000874	Prag.g_01697	Syat.g_03037
OG0000875	Prag.g_01698	Syat.g_03035
OG0000876	Prag.g_01699	Syat.g_00745
OG0000877	Prag.g_01701	Syat.g_03024
OG0000878	Prag.g_01702	Syat.g_03023
OG0000879	Prag.g_01703	Syat.g_03022
OG0000880	Prag.g_01704	Syat.g_03021
OG0000881	Prag.g_01708	Syat.g_03016
OG0000882	Prag.g_01713	Syat.g_03011
OG0000883	Prag.g_01715	Syat.g_03007
OG0000884	Prag.g_01717	Syat.g_03005
OG0000885	Prag.g_01718	Syat.g_03004
OG0000886	Prag.g_01719	Syat.g_03003
OG0000887	Prag.g_01720	Syat.g_03002
OG0000888	Prag.g_01722	Syat.g_03000
OG0000889	Prag.g_01724	Syat.g_02997
OG0000890	Prag.g_01725	Syat.g_02994
OG0000891	Prag.g_01726	Syat.g_02993
OG0000892	Prag.g_01728	Syat.g_02992
OG0000893	Prag.g_01732	Syat.g_01864
OG0000894	Prag.g_01734	Syat.g_01860
OG0000895	Prag.g_01737	Syat.g_01856
OG0000896	Prag.g_01738	Syat.g_01855
OG0000897	Prag.g_01740	Syat.g_01853
OG0000898	Prag.g_01741	Syat.g_01852
OG0000899	Prag.g_01742	Syat.g_01851
OG0000900	Prag.g_01743	Syat.g_01850
OG0000901	Prag.g_01746	Syat.g_01845
OG0000902	Prag.g_01748	Syat.g_01843
OG0000903	Prag.g_01751	Syat.g_01830
OG0000904	Prag.g_01753	Syat.g_01834
OG0000905	Prag.g_01757	Syat.g_01839
OG0000906	Prag.g_01758	Syat.g_01841
OG0000907	Prag.g_01762	Syat.g_01828
OG0000908	Prag.g_01765	Syat.g_01825
OG0000909	Prag.g_01766	Syat.g_01824
OG0000910	Prag.g_01767	Syat.g_01823
OG0000911	Prag.g_01769	Syat.g_01821
OG0000912	Prag.g_01770	Syat.g_01820
OG0000913	Prag.g_01771	Syat.g_01819
OG0000914	Prag.g_01772	Syat.g_01818
OG0000915	Prag.g_01773	Syat.g_01816
OG0000916	Prag.g_01774	Syat.g_01815
OG0000917	Prag.g_01775	Syat.g_01814
OG0000918	Prag.g_01776	Syat.g_01813
OG0000919	Prag.g_01777	Syat.g_01812
OG0000920	Prag.g_01778	Syat.g_01811
OG0000921	Prag.g_01779	Syat.g_01810
OG0000922	Prag.g_01780	Syat.g_01809
OG0000923	Prag.g_01784	Syat.g_01805
OG0000924	Prag.g_01785	Syat.g_01804
OG0000925	Prag.g_01786	Syat.g_01803
OG0000926	Prag.g_01787	Syat.g_01802
OG0000927	Prag.g_01789	Syat.g_01800
OG0000928	Prag.g_01790	Syat.g_01799
OG0000929	Prag.g_01791	Syat.g_01798
OG0000930	Prag.g_01792	Syat.g_01797
OG0000931	Prag.g_01793	Syat.g_01796
OG0000932	Prag.g_01794	Syat.g_01794
OG0000933	Prag.g_01798	Syat.g_01788
OG0000934	Prag.g_01800	Syat.g_01786
OG0000935	Prag.g_01801	Syat.g_01665
OG0000936	Prag.g_01802	Syat.g_01664
OG0000937	Prag.g_01803	Syat.g_01663
OG0000938	Prag.g_01805	Syat.g_01659
OG0000939	Prag.g_01806	Syat.g_01658
OG0000940	Prag.g_01813	Syat.g_01651
OG0000941	Prag.g_01815	Syat.g_01649
OG0000942	Prag.g_01817	Syat.g_01647
OG0000943	Prag.g_01818	Syat.g_01646
OG0000944	Prag.g_01819	Syat.g_01644
OG0000945	Prag.g_01820	Syat.g_01643
OG0000946	Prag.g_01824	Syat.g_01633
OG0000947	Prag.g_01826	Syat.g_01630
OG0000948	Prag.g_01827	Syat.g_01629
OG0000949	Prag.g_01830	Syat.g_02142
OG0000950	Prag.g_01835	Syat.g_02152
OG0000951	Prag.g_01839	Syat.g_02157
OG0000952	Prag.g_01843	Syat.g_02162
OG0000953	Prag.g_01846	Syat.g_02166
OG0000954	Prag.g_01850	Syat.g_02187
OG0000955	Prag.g_01851	Syat.g_02188
OG0000956	Prag.g_01853	Syat.g_02191
OG0000957	Prag.g_01859	Syat.g_02204
OG0000958	Prag.g_01860	Syat.g_02205
OG0000959	Prag.g_01864	Syat.g_02212
OG0000960	Prag.g_01865	Syat.g_02213
OG0000961	Prag.g_01867	Syat.g_02873
OG0000962	Prag.g_01869	Syat.g_02223
OG0000963	Prag.g_01873	Syat.g_02226
OG0000964	Prag.g_01874	Syat.g_02227
OG0000965	Prag.g_01875	Syat.g_02228
OG0000966	Prag.g_01882	Syat.g_02259
OG0000967	Prag.g_01886	Syat.g_02263
OG0000968	Prag.g_01888	Syat.g_02269
OG0000969	Prag.g_01889	Syat.g_02271
OG0000970	Prag.g_01890	Syat.g_02272
OG0000971	Prag.g_01891	Syat.g_02274
OG0000972	Prag.g_01892	Syat.g_02275
OG0000973	Prag.g_01893	Syat.g_02276
OG0000974	Prag.g_01894	Syat.g_02277
OG0000975	Prag.g_01895	Syat.g_02278
OG0000976	Prag.g_01896	Syat.g_02279
OG0000977	Prag.g_01897	Syat.g_02281
OG0000978	Prag.g_01898	Syat.g_02283
OG0000979	Prag.g_01901	Syat.g_02286
OG0000980	Prag.g_01903	Syat.g_02289
OG0000981	Prag.g_01905	Syat.g_02292
OG0000982	Prag.g_01907	Syat.g_02691
OG0000983	Prag.g_01908	Syat.g_02690
OG0000984	Prag.g_01909	Syat.g_02689
OG0000985	Prag.g_01912	Syat.g_02685
OG0000986	Prag.g_01914	Syat.g_02680
OG0000987	Prag.g_01915	Syat.g_02678
OG0000988	Prag.g_01918	Syat.g_02672
OG0000989	Prag.g_01922	Syat.g_02657
OG0000990	Prag.g_01925	Syat.g_02500
OG0000991	Prag.g_01926	Syat.g_02503
OG0000992	Prag.g_01928	Syat.g_02507
OG0000993	Prag.g_01929	Syat.g_02508
OG0000994	Prag.g_01930	Syat.g_02512
OG0000995	Prag.g_01934	Syat.g_02517
OG0000996	Prag.g_01935	Syat.g_02446
OG0000997	Prag.g_01936	Syat.g_02417
OG0000998	Prag.g_01938	Syat.g_02415
OG0000999	Prag.g_01939	Syat.g_02414
OG0001001	Prag.g_01944	Syat.g_02400
OG0001002	Prag.g_01948	Syat.g_02394
OG0001003	Prag.g_01949	Syat.g_02392
OG0001004	Prag.g_01950	Syat.g_02391
OG0001005	Prag.g_01951	Syat.g_02390
OG0001006	Prag.g_01955	Syat.g_02378
OG0001007	Prag.g_01957	Syat.g_02376
OG0001008	Prag.g_00416	Syat.g_02971
OG0001009	Prag.g_00027	Syat.g_02311
OG0001010	Prag.g_00028	Syat.g_02310
OG0001011	Prag.g_00029	Syat.g_02308
OG0001012	Prag.g_00043	Syat.g_01004
OG0001013	Prag.g_00048	Syat.g_02716
OG0001014	Prag.g_00051	Syat.g_02721
OG0001015	Prag.g_00052	Syat.g_02722
OG0001016	Prag.g_00067	Syat.g_01474
OG0001017	Prag.g_00071	Syat.g_01480
OG0001018	Prag.g_00074	Syat.g_01482
OG0001019	Prag.g_00083	Syat.g_01532
OG0001020	Prag.g_00084	Syat.g_01539
OG0001021	Prag.g_00085	Syat.g_01552
OG0001022	Prag.g_00087	Syat.g_01555
OG0001023	Prag.g_00088	Syat.g_01556
OG0001024	Prag.g_00091	Syat.g_01560
OG0001025	Prag.g_00097	Syat.g_01566
OG0001026	Prag.g_00104	Syat.g_01582
OG0001027	Prag.g_00105	Syat.g_02947
OG0001028	Prag.g_00107	Syat.g_02944
OG0001029	Prag.g_00108	Syat.g_02942
OG0001030	Prag.g_00123	Syat.g_02922
OG0001031	Prag.g_00179	Syat.g_02836
OG0001032	Prag.g_00180	Syat.g_02834
OG0001033	Prag.g_00201	Syat.g_02784
OG0001034	Prag.g_00229	Syat.g_01448
OG0001035	Prag.g_00246	Syat.g_01885
OG0001036	Prag.g_00250	Syat.g_01939
OG0001037	Prag.g_00251	Syat.g_01941
OG0001038	Prag.g_00269	Syat.g_02058
OG0001039	Prag.g_00272	Syat.g_02061
OG0001040	Prag.g_00274	Syat.g_02064
OG0001041	Prag.g_00278	Syat.g_02070
OG0001042	Prag.g_00295	Syat.g_02100
OG0001043	Prag.g_00296	Syat.g_02103
OG0001044	Prag.g_00328	Syat.g_01615
OG0001045	Prag.g_00337	Syat.g_01602
OG0001046	Prag.g_00372	Syat.g_00552
OG0001047	Prag.g_00418	Syat.g_02973
OG0001048	Prag.g_00419	Syat.g_02974
OG0001049	Prag.g_00421	Syat.g_01290
OG0001050	Prag.g_00422	Syat.g_01289
OG0001051	Prag.g_00423	Syat.g_01288
OG0001052	Prag.g_00450	Syat.g_01375
OG0001053	Prag.g_00462	Syat.g_03173
OG0001054	Prag.g_00477	Syat.g_03192
OG0001055	Prag.g_00496	Syat.g_03224
OG0001056	Prag.g_00515	Syat.g_03275
OG0001057	Prag.g_00520	Syat.g_00102
OG0001058	Prag.g_00528	Syat.g_00079
OG0001059	Prag.g_00532	Syat.g_00075
OG0001061	Prag.g_00552	Syat.g_00051
OG0001062	Prag.g_00554	Syat.g_00048
OG0001063	Prag.g_00556	Syat.g_00042
OG0001064	Prag.g_00557	Syat.g_00041
OG0001065	Prag.g_00558	Syat.g_00040
OG0001066	Prag.g_00559	Syat.g_00039
OG0001067	Prag.g_00560	Syat.g_00038
OG0001068	Prag.g_00561	Syat.g_00037
OG0001069	Prag.g_00562	Syat.g_00036
OG0001070	Prag.g_00565	Syat.g_00032
OG0001071	Prag.g_00566	Syat.g_00031
OG0001072	Prag.g_00568	Syat.g_00028
OG0001073	Prag.g_00582	Syat.g_00009
OG0001074	Prag.g_00593	Syat.g_01015
OG0001075	Prag.g_00594	Syat.g_01037
OG0001076	Prag.g_00602	Syat.g_03315
OG0001077	Prag.g_00606	Syat.g_03290
OG0001078	Prag.g_00614	Syat.g_00118
OG0001079	Prag.g_00625	Syat.g_00378
OG0001080	Prag.g_00631	Syat.g_00368
OG0001081	Prag.g_00633	Syat.g_00366
OG0001082	Prag.g_00634	Syat.g_00365
OG0001083	Prag.g_00639	Syat.g_00390
OG0001084	Prag.g_00640	Syat.g_00391
OG0001085	Prag.g_00648	Syat.g_00408
OG0001086	Prag.g_00649	Syat.g_00410
OG0001087	Prag.g_00666	Syat.g_03277
OG0001088	Prag.g_00667	Syat.g_02496
OG0001089	Prag.g_00675	Syat.g_00818
OG0001090	Prag.g_00693	Syat.g_00659
OG0001091	Prag.g_00695	Syat.g_00661
OG0001092	Prag.g_00696	Syat.g_00663
OG0001093	Prag.g_00701	Syat.g_00669
OG0001094	Prag.g_00800	Syat.g_00473
OG0001095	Prag.g_00819	Syat.g_00497
OG0001096	Prag.g_00832	Syat.g_00516
OG0001097	Prag.g_00849	Syat.g_00743
OG0001098	Prag.g_00864	Syat.g_01672
OG0001099	Prag.g_00895	Syat.g_02943
OG0001100	Prag.g_00899	Syat.g_00418
OG0001101	Prag.g_00901	Syat.g_00420
OG0001102	Prag.g_00903	Syat.g_00423
OG0001103	Prag.g_00905	Syat.g_00425
OG0001104	Prag.g_00927	Syat.g_00458
OG0001105	Prag.g_00931	Syat.g_00461
OG0001106	Prag.g_00955	Syat.g_00598
OG0001107	Prag.g_00962	Syat.g_00580
OG0001108	Prag.g_00966	Syat.g_00570
OG0001109	Prag.g_00967	Syat.g_00568
OG0001110	Prag.g_00969	Syat.g_00566
OG0001111	Prag.g_00970	Syat.g_00564
OG0001112	Prag.g_00971	Syat.g_00562
OG0001113	Prag.g_00972	Syat.g_00561
OG0001114	Prag.g_00973	Syat.g_00560
OG0001115	Prag.g_00975	Syat.g_00557
OG0001116	Prag.g_00976	Syat.g_00555
OG0001117	Prag.g_00977	Syat.g_00554
OG0001118	Prag.g_00978	Syat.g_00553
OG0001119	Prag.g_00979	Syat.g_00551
OG0001120	Prag.g_00981	Syat.g_00546
OG0001122	Prag.g_01008	Syat.g_00711
OG0001123	Prag.g_01012	Syat.g_00704
OG0001124	Prag.g_01014	Syat.g_00702
OG0001125	Prag.g_01015	Syat.g_00700
OG0001126	Prag.g_01025	Syat.g_00790
OG0001127	Prag.g_01026	Syat.g_00789
OG0001128	Prag.g_01028	Syat.g_00786
OG0001129	Prag.g_01029	Syat.g_00784
OG0001130	Prag.g_01030	Syat.g_00783
OG0001131	Prag.g_01066	Syat.g_01674
OG0001132	Prag.g_01076	Syat.g_00965
OG0001133	Prag.g_01106	Syat.g_03311
OG0001136	Prag.g_01150	Syat.g_03257
OG0001137	Prag.g_01161	Syat.g_00306
OG0001138	Prag.g_01179	Syat.g_00214
OG0001139	Prag.g_01180	Syat.g_00209
OG0001140	Prag.g_01181	Syat.g_00208
OG0001141	Prag.g_01182	Syat.g_00207
OG0001142	Prag.g_01183	Syat.g_00206
OG0001143	Prag.g_01190	Syat.g_00925
OG0001144	Prag.g_01195	Syat.g_00906
OG0001145	Prag.g_01345	Syat.g_01117
OG0001146	Prag.g_01359	Syat.g_01158
OG0001147	Prag.g_01375	Syat.g_01368
OG0001148	Prag.g_01391	Syat.g_01297
OG0001149	Prag.g_01392	Syat.g_01298
OG0001150	Prag.g_01393	Syat.g_01299
OG0001151	Prag.g_01404	Syat.g_01420
OG0001152	Prag.g_01405	Syat.g_01421
OG0001153	Prag.g_01521	Syat.g_01346
OG0001154	Prag.g_01523	Syat.g_01347
OG0001155	Prag.g_01535	Syat.g_02774
OG0001156	Prag.g_01538	Syat.g_02978
OG0001157	Prag.g_01539	Syat.g_02977
OG0001158	Prag.g_01540	Syat.g_02976
OG0001159	Prag.g_01541	Syat.g_02975
OG0001160	Prag.g_01565	Syat.g_03104
OG0001161	Prag.g_01576	Syat.g_02384
OG0001162	Prag.g_01587	Syat.g_01528
OG0001163	Prag.g_01661	Syat.g_03112
OG0001164	Prag.g_01665	Syat.g_03116
OG0001165	Prag.g_01668	Syat.g_03121
OG0001166	Prag.g_01688	Syat.g_03050
OG0001167	Prag.g_01705	Syat.g_03019
OG0001168	Prag.g_01707	Syat.g_03017
OG0001169	Prag.g_01709	Syat.g_03015
OG0001170	Prag.g_01711	Syat.g_03013
OG0001171	Prag.g_01721	Syat.g_03001
OG0001172	Prag.g_01735	Syat.g_01858
OG0001173	Prag.g_01736	Syat.g_01857
OG0001174	Prag.g_01744	Syat.g_01849
OG0001175	Prag.g_01745	Syat.g_01848
OG0001176	Prag.g_01752	Syat.g_01831
OG0001178	Prag.g_01759	Syat.g_03137
