Orthogroup	Prbk	Prbf
OG0000549	Prbk.g_02617	Prbf.g_01909
OG0000550	Prbk.g_02618	Prbf.g_01910
OG0000551	Prbk.g_02621	Prbf.g_01912
OG0000552	Prbk.g_02623	Prbf.g_01913
OG0000553	Prbk.g_02624	Prbf.g_00977
OG0000554	Prbk.g_02626	Prbf.g_00978
OG0000555	Prbk.g_02627	Prbf.g_00979
OG0000556	Prbk.g_02628	Prbf.g_00980
OG0000557	Prbk.g_02629	Prbf.g_00981
OG0000558	Prbk.g_02631	Prbf.g_00982
OG0000559	Prbk.g_02632	Prbf.g_00983
OG0000560	Prbk.g_02634	Prbf.g_00985
OG0000561	Prbk.g_02635	Prbf.g_00986
OG0000562	Prbk.g_02637	Prbf.g_00988
OG0000563	Prbk.g_02638	Prbf.g_00989
OG0000564	Prbk.g_02639	Prbf.g_00990
OG0000565	Prbk.g_02647	Prbf.g_00991
OG0000566	Prbk.g_02648	Prbf.g_00992
OG0000567	Prbk.g_02649	Prbf.g_00993
OG0000568	Prbk.g_02650	Prbf.g_00994
OG0000569	Prbk.g_02651	Prbf.g_00995
OG0000570	Prbk.g_02654	Prbf.g_00996
OG0000571	Prbk.g_02655	Prbf.g_00997
OG0000572	Prbk.g_02656	Prbf.g_00998
OG0000573	Prbk.g_00738	Prbf.g_01001
OG0000574	Prbk.g_00729	Prbf.g_01002
OG0000575	Prbk.g_00728	Prbf.g_01003
OG0000576	Prbk.g_00727	Prbf.g_01004
OG0000577	Prbk.g_00726	Prbf.g_01005
OG0000578	Prbk.g_00725	Prbf.g_01006
OG0000579	Prbk.g_00723	Prbf.g_01007
OG0000580	Prbk.g_00720	Prbf.g_01008
OG0000581	Prbk.g_00719	Prbf.g_01009
OG0000582	Prbk.g_00718	Prbf.g_01010
OG0000583	Prbk.g_00717	Prbf.g_01011
OG0000584	Prbk.g_00715	Prbf.g_01013
OG0000585	Prbk.g_00714	Prbf.g_01014
OG0000586	Prbk.g_00712	Prbf.g_01016
OG0000587	Prbk.g_00711	Prbf.g_01017
OG0000588	Prbk.g_00708	Prbf.g_01293
OG0000589	Prbk.g_00706	Prbf.g_01292
OG0000590	Prbk.g_00478	Prbf.g_01290
OG0000591	Prbk.g_01361	Prbf.g_01284
OG0000592	Prbk.g_01767	Prbf.g_01283
OG0000593	Prbk.g_00672	Prbf.g_01282
OG0000594	Prbk.g_02509	Prbf.g_01279
OG0000595	Prbk.g_01925	Prbf.g_01278
OG0000596	Prbk.g_01805	Prbf.g_01277
OG0000597	Prbk.g_01827	Prbf.g_01275
OG0000598	Prbk.g_01821	Prbf.g_01274
OG0000599	Prbk.g_01817	Prbf.g_01273
OG0000600	Prbk.g_01816	Prbf.g_01272
OG0000601	Prbk.g_01802	Prbf.g_01269
OG0000602	Prbk.g_01801	Prbf.g_01268
OG0000603	Prbk.g_01800	Prbf.g_01267
OG0000604	Prbk.g_01760	Prbf.g_01264
OG0000605	Prbk.g_01761	Prbf.g_01263
OG0000606	Prbk.g_01764	Prbf.g_01262
OG0000607	Prbk.g_01766	Prbf.g_01260
OG0000608	Prbk.g_02429	Prbf.g_01258
OG0000609	Prbk.g_02262	Prbf.g_00404
OG0000610	Prbk.g_00169	Prbf.g_01334
OG0000611	Prbk.g_00617	Prbf.g_01252
OG0000612	Prbk.g_00616	Prbf.g_01251
OG0000613	Prbk.g_00615	Prbf.g_01030
OG0000614	Prbk.g_00614	Prbf.g_01031
OG0000615	Prbk.g_00613	Prbf.g_01033
OG0000616	Prbk.g_00612	Prbf.g_01034
OG0000617	Prbk.g_00611	Prbf.g_01035
OG0000618	Prbk.g_00610	Prbf.g_01036
OG0000619	Prbk.g_00608	Prbf.g_01037
OG0000620	Prbk.g_00607	Prbf.g_01038
OG0000621	Prbk.g_00606	Prbf.g_01039
OG0000622	Prbk.g_00605	Prbf.g_01040
OG0000623	Prbk.g_00604	Prbf.g_01041
OG0000624	Prbk.g_00603	Prbf.g_01043
OG0000625	Prbk.g_00602	Prbf.g_01044
OG0000626	Prbk.g_00601	Prbf.g_01045
OG0000627	Prbk.g_02376	Prbf.g_01046
OG0000628	Prbk.g_02375	Prbf.g_01047
OG0000629	Prbk.g_02372	Prbf.g_01048
OG0000630	Prbk.g_02371	Prbf.g_01049
OG0000631	Prbk.g_02368	Prbf.g_01051
OG0000632	Prbk.g_01780	Prbf.g_01052
OG0000633	Prbk.g_01872	Prbf.g_00280
OG0000634	Prbk.g_01863	Prbf.g_00042
OG0000635	Prbk.g_02332	Prbf.g_01929
OG0000636	Prbk.g_02333	Prbf.g_01928
OG0000637	Prbk.g_02334	Prbf.g_01927
OG0000638	Prbk.g_00865	Prbf.g_01675
OG0000639	Prbk.g_01455	Prbf.g_01150
OG0000640	Prbk.g_02367	Prbf.g_01146
OG0000641	Prbk.g_02362	Prbf.g_01144
OG0000642	Prbk.g_02361	Prbf.g_01143
OG0000643	Prbk.g_02360	Prbf.g_01142
OG0000644	Prbk.g_02462	Prbf.g_01029
OG0000645	Prbk.g_02463	Prbf.g_01250
OG0000646	Prbk.g_02464	Prbf.g_01249
OG0000647	Prbk.g_02465	Prbf.g_01248
OG0000648	Prbk.g_02467	Prbf.g_01246
OG0000649	Prbk.g_02468	Prbf.g_01245
OG0000650	Prbk.g_02469	Prbf.g_01244
OG0000651	Prbk.g_02470	Prbf.g_01243
OG0000652	Prbk.g_02471	Prbf.g_01242
OG0000653	Prbk.g_02472	Prbf.g_01241
OG0000654	Prbk.g_02474	Prbf.g_01239
OG0000655	Prbk.g_02476	Prbf.g_01237
OG0000656	Prbk.g_02477	Prbf.g_01236
OG0000657	Prbk.g_02478	Prbf.g_01235
OG0000658	Prbk.g_02479	Prbf.g_01234
OG0000659	Prbk.g_02480	Prbf.g_01233
OG0000660	Prbk.g_02481	Prbf.g_01232
OG0000661	Prbk.g_02483	Prbf.g_01231
OG0000662	Prbk.g_02486	Prbf.g_01229
OG0000663	Prbk.g_02487	Prbf.g_01228
OG0000664	Prbk.g_02488	Prbf.g_01227
OG0000665	Prbk.g_02489	Prbf.g_01226
OG0000666	Prbk.g_02490	Prbf.g_01225
OG0000667	Prbk.g_02491	Prbf.g_01224
OG0000668	Prbk.g_02492	Prbf.g_01223
OG0000669	Prbk.g_02494	Prbf.g_01221
OG0000670	Prbk.g_02495	Prbf.g_01220
OG0000671	Prbk.g_02496	Prbf.g_01219
OG0000672	Prbk.g_02497	Prbf.g_01218
OG0000673	Prbk.g_02498	Prbf.g_01217
OG0000674	Prbk.g_02499	Prbf.g_01216
OG0000675	Prbk.g_02526	Prbf.g_01214
OG0000676	Prbk.g_02527	Prbf.g_01213
OG0000677	Prbk.g_02530	Prbf.g_01210
OG0000678	Prbk.g_02532	Prbf.g_01208
OG0000679	Prbk.g_02534	Prbf.g_01206
OG0000680	Prbk.g_02535	Prbf.g_01205
OG0000681	Prbk.g_02536	Prbf.g_01204
OG0000682	Prbk.g_02537	Prbf.g_01203
OG0000683	Prbk.g_02539	Prbf.g_01201
OG0000684	Prbk.g_02540	Prbf.g_01200
OG0000685	Prbk.g_02541	Prbf.g_01199
OG0000686	Prbk.g_02542	Prbf.g_01198
OG0000687	Prbk.g_02543	Prbf.g_01197
OG0000688	Prbk.g_02544	Prbf.g_01196
OG0000689	Prbk.g_02546	Prbf.g_01195
OG0000690	Prbk.g_02547	Prbf.g_01194
OG0000691	Prbk.g_02548	Prbf.g_01193
OG0000692	Prbk.g_02559	Prbf.g_01189
OG0000693	Prbk.g_02560	Prbf.g_01188
OG0000694	Prbk.g_02563	Prbf.g_01187
OG0000695	Prbk.g_02567	Prbf.g_01186
OG0000696	Prbk.g_02568	Prbf.g_01185
OG0000697	Prbk.g_02570	Prbf.g_01183
OG0000698	Prbk.g_02379	Prbf.g_01179
OG0000699	Prbk.g_00598	Prbf.g_01178
OG0000700	Prbk.g_00582	Prbf.g_00838
OG0000701	Prbk.g_00193	Prbf.g_00833
OG0000702	Prbk.g_02580	Prbf.g_01331
OG0000703	Prbk.g_02389	Prbf.g_01329
OG0000704	Prbk.g_01662	Prbf.g_01328
OG0000705	Prbk.g_02390	Prbf.g_01326
OG0000706	Prbk.g_02391	Prbf.g_01325
OG0000707	Prbk.g_02393	Prbf.g_01323
OG0000708	Prbk.g_02394	Prbf.g_01322
OG0000709	Prbk.g_02396	Prbf.g_01320
OG0000710	Prbk.g_02397	Prbf.g_01319
OG0000711	Prbk.g_02398	Prbf.g_01318
OG0000712	Prbk.g_02399	Prbf.g_01317
OG0000713	Prbk.g_02400	Prbf.g_01316
OG0000714	Prbk.g_02408	Prbf.g_01314
OG0000715	Prbk.g_02410	Prbf.g_01313
OG0000716	Prbk.g_02415	Prbf.g_01311
OG0000717	Prbk.g_02417	Prbf.g_01310
OG0000718	Prbk.g_02420	Prbf.g_01309
OG0000719	Prbk.g_02435	Prbf.g_01307
OG0000720	Prbk.g_02436	Prbf.g_01306
OG0000721	Prbk.g_02438	Prbf.g_01303
OG0000722	Prbk.g_02439	Prbf.g_01302
OG0000723	Prbk.g_02440	Prbf.g_01301
OG0000724	Prbk.g_02453	Prbf.g_01299
OG0000725	Prbk.g_02452	Prbf.g_01298
OG0000726	Prbk.g_02451	Prbf.g_01297
OG0000727	Prbk.g_02450	Prbf.g_01296
OG0000728	Prbk.g_02449	Prbf.g_01295
OG0000729	Prbk.g_02447	Prbf.g_01294
OG0000730	Prbk.g_02444	Prbf.g_01019
OG0000731	Prbk.g_02455	Prbf.g_01021
OG0000732	Prbk.g_02456	Prbf.g_01022
OG0000733	Prbk.g_02457	Prbf.g_01023
OG0000734	Prbk.g_02458	Prbf.g_01024
OG0000735	Prbk.g_02459	Prbf.g_01026
OG0000736	Prbk.g_02460	Prbf.g_01027
OG0000737	Prbk.g_02461	Prbf.g_01028
OG0000738	Prbk.g_02359	Prbf.g_01141
OG0000739	Prbk.g_02358	Prbf.g_01140
OG0000740	Prbk.g_02357	Prbf.g_01139
OG0000741	Prbk.g_02355	Prbf.g_01138
OG0000742	Prbk.g_02353	Prbf.g_01136
OG0000743	Prbk.g_02352	Prbf.g_01135
OG0000744	Prbk.g_02350	Prbf.g_01134
OG0000745	Prbk.g_02349	Prbf.g_01133
OG0000746	Prbk.g_02348	Prbf.g_01132
OG0000747	Prbk.g_01698	Prbf.g_01131
OG0000748	Prbk.g_02340	Prbf.g_01130
OG0000749	Prbk.g_02339	Prbf.g_01129
OG0000750	Prbk.g_02337	Prbf.g_01127
OG0000751	Prbk.g_02336	Prbf.g_01126
OG0000752	Prbk.g_02189	Prbf.g_01067
OG0000753	Prbk.g_02331	Prbf.g_01124
OG0000754	Prbk.g_02330	Prbf.g_01123
OG0000755	Prbk.g_02329	Prbf.g_01122
OG0000756	Prbk.g_02327	Prbf.g_01120
OG0000757	Prbk.g_02326	Prbf.g_01119
OG0000758	Prbk.g_02325	Prbf.g_01118
OG0000759	Prbk.g_02320	Prbf.g_01116
OG0000760	Prbk.g_02319	Prbf.g_01115
OG0000761	Prbk.g_02317	Prbf.g_01114
OG0000762	Prbk.g_02315	Prbf.g_01112
OG0000763	Prbk.g_02313	Prbf.g_01111
OG0000764	Prbk.g_02311	Prbf.g_01110
OG0000765	Prbk.g_02310	Prbf.g_01109
OG0000766	Prbk.g_02309	Prbf.g_01108
OG0000767	Prbk.g_02307	Prbf.g_01106
OG0000768	Prbk.g_02306	Prbf.g_01105
OG0000769	Prbk.g_02305	Prbf.g_01104
OG0000770	Prbk.g_02304	Prbf.g_01103
OG0000771	Prbk.g_02303	Prbf.g_01102
OG0000772	Prbk.g_01728	Prbf.g_00065
OG0000773	Prbk.g_02301	Prbf.g_01100
OG0000774	Prbk.g_02299	Prbf.g_01099
OG0000775	Prbk.g_02297	Prbf.g_01098
OG0000776	Prbk.g_02293	Prbf.g_01095
OG0000777	Prbk.g_02292	Prbf.g_01094
OG0000778	Prbk.g_00562	Prbf.g_01093
OG0000779	Prbk.g_00566	Prbf.g_01092
OG0000780	Prbk.g_00568	Prbf.g_01090
OG0000781	Prbk.g_00572	Prbf.g_01088
OG0000782	Prbk.g_00573	Prbf.g_01087
OG0000783	Prbk.g_00578	Prbf.g_01083
OG0000784	Prbk.g_00580	Prbf.g_01081
OG0000785	Prbk.g_00581	Prbf.g_01080
OG0000786	Prbk.g_00583	Prbf.g_01079
OG0000787	Prbk.g_00584	Prbf.g_01078
OG0000788	Prbk.g_00590	Prbf.g_01072
OG0000789	Prbk.g_00593	Prbf.g_01069
OG0000790	Prbk.g_02190	Prbf.g_01068
OG0000791	Prbk.g_00594	Prbf.g_01065
OG0000792	Prbk.g_00595	Prbf.g_01064
OG0000793	Prbk.g_00596	Prbf.g_01063
OG0000794	Prbk.g_00599	Prbf.g_01060
OG0000795	Prbk.g_00068	Prbf.g_01159
OG0000796	Prbk.g_00067	Prbf.g_01160
OG0000797	Prbk.g_00064	Prbf.g_01162
OG0000798	Prbk.g_00063	Prbf.g_01163
OG0000799	Prbk.g_00062	Prbf.g_01164
OG0000800	Prbk.g_00061	Prbf.g_01165
OG0000801	Prbk.g_00058	Prbf.g_01168
OG0000802	Prbk.g_00057	Prbf.g_01169
OG0000803	Prbk.g_00054	Prbf.g_01171
OG0000804	Prbk.g_00053	Prbf.g_01172
OG0000805	Prbk.g_00052	Prbf.g_01173
OG0000806	Prbk.g_00051	Prbf.g_01175
OG0000807	Prbk.g_00627	Prbf.g_01705
OG0000808	Prbk.g_02595	Prbf.g_00296
OG0000809	Prbk.g_02022	Prbf.g_00870
OG0000810	Prbk.g_01700	Prbf.g_01924
OG0000811	Prbk.g_01531	Prbf.g_00048
OG0000812	Prbk.g_00869	Prbf.g_00876
OG0000813	Prbk.g_00879	Prbf.g_01684
OG0000814	Prbk.g_01234	Prbf.g_00062
OG0000815	Prbk.g_02613	Prbf.g_00094
OG0000816	Prbk.g_02202	Prbf.g_00787
OG0000817	Prbk.g_02196	Prbf.g_00786
OG0000818	Prbk.g_01456	Prbf.g_00285
OG0000819	Prbk.g_01227	Prbf.g_00896
OG0000820	Prbk.g_00004	Prbf.g_00902
OG0000821	Prbk.g_01037	Prbf.g_00904
OG0000822	Prbk.g_01036	Prbf.g_00905
OG0000823	Prbk.g_01035	Prbf.g_00906
OG0000824	Prbk.g_01034	Prbf.g_00907
OG0000825	Prbk.g_01032	Prbf.g_00908
OG0000826	Prbk.g_01031	Prbf.g_00909
OG0000827	Prbk.g_01028	Prbf.g_00910
OG0000828	Prbk.g_01026	Prbf.g_00911
OG0000829	Prbk.g_01025	Prbf.g_00912
OG0000830	Prbk.g_01022	Prbf.g_00914
OG0000831	Prbk.g_01020	Prbf.g_00917
OG0000832	Prbk.g_01018	Prbf.g_00919
OG0000833	Prbk.g_01017	Prbf.g_00920
OG0000834	Prbk.g_00141	Prbf.g_00921
OG0000835	Prbk.g_00142	Prbf.g_00922
OG0000836	Prbk.g_00143	Prbf.g_00923
OG0000837	Prbk.g_00153	Prbf.g_00926
OG0000838	Prbk.g_00155	Prbf.g_00927
OG0000839	Prbk.g_00156	Prbf.g_00928
OG0000840	Prbk.g_00157	Prbf.g_00929
OG0000841	Prbk.g_00158	Prbf.g_00930
OG0000842	Prbk.g_00106	Prbf.g_00932
OG0000843	Prbk.g_00105	Prbf.g_00933
OG0000844	Prbk.g_00104	Prbf.g_00934
OG0000845	Prbk.g_00103	Prbf.g_00935
OG0000846	Prbk.g_00100	Prbf.g_00937
OG0000847	Prbk.g_00099	Prbf.g_00939
OG0000848	Prbk.g_01501	Prbf.g_00940
OG0000849	Prbk.g_01498	Prbf.g_00943
OG0000850	Prbk.g_01497	Prbf.g_00944
OG0000851	Prbk.g_00139	Prbf.g_00946
OG0000852	Prbk.g_00137	Prbf.g_00948
OG0000853	Prbk.g_00135	Prbf.g_00950
OG0000854	Prbk.g_00133	Prbf.g_00952
OG0000855	Prbk.g_00132	Prbf.g_00953
OG0000856	Prbk.g_00131	Prbf.g_00954
OG0000857	Prbk.g_00130	Prbf.g_00955
OG0000858	Prbk.g_00129	Prbf.g_00956
OG0000859	Prbk.g_00128	Prbf.g_00957
OG0000860	Prbk.g_00127	Prbf.g_00958
OG0000861	Prbk.g_01503	Prbf.g_00959
OG0000862	Prbk.g_01504	Prbf.g_00960
OG0000863	Prbk.g_01505	Prbf.g_00961
OG0000864	Prbk.g_01506	Prbf.g_00962
OG0000865	Prbk.g_01508	Prbf.g_00963
OG0000866	Prbk.g_00189	Prbf.g_00964
OG0000867	Prbk.g_00188	Prbf.g_00965
OG0000868	Prbk.g_00186	Prbf.g_00966
OG0000869	Prbk.g_00183	Prbf.g_00968
OG0000870	Prbk.g_00182	Prbf.g_00969
OG0000871	Prbk.g_00178	Prbf.g_00970
OG0000872	Prbk.g_00177	Prbf.g_00971
OG0000873	Prbk.g_00175	Prbf.g_00973
OG0000874	Prbk.g_00174	Prbf.g_00974
OG0000875	Prbk.g_00097	Prbf.g_00975
OG0000876	Prbk.g_00098	Prbf.g_00976
OG0000877	Prbk.g_00122	Prbf.g_01914
OG0000878	Prbk.g_02011	Prbf.g_00767
OG0000879	Prbk.g_00164	Prbf.g_00037
OG0000880	Prbk.g_00163	Prbf.g_00036
OG0000881	Prbk.g_00162	Prbf.g_00035
OG0000882	Prbk.g_01194	Prbf.g_00034
OG0000883	Prbk.g_01192	Prbf.g_00033
OG0000884	Prbk.g_01190	Prbf.g_00031
OG0000885	Prbk.g_01189	Prbf.g_00030
OG0000886	Prbk.g_01188	Prbf.g_00029
OG0000887	Prbk.g_01187	Prbf.g_00028
OG0000888	Prbk.g_01186	Prbf.g_00027
OG0000889	Prbk.g_01182	Prbf.g_00024
OG0000890	Prbk.g_01179	Prbf.g_00023
OG0000891	Prbk.g_01178	Prbf.g_00022
OG0000892	Prbk.g_01175	Prbf.g_00019
OG0000893	Prbk.g_01174	Prbf.g_00018
OG0000894	Prbk.g_01173	Prbf.g_00017
OG0000895	Prbk.g_01172	Prbf.g_00016
OG0000896	Prbk.g_01171	Prbf.g_00015
OG0000897	Prbk.g_01170	Prbf.g_00014
OG0000898	Prbk.g_01167	Prbf.g_00011
OG0000899	Prbk.g_01166	Prbf.g_00010
OG0000900	Prbk.g_01199	Prbf.g_00071
OG0000901	Prbk.g_02120	Prbf.g_00002
OG0000902	Prbk.g_00334	Prbf.g_01782
OG0000903	Prbk.g_02564	Prbf.g_00853, Prbf.g_00066
OG0000904	Prbk.g_01691	Prbf.g_00256
OG0000905	Prbk.g_00055	Prbf.g_00875
OG0000906	Prbk.g_00629	Prbf.g_00893
OG0000907	Prbk.g_02578	Prbf.g_01181
OG0000908	Prbk.g_00923	Prbf.g_00856
OG0000909	Prbk.g_02051	Prbf.g_00097
OG0000910	Prbk.g_02050	Prbf.g_00098
OG0000911	Prbk.g_02049	Prbf.g_00099
OG0000912	Prbk.g_02048	Prbf.g_00100
OG0000913	Prbk.g_02047	Prbf.g_00101
OG0000914	Prbk.g_02046	Prbf.g_00102
OG0000915	Prbk.g_02045	Prbf.g_00103
OG0000916	Prbk.g_02044	Prbf.g_00104
OG0000917	Prbk.g_02042	Prbf.g_00105
OG0000918	Prbk.g_02041	Prbf.g_00106
OG0000919	Prbk.g_02040	Prbf.g_00107
OG0000920	Prbk.g_02039	Prbf.g_00108
OG0000921	Prbk.g_02038	Prbf.g_00109
OG0000922	Prbk.g_02037	Prbf.g_00110
OG0000923	Prbk.g_02036	Prbf.g_00111
OG0000924	Prbk.g_02035	Prbf.g_00112
OG0000925	Prbk.g_02034	Prbf.g_00113
OG0000926	Prbk.g_00526	Prbf.g_00514
OG0000927	Prbk.g_01929	Prbf.g_00140
OG0000928	Prbk.g_01930	Prbf.g_00141
OG0000929	Prbk.g_01931	Prbf.g_00142
OG0000930	Prbk.g_01937	Prbf.g_00143
OG0000931	Prbk.g_01938	Prbf.g_00144
OG0000932	Prbk.g_00244	Prbf.g_00146
OG0000933	Prbk.g_00246	Prbf.g_00147
OG0000934	Prbk.g_00247	Prbf.g_00148
OG0000935	Prbk.g_00248	Prbf.g_00149
OG0000936	Prbk.g_00249	Prbf.g_00150
OG0000937	Prbk.g_00250	Prbf.g_00151
OG0000938	Prbk.g_00252	Prbf.g_00152
OG0000939	Prbk.g_00253	Prbf.g_00153
OG0000940	Prbk.g_00255	Prbf.g_00154
OG0000941	Prbk.g_00257	Prbf.g_00155
OG0000942	Prbk.g_00258	Prbf.g_00156
OG0000943	Prbk.g_00261	Prbf.g_00159
OG0000944	Prbk.g_00270	Prbf.g_00160
OG0000945	Prbk.g_00271	Prbf.g_00161
OG0000946	Prbk.g_00272	Prbf.g_00162
OG0000947	Prbk.g_00273	Prbf.g_00163
OG0000948	Prbk.g_00274	Prbf.g_00164
OG0000949	Prbk.g_00275	Prbf.g_00165
OG0000950	Prbk.g_00276	Prbf.g_00166
OG0000951	Prbk.g_00277	Prbf.g_00167
OG0000952	Prbk.g_00278	Prbf.g_00168
OG0000953	Prbk.g_00279	Prbf.g_00169
OG0000954	Prbk.g_00280	Prbf.g_00170
OG0000955	Prbk.g_00281	Prbf.g_00171
OG0000956	Prbk.g_00282	Prbf.g_00172
OG0000957	Prbk.g_00283	Prbf.g_00173
OG0000958	Prbk.g_01237	Prbf.g_00174
OG0000959	Prbk.g_01236	Prbf.g_00175
OG0000960	Prbk.g_01235	Prbf.g_00176
OG0000961	Prbk.g_01228	Prbf.g_00180
OG0000962	Prbk.g_01226	Prbf.g_00181
OG0000963	Prbk.g_01225	Prbf.g_00182
OG0000964	Prbk.g_01222	Prbf.g_00184
OG0000965	Prbk.g_01221	Prbf.g_00185
OG0000966	Prbk.g_01220	Prbf.g_00186
OG0000967	Prbk.g_01219	Prbf.g_00187
OG0000968	Prbk.g_01218	Prbf.g_00188
OG0000969	Prbk.g_01217	Prbf.g_00189
OG0000970	Prbk.g_01216	Prbf.g_00190
OG0000971	Prbk.g_01215	Prbf.g_00191
OG0000972	Prbk.g_01214	Prbf.g_00192
OG0000973	Prbk.g_01213	Prbf.g_00193
OG0000974	Prbk.g_01211	Prbf.g_00195
OG0000975	Prbk.g_01654	Prbf.g_00201
OG0000976	Prbk.g_02016	Prbf.g_00203
OG0000977	Prbk.g_02006	Prbf.g_00205
OG0000978	Prbk.g_02004	Prbf.g_00207
OG0000979	Prbk.g_02002	Prbf.g_00209
OG0000980	Prbk.g_02001	Prbf.g_00210
OG0000981	Prbk.g_02596	Prbf.g_00211
OG0000982	Prbk.g_02000	Prbf.g_00212
OG0000983	Prbk.g_01998	Prbf.g_00214
OG0000984	Prbk.g_01997	Prbf.g_00215
OG0000985	Prbk.g_01996	Prbf.g_00216
OG0000986	Prbk.g_01994	Prbf.g_00217
OG0000987	Prbk.g_01993	Prbf.g_00218
OG0000988	Prbk.g_01991	Prbf.g_00219
OG0000989	Prbk.g_01990	Prbf.g_00220
OG0000990	Prbk.g_01989	Prbf.g_00221
OG0000991	Prbk.g_01988	Prbf.g_00222
OG0000992	Prbk.g_01987	Prbf.g_00223
OG0000993	Prbk.g_01986	Prbf.g_00224
OG0000994	Prbk.g_01985	Prbf.g_00225
OG0000995	Prbk.g_01983	Prbf.g_00226
OG0000996	Prbk.g_01982	Prbf.g_00227
OG0000997	Prbk.g_01981	Prbf.g_00228
OG0000998	Prbk.g_01980	Prbf.g_00229
OG0000999	Prbk.g_01979	Prbf.g_00230
OG0001000	Prbk.g_01978	Prbf.g_00231
OG0001001	Prbk.g_01977	Prbf.g_00233
OG0001002	Prbk.g_00937	Prbf.g_00234
OG0001003	Prbk.g_00936	Prbf.g_00235
OG0001004	Prbk.g_01360	Prbf.g_00236
OG0001005	Prbk.g_00934	Prbf.g_00239
OG0001006	Prbk.g_00933	Prbf.g_00240
OG0001007	Prbk.g_00932	Prbf.g_00241
OG0001008	Prbk.g_00930	Prbf.g_00243
OG0001009	Prbk.g_00929	Prbf.g_00244
OG0001010	Prbk.g_02593	Prbf.g_00750
OG0001011	Prbk.g_02619	Prbf.g_01911
OG0001012	Prbk.g_02485	Prbf.g_01230
OG0001013	Prbk.g_00918	Prbf.g_00700
OG0001014	Prbk.g_00917	Prbf.g_00699
OG0001015	Prbk.g_00906	Prbf.g_00692
OG0001016	Prbk.g_00905	Prbf.g_00691
OG0001017	Prbk.g_00904	Prbf.g_00690
OG0001018	Prbk.g_00902	Prbf.g_00689
OG0001019	Prbk.g_01451	Prbf.g_00687
OG0001020	Prbk.g_01450	Prbf.g_00686
OG0001021	Prbk.g_01449	Prbf.g_00685
OG0001022	Prbk.g_01448	Prbf.g_00684
OG0001023	Prbk.g_01447	Prbf.g_00683
OG0001024	Prbk.g_01445	Prbf.g_00681
OG0001025	Prbk.g_01444	Prbf.g_00680
OG0001026	Prbk.g_01443	Prbf.g_00679
OG0001027	Prbk.g_01442	Prbf.g_00678
OG0001028	Prbk.g_01441	Prbf.g_00677
OG0001029	Prbk.g_01440	Prbf.g_00676
OG0001030	Prbk.g_01439	Prbf.g_00675
OG0001031	Prbk.g_01438	Prbf.g_00674
OG0001032	Prbk.g_01437	Prbf.g_00673
OG0001033	Prbk.g_01436	Prbf.g_00672
OG0001034	Prbk.g_01434	Prbf.g_00671
OG0001035	Prbk.g_01432	Prbf.g_00669
OG0001036	Prbk.g_01431	Prbf.g_00668
OG0001037	Prbk.g_01429	Prbf.g_00667
OG0001038	Prbk.g_01428	Prbf.g_00666
OG0001039	Prbk.g_01427	Prbf.g_00665
OG0001040	Prbk.g_01426	Prbf.g_00664
OG0001041	Prbk.g_01425	Prbf.g_00663
OG0001042	Prbk.g_01423	Prbf.g_00662
OG0001043	Prbk.g_01422	Prbf.g_00661
OG0001044	Prbk.g_01421	Prbf.g_00660
OG0001045	Prbk.g_01420	Prbf.g_00659
OG0001046	Prbk.g_01419	Prbf.g_00658
OG0001047	Prbk.g_01415	Prbf.g_00655
OG0001048	Prbk.g_01413	Prbf.g_00653
OG0001049	Prbk.g_01412	Prbf.g_00652
OG0001050	Prbk.g_01411	Prbf.g_00651
OG0001051	Prbk.g_01410	Prbf.g_00650
OG0001052	Prbk.g_01409	Prbf.g_00649
OG0001053	Prbk.g_01407	Prbf.g_00647
OG0001054	Prbk.g_01405	Prbf.g_00645
OG0001055	Prbk.g_01404	Prbf.g_00644
OG0001056	Prbk.g_01403	Prbf.g_00643
OG0001057	Prbk.g_01402	Prbf.g_00642
OG0001058	Prbk.g_01401	Prbf.g_00641
OG0001059	Prbk.g_01400	Prbf.g_00640
OG0001060	Prbk.g_01399	Prbf.g_00639
OG0001061	Prbk.g_01398	Prbf.g_00638
OG0001062	Prbk.g_01384	Prbf.g_00637
OG0001063	Prbk.g_01383	Prbf.g_00636
OG0001064	Prbk.g_01381	Prbf.g_00634
OG0001065	Prbk.g_01901	Prbf.g_00630
OG0001066	Prbk.g_01904	Prbf.g_00628
OG0001067	Prbk.g_01905	Prbf.g_00627
OG0001068	Prbk.g_01909	Prbf.g_00624
OG0001069	Prbk.g_01910	Prbf.g_00623
OG0001070	Prbk.g_01911	Prbf.g_00622
OG0001071	Prbk.g_01912	Prbf.g_00621
OG0001072	Prbk.g_01913	Prbf.g_00620
OG0001073	Prbk.g_01914	Prbf.g_00619
OG0001074	Prbk.g_01915	Prbf.g_00618
OG0001075	Prbk.g_01916	Prbf.g_00617
OG0001076	Prbk.g_01917	Prbf.g_00616
OG0001077	Prbk.g_01918	Prbf.g_00615
OG0001078	Prbk.g_01920	Prbf.g_00614
OG0001079	Prbk.g_01921	Prbf.g_00613
OG0001080	Prbk.g_01922	Prbf.g_00612
OG0001081	Prbk.g_00990	Prbf.g_00608
OG0001082	Prbk.g_00991	Prbf.g_00607
OG0001083	Prbk.g_00995	Prbf.g_00604
OG0001084	Prbk.g_00993	Prbf.g_00605
OG0001085	Prbk.g_00992	Prbf.g_00606
