Orthogroup	Prbk	Prbd
OG0000557	Prbk.g_02629	Prbd.g_00610
OG0000558	Prbk.g_02631	Prbd.g_00609
OG0000559	Prbk.g_02632	Prbd.g_00608
OG0000560	Prbk.g_02634	Prbd.g_00606
OG0000561	Prbk.g_02635	Prbd.g_00605
OG0000562	Prbk.g_02637	Prbd.g_00604
OG0000563	Prbk.g_02638	Prbd.g_00603
OG0000564	Prbk.g_02639	Prbd.g_00602
OG0000565	Prbk.g_02647	Prbd.g_00601
OG0000566	Prbk.g_02648	Prbd.g_00600
OG0000567	Prbk.g_02649	Prbd.g_00599
OG0000568	Prbk.g_02650	Prbd.g_00598
OG0000569	Prbk.g_02651	Prbd.g_00597
OG0000570	Prbk.g_02654	Prbd.g_00596
OG0000571	Prbk.g_02655	Prbd.g_00595
OG0000572	Prbk.g_02656	Prbd.g_00594
OG0000573	Prbk.g_00738	Prbd.g_00591
OG0000574	Prbk.g_00729	Prbd.g_00590
OG0000575	Prbk.g_00728	Prbd.g_00589
OG0000576	Prbk.g_00727	Prbd.g_00588
OG0000577	Prbk.g_00726	Prbd.g_00587
OG0000578	Prbk.g_00725	Prbd.g_00586
OG0000579	Prbk.g_00723	Prbd.g_00585
OG0000580	Prbk.g_00720	Prbd.g_00584
OG0000581	Prbk.g_00719	Prbd.g_00583
OG0000582	Prbk.g_00718	Prbd.g_00582
OG0000583	Prbk.g_00717	Prbd.g_00581
OG0000584	Prbk.g_00715	Prbd.g_00580
OG0000585	Prbk.g_00714	Prbd.g_00579
OG0000586	Prbk.g_00712	Prbd.g_00577
OG0000587	Prbk.g_00711	Prbd.g_00576
OG0000588	Prbk.g_00708	Prbd.g_00574
OG0000589	Prbk.g_00706	Prbd.g_00573
OG0000590	Prbk.g_00478	Prbd.g_00571
OG0000591	Prbk.g_01361	Prbd.g_00565
OG0000592	Prbk.g_01767	Prbd.g_00564
OG0000593	Prbk.g_00672	Prbd.g_00563
OG0000594	Prbk.g_02509	Prbd.g_00561
OG0000595	Prbk.g_01925	Prbd.g_00560
OG0000596	Prbk.g_01805	Prbd.g_00559
OG0000597	Prbk.g_01827	Prbd.g_00557
OG0000598	Prbk.g_01821	Prbd.g_00556
OG0000599	Prbk.g_01817	Prbd.g_00555
OG0000600	Prbk.g_01816	Prbd.g_00554
OG0000601	Prbk.g_01802	Prbd.g_00552
OG0000602	Prbk.g_01801	Prbd.g_00551
OG0000603	Prbk.g_01800	Prbd.g_00550
OG0000604	Prbk.g_01760	Prbd.g_00549
OG0000605	Prbk.g_01761	Prbd.g_00548
OG0000606	Prbk.g_01764	Prbd.g_00547
OG0000607	Prbk.g_01766	Prbd.g_00545
OG0000608	Prbk.g_02429	Prbd.g_00544
OG0000609	Prbk.g_02262	Prbd.g_00540
OG0000610	Prbk.g_00169	Prbd.g_00539
OG0000611	Prbk.g_00617	Prbd.g_00008
OG0000612	Prbk.g_00616	Prbd.g_00009
OG0000613	Prbk.g_00615	Prbd.g_00010
OG0000614	Prbk.g_00614	Prbd.g_00011
OG0000615	Prbk.g_00613	Prbd.g_00013
OG0000616	Prbk.g_00612	Prbd.g_00014
OG0000617	Prbk.g_00611	Prbd.g_00015
OG0000618	Prbk.g_00610	Prbd.g_00016
OG0000619	Prbk.g_00608	Prbd.g_00017
OG0000620	Prbk.g_00607	Prbd.g_00018
OG0000621	Prbk.g_00606	Prbd.g_00019
OG0000622	Prbk.g_00605	Prbd.g_00020
OG0000623	Prbk.g_00604	Prbd.g_00021
OG0000624	Prbk.g_00603	Prbd.g_00022
OG0000625	Prbk.g_00602	Prbd.g_00023
OG0000626	Prbk.g_00601	Prbd.g_00024
OG0000627	Prbk.g_02376	Prbd.g_00025
OG0000628	Prbk.g_02375	Prbd.g_00026
OG0000629	Prbk.g_02372	Prbd.g_00027
OG0000630	Prbk.g_02371	Prbd.g_00028
OG0000631	Prbk.g_02368	Prbd.g_00030
OG0000632	Prbk.g_01780	Prbd.g_00045
OG0000633	Prbk.g_01872	Prbd.g_00049
OG0000634	Prbk.g_01863	Prbd.g_00062
OG0000635	Prbk.g_02332	Prbd.g_00066
OG0000636	Prbk.g_02333	Prbd.g_00067
OG0000637	Prbk.g_02334	Prbd.g_00068
OG0000638	Prbk.g_00865	Prbd.g_00080
OG0000639	Prbk.g_01455	Prbd.g_00089
OG0000640	Prbk.g_02367	Prbd.g_00091
OG0000641	Prbk.g_02362	Prbd.g_00093
OG0000642	Prbk.g_02361	Prbd.g_00094
OG0000643	Prbk.g_02360	Prbd.g_00095
OG0000644	Prbk.g_02462	Prbd.g_00096
OG0000645	Prbk.g_02463	Prbd.g_00097
OG0000646	Prbk.g_02464	Prbd.g_00098
OG0000647	Prbk.g_02465	Prbd.g_00099
OG0000648	Prbk.g_02467	Prbd.g_00101
OG0000649	Prbk.g_02468	Prbd.g_00102
OG0000650	Prbk.g_02469	Prbd.g_00103
OG0000651	Prbk.g_02470	Prbd.g_00104
OG0000652	Prbk.g_02471	Prbd.g_00105
OG0000653	Prbk.g_02472	Prbd.g_00106
OG0000654	Prbk.g_02474	Prbd.g_00108
OG0000655	Prbk.g_02476	Prbd.g_00110
OG0000656	Prbk.g_02477	Prbd.g_00111
OG0000657	Prbk.g_02478	Prbd.g_00112
OG0000658	Prbk.g_02479	Prbd.g_00113
OG0000659	Prbk.g_02480	Prbd.g_00114
OG0000660	Prbk.g_02481	Prbd.g_00115
OG0000661	Prbk.g_02483	Prbd.g_00116
OG0000662	Prbk.g_02486	Prbd.g_00117
OG0000663	Prbk.g_02487	Prbd.g_00118
OG0000664	Prbk.g_02488	Prbd.g_00119
OG0000665	Prbk.g_02489	Prbd.g_00120
OG0000666	Prbk.g_02490	Prbd.g_00121
OG0000667	Prbk.g_02491	Prbd.g_00122
OG0000668	Prbk.g_02492	Prbd.g_00123
OG0000669	Prbk.g_02494	Prbd.g_00125
OG0000670	Prbk.g_02495	Prbd.g_00126
OG0000671	Prbk.g_02496	Prbd.g_00127
OG0000672	Prbk.g_02497	Prbd.g_00128
OG0000673	Prbk.g_02498	Prbd.g_00129
OG0000674	Prbk.g_02499	Prbd.g_00130
OG0000675	Prbk.g_02526	Prbd.g_00132
OG0000676	Prbk.g_02527	Prbd.g_00133
OG0000677	Prbk.g_02530	Prbd.g_00136
OG0000678	Prbk.g_02532	Prbd.g_00138
OG0000679	Prbk.g_02534	Prbd.g_00139
OG0000680	Prbk.g_02535	Prbd.g_00140
OG0000681	Prbk.g_02536	Prbd.g_00141
OG0000682	Prbk.g_02537	Prbd.g_00142
OG0000683	Prbk.g_02539	Prbd.g_00144
OG0000684	Prbk.g_02540	Prbd.g_00145
OG0000685	Prbk.g_02541	Prbd.g_00146
OG0000686	Prbk.g_02542	Prbd.g_00147
OG0000687	Prbk.g_02543	Prbd.g_00148
OG0000688	Prbk.g_02544	Prbd.g_00149
OG0000689	Prbk.g_02546	Prbd.g_00150
OG0000690	Prbk.g_02547	Prbd.g_00151
OG0000691	Prbk.g_02548	Prbd.g_00152
OG0000692	Prbk.g_02559	Prbd.g_00154
OG0000693	Prbk.g_02560	Prbd.g_00155
OG0000694	Prbk.g_02563	Prbd.g_00156
OG0000695	Prbk.g_02567	Prbd.g_00157
OG0000696	Prbk.g_02568	Prbd.g_00158
OG0000697	Prbk.g_02570	Prbd.g_00160
OG0000698	Prbk.g_02379	Prbd.g_00162
OG0000699	Prbk.g_00598	Prbd.g_00163
OG0000700	Prbk.g_00582	Prbd.g_00190
OG0000701	Prbk.g_00193	Prbd.g_00194
OG0000702	Prbk.g_02580	Prbd.g_00197
OG0000703	Prbk.g_02389	Prbd.g_00198
OG0000704	Prbk.g_01662	Prbd.g_00199
OG0000705	Prbk.g_02390	Prbd.g_00200
OG0000706	Prbk.g_02391	Prbd.g_00201
OG0000707	Prbk.g_02393	Prbd.g_00203
OG0000708	Prbk.g_02394	Prbd.g_00204
OG0000709	Prbk.g_02396	Prbd.g_00206
OG0000710	Prbk.g_02397	Prbd.g_00207
OG0000711	Prbk.g_02398	Prbd.g_00208
OG0000712	Prbk.g_02399	Prbd.g_00209
OG0000713	Prbk.g_02400	Prbd.g_00210
OG0000714	Prbk.g_02408	Prbd.g_00212
OG0000715	Prbk.g_02410	Prbd.g_00213
OG0000716	Prbk.g_02415	Prbd.g_00215
OG0000717	Prbk.g_02417	Prbd.g_00216
OG0000718	Prbk.g_02420	Prbd.g_00217
OG0000719	Prbk.g_02435	Prbd.g_00219
OG0000720	Prbk.g_02436	Prbd.g_00220
OG0000721	Prbk.g_02438	Prbd.g_00222
OG0000722	Prbk.g_02439	Prbd.g_00223
OG0000723	Prbk.g_02440	Prbd.g_00224
OG0000724	Prbk.g_02453	Prbd.g_00226
OG0000725	Prbk.g_02452	Prbd.g_00227
OG0000726	Prbk.g_02451	Prbd.g_00228
OG0000727	Prbk.g_02450	Prbd.g_00229
OG0000728	Prbk.g_02449	Prbd.g_00230
OG0000729	Prbk.g_02447	Prbd.g_00231
OG0000730	Prbk.g_02444	Prbd.g_00232
OG0000731	Prbk.g_02455	Prbd.g_00233
OG0000732	Prbk.g_02456	Prbd.g_00234
OG0000733	Prbk.g_02457	Prbd.g_00235
OG0000734	Prbk.g_02458	Prbd.g_00236
OG0000735	Prbk.g_02459	Prbd.g_00238
OG0000736	Prbk.g_02460	Prbd.g_00239
OG0000737	Prbk.g_02461	Prbd.g_00240
OG0000738	Prbk.g_02359	Prbd.g_00241
OG0000739	Prbk.g_02358	Prbd.g_00242
OG0000740	Prbk.g_02357	Prbd.g_00243
OG0000741	Prbk.g_02355	Prbd.g_00244
OG0000742	Prbk.g_02353	Prbd.g_00246
OG0000743	Prbk.g_02352	Prbd.g_00247
OG0000744	Prbk.g_02350	Prbd.g_00248
OG0000745	Prbk.g_02349	Prbd.g_00249
OG0000746	Prbk.g_02348	Prbd.g_00250
OG0000747	Prbk.g_01698	Prbd.g_00251
OG0000748	Prbk.g_02340	Prbd.g_00252
OG0000749	Prbk.g_02339	Prbd.g_00253
OG0000750	Prbk.g_02337	Prbd.g_00254
OG0000751	Prbk.g_02336	Prbd.g_00255
OG0000752	Prbk.g_02189	Prbd.g_00256
OG0000753	Prbk.g_02331	Prbd.g_00258
OG0000754	Prbk.g_02330	Prbd.g_00259
OG0000755	Prbk.g_02329	Prbd.g_00260
OG0000756	Prbk.g_02327	Prbd.g_00261
OG0000757	Prbk.g_02326	Prbd.g_00262
OG0000758	Prbk.g_02325	Prbd.g_00263
OG0000759	Prbk.g_02320	Prbd.g_00265
OG0000760	Prbk.g_02319	Prbd.g_00266
OG0000761	Prbk.g_02317	Prbd.g_00267
OG0000762	Prbk.g_02315	Prbd.g_00269
OG0000763	Prbk.g_02313	Prbd.g_00270
OG0000764	Prbk.g_02311	Prbd.g_00271
OG0000765	Prbk.g_02310	Prbd.g_00272
OG0000766	Prbk.g_02309	Prbd.g_00273
OG0000767	Prbk.g_02307	Prbd.g_00275
OG0000768	Prbk.g_02306	Prbd.g_00276
OG0000769	Prbk.g_02305	Prbd.g_00277
OG0000770	Prbk.g_02304	Prbd.g_00278
OG0000771	Prbk.g_02303	Prbd.g_00279
OG0000772	Prbk.g_01728	Prbd.g_00280
OG0000773	Prbk.g_02301	Prbd.g_00281
OG0000774	Prbk.g_02299	Prbd.g_00282
OG0000775	Prbk.g_02297	Prbd.g_00283
OG0000776	Prbk.g_02293	Prbd.g_00285
OG0000777	Prbk.g_02292	Prbd.g_00287
OG0000778	Prbk.g_00562	Prbd.g_00288
OG0000779	Prbk.g_00566	Prbd.g_00289
OG0000780	Prbk.g_00568	Prbd.g_00291
OG0000781	Prbk.g_00572	Prbd.g_00293
OG0000782	Prbk.g_00573	Prbd.g_00294
OG0000783	Prbk.g_00578	Prbd.g_00309
OG0000784	Prbk.g_00580	Prbd.g_00311
OG0000785	Prbk.g_00581	Prbd.g_00312
OG0000786	Prbk.g_00583	Prbd.g_00313
OG0000787	Prbk.g_00584	Prbd.g_00314
OG0000788	Prbk.g_00590	Prbd.g_00318
OG0000789	Prbk.g_00593	Prbd.g_00320
OG0000790	Prbk.g_02190	Prbd.g_00321
OG0000791	Prbk.g_00594	Prbd.g_00322
OG0000792	Prbk.g_00595	Prbd.g_00323
OG0000793	Prbk.g_00596	Prbd.g_00324
OG0000794	Prbk.g_00599	Prbd.g_00326
OG0000795	Prbk.g_00068	Prbd.g_00329
OG0000796	Prbk.g_00067	Prbd.g_00330
OG0000797	Prbk.g_00064	Prbd.g_00332
OG0000798	Prbk.g_00063	Prbd.g_00333
OG0000799	Prbk.g_00062	Prbd.g_00334
OG0000800	Prbk.g_00061	Prbd.g_00335
OG0000801	Prbk.g_00058	Prbd.g_00338
OG0000802	Prbk.g_00057	Prbd.g_00339
OG0000803	Prbk.g_00054	Prbd.g_00341
OG0000804	Prbk.g_00053	Prbd.g_00342
OG0000805	Prbk.g_00052	Prbd.g_00343
OG0000806	Prbk.g_00051	Prbd.g_00345
OG0000807	Prbk.g_00627	Prbd.g_00370
OG0000808	Prbk.g_02595	Prbd.g_00380
OG0000809	Prbk.g_02022	Prbd.g_00383
OG0000810	Prbk.g_01700	Prbd.g_00384
OG0000811	Prbk.g_01531	Prbd.g_00391
OG0000812	Prbk.g_00869	Prbd.g_00395
OG0000813	Prbk.g_00879	Prbd.g_00399
OG0000814	Prbk.g_01234	Prbd.g_00401
OG0000815	Prbk.g_02613	Prbd.g_00414
OG0000816	Prbk.g_02202	Prbd.g_00428
OG0000817	Prbk.g_02196	Prbd.g_00429
OG0000818	Prbk.g_01456	Prbd.g_00434
OG0000819	Prbk.g_01227	Prbd.g_00449
OG0000820	Prbk.g_00004	Prbd.g_00453
OG0000821	Prbk.g_01037	Prbd.g_00455
OG0000822	Prbk.g_01036	Prbd.g_00456
OG0000823	Prbk.g_01035	Prbd.g_00457
OG0000824	Prbk.g_01034	Prbd.g_00458
OG0000825	Prbk.g_01032	Prbd.g_00459
OG0000826	Prbk.g_01031	Prbd.g_00460
OG0000827	Prbk.g_01028	Prbd.g_00461
OG0000828	Prbk.g_01026	Prbd.g_00462
OG0000829	Prbk.g_01025	Prbd.g_00463
OG0000830	Prbk.g_01022	Prbd.g_00464
OG0000831	Prbk.g_01020	Prbd.g_00467
OG0000832	Prbk.g_01018	Prbd.g_00469
OG0000833	Prbk.g_01017	Prbd.g_00470
OG0000834	Prbk.g_00141	Prbd.g_00471
OG0000835	Prbk.g_00142	Prbd.g_00472
OG0000836	Prbk.g_00143	Prbd.g_00473
OG0000837	Prbk.g_00153	Prbd.g_00475
OG0000838	Prbk.g_00155	Prbd.g_00476
OG0000839	Prbk.g_00156	Prbd.g_00477
OG0000840	Prbk.g_00157	Prbd.g_00478
OG0000841	Prbk.g_00158	Prbd.g_00479
OG0000842	Prbk.g_00106	Prbd.g_00480
OG0000843	Prbk.g_00105	Prbd.g_00481
OG0000844	Prbk.g_00104	Prbd.g_00482
OG0000845	Prbk.g_00103	Prbd.g_00483
OG0000846	Prbk.g_00100	Prbd.g_00486
OG0000847	Prbk.g_00099	Prbd.g_00488
OG0000848	Prbk.g_01501	Prbd.g_00489
OG0000849	Prbk.g_01498	Prbd.g_00490
OG0000850	Prbk.g_01497	Prbd.g_00491
OG0000851	Prbk.g_00139	Prbd.g_00492
OG0000852	Prbk.g_00137	Prbd.g_00494
OG0000853	Prbk.g_00135	Prbd.g_00495
OG0000854	Prbk.g_00133	Prbd.g_00497
OG0000855	Prbk.g_00132	Prbd.g_00498
OG0000856	Prbk.g_00131	Prbd.g_00499
OG0000857	Prbk.g_00130	Prbd.g_00500
OG0000858	Prbk.g_00129	Prbd.g_00501
OG0000859	Prbk.g_00128	Prbd.g_00502
OG0000860	Prbk.g_00127	Prbd.g_00503
OG0000861	Prbk.g_01503	Prbd.g_00504
OG0000862	Prbk.g_01504	Prbd.g_00505
OG0000863	Prbk.g_01505	Prbd.g_00506
OG0000864	Prbk.g_01506	Prbd.g_00507
OG0000865	Prbk.g_01508	Prbd.g_00508
OG0000866	Prbk.g_00189	Prbd.g_00509
OG0000867	Prbk.g_00188	Prbd.g_00510
OG0000868	Prbk.g_00186	Prbd.g_00511
OG0000869	Prbk.g_00183	Prbd.g_00513
OG0000870	Prbk.g_00182	Prbd.g_00514
OG0000871	Prbk.g_00178	Prbd.g_00516
OG0000872	Prbk.g_00177	Prbd.g_00517
OG0000873	Prbk.g_00175	Prbd.g_00519
OG0000874	Prbk.g_00174	Prbd.g_00520
OG0000875	Prbk.g_00097	Prbd.g_00521
OG0000876	Prbk.g_00098	Prbd.g_00522
OG0000877	Prbk.g_00122	Prbd.g_00524
OG0000878	Prbk.g_02011	Prbd.g_01858
OG0000879	Prbk.g_00164	Prbd.g_01812
OG0000880	Prbk.g_00163	Prbd.g_01811
OG0000881	Prbk.g_00162	Prbd.g_01810
OG0000882	Prbk.g_01194	Prbd.g_01809
OG0000883	Prbk.g_01192	Prbd.g_01808
OG0000884	Prbk.g_01190	Prbd.g_01806
OG0000885	Prbk.g_01189	Prbd.g_01805
OG0000886	Prbk.g_01188	Prbd.g_01804
OG0000887	Prbk.g_01187	Prbd.g_01803
OG0000888	Prbk.g_01186	Prbd.g_01802
OG0000889	Prbk.g_01182	Prbd.g_01799
OG0000890	Prbk.g_01179	Prbd.g_01798
OG0000891	Prbk.g_01178	Prbd.g_01797
OG0000892	Prbk.g_01175	Prbd.g_01795
OG0000893	Prbk.g_01174	Prbd.g_01794
OG0000894	Prbk.g_01173	Prbd.g_01793
OG0000895	Prbk.g_01172	Prbd.g_01792
OG0000896	Prbk.g_01171	Prbd.g_01791
OG0000897	Prbk.g_01170	Prbd.g_01790
OG0000898	Prbk.g_01167	Prbd.g_01788
OG0000899	Prbk.g_01166	Prbd.g_01787
OG0000900	Prbk.g_01199	Prbd.g_01782
OG0000901	Prbk.g_02120	Prbd.g_01778
OG0000902	Prbk.g_00334	Prbd.g_01777
OG0000903	Prbk.g_02564	Prbd.g_01776
OG0000904	Prbk.g_01691	Prbd.g_01774
OG0000905	Prbk.g_00055	Prbd.g_01772
OG0000906	Prbk.g_00629	Prbd.g_01770
OG0000907	Prbk.g_02578	Prbd.g_01769
OG0000908	Prbk.g_00923	Prbd.g_01766
OG0000909	Prbk.g_02051	Prbd.g_01762
OG0000910	Prbk.g_02050	Prbd.g_01761
OG0000911	Prbk.g_02049	Prbd.g_01760
OG0000912	Prbk.g_02048	Prbd.g_01759
OG0000913	Prbk.g_02047	Prbd.g_01758
OG0000914	Prbk.g_02046	Prbd.g_01757
OG0000915	Prbk.g_02045	Prbd.g_01756
OG0000916	Prbk.g_02044	Prbd.g_01755
OG0000917	Prbk.g_02042	Prbd.g_01754
OG0000918	Prbk.g_02041	Prbd.g_01753
OG0000919	Prbk.g_02040	Prbd.g_01752
OG0000920	Prbk.g_02039	Prbd.g_01751
OG0000921	Prbk.g_02038	Prbd.g_01750
OG0000922	Prbk.g_02037	Prbd.g_01749
OG0000923	Prbk.g_02036	Prbd.g_01748
OG0000924	Prbk.g_02035	Prbd.g_01747
OG0000925	Prbk.g_02034	Prbd.g_01746
OG0000926	Prbk.g_00526	Prbd.g_01736
OG0000927	Prbk.g_01929	Prbd.g_01707
OG0000928	Prbk.g_01930	Prbd.g_01706
OG0000929	Prbk.g_01931	Prbd.g_01705
OG0000930	Prbk.g_01937	Prbd.g_01704
OG0000931	Prbk.g_01938	Prbd.g_01703
OG0000932	Prbk.g_00244	Prbd.g_01701
OG0000933	Prbk.g_00246	Prbd.g_01700
OG0000934	Prbk.g_00247	Prbd.g_01699
OG0000935	Prbk.g_00248	Prbd.g_01698
OG0000936	Prbk.g_00249	Prbd.g_01697
OG0000937	Prbk.g_00250	Prbd.g_01696
OG0000938	Prbk.g_00252	Prbd.g_01695
OG0000939	Prbk.g_00253	Prbd.g_01694
OG0000940	Prbk.g_00255	Prbd.g_01693
OG0000941	Prbk.g_00257	Prbd.g_01691
OG0000942	Prbk.g_00258	Prbd.g_01690
OG0000943	Prbk.g_00261	Prbd.g_01687
OG0000944	Prbk.g_00270	Prbd.g_01686
OG0000945	Prbk.g_00271	Prbd.g_01685
OG0000946	Prbk.g_00272	Prbd.g_01684
OG0000947	Prbk.g_00273	Prbd.g_01683
OG0000948	Prbk.g_00274	Prbd.g_01682
OG0000949	Prbk.g_00275	Prbd.g_01681
OG0000950	Prbk.g_00276	Prbd.g_01680
OG0000951	Prbk.g_00277	Prbd.g_01679
OG0000952	Prbk.g_00278	Prbd.g_01678
OG0000953	Prbk.g_00279	Prbd.g_01677
OG0000954	Prbk.g_00280	Prbd.g_01676
OG0000955	Prbk.g_00281	Prbd.g_01675
OG0000956	Prbk.g_00282	Prbd.g_01674
OG0000957	Prbk.g_00283	Prbd.g_01673
OG0000958	Prbk.g_01237	Prbd.g_01672
OG0000959	Prbk.g_01236	Prbd.g_01671
OG0000960	Prbk.g_01235	Prbd.g_01670
OG0000961	Prbk.g_01228	Prbd.g_01666
OG0000962	Prbk.g_01226	Prbd.g_01665
OG0000963	Prbk.g_01225	Prbd.g_01664
OG0000964	Prbk.g_01222	Prbd.g_01662
OG0000965	Prbk.g_01221	Prbd.g_01661
OG0000966	Prbk.g_01220	Prbd.g_01660
OG0000967	Prbk.g_01219	Prbd.g_01659
OG0000968	Prbk.g_01218	Prbd.g_01658
OG0000969	Prbk.g_01217	Prbd.g_01657
OG0000970	Prbk.g_01216	Prbd.g_01656
OG0000971	Prbk.g_01215	Prbd.g_01655
OG0000972	Prbk.g_01214	Prbd.g_01654
OG0000973	Prbk.g_01213	Prbd.g_01653
OG0000974	Prbk.g_01211	Prbd.g_01651
OG0000975	Prbk.g_01654	Prbd.g_01648
OG0000976	Prbk.g_02016	Prbd.g_01646
OG0000977	Prbk.g_02006	Prbd.g_01645
OG0000978	Prbk.g_02004	Prbd.g_01644
OG0000979	Prbk.g_02002	Prbd.g_01642
OG0000980	Prbk.g_02001	Prbd.g_01641
OG0000981	Prbk.g_02596	Prbd.g_01640
OG0000982	Prbk.g_02000	Prbd.g_01639
OG0000983	Prbk.g_01998	Prbd.g_01637
OG0000984	Prbk.g_01997	Prbd.g_01636
OG0000985	Prbk.g_01996	Prbd.g_01635
OG0000986	Prbk.g_01994	Prbd.g_01634
OG0000987	Prbk.g_01993	Prbd.g_01633
OG0000988	Prbk.g_01991	Prbd.g_01632
OG0000989	Prbk.g_01990	Prbd.g_01631
OG0000990	Prbk.g_01989	Prbd.g_01630
OG0000991	Prbk.g_01988	Prbd.g_01629
OG0000992	Prbk.g_01987	Prbd.g_01628
OG0000993	Prbk.g_01986	Prbd.g_01627
OG0000994	Prbk.g_01985	Prbd.g_01626
OG0000995	Prbk.g_01983	Prbd.g_01625
OG0000996	Prbk.g_01982	Prbd.g_01624
OG0000997	Prbk.g_01981	Prbd.g_01623
OG0000998	Prbk.g_01980	Prbd.g_01622
OG0000999	Prbk.g_01979	Prbd.g_01621
OG0001000	Prbk.g_01978	Prbd.g_01620
OG0001001	Prbk.g_01977	Prbd.g_01617
OG0001002	Prbk.g_00937	Prbd.g_01616
OG0001003	Prbk.g_00936	Prbd.g_01615
OG0001004	Prbk.g_01360	Prbd.g_01614
OG0001005	Prbk.g_00934	Prbd.g_01613
OG0001006	Prbk.g_00933	Prbd.g_01612
OG0001007	Prbk.g_00932	Prbd.g_01611
OG0001008	Prbk.g_00930	Prbd.g_01609
OG0001009	Prbk.g_00929	Prbd.g_01608
OG0001010	Prbk.g_02593	Prbd.g_01600
OG0001011	Prbk.g_02619	Prbd.g_01593
OG0001012	Prbk.g_02485	Prbd.g_01566
OG0001013	Prbk.g_00918	Prbd.g_01531
OG0001014	Prbk.g_00917	Prbd.g_01530
OG0001015	Prbk.g_00906	Prbd.g_01524
OG0001016	Prbk.g_00905	Prbd.g_01523
OG0001017	Prbk.g_00904	Prbd.g_01522
OG0001018	Prbk.g_00902	Prbd.g_01521
OG0001019	Prbk.g_01451	Prbd.g_01519
OG0001020	Prbk.g_01450	Prbd.g_01518
OG0001021	Prbk.g_01449	Prbd.g_01517
OG0001022	Prbk.g_01448	Prbd.g_01516
OG0001023	Prbk.g_01447	Prbd.g_01515
OG0001024	Prbk.g_01445	Prbd.g_01514
OG0001025	Prbk.g_01444	Prbd.g_01513
OG0001026	Prbk.g_01443	Prbd.g_01511
OG0001027	Prbk.g_01442	Prbd.g_01510
OG0001028	Prbk.g_01441	Prbd.g_01509
OG0001029	Prbk.g_01440	Prbd.g_01508
OG0001030	Prbk.g_01439	Prbd.g_01507
OG0001031	Prbk.g_01438	Prbd.g_01506
OG0001032	Prbk.g_01437	Prbd.g_01505
OG0001033	Prbk.g_01436	Prbd.g_01504
OG0001034	Prbk.g_01434	Prbd.g_01503
OG0001035	Prbk.g_01432	Prbd.g_01501
OG0001036	Prbk.g_01431	Prbd.g_01500
OG0001037	Prbk.g_01429	Prbd.g_01499
OG0001038	Prbk.g_01428	Prbd.g_01498
OG0001039	Prbk.g_01427	Prbd.g_01497
OG0001040	Prbk.g_01426	Prbd.g_01496
OG0001041	Prbk.g_01425	Prbd.g_01495
OG0001042	Prbk.g_01423	Prbd.g_01494
OG0001043	Prbk.g_01422	Prbd.g_01493
OG0001044	Prbk.g_01421	Prbd.g_01492
OG0001045	Prbk.g_01420	Prbd.g_01491
OG0001046	Prbk.g_01419	Prbd.g_01490
OG0001047	Prbk.g_01415	Prbd.g_01487
OG0001048	Prbk.g_01413	Prbd.g_01485
OG0001049	Prbk.g_01412	Prbd.g_01484
OG0001050	Prbk.g_01411	Prbd.g_01483
OG0001051	Prbk.g_01410	Prbd.g_01482
OG0001052	Prbk.g_01409	Prbd.g_01481
OG0001053	Prbk.g_01407	Prbd.g_01479
OG0001054	Prbk.g_01405	Prbd.g_01477
OG0001055	Prbk.g_01404	Prbd.g_01476
OG0001056	Prbk.g_01403	Prbd.g_01475
OG0001057	Prbk.g_01402	Prbd.g_01474
OG0001058	Prbk.g_01401	Prbd.g_01473
OG0001059	Prbk.g_01400	Prbd.g_01472
OG0001060	Prbk.g_01399	Prbd.g_01471
OG0001061	Prbk.g_01398	Prbd.g_01470
OG0001062	Prbk.g_01384	Prbd.g_01469
OG0001063	Prbk.g_01383	Prbd.g_01468
OG0001064	Prbk.g_01381	Prbd.g_01466
OG0001065	Prbk.g_01901	Prbd.g_01463
OG0001066	Prbk.g_01904	Prbd.g_01462
OG0001067	Prbk.g_01905	Prbd.g_01461
OG0001068	Prbk.g_01909	Prbd.g_01459
OG0001069	Prbk.g_01910	Prbd.g_01458
OG0001070	Prbk.g_01911	Prbd.g_01457
OG0001071	Prbk.g_01912	Prbd.g_01456
OG0001072	Prbk.g_01913	Prbd.g_01455
OG0001073	Prbk.g_01914	Prbd.g_01454
OG0001074	Prbk.g_01915	Prbd.g_01453
OG0001075	Prbk.g_01916	Prbd.g_01452
OG0001076	Prbk.g_01917	Prbd.g_01451
OG0001077	Prbk.g_01918	Prbd.g_01450
OG0001078	Prbk.g_01920	Prbd.g_01449
OG0001079	Prbk.g_01921	Prbd.g_01448
OG0001080	Prbk.g_01922	Prbd.g_01447
OG0001081	Prbk.g_00990	Prbd.g_01444
OG0001082	Prbk.g_00991	Prbd.g_01443
OG0001083	Prbk.g_00995	Prbd.g_01442
OG0001084	Prbk.g_00993	Prbd.g_01440
OG0001085	Prbk.g_00992	Prbd.g_01439
OG0001086	Prbk.g_00996	Prbd.g_01438
OG0001087	Prbk.g_00997	Prbd.g_01437
OG0001088	Prbk.g_01926	Prbd.g_01436
OG0001089	Prbk.g_00988	Prbd.g_01433
OG0001090	Prbk.g_00986	Prbd.g_01431
OG0001091	Prbk.g_00985	Prbd.g_01430
OG0001092	Prbk.g_00984	Prbd.g_01429
OG0001093	Prbk.g_00983	Prbd.g_01428
