Orthogroup	Prbk	Prbg
OG0000549	Prbk.g_02617	Prbg.g_00346
OG0000550	Prbk.g_02618	Prbg.g_00347
OG0000551	Prbk.g_02621	Prbg.g_00349
OG0000552	Prbk.g_02623	Prbg.g_00350
OG0000553	Prbk.g_02624	Prbg.g_01427
OG0000554	Prbk.g_02626	Prbg.g_01426
OG0000555	Prbk.g_02627	Prbg.g_01425
OG0000556	Prbk.g_02628	Prbg.g_01424
OG0000557	Prbk.g_02629	Prbg.g_01423
OG0000558	Prbk.g_02631	Prbg.g_01422
OG0000559	Prbk.g_02632	Prbg.g_01421
OG0000560	Prbk.g_02634	Prbg.g_01419
OG0000561	Prbk.g_02635	Prbg.g_01418
OG0000562	Prbk.g_02637	Prbg.g_01416
OG0000563	Prbk.g_02638	Prbg.g_01415
OG0000564	Prbk.g_02639	Prbg.g_01414
OG0000565	Prbk.g_02647	Prbg.g_01413
OG0000566	Prbk.g_02648	Prbg.g_01412
OG0000567	Prbk.g_02649	Prbg.g_01411
OG0000568	Prbk.g_02650	Prbg.g_01410
OG0000569	Prbk.g_02651	Prbg.g_01409
OG0000570	Prbk.g_02654	Prbg.g_01408
OG0000571	Prbk.g_02655	Prbg.g_01407
OG0000572	Prbk.g_02656	Prbg.g_01406
OG0000573	Prbk.g_00738	Prbg.g_01403
OG0000574	Prbk.g_00729	Prbg.g_01402
OG0000575	Prbk.g_00728	Prbg.g_01401
OG0000576	Prbk.g_00727	Prbg.g_01400
OG0000577	Prbk.g_00726	Prbg.g_01399
OG0000578	Prbk.g_00725	Prbg.g_01398
OG0000579	Prbk.g_00723	Prbg.g_01397
OG0000580	Prbk.g_00720	Prbg.g_01396
OG0000581	Prbk.g_00719	Prbg.g_01395
OG0000582	Prbk.g_00718	Prbg.g_01394
OG0000583	Prbk.g_00717	Prbg.g_01393
OG0000584	Prbk.g_00715	Prbg.g_01391
OG0000585	Prbk.g_00714	Prbg.g_01390
OG0000586	Prbk.g_00712	Prbg.g_01388
OG0000587	Prbk.g_00711	Prbg.g_01387
OG0000588	Prbk.g_00708	Prbg.g_01111
OG0000589	Prbk.g_00706	Prbg.g_01112
OG0000590	Prbk.g_00478	Prbg.g_01114
OG0000591	Prbk.g_01361	Prbg.g_01120
OG0000592	Prbk.g_01767	Prbg.g_01121
OG0000593	Prbk.g_00672	Prbg.g_01122
OG0000594	Prbk.g_02509	Prbg.g_01125
OG0000595	Prbk.g_01925	Prbg.g_01126
OG0000596	Prbk.g_01805	Prbg.g_01127
OG0000597	Prbk.g_01827	Prbg.g_01129
OG0000598	Prbk.g_01821	Prbg.g_01130
OG0000599	Prbk.g_01817	Prbg.g_01131
OG0000600	Prbk.g_01816	Prbg.g_01132
OG0000601	Prbk.g_01802	Prbg.g_01135
OG0000602	Prbk.g_01801	Prbg.g_01136
OG0000603	Prbk.g_01800	Prbg.g_01137
OG0000604	Prbk.g_01760	Prbg.g_01140
OG0000605	Prbk.g_01761	Prbg.g_01141
OG0000606	Prbk.g_01764	Prbg.g_01142
OG0000607	Prbk.g_01766	Prbg.g_01144
OG0000608	Prbk.g_02429	Prbg.g_01146
OG0000609	Prbk.g_02262	Prbg.g_01939
OG0000610	Prbk.g_00169	Prbg.g_01070
OG0000611	Prbk.g_00617	Prbg.g_01152
OG0000612	Prbk.g_00616	Prbg.g_01153
OG0000613	Prbk.g_00615	Prbg.g_01374
OG0000614	Prbk.g_00614	Prbg.g_01373
OG0000615	Prbk.g_00613	Prbg.g_01371
OG0000616	Prbk.g_00612	Prbg.g_01370
OG0000617	Prbk.g_00611	Prbg.g_01369
OG0000618	Prbk.g_00610	Prbg.g_01368
OG0000619	Prbk.g_00608	Prbg.g_01367
OG0000620	Prbk.g_00607	Prbg.g_01366
OG0000621	Prbk.g_00606	Prbg.g_01365
OG0000622	Prbk.g_00605	Prbg.g_01364
OG0000623	Prbk.g_00604	Prbg.g_01363
OG0000624	Prbk.g_00603	Prbg.g_01361
OG0000625	Prbk.g_00602	Prbg.g_01360
OG0000626	Prbk.g_00601	Prbg.g_01359
OG0000627	Prbk.g_02376	Prbg.g_01358
OG0000628	Prbk.g_02375	Prbg.g_01357
OG0000629	Prbk.g_02372	Prbg.g_01356
OG0000630	Prbk.g_02371	Prbg.g_01355
OG0000631	Prbk.g_02368	Prbg.g_01353
OG0000632	Prbk.g_01780	Prbg.g_01352
OG0000633	Prbk.g_01872	Prbg.g_00006
OG0000634	Prbk.g_01863	Prbg.g_00461
OG0000635	Prbk.g_02332	Prbg.g_00366
OG0000636	Prbk.g_02333	Prbg.g_00365
OG0000637	Prbk.g_02334	Prbg.g_00364
OG0000638	Prbk.g_00865	Prbg.g_00114
OG0000639	Prbk.g_01455	Prbg.g_01254
OG0000640	Prbk.g_02367	Prbg.g_01258
OG0000641	Prbk.g_02362	Prbg.g_01260
OG0000642	Prbk.g_02361	Prbg.g_01261
OG0000643	Prbk.g_02360	Prbg.g_01262
OG0000644	Prbk.g_02462	Prbg.g_01375
OG0000645	Prbk.g_02463	Prbg.g_01154
OG0000646	Prbk.g_02464	Prbg.g_01155
OG0000647	Prbk.g_02465	Prbg.g_01156
OG0000648	Prbk.g_02467	Prbg.g_01158
OG0000649	Prbk.g_02468	Prbg.g_01159
OG0000650	Prbk.g_02469	Prbg.g_01160
OG0000651	Prbk.g_02470	Prbg.g_01161
OG0000652	Prbk.g_02471	Prbg.g_01162
OG0000653	Prbk.g_02472	Prbg.g_01163
OG0000654	Prbk.g_02474	Prbg.g_01165
OG0000655	Prbk.g_02476	Prbg.g_01167
OG0000656	Prbk.g_02477	Prbg.g_01168
OG0000657	Prbk.g_02478	Prbg.g_01169
OG0000658	Prbk.g_02479	Prbg.g_01170
OG0000659	Prbk.g_02480	Prbg.g_01171
OG0000660	Prbk.g_02481	Prbg.g_01172
OG0000661	Prbk.g_02483	Prbg.g_01173
OG0000662	Prbk.g_02486	Prbg.g_01175
OG0000663	Prbk.g_02487	Prbg.g_01176
OG0000664	Prbk.g_02488	Prbg.g_01177
OG0000665	Prbk.g_02489	Prbg.g_01178
OG0000666	Prbk.g_02490	Prbg.g_01179
OG0000667	Prbk.g_02491	Prbg.g_01180
OG0000668	Prbk.g_02492	Prbg.g_01181
OG0000669	Prbk.g_02494	Prbg.g_01183
OG0000670	Prbk.g_02495	Prbg.g_01184
OG0000671	Prbk.g_02496	Prbg.g_01185
OG0000672	Prbk.g_02497	Prbg.g_01186
OG0000673	Prbk.g_02498	Prbg.g_01187
OG0000674	Prbk.g_02499	Prbg.g_01188
OG0000675	Prbk.g_02526	Prbg.g_01190
OG0000676	Prbk.g_02527	Prbg.g_01191
OG0000677	Prbk.g_02530	Prbg.g_01194
OG0000678	Prbk.g_02532	Prbg.g_01196
OG0000679	Prbk.g_02534	Prbg.g_01198
OG0000680	Prbk.g_02535	Prbg.g_01199
OG0000681	Prbk.g_02536	Prbg.g_01200
OG0000682	Prbk.g_02537	Prbg.g_01201
OG0000683	Prbk.g_02539	Prbg.g_01203
OG0000684	Prbk.g_02540	Prbg.g_01204
OG0000685	Prbk.g_02541	Prbg.g_01205
OG0000686	Prbk.g_02542	Prbg.g_01206
OG0000687	Prbk.g_02543	Prbg.g_01207
OG0000688	Prbk.g_02544	Prbg.g_01208
OG0000689	Prbk.g_02546	Prbg.g_01209
OG0000690	Prbk.g_02547	Prbg.g_01210
OG0000691	Prbk.g_02548	Prbg.g_01211
OG0000692	Prbk.g_02559	Prbg.g_01215
OG0000693	Prbk.g_02560	Prbg.g_01216
OG0000694	Prbk.g_02563	Prbg.g_01217
OG0000695	Prbk.g_02567	Prbg.g_01218
OG0000696	Prbk.g_02568	Prbg.g_01219
OG0000697	Prbk.g_02570	Prbg.g_01221
OG0000698	Prbk.g_02379	Prbg.g_01225
OG0000699	Prbk.g_00598	Prbg.g_01226
OG0000700	Prbk.g_00582	Prbg.g_01062
OG0000701	Prbk.g_00193	Prbg.g_01067
OG0000702	Prbk.g_02580	Prbg.g_01073
OG0000703	Prbk.g_02389	Prbg.g_01075
OG0000704	Prbk.g_01662	Prbg.g_01076
OG0000705	Prbk.g_02390	Prbg.g_01078
OG0000706	Prbk.g_02391	Prbg.g_01079
OG0000707	Prbk.g_02393	Prbg.g_01081
OG0000708	Prbk.g_02394	Prbg.g_01082
OG0000709	Prbk.g_02396	Prbg.g_01084
OG0000710	Prbk.g_02397	Prbg.g_01085
OG0000711	Prbk.g_02398	Prbg.g_01086
OG0000712	Prbk.g_02399	Prbg.g_01087
OG0000713	Prbk.g_02400	Prbg.g_01088
OG0000714	Prbk.g_02408	Prbg.g_01090
OG0000715	Prbk.g_02410	Prbg.g_01091
OG0000716	Prbk.g_02415	Prbg.g_01093
OG0000717	Prbk.g_02417	Prbg.g_01094
OG0000718	Prbk.g_02420	Prbg.g_01095
OG0000719	Prbk.g_02435	Prbg.g_01097
OG0000720	Prbk.g_02436	Prbg.g_01098
OG0000721	Prbk.g_02438	Prbg.g_01101
OG0000722	Prbk.g_02439	Prbg.g_01102
OG0000723	Prbk.g_02440	Prbg.g_01103
OG0000724	Prbk.g_02453	Prbg.g_01105
OG0000725	Prbk.g_02452	Prbg.g_01106
OG0000726	Prbk.g_02451	Prbg.g_01107
OG0000727	Prbk.g_02450	Prbg.g_01108
OG0000728	Prbk.g_02449	Prbg.g_01109
OG0000729	Prbk.g_02447	Prbg.g_01110
OG0000730	Prbk.g_02444	Prbg.g_01385
OG0000731	Prbk.g_02455	Prbg.g_01383
OG0000732	Prbk.g_02456	Prbg.g_01382
OG0000733	Prbk.g_02457	Prbg.g_01381
OG0000734	Prbk.g_02458	Prbg.g_01380
OG0000735	Prbk.g_02459	Prbg.g_01378
OG0000736	Prbk.g_02460	Prbg.g_01377
OG0000737	Prbk.g_02461	Prbg.g_01376
OG0000738	Prbk.g_02359	Prbg.g_01263
OG0000739	Prbk.g_02358	Prbg.g_01264
OG0000740	Prbk.g_02357	Prbg.g_01265
OG0000741	Prbk.g_02355	Prbg.g_01266
OG0000742	Prbk.g_02353	Prbg.g_01268
OG0000743	Prbk.g_02352	Prbg.g_01269
OG0000744	Prbk.g_02350	Prbg.g_01270
OG0000745	Prbk.g_02349	Prbg.g_01271
OG0000746	Prbk.g_02348	Prbg.g_01272
OG0000747	Prbk.g_01698	Prbg.g_01273
OG0000748	Prbk.g_02340	Prbg.g_01274
OG0000749	Prbk.g_02339	Prbg.g_01275
OG0000750	Prbk.g_02337	Prbg.g_01277
OG0000751	Prbk.g_02336	Prbg.g_01278
OG0000752	Prbk.g_02189	Prbg.g_01337
OG0000753	Prbk.g_02331	Prbg.g_01280
OG0000754	Prbk.g_02330	Prbg.g_01281
OG0000755	Prbk.g_02329	Prbg.g_01282
OG0000756	Prbk.g_02327	Prbg.g_01284
OG0000757	Prbk.g_02326	Prbg.g_01285
OG0000758	Prbk.g_02325	Prbg.g_01286
OG0000759	Prbk.g_02320	Prbg.g_01288
OG0000760	Prbk.g_02319	Prbg.g_01289
OG0000761	Prbk.g_02317	Prbg.g_01290
OG0000762	Prbk.g_02315	Prbg.g_01292
OG0000763	Prbk.g_02313	Prbg.g_01293
OG0000764	Prbk.g_02311	Prbg.g_01294
OG0000765	Prbk.g_02310	Prbg.g_01295
OG0000766	Prbk.g_02309	Prbg.g_01296
OG0000767	Prbk.g_02307	Prbg.g_01298
OG0000768	Prbk.g_02306	Prbg.g_01299
OG0000769	Prbk.g_02305	Prbg.g_01300
OG0000770	Prbk.g_02304	Prbg.g_01301
OG0000771	Prbk.g_02303	Prbg.g_01302
OG0000772	Prbk.g_01728	Prbg.g_01552
OG0000773	Prbk.g_02301	Prbg.g_01304
OG0000774	Prbk.g_02299	Prbg.g_01305
OG0000775	Prbk.g_02297	Prbg.g_01306
OG0000776	Prbk.g_02293	Prbg.g_01309
OG0000777	Prbk.g_02292	Prbg.g_01310
OG0000778	Prbk.g_00562	Prbg.g_01311
OG0000779	Prbk.g_00566	Prbg.g_01312
OG0000780	Prbk.g_00568	Prbg.g_01314
OG0000781	Prbk.g_00572	Prbg.g_01316
OG0000782	Prbk.g_00573	Prbg.g_01317
OG0000783	Prbk.g_00578	Prbg.g_01321
OG0000784	Prbk.g_00580	Prbg.g_01323
OG0000785	Prbk.g_00581	Prbg.g_01324
OG0000786	Prbk.g_00583	Prbg.g_01325
OG0000787	Prbk.g_00584	Prbg.g_01326
OG0000788	Prbk.g_00590	Prbg.g_01332
OG0000789	Prbk.g_00593	Prbg.g_01335
OG0000790	Prbk.g_02190	Prbg.g_01336
OG0000791	Prbk.g_00594	Prbg.g_01339
OG0000792	Prbk.g_00595	Prbg.g_01340
OG0000793	Prbk.g_00596	Prbg.g_01341
OG0000794	Prbk.g_00599	Prbg.g_01344
OG0000795	Prbk.g_00068	Prbg.g_01245
OG0000796	Prbk.g_00067	Prbg.g_01244
OG0000797	Prbk.g_00064	Prbg.g_01242
OG0000798	Prbk.g_00063	Prbg.g_01241
OG0000799	Prbk.g_00062	Prbg.g_01240
OG0000800	Prbk.g_00061	Prbg.g_01239
OG0000801	Prbk.g_00058	Prbg.g_01236
OG0000802	Prbk.g_00057	Prbg.g_01235
OG0000803	Prbk.g_00054	Prbg.g_01233
OG0000804	Prbk.g_00053	Prbg.g_01232
OG0000805	Prbk.g_00052	Prbg.g_01231
OG0000806	Prbk.g_00051	Prbg.g_01229
OG0000807	Prbk.g_00627	Prbg.g_00141
OG0000808	Prbk.g_02595	Prbg.g_00022
OG0000809	Prbk.g_02022	Prbg.g_01534
OG0000810	Prbk.g_01700	Prbg.g_00361
OG0000811	Prbk.g_01531	Prbg.g_00455
OG0000812	Prbk.g_00869	Prbg.g_01528
OG0000813	Prbk.g_00879	Prbg.g_00123
OG0000814	Prbk.g_01234	Prbg.g_01555
OG0000815	Prbk.g_02613	Prbg.g_00528
OG0000816	Prbk.g_02202	Prbg.g_00750
OG0000817	Prbk.g_02196	Prbg.g_00751
OG0000818	Prbk.g_01456	Prbg.g_00011
OG0000819	Prbk.g_01227	Prbg.g_01508
OG0000820	Prbk.g_00004	Prbg.g_01502
OG0000821	Prbk.g_01037	Prbg.g_01500
OG0000822	Prbk.g_01036	Prbg.g_01499
OG0000823	Prbk.g_01035	Prbg.g_01498
OG0000824	Prbk.g_01034	Prbg.g_01497
OG0000825	Prbk.g_01032	Prbg.g_01496
OG0000826	Prbk.g_01031	Prbg.g_01495
OG0000827	Prbk.g_01028	Prbg.g_01494
OG0000828	Prbk.g_01026	Prbg.g_01493
OG0000829	Prbk.g_01025	Prbg.g_01492
OG0000830	Prbk.g_01022	Prbg.g_01490
OG0000831	Prbk.g_01020	Prbg.g_01487
OG0000832	Prbk.g_01018	Prbg.g_01485
OG0000833	Prbk.g_01017	Prbg.g_01484
OG0000834	Prbk.g_00141	Prbg.g_01483
OG0000835	Prbk.g_00142	Prbg.g_01482
OG0000836	Prbk.g_00143	Prbg.g_01481
OG0000837	Prbk.g_00153	Prbg.g_01478
OG0000838	Prbk.g_00155	Prbg.g_01477
OG0000839	Prbk.g_00156	Prbg.g_01476
OG0000840	Prbk.g_00157	Prbg.g_01475
OG0000841	Prbk.g_00158	Prbg.g_01474
OG0000842	Prbk.g_00106	Prbg.g_01472
OG0000843	Prbk.g_00105	Prbg.g_01471
OG0000844	Prbk.g_00104	Prbg.g_01470
OG0000845	Prbk.g_00103	Prbg.g_01469
OG0000846	Prbk.g_00100	Prbg.g_01467
OG0000847	Prbk.g_00099	Prbg.g_01465
OG0000848	Prbk.g_01501	Prbg.g_01464
OG0000849	Prbk.g_01498	Prbg.g_01461
OG0000850	Prbk.g_01497	Prbg.g_01460
OG0000851	Prbk.g_00139	Prbg.g_01458
OG0000852	Prbk.g_00137	Prbg.g_01456
OG0000853	Prbk.g_00135	Prbg.g_01454
OG0000854	Prbk.g_00133	Prbg.g_01452
OG0000855	Prbk.g_00132	Prbg.g_01451
OG0000856	Prbk.g_00131	Prbg.g_01450
OG0000857	Prbk.g_00130	Prbg.g_01449
OG0000858	Prbk.g_00129	Prbg.g_01448
OG0000859	Prbk.g_00128	Prbg.g_01447
OG0000860	Prbk.g_00127	Prbg.g_01446
OG0000861	Prbk.g_01503	Prbg.g_01445
OG0000862	Prbk.g_01504	Prbg.g_01444
OG0000863	Prbk.g_01505	Prbg.g_01443
OG0000864	Prbk.g_01506	Prbg.g_01442
OG0000865	Prbk.g_01508	Prbg.g_01441
OG0000866	Prbk.g_00189	Prbg.g_01440
OG0000867	Prbk.g_00188	Prbg.g_01439
OG0000868	Prbk.g_00186	Prbg.g_01438
OG0000869	Prbk.g_00183	Prbg.g_01436
OG0000870	Prbk.g_00182	Prbg.g_01435
OG0000871	Prbk.g_00178	Prbg.g_01434
OG0000872	Prbk.g_00177	Prbg.g_01433
OG0000873	Prbk.g_00175	Prbg.g_01431
OG0000874	Prbk.g_00174	Prbg.g_01430
OG0000875	Prbk.g_00097	Prbg.g_01429
OG0000876	Prbk.g_00098	Prbg.g_01428
OG0000877	Prbk.g_00122	Prbg.g_00351
OG0000878	Prbk.g_02011	Prbg.g_01576
OG0000879	Prbk.g_00164	Prbg.g_00466
OG0000880	Prbk.g_00163	Prbg.g_00467
OG0000881	Prbk.g_00162	Prbg.g_00468
OG0000882	Prbk.g_01194	Prbg.g_00469
OG0000883	Prbk.g_01192	Prbg.g_00470
OG0000884	Prbk.g_01190	Prbg.g_00472
OG0000885	Prbk.g_01189	Prbg.g_00473
OG0000886	Prbk.g_01188	Prbg.g_00474
OG0000887	Prbk.g_01187	Prbg.g_00475
OG0000888	Prbk.g_01186	Prbg.g_00476
OG0000889	Prbk.g_01182	Prbg.g_00479
OG0000890	Prbk.g_01179	Prbg.g_00480
OG0000891	Prbk.g_01178	Prbg.g_00481
OG0000892	Prbk.g_01175	Prbg.g_00484
OG0000893	Prbk.g_01174	Prbg.g_00485
OG0000894	Prbk.g_01173	Prbg.g_00486
OG0000895	Prbk.g_01172	Prbg.g_00487
OG0000896	Prbk.g_01171	Prbg.g_00488
OG0000897	Prbk.g_01170	Prbg.g_00489
OG0000898	Prbk.g_01167	Prbg.g_00492
OG0000899	Prbk.g_01166	Prbg.g_00493
OG0000900	Prbk.g_01199	Prbg.g_00505
OG0000901	Prbk.g_02120	Prbg.g_00501
OG0000902	Prbk.g_00334	Prbg.g_00218
OG0000903	Prbk.g_02564	Prbg.g_01551
OG0000904	Prbk.g_01691	Prbg.g_00690
OG0000905	Prbk.g_00055	Prbg.g_01529
OG0000906	Prbk.g_00629	Prbg.g_01511
OG0000907	Prbk.g_02578	Prbg.g_01223
OG0000908	Prbk.g_00923	Prbg.g_01548
OG0000909	Prbk.g_02051	Prbg.g_00531
OG0000910	Prbk.g_02050	Prbg.g_00532
OG0000911	Prbk.g_02049	Prbg.g_00533
OG0000912	Prbk.g_02048	Prbg.g_00534
OG0000913	Prbk.g_02047	Prbg.g_00535
OG0000914	Prbk.g_02046	Prbg.g_00536
OG0000915	Prbk.g_02045	Prbg.g_00537
OG0000916	Prbk.g_02044	Prbg.g_00538
OG0000917	Prbk.g_02042	Prbg.g_00539
OG0000918	Prbk.g_02041	Prbg.g_00540
OG0000919	Prbk.g_02040	Prbg.g_00541
OG0000920	Prbk.g_02039	Prbg.g_00542
OG0000921	Prbk.g_02038	Prbg.g_00543
OG0000922	Prbk.g_02037	Prbg.g_00544
OG0000923	Prbk.g_02036	Prbg.g_00545
OG0000924	Prbk.g_02035	Prbg.g_00546
OG0000925	Prbk.g_02034	Prbg.g_00547
OG0000926	Prbk.g_00526	Prbg.g_01829
OG0000927	Prbk.g_01929	Prbg.g_00574
OG0000928	Prbk.g_01930	Prbg.g_00575
OG0000929	Prbk.g_01931	Prbg.g_00576
OG0000930	Prbk.g_01937	Prbg.g_00577
OG0000931	Prbk.g_01938	Prbg.g_00578
OG0000932	Prbk.g_00244	Prbg.g_00580
OG0000933	Prbk.g_00246	Prbg.g_00581
OG0000934	Prbk.g_00247	Prbg.g_00582
OG0000935	Prbk.g_00248	Prbg.g_00583
OG0000936	Prbk.g_00249	Prbg.g_00584
OG0000937	Prbk.g_00250	Prbg.g_00585
OG0000938	Prbk.g_00252	Prbg.g_00586
OG0000939	Prbk.g_00253	Prbg.g_00587
OG0000940	Prbk.g_00255	Prbg.g_00588
OG0000941	Prbk.g_00257	Prbg.g_00589
OG0000942	Prbk.g_00258	Prbg.g_00590
OG0000943	Prbk.g_00261	Prbg.g_00593
OG0000944	Prbk.g_00270	Prbg.g_00594
OG0000945	Prbk.g_00271	Prbg.g_00595
OG0000946	Prbk.g_00272	Prbg.g_00596
OG0000947	Prbk.g_00273	Prbg.g_00597
OG0000948	Prbk.g_00274	Prbg.g_00598
OG0000949	Prbk.g_00275	Prbg.g_00599
OG0000950	Prbk.g_00276	Prbg.g_00600
OG0000951	Prbk.g_00277	Prbg.g_00601
OG0000952	Prbk.g_00278	Prbg.g_00602
OG0000953	Prbk.g_00279	Prbg.g_00603
OG0000954	Prbk.g_00280	Prbg.g_00604
OG0000955	Prbk.g_00281	Prbg.g_00605
OG0000956	Prbk.g_00282	Prbg.g_00606
OG0000957	Prbk.g_00283	Prbg.g_00607
OG0000958	Prbk.g_01237	Prbg.g_00608
OG0000959	Prbk.g_01236	Prbg.g_00609
OG0000960	Prbk.g_01235	Prbg.g_00610
OG0000961	Prbk.g_01228	Prbg.g_00614
OG0000962	Prbk.g_01226	Prbg.g_00615
OG0000963	Prbk.g_01225	Prbg.g_00616
OG0000964	Prbk.g_01222	Prbg.g_00618
OG0000965	Prbk.g_01221	Prbg.g_00619
OG0000966	Prbk.g_01220	Prbg.g_00620
OG0000967	Prbk.g_01219	Prbg.g_00621
OG0000968	Prbk.g_01218	Prbg.g_00622
OG0000969	Prbk.g_01217	Prbg.g_00623
OG0000970	Prbk.g_01216	Prbg.g_00624
OG0000971	Prbk.g_01215	Prbg.g_00625
OG0000972	Prbk.g_01214	Prbg.g_00626
OG0000973	Prbk.g_01213	Prbg.g_00627
OG0000974	Prbk.g_01211	Prbg.g_00629
OG0000975	Prbk.g_01654	Prbg.g_00635
OG0000976	Prbk.g_02016	Prbg.g_00637
OG0000977	Prbk.g_02006	Prbg.g_00639
OG0000978	Prbk.g_02004	Prbg.g_00641
OG0000979	Prbk.g_02002	Prbg.g_00643
OG0000980	Prbk.g_02001	Prbg.g_00644
OG0000981	Prbk.g_02596	Prbg.g_00645
OG0000982	Prbk.g_02000	Prbg.g_00646
OG0000983	Prbk.g_01998	Prbg.g_00648
OG0000984	Prbk.g_01997	Prbg.g_00649
OG0000985	Prbk.g_01996	Prbg.g_00650
OG0000986	Prbk.g_01994	Prbg.g_00651
OG0000987	Prbk.g_01993	Prbg.g_00652
OG0000988	Prbk.g_01991	Prbg.g_00653
OG0000989	Prbk.g_01990	Prbg.g_00654
OG0000990	Prbk.g_01989	Prbg.g_00655
OG0000991	Prbk.g_01988	Prbg.g_00656
OG0000992	Prbk.g_01987	Prbg.g_00657
OG0000993	Prbk.g_01986	Prbg.g_00658
OG0000994	Prbk.g_01985	Prbg.g_00659
OG0000995	Prbk.g_01983	Prbg.g_00660
OG0000996	Prbk.g_01982	Prbg.g_00661
OG0000997	Prbk.g_01981	Prbg.g_00662
OG0000998	Prbk.g_01980	Prbg.g_00663
OG0000999	Prbk.g_01979	Prbg.g_00664
OG0001000	Prbk.g_01978	Prbg.g_00665
OG0001001	Prbk.g_01977	Prbg.g_00667
OG0001002	Prbk.g_00937	Prbg.g_00668
OG0001003	Prbk.g_00936	Prbg.g_00669
OG0001004	Prbk.g_01360	Prbg.g_00670
OG0001005	Prbk.g_00934	Prbg.g_00673
OG0001006	Prbk.g_00933	Prbg.g_00674
OG0001007	Prbk.g_00932	Prbg.g_00675
OG0001008	Prbk.g_00930	Prbg.g_00677
OG0001009	Prbk.g_00929	Prbg.g_00678
OG0001010	Prbk.g_02593	Prbg.g_01593
OG0001011	Prbk.g_02619	Prbg.g_00348
OG0001012	Prbk.g_02485	Prbg.g_01174
OG0001013	Prbk.g_00918	Prbg.g_01643
OG0001014	Prbk.g_00917	Prbg.g_01644
OG0001015	Prbk.g_00906	Prbg.g_01651
OG0001016	Prbk.g_00905	Prbg.g_01652
OG0001017	Prbk.g_00904	Prbg.g_01653
OG0001018	Prbk.g_00902	Prbg.g_01654
OG0001019	Prbk.g_01451	Prbg.g_01656
OG0001020	Prbk.g_01450	Prbg.g_01657
OG0001021	Prbk.g_01449	Prbg.g_01658
OG0001022	Prbk.g_01448	Prbg.g_01659
OG0001023	Prbk.g_01447	Prbg.g_01660
OG0001024	Prbk.g_01445	Prbg.g_01662
OG0001025	Prbk.g_01444	Prbg.g_01663
OG0001026	Prbk.g_01443	Prbg.g_01664
OG0001027	Prbk.g_01442	Prbg.g_01665
OG0001028	Prbk.g_01441	Prbg.g_01666
OG0001029	Prbk.g_01440	Prbg.g_01667
OG0001030	Prbk.g_01439	Prbg.g_01668
OG0001031	Prbk.g_01438	Prbg.g_01669
OG0001032	Prbk.g_01437	Prbg.g_01670
OG0001033	Prbk.g_01436	Prbg.g_01671
OG0001034	Prbk.g_01434	Prbg.g_01672
OG0001035	Prbk.g_01432	Prbg.g_01674
OG0001036	Prbk.g_01431	Prbg.g_01675
OG0001037	Prbk.g_01429	Prbg.g_01676
OG0001038	Prbk.g_01428	Prbg.g_01677
OG0001039	Prbk.g_01427	Prbg.g_01678
OG0001040	Prbk.g_01426	Prbg.g_01679
OG0001041	Prbk.g_01425	Prbg.g_01680
OG0001042	Prbk.g_01423	Prbg.g_01681
OG0001043	Prbk.g_01422	Prbg.g_01682
OG0001044	Prbk.g_01421	Prbg.g_01683
OG0001045	Prbk.g_01420	Prbg.g_01684
OG0001046	Prbk.g_01419	Prbg.g_01685
OG0001047	Prbk.g_01415	Prbg.g_01688
OG0001048	Prbk.g_01413	Prbg.g_01690
OG0001049	Prbk.g_01412	Prbg.g_01691
OG0001050	Prbk.g_01411	Prbg.g_01692
OG0001051	Prbk.g_01410	Prbg.g_01693
OG0001052	Prbk.g_01409	Prbg.g_01694
OG0001053	Prbk.g_01407	Prbg.g_01696
OG0001054	Prbk.g_01405	Prbg.g_01698
OG0001055	Prbk.g_01404	Prbg.g_01699
OG0001056	Prbk.g_01403	Prbg.g_01700
OG0001057	Prbk.g_01402	Prbg.g_01701
OG0001058	Prbk.g_01401	Prbg.g_01702
OG0001059	Prbk.g_01400	Prbg.g_01703
OG0001060	Prbk.g_01399	Prbg.g_01704
OG0001061	Prbk.g_01398	Prbg.g_01705
OG0001062	Prbk.g_01384	Prbg.g_01706
OG0001063	Prbk.g_01383	Prbg.g_01707
OG0001064	Prbk.g_01381	Prbg.g_01709
OG0001065	Prbk.g_01901	Prbg.g_01713
OG0001066	Prbk.g_01904	Prbg.g_01715
OG0001067	Prbk.g_01905	Prbg.g_01716
OG0001068	Prbk.g_01909	Prbg.g_01719
OG0001069	Prbk.g_01910	Prbg.g_01720
OG0001070	Prbk.g_01911	Prbg.g_01721
OG0001071	Prbk.g_01912	Prbg.g_01722
OG0001072	Prbk.g_01913	Prbg.g_01723
OG0001073	Prbk.g_01914	Prbg.g_01724
OG0001074	Prbk.g_01915	Prbg.g_01725
OG0001075	Prbk.g_01916	Prbg.g_01726
OG0001076	Prbk.g_01917	Prbg.g_01727
OG0001077	Prbk.g_01918	Prbg.g_01728
OG0001078	Prbk.g_01920	Prbg.g_01729
OG0001079	Prbk.g_01921	Prbg.g_01730
OG0001080	Prbk.g_01922	Prbg.g_01731
OG0001081	Prbk.g_00990	Prbg.g_01735
OG0001082	Prbk.g_00991	Prbg.g_01736
OG0001083	Prbk.g_00995	Prbg.g_01739
OG0001084	Prbk.g_00993	Prbg.g_01738
OG0001085	Prbk.g_00992	Prbg.g_01737
