Orthogroup	Prbn	Prbj
OG0000540	Prbn.g_00611	Prbj.g_02089
OG0000541	Prbn.g_00610	Prbj.g_02090
OG0000542	Prbn.g_00609	Prbj.g_02093
OG0000543	Prbn.g_00607	Prbj.g_02095
OG0000544	Prbn.g_00606	Prbj.g_02096
OG0000545	Prbn.g_00604	Prbj.g_02097
OG0000546	Prbn.g_00601	Prbj.g_02099
OG0000547	Prbn.g_00599	Prbj.g_02101
OG0000548	Prbn.g_00598	Prbj.g_02102
OG0000549	Prbn.g_00596	Prbj.g_02108
OG0000550	Prbn.g_00592	Prbj.g_02113
OG0000551	Prbn.g_00589	Prbj.g_02117
OG0000552	Prbn.g_00588	Prbj.g_02118
OG0000553	Prbn.g_00587	Prbj.g_02123
OG0000554	Prbn.g_00582	Prbj.g_02128
OG0000555	Prbn.g_00574	Prbj.g_02146
OG0000556	Prbn.g_00572	Prbj.g_02666
OG0000557	Prbn.g_00571	Prbj.g_01858
OG0000558	Prbn.g_00569	Prbj.g_01861
OG0000559	Prbn.g_00565	Prbj.g_01865
OG0000560	Prbn.g_00562	Prbj.g_01868
OG0000561	Prbn.g_00561	Prbj.g_01869
OG0000562	Prbn.g_00560	Prbj.g_01870
OG0000563	Prbn.g_00559	Prbj.g_01871
OG0000564	Prbn.g_00558	Prbj.g_01872
OG0000565	Prbn.g_00556	Prbj.g_01875
OG0000566	Prbn.g_00552	Prbj.g_01879
OG0000567	Prbn.g_00548	Prbj.g_01883
OG0000568	Prbn.g_00547	Prbj.g_01885
OG0000569	Prbn.g_00546	Prbj.g_01807
OG0000570	Prbn.g_00545	Prbj.g_01806
OG0000571	Prbn.g_00543	Prbj.g_01803
OG0000572	Prbn.g_00529	Prbj.g_01787
OG0000573	Prbn.g_00523	Prbj.g_01780
OG0000574	Prbn.g_00522	Prbj.g_01779
OG0000575	Prbn.g_00518	Prbj.g_01770
OG0000576	Prbn.g_00516	Prbj.g_01768
OG0000577	Prbn.g_00515	Prbj.g_01767
OG0000578	Prbn.g_00514	Prbj.g_01766
OG0000579	Prbn.g_00513	Prbj.g_01765
OG0000580	Prbn.g_00512	Prbj.g_01764
OG0000581	Prbn.g_00509	Prbj.g_01760
OG0000582	Prbn.g_00506	Prbj.g_01756
OG0000583	Prbn.g_00505	Prbj.g_01755
OG0000584	Prbn.g_00504	Prbj.g_01754
OG0000585	Prbn.g_00502	Prbj.g_01752
OG0000586	Prbn.g_00501	Prbj.g_01750
OG0000587	Prbn.g_00500	Prbj.g_01748
OG0000588	Prbn.g_00496	Prbj.g_02547
OG0000589	Prbn.g_00494	Prbj.g_02550
OG0000590	Prbn.g_00493	Prbj.g_02551
OG0000591	Prbn.g_00489	Prbj.g_02558
OG0000592	Prbn.g_00488	Prbj.g_02559
OG0000593	Prbn.g_00423	Prbj.g_02569
OG0000594	Prbn.g_00424	Prbj.g_02570
OG0000595	Prbn.g_00425	Prbj.g_02571
OG0000596	Prbn.g_00429	Prbj.g_02576
OG0000597	Prbn.g_00432	Prbj.g_02579
OG0000598	Prbn.g_00433	Prbj.g_02580
OG0000599	Prbn.g_00436	Prbj.g_02590
OG0000600	Prbn.g_00437	Prbj.g_02591
OG0000601	Prbn.g_00438	Prbj.g_02592
OG0000602	Prbn.g_00440	Prbj.g_02596
OG0000603	Prbn.g_00441	Prbj.g_02597
OG0000604	Prbn.g_00442	Prbj.g_02598
OG0000605	Prbn.g_00443	Prbj.g_00792
OG0000606	Prbn.g_00446	Prbj.g_00803
OG0000607	Prbn.g_00449	Prbj.g_00806
OG0000608	Prbn.g_00450	Prbj.g_00807
OG0000609	Prbn.g_00834	Prbj.g_00809
OG0000610	Prbn.g_00840	Prbj.g_00818
OG0000611	Prbn.g_00843	Prbj.g_00821
OG0000612	Prbn.g_00844	Prbj.g_00822
OG0000613	Prbn.g_01591	Prbj.g_01466
OG0000614	Prbn.g_01570	Prbj.g_00946
OG0000615	Prbn.g_01559	Prbj.g_02373
OG0000616	Prbn.g_00905	Prbj.g_02057
OG0000617	Prbn.g_00860	Prbj.g_02184
OG0000618	Prbn.g_00861	Prbj.g_02185
OG0000619	Prbn.g_00862	Prbj.g_02186
OG0000620	Prbn.g_01947	Prbj.g_02190
OG0000621	Prbn.g_01948	Prbj.g_02191
OG0000622	Prbn.g_01949	Prbj.g_02192
OG0000623	Prbn.g_01950	Prbj.g_02193
OG0000624	Prbn.g_01952	Prbj.g_02194
OG0000625	Prbn.g_01345	Prbj.g_02195
OG0000626	Prbn.g_01346	Prbj.g_02196
OG0000627	Prbn.g_01347	Prbj.g_02320
OG0000628	Prbn.g_01348	Prbj.g_02319
OG0000629	Prbn.g_01349	Prbj.g_02316
OG0000630	Prbn.g_01352	Prbj.g_02312
OG0000631	Prbn.g_01445	Prbj.g_02306
OG0000632	Prbn.g_01444	Prbj.g_02305
OG0000633	Prbn.g_01443	Prbj.g_02304
OG0000634	Prbn.g_01550	Prbj.g_02408
OG0000635	Prbn.g_01549	Prbj.g_02409
OG0000636	Prbn.g_01547	Prbj.g_02411
OG0000637	Prbn.g_01545	Prbj.g_02413
OG0000638	Prbn.g_01544	Prbj.g_02414
OG0000639	Prbn.g_01543	Prbj.g_02415
OG0000640	Prbn.g_01542	Prbj.g_02416
OG0000641	Prbn.g_01538	Prbj.g_02420
OG0000642	Prbn.g_01537	Prbj.g_02421
OG0000643	Prbn.g_01536	Prbj.g_02422
OG0000644	Prbn.g_01535	Prbj.g_02423
OG0000645	Prbn.g_01534	Prbj.g_02424
OG0000646	Prbn.g_01532	Prbj.g_02427
OG0000647	Prbn.g_01530	Prbj.g_02430
OG0000648	Prbn.g_01528	Prbj.g_02432
OG0000649	Prbn.g_01527	Prbj.g_02433
OG0000650	Prbn.g_01526	Prbj.g_02434
OG0000651	Prbn.g_01525	Prbj.g_02435
OG0000652	Prbn.g_01524	Prbj.g_02436
OG0000653	Prbn.g_01522	Prbj.g_02438
OG0000654	Prbn.g_01521	Prbj.g_02439
OG0000655	Prbn.g_01520	Prbj.g_02440
OG0000656	Prbn.g_01517	Prbj.g_02443
OG0000657	Prbn.g_01509	Prbj.g_02476
OG0000658	Prbn.g_01507	Prbj.g_02478
OG0000659	Prbn.g_01506	Prbj.g_02479
OG0000660	Prbn.g_01502	Prbj.g_02483
OG0000661	Prbn.g_01500	Prbj.g_02485
OG0000662	Prbn.g_01498	Prbj.g_02487
OG0000663	Prbn.g_01496	Prbj.g_02490
OG0000664	Prbn.g_01495	Prbj.g_02491
OG0000665	Prbn.g_01489	Prbj.g_02504
OG0000666	Prbn.g_01488	Prbj.g_02507
OG0000667	Prbn.g_01484	Prbj.g_02514
OG0000668	Prbn.g_01930	Prbj.g_02215
OG0000669	Prbn.g_01632	Prbj.g_02523
OG0000670	Prbn.g_01629	Prbj.g_00044
OG0000671	Prbn.g_01626	Prbj.g_02335
OG0000672	Prbn.g_01623	Prbj.g_02338
OG0000673	Prbn.g_01620	Prbj.g_02341
OG0000674	Prbn.g_01618	Prbj.g_02343
OG0000675	Prbn.g_01617	Prbj.g_02344
OG0000676	Prbn.g_01615	Prbj.g_02352
OG0000677	Prbn.g_01614	Prbj.g_02354
OG0000678	Prbn.g_01612	Prbj.g_02359
OG0000679	Prbn.g_01608	Prbj.g_02379
OG0000680	Prbn.g_01607	Prbj.g_02380
OG0000681	Prbn.g_01604	Prbj.g_02382
OG0000682	Prbn.g_01603	Prbj.g_02383
OG0000683	Prbn.g_01602	Prbj.g_02384
OG0000684	Prbn.g_01600	Prbj.g_02397
OG0000685	Prbn.g_01598	Prbj.g_02395
OG0000686	Prbn.g_01597	Prbj.g_02394
OG0000687	Prbn.g_01596	Prbj.g_02393
OG0000688	Prbn.g_00848	Prbj.g_02399
OG0000689	Prbn.g_00849	Prbj.g_02400
OG0000690	Prbn.g_00850	Prbj.g_02401
OG0000691	Prbn.g_00851	Prbj.g_02402
OG0000692	Prbn.g_00853	Prbj.g_02403
OG0000693	Prbn.g_00854	Prbj.g_02404
OG0000694	Prbn.g_00855	Prbj.g_02405
OG0000695	Prbn.g_01441	Prbj.g_02302
OG0000696	Prbn.g_01440	Prbj.g_02301
OG0000697	Prbn.g_01439	Prbj.g_02299
OG0000698	Prbn.g_01436	Prbj.g_02296
OG0000699	Prbn.g_01435	Prbj.g_02294
OG0000700	Prbn.g_01434	Prbj.g_02293
OG0000701	Prbn.g_01433	Prbj.g_02292
OG0000702	Prbn.g_01431	Prbj.g_02284
OG0000703	Prbn.g_01430	Prbj.g_02283
OG0000704	Prbn.g_01428	Prbj.g_02281
OG0000705	Prbn.g_01425	Prbj.g_02275
OG0000706	Prbn.g_01424	Prbj.g_02274
OG0000707	Prbn.g_01423	Prbj.g_02273
OG0000708	Prbn.g_01421	Prbj.g_02271
OG0000709	Prbn.g_01417	Prbj.g_02264
OG0000710	Prbn.g_01414	Prbj.g_02260
OG0000711	Prbn.g_01396	Prbj.g_02237
OG0000712	Prbn.g_01395	Prbj.g_02236
OG0000713	Prbn.g_01394	Prbj.g_02235
OG0000714	Prbn.g_01393	Prbj.g_02231
OG0000715	Prbn.g_01391	Prbj.g_02229
OG0000716	Prbn.g_01389	Prbj.g_02225
OG0000717	Prbn.g_01388	Prbj.g_02224
OG0000718	Prbn.g_01384	Prbj.g_02219
OG0000719	Prbn.g_01382	Prbj.g_02217
OG0000720	Prbn.g_01370	Prbj.g_02204
OG0000721	Prbn.g_01366	Prbj.g_02203
OG0000722	Prbn.g_01365	Prbj.g_02202
OG0000723	Prbn.g_01361	Prbj.g_02198
OG0000724	Prbn.g_01466	Prbj.g_01843
OG0000725	Prbn.g_01472	Prbj.g_01836
OG0000726	Prbn.g_01473	Prbj.g_01835
OG0000727	Prbn.g_01474	Prbj.g_01834
OG0000728	Prbn.g_01476	Prbj.g_01833
OG0000729	Prbn.g_01106	Prbj.g_01289
OG0000730	Prbn.g_01147	Prbj.g_00343
OG0000731	Prbn.g_00111	Prbj.g_00333
OG0000732	Prbn.g_00954	Prbj.g_01220
OG0000733	Prbn.g_01651	Prbj.g_01997
OG0000734	Prbn.g_01173	Prbj.g_00627
OG0000735	Prbn.g_01175	Prbj.g_00953
OG0000736	Prbn.g_01176	Prbj.g_00954
OG0000737	Prbn.g_01177	Prbj.g_00955
OG0000738	Prbn.g_01181	Prbj.g_00962
OG0000739	Prbn.g_01182	Prbj.g_00964
OG0000740	Prbn.g_01183	Prbj.g_00965
OG0000741	Prbn.g_01185	Prbj.g_00968
OG0000742	Prbn.g_01188	Prbj.g_00970
OG0000743	Prbn.g_01190	Prbj.g_00972
OG0000744	Prbn.g_01191	Prbj.g_00973
OG0000745	Prbn.g_01192	Prbj.g_00846
OG0000746	Prbn.g_01194	Prbj.g_00844
OG0000747	Prbn.g_01195	Prbj.g_00843
OG0000748	Prbn.g_01199	Prbj.g_00831
OG0000749	Prbn.g_01200	Prbj.g_00830
OG0000750	Prbn.g_01201	Prbj.g_00829
OG0000751	Prbn.g_01204	Prbj.g_00305
OG0000752	Prbn.g_01206	Prbj.g_00308
OG0000753	Prbn.g_01208	Prbj.g_00311
OG0000754	Prbn.g_01211	Prbj.g_01910
OG0000755	Prbn.g_00390	Prbj.g_00002
OG0000756	Prbn.g_00391	Prbj.g_00003
OG0000757	Prbn.g_00398	Prbj.g_00010
OG0000758	Prbn.g_00399	Prbj.g_00011
OG0000759	Prbn.g_00400	Prbj.g_00012
OG0000760	Prbn.g_00401	Prbj.g_00013
OG0000761	Prbn.g_00402	Prbj.g_00014
OG0000762	Prbn.g_00403	Prbj.g_01908
OG0000763	Prbn.g_00405	Prbj.g_01906
OG0000764	Prbn.g_00406	Prbj.g_01905
OG0000765	Prbn.g_00414	Prbj.g_02163
OG0000766	Prbn.g_00415	Prbj.g_02164
OG0000767	Prbn.g_00417	Prbj.g_02166
OG0000768	Prbn.g_00418	Prbj.g_02167
OG0000769	Prbn.g_00420	Prbj.g_00313
OG0000770	Prbn.g_00483	Prbj.g_00019
OG0000771	Prbn.g_00886	Prbj.g_01848
OG0000772	Prbn.g_01671	Prbj.g_01679
OG0000773	Prbn.g_01093	Prbj.g_00161
OG0000774	Prbn.g_01091	Prbj.g_01719
OG0000775	Prbn.g_01089	Prbj.g_01721
OG0000776	Prbn.g_01088	Prbj.g_01722
OG0000777	Prbn.g_01087	Prbj.g_01723
OG0000778	Prbn.g_01086	Prbj.g_01724
OG0000779	Prbn.g_01082	Prbj.g_01729
OG0000780	Prbn.g_01081	Prbj.g_01732
OG0000781	Prbn.g_01077	Prbj.g_01736
OG0000782	Prbn.g_01076	Prbj.g_01737
OG0000783	Prbn.g_01075	Prbj.g_01738
OG0000784	Prbn.g_01074	Prbj.g_01739
OG0000785	Prbn.g_01072	Prbj.g_01741
OG0000786	Prbn.g_01069	Prbj.g_01744
OG0000787	Prbn.g_01068	Prbj.g_01745
OG0000788	Prbn.g_00615	Prbj.g_00094
OG0000789	Prbn.g_00883	Prbj.g_00687
OG0000790	Prbn.g_00155	Prbj.g_01643
OG0000791	Prbn.g_00157	Prbj.g_01645
OG0000792	Prbn.g_00158	Prbj.g_01646
OG0000793	Prbn.g_00161	Prbj.g_01650
OG0000794	Prbn.g_00162	Prbj.g_01651
OG0000795	Prbn.g_00163	Prbj.g_01652
OG0000796	Prbn.g_00167	Prbj.g_01656
OG0000797	Prbn.g_00168	Prbj.g_01657
OG0000799	Prbn.g_00195	Prbj.g_01304
OG0000800	Prbn.g_00196	Prbj.g_01303
OG0000801	Prbn.g_00197	Prbj.g_01302
OG0000802	Prbn.g_00199	Prbj.g_01293
OG0000803	Prbn.g_00201	Prbj.g_01041
OG0000804	Prbn.g_00202	Prbj.g_01043
OG0000805	Prbn.g_00204	Prbj.g_01045
OG0000806	Prbn.g_00206	Prbj.g_01047
OG0000807	Prbn.g_00207	Prbj.g_01049
OG0000808	Prbn.g_00208	Prbj.g_01050
OG0000809	Prbn.g_00210	Prbj.g_01054
OG0000810	Prbn.g_00211	Prbj.g_01055
OG0000811	Prbn.g_00215	Prbj.g_01067
OG0000812	Prbn.g_00217	Prbj.g_01069
OG0000813	Prbn.g_00218	Prbj.g_01070
OG0000814	Prbn.g_00220	Prbj.g_01072
OG0000815	Prbn.g_00221	Prbj.g_01073
OG0000816	Prbn.g_00223	Prbj.g_01075
OG0000817	Prbn.g_00224	Prbj.g_01076
OG0000818	Prbn.g_00229	Prbj.g_00631
OG0000819	Prbn.g_00230	Prbj.g_00632
OG0000820	Prbn.g_00231	Prbj.g_00633
OG0000821	Prbn.g_00235	Prbj.g_00640
OG0000822	Prbn.g_00236	Prbj.g_00642
OG0000823	Prbn.g_00237	Prbj.g_00643
OG0000824	Prbn.g_00240	Prbj.g_00647
OG0000825	Prbn.g_00241	Prbj.g_00648
OG0000826	Prbn.g_00242	Prbj.g_00649
OG0000827	Prbn.g_00243	Prbj.g_00650
OG0000828	Prbn.g_00246	Prbj.g_00653
OG0000829	Prbn.g_00247	Prbj.g_00654
OG0000830	Prbn.g_00248	Prbj.g_00655
OG0000831	Prbn.g_00250	Prbj.g_00657
OG0000832	Prbn.g_00260	Prbj.g_01684
OG0000833	Prbn.g_00269	Prbj.g_01692
OG0000834	Prbn.g_00270	Prbj.g_01693
OG0000835	Prbn.g_00271	Prbj.g_01694
OG0000836	Prbn.g_00272	Prbj.g_01696
OG0000837	Prbn.g_00273	Prbj.g_01697
OG0000838	Prbn.g_00275	Prbj.g_01700
OG0000839	Prbn.g_00276	Prbj.g_01701
OG0000840	Prbn.g_00277	Prbj.g_01702
OG0000841	Prbn.g_00278	Prbj.g_01703
OG0000842	Prbn.g_00279	Prbj.g_01704
OG0000843	Prbn.g_00280	Prbj.g_01705
OG0000844	Prbn.g_00281	Prbj.g_01707
OG0000845	Prbn.g_00282	Prbj.g_01708
OG0000846	Prbn.g_00283	Prbj.g_01709
OG0000847	Prbn.g_00284	Prbj.g_01710
OG0000848	Prbn.g_00285	Prbj.g_01711
OG0000849	Prbn.g_00286	Prbj.g_01712
OG0000850	Prbn.g_00288	Prbj.g_01713
OG0000851	Prbn.g_00289	Prbj.g_00888
OG0000852	Prbn.g_00904	Prbj.g_00887
OG0000853	Prbn.g_00898	Prbj.g_00882
OG0000854	Prbn.g_00896	Prbj.g_00880
OG0000855	Prbn.g_00895	Prbj.g_00879
OG0000856	Prbn.g_00486	Prbj.g_02561
OG0000857	Prbn.g_01531	Prbj.g_02429
OG0000858	Prbn.g_01738	Prbj.g_00868
OG0000859	Prbn.g_01739	Prbj.g_00867
OG0000860	Prbn.g_01747	Prbj.g_00855
OG0000861	Prbn.g_01748	Prbj.g_00854
OG0000862	Prbn.g_01749	Prbj.g_00852
OG0000863	Prbn.g_01751	Prbj.g_00495
OG0000864	Prbn.g_01752	Prbj.g_00494
OG0000865	Prbn.g_01753	Prbj.g_00493
OG0000866	Prbn.g_01754	Prbj.g_00492
OG0000867	Prbn.g_01755	Prbj.g_00491
OG0000868	Prbn.g_01757	Prbj.g_00489
OG0000869	Prbn.g_01760	Prbj.g_00486
OG0000870	Prbn.g_01765	Prbj.g_00481
OG0000871	Prbn.g_01766	Prbj.g_00480
OG0000872	Prbn.g_01767	Prbj.g_00478
OG0000873	Prbn.g_01771	Prbj.g_00475
OG0000874	Prbn.g_01774	Prbj.g_00471
OG0000875	Prbn.g_01775	Prbj.g_00470
OG0000876	Prbn.g_01776	Prbj.g_00469
OG0000877	Prbn.g_01778	Prbj.g_00466
OG0000878	Prbn.g_01779	Prbj.g_00465
OG0000879	Prbn.g_01780	Prbj.g_00464
OG0000880	Prbn.g_01781	Prbj.g_00463
OG0000881	Prbn.g_01785	Prbj.g_00458
OG0000882	Prbn.g_01790	Prbj.g_00453
OG0000883	Prbn.g_01792	Prbj.g_00451
OG0000884	Prbn.g_01794	Prbj.g_00449
OG0000885	Prbn.g_01795	Prbj.g_00448
OG0000886	Prbn.g_01796	Prbj.g_00447
OG0000887	Prbn.g_01797	Prbj.g_00446
OG0000888	Prbn.g_01799	Prbj.g_00444
OG0000889	Prbn.g_01801	Prbj.g_00442
OG0000890	Prbn.g_01802	Prbj.g_00428
OG0000891	Prbn.g_01803	Prbj.g_00427
OG0000892	Prbn.g_01805	Prbj.g_00425
OG0000893	Prbn.g_01809	Prbj.g_02660
OG0000894	Prbn.g_01812	Prbj.g_02656
OG0000895	Prbn.g_01816	Prbj.g_02651
OG0000896	Prbn.g_01817	Prbj.g_02650
OG0000897	Prbn.g_01819	Prbj.g_02648
OG0000898	Prbn.g_01820	Prbj.g_02647
OG0000899	Prbn.g_01821	Prbj.g_02646
OG0000900	Prbn.g_01822	Prbj.g_02645
OG0000901	Prbn.g_01825	Prbj.g_02641
OG0000902	Prbn.g_01827	Prbj.g_02639
OG0000903	Prbn.g_01831	Prbj.g_01027
OG0000904	Prbn.g_01835	Prbj.g_01032
OG0000905	Prbn.g_01829	Prbj.g_01034
OG0000906	Prbn.g_01828	Prbj.g_02635
OG0000907	Prbn.g_01838	Prbj.g_01025
OG0000908	Prbn.g_01841	Prbj.g_01022
OG0000909	Prbn.g_01842	Prbj.g_01021
OG0000910	Prbn.g_01843	Prbj.g_01020
OG0000911	Prbn.g_01845	Prbj.g_01018
OG0000912	Prbn.g_01846	Prbj.g_01017
OG0000913	Prbn.g_01847	Prbj.g_01016
OG0000914	Prbn.g_01848	Prbj.g_01015
OG0000915	Prbn.g_01849	Prbj.g_01014
OG0000916	Prbn.g_01850	Prbj.g_01013
OG0000917	Prbn.g_01851	Prbj.g_01012
OG0000918	Prbn.g_01852	Prbj.g_01011
OG0000919	Prbn.g_01853	Prbj.g_01010
OG0000920	Prbn.g_01854	Prbj.g_01009
OG0000921	Prbn.g_01855	Prbj.g_01008
OG0000922	Prbn.g_01856	Prbj.g_01007
OG0000923	Prbn.g_01860	Prbj.g_01003
OG0000924	Prbn.g_01861	Prbj.g_01002
OG0000925	Prbn.g_01862	Prbj.g_01001
OG0000926	Prbn.g_01863	Prbj.g_01000
OG0000927	Prbn.g_01865	Prbj.g_00998
OG0000928	Prbn.g_01866	Prbj.g_00997
OG0000929	Prbn.g_01867	Prbj.g_00996
OG0000930	Prbn.g_01868	Prbj.g_00995
OG0000931	Prbn.g_01869	Prbj.g_00994
OG0000932	Prbn.g_01870	Prbj.g_00993
OG0000933	Prbn.g_01874	Prbj.g_00988
OG0000934	Prbn.g_01876	Prbj.g_00986
OG0000935	Prbn.g_01877	Prbj.g_00985
OG0000936	Prbn.g_01878	Prbj.g_00984
OG0000937	Prbn.g_01879	Prbj.g_00983
OG0000938	Prbn.g_01882	Prbj.g_00414
OG0000939	Prbn.g_01883	Prbj.g_00413
OG0000940	Prbn.g_01890	Prbj.g_00404
OG0000941	Prbn.g_01892	Prbj.g_00402
OG0000942	Prbn.g_01894	Prbj.g_00400
OG0000943	Prbn.g_01895	Prbj.g_00399
OG0000944	Prbn.g_01897	Prbj.g_00397
OG0000945	Prbn.g_01898	Prbj.g_00395
OG0000946	Prbn.g_01903	Prbj.g_00368
OG0000947	Prbn.g_01905	Prbj.g_00365
OG0000948	Prbn.g_01906	Prbj.g_00364
OG0000949	Prbn.g_01909	Prbj.g_00361
OG0000950	Prbn.g_01916	Prbj.g_01501
OG0000951	Prbn.g_01920	Prbj.g_01506
OG0000952	Prbn.g_01015	Prbj.g_01513
OG0000953	Prbn.g_01011	Prbj.g_01517
OG0000954	Prbn.g_01007	Prbj.g_01577
OG0000955	Prbn.g_01006	Prbj.g_01578
OG0000956	Prbn.g_01004	Prbj.g_01580
OG0000957	Prbn.g_00998	Prbj.g_01596
OG0000958	Prbn.g_00997	Prbj.g_01597
OG0000959	Prbn.g_00993	Prbj.g_01821
OG0000960	Prbn.g_00992	Prbj.g_01820
OG0000961	Prbn.g_00989	Prbj.g_01809
OG0000962	Prbn.g_00987	Prbj.g_01290
OG0000963	Prbn.g_00983	Prbj.g_01285
OG0000964	Prbn.g_00982	Prbj.g_01284
OG0000965	Prbn.g_00981	Prbj.g_01283
OG0000966	Prbn.g_00975	Prbj.g_01250
OG0000967	Prbn.g_00971	Prbj.g_01244
OG0000968	Prbn.g_00969	Prbj.g_01241
OG0000969	Prbn.g_00968	Prbj.g_01239
OG0000970	Prbn.g_00967	Prbj.g_01238
OG0000971	Prbn.g_00966	Prbj.g_01236
OG0000972	Prbn.g_00965	Prbj.g_01235
OG0000973	Prbn.g_00964	Prbj.g_01234
OG0000974	Prbn.g_00963	Prbj.g_01233
OG0000975	Prbn.g_00962	Prbj.g_01232
OG0000976	Prbn.g_00961	Prbj.g_01231
OG0000977	Prbn.g_00960	Prbj.g_01229
OG0000978	Prbn.g_00959	Prbj.g_01228
OG0000979	Prbn.g_00957	Prbj.g_01225
OG0000980	Prbn.g_00955	Prbj.g_01221
OG0000981	Prbn.g_00952	Prbj.g_01218
OG0000982	Prbn.g_00950	Prbj.g_01956
OG0000983	Prbn.g_00949	Prbj.g_01957
OG0000984	Prbn.g_00948	Prbj.g_01958
OG0000985	Prbn.g_00945	Prbj.g_01962
OG0000986	Prbn.g_00943	Prbj.g_01964
OG0000987	Prbn.g_00942	Prbj.g_01966
OG0000988	Prbn.g_00939	Prbj.g_01970
OG0000989	Prbn.g_00935	Prbj.g_01980
OG0000990	Prbn.g_00931	Prbj.g_02002
OG0000991	Prbn.g_00930	Prbj.g_02005
OG0000992	Prbn.g_00927	Prbj.g_02008
OG0000993	Prbn.g_00926	Prbj.g_02009
OG0000994	Prbn.g_00925	Prbj.g_02012
OG0000995	Prbn.g_00921	Prbj.g_02021
OG0000996	Prbn.g_00920	Prbj.g_02034
OG0000997	Prbn.g_00917	Prbj.g_02043
OG0000998	Prbn.g_00915	Prbj.g_02045
OG0000999	Prbn.g_00914	Prbj.g_02046
OG0001000	Prbn.g_00911	Prbj.g_02049
OG0001001	Prbn.g_00908	Prbj.g_02053
OG0001002	Prbn.g_00291	Prbj.g_02060
OG0001003	Prbn.g_00292	Prbj.g_02062
OG0001004	Prbn.g_00293	Prbj.g_02063
OG0001005	Prbn.g_00294	Prbj.g_02065
OG0001006	Prbn.g_00298	Prbj.g_02071
OG0001007	Prbn.g_00300	Prbj.g_02073
OG0001008	Prbn.g_00676	Prbj.g_00101
OG0001009	Prbn.g_00755	Prbj.g_01199
OG0001010	Prbn.g_00754	Prbj.g_01200
OG0001011	Prbn.g_00752	Prbj.g_01202
OG0001012	Prbn.g_00738	Prbj.g_01953
OG0001013	Prbn.g_00731	Prbj.g_01928
OG0001014	Prbn.g_00728	Prbj.g_01919
OG0001015	Prbn.g_00726	Prbj.g_01918
OG0001016	Prbn.g_00704	Prbj.g_00569
OG0001017	Prbn.g_01343	Prbj.g_00575
OG0001018	Prbn.g_01341	Prbj.g_00577
OG0001019	Prbn.g_01332	Prbj.g_00590
OG0001020	Prbn.g_01331	Prbj.g_00596
OG0001021	Prbn.g_01330	Prbj.g_00600
OG0001022	Prbn.g_01327	Prbj.g_00605
OG0001023	Prbn.g_01326	Prbj.g_00606
OG0001024	Prbn.g_01322	Prbj.g_00610
OG0001025	Prbn.g_01315	Prbj.g_00617
OG0001026	Prbn.g_01306	Prbj.g_00630
OG0001027	Prbn.g_01305	Prbj.g_01550
OG0001028	Prbn.g_01303	Prbj.g_01552
OG0001029	Prbn.g_01302	Prbj.g_01554
OG0001030	Prbn.g_01286	Prbj.g_01535
OG0001031	Prbn.g_00367	Prbj.g_01143
OG0001032	Prbn.g_00366	Prbj.g_01146
OG0001033	Prbn.g_00345	Prbj.g_00287
OG0001034	Prbn.g_00314	Prbj.g_02608
OG0001035	Prbn.g_00021	Prbj.g_01360
OG0001036	Prbn.g_00025	Prbj.g_01364
OG0001037	Prbn.g_00026	Prbj.g_01366
OG0001038	Prbn.g_00045	Prbj.g_01403
OG0001039	Prbn.g_00048	Prbj.g_01406
OG0001040	Prbn.g_00050	Prbj.g_01409
OG0001041	Prbn.g_00055	Prbj.g_01414
OG0001042	Prbn.g_00072	Prbj.g_01439
OG0001043	Prbn.g_00073	Prbj.g_01441
OG0001044	Prbn.g_00104	Prbj.g_00342
OG0001045	Prbn.g_00113	Prbj.g_00330
OG0001046	Prbn.g_01697	Prbj.g_00874
OG0001047	Prbn.g_00674	Prbj.g_00103
OG0001048	Prbn.g_00673	Prbj.g_00104
OG0001049	Prbn.g_00671	Prbj.g_00107
OG0001050	Prbn.g_00670	Prbj.g_00108
OG0001051	Prbn.g_00669	Prbj.g_00109
OG0001052	Prbn.g_00643	Prbj.g_00132
OG0001053	Prbn.g_00631	Prbj.g_01627
OG0001054	Prbn.g_00616	Prbj.g_01609
OG0001055	Prbn.g_00597	Prbj.g_02103
OG0001056	Prbn.g_00580	Prbj.g_02132
OG0001057	Prbn.g_00575	Prbj.g_02144
OG0001058	Prbn.g_00567	Prbj.g_01863
OG0001059	Prbn.g_00563	Prbj.g_01867
OG0001060	Prbn.g_00557	Prbj.g_01874
OG0001061	Prbn.g_00542	Prbj.g_01802
OG0001062	Prbn.g_00540	Prbj.g_01800
OG0001063	Prbn.g_00538	Prbj.g_01796
OG0001064	Prbn.g_00537	Prbj.g_01795
OG0001065	Prbn.g_00536	Prbj.g_01794
OG0001066	Prbn.g_00535	Prbj.g_01793
OG0001067	Prbn.g_00534	Prbj.g_01792
OG0001068	Prbn.g_00533	Prbj.g_01791
OG0001069	Prbn.g_00532	Prbj.g_01790
OG0001070	Prbn.g_00528	Prbj.g_01786
OG0001071	Prbn.g_00527	Prbj.g_01785
OG0001072	Prbn.g_00525	Prbj.g_01782
OG0001073	Prbn.g_00511	Prbj.g_01763
OG0001074	Prbn.g_00499	Prbj.g_02544
OG0001075	Prbn.g_00498	Prbj.g_02545
OG0001076	Prbn.g_00491	Prbj.g_02553
OG0001077	Prbn.g_00485	Prbj.g_02563
