Orthogroup	Prbn	Pran
OG0000560	Prbn.g_00562	Pran.g_01624
OG0000561	Prbn.g_00561	Pran.g_01623
OG0000562	Prbn.g_00560	Pran.g_01622
OG0000563	Prbn.g_00559	Pran.g_01621
OG0000564	Prbn.g_00558	Pran.g_01620
OG0000565	Prbn.g_00556	Pran.g_01617
OG0000566	Prbn.g_00552	Pran.g_01614
OG0000567	Prbn.g_00548	Pran.g_01610
OG0000568	Prbn.g_00547	Pran.g_01609
OG0000569	Prbn.g_00546	Pran.g_01608
OG0000570	Prbn.g_00545	Pran.g_01607
OG0000571	Prbn.g_00543	Pran.g_01605
OG0000572	Prbn.g_00529	Pran.g_01592
OG0000573	Prbn.g_00523	Pran.g_01586
OG0000574	Prbn.g_00522	Pran.g_01585
OG0000575	Prbn.g_00518	Pran.g_01581
OG0000576	Prbn.g_00516	Pran.g_01579
OG0000577	Prbn.g_00515	Pran.g_01578
OG0000578	Prbn.g_00514	Pran.g_01577
OG0000579	Prbn.g_00513	Pran.g_01576
OG0000580	Prbn.g_00512	Pran.g_01575
OG0000581	Prbn.g_00509	Pran.g_01573
OG0000582	Prbn.g_00506	Pran.g_01570
OG0000583	Prbn.g_00505	Pran.g_01569
OG0000584	Prbn.g_00504	Pran.g_01568
OG0000585	Prbn.g_00502	Pran.g_01566
OG0000586	Prbn.g_00501	Pran.g_01565
OG0000587	Prbn.g_00500	Pran.g_01564
OG0000588	Prbn.g_00496	Pran.g_01560
OG0000589	Prbn.g_00494	Pran.g_01557
OG0000590	Prbn.g_00493	Pran.g_01556
OG0000591	Prbn.g_00489	Pran.g_01553
OG0000592	Prbn.g_00488	Pran.g_01552
OG0000593	Prbn.g_00423	Pran.g_01546
OG0000594	Prbn.g_00424	Pran.g_01545
OG0000595	Prbn.g_00425	Pran.g_01544
OG0000596	Prbn.g_00429	Pran.g_01540
OG0000597	Prbn.g_00432	Pran.g_01538
OG0000598	Prbn.g_00433	Pran.g_01537
OG0000599	Prbn.g_00436	Pran.g_01534
OG0000600	Prbn.g_00437	Pran.g_01533
OG0000601	Prbn.g_00438	Pran.g_01532
OG0000602	Prbn.g_00440	Pran.g_01530
OG0000603	Prbn.g_00441	Pran.g_01529
OG0000604	Prbn.g_00442	Pran.g_01528
OG0000605	Prbn.g_00443	Pran.g_01527
OG0000606	Prbn.g_00446	Pran.g_01524
OG0000607	Prbn.g_00449	Pran.g_01521
OG0000608	Prbn.g_00450	Pran.g_01520
OG0000609	Prbn.g_00834	Pran.g_01519
OG0000610	Prbn.g_00840	Pran.g_01514
OG0000611	Prbn.g_00843	Pran.g_01511
OG0000612	Prbn.g_00844	Pran.g_01510
OG0000613	Prbn.g_01591	Pran.g_01505
OG0000614	Prbn.g_01570	Pran.g_01486
OG0000615	Prbn.g_01559	Pran.g_01478
OG0000616	Prbn.g_00905	Pran.g_01472
OG0000617	Prbn.g_00860	Pran.g_01454
OG0000618	Prbn.g_00861	Pran.g_01453
OG0000619	Prbn.g_00862	Pran.g_01452
OG0000620	Prbn.g_01947	Pran.g_01449
OG0000621	Prbn.g_01948	Pran.g_01448
OG0000622	Prbn.g_01949	Pran.g_01447
OG0000623	Prbn.g_01950	Pran.g_01446
OG0000624	Prbn.g_01952	Pran.g_01445
OG0000625	Prbn.g_01345	Pran.g_01444
OG0000626	Prbn.g_01346	Pran.g_01443
OG0000627	Prbn.g_01347	Pran.g_01442
OG0000628	Prbn.g_01348	Pran.g_01441
OG0000629	Prbn.g_01349	Pran.g_01440
OG0000630	Prbn.g_01352	Pran.g_01437
OG0000631	Prbn.g_01445	Pran.g_01352
OG0000632	Prbn.g_01444	Pran.g_01351
OG0000633	Prbn.g_01443	Pran.g_01350
OG0000634	Prbn.g_01550	Pran.g_01347
OG0000635	Prbn.g_01549	Pran.g_01346
OG0000636	Prbn.g_01547	Pran.g_01344
OG0000637	Prbn.g_01545	Pran.g_01342
OG0000638	Prbn.g_01544	Pran.g_01341
OG0000639	Prbn.g_01543	Pran.g_01340
OG0000640	Prbn.g_01542	Pran.g_01339
OG0000641	Prbn.g_01538	Pran.g_01335
OG0000642	Prbn.g_01537	Pran.g_01334
OG0000643	Prbn.g_01536	Pran.g_01333
OG0000644	Prbn.g_01535	Pran.g_01332
OG0000645	Prbn.g_01534	Pran.g_01331
OG0000646	Prbn.g_01532	Pran.g_01329
OG0000647	Prbn.g_01530	Pran.g_01328
OG0000648	Prbn.g_01528	Pran.g_01326
OG0000649	Prbn.g_01527	Pran.g_01325
OG0000650	Prbn.g_01526	Pran.g_01324
OG0000651	Prbn.g_01525	Pran.g_01323
OG0000652	Prbn.g_01524	Pran.g_01322
OG0000653	Prbn.g_01522	Pran.g_01320
OG0000654	Prbn.g_01521	Pran.g_01319
OG0000655	Prbn.g_01520	Pran.g_01318
OG0000656	Prbn.g_01517	Pran.g_01315
OG0000657	Prbn.g_01509	Pran.g_01308
OG0000658	Prbn.g_01507	Pran.g_01307
OG0000659	Prbn.g_01506	Pran.g_01306
OG0000660	Prbn.g_01502	Pran.g_01302
OG0000661	Prbn.g_01500	Pran.g_01300
OG0000662	Prbn.g_01498	Pran.g_01298
OG0000663	Prbn.g_01496	Pran.g_01296
OG0000664	Prbn.g_01495	Pran.g_01295
OG0000665	Prbn.g_01489	Pran.g_01291
OG0000666	Prbn.g_01488	Pran.g_01290
OG0000667	Prbn.g_01484	Pran.g_01285
OG0000668	Prbn.g_01930	Pran.g_00413
OG0000669	Prbn.g_01632	Pran.g_00421
OG0000670	Prbn.g_01629	Pran.g_00423
OG0000671	Prbn.g_01626	Pran.g_00425
OG0000672	Prbn.g_01623	Pran.g_00427
OG0000673	Prbn.g_01620	Pran.g_00430
OG0000674	Prbn.g_01618	Pran.g_00432
OG0000675	Prbn.g_01617	Pran.g_00433
OG0000676	Prbn.g_01615	Pran.g_00435
OG0000677	Prbn.g_01614	Pran.g_00436
OG0000678	Prbn.g_01612	Pran.g_00438
OG0000679	Prbn.g_01608	Pran.g_00442
OG0000680	Prbn.g_01607	Pran.g_00443
OG0000681	Prbn.g_01604	Pran.g_00445
OG0000682	Prbn.g_01603	Pran.g_00446
OG0000683	Prbn.g_01602	Pran.g_00447
OG0000684	Prbn.g_01600	Pran.g_00449
OG0000685	Prbn.g_01598	Pran.g_00451
OG0000686	Prbn.g_01597	Pran.g_00452
OG0000687	Prbn.g_01596	Pran.g_00453
OG0000688	Prbn.g_00848	Pran.g_00456
OG0000689	Prbn.g_00849	Pran.g_00457
OG0000690	Prbn.g_00850	Pran.g_00458
OG0000691	Prbn.g_00851	Pran.g_00459
OG0000692	Prbn.g_00853	Pran.g_00461
OG0000693	Prbn.g_00854	Pran.g_00462
OG0000694	Prbn.g_00855	Pran.g_00463
OG0000695	Prbn.g_01441	Pran.g_00465
OG0000696	Prbn.g_01440	Pran.g_00466
OG0000697	Prbn.g_01439	Pran.g_00467
OG0000698	Prbn.g_01436	Pran.g_00470
OG0000699	Prbn.g_01435	Pran.g_00471
OG0000700	Prbn.g_01434	Pran.g_00472
OG0000701	Prbn.g_01433	Pran.g_00473
OG0000702	Prbn.g_01431	Pran.g_00475
OG0000703	Prbn.g_01430	Pran.g_00476
OG0000704	Prbn.g_01428	Pran.g_00477
OG0000705	Prbn.g_01425	Pran.g_00481
OG0000706	Prbn.g_01424	Pran.g_00482
OG0000707	Prbn.g_01423	Pran.g_00483
OG0000708	Prbn.g_01421	Pran.g_00484
OG0000709	Prbn.g_01417	Pran.g_00488
OG0000710	Prbn.g_01414	Pran.g_00491
OG0000711	Prbn.g_01396	Pran.g_00508
OG0000712	Prbn.g_01395	Pran.g_00510
OG0000713	Prbn.g_01394	Pran.g_00511
OG0000714	Prbn.g_01393	Pran.g_00512
OG0000715	Prbn.g_01391	Pran.g_00514
OG0000716	Prbn.g_01389	Pran.g_00516
OG0000717	Prbn.g_01388	Pran.g_00517
OG0000718	Prbn.g_01384	Pran.g_00537
OG0000719	Prbn.g_01382	Pran.g_00539
OG0000720	Prbn.g_01370	Pran.g_00548
OG0000721	Prbn.g_01366	Pran.g_00550
OG0000722	Prbn.g_01365	Pran.g_00551
OG0000723	Prbn.g_01361	Pran.g_00554
OG0000724	Prbn.g_01466	Pran.g_00563
OG0000725	Prbn.g_01472	Pran.g_00569
OG0000726	Prbn.g_01473	Pran.g_00570
OG0000727	Prbn.g_01474	Pran.g_00571
OG0000728	Prbn.g_01476	Pran.g_00573
OG0000729	Prbn.g_01106	Pran.g_00133
OG0000730	Prbn.g_01147	Pran.g_00129
OG0000731	Prbn.g_00111	Pran.g_00125
OG0000732	Prbn.g_00954	Pran.g_00115
OG0000733	Prbn.g_01651	Pran.g_00092
OG0000734	Prbn.g_01173	Pran.g_00075
OG0000735	Prbn.g_01175	Pran.g_00073
OG0000736	Prbn.g_01176	Pran.g_00072
OG0000737	Prbn.g_01177	Pran.g_00071
OG0000738	Prbn.g_01181	Pran.g_00067
OG0000739	Prbn.g_01182	Pran.g_00066
OG0000740	Prbn.g_01183	Pran.g_00065
OG0000741	Prbn.g_01185	Pran.g_00064
OG0000742	Prbn.g_01188	Pran.g_00061
OG0000743	Prbn.g_01190	Pran.g_00059
OG0000744	Prbn.g_01191	Pran.g_00058
OG0000745	Prbn.g_01192	Pran.g_00057
OG0000746	Prbn.g_01194	Pran.g_00055
OG0000747	Prbn.g_01195	Pran.g_00054
OG0000748	Prbn.g_01199	Pran.g_00051
OG0000749	Prbn.g_01200	Pran.g_00050
OG0000750	Prbn.g_01201	Pran.g_00049
OG0000751	Prbn.g_01204	Pran.g_00047
OG0000752	Prbn.g_01206	Pran.g_00045
OG0000753	Prbn.g_01208	Pran.g_00042
OG0000754	Prbn.g_01211	Pran.g_00039
OG0000755	Prbn.g_00390	Pran.g_00036
OG0000756	Prbn.g_00391	Pran.g_00035
OG0000757	Prbn.g_00398	Pran.g_00029
OG0000758	Prbn.g_00399	Pran.g_00028
OG0000759	Prbn.g_00400	Pran.g_00027
OG0000760	Prbn.g_00401	Pran.g_00026
OG0000761	Prbn.g_00402	Pran.g_00025
OG0000762	Prbn.g_00403	Pran.g_00024
OG0000763	Prbn.g_00405	Pran.g_00022
OG0000764	Prbn.g_00406	Pran.g_00021
OG0000765	Prbn.g_00414	Pran.g_00012
OG0000766	Prbn.g_00415	Pran.g_00011
OG0000767	Prbn.g_00417	Pran.g_00009
OG0000768	Prbn.g_00418	Pran.g_00008
OG0000769	Prbn.g_00420	Pran.g_00006
OG0000770	Prbn.g_00483	Pran.g_00004
OG0000771	Prbn.g_00886	Pran.g_00918
OG0000772	Prbn.g_01671	Pran.g_00899
OG0000773	Prbn.g_01093	Pran.g_00885
OG0000774	Prbn.g_01091	Pran.g_00883
OG0000775	Prbn.g_01089	Pran.g_00881
OG0000776	Prbn.g_01088	Pran.g_00880
OG0000777	Prbn.g_01087	Pran.g_00879
OG0000778	Prbn.g_01086	Pran.g_00878
OG0000779	Prbn.g_01082	Pran.g_00874
OG0000780	Prbn.g_01081	Pran.g_00873
OG0000781	Prbn.g_01077	Pran.g_00870
OG0000782	Prbn.g_01076	Pran.g_00869
OG0000783	Prbn.g_01075	Pran.g_00868
OG0000784	Prbn.g_01074	Pran.g_00867
OG0000785	Prbn.g_01072	Pran.g_00865
OG0000786	Prbn.g_01069	Pran.g_00863
OG0000787	Prbn.g_01068	Pran.g_00862
OG0000788	Prbn.g_00615	Pran.g_00853
OG0000789	Prbn.g_00883	Pran.g_00850
OG0000790	Prbn.g_00155	Pran.g_00836
OG0000791	Prbn.g_00157	Pran.g_00834
OG0000792	Prbn.g_00158	Pran.g_00833
OG0000793	Prbn.g_00161	Pran.g_00830
OG0000794	Prbn.g_00162	Pran.g_00829
OG0000795	Prbn.g_00163	Pran.g_00828
OG0000796	Prbn.g_00167	Pran.g_00824
OG0000797	Prbn.g_00168	Pran.g_00823
OG0000798	Prbn.g_01055	Pran.g_00789
OG0000799	Prbn.g_00195	Pran.g_00751
OG0000800	Prbn.g_00196	Pran.g_00750
OG0000801	Prbn.g_00197	Pran.g_00749
OG0000802	Prbn.g_00199	Pran.g_00747
OG0000803	Prbn.g_00201	Pran.g_00745
OG0000804	Prbn.g_00202	Pran.g_00744
OG0000805	Prbn.g_00204	Pran.g_00742
OG0000806	Prbn.g_00206	Pran.g_00740
OG0000807	Prbn.g_00207	Pran.g_00739
OG0000808	Prbn.g_00208	Pran.g_00738
OG0000809	Prbn.g_00210	Pran.g_00735
OG0000810	Prbn.g_00211	Pran.g_00734
OG0000811	Prbn.g_00215	Pran.g_00730
OG0000812	Prbn.g_00217	Pran.g_00728
OG0000813	Prbn.g_00218	Pran.g_00727
OG0000814	Prbn.g_00220	Pran.g_00725
OG0000815	Prbn.g_00221	Pran.g_00724
OG0000816	Prbn.g_00223	Pran.g_00722
OG0000817	Prbn.g_00224	Pran.g_00721
OG0000818	Prbn.g_00229	Pran.g_00716
OG0000819	Prbn.g_00230	Pran.g_00715
OG0000820	Prbn.g_00231	Pran.g_00714
OG0000821	Prbn.g_00235	Pran.g_00710
OG0000822	Prbn.g_00236	Pran.g_00709
OG0000823	Prbn.g_00237	Pran.g_00708
OG0000824	Prbn.g_00240	Pran.g_00705
OG0000825	Prbn.g_00241	Pran.g_00704
OG0000826	Prbn.g_00242	Pran.g_00703
OG0000827	Prbn.g_00243	Pran.g_00702
OG0000828	Prbn.g_00246	Pran.g_00699
OG0000829	Prbn.g_00247	Pran.g_00698
OG0000830	Prbn.g_00248	Pran.g_00697
OG0000831	Prbn.g_00250	Pran.g_00695
OG0000832	Prbn.g_00260	Pran.g_00689
OG0000833	Prbn.g_00269	Pran.g_00681
OG0000834	Prbn.g_00270	Pran.g_00680
OG0000835	Prbn.g_00271	Pran.g_00679
OG0000836	Prbn.g_00272	Pran.g_00678
OG0000837	Prbn.g_00273	Pran.g_00677
OG0000838	Prbn.g_00275	Pran.g_00675
OG0000839	Prbn.g_00276	Pran.g_00674
OG0000840	Prbn.g_00277	Pran.g_00673
OG0000841	Prbn.g_00278	Pran.g_00672
OG0000842	Prbn.g_00279	Pran.g_00671
OG0000843	Prbn.g_00280	Pran.g_00670
OG0000844	Prbn.g_00281	Pran.g_00669
OG0000845	Prbn.g_00282	Pran.g_00668
OG0000846	Prbn.g_00283	Pran.g_00667
OG0000847	Prbn.g_00284	Pran.g_00666
OG0000848	Prbn.g_00285	Pran.g_00665
OG0000849	Prbn.g_00286	Pran.g_00664
OG0000850	Prbn.g_00288	Pran.g_00662
OG0000851	Prbn.g_00289	Pran.g_00661
OG0000852	Prbn.g_00904	Pran.g_00660
OG0000853	Prbn.g_00898	Pran.g_00656
OG0000854	Prbn.g_00896	Pran.g_00654
OG0000855	Prbn.g_00895	Pran.g_00653
OG0000856	Prbn.g_00486	Pran.g_00636
OG0000857	Prbn.g_01531	Pran.g_00598
OG0000858	Prbn.g_01738	Pran.g_00964
OG0000859	Prbn.g_01739	Pran.g_00965
OG0000860	Prbn.g_01747	Pran.g_00972
OG0000861	Prbn.g_01748	Pran.g_00973
OG0000862	Prbn.g_01749	Pran.g_00974
OG0000863	Prbn.g_01751	Pran.g_00976
OG0000864	Prbn.g_01752	Pran.g_00977
OG0000865	Prbn.g_01753	Pran.g_00978
OG0000866	Prbn.g_01754	Pran.g_00979
OG0000867	Prbn.g_01755	Pran.g_00980
OG0000868	Prbn.g_01757	Pran.g_00981
OG0000869	Prbn.g_01760	Pran.g_00985
OG0000870	Prbn.g_01765	Pran.g_00990
OG0000871	Prbn.g_01766	Pran.g_00991
OG0000872	Prbn.g_01767	Pran.g_00992
OG0000873	Prbn.g_01771	Pran.g_00995
OG0000874	Prbn.g_01774	Pran.g_00998
OG0000875	Prbn.g_01775	Pran.g_00999
OG0000876	Prbn.g_01776	Pran.g_01000
OG0000877	Prbn.g_01778	Pran.g_01002
OG0000878	Prbn.g_01779	Pran.g_01003
OG0000879	Prbn.g_01780	Pran.g_01004
OG0000880	Prbn.g_01781	Pran.g_01005
OG0000881	Prbn.g_01785	Pran.g_01009
OG0000882	Prbn.g_01790	Pran.g_01014
OG0000883	Prbn.g_01792	Pran.g_01015
OG0000884	Prbn.g_01794	Pran.g_01017
OG0000885	Prbn.g_01795	Pran.g_01018
OG0000886	Prbn.g_01796	Pran.g_01019
OG0000887	Prbn.g_01797	Pran.g_01020
OG0000888	Prbn.g_01799	Pran.g_01022
OG0000889	Prbn.g_01801	Pran.g_01024
OG0000890	Prbn.g_01802	Pran.g_01025
OG0000891	Prbn.g_01803	Pran.g_01026
OG0000892	Prbn.g_01805	Pran.g_01028
OG0000893	Prbn.g_01809	Pran.g_01032
OG0000894	Prbn.g_01812	Pran.g_01034
OG0000895	Prbn.g_01816	Pran.g_01037
OG0000896	Prbn.g_01817	Pran.g_01038
OG0000897	Prbn.g_01819	Pran.g_01040
OG0000898	Prbn.g_01820	Pran.g_01041
OG0000899	Prbn.g_01821	Pran.g_01042
OG0000900	Prbn.g_01822	Pran.g_01044
OG0000901	Prbn.g_01825	Pran.g_01047
OG0000902	Prbn.g_01827	Pran.g_01049
OG0000903	Prbn.g_01831	Pran.g_01052
OG0000904	Prbn.g_01835	Pran.g_01054
OG0000905	Prbn.g_01829	Pran.g_01058
OG0000906	Prbn.g_01828	Pran.g_01059
OG0000907	Prbn.g_01838	Pran.g_01062
OG0000908	Prbn.g_01841	Pran.g_01065
OG0000909	Prbn.g_01842	Pran.g_01066
OG0000910	Prbn.g_01843	Pran.g_01067
OG0000911	Prbn.g_01845	Pran.g_01070
OG0000912	Prbn.g_01846	Pran.g_01071
OG0000913	Prbn.g_01847	Pran.g_01072
OG0000914	Prbn.g_01848	Pran.g_01073
OG0000915	Prbn.g_01849	Pran.g_01074
OG0000916	Prbn.g_01850	Pran.g_01075
OG0000917	Prbn.g_01851	Pran.g_01076
OG0000918	Prbn.g_01852	Pran.g_01077
OG0000919	Prbn.g_01853	Pran.g_01078
OG0000920	Prbn.g_01854	Pran.g_01079
OG0000921	Prbn.g_01855	Pran.g_01080
OG0000922	Prbn.g_01856	Pran.g_01081
OG0000923	Prbn.g_01860	Pran.g_01085
OG0000924	Prbn.g_01861	Pran.g_01086
OG0000925	Prbn.g_01862	Pran.g_01087
OG0000926	Prbn.g_01863	Pran.g_01088
OG0000927	Prbn.g_01865	Pran.g_01090
OG0000928	Prbn.g_01866	Pran.g_01091
OG0000929	Prbn.g_01867	Pran.g_01092
OG0000930	Prbn.g_01868	Pran.g_01093
OG0000931	Prbn.g_01869	Pran.g_01094
OG0000932	Prbn.g_01870	Pran.g_01095
OG0000933	Prbn.g_01874	Pran.g_01099
OG0000934	Prbn.g_01876	Pran.g_01101
OG0000935	Prbn.g_01877	Pran.g_01102
OG0000936	Prbn.g_01878	Pran.g_01103
OG0000937	Prbn.g_01879	Pran.g_01104
OG0000938	Prbn.g_01882	Pran.g_01106
OG0000939	Prbn.g_01883	Pran.g_01107
OG0000940	Prbn.g_01890	Pran.g_01114
OG0000941	Prbn.g_01892	Pran.g_01116
OG0000942	Prbn.g_01894	Pran.g_01118
OG0000943	Prbn.g_01895	Pran.g_01119
OG0000944	Prbn.g_01897	Pran.g_01120
OG0000945	Prbn.g_01898	Pran.g_01121
OG0000946	Prbn.g_01903	Pran.g_01125
OG0000947	Prbn.g_01905	Pran.g_01127
OG0000948	Prbn.g_01906	Pran.g_01128
OG0000949	Prbn.g_01909	Pran.g_01131
OG0000950	Prbn.g_01916	Pran.g_01136
OG0000951	Prbn.g_01920	Pran.g_01139
OG0000952	Prbn.g_01015	Pran.g_01143
OG0000953	Prbn.g_01011	Pran.g_01146
OG0000954	Prbn.g_01007	Pran.g_01150
OG0000955	Prbn.g_01006	Pran.g_01151
OG0000956	Prbn.g_01004	Pran.g_01153
OG0000957	Prbn.g_00998	Pran.g_01158
OG0000958	Prbn.g_00997	Pran.g_01159
OG0000959	Prbn.g_00993	Pran.g_01163
OG0000960	Prbn.g_00992	Pran.g_01164
OG0000961	Prbn.g_00989	Pran.g_01166
OG0000962	Prbn.g_00987	Pran.g_01168
OG0000963	Prbn.g_00983	Pran.g_01172
OG0000964	Prbn.g_00982	Pran.g_01173
OG0000965	Prbn.g_00981	Pran.g_01174
OG0000966	Prbn.g_00975	Pran.g_01182
OG0000967	Prbn.g_00971	Pran.g_01186
OG0000968	Prbn.g_00969	Pran.g_01188
OG0000969	Prbn.g_00968	Pran.g_01189
OG0000970	Prbn.g_00967	Pran.g_01190
OG0000971	Prbn.g_00966	Pran.g_01191
OG0000972	Prbn.g_00965	Pran.g_01192
OG0000973	Prbn.g_00964	Pran.g_01193
OG0000974	Prbn.g_00963	Pran.g_01194
OG0000975	Prbn.g_00962	Pran.g_01195
OG0000976	Prbn.g_00961	Pran.g_01196
OG0000977	Prbn.g_00960	Pran.g_01197
OG0000978	Prbn.g_00959	Pran.g_01198
OG0000979	Prbn.g_00957	Pran.g_01201
OG0000980	Prbn.g_00955	Pran.g_01202
OG0000981	Prbn.g_00952	Pran.g_01204
OG0000982	Prbn.g_00950	Pran.g_01206
OG0000983	Prbn.g_00949	Pran.g_01207
OG0000984	Prbn.g_00948	Pran.g_01208
OG0000985	Prbn.g_00945	Pran.g_01211
OG0000986	Prbn.g_00943	Pran.g_01213
OG0000987	Prbn.g_00942	Pran.g_01214
OG0000988	Prbn.g_00939	Pran.g_01217
OG0000989	Prbn.g_00935	Pran.g_01221
OG0000990	Prbn.g_00931	Pran.g_01224
OG0000991	Prbn.g_00930	Pran.g_01225
OG0000992	Prbn.g_00927	Pran.g_01227
OG0000993	Prbn.g_00926	Pran.g_01228
OG0000994	Prbn.g_00925	Pran.g_01229
OG0000995	Prbn.g_00921	Pran.g_01233
OG0000996	Prbn.g_00920	Pran.g_01234
OG0000997	Prbn.g_00917	Pran.g_01235
OG0000998	Prbn.g_00915	Pran.g_01237
OG0000999	Prbn.g_00914	Pran.g_01238
OG0001000	Prbn.g_00911	Pran.g_01241
OG0001001	Prbn.g_00908	Pran.g_01243
OG0001002	Prbn.g_00291	Pran.g_01247
OG0001003	Prbn.g_00292	Pran.g_01249
OG0001004	Prbn.g_00293	Pran.g_01250
OG0001005	Prbn.g_00294	Pran.g_01251
OG0001006	Prbn.g_00298	Pran.g_01255
OG0001007	Prbn.g_00300	Pran.g_01257
OG0001008	Prbn.g_00676	Pran.g_01743
OG0001009	Prbn.g_00755	Pran.g_00397
OG0001010	Prbn.g_00754	Pran.g_00396
OG0001011	Prbn.g_00752	Pran.g_00395
OG0001012	Prbn.g_00738	Pran.g_00382
OG0001013	Prbn.g_00731	Pran.g_00377
OG0001014	Prbn.g_00728	Pran.g_00374
OG0001015	Prbn.g_00726	Pran.g_00373
OG0001016	Prbn.g_00704	Pran.g_00359
OG0001017	Prbn.g_01343	Pran.g_00355
OG0001018	Prbn.g_01341	Pran.g_00352
OG0001019	Prbn.g_01332	Pran.g_00343
OG0001020	Prbn.g_01331	Pran.g_00342
OG0001021	Prbn.g_01330	Pran.g_00341
OG0001022	Prbn.g_01327	Pran.g_00339
OG0001023	Prbn.g_01326	Pran.g_00338
OG0001024	Prbn.g_01322	Pran.g_00335
OG0001025	Prbn.g_01315	Pran.g_00329
OG0001026	Prbn.g_01306	Pran.g_00322
OG0001027	Prbn.g_01305	Pran.g_00321
OG0001028	Prbn.g_01303	Pran.g_00319
OG0001029	Prbn.g_01302	Pran.g_00318
OG0001030	Prbn.g_01286	Pran.g_00304
OG0001031	Prbn.g_00367	Pran.g_00246
OG0001032	Prbn.g_00366	Pran.g_00245
OG0001033	Prbn.g_00345	Pran.g_00224
OG0001034	Prbn.g_00314	Pran.g_00196
OG0001035	Prbn.g_00021	Pran.g_01938
OG0001036	Prbn.g_00025	Pran.g_01934
OG0001037	Prbn.g_00026	Pran.g_01933
OG0001038	Prbn.g_00045	Pran.g_01916
OG0001039	Prbn.g_00048	Pran.g_01913
OG0001040	Prbn.g_00050	Pran.g_01911
OG0001041	Prbn.g_00055	Pran.g_01907
OG0001042	Prbn.g_00072	Pran.g_01890
OG0001043	Prbn.g_00073	Pran.g_01889
OG0001044	Prbn.g_00104	Pran.g_01861
OG0001045	Prbn.g_00113	Pran.g_01853
OG0001046	Prbn.g_01697	Pran.g_01816
OG0001047	Prbn.g_00674	Pran.g_01741
OG0001048	Prbn.g_00673	Pran.g_01740
OG0001049	Prbn.g_00671	Pran.g_01738
OG0001050	Prbn.g_00670	Pran.g_01737
OG0001051	Prbn.g_00669	Pran.g_01736
OG0001052	Prbn.g_00643	Pran.g_01707
OG0001053	Prbn.g_00631	Pran.g_01695
OG0001054	Prbn.g_00616	Pran.g_01680
OG0001055	Prbn.g_00597	Pran.g_01661
OG0001056	Prbn.g_00580	Pran.g_01642
OG0001057	Prbn.g_00575	Pran.g_01637
OG0001058	Prbn.g_00567	Pran.g_01629
OG0001059	Prbn.g_00563	Pran.g_01625
OG0001060	Prbn.g_00557	Pran.g_01618
OG0001061	Prbn.g_00542	Pran.g_01604
OG0001062	Prbn.g_00540	Pran.g_01602
OG0001063	Prbn.g_00538	Pran.g_01600
OG0001064	Prbn.g_00537	Pran.g_01599
OG0001065	Prbn.g_00536	Pran.g_01598
OG0001066	Prbn.g_00535	Pran.g_01597
OG0001067	Prbn.g_00534	Pran.g_01596
OG0001068	Prbn.g_00533	Pran.g_01595
OG0001069	Prbn.g_00532	Pran.g_01594
OG0001070	Prbn.g_00528	Pran.g_01591
OG0001071	Prbn.g_00527	Pran.g_01590
OG0001072	Prbn.g_00525	Pran.g_01588
OG0001073	Prbn.g_00511	Pran.g_01574
OG0001074	Prbn.g_00499	Pran.g_01563
OG0001075	Prbn.g_00498	Pran.g_01562
OG0001076	Prbn.g_00491	Pran.g_01554
OG0001077	Prbn.g_00485	Pran.g_01550
OG0001078	Prbn.g_00427	Pran.g_01542
OG0001079	Prbn.g_00439	Pran.g_01531
OG0001080	Prbn.g_00445	Pran.g_01525
OG0001081	Prbn.g_00447	Pran.g_01523
OG0001082	Prbn.g_00448	Pran.g_01522
OG0001083	Prbn.g_00836	Pran.g_01517
OG0001084	Prbn.g_00837	Pran.g_01516
OG0001085	Prbn.g_01594	Pran.g_01508
OG0001086	Prbn.g_01593	Pran.g_01507
OG0001087	Prbn.g_01575	Pran.g_01490
OG0001088	Prbn.g_01574	Pran.g_01489
OG0001089	Prbn.g_01563	Pran.g_01481
OG0001090	Prbn.g_01553	Pran.g_01459
OG0001091	Prbn.g_00857	Pran.g_01457
OG0001092	Prbn.g_00858	Pran.g_01456
OG0001093	Prbn.g_00863	Pran.g_01451
OG0001094	Prbn.g_00856	Pran.g_01349
OG0001095	Prbn.g_01533	Pran.g_01330
OG0001096	Prbn.g_01519	Pran.g_01317
OG0001097	Prbn.g_01499	Pran.g_01299
OG0001098	Prbn.g_01480	Pran.g_01283
OG0001099	Prbn.g_01925	Pran.g_00418
OG0001100	Prbn.g_01630	Pran.g_00422
OG0001101	Prbn.g_01627	Pran.g_00424
OG0001102	Prbn.g_01624	Pran.g_00426
OG0001103	Prbn.g_01622	Pran.g_00428
OG0001104	Prbn.g_01599	Pran.g_00450
OG0001105	Prbn.g_01595	Pran.g_00454
OG0001106	Prbn.g_01427	Pran.g_00478
OG0001107	Prbn.g_01420	Pran.g_00485
OG0001108	Prbn.g_01416	Pran.g_00489
OG0001109	Prbn.g_01415	Pran.g_00490
OG0001110	Prbn.g_01413	Pran.g_00492
OG0001111	Prbn.g_01412	Pran.g_00493
OG0001112	Prbn.g_01411	Pran.g_00494
OG0001113	Prbn.g_01410	Pran.g_00495
OG0001114	Prbn.g_01409	Pran.g_00496
OG0001115	Prbn.g_01407	Pran.g_00498
OG0001116	Prbn.g_01406	Pran.g_00499
OG0001117	Prbn.g_01405	Pran.g_00500
OG0001118	Prbn.g_01404	Pran.g_00501
