Orthogroup	Prbn	Syam
OG0000558	Prbn.g_00569	Syam.g_00675
OG0000559	Prbn.g_00565	Syam.g_00679
OG0000560	Prbn.g_00562	Syam.g_00682
OG0000561	Prbn.g_00561	Syam.g_00683
OG0000562	Prbn.g_00560	Syam.g_00684
OG0000563	Prbn.g_00559	Syam.g_00685
OG0000564	Prbn.g_00558	Syam.g_00686
OG0000565	Prbn.g_00556	Syam.g_00690
OG0000566	Prbn.g_00552	Syam.g_00694
OG0000567	Prbn.g_00548	Syam.g_00698
OG0000568	Prbn.g_00547	Syam.g_01751
OG0000569	Prbn.g_00546	Syam.g_01750
OG0000570	Prbn.g_00545	Syam.g_01749
OG0000571	Prbn.g_00543	Syam.g_01745
OG0000572	Prbn.g_00529	Syam.g_01729
OG0000573	Prbn.g_00523	Syam.g_01721
OG0000574	Prbn.g_00522	Syam.g_01720
OG0000575	Prbn.g_00518	Syam.g_01716
OG0000576	Prbn.g_00516	Syam.g_01714
OG0000577	Prbn.g_00515	Syam.g_01713
OG0000578	Prbn.g_00514	Syam.g_01712
OG0000579	Prbn.g_00513	Syam.g_01711
OG0000580	Prbn.g_00512	Syam.g_01710
OG0000581	Prbn.g_00509	Syam.g_01704
OG0000582	Prbn.g_00506	Syam.g_01513
OG0000583	Prbn.g_00505	Syam.g_01512
OG0000584	Prbn.g_00504	Syam.g_01511
OG0000585	Prbn.g_00502	Syam.g_01509
OG0000586	Prbn.g_00501	Syam.g_01508
OG0000587	Prbn.g_00500	Syam.g_01506
OG0000588	Prbn.g_00496	Syam.g_01498
OG0000589	Prbn.g_00494	Syam.g_01494
OG0000590	Prbn.g_00493	Syam.g_01493
OG0000591	Prbn.g_00489	Syam.g_01486
OG0000592	Prbn.g_00488	Syam.g_01485
OG0000593	Prbn.g_00423	Syam.g_01471
OG0000594	Prbn.g_00424	Syam.g_01470
OG0000595	Prbn.g_00425	Syam.g_01469
OG0000596	Prbn.g_00429	Syam.g_01465
OG0000597	Prbn.g_00432	Syam.g_01462
OG0000598	Prbn.g_00433	Syam.g_01461
OG0000599	Prbn.g_00436	Syam.g_01458
OG0000600	Prbn.g_00437	Syam.g_01457
OG0000601	Prbn.g_00438	Syam.g_01456
OG0000602	Prbn.g_00440	Syam.g_01451
OG0000603	Prbn.g_00441	Syam.g_01450
OG0000604	Prbn.g_00442	Syam.g_01447
OG0000605	Prbn.g_00443	Syam.g_01031
OG0000606	Prbn.g_00446	Syam.g_01387
OG0000607	Prbn.g_00449	Syam.g_01384
OG0000608	Prbn.g_00450	Syam.g_01383
OG0000609	Prbn.g_00834	Syam.g_01380
OG0000610	Prbn.g_00840	Syam.g_01373
OG0000611	Prbn.g_00843	Syam.g_01370
OG0000612	Prbn.g_00844	Syam.g_01369
OG0000613	Prbn.g_01591	Syam.g_00170
OG0000614	Prbn.g_01570	Syam.g_00801
OG0000615	Prbn.g_01559	Syam.g_01332
OG0000616	Prbn.g_00905	Syam.g_02430
OG0000617	Prbn.g_00860	Syam.g_01240
OG0000618	Prbn.g_00861	Syam.g_01239
OG0000619	Prbn.g_00862	Syam.g_01238
OG0000620	Prbn.g_01947	Syam.g_01233
OG0000621	Prbn.g_01948	Syam.g_01232
OG0000622	Prbn.g_01949	Syam.g_01231
OG0000623	Prbn.g_01950	Syam.g_01230
OG0000624	Prbn.g_01952	Syam.g_01228
OG0000625	Prbn.g_01345	Syam.g_01227
OG0000626	Prbn.g_01346	Syam.g_01226
OG0000627	Prbn.g_01347	Syam.g_01065
OG0000628	Prbn.g_01348	Syam.g_01067
OG0000629	Prbn.g_01349	Syam.g_01070
OG0000630	Prbn.g_01352	Syam.g_01074
OG0000631	Prbn.g_01445	Syam.g_01084
OG0000632	Prbn.g_01444	Syam.g_01085
OG0000633	Prbn.g_01443	Syam.g_01086
OG0000634	Prbn.g_01550	Syam.g_01294
OG0000635	Prbn.g_01549	Syam.g_01293
OG0000636	Prbn.g_01547	Syam.g_01291
OG0000637	Prbn.g_01545	Syam.g_01289
OG0000638	Prbn.g_01544	Syam.g_01288
OG0000639	Prbn.g_01543	Syam.g_01287
OG0000640	Prbn.g_01542	Syam.g_01286
OG0000641	Prbn.g_01538	Syam.g_01282
OG0000642	Prbn.g_01537	Syam.g_01281
OG0000643	Prbn.g_01536	Syam.g_01280
OG0000644	Prbn.g_01535	Syam.g_01279
OG0000645	Prbn.g_01534	Syam.g_01277
OG0000646	Prbn.g_01532	Syam.g_01274
OG0000647	Prbn.g_01530	Syam.g_01272
OG0000648	Prbn.g_01528	Syam.g_01269
OG0000649	Prbn.g_01527	Syam.g_01268
OG0000650	Prbn.g_01526	Syam.g_01267
OG0000651	Prbn.g_01525	Syam.g_01266
OG0000652	Prbn.g_01524	Syam.g_01265
OG0000653	Prbn.g_01522	Syam.g_01263
OG0000654	Prbn.g_01521	Syam.g_01262
OG0000655	Prbn.g_01520	Syam.g_01261
OG0000656	Prbn.g_01517	Syam.g_01258
OG0000657	Prbn.g_01509	Syam.g_00739
OG0000658	Prbn.g_01507	Syam.g_00735
OG0000659	Prbn.g_01506	Syam.g_00734
OG0000660	Prbn.g_01502	Syam.g_00730
OG0000661	Prbn.g_01500	Syam.g_00728
OG0000662	Prbn.g_01498	Syam.g_00726
OG0000663	Prbn.g_01496	Syam.g_00723
OG0000664	Prbn.g_01495	Syam.g_00722
OG0000665	Prbn.g_01489	Syam.g_02027
OG0000666	Prbn.g_01488	Syam.g_01030
OG0000667	Prbn.g_01484	Syam.g_00937
OG0000668	Prbn.g_01930	Syam.g_01185
OG0000669	Prbn.g_01632	Syam.g_01358
OG0000670	Prbn.g_01629	Syam.g_00528
OG0000671	Prbn.g_01626	Syam.g_01354
OG0000672	Prbn.g_01623	Syam.g_01351
OG0000673	Prbn.g_01620	Syam.g_01348
OG0000674	Prbn.g_01618	Syam.g_01346
OG0000675	Prbn.g_01617	Syam.g_01345
OG0000676	Prbn.g_01615	Syam.g_01343
OG0000677	Prbn.g_01614	Syam.g_01342
OG0000678	Prbn.g_01612	Syam.g_01339
OG0000679	Prbn.g_01608	Syam.g_01323
OG0000680	Prbn.g_01607	Syam.g_01322
OG0000681	Prbn.g_01604	Syam.g_01319
OG0000682	Prbn.g_01603	Syam.g_01318
OG0000683	Prbn.g_01602	Syam.g_01317
OG0000684	Prbn.g_01600	Syam.g_01312
OG0000685	Prbn.g_01598	Syam.g_01310
OG0000686	Prbn.g_01597	Syam.g_01309
OG0000687	Prbn.g_01596	Syam.g_01308
OG0000688	Prbn.g_00848	Syam.g_01304
OG0000689	Prbn.g_00849	Syam.g_01302
OG0000690	Prbn.g_00850	Syam.g_01301
OG0000691	Prbn.g_00851	Syam.g_01300
OG0000692	Prbn.g_00853	Syam.g_01299
OG0000693	Prbn.g_00854	Syam.g_01298
OG0000694	Prbn.g_00855	Syam.g_01297
OG0000695	Prbn.g_01441	Syam.g_01088
OG0000696	Prbn.g_01440	Syam.g_01089
OG0000697	Prbn.g_01439	Syam.g_01091
OG0000698	Prbn.g_01436	Syam.g_01094
OG0000699	Prbn.g_01435	Syam.g_01096
OG0000700	Prbn.g_01434	Syam.g_01097
OG0000701	Prbn.g_01433	Syam.g_01098
OG0000702	Prbn.g_01431	Syam.g_01106
OG0000703	Prbn.g_01430	Syam.g_01107
OG0000704	Prbn.g_01428	Syam.g_01109
OG0000705	Prbn.g_01425	Syam.g_01116
OG0000706	Prbn.g_01424	Syam.g_01117
OG0000707	Prbn.g_01423	Syam.g_01118
OG0000708	Prbn.g_01421	Syam.g_01121
OG0000709	Prbn.g_01417	Syam.g_01131
OG0000710	Prbn.g_01414	Syam.g_01135
OG0000711	Prbn.g_01396	Syam.g_01165
OG0000712	Prbn.g_01395	Syam.g_01167
OG0000713	Prbn.g_01394	Syam.g_01168
OG0000714	Prbn.g_01393	Syam.g_01170
OG0000715	Prbn.g_01391	Syam.g_01172
OG0000716	Prbn.g_01389	Syam.g_01176
OG0000717	Prbn.g_01388	Syam.g_01177
OG0000718	Prbn.g_01384	Syam.g_01181
OG0000719	Prbn.g_01382	Syam.g_01183
OG0000720	Prbn.g_01370	Syam.g_01197
OG0000721	Prbn.g_01366	Syam.g_01199
OG0000722	Prbn.g_01365	Syam.g_01200
OG0000723	Prbn.g_01361	Syam.g_01224
OG0000724	Prbn.g_01466	Syam.g_00768
OG0000725	Prbn.g_01472	Syam.g_00777
OG0000726	Prbn.g_01473	Syam.g_00778
OG0000727	Prbn.g_01474	Syam.g_00779
OG0000728	Prbn.g_01476	Syam.g_00781
OG0000729	Prbn.g_01106	Syam.g_00105
OG0000730	Prbn.g_01147	Syam.g_00454
OG0000731	Prbn.g_00111	Syam.g_00466
OG0000732	Prbn.g_00954	Syam.g_00051
OG0000733	Prbn.g_01651	Syam.g_02339
OG0000734	Prbn.g_01173	Syam.g_02128
OG0000735	Prbn.g_01175	Syam.g_01810
OG0000736	Prbn.g_01176	Syam.g_01809
OG0000737	Prbn.g_01177	Syam.g_01808
OG0000738	Prbn.g_01181	Syam.g_01803
OG0000739	Prbn.g_01182	Syam.g_01802
OG0000740	Prbn.g_01183	Syam.g_01801
OG0000741	Prbn.g_01185	Syam.g_01798
OG0000742	Prbn.g_01188	Syam.g_01796
OG0000743	Prbn.g_01190	Syam.g_01794
OG0000744	Prbn.g_01191	Syam.g_01793
OG0000745	Prbn.g_01192	Syam.g_01791
OG0000746	Prbn.g_01194	Syam.g_01789
OG0000747	Prbn.g_01195	Syam.g_01788
OG0000748	Prbn.g_01199	Syam.g_01779
OG0000749	Prbn.g_01200	Syam.g_01776
OG0000750	Prbn.g_01201	Syam.g_01775
OG0000751	Prbn.g_01204	Syam.g_01770
OG0000752	Prbn.g_01206	Syam.g_01768
OG0000753	Prbn.g_01208	Syam.g_01765
OG0000754	Prbn.g_01211	Syam.g_00910
OG0000755	Prbn.g_00390	Syam.g_00900
OG0000756	Prbn.g_00391	Syam.g_00899
OG0000757	Prbn.g_00398	Syam.g_00891
OG0000758	Prbn.g_00399	Syam.g_00890
OG0000759	Prbn.g_00400	Syam.g_00889
OG0000760	Prbn.g_00401	Syam.g_00888
OG0000761	Prbn.g_00402	Syam.g_00886
OG0000762	Prbn.g_00403	Syam.g_00884
OG0000763	Prbn.g_00405	Syam.g_00882
OG0000764	Prbn.g_00406	Syam.g_00881
OG0000765	Prbn.g_00414	Syam.g_00864
OG0000766	Prbn.g_00415	Syam.g_00863
OG0000767	Prbn.g_00417	Syam.g_00861
OG0000768	Prbn.g_00418	Syam.g_00860
OG0000769	Prbn.g_00420	Syam.g_00858
OG0000770	Prbn.g_00483	Syam.g_00855
OG0000771	Prbn.g_00886	Syam.g_00762
OG0000772	Prbn.g_01671	Syam.g_01005
OG0000773	Prbn.g_01093	Syam.g_01816
OG0000774	Prbn.g_01091	Syam.g_01820
OG0000775	Prbn.g_01089	Syam.g_01823
OG0000776	Prbn.g_01088	Syam.g_01824
OG0000777	Prbn.g_01087	Syam.g_01825
OG0000778	Prbn.g_01086	Syam.g_01826
OG0000779	Prbn.g_01082	Syam.g_01832
OG0000780	Prbn.g_01081	Syam.g_01835
OG0000781	Prbn.g_01077	Syam.g_01839
OG0000782	Prbn.g_01076	Syam.g_01840
OG0000783	Prbn.g_01075	Syam.g_01841
OG0000784	Prbn.g_01074	Syam.g_01842
OG0000785	Prbn.g_01072	Syam.g_01844
OG0000786	Prbn.g_01069	Syam.g_01700
OG0000787	Prbn.g_01068	Syam.g_01701
OG0000788	Prbn.g_00615	Syam.g_01455
OG0000789	Prbn.g_00883	Syam.g_01044
OG0000790	Prbn.g_00155	Syam.g_00570
OG0000791	Prbn.g_00157	Syam.g_00568
OG0000792	Prbn.g_00158	Syam.g_00567
OG0000793	Prbn.g_00161	Syam.g_00562
OG0000794	Prbn.g_00162	Syam.g_00561
OG0000795	Prbn.g_00163	Syam.g_00560
OG0000796	Prbn.g_00167	Syam.g_00556
OG0000797	Prbn.g_00168	Syam.g_00555
OG0000799	Prbn.g_00195	Syam.g_01585
OG0000800	Prbn.g_00196	Syam.g_01588
OG0000801	Prbn.g_00197	Syam.g_01589
OG0000802	Prbn.g_00199	Syam.g_01592
OG0000803	Prbn.g_00201	Syam.g_01597
OG0000804	Prbn.g_00202	Syam.g_01600
OG0000805	Prbn.g_00204	Syam.g_01602
OG0000806	Prbn.g_00206	Syam.g_01604
OG0000807	Prbn.g_00207	Syam.g_01606
OG0000808	Prbn.g_00208	Syam.g_01607
OG0000809	Prbn.g_00210	Syam.g_01610
OG0000810	Prbn.g_00211	Syam.g_01611
OG0000811	Prbn.g_00215	Syam.g_01616
OG0000812	Prbn.g_00217	Syam.g_01618
OG0000813	Prbn.g_00218	Syam.g_01619
OG0000814	Prbn.g_00220	Syam.g_01621
OG0000815	Prbn.g_00221	Syam.g_01622
OG0000816	Prbn.g_00223	Syam.g_01624
OG0000817	Prbn.g_00224	Syam.g_01625
OG0000818	Prbn.g_00229	Syam.g_01631
OG0000819	Prbn.g_00230	Syam.g_01632
OG0000820	Prbn.g_00231	Syam.g_01633
OG0000821	Prbn.g_00235	Syam.g_01639
OG0000822	Prbn.g_00236	Syam.g_01641
OG0000823	Prbn.g_00237	Syam.g_01642
OG0000824	Prbn.g_00240	Syam.g_01648
OG0000825	Prbn.g_00241	Syam.g_01649
OG0000826	Prbn.g_00242	Syam.g_01650
OG0000827	Prbn.g_00243	Syam.g_01651
OG0000828	Prbn.g_00246	Syam.g_01655
OG0000829	Prbn.g_00247	Syam.g_01656
OG0000830	Prbn.g_00248	Syam.g_01657
OG0000831	Prbn.g_00250	Syam.g_01659
OG0000832	Prbn.g_00260	Syam.g_01923
OG0000833	Prbn.g_00269	Syam.g_01932
OG0000834	Prbn.g_00270	Syam.g_01933
OG0000835	Prbn.g_00271	Syam.g_01934
OG0000836	Prbn.g_00272	Syam.g_01937
OG0000837	Prbn.g_00273	Syam.g_01938
OG0000838	Prbn.g_00275	Syam.g_01946
OG0000839	Prbn.g_00276	Syam.g_01947
OG0000840	Prbn.g_00277	Syam.g_01948
OG0000841	Prbn.g_00278	Syam.g_01949
OG0000842	Prbn.g_00279	Syam.g_01950
OG0000843	Prbn.g_00280	Syam.g_01951
OG0000844	Prbn.g_00281	Syam.g_01953
OG0000845	Prbn.g_00282	Syam.g_01954
OG0000846	Prbn.g_00283	Syam.g_01955
OG0000847	Prbn.g_00284	Syam.g_01956
OG0000848	Prbn.g_00285	Syam.g_01958
OG0000849	Prbn.g_00286	Syam.g_01959
OG0000850	Prbn.g_00288	Syam.g_01961
OG0000851	Prbn.g_00289	Syam.g_01966
OG0000852	Prbn.g_00904	Syam.g_01967
OG0000853	Prbn.g_00898	Syam.g_01971
OG0000854	Prbn.g_00896	Syam.g_01973
OG0000855	Prbn.g_00895	Syam.g_01974
OG0000856	Prbn.g_00486	Syam.g_01483
OG0000857	Prbn.g_01531	Syam.g_01273
OG0000858	Prbn.g_01738	Syam.g_01980
OG0000859	Prbn.g_01739	Syam.g_01981
OG0000860	Prbn.g_01747	Syam.g_01992
OG0000861	Prbn.g_01748	Syam.g_01993
OG0000862	Prbn.g_01749	Syam.g_01994
OG0000863	Prbn.g_01751	Syam.g_01996
OG0000864	Prbn.g_01752	Syam.g_01997
OG0000865	Prbn.g_01753	Syam.g_01998
OG0000866	Prbn.g_01754	Syam.g_01999
OG0000867	Prbn.g_01755	Syam.g_02000
OG0000868	Prbn.g_01757	Syam.g_02003
OG0000869	Prbn.g_01760	Syam.g_02007
OG0000870	Prbn.g_01765	Syam.g_02012
OG0000871	Prbn.g_01766	Syam.g_02013
OG0000872	Prbn.g_01767	Syam.g_02021
OG0000873	Prbn.g_01771	Syam.g_02024
OG0000874	Prbn.g_01774	Syam.g_02019
OG0000875	Prbn.g_01775	Syam.g_02026
OG0000876	Prbn.g_01776	Syam.g_01877
OG0000877	Prbn.g_01778	Syam.g_01882
OG0000878	Prbn.g_01779	Syam.g_01883
OG0000879	Prbn.g_01780	Syam.g_01884
OG0000880	Prbn.g_01781	Syam.g_01885
OG0000881	Prbn.g_01785	Syam.g_01891
OG0000882	Prbn.g_01790	Syam.g_01896
OG0000883	Prbn.g_01792	Syam.g_01898
OG0000884	Prbn.g_01794	Syam.g_01900
OG0000885	Prbn.g_01795	Syam.g_01901
OG0000886	Prbn.g_01796	Syam.g_01902
OG0000887	Prbn.g_01797	Syam.g_01903
OG0000888	Prbn.g_01799	Syam.g_01905
OG0000889	Prbn.g_01801	Syam.g_01907
OG0000890	Prbn.g_01802	Syam.g_01910
OG0000891	Prbn.g_01803	Syam.g_01911
OG0000892	Prbn.g_01805	Syam.g_01913
OG0000893	Prbn.g_01809	Syam.g_00287
OG0000894	Prbn.g_01812	Syam.g_00290
OG0000895	Prbn.g_01816	Syam.g_00294
OG0000896	Prbn.g_01817	Syam.g_00295
OG0000897	Prbn.g_01819	Syam.g_00297
OG0000898	Prbn.g_01820	Syam.g_00298
OG0000899	Prbn.g_01821	Syam.g_00299
OG0000900	Prbn.g_01822	Syam.g_00300
OG0000901	Prbn.g_01825	Syam.g_00305
OG0000902	Prbn.g_01827	Syam.g_00307
OG0000903	Prbn.g_01831	Syam.g_00322
OG0000904	Prbn.g_01835	Syam.g_00317
OG0000905	Prbn.g_01829	Syam.g_00312
OG0000906	Prbn.g_01828	Syam.g_00309
OG0000907	Prbn.g_01838	Syam.g_00324
OG0000908	Prbn.g_01841	Syam.g_00327
OG0000909	Prbn.g_01842	Syam.g_00328
OG0000910	Prbn.g_01843	Syam.g_00329
OG0000911	Prbn.g_01845	Syam.g_00331
OG0000912	Prbn.g_01846	Syam.g_00332
OG0000913	Prbn.g_01847	Syam.g_00333
OG0000914	Prbn.g_01848	Syam.g_00334
OG0000915	Prbn.g_01849	Syam.g_00336
OG0000916	Prbn.g_01850	Syam.g_00337
OG0000917	Prbn.g_01851	Syam.g_00338
OG0000918	Prbn.g_01852	Syam.g_00339
OG0000919	Prbn.g_01853	Syam.g_00340
OG0000920	Prbn.g_01854	Syam.g_00341
OG0000921	Prbn.g_01855	Syam.g_00342
OG0000922	Prbn.g_01856	Syam.g_00343
OG0000923	Prbn.g_01860	Syam.g_00347
OG0000924	Prbn.g_01861	Syam.g_00348
OG0000925	Prbn.g_01862	Syam.g_00349
OG0000926	Prbn.g_01863	Syam.g_00350
OG0000927	Prbn.g_01865	Syam.g_00352
OG0000928	Prbn.g_01866	Syam.g_00353
OG0000929	Prbn.g_01867	Syam.g_00354
OG0000930	Prbn.g_01868	Syam.g_00355
OG0000931	Prbn.g_01869	Syam.g_00356
OG0000932	Prbn.g_01870	Syam.g_00357
OG0000933	Prbn.g_01874	Syam.g_00363
OG0000934	Prbn.g_01876	Syam.g_00365
OG0000935	Prbn.g_01877	Syam.g_00366
OG0000936	Prbn.g_01878	Syam.g_00368
OG0000937	Prbn.g_01879	Syam.g_00369
OG0000938	Prbn.g_01882	Syam.g_00373
OG0000939	Prbn.g_01883	Syam.g_00374
OG0000940	Prbn.g_01890	Syam.g_00381
OG0000941	Prbn.g_01892	Syam.g_00383
OG0000942	Prbn.g_01894	Syam.g_00385
OG0000943	Prbn.g_01895	Syam.g_00386
OG0000944	Prbn.g_01897	Syam.g_00388
OG0000945	Prbn.g_01898	Syam.g_00390
OG0000946	Prbn.g_01903	Syam.g_00395
OG0000947	Prbn.g_01905	Syam.g_00398
OG0000948	Prbn.g_01906	Syam.g_00399
OG0000949	Prbn.g_01909	Syam.g_00159
OG0000950	Prbn.g_01916	Syam.g_00150
OG0000951	Prbn.g_01920	Syam.g_00145
OG0000952	Prbn.g_01015	Syam.g_00140
OG0000953	Prbn.g_01011	Syam.g_00136
OG0000954	Prbn.g_01007	Syam.g_00131
OG0000955	Prbn.g_01006	Syam.g_00130
OG0000956	Prbn.g_01004	Syam.g_00128
OG0000957	Prbn.g_00998	Syam.g_00117
OG0000958	Prbn.g_00997	Syam.g_00116
OG0000959	Prbn.g_00993	Syam.g_00112
OG0000960	Prbn.g_00992	Syam.g_00111
OG0000961	Prbn.g_00989	Syam.g_00108
OG0000962	Prbn.g_00987	Syam.g_00106
OG0000963	Prbn.g_00983	Syam.g_00101
OG0000964	Prbn.g_00982	Syam.g_00100
OG0000965	Prbn.g_00981	Syam.g_00099
OG0000966	Prbn.g_00975	Syam.g_00074
OG0000967	Prbn.g_00971	Syam.g_00069
OG0000968	Prbn.g_00969	Syam.g_00077
OG0000969	Prbn.g_00968	Syam.g_00072
OG0000970	Prbn.g_00967	Syam.g_00071
OG0000971	Prbn.g_00966	Syam.g_00066
OG0000972	Prbn.g_00965	Syam.g_00065
OG0000973	Prbn.g_00964	Syam.g_00064
OG0000974	Prbn.g_00963	Syam.g_00063
OG0000975	Prbn.g_00962	Syam.g_00062
OG0000976	Prbn.g_00961	Syam.g_00061
OG0000977	Prbn.g_00960	Syam.g_00059
OG0000978	Prbn.g_00959	Syam.g_00058
OG0000979	Prbn.g_00957	Syam.g_00055
OG0000980	Prbn.g_00955	Syam.g_00052
OG0000981	Prbn.g_00952	Syam.g_00049
OG0000982	Prbn.g_00950	Syam.g_02314
OG0000983	Prbn.g_00949	Syam.g_02315
OG0000984	Prbn.g_00948	Syam.g_02316
OG0000985	Prbn.g_00945	Syam.g_02318
OG0000986	Prbn.g_00943	Syam.g_02320
OG0000987	Prbn.g_00942	Syam.g_02322
OG0000988	Prbn.g_00939	Syam.g_02327
OG0000989	Prbn.g_00935	Syam.g_02334
OG0000990	Prbn.g_00931	Syam.g_02346
OG0000991	Prbn.g_00930	Syam.g_02348
OG0000992	Prbn.g_00927	Syam.g_02351
OG0000993	Prbn.g_00926	Syam.g_02352
OG0000994	Prbn.g_00925	Syam.g_02354
OG0000995	Prbn.g_00921	Syam.g_02359
OG0000996	Prbn.g_00920	Syam.g_02405
OG0000997	Prbn.g_00917	Syam.g_02416
OG0000998	Prbn.g_00915	Syam.g_02418
OG0000999	Prbn.g_00914	Syam.g_02419
OG0001000	Prbn.g_00911	Syam.g_02422
OG0001001	Prbn.g_00908	Syam.g_02427
OG0001002	Prbn.g_00291	Syam.g_02433
OG0001003	Prbn.g_00292	Syam.g_02434
OG0001004	Prbn.g_00293	Syam.g_02435
OG0001005	Prbn.g_00294	Syam.g_02436
OG0001006	Prbn.g_00298	Syam.g_02444
OG0001007	Prbn.g_00300	Syam.g_02446
OG0001008	Prbn.g_00676	Syam.g_01866
OG0001009	Prbn.g_00755	Syam.g_00032
OG0001010	Prbn.g_00754	Syam.g_00033
OG0001011	Prbn.g_00752	Syam.g_00034
OG0001012	Prbn.g_00738	Syam.g_02310
OG0001013	Prbn.g_00731	Syam.g_02296
OG0001014	Prbn.g_00728	Syam.g_02292
OG0001015	Prbn.g_00726	Syam.g_02291
OG0001016	Prbn.g_00704	Syam.g_02067
OG0001017	Prbn.g_01343	Syam.g_02073
OG0001018	Prbn.g_01341	Syam.g_02075
OG0001019	Prbn.g_01332	Syam.g_02093
OG0001020	Prbn.g_01331	Syam.g_02098
OG0001021	Prbn.g_01330	Syam.g_02102
OG0001022	Prbn.g_01327	Syam.g_02106
OG0001023	Prbn.g_01326	Syam.g_02107
OG0001024	Prbn.g_01322	Syam.g_02111
OG0001025	Prbn.g_01315	Syam.g_02118
OG0001026	Prbn.g_01306	Syam.g_02130
OG0001027	Prbn.g_01305	Syam.g_02135
OG0001028	Prbn.g_01303	Syam.g_02137
OG0001029	Prbn.g_01302	Syam.g_02139
OG0001030	Prbn.g_01286	Syam.g_02163
OG0001031	Prbn.g_00367	Syam.g_02239
OG0001032	Prbn.g_00366	Syam.g_02241
OG0001033	Prbn.g_00345	Syam.g_02265
OG0001034	Prbn.g_00314	Syam.g_00508
OG0001035	Prbn.g_00021	Syam.g_00265
OG0001036	Prbn.g_00025	Syam.g_00261
OG0001037	Prbn.g_00026	Syam.g_00259
OG0001038	Prbn.g_00045	Syam.g_00232
OG0001039	Prbn.g_00048	Syam.g_00229
OG0001040	Prbn.g_00050	Syam.g_00226
OG0001041	Prbn.g_00055	Syam.g_00221
OG0001042	Prbn.g_00072	Syam.g_00196
OG0001043	Prbn.g_00073	Syam.g_00192
OG0001044	Prbn.g_00104	Syam.g_00456
OG0001045	Prbn.g_00113	Syam.g_00469
OG0001046	Prbn.g_01697	Syam.g_01151
OG0001047	Prbn.g_00674	Syam.g_01864
OG0001048	Prbn.g_00673	Syam.g_01863
OG0001049	Prbn.g_00671	Syam.g_01855
OG0001050	Prbn.g_00670	Syam.g_01854
OG0001051	Prbn.g_00669	Syam.g_01853
OG0001052	Prbn.g_00643	Syam.g_01672
OG0001053	Prbn.g_00631	Syam.g_00586
OG0001054	Prbn.g_00616	Syam.g_00603
OG0001055	Prbn.g_00597	Syam.g_00624
OG0001056	Prbn.g_00580	Syam.g_00656
OG0001057	Prbn.g_00575	Syam.g_00664
OG0001058	Prbn.g_00567	Syam.g_00677
OG0001059	Prbn.g_00563	Syam.g_00681
OG0001060	Prbn.g_00557	Syam.g_00688
OG0001061	Prbn.g_00542	Syam.g_01744
OG0001062	Prbn.g_00540	Syam.g_01742
OG0001063	Prbn.g_00538	Syam.g_01737
OG0001064	Prbn.g_00537	Syam.g_01736
OG0001065	Prbn.g_00536	Syam.g_01735
OG0001066	Prbn.g_00535	Syam.g_01734
OG0001067	Prbn.g_00534	Syam.g_01733
OG0001068	Prbn.g_00533	Syam.g_01732
OG0001069	Prbn.g_00532	Syam.g_01731
OG0001070	Prbn.g_00528	Syam.g_01728
OG0001071	Prbn.g_00527	Syam.g_01727
OG0001072	Prbn.g_00525	Syam.g_01723
OG0001073	Prbn.g_00511	Syam.g_01709
OG0001074	Prbn.g_00499	Syam.g_01504
OG0001075	Prbn.g_00498	Syam.g_01502
OG0001076	Prbn.g_00491	Syam.g_01491
OG0001077	Prbn.g_00485	Syam.g_01480
OG0001078	Prbn.g_00427	Syam.g_01467
OG0001079	Prbn.g_00439	Syam.g_01454
OG0001080	Prbn.g_00445	Syam.g_01034
OG0001081	Prbn.g_00447	Syam.g_01386
OG0001082	Prbn.g_00448	Syam.g_01385
OG0001083	Prbn.g_00836	Syam.g_01377
OG0001084	Prbn.g_00837	Syam.g_01376
OG0001085	Prbn.g_01594	Syam.g_01366
OG0001086	Prbn.g_01593	Syam.g_01364
OG0001087	Prbn.g_01575	Syam.g_00813
OG0001088	Prbn.g_01574	Syam.g_00809
OG0001089	Prbn.g_01563	Syam.g_00785
OG0001090	Prbn.g_01553	Syam.g_01246
OG0001091	Prbn.g_00857	Syam.g_01244
OG0001092	Prbn.g_00858	Syam.g_01242
OG0001093	Prbn.g_00863	Syam.g_01236
OG0001094	Prbn.g_00856	Syam.g_01296
OG0001095	Prbn.g_01533	Syam.g_01276
OG0001096	Prbn.g_01519	Syam.g_01260
OG0001097	Prbn.g_01499	Syam.g_00727
OG0001098	Prbn.g_01480	Syam.g_01037
OG0001099	Prbn.g_01925	Syam.g_02138
OG0001100	Prbn.g_01630	Syam.g_01356
OG0001101	Prbn.g_01627	Syam.g_01355
OG0001103	Prbn.g_01622	Syam.g_01350
OG0001104	Prbn.g_01599	Syam.g_01311
OG0001105	Prbn.g_01595	Syam.g_01307
OG0001106	Prbn.g_01427	Syam.g_01110
OG0001107	Prbn.g_01420	Syam.g_01122
OG0001108	Prbn.g_01416	Syam.g_01132
OG0001109	Prbn.g_01415	Syam.g_01134
OG0001110	Prbn.g_01413	Syam.g_01136
OG0001111	Prbn.g_01412	Syam.g_01138
OG0001112	Prbn.g_01411	Syam.g_01140
OG0001113	Prbn.g_01410	Syam.g_01141
OG0001114	Prbn.g_01409	Syam.g_01142
OG0001115	Prbn.g_01407	Syam.g_01146
OG0001116	Prbn.g_01406	Syam.g_01148
OG0001117	Prbn.g_01405	Syam.g_01149
OG0001118	Prbn.g_01404	Syam.g_01150
