Orthogroup	Prbn	Prba
OG0000560	Prbn.g_00562	Prba.g_01761
OG0000561	Prbn.g_00561	Prba.g_01760
OG0000562	Prbn.g_00560	Prba.g_01759
OG0000563	Prbn.g_00559	Prba.g_01758
OG0000564	Prbn.g_00558	Prba.g_01757
OG0000565	Prbn.g_00556	Prba.g_01754
OG0000566	Prbn.g_00552	Prba.g_01752
OG0000567	Prbn.g_00548	Prba.g_01748
OG0000568	Prbn.g_00547	Prba.g_01747
OG0000569	Prbn.g_00546	Prba.g_01746
OG0000570	Prbn.g_00545	Prba.g_01745
OG0000571	Prbn.g_00543	Prba.g_01743
OG0000572	Prbn.g_00529	Prba.g_01730
OG0000573	Prbn.g_00523	Prba.g_01725
OG0000574	Prbn.g_00522	Prba.g_01724
OG0000575	Prbn.g_00518	Prba.g_01720
OG0000576	Prbn.g_00516	Prba.g_01718
OG0000577	Prbn.g_00515	Prba.g_01717
OG0000578	Prbn.g_00514	Prba.g_01716
OG0000579	Prbn.g_00513	Prba.g_01715
OG0000580	Prbn.g_00512	Prba.g_01714
OG0000581	Prbn.g_00509	Prba.g_01712
OG0000582	Prbn.g_00506	Prba.g_01709
OG0000583	Prbn.g_00505	Prba.g_01708
OG0000584	Prbn.g_00504	Prba.g_01707
OG0000585	Prbn.g_00502	Prba.g_01705
OG0000586	Prbn.g_00501	Prba.g_01704
OG0000587	Prbn.g_00500	Prba.g_01703
OG0000588	Prbn.g_00496	Prba.g_01699
OG0000589	Prbn.g_00494	Prba.g_01696
OG0000590	Prbn.g_00493	Prba.g_01695
OG0000591	Prbn.g_00489	Prba.g_01692
OG0000592	Prbn.g_00488	Prba.g_01691
OG0000593	Prbn.g_00423	Prba.g_01685
OG0000594	Prbn.g_00424	Prba.g_01684
OG0000595	Prbn.g_00425	Prba.g_01683
OG0000596	Prbn.g_00429	Prba.g_01679
OG0000597	Prbn.g_00432	Prba.g_01677
OG0000598	Prbn.g_00433	Prba.g_01676
OG0000599	Prbn.g_00436	Prba.g_01673
OG0000600	Prbn.g_00437	Prba.g_01672
OG0000601	Prbn.g_00438	Prba.g_01671
OG0000602	Prbn.g_00440	Prba.g_01669
OG0000603	Prbn.g_00441	Prba.g_01668
OG0000604	Prbn.g_00442	Prba.g_01667
OG0000605	Prbn.g_00443	Prba.g_01666
OG0000606	Prbn.g_00446	Prba.g_01663
OG0000607	Prbn.g_00449	Prba.g_01660
OG0000608	Prbn.g_00450	Prba.g_01659
OG0000609	Prbn.g_00834	Prba.g_01658
OG0000610	Prbn.g_00840	Prba.g_01653
OG0000611	Prbn.g_00843	Prba.g_01650
OG0000612	Prbn.g_00844	Prba.g_01649
OG0000613	Prbn.g_01591	Prba.g_01644
OG0000614	Prbn.g_01570	Prba.g_01625
OG0000615	Prbn.g_01559	Prba.g_01617
OG0000616	Prbn.g_00905	Prba.g_01613
OG0000617	Prbn.g_00860	Prba.g_01588
OG0000618	Prbn.g_00861	Prba.g_01587
OG0000619	Prbn.g_00862	Prba.g_01586
OG0000620	Prbn.g_01947	Prba.g_01583
OG0000621	Prbn.g_01948	Prba.g_01582
OG0000622	Prbn.g_01949	Prba.g_01581
OG0000623	Prbn.g_01950	Prba.g_01580
OG0000624	Prbn.g_01952	Prba.g_01579
OG0000625	Prbn.g_01345	Prba.g_01578
OG0000626	Prbn.g_01346	Prba.g_01577
OG0000627	Prbn.g_01347	Prba.g_01576
OG0000628	Prbn.g_01348	Prba.g_01575
OG0000629	Prbn.g_01349	Prba.g_01574
OG0000630	Prbn.g_01352	Prba.g_01571
OG0000631	Prbn.g_01445	Prba.g_01508
OG0000632	Prbn.g_01444	Prba.g_01507
OG0000633	Prbn.g_01443	Prba.g_01506
OG0000634	Prbn.g_01550	Prba.g_01503
OG0000635	Prbn.g_01549	Prba.g_01502
OG0000636	Prbn.g_01547	Prba.g_01500
OG0000637	Prbn.g_01545	Prba.g_01498
OG0000638	Prbn.g_01544	Prba.g_01497
OG0000639	Prbn.g_01543	Prba.g_01496
OG0000640	Prbn.g_01542	Prba.g_01495
OG0000641	Prbn.g_01538	Prba.g_01491
OG0000642	Prbn.g_01537	Prba.g_01490
OG0000643	Prbn.g_01536	Prba.g_01489
OG0000644	Prbn.g_01535	Prba.g_01488
OG0000645	Prbn.g_01534	Prba.g_01487
OG0000646	Prbn.g_01532	Prba.g_01485
OG0000647	Prbn.g_01530	Prba.g_01484
OG0000648	Prbn.g_01528	Prba.g_01482
OG0000649	Prbn.g_01527	Prba.g_01481
OG0000650	Prbn.g_01526	Prba.g_01480
OG0000651	Prbn.g_01525	Prba.g_01479
OG0000652	Prbn.g_01524	Prba.g_01478
OG0000653	Prbn.g_01522	Prba.g_01476
OG0000654	Prbn.g_01521	Prba.g_01475
OG0000655	Prbn.g_01520	Prba.g_01474
OG0000656	Prbn.g_01517	Prba.g_01471
OG0000657	Prbn.g_01509	Prba.g_01463
OG0000658	Prbn.g_01507	Prba.g_01462
OG0000659	Prbn.g_01506	Prba.g_01461
OG0000660	Prbn.g_01502	Prba.g_01457
OG0000661	Prbn.g_01500	Prba.g_01455
OG0000662	Prbn.g_01498	Prba.g_01453
OG0000663	Prbn.g_01496	Prba.g_01451
OG0000664	Prbn.g_01495	Prba.g_01450
OG0000665	Prbn.g_01489	Prba.g_01446
OG0000666	Prbn.g_01488	Prba.g_01445
OG0000667	Prbn.g_01484	Prba.g_01441
OG0000668	Prbn.g_01930	Prba.g_01411
OG0000669	Prbn.g_01632	Prba.g_01404
OG0000670	Prbn.g_01629	Prba.g_01402
OG0000671	Prbn.g_01626	Prba.g_01400
OG0000672	Prbn.g_01623	Prba.g_01397
OG0000673	Prbn.g_01620	Prba.g_01394
OG0000674	Prbn.g_01618	Prba.g_01392
OG0000675	Prbn.g_01617	Prba.g_01391
OG0000676	Prbn.g_01615	Prba.g_01389
OG0000677	Prbn.g_01614	Prba.g_01388
OG0000678	Prbn.g_01612	Prba.g_01386
OG0000679	Prbn.g_01608	Prba.g_01382
OG0000680	Prbn.g_01607	Prba.g_01381
OG0000681	Prbn.g_01604	Prba.g_01379
OG0000682	Prbn.g_01603	Prba.g_01378
OG0000683	Prbn.g_01602	Prba.g_01377
OG0000684	Prbn.g_01600	Prba.g_01375
OG0000685	Prbn.g_01598	Prba.g_01373
OG0000686	Prbn.g_01597	Prba.g_01372
OG0000687	Prbn.g_01596	Prba.g_01371
OG0000688	Prbn.g_00848	Prba.g_01368
OG0000689	Prbn.g_00849	Prba.g_01367
OG0000690	Prbn.g_00850	Prba.g_01366
OG0000691	Prbn.g_00851	Prba.g_01365
OG0000692	Prbn.g_00853	Prba.g_01363
OG0000693	Prbn.g_00854	Prba.g_01362
OG0000694	Prbn.g_00855	Prba.g_01361
OG0000695	Prbn.g_01441	Prba.g_01359
OG0000696	Prbn.g_01440	Prba.g_01358
OG0000697	Prbn.g_01439	Prba.g_01357
OG0000698	Prbn.g_01436	Prba.g_01354
OG0000699	Prbn.g_01435	Prba.g_01353
OG0000700	Prbn.g_01434	Prba.g_01352
OG0000701	Prbn.g_01433	Prba.g_01351
OG0000702	Prbn.g_01431	Prba.g_01349
OG0000703	Prbn.g_01430	Prba.g_01348
OG0000704	Prbn.g_01428	Prba.g_01347
OG0000705	Prbn.g_01425	Prba.g_01343
OG0000706	Prbn.g_01424	Prba.g_01342
OG0000707	Prbn.g_01423	Prba.g_01341
OG0000708	Prbn.g_01421	Prba.g_01340
OG0000709	Prbn.g_01417	Prba.g_01336
OG0000710	Prbn.g_01414	Prba.g_01333
OG0000711	Prbn.g_01396	Prba.g_01316
OG0000712	Prbn.g_01395	Prba.g_01314
OG0000713	Prbn.g_01394	Prba.g_01313
OG0000714	Prbn.g_01393	Prba.g_01312
OG0000715	Prbn.g_01391	Prba.g_01310
OG0000716	Prbn.g_01389	Prba.g_01308
OG0000717	Prbn.g_01388	Prba.g_01307
OG0000718	Prbn.g_01384	Prba.g_01295
OG0000719	Prbn.g_01382	Prba.g_01293
OG0000720	Prbn.g_01370	Prba.g_01284
OG0000721	Prbn.g_01366	Prba.g_01282
OG0000722	Prbn.g_01365	Prba.g_01281
OG0000723	Prbn.g_01361	Prba.g_01278
OG0000724	Prbn.g_01466	Prba.g_01269
OG0000725	Prbn.g_01472	Prba.g_01263
OG0000726	Prbn.g_01473	Prba.g_01262
OG0000727	Prbn.g_01474	Prba.g_01261
OG0000728	Prbn.g_01476	Prba.g_01259
OG0000729	Prbn.g_01106	Prba.g_01214
OG0000730	Prbn.g_01147	Prba.g_00749
OG0000731	Prbn.g_00111	Prba.g_00745
OG0000732	Prbn.g_00954	Prba.g_00735
OG0000733	Prbn.g_01651	Prba.g_00096
OG0000734	Prbn.g_01173	Prba.g_00079
OG0000735	Prbn.g_01175	Prba.g_00077
OG0000736	Prbn.g_01176	Prba.g_00076
OG0000737	Prbn.g_01177	Prba.g_00075
OG0000738	Prbn.g_01181	Prba.g_00071
OG0000739	Prbn.g_01182	Prba.g_00070
OG0000740	Prbn.g_01183	Prba.g_00069
OG0000741	Prbn.g_01185	Prba.g_00068
OG0000742	Prbn.g_01188	Prba.g_00065
OG0000743	Prbn.g_01190	Prba.g_00063
OG0000744	Prbn.g_01191	Prba.g_00062
OG0000745	Prbn.g_01192	Prba.g_00060
OG0000746	Prbn.g_01194	Prba.g_00058
OG0000747	Prbn.g_01195	Prba.g_00057
OG0000748	Prbn.g_01199	Prba.g_00054
OG0000749	Prbn.g_01200	Prba.g_00053
OG0000750	Prbn.g_01201	Prba.g_00052
OG0000751	Prbn.g_01204	Prba.g_00050
OG0000752	Prbn.g_01206	Prba.g_00048
OG0000753	Prbn.g_01208	Prba.g_00045
OG0000754	Prbn.g_01211	Prba.g_00042
OG0000755	Prbn.g_00390	Prba.g_00039
OG0000756	Prbn.g_00391	Prba.g_00038
OG0000757	Prbn.g_00398	Prba.g_00032
OG0000758	Prbn.g_00399	Prba.g_00031
OG0000759	Prbn.g_00400	Prba.g_00030
OG0000760	Prbn.g_00401	Prba.g_00029
OG0000761	Prbn.g_00402	Prba.g_00028
OG0000762	Prbn.g_00403	Prba.g_00027
OG0000763	Prbn.g_00405	Prba.g_00025
OG0000764	Prbn.g_00406	Prba.g_00024
OG0000765	Prbn.g_00414	Prba.g_00015
OG0000766	Prbn.g_00415	Prba.g_00014
OG0000767	Prbn.g_00417	Prba.g_00012
OG0000768	Prbn.g_00418	Prba.g_00011
OG0000769	Prbn.g_00420	Prba.g_00009
OG0000770	Prbn.g_00483	Prba.g_00007
OG0000771	Prbn.g_00886	Prba.g_01084
OG0000772	Prbn.g_01671	Prba.g_01167
OG0000773	Prbn.g_01093	Prba.g_01183
OG0000774	Prbn.g_01091	Prba.g_01185
OG0000775	Prbn.g_01089	Prba.g_01187
OG0000776	Prbn.g_01088	Prba.g_01188
OG0000777	Prbn.g_01087	Prba.g_01189
OG0000778	Prbn.g_01086	Prba.g_01190
OG0000779	Prbn.g_01082	Prba.g_01194
OG0000780	Prbn.g_01081	Prba.g_01195
OG0000781	Prbn.g_01077	Prba.g_01198
OG0000782	Prbn.g_01076	Prba.g_01199
OG0000783	Prbn.g_01075	Prba.g_01200
OG0000784	Prbn.g_01074	Prba.g_01201
OG0000785	Prbn.g_01072	Prba.g_01203
OG0000786	Prbn.g_01069	Prba.g_01205
OG0000787	Prbn.g_01068	Prba.g_01206
OG0000788	Prbn.g_00615	Prba.g_00209
OG0000789	Prbn.g_00883	Prba.g_00206
OG0000790	Prbn.g_00155	Prba.g_00191
OG0000791	Prbn.g_00157	Prba.g_00189
OG0000792	Prbn.g_00158	Prba.g_00188
OG0000793	Prbn.g_00161	Prba.g_00185
OG0000794	Prbn.g_00162	Prba.g_00184
OG0000795	Prbn.g_00163	Prba.g_00183
OG0000796	Prbn.g_00167	Prba.g_00179
OG0000797	Prbn.g_00168	Prba.g_00178
OG0000798	Prbn.g_01055	Prba.g_00166
OG0000799	Prbn.g_00195	Prba.g_00115
OG0000800	Prbn.g_00196	Prba.g_00114
OG0000801	Prbn.g_00197	Prba.g_00113
OG0000802	Prbn.g_00199	Prba.g_00111
OG0000803	Prbn.g_00201	Prba.g_00109
OG0000804	Prbn.g_00202	Prba.g_00108
OG0000805	Prbn.g_00204	Prba.g_00106
OG0000806	Prbn.g_00206	Prba.g_00720
OG0000807	Prbn.g_00207	Prba.g_00719
OG0000808	Prbn.g_00208	Prba.g_00718
OG0000809	Prbn.g_00210	Prba.g_00715
OG0000810	Prbn.g_00211	Prba.g_00714
OG0000811	Prbn.g_00215	Prba.g_00710
OG0000812	Prbn.g_00217	Prba.g_00708
OG0000813	Prbn.g_00218	Prba.g_00707
OG0000814	Prbn.g_00220	Prba.g_00705
OG0000815	Prbn.g_00221	Prba.g_00704
OG0000816	Prbn.g_00223	Prba.g_00702
OG0000817	Prbn.g_00224	Prba.g_00701
OG0000818	Prbn.g_00229	Prba.g_00696
OG0000819	Prbn.g_00230	Prba.g_00695
OG0000820	Prbn.g_00231	Prba.g_00694
OG0000821	Prbn.g_00235	Prba.g_00690
OG0000822	Prbn.g_00236	Prba.g_00689
OG0000823	Prbn.g_00237	Prba.g_00688
OG0000824	Prbn.g_00240	Prba.g_00685
OG0000825	Prbn.g_00241	Prba.g_00684
OG0000826	Prbn.g_00242	Prba.g_00683
OG0000827	Prbn.g_00243	Prba.g_00682
OG0000828	Prbn.g_00246	Prba.g_00679
OG0000829	Prbn.g_00247	Prba.g_00678
OG0000830	Prbn.g_00248	Prba.g_00677
OG0000831	Prbn.g_00250	Prba.g_00350
OG0000832	Prbn.g_00260	Prba.g_00344
OG0000833	Prbn.g_00269	Prba.g_00336
OG0000834	Prbn.g_00270	Prba.g_00335
OG0000835	Prbn.g_00271	Prba.g_00334
OG0000836	Prbn.g_00272	Prba.g_00333
OG0000837	Prbn.g_00273	Prba.g_00332
OG0000838	Prbn.g_00275	Prba.g_00330
OG0000839	Prbn.g_00276	Prba.g_00329
OG0000840	Prbn.g_00277	Prba.g_00328
OG0000841	Prbn.g_00278	Prba.g_00327
OG0000842	Prbn.g_00279	Prba.g_00326
OG0000843	Prbn.g_00280	Prba.g_00325
OG0000844	Prbn.g_00281	Prba.g_00324
OG0000845	Prbn.g_00282	Prba.g_00323
OG0000846	Prbn.g_00283	Prba.g_00322
OG0000847	Prbn.g_00284	Prba.g_00321
OG0000848	Prbn.g_00285	Prba.g_00320
OG0000849	Prbn.g_00286	Prba.g_00319
OG0000850	Prbn.g_00288	Prba.g_00317
OG0000851	Prbn.g_00289	Prba.g_00316
OG0000852	Prbn.g_00904	Prba.g_00315
OG0000853	Prbn.g_00898	Prba.g_00311
OG0000854	Prbn.g_00896	Prba.g_00309
OG0000855	Prbn.g_00895	Prba.g_00308
OG0000856	Prbn.g_00486	Prba.g_00293
OG0000857	Prbn.g_01531	Prba.g_00266
OG0000858	Prbn.g_01738	Prba.g_00232
OG0000859	Prbn.g_01739	Prba.g_00231
OG0000860	Prbn.g_01747	Prba.g_00618
OG0000861	Prbn.g_01748	Prba.g_00617
OG0000862	Prbn.g_01749	Prba.g_00616
OG0000863	Prbn.g_01751	Prba.g_00614
OG0000864	Prbn.g_01752	Prba.g_00613
OG0000865	Prbn.g_01753	Prba.g_00612
OG0000866	Prbn.g_01754	Prba.g_00611
OG0000867	Prbn.g_01755	Prba.g_00610
OG0000868	Prbn.g_01757	Prba.g_00609
OG0000869	Prbn.g_01760	Prba.g_00605
OG0000870	Prbn.g_01765	Prba.g_00600
OG0000871	Prbn.g_01766	Prba.g_00599
OG0000872	Prbn.g_01767	Prba.g_00598
OG0000873	Prbn.g_01771	Prba.g_00595
OG0000874	Prbn.g_01774	Prba.g_00592
OG0000875	Prbn.g_01775	Prba.g_00591
OG0000876	Prbn.g_01776	Prba.g_00590
OG0000877	Prbn.g_01778	Prba.g_00588
OG0000878	Prbn.g_01779	Prba.g_00587
OG0000879	Prbn.g_01780	Prba.g_00586
OG0000880	Prbn.g_01781	Prba.g_00585
OG0000881	Prbn.g_01785	Prba.g_00581
OG0000882	Prbn.g_01790	Prba.g_00576
OG0000883	Prbn.g_01792	Prba.g_00574
OG0000884	Prbn.g_01794	Prba.g_00573
OG0000885	Prbn.g_01795	Prba.g_00572
OG0000886	Prbn.g_01796	Prba.g_00571
OG0000887	Prbn.g_01797	Prba.g_00570
OG0000888	Prbn.g_01799	Prba.g_00568
OG0000889	Prbn.g_01801	Prba.g_00566
OG0000890	Prbn.g_01802	Prba.g_00565
OG0000891	Prbn.g_01803	Prba.g_00564
OG0000892	Prbn.g_01805	Prba.g_00352
OG0000893	Prbn.g_01809	Prba.g_00357
OG0000894	Prbn.g_01812	Prba.g_00359
OG0000895	Prbn.g_01816	Prba.g_00362
OG0000896	Prbn.g_01817	Prba.g_00363
OG0000897	Prbn.g_01819	Prba.g_00365
OG0000898	Prbn.g_01820	Prba.g_00366
OG0000899	Prbn.g_01821	Prba.g_00367
OG0000900	Prbn.g_01822	Prba.g_00368
OG0000901	Prbn.g_01825	Prba.g_00371
OG0000902	Prbn.g_01827	Prba.g_00373
OG0000903	Prbn.g_01831	Prba.g_00376
OG0000904	Prbn.g_01835	Prba.g_00378
OG0000905	Prbn.g_01829	Prba.g_00383
OG0000906	Prbn.g_01828	Prba.g_00384
OG0000907	Prbn.g_01838	Prba.g_00387
OG0000908	Prbn.g_01841	Prba.g_00390
OG0000909	Prbn.g_01842	Prba.g_00391
OG0000910	Prbn.g_01843	Prba.g_00392
OG0000911	Prbn.g_01845	Prba.g_00394
OG0000912	Prbn.g_01846	Prba.g_00395
OG0000913	Prbn.g_01847	Prba.g_00396
OG0000914	Prbn.g_01848	Prba.g_00397
OG0000915	Prbn.g_01849	Prba.g_00398
OG0000916	Prbn.g_01850	Prba.g_00399
OG0000917	Prbn.g_01851	Prba.g_00400
OG0000918	Prbn.g_01852	Prba.g_00401
OG0000919	Prbn.g_01853	Prba.g_00402
OG0000920	Prbn.g_01854	Prba.g_00403
OG0000921	Prbn.g_01855	Prba.g_00404
OG0000922	Prbn.g_01856	Prba.g_00405
OG0000923	Prbn.g_01860	Prba.g_00409
OG0000924	Prbn.g_01861	Prba.g_00410
OG0000925	Prbn.g_01862	Prba.g_00411
OG0000926	Prbn.g_01863	Prba.g_00412
OG0000927	Prbn.g_01865	Prba.g_00414
OG0000928	Prbn.g_01866	Prba.g_00415
OG0000929	Prbn.g_01867	Prba.g_00416
OG0000930	Prbn.g_01868	Prba.g_00417
OG0000931	Prbn.g_01869	Prba.g_00418
OG0000932	Prbn.g_01870	Prba.g_00419
OG0000933	Prbn.g_01874	Prba.g_00423
OG0000934	Prbn.g_01876	Prba.g_00425
OG0000935	Prbn.g_01877	Prba.g_00426
OG0000936	Prbn.g_01878	Prba.g_00427
OG0000937	Prbn.g_01879	Prba.g_00428
OG0000938	Prbn.g_01882	Prba.g_00430
OG0000939	Prbn.g_01883	Prba.g_00431
OG0000940	Prbn.g_01890	Prba.g_00438
OG0000941	Prbn.g_01892	Prba.g_01049
OG0000942	Prbn.g_01894	Prba.g_01051
OG0000943	Prbn.g_01895	Prba.g_01052
OG0000944	Prbn.g_01897	Prba.g_01053
OG0000945	Prbn.g_01898	Prba.g_01054
OG0000946	Prbn.g_01903	Prba.g_01059
OG0000947	Prbn.g_01905	Prba.g_01061
OG0000948	Prbn.g_01906	Prba.g_01062
OG0000949	Prbn.g_01909	Prba.g_01065
OG0000950	Prbn.g_01916	Prba.g_01070
OG0000951	Prbn.g_01920	Prba.g_01074
OG0000952	Prbn.g_01015	Prba.g_01078
OG0000953	Prbn.g_01011	Prba.g_00753
OG0000954	Prbn.g_01007	Prba.g_00757
OG0000955	Prbn.g_01006	Prba.g_00758
OG0000956	Prbn.g_01004	Prba.g_00760
OG0000957	Prbn.g_00998	Prba.g_00766
OG0000958	Prbn.g_00997	Prba.g_00767
OG0000959	Prbn.g_00993	Prba.g_00771
OG0000960	Prbn.g_00992	Prba.g_00772
OG0000961	Prbn.g_00989	Prba.g_00774
OG0000962	Prbn.g_00987	Prba.g_00776
OG0000963	Prbn.g_00983	Prba.g_00780
OG0000964	Prbn.g_00982	Prba.g_00781
OG0000965	Prbn.g_00981	Prba.g_00782
OG0000966	Prbn.g_00975	Prba.g_00789
OG0000967	Prbn.g_00971	Prba.g_00794
OG0000968	Prbn.g_00969	Prba.g_00796
OG0000969	Prbn.g_00968	Prba.g_00797
OG0000970	Prbn.g_00967	Prba.g_00798
OG0000971	Prbn.g_00966	Prba.g_00799
OG0000972	Prbn.g_00965	Prba.g_00800
OG0000973	Prbn.g_00964	Prba.g_00801
OG0000974	Prbn.g_00963	Prba.g_00802
OG0000975	Prbn.g_00962	Prba.g_00803
OG0000976	Prbn.g_00961	Prba.g_00804
OG0000977	Prbn.g_00960	Prba.g_00805
OG0000978	Prbn.g_00959	Prba.g_00806
OG0000979	Prbn.g_00957	Prba.g_00809
OG0000980	Prbn.g_00955	Prba.g_00811
OG0000981	Prbn.g_00952	Prba.g_00813
OG0000982	Prbn.g_00950	Prba.g_00815
OG0000983	Prbn.g_00949	Prba.g_00816
OG0000984	Prbn.g_00948	Prba.g_00817
OG0000985	Prbn.g_00945	Prba.g_00820
OG0000986	Prbn.g_00943	Prba.g_00822
OG0000987	Prbn.g_00942	Prba.g_00823
OG0000988	Prbn.g_00939	Prba.g_00826
OG0000989	Prbn.g_00935	Prba.g_00830
OG0000990	Prbn.g_00931	Prba.g_00833
OG0000991	Prbn.g_00930	Prba.g_00834
OG0000992	Prbn.g_00927	Prba.g_00836
OG0000993	Prbn.g_00926	Prba.g_00837
OG0000994	Prbn.g_00925	Prba.g_00838
OG0000995	Prbn.g_00921	Prba.g_00842
OG0000996	Prbn.g_00920	Prba.g_00843
OG0000997	Prbn.g_00917	Prba.g_00844
OG0000998	Prbn.g_00915	Prba.g_00846
OG0000999	Prbn.g_00914	Prba.g_00847
OG0001000	Prbn.g_00911	Prba.g_01778
OG0001001	Prbn.g_00908	Prba.g_01780
OG0001002	Prbn.g_00291	Prba.g_01784
OG0001003	Prbn.g_00292	Prba.g_01785
OG0001004	Prbn.g_00293	Prba.g_01786
OG0001005	Prbn.g_00294	Prba.g_01787
OG0001006	Prbn.g_00298	Prba.g_01791
OG0001007	Prbn.g_00300	Prba.g_01793
OG0001008	Prbn.g_00676	Prba.g_01024
OG0001009	Prbn.g_00755	Prba.g_01820
OG0001010	Prbn.g_00754	Prba.g_01821
OG0001011	Prbn.g_00752	Prba.g_01822
OG0001012	Prbn.g_00738	Prba.g_01837
OG0001013	Prbn.g_00731	Prba.g_01842
OG0001014	Prbn.g_00728	Prba.g_01845
OG0001015	Prbn.g_00726	Prba.g_01846
OG0001016	Prbn.g_00704	Prba.g_01861
OG0001017	Prbn.g_01343	Prba.g_01865
OG0001018	Prbn.g_01341	Prba.g_01868
OG0001019	Prbn.g_01332	Prba.g_01877
OG0001020	Prbn.g_01331	Prba.g_01878
OG0001021	Prbn.g_01330	Prba.g_01879
OG0001022	Prbn.g_01327	Prba.g_01882
OG0001023	Prbn.g_01326	Prba.g_01883
OG0001024	Prbn.g_01322	Prba.g_01886
OG0001025	Prbn.g_01315	Prba.g_01892
OG0001026	Prbn.g_01306	Prba.g_01899
OG0001027	Prbn.g_01305	Prba.g_01900
OG0001028	Prbn.g_01303	Prba.g_01902
OG0001029	Prbn.g_01302	Prba.g_01903
OG0001030	Prbn.g_01286	Prba.g_01918
OG0001031	Prbn.g_00367	Prba.g_00642
OG0001032	Prbn.g_00366	Prba.g_00643
OG0001033	Prbn.g_00345	Prba.g_00664
OG0001034	Prbn.g_00314	Prba.g_00455
OG0001035	Prbn.g_00021	Prba.g_00473
OG0001036	Prbn.g_00025	Prba.g_00477
OG0001037	Prbn.g_00026	Prba.g_00478
OG0001038	Prbn.g_00045	Prba.g_00495
OG0001039	Prbn.g_00048	Prba.g_00498
OG0001040	Prbn.g_00050	Prba.g_00500
OG0001041	Prbn.g_00055	Prba.g_00504
OG0001042	Prbn.g_00072	Prba.g_00520
OG0001043	Prbn.g_00073	Prba.g_00521
OG0001044	Prbn.g_00104	Prba.g_00549
OG0001045	Prbn.g_00113	Prba.g_00558
OG0001046	Prbn.g_01697	Prba.g_00873
OG0001047	Prbn.g_00674	Prba.g_01022
OG0001048	Prbn.g_00673	Prba.g_01021
OG0001049	Prbn.g_00671	Prba.g_01019
OG0001050	Prbn.g_00670	Prba.g_01018
OG0001051	Prbn.g_00669	Prba.g_01017
OG0001052	Prbn.g_00643	Prba.g_00990
OG0001053	Prbn.g_00631	Prba.g_00978
OG0001054	Prbn.g_00616	Prba.g_00963
OG0001055	Prbn.g_00597	Prba.g_00944
OG0001056	Prbn.g_00580	Prba.g_00925
OG0001057	Prbn.g_00575	Prba.g_01774
OG0001058	Prbn.g_00567	Prba.g_01766
OG0001059	Prbn.g_00563	Prba.g_01762
OG0001060	Prbn.g_00557	Prba.g_01755
OG0001061	Prbn.g_00542	Prba.g_01742
OG0001062	Prbn.g_00540	Prba.g_01740
OG0001063	Prbn.g_00538	Prba.g_01738
OG0001064	Prbn.g_00537	Prba.g_01737
OG0001065	Prbn.g_00536	Prba.g_01736
OG0001066	Prbn.g_00535	Prba.g_01735
OG0001067	Prbn.g_00534	Prba.g_01734
OG0001068	Prbn.g_00533	Prba.g_01733
OG0001069	Prbn.g_00532	Prba.g_01732
OG0001070	Prbn.g_00528	Prba.g_01729
OG0001071	Prbn.g_00527	Prba.g_01728
OG0001072	Prbn.g_00525	Prba.g_01727
OG0001073	Prbn.g_00511	Prba.g_01713
OG0001074	Prbn.g_00499	Prba.g_01702
OG0001075	Prbn.g_00498	Prba.g_01701
OG0001076	Prbn.g_00491	Prba.g_01693
OG0001077	Prbn.g_00485	Prba.g_01689
OG0001078	Prbn.g_00427	Prba.g_01681
OG0001079	Prbn.g_00439	Prba.g_01670
OG0001080	Prbn.g_00445	Prba.g_01664
OG0001081	Prbn.g_00447	Prba.g_01662
OG0001082	Prbn.g_00448	Prba.g_01661
OG0001083	Prbn.g_00836	Prba.g_01656
OG0001084	Prbn.g_00837	Prba.g_01655
OG0001085	Prbn.g_01594	Prba.g_01647
OG0001086	Prbn.g_01593	Prba.g_01646
OG0001087	Prbn.g_01575	Prba.g_01629
OG0001088	Prbn.g_01574	Prba.g_01628
OG0001089	Prbn.g_01563	Prba.g_01620
OG0001090	Prbn.g_01553	Prba.g_01593
OG0001091	Prbn.g_00857	Prba.g_01591
OG0001092	Prbn.g_00858	Prba.g_01590
OG0001093	Prbn.g_00863	Prba.g_01585
OG0001094	Prbn.g_00856	Prba.g_01505
OG0001095	Prbn.g_01533	Prba.g_01486
OG0001096	Prbn.g_01519	Prba.g_01473
OG0001097	Prbn.g_01499	Prba.g_01454
OG0001098	Prbn.g_01480	Prba.g_01439
OG0001099	Prbn.g_01925	Prba.g_01407
OG0001100	Prbn.g_01630	Prba.g_01403
OG0001101	Prbn.g_01627	Prba.g_01401
OG0001102	Prbn.g_01624	Prba.g_01398
OG0001103	Prbn.g_01622	Prba.g_01396
OG0001104	Prbn.g_01599	Prba.g_01374
OG0001105	Prbn.g_01595	Prba.g_01370
OG0001106	Prbn.g_01427	Prba.g_01346
OG0001107	Prbn.g_01420	Prba.g_01339
OG0001108	Prbn.g_01416	Prba.g_01335
OG0001109	Prbn.g_01415	Prba.g_01334
OG0001110	Prbn.g_01413	Prba.g_01332
OG0001111	Prbn.g_01412	Prba.g_01331
OG0001112	Prbn.g_01411	Prba.g_01330
OG0001113	Prbn.g_01410	Prba.g_01329
OG0001114	Prbn.g_01409	Prba.g_01328
OG0001115	Prbn.g_01407	Prba.g_01326
OG0001116	Prbn.g_01406	Prba.g_01325
OG0001117	Prbn.g_01405	Prba.g_01324
OG0001118	Prbn.g_01404	Prba.g_01323
