Orthogroup	Prbn	Syab
OG0000554	Prbn.g_00582	Syab.g_02040
OG0000555	Prbn.g_00574	Syab.g_02026
OG0000556	Prbn.g_00572	Syab.g_02022
OG0000557	Prbn.g_00571	Syab.g_02019
OG0000558	Prbn.g_00569	Syab.g_02016
OG0000559	Prbn.g_00565	Syab.g_02012
OG0000560	Prbn.g_00562	Syab.g_02009
OG0000561	Prbn.g_00561	Syab.g_02008
OG0000562	Prbn.g_00560	Syab.g_02007
OG0000563	Prbn.g_00559	Syab.g_02006
OG0000564	Prbn.g_00558	Syab.g_02005
OG0000565	Prbn.g_00556	Syab.g_02001
OG0000566	Prbn.g_00552	Syab.g_01997
OG0000567	Prbn.g_00548	Syab.g_01993
OG0000568	Prbn.g_00547	Syab.g_01991
OG0000569	Prbn.g_00546	Syab.g_01990
OG0000570	Prbn.g_00545	Syab.g_01989
OG0000571	Prbn.g_00543	Syab.g_01986
OG0000572	Prbn.g_00529	Syab.g_01969
OG0000573	Prbn.g_00523	Syab.g_01960
OG0000574	Prbn.g_00522	Syab.g_01959
OG0000575	Prbn.g_00518	Syab.g_01954
OG0000576	Prbn.g_00516	Syab.g_01952
OG0000577	Prbn.g_00515	Syab.g_01951
OG0000578	Prbn.g_00514	Syab.g_01950
OG0000579	Prbn.g_00513	Syab.g_01949
OG0000580	Prbn.g_00512	Syab.g_01948
OG0000581	Prbn.g_00509	Syab.g_01934
OG0000582	Prbn.g_00506	Syab.g_01929
OG0000583	Prbn.g_00505	Syab.g_01928
OG0000584	Prbn.g_00504	Syab.g_01927
OG0000585	Prbn.g_00502	Syab.g_01924
OG0000586	Prbn.g_00501	Syab.g_01923
OG0000587	Prbn.g_00500	Syab.g_01921
OG0000588	Prbn.g_00496	Syab.g_01910
OG0000589	Prbn.g_00494	Syab.g_01899
OG0000590	Prbn.g_00493	Syab.g_01898
OG0000591	Prbn.g_00489	Syab.g_01892
OG0000592	Prbn.g_00488	Syab.g_01891
OG0000593	Prbn.g_00423	Syab.g_01877
OG0000594	Prbn.g_00424	Syab.g_01876
OG0000595	Prbn.g_00425	Syab.g_01875
OG0000596	Prbn.g_00429	Syab.g_01871
OG0000597	Prbn.g_00432	Syab.g_01868
OG0000598	Prbn.g_00433	Syab.g_01867
OG0000599	Prbn.g_00436	Syab.g_01860
OG0000600	Prbn.g_00437	Syab.g_01859
OG0000601	Prbn.g_00438	Syab.g_01858
OG0000602	Prbn.g_00440	Syab.g_01853
OG0000603	Prbn.g_00441	Syab.g_01852
OG0000604	Prbn.g_00442	Syab.g_01850
OG0000605	Prbn.g_00443	Syab.g_01758
OG0000606	Prbn.g_00446	Syab.g_01529
OG0000607	Prbn.g_00449	Syab.g_01533
OG0000608	Prbn.g_00450	Syab.g_01534
OG0000609	Prbn.g_00834	Syab.g_01536
OG0000610	Prbn.g_00840	Syab.g_01555
OG0000611	Prbn.g_00843	Syab.g_01558
OG0000612	Prbn.g_00844	Syab.g_01559
OG0000613	Prbn.g_01591	Syab.g_00228
OG0000614	Prbn.g_01570	Syab.g_01179
OG0000615	Prbn.g_01559	Syab.g_01605
OG0000616	Prbn.g_00905	Syab.g_02897
OG0000617	Prbn.g_00860	Syab.g_01274
OG0000618	Prbn.g_00861	Syab.g_01275
OG0000619	Prbn.g_00862	Syab.g_01662
OG0000620	Prbn.g_01947	Syab.g_01668
OG0000621	Prbn.g_01948	Syab.g_01669
OG0000622	Prbn.g_01949	Syab.g_01670
OG0000623	Prbn.g_01950	Syab.g_01671
OG0000624	Prbn.g_01952	Syab.g_01673
OG0000625	Prbn.g_01345	Syab.g_01674
OG0000626	Prbn.g_01346	Syab.g_01675
OG0000627	Prbn.g_01347	Syab.g_01438
OG0000628	Prbn.g_01348	Syab.g_01437
OG0000629	Prbn.g_01349	Syab.g_01434
OG0000630	Prbn.g_01352	Syab.g_01430
OG0000631	Prbn.g_01445	Syab.g_01421
OG0000632	Prbn.g_01444	Syab.g_01420
OG0000633	Prbn.g_01443	Syab.g_01419
OG0000634	Prbn.g_01550	Syab.g_01651
OG0000635	Prbn.g_01549	Syab.g_01656
OG0000636	Prbn.g_01547	Syab.g_01658
OG0000637	Prbn.g_01545	Syab.g_01660
OG0000638	Prbn.g_01544	Syab.g_01661
OG0000639	Prbn.g_01543	Syab.g_01276
OG0000640	Prbn.g_01542	Syab.g_01277
OG0000641	Prbn.g_01538	Syab.g_01281
OG0000642	Prbn.g_01537	Syab.g_01282
OG0000643	Prbn.g_01536	Syab.g_01283
OG0000644	Prbn.g_01535	Syab.g_01284
OG0000645	Prbn.g_01534	Syab.g_01286
OG0000646	Prbn.g_01532	Syab.g_01289
OG0000647	Prbn.g_01530	Syab.g_01291
OG0000648	Prbn.g_01528	Syab.g_01684
OG0000649	Prbn.g_01527	Syab.g_01685
OG0000650	Prbn.g_01526	Syab.g_01686
OG0000651	Prbn.g_01525	Syab.g_01687
OG0000652	Prbn.g_01524	Syab.g_01688
OG0000653	Prbn.g_01522	Syab.g_01690
OG0000654	Prbn.g_01521	Syab.g_01691
OG0000655	Prbn.g_01520	Syab.g_01692
OG0000656	Prbn.g_01517	Syab.g_01695
OG0000657	Prbn.g_01509	Syab.g_01706
OG0000658	Prbn.g_01507	Syab.g_01710
OG0000659	Prbn.g_01506	Syab.g_01711
OG0000660	Prbn.g_01502	Syab.g_01715
OG0000661	Prbn.g_01500	Syab.g_01717
OG0000662	Prbn.g_01498	Syab.g_01719
OG0000663	Prbn.g_01496	Syab.g_01722
OG0000664	Prbn.g_01495	Syab.g_01723
OG0000665	Prbn.g_01489	Syab.g_01829
OG0000666	Prbn.g_01488	Syab.g_01842
OG0000667	Prbn.g_01484	Syab.g_01548
OG0000668	Prbn.g_01930	Syab.g_01319
OG0000669	Prbn.g_01632	Syab.g_01642
OG0000670	Prbn.g_01629	Syab.g_02156
OG0000671	Prbn.g_01626	Syab.g_01638
OG0000672	Prbn.g_01623	Syab.g_01635
OG0000673	Prbn.g_01620	Syab.g_01632
OG0000674	Prbn.g_01618	Syab.g_01630
OG0000675	Prbn.g_01617	Syab.g_01629
OG0000676	Prbn.g_01615	Syab.g_01620
OG0000677	Prbn.g_01614	Syab.g_01619
OG0000678	Prbn.g_01612	Syab.g_01613
OG0000679	Prbn.g_01608	Syab.g_01601
OG0000680	Prbn.g_01607	Syab.g_01600
OG0000681	Prbn.g_01604	Syab.g_01597
OG0000682	Prbn.g_01603	Syab.g_01596
OG0000683	Prbn.g_01602	Syab.g_01595
OG0000684	Prbn.g_01600	Syab.g_01591
OG0000685	Prbn.g_01598	Syab.g_01589
OG0000686	Prbn.g_01597	Syab.g_01588
OG0000687	Prbn.g_01596	Syab.g_01586
OG0000688	Prbn.g_00848	Syab.g_01576
OG0000689	Prbn.g_00849	Syab.g_01574
OG0000690	Prbn.g_00850	Syab.g_01573
OG0000691	Prbn.g_00851	Syab.g_01572
OG0000692	Prbn.g_00853	Syab.g_01571
OG0000693	Prbn.g_00854	Syab.g_01569
OG0000694	Prbn.g_00855	Syab.g_01568
OG0000695	Prbn.g_01441	Syab.g_01417
OG0000696	Prbn.g_01440	Syab.g_01416
OG0000697	Prbn.g_01439	Syab.g_01415
OG0000698	Prbn.g_01436	Syab.g_01412
OG0000699	Prbn.g_01435	Syab.g_01411
OG0000700	Prbn.g_01434	Syab.g_01410
OG0000701	Prbn.g_01433	Syab.g_01409
OG0000702	Prbn.g_01431	Syab.g_01401
OG0000703	Prbn.g_01430	Syab.g_01400
OG0000704	Prbn.g_01428	Syab.g_01398
OG0000705	Prbn.g_01425	Syab.g_01391
OG0000706	Prbn.g_01424	Syab.g_01390
OG0000707	Prbn.g_01423	Syab.g_01389
OG0000708	Prbn.g_01421	Syab.g_01386
OG0000709	Prbn.g_01417	Syab.g_01378
OG0000710	Prbn.g_01414	Syab.g_01367
OG0000711	Prbn.g_01396	Syab.g_01340
OG0000712	Prbn.g_01395	Syab.g_01338
OG0000713	Prbn.g_01394	Syab.g_01337
OG0000714	Prbn.g_01393	Syab.g_01334
OG0000715	Prbn.g_01391	Syab.g_01332
OG0000716	Prbn.g_01389	Syab.g_01328
OG0000717	Prbn.g_01388	Syab.g_01327
OG0000718	Prbn.g_01384	Syab.g_01323
OG0000719	Prbn.g_01382	Syab.g_01321
OG0000720	Prbn.g_01370	Syab.g_01307
OG0000721	Prbn.g_01366	Syab.g_01305
OG0000722	Prbn.g_01365	Syab.g_01304
OG0000723	Prbn.g_01361	Syab.g_01678
OG0000724	Prbn.g_01466	Syab.g_01223
OG0000725	Prbn.g_01472	Syab.g_01207
OG0000726	Prbn.g_01473	Syab.g_01206
OG0000727	Prbn.g_01474	Syab.g_01205
OG0000728	Prbn.g_01476	Syab.g_01203
OG0000729	Prbn.g_01106	Syab.g_00097
OG0000730	Prbn.g_01147	Syab.g_00521
OG0000731	Prbn.g_00111	Syab.g_00531
OG0000732	Prbn.g_00954	Syab.g_00055
OG0000733	Prbn.g_01651	Syab.g_02798
OG0000734	Prbn.g_01173	Syab.g_02508
OG0000735	Prbn.g_01175	Syab.g_00942
OG0000736	Prbn.g_01176	Syab.g_00943
OG0000737	Prbn.g_01177	Syab.g_00944
OG0000738	Prbn.g_01181	Syab.g_00949
OG0000739	Prbn.g_01182	Syab.g_00961
OG0000740	Prbn.g_01183	Syab.g_00962
OG0000741	Prbn.g_01185	Syab.g_00965
OG0000742	Prbn.g_01188	Syab.g_00968
OG0000743	Prbn.g_01190	Syab.g_00970
OG0000744	Prbn.g_01191	Syab.g_00971
OG0000745	Prbn.g_01192	Syab.g_00973
OG0000746	Prbn.g_01194	Syab.g_00975
OG0000747	Prbn.g_01195	Syab.g_00976
OG0000748	Prbn.g_01199	Syab.g_00991
OG0000749	Prbn.g_01200	Syab.g_00992
OG0000750	Prbn.g_01201	Syab.g_00993
OG0000751	Prbn.g_01204	Syab.g_01002
OG0000752	Prbn.g_01206	Syab.g_01004
OG0000753	Prbn.g_01208	Syab.g_01007
OG0000754	Prbn.g_01211	Syab.g_01012
OG0000755	Prbn.g_00390	Syab.g_01021
OG0000756	Prbn.g_00391	Syab.g_01022
OG0000757	Prbn.g_00398	Syab.g_01029
OG0000758	Prbn.g_00399	Syab.g_01030
OG0000759	Prbn.g_00400	Syab.g_01031
OG0000760	Prbn.g_00401	Syab.g_01032
OG0000761	Prbn.g_00402	Syab.g_01034
OG0000762	Prbn.g_00403	Syab.g_01036
OG0000763	Prbn.g_00405	Syab.g_01038
OG0000764	Prbn.g_00406	Syab.g_01039
OG0000765	Prbn.g_00414	Syab.g_01154
OG0000766	Prbn.g_00415	Syab.g_01153
OG0000767	Prbn.g_00417	Syab.g_01151
OG0000768	Prbn.g_00418	Syab.g_01150
OG0000769	Prbn.g_00420	Syab.g_01148
OG0000770	Prbn.g_00483	Syab.g_01145
OG0000771	Prbn.g_00886	Syab.g_01229
OG0000772	Prbn.g_01671	Syab.g_00957
OG0000773	Prbn.g_01093	Syab.g_00931
OG0000774	Prbn.g_01091	Syab.g_00924
OG0000775	Prbn.g_01089	Syab.g_00922
OG0000776	Prbn.g_01088	Syab.g_00921
OG0000777	Prbn.g_01087	Syab.g_00920
OG0000778	Prbn.g_01086	Syab.g_00919
OG0000779	Prbn.g_01082	Syab.g_00913
OG0000780	Prbn.g_01081	Syab.g_00908
OG0000781	Prbn.g_01077	Syab.g_00904
OG0000782	Prbn.g_01076	Syab.g_00903
OG0000783	Prbn.g_01075	Syab.g_00902
OG0000784	Prbn.g_01074	Syab.g_00901
OG0000785	Prbn.g_01072	Syab.g_00899
OG0000786	Prbn.g_01069	Syab.g_00895
OG0000787	Prbn.g_01068	Syab.g_00894
OG0000788	Prbn.g_00615	Syab.g_01857
OG0000789	Prbn.g_00883	Syab.g_01835
OG0000790	Prbn.g_00155	Syab.g_02082
OG0000791	Prbn.g_00157	Syab.g_02080
OG0000792	Prbn.g_00158	Syab.g_02079
OG0000793	Prbn.g_00161	Syab.g_02074
OG0000794	Prbn.g_00162	Syab.g_02073
OG0000795	Prbn.g_00163	Syab.g_02072
OG0000796	Prbn.g_00167	Syab.g_02068
OG0000797	Prbn.g_00168	Syab.g_02067
OG0000799	Prbn.g_00195	Syab.g_00826
OG0000800	Prbn.g_00196	Syab.g_00821
OG0000801	Prbn.g_00197	Syab.g_00820
OG0000802	Prbn.g_00199	Syab.g_00816
OG0000803	Prbn.g_00201	Syab.g_00806
OG0000804	Prbn.g_00202	Syab.g_00802
OG0000805	Prbn.g_00204	Syab.g_00792
OG0000806	Prbn.g_00206	Syab.g_00790
OG0000807	Prbn.g_00207	Syab.g_00788
OG0000808	Prbn.g_00208	Syab.g_00783
OG0000809	Prbn.g_00210	Syab.g_00780
OG0000810	Prbn.g_00211	Syab.g_00779
OG0000811	Prbn.g_00215	Syab.g_00770
OG0000812	Prbn.g_00217	Syab.g_00768
OG0000813	Prbn.g_00218	Syab.g_00767
OG0000814	Prbn.g_00220	Syab.g_00765
OG0000815	Prbn.g_00221	Syab.g_00760
OG0000816	Prbn.g_00223	Syab.g_00758
OG0000817	Prbn.g_00224	Syab.g_00757
OG0000818	Prbn.g_00229	Syab.g_00751
OG0000819	Prbn.g_00230	Syab.g_00750
OG0000820	Prbn.g_00231	Syab.g_00749
OG0000821	Prbn.g_00235	Syab.g_00743
OG0000822	Prbn.g_00236	Syab.g_00741
OG0000823	Prbn.g_00237	Syab.g_00740
OG0000824	Prbn.g_00240	Syab.g_00735
OG0000825	Prbn.g_00241	Syab.g_00734
OG0000826	Prbn.g_00242	Syab.g_00733
OG0000827	Prbn.g_00243	Syab.g_00732
OG0000828	Prbn.g_00246	Syab.g_00729
OG0000829	Prbn.g_00247	Syab.g_00728
OG0000830	Prbn.g_00248	Syab.g_00727
OG0000831	Prbn.g_00250	Syab.g_00725
OG0000832	Prbn.g_00260	Syab.g_02169
OG0000833	Prbn.g_00269	Syab.g_02178
OG0000834	Prbn.g_00270	Syab.g_02181
OG0000835	Prbn.g_00271	Syab.g_02182
OG0000836	Prbn.g_00272	Syab.g_02185
OG0000837	Prbn.g_00273	Syab.g_02186
OG0000838	Prbn.g_00275	Syab.g_02190
OG0000839	Prbn.g_00276	Syab.g_02191
OG0000840	Prbn.g_00277	Syab.g_02192
OG0000841	Prbn.g_00278	Syab.g_02193
OG0000842	Prbn.g_00279	Syab.g_02194
OG0000843	Prbn.g_00280	Syab.g_02195
OG0000844	Prbn.g_00281	Syab.g_02197
OG0000845	Prbn.g_00282	Syab.g_02198
OG0000846	Prbn.g_00283	Syab.g_02199
OG0000847	Prbn.g_00284	Syab.g_02200
OG0000848	Prbn.g_00285	Syab.g_02202
OG0000849	Prbn.g_00286	Syab.g_02203
OG0000850	Prbn.g_00288	Syab.g_02212
OG0000851	Prbn.g_00289	Syab.g_02226
OG0000852	Prbn.g_00904	Syab.g_02227
OG0000853	Prbn.g_00898	Syab.g_02233
OG0000854	Prbn.g_00896	Syab.g_02235
OG0000855	Prbn.g_00895	Syab.g_02236
OG0000856	Prbn.g_00486	Syab.g_01889
OG0000857	Prbn.g_01531	Syab.g_01290
OG0000858	Prbn.g_01738	Syab.g_02244
OG0000859	Prbn.g_01739	Syab.g_02245
OG0000860	Prbn.g_01747	Syab.g_02258
OG0000861	Prbn.g_01748	Syab.g_02259
OG0000862	Prbn.g_01749	Syab.g_02261
OG0000863	Prbn.g_01751	Syab.g_02265
OG0000864	Prbn.g_01752	Syab.g_02266
OG0000865	Prbn.g_01753	Syab.g_02267
OG0000866	Prbn.g_01754	Syab.g_02268
OG0000867	Prbn.g_01755	Syab.g_02269
OG0000868	Prbn.g_01757	Syab.g_02287
OG0000869	Prbn.g_01760	Syab.g_02292
OG0000870	Prbn.g_01765	Syab.g_02297
OG0000871	Prbn.g_01766	Syab.g_02298
OG0000872	Prbn.g_01767	Syab.g_02305
OG0000873	Prbn.g_01771	Syab.g_02308
OG0000874	Prbn.g_01774	Syab.g_02311
OG0000875	Prbn.g_01775	Syab.g_02313
OG0000876	Prbn.g_01776	Syab.g_02315
OG0000877	Prbn.g_01778	Syab.g_02317
OG0000878	Prbn.g_01779	Syab.g_02318
OG0000879	Prbn.g_01780	Syab.g_02319
OG0000880	Prbn.g_01781	Syab.g_02320
OG0000881	Prbn.g_01785	Syab.g_02325
OG0000882	Prbn.g_01790	Syab.g_02330
OG0000883	Prbn.g_01792	Syab.g_02332
OG0000884	Prbn.g_01794	Syab.g_02334
OG0000885	Prbn.g_01795	Syab.g_02335
OG0000886	Prbn.g_01796	Syab.g_02336
OG0000887	Prbn.g_01797	Syab.g_02338
OG0000888	Prbn.g_01799	Syab.g_02340
OG0000889	Prbn.g_01801	Syab.g_02342
OG0000890	Prbn.g_01802	Syab.g_02348
OG0000891	Prbn.g_01803	Syab.g_02349
OG0000892	Prbn.g_01805	Syab.g_02353
OG0000893	Prbn.g_01809	Syab.g_00366
OG0000894	Prbn.g_01812	Syab.g_00369
OG0000895	Prbn.g_01816	Syab.g_00373
OG0000896	Prbn.g_01817	Syab.g_00374
OG0000897	Prbn.g_01819	Syab.g_00376
OG0000898	Prbn.g_01820	Syab.g_00377
OG0000899	Prbn.g_01821	Syab.g_00378
OG0000900	Prbn.g_01822	Syab.g_00379
OG0000901	Prbn.g_01825	Syab.g_00384
OG0000902	Prbn.g_01827	Syab.g_00386
OG0000903	Prbn.g_01831	Syab.g_00399
OG0000904	Prbn.g_01835	Syab.g_00395
OG0000905	Prbn.g_01829	Syab.g_00390
OG0000906	Prbn.g_01828	Syab.g_00388
OG0000907	Prbn.g_01838	Syab.g_00401
OG0000908	Prbn.g_01841	Syab.g_00404
OG0000909	Prbn.g_01842	Syab.g_00405
OG0000910	Prbn.g_01843	Syab.g_00406
OG0000911	Prbn.g_01845	Syab.g_00408
OG0000912	Prbn.g_01846	Syab.g_00409
OG0000913	Prbn.g_01847	Syab.g_00410
OG0000914	Prbn.g_01848	Syab.g_00411
OG0000915	Prbn.g_01849	Syab.g_00412
OG0000916	Prbn.g_01850	Syab.g_00413
OG0000917	Prbn.g_01851	Syab.g_00414
OG0000918	Prbn.g_01852	Syab.g_00415
OG0000919	Prbn.g_01853	Syab.g_00416
OG0000920	Prbn.g_01854	Syab.g_00417
OG0000921	Prbn.g_01855	Syab.g_00418
OG0000922	Prbn.g_01856	Syab.g_00419
OG0000923	Prbn.g_01860	Syab.g_00423
OG0000924	Prbn.g_01861	Syab.g_00424
OG0000925	Prbn.g_01862	Syab.g_00425
OG0000926	Prbn.g_01863	Syab.g_00426
OG0000927	Prbn.g_01865	Syab.g_00428
OG0000928	Prbn.g_01866	Syab.g_00429
OG0000929	Prbn.g_01867	Syab.g_00430
OG0000930	Prbn.g_01868	Syab.g_00431
OG0000931	Prbn.g_01869	Syab.g_00432
OG0000932	Prbn.g_01870	Syab.g_00433
OG0000933	Prbn.g_01874	Syab.g_00439
OG0000934	Prbn.g_01876	Syab.g_00441
OG0000935	Prbn.g_01877	Syab.g_00442
OG0000936	Prbn.g_01878	Syab.g_00443
OG0000937	Prbn.g_01879	Syab.g_00444
OG0000938	Prbn.g_01882	Syab.g_00447
OG0000939	Prbn.g_01883	Syab.g_00448
OG0000940	Prbn.g_01890	Syab.g_00456
OG0000941	Prbn.g_01892	Syab.g_00458
OG0000942	Prbn.g_01894	Syab.g_00460
OG0000943	Prbn.g_01895	Syab.g_00461
OG0000944	Prbn.g_01897	Syab.g_00463
OG0000945	Prbn.g_01898	Syab.g_00466
OG0000946	Prbn.g_01903	Syab.g_00473
OG0000947	Prbn.g_01905	Syab.g_00476
OG0000948	Prbn.g_01906	Syab.g_00477
OG0000949	Prbn.g_01909	Syab.g_00212
OG0000950	Prbn.g_01916	Syab.g_00204
OG0000951	Prbn.g_01920	Syab.g_00199
OG0000952	Prbn.g_01015	Syab.g_00191
OG0000953	Prbn.g_01011	Syab.g_00134
OG0000954	Prbn.g_01007	Syab.g_00129
OG0000955	Prbn.g_01006	Syab.g_00128
OG0000956	Prbn.g_01004	Syab.g_00126
OG0000957	Prbn.g_00998	Syab.g_00115
OG0000958	Prbn.g_00997	Syab.g_00114
OG0000959	Prbn.g_00993	Syab.g_00110
OG0000960	Prbn.g_00992	Syab.g_00109
OG0000961	Prbn.g_00989	Syab.g_00100
OG0000962	Prbn.g_00987	Syab.g_00098
OG0000963	Prbn.g_00983	Syab.g_00093
OG0000964	Prbn.g_00982	Syab.g_00092
OG0000965	Prbn.g_00981	Syab.g_00091
OG0000966	Prbn.g_00975	Syab.g_00082
OG0000967	Prbn.g_00971	Syab.g_00078
OG0000968	Prbn.g_00969	Syab.g_00075
OG0000969	Prbn.g_00968	Syab.g_00073
OG0000970	Prbn.g_00967	Syab.g_00072
OG0000971	Prbn.g_00966	Syab.g_00070
OG0000972	Prbn.g_00965	Syab.g_00069
OG0000973	Prbn.g_00964	Syab.g_00068
OG0000974	Prbn.g_00963	Syab.g_00067
OG0000975	Prbn.g_00962	Syab.g_00066
OG0000976	Prbn.g_00961	Syab.g_00065
OG0000977	Prbn.g_00960	Syab.g_00063
OG0000978	Prbn.g_00959	Syab.g_00062
OG0000979	Prbn.g_00957	Syab.g_00059
OG0000980	Prbn.g_00955	Syab.g_00056
OG0000981	Prbn.g_00952	Syab.g_00053
OG0000982	Prbn.g_00950	Syab.g_02756
OG0000983	Prbn.g_00949	Syab.g_02757
OG0000984	Prbn.g_00948	Syab.g_02758
OG0000985	Prbn.g_00945	Syab.g_02762
OG0000986	Prbn.g_00943	Syab.g_02764
OG0000987	Prbn.g_00942	Syab.g_02768
OG0000988	Prbn.g_00939	Syab.g_02774
OG0000989	Prbn.g_00935	Syab.g_02792
OG0000990	Prbn.g_00931	Syab.g_02811
OG0000991	Prbn.g_00930	Syab.g_02818
OG0000992	Prbn.g_00927	Syab.g_02821
OG0000993	Prbn.g_00926	Syab.g_02822
OG0000994	Prbn.g_00925	Syab.g_02826
OG0000995	Prbn.g_00921	Syab.g_02835
OG0000996	Prbn.g_00920	Syab.g_02866
OG0000997	Prbn.g_00917	Syab.g_02875
OG0000998	Prbn.g_00915	Syab.g_02877
OG0000999	Prbn.g_00914	Syab.g_02878
OG0001000	Prbn.g_00911	Syab.g_02881
OG0001001	Prbn.g_00908	Syab.g_02888
OG0001002	Prbn.g_00291	Syab.g_02900
OG0001003	Prbn.g_00292	Syab.g_02902
OG0001004	Prbn.g_00293	Syab.g_02903
OG0001005	Prbn.g_00294	Syab.g_02905
OG0001006	Prbn.g_00298	Syab.g_02912
OG0001007	Prbn.g_00300	Syab.g_02914
OG0001008	Prbn.g_00676	Syab.g_00584
OG0001009	Prbn.g_00755	Syab.g_00033
OG0001010	Prbn.g_00754	Syab.g_00034
OG0001011	Prbn.g_00752	Syab.g_00035
OG0001012	Prbn.g_00738	Syab.g_02752
OG0001013	Prbn.g_00731	Syab.g_02716
OG0001014	Prbn.g_00728	Syab.g_02712
OG0001015	Prbn.g_00726	Syab.g_02711
OG0001016	Prbn.g_00704	Syab.g_02439
OG0001017	Prbn.g_01343	Syab.g_02445
OG0001018	Prbn.g_01341	Syab.g_02447
OG0001019	Prbn.g_01332	Syab.g_02469
OG0001020	Prbn.g_01331	Syab.g_02477
OG0001021	Prbn.g_01330	Syab.g_02481
OG0001022	Prbn.g_01327	Syab.g_02485
OG0001023	Prbn.g_01326	Syab.g_02486
OG0001024	Prbn.g_01322	Syab.g_02490
OG0001025	Prbn.g_01315	Syab.g_02497
OG0001026	Prbn.g_01306	Syab.g_02510
OG0001027	Prbn.g_01305	Syab.g_02515
OG0001028	Prbn.g_01303	Syab.g_02517
OG0001029	Prbn.g_01302	Syab.g_02519
OG0001030	Prbn.g_01286	Syab.g_02540
OG0001031	Prbn.g_00367	Syab.g_02615
OG0001032	Prbn.g_00366	Syab.g_02617
OG0001033	Prbn.g_00345	Syab.g_02675
OG0001034	Prbn.g_00314	Syab.g_02370
OG0001035	Prbn.g_00021	Syab.g_00335
OG0001036	Prbn.g_00025	Syab.g_00327
OG0001037	Prbn.g_00026	Syab.g_00325
OG0001038	Prbn.g_00045	Syab.g_00297
OG0001039	Prbn.g_00048	Syab.g_00294
OG0001040	Prbn.g_00050	Syab.g_00291
OG0001041	Prbn.g_00055	Syab.g_00286
OG0001042	Prbn.g_00072	Syab.g_00254
OG0001043	Prbn.g_00073	Syab.g_00250
OG0001044	Prbn.g_00104	Syab.g_00522
OG0001045	Prbn.g_00113	Syab.g_00534
OG0001046	Prbn.g_01697	Syab.g_01352
OG0001047	Prbn.g_00674	Syab.g_00586
OG0001048	Prbn.g_00673	Syab.g_00587
OG0001049	Prbn.g_00671	Syab.g_00590
OG0001050	Prbn.g_00670	Syab.g_00591
OG0001051	Prbn.g_00669	Syab.g_00592
OG0001052	Prbn.g_00643	Syab.g_00693
OG0001053	Prbn.g_00631	Syab.g_02099
OG0001054	Prbn.g_00616	Syab.g_02118
OG0001055	Prbn.g_00597	Syab.g_02139
OG0001056	Prbn.g_00580	Syab.g_02036
OG0001057	Prbn.g_00575	Syab.g_00882
OG0001058	Prbn.g_00567	Syab.g_02014
OG0001059	Prbn.g_00563	Syab.g_02010
OG0001060	Prbn.g_00557	Syab.g_02003
OG0001061	Prbn.g_00542	Syab.g_01985
OG0001062	Prbn.g_00540	Syab.g_01983
OG0001063	Prbn.g_00538	Syab.g_01979
OG0001064	Prbn.g_00537	Syab.g_01978
OG0001065	Prbn.g_00536	Syab.g_01976
OG0001066	Prbn.g_00535	Syab.g_01975
OG0001067	Prbn.g_00534	Syab.g_01974
OG0001068	Prbn.g_00533	Syab.g_01973
OG0001069	Prbn.g_00532	Syab.g_01972
OG0001070	Prbn.g_00528	Syab.g_01968
OG0001071	Prbn.g_00527	Syab.g_01967
OG0001072	Prbn.g_00525	Syab.g_01962
OG0001073	Prbn.g_00511	Syab.g_01947
OG0001074	Prbn.g_00499	Syab.g_01815
OG0001075	Prbn.g_00498	Syab.g_01919
OG0001076	Prbn.g_00491	Syab.g_01897
OG0001077	Prbn.g_00485	Syab.g_01887
OG0001079	Prbn.g_00439	Syab.g_01856
OG0001080	Prbn.g_00445	Syab.g_01756
OG0001081	Prbn.g_00447	Syab.g_01530
OG0001082	Prbn.g_00448	Syab.g_01531
OG0001083	Prbn.g_00836	Syab.g_01540
OG0001084	Prbn.g_00837	Syab.g_01543
OG0001085	Prbn.g_01594	Syab.g_01563
OG0001086	Prbn.g_01593	Syab.g_01565
OG0001087	Prbn.g_01575	Syab.g_01167
OG0001088	Prbn.g_01574	Syab.g_01170
OG0001089	Prbn.g_01563	Syab.g_01198
OG0001090	Prbn.g_01553	Syab.g_01267
OG0001091	Prbn.g_00857	Syab.g_01270
OG0001092	Prbn.g_00858	Syab.g_01272
OG0001093	Prbn.g_00863	Syab.g_01664
OG0001094	Prbn.g_00856	Syab.g_01567
OG0001095	Prbn.g_01533	Syab.g_01287
OG0001096	Prbn.g_01519	Syab.g_01693
OG0001097	Prbn.g_01499	Syab.g_01718
OG0001098	Prbn.g_01480	Syab.g_01497
OG0001099	Prbn.g_01925	Syab.g_02518
OG0001100	Prbn.g_01630	Syab.g_01640
OG0001101	Prbn.g_01627	Syab.g_01639
OG0001102	Prbn.g_01624	Syab.g_01636
OG0001103	Prbn.g_01622	Syab.g_01634
OG0001104	Prbn.g_01599	Syab.g_01590
OG0001105	Prbn.g_01595	Syab.g_01585
OG0001106	Prbn.g_01427	Syab.g_01397
OG0001107	Prbn.g_01420	Syab.g_01385
OG0001108	Prbn.g_01416	Syab.g_01377
OG0001109	Prbn.g_01415	Syab.g_01368
OG0001110	Prbn.g_01413	Syab.g_01366
OG0001111	Prbn.g_01412	Syab.g_01364
OG0001112	Prbn.g_01411	Syab.g_01362
OG0001113	Prbn.g_01410	Syab.g_01593
OG0001114	Prbn.g_01409	Syab.g_01361
