Orthogroup	Prbn	Syae
OG0000561	Prbn.g_00561	Syae.g_02408
OG0000562	Prbn.g_00560	Syae.g_02409
OG0000563	Prbn.g_00559	Syae.g_02410
OG0000564	Prbn.g_00558	Syae.g_02411
OG0000565	Prbn.g_00556	Syae.g_02414
OG0000566	Prbn.g_00552	Syae.g_02418
OG0000567	Prbn.g_00548	Syae.g_02422
OG0000568	Prbn.g_00547	Syae.g_02427
OG0000569	Prbn.g_00546	Syae.g_02428
OG0000570	Prbn.g_00545	Syae.g_02429
OG0000571	Prbn.g_00543	Syae.g_02433
OG0000572	Prbn.g_00529	Syae.g_02448
OG0000573	Prbn.g_00523	Syae.g_02456
OG0000574	Prbn.g_00522	Syae.g_02457
OG0000575	Prbn.g_00518	Syae.g_02461
OG0000576	Prbn.g_00516	Syae.g_02463
OG0000577	Prbn.g_00515	Syae.g_02464
OG0000578	Prbn.g_00514	Syae.g_02465
OG0000579	Prbn.g_00513	Syae.g_02466
OG0000580	Prbn.g_00512	Syae.g_02467
OG0000581	Prbn.g_00509	Syae.g_02473
OG0000582	Prbn.g_00506	Syae.g_00018
OG0000583	Prbn.g_00505	Syae.g_00019
OG0000584	Prbn.g_00504	Syae.g_00020
OG0000585	Prbn.g_00502	Syae.g_00022
OG0000586	Prbn.g_00501	Syae.g_00023
OG0000587	Prbn.g_00500	Syae.g_00025
OG0000588	Prbn.g_00496	Syae.g_00043
OG0000589	Prbn.g_00494	Syae.g_00047
OG0000590	Prbn.g_00493	Syae.g_00048
OG0000591	Prbn.g_00489	Syae.g_00056
OG0000592	Prbn.g_00488	Syae.g_00057
OG0000593	Prbn.g_00423	Syae.g_00070
OG0000594	Prbn.g_00424	Syae.g_00071
OG0000595	Prbn.g_00425	Syae.g_00072
OG0000596	Prbn.g_00429	Syae.g_00077
OG0000597	Prbn.g_00432	Syae.g_00080
OG0000598	Prbn.g_00433	Syae.g_00081
OG0000599	Prbn.g_00436	Syae.g_00084
OG0000600	Prbn.g_00437	Syae.g_00085
OG0000601	Prbn.g_00438	Syae.g_00086
OG0000602	Prbn.g_00440	Syae.g_00091
OG0000603	Prbn.g_00441	Syae.g_00092
OG0000604	Prbn.g_00442	Syae.g_00095
OG0000605	Prbn.g_00443	Syae.g_00260
OG0000606	Prbn.g_00446	Syae.g_00616
OG0000607	Prbn.g_00449	Syae.g_00613
OG0000608	Prbn.g_00450	Syae.g_00612
OG0000609	Prbn.g_00834	Syae.g_00610
OG0000610	Prbn.g_00840	Syae.g_00601
OG0000611	Prbn.g_00843	Syae.g_00598
OG0000612	Prbn.g_00844	Syae.g_00597
OG0000613	Prbn.g_01591	Syae.g_01910
OG0000614	Prbn.g_01570	Syae.g_00765
OG0000615	Prbn.g_01559	Syae.g_00557
OG0000616	Prbn.g_00905	Syae.g_01696
OG0000617	Prbn.g_00860	Syae.g_00464
OG0000618	Prbn.g_00861	Syae.g_00463
OG0000619	Prbn.g_00862	Syae.g_00462
OG0000620	Prbn.g_01947	Syae.g_00456
OG0000621	Prbn.g_01948	Syae.g_00455
OG0000622	Prbn.g_01949	Syae.g_00454
OG0000623	Prbn.g_01950	Syae.g_00453
OG0000624	Prbn.g_01952	Syae.g_00451
OG0000625	Prbn.g_01345	Syae.g_00450
OG0000626	Prbn.g_01346	Syae.g_00449
OG0000627	Prbn.g_01347	Syae.g_00299
OG0000628	Prbn.g_01348	Syae.g_00300
OG0000629	Prbn.g_01349	Syae.g_00303
OG0000630	Prbn.g_01352	Syae.g_00310
OG0000631	Prbn.g_01445	Syae.g_00317
OG0000632	Prbn.g_01444	Syae.g_00318
OG0000633	Prbn.g_01443	Syae.g_00320
OG0000634	Prbn.g_01550	Syae.g_00525
OG0000635	Prbn.g_01549	Syae.g_00524
OG0000636	Prbn.g_01547	Syae.g_00522
OG0000637	Prbn.g_01545	Syae.g_00520
OG0000638	Prbn.g_01544	Syae.g_00519
OG0000639	Prbn.g_01543	Syae.g_00518
OG0000640	Prbn.g_01542	Syae.g_00517
OG0000641	Prbn.g_01538	Syae.g_00513
OG0000642	Prbn.g_01537	Syae.g_00512
OG0000643	Prbn.g_01536	Syae.g_00510
OG0000644	Prbn.g_01535	Syae.g_00509
OG0000645	Prbn.g_01534	Syae.g_00507
OG0000646	Prbn.g_01532	Syae.g_00504
OG0000647	Prbn.g_01530	Syae.g_00502
OG0000648	Prbn.g_01528	Syae.g_00499
OG0000649	Prbn.g_01527	Syae.g_00498
OG0000650	Prbn.g_01526	Syae.g_00497
OG0000651	Prbn.g_01525	Syae.g_00496
OG0000652	Prbn.g_01524	Syae.g_00495
OG0000653	Prbn.g_01522	Syae.g_00493
OG0000654	Prbn.g_01521	Syae.g_00492
OG0000655	Prbn.g_01520	Syae.g_00491
OG0000656	Prbn.g_01517	Syae.g_00488
OG0000657	Prbn.g_01509	Syae.g_00834
OG0000658	Prbn.g_01507	Syae.g_00837
OG0000659	Prbn.g_01506	Syae.g_00838
OG0000660	Prbn.g_01502	Syae.g_00842
OG0000661	Prbn.g_01500	Syae.g_00844
OG0000662	Prbn.g_01498	Syae.g_00846
OG0000663	Prbn.g_01496	Syae.g_00849
OG0000664	Prbn.g_01495	Syae.g_00850
OG0000665	Prbn.g_01489	Syae.g_00121
OG0000666	Prbn.g_01488	Syae.g_00258
OG0000667	Prbn.g_01484	Syae.g_02056
OG0000668	Prbn.g_01930	Syae.g_00418
OG0000669	Prbn.g_01632	Syae.g_00585
OG0000670	Prbn.g_01629	Syae.g_00582
OG0000671	Prbn.g_01626	Syae.g_00580
OG0000672	Prbn.g_01623	Syae.g_00577
OG0000673	Prbn.g_01620	Syae.g_00574
OG0000674	Prbn.g_01618	Syae.g_00572
OG0000675	Prbn.g_01617	Syae.g_00571
OG0000676	Prbn.g_01615	Syae.g_00569
OG0000677	Prbn.g_01614	Syae.g_00568
OG0000678	Prbn.g_01612	Syae.g_00564
OG0000679	Prbn.g_01608	Syae.g_00555
OG0000680	Prbn.g_01607	Syae.g_00554
OG0000681	Prbn.g_01604	Syae.g_00551
OG0000682	Prbn.g_01603	Syae.g_00550
OG0000683	Prbn.g_01602	Syae.g_00549
OG0000684	Prbn.g_01600	Syae.g_00545
OG0000685	Prbn.g_01598	Syae.g_00543
OG0000686	Prbn.g_01597	Syae.g_00542
OG0000687	Prbn.g_01596	Syae.g_00541
OG0000688	Prbn.g_00848	Syae.g_00536
OG0000689	Prbn.g_00849	Syae.g_00534
OG0000690	Prbn.g_00850	Syae.g_00533
OG0000691	Prbn.g_00851	Syae.g_00532
OG0000692	Prbn.g_00853	Syae.g_00531
OG0000693	Prbn.g_00854	Syae.g_00529
OG0000694	Prbn.g_00855	Syae.g_00528
OG0000695	Prbn.g_01441	Syae.g_00322
OG0000696	Prbn.g_01440	Syae.g_00323
OG0000697	Prbn.g_01439	Syae.g_00325
OG0000698	Prbn.g_01436	Syae.g_00328
OG0000699	Prbn.g_01435	Syae.g_00330
OG0000700	Prbn.g_01434	Syae.g_00331
OG0000701	Prbn.g_01433	Syae.g_00332
OG0000702	Prbn.g_01431	Syae.g_00341
OG0000703	Prbn.g_01430	Syae.g_00342
OG0000704	Prbn.g_01428	Syae.g_00345
OG0000705	Prbn.g_01425	Syae.g_00352
OG0000706	Prbn.g_01424	Syae.g_00353
OG0000707	Prbn.g_01423	Syae.g_00354
OG0000708	Prbn.g_01421	Syae.g_00357
OG0000709	Prbn.g_01417	Syae.g_00365
OG0000710	Prbn.g_01414	Syae.g_00369
OG0000711	Prbn.g_01396	Syae.g_00398
OG0000712	Prbn.g_01395	Syae.g_00400
OG0000713	Prbn.g_01394	Syae.g_00401
OG0000714	Prbn.g_01393	Syae.g_00403
OG0000715	Prbn.g_01391	Syae.g_00405
OG0000716	Prbn.g_01389	Syae.g_00409
OG0000717	Prbn.g_01388	Syae.g_00410
OG0000718	Prbn.g_01384	Syae.g_00414
OG0000719	Prbn.g_01382	Syae.g_00416
OG0000720	Prbn.g_01370	Syae.g_00429
OG0000721	Prbn.g_01366	Syae.g_00431
OG0000722	Prbn.g_01365	Syae.g_00432
OG0000723	Prbn.g_01361	Syae.g_00445
OG0000724	Prbn.g_01466	Syae.g_00799
OG0000725	Prbn.g_01472	Syae.g_00789
OG0000726	Prbn.g_01473	Syae.g_00788
OG0000727	Prbn.g_01474	Syae.g_00787
OG0000728	Prbn.g_01476	Syae.g_00785
OG0000729	Prbn.g_01106	Syae.g_01819
OG0000730	Prbn.g_01147	Syae.g_02189
OG0000731	Prbn.g_00111	Syae.g_02201
OG0000732	Prbn.g_00954	Syae.g_01764
OG0000733	Prbn.g_01651	Syae.g_01599
OG0000734	Prbn.g_01173	Syae.g_01371
OG0000735	Prbn.g_01175	Syae.g_00942
OG0000736	Prbn.g_01176	Syae.g_00941
OG0000737	Prbn.g_01177	Syae.g_00940
OG0000738	Prbn.g_01181	Syae.g_00935
OG0000739	Prbn.g_01182	Syae.g_00928
OG0000740	Prbn.g_01183	Syae.g_00927
OG0000741	Prbn.g_01185	Syae.g_00924
OG0000742	Prbn.g_01188	Syae.g_00922
OG0000743	Prbn.g_01190	Syae.g_00920
OG0000744	Prbn.g_01191	Syae.g_00919
OG0000745	Prbn.g_01192	Syae.g_00917
OG0000746	Prbn.g_01194	Syae.g_00915
OG0000747	Prbn.g_01195	Syae.g_00914
OG0000748	Prbn.g_01199	Syae.g_00902
OG0000749	Prbn.g_01200	Syae.g_00900
OG0000750	Prbn.g_01201	Syae.g_00899
OG0000751	Prbn.g_01204	Syae.g_00892
OG0000752	Prbn.g_01206	Syae.g_00890
OG0000753	Prbn.g_01208	Syae.g_00887
OG0000754	Prbn.g_01211	Syae.g_00641
OG0000755	Prbn.g_00390	Syae.g_00651
OG0000756	Prbn.g_00391	Syae.g_00652
OG0000757	Prbn.g_00398	Syae.g_00661
OG0000758	Prbn.g_00399	Syae.g_00662
OG0000759	Prbn.g_00400	Syae.g_00663
OG0000760	Prbn.g_00401	Syae.g_00664
OG0000761	Prbn.g_00402	Syae.g_00668
OG0000762	Prbn.g_00403	Syae.g_00672
OG0000763	Prbn.g_00405	Syae.g_00676
OG0000764	Prbn.g_00406	Syae.g_00677
OG0000765	Prbn.g_00414	Syae.g_00695
OG0000766	Prbn.g_00415	Syae.g_00696
OG0000767	Prbn.g_00417	Syae.g_00698
OG0000768	Prbn.g_00418	Syae.g_00699
OG0000769	Prbn.g_00420	Syae.g_00701
OG0000770	Prbn.g_00483	Syae.g_00704
OG0000771	Prbn.g_00886	Syae.g_00805
OG0000772	Prbn.g_01671	Syae.g_00168
OG0000773	Prbn.g_01093	Syae.g_00947
OG0000774	Prbn.g_01091	Syae.g_00951
OG0000775	Prbn.g_01089	Syae.g_00954
OG0000776	Prbn.g_01088	Syae.g_00955
OG0000777	Prbn.g_01087	Syae.g_00956
OG0000778	Prbn.g_01086	Syae.g_00957
OG0000779	Prbn.g_01082	Syae.g_00963
OG0000780	Prbn.g_01081	Syae.g_00967
OG0000781	Prbn.g_01077	Syae.g_00971
OG0000782	Prbn.g_01076	Syae.g_00972
OG0000783	Prbn.g_01075	Syae.g_00973
OG0000784	Prbn.g_01074	Syae.g_00974
OG0000785	Prbn.g_01072	Syae.g_00976
OG0000786	Prbn.g_01069	Syae.g_02477
OG0000787	Prbn.g_01068	Syae.g_02476
OG0000788	Prbn.g_00615	Syae.g_00087
OG0000789	Prbn.g_00883	Syae.g_00281
OG0000790	Prbn.g_00155	Syae.g_02294
OG0000791	Prbn.g_00157	Syae.g_02292
OG0000792	Prbn.g_00158	Syae.g_02291
OG0000793	Prbn.g_00161	Syae.g_02286
OG0000794	Prbn.g_00162	Syae.g_02285
OG0000795	Prbn.g_00163	Syae.g_02284
OG0000796	Prbn.g_00167	Syae.g_02280
OG0000797	Prbn.g_00168	Syae.g_02279
OG0000798	Prbn.g_01055	Syae.g_01205
OG0000799	Prbn.g_00195	Syae.g_00010
OG0000800	Prbn.g_00196	Syae.g_00009
OG0000801	Prbn.g_00197	Syae.g_00008
OG0000802	Prbn.g_00199	Syae.g_02686
OG0000803	Prbn.g_00201	Syae.g_02680
OG0000804	Prbn.g_00202	Syae.g_02677
OG0000805	Prbn.g_00204	Syae.g_02663
OG0000806	Prbn.g_00206	Syae.g_02661
OG0000807	Prbn.g_00207	Syae.g_02659
OG0000808	Prbn.g_00208	Syae.g_02658
OG0000809	Prbn.g_00210	Syae.g_02655
OG0000810	Prbn.g_00211	Syae.g_02654
OG0000811	Prbn.g_00215	Syae.g_02648
OG0000812	Prbn.g_00217	Syae.g_02646
OG0000813	Prbn.g_00218	Syae.g_02645
OG0000814	Prbn.g_00220	Syae.g_02643
OG0000815	Prbn.g_00221	Syae.g_02642
OG0000816	Prbn.g_00223	Syae.g_02641
OG0000817	Prbn.g_00224	Syae.g_02640
OG0000818	Prbn.g_00229	Syae.g_02634
OG0000819	Prbn.g_00230	Syae.g_02633
OG0000820	Prbn.g_00231	Syae.g_02632
OG0000821	Prbn.g_00235	Syae.g_02626
OG0000822	Prbn.g_00236	Syae.g_02624
OG0000823	Prbn.g_00237	Syae.g_02623
OG0000824	Prbn.g_00240	Syae.g_02617
OG0000825	Prbn.g_00241	Syae.g_02616
OG0000826	Prbn.g_00242	Syae.g_02615
OG0000827	Prbn.g_00243	Syae.g_02614
OG0000828	Prbn.g_00246	Syae.g_02612
OG0000829	Prbn.g_00247	Syae.g_02611
OG0000830	Prbn.g_00248	Syae.g_02610
OG0000831	Prbn.g_00250	Syae.g_02608
OG0000832	Prbn.g_00260	Syae.g_01081
OG0000833	Prbn.g_00269	Syae.g_01106
OG0000834	Prbn.g_00270	Syae.g_01108
OG0000835	Prbn.g_00271	Syae.g_01109
OG0000836	Prbn.g_00272	Syae.g_01113
OG0000837	Prbn.g_00273	Syae.g_01115
OG0000838	Prbn.g_00275	Syae.g_01119
OG0000839	Prbn.g_00276	Syae.g_01120
OG0000840	Prbn.g_00277	Syae.g_01121
OG0000841	Prbn.g_00278	Syae.g_01122
OG0000842	Prbn.g_00279	Syae.g_01123
OG0000843	Prbn.g_00280	Syae.g_01124
OG0000844	Prbn.g_00281	Syae.g_01125
OG0000845	Prbn.g_00282	Syae.g_01126
OG0000846	Prbn.g_00283	Syae.g_01127
OG0000847	Prbn.g_00284	Syae.g_01128
OG0000848	Prbn.g_00285	Syae.g_01130
OG0000849	Prbn.g_00286	Syae.g_01131
OG0000850	Prbn.g_00288	Syae.g_01133
OG0000851	Prbn.g_00289	Syae.g_01139
OG0000852	Prbn.g_00904	Syae.g_01140
OG0000853	Prbn.g_00898	Syae.g_01144
OG0000854	Prbn.g_00896	Syae.g_01146
OG0000855	Prbn.g_00895	Syae.g_01147
OG0000856	Prbn.g_00486	Syae.g_00059
OG0000857	Prbn.g_01531	Syae.g_00503
OG0000858	Prbn.g_01738	Syae.g_01153
OG0000859	Prbn.g_01739	Syae.g_01154
OG0000860	Prbn.g_01747	Syae.g_01165
OG0000861	Prbn.g_01748	Syae.g_01166
OG0000862	Prbn.g_01749	Syae.g_01167
OG0000863	Prbn.g_01751	Syae.g_01170
OG0000864	Prbn.g_01752	Syae.g_01171
OG0000865	Prbn.g_01753	Syae.g_01172
OG0000866	Prbn.g_01754	Syae.g_01173
OG0000867	Prbn.g_01755	Syae.g_01174
OG0000868	Prbn.g_01757	Syae.g_01177
OG0000869	Prbn.g_01760	Syae.g_01182
OG0000870	Prbn.g_01765	Syae.g_01187
OG0000871	Prbn.g_01766	Syae.g_01188
OG0000872	Prbn.g_01767	Syae.g_01196
OG0000873	Prbn.g_01771	Syae.g_01199
OG0000874	Prbn.g_01774	Syae.g_01194
OG0000875	Prbn.g_01775	Syae.g_01244
OG0000876	Prbn.g_01776	Syae.g_01020
OG0000877	Prbn.g_01778	Syae.g_01025
OG0000878	Prbn.g_01779	Syae.g_01026
OG0000879	Prbn.g_01780	Syae.g_01027
OG0000880	Prbn.g_01781	Syae.g_01028
OG0000881	Prbn.g_01785	Syae.g_01034
OG0000882	Prbn.g_01790	Syae.g_01039
OG0000883	Prbn.g_01792	Syae.g_01041
OG0000884	Prbn.g_01794	Syae.g_01043
OG0000885	Prbn.g_01795	Syae.g_01044
OG0000886	Prbn.g_01796	Syae.g_01045
OG0000887	Prbn.g_01797	Syae.g_01046
OG0000888	Prbn.g_01799	Syae.g_01048
OG0000889	Prbn.g_01801	Syae.g_01050
OG0000890	Prbn.g_01802	Syae.g_01056
OG0000891	Prbn.g_01803	Syae.g_01057
OG0000892	Prbn.g_01805	Syae.g_01059
OG0000893	Prbn.g_01809	Syae.g_02031
OG0000894	Prbn.g_01812	Syae.g_02034
OG0000895	Prbn.g_01816	Syae.g_02038
OG0000896	Prbn.g_01817	Syae.g_02039
OG0000897	Prbn.g_01819	Syae.g_02041
OG0000898	Prbn.g_01820	Syae.g_02042
OG0000899	Prbn.g_01821	Syae.g_02043
OG0000900	Prbn.g_01822	Syae.g_02044
OG0000901	Prbn.g_01825	Syae.g_02049
OG0000902	Prbn.g_01827	Syae.g_02051
OG0000903	Prbn.g_01831	Syae.g_02077
OG0000904	Prbn.g_01835	Syae.g_02071
OG0000905	Prbn.g_01829	Syae.g_02065
OG0000906	Prbn.g_01828	Syae.g_02063
OG0000907	Prbn.g_01838	Syae.g_02079
OG0000908	Prbn.g_01841	Syae.g_02082
OG0000909	Prbn.g_01842	Syae.g_02083
OG0000910	Prbn.g_01843	Syae.g_02084
OG0000911	Prbn.g_01845	Syae.g_02086
OG0000912	Prbn.g_01846	Syae.g_02087
OG0000913	Prbn.g_01847	Syae.g_02088
OG0000914	Prbn.g_01848	Syae.g_02089
OG0000915	Prbn.g_01849	Syae.g_02091
OG0000916	Prbn.g_01850	Syae.g_02092
OG0000917	Prbn.g_01851	Syae.g_02093
OG0000918	Prbn.g_01852	Syae.g_02094
OG0000919	Prbn.g_01853	Syae.g_02095
OG0000920	Prbn.g_01854	Syae.g_02096
OG0000921	Prbn.g_01855	Syae.g_02097
OG0000922	Prbn.g_01856	Syae.g_02098
OG0000923	Prbn.g_01860	Syae.g_02102
OG0000924	Prbn.g_01861	Syae.g_02103
OG0000925	Prbn.g_01862	Syae.g_02104
OG0000926	Prbn.g_01863	Syae.g_02105
OG0000927	Prbn.g_01865	Syae.g_02107
OG0000928	Prbn.g_01866	Syae.g_02108
OG0000929	Prbn.g_01867	Syae.g_02109
OG0000930	Prbn.g_01868	Syae.g_02110
OG0000931	Prbn.g_01869	Syae.g_02111
OG0000932	Prbn.g_01870	Syae.g_02112
OG0000933	Prbn.g_01874	Syae.g_02118
OG0000934	Prbn.g_01876	Syae.g_02120
OG0000935	Prbn.g_01877	Syae.g_02121
OG0000936	Prbn.g_01878	Syae.g_02122
OG0000937	Prbn.g_01879	Syae.g_02123
OG0000938	Prbn.g_01882	Syae.g_02126
OG0000939	Prbn.g_01883	Syae.g_02127
OG0000940	Prbn.g_01890	Syae.g_02133
OG0000941	Prbn.g_01892	Syae.g_02135
OG0000942	Prbn.g_01894	Syae.g_02137
OG0000943	Prbn.g_01895	Syae.g_02138
OG0000944	Prbn.g_01897	Syae.g_02140
OG0000945	Prbn.g_01898	Syae.g_02142
OG0000946	Prbn.g_01903	Syae.g_02146
OG0000947	Prbn.g_01905	Syae.g_02149
OG0000948	Prbn.g_01906	Syae.g_02150
OG0000949	Prbn.g_01909	Syae.g_01884
OG0000950	Prbn.g_01916	Syae.g_01873
OG0000951	Prbn.g_01920	Syae.g_01866
OG0000952	Prbn.g_01015	Syae.g_01859
OG0000953	Prbn.g_01011	Syae.g_01854
OG0000954	Prbn.g_01007	Syae.g_01845
OG0000955	Prbn.g_01006	Syae.g_01844
OG0000956	Prbn.g_01004	Syae.g_01842
OG0000957	Prbn.g_00998	Syae.g_01831
OG0000958	Prbn.g_00997	Syae.g_01830
OG0000959	Prbn.g_00993	Syae.g_01826
OG0000960	Prbn.g_00992	Syae.g_01825
OG0000961	Prbn.g_00989	Syae.g_01822
OG0000962	Prbn.g_00987	Syae.g_01820
OG0000963	Prbn.g_00983	Syae.g_01814
OG0000964	Prbn.g_00982	Syae.g_01813
OG0000965	Prbn.g_00981	Syae.g_01812
OG0000966	Prbn.g_00975	Syae.g_01789
OG0000967	Prbn.g_00971	Syae.g_01782
OG0000968	Prbn.g_00969	Syae.g_01787
OG0000969	Prbn.g_00968	Syae.g_01785
OG0000970	Prbn.g_00967	Syae.g_01784
OG0000971	Prbn.g_00966	Syae.g_01779
OG0000972	Prbn.g_00965	Syae.g_01778
OG0000973	Prbn.g_00964	Syae.g_01777
OG0000974	Prbn.g_00963	Syae.g_01776
OG0000975	Prbn.g_00962	Syae.g_01775
OG0000976	Prbn.g_00961	Syae.g_01774
OG0000977	Prbn.g_00960	Syae.g_01772
OG0000978	Prbn.g_00959	Syae.g_01771
OG0000979	Prbn.g_00957	Syae.g_01768
OG0000980	Prbn.g_00955	Syae.g_01765
OG0000981	Prbn.g_00952	Syae.g_01762
OG0000982	Prbn.g_00950	Syae.g_01568
OG0000983	Prbn.g_00949	Syae.g_01569
OG0000984	Prbn.g_00948	Syae.g_01570
OG0000985	Prbn.g_00945	Syae.g_01572
OG0000986	Prbn.g_00943	Syae.g_01575
OG0000987	Prbn.g_00942	Syae.g_01577
OG0000988	Prbn.g_00939	Syae.g_01583
OG0000989	Prbn.g_00935	Syae.g_01591
OG0000990	Prbn.g_00931	Syae.g_01606
OG0000991	Prbn.g_00930	Syae.g_01609
OG0000992	Prbn.g_00927	Syae.g_01612
OG0000993	Prbn.g_00926	Syae.g_01613
OG0000994	Prbn.g_00925	Syae.g_01616
OG0000995	Prbn.g_00921	Syae.g_01627
OG0000996	Prbn.g_00920	Syae.g_01667
OG0000997	Prbn.g_00917	Syae.g_01678
OG0000998	Prbn.g_00915	Syae.g_01680
OG0000999	Prbn.g_00914	Syae.g_01683
OG0001000	Prbn.g_00911	Syae.g_01686
OG0001001	Prbn.g_00908	Syae.g_01692
OG0001002	Prbn.g_00291	Syae.g_01699
OG0001003	Prbn.g_00292	Syae.g_01701
OG0001004	Prbn.g_00293	Syae.g_01702
OG0001005	Prbn.g_00294	Syae.g_01703
OG0001006	Prbn.g_00298	Syae.g_01710
OG0001007	Prbn.g_00300	Syae.g_01712
OG0001008	Prbn.g_00676	Syae.g_00993
OG0001009	Prbn.g_00755	Syae.g_01744
OG0001010	Prbn.g_00754	Syae.g_01745
OG0001011	Prbn.g_00752	Syae.g_01747
OG0001012	Prbn.g_00738	Syae.g_01564
OG0001013	Prbn.g_00731	Syae.g_01552
OG0001014	Prbn.g_00728	Syae.g_01548
OG0001015	Prbn.g_00726	Syae.g_01547
OG0001016	Prbn.g_00704	Syae.g_01290
OG0001017	Prbn.g_01343	Syae.g_01296
OG0001018	Prbn.g_01341	Syae.g_01298
OG0001019	Prbn.g_01332	Syae.g_01334
OG0001020	Prbn.g_01331	Syae.g_01340
OG0001021	Prbn.g_01330	Syae.g_01344
OG0001022	Prbn.g_01327	Syae.g_01348
OG0001023	Prbn.g_01326	Syae.g_01349
OG0001024	Prbn.g_01322	Syae.g_01353
OG0001025	Prbn.g_01315	Syae.g_01360
OG0001026	Prbn.g_01306	Syae.g_01373
OG0001027	Prbn.g_01305	Syae.g_01377
OG0001028	Prbn.g_01303	Syae.g_01379
OG0001029	Prbn.g_01302	Syae.g_01381
OG0001030	Prbn.g_01286	Syae.g_01403
OG0001031	Prbn.g_00367	Syae.g_01475
OG0001032	Prbn.g_00366	Syae.g_01479
OG0001033	Prbn.g_00345	Syae.g_01505
OG0001034	Prbn.g_00314	Syae.g_02238
OG0001035	Prbn.g_00021	Syae.g_02006
OG0001036	Prbn.g_00025	Syae.g_02001
OG0001037	Prbn.g_00026	Syae.g_01999
OG0001038	Prbn.g_00045	Syae.g_01971
OG0001039	Prbn.g_00048	Syae.g_01968
OG0001040	Prbn.g_00050	Syae.g_01965
OG0001041	Prbn.g_00055	Syae.g_01960
OG0001042	Prbn.g_00072	Syae.g_01935
OG0001043	Prbn.g_00073	Syae.g_01931
OG0001044	Prbn.g_00104	Syae.g_02191
OG0001045	Prbn.g_00113	Syae.g_02204
OG0001046	Prbn.g_01697	Syae.g_00385
OG0001047	Prbn.g_00674	Syae.g_00991
OG0001048	Prbn.g_00673	Syae.g_00990
OG0001049	Prbn.g_00671	Syae.g_00987
OG0001050	Prbn.g_00670	Syae.g_00986
OG0001051	Prbn.g_00669	Syae.g_00985
OG0001052	Prbn.g_00643	Syae.g_02526
OG0001053	Prbn.g_00631	Syae.g_02312
OG0001054	Prbn.g_00616	Syae.g_02329
OG0001055	Prbn.g_00597	Syae.g_02350
OG0001056	Prbn.g_00580	Syae.g_02379
OG0001057	Prbn.g_00575	Syae.g_02388
OG0001058	Prbn.g_00567	Syae.g_02402
OG0001059	Prbn.g_00563	Syae.g_02406
OG0001060	Prbn.g_00557	Syae.g_02412
OG0001061	Prbn.g_00542	Syae.g_02434
OG0001062	Prbn.g_00540	Syae.g_02436
OG0001063	Prbn.g_00538	Syae.g_02440
OG0001064	Prbn.g_00537	Syae.g_02441
OG0001065	Prbn.g_00536	Syae.g_02442
OG0001066	Prbn.g_00535	Syae.g_02443
OG0001067	Prbn.g_00534	Syae.g_02444
OG0001068	Prbn.g_00533	Syae.g_02445
OG0001069	Prbn.g_00532	Syae.g_02446
OG0001070	Prbn.g_00528	Syae.g_02449
OG0001071	Prbn.g_00527	Syae.g_02450
OG0001072	Prbn.g_00525	Syae.g_02454
OG0001073	Prbn.g_00511	Syae.g_02468
OG0001074	Prbn.g_00499	Syae.g_00027
OG0001075	Prbn.g_00498	Syae.g_00029
OG0001076	Prbn.g_00491	Syae.g_00050
OG0001077	Prbn.g_00485	Syae.g_00061
OG0001078	Prbn.g_00427	Syae.g_00075
OG0001079	Prbn.g_00439	Syae.g_00088
OG0001080	Prbn.g_00445	Syae.g_00267
OG0001081	Prbn.g_00447	Syae.g_00615
OG0001082	Prbn.g_00448	Syae.g_00614
OG0001083	Prbn.g_00836	Syae.g_00605
OG0001084	Prbn.g_00837	Syae.g_00604
OG0001085	Prbn.g_01594	Syae.g_00594
OG0001086	Prbn.g_01593	Syae.g_00592
OG0001087	Prbn.g_01575	Syae.g_00751
OG0001088	Prbn.g_01574	Syae.g_00755
OG0001089	Prbn.g_01563	Syae.g_00781
OG0001090	Prbn.g_01553	Syae.g_00471
OG0001091	Prbn.g_00857	Syae.g_00469
OG0001092	Prbn.g_00858	Syae.g_00466
OG0001093	Prbn.g_00863	Syae.g_00460
OG0001094	Prbn.g_00856	Syae.g_00527
OG0001095	Prbn.g_01533	Syae.g_00506
OG0001096	Prbn.g_01519	Syae.g_00490
OG0001097	Prbn.g_01499	Syae.g_00845
OG0001098	Prbn.g_01480	Syae.g_00269
OG0001099	Prbn.g_01925	Syae.g_01380
OG0001100	Prbn.g_01630	Syae.g_00583
OG0001101	Prbn.g_01627	Syae.g_00581
OG0001102	Prbn.g_01624	Syae.g_00578
OG0001103	Prbn.g_01622	Syae.g_00576
OG0001104	Prbn.g_01599	Syae.g_00544
OG0001105	Prbn.g_01595	Syae.g_00540
OG0001106	Prbn.g_01427	Syae.g_00346
OG0001107	Prbn.g_01420	Syae.g_00358
OG0001108	Prbn.g_01416	Syae.g_00366
OG0001109	Prbn.g_01415	Syae.g_00368
OG0001110	Prbn.g_01413	Syae.g_00370
OG0001111	Prbn.g_01412	Syae.g_00372
OG0001112	Prbn.g_01411	Syae.g_00374
OG0001113	Prbn.g_01410	Syae.g_00375
OG0001114	Prbn.g_01409	Syae.g_00376
OG0001115	Prbn.g_01407	Syae.g_00380
OG0001116	Prbn.g_01406	Syae.g_00382
OG0001117	Prbn.g_01405	Syae.g_00383
OG0001118	Prbn.g_01404	Syae.g_00384
OG0001119	Prbn.g_01403	Syae.g_00386
