Orthogroup	Prbn	Syas
OG0000567	Prbn.g_00548	Syas.g_00808
OG0000568	Prbn.g_00547	Syas.g_00810
OG0000569	Prbn.g_00546	Syas.g_00811
OG0000570	Prbn.g_00545	Syas.g_00812
OG0000571	Prbn.g_00543	Syas.g_00815
OG0000572	Prbn.g_00529	Syas.g_00839
OG0000573	Prbn.g_00523	Syas.g_00952
OG0000574	Prbn.g_00522	Syas.g_00951
OG0000575	Prbn.g_00518	Syas.g_00848
OG0000576	Prbn.g_00516	Syas.g_00850
OG0000577	Prbn.g_00515	Syas.g_00851
OG0000578	Prbn.g_00514	Syas.g_00852
OG0000579	Prbn.g_00513	Syas.g_00853
OG0000580	Prbn.g_00512	Syas.g_00854
OG0000581	Prbn.g_00509	Syas.g_00861
OG0000582	Prbn.g_00506	Syas.g_00873
OG0000583	Prbn.g_00505	Syas.g_00872
OG0000584	Prbn.g_00504	Syas.g_00871
OG0000585	Prbn.g_00502	Syas.g_00868
OG0000586	Prbn.g_00501	Syas.g_00867
OG0000587	Prbn.g_00500	Syas.g_00865
OG0000588	Prbn.g_00496	Syas.g_00960
OG0000589	Prbn.g_00494	Syas.g_00121
OG0000590	Prbn.g_00493	Syas.g_00120
OG0000591	Prbn.g_00489	Syas.g_00106
OG0000592	Prbn.g_00488	Syas.g_00105
OG0000593	Prbn.g_00423	Syas.g_00750
OG0000594	Prbn.g_00424	Syas.g_00749
OG0000595	Prbn.g_00425	Syas.g_00748
OG0000596	Prbn.g_00429	Syas.g_00743
OG0000597	Prbn.g_00432	Syas.g_00740
OG0000598	Prbn.g_00433	Syas.g_00739
OG0000599	Prbn.g_00436	Syas.g_00732
OG0000600	Prbn.g_00437	Syas.g_00731
OG0000601	Prbn.g_00438	Syas.g_00730
OG0000602	Prbn.g_00440	Syas.g_00725
OG0000603	Prbn.g_00441	Syas.g_00724
OG0000604	Prbn.g_00442	Syas.g_00721
OG0000605	Prbn.g_00443	Syas.g_00719
OG0000606	Prbn.g_00446	Syas.g_00716
OG0000607	Prbn.g_00449	Syas.g_00713
OG0000608	Prbn.g_00450	Syas.g_00712
OG0000609	Prbn.g_00834	Syas.g_00710
OG0000610	Prbn.g_00840	Syas.g_00702
OG0000611	Prbn.g_00843	Syas.g_00699
OG0000612	Prbn.g_00844	Syas.g_00698
OG0000613	Prbn.g_01591	Syas.g_01825
OG0000614	Prbn.g_01570	Syas.g_01044
OG0000615	Prbn.g_01559	Syas.g_00650
OG0000616	Prbn.g_00905	Syas.g_02011
OG0000617	Prbn.g_00860	Syas.g_00180
OG0000618	Prbn.g_00861	Syas.g_00181
OG0000619	Prbn.g_00862	Syas.g_00182
OG0000620	Prbn.g_01947	Syas.g_00188
OG0000621	Prbn.g_01948	Syas.g_00189
OG0000622	Prbn.g_01949	Syas.g_00190
OG0000623	Prbn.g_01950	Syas.g_00191
OG0000624	Prbn.g_01952	Syas.g_00192
OG0000625	Prbn.g_01345	Syas.g_00193
OG0000626	Prbn.g_01346	Syas.g_00194
OG0000627	Prbn.g_01347	Syas.g_00372
OG0000628	Prbn.g_01348	Syas.g_00373
OG0000629	Prbn.g_01349	Syas.g_00376
OG0000630	Prbn.g_01352	Syas.g_00397
OG0000631	Prbn.g_01445	Syas.g_00405
OG0000632	Prbn.g_01444	Syas.g_00406
OG0000633	Prbn.g_01443	Syas.g_00407
OG0000634	Prbn.g_01550	Syas.g_00600
OG0000635	Prbn.g_01549	Syas.g_00599
OG0000636	Prbn.g_01547	Syas.g_00597
OG0000637	Prbn.g_01545	Syas.g_00595
OG0000638	Prbn.g_01544	Syas.g_00594
OG0000639	Prbn.g_01543	Syas.g_00593
OG0000640	Prbn.g_01542	Syas.g_00592
OG0000641	Prbn.g_01538	Syas.g_00587
OG0000642	Prbn.g_01537	Syas.g_00586
OG0000643	Prbn.g_01536	Syas.g_00585
OG0000644	Prbn.g_01535	Syas.g_00584
OG0000645	Prbn.g_01534	Syas.g_00583
OG0000646	Prbn.g_01532	Syas.g_00580
OG0000647	Prbn.g_01530	Syas.g_00578
OG0000648	Prbn.g_01528	Syas.g_00576
OG0000649	Prbn.g_01527	Syas.g_00575
OG0000650	Prbn.g_01526	Syas.g_00574
OG0000651	Prbn.g_01525	Syas.g_00573
OG0000652	Prbn.g_01524	Syas.g_00572
OG0000653	Prbn.g_01522	Syas.g_00570
OG0000654	Prbn.g_01521	Syas.g_00569
OG0000655	Prbn.g_01520	Syas.g_00568
OG0000656	Prbn.g_01517	Syas.g_00565
OG0000657	Prbn.g_01509	Syas.g_00232
OG0000658	Prbn.g_01507	Syas.g_00235
OG0000659	Prbn.g_01506	Syas.g_00236
OG0000660	Prbn.g_01502	Syas.g_00240
OG0000661	Prbn.g_01500	Syas.g_00242
OG0000662	Prbn.g_01498	Syas.g_00281
OG0000663	Prbn.g_01496	Syas.g_00284
OG0000664	Prbn.g_01495	Syas.g_00287
OG0000665	Prbn.g_01489	Syas.g_00385
OG0000666	Prbn.g_01488	Syas.g_01362
OG0000667	Prbn.g_01484	Syas.g_00088
OG0000668	Prbn.g_01930	Syas.g_00221
OG0000669	Prbn.g_01632	Syas.g_00684
OG0000670	Prbn.g_01629	Syas.g_00681
OG0000671	Prbn.g_01626	Syas.g_00679
OG0000672	Prbn.g_01623	Syas.g_00676
OG0000673	Prbn.g_01620	Syas.g_00673
OG0000674	Prbn.g_01618	Syas.g_00671
OG0000675	Prbn.g_01617	Syas.g_00670
OG0000676	Prbn.g_01615	Syas.g_00668
OG0000677	Prbn.g_01614	Syas.g_00667
OG0000678	Prbn.g_01612	Syas.g_00660
OG0000679	Prbn.g_01608	Syas.g_00629
OG0000680	Prbn.g_01607	Syas.g_00628
OG0000681	Prbn.g_01604	Syas.g_00625
OG0000682	Prbn.g_01603	Syas.g_00624
OG0000683	Prbn.g_01602	Syas.g_00623
OG0000684	Prbn.g_01600	Syas.g_00621
OG0000685	Prbn.g_01598	Syas.g_00187
OG0000686	Prbn.g_01597	Syas.g_00619
OG0000687	Prbn.g_01596	Syas.g_00618
OG0000688	Prbn.g_00848	Syas.g_00612
OG0000689	Prbn.g_00849	Syas.g_00610
OG0000690	Prbn.g_00850	Syas.g_00609
OG0000691	Prbn.g_00851	Syas.g_00608
OG0000692	Prbn.g_00853	Syas.g_00606
OG0000693	Prbn.g_00854	Syas.g_00604
OG0000694	Prbn.g_00855	Syas.g_00603
OG0000695	Prbn.g_01441	Syas.g_00410
OG0000696	Prbn.g_01440	Syas.g_00411
OG0000697	Prbn.g_01439	Syas.g_00413
OG0000698	Prbn.g_01436	Syas.g_00417
OG0000699	Prbn.g_01435	Syas.g_00419
OG0000700	Prbn.g_01434	Syas.g_00420
OG0000701	Prbn.g_01433	Syas.g_00421
OG0000702	Prbn.g_01431	Syas.g_00437
OG0000703	Prbn.g_01430	Syas.g_00438
OG0000704	Prbn.g_01428	Syas.g_00446
OG0000705	Prbn.g_01425	Syas.g_00453
OG0000706	Prbn.g_01424	Syas.g_00454
OG0000707	Prbn.g_01423	Syas.g_00455
OG0000708	Prbn.g_01421	Syas.g_00458
OG0000709	Prbn.g_01417	Syas.g_00466
OG0000710	Prbn.g_01414	Syas.g_00497
OG0000711	Prbn.g_01396	Syas.g_00546
OG0000712	Prbn.g_01395	Syas.g_00548
OG0000713	Prbn.g_01394	Syas.g_00549
OG0000714	Prbn.g_01393	Syas.g_00551
OG0000715	Prbn.g_01391	Syas.g_00553
OG0000716	Prbn.g_01389	Syas.g_00556
OG0000717	Prbn.g_01388	Syas.g_00557
OG0000718	Prbn.g_01384	Syas.g_00561
OG0000719	Prbn.g_01382	Syas.g_00223
OG0000720	Prbn.g_01370	Syas.g_00209
OG0000721	Prbn.g_01366	Syas.g_00207
OG0000722	Prbn.g_01365	Syas.g_00206
OG0000723	Prbn.g_01361	Syas.g_00196
OG0000724	Prbn.g_01466	Syas.g_00999
OG0000725	Prbn.g_01472	Syas.g_01024
OG0000726	Prbn.g_01473	Syas.g_01025
OG0000727	Prbn.g_01474	Syas.g_01026
OG0000728	Prbn.g_01476	Syas.g_01028
OG0000729	Prbn.g_01106	Syas.g_02145
OG0000730	Prbn.g_01147	Syas.g_01544
OG0000731	Prbn.g_00111	Syas.g_01532
OG0000732	Prbn.g_00954	Syas.g_02086
OG0000733	Prbn.g_01651	Syas.g_00096
OG0000734	Prbn.g_01173	Syas.g_02414
OG0000735	Prbn.g_01175	Syas.g_01201
OG0000736	Prbn.g_01176	Syas.g_01200
OG0000737	Prbn.g_01177	Syas.g_01199
OG0000738	Prbn.g_01181	Syas.g_01193
OG0000739	Prbn.g_01182	Syas.g_01192
OG0000740	Prbn.g_01183	Syas.g_01191
OG0000741	Prbn.g_01185	Syas.g_01188
OG0000742	Prbn.g_01188	Syas.g_01185
OG0000743	Prbn.g_01190	Syas.g_01182
OG0000744	Prbn.g_01191	Syas.g_01181
OG0000745	Prbn.g_01192	Syas.g_01178
OG0000746	Prbn.g_01194	Syas.g_01176
OG0000747	Prbn.g_01195	Syas.g_01174
OG0000748	Prbn.g_01199	Syas.g_01146
OG0000749	Prbn.g_01200	Syas.g_01144
OG0000750	Prbn.g_01201	Syas.g_01143
OG0000751	Prbn.g_01204	Syas.g_01138
OG0000752	Prbn.g_01206	Syas.g_01136
OG0000753	Prbn.g_01208	Syas.g_01133
OG0000754	Prbn.g_01211	Syas.g_01128
OG0000755	Prbn.g_00390	Syas.g_01117
OG0000756	Prbn.g_00391	Syas.g_01116
OG0000757	Prbn.g_00398	Syas.g_01108
OG0000758	Prbn.g_00399	Syas.g_01107
OG0000759	Prbn.g_00400	Syas.g_01106
OG0000760	Prbn.g_00401	Syas.g_01105
OG0000761	Prbn.g_00402	Syas.g_01104
OG0000762	Prbn.g_00403	Syas.g_01102
OG0000763	Prbn.g_00405	Syas.g_01091
OG0000764	Prbn.g_00406	Syas.g_01090
OG0000765	Prbn.g_00414	Syas.g_01076
OG0000766	Prbn.g_00415	Syas.g_01075
OG0000767	Prbn.g_00417	Syas.g_01073
OG0000768	Prbn.g_00418	Syas.g_01072
OG0000769	Prbn.g_00420	Syas.g_01070
OG0000770	Prbn.g_00483	Syas.g_01067
OG0000771	Prbn.g_00886	Syas.g_00993
OG0000772	Prbn.g_01671	Syas.g_01461
OG0000773	Prbn.g_01093	Syas.g_00002
OG0000774	Prbn.g_01091	Syas.g_02862
OG0000775	Prbn.g_01089	Syas.g_02860
OG0000776	Prbn.g_01088	Syas.g_02859
OG0000777	Prbn.g_01087	Syas.g_02858
OG0000778	Prbn.g_01086	Syas.g_02857
OG0000779	Prbn.g_01082	Syas.g_02852
OG0000780	Prbn.g_01081	Syas.g_02847
OG0000781	Prbn.g_01077	Syas.g_02842
OG0000782	Prbn.g_01076	Syas.g_02841
OG0000783	Prbn.g_01075	Syas.g_02840
OG0000784	Prbn.g_01074	Syas.g_02839
OG0000785	Prbn.g_01072	Syas.g_02837
OG0000786	Prbn.g_01069	Syas.g_02833
OG0000787	Prbn.g_01068	Syas.g_02832
OG0000788	Prbn.g_00615	Syas.g_00782
OG0000789	Prbn.g_00883	Syas.g_01507
OG0000790	Prbn.g_00155	Syas.g_01266
OG0000791	Prbn.g_00157	Syas.g_01268
OG0000792	Prbn.g_00158	Syas.g_01269
OG0000793	Prbn.g_00161	Syas.g_01359
OG0000794	Prbn.g_00162	Syas.g_01361
OG0000795	Prbn.g_00163	Syas.g_01363
OG0000796	Prbn.g_00167	Syas.g_01368
OG0000797	Prbn.g_00168	Syas.g_01369
OG0000798	Prbn.g_01055	Syas.g_02134
OG0000799	Prbn.g_00195	Syas.g_02789
OG0000800	Prbn.g_00196	Syas.g_02790
OG0000801	Prbn.g_00197	Syas.g_02791
OG0000802	Prbn.g_00199	Syas.g_02797
OG0000803	Prbn.g_00201	Syas.g_02800
OG0000804	Prbn.g_00202	Syas.g_02803
OG0000805	Prbn.g_00204	Syas.g_02805
OG0000806	Prbn.g_00206	Syas.g_02807
OG0000807	Prbn.g_00207	Syas.g_02808
OG0000808	Prbn.g_00208	Syas.g_02809
OG0000809	Prbn.g_00210	Syas.g_02811
OG0000810	Prbn.g_00211	Syas.g_02813
OG0000811	Prbn.g_00215	Syas.g_02822
OG0000812	Prbn.g_00217	Syas.g_02824
OG0000813	Prbn.g_00218	Syas.g_02825
OG0000814	Prbn.g_00220	Syas.g_02827
OG0000815	Prbn.g_00221	Syas.g_02829
OG0000816	Prbn.g_00223	Syas.g_02831
OG0000817	Prbn.g_00224	Syas.g_02753
OG0000818	Prbn.g_00229	Syas.g_01282
OG0000819	Prbn.g_00230	Syas.g_01283
OG0000820	Prbn.g_00231	Syas.g_01284
OG0000821	Prbn.g_00235	Syas.g_01289
OG0000822	Prbn.g_00236	Syas.g_01291
OG0000823	Prbn.g_00237	Syas.g_01292
OG0000824	Prbn.g_00240	Syas.g_01297
OG0000825	Prbn.g_00241	Syas.g_01298
OG0000826	Prbn.g_00242	Syas.g_01299
OG0000827	Prbn.g_00243	Syas.g_01300
OG0000828	Prbn.g_00246	Syas.g_01303
OG0000829	Prbn.g_00247	Syas.g_01304
OG0000830	Prbn.g_00248	Syas.g_01305
OG0000831	Prbn.g_00250	Syas.g_01308
OG0000832	Prbn.g_00260	Syas.g_01476
OG0000833	Prbn.g_00269	Syas.g_02738
OG0000834	Prbn.g_00270	Syas.g_02737
OG0000835	Prbn.g_00271	Syas.g_02736
OG0000836	Prbn.g_00272	Syas.g_02732
OG0000837	Prbn.g_00273	Syas.g_02731
OG0000838	Prbn.g_00275	Syas.g_02727
OG0000839	Prbn.g_00276	Syas.g_02726
OG0000840	Prbn.g_00277	Syas.g_02725
OG0000841	Prbn.g_00278	Syas.g_02724
OG0000842	Prbn.g_00279	Syas.g_02723
OG0000843	Prbn.g_00280	Syas.g_02722
OG0000844	Prbn.g_00281	Syas.g_02720
OG0000845	Prbn.g_00282	Syas.g_02719
OG0000846	Prbn.g_00283	Syas.g_02718
OG0000847	Prbn.g_00284	Syas.g_02717
OG0000848	Prbn.g_00285	Syas.g_02715
OG0000849	Prbn.g_00286	Syas.g_02714
OG0000850	Prbn.g_00288	Syas.g_02711
OG0000851	Prbn.g_00289	Syas.g_02708
OG0000852	Prbn.g_00904	Syas.g_02707
OG0000853	Prbn.g_00898	Syas.g_02703
OG0000854	Prbn.g_00896	Syas.g_02701
OG0000855	Prbn.g_00895	Syas.g_02700
OG0000856	Prbn.g_00486	Syas.g_00103
OG0000857	Prbn.g_01531	Syas.g_00579
OG0000858	Prbn.g_01738	Syas.g_02693
OG0000859	Prbn.g_01739	Syas.g_02692
OG0000860	Prbn.g_01747	Syas.g_02679
OG0000861	Prbn.g_01748	Syas.g_02678
OG0000862	Prbn.g_01749	Syas.g_02677
OG0000863	Prbn.g_01751	Syas.g_02675
OG0000864	Prbn.g_01752	Syas.g_02674
OG0000865	Prbn.g_01753	Syas.g_02673
OG0000866	Prbn.g_01754	Syas.g_02672
OG0000867	Prbn.g_01755	Syas.g_02671
OG0000868	Prbn.g_01757	Syas.g_02667
OG0000869	Prbn.g_01760	Syas.g_02662
OG0000870	Prbn.g_01765	Syas.g_02657
OG0000871	Prbn.g_01766	Syas.g_02656
OG0000872	Prbn.g_01767	Syas.g_02650
OG0000873	Prbn.g_01771	Syas.g_02647
OG0000874	Prbn.g_01774	Syas.g_02645
OG0000875	Prbn.g_01775	Syas.g_02644
OG0000876	Prbn.g_01776	Syas.g_00280
OG0000877	Prbn.g_01778	Syas.g_02603
OG0000878	Prbn.g_01779	Syas.g_02602
OG0000879	Prbn.g_01780	Syas.g_02601
OG0000880	Prbn.g_01781	Syas.g_02600
OG0000881	Prbn.g_01785	Syas.g_02596
OG0000882	Prbn.g_01790	Syas.g_02591
OG0000883	Prbn.g_01792	Syas.g_02586
OG0000884	Prbn.g_01794	Syas.g_02584
OG0000885	Prbn.g_01795	Syas.g_02583
OG0000886	Prbn.g_01796	Syas.g_02582
OG0000887	Prbn.g_01797	Syas.g_02581
OG0000888	Prbn.g_01799	Syas.g_02579
OG0000889	Prbn.g_01801	Syas.g_02577
OG0000890	Prbn.g_01802	Syas.g_02574
OG0000891	Prbn.g_01803	Syas.g_02573
OG0000892	Prbn.g_01805	Syas.g_02571
OG0000893	Prbn.g_01809	Syas.g_01677
OG0000894	Prbn.g_01812	Syas.g_01667
OG0000895	Prbn.g_01816	Syas.g_01663
OG0000896	Prbn.g_01817	Syas.g_01662
OG0000897	Prbn.g_01819	Syas.g_01660
OG0000898	Prbn.g_01820	Syas.g_01659
OG0000899	Prbn.g_01821	Syas.g_01658
OG0000900	Prbn.g_01822	Syas.g_01657
OG0000901	Prbn.g_01825	Syas.g_01652
OG0000902	Prbn.g_01827	Syas.g_01651
OG0000903	Prbn.g_01831	Syas.g_01637
OG0000904	Prbn.g_01835	Syas.g_01642
OG0000905	Prbn.g_01829	Syas.g_01647
OG0000906	Prbn.g_01828	Syas.g_01649
OG0000907	Prbn.g_01838	Syas.g_01635
OG0000908	Prbn.g_01841	Syas.g_01632
OG0000909	Prbn.g_01842	Syas.g_01631
OG0000910	Prbn.g_01843	Syas.g_01630
OG0000911	Prbn.g_01845	Syas.g_01628
OG0000912	Prbn.g_01846	Syas.g_01627
OG0000913	Prbn.g_01847	Syas.g_01626
OG0000914	Prbn.g_01848	Syas.g_01625
OG0000915	Prbn.g_01849	Syas.g_01623
OG0000916	Prbn.g_01850	Syas.g_01622
OG0000917	Prbn.g_01851	Syas.g_01621
OG0000918	Prbn.g_01852	Syas.g_01620
OG0000919	Prbn.g_01853	Syas.g_01619
OG0000920	Prbn.g_01854	Syas.g_01618
OG0000921	Prbn.g_01855	Syas.g_01617
OG0000922	Prbn.g_01856	Syas.g_01616
OG0000923	Prbn.g_01860	Syas.g_01612
OG0000924	Prbn.g_01861	Syas.g_01611
OG0000925	Prbn.g_01862	Syas.g_01610
OG0000926	Prbn.g_01863	Syas.g_01609
OG0000927	Prbn.g_01865	Syas.g_01607
OG0000928	Prbn.g_01866	Syas.g_01606
OG0000929	Prbn.g_01867	Syas.g_01605
OG0000930	Prbn.g_01868	Syas.g_01604
OG0000931	Prbn.g_01869	Syas.g_01603
OG0000932	Prbn.g_01870	Syas.g_01602
OG0000933	Prbn.g_01874	Syas.g_01596
OG0000934	Prbn.g_01876	Syas.g_01594
OG0000935	Prbn.g_01877	Syas.g_01593
OG0000936	Prbn.g_01878	Syas.g_01592
OG0000937	Prbn.g_01879	Syas.g_01591
OG0000938	Prbn.g_01882	Syas.g_01588
OG0000939	Prbn.g_01883	Syas.g_01587
OG0000940	Prbn.g_01890	Syas.g_01580
OG0000941	Prbn.g_01892	Syas.g_01578
OG0000942	Prbn.g_01894	Syas.g_01576
OG0000943	Prbn.g_01895	Syas.g_01575
OG0000944	Prbn.g_01897	Syas.g_01573
OG0000945	Prbn.g_01898	Syas.g_01572
OG0000946	Prbn.g_01903	Syas.g_01565
OG0000947	Prbn.g_01905	Syas.g_01562
OG0000948	Prbn.g_01906	Syas.g_01561
OG0000949	Prbn.g_01909	Syas.g_02213
OG0000950	Prbn.g_01916	Syas.g_02197
OG0000951	Prbn.g_01920	Syas.g_02190
OG0000952	Prbn.g_01015	Syas.g_02186
OG0000953	Prbn.g_01011	Syas.g_02182
OG0000954	Prbn.g_01007	Syas.g_02174
OG0000955	Prbn.g_01006	Syas.g_02173
OG0000956	Prbn.g_01004	Syas.g_02171
OG0000957	Prbn.g_00998	Syas.g_02158
OG0000958	Prbn.g_00997	Syas.g_02157
OG0000959	Prbn.g_00993	Syas.g_02154
OG0000960	Prbn.g_00992	Syas.g_02153
OG0000961	Prbn.g_00989	Syas.g_02345
OG0000962	Prbn.g_00987	Syas.g_02146
OG0000963	Prbn.g_00983	Syas.g_02143
OG0000964	Prbn.g_00982	Syas.g_02142
OG0000965	Prbn.g_00981	Syas.g_02141
OG0000966	Prbn.g_00975	Syas.g_02112
OG0000967	Prbn.g_00971	Syas.g_02108
OG0000968	Prbn.g_00969	Syas.g_02106
OG0000969	Prbn.g_00968	Syas.g_02104
OG0000970	Prbn.g_00967	Syas.g_02103
OG0000971	Prbn.g_00966	Syas.g_02101
OG0000972	Prbn.g_00965	Syas.g_02100
OG0000973	Prbn.g_00964	Syas.g_02099
OG0000974	Prbn.g_00963	Syas.g_02098
OG0000975	Prbn.g_00962	Syas.g_02097
OG0000976	Prbn.g_00961	Syas.g_02096
OG0000977	Prbn.g_00960	Syas.g_02094
OG0000978	Prbn.g_00959	Syas.g_02093
OG0000979	Prbn.g_00957	Syas.g_02090
OG0000980	Prbn.g_00955	Syas.g_02087
OG0000981	Prbn.g_00952	Syas.g_02084
OG0000982	Prbn.g_00950	Syas.g_01882
OG0000983	Prbn.g_00949	Syas.g_01883
OG0000984	Prbn.g_00948	Syas.g_01884
OG0000985	Prbn.g_00945	Syas.g_01888
OG0000986	Prbn.g_00943	Syas.g_01891
OG0000987	Prbn.g_00942	Syas.g_01897
OG0000988	Prbn.g_00939	Syas.g_01902
OG0000989	Prbn.g_00935	Syas.g_01908
OG0000990	Prbn.g_00931	Syas.g_01937
OG0000991	Prbn.g_00930	Syas.g_01939
OG0000992	Prbn.g_00927	Syas.g_01943
OG0000993	Prbn.g_00926	Syas.g_01945
OG0000994	Prbn.g_00925	Syas.g_01948
OG0000995	Prbn.g_00921	Syas.g_01955
OG0000996	Prbn.g_00920	Syas.g_01977
OG0000997	Prbn.g_00917	Syas.g_01993
OG0000998	Prbn.g_00915	Syas.g_01995
OG0000999	Prbn.g_00914	Syas.g_01996
OG0001000	Prbn.g_00911	Syas.g_02000
OG0001001	Prbn.g_00908	Syas.g_02006
OG0001002	Prbn.g_00291	Syas.g_02014
OG0001003	Prbn.g_00292	Syas.g_02016
OG0001004	Prbn.g_00293	Syas.g_02017
OG0001005	Prbn.g_00294	Syas.g_02018
OG0001006	Prbn.g_00298	Syas.g_02032
OG0001007	Prbn.g_00300	Syas.g_02034
OG0001008	Prbn.g_00676	Syas.g_01496
OG0001009	Prbn.g_00755	Syas.g_02065
OG0001010	Prbn.g_00754	Syas.g_02066
OG0001011	Prbn.g_00752	Syas.g_02068
OG0001012	Prbn.g_00738	Syas.g_00152
OG0001013	Prbn.g_00731	Syas.g_01866
OG0001014	Prbn.g_00728	Syas.g_01857
OG0001015	Prbn.g_00726	Syas.g_01856
OG0001016	Prbn.g_00704	Syas.g_02517
OG0001017	Prbn.g_01343	Syas.g_02511
OG0001018	Prbn.g_01341	Syas.g_02509
OG0001019	Prbn.g_01332	Syas.g_02469
OG0001020	Prbn.g_01331	Syas.g_02443
OG0001021	Prbn.g_01330	Syas.g_02437
OG0001022	Prbn.g_01327	Syas.g_02434
OG0001023	Prbn.g_01326	Syas.g_02433
OG0001024	Prbn.g_01322	Syas.g_00135
OG0001025	Prbn.g_01315	Syas.g_02424
OG0001026	Prbn.g_01306	Syas.g_02412
OG0001027	Prbn.g_01305	Syas.g_02408
OG0001028	Prbn.g_01303	Syas.g_02405
OG0001029	Prbn.g_01302	Syas.g_02403
OG0001030	Prbn.g_01286	Syas.g_02384
OG0001031	Prbn.g_00367	Syas.g_02293
OG0001032	Prbn.g_00366	Syas.g_02290
OG0001033	Prbn.g_00345	Syas.g_02239
OG0001034	Prbn.g_00314	Syas.g_02556
OG0001035	Prbn.g_00021	Syas.g_01704
OG0001036	Prbn.g_00025	Syas.g_01709
OG0001037	Prbn.g_00026	Syas.g_01711
OG0001038	Prbn.g_00045	Syas.g_01751
OG0001039	Prbn.g_00048	Syas.g_01754
OG0001041	Prbn.g_00055	Syas.g_01761
OG0001042	Prbn.g_00072	Syas.g_01821
OG0001043	Prbn.g_00073	Syas.g_01817
OG0001044	Prbn.g_00104	Syas.g_01542
OG0001045	Prbn.g_00113	Syas.g_01529
OG0001046	Prbn.g_01697	Syas.g_00532
OG0001047	Prbn.g_00674	Syas.g_01494
OG0001048	Prbn.g_00673	Syas.g_01493
OG0001049	Prbn.g_00671	Syas.g_02742
OG0001050	Prbn.g_00670	Syas.g_02743
OG0001051	Prbn.g_00669	Syas.g_02744
OG0001052	Prbn.g_00643	Syas.g_01337
OG0001053	Prbn.g_00631	Syas.g_01250
OG0001054	Prbn.g_00616	Syas.g_01231
OG0001055	Prbn.g_00597	Syas.g_01210
OG0001056	Prbn.g_00580	Syas.g_00068
OG0001057	Prbn.g_00575	Syas.g_00763
OG0001058	Prbn.g_00567	Syas.g_00787
OG0001059	Prbn.g_00563	Syas.g_00791
OG0001060	Prbn.g_00557	Syas.g_00797
OG0001061	Prbn.g_00542	Syas.g_00816
OG0001062	Prbn.g_00540	Syas.g_00819
OG0001063	Prbn.g_00538	Syas.g_00830
OG0001064	Prbn.g_00537	Syas.g_00831
OG0001065	Prbn.g_00536	Syas.g_00832
OG0001066	Prbn.g_00535	Syas.g_00833
OG0001067	Prbn.g_00534	Syas.g_00834
OG0001068	Prbn.g_00533	Syas.g_00835
OG0001069	Prbn.g_00532	Syas.g_00836
OG0001070	Prbn.g_00528	Syas.g_00840
OG0001071	Prbn.g_00527	Syas.g_00841
OG0001072	Prbn.g_00525	Syas.g_00844
OG0001073	Prbn.g_00511	Syas.g_00855
OG0001074	Prbn.g_00499	Syas.g_00157
OG0001075	Prbn.g_00498	Syas.g_00163
OG0001076	Prbn.g_00491	Syas.g_00113
OG0001077	Prbn.g_00485	Syas.g_00101
OG0001078	Prbn.g_00427	Syas.g_00745
OG0001079	Prbn.g_00439	Syas.g_00729
OG0001080	Prbn.g_00445	Syas.g_00717
OG0001081	Prbn.g_00447	Syas.g_00715
OG0001082	Prbn.g_00448	Syas.g_00714
OG0001083	Prbn.g_00836	Syas.g_00707
OG0001084	Prbn.g_00837	Syas.g_00706
OG0001085	Prbn.g_01594	Syas.g_00693
OG0001086	Prbn.g_01593	Syas.g_00691
OG0001087	Prbn.g_01575	Syas.g_00071
OG0001088	Prbn.g_01574	Syas.g_01060
OG0001089	Prbn.g_01563	Syas.g_01039
OG0001090	Prbn.g_01553	Syas.g_00980
OG0001091	Prbn.g_00857	Syas.g_00979
OG0001092	Prbn.g_00858	Syas.g_00178
OG0001093	Prbn.g_00863	Syas.g_00184
OG0001095	Prbn.g_01533	Syas.g_00582
OG0001097	Prbn.g_01499	Syas.g_00243
OG0001098	Prbn.g_01480	Syas.g_00880
OG0001099	Prbn.g_01925	Syas.g_02404
OG0001100	Prbn.g_01630	Syas.g_00682
OG0001101	Prbn.g_01627	Syas.g_00680
OG0001102	Prbn.g_01624	Syas.g_00677
OG0001103	Prbn.g_01622	Syas.g_00675
OG0001104	Prbn.g_01599	Syas.g_00620
OG0001105	Prbn.g_01595	Syas.g_00617
OG0001106	Prbn.g_01427	Syas.g_00447
OG0001107	Prbn.g_01420	Syas.g_00459
OG0001108	Prbn.g_01416	Syas.g_00494
OG0001109	Prbn.g_01415	Syas.g_00496
OG0001110	Prbn.g_01413	Syas.g_00498
OG0001111	Prbn.g_01412	Syas.g_00500
OG0001112	Prbn.g_01411	Syas.g_00503
OG0001113	Prbn.g_01410	Syas.g_00504
OG0001114	Prbn.g_01409	Syas.g_00505
OG0001115	Prbn.g_01407	Syas.g_00527
OG0001116	Prbn.g_01406	Syas.g_00529
OG0001117	Prbn.g_01405	Syas.g_00530
OG0001118	Prbn.g_01404	Syas.g_00531
OG0001119	Prbn.g_01403	Syas.g_00533
OG0001120	Prbn.g_01401	Syas.g_00539
OG0001122	Prbn.g_01381	Syas.g_00222
OG0001123	Prbn.g_01375	Syas.g_00214
OG0001124	Prbn.g_01373	Syas.g_00212
OG0001125	Prbn.g_01371	Syas.g_00210
OG0001126	Prbn.g_01460	Syas.g_00991
OG0001127	Prbn.g_01461	Syas.g_00992
OG0001128	Prbn.g_01463	Syas.g_00995
OG0001129	Prbn.g_01464	Syas.g_00997
