Orthogroup	Syar	Prbf
OG0000538	Syar.g_01496	Prbf.g_01784
OG0000539	Syar.g_01497	Prbf.g_01785
OG0000540	Syar.g_01498	Prbf.g_01786
OG0000541	Syar.g_01499	Prbf.g_01787
OG0000542	Syar.g_01502	Prbf.g_01788
OG0000543	Syar.g_01504	Prbf.g_01790
OG0000544	Syar.g_01505	Prbf.g_01791
OG0000545	Syar.g_01507	Prbf.g_01793
OG0000546	Syar.g_01509	Prbf.g_01796
OG0000547	Syar.g_01511	Prbf.g_01798
OG0000548	Syar.g_01512	Prbf.g_01799
OG0000549	Syar.g_02693	Prbf.g_01801
OG0000550	Syar.g_02689	Prbf.g_01805
OG0000551	Syar.g_02684	Prbf.g_01808
OG0000552	Syar.g_02683	Prbf.g_01809
OG0000553	Syar.g_02679	Prbf.g_01810
OG0000554	Syar.g_02352	Prbf.g_01815
OG0000555	Syar.g_02336	Prbf.g_01823
OG0000556	Syar.g_02332	Prbf.g_01825
OG0000557	Syar.g_02328	Prbf.g_01826
OG0000558	Syar.g_02326	Prbf.g_01828
OG0000559	Syar.g_02322	Prbf.g_01832
OG0000560	Syar.g_02320	Prbf.g_01835
OG0000561	Syar.g_02319	Prbf.g_01836
OG0000562	Syar.g_02318	Prbf.g_01837
OG0000563	Syar.g_02317	Prbf.g_01838
OG0000564	Syar.g_02316	Prbf.g_01839
OG0000565	Syar.g_02312	Prbf.g_01841
OG0000566	Syar.g_02308	Prbf.g_01845
OG0000567	Syar.g_02304	Prbf.g_01849
OG0000568	Syar.g_02302	Prbf.g_01850
OG0000569	Syar.g_02301	Prbf.g_01851
OG0000570	Syar.g_02300	Prbf.g_01852
OG0000571	Syar.g_02298	Prbf.g_01854
OG0000572	Syar.g_02201	Prbf.g_01868
OG0000573	Syar.g_02191	Prbf.g_01874
OG0000574	Syar.g_02190	Prbf.g_01875
OG0000575	Syar.g_03180	Prbf.g_01879
OG0000576	Syar.g_02187	Prbf.g_01881
OG0000577	Syar.g_02186	Prbf.g_01882
OG0000578	Syar.g_02185	Prbf.g_01883
OG0000579	Syar.g_02184	Prbf.g_01884
OG0000580	Syar.g_02183	Prbf.g_01885
OG0000581	Syar.g_02175	Prbf.g_01888
OG0000582	Syar.g_02131	Prbf.g_01891
OG0000583	Syar.g_02132	Prbf.g_01892
OG0000584	Syar.g_02133	Prbf.g_01893
OG0000585	Syar.g_02170	Prbf.g_01895
OG0000586	Syar.g_02171	Prbf.g_01896
OG0000587	Syar.g_02173	Prbf.g_01897
OG0000588	Syar.g_02275	Prbf.g_01901
OG0000589	Syar.g_02261	Prbf.g_01903
OG0000590	Syar.g_02260	Prbf.g_01904
OG0000591	Syar.g_02246	Prbf.g_01908
OG0000592	Syar.g_02245	Prbf.g_01909
OG0000593	Syar.g_02414	Prbf.g_00979
OG0000594	Syar.g_02415	Prbf.g_00980
OG0000595	Syar.g_02416	Prbf.g_00981
OG0000596	Syar.g_02421	Prbf.g_00985
OG0000597	Syar.g_02424	Prbf.g_00988
OG0000598	Syar.g_02425	Prbf.g_00989
OG0000599	Syar.g_02428	Prbf.g_00992
OG0000600	Syar.g_02429	Prbf.g_00993
OG0000601	Syar.g_02430	Prbf.g_00994
OG0000602	Syar.g_02435	Prbf.g_00996
OG0000603	Syar.g_02436	Prbf.g_00997
OG0000604	Syar.g_02438	Prbf.g_00998
OG0000605	Syar.g_02440	Prbf.g_00999
OG0000606	Syar.g_02443	Prbf.g_01002
OG0000607	Syar.g_02446	Prbf.g_01005
OG0000608	Syar.g_02447	Prbf.g_01006
OG0000609	Syar.g_02470	Prbf.g_01007
OG0000610	Syar.g_01917	Prbf.g_01013
OG0000611	Syar.g_01914	Prbf.g_01016
OG0000612	Syar.g_01913	Prbf.g_01017
OG0000613	Syar.g_00712	Prbf.g_01290
OG0000614	Syar.g_02012, Syar.g_01344	Prbf.g_01269
OG0000615	Syar.g_02603	Prbf.g_01258
OG0000616	Syar.g_00454	Prbf.g_00404
OG0000617	Syar.g_01576	Prbf.g_01033
OG0000618	Syar.g_01575	Prbf.g_01034
OG0000619	Syar.g_01574	Prbf.g_01035
OG0000620	Syar.g_01569	Prbf.g_01038
OG0000621	Syar.g_01568	Prbf.g_01039
OG0000622	Syar.g_01566	Prbf.g_01040
OG0000623	Syar.g_01565	Prbf.g_01041
OG0000624	Syar.g_01564	Prbf.g_01043
OG0000625	Syar.g_01563	Prbf.g_01044
OG0000626	Syar.g_01562	Prbf.g_01045
OG0000627	Syar.g_01868	Prbf.g_01046
OG0000628	Syar.g_01869	Prbf.g_01047
OG0000629	Syar.g_01872	Prbf.g_01048
OG0000630	Syar.g_02586	Prbf.g_01051
OG0000631	Syar.g_02579	Prbf.g_01144
OG0000632	Syar.g_02578	Prbf.g_01143
OG0000633	Syar.g_02576	Prbf.g_01142
OG0000634	Syar.g_02635	Prbf.g_01249
OG0000635	Syar.g_02636	Prbf.g_01248
OG0000636	Syar.g_02638	Prbf.g_01246
OG0000637	Syar.g_02640	Prbf.g_01244
OG0000638	Syar.g_02641	Prbf.g_01243
OG0000639	Syar.g_02642	Prbf.g_01242
OG0000640	Syar.g_02643	Prbf.g_01241
OG0000641	Syar.g_02648	Prbf.g_01237
OG0000642	Syar.g_02649	Prbf.g_01236
OG0000643	Syar.g_02650	Prbf.g_01235
OG0000644	Syar.g_02651	Prbf.g_01234
OG0000645	Syar.g_02652	Prbf.g_01233
OG0000646	Syar.g_02655	Prbf.g_01231
OG0000647	Syar.g_02657	Prbf.g_01229
OG0000648	Syar.g_02659	Prbf.g_01227
OG0000649	Syar.g_02660	Prbf.g_01226
OG0000650	Syar.g_02661	Prbf.g_01225
OG0000651	Syar.g_02662	Prbf.g_01224
OG0000652	Syar.g_02663	Prbf.g_01223
OG0000653	Syar.g_02665	Prbf.g_01221
OG0000654	Syar.g_02666	Prbf.g_01220
OG0000655	Syar.g_02667	Prbf.g_01219
OG0000656	Syar.g_02479	Prbf.g_01216
OG0000657	Syar.g_01812	Prbf.g_01208
OG0000658	Syar.g_01815	Prbf.g_01206
OG0000659	Syar.g_01816	Prbf.g_01205
OG0000660	Syar.g_01820	Prbf.g_01201
OG0000661	Syar.g_03175, Syar.g_01822	Prbf.g_01199
OG0000662	Syar.g_01829	Prbf.g_01197
OG0000663	Syar.g_01832	Prbf.g_01195
OG0000664	Syar.g_01837	Prbf.g_01194
OG0000665	Syar.g_02774	Prbf.g_01188
OG0000666	Syar.g_01241	Prbf.g_01187
OG0000667	Syar.g_02346	Prbf.g_01183
OG0000668	Syar.g_01802	Prbf.g_00838
OG0000669	Syar.g_01627	Prbf.g_01331
OG0000670	Syar.g_01624	Prbf.g_01328
OG0000671	Syar.g_01622	Prbf.g_01325
OG0000672	Syar.g_01619	Prbf.g_01322
OG0000673	Syar.g_01615	Prbf.g_01319
OG0000674	Syar.g_01613	Prbf.g_01317
OG0000675	Syar.g_01612	Prbf.g_01316
OG0000676	Syar.g_01608	Prbf.g_01314
OG0000677	Syar.g_01607	Prbf.g_01313
OG0000678	Syar.g_02037	Prbf.g_01311
OG0000679	Syar.g_02606	Prbf.g_01307
OG0000680	Syar.g_02607	Prbf.g_01306
OG0000681	Syar.g_02610	Prbf.g_01303
OG0000682	Syar.g_02611	Prbf.g_01302
OG0000683	Syar.g_02612	Prbf.g_01301
OG0000684	Syar.g_02615	Prbf.g_01299
OG0000685	Syar.g_02617	Prbf.g_01297
OG0000686	Syar.g_02618	Prbf.g_01296
OG0000687	Syar.g_02619	Prbf.g_01295
OG0000688	Syar.g_02624	Prbf.g_01021
OG0000689	Syar.g_02626	Prbf.g_01022
OG0000690	Syar.g_02627	Prbf.g_01023
OG0000691	Syar.g_02628	Prbf.g_01024
OG0000692	Syar.g_02629	Prbf.g_01026
OG0000693	Syar.g_02631	Prbf.g_01027
OG0000694	Syar.g_02632	Prbf.g_01028
OG0000695	Syar.g_02573	Prbf.g_01140
OG0000696	Syar.g_02572	Prbf.g_01139
OG0000697	Syar.g_02570	Prbf.g_01138
OG0000698	Syar.g_02567	Prbf.g_01135
OG0000699	Syar.g_02566	Prbf.g_01134
OG0000700	Syar.g_02565	Prbf.g_01133
OG0000701	Syar.g_02564	Prbf.g_01132
OG0000702	Syar.g_02559	Prbf.g_01130
OG0000703	Syar.g_02557	Prbf.g_01129
OG0000704	Syar.g_02555	Prbf.g_01127
OG0000705	Syar.g_02547	Prbf.g_01124
OG0000706	Syar.g_02546	Prbf.g_01123
OG0000707	Syar.g_02545	Prbf.g_01122
OG0000708	Syar.g_02542	Prbf.g_01120
OG0000709	Syar.g_02534	Prbf.g_01116
OG0000710	Syar.g_02528	Prbf.g_01113
OG0000711	Syar.g_02499	Prbf.g_01095
OG0000712	Syar.g_02497	Prbf.g_01094
OG0000713	Syar.g_02496	Prbf.g_01093
OG0000714	Syar.g_02494	Prbf.g_01092
OG0000715	Syar.g_02492	Prbf.g_01090
OG0000716	Syar.g_02488	Prbf.g_01088
OG0000717	Syar.g_02487	Prbf.g_01087
OG0000718	Syar.g_02483	Prbf.g_01083
OG0000719	Syar.g_01804	Prbf.g_01081
OG0000720	Syar.g_01790	Prbf.g_01069
OG0000721	Syar.g_01788	Prbf.g_01065
OG0000722	Syar.g_01787	Prbf.g_01064
OG0000723	Syar.g_01560	Prbf.g_01060
OG0000724	Syar.g_01367, Syar.g_02120	Prbf.g_01165
OG0000725	Syar.g_01934	Prbf.g_01171
OG0000726	Syar.g_01935	Prbf.g_01172
OG0000727	Syar.g_01936	Prbf.g_01173
OG0000728	Syar.g_01938	Prbf.g_01175
OG0000729	Syar.g_00593	Prbf.g_00048
OG0000730	Syar.g_01115	Prbf.g_00876
OG0000731	Syar.g_01127	Prbf.g_01684
OG0000732	Syar.g_00522	Prbf.g_00453
OG0000733	Syar.g_02234	Prbf.g_00787
OG0000734	Syar.g_03128	Prbf.g_00902
OG0000735	Syar.g_01522	Prbf.g_00904
OG0000736	Syar.g_01523	Prbf.g_00905
OG0000737	Syar.g_01524	Prbf.g_00906
OG0000738	Syar.g_01530	Prbf.g_00910
OG0000739	Syar.g_01531	Prbf.g_00911
OG0000740	Syar.g_01532	Prbf.g_00912
OG0000741	Syar.g_01535	Prbf.g_00914
OG0000742	Syar.g_01538	Prbf.g_00917
OG0000743	Syar.g_01541	Prbf.g_00919
OG0000744	Syar.g_01542	Prbf.g_00920
OG0000745	Syar.g_01545	Prbf.g_00921
OG0000746	Syar.g_01549	Prbf.g_00923
OG0000747	Syar.g_01551	Prbf.g_00924
OG0000748	Syar.g_01945	Prbf.g_00928
OG0000749	Syar.g_01946	Prbf.g_00929
OG0000750	Syar.g_01947	Prbf.g_00930
OG0000751	Syar.g_01952	Prbf.g_00933
OG0000752	Syar.g_01954	Prbf.g_00935
OG0000753	Syar.g_01957	Prbf.g_00937
OG0000754	Syar.g_01963	Prbf.g_00940
OG0000755	Syar.g_01974	Prbf.g_00946
OG0000756	Syar.g_01975	Prbf.g_00947
OG0000757	Syar.g_01984	Prbf.g_00954
OG0000758	Syar.g_01985	Prbf.g_00955
OG0000759	Syar.g_01986	Prbf.g_00956
OG0000760	Syar.g_01987	Prbf.g_00957
OG0000761	Syar.g_01988	Prbf.g_00958
OG0000762	Syar.g_01992	Prbf.g_00959
OG0000763	Syar.g_01699	Prbf.g_00961
OG0000764	Syar.g_01700	Prbf.g_00962
OG0000765	Syar.g_01718	Prbf.g_00970
OG0000766	Syar.g_01719	Prbf.g_00971
OG0000767	Syar.g_01721	Prbf.g_00973
OG0000768	Syar.g_01722	Prbf.g_00974
OG0000769	Syar.g_01724	Prbf.g_00976
OG0000770	Syar.g_01727	Prbf.g_01914
OG0000771	Syar.g_01373	Prbf.g_00253
OG0000772	Syar.g_00746	Prbf.g_00767
OG0000773	Syar.g_02694	Prbf.g_00035
OG0000774	Syar.g_02771	Prbf.g_00033
OG0000775	Syar.g_02773	Prbf.g_00031
OG0000776	Syar.g_01755	Prbf.g_00030
OG0000777	Syar.g_01754	Prbf.g_00029
OG0000778	Syar.g_01753	Prbf.g_00028
OG0000779	Syar.g_02779	Prbf.g_00024
OG0000780	Syar.g_02781	Prbf.g_00023
OG0000781	Syar.g_02785	Prbf.g_00019
OG0000782	Syar.g_02786	Prbf.g_00018
OG0000783	Syar.g_02787	Prbf.g_00017
OG0000784	Syar.g_02788	Prbf.g_00016
OG0000785	Syar.g_02791	Prbf.g_00014
OG0000786	Syar.g_02795	Prbf.g_00011
OG0000787	Syar.g_02796	Prbf.g_00010
OG0000788	Syar.g_02331	Prbf.g_01782
OG0000789	Syar.g_02040	Prbf.g_00256
OG0000790	Syar.g_01456	Prbf.g_00100
OG0000791	Syar.g_01454	Prbf.g_00102
OG0000792	Syar.g_01453	Prbf.g_00103
OG0000793	Syar.g_01243	Prbf.g_00106
OG0000794	Syar.g_01242	Prbf.g_00107
OG0000795	Syar.g_01240	Prbf.g_00108
OG0000796	Syar.g_01236	Prbf.g_00112
OG0000797	Syar.g_01235	Prbf.g_00113
OG0000798	Syar.g_02701	Prbf.g_00312
OG0000799	Syar.g_02844	Prbf.g_00140
OG0000800	Syar.g_02843	Prbf.g_00141
OG0000801	Syar.g_02842	Prbf.g_00142
OG0000802	Syar.g_02825	Prbf.g_00144
OG0000803	Syar.g_02822	Prbf.g_00146
OG0000804	Syar.g_02819	Prbf.g_00147
OG0000805	Syar.g_02817	Prbf.g_00149
OG0000806	Syar.g_02815	Prbf.g_00151
OG0000807	Syar.g_02814	Prbf.g_00152
OG0000808	Syar.g_02813	Prbf.g_00153
OG0000809	Syar.g_02811	Prbf.g_00155
OG0000810	Syar.g_02810	Prbf.g_00156
OG0000811	Syar.g_02805	Prbf.g_00160
OG0000812	Syar.g_02803	Prbf.g_00162
OG0000813	Syar.g_02802	Prbf.g_00163
OG0000814	Syar.g_02800	Prbf.g_00165
OG0000815	Syar.g_02799	Prbf.g_00166
OG0000816	Syar.g_02797	Prbf.g_00168
OG0000817	Syar.g_02861	Prbf.g_00169
OG0000818	Syar.g_01418	Prbf.g_00174
OG0000819	Syar.g_01417	Prbf.g_00175
OG0000820	Syar.g_01416	Prbf.g_00176
OG0000821	Syar.g_01410	Prbf.g_00180
OG0000822	Syar.g_01408	Prbf.g_00181
OG0000823	Syar.g_00017, Syar.g_01407	Prbf.g_00182
OG0000824	Syar.g_01402	Prbf.g_00185
OG0000825	Syar.g_01401	Prbf.g_00186
OG0000826	Syar.g_01400	Prbf.g_00187
OG0000827	Syar.g_01399	Prbf.g_00188
OG0000828	Syar.g_01396	Prbf.g_00191
OG0000829	Syar.g_01395	Prbf.g_00192
OG0000830	Syar.g_01394	Prbf.g_00193
OG0000831	Syar.g_01391	Prbf.g_00195
OG0000832	Syar.g_01213	Prbf.g_00205
OG0000833	Syar.g_02877	Prbf.g_00214
OG0000834	Syar.g_02878	Prbf.g_00215
OG0000835	Syar.g_02879	Prbf.g_00216
OG0000836	Syar.g_02881	Prbf.g_00217
OG0000837	Syar.g_02882	Prbf.g_00218
OG0000838	Syar.g_02886	Prbf.g_00220
OG0000839	Syar.g_02887	Prbf.g_00221
OG0000840	Syar.g_02888	Prbf.g_00222
OG0000841	Syar.g_02889	Prbf.g_00223
OG0000842	Syar.g_02890	Prbf.g_00224
OG0000843	Syar.g_02891	Prbf.g_00225
OG0000844	Syar.g_02893	Prbf.g_00226
OG0000845	Syar.g_02894	Prbf.g_00227
OG0000846	Syar.g_02895	Prbf.g_00228
OG0000847	Syar.g_02896	Prbf.g_00229
OG0000848	Syar.g_02898	Prbf.g_00230
OG0000849	Syar.g_02899	Prbf.g_00231
OG0000850	Syar.g_02902	Prbf.g_00233
OG0000851	Syar.g_02905	Prbf.g_00234
OG0000852	Syar.g_02906	Prbf.g_00235
OG0000853	Syar.g_02910	Prbf.g_00241
OG0000854	Syar.g_02912	Prbf.g_00243
OG0000855	Syar.g_02913	Prbf.g_00244
OG0000856	Syar.g_02243	Prbf.g_01911
OG0000857	Syar.g_02656	Prbf.g_01230
OG0000858	Syar.g_02920	Prbf.g_00700
OG0000859	Syar.g_02921	Prbf.g_00699
OG0000860	Syar.g_02931	Prbf.g_00691
OG0000861	Syar.g_02932	Prbf.g_00690
OG0000862	Syar.g_02942	Prbf.g_00689
OG0000863	Syar.g_02944	Prbf.g_00687
OG0000864	Syar.g_02945	Prbf.g_00686
OG0000865	Syar.g_02946	Prbf.g_00685
OG0000866	Syar.g_02947	Prbf.g_00684
OG0000867	Syar.g_02948	Prbf.g_00683
OG0000868	Syar.g_02950	Prbf.g_00681
OG0000869	Syar.g_02955	Prbf.g_00678
OG0000870	Syar.g_02960	Prbf.g_00673
OG0000871	Syar.g_02961	Prbf.g_00672
OG0000872	Syar.g_02967	Prbf.g_00671
OG0000873	Syar.g_02970	Prbf.g_00668
OG0000874	Syar.g_02974	Prbf.g_00665
OG0000875	Syar.g_02975	Prbf.g_00664
OG0000876	Syar.g_01828	Prbf.g_00663
OG0000877	Syar.g_02977	Prbf.g_00661
OG0000878	Syar.g_02978	Prbf.g_00660
OG0000879	Syar.g_02979	Prbf.g_00659
OG0000880	Syar.g_02980	Prbf.g_00658
OG0000881	Syar.g_02984	Prbf.g_00654
OG0000882	Syar.g_02989	Prbf.g_00649
OG0000883	Syar.g_02992	Prbf.g_00647
OG0000884	Syar.g_02994	Prbf.g_00645
OG0000885	Syar.g_02995	Prbf.g_00644
OG0000886	Syar.g_02996	Prbf.g_00643
OG0000887	Syar.g_02998	Prbf.g_00642
OG0000888	Syar.g_03000	Prbf.g_00640
OG0000889	Syar.g_03002	Prbf.g_00638
OG0000890	Syar.g_03005	Prbf.g_00637
OG0000891	Syar.g_03006	Prbf.g_00636
OG0000892	Syar.g_03008	Prbf.g_00634
OG0000893	Syar.g_00150	Prbf.g_00630
OG0000894	Syar.g_00145	Prbf.g_00627
OG0000895	Syar.g_00141	Prbf.g_00623
OG0000896	Syar.g_00140	Prbf.g_00622
OG0000897	Syar.g_00138	Prbf.g_00620
OG0000898	Syar.g_00137	Prbf.g_00619
OG0000899	Syar.g_00136	Prbf.g_00618
OG0000900	Syar.g_00135	Prbf.g_00617
OG0000901	Syar.g_00130	Prbf.g_00614
OG0000902	Syar.g_01013	Prbf.g_00612
OG0000903	Syar.g_01026	Prbf.g_00608
OG0000904	Syar.g_01021	Prbf.g_00604
OG0000905	Syar.g_01018	Prbf.g_00610
OG0000906	Syar.g_01015	Prbf.g_00611
OG0000907	Syar.g_01028	Prbf.g_00601
OG0000908	Syar.g_01031	Prbf.g_00598
OG0000909	Syar.g_01032	Prbf.g_00597
OG0000910	Syar.g_01033	Prbf.g_00596
OG0000911	Syar.g_01035	Prbf.g_00594
OG0000912	Syar.g_01036	Prbf.g_00593
OG0000913	Syar.g_01037	Prbf.g_00592
OG0000914	Syar.g_01038	Prbf.g_00591
OG0000915	Syar.g_01040	Prbf.g_00590
OG0000916	Syar.g_01041	Prbf.g_00589
OG0000917	Syar.g_01042	Prbf.g_00588
OG0000918	Syar.g_01043	Prbf.g_00587
OG0000919	Syar.g_01044	Prbf.g_00586
OG0000920	Syar.g_01045	Prbf.g_00585
OG0000921	Syar.g_01046	Prbf.g_00584
OG0000922	Syar.g_01047	Prbf.g_00583
OG0000923	Syar.g_01051	Prbf.g_00579
OG0000924	Syar.g_01052	Prbf.g_00578
OG0000925	Syar.g_01053	Prbf.g_00577
OG0000926	Syar.g_01054	Prbf.g_00576
OG0000927	Syar.g_01056	Prbf.g_00574
OG0000928	Syar.g_01057	Prbf.g_00573
OG0000929	Syar.g_01058	Prbf.g_00572
OG0000930	Syar.g_01059	Prbf.g_00571
OG0000931	Syar.g_01060	Prbf.g_00570
OG0000932	Syar.g_01061	Prbf.g_00569
OG0000933	Syar.g_01066	Prbf.g_00565
OG0000934	Syar.g_01068	Prbf.g_00563
OG0000935	Syar.g_01069	Prbf.g_00562
OG0000936	Syar.g_01070	Prbf.g_00561
OG0000937	Syar.g_01071	Prbf.g_00560
OG0000938	Syar.g_01074	Prbf.g_00557
OG0000939	Syar.g_01075	Prbf.g_00556
OG0000940	Syar.g_01081	Prbf.g_00549
OG0000941	Syar.g_01083	Prbf.g_00547
OG0000942	Syar.g_01085	Prbf.g_00545
OG0000943	Syar.g_01086	Prbf.g_00544
OG0000944	Syar.g_01088	Prbf.g_00542
OG0000945	Syar.g_01089	Prbf.g_00541
OG0000946	Syar.g_01095	Prbf.g_00536
OG0000947	Syar.g_01098	Prbf.g_00534
OG0000948	Syar.g_01099	Prbf.g_00533
OG0000949	Syar.g_00283	Prbf.g_00530
OG0000950	Syar.g_00661	Prbf.g_00523
OG0000951	Syar.g_00656	Prbf.g_00519
OG0000952	Syar.g_00651	Prbf.g_00515
OG0000953	Syar.g_00248	Prbf.g_00511
OG0000954	Syar.g_00258	Prbf.g_00507
OG0000955	Syar.g_00259	Prbf.g_00506
OG0000956	Syar.g_00261	Prbf.g_00504
OG0000957	Syar.g_00610	Prbf.g_00498
OG0000958	Syar.g_00609	Prbf.g_00497
OG0000959	Syar.g_00605	Prbf.g_00493
OG0000960	Syar.g_00604	Prbf.g_00492
OG0000961	Syar.g_00094	Prbf.g_00488
OG0000962	Syar.g_00594	Prbf.g_00486
OG0000963	Syar.g_00590	Prbf.g_00482
OG0000964	Syar.g_00589	Prbf.g_00481
OG0000965	Syar.g_00588	Prbf.g_00480
OG0000966	Syar.g_00549	Prbf.g_00474
OG0000967	Syar.g_00545	Prbf.g_00470
OG0000968	Syar.g_00542	Prbf.g_00468
OG0000969	Syar.g_00540	Prbf.g_00467
OG0000970	Syar.g_00539	Prbf.g_00466
OG0000971	Syar.g_00537	Prbf.g_00465
OG0000972	Syar.g_00536	Prbf.g_00464
OG0000973	Syar.g_00535	Prbf.g_00463
OG0000974	Syar.g_00534	Prbf.g_00462
OG0000975	Syar.g_00533	Prbf.g_00461
OG0000976	Syar.g_00532	Prbf.g_00460
OG0000977	Syar.g_00530	Prbf.g_00459
OG0000978	Syar.g_00529	Prbf.g_00458
OG0000979	Syar.g_00526	Prbf.g_00456
OG0000980	Syar.g_00523	Prbf.g_00454
OG0000981	Syar.g_00520	Prbf.g_00451
OG0000982	Syar.g_00331	Prbf.g_00449
OG0000983	Syar.g_00332	Prbf.g_00448
OG0000984	Syar.g_00333	Prbf.g_00447
OG0000985	Syar.g_00337	Prbf.g_00444
OG0000986	Syar.g_00344	Prbf.g_00442
OG0000987	Syar.g_00346	Prbf.g_00441
OG0000988	Syar.g_00352	Prbf.g_00438
OG0000989	Syar.g_00377	Prbf.g_00434
OG0000990	Syar.g_00697	Prbf.g_00430
OG0000991	Syar.g_00700	Prbf.g_00429
OG0000992	Syar.g_00704	Prbf.g_00426
OG0000993	Syar.g_00705	Prbf.g_00425
OG0000994	Syar.g_00708	Prbf.g_00424
OG0000995	Syar.g_03212, Syar.g_00624	Prbf.g_00420
OG0000996	Syar.g_00861	Prbf.g_00419
OG0000997	Syar.g_00437	Prbf.g_00416
OG0000998	Syar.g_00439	Prbf.g_00414
OG0000999	Syar.g_00440	Prbf.g_00413
OG0001000	Syar.g_00955, Syar.g_00444	Prbf.g_00410
OG0001001	Syar.g_00450	Prbf.g_00407
OG0001002	Syar.g_00457	Prbf.g_00402
OG0001003	Syar.g_00459	Prbf.g_00401
OG0001004	Syar.g_00460	Prbf.g_00400
OG0001005	Syar.g_00461	Prbf.g_00399
OG0001006	Syar.g_00468	Prbf.g_00395
OG0001007	Syar.g_00470	Prbf.g_00393
OG0001008	Syar.g_01178, Syar.g_03274	Prbf.g_01721
OG0001009	Syar.g_00500	Prbf.g_01349
OG0001010	Syar.g_00501	Prbf.g_01350
OG0001011	Syar.g_00503	Prbf.g_01352
OG0001013	Syar.g_00906	Prbf.g_01373
OG0001014	Syar.g_00914	Prbf.g_01376
OG0001015	Syar.g_00915	Prbf.g_01378
OG0001017	Syar.g_03050	Prbf.g_01404
OG0001018	Syar.g_03052	Prbf.g_01406
OG0001019	Syar.g_03086	Prbf.g_01415
OG0001020	Syar.g_03092	Prbf.g_01416
OG0001021	Syar.g_03098	Prbf.g_01417
OG0001022	Syar.g_03102	Prbf.g_01420
OG0001023	Syar.g_03103	Prbf.g_01421
OG0001024	Syar.g_02276	Prbf.g_01425
OG0001025	Syar.g_03115	Prbf.g_01432
OG0001026	Syar.g_03131	Prbf.g_01441
OG0001027	Syar.g_00031	Prbf.g_01442
OG0001028	Syar.g_00034	Prbf.g_01444
OG0001029	Syar.g_00036	Prbf.g_01445
OG0001030	Syar.g_00058	Prbf.g_01461
OG0001031	Syar.g_00129	Prbf.g_01521
OG0001032	Syar.g_01011	Prbf.g_01522
OG0001033	Syar.g_00962	Prbf.g_01543
OG0001034	Syar.g_03022	Prbf.g_01574
OG0001035	Syar.g_00171	Prbf.g_01594
OG0001036	Syar.g_00193	Prbf.g_01598
OG0001037	Syar.g_00195	Prbf.g_01599
OG0001038	Syar.g_00223	Prbf.g_01618
OG0001039	Syar.g_00226	Prbf.g_01621
OG0001040	Syar.g_00229	Prbf.g_01623
OG0001041	Syar.g_00234	Prbf.g_01628
OG0001042	Syar.g_00831	Prbf.g_01645
OG0001043	Syar.g_00826	Prbf.g_01646
OG0001044	Syar.g_01117	Prbf.g_01677
OG0001045	Syar.g_01130	Prbf.g_01686
OG0001046	Syar.g_02514	Prbf.g_00741
OG0001047	Syar.g_01180	Prbf.g_01723
OG0001048	Syar.g_01181	Prbf.g_01724
OG0001049	Syar.g_02872	Prbf.g_01726
OG0001050	Syar.g_02871	Prbf.g_01727
OG0001051	Syar.g_02870	Prbf.g_01728
OG0001052	Syar.g_01269	Prbf.g_01754
OG0001053	Syar.g_01472	Prbf.g_01766
OG0001054	Syar.g_01492	Prbf.g_01781
OG0001055	Syar.g_01513	Prbf.g_01800
OG0001056	Syar.g_02349	Prbf.g_01817
OG0001057	Syar.g_02341	Prbf.g_01822
OG0001058	Syar.g_02324	Prbf.g_01830
OG0001059	Syar.g_00422	Prbf.g_01834
OG0001060	Syar.g_02315	Prbf.g_01840
OG0001061	Syar.g_02297	Prbf.g_01855
OG0001062	Syar.g_02294	Prbf.g_01857
OG0001063	Syar.g_02209	Prbf.g_01859
OG0001064	Syar.g_02208	Prbf.g_01860
OG0001065	Syar.g_02207	Prbf.g_01861
OG0001066	Syar.g_02206	Prbf.g_01862
OG0001067	Syar.g_02205	Prbf.g_01863
OG0001068	Syar.g_02204	Prbf.g_01864
OG0001069	Syar.g_02203	Prbf.g_01865
OG0001070	Syar.g_02200	Prbf.g_01869
OG0001071	Syar.g_02199	Prbf.g_01870
OG0001072	Syar.g_02195	Prbf.g_01872
OG0001073	Syar.g_02182	Prbf.g_01886
OG0001074	Syar.g_02031	Prbf.g_01898
OG0001075	Syar.g_02215	Prbf.g_01899
OG0001076	Syar.g_02253	Prbf.g_01906
OG0001077	Syar.g_02240	Prbf.g_01912
OG0001078	Syar.g_02419	Prbf.g_00983
OG0001079	Syar.g_02431	Prbf.g_00995
OG0001080	Syar.g_02442	Prbf.g_01001
OG0001081	Syar.g_02444	Prbf.g_01003
OG0001082	Syar.g_02445	Prbf.g_01004
OG0001083	Syar.g_02473	Prbf.g_01009
OG0001084	Syar.g_02474	Prbf.g_01010
OG0001085	Syar.g_01688	Prbf.g_01293
OG0001086	Syar.g_01686	Prbf.g_01292
OG0001087	Syar.g_02347	Prbf.g_01274
OG0001088	Syar.g_00431	Prbf.g_01273
OG0001089	Syar.g_01942	Prbf.g_01262
OG0001090	Syar.g_01582	Prbf.g_01252
OG0001091	Syar.g_01580	Prbf.g_01030
OG0001092	Syar.g_01578	Prbf.g_01031
OG0001093	Syar.g_01572	Prbf.g_01036
OG0001094	Syar.g_02633	Prbf.g_01029
OG0001095	Syar.g_02653	Prbf.g_01232
