Orthogroup	Syar	Pray
OG0000560	Syar.g_02320	Pray.g_01207
OG0000561	Syar.g_02319	Pray.g_01206
OG0000562	Syar.g_02318	Pray.g_01205
OG0000563	Syar.g_02317	Pray.g_01204
OG0000564	Syar.g_02316	Pray.g_01203
OG0000565	Syar.g_02312	Pray.g_01200
OG0000566	Syar.g_02308	Pray.g_01198
OG0000567	Syar.g_02304	Pray.g_01194
OG0000568	Syar.g_02302	Pray.g_01193
OG0000569	Syar.g_02301	Pray.g_01192
OG0000570	Syar.g_02300	Pray.g_01191
OG0000571	Syar.g_02298	Pray.g_01189
OG0000572	Syar.g_02201	Pray.g_01176
OG0000573	Syar.g_02191	Pray.g_01171
OG0000574	Syar.g_02190	Pray.g_01170
OG0000575	Syar.g_03180	Pray.g_01166
OG0000576	Syar.g_02187	Pray.g_01164
OG0000577	Syar.g_02186	Pray.g_01163
OG0000578	Syar.g_02185	Pray.g_01162
OG0000579	Syar.g_02184	Pray.g_01161
OG0000580	Syar.g_02183	Pray.g_01160
OG0000581	Syar.g_02175	Pray.g_01158
OG0000582	Syar.g_02131	Pray.g_01155
OG0000583	Syar.g_02132	Pray.g_01154
OG0000584	Syar.g_02133	Pray.g_01153
OG0000585	Syar.g_02170	Pray.g_01151
OG0000586	Syar.g_02171	Pray.g_01150
OG0000587	Syar.g_02173	Pray.g_01149
OG0000588	Syar.g_02275	Pray.g_01145
OG0000589	Syar.g_02261	Pray.g_01142
OG0000590	Syar.g_02260	Pray.g_01141
OG0000591	Syar.g_02246	Pray.g_01138
OG0000592	Syar.g_02245	Pray.g_01137
OG0000593	Syar.g_02414	Pray.g_01131
OG0000594	Syar.g_02415	Pray.g_01130
OG0000595	Syar.g_02416	Pray.g_01129
OG0000596	Syar.g_02421	Pray.g_01125
OG0000597	Syar.g_02424	Pray.g_01123
OG0000598	Syar.g_02425	Pray.g_01122
OG0000599	Syar.g_02428	Pray.g_01119
OG0000600	Syar.g_02429	Pray.g_01118
OG0000601	Syar.g_02430	Pray.g_01117
OG0000602	Syar.g_02435	Pray.g_01115
OG0000603	Syar.g_02436	Pray.g_01114
OG0000604	Syar.g_02438	Pray.g_01113
OG0000605	Syar.g_02440	Pray.g_01112
OG0000606	Syar.g_02443	Pray.g_01109
OG0000607	Syar.g_02446	Pray.g_01106
OG0000608	Syar.g_02447	Pray.g_01105
OG0000609	Syar.g_02470	Pray.g_01104
OG0000610	Syar.g_01917	Pray.g_01099
OG0000611	Syar.g_01914	Pray.g_01096
OG0000612	Syar.g_01913	Pray.g_01095
OG0000613	Syar.g_00712	Pray.g_01090
OG0000614	Syar.g_02012, Syar.g_01344	Pray.g_01071
OG0000615	Syar.g_02603	Pray.g_01063
OG0000616	Syar.g_00454	Pray.g_01059
OG0000617	Syar.g_01576	Pray.g_01034
OG0000618	Syar.g_01575	Pray.g_01033
OG0000619	Syar.g_01574	Pray.g_01032
OG0000620	Syar.g_01569	Pray.g_01029
OG0000621	Syar.g_01568	Pray.g_01028
OG0000622	Syar.g_01566	Pray.g_01027
OG0000623	Syar.g_01565	Pray.g_01026
OG0000624	Syar.g_01564	Pray.g_01025
OG0000625	Syar.g_01563	Pray.g_00269
OG0000626	Syar.g_01562	Pray.g_00270
OG0000627	Syar.g_01868	Pray.g_00271
OG0000628	Syar.g_01869	Pray.g_00272
OG0000629	Syar.g_01872	Pray.g_00273
OG0000630	Syar.g_02586	Pray.g_00276
OG0000631	Syar.g_02579	Pray.g_00339
OG0000632	Syar.g_02578	Pray.g_00340
OG0000633	Syar.g_02576	Pray.g_00341
OG0000634	Syar.g_02635	Pray.g_00344
OG0000635	Syar.g_02636	Pray.g_00345
OG0000636	Syar.g_02638	Pray.g_00347
OG0000637	Syar.g_02640	Pray.g_00349
OG0000638	Syar.g_02641	Pray.g_00350
OG0000639	Syar.g_02642	Pray.g_00351
OG0000640	Syar.g_02643	Pray.g_00352
OG0000641	Syar.g_02648	Pray.g_00356
OG0000642	Syar.g_02649	Pray.g_00357
OG0000643	Syar.g_02650	Pray.g_00358
OG0000644	Syar.g_02651	Pray.g_00359
OG0000645	Syar.g_02652	Pray.g_00360
OG0000646	Syar.g_02655	Pray.g_00362
OG0000647	Syar.g_02657	Pray.g_00363
OG0000648	Syar.g_02659	Pray.g_00365
OG0000649	Syar.g_02660	Pray.g_00366
OG0000650	Syar.g_02661	Pray.g_00367
OG0000651	Syar.g_02662	Pray.g_00368
OG0000652	Syar.g_02663	Pray.g_00369
OG0000653	Syar.g_02665	Pray.g_00371
OG0000654	Syar.g_02666	Pray.g_00372
OG0000655	Syar.g_02667	Pray.g_00373
OG0000656	Syar.g_02479	Pray.g_00376
OG0000657	Syar.g_01812	Pray.g_00384
OG0000658	Syar.g_01815	Pray.g_00385
OG0000659	Syar.g_01816	Pray.g_00386
OG0000660	Syar.g_01820	Pray.g_00390
OG0000661	Syar.g_03175, Syar.g_01822	Pray.g_00392
OG0000662	Syar.g_01829	Pray.g_00394
OG0000663	Syar.g_01832	Pray.g_00396
OG0000664	Syar.g_01837	Pray.g_00397
OG0000665	Syar.g_02774	Pray.g_00401
OG0000666	Syar.g_01241	Pray.g_00402
OG0000667	Syar.g_02346	Pray.g_00406
OG0000668	Syar.g_01802	Pray.g_00436
OG0000669	Syar.g_01627	Pray.g_00443
OG0000670	Syar.g_01624	Pray.g_00445
OG0000671	Syar.g_01622	Pray.g_00447
OG0000672	Syar.g_01619	Pray.g_00450
OG0000673	Syar.g_01615	Pray.g_00453
OG0000674	Syar.g_01613	Pray.g_00455
OG0000675	Syar.g_01612	Pray.g_00456
OG0000676	Syar.g_01608	Pray.g_00458
OG0000677	Syar.g_01607	Pray.g_00459
OG0000678	Syar.g_02037	Pray.g_00461
OG0000679	Syar.g_02606	Pray.g_00465
OG0000680	Syar.g_02607	Pray.g_00466
OG0000681	Syar.g_02610	Pray.g_00469
OG0000682	Syar.g_02611	Pray.g_00470
OG0000683	Syar.g_02612	Pray.g_00471
OG0000684	Syar.g_02615	Pray.g_00473
OG0000685	Syar.g_02617	Pray.g_00475
OG0000686	Syar.g_02618	Pray.g_00476
OG0000687	Syar.g_02619	Pray.g_00477
OG0000688	Syar.g_02624	Pray.g_00480
OG0000689	Syar.g_02626	Pray.g_00481
OG0000690	Syar.g_02627	Pray.g_00482
OG0000691	Syar.g_02628	Pray.g_00483
OG0000692	Syar.g_02629	Pray.g_00485
OG0000693	Syar.g_02631	Pray.g_00486
OG0000694	Syar.g_02632	Pray.g_00487
OG0000695	Syar.g_02573	Pray.g_00489
OG0000696	Syar.g_02572	Pray.g_00490
OG0000697	Syar.g_02570	Pray.g_00491
OG0000698	Syar.g_02567	Pray.g_00494
OG0000699	Syar.g_02566	Pray.g_00495
OG0000700	Syar.g_02565	Pray.g_00496
OG0000701	Syar.g_02564	Pray.g_00497
OG0000702	Syar.g_02559	Pray.g_00499
OG0000703	Syar.g_02557	Pray.g_00500
OG0000704	Syar.g_02555	Pray.g_00501
OG0000705	Syar.g_02547	Pray.g_00505
OG0000706	Syar.g_02546	Pray.g_00506
OG0000707	Syar.g_02545	Pray.g_00507
OG0000708	Syar.g_02542	Pray.g_00508
OG0000709	Syar.g_02534	Pray.g_00512
OG0000710	Syar.g_02528	Pray.g_00515
OG0000711	Syar.g_02499	Pray.g_00532
OG0000712	Syar.g_02497	Pray.g_00534
OG0000713	Syar.g_02496	Pray.g_00535
OG0000714	Syar.g_02494	Pray.g_00536
OG0000715	Syar.g_02492	Pray.g_00538
OG0000716	Syar.g_02488	Pray.g_00540
OG0000717	Syar.g_02487	Pray.g_00541
OG0000718	Syar.g_02483	Pray.g_00553
OG0000719	Syar.g_01804	Pray.g_00555
OG0000720	Syar.g_01790	Pray.g_00564
OG0000721	Syar.g_01788	Pray.g_00566
OG0000722	Syar.g_01787	Pray.g_00567
OG0000723	Syar.g_01560	Pray.g_00570
OG0000724	Syar.g_01367, Syar.g_02120	Pray.g_00579
OG0000725	Syar.g_01934	Pray.g_00585
OG0000726	Syar.g_01935	Pray.g_00586
OG0000727	Syar.g_01936	Pray.g_00587
OG0000728	Syar.g_01938	Pray.g_00589
OG0000729	Syar.g_00593	Pray.g_00634
OG0000730	Syar.g_01115	Pray.g_00132
OG0000731	Syar.g_01127	Pray.g_00128
OG0000732	Syar.g_00522	Pray.g_00118
OG0000733	Syar.g_02234	Pray.g_00096
OG0000734	Syar.g_03128	Pray.g_00079
OG0000735	Syar.g_01522	Pray.g_00077
OG0000736	Syar.g_01523	Pray.g_00076
OG0000737	Syar.g_01524	Pray.g_00075
OG0000738	Syar.g_01530	Pray.g_00071
OG0000739	Syar.g_01531	Pray.g_00070
OG0000740	Syar.g_01532	Pray.g_00069
OG0000741	Syar.g_01535	Pray.g_00068
OG0000742	Syar.g_01538	Pray.g_00065
OG0000743	Syar.g_01541	Pray.g_00063
OG0000744	Syar.g_01542	Pray.g_00062
OG0000745	Syar.g_01545	Pray.g_00060
OG0000746	Syar.g_01549	Pray.g_00058
OG0000747	Syar.g_01551	Pray.g_00057
OG0000748	Syar.g_01945	Pray.g_00054
OG0000749	Syar.g_01946	Pray.g_00053
OG0000750	Syar.g_01947	Pray.g_00052
OG0000751	Syar.g_01952	Pray.g_00050
OG0000752	Syar.g_01954	Pray.g_00048
OG0000753	Syar.g_01957	Pray.g_00045
OG0000754	Syar.g_01963	Pray.g_00042
OG0000755	Syar.g_01974	Pray.g_00039
OG0000756	Syar.g_01975	Pray.g_00038
OG0000757	Syar.g_01984	Pray.g_00032
OG0000758	Syar.g_01985	Pray.g_00031
OG0000759	Syar.g_01986	Pray.g_00030
OG0000760	Syar.g_01987	Pray.g_00029
OG0000761	Syar.g_01988	Pray.g_00028
OG0000762	Syar.g_01992	Pray.g_00027
OG0000763	Syar.g_01699	Pray.g_00025
OG0000764	Syar.g_01700	Pray.g_00024
OG0000765	Syar.g_01718	Pray.g_00015
OG0000766	Syar.g_01719	Pray.g_00014
OG0000767	Syar.g_01721	Pray.g_00012
OG0000768	Syar.g_01722	Pray.g_00011
OG0000769	Syar.g_01724	Pray.g_00009
OG0000770	Syar.g_01727	Pray.g_00007
OG0000771	Syar.g_01373	Pray.g_00250
OG0000772	Syar.g_00746	Pray.g_01895
OG0000773	Syar.g_02694	Pray.g_01879
OG0000774	Syar.g_02771	Pray.g_01877
OG0000775	Syar.g_02773	Pray.g_01875
OG0000776	Syar.g_01755	Pray.g_01874
OG0000777	Syar.g_01754	Pray.g_01873
OG0000778	Syar.g_01753	Pray.g_01872
OG0000779	Syar.g_02779	Pray.g_01868
OG0000780	Syar.g_02781	Pray.g_01867
OG0000781	Syar.g_02785	Pray.g_01864
OG0000782	Syar.g_02786	Pray.g_01863
OG0000783	Syar.g_02787	Pray.g_01862
OG0000784	Syar.g_02788	Pray.g_01861
OG0000785	Syar.g_02791	Pray.g_01859
OG0000786	Syar.g_02795	Pray.g_01857
OG0000787	Syar.g_02796	Pray.g_01856
OG0000788	Syar.g_02331	Pray.g_01842
OG0000789	Syar.g_02040	Pray.g_01839
OG0000790	Syar.g_01456	Pray.g_01824
OG0000791	Syar.g_01454	Pray.g_01822
OG0000792	Syar.g_01453	Pray.g_01821
OG0000793	Syar.g_01243	Pray.g_01818
OG0000794	Syar.g_01242	Pray.g_01817
OG0000795	Syar.g_01240	Pray.g_01816
OG0000796	Syar.g_01236	Pray.g_01812
OG0000797	Syar.g_01235	Pray.g_01811
OG0000798	Syar.g_02701	Pray.g_01799
OG0000799	Syar.g_02844	Pray.g_01740
OG0000800	Syar.g_02843	Pray.g_01739
OG0000801	Syar.g_02842	Pray.g_01738
OG0000802	Syar.g_02825	Pray.g_01736
OG0000803	Syar.g_02822	Pray.g_01734
OG0000804	Syar.g_02819	Pray.g_01733
OG0000805	Syar.g_02817	Pray.g_01731
OG0000806	Syar.g_02815	Pray.g_01729
OG0000807	Syar.g_02814	Pray.g_01728
OG0000808	Syar.g_02813	Pray.g_01727
OG0000809	Syar.g_02811	Pray.g_01724
OG0000810	Syar.g_02810	Pray.g_01723
OG0000811	Syar.g_02805	Pray.g_01719
OG0000812	Syar.g_02803	Pray.g_01717
OG0000813	Syar.g_02802	Pray.g_01716
OG0000814	Syar.g_02800	Pray.g_01714
OG0000815	Syar.g_02799	Pray.g_01713
OG0000816	Syar.g_02797	Pray.g_01711
OG0000817	Syar.g_02861	Pray.g_01710
OG0000818	Syar.g_01418	Pray.g_01705
OG0000819	Syar.g_01417	Pray.g_01704
OG0000820	Syar.g_01416	Pray.g_01703
OG0000821	Syar.g_01410	Pray.g_01699
OG0000822	Syar.g_01408	Pray.g_01698
OG0000823	Syar.g_00017, Syar.g_01407	Pray.g_01697
OG0000824	Syar.g_01402	Pray.g_01694
OG0000825	Syar.g_01401	Pray.g_01693
OG0000826	Syar.g_01400	Pray.g_01692
OG0000827	Syar.g_01399	Pray.g_01691
OG0000828	Syar.g_01396	Pray.g_01688
OG0000829	Syar.g_01395	Pray.g_01687
OG0000830	Syar.g_01394	Pray.g_01686
OG0000831	Syar.g_01391	Pray.g_01684
OG0000832	Syar.g_01213	Pray.g_01678
OG0000833	Syar.g_02877	Pray.g_01670
OG0000834	Syar.g_02878	Pray.g_01669
OG0000835	Syar.g_02879	Pray.g_01668
OG0000836	Syar.g_02881	Pray.g_01667
OG0000837	Syar.g_02882	Pray.g_01666
OG0000838	Syar.g_02886	Pray.g_01664
OG0000839	Syar.g_02887	Pray.g_01663
OG0000840	Syar.g_02888	Pray.g_01662
OG0000841	Syar.g_02889	Pray.g_01661
OG0000842	Syar.g_02890	Pray.g_01660
OG0000843	Syar.g_02891	Pray.g_01659
OG0000844	Syar.g_02893	Pray.g_01658
OG0000845	Syar.g_02894	Pray.g_01657
OG0000846	Syar.g_02895	Pray.g_01656
OG0000847	Syar.g_02896	Pray.g_01655
OG0000848	Syar.g_02898	Pray.g_01654
OG0000849	Syar.g_02899	Pray.g_01653
OG0000850	Syar.g_02902	Pray.g_01651
OG0000851	Syar.g_02905	Pray.g_01650
OG0000852	Syar.g_02906	Pray.g_01649
OG0000853	Syar.g_02910	Pray.g_01645
OG0000854	Syar.g_02912	Pray.g_01643
OG0000855	Syar.g_02913	Pray.g_01642
OG0000856	Syar.g_02243	Pray.g_01627
OG0000857	Syar.g_02656	Pray.g_01600
OG0000858	Syar.g_02920	Pray.g_01565
OG0000859	Syar.g_02921	Pray.g_01564
OG0000860	Syar.g_02931	Pray.g_01557
OG0000861	Syar.g_02932	Pray.g_01556
OG0000862	Syar.g_02942	Pray.g_01555
OG0000863	Syar.g_02944	Pray.g_01553
OG0000864	Syar.g_02945	Pray.g_01552
OG0000865	Syar.g_02946	Pray.g_01551
OG0000866	Syar.g_02947	Pray.g_01550
OG0000867	Syar.g_02948	Pray.g_01549
OG0000868	Syar.g_02950	Pray.g_01548
OG0000869	Syar.g_02955	Pray.g_01544
OG0000870	Syar.g_02960	Pray.g_01539
OG0000871	Syar.g_02961	Pray.g_01538
OG0000872	Syar.g_02967	Pray.g_01537
OG0000873	Syar.g_02970	Pray.g_01534
OG0000874	Syar.g_02974	Pray.g_01531
OG0000875	Syar.g_02975	Pray.g_01530
OG0000876	Syar.g_01828	Pray.g_01529
OG0000877	Syar.g_02977	Pray.g_01527
OG0000878	Syar.g_02978	Pray.g_01526
OG0000879	Syar.g_02979	Pray.g_01525
OG0000880	Syar.g_02980	Pray.g_01524
OG0000881	Syar.g_02984	Pray.g_01520
OG0000882	Syar.g_02989	Pray.g_01515
OG0000883	Syar.g_02992	Pray.g_01513
OG0000884	Syar.g_02994	Pray.g_01512
OG0000885	Syar.g_02995	Pray.g_01511
OG0000886	Syar.g_02996	Pray.g_01510
OG0000887	Syar.g_02998	Pray.g_01509
OG0000888	Syar.g_03000	Pray.g_01507
OG0000889	Syar.g_03002	Pray.g_01505
OG0000890	Syar.g_03005	Pray.g_01504
OG0000891	Syar.g_03006	Pray.g_01503
OG0000892	Syar.g_03008	Pray.g_01229
OG0000893	Syar.g_00150	Pray.g_01234
OG0000894	Syar.g_00145	Pray.g_01236
OG0000895	Syar.g_00141	Pray.g_01239
OG0000896	Syar.g_00140	Pray.g_01240
OG0000897	Syar.g_00138	Pray.g_01242
OG0000898	Syar.g_00137	Pray.g_01243
OG0000899	Syar.g_00136	Pray.g_01244
OG0000900	Syar.g_00135	Pray.g_01245
OG0000901	Syar.g_00130	Pray.g_01248
OG0000902	Syar.g_01013	Pray.g_01250
OG0000903	Syar.g_01026	Pray.g_01253
OG0000904	Syar.g_01021	Pray.g_01255
OG0000905	Syar.g_01018	Pray.g_01260
OG0000906	Syar.g_01015	Pray.g_01261
OG0000907	Syar.g_01028	Pray.g_01264
OG0000908	Syar.g_01031	Pray.g_01267
OG0000909	Syar.g_01032	Pray.g_01268
OG0000910	Syar.g_01033	Pray.g_01269
OG0000911	Syar.g_01035	Pray.g_01271
OG0000912	Syar.g_01036	Pray.g_01272
OG0000913	Syar.g_01037	Pray.g_01273
OG0000914	Syar.g_01038	Pray.g_01274
OG0000915	Syar.g_01040	Pray.g_01275
OG0000916	Syar.g_01041	Pray.g_01276
OG0000917	Syar.g_01042	Pray.g_01277
OG0000918	Syar.g_01043	Pray.g_01278
OG0000919	Syar.g_01044	Pray.g_01279
OG0000920	Syar.g_01045	Pray.g_01280
OG0000921	Syar.g_01046	Pray.g_01281
OG0000922	Syar.g_01047	Pray.g_01282
OG0000923	Syar.g_01051	Pray.g_01286
OG0000924	Syar.g_01052	Pray.g_01287
OG0000925	Syar.g_01053	Pray.g_01288
OG0000926	Syar.g_01054	Pray.g_01289
OG0000927	Syar.g_01056	Pray.g_01291
OG0000928	Syar.g_01057	Pray.g_01292
OG0000929	Syar.g_01058	Pray.g_01293
OG0000930	Syar.g_01059	Pray.g_01294
OG0000931	Syar.g_01060	Pray.g_01295
OG0000932	Syar.g_01061	Pray.g_01296
OG0000933	Syar.g_01066	Pray.g_01300
OG0000934	Syar.g_01068	Pray.g_01302
OG0000935	Syar.g_01069	Pray.g_01303
OG0000936	Syar.g_01070	Pray.g_01304
OG0000937	Syar.g_01071	Pray.g_01305
OG0000938	Syar.g_01074	Pray.g_01307
OG0000939	Syar.g_01075	Pray.g_01308
OG0000940	Syar.g_01081	Pray.g_01315
OG0000941	Syar.g_01083	Pray.g_01317
OG0000942	Syar.g_01085	Pray.g_01319
OG0000943	Syar.g_01086	Pray.g_01320
OG0000944	Syar.g_01088	Pray.g_01321
OG0000945	Syar.g_01089	Pray.g_01322
OG0000946	Syar.g_01095	Pray.g_01327
OG0000947	Syar.g_01098	Pray.g_01329
OG0000948	Syar.g_01099	Pray.g_01330
OG0000949	Syar.g_00283	Pray.g_01333
OG0000950	Syar.g_00661	Pray.g_01338
OG0000951	Syar.g_00656	Pray.g_01342
OG0000952	Syar.g_00651	Pray.g_01346
OG0000953	Syar.g_00248	Pray.g_01349
OG0000954	Syar.g_00258	Pray.g_01353
OG0000955	Syar.g_00259	Pray.g_01354
OG0000956	Syar.g_00261	Pray.g_01356
OG0000957	Syar.g_00610	Pray.g_01362
OG0000958	Syar.g_00609	Pray.g_01363
OG0000959	Syar.g_00605	Pray.g_01367
OG0000960	Syar.g_00604	Pray.g_01368
OG0000961	Syar.g_00094	Pray.g_01370
OG0000962	Syar.g_00594	Pray.g_01372
OG0000963	Syar.g_00590	Pray.g_01376
OG0000964	Syar.g_00589	Pray.g_01377
OG0000965	Syar.g_00588	Pray.g_01378
OG0000966	Syar.g_00549	Pray.g_01385
OG0000967	Syar.g_00545	Pray.g_01390
OG0000968	Syar.g_00542	Pray.g_01392
OG0000969	Syar.g_00540	Pray.g_01393
OG0000970	Syar.g_00539	Pray.g_01394
OG0000971	Syar.g_00537	Pray.g_01395
OG0000972	Syar.g_00536	Pray.g_01396
OG0000973	Syar.g_00535	Pray.g_01397
OG0000974	Syar.g_00534	Pray.g_01398
OG0000975	Syar.g_00533	Pray.g_01399
OG0000976	Syar.g_00532	Pray.g_01400
OG0000977	Syar.g_00530	Pray.g_01401
OG0000978	Syar.g_00529	Pray.g_01402
OG0000979	Syar.g_00526	Pray.g_01405
OG0000980	Syar.g_00523	Pray.g_01407
OG0000981	Syar.g_00520	Pray.g_01409
OG0000982	Syar.g_00331	Pray.g_01411
OG0000983	Syar.g_00332	Pray.g_01412
OG0000984	Syar.g_00333	Pray.g_01413
OG0000985	Syar.g_00337	Pray.g_01416
OG0000986	Syar.g_00344	Pray.g_01418
OG0000987	Syar.g_00346	Pray.g_01419
OG0000988	Syar.g_00352	Pray.g_01422
OG0000989	Syar.g_00377	Pray.g_01426
OG0000990	Syar.g_00697	Pray.g_01429
OG0000991	Syar.g_00700	Pray.g_01430
OG0000992	Syar.g_00704	Pray.g_01432
OG0000993	Syar.g_00705	Pray.g_01433
OG0000994	Syar.g_00708	Pray.g_01434
OG0000995	Syar.g_03212, Syar.g_00624	Pray.g_01438
OG0000996	Syar.g_00861	Pray.g_01439
OG0000997	Syar.g_00437	Pray.g_01440
OG0000998	Syar.g_00439	Pray.g_01442
OG0000999	Syar.g_00440	Pray.g_01443
OG0001000	Syar.g_00955, Syar.g_00444	Pray.g_01446
OG0001001	Syar.g_00450	Pray.g_01448
OG0001002	Syar.g_00457	Pray.g_01452
OG0001003	Syar.g_00459	Pray.g_01453
OG0001004	Syar.g_00460	Pray.g_01454
OG0001005	Syar.g_00461	Pray.g_01455
OG0001006	Syar.g_00468	Pray.g_01459
OG0001007	Syar.g_00470	Pray.g_01461
OG0001008	Syar.g_01178, Syar.g_03274	Pray.g_00927
OG0001009	Syar.g_00500	Pray.g_01489
OG0001010	Syar.g_00501	Pray.g_01490
OG0001011	Syar.g_00503	Pray.g_01491
OG0001013	Syar.g_00906	Pray.g_00235
OG0001014	Syar.g_00914	Pray.g_00232
OG0001015	Syar.g_00915	Pray.g_00231
OG0001017	Syar.g_03050	Pray.g_00212
OG0001018	Syar.g_03052	Pray.g_00209
OG0001019	Syar.g_03086	Pray.g_00200
OG0001020	Syar.g_03092	Pray.g_00199
OG0001021	Syar.g_03098	Pray.g_00198
OG0001022	Syar.g_03102	Pray.g_00195
OG0001023	Syar.g_03103	Pray.g_00194
OG0001024	Syar.g_02276	Pray.g_00191
OG0001025	Syar.g_03115	Pray.g_00185
OG0001026	Syar.g_03131	Pray.g_00178
OG0001027	Syar.g_00031	Pray.g_00177
OG0001028	Syar.g_00034	Pray.g_00175
OG0001029	Syar.g_00036	Pray.g_00174
OG0001030	Syar.g_00058	Pray.g_00159
OG0001031	Syar.g_00129	Pray.g_00667
OG0001032	Syar.g_01011	Pray.g_00668
OG0001033	Syar.g_00962	Pray.g_00689
OG0001034	Syar.g_03022	Pray.g_00717
OG0001035	Syar.g_00171	Pray.g_00735
OG0001036	Syar.g_00193	Pray.g_00739
OG0001037	Syar.g_00195	Pray.g_00740
OG0001038	Syar.g_00223	Pray.g_00757
OG0001039	Syar.g_00226	Pray.g_00760
OG0001040	Syar.g_00229	Pray.g_00762
OG0001041	Syar.g_00234	Pray.g_00766
OG0001042	Syar.g_00831	Pray.g_00782
OG0001043	Syar.g_00826	Pray.g_00783
OG0001044	Syar.g_01117	Pray.g_00811
OG0001045	Syar.g_01130	Pray.g_00820
OG0001046	Syar.g_02514	Pray.g_00857
OG0001047	Syar.g_01180	Pray.g_00929
OG0001048	Syar.g_01181	Pray.g_00930
OG0001049	Syar.g_02872	Pray.g_00932
OG0001050	Syar.g_02871	Pray.g_00933
OG0001051	Syar.g_02870	Pray.g_00934
OG0001052	Syar.g_01269	Pray.g_00961
OG0001053	Syar.g_01472	Pray.g_00973
OG0001054	Syar.g_01492	Pray.g_00989
OG0001055	Syar.g_01513	Pray.g_01008
OG0001056	Syar.g_02349	Pray.g_01225
OG0001057	Syar.g_02341	Pray.g_01220
OG0001058	Syar.g_02324	Pray.g_01212
OG0001059	Syar.g_00422	Pray.g_01208
OG0001060	Syar.g_02315	Pray.g_01201
OG0001061	Syar.g_02297	Pray.g_01188
OG0001062	Syar.g_02294	Pray.g_01186
OG0001063	Syar.g_02209	Pray.g_01184
OG0001064	Syar.g_02208	Pray.g_01183
OG0001065	Syar.g_02207	Pray.g_01182
OG0001066	Syar.g_02206	Pray.g_01181
OG0001067	Syar.g_02205	Pray.g_01180
OG0001068	Syar.g_02204	Pray.g_01179
OG0001069	Syar.g_02203	Pray.g_01178
OG0001070	Syar.g_02200	Pray.g_01175
OG0001071	Syar.g_02199	Pray.g_01174
OG0001072	Syar.g_02195	Pray.g_01173
OG0001073	Syar.g_02182	Pray.g_01159
OG0001074	Syar.g_02031	Pray.g_01148
OG0001075	Syar.g_02215	Pray.g_01147
OG0001076	Syar.g_02253	Pray.g_01139
OG0001077	Syar.g_02240	Pray.g_01135
OG0001078	Syar.g_02419	Pray.g_01127
OG0001079	Syar.g_02431	Pray.g_01116
OG0001080	Syar.g_02442	Pray.g_01110
OG0001081	Syar.g_02444	Pray.g_01108
OG0001082	Syar.g_02445	Pray.g_01107
OG0001083	Syar.g_02473	Pray.g_01102
OG0001084	Syar.g_02474	Pray.g_01101
OG0001085	Syar.g_01688	Pray.g_01093
OG0001086	Syar.g_01686	Pray.g_01092
OG0001087	Syar.g_02347	Pray.g_01075
OG0001088	Syar.g_00431	Pray.g_01074
OG0001089	Syar.g_01942	Pray.g_01066
OG0001090	Syar.g_01582	Pray.g_01039
OG0001091	Syar.g_01580	Pray.g_01037
OG0001092	Syar.g_01578	Pray.g_01036
OG0001093	Syar.g_01572	Pray.g_01031
OG0001094	Syar.g_02633	Pray.g_00342
OG0001095	Syar.g_02653	Pray.g_00361
OG0001096	Syar.g_02476	Pray.g_00374
OG0001097	Syar.g_01823	Pray.g_00393
OG0001098	Syar.g_01672	Pray.g_00408
OG0001099	Syar.g_00035	Pray.g_00440
OG0001100	Syar.g_01625	Pray.g_00444
OG0001101	Syar.g_01623	Pray.g_00446
OG0001102	Syar.g_01620	Pray.g_00449
OG0001103	Syar.g_01618	Pray.g_00451
OG0001104	Syar.g_02616	Pray.g_00474
OG0001105	Syar.g_02620	Pray.g_00478
OG0001106	Syar.g_02553	Pray.g_00502
OG0001107	Syar.g_02541	Pray.g_00509
OG0001109	Syar.g_02529	Pray.g_00514
OG0001110	Syar.g_02527	Pray.g_00516
OG0001111	Syar.g_02525	Pray.g_00517
OG0001112	Syar.g_02523	Pray.g_00518
OG0001113	Syar.g_02522	Pray.g_00519
OG0001114	Syar.g_02521	Pray.g_00520
OG0001115	Syar.g_02519	Pray.g_00522
OG0001116	Syar.g_02517	Pray.g_00523
OG0001117	Syar.g_02516	Pray.g_00524
OG0001118	Syar.g_02515	Pray.g_00525
OG0001119	Syar.g_02513	Pray.g_00526
OG0001120	Syar.g_02507	Pray.g_00528
OG0001122	Syar.g_01803	Pray.g_00556
OG0001123	Syar.g_01796	Pray.g_00560
OG0001124	Syar.g_01793	Pray.g_00562
OG0001125	Syar.g_01791	Pray.g_00563
OG0001126	Syar.g_01375	Pray.g_00573
OG0001127	Syar.g_01374	Pray.g_00574
OG0001128	Syar.g_01371	Pray.g_00576
OG0001129	Syar.g_01369	Pray.g_00577
OG0001130	Syar.g_01368	Pray.g_00578
OG0001131	Syar.g_02448	Pray.g_00614
OG0001132	Syar.g_00684	Pray.g_00623
OG0001133	Syar.g_02249	Pray.g_00112
OG0001134	Syar.g_02235	Pray.g_00097
OG0001135	Syar.g_02232	Pray.g_00094
OG0001136	Syar.g_01536	Pray.g_00067
OG0001137	Syar.g_01944	Pray.g_00055
OG0001138	Syar.g_01977	Pray.g_00037
OG0001139	Syar.g_01980	Pray.g_00036
OG0001140	Syar.g_01981	Pray.g_00035
OG0001141	Syar.g_01982	Pray.g_00034
OG0001142	Syar.g_01983	Pray.g_00033
OG0001143	Syar.g_01698	Pray.g_00026
