Orthogroup	Syar	Prai
OG0000564	Syar.g_02316	Prai.g_00586
OG0000565	Syar.g_02312	Prai.g_00589
OG0000566	Syar.g_02308	Prai.g_00592
OG0000567	Syar.g_02304	Prai.g_00596
OG0000568	Syar.g_02302	Prai.g_00597
OG0000569	Syar.g_02301	Prai.g_00598
OG0000570	Syar.g_02300	Prai.g_00599
OG0000571	Syar.g_02298	Prai.g_00601
OG0000572	Syar.g_02201	Prai.g_00614
OG0000573	Syar.g_02191	Prai.g_00620
OG0000574	Syar.g_02190	Prai.g_00621
OG0000575	Syar.g_03180	Prai.g_00625
OG0000576	Syar.g_02187	Prai.g_00627
OG0000577	Syar.g_02186	Prai.g_00628
OG0000578	Syar.g_02185	Prai.g_00629
OG0000579	Syar.g_02184	Prai.g_00630
OG0000580	Syar.g_02183	Prai.g_00631
OG0000581	Syar.g_02175	Prai.g_00633
OG0000582	Syar.g_02131	Prai.g_00636
OG0000583	Syar.g_02132	Prai.g_00637
OG0000584	Syar.g_02133	Prai.g_00638
OG0000585	Syar.g_02170	Prai.g_00640
OG0000586	Syar.g_02171	Prai.g_00641
OG0000587	Syar.g_02173	Prai.g_00642
OG0000588	Syar.g_02275	Prai.g_00646
OG0000589	Syar.g_02261	Prai.g_00650
OG0000590	Syar.g_02260	Prai.g_00651
OG0000591	Syar.g_02246	Prai.g_00654
OG0000592	Syar.g_02245	Prai.g_00655
OG0000593	Syar.g_02414	Prai.g_00661
OG0000594	Syar.g_02415	Prai.g_00662
OG0000595	Syar.g_02416	Prai.g_00663
OG0000596	Syar.g_02421	Prai.g_00667
OG0000597	Syar.g_02424	Prai.g_00669
OG0000598	Syar.g_02425	Prai.g_00670
OG0000599	Syar.g_02428	Prai.g_00673
OG0000600	Syar.g_02429	Prai.g_00674
OG0000601	Syar.g_02430	Prai.g_00675
OG0000602	Syar.g_02435	Prai.g_00677
OG0000603	Syar.g_02436	Prai.g_00678
OG0000604	Syar.g_02438	Prai.g_00679
OG0000605	Syar.g_02440	Prai.g_00680
OG0000606	Syar.g_02443	Prai.g_00683
OG0000607	Syar.g_02446	Prai.g_00686
OG0000608	Syar.g_02447	Prai.g_00687
OG0000609	Syar.g_02470	Prai.g_00688
OG0000610	Syar.g_01917	Prai.g_00693
OG0000611	Syar.g_01914	Prai.g_00696
OG0000612	Syar.g_01913	Prai.g_00697
OG0000613	Syar.g_00712	Prai.g_00702
OG0000614	Syar.g_02012, Syar.g_01344	Prai.g_00721
OG0000615	Syar.g_02603	Prai.g_00729
OG0000616	Syar.g_00454	Prai.g_00732
OG0000617	Syar.g_01576	Prai.g_00754
OG0000618	Syar.g_01575	Prai.g_00755
OG0000619	Syar.g_01574	Prai.g_00756
OG0000620	Syar.g_01569	Prai.g_00759
OG0000621	Syar.g_01568	Prai.g_00760
OG0000622	Syar.g_01566	Prai.g_00761
OG0000623	Syar.g_01565	Prai.g_00762
OG0000624	Syar.g_01564	Prai.g_00763
OG0000625	Syar.g_01563	Prai.g_00764
OG0000626	Syar.g_01562	Prai.g_00765
OG0000627	Syar.g_01868	Prai.g_00766
OG0000628	Syar.g_01869	Prai.g_00767
OG0000629	Syar.g_01872	Prai.g_00768
OG0000630	Syar.g_02586	Prai.g_00771
OG0000631	Syar.g_02579	Prai.g_00857
OG0000632	Syar.g_02578	Prai.g_00856
OG0000633	Syar.g_02576	Prai.g_00855
OG0000634	Syar.g_02635	Prai.g_00852
OG0000635	Syar.g_02636	Prai.g_00851
OG0000636	Syar.g_02638	Prai.g_00849
OG0000637	Syar.g_02640	Prai.g_00847
OG0000638	Syar.g_02641	Prai.g_00846
OG0000639	Syar.g_02642	Prai.g_00845
OG0000640	Syar.g_02643	Prai.g_00844
OG0000641	Syar.g_02648	Prai.g_00839
OG0000642	Syar.g_02649	Prai.g_00838
OG0000643	Syar.g_02650	Prai.g_00837
OG0000644	Syar.g_02651	Prai.g_00836
OG0000645	Syar.g_02652	Prai.g_00835
OG0000646	Syar.g_02655	Prai.g_00833
OG0000647	Syar.g_02657	Prai.g_00832
OG0000648	Syar.g_02659	Prai.g_00830
OG0000649	Syar.g_02660	Prai.g_00829
OG0000650	Syar.g_02661	Prai.g_00828
OG0000651	Syar.g_02662	Prai.g_00827
OG0000652	Syar.g_02663	Prai.g_00826
OG0000653	Syar.g_02665	Prai.g_00824
OG0000654	Syar.g_02666	Prai.g_00823
OG0000655	Syar.g_02667	Prai.g_00822
OG0000656	Syar.g_02479	Prai.g_00819
OG0000657	Syar.g_01812	Prai.g_00811
OG0000658	Syar.g_01815	Prai.g_00810
OG0000659	Syar.g_01816	Prai.g_00809
OG0000660	Syar.g_01820	Prai.g_00805
OG0000661	Syar.g_03175, Syar.g_01822	Prai.g_00803
OG0000662	Syar.g_01829	Prai.g_00801
OG0000663	Syar.g_01832	Prai.g_00799
OG0000664	Syar.g_01837	Prai.g_00798
OG0000665	Syar.g_02774	Prai.g_00794
OG0000666	Syar.g_01241	Prai.g_00793
OG0000667	Syar.g_02346	Prai.g_00789
OG0000668	Syar.g_01802	Prai.g_01060
OG0000669	Syar.g_01627	Prai.g_01054
OG0000670	Syar.g_01624	Prai.g_01052
OG0000671	Syar.g_01622	Prai.g_01050
OG0000672	Syar.g_01619	Prai.g_01048
OG0000673	Syar.g_01615	Prai.g_01045
OG0000674	Syar.g_01613	Prai.g_01043
OG0000675	Syar.g_01612	Prai.g_01042
OG0000676	Syar.g_01608	Prai.g_01040
OG0000677	Syar.g_01607	Prai.g_01039
OG0000678	Syar.g_02037	Prai.g_01037
OG0000679	Syar.g_02606	Prai.g_01033
OG0000680	Syar.g_02607	Prai.g_01032
OG0000681	Syar.g_02610	Prai.g_01030
OG0000682	Syar.g_02611	Prai.g_01029
OG0000683	Syar.g_02612	Prai.g_01028
OG0000684	Syar.g_02615	Prai.g_01027
OG0000685	Syar.g_02617	Prai.g_01025
OG0000686	Syar.g_02618	Prai.g_01024
OG0000687	Syar.g_02619	Prai.g_01023
OG0000688	Syar.g_02624	Prai.g_01020
OG0000689	Syar.g_02626	Prai.g_01019
OG0000690	Syar.g_02627	Prai.g_01018
OG0000691	Syar.g_02628	Prai.g_01017
OG0000692	Syar.g_02629	Prai.g_01015
OG0000693	Syar.g_02631	Prai.g_01014
OG0000694	Syar.g_02632	Prai.g_01013
OG0000695	Syar.g_02573	Prai.g_01011
OG0000696	Syar.g_02572	Prai.g_01010
OG0000697	Syar.g_02570	Prai.g_01009
OG0000698	Syar.g_02567	Prai.g_01006
OG0000699	Syar.g_02566	Prai.g_01005
OG0000700	Syar.g_02565	Prai.g_01004
OG0000701	Syar.g_02564	Prai.g_01003
OG0000702	Syar.g_02559	Prai.g_01001
OG0000703	Syar.g_02557	Prai.g_01000
OG0000704	Syar.g_02555	Prai.g_00999
OG0000705	Syar.g_02547	Prai.g_00995
OG0000706	Syar.g_02546	Prai.g_00994
OG0000707	Syar.g_02545	Prai.g_00993
OG0000708	Syar.g_02542	Prai.g_00992
OG0000709	Syar.g_02534	Prai.g_00988
OG0000710	Syar.g_02528	Prai.g_00985
OG0000711	Syar.g_02499	Prai.g_00968
OG0000712	Syar.g_02497	Prai.g_00966
OG0000713	Syar.g_02496	Prai.g_00965
OG0000714	Syar.g_02494	Prai.g_00964
OG0000715	Syar.g_02492	Prai.g_00962
OG0000716	Syar.g_02488	Prai.g_00960
OG0000717	Syar.g_02487	Prai.g_00959
OG0000718	Syar.g_02483	Prai.g_00948
OG0000719	Syar.g_01804	Prai.g_00946
OG0000720	Syar.g_01790	Prai.g_00938
OG0000721	Syar.g_01788	Prai.g_00936
OG0000722	Syar.g_01787	Prai.g_00935
OG0000723	Syar.g_01560	Prai.g_00932
OG0000724	Syar.g_01367, Syar.g_02120	Prai.g_00923
OG0000725	Syar.g_01934	Prai.g_00917
OG0000726	Syar.g_01935	Prai.g_00916
OG0000727	Syar.g_01936	Prai.g_00915
OG0000728	Syar.g_01938	Prai.g_00913
OG0000729	Syar.g_00593	Prai.g_01109
OG0000730	Syar.g_01115	Prai.g_01113
OG0000731	Syar.g_01127	Prai.g_01117
OG0000732	Syar.g_00522	Prai.g_01126
OG0000733	Syar.g_02234	Prai.g_01144
OG0000734	Syar.g_03128	Prai.g_01157
OG0000735	Syar.g_01522	Prai.g_01159
OG0000736	Syar.g_01523	Prai.g_01160
OG0000737	Syar.g_01524	Prai.g_01161
OG0000738	Syar.g_01530	Prai.g_01165
OG0000739	Syar.g_01531	Prai.g_01166
OG0000740	Syar.g_01532	Prai.g_01167
OG0000741	Syar.g_01535	Prai.g_01168
OG0000742	Syar.g_01538	Prai.g_01170
OG0000743	Syar.g_01541	Prai.g_01172
OG0000744	Syar.g_01542	Prai.g_01173
OG0000745	Syar.g_01545	Prai.g_01174
OG0000746	Syar.g_01549	Prai.g_01176
OG0000747	Syar.g_01551	Prai.g_01177
OG0000748	Syar.g_01945	Prai.g_01180
OG0000749	Syar.g_01946	Prai.g_01181
OG0000750	Syar.g_01947	Prai.g_01182
OG0000751	Syar.g_01952	Prai.g_01184
OG0000752	Syar.g_01954	Prai.g_01186
OG0000753	Syar.g_01957	Prai.g_01189
OG0000754	Syar.g_01963	Prai.g_01192
OG0000755	Syar.g_01974	Prai.g_01196
OG0000756	Syar.g_01975	Prai.g_01197
OG0000757	Syar.g_01984	Prai.g_01204
OG0000758	Syar.g_01985	Prai.g_01205
OG0000759	Syar.g_01986	Prai.g_01206
OG0000760	Syar.g_01987	Prai.g_01207
OG0000761	Syar.g_01988	Prai.g_01208
OG0000762	Syar.g_01992	Prai.g_01209
OG0000763	Syar.g_01699	Prai.g_01211
OG0000764	Syar.g_01700	Prai.g_01212
OG0000765	Syar.g_01718	Prai.g_01221
OG0000766	Syar.g_01719	Prai.g_01222
OG0000767	Syar.g_01721	Prai.g_01224
OG0000768	Syar.g_01722	Prai.g_01225
OG0000769	Syar.g_01724	Prai.g_01227
OG0000770	Syar.g_01727	Prai.g_01229
OG0000771	Syar.g_01373	Prai.g_01238
OG0000772	Syar.g_00746	Prai.g_01310
OG0000773	Syar.g_02694	Prai.g_01325
OG0000774	Syar.g_02771	Prai.g_01327
OG0000775	Syar.g_02773	Prai.g_01330
OG0000776	Syar.g_01755	Prai.g_01331
OG0000777	Syar.g_01754	Prai.g_01332
OG0000778	Syar.g_01753	Prai.g_01333
OG0000779	Syar.g_02779	Prai.g_01337
OG0000780	Syar.g_02781	Prai.g_01338
OG0000781	Syar.g_02785	Prai.g_01341
OG0000782	Syar.g_02786	Prai.g_01342
OG0000783	Syar.g_02787	Prai.g_01343
OG0000784	Syar.g_02788	Prai.g_01344
OG0000785	Syar.g_02791	Prai.g_01346
OG0000786	Syar.g_02795	Prai.g_01348
OG0000787	Syar.g_02796	Prai.g_01349
OG0000788	Syar.g_02331	Prai.g_01358
OG0000789	Syar.g_02040	Prai.g_01360
OG0000790	Syar.g_01456	Prai.g_01375
OG0000791	Syar.g_01454	Prai.g_01377
OG0000792	Syar.g_01453	Prai.g_01378
OG0000793	Syar.g_01243	Prai.g_01381
OG0000794	Syar.g_01242	Prai.g_01382
OG0000795	Syar.g_01240	Prai.g_01383
OG0000796	Syar.g_01236	Prai.g_01387
OG0000797	Syar.g_01235	Prai.g_01388
OG0000798	Syar.g_02701	Prai.g_01395
OG0000799	Syar.g_02844	Prai.g_01445
OG0000800	Syar.g_02843	Prai.g_01446
OG0000801	Syar.g_02842	Prai.g_01447
OG0000802	Syar.g_02825	Prai.g_01449
OG0000803	Syar.g_02822	Prai.g_01451
OG0000804	Syar.g_02819	Prai.g_01452
OG0000805	Syar.g_02817	Prai.g_01454
OG0000806	Syar.g_02815	Prai.g_01456
OG0000807	Syar.g_02814	Prai.g_01457
OG0000808	Syar.g_02813	Prai.g_01458
OG0000809	Syar.g_02811	Prai.g_01461
OG0000810	Syar.g_02810	Prai.g_01462
OG0000811	Syar.g_02805	Prai.g_01466
OG0000812	Syar.g_02803	Prai.g_01468
OG0000813	Syar.g_02802	Prai.g_01469
OG0000814	Syar.g_02800	Prai.g_01471
OG0000815	Syar.g_02799	Prai.g_01472
OG0000816	Syar.g_02797	Prai.g_01474
OG0000817	Syar.g_02861	Prai.g_01475
OG0000818	Syar.g_01418	Prai.g_01480
OG0000819	Syar.g_01417	Prai.g_01481
OG0000820	Syar.g_01416	Prai.g_01482
OG0000821	Syar.g_01410	Prai.g_01485
OG0000822	Syar.g_01408	Prai.g_01486
OG0000823	Syar.g_00017, Syar.g_01407	Prai.g_01487
OG0000824	Syar.g_01402	Prai.g_01490
OG0000825	Syar.g_01401	Prai.g_01491
OG0000826	Syar.g_01400	Prai.g_01492
OG0000827	Syar.g_01399	Prai.g_01493
OG0000828	Syar.g_01396	Prai.g_01496
OG0000829	Syar.g_01395	Prai.g_01497
OG0000830	Syar.g_01394	Prai.g_01498
OG0000831	Syar.g_01391	Prai.g_01500
OG0000832	Syar.g_01213	Prai.g_01505
OG0000833	Syar.g_02877	Prai.g_01514
OG0000834	Syar.g_02878	Prai.g_01515
OG0000835	Syar.g_02879	Prai.g_01516
OG0000836	Syar.g_02881	Prai.g_01517
OG0000837	Syar.g_02882	Prai.g_01518
OG0000838	Syar.g_02886	Prai.g_01520
OG0000839	Syar.g_02887	Prai.g_01521
OG0000840	Syar.g_02888	Prai.g_01522
OG0000841	Syar.g_02889	Prai.g_01523
OG0000842	Syar.g_02890	Prai.g_01524
OG0000843	Syar.g_02891	Prai.g_01525
OG0000844	Syar.g_02893	Prai.g_01526
OG0000845	Syar.g_02894	Prai.g_01527
OG0000846	Syar.g_02895	Prai.g_01528
OG0000847	Syar.g_02896	Prai.g_01529
OG0000848	Syar.g_02898	Prai.g_01530
OG0000849	Syar.g_02899	Prai.g_01531
OG0000850	Syar.g_02902	Prai.g_01533
OG0000851	Syar.g_02905	Prai.g_01534
OG0000852	Syar.g_02906	Prai.g_01535
OG0000853	Syar.g_02910	Prai.g_01539
OG0000854	Syar.g_02912	Prai.g_01541
OG0000855	Syar.g_02913	Prai.g_01542
OG0000856	Syar.g_02243	Prai.g_01558
OG0000857	Syar.g_02656	Prai.g_01597
OG0000858	Syar.g_02920	Prai.g_01632
OG0000859	Syar.g_02921	Prai.g_01633
OG0000860	Syar.g_02931	Prai.g_01640
OG0000861	Syar.g_02932	Prai.g_01641
OG0000862	Syar.g_02942	Prai.g_01642
OG0000863	Syar.g_02944	Prai.g_01644
OG0000864	Syar.g_02945	Prai.g_01645
OG0000865	Syar.g_02946	Prai.g_01646
OG0000866	Syar.g_02947	Prai.g_01647
OG0000867	Syar.g_02948	Prai.g_01648
OG0000868	Syar.g_02950	Prai.g_01649
OG0000869	Syar.g_02955	Prai.g_01653
OG0000870	Syar.g_02960	Prai.g_01658
OG0000871	Syar.g_02961	Prai.g_01659
OG0000872	Syar.g_02967	Prai.g_01660
OG0000873	Syar.g_02970	Prai.g_01663
OG0000874	Syar.g_02974	Prai.g_01666
OG0000875	Syar.g_02975	Prai.g_01667
OG0000876	Syar.g_01828	Prai.g_01668
OG0000877	Syar.g_02977	Prai.g_01670
OG0000878	Syar.g_02978	Prai.g_01671
OG0000879	Syar.g_02979	Prai.g_01672
OG0000880	Syar.g_02980	Prai.g_01673
OG0000881	Syar.g_02984	Prai.g_01677
OG0000882	Syar.g_02989	Prai.g_01682
OG0000883	Syar.g_02992	Prai.g_01683
OG0000884	Syar.g_02994	Prai.g_01685
OG0000885	Syar.g_02995	Prai.g_01686
OG0000886	Syar.g_02996	Prai.g_01687
OG0000887	Syar.g_02998	Prai.g_01688
OG0000888	Syar.g_03000	Prai.g_01690
OG0000889	Syar.g_03002	Prai.g_01692
OG0000890	Syar.g_03005	Prai.g_01693
OG0000891	Syar.g_03006	Prai.g_01694
OG0000892	Syar.g_03008	Prai.g_01696
OG0000893	Syar.g_00150	Prai.g_01701
OG0000894	Syar.g_00145	Prai.g_01703
OG0000895	Syar.g_00141	Prai.g_01706
OG0000896	Syar.g_00140	Prai.g_01707
OG0000897	Syar.g_00138	Prai.g_01709
OG0000898	Syar.g_00137	Prai.g_01710
OG0000899	Syar.g_00136	Prai.g_01711
OG0000900	Syar.g_00135	Prai.g_01712
OG0000901	Syar.g_00130	Prai.g_01715
OG0000902	Syar.g_01013	Prai.g_01717
OG0000903	Syar.g_01026	Prai.g_01720
OG0000904	Syar.g_01021	Prai.g_01722
OG0000905	Syar.g_01018	Prai.g_01727
OG0000906	Syar.g_01015	Prai.g_01728
OG0000907	Syar.g_01028	Prai.g_01734
OG0000908	Syar.g_01031	Prai.g_01737
OG0000909	Syar.g_01032	Prai.g_01738
OG0000910	Syar.g_01033	Prai.g_01739
OG0000911	Syar.g_01035	Prai.g_01741
OG0000912	Syar.g_01036	Prai.g_01742
OG0000913	Syar.g_01037	Prai.g_01743
OG0000914	Syar.g_01038	Prai.g_01744
OG0000915	Syar.g_01040	Prai.g_01746
OG0000916	Syar.g_01041	Prai.g_01747
OG0000917	Syar.g_01042	Prai.g_01748
OG0000918	Syar.g_01043	Prai.g_01749
OG0000919	Syar.g_01044	Prai.g_01750
OG0000920	Syar.g_01045	Prai.g_01751
OG0000921	Syar.g_01046	Prai.g_01752
OG0000922	Syar.g_01047	Prai.g_01753
OG0000923	Syar.g_01051	Prai.g_01757
OG0000924	Syar.g_01052	Prai.g_01758
OG0000925	Syar.g_01053	Prai.g_01759
OG0000926	Syar.g_01054	Prai.g_01760
OG0000927	Syar.g_01056	Prai.g_01762
OG0000928	Syar.g_01057	Prai.g_01763
OG0000929	Syar.g_01058	Prai.g_01764
OG0000930	Syar.g_01059	Prai.g_01765
OG0000931	Syar.g_01060	Prai.g_01766
OG0000932	Syar.g_01061	Prai.g_01767
OG0000933	Syar.g_01066	Prai.g_01776
OG0000934	Syar.g_01068	Prai.g_01778
OG0000935	Syar.g_01069	Prai.g_01779
OG0000936	Syar.g_01070	Prai.g_01780
OG0000937	Syar.g_01071	Prai.g_01781
OG0000938	Syar.g_01074	Prai.g_01783
OG0000939	Syar.g_01075	Prai.g_01784
OG0000940	Syar.g_01081	Prai.g_01791
OG0000941	Syar.g_01083	Prai.g_01793
OG0000942	Syar.g_01085	Prai.g_01795
OG0000943	Syar.g_01086	Prai.g_01796
OG0000944	Syar.g_01088	Prai.g_01797
OG0000945	Syar.g_01089	Prai.g_01798
OG0000946	Syar.g_01095	Prai.g_01802
OG0000947	Syar.g_01098	Prai.g_01804
OG0000948	Syar.g_01099	Prai.g_01805
OG0000949	Syar.g_00283	Prai.g_01808
OG0000950	Syar.g_00661	Prai.g_01813
OG0000951	Syar.g_00656	Prai.g_01817
OG0000952	Syar.g_00651	Prai.g_01821
OG0000953	Syar.g_00248	Prai.g_01824
OG0000954	Syar.g_00258	Prai.g_01828
OG0000955	Syar.g_00259	Prai.g_01829
OG0000956	Syar.g_00261	Prai.g_01831
OG0000957	Syar.g_00610	Prai.g_01836
OG0000958	Syar.g_00609	Prai.g_01837
OG0000959	Syar.g_00605	Prai.g_01841
OG0000960	Syar.g_00604	Prai.g_01842
OG0000961	Syar.g_00094	Prai.g_01844
OG0000962	Syar.g_00594	Prai.g_01846
OG0000963	Syar.g_00590	Prai.g_01850
OG0000964	Syar.g_00589	Prai.g_01851
OG0000965	Syar.g_00588	Prai.g_01852
OG0000966	Syar.g_00549	Prai.g_01861
OG0000967	Syar.g_00545	Prai.g_01865
OG0000968	Syar.g_00542	Prai.g_01867
OG0000969	Syar.g_00540	Prai.g_01868
OG0000970	Syar.g_00539	Prai.g_01869
OG0000971	Syar.g_00537	Prai.g_01870
OG0000972	Syar.g_00536	Prai.g_01871
OG0000973	Syar.g_00535	Prai.g_01872
OG0000974	Syar.g_00534	Prai.g_01873
OG0000975	Syar.g_00533	Prai.g_01874
OG0000976	Syar.g_00532	Prai.g_01875
OG0000977	Syar.g_00530	Prai.g_01876
OG0000978	Syar.g_00529	Prai.g_01877
OG0000979	Syar.g_00526	Prai.g_01880
OG0000980	Syar.g_00523	Prai.g_01882
OG0000981	Syar.g_00520	Prai.g_01884
OG0000982	Syar.g_00331	Prai.g_01886
OG0000983	Syar.g_00332	Prai.g_01887
OG0000984	Syar.g_00333	Prai.g_01888
OG0000985	Syar.g_00337	Prai.g_01891
OG0000986	Syar.g_00344	Prai.g_01893
OG0000987	Syar.g_00346	Prai.g_01894
OG0000988	Syar.g_00352	Prai.g_01897
OG0000989	Syar.g_00377	Prai.g_01900
OG0000990	Syar.g_00697	Prai.g_01903
OG0000991	Syar.g_00700	Prai.g_01904
OG0000992	Syar.g_00704	Prai.g_01906
OG0000993	Syar.g_00705	Prai.g_01907
OG0000994	Syar.g_00708	Prai.g_01908
OG0000995	Syar.g_03212, Syar.g_00624	Prai.g_01912
OG0000996	Syar.g_00861	Prai.g_01913
OG0000997	Syar.g_00437	Prai.g_01914
OG0000998	Syar.g_00439	Prai.g_01916
OG0000999	Syar.g_00440	Prai.g_01917
OG0001000	Syar.g_00955, Syar.g_00444	Prai.g_01920
OG0001001	Syar.g_00450	Prai.g_01922
OG0001002	Syar.g_00457	Prai.g_01926
OG0001003	Syar.g_00459	Prai.g_01928
OG0001004	Syar.g_00460	Prai.g_01929
OG0001005	Syar.g_00461	Prai.g_01930
OG0001006	Syar.g_00468	Prai.g_01934
OG0001007	Syar.g_00470	Prai.g_01936
OG0001008	Syar.g_01178, Syar.g_03274	Prai.g_00468
OG0001009	Syar.g_00500	Prai.g_00027
OG0001010	Syar.g_00501	Prai.g_00028
OG0001011	Syar.g_00503	Prai.g_00029
OG0001013	Syar.g_00906	Prai.g_00055
OG0001014	Syar.g_00914	Prai.g_00058
OG0001015	Syar.g_00915	Prai.g_00059
OG0001017	Syar.g_03050	Prai.g_00077
OG0001018	Syar.g_03052	Prai.g_00080
OG0001019	Syar.g_03086	Prai.g_00089
OG0001020	Syar.g_03092	Prai.g_00090
OG0001021	Syar.g_03098	Prai.g_00091
OG0001022	Syar.g_03102	Prai.g_00094
OG0001023	Syar.g_03103	Prai.g_00095
OG0001024	Syar.g_02276	Prai.g_00098
OG0001025	Syar.g_03115	Prai.g_00104
OG0001026	Syar.g_03131	Prai.g_00111
OG0001027	Syar.g_00031	Prai.g_00112
OG0001028	Syar.g_00034	Prai.g_00114
OG0001029	Syar.g_00036	Prai.g_00115
OG0001030	Syar.g_00058	Prai.g_00130
OG0001031	Syar.g_00129	Prai.g_00197
OG0001032	Syar.g_01011	Prai.g_00198
OG0001033	Syar.g_00962	Prai.g_00219
OG0001034	Syar.g_03022	Prai.g_00247
OG0001035	Syar.g_00171	Prai.g_00267
OG0001036	Syar.g_00193	Prai.g_00272
OG0001037	Syar.g_00195	Prai.g_00273
OG0001038	Syar.g_00223	Prai.g_00291
OG0001039	Syar.g_00226	Prai.g_00294
OG0001040	Syar.g_00229	Prai.g_00296
OG0001041	Syar.g_00234	Prai.g_00300
OG0001042	Syar.g_00831	Prai.g_00317
OG0001043	Syar.g_00826	Prai.g_00318
OG0001045	Syar.g_01130	Prai.g_00355
OG0001046	Syar.g_02514	Prai.g_00390
OG0001047	Syar.g_01180	Prai.g_00470
OG0001048	Syar.g_01181	Prai.g_00471
OG0001049	Syar.g_02872	Prai.g_00473
OG0001050	Syar.g_02871	Prai.g_00474
OG0001051	Syar.g_02870	Prai.g_00475
OG0001052	Syar.g_01269	Prai.g_00501
OG0001053	Syar.g_01472	Prai.g_00513
OG0001054	Syar.g_01492	Prai.g_00528
OG0001055	Syar.g_01513	Prai.g_00546
OG0001056	Syar.g_02349	Prai.g_00564
OG0001057	Syar.g_02341	Prai.g_00569
OG0001058	Syar.g_02324	Prai.g_00577
OG0001059	Syar.g_00422	Prai.g_00581
OG0001060	Syar.g_02315	Prai.g_00588
OG0001061	Syar.g_02297	Prai.g_00602
OG0001062	Syar.g_02294	Prai.g_00604
OG0001063	Syar.g_02209	Prai.g_00606
OG0001064	Syar.g_02208	Prai.g_00607
OG0001065	Syar.g_02207	Prai.g_00608
OG0001066	Syar.g_02206	Prai.g_00609
OG0001067	Syar.g_02205	Prai.g_00610
OG0001068	Syar.g_02204	Prai.g_00611
OG0001069	Syar.g_02203	Prai.g_00612
OG0001070	Syar.g_02200	Prai.g_00615
OG0001071	Syar.g_02199	Prai.g_00616
OG0001072	Syar.g_02195	Prai.g_00618
OG0001073	Syar.g_02182	Prai.g_00632
OG0001074	Syar.g_02031	Prai.g_00643
OG0001075	Syar.g_02215	Prai.g_00644
OG0001076	Syar.g_02253	Prai.g_00653
OG0001077	Syar.g_02240	Prai.g_00657
OG0001078	Syar.g_02419	Prai.g_00665
OG0001079	Syar.g_02431	Prai.g_00676
OG0001080	Syar.g_02442	Prai.g_00682
OG0001081	Syar.g_02444	Prai.g_00684
OG0001082	Syar.g_02445	Prai.g_00685
OG0001083	Syar.g_02473	Prai.g_00690
OG0001084	Syar.g_02474	Prai.g_00691
OG0001085	Syar.g_01688	Prai.g_00699
OG0001086	Syar.g_01686	Prai.g_00700
OG0001087	Syar.g_02347	Prai.g_00717
OG0001088	Syar.g_00431	Prai.g_00718
OG0001089	Syar.g_01942	Prai.g_00726
OG0001090	Syar.g_01582	Prai.g_00749
OG0001091	Syar.g_01580	Prai.g_00751
OG0001092	Syar.g_01578	Prai.g_00752
OG0001093	Syar.g_01572	Prai.g_00757
OG0001094	Syar.g_02633	Prai.g_00854
OG0001095	Syar.g_02653	Prai.g_00834
OG0001096	Syar.g_02476	Prai.g_00821
OG0001097	Syar.g_01823	Prai.g_00802
OG0001098	Syar.g_01672	Prai.g_00787
OG0001099	Syar.g_00035	Prai.g_01057
OG0001100	Syar.g_01625	Prai.g_01053
OG0001101	Syar.g_01623	Prai.g_01051
OG0001102	Syar.g_01620	Prai.g_01049
OG0001103	Syar.g_01618	Prai.g_01047
OG0001104	Syar.g_02616	Prai.g_01026
OG0001105	Syar.g_02620	Prai.g_01022
OG0001106	Syar.g_02553	Prai.g_00998
OG0001107	Syar.g_02541	Prai.g_00991
OG0001109	Syar.g_02529	Prai.g_00986
OG0001110	Syar.g_02527	Prai.g_00984
OG0001111	Syar.g_02525	Prai.g_00983
OG0001112	Syar.g_02523	Prai.g_00982
OG0001113	Syar.g_02522	Prai.g_00981
OG0001114	Syar.g_02521	Prai.g_00980
OG0001115	Syar.g_02519	Prai.g_00978
OG0001116	Syar.g_02517	Prai.g_00977
OG0001117	Syar.g_02516	Prai.g_00976
OG0001118	Syar.g_02515	Prai.g_00975
OG0001119	Syar.g_02513	Prai.g_00974
OG0001120	Syar.g_02507	Prai.g_00972
OG0001122	Syar.g_01803	Prai.g_00945
OG0001124	Syar.g_01793	Prai.g_00940
OG0001125	Syar.g_01791	Prai.g_00939
OG0001126	Syar.g_01375	Prai.g_00929
OG0001127	Syar.g_01374	Prai.g_00928
OG0001128	Syar.g_01371	Prai.g_00926
OG0001129	Syar.g_01369	Prai.g_00925
OG0001130	Syar.g_01368	Prai.g_00924
OG0001131	Syar.g_02448	Prai.g_01088
OG0001132	Syar.g_00684	Prai.g_01098
OG0001133	Syar.g_02249	Prai.g_01130
OG0001134	Syar.g_02235	Prai.g_01143
OG0001135	Syar.g_02232	Prai.g_01146
OG0001137	Syar.g_01944	Prai.g_01179
OG0001138	Syar.g_01977	Prai.g_01198
OG0001139	Syar.g_01980	Prai.g_01200
OG0001140	Syar.g_01981	Prai.g_01201
OG0001141	Syar.g_01982	Prai.g_01202
OG0001142	Syar.g_01983	Prai.g_01203
OG0001143	Syar.g_01698	Prai.g_01210
OG0001144	Syar.g_01707	Prai.g_01215
OG0001145	Syar.g_02769	Prai.g_01326
OG0001146	Syar.g_02782	Prai.g_01339
OG0001147	Syar.g_01276	Prai.g_01357
OG0001148	Syar.g_01459	Prai.g_01372
OG0001149	Syar.g_01458	Prai.g_01373
OG0001150	Syar.g_01457	Prai.g_01374
